Item ID,Item Description, Item Charge 
3616977,CROSSLINK DANEK 6.35," $2,158.00 "
3616978,IMPLANT MINI MAGNUM OM2500," $1,220.00 "
3616979,END CAP STARDRIVE 10MM, $789.00 
3616980,GRAFIX PRIME 5X5CM MATRIX SHEE," $5,900.00 "
3616981,RODS SPINE 486613035, $960.00 
3616982,OS SATURA GRANU 15CC 056010150," $2,434.00 "
3616983,ENDOTINE FOREHEAD 3.0 TRACK," $1,048.00 "
3616984,SCREW LAG 12.7MM X 115MM ST," $1,489.00 "
3616985,SCREW 4.5X16MM SDV4516, $600.00 
3616986,COMP PROXIM FINGER MCP10030PWW," $4,757.00 "
3616987,COMP DISTAL FINGER MCP10030DWW," $3,046.00 "
3616988,PLATE PROX 3.5 02123021S," $3,193.00 "
3616989,EXPANDER TISSUE 250CC," $2,850.00 "
3616991,SUTURE QUILL MONODERM 2.0 TPOI, $187.00 
3616992,Reload for EC60A Gray ECR60M, $617.00 
3616993,SURESEAL II, $46.00 
3616994,NAIL RECON 15MM 04003849S," $3,283.00 "
3616995,NAIL SUPRA T2 SCN 11X320MM," $3,747.00 "
3616996,PLATE STRAIGHT 8 HOLE, $943.00 
3616997,SCREW SELF TAPPING 1.2X3MM, $248.00 
3616998,SCREW SELF TAPPING 1.2X4MM, $248.00 
3616999,PLATE L 90 DEG LT 8 HOLE, $639.00 
3617000,ANCHOR REELX 5.5 3910600060," $1,180.00 "
3617001,PACK ROBOTIC GU, $363.00 
3617002,PACK ROBOTIC GYN, $258.00 
3617003,BIOMET RADIAL HEAD 18X22MM," $2,186.00 "
3617004,SCREW 5.5X50MM SOLERA," $2,265.00 "
3617005,ROD SOLERA 500MM," $1,686.00 "
3617006,DRILL BIT 5MM 1.6X50MM, $450.00 
3617007,DRILL BIT 6MM 1.0X50MM, $452.00 
3617008,PLATE ZUMA 10MM 553310," $9,820.00 "
3617009,BONE SCREW SELF TAP 6.5X15MM, $356.00 
3617010,SCREW 2.0X8MM 5020408, $202.00 
3617011,SCREW LOCKING 2.3X8MM 5023508, $385.00 
3617012,SCREW 2.7X8MM 5027408, $276.00 
3617013,PLATE 6 HOLE 5510506, $425.00 
3617014,GORING TREPHINE 7MM 900727," $1,602.00 "
3617015,AQUAMANTYS EVS 231211," $2,025.00 "
3617016,AQUAMANTYS BPS 6.0 231121," $1,575.00 "
3617017,TISSUE OVATION LARGE PS31001," $5,600.00 "
3617018,NAIL FEMORAL RECON 13X400 RT S," $3,283.00 "
3617019,SCREW 7.5X45MM SLP7545," $2,460.00 "
3617020,SHELL ACETABULAR 66MM 62026621," $3,170.00 "
3617021,COMP FEMUR TRI NO 2 5515F202," $3,600.00 "
3617022,ROD 5.5X65MM 1005565, $720.00 
3617023,STARDRIVE LOCKING SCREW 5.0X65, $919.00 
3617024,PLATE STRAIGHT 6 HOLE  5508206, $919.00 
3617026,SCREW CORTEX S/T 3.5MMX70MMH, $85.00 
3617027,PLATE STRAIGHT 24 HOLE," $1,806.00 "
3617028,SCREW SELF TAPPING 1.7X54MM, $211.00 
3617029,PLATE CURVED RECON 3.5MMX12H," $1,503.00 "
3617031,FIBER LASER ACCUMAX 365," $1,200.00 "
3617032,NAIL SUPRACONDYLAR 18261336S," $3,747.00 "
3617033,PLATE XLP 8MM 7521008," $7,630.00 "
3617034,SCREW ST 1.2X6MM 5012006, $248.00 
3617035,SCREW ST 1.2X4MM 5012005, $248.00 
3617036,PLATE CURVED 10H 5506250, $827.00 
3617037,DRILL BIT THREE FLUTED 3.8X270, $916.00 
3617038,GUIDE ROD 2.5MMX230MM, $88.00 
3617039,SCREW MULTILOC 4.5MMX46MM ST," $1,197.00 "
3617040,SCREW MULTILOC 4.5MMX56MM ST," $1,197.00 "
3617041,NAIL HUMERAL RT ST 9.5X160MM," $3,872.00 "
3617042,PLATE MINI W/BAR 4 HOLE, $501.00 
3617043,LOCKING SCREW 2.7MMX5MM, $429.00 
3617044,SCREW SELF TAPPING 2.7X5MM, $276.00 
3617045,PLATE FRACTURE 4 HOLE," $1,324.00 "
3617046,SCREW NON LOCKING 2.7X12MM, $338.00 
3617047,SCREW ACUTRAK FUSION 16MM," $1,632.00 "
3617048,SCREW ACUTRAK FUSION 18MM," $1,632.00 "
3617049,SCREW ACUTRAK FUSION 20MM," $1,632.00 "
3617050,SCREW ACUTRAK FUSION 30X6MM," $1,632.00 "
3617051,TRIATH PS FEM COMP NO 7 RIGH," $4,800.00 "
3617052,NAIL TIBIAL 10X405MM," $2,773.00 "
3617053,FEM COMP TRIATHLON NO 5 5MM," $2,477.00 "
3617054,FEM DIS AUGUMENT NO 5 10MM," $2,241.00 "
3617055,ARIS SLING 934400," $2,607.00 "
3617056,DRILL BIT 2.9MM 5.0MMX145MM," $1,841.00 "
3617057,DRILL BIT 2.9MM 3.2MMX150MM, $743.00 
3617058,SCREW LOCKING T25 ST 4.0X36MM, $866.00 
3617059,SCREW LOCKING T25 ST 4.0X40MM, $866.00 
3617060,SCREW LOCKING T25 ST 4.0X30MM, $866.00 
3617061,SCREW 2.0X14MM S T GOLD, $202.00 
3617062,SCREW 2.0X20MM S T GREEN, $221.00 
3617063,PLATE FRACTURE C SHAPED 4H," $1,418.00 "
3617064,ROD SOLERA 50MM," $1,000.00 "
3617065,CAGE XLIF 12X18X55MM," $8,200.00 "
3617066,SCREWSPEED PLUS 5.5 OM9166," $1,575.00 "
3617067,SCREWSPEED PLUS 5.5 OM9167," $1,575.00 "
3617068,JUGGERKNOT 2.0 912050," $1,316.00 "
3617069,JUGGERKNOT KIT 2.0 912057," $1,224.00 "
3617070,SCREW 2.3X6MM S T GOLD, $247.00 
3617071,NEUROVISION MODULE," $2,985.00 "
3617072,PLATE 2.7 5 HOLE 02112110S," $2,057.00 "
3617073,FEM POSTERIOR STA NO2 5515F201," $3,600.00 "
3617074,SCREW 5.0 LOCK SD 04015545S, $986.00 
3617075,NAIL TIBIAL 11MM TI 04034549S," $2,943.00 "
3617076,FEM COMP SYNERGY SZ14 71316014," $5,670.00 "
3617077,SUTURE VICRYL 3 J808T, $12.00 
3617078,PLATE FRACTURE W BAR 6H," $1,744.00 "
3617079,SCREW 2.3X18MM S T GOLD, $247.00 
3617080,SCREW 2.0X12MM S T GOLD, $202.00 
3617081,SCREW 2.0X10MM S T GOLD, $202.00 
3617082,COMP 38MM PATELLAR 71926225," $2,005.00 "
3617083,SCREW SZ5 5MM 71421664," $2,052.00 "
3617084,STEM ST 13X160MM 71424046," $2,208.00 "
3617085,INSERT ACETABUL SZ5-6 71420540," $3,480.00 "
3617086,PLATE MINI BONE 0.55MM 2H, $314.00 
3617087,ROD SOLERA 55MM," $1,000.00 "
3617088,PINS THREADED STERIL 950502302," $1,265.00 "
3617089,MESH RESTORELLE Y 501420," $2,775.00 "
3617090,SCREW LOCKING PARTIALLY THREAD, $682.00 
3617091,DRILL BIT 3.5MM 703706, $718.00 
3617092,KWIRE 1.6X150MM 390164, $34.00 
3617093,HEAD REAMER 12.0MM 352250S," $1,230.00 "
3617094,HEAD REAMER 15.0MM 352256S," $1,320.00 "
3617095,HEAD REAMER 12.5MM 352251S," $1,230.00 "
3617096,NAIL RECON 13MM 04003549S," $3,283.00 "
3617097,GRAFT FILTER 352229S," $1,178.00 "
3617098,HEAD REAMER 13.0MM 352252S," $1,320.00 "
3617099,PUMP PENILE PRO IN/DE 72402930," $6,780.00 "
3617100,ROD 5.5X35MM 1005535, $720.00 
3617101,SCREW 2.7MM ST 02211020, $515.00 
3617102,PLATE WEDGE SPACE 6MM 02211214," $2,706.00 "
3617103,SCREW 5.0MM TI LOCK, $719.00 
3617104,PLATE MINI BLUE 16H    5510516, $595.00 
3617105,PLATE LCP TIB 6H L 3.5X119M ST," $2,808.00 "
3617106,MEDPOR SURG IMPLA MICRO 0.45MM," $1,596.00 "
3617107,ROD 5.5X80MM 1005580, $720.00 
3617108,SCREW 5.0X34MM CANC 71755034, $687.00 
3617109,KIT OPTIVAC 80 417200, $712.00 
3617110,CEMENT SM PREP KIT 414990, $980.00 
3617111,SHELL TI 56MM 5090256E," $5,868.00 "
3617112,PLATE 3.5 7H 02112029S," $2,973.00 "
3617113,SCREW SET CAP PSS1000, $900.00 
3617114,CANCEL POWDER MINERALIZED 3CC, $692.00 
3617115,PLATE STRAIGHT W BAR 4 H, $425.00 
3617116,PLATE ADVANCEMENT P B 3MM LT," $1,273.00 "
3617117,TROCH FIXATION NAIL 11X110 ST," $1,680.00 "
3617118,INSERT TIBIAL TRI NO4 5537G409," $2,500.00 "
3617119,AUGMENT TIBIAL NO4 5545A402," $2,261.00 "
3617120,DRILL BIT 3.2MM 405883, $528.00 
3617121,SCREW LOCKING FIXED 4.75X25MM, $624.00 
3617122,WRIST FIXATOR KIT 220MM ST," $2,890.00 "
3617123,MEDPOR SURG IMPLA MICRO 0.25MM," $1,596.00 "
3617124,PERFORATOR ACRA 14/9 W HUDSON, $840.00 
3617125,INTRODUCER JLSI102500 LAPSAC," $1,180.00 "
3617126,SPACER PASSIVE BALL, $70.00 
3617127,STARDRIVE LOCKING SCREW 5.0X3, $695.00 
3617128,STARDRIVE LOCKING SCREW 5.0X42, $695.00 
3617129,STARDRIVE LOCKING SCREW 5.0X85, $695.00 
3617130,STARDRIVE LOCKING SCREW 5.0X80, $695.00 
3617131,STARDRIVE LOCKING SCREW 5.0X75, $695.00 
3617132,STARDRIVE LOCKING SCREW 5.0X70, $695.00 
3617133,PLATE LCP CVD 4.5X159MM RT ST," $3,277.00 "
3617134,JUGGERKNOT 1.0MM 912076," $1,164.00 "
3617135,ROD 5.5X60MM 1005560, $720.00 
3617136,SCREW 4.0X18MM SDV4018, $848.00 
3617137,PLATE 49MM ACP249," $2,320.00 "
3617138,PLATE 9H 2.7 LCP 02112149S," $1,998.00 "
3617139,PLATE ACP246," $3,000.00 "
3617140,PLATE ORBITAL 10H 5506750, $994.00 
3617141,PLATE L 12MM 6H LT     5506766, $805.00 
3617142,PLATE CURVED 4H W BAR 5506754, $523.00 
3617143,SCREW SELF DRILL 12X4M 5012903, $275.00 
3617144,SCREW SELF DRILL 12X4M 5012903, $275.00 
3617145,NAIL FEM 11X400MM 18281140S," $3,191.00 "
3617146,MEDPOR SURG IMPLA MICRO 0.35MM," $1,596.00 "
3617147,PLATE DHS 135 18H STERILE," $2,949.00 "
3617148,STARDRIVE T25 6.5X80MM ST, $853.00 
3617149,PLATE L STD 12MM 2H 3 D, $752.00 
3617150,PLATE L STD 6H 17X12MM, $805.00 
3617151,CENTRAL SCREW 6.5MMX28MM, $620.00 
3617152,SCREW CANC 6X40 908840, $672.00 
3617153,INSERT ELEVATED RIM 36MM," $2,580.00 "
3617154,MEDPOR SURG IMPLA MICRO 0.85MM," $2,775.00 "
3617155,PLATE MINI L 2.0X0.75MM 9H RT, $884.00 
3617156,PLATE MINI L 2.0X0.75MM 9H LT, $964.00 
3617157,PLATE MEDIUM IR2008T," $5,000.00 "
3617158,INTERBODY IMPLT 27X30 IR2534P," $9,000.00 "
3617160,INCUS STRUT 2.25X3.50 TITANIUM," $1,732.00 "
3617161,PROSTHESIS TITANI ALTO PARTIAL," $1,332.00 "
3617162,INCUS STRUT 1.75X2.25 TITANIUM," $1,645.00 "
3617163,SCREW NONLOCKIN 18X27 5327218E, $338.00 
3617164,ROD VERTEX 3.5MM," $1,800.00 "
3617165,PLATE 6H 2.4MM 02111300," $2,955.00 "
3617166,WIRE K 1.25 W TROCA 0211130401, $71.00 
3617167,AMS RESERVOIR 700 IZ," $4,448.00 "
3617168,FEMORAL RECO NAIL 12X360 LT ST," $3,283.00 "
3617169,COFLEX F DEVICE 16MM RP100016," $9,000.00 "
3617170,WIRE K .054 TROCAR X0630062, $500.00 
3617171,SCREW FIXCET 4.5X40MM X0630007," $3,990.00 "
3617172,SCREW FIXCET 4.5X35MM X0630006," $3,990.00 "
3617173,NEEDLE WILLIAMS INJ 5 FR 35CM, $78.00 
3617174,PLATE TIBIA 3.5X161MM 8H LT ST," $2,774.00 "
3617175,PLATE 02115530," $1,584.00 "
3617176,SCREW 24MM 02226224," $1,345.00 "
3617177,PLATE PHYSIS 3.5MM 4 HOLE," $2,329.00 "
3617178,NAIL LONG TI LEFT 35250380S," $4,354.00 "
3617179,FEMORAL POSTERIOR SZ 2 LT," $4,800.00 "
3617180,DRILL BIT 1.2 MM  6009504, $452.00 
3617181,TITAN MEDPO MAX LT 41X42 81035," $2,176.00 "
3617182,TRIATH CS TIB INSERT SZ3 13MM," $2,100.00 "
3617183,TRIATH TIB AUG NO 3 10MM," $2,208.00 "
3617184,MICRO PV W RICKAM VALVE," $2,140.00 "
3617185,OFFSET LFIT HEAD 32MM," $1,700.00 "
3617186,ACETABULAR SHELL SZ 54MM," $3,159.00 "
3617187,ARTHROPLASTY TOTAL HIP BIPOLAR," $8,400.00 "
3617188,TI TROCH DEVICE STER," $3,569.00 "
3617189,PLATE 6HO 2.4 VA LCP 02111631S," $2,876.00 "
3617190,SCREW SELF TAP 26MM 02211026, $515.00 
3617191,SCREW SELF TAP 28MM 02211028, $515.00 
3617192,PLATE 5HO LT 2.7X3.5 02112111," $1,925.00 "
3617193,ROD 35MM 486615035, $960.00 
3617194,GRAFT BIODES BREAST CSLH6H7X20," $3,605.00 "
3617195,PRECONNECT IZ 700X21X12MM," $14,690.00 "
3617196,CAGE INTERFIX DEVICE 16X23MM," $7,613.00 "
3617197,CANNULA 8.5X75 AQUALOC 900363, $143.00 
3617198,ROD STR 140MM 1105140, $720.00 
3617199,IMPLANT MED 27X30X12 IR2532P," $9,000.00 "
3617200,SCREW LEGACY 6.5X40MM," $2,013.00 "
3617201,PLATE Y 4MM BAR 5H 55-05151, $639.00 
3617202,PLATE PREBENT 1.7X8MM RT," $1,324.00 "
3617203,GUIDE WIRE TROCAR PT 1.6X220MM, $142.00 
3617204,GUIDE WIRE TROCAR PT 1.6X220MM, $144.00 
3617205,DRILL BIT CANNULATED 3.2MM," $1,532.00 "
3617206,HEADLESS COMPR SCREW 4.5X42MM," $1,363.00 "
3617207,HEADLESS COMPR SCREW 4.5X38MM," $1,363.00 "
3617208,HEADLESS COMPR SCREW 4.5X36MM," $1,363.00 "
3617209,PLATE DBL Y BONE SHORT W BAR, $788.00 
3617210,TISSUE EXPANDER 3547214," $3,100.00 "
3617211,SCREW 2.0 X 4MM S T, $202.00 
3617212,ENSEAL SUPER JAW," $1,687.00 "
3617213,SPLINT KNEE PANEL XL 22IN, $77.00 
3617214,SPLINT KNEE PANEL XL 24IN, $56.00 
3617215,SPLINT KNEE PANEL XL 20IN, $68.00 
3617216,SABER 30W CABEL AC433001, $658.00 
3617218,VA LCP SH HEAD 5H SHAFT RT," $2,120.00 "
3617219,DOME 2.5MM 60 DEGREE AC352501, $666.00 
3617220,NAIL TIBIAL 11X375MM 18221137S," $2,773.00 "
3617221,WIRE KIRSCHNER 2.0MM 29258, $419.00 
3617222,PLATE 4.5MM 10 HO 02124411S," $3,748.00 "
3617223,SCREW 5.0X14MM 02231014," $1,044.00 "
3617224,SCREW 5.0X12MM 02231012," $1,044.00 "
3617225,SCREW CANN 5.0X80MM 02231680, $943.00 
3617226,SCREW CANN 5.0X75MM 02231675, $943.00 
3617227,SCREW CANN 5.0MM 02231670, $943.00 
3617228,SCREW COMPRESSION 2.4 02226330," $1,345.00 "
3617229,SCREW ST 5.0X16MM 02231016," $1,044.00 "
3617230,PLATE LCP 2.4MM 6H STERILE," $2,876.00 "
3617231,AFFINITY CAGE 7MM X 14MM," $3,900.00 "
3617232,NAIL HUMERAL TRIGEN 71771022," $2,244.00 "
3617233,SCREW CANN 5.0X24MM 71755024, $687.00 
3617234,AQUAMANTYS SBS 5.0 SHEAT 23312," $2,025.00 "
3617235,BREAST LUMPECTOMY, $532.50 
3617236,BREAST LUMPECTOMY MIN, $60.00 
3617237,BAHA - COCHLEAR IMPLANT, $532.50 
3617238,BAHA - COCHLEAR IMPLANT MIN, $60.00 
3617239,BACK LIFT, $532.50 
3617240,BACK LIFT MIN, $60.00 
3617241,MALE SLING, $532.50 
3617242,MALE SLING MIN, $60.00 
3617243,FECAL TRANSPLANT, $532.50 
3617244,FECAL TRANSPLANT MIN, $60.00 
3617245,PROGENIX PLUS 5CC 006005," $2,204.00 "
3617246,SCREW 2.7 CORTEX SF TAP 44MM, $148.00 
3617247,SCREW 2.7 CORTEX SF TAP 40MM, $148.00 
3617248,WASHER 14MM 904414," $1,192.00 "
3617249,SCREW CANN 6.5X70MM 904570, $632.00 
3617250,WASHERLOCK FIX 908438," $1,928.00 "
3617251,CANNULATED NAIL 10X285MM ST," $2,743.00 "
3617252,WASHER 13.0MM, $113.00 
3617253,PLATE CHIN 6H 6MM 5510706, $816.00 
3617254,SCREW INTERF 10X28MM AR5028C10, $900.00 
3617255,LCP PLATE 4.5X301MM 14H LT ST," $3,798.00 "
3617256,SHELL ACETABULAR CLUSTER 52MM," $3,440.00 "
3617257,JUGGERKNOT 1.5 912015," $1,245.00 "
3617258,ROD CARBON FIBER 8.0MMX400MM, $722.00 
3617259,POCKET ADAPTER 2X4," $2,970.00 "
3617260,FORCEP HARDY BAYONET BIPOLAR," $1,160.00 "
3617261,SCREW 4.5X64MM SHAFT 214264, $77.00 
3617262,NAIL TIBIAL 11.5MM X 34CM," $3,124.00 "
3617263,PADDLE LEAD," $5,092.00 "
3617264,PLATE OLECRANON 8HO 629368," $2,405.00 "
3617265,SCREW LOCKING 3.5X32MM 614632, $666.00 
3617266,EXTENSION KIT," $2,085.00 "
3617267,ROD FORTEX 5.5X70MM N60001070, $720.00 
3617268,CAP FORTEX X0220042," $1,020.00 "
3617269,SCREW FORTEX 6.5X45MM X0220095," $2,460.00 "
3617270,PLATE MINI BONE 3D .55 2X2 SQ, $726.00 
3617271,PLATE RECON 17H W TEMP," $2,612.00 "
3617272,PLATE RECON 11H W TEMP," $2,346.00 "
3617273,NAIL TFN 11MM LEFT 456423S," $3,344.00 "
3617274,SCREW HEADLESS COMP 3.0X30," $1,253.00 "
3617275,SUTURE VLOC 0 12IN VLOCL0316, $115.00 
3617276,SUTURE VLOC 3-O 9IN UDYED 2044, $110.00 
3617277,SUTURE VLOC 3-O 9IN DYED 0544, $110.00 
3617278,STENT URETERAL 7FR 22CM, $306.00 
3617279,INSERT TIB SZ 6 5531G619," $2,100.00 "
3617280,NAIL FEMORAL 13MMX280MM," $3,131.00 "
3617281,PLATE MP BONE 4H, $565.00 
3617282,ROD STRAIGHT 5.5X100 1105100, $720.00 
3617283,PROGENIX PUTTY 10CC," $2,621.00 "
3617284,ARTICULAR SURF W/LCK SCREW C D," $2,860.00 "
3617285,TIBIAL COMPONENT STEMMED SZ 3," $3,245.00 "
3617286,PROGENIX PUTTY 5CC," $1,575.00 "
3617287,PROGENIX PUTTY 1CC, $602.00 
3617288,SLING ADVANCE MALE 72008801," $12,026.00 "
3617289,KWIRE 1.25X150MM 0211150001S, $132.00 
3617290,KNEE ARTROPLASTY 71707100," $11,300.00 "
3617291,SPACER PLIF 13MM 015813," $5,998.00 "
3617292,HUMERUS PROXIMAL LEFT W/O CUFF," $5,277.00 "
3617293,DRILL BIT 2.7MM PERIPHER, $696.00 
3617294,PIN STEINMANN REV SHOULDER T T, $880.00 
3617295,LCP HUM PLATE 7H RT ST 116MM," $2,384.00 "
3617296,LCP HUM PLATE 7H RT ST 110MM," $2,384.00 "
3617297,BONE SCREW CROSS PIN 2.3X10MM, $247.00 
3617298,HIP STEM OMNIFIT SZ 10 35MM," $2,850.00 "
3617299,ROD 5.5X40MM NS1005540, $720.00 
3617300,ROD 5.5X90MM NS1005590, $720.00 
3617301,PLATE 3.5MM LT 5HO 241274S," $2,440.00 "
3617302,PLATE 3.5MM LT 5HO RT 241284S," $2,174.00 "
3617303,DRILL BIT TAP DEPTH 311689," $1,703.00 "
3617304,ROD CARBON FIBER 8.0X160MM, $624.00 
3617305,EXPLOR IMPL STEM W SCREW 7X26M," $2,516.00 "
3617306,SCREW SCHANZ S/D 4.0X30MM, $545.00 
3617307,COMBINATION CLAMP 8.0MM 11.0MM," $1,890.00 "
3617308,GELPOINT PATH TRANSANAL ACCESS," $2,475.00 "
3617309,IMPLANT BREAST GEL 475CC," $2,940.00 "
3617310,IMPLANT BREAST GEL 400CC," $2,940.00 "
3617311,GRAF SURGISIS BIODES CSLH1X2X3, $420.00 
3617312,PLATE 2.4 X 2.7 RT 02211232," $2,904.00 "
3617313,SCP HUMERAL PL 5H RT 90MM ST," $2,174.00 "
3617314,SCREW CANN LOCKING 5.0X90MM, $943.00 
3617315,STARDRIVE LOCKING SCREW 5.0X85, $695.00 
3617316,LCP PLATE 4.5M 12H 266MM LT ST," $3,564.00 "
3617317,FEMORAL NAIL 13X420MM," $3,191.00 "
3617318,WASHER FIXATION 16MM 908436," $1,928.00 "
3617319,JUGGERKNOT CRVD 912041C," $1,136.00 "
3617320,TRIATHLON INSERT PS SZ1 11MM," $2,100.00 "
3617321,FEMORAL COMPONENT PS NO 1 LT," $4,800.00 "
3617322,SCREW ATLA ELITE RESCUE 4.5X15, $800.00 
3617323,SCREW ATLANTIS ELITE FIXED 14M, $600.00 
3617324,PLATE ATLANTIS ELITE 27.5MM," $2,400.00 "
3617325,NAIL HUMERAL 7X260MM 18300726S," $2,795.00 "
3617326,PLATE MINI 4H WITH BAR, $381.00 
3617327,TISSUE EXPANDER 800CC 3547216," $3,100.00 "
3617328,TISSUE EXPANDER 650CC 3547215," $3,100.00 "
3617329,NAIL TIBIA 12MM 315MM ST," $2,743.00 "
3617330,PLATE LCP 3.5MM 7H RT ST," $2,911.00 "
3617331,ROD 5.5X55MM NS1005555, $720.00 
3617332,ROD 5.5X50MM NS1005550, $720.00 
3617333,PLATE WEDGE 2.7X3MM 02211211," $2,706.00 "
3617334,LIGAMENT SUTURE BUTTON 19MM, $388.00 
3617335,TOGGLLOC EXTENDED 904756," $1,503.00 "
3617336,TOGGLLOC EXTENDED 904756," $1,602.00 "
3617337,SCREW INTERF 7X25MM 905211," $1,144.00 "
3617338,SCREW IMPLANT MPF AR1360BCP," $2,758.00 "
3617339,TENDON GRACILIS FROZE 06100019," $2,390.00 "
3617340,PUSHLOCK BIOCOMPO 3.5 AR1926BC," $1,600.00 "
3617341,SCREW SUB COM 3.0X24 AR5025B24," $1,400.00 "
3617342,EXTRACTOR DISP 71631320, $796.00 
3617343,PLATE ATLANTIS ELITE 25MM," $2,400.00 "
3617344,NAIL FEMORAL 10X400MM LT ST," $3,283.00 "
3617347,PLATE ELITE ATLANTIS 23MM," $2,400.00 "
3617348,SCREW FIXED ATLANTIS ELITE 13M, $600.00 
3617349,PROTHESIS PENILE AMS SPECTRA," $16,596.00 "
3617350,SCREW S D 1.5X4MM, $180.00 
3617351,IMPLANT BREAST GEL 650CC," $2,865.00 "
3617352,KNEE TOTAL HIGH FLEX CEMENTED," $9,000.00 "
3617353,KNEE PARTIAL OXFORD MOBILE," $9,500.00 "
3617354,SCREW 4.5X30MM FIXCET X0630005," $3,990.00 "
3617355,ILIAC CREST WEDGE 15 ICW5," $2,505.00 "
3617356,STEM EXTENSION OFFSET," $3,135.00 "
3617357,ARTICULAR SURFACE 17MM," $4,170.00 "
3617358,GRASPER BABCOCK 255000003, $580.00 
3617359,LIGASURE SMALL JAW LF1212A," $1,796.00 "
3617360,SIZER BREAST IMPLANT, $200.00 
3617361,PLATE 77MM NSACP477," $2,680.00 "
3617362,SCREW 7.5X50MM NSSLP7550," $2,460.00 "
3617363,FLEXHD ULTRA THICK 10X16," $8,519.00 "
3617364,DERMIS ULTRA THICK 16X20," $17,727.00 "
3617365,DERMIS ULTRA THICK 20 X 25," $26,608.00 "
3617366,SCREW ATLANTIS ELITE FIXED 16M, $600.00 
3617367,SCREW SINGLE THREAD 4.5X40," $3,990.00 "
3617368,SCREW BONE CROSS PIN 2X16MM, $184.00 
3617369,CAGE PEEK 9X10X27MM 003009," $4,600.00 "
3617370,TW DRL DRILL 20MM S 1.9X58MM, $602.00 
3617371,KIT MAXCESS 4 STERILE 3240060," $2,600.00 "
3617372,PLATE 7HD 2.4MM 02111730S," $2,058.00 "
3617373,WIRE REDUCT 1.25MM 0211150101S, $141.00 
3617374,INSERT TIBIAL NO 5 5537G513," $2,200.00 "
3617375,PLATE ATLANTIS ELITE 42MM," $2,550.00 "
3617376,NAIL FEMORAL CANN 11X200MM," $3,131.00 "
3617377,SCREW SELF DRILLING 1.75X6MM, $218.00 
3617378,NAIL FEMORAL LT ST 13X360MM," $3,283.00 "
3617379,PLATE LCP 7H LT ST 2.4MM," $2,876.00 "
3617380,SCREW CORTEX S T 3.5X65MM, $91.00 
3617381,IMPLANT BREAST GEL 225CC," $2,700.00 "
3617382,IMPLANT BREAST GEL 200CC," $2,700.00 "
3617383,IMPLANT BREAST GEL 175CC," $2,700.00 "
3617384,IMPLANT BREAST 3507150BC," $2,700.00 "
3617385,SIZER BREAST IMPLANT 3512200SZ, $200.00 
3617386,ARTHRORIVET RC LACTOSOR 905802," $1,452.00 "
3617387,ARTHRORIVET RC LACTOSOR 905800," $1,452.00 "
3617388,SCREW LOCKING CANN 5.0X60MM, $943.00 
3617389,CONMED SMOKE EVACUATION SYSTEM, $49.00 
3617390,FLUTED STEM EXTENDER 13X80MM," $2,007.00 "
3617391,INSERT TIBIAL BEARING 5532G319," $2,100.00 "
3617392,JUGGERKNOT 2.0MM 912029," $1,316.00 "
3617393,SCREW BIOCOMP 9X28MM AR5028C09, $900.00 
3617394,HUMERUS PROXIMAL LEFT W CUFF," $6,586.00 "
3617395,AQUAMANTYS MINI EVS 3.4 233141," $1,875.00 "
3617396,PLATE ATLANTIS ELITE 45MM," $2,850.00 "
3617397,ROD ST 5.5X60MM NS110556, $720.00 
3617398,PLATE ATLANTIS ELITE 45MM, $617.00 
3617399,MCP PACK DIS STRYKER MCPDISSTR," $1,374.00 "
3617400,SUTURE VLOC 3-0 6IN DYED 0804, $110.00 
3617401,SUTURE VLOC 3-0 6IN UDYED 1904, $110.00 
3617402,TROCHANTERIC GRIP CABLE 185MM," $4,026.00 "
3617403,SUTURE MONO UNDYED 2-0 MCP945H, $9.00 
3617404,SCREW COMP 1.5X19MM 02230119," $1,018.00 "
3617405,RECON SCREW 6.4MM X 65MM," $1,652.00 "
3617406,ANTEGRADE NAIL 11.5X36CM," $4,730.00 "
3617407,PLATE STRAIGHT 16 HOLE," $1,793.00 "
3617408,AQUAMANTYS 2.3 BPS 231131," $1,575.00 "
3617409,BLADE HELICAL TI 11X125MM," $1,944.00 "
3617410,SCREW ATLANTIS ELITE 4.0X15, $600.00 
3617411,SCREW ATLANTIS ELITE 4.5X13, $800.00 
3617412,CLAMP LG PIN 6 POSITION 390010," $1,916.00 "
3617413,CAGE PEEK 10X27X10MM CLB03010," $4,600.00 "
3617414,PLATE 2.4MM 6HO 02111641S," $2,980.00 "
3617415,CUP ACETABULAR 58MM 12352581," $2,900.00 "
3617416,INSERT CUP 28 12352858," $2,400.00 "
3617417,INSERT ADM CUP 28 12362858," $2,400.00 "
3617418,FEMORAL ROTATE HING SM 623411R," $12,080.00 "
3617419,INSERT TIBIA 12MM SM 198727212," $5,796.00 "
3617420,TIBIAL REV SZ 2.5 129435125," $8,694.00 "
3617421,WAND SUPER MULTIVAC ASH 483001, $861.00 
3617422,WAND DRAGON T2 AC553101, $828.00 
3617423,DRILL BIT 35MM 1.9X115MM, $627.00 
3617424,PLATE 2.4MM 5H VOLAR 02115851S," $2,058.00 "
3617425,SCREW INTER BIO AR5028C11, $900.00 
3617426,CANNULA CEMENT 10GA 306410000, $180.00 
3617427,DRILL 10GA 306810000, $220.00 
3617428,BALLOON KIT IVAS 705115000," $2,121.00 "
3617429,SIZER BREAST IMPLANT, $200.00 
