CHG #,CHARGE DESCRIPTION,,REV,,CPT,,PRICE,
 2376000,XR FLUORO LESS 1 HR,,320,,76000,,376.00,
 2376005,XR FLUORO GUID SPINE INJECTION,,320,,77003,,410.00,
 2376062,XR BONE SURVEY,,320,,77075,,551.00,
 2377001,XR FLUORO GUI PICC LINE PLACEMNT,,320,,77001,,350.00,
 2377002,XR FLUORO GUID INJ NON SPINE,,320,,77002,,422.00,
 2377071,XR STRESS VIEW,,320,,77071,,247.00,
 2580000,CHEMOTHERAPY ADMIN OTHER THAN INFUSION,,331,,Q0083,,69.63,
 4896409,CHEMO IV PUSH INITIAL SUBSTANCE,,335,,96409,,420.00,
 4896411,CHEMO IV PUSH ADDL SUBSTANCE,,335,,96411,,246.00,
 4896413,IV THERAPY REMCD/CHEMO INTIAL,,335,,96413,,475.00,
 4896415,IV THERAPY REMCD/CHEMO EA ADDL HR,,335,,96415,,106.00,
 4896416,INITIATION OF PROLONG IV PORT PUMP CHEMO,,335,,96416,,602.00,
 4896420,CHEMO INTRA-ARTERIAL PUSH,,335,,96420,,410.00,
 4896425,INITIATION OF PROLONG IV PORT PUMP,,335,,96425,,557.00,
 4896521,MATIENANCE PORTABLE PUMP,,335,,96521,,415.00,
 2378000,NM THYROID UPTAKE 1,,340,,78000,,250.00,
 2378001,NM THYID UPTAKE MUL,,340,,78001,,885.00,
 2378006,NM THYR IMAGE W UP 1,,340,,78006,,540.00,
 2378007,NM THY IMAG W UPMULT,,340,,78007,,1203.00,
 2378010,NM THYROID IMAGE ONLY,,340,,78010,,1007.00,
 2378012,NM THYROID UPTAKE MEASUREMENT,,340,,78012,,258.00,
 2378070,NM PARATHYROID SCAN,,340,,78070,,784.00,
 2378223,NM BILIARY HIDA W EF,,340,,78223,,1350.00,
 2378226,NM BILIARY HIDA,,340,,78226,,1431.00,
 2378264,NM GASTRIC EMPTY STUDY,,340,,78264,,1166.00,
 2378306,NM BONE SCAN WHOLE B,,340,,78306,,1431.00,
 2378315,NM BONE SCAN 3 PHASE,,340,,78315,,1315.00,
 2378451,NM MYOCARD PERF THALLIUM VIABILE 78451,,340,,78451,,3400.00,
 2378452,NM MYOCARD PERF 78452,,340,,78452,,3215.00,
 2378580,NM LUNG PERF NO VENT,,340,,78580,,1070.00,
 2378588,NM LUNG PERF W/VENT,,340,,78588,,1850.00,
 2378709,NM RENAL SCAN HYPE,,340,,78709,,986.00,
 2378227,NM BILIARY HIDA W DRUG,,341,,78227,,1643.00,
 2378579,NM LUNG VENT IMAGING,,341,,78579,,1904.00,
 2378582,NM LUNG VENT W PERF,,341,,78582,,2470.00,
 2309399,NM LEXISCAN PER DOSE,,343,,C9399,,345.00,
 2309500,NM CARDIOLITE PER STUDY DOSE,,343,,A9500,,440.00,
 2309502,NM MYOVIEW PER UNIT,,343,,A9502,,206.00,
 2309503,NM MDP UP TO 30mCi,,343,,A9503,,400.00,
 2309505,NM THALLIUM TI-201 PER 1 MCI,,343,,A9505,,265.00,
 2309516,NM CAPSULE PER 100 uCi,,343,,A9516,,145.00,
 2309537,NM CHOLETEC PER DOSE UP TO 15MCI,,343,,A9537,,225.00,
 2309539,NM DTPA EA MCI,,343,,A9539,,130.00,
 2309540,NM MAA PER STUDY DOSE,,343,,A9540,,170.00,
 2309541,NM SULFUR COLLOID UP TO 20 mCi PER STUDY,,343,,A9541,,140.00,
 2309560,NM TECHNETIUM LABELED RBC,,343,,A9560,,305.00,
 2309561,NM TECHNETIUM,,343,,A9561,,305.00,
 2309969,NM LEU Tc99,,343,,Q9969,,25.00,
 2300297,CT CHEST LUNG CANCER SCREEN LOW DOSE,,350,,G0297,,525.00,
 2301250,CT CHEST WO CONT HIGH RESOLUTION,,350,,71250,,1450.00,
 2301275,CT ANGIO THORACIC AORTA,,350,,71275,,1800.00,
 2370120,CT UP EXT  WO CON LT,,350,,73200LT,,970.00,
 2370125,CT UP EXT  W CONT LT,,350,,73201LT,,1236.00,
 2370135,CT UP EXT WWO CON LT,,350,,73202LT,,1940.00,
 2370158,CT LOW EXT WO CO LT,,350,,73700LT,,1231.00,
 2370159,CT LOW EXT W CONT LT,,350,,73701LT,,1420.00,
 2370160,CT LOW EXT WWO CO LT,,350,,73702LT,,1630.00,
 2370170,CT ABDPELV WO CON,,350,,74176,,2145.00,
 2370220,CT SINUS LIMITED,,350,,76380,,526.00,
 2370450,CT HEAD WO CONTRAST,,350,,70450,,1236.00,
 2370460,CT HEAD W CONTRAST,,350,,70460,,1432.00,
 2370470,CT HEAD W WO,,350,,70470,,1637.00,
 2370480,CT ORBIT EAR WO CONT,,350,,70480,,1136.00,
 2370481,CT ORBIT EAR W CONT,,350,,70481,,1530.00,
 2370482,CT ORBIT EAR WWO,,350,,70482,,1675.00,
 2370486,CT FACIAL SINUS WO CON,,350,,70486,,1200.00,
 2370487,CT FACIAL W CON,,350,,70487,,1350.00,
 2370488,CT FACIAL WWO CONT,,350,,70488,,1550.00,
 2370490,CT SOFTTISSNECK WO C,,350,,70490,,1036.00,
 2370491,CT SOFTTISSNECK W CO,,350,,70491,,1386.00,
 2370492,CT SOFTTISSNECK WWO,,350,,70492,,1580.00,
 2370496,CT ANGIOGRAPHY HEAD,,350,,70496,,1943.00,
 2370498,CT ANGIOGRAPHY NECK,,350,,70498,,1923.00,
 2371250,CT CHEST WO CONT,,350,,71250,,1385.00,
 2371260,CT CHEST W CONTRAST,,350,,71260,,1672.00,
 2371270,CT CHEST WWO,,350,,71270,,1960.00,
 2371275,CT CHEST PULM ANGIO,,350,,71275,,1800.00,
 2372125,CT C SPINE WO CONT,,350,,72125,,1360.00,
 2372126,CT C SPINE W CONT,,350,,72126,,1452.00,
 2372127,CT C SPINE WWO CONT,,350,,72127,,1617.00,
 2372128,CT T SPINE WO CONT,,350,,72128,,1300.00,
 2372129,CT T SPINE W CONT,,350,,72129,,1687.00,
 2372130,CT T SPINE WWO CON,,350,,72130,,1895.00,
 2372131,CT L SPINE WO CON,,350,,72131,,1320.00,
 2372132,CT L SPINE MYELOGRAM,,350,,72132,,1442.00,
 2372133,CT L SPINE WWO CON,,350,,72133,,1590.00,
 2372192,CT PELVIS WO CONT,,350,,72192,,1140.00,
 2372193,CT PELVIS W CONTRST,,350,,72193,,1498.00,
 2372194,CT PELVIS WWO,,350,,72194,,1669.00,
 2373200,CT UP EXT WO CON RT,,350,,73200RT,,970.00,
 2373201,CT UP EXT  W CONT RT,,350,,73201RT,,1236.00,
 2373202,CT UP EXT  WWO CO RT,,350,,73202RT,,1940.00,
 2373700,CT LOW EXT WO CO RT,,350,,73700RT,,1231.00,
 2373701,CT LOW EXT W CONT RT,,350,,73701RT,,1420.00,
 2373702,CT LOW EXT WWO CO RT,,350,,73702RT,,1630.00,
 2374150,CT ABDOMEN WO CONT,,350,,74150,,1110.00,
 2374160,CT ABDOMEN W CONT,,350,,74160,,1423.00,
 2374170,CT ABDOMEN WWO CONT,,350,,74170,,1780.00,
 2374174,CT ANGIO ABDPELV AORTA,,350,,74174,,2105.00,
 2374176,CT ABDPELV WO CON,,350,,74176,,1800.00,
 2374177,CT ABDPELV W CON,,350,,74177,,2300.00,
 2374178,CT ABDPELV WWO CON,,350,,74178,,2344.00,
 2375635,CT ANGIO RUNOFF ABD AORTA & BILAT ILIO,,350,,75635,,1925.00,
 2399499,CT TELERADIOLOGY,,350,,,,9.64,
 1222523,VI KYPHOPLASTY THOR 1 V BODY,,360,,22513,,2400.00,
 1222524,VI KYPHOPLASTY LUMBAR 1 V BODY,,360,,22514,,2300.00,
 1222525,VI KYPHOPLASTY EA ADDL V BODY,,360,,22515,,1245.00,
 1243002,OP LESION REMOVAL,,360,,,,482.28,
 1243004,OP PROCTOSCOPY,,360,,,,797.00,
 1243010,CYSTOURETHROSCOPY,,360,,52005,,627.00,
 1243011,CYSTOURETHROSCOPY WITH LAP EQUIPMENT,,360,,52005,,627.00,
 1255010,OR BONE INSTRUMENT SET,,360,,,,41.61,
 1255020,CIRCUMCISION SET UP,,360,,,,52.62,
 1299110,OPERATING ROOM PER MINUTE,,360,,,,40.00,
 1299111,OPERATING ROOM GYN PER MINUTE,,360,,,,46.00,
 1299112,OR WITH ORTHO EQUIP PER MINUTE,,360,,,,51.00,
 1299113,LAP EQUIPMENT PER MINUTE,,360,,,,6.00,
 1299114,CARPEL TUNNEL SYSTEM RENTAL,,360,,,,990.00,
 1299118,LAP EQUIPMENT FIRST TWO HOURS,,360,,,,546.96,
 1057019,TREATMENT ROOM  UP TO 1ST HOUR,,361,,,,240.00,
 1057020,TREATMENT ROOM ADDL HOUR,,361,,,,45.00,
 1202310,EPIDURAL HOSP FEE T OR C SPINE BY CRNA,,361,,62320,,635.00,
 1202311,EPIDURAL HOSP FEE L OR S SPINE BY CRNA,,361,,62322,,635.00,
 1202554,THORACENTESIS W/O IMAGING,,361,,32554,,468.00,
 1206556,INSERT CENTRAL LINE PROCEDURE 5YRS >,,361,,36556,,450.00,
 1222520,VI VERTEBROPLASTY CERVTHOR 1 V BODY,,361,,22510,,3300.00,
 1222521,VI VERTEBROPLASTY LUM 1 V BODY,,361,,22511,,3300.00,
 1222522,VI VERTEBROPLASTY EA ADDL BODY L T C,,361,,22512,,1095.00,
 1243015,OP HEMORRHOID BANDING PROCEDURE,,361,,46221,,578.00,
 1249080,PARACENTESIS W/O IMAGING GUIDANCE,,361,,49082,,450.00,
 1249083,PARACENTESIS W/ IMAGING GUIDANCE,,361,,49083,,765.00,
 1251701,INSERT OP STRAIGHT CATH/UA COLLECTION,,361,,51701,,154.00,
 2300605,VI INJECTION OF WRIST,,361,,20605,,250.00,
 2300606,VI SI JNT STEROID INJECTION BILAT,,361,,2709650,,1350.00,
 2300610,VI HIP/SHOULDER STEROID INJ W GUIDE,,361,,20610,,345.00,
 2300635,VI DESTROY L/S FACET JNT BILAT,,361,,6463550,,2370.00,
 2300636,VI DESTROY L/S FACET JNT EA ADDL BILAT,,361,,6463650,,835.00,
 2310005,VI FINE NEEDLE ASPIRA W US GUIDANCE 1ST,,361,,10005,,828.00,
 2310006,VI FINE NEEDLE ASPIRA W US GUIDANCE ADDL,,361,,10006,,689.00,
 2310007,VI FINE NEEDLE ASPIRA W FLURO 1ST LESION,,361,,10007,,620.00,
 2310008,VI FINE NEEDLE ASPIRA W FLURO ADDL LESIO,,361,,10008,,412.00,
 2310009,VI FINE NEEDLE ASPIRA W CT GUID 1ST LESI,,361,,10009,,1121.00,
 2310010,VI FINE NEEDLE ASPIRA W CT GUID ADDL LES,,361,,10010,,746.00,
 2310011,VI FINE NEEDLE ASPIRA W MR GUID 1ST LESI,,361,,10011,,1400.00,
 2310012,VI FINE NEEDLE ASPIRA W MR GUID ADDL LES,,361,,10012,,932.00,
 2310022,VI FINE NEEDLE ASPIRA W IMAGING GUIDANCE,,361,,10022,,520.00,
 2310060,VI INCISION & DRAINAGE SINGLE OR SIMPLE,,361,,10060,,1400.00,
 2319083,VI BREAST BIOPSY US 1ST LESION,,361,,19083,,880.00,
 2320206,VI BIOPSY MUSCLE PERCUTANEOUS NEEDLE,,361,,20206,,565.00,
 2320220,VI BIOPSY BONE SUPERFICIAL,,361,,20220,,534.00,
 2320225,VI BIOPSY BONE DEEP,,361,,20225,,1264.00,
 2320612,VI ASPIRATION/ INJECT OF GANGLION CYST,,361,,20612,,150.00,
 2323350,VI SHOULDER ARTHRO INJECTION W FLUOR,,361,,23350,,450.00,
 2325246,VI WRIST ARTHRO INJECTION,,361,,25246,,330.00,
 2327093,VI HIP ARTHRO INJECTION,,361,,27093,,630.00,
 2327096,VI SI JNT STEROID INJECTION UNILAT,,361,,27096,,725.00,
 2332555,VI THORACENTESIS W IMAGING GUIDANCE,,361,,32555,,650.00,
 2336468,VI INJ SPIDER VEINS MULTI 1/2 HR,,361,,36468,,150.00,
 2336470,VI INJ SCL SOL COMPOUNDED SINGLE VEIN,,361,,36470,,215.00,
 2336471,VI INJ SCL COMPOUND MULTI VEIN RT LEG,,361,,36471RT,,435.00,
 2336475,VI RF ENDOVEN ABL 1 VEIN,,361,,36475,,3120.00,
 2336476,VI RF ENDOVEN ABL 2ND & SUBSEQ VEINS,,361,,36476,,1800.00,
 2336478,VI LASER ABL 1 VEIN,,361,,36478,,2255.00,
 2336479,VI LASER ABL 2ND & SUBSEQ,,361,,36479,,1730.00,
 2336573,VI PICC LINE PLACEMENT W GUIDANCE > 5YRS,,361,,36569,,1102.00,
 2336597,VI PICC REPOSITION W FLURO GUID,,361,,36597,,400.00,
 2337765,VI STAB PHLEB 10-20 VEINS 1ST EXTRM,,361,,37765,,2175.00,
 2337766,VI STAB PHLEB 20+ VEINS 1ST EXTRM,,361,,37766,,2425.00,
 2347000,VI LIVER BIOPSY NEEDLE W GUID,,361,,47000,,939.00,
 2349083,VI PARACENTESIS W IMAGING GUIDANCE,,361,,49083,,990.00,
 2350020,VI INJ SCL COMPOUNDED MULTI VEIN LT LEG,,361,,36471LT,,435.00,
 2350390,VI RENAL CYST ASPIR/INJECTION,,361,,50390,,1442.00,
 2350398,VI NEPHROSTOMY CHANGE TUBE,,361,,50435,,1382.00,
 2362270,VI LUMBAR PUNCTURE W FLUORO,,361,,62270,,690.00,
 2362284,VI MYELOGRAM,,361,,62284,,710.00,
 2362310,VI EPIDURAL C&T SPINE W FLUORO,,361,,62321,,1200.00,
 2362311,VI EPIDURAL L or SI SPINE W FLUORO,,361,,62323,,1160.00,
 2364479,VI INJ EPID W GUIDANCE C OR T SINGLE LEV,,361,,64479,,1045.00,
 2364483,VI INJ EPID W GUIDANCE L OR S SINGLE LEV,,361,,64483,,1045.00,
 2364493,VI INJ PARAVERT F JNT L/S 1 LEV BILAT,,361,,6449350,,1475.00,
 2364494,VI INJ PARAVERT F JNT L/S 2 LEV BILAT,,361,,6449450,,642.00,
 2364495,VI INJ PARAVERT F JNT L/S 3 LEV/MORE BIL,,361,,6449550,,321.00,
 2364622,VI RF L/S FACET JNT NRV 1 LEV BILAT,,361,,6462250,,2370.00,
 2364623,VI RF L/S FACET JNT NRV EA ADDL LEVEL,,361,,64623,,555.00,
 2364635,VI DESTROY L/S FACET JNT,,361,,64635,,1185.00,
 2364636,VI DESTROY L/S FACET JNT EA ADDL,,361,,64636,,555.00,
 2370194,VI STAB PHLEB 10-20 VEINS 2ND EXTRM,,361,,37765,,2175.00,
 2370195,VI STAB PHLEB 1-9 VEINS 1ST EXTRM,,361,,37799,,1040.00,
 2370196,VI STAB PHLEB 1-9 VEINS 2ND EXTRM,,361,,37799,,1040.00,
 2370197,VI STAB PHLEB 20+ VEINS 2ND EXTRM,,361,,37766,,2435.00,
 4836593,DECLOT PICC W THROMBOLYIC AGENT,,361,,36593,,138.00,
 4845000,VI PICC LINE PLACEMENT  > 5YRS,,361,,36569,,552.00,
 4851700,"BLADDER IRRIGATION, SIMPLE",,361,,51700,,220.00,
 1559007,ANESTHESIA HOSP BRACHIAL PLEXXUS BLOCK,,370,,64415,,65.00,
 1559015,ANESTHESIA HOSP GENERAL PER MINUTE,,370,,,,12.00,
 1559016,ANESTHESIA HOSP MAC PER MINUTE,,370,,,,17.00,
 1962003,BB PHERESIS PLATELETS  LEUKOREDUCED,,390,,P9055,,527.00,
 1962018,BB WASHED RBC,,390,,P9022,,427.00,
 1962020,BB PROCESSING PRBC LEUKOREDUCED,,390,,P9051,,235.00,
 1962021,BB PROCESSING FFP,,390,,P9059,,71.00,
 1962023,BB LUEKOCYTE POOR PRBC,,390,,P9016,,235.00,
 1962004,BB ADMINISTRATION FEE 1 UNIT,,391,,36430,,316.00,
 1962005,BB ADMINISTRATION FEE 2 UNITS,,391,,36430,,365.00,
 1962008,BB ADMINISTRATION FEE 3 UNITS,,391,,36430,,486.00,
 1962009,BB ADMINISTRATION FEE 4 UNITS,,391,,36430,,573.00,
 1962011,BB ADMINISTRATION FEE 5 UNITS,,391,,36430,,688.00,
 1962012,BB ADMINISTRATION FEE 6 UNITS,,391,,36430,,802.00,
 2300389,US AORTIC SCREENING AAA 1 LIFETIME,,402,,76706,,263.00,
 2370109,US ABDOMEN COMPLETE,,402,,76700,,631.00,
 2370110,US ABDOMEN LIMITED,,402,,76705,,463.00,
 2370111,US KIDNEY BLADDER,,402,,76770,,518.00,
 2370112,US OB OVER 14WKS,,402,,76805,,600.00,
 2370113,US OB LTD,,402,,76815,,436.00,
 2370114,US BIOPHYSICALWSTRES,,402,,76818,,478.00,
 2370115,US PELVIC TRANS V NONOB,,402,,76830,,523.00,
 2370116,US PELVIC NON OB CMP,,402,,76856,,490.00,
 2370117,US BREAST RT COMPLETE,,402,,76641RT,,415.00,
 2370118,US SCROTUM,,402,,76870,,523.00,
 2370119,US LOWEXTNON VASC RT,,402,,76881,,350.00,
 2370121,US NECK THYROID,,402,,76536,,468.00,
 2370123,US CHEST COMP,,402,,76604,,420.00,
 2370126,US PELV OB FOLLOWUP,,402,,76816,,372.00,
 2370164,US NONVAS LOW EXT LT,,402,,76881LT,,404.00,
 2370165,US NONVAS UP EXT LT,,402,,76881LT,,404.00,
 2370166,US NONVAS UP EXT RT,,402,,76881RT,,404.00,
 2370167,US NONVAS LOW EXT RT,,402,,76881RT,,404.00,
 2370176,US BREAST LT COMPLETE,,402,,76641LT,,415.00,
 2370203,US BREAST LT LIMITED,,402,,76642LT,,310.00,
 2370204,US NONVAS LIMITED EXT LT,,402,,76882LT,,385.00,
 2376642,US BREAST RT LIMITED,,402,,76642RT,,310.00,
 2376775,US KIDNEY BLADDER LTD,,402,,76775,,425.00,
 2376801,US OB EARLYUNDER 14W,,402,,76801,,572.00,
 2376811,US OB ANATMIC SURVEY,,402,,76811,,729.00,
 2376817,US OB TRANSVAGINAL,,402,,76817,,551.00,
 2376857,US PELVIS LIMITED,,402,,76857,,382.00,
 2376882,US NONVAS LIMITED EXT RT,,402,,76882RT,,385.00,
 2376937,US GUIDANCE VASCU,,402,,76937,,330.00,
 2376942,US NEEDLE GUIDANCE,,402,,76942,,550.00,
 2377012,CT NEEDLE GUIDANCE,,402,,77012,,843.00,
 2370107,XR MAMMO SREEN CAD,,403,,77067,,78.00,
 2370108,XR MAMMO SCREEN,,403,,77067,,325.00,
 3850009,OXYGEN MONTHLY - LTC,,410,,,,258.70,
 3850010,OXYGEN PER HOUR,,410,,,,9.30,
 3850012,CROUP TENT SET UP,,410,,,,60.99,
 3850013,CROUP TENT PER DAY,,410,,,,33.88,
 3850014,VAPORIZER PER DAY,,410,,,,10.98,
 3850016,OXYGEN WEEKLY - LTC,,410,,,,64.68,
 3850017,OXYGEN NIGHTLY PER WEEK - LTC,,410,,,,32.22,
 3850018,OXYGEN MONTHLY DAYTIME ONLY -LTC,,410,,,,129.35,
 3850019,OXYGEN PRN - LTC,,410,,,,64.43,
 3850021,INTERMITTENT SUCTION,,410,,,,34.81,
 3850023,POSTURAL DRAINAGE MAINTENANCE,,410,,,,8.53,
 3850024,POSTURAL DRAINAGE 15 MIN,,410,,,,59.89,
 3850025,RESUSCITATION,,410,,92950,,273.00,
 3850026,INTUBATION,,410,,31500,,273.00,
 3850058,NASO AIRWAY PLACEMENT,,410,,94002,,19.88,
 3850001,IPPB TREATMENT PER ENCOUNTER,,412,,94640,,60.00,
 3850002,ULTRASONIC NEBULIZER,,412,,,,35.94,
 3850003,HAND HELD NEBULIZER,,412,,,,35.94,
 3850004,SVN EVALUATION 1 PER DAY,,412,,94664,,40.00,
 3850005,NH METERED DOSE PER DAY,,412,,,,39.30,
 3850008,IPPB TREATMENT SAME DAY 2ND VISIT,,412,,9464076,,60.00,
 3850020,SPUTUM INDUCTION PER DAY,,412,,94664,,95.56,
 3850061,VENTILATION ASSIST & MANAGEMENT,,412,,94002,,257.00,
 3894642,INHALE TREATMENT PENTAMIDEN,,412,,94642,,140.00,
 3401206,THERAPEUTIC ACTIVITIES EA 15 MIN,,420,,97530GP,,73.00,
 3451002,PT ORTHOTIC MGMT&TRAING INTIAL EA 15 MIN,,420,,97760GN,,105.00,
 3451009,UNLISTED PT/REHAB SERV/WELLNESS PROGRAM,,420,,97799GP,,75.00,
 3451010,COLD PACKS PT,,420,,97010GP,,17.79,
 3451011,HOT PACKS PT,,420,,97010GP,,17.79,
 3451012,TRACTION-MECHANICAL,,420,,97012GP,,37.60,
 3451014,ELECTRICAL STIMULATION UNATTENDED,,420,,G0283GP,,36.40,
 3451015,ELECTRICAL STIMULATION ATTENDED EA 15MIN,,420,,97032GP,,58.00,
 3451018,PARAFFIN BATH,,420,,97018GP,,55.40,
 3451022,WHIRLPOOL,,420,,97022GP,,75.21,
 3451025,DEBRIDEMENT SELECTIVE  LESS THAN 20sq cm,,420,,97597GP,,133.12,
 3451026,NSW DEBRIDEM WO A/SESSION,,420,,97602GP,,72.80,
 3451027,DEBRIDEMENT SELECTIVE MORE THAN 20sq cm,,420,,97598GP,,107.12,
 3451039,PHYSICAL MEDICINE PROCEDURE,,420,,97139GP,,35.36,
 3451110,"THERAP EXERCISE - ROM , EA 15M",,420,,97110GP,,65.00,
 3451112,NEUROMUSCULAR REEDUCATION PT,,420,,97112GP,,66.00,
 3451116,GAIT TRAINING,,420,,97116GP,,68.00,
 3451121,IONTOPHORESIS EA 15 MIN,,420,,97033GP,,72.00,
 3451124,THERAPUETIC MASSAGE PER MINUTE,,420,,97124GP,,1.00,
 3451125,MANUAL THERAPY EA 15 MIN,,420,,97140GP,,58.00,
 3451126,THERAPEUTIC REHAB GROUP,,420,,97150GP,,60.00,
 3451128,ULTRASOUND EA 15 MIN PT,,420,,97035GP,,45.19,
 3451221,WHIRLPOOL STERILE,,420,,97022GP,,87.36,
 3451391,DRESSING CHANGE,,420,,,,127.64,
 3451597,"PHYSICAL PERFORM, EA 15M",,420,,97750GP,,115.97,
 3451599,PHYSICAL THERAPY RE-EVALUATION,,420,,97002GP,,84.00,
 3451600,PHYSICAL THERAPY PATIENT EVALUATION,,420,,97001GP,,162.00,
 3451601,IRG FORM - STATE INSURANCE FUND,,420,,HCX15,,27.41,
 3451720,PHYSICAL PERFORMANCE TEST,,420,,97750GP,,73.84,
 3451752,CYBEX TEST,,420,,97750GP,,73.84,
 3451799,KT 1000 TEST,,420,,97750GP,,73.84,
 3451800,TENS ASSESSMENT,,420,,E0730GP,,40.93,
 3451804,TENS UNIT RENTAL,,420,,E0730GP,,190.94,
 3451809,WHEELCHAIR MGMT TRAINING EA 15 MIN PT,,420,,97542GP,,75.00,
 3451818,SELF CARE MANAGEMENT EA 15 MIN PT,,420,,97535GP,,67.00,
 3481699,PROSTHETIC TRAINING INTIAL EA 15MIN,,420,,97761GN,,105.00,
 3497014,ELECTRICAL STIMULATION UNATTENDED,,420,,97014GP,,43.00,
 3497161,PHYSICAL THERAPY EVAL LOW COMPLEX,,420,,97161GP,,120.00,
 3497162,PHYSICAL THERAPY EVAL MODERATE COMPLEX,,420,,97162GP,,140.00,
 3497163,PHYSICAL THERAPY EVAL HIGH COMPLEX,,420,,97163GP,,190.00,
 3497164,PHYSICAL THERAPY RE-EVALUATION,,420,,97164GP,,94.00,
 3497763,PT ORTHOTIC MGMT&TRAING SUBQ EA 15 MIN,,420,,97763GN,,90.00,
 3597001,MASSAGE THERAPY EVALUATION,,420,,97001GP,,162.00,
 3597002,MASSAGE THERAPY RE EVALUATION,,420,,97002GP,,84.00,
 3597110,"MT THER EXERCISE - ASSISTED STR, EA 15M",,420,,97110GP,,65.00,
 3597112,MT NEUROMUSCULAR REEDUCATION,,420,,97112GP,,66.00,
 3597116,MT GAIT TRAINING,,420,,97116GP,,68.00,
 3597124,MT MASSAGE THERAPUETIC PER MINUTE,,420,,97124GP,,1.00,
 3597140,MT MANUAL THERAPY EA 15 MIN,,420,,97140GP,,58.00,
 6300151,HH PHYSICAL THERAPY ,,421,,G0151,,143.94,
 4051012,OT MANUAL THERAPY 15 MIN,,430,,97140GO,,78.00,
 4051013,OT COMMUNITY WORK REINTEGRAT EA 15 MIN,,430,,97537GO,,73.00,
 4051113,"OT NEUROMUSCLE RE-EDUC, EA 15 MIN",,430,,97112GO,,78.00,
 4051530,"OT THERAPEUTIC ACTIVITY, DIR EA 15M",,430,,97530GO,,76.00,
 4051540,"OT ADL/SELF CARE TR, EA 15 M",,430,,97535GO,,82.00,
 4051810,OT COGNITIVE SKILLS TRAINING EA 15 MIN,,430,,G0515GO,,67.00,
 4051811,OT ORTHOTIC MGMT&TRAING INTIAL EA 15 MIN,,430,,97760GO,,108.00,
 4051815,OT OCCUPATIONAL THERAPY RE-EVALUATION,,430,,97004GO,,111.00,
 4051816,"OT THERAP EXERCISE - ROM , EA 15M",,430,,97110GO,,76.00,
 4051817,OT WHEELCHAIR MANAGEMENT TRAIN EA 15 MIN,,430,,97542GO,,71.00,
 4097127,OT COGNITIVE FUNCTION PER SESSION,,430,,97127GO,,134.00,
 4097168,OT RE-EVALUATION,,430,,97168GO,,111.00,
 4051805,OT OCCUPATIONAL THERAPY EVALUATION,,431,,97003GO,,195.00,
 4051813,OT HOT PACKS,,431,,97010GO,,17.68,
 4051814,OT COLD PACKS,,431,,97010GO,,17.68,
 4051818,OT ULTRASOUND EA 15 MIN,,431,,97035GO,,36.00,
 4097165,OT EVALUATION LOW COMPLEXITY,,431,,97165GO,,195.00,
 4097166,OT EVALUATION MODERATE COMPLEXITY,,431,,97166GO,,195.00,
 4097167,OT EVALUATION HIGH COMPLEXITY,,431,,97167GO,,195.00,
 6400152,HH OT PER VISIT,,431,,G0152,,144.92,
 6400160,HH OT MAINTENANCE PROGRAM ,,431,,G0160,,144.92,
 3651811,EVALUATION OF SWALLOWING & ORAL FUNCTION,,440,,92610GN,,301.51,
 3651842,SWALLOW TREATMENT 15 MIN,,440,,92526GN,,141.01,
 3651843,SWALLOW TREATMENT 30 MIN,,440,,92526GN,,176.27,
 3651844,SWALLOW TREATMENT 45 MIN,,440,,92526GN,,211.53,
 3651845,SWALLOW TREATMENT 60 MIN,,440,,92526GN,,282.03,
 3651846,SWALLOW TREATMENT 75 MIN,,440,,92526GN,,349.41,
 3651847,SWALLOW TREATMENT 90 MIN,,440,,92526GN,,419.30,
 3651848,SWALLOW TREATMENT 105 MIN,,440,,92526GN,,489.17,
 3651849,SWALLOW TREATMENT 120 MIN,,440,,92526GN,,559.06,
 3692507,SPEECH LANGUAGE TREATMENT,,440,,92507GN,,207.20,
 3692522,SPEECH EVAL W SOUND PRODUCTION,,440,,92522GN,,300.00,
 3692523,SPEECH EVAL W COMPRE/EXPRESS,,440,,92523GN,,370.00,
 3692609,MODIFICATION OF SPEECH GEN DEVICE,,440,,92609GN,,82.00,
 6800153,HH SPEECH THERAPY PER VISIT,,440,,G0153,,156.44,
 6800161,HH SPEECH THERAPY MAINTENANCE ,,440,,G0161,,156.44,
 3651826,SPEECH THERAPY 15 MIN,,441,,92507GN,,211.26,
 3651827,SPEECH THERAPY 30 MIN,,441,,92507GN,,211.26,
 3651828,SPEECH THERAPY 45 MIN,,441,,92507GN,,211.26,
 3651829,SPEECH THERAPY 60 MIN,,441,,92507GN,,236.18,
 3651830,SPEECH THERAPY 75 MIN,,441,,92507GN,,295.24,
 3651831,SPEECH THERAPY 90 MIN,,441,,92507GN,,354.28,
 3651832,SPEECH THERAPY 105 MIN,,441,,92507GN,,413.33,
 3651833,SPEECH THERAPY 120 MIN,,441,,92507GN,,472.37,
 3692526,FEEDING/SWALLOWING TREATMENT,,441,,92526GN,,208.00,
 3697127,SP COGNITIVE INTERVENTIONS PER SESSION,,441,,97127GN,,134.00,
 3651812,SPEECH AND HEARING EVALUATION 15 MIN,,444,,92506GN,,200.24,
 3651814,SPEECH AND HEARING EVALUATION 30 MIN,,444,,92506GN,,200.24,
 3651815,SPEECH AND HEARING EVALUATION 45 MIN,,444,,92506GN,,200.24,
