Charge Code,Charge Description,CPT/HCPCS Code," Inpatient 
Price "," Outpatient 
Price "
333000022,HC RAD DL STEREOTACTIC CRANIAL COBALT,77371," $62,450.43 "," $62,450.43 "
333000024,"HC RADN RX DLIV,BODY, EA FRCTN",77373," $13,472.99 "," $13,472.99 "
333000065,HC NTSTY MODUL RAD TX DLVR SMPL,77385," $2,492.25 "," $2,492.25 "
333000066,HC NTSTY MODUL RAD TX DLVR CPLX,77386," $2,492.25 "," $2,492.25 "
333000067,HC GUIDANCE FOR RADIAJ TX DLVR,77387, $436.17 , $436.17 
333000030,"HC RAD TX DEL, > 1 MEV 2 AREAS;INTERMEDIATE",77407, $558.78 , $558.78 
333000068,"HC RAD TX DEL, > 1 MEV 3 AREAS;COMPLEX",77412," $1,152.27 "," $1,152.27 "
333000036,HC RADIOLOGY PORT FILM(S),77417, $667.28 , $667.28 
333000039,HC SPECIAL TREATMENT PROC,77470," $6,447.07 "," $6,447.07 "
333000040,HC INFUSE RADIOACTIVE MATERIALS,77750," $1,215.20 "," $1,215.20 "
333000070,HC HDR RDNCL NTRSTL/ICAV BRCHTX 1 CHANNEL,77770," $4,297.14 "," $4,297.14 "
333000071,HC HDR RDNCL NTRSTL/ICAV BRCHTX 2 - 12 CHANNELS,77771," $4,297.14 "," $4,297.14 "
333000072,HC HDR RDNCL NTRSTL/ICAV BRCHTX OVER 12 CHANNELS,77772," $4,297.14 "," $4,297.14 "
333000046,HC APPLY INTERSTIT RADIAT COMPL,77778," $6,295.17 "," $6,295.17 "
333000050,HC APPLY SURFACE RADIATION,77789, $762.76 , $762.76 
333000051,"HC SUPRVISION, HANDLING, LOADING, RADIATION SOURCE",77790, $439.97 , $439.97 
341000097,HC THYROID IMAGING W/BLOOD FLOW,78014," $1,586.62 "," $1,507.61 "
341000008,HC THYROID CARCINOMA METASTASES IMG; W/ADD'L STUDI,78016," $2,598.47 "," $2,589.35 "
341000009,HC THYROID CARCINOMA METASTASES IMG; WHOLE BODY,78018," $2,871.40 "," $2,142.88 "
341000011,HC PARATHYROID IMG,78070," $2,190.79 "," $2,083.20 "
341000098,HC PARATHYRD PLANAR W/WO SUBTRJ,78071," $2,190.79 "," $2,083.20 "
341000099,HC PARATHYRD PLANAR W/SPECT&CT,78072," $2,190.79 "," $2,083.20 "
341000013,HC BONE MARROW IMG; MULT AREAS,78103," $2,527.12 "," $2,148.05 "
341000020,"HC SPLEEN IMG ONLY, W/WO VASCULAR FLOW",78185, $810.46 , $633.64 
341000021,HC LYMPHATICS & LYMPH GLNDS IMG,78195," $5,382.16 "," $2,918.65 "
341000022,HC LIVER IMG; STATIC ONLY,78201," $1,601.81 "," $1,731.12 "
341000024,HC LIVER IMG (SPECT),78205," $2,433.69 "," $2,068.63 "
341000029,HC BILIARY INC GALLBLDR,78226," $1,542.87 "," $1,542.87 "
341000030,HC BILIARY W/C GB QUAT MEAS,78227," $1,946.49 "," $1,946.49 "
341000031,HC SALIVARY GLAND IMG,78230, $491.51 , $491.51 
341000032,HC SALIVARY GLAND IMG; W/SERIAL IMGS,78231," $1,890.91 "," $1,841.25 "
341000035,HC GASTROESOPHAGEAL REFLUX STDY,78262," $1,864.94 "," $1,776.15 "
341000036,HC GASTRIC EMPTYING STDY,78264," $3,438.82 "," $3,258.80 "
341000102,HC GSTRIC EMPTYING IMAG MULT DAYS SM BOWEL&COLON,78266, $834.96 , $785.54 
341000037,"HC BREATH TST, C-14 UREA; ACQUISITION & ANLYS",78267, $244.51 , $235.45 
341000041,HC ACUTE GI BLOOD LOSS IMG,78278," $2,433.66 "," $2,433.66 "
341000042,HC BOWEL IMG,78290," $2,830.73 "," $1,567.83 "
341000043,HC PERITONEAL-VENOUS SHUNT PATENCY TST,78291," $3,804.36 "," $2,523.71 "
341000045,HC BONE &/OR JNT IMG; LTD AREA,78300," $2,467.83 "," $2,467.83 "
341000047,HC BONE &/OR JNT IMG; WHOLE BODY,78306," $4,601.49 "," $4,601.49 "
341000048,HC BONE &/OR JNT IMG; THREE PHASE STDY,78315," $5,359.90 "," $5,359.90 "
341000049,HC BONE &/OR JNT IMG; TOMOGRPH (SPECT),78320," $4,334.58 "," $4,334.58 "
341000052,HC MYCRD SPT RST R EXR,78451," $3,912.51 "," $3,912.51 "
341000053,HC MYOCRD SPECT R&EX/D,78452," $9,100.98 "," $9,100.98 "
341000055,HC MYOCRD R&EX/DR,78454," $1,953.54 "," $1,953.54 "
404000001,"HC MYOCARDIAL IMG, POSITRON EMISSION TOMOGRPH (PET",78459," $5,947.43 "," $5,947.43 "
341000060,"HC CARD BLOOD POOL IMG, GATED EQ; PLNR, SNGL STDY,",78472," $3,935.84 "," $3,935.84 "
341000061,"HC CARD BLOOD POOL IMG, GATED EQ; PLNR, MULT STUDI",78473," $4,563.51 "," $4,563.51 "
404000002,"HC MYOCARDIAL PET; SNGL STDY, REST/STRESS",78491," $6,239.29 "," $6,239.29 "
404000003,"HC MYOCARDIAL PET; MULT STUDIES, REST &/OR STRESS",78492," $7,229.90 "," $7,229.90 "
341000064,"HC UNLISTED CARDIOVSC PROC, DX NUCLEAR MEDICINE",78499," $1,638.07 "," $1,787.54 "
340000001,"HC PULM PERFUSN IMG, PARTICULATE",78580," $1,747.34 "," $1,862.95 "
341000066,HC PULM VENT W/PERF A/G,78582," $2,098.93 "," $2,098.93 "
341000070,HC QUANT/DIFF PUL PER W/VENT,78598," $2,098.93 "," $2,098.93 "
341000071,"HC BRAIN IMG, LTD PROC; W/VASCULAR FLOW",78601," $4,915.68 "," $1,777.23 "
341000073,"HC BRAIN IMG, COMPL STDY; TOMOGRPH (SPECT)",78607," $5,713.40 "," $4,723.55 "
404000004,"HC BRAIN IMG, POSITRON EMISSION TOMOGRPH (PET); ME",78608," $5,231.33 "," $5,231.33 "
404000005,"HC BRAIN IMG, POSITRON EMISSION TOMOGRPH (PET); PE",78609," $5,231.33 "," $5,231.33 "
341000074,"HC CEREBROSPINAL FLUID FLOW, IMG (NOT W/INTRO, );",78630," $3,570.14 "," $2,874.71 "
341000075,"HC CEREBROSPINAL FLUID FLOW, IMG (NOT W/INTRO, );",78645," $1,784.09 ", $954.26 
341000076,HC CSF LEAKAGE DETECTN & LOCALIZTN,78650," $3,698.52 "," $1,731.12 "
341000079,HC KIDNEY IMG W/BLOOD FLOW & FUNC; SNGL W/O DRG IN,78707," $4,304.16 "," $4,045.97 "
341000082,"HC KIDNEY IMG, TOMOGRPH (SPECT)",78710," $2,861.60 "," $2,689.72 "
341000086,"HC RADIOPHARM LOCALIZTN, TUMOR, AGNT DISTRIBUTION;",78800," $1,604.17 "," $1,604.17 "
341000088,"HC RADIOPHARM LOCALIZTN, TUMOR; WHOLE BODY, SNGL D",78802," $2,748.31 "," $2,748.31 "
341000089,"HC RADIOPHARM LOCALIZTN, TUMOR; TOMOGRPH (SPECT)",78803," $2,893.15 "," $2,893.15 "
341000090,"HC RADIOPHARM LOCALIZTN, TUMOR; WHOLE BODY, 2+ IMG",78804," $4,862.97 "," $4,862.97 "
341000091,"HC RADIOPHARM LOCALIZTN, INFLAMMATORY PROCESS; LTD",78805," $1,731.12 "," $1,731.12 "
341000092,"HC RADIOPHARM LOCALIZTN, ABSCESS; WHOLE BODY",78806," $3,287.55 "," $3,287.55 "
341000093,"HC RADIOPHARM LOCALIZTN, ABSCESS; TOMOGRPH (SPECT)",78807," $2,200.38 "," $2,200.38 "
404000008,HC PET IMAGE W/CT LMTD,78814," $6,256.11 "," $6,256.11 "
404000009,"HC PET,DIAG,NECKTOKNEE,NC",78815," $6,256.11 "," $6,256.11 "
404000010,"HC PET,DIAG,WHOLEBODY,NC",78816," $6,256.11 "," $6,256.11 "
340000002,HC R-T HYPERTHY INTIAL,79005," $2,646.98 "," $2,874.71 "
342000002,HC R-T NONTHY NONHEMAT,79101," $1,695.89 "," $1,357.88 "
342000004,"HC RADIOPHARM TX, RADIOLABELED MONOCLONAL ANTIBDY,",79403," $2,508.31 "," $2,482.48 "
340000003,HC RADIOPHARM TX,79445," $1,287.72 "," $1,335.64 "
301000001,HC BASIC METABOLIC PANEL,80048, $219.52 , $103.08 
301000002,HC ELECTROLYTE PANEL,80051, $303.26 , $303.26 
301000003,HC COMPREHENSIVE METABOLIC PANEL,80053, $879.06 , $113.93 
301000004,HC LIPID PANEL,80061, $833.98 , $113.93 
300000421,HC RENAL FUNCTION PANL,80069, $283.22 , $126.40 
301000005,HC HEPATIC FUNC PANEL,80076, $449.82 , $207.24 
300000005,HC ASSAY OF CARBAMAZEPINE; TOTAL,80156, $471.38 , $218.63 
300000006,HC ASSAY OF CYCLOSPORINE,80158, $363.58 , $181.20 
301000009,HC ASSAY OF DIGOXIN,80162, $188.16 , $88.43 
301000010,HC ASSAY OF DIPROPYLACETIC ACID (VALPROIC ACID),80164, $434.14 , $201.81 
300000010,HC ASSAY OF GENTAMICIN,80170, $187.18 , $83.55 
300000013,HC ASSAY OF LITHIUM,80178, $482.16 , $226.22 
301000012,HC ASSAY OF PHENOBARBITAL,80184, $155.33 , $72.70 
301000013,HC ASSAY OF PHENYTOIN; TOTAL,80185, $400.82 , $186.08 
301000099,HC ASSAY OF SIROLIMUS,80195, $461.58 , $215.92 
300000016,HC ASSAY OF TACROLIMUS,80197, $326.83 , $168.18 
300000017,HC ASSAY OF THEOPHYLLINE,80198, $152.88 , $71.61 
300000018,HC ASSAY OF TOBRAMYCIN,80200, $317.52 , $142.14 
300000019,HC ASSAY OF VANCOMYCIN,80202, $324.38 , $150.82 
300000020,"HC QUANTITATION, DRG, NOT ELSEWHR SPEC 1",80299, $284.20 , $134.54 
301000006,HC DRUG TEST PRSMV CHEM ANLYZR,80307, $302.82 , $145.93 
301000325,HC DRUG SCREEN QUANTALCOHOLS,80320, $534.38 , $427.59 
301000343,HC ASSAY OF AMPHETAMINE & METHAMPHETAMINE,80324, $370.44 , $163.84 
301000054,HC ASSAY OF BARBITUATES,80345, $55.37 , $26.04 
301000355,HC HEROIN METABOLITE,80356, $225.89 , $99.82 
301000232,HC OPIOID &OPIATE ANALOG 5/MORE,80364, $523.81 , $231.65 
301000353,HC DRUG SCREENING OXYCODONE,80365, $225.89 , $99.82 
300000003,HC DRUG/SUBSTANCE NOS 7/MORE,80377, $140.14 , $66.19 
307000001,"HC URINALYSIS, DIP STICK/TABLET REAGNT; NON-AUTO W",81000, $23.87 , $23.87 
307000002,"HC URINALYSIS, DIP STICK/TABLET REAGNT; AUTO WITH",81001, $102.90 , $47.74 
307000003,"HC URINALYSIS, DIP STICK/TABLET REAGNT; NON-AUTO,",81002, $55.34 , $55.34 
307000004,"HC URINALYSIS, DIP STICK/TABLET REAGNT; AUTO, W/O",81003, $70.56 , $32.55 
307000006,HC  URINE PREGNANCY TEST,81025, $53.17 , $53.17 
307000007,"HC VOL MSRMENT, TIMED COLLECTION, EA",81050, $95.06 , $43.40 
310000004,"HC BCR-ABL1, MAJOR",81206, $298.38 , $298.38 
310000005,"HC BCR-ABL1, MINOR",81207," $3,351.60 "," $1,484.28 "
310000073,HC BRAF GENE,81210, $678.13 , $678.13 
310000031,HC CFTR,81220, $939.61 , $939.61 
310000033,HC F2 PROTHROMBIN,81240, $182.28 , $182.28 
310000034,HC FACTOR V MUTATION,81241, $157.87 , $157.87 
310000037,HC HERED HEMOCHROMAT,81256, $318.99 , $318.99 
310000040,HC MTHFR MUTATION,81291, $182.28 , $182.28 
310000067,HC UNLISTED MOLECULAR PATHOLOGY,81479, $36.35 , $36.35 
301000023,"HC ACETONE/OTHER KETONE BODIES, SERUM; QUANT",82010, $95.06 , $45.57 
301000028,HC ALBUMIN; SERUM,82040, $53.90 , $24.96 
301000029,"HC ALBUMIN; URINE OR OTHER SOURCE, QUANT, EA SPCMN",82042, $61.25 , $28.75 
301000030,"HC ALBUMIN; URINE, MICROALBUMIN, QUANT",82043, $142.10 , $66.19 
300000471,HC ASSAY OF ALCOHOL BREATH,82075, $605.70 , $605.70 
301000036,HC ALPHA-FETOPRTN; SERUM,82105, $346.43 , $177.94 
301000044,HC AMMONIA,82140, $252.84 , $118.27 
301000047,HC AMYLASE,82150, $242.06 , $113.38 
301000057,HC BILIRUBIN; TOTAL,82247, $135.24 , $59.68 
301000058,HC BILIRUBIN; DRCT,82248, $137.69 , $64.02 
301000060,"HC BLOOD, OCCULT, BY PEROXIDASE ACTIVITY, QUAL; FE",82270, $90.06 , $90.06 
301000061,HC BLOOD OCCULT OTHER,82271, $117.18 , $117.18 
301000062,HC OCCULT BLD FECES 1-3 TESTS,82272, $90.06 , $90.06 
301000886,HC ASSAY TEST FOR BLOOD FECAL,82274, $431.69 , $190.96 
301000064,HC CALCIFEDIOL (25-OH VITAMIN D-3),82306, $884.94 , $43.40 
301000066,HC CALCIUM; TOTAL,82310, $43.12 , $19.53 
301000859,HC ASSAY OF CALCIUM,82310, $107.80 , $51.00 
301000855,HC CALCIUM; IONIZED 2,82330, $318.99 , $318.99 
301000856,HC CALCIUM; IONIZED 3,82330, $334.18 , $334.18 
301000067,HC CALCIUM; IONIZED 1,82330, $571.80 , $571.80 
301000068,"HC CALCIUM; URINE QUANT, TIMED SPCMN",82340, $141.12 , $65.10 
301000071,HC CARBON DIOXIDE (BICARBONATE),82374, $121.03 , $57.51 
301000072,"HC CARBON MONOXIDE, (CARBOXYHEMOGLOBIN); QUANT",82375, $276.13 , $276.13 
301000073,HC CARCINOEMBRYONIC ANTIGN (CEA),82378, $511.56 , $262.03 
301000081,HC CHLORIDE; BLOOD,82435, $59.68 , $59.68 
301000082,HC CHLORIDE; URINE,82436, $66.19 , $66.19 
301000083,HC CHLORIDE; OTHER SOURCE,82438, $181.79 , $88.43 
301000085,"HC CHOLESTEROL, SERUM/WHOLE BLOOD, TOTAL",82465, $155.33 , $72.70 
301000097,HC CORTISOL; TOTAL,82533, $461.09 , $213.75 
301000100,"HC CREATINE KINASE (CK), (CPK); TOTAL",82550, $76.44 , $35.26 
301000102,"HC CREATINE KINASE (CK), (CPK); MB FRCTN ONLY",82553, $172.97 , $79.21 
301000103,HC CREATININE; BLOOD,82565, $81.34 , $37.98 
301000104,HC CREATININE; OTHER SOURCE,82570, $121.52 , $57.51 
301000105,HC CREATININE; CLEARANCE,82575, $229.32 , $107.42 
301000106,HC CRYOFIBRINOGEN,82585, $124.95 , $59.13 
301000107,"HC CRYOGLOBULIN, QUAL OR SEMI-QUANT",82595, $41.16 , $20.62 
301000109,HC CYANOCOBALAMIN (VITAMIN B-12),82607, $326.34 , $150.82 
301000110,HC DEHYDROEPIANDROSTERONE-SULFATE (DHEA-S),82627, $711.97 , $366.73 
301000118,HC ESTRADIOL,82670, $878.08 , $423.69 
301000884,HC ASSAY OF ETHYLENE GLYCOL,82693, $404.43 , $178.97 
301000128,HC FERRITIN,82728, $270.48 , $45.57 
301000129,"HC FETAL FIBRONECTIN, CERVICOVAGINAL SECRETIONS, S",82731," $1,640.03 ", $766.01 
301000130,HC FOLIC ACID; SERUM,82746, $342.02 , $161.12 
301000131,HC FOLIC ACID; RBC,82747, $517.44 , $264.20 
301000135,"HC GAMMAGLOBULIN; IGA, IGD, IGG, IGM, EA",82784, $461.09 , $214.29 
301000136,HC GAMMAGLOBULIN; IGE,82785, $562.52 , $286.98 
301000139,"HC GASES, BLOOD, PH, PCO2, PO2, CO2, HCO3, (W/CALC",82803, $428.26 , $428.26 
301000143,"HC GLUCOSE, BODY FLUID, OTHR THN BLOOD",82945, $58.80 , $27.13 
301000144,"HC GLUCOSE; QUANT, BLOOD (EXCEPT REAGNT STRIP)",82947, $297.92 , $137.25 
301000145,"HC GLUCOSE; BLOOD, REAGNT STRIP",82948, $49.91 , $49.91 
301000863,HC GLUCOSE TEST,82950, $128.38 , $56.42 
301000146,"HC GLUCOSE; TOLERANCE TST (GTT), 3 SPCMNS (INCLUDE",82951, $376.32 , $181.20 
301000883,HC GTT ADDED SAMPLES,82952, $106.45 , $47.11 
301000149,"HC GLUCOSE, BLOOD, GLUCOSE MONITORING DVC CLRD BY",82962, $26.04 , $26.04 
301000150,"HC GLUTAMYLTRANSFERASE, GAMMA (GGT)",82977, $189.14 , $96.57 
301000152,HC GONADOTROPIN; FOLLICLE STIMULATING HORMONE (FSH,83001, $787.43 , $405.25 
301000153,HC GONADOTROPIN; LUTEINIZING HORMONE (LH),83002, $794.78 , $407.42 
301000155,HC HAPTOGLOBIN; QUANT,83010, $128.38 , $65.10 
301000158,HC HEMOGLOBIN FRCTNATION & QUANTITATION; CHROMATGP,83021, $490.00 , $217.00 
301000160,HC GLYCOSYLATED HEMOGLOBIN TEST,83036, $201.88 , $51.00 
301000161,HC HEMOGLOBIN; PLASMA,83051, $18.45 , $18.45 
301000167,HC HOMOCYSTINE,83090, $868.28 , $405.79 
301000850,HC SENSORY NEURO PNL,83516, $251.86 , $111.76 
301000176,HC INSULIN; TOTAL,83525, $126.91 , $65.10 
301000178,HC IRON,83540, $135.24 , $40.15 
301000182,HC LACTATE (LACTIC ACID),83605, $189.14 , $88.43 
301000183,"HC LACTATE DEHYDROGENASE (LD), (LDH)",83615, $205.80 , $94.94 
301000187,HC LEAD,83655, $65.66 , $35.26 
301000191,HC LIPASE,83690, $234.71 , $109.59 
301000195,"HC LIPOPRTN, DRCT MSRMENT; HIGH DENSITY CHOLESTERO",83718, $245.49 , $126.95 
301000196,"HC LIPOPRTN, DRCT MSRMENT; DRCT MSRMENT, LDL CHOLE",83721, $324.87 , $166.01 
301000197,HC MAGNESIUM,83735, $102.41 , $46.66 
301000206,HC MYOGLOBIN,83874, $69.58 , $31.47 
301000207,HC NATRIURETIC PEPTIDE,83880, $390.53 , $182.28 
301000208,"HC NEPHELOMETRY, EA ANLYT NOT ELSEWHR SPEC",83883, $132.91 , $132.91 
301000231,"HC ORGANIC ACID, SNGL, QUANT",83921, $88.20 , $41.77 
301000233,HC OSMOLALITY; BLOOD,83930, $218.54 , $102.53 
301000234,HC OSMOLALITY; URINE,83935, $194.04 , $94.94 
301000237,HC PARATHORMONE (PARATHYROID HORMONE),83970, $663.46 , $340.15 
301000238,"HC PH, BODY FLUID, EXCEPT BLOOD",83986, $84.77 , $35.26 
301000858,HC ASSAY ALKALINE PHOSPHATASE,84075, $130.34 , $61.30 
301000248,HC PHOSPHORUS INORGANIC (PHOSPHATE),84100, $59.78 , $28.75 
301000253,HC POTASSIUM; SERUM,84132, $67.81 , $67.81 
301000254,HC POTASSIUM; URINE,84133, $57.82 , $24.96 
301000255,HC PREALBUMIN,84134, $124.46 , $63.47 
301000259,HC PROGESTERONE,84144, $812.42 , $416.64 
301000260,HC PROCALCITONIN,84145, $182.28 , $182.28 
301000261,HC PROLACTIN,84146, $551.25 , $284.27 
301000776,HC PROSTATE SPECIFIC ANTIGN (PSA); TOTAL  2,84153, $309.68 , $113.93 
301000262,HC PROSTATE SPECIFIC ANTIGN (PSA); TOTAL 1,84153, $458.64 , $236.53 
301000263,HC PROSTATE SPECIFIC ANTIGN (PSA); FREE,84154, $521.36 , $424.24 
301000264,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; SERUM",84155, $117.11 , $54.79 
301000265,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; URINE",84156, $229.32 , $106.87 
301000266,"HC PRTN, TOTAL, EXCEPT REFRACTOMETRY; OTHER",84157, $181.79 , $85.72 
301000268,"HC PRTN, ELECTROPHORETIC FRCTNATION & QUANTITATION",84165, $185.71 , $85.72 
301000269,HC PEP OTHER,84166, $186.69 , $85.72 
301000283,HC SEX HORMONE BINDING GLOBULIN (SHBG),84270, $229.32 , $106.87 
301000284,HC SODIUM; SERUM,84295, $61.30 , $61.30 
301000285,HC SODIUM; URINE,84300, $63.70 , $28.75 
301000286,HC SODIUM; OTHER SOURCE,84302, $69.58 , $31.47 
301000292,HC TSTOSTERONE; TOTAL,84403, $869.75 , $445.94 
301000296,HC THYROXINE; TOTAL,84436, $180.32 , $84.63 
301000298,HC THYROXINE; FREE,84439, $518.42 , $113.93 
301000300,HC THYROID STIMULATING HORMONE (TSH),84443, $914.34 , $68.36 
301000303,HC TRANSFERASE; ASPARTATE AMINO (AST) (SGOT),84450, $295.96 , $141.05 
301000304,HC TRANSFERASE; ALANINE AMINO (ALT) (SGPT),84460, $302.82 , $141.05 
301000305,HC TRANSFERRIN,84466, $355.25 , $166.55 
301000306,HC TRIGLYCERIDES,84478, $182.28 , $83.55 
301000308,HC TRIIODOTHYRONINE T3; TOTAL (TT-3),84480, $579.67 , $296.21 
301000309,HC TRIIODOTHYRONINE T3; FREE,84481, $522.34 , $268.00 
301000311,"HC TROPONIN, QUANT",84484, $156.31 , $72.70 
301000314,HC UREA NITROGEN; QUANT,84520, $211.68 , $97.65 
301000315,"HC UREA NITROGEN, URINE",84540, $50.96 , $23.87 
301000316,HC URIC ACID; BLOOD,84550, $118.58 , $53.17 
301000317,HC URIC ACID; OTHER SOURCE,84560, $124.46 , $58.59 
301000328,"HC GONADOTROPIN, CHORIONIC (HCG); QUANT",84702, $646.80 , $300.00 
301000857,HC CLINICAL CHEMISTRY TEST,84999, $105.84 , $48.83 
305000001,"HC BLOOD CNT; BLOOD SMEAR, MICROSCOP EXAM W/MNL DI",85007, $131.81 , $61.30 
305000067,HC BL SMEAR W/O DIFF WBC COUNT,85008, $92.61 , $41.23 
305000002,HC BLOOD CNT; HEMATOCRIT,85014, $51.94 , $23.33 
305000003,HC BLOOD CNT; HEMOGLOBIN,85018, $24.50 , $19.53 
305000004,"HC BLOOD CNT; COMPL CBC, AUTO (HGB, HCT, RBC, WBC,",85025, $178.36 , $51.00 
305000005,"HC BLOOD CNT; COMPL CBC, AUTO (HGB, HCT, RBC, WBC,",85027, $187.18 , $45.57 
305000066,"HC MANUAL CELL COUNT, EACH",85032, $115.64 , $51.00 
305000006,"HC BLOOD CNT; RETICULOCYTE, MNL",85044, $96.53 , $45.57 
305000007,"HC BLOOD CNT; RETICULOCYTE, AUTO",85045, $90.65 , $42.86 
305000008,"HC BLOOD CNT; LEUKOCYTE (WBC), AUTO",85048, $48.02 , $20.62 
305000009,"HC BLOOD CNT; PLATELET, AUTO",85049, $85.26 , $39.06 
305000010,HC CHROMOGENIC SUBSTRT ASSAY,85130, $317.52 , $142.14 
305000011,"HC CLOTTING; FACTOR II, PROTHROMBIN, SPECIFIC",85210, $135.73 , $66.73 
305000012,"HC CLOTTING; FACTOR V (ACG/PROACCELERIN), LABILE F",85220, $556.64 , $260.94 
305000013,"HC CLOTTING; FACTOR VII (PROCONVERTIN, STABLE FACT",85230, $163.66 , $82.46 
305000014,"HC CLOTTING; FACTOR VIII (AHG), ONE STAGE",85240, $145.04 , $74.32 
305000015,"HC CLOTTING; FACTOR VIII, VW FACTOR, RISTOCETIN CO",85245, $387.10 , $199.64 
305000016,"HC CLOTTING; FACTOR VIII, VW FACTOR ANTIGN",85246, $145.04 , $67.27 
305000018,HC CLOTTING; FACTOR IX (PTC/CHRISTMAS),85250," $1,000.58 ", $512.12 
305000019,HC CLOTTING; FACTOR X (STUART-PROWER),85260, $195.02 , $93.85 
305000020,HC CLOTTING; FACTOR XI (PTA),85270, $476.77 , $224.05 
305000021,HC CLOTTING; FACTOR XII (HAGEMAN),85280, $544.88 , $279.39 
305000064,HC FACTOR XIII ACTIVITY,85290, $440.51 , $195.30 
305000023,HC CLOTTING INHIBTRS/ANTICOAGULANTS; ANTITHROMBIN,85300, $428.26 , $198.01 
305000024,"HC CLOTTING INHIBTRS/ANTICOAGULANTS; PRTN C, ACTIV",85303, $404.25 , $190.42 
305000025,"HC CLOTTING INHIBTRS/ANTICOAGULANTS; PRTN S, FREE",85306, $450.31 , $209.95 
305000027,HC FACTOR INHIBTR TST,85335, $149.45 , $66.19 
305000028,HC COAGULATION TIME; ACTIVATED,85347, $53.17 , $53.17 
305000060,HC EUGLOBULIN LYSIS,85360, $241.57 , $108.50 
305000029,HC FIBRIN(OGEN) DEGRADATION (SPLIT) PRODUCTS (FDP),85362, $182.28 , $85.72 
305000030,HC FIBRIN(OGEN) DEGRADATION (SPLIT) PRODUCTS (FDP),85366, $226.87 , $106.87 
305000032,"HC FIBRIN DEGRADATION PRODUCTS, D-DIMER; QUANT",85379, $257.74 , $120.98 
305000033,HC FIBRINOGEN; ACTIVITY,85384, $120.05 , $53.17 
305000034,"HC FIBRINOLYSINS/COAGULOPATHY SCRN, INTRPRET & RPT",85390, $162.19 , $72.70 
305000035,HC ADAMTS13 ACTIVITY,85397, $232.73 , $232.73 
305000039,"HC HEMOGLOBIN/RBCS, FETAL, FETOMATERNAL HEMORRHAGE",85460, $214.62 , $99.82 
305000041,HC HEPARIN ASSAY,85520, $398.37 , $182.28 
305000045,"HC PLATELET, AGGREGATION (IN VITRO), EA AGNT",85576, $299.46 , $299.46 
305000046,HC PROTHROMBIN TIME,85610, $66.64 , $57.51 
305000047,"HC PROTHROMBIN TIME; SUBSTITUTION, PLASMA FRCTNS,",85611, $116.62 , $54.25 
305000048,HC RUSSELL VIPER VENOM TIME (INCLUDES VENOM); DILU,85613, $308.21 , $143.22 
305000049,"HC SEDIMENTATION RT, ERYTHROCYTE; NON-AUTO",85651, $151.90 , $70.53 
305000050,HC THROMBIN TIME; PLASMA,85670, $143.57 , $68.90 
305000051,"HC THROMBOPLASTIN TIME, PARTIAL (PTT); PLASMA/WHOL",85730, $206.78 , $95.48 
305000052,"HC THROMBOPLASTIN TIME, PARTIAL (PTT); SUBSTITUTIO",85732, $193.06 , $92.23 
302000004,"HC ALLRGN SPECIFIC IGE; QUANT/SEMIQUANT, EA ALLRGN",86003, $109.27 , $74.32 
390000001,HC ANTIBDY ID; PLATELET ANTIBODIES,86022, $238.63 , $152.44 
302000007,HC ANTINUCLEAR ANTIBODIES (ANA),86038, $576.73 , $269.62 
302000010,HC C-REACTV PRTN,86140, $162.68 , $74.87 
302000011,HC C-REACTV PRTN; HIGH SENSITIVITY (HSCRP),86141, $670.32 , $312.48 
302000012,"HC BETA 2 GLYCOPRTN I ANTIBDY, EA",86146, $690.90 , $305.97 
302000013,"HC CARDIOLIPIN (PHOSPHOLIPID) ANTIBDY, EA IG CLASS",86147, $690.90 , $305.97 
302000015,"HC COMPLEMENT; ANTIGN, EA COMPONENT",86160, $63.21 , $29.84 
302000019,HC CYCLIC CITRUL PEP AB,86200, $351.82 , $155.16 
302000021,HC DEOXYRIBONUCLEIC ACID (DNA) ANTIBDY; NATIVE/DOU,86225, $525.77 , $269.62 
302000023,"HC EXTRACTABLE NUCLEAR ANTIGN, ANTIBDY TO, ANY MTH",86235, $443.94 , $196.39 
302000024,"HC FLUORESCENT NONINF AGNT ANTIBDY; SCRN, EA ANTIB",86255, $67.13 , $35.26 
302000025,"HC FLUORESCENT NONINF AGNT ANTIBDY; TITER, EA ANTI",86256, $65.66 , $32.55 
302000443,HC IMMUNOASSAY TUMOR CA 15-3,86300, $545.86 , $244.67 
302000027,"HC IMMUNOASY, TUMOR ANTIGN, QUANT; CA 19-9",86301, $490.00 , $252.26 
302000028,"HC IMMUNOASY, TUMOR ANTIGN, QUANT; CA 125",86304, $533.61 , $252.26 
302000029,HC HETEROPHILE ANTIBODIES; SCRNING,86308, $383.18 , $179.03 
302000037,HC IMMUNOFIXATION ELECTROPHORESIS,86334, $302.33 , $145.93 
302000038,HC IFE OTHER,86335, $434.14 , $224.05 
302000044,"HC B-CLS, TOTAL CNT",86355, $449.33 , $230.56 
302000045,HC KILLER CLS TOTAL,86357, $449.33 , $230.56 
302000046,HC T CLS; TOTAL CNT,86359, $194.53 , $100.36 
302000047,"HC T CLS; ABSOLUTE CD4 & CD8 CNT, W/RATIO",86360, $618.38 , $315.74 
302000049,"HC MICROSOMAL ANTIBODIES, EA",86376, $379.75 , $194.76 
