Procedure Name, Price  
HC CATH PLC/COR ANGIO RS/IN W RIGHT HEART CATH,"$13,374.45 "
HC CATH PLC/COR ANGIO RS/I BYPAS ANGIO W R HT CATH,"$13,374.45 "
HC CATH PLC/COR ANGIO RS/I W L HRT VENTRICULOGRPHY,"$13,374.45 "
"HC CATH PLC/COR ANGIO RS/I BYPSS ANGIO,W L VENTRIC","$13,374.45 "
HC CATH PLC/COR ANGIO RS/I R&L HRT CATH L VENTRIC,"$13,374.45 "
HC CATH PLC/COR ANG RS/I BYPS ANG R&L CTH L VNTRIC,"$13,374.45 "
HC MEDICATION ADMIN & HEMODYNAMIC MEASURMENT,"$1,094.40 "
HC INJ SUPRAVALVULAR AORTOGRAPHY DURING HEART CATH,$491.95 
HC INJECT PULMONARY ANGIOGRAPHY DURING HEART CATH,$569.75 
HC HEART FLOW RESERV MEASURE INIT VESSL,"$2,782.70 "
HC HEART FLOW RESERV MEASURE EA ADD VESSL,"$1,102.50 "
"HC MAP,TACHYCARDIA SITE W/CATH MANIPUL","$6,372.60 "
"HC ELECTROPHYS EV,R A-V PACE/REC,W/O INDUCT","$10,495.80 "
"HC ELECTROPHYS EV,L A-V PACE/REC,W/ INDUCT","$9,595.90 "
"HC EP EVAL CARDIOVERT LEADS+GEN, AT IMPLANT/REPLACE","$3,188.45 "
HC EPHYS EVAL W ABLATION SUPRAVENT ARRHYTHMIA,"$69,853.30 "
HC TRANSLUM PERIPHERAL ATHERECTOMY ILIAC ARTERY EA,"$33,594.30 "
HC PERC DRUG-EL COR STENT SING,"$48,653.40 "
HC PERC DRUG-EL COR STENT BRAN,"$48,653.40 "
HC PRQ DRUG ELUTING COR STENT ATHER S,"$48,653.40 "
HC PRQ DRUG ELUTING COR STENT ATHER BR,"$48,653.40 "
HC PRQ DRUG ELUTING COR REVASC T CABG S,"$48,653.40 "
HC PRQ DRUG ELUTING COR REVASC W AMI S,"$48,653.40 "
HC PRQ DRUG ELUTING COR REVASC CHRO SIN,"$48,653.40 "
HC REVASC FEM/POP ART ANGIOPL/ATHERECTOMY,"$32,552.40 "
HC RTRVL INTRVAS VC FILTR W/WO ACS VSL SELXN RS&I,"$13,084.45 "
"HC PERC CLOS,CONG INTERATRIAL COMMUN W/IMPL","$45,028.30 "
HC RMVL IMPLANTABLE PT-ACTIVATED CAR EVENT RECORDER,"$3,660.30 "
HC TRLML BLLN ANGIOP OPEN/PERQ IMG S&I INIT ART,"$29,523.90 "
HC TRLML BLLN ANGIOP OPEN/PERQ W/IMG S&I INIT VEIN,"$29,523.90 "
"HC CARDIAC STRESS TST,TRACING ONLY (93017)",$754.10 
"HC ECHO HEART XTHORACIC,COMPLETE W DOPPLER","$1,830.15 "
"HC ECHO HEART XTHORACIC,LIMITED",$464.15 
"HC ECHO HEART,TRANSESOPHAGEAL,COMPLETE","$3,694.50 "
"HC DOPPLER ECHO HEART,LIMITED,F/U",$413.45 
HC DOPPLER COLOR FLOW VELOCITY MAP (93325),$315.30 
"HC ECHO HEART XTHORACIC, STRESS/REST","$2,300.90 "
HC ECHO TTHRC R-T 2D W/WO M-MODE RST&STRS CONT ECG,"$2,854.35 "
HC ECHO CONTRAST AGENT DURING STRESS ECHO (93352),$288.85 
HC 2D TTE W OR W/O FOL W/CON COMPLETE,"$1,114.65 "
"HC DOPPLER ECHO HEART,COMPLET (93320)",$400.20 
HC TTE 2D W OR W/O FOL W/CON LIMITED,$464.15 
"HC TTE W OR WO FOL WCON, STRESS","$2,300.90 "
"HC TTE W OR WO FOL WCON,DOPPLER","$1,830.15 "
"HC MRI, CHEST","$3,809.15 "
HC MRI CHEST W/CONTRAST,"$1,779.50 "
HC MRI CHEST WO/W CONTRAST,"$2,358.55 "
"HC MRI, PELVIS, W/O CONTRAST","$1,649.20 "
HC MRI PELVIS W/CONTRAST,"$3,809.15 "
"HC MRI, PELVIS, COMBO","$2,214.90 "
HC MRI UPPER EXTREMITY W/O CONTRAST,"$1,649.20 "
HC MRI UPPER EXTREM WO/W CONTRAST,"$3,809.15 "
HC MRI JOINT UPPER EXTREM WO CONTRAST,"$1,651.55 "
HC MRI JOINT UPPER EXTREM W/CONTRAST,"$1,651.55 "
"HC MRI, JOINT UPPER EXTREM COMBO","$1,651.55 "
"HC MRI, LOWER EXTREM","$1,649.20 "
HC MRI LOWER EXTREM W/CONTRAST,"$1,779.50 "
HC MRI LOWER EXTR W/O CONTRAST F/U BY CONTRAST,"$3,809.15 "
"HC MRI LOWER EXTREM JT, W/O CONTRAST","$3,809.15 "
HC MRI JOINT OF LEG W/CONTRAST,"$1,779.50 "
HC MRI JOINT OF LEG. COMBO,"$2,358.55 "
HC MRI ABDOMEN WO CONTRAST,"$3,809.15 "
HC MRI ABDOMEN W CONTRAST,"$3,809.15 "
HC MRI ABDOMEN WO/W CONTRAST,"$5,414.40 "
HC UNLISTED MR PROCEDURE,$310.06 
"HC MRI, FACE, NECK","$3,809.15 "
"HC MRI, FACE, NECK, COMBO","$3,634.95 "
HC MRI BRAIN,"$3,809.15 "
HC MRI BRAIN CONTRAST,"$3,809.15 "
HC MRI BRAIN COMBO,"$5,414.40 "
"HC MRI, FACE, NECK W/CONTRAST","$3,035.20 "
"HC MRI, CERV SPINE","$3,809.15 "
"HC MRI, DORSAL SPINE","$3,809.15 "
"HC MRI, LUMBAR SPINE","$3,809.15 "
"HC MRI, CERV SPINE COMBO","$5,414.40 "
"HC MRI, DORSAL SPINE COMBO","$5,414.40 "
"HC MRI, LUMBAR SPINE COMBO","$5,414.40 "
HC MRI LUMBAR SPINE CONTRAST,"$3,809.15 "
"HC MR ANGIO, HEAD","$3,463.20 "
"HC MR ANGIO, NECK","$1,651.55 "
HC PACU 1ST 60 MIN,"$5,000.00 "
HC PACU ADDL 15 MIN,"$1,250.00 "
"HC ELECTROCARDIOGRAM, TRACING",$418.95 
HC EXT ECG RECORD CONTIN UP TO 48 HR,$219.40 
"HC EEG,W/AWAKE & DROWSY RECORD",$661.50 
"HC EEG,W/AWAKE & ASLEEP RECORD",$661.50 
"HC EEG,COMA/SLEEP RECORD ONLY",$661.50 
HC EEG EVAL CEREBRAL DEATH,"$1,592.50 "
HC EEG DIGITAL ANALYSIS,$661.50 
HC ESOPHAGOSCOPY FLEXIBLE TRANSORAL DIAGNOSTIC,"$2,673.09 "
HC ESPHGOSCOPY FLX W/BAND LIGATION ESOPHGL VARICES,"$3,179.58 "
HC EGD TRANSORAL DIAGNOSTIC,"$2,885.25 "
HC ESOPHAGOGASTRODUODENOSCOPY SUBMUCOSAL INJECTION,"$2,885.25 "
HC EGD TRANSORAL BIOPSY SINGLE/MULTIPLE,"$2,885.25 "
HC EGD BAND LIGATION ESOPHGEAL/GASTRIC VARICES,"$2,885.25 "
HC EGD DILATION GASTRIC/DUODENAL STRICTURE,"$2,885.25 "
HC EGD PERCUTANEOUS PLACEMENT GASTROSTOMY TUBE,"$2,885.25 "
HC EGD FLEXIBLE FOREIGN BODY REMOVAL,"$2,885.25 "
HC EGD INSERT GUIDE WIRE DILATOR PASSAGE ESOPHAGUS,"$2,885.25 "
HC EGD BALLOON DILATION ESOPHAGUS <30 MM DIAM,"$2,885.25 "
HC EGD REMOVAL TUMOR POLYP/OTHER LESION SNARE TECH,"$2,885.25 "
HC EGD TRANSORAL CONTROL BLEEDING ANY METHOD,"$2,885.50 "
HC ERCP DX COLLECTION SPECIMEN BRUSHING/WASHING,"$7,459.50 "
"HC ERCP,SPHINCTEROTOMY","$7,459.50 "
HC ERCP REMOV CALCULI/DEBRIS BILIARY/PANCREAS DUCT,"$7,459.50 "
HC ERCP STENT PLACEMENT BILIARY/PANCREATIC DUCT,"$8,739.50 "
HC ERCP BALLN DILATE BILIARY/PANC DUCT/AMPULLA EA,"$7,437.45 "
"HC SIGMOIDOSCOPY,BIOPSY","$1,905.10 "
"HC COLONOSCOPY,DIAGNOSTIC","$2,669.15 "
"HC COLONOSCOPY,BIOPSY","$3,004.30 "
"HC COLONOSCPY,FLEX,W/DIR SUBMUC INJECT","$3,004.30 "
"HC COLONOSCOPY,FLEX,W/CONTROL, BLEEDING","$3,004.30 "
"HC COLONOSCOPY,REMV LESN,FORCEP/CAUTERY","$3,004.30 "
"HC COLONOSCOPY,REMV LESN,SNARE","$3,004.30 "
"HC COLONOSCOPY,ABLATE LESION","$3,004.30 "
HC SIGMOIDOSCOPY FLEX W BAND LIGATION,"$4,537.00 "
HC COLONOSCOPY FLEX W BAND LIGATION,"$4,235.00 "
"HC COLORECTAL CANCER SCREEN, FLEX SIGMOIDSCOPE","$1,228.20 "
"HC COLORECTAL CANCER SCREEN, COLONOSCOPY HIGH RISK","$2,669.15 "
"HC COLORECTAL CANCER SCRN, COLONOSCOPY NOT HIGH RISK","$2,669.15 "
HC ERCP DESTRUCTION/LITHOTRIPSY CALCULI ANY METHOD,"$7,459.50 "
HC COLONOSCOPY THRU STOMA WASH/BRUSH,"$2,902.27 "
HC COLONOSCOPY THRU STOMA LESION/TUMOR REMOV SNARE,"$3,004.30 "
HC SIGMOIDOSCOPY FLEX DIR SUBMUC INJECT,"$2,331.35 "
HC COLONOSCOPY FLEX REMV FOREIGN BODY,"$2,994.40 "
HC COLONOSCOPY FLEX DECOMPRESSION,"$3,004.30 "
HC MODERATE SEDATION GI ENDO SERVICE > 5 YRS,$347.00 
HC CLSD TREAT SHLDR DISLOC W MANIP WO ANES,$667.00 
HC CLSD TREAT ELBOW DISLOC WO ANES,$511.80 
HC CLSD TREAT RADIAL HEAD DISLOC CHILD W AMNIP,$667.00 
HC CLSD TREAT DISTL RAD/ULNA FX W MANIP,"$2,324.05 "
HC CLSD TREAT PROX/MID FING SHFT FX W MANIP EA,$614.60 
HC CLSD TREAT FINGR ARTICULAR FX W MANIP EA,$848.61 
HC CLSD TREAT IP JNT DISLOC W MANIP WO ANES,$667.00 
HC CLSD TREAT POST HIP ARTHRPLAS DISLOC W ANES,$609.95 
HC CLSD TREAT BIMALLEOLAR ANKLE FX W MANIP,$518.20 
HC APPLY LONG ARM SPLINT,$474.10 
HC APPLY FOREARM SPLINT STATIC,$474.10 
HC APPLY FINGER SPLINT STATIC,$474.10 
HC APPLY LONG LEG SPLINT,$474.10 
HC APPLY LOWER LEG SPLINT,$474.10 
HC STRAPPING KNEE,$321.45 
HC CONTROL NOSE BLEED ANTER SIMPLE,$478.50 
HC REMOVE IMPACTED EAR WAX UNI,$279.70 
"HC IMMUNIZ ADMIN, INJ, INIT VAC",$125.70 
"HC IMMUNIZ ADMIN, INJ, EA AD VAC",$80.50 
HC ADMIN INFLUENZA VIRUS VAC,$125.70 
HC ADMIN PNEUMOCOCCAL VAC,$125.70 
HC ADMIN HEP B VAC,$125.70 
HC TELEHEALTH FACILITY FEE,$275.65 
HC HEMODIALYSIS W SING EVAL,"$2,250.20 "
HC HEMODIALYSIS W SING EVAL (CRRT),"$2,250.20 "
HC DIALYSIS OTHER THAN HEMO W SING EVAL (CAPD),"$1,102.50 "
HC DIALYSIS OTHER THAN HEMO W SING EVAL (CCPD),"$1,102.50 "
"HC DUPLEX SCAN EXTRACRANIAL,BILAT","$1,712.20 "
"HC NON-INV PHYSIOLOGIC STD EXTREM ART 3 LVLS, COMP",$530.30 
HC DUPLEX LO EXTREM ART UNILAT/LTD,$530.30 
HC DUPLEX UP EXTREM ART BILAT,$788.30 
HC DUPLEX UP EXTREM ART UNILAT/LTD,$530.30 
"HC DUPLEX EXTREM VENOUS,BILAT","$1,588.70 "
"HC DUPLEX EXTREM VENOUS,UNI OR LTD","$1,183.00 "
"HC DUPLEX ABD/PEL VASC STUDY,COMPLETE",$715.50 
HC DUPLEX HEMODIALYSIS ACCESS,$453.15 
HC DUPLEX LO EXTREM ART BILAT,$788.30 
"HC DUPLEX ABD/PEL VASC STUDY,LIMITD",$715.50 
"HC PENILE VASCULAR STUDY,LTD OR F/U",$453.15 
"HC INJ, THERAP/PROPH/DIAGN, IM OR SUBCUT",$260.20 
"HC INJ, THERAP/PROPH/DIAGN, IV PUSH INIT DX",$260.20 
"HC INJ, THERAP/PROPH/DIAGN, IV PUSH EA ADD NEW DX",$260.20 
"HC INJ, THERAP/PROPH/DIAGN, IV PUSH EA ADD SAME DX",$159.85 
HC PHLEBOTOMY THERAPUTIC,$147.96 
HC TOBACCO CESSATION INTERMED 3-10 MIN,$66.15 
HC TOBACCO USE CESSATION INTENSIVE >10 MINUTES,$89.30 
