GOOD SAMARITAN HOSPITAL,,,
CHARGE DESCRIPTION MASTER,,,
"AS OF JUNE 1, 2018",,,
,,,
,,,
Chrg Code,Chrg Desc,Chrg Amt IP,Chrg Amt OP
458881,TISSUE CANC CUBE 6-10 15,"6,243.00","6,243.00"
458882,CATH ADM XTRM 6X80 130CM,"21,458.00","21,458.00"
458883,CATH ADM XTRM 7X60 130CM,"21,458.00","21,458.00"
458884,CATH ADM XTRM 7X80 130CM,"21,458.00","21,458.00"
458885,CATH ADM XTRM 5X60 130CM,"21,458.00","21,458.00"
458886,PLATE BN TI SMTH FAN 0.8,"20,305.00","20,305.00"
458887,FILLER BN VOID NRN 10ML ,"43,083.00","43,083.00"
458888,COMPNT FEM 3 KN RT CMNT ,"33,045.00","33,045.00"
458889,INSERT TIB 3 8MM CRU RET,"17,441.00","17,441.00"
458890,NAIL TI CANNULATED 11MM/,"30,148.00","30,148.00"
458891,GWIRE THRD TIB 745X3.2MM,"3,161.00","3,161.00"
458892,INSERT TIB 951028       ,"13,769.00","13,769.00"
458893,INSRT TIB KN 6742-4-319 ,"17,753.00","17,753.00"
458894,SRFC ARTC SZ GH 5-6 H17 ,"13,769.00","13,769.00"
458895,PLATE BN SS LCP ORTH 3 H,"11,083.00","11,083.00"
458896,SCREW BN SS 42X2.7 LCP  ,"1,236.00","1,236.00"
458897,SCREW CORT PLVC 3.5X85MM,608.00,608.00
458900,INSRT TIB 7 5MM CRU RET ,"17,441.00","17,441.00"
458901,SCREW BN SS 48X2.7 LCP  ,"1,056.00","1,056.00"
458902,GRAFT BNE CANC 1-4M 15C ,"6,243.00","6,243.00"
458903,NAIL KIT R15 LT11X320   ,"36,311.00","36,311.00"
458904,DRILL MEDIUM BONE 2.8MM ,"3,667.00","3,667.00"
458905,INSERT TIB X3 9MM 6 CS  ,"17,441.00","17,441.00"
458906,PLATE 8HL RT CNTRL 3 CLV,"9,378.00","9,378.00"
458907,GENERATOR NRSTM 5 IPG   ,"122,007.00","122,007.00"
458908,DISC SPNL MOBI-C 13X15X5,"89,920.00","89,920.00"
458909,INSERT TIB 5 7MM CRU RET,"17,441.00","17,441.00"
458910,SCREW BN 4X13MM TI SPNL ,"3,295.00","3,295.00"
458912,STENT AAA EXLDR 12X14.5 ,"64,862.00","64,862.00"
458914,HEAD FEM MED 36MM COCR  ,"8,592.00","8,592.00"
458915,HEAD FEM LG 36MM COCR   ,"8,592.00","8,592.00"
458916,PLATE BN 8-PLT 16MM 2HL ,"7,705.00","7,705.00"
458917,SCREW BM 8-PLT 32MM PED ,"6,389.00","6,389.00"
458918,KWIRE FX 1.6MM 150MM    ,"1,472.00","1,472.00"
458919,BIT DRILL 3.2MM 8-PLT QC,"6,382.00","6,382.00"
458920,SPACER SPN 45X20X9MM    ,"59,641.00","59,641.00"
458921,IMPLNT SI JOINT15X11X6MM,"48,933.00","48,933.00"
458922,SPONGE CANC 10.5X6.8X6.4,"3,077.00","3,077.00"
458923,SCREW EMERG ARCH 2.4X8  ,"1,598.00","1,598.00"
458924,BIT SURG DRL 4 O        ,"2,366.00","2,366.00"
458925,INSERT TIB 5 11MM LT FX ,"12,273.00","12,273.00"
458926,EXPANDER TISS BRST 500ML,"32,273.00","32,273.00"
458927,INSRT TIB 3 7 RT MDL L/L,"12,273.00","12,273.00"
458928,INSERT ARTC 3 RT MDL L/L,"23,866.00","23,866.00"
458929,CMPNT TIBTRY 3 RT MDL L/,"18,358.00","18,358.00"
458930,ROD CONNECTOR 200X5.5MM ,"33,032.00","33,032.00"
458931,ROD CNCTR RVR 5.5-6MM RT,"33,032.00","33,032.00"
458932,ALLOPURE  BICORTICAL 10M,"51,628.00","51,628.00"
458933,GRAFT CTTN ALLOPRE 6MM  ,"42,406.00","42,406.00"
458934,SCREW BN CHRLT 16X90    ,"14,555.00","14,555.00"
458935,SCREW 7.0X55 16 ORT     ,"14,555.00","14,555.00"
458936,SCREW BN CHRLT 44110030 ,"7,480.00","7,480.00"
458937,PLATE COMP 20MM 2HL     ,"25,091.00","25,091.00"
458938,SCREW BN 4MMX55MM       ,"6,330.00","6,330.00"
458939,SCREW BN 3.5X60MM CORT  ,"1,012.00","1,012.00"
458940,SCREW BN 4.0X50 LCK AXSO,"6,330.00","6,330.00"
458941,NAIL HUM T2 8X220       ,"23,298.00","23,298.00"
458942,PLATE SUPR LAT 3HL RT   ,"17,608.00","17,608.00"
458943,SCREW 5X40 LSC5040      ,"6,942.00","6,942.00"
458944,SCREW BN LCKNG 5X50MM   ,"6,942.00","6,942.00"
458945,SCREW 3.5 X30MM LOCKING ,"6,942.00","6,942.00"
458946,SCREW BN LCK 3.5X35MM   ,"6,942.00","6,942.00"
458947,NAIL TROCHNTRC FEM 8.5M ,"122,007.00","122,007.00"
458948,DRILL BIT 3.5X152MM AO  ,"6,349.00","6,349.00"
458949,CANNULA ART 25FR 76.2CM ,"8,360.00","8,360.00"
458950,CANNULA 23F 3/8IN 31.8CM,"7,199.00","7,199.00"
458951,SCREW BN 3.5XL36MM CORT ,"1,012.00","1,012.00"
458952,SCREW META SLFTAP 2.7X70,"1,433.00","1,433.00"
458953,PLATE VA-LCP SS 2H 73 RT,"15,283.00","15,283.00"
458954,LENS IOL +9DIOP 11MM    ,"1,656.00","1,656.00"
458955,INSRT TIB 8 8MM PST     ,"17,441.00","17,441.00"
458957,TISSUE SYN CA PHOS 2.5ML,"7,667.00","7,667.00"
458958,SCREW BN 4X50MM CANC F-T,"1,427.00","1,427.00"
458959,DEVICE EMP PIPLN 3X12MM ,"122,007.00","122,007.00"
458960,LINER ACETABULAR G7 S DU,"38,376.00","38,376.00"
458961,DISC SPNL MOBI-C 15X17X5,"89,920.00","89,920.00"
458962,MESH RIGID KNITTED 6 X 6,"3,985.00","3,985.00"
458963,PLATE FIB RT 7HL 125X3.5,"9,980.00","9,980.00"
458964,NAIL TFN SHRT PROXML FEM,"21,511.00","21,511.00"
458965,CATH INTVN 5FR 135X20CM ,"9,219.00","9,219.00"
458966,NAIL TI CANNULATED 11MM/,"22,580.00","22,580.00"
458967,SCREW CORT PLVC 3.5X48MM,723.00,723.00
458970,SCREW LOCK 4X4MM/L20MM  ,"6,206.00","6,206.00"
458971,SCREW BN 4X28MM AXSOS TI,"6,333.00","6,333.00"
458972,SCREW PRECPT POLY 5.5X40,"16,473.00","16,473.00"
458973,SCREW BN 5.5X45MM PRCPT ,"16,473.00","16,473.00"
458974,CANN ART 21FR 3/8IN 31.8,"7,127.00","7,127.00"
458975,CANNULA ART 23FR 76.2CM ,"8,276.00","8,276.00"
458976,STAPLER ROTIC TA 55/-4.8,"32,758.00","32,758.00"
458977,BONE MTX OSTEO CELL LG  ,"47,460.00","47,460.00"
458978,TRIAL LD SP STM 50CM    ,"30,691.00","30,691.00"
458980,INSERT TIB3 FX BRNG 16MM,"17,441.00","17,441.00"
458981,SRFC ARTC CR YLW 3-4 H20,"12,273.00","12,273.00"
458982,NAIL TIBIAL RETRO 360X10,"21,141.00","21,141.00"
458983,SCREW 7.0X60MM 16MM ORT ,"14,555.00","14,555.00"
458984,SCREW CREO 4.5X30MM     ,"16,473.00","16,473.00"
458986,SCREW CREO 4X40MM       ,"16,473.00","16,473.00"
458987,IMPLANT SPN LRDTC17X14X7,"34,133.00","34,133.00"
458988,SYSTEM MARS 3V ILLUMNATN,"25,351.00","25,351.00"
458989,SUT TAPE WHITEBLUE 1.3MM,"1,301.00","1,301.00"
458990,SCREW SPN CREO 5X30MM   ,"16,473.00","16,473.00"
458991,SCREW SPN CREO 4X35MM   ,"16,473.00","16,473.00"
458992,ROD SPNL 5.5MM CONN     ,"14,397.00","14,397.00"
458993,ROD HEX TIT ALLOY 05.5MM,"5,931.00","5,931.00"
458994,CONNECTOR CROSS 30 5.5  ,"14,826.00","14,826.00"
458995,STENT BIL PRTG 9X60X120 ,"13,843.00","13,843.00"
458996,PLATE VOLAR 2.7 5H      ,"17,553.00","17,553.00"
458997,PLATE INTRDMT 11HL RT   ,"15,227.00","15,227.00"
459001,MESH STX 15X10CM 6X4    ,"7,480.00","7,480.00"
459003,STAPLER TORICULATOR TA 5,"13,330.00","13,330.00"
459004,INSERT TIB ATTN SZ 6 5MM,"17,441.00","17,441.00"
459005,SCREW BN TI L24 OD3.5 MT,"16,473.00","16,473.00"
459006,SCREW BN MTNR L20 OD4.35,"16,473.00","16,473.00"
459007,MARKER TISS BIOABS 3X4CM,"15,029.00","15,029.00"
459008,COMPNT FEM 4 LT CMNT CR ,"33,045.00","33,045.00"
459009,INSERT TIB 4 8MM CRU RET,"17,441.00","17,441.00"
459010,INSERT TIB 2 12MM LT FX ,"12,273.00","12,273.00"
459011,CMPNT TIBTRY 2 LT CMNT F,"23,866.00","23,866.00"
459012,STAPLER VASC 35MM PWR   ,"7,247.00","7,247.00"
459013,STAPLER VASC RLOAD 35MM ,"4,137.00","4,137.00"
459015,ENDPLT SPN FRTRY 14X28MM,"113,777.00","113,777.00"
459016,ENDPLATE UPPR 14X16MM   ,"18,058.00","18,058.00"
459017,ENDPLATE LWR 14X16MM    ,"18,058.00","18,058.00"
459018,NAIL FEM IM RTRGD 12X340,"33,194.00","33,194.00"
459019,SCREW 5X58 TI CORT TIB  ,"7,077.00","7,077.00"
459020,SCREW PHNX ANKL 5X56MM  ,"7,077.00","7,077.00"
459021,SCREW CORT TI 5X46MM    ,"7,077.00","7,077.00"
459022,REAMER SURG STP 12.2MM  ,"14,566.00","14,566.00"
459023,DRILL TWST CRWN PNT 4.5 ,"5,507.00","5,507.00"
459024,GWIRE ENTRY 3.2X320MM   ,"4,351.00","4,351.00"
459025,BIT DRL 4.5X365MM CALIB ,"7,060.00","7,060.00"
459026,GWIRE ORTH 98CM 3MM     ,"4,570.00","4,570.00"
459027,LENS IOL +21DIOP 10.7X6 ,"1,656.00","1,656.00"
459028,COMPONENT FEM L SZ5+ SPH,"33,045.00","33,045.00"
459031,PLATE FIB LT 86MM 5HL   ,"12,625.00","12,625.00"
459032,GENERATOR NRSTM 7 IPG   ,"122,007.00","122,007.00"
459035,XCMBIOTISSMTRX 1SQCM 160,"1,305.00","1,305.00"
459036,XCMBIOTISSMTRX 1SQCM 160,"2,740.00","2,740.00"
459038,DRILL SRG QRLS MRK 2MM  ,"3,667.00","3,667.00"
459039,STENT URE PFLX+ 4.8X26  ,"4,406.00","4,406.00"
459040,CANN LPSCTN 3X22CM 12PRT,"1,860.00","1,860.00"
459041,KIT ARTHSCP APERFX 9MM  ,"6,841.00","6,841.00"
459042,GWIRE ARTHSCP L14ACL    ,"2,636.00","2,636.00"
459043,ARMGUARD KIT 111413     ,"26,659.00","26,659.00"
459045,CANNULA SUC 4M 30CM TIP ,"1,859.00","1,859.00"
459047,INSERT TIB 9 7MM CRU RET,"17,441.00","17,441.00"
459048,CATH ADMXTRM 5X120 130CM,"24,033.00","24,033.00"
459049,PEG FX CORT LCK 2.3X46MM,"2,663.00","2,663.00"
459050,PLATE LCK HK 45MM 2HL   ,"9,378.00","9,378.00"
459051,KIT POSITIONER TRNGRD   ,"41,766.00","41,766.00"
459052,SCREW BN N-LCK SM 2.7X36,"2,214.00","2,214.00"
459053,INSRT TIB2 8 RT MDL RL K,"12,273.00","12,273.00"
459054,FEMORAL UNI COMP SZ3    ,"23,866.00","23,866.00"
459055,PLATE TIB 3 SGM LM-RL   ,"17,157.00","17,157.00"
459056,INSERT ATTUNE PS SZ6 5MM,"17,441.00","17,441.00"
459057,COMPNT FEM 6 RT CMNT PST,"32,127.00","32,127.00"
459059,NEEDLE TRNSPTAL 71CM 18G,"11,495.00","11,495.00"
459060,NDL TRNSPTL 71CM 18G -C1,"11,495.00","11,495.00"
459064,GUIDEWIRE VASC 230CM .02,"5,884.00","5,884.00"
459065,SCREW SPN PRCPT 7.5X30MM,"18,351.00","18,351.00"
459066,SCREW SPN PRCPT 6.5X50MM,"16,473.00","16,473.00"
459067,SCREW BN 4X15MM TI SPNL ,"3,295.00","3,295.00"
459068,ROD ACF ALPHATEC 240    ,"5,931.00","5,931.00"
459069,SCREW SPN SOLANS 3.5MM  ,"16,473.00","16,473.00"
459070,SCREW BN TI SPNL STR    ,"1,648.00","1,648.00"
459071,SCREW ACF SPN 3.5X28    ,"16,473.00","16,473.00"
459072,SCREW 2.7X18 DVR MLDIR  ,"4,548.00","4,548.00"
459073,SCREW MULTI-DIRECT 28MM ,"4,548.00","4,548.00"
459074,IMPLANT FINGER W/GROM #4,"26,601.00","26,601.00"
459076,LEAD NRSTM QTRDE 60CM   ,"36,386.00","36,386.00"
459077,NAIL T2 TIB STD 12X345MM,"23,105.00","23,105.00"
459078,CAGE SPN AERO 11MM 26DEG,"101,849.00","101,849.00"
459080,PROBE ARTHSCP 60D 220MM ,"5,473.00","5,473.00"
459081,FORCEPS SURG STGBTL SS  ,"6,404.00","6,404.00"
459082,PEG SMOOTH LOCK 2.2X14MM,"5,446.00","5,446.00"
459083,CUTTER SURG 9.5MM FLPCTT,"7,547.00","7,547.00"
459085,INSERT TIB 5 10MM PST ST,"17,441.00","17,441.00"
459086,EXTENSION LD 60CM STR   ,"9,492.00","9,492.00"
459088,COMPONENT FEM 6+ SZ LT  ,"33,045.00","33,045.00"
459089,IMPLNT ITOTL IPOLYPS 6MM,"77,104.00","77,104.00"
459090,SYSTEM IMPLNT ACH MID SB,"15,425.00","15,425.00"
459091,SKIN SUBSTITUTE NOS     ,"1,501.00","1,501.00"
459092,PLATE SPN LMBR LRDTC38MM,"49,915.00","49,915.00"
459093,SCREW 5.5MMX25 4HLE PLT ,"3,295.00","3,295.00"
459094,KIT NRSTM STRW 28CM TNL ,"4,926.00","4,926.00"
459095,COMPNT FEM RT KN 67.5MM ,"38,552.00","38,552.00"
459096,INSERT TIB KNEE 14X79MM ,"18,358.00","18,358.00"
459097,GRAFT BN IORDOTIC SPCR 5,"22,853.00","22,853.00"
459098,GRAFT BN LRDTC ACIF 6MM ,"22,853.00","22,853.00"
459100,KIT LEAD BLUE PERC 50CM ,"30,691.00","30,691.00"
459102,NAIL 9MM 36CM SPCNDL TI ,"30,638.00","30,638.00"
459104,PLATE 11-12D 172MM SS   ,"26,831.00","26,831.00"
459105,SCREW LCP MDFT 2.7X44MM ,"3,946.00","3,946.00"
459106,SCREW BN 3.5X14MM PROX  ,"4,713.00","4,713.00"
459107,SCREW 3.5X42MM LCP PROX ,"4,713.00","4,713.00"
459108,GRAFT BN FIB STRUT 10CM ,"18,372.00","18,372.00"
459109,SCREW 30X5MM TITANIUM   ,"6,587.00","6,587.00"
459110,SCREW BN CORT 30MMX4.5MM,"1,168.00","1,168.00"
459111,DRILL BIT LCK SRT 4.3X16,"4,627.00","4,627.00"
459112,DRILL 3.2MM ORTHO       ,"4,627.00","4,627.00"
459113,SCREW CRTCL 34X4.5MM    ,"1,145.00","1,145.00"
459114,SCREW CORT 36MMX4.5MM   ,"1,168.00","1,168.00"
459115,SCREW FLTHRD 6.0X6MM    ,"1,679.00","1,679.00"
459116,SCREW TRAUMA 6X70MM CANC,"1,679.00","1,679.00"
459117,INSERT TIB PST STB 3 7MM,"17,441.00","17,441.00"
459118,PROBE ABL SERFAS ENERGY ,"4,516.00","4,516.00"
459120,SEAL 5MM -8MM UNIVERSAL ,670.00,670.00
459122,OBTURATOR 8MM BLADELESS ,930.00,930.00
459123,SHEARS TISSUE SEAL RB TC,"11,611.00","11,611.00"
459125,KIT NRG 55CM SHEATH     ,"17,633.00","17,633.00"
459127,SCREW BN CORT 5X75MM LCK,"6,719.00","6,719.00"
459128,SCREW BN 5MMX70MM       ,"6,719.00","6,719.00"
459129,SCREW LCKNG 60X5.0MM    ,"6,719.00","6,719.00"
459130,SCREW ORT LOCKING 5.0X50,"6,719.00","6,719.00"
459131,PLATE BN FEM DIST LAT 6H,"42,009.00","42,009.00"
459132,SCREW BN 5X28MM LOCKING ,"6,587.00","6,587.00"
459133,SCREW PEEK-OPTMA 28X11MM,"7,480.00","7,480.00"
459134,PLATE SPN ALPHTEC SZ64MM,"17,434.00","17,434.00"
459136,STENT12X2.25X034-029IN5 ,"69,084.00","69,084.00"
459137,STENT15X2.25X034-.029IN5,"24,009.00","24,009.00"
459142,STENT12X2.5.034-.029IN5 ,"24,009.00","24,009.00"
459143,STENT15X2.5.034-.029IN 5,"24,009.00","24,009.00"
459144,STENT18X2.5.034-.029IN 5,"24,009.00","24,009.00"
459145,STENT23X2.5.034-.029IN 5,"24,009.00","24,009.00"
459146,STENT28X2.5.034-.029IN 5,"24,009.00","24,009.00"
459147,STENT33X2.5.034-.029IN 5,"24,009.00","24,009.00"
459148,STENT38X 2.5.034-.029IN5,"24,009.00","24,009.00"
459151,STENT15X2.75.034-.029IN5,"24,009.00","24,009.00"
459156,STENT38X2.75.034-.029IN5,"24,009.00","24,009.00"
459158,STENT12X3.034-.029IN5FR ,"24,009.00","24,009.00"
459159,STENT15X3 .034-.029IN5FR,"24,009.00","24,009.00"
459160,STENT18X3X.034-.029IN5FR,"24,009.00","24,009.00"
459162,STENT28X3X.034-.029IN5FR,"24,009.00","24,009.00"
459163,STENT33X3X.034-.029IN5FR,"24,009.00","24,009.00"
459164,STENT38X3X.034-.029IN5FR,"24,009.00","24,009.00"
459167,STENT15X3.5X034-.029IN5 ,"24,009.00","24,009.00"
459168,STENT18X3.5X034-.029IN5 ,"24,009.00","24,009.00"
459169,STENT23X3.5X034-.029IN5 ,"24,009.00","24,009.00"
459170,GRAFT SFT TIS AT PSHP   ,"55,162.00","55,162.00"
459171,COMPONENT FEM 3 LT CMNT ,"33,045.00","33,045.00"
459173,COMPNT ULN CNRD XS 3IN  ,"67,925.00","67,925.00"
459174,COMPNT HUM CNRD XS 4IN  ,"78,940.00","78,940.00"
459175,STENT28X3.5X034-.029IN5 ,"56,749.00","56,749.00"
459176,STENT33X3.5X034-.029IN5 ,"24,009.00","24,009.00"
459177,STENT 38X3.5MM .034-.029,"24,009.00","24,009.00"
459178,STENT8X4X034-.029IN 5FR ,"24,009.00","24,009.00"
459179,STENT12X4X034-.029IN 5FR,"24,009.00","24,009.00"
459182,STENT23X4X034-.029IN 5FR,"24,009.00","24,009.00"
459184,STENT33X4X034-.029IN 5FR,"24,009.00","24,009.00"
459186,CRT-D AMPLIA DTMB1QQ    ,"138,256.00","138,256.00"
459187,ANCHOR LEAD N300 SP COLU,"6,972.00","6,972.00"
459188,SHTH BRTP 7F 5.5        ,893.00,893.00
459189,GRAFT BN FIB FRZN STRUT ,"17,307.00","17,307.00"
459190,BLADE SAW 90MM 11.7MM   ,"10,891.00","10,891.00"
459191,SHEARS HRMN ACE CRV DVNC,"11,611.00","11,611.00"
459192,NDL PREC 5FR ECHO NITI  ,"1,301.00","1,301.00"
459194,DEVICE CLSR MYNX 6-7FR  ,"7,151.00","7,151.00"
459195,PROGRAMMER NRSTM PATIENT,"19,271.00","19,271.00"
459196,GENRATR PRTGE IPG 3771  ,"122,007.00","122,007.00"
459197,STEM FEM 7 STD HIP CMNT ,"25,702.00","25,702.00"
459199,CMPNT FEM6 LT KN CRU RET,"32,127.00","32,127.00"
459200,STEM FEM 10X45X13.5MM   ,"78,042.00","78,042.00"
459201,LEAD NRSTM MRI 65CM2.8MM,"79,100.00","79,100.00"
459202,ENDCAP SPNL 15MM 441283 ,"5,757.00","5,757.00"
459203,NAIL TIB IM 10.5X320MM  ,"28,159.00","28,159.00"
459204,BASEPLATE GLND 15MM AQLS,"43,219.00","43,219.00"
459205,SPHERE GLND 36MM AQLS PV,"38,119.00","38,119.00"
459206,STEM ASCND FLX LN PTC 4B,"70,679.00","70,679.00"
459207,TRAY FLEX REV HI OFFSET ,"23,110.00","23,110.00"
459208,INSERT FLX REVRSD 36X6X ,"22,030.00","22,030.00"
459209,SCREW ORT 26MM          ,"3,740.00","3,740.00"
459210,SCREW AQLS SHLDR 4.5X20 ,"2,095.00","2,095.00"
459211,SCREW FIX ARTIC 4.5X18  ,"2,095.00","2,095.00"
459212,BIT DRL PVRS 3MM        ,"3,476.00","3,476.00"
459213,BIT SCRDRVR HEX 25X3.5MM,"5,254.00","5,254.00"
459214,PIN GUIDE 3MM 75MM STRL ,"3,968.00","3,968.00"
459215,TISSUE SYN CA PHOS 5ML  ,"11,074.00","11,074.00"
459216,SURF ARTC 12MM PRSNA4-11,"13,769.00","13,769.00"
459217,DEV RELTCK ARTIC RELOAD ,"11,518.00","11,518.00"
459218,CANNULA SL RBTC X1 EWRST,744.00,744.00
459221,KNIFE OPTH 5MM BVR 30D  ,485.00,485.00
459222,CATH 6250V-EH ATTAINCMND,"6,841.00","6,841.00"
459223,ICD QUADRA ASSR CRTD DF4,"138,256.00","138,256.00"
459226,PACEMKR ETRINSA SR-T CLS,"62,586.00","62,586.00"
459228,HEAD RADIAL +2MM OD20MM ,"51,862.00","51,862.00"
459229,CAP END DLSH IMPNG      ,"4,817.00","4,817.00"
459230,STENT VASC 8MM 40MM RX  ,"35,796.00","35,796.00"
459235,SCREW SOLANS SPN 4X28MM ,"16,473.00","16,473.00"
459236,SCREW AS3 CANN 60-4642S ,"5,270.00","5,270.00"
459237,SCREW ACF SPN 4.0X12MM  ,"16,473.00","16,473.00"
459238,TIP CAUT RNW L HK 6172  ,579.00,579.00
459239,FCP ATRM GRABBER/GRASP  ,"1,859.00","1,859.00"
459242,OBTURATOR XI 8MM BLADELE,930.00,930.00
459243,STAPLER RELD XI BLU 45MM,"4,926.00","4,926.00"
459244,STAPLER RELOAD XI ROBOTC,"4,926.00","4,926.00"
459245,LEAD ISOFLX 194852      ,"8,345.00","8,345.00"
459248,COMPNT HUM DLT EPIP SZ1 ,"47,981.00","47,981.00"
459249,GRAFT SKN ACLR DERM 16X6,"37,855.00","37,855.00"
459250,STEM HUM 6MM CMNT 6M    ,"122,007.00","122,007.00"
459251,SCREW 6.5MM 24MM CTR    ,"7,480.00","7,480.00"
459252,CUP HUM REUN RSA 36X10MM,"47,272.00","47,272.00"
459253,GLENOSPHERE CNCNTRC 36X6,"47,272.00","47,272.00"
459254,SCREW 6.5MM 28MM CENTER ,"7,480.00","7,480.00"
459255,HEAD HIP CATHCART 47MM  ,"8,592.00","8,592.00"
459257,SCREW SP VR SLFDR 4X16MM,"3,295.00","3,295.00"
459258,SCREW SP VAR 4X14MM     ,"3,295.00","3,295.00"
459259,PLATE SP 30MM 2 LEVEL   ,"17,434.00","17,434.00"
459260,GRFT BN ALOQNT CORT 7MM ,"15,515.00","15,515.00"
459261,GRAFT BN ALLOQUENT 6MM  ,"15,515.00","15,515.00"
459262,SLEEVE CNTRNG UNIV 46MM ,"22,298.00","22,298.00"
459263,PLATE AVLSN LCK FIB 3HL ,"11,074.00","11,074.00"
459264,WASHER 7MM IMPL ORTH    ,961.00,961.00
459265,SCREW SLF DRILLG 1.5 X 4,"1,985.00","1,985.00"
459266,NAIL TIB T2 10MM 30CM LK,"23,567.00","23,567.00"
459267,TISSUE BN BETA TCP 10ML ,"20,514.00","20,514.00"
459268,SCREW AUTOFX CANN 2.5X19,"6,544.00","6,544.00"
459269,DRILL CNTRSNK CANN 2-2.5,"10,334.00","10,334.00"
459271,DRAIN INCS 1IN 18IN PNRS,171.00,171.00
459272,SCREW VRTX 4.0X20       ,"16,473.00","16,473.00"
459273,CONNECTOR ROD 13MM      ,"12,197.00","12,197.00"
459274,SCREW BN 4X36MM FULL    ,"7,480.00","7,480.00"
459275,SCREW BN 4X34MM FULL    ,"7,480.00","7,480.00"
459276,BIT DRL 23MM DARCO      ,"5,555.00","5,555.00"
459277,SCREW 7.0MMX40MM MULTI-U,"13,716.00","13,716.00"
459278,KWIRE DARCO HEAD 1.2MM  ,"1,041.00","1,041.00"
459279,COMPNT GLND PEG AWLS 413,"36,258.00","36,258.00"
459280,STEM ASCND FLX STND 3B  ,"64,253.00","64,253.00"
459281,HEAD HUM SHLDR FLX 45X15,"40,043.00","40,043.00"
459282,BSKT RTRV MEM 2X220X4   ,"6,157.00","6,157.00"
459283,WAVEGUIDE SGL USE WA EIG,"6,841.00","6,841.00"
459284,LENS IOL AU00T0.185 ULTR,"1,546.00","1,546.00"
459285,LENS IOL AU00TO.200     ,"1,546.00","1,546.00"
459286,LENS IOL AU00T0.205     ,"1,546.00","1,546.00"
459287,INSERT HUM X3 RSA 36X12 ,"37,818.00","37,818.00"
459288,SCREW ACF SPN 3.5X12MM  ,"16,473.00","16,473.00"
459289,STENT23X3X.034-.029IN5FR,"24,009.00","24,009.00"
459290,BALN DCB 130CM 6X120    ,"29,183.00","29,183.00"
459291,STAPLER RELD XI GRN 45MM,"4,926.00","4,926.00"
459292,EPIFIX OR EPICORD 1 SQCM,"7,552.00","7,552.00"
459293,CTHDX TMP+ 5F RC3SH 65  ,577.00,577.00
459294,STENT VASC 8MM 30MM RX  ,"35,796.00","35,796.00"
459296,CATH AXS 0.060INX132CM  ,"38,624.00","38,624.00"
459297,CATHETER DLV SYS 95CM   ,"18,404.00","18,404.00"
459298,CATHETER DLV SYS 105CM  ,"18,404.00","18,404.00"
459299,STEM FEM POR OFST 5X130 ,"45,895.00","45,895.00"
459300,PLATE 42MM 1 LVL HLX BN ,"17,434.00","17,434.00"
459301,NAIL TI CANN 11MM       ,"30,148.00","30,148.00"
459302,ROD CFBR EX FX 500X11MM ,"6,341.00","6,341.00"
459304,SCREW BN 5MM 50MM PHNX T,"7,077.00","7,077.00"
459307,NEEDLE MODULE M5 SSEP   ,"14,454.00","14,454.00"
459312,BALN DCB 130CM 5X120    ,"29,183.00","29,183.00"
459314,CATH LTNX 6X150MMX130CM ,"31,758.00","31,758.00"
459316,INSERT TIB 4 12MM CR RET,"17,441.00","17,441.00"
459317,SCRW 3.5-3.6X28MM ACTRK2,"8,403.00","8,403.00"
459318,GFT CV VNFL2 STP A4-7X40,"10,837.00","10,837.00"
459319,NAIL 12MM 330MM TIB IM  ,"28,159.00","28,159.00"
459320,LENS IOL AU00T0.195 ULTR,"1,546.00","1,546.00"
459321,LENS IOL AUT00T0.235    ,"1,546.00","1,546.00"
459322,STENT VAS 4X16MM RECON  ,"109,855.00","109,855.00"
459323,STENT ENTRPS2 VAS 4X23MM,"109,855.00","109,855.00"
459324,STENT ENTS 2 VAS 4X30MM ,"119,394.00","119,394.00"
459327,HEAD HIP FEM UNIPLR 49MM,"9,819.00","9,819.00"
459328,SPACER FEM HIP OMFT 8MM ,"2,970.00","2,970.00"
459329,SLEEVE FEM OD+5MM CTPR  ,"4,106.00","4,106.00"
459330,STEM FEM OMFT HFX 5 HIP ,"14,687.00","14,687.00"
459333,IMPLNTBRST11X11.5CM255ML,"18,984.00","18,984.00"
459336,COMPONENT FEM 2X3MM     ,"55,992.00","55,992.00"
459337,SCREW EXPED PLYAX TI 35 ,"16,473.00","16,473.00"
459338,SCREW BN 6.5MM 35MM XPDM,"16,473.00","16,473.00"
459339,SCREW VIPR CORT 8X35MM  ,"16,473.00","16,473.00"
459340,SCREW CORTICAL 8X40MM   ,"16,473.00","16,473.00"
459341,CONNECTOR ROD SPN A5 5.5,"14,381.00","14,381.00"
459342,ROD SPN 120X5.5M XPD PRE,"5,753.00","5,753.00"
459343,ROD SPNL 75MM 5.5MM LN  ,"5,753.00","5,753.00"
459344,ROD SPNL 85MM PRELRD LN ,"5,753.00","5,753.00"
459345,KIT INTRO 10CM 5FR GLDSH,"2,447.00","2,447.00"
459346,CATH PRGRT2.8F DBL 150CM,"7,663.00","7,663.00"
459347,GLDWIRE GT .018IN 180X45,"5,090.00","5,090.00"
459348,GWIRE VAS .018 180X25   ,"5,090.00","5,090.00"
459350,DRESSING SHLD 6.25X3.75 ,134.00,134.00
459351,CATH ANGIO SARAH 5FR 4MM,"1,431.00","1,431.00"
459354,CATH DIREX J 1RO 130    ,"12,748.00","12,748.00"
