Hospital Name:  Mercy St Marys SF,,,,,
OSHPD Facility No: 10630965,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char), Price ,Zero Price Inicator,,
4488425,HYDROCORT 5MG TAB        , 7.48 ,,,
4488441,HYDROXYCHLOROQUINE 200MG , 9.61 ,,,
4488466,HYDROXYUREA 500MG CAP    , 10.30 ,,,
4488482,HYDROXYZINE 10MG TAB     , 7.77 ,,,
4488524,HYDROXYZINE PAM 100MG CAP, 12.80 ,,,
4488540,HYDROXYZINE 100MG TAB    , 6.50 ,,,
4488565,HYDROXYZINE 25MG TAB     , 8.61 ,,,
4488607,HYDROXYZINE PAM 25MG CAP , 11.63 ,,,
4488649,HYDROXYZINE PAM 50MG CAP , 12.16 ,,,
4488664,HYDROXYZINE 50MG TAB     , 7.84 ,,,
4488680,IBUPROFEN 200MG TAB      , 5.00 ,,,
4488722,IBUPROFEN 400MG TAB      , 5.00 ,,,
4488748,IBUPROFEN 600MG TAB      , 5.00 ,,,
4488763,IBUPROFEN 800MG TAB      , 5.00 ,,,
4488789,IMIPRAMINE 10MG TAB      , 9.25 ,,,
4488790,ISOSORBIDE MON 5MG TAB   , 5.00 ,,,
4488805,IMIPRAMINE PAM 100MG CAP , 17.29 ,,,
4488821,IMIPRAMINE PAM 150MG CAP , 20.91 ,,,
4488847,IMIPRAMINE 25MG TAB      , 11.99 ,,,
4488862,IMIPRAMINE 50MG TAB      , 14.37 ,,,
4488888,IMIPRAMINE PAM 75MG CAP  , 16.51 ,,,
4488904,INDAPAMIDE 2.5MG TAB     , 11.26 ,,,
4488912,INDINAVIR 200MG CAP      , 14.67 ,,,
4488920,INDOMETHACIN ER 75MG CAP , 19.71 ,,,
4488938,INDINAVIR 400MG CAP      , 14.67 ,,,
4488946,INDOMETHACIN 25MG CAP    , 12.67 ,,,
4488961,INDOMETHACIN 50MG CAP    , 15.15 ,,,
4488979,IRBESARTAN 150MG TAB     , 5.19 ,,,
4488987,ISONIAZID 100MG TAB      , 9.44 ,,,
4489001,ISONIAZID 300MG TAB      , 9.44 ,,,
4489035,ISOSORBIDE MON 20MG TAB  , 40.87 ,,,
4489043,ISOSORBIDE MON ER 60MG TB, 7.95 ,,,
4489068,ISOSORBIDE DIN 10MG TAB  , 7.62 ,,,
4489101,APAP/TRAMADOL 325/37.5 TB, 20.00 ,,,
4489102,ALFUZOSIN SR 10MG TAB    , 76.80 ,,,
4489103,ABACAVIR 20MG/ML 15ML SOL, 20.00 ,,,
4489142,ISOSORBIDE DIN 20MG TAB  , 8.35 ,,,
4489167,ISOSORBIDE DIN 30MG TAB  , 8.35 ,,,
4489183,ISOSORBIDE DIN 40MG TAB  , 8.73 ,,,
4489209,ISOSORBIDE DIN ER 40MGTAB, 9.81 ,,,
4489225,ISOSORBIDE DIN 5MG TAB   , 7.62 ,,,
4489241,ISOSORBIDE DIN SL 5MG TAB, 7.62 ,,,
4489282,ITRACONAZOLE 100MG CAP   , 32.42 ,,,
4489290,IVERMECTIN 3MG TAB       , 12.35 ,,,
4489340,K PHOS 500MG(3.7MEQ K)TAB, 6.14 ,,,
4489381,KCL 10MEQ ER TAB         , 9.43 ,,,
4489407,KCL 20MEQ TAB            , 6.50 ,,,
4489423,KETOCONAZOLE 200MG TAB   , 26.70 ,,,
4489449,KETOROLAC 10MG TAB       , 18.14 ,,,
4489464,LABETALOL 100MG TAB      , 6.50 ,,,
4489480,LABETALOL 200MG TAB      , 6.50 ,,,
4489506,LABETALOL 300MG TAB      , 6.50 ,,,
4489514,LAMOTRIGINE 100MG TAB    , 9.86 ,,,
4489530,LAMOTRIGINE 25MG TAB     , 9.11 ,,,
4489548,LANSOPRAZOLE EC 30MG CAP , 16.80 ,,,
4489555,LACTASE 3000UNIT TAB     , 5.00 ,,,
4489563,ACIDOPHYL/BULGAR 1GM GRAN, 10.51 ,,,
4489571,LANSOPRAZOLE EC 15MG CAP , 16.54 ,,,
4489597,ACIDOPHILUS/BULGARICUS   , 44.44 ,,,
4489605,LAMIVUDINE 150MG TAB     , 22.03 ,,,
4489621,LEUCOVORIN CA 25MG TAB   , 57.00 ,,,
4489639,LAMIVUDN/ZIDOVUDN 150/300, 43.96 ,,,
4489647,LEUCOVORIN CA 5MG TAB    , 96.28 ,,,
4489654,LEVAMISOLE 50MG TAB      , 28.83 ,,,
4489670,LETROZOLE 2.5MG TAB      , 28.52 ,,,
4489696,LEVOFLOXACIN 750MG TAB   , 36.80 ,,,
4489704,LEVODOPA 500MG TAB       , 8.23 ,,,
4489712,LEVOFLOXACIN 500MG TAB   , 38.70 ,,,
4489720,LEVOTHYROXINE 0.025MG TAB, 8.73 ,,,
4489738,LEVOFLOXACIN 250MG TAB   , 33.83 ,,,
4489746,LEVOTHYROXINE 0.075MG TAB, 8.73 ,,,
4489753,LEVOTHYROXINE 0.112MG TAB, 15.82 ,,,
4489761,LEVOTHYROXINE 0.125MG TAB, 6.38 ,,,
4489787,LEVOTHYROXINE 0.05MG TAB , 8.73 ,,,
4489803,LEVOTHYROXINE 0.1MG TAB  , 8.73 ,,,
4489811,LEVOTHYROXINE 0.137MG TAB, 5.00 ,,,
4489829,LEVOTHYROXINE 0.15MG TAB , 9.44 ,,,
4489845,LEVOTHYROXINE 0.2MG TAB  , 8.73 ,,,
4489860,LEVOTHYROXINE 0.3MG TAB  , 10.20 ,,,
4489878,LEVOTHYROXINE 0.175MG TAB, 5.00 ,,,
4489886,CHLORDIAZ/CLIDINUM 5/2.5 , 12.38 ,,,
4489894,LEVOTHYROXINE 0.088MG TAB, 5.00 ,,,
4489902,LIOTHYRONINE 25MCG TAB   , 11.26 ,,,
4489928,LIOTHYRONINE 5MCG TAB    , 7.48 ,,,
4489944,LIOTHYRONINE 50MCG TAB   , 6.84 ,,,
4489951,LINEZOLID 600MG TAB      , 180.83 ,,,
4489969,LIOTRIX 60MG TAB         , 6.50 ,,,
4489985,LIOTRIX 30MG TAB         , 6.50 ,,,
4489986,OSELTAMIVIR 30MG/5ML SUSP, 32.00 ,,,
4490001,BISOPROLOL 5MG TAB       , 5.00 ,,,
4490002,CLOBAZAM 10MG TAB        , 38.88 ,,,
4490003,DESCOVY 200-25MG TB      , 98.00 ,,,
4490009,LIOTRIX 120MG TAB        , 6.50 ,,,
4490010,MVI/MIN/FA/CO Q10 CHWTAB , 5.00 ,,,
4490011,TRICHLOROACETIC ACID 15ML, 142.50 ,,,
4490017,ATAZANAVIR 100MG CAP     , 31.96 ,,,
4490025,LIOTRIX 180MG TAB        , 6.50 ,,,
4490026,TRIHEXYPHENIDYL 1MG TAB  , 6.37 ,,,
4490027,VIT B3 (NIACIN) 250MG TAB, 5.00 ,,,
4490028,EZETIMIBE 5MG TAB        , 18.10 ,,,
4490033,LISINOPRIL 2.5MG TAB     , 5.00 ,,,
4490041,LISINOPRIL 10MG TAB      , 10.46 ,,,
4490042,AQUAPHOR 50GM OINT       , 19.80 ,,,
4490058,OSELTAMIVIR 30MG CAP     , 20.85 ,,,
4490066,LISINOPRIL 20MG TAB      , 11.17 ,,,
4490074,LISINOPRIL 40MG TAB      , 8.26 ,,,
4490082,LISINOPRIL 5MG TAB       , 10.46 ,,,
4490090,LITHIUM 150MG CAP        , 5.00 ,,,
4490108,LITHIUM 300MG CAP        , 7.00 ,,,
4490124,LITHIUM SR 300MG TAB     , 6.84 ,,,
4490125,E ESTRAD/NORETH 5/1MG TB , 7.00 ,,,
4490140,LITHIUM 300MG TAB        , 6.50 ,,,
4490165,LITHIUM SR 450MG TAB     , 10.56 ,,,
4490199,OSELTAMIVIR 75MG CAP     , 16.32 ,,,
4490249,LOMUSTINE 10MG CAP       , 29.10 ,,,
4490298,LOSARTAN 100MG TAB       , 7.84 ,,,
4490306,LOPERAMIDE 2MG CAP       , 13.70 ,,,
4490314,LOPINAVIR/RITON 200/50MG , 18.04 ,,,
4490322,LORATADINE 10MG TAB      , 12.71 ,,,
4490330,LORATAD/PSEUD ER 5/120MG , 7.19 ,,,
4490348,LORAZEPAM 0.5MG TAB      , 28.11 ,,,
4490355,LORATADIN/PSEUD ER 10/240, 9.02 ,,,
4490363,LORAZEPAM 1MG TAB        , 28.11 ,,,
4490389,LORAZEPAM 2MG TAB        , 28.11 ,,,
4490397,LOSARTAN 50MG TAB        , 7.84 ,,,
4490405,LOVASTATIN 20MG TAB      , 23.45 ,,,
4490413,LOVASTATIN 40MG TAB      , 21.95 ,,,
4490421,LOXAPINE 10MG CAP        , 9.04 ,,,
4490447,LOXAPINE 25MG CAP        , 10.51 ,,,
4490454,ABACAVIR/LAM 600/300 TAB , 61.30 ,,,
4490462,LOXAPINE 5MG CAP         , 8.35 ,,,
4490488,LOXAPINE 50MG CAP        , 12.67 ,,,
4490496,CETIRIZINE 10MG TAB      , 5.20 ,,,
4490512,LURASIDONE 80MG TAB      , 27.00 ,,,
4490538,LURASIDONE 40MG TAB      , 27.00 ,,,
4490561,NITROFURAN 25MG CAP      , 9.70 ,,,
4490579,MAGNESIUM OXIDE 400MG TAB, 5.00 ,,,
4490603,MAPROTILINE 50MG TAB     , 13.70 ,,,
4490629,MEBENDAZOLE 100MG CHW TAB, 26.50 ,,,
4490646,MELATONIN 1.5MG TAB      , 5.00 ,,,
4490660,MECLIZINE 12.5MG TAB     , 8.35 ,,,
4490686,MECLIZINE 25MG TAB       , 9.14 ,,,
4490702,MEDROXYPROGEST 10MG TAB  , 10.19 ,,,
4490728,MEDROXYPROGEST 2.5MG TAB , 8.04 ,,,
4490744,MEDROXYPROGEST 5MG TAB   , 8.26 ,,,
4490769,MEGESTROL 20MG TAB       , 13.26 ,,,
4490785,MEGESTROL 40MG TAB       , 18.61 ,,,
4490801,MELPHALAN 2MG TAB        , 10.51 ,,,
4490827,MEPROBAMATE 200MG TAB    , 6.50 ,,,
4490843,MEPROBAMATE 400MG TAB    , 6.50 ,,,
4490868,MERCAPTOPURINE 50MG TAB  , 9.70 ,,,
4490876,MESALAMINE 400MG ER TAB  , 5.39 ,,,
4490884,MESORIDAZINE 10MG TAB    , 7.77 ,,,
4490926,MESORIDAZINE 25MG TAB    , 8.23 ,,,
4490942,MESORIDAZINE 50MG TAB    , 8.35 ,,,
4490967,METAPROTERENOL 10MG TAB  , 8.04 ,,,
4490983,METAPROTERENOL 20MG TAB  , 8.23 ,,,
4491007,METFORMIN 500MG TAB      , 5.39 ,,,
4491015,METFORMIN ER 500MG TAB   , 5.00 ,,,
4491023,METFORMIN 850MG TAB      , 7.25 ,,,
4491031,METOCLOPRAMIDE 5MG TAB   , 5.00 ,,,
4491032,APAP/HYDROCO 108-2.5/5 LQ, 20.00 ,,,
4491049,METHAZOLAMIDE 50MG TAB   , 8.35 ,,,
4491064,METHENAMINE 500MG TAB    , 6.50 ,,,
4491106,METHIMAZOLE 10MG TAB     , 9.33 ,,,
4491122,METHIMAZOLE 5MG TAB      , 8.76 ,,,
4491148,METHOCARBAMOL 500MG TAB  , 11.26 ,,,
4491163,METHOCARBAMOL 750MG TAB  , 12.38 ,,,
4491189,METHOTREXATE 2.5MG TAB   , 36.43 ,,,
4491197,METHYLCELLULOSE 2GM PWDR , 5.00 ,,,
4491205,METHYLDOPA 250MG TAB     , 8.04 ,,,
4491221,METHYLDOPA 500MG TAB     , 9.14 ,,,
4491247,METHYLERGONOVINE 0.2MG   , 10.99 ,,,
4491262,METHYLPRED 16MG TAB      , 18.16 ,,,
4491288,METHYLPRED 2MG TAB       , 10.68 ,,,
4491304,METHYLPRED 4MG TAB       , 9.14 ,,,
4491346,METOCLOPRAMIDE 10MG TAB  , 8.35 ,,,
4491361,METOLAZONE 10MG TAB      , 11.63 ,,,
4491387,METOLAZONE 2.5MG TAB     , 8.23 ,,,
4491395,METOPROLOL 12.5MG TAB    , 5.00 ,,,
4491403,METOLAZONE 5MG TAB       , 8.73 ,,,
4491445,METOPROLOL 100MG TAB     , 13.39 ,,,
4491460,METOPROLOL 50MG TAB      , 11.63 ,,,
4491478,METOPROLOL 25MG TAB      , 5.00 ,,,
4491486,METRONIDAZOLE 250MG TAB  , 20.37 ,,,
4491502,METRONIDAZOLE 500MG TAB  , 30.54 ,,,
4491528,MEXILETINE 150MG CAP     , 13.29 ,,,
4491544,MEXILETINE 200MG CAP     , 6.50 ,,,
4491569,MEXILETINE 250MG CAP     , 6.50 ,,,
4491585,MAGNES PROTEIN 133MG TAB , 9.44 ,,,
4491593,MIDODRINE HCL 5MG TAB    , 7.07 ,,,
4491601,APAP/DICHL/ISO 325/100/65, 9.11 ,,,
4491627,MINOCYCLINE 100MG CAP    , 11.53 ,,,
4491643,MINOXIDIL 10MG TAB       , 10.56 ,,,
4491668,MINOXIDIL 2.5MG TAB      , 10.56 ,,,
4491676,MIRTAZAPINE 15MG TAB     , 13.34 ,,,
4491684,MISOPROSTOL 100MCG TAB   , 7.05 ,,,
4491692,MIRTAZAPINE 30MG TAB     , 12.42 ,,,
4491700,MISOPROSTOL 200MCG TAB   , 11.73 ,,,
4491718,MIRTAZAPINE 30MG ODTAB   , 10.56 ,,,
4491726,MITOTANE 500MG TAB       , 20.75 ,,,
4491742,AMILORIDE/HCTZ 5/50MG TAB, 6.50 ,,,
4491932,MONTELUKAST 10MG TAB     , 11.97 ,,,
4492005,MORPHINE ER 15MG TAB     , 22.41 ,,,
4492021,MORPHINE ER 30MG TAB     , 24.67 ,,,
4492047,MULTIVITAMIN TAB         , 10.34 ,,,
4492054,MYCOPHENOLATE 250MG CAP  , 10.00 ,,,
4492070,MYCOPHENOLATE 500MG TAB  , 10.00 ,,,
4492088,NABUMETONE 500MG TAB     , 18.14 ,,,
4492096,SITAGLIPTIN 50MG TAB     , 13.62 ,,,
4492104,NABUMETONE 750MG TAB     , 18.14 ,,,
4492120,NADOLOL 120MG TAB        , 17.64 ,,,
4492146,NADOLOL 20MG TAB         , 13.55 ,,,
4492161,NADOLOL 40MG TAB         , 14.15 ,,,
4492187,NADOLOL 80MG TAB         , 14.62 ,,,
4492211,SITAGLIPTIN 25MG TAB     , 14.95 ,,,
4492229,NA BICARBONATE 325MG TAB , 10.56 ,,,
4492245,NA BICARBONATE 620MG TAB , 10.56 ,,,
4492252,NIACINAMIDE 500MG TAB    , 5.00 ,,,
4492286,NALTREXONE 50MG TAB      , 28.11 ,,,
4492302,NAPROXEN 250MG TAB       , 10.99 ,,,
4492328,NAPROXEN 275MG TAB       , 13.39 ,,,
4492344,NAPROXEN 375MG TAB       , 15.83 ,,,
4492369,NAPROXEN 500MG TAB       , 17.34 ,,,
4492450,NEFAZODONE 50MG TAB      , 6.68 ,,,
4492468,NEFAZODONE 100MG TAB     , 7.48 ,,,
4492484,NEFAZODONE 150MG TAB     , 7.48 ,,,
4492500,NEFAZODONE 200MG TAB     , 7.48 ,,,
4492518,NELFINAVIR 250MG TAB     , 12.60 ,,,
4492526,NEOMYCIN 500MG TAB       , 15.83 ,,,
4492542,NEOSTIGMINE 15MG TAB     , 7.00 ,,,
4492591,VIT B COMPLX W C TAB     , 5.00 ,,,
4492625,K PHOSPHATE PWDR PKT     , 10.56 ,,,
4492641,K PHOS NEUTRAL 250MG TAB , 9.61 ,,,
4492658,NEVIRAPINE 200MG TAB     , 22.67 ,,,
4492666,NIACIN 100MG TAB         , 7.00 ,,,
4492674,NIACIN ER 500MG TAB      , 5.00 ,,,
4492682,NIACIN 50MG TAB          , 7.00 ,,,
4492708,NIACIN 500MG TAB         , 10.56 ,,,
4492724,NICARDIPINE 20MG CAP     , 7.77 ,,,
4492740,NICARDIPINE 30MG CAP     , 9.59 ,,,
4492765,NICOTINE GUM 2MG (EA) TAB, 9.81 ,,,
4492807,NIFEDIPINE 10MG CAP      , 11.63 ,,,
4492823,NIFEDIPINE 20MG CAP      , 16.12 ,,,
4492849,NIFEDIPINE ER 30MG TAB   , 15.21 ,,,
4492864,NIFEDIPINE CC 60MG TAB   , 23.95 ,,,
4492880,NIFEDIPINE XL 90MG TAB   , 25.11 ,,,
4492922,NIMODIPINE 30MG CAP      , 48.68 ,,,
4492948,NITROFURAN 100MG CAP     , 17.74 ,,,
4492963,NITROFURAN 50MG CAP      , 13.44 ,,,
4492971,NIZATIDINE 150MG CAP     , 8.06 ,,,
4492989,NORTRIPTYLINE 10MG CAP   , 10.34 ,,,
4492997,OLANZAPINE 10MG ODT      , 28.62 ,,,
4493003,NORTRIPTYLINE 25MG CAP   , 11.95 ,,,
4493029,NORTRIPTYLINE 50MG CAP   , 15.06 ,,,
4493045,NORTRIPTYLINE 75MG CAP   , 20.53 ,,,
4493086,NTG SL 0.3MG (100) TAB   , 57.15 ,,,
4493110,NTG SL 0.4MG (EA) TAB    , 5.00 ,,,
4493128,NTG SL 0.4MG (EA) TAB    , 41.99 ,,,
4493169,NTG 0.6MG (EA) SL TAB    , 57.00 ,,,
4493243,NYSTATIN 500000U TAB     , 10.56 ,,,
4493276,OLANZAPINE 7.5MG TAB     , 40.32 ,,,
4493284,OFLOXACIN 200MG TAB      , 20.53 ,,,
4493300,OFLOXACIN 300MG TAB      , 24.65 ,,,
4493318,OLANZAPINE ODT 5MG TAB   , 20.27 ,,,
4493326,OFLOXACIN 400MG TAB      , 25.80 ,,,
4493334,OMEPRAZOLE 10MG EC CAP   , 18.98 ,,,
4493342,OMEPRAZOLE 20MG EC CAP   , 18.00 ,,,
4493367,ONDANSETRON 4MG TAB      , 62.18 ,,,
4493375,ONDANSETRON 4MG ODT      , 134.76 ,,,
4493383,ONDANSETRON 8MG TAB      , 85.50 ,,,
4493409,GUAIFEN 200MG TAB        , 10.56 ,,,
4493425,ORPHENADRINE SR 100MG TAB, 6.50 ,,,
4493433,PALIPERIDONE ER 1.5MG TAB, 37.89 ,,,
4493441,OXAZEPAM 10MG CAP        , 6.50 ,,,
4493466,OXAZEPAM 15MG CAP        , 18.14 ,,,
4493474,PALIPERIDONE ER 3MG TAB  , 24.42 ,,,
4493482,OXAZEPAM 30MG CAP        , 6.50 ,,,
4493490,OXYBUTYNIN XL 5MG TAB    , 11.13 ,,,
4493516,OXYCODONE CR 80MG TAB    , 32.80 ,,,
4493524,OXYBUTYNIN 5MG TAB       , 11.95 ,,,
4493532,OXYCODONE IR 5MG TAB     , 9.54 ,,,
4493540,AMYL/LIPASE/PRO 20/4.5/25, 6.50 ,,,
4493573,PANTOPRAZOLE EC 40MG TAB , 9.80 ,,,
4493581,PAPAVERINE ER 150MG CAP  , 7.00 ,,,
4493599,PANTOPRAZOLE EC 20MG TAB , 9.80 ,,,
4493607,PAROMOMYCIN 250MG CAP    , 18.23 ,,,
4493623,PAROXETINE 20MG TAB      , 15.00 ,,,
4493631,PAROXETINE ER 25MG TAB   , 8.70 ,,,
4493649,PAROXETINE 30MG TAB      , 15.07 ,,,
4493656,PAROXETINE ER 12.5MG TAB , 8.21 ,,,
4493664,PEMOLINE 18.75MG TAB     , 8.89 ,,,
4493680,PEMOLINE 37.5MG TAB      , 11.17 ,,,
4493698,PAROXETINE ER 37.5MG TAB , 8.93 ,,,
4493805,PENICILLAMINE 125MG CAP  , 9.70 ,,,
4493821,PENICILLAMINE 250MG CAP  , 9.70 ,,,
4493904,PENICILLIN V K 250MG TAB , 10.73 ,,,
4493946,NALOXONE/PENTAZOCINE 50MG, 25.64 ,,,
4493961,PENTOXIFYLLINE SR 400MG  , 7.48 ,,,
4493987,BISMUTH SUBSALIC 262MG CH, 5.06 ,,,
4494043,PERPHENAZINE 2MG TAB     , 10.56 ,,,
4494068,PERPHENAZINE 4MG TAB     , 10.56 ,,,
4494084,PERPHENAZINE 8MG TAB     , 7.00 ,,,
4494100,PHENAZOPYRIDINE 100MG TAB, 10.56 ,,,
4494126,PHENAZOPYRIDINE 200MG TAB, 10.56 ,,,
4494142,PHENELZINE 15MG TAB      , 10.56 ,,,
4494167,PHENOBARB 100MG TAB      , 9.61 ,,,
4494183,PHENOBARB 15MG TAB       , 7.22 ,,,
4494209,PHENOBARB 30MG TAB       , 7.22 ,,,
4494225,PHENOBARB 60MG TAB       , 7.22 ,,,
4494241,PHENYTOIN 100MG ER CAP   , 10.34 ,,,
4494282,PHENYTOIN 50MG CHW TAB   , 10.56 ,,,
4494308,VIT K(PHYTONADIONE) 5MG  , 12.38 ,,,
4494316,PIMOZIDE 2MG TAB         , 5.17 ,,,
4494332,PRASUGREL 10MG TAB       , 14.30 ,,,
4494340,PINDOLOL 5MG TAB         , 6.84 ,,,
4494357,PIOGLITAZONE 30MG TAB    , 21.43 ,,,
4494373,PIOGLITAZONE 45MG TAB    , 23.08 ,,,
4494381,PIROXICAM 10MG CAP       , 9.70 ,,,
4494399,PIOGLITAZONE 15MG TAB    , 14.19 ,,,
4494407,PIROXICAM 20MG CAP       , 25.11 ,,,
4494415,PRASUGREL 5MG TAB        , 14.30 ,,,
4494431,PEG 17GM PWDR            , 6.09 ,,,
4494456,PRAMIPEXOLE 1MG TAB      , 8.57 ,,,
4494472,PRAMIPEXOLE 0.125MG TAB  , 5.00 ,,,
4494480,PRAMIPEXOLE 0.25MG TAB   , 5.17 ,,,
4494498,PRAVASTATIN 10MG TAB     , 11.41 ,,,
4494506,PRAVASTATIN 20MG TAB     , 12.06 ,,,
4494514,PRAVASTATIN 40MG TAB     , 18.73 ,,,
4494522,PRAZOSIN 1MG CAP         , 7.45 ,,,
4494548,PRAZOSIN 2MG CAP         , 8.23 ,,,
4494563,PRAZOSIN 5MG CAP         , 9.70 ,,,
4494589,PREDNISOLONE 5MG TAB     , 6.50 ,,,
4494605,PREDNISONE 1MG TAB       , 7.00 ,,,
4494621,PREDNISONE 10MG TAB      , 6.36 ,,,
4494647,PREDNISONE 2.5MG TAB     , 7.00 ,,,
4494662,PREDNISONE 20MG TAB      , 9.98 ,,,
4494688,PREDNISONE 5MG TAB       , 7.00 ,,,
4494704,PREDNISONE 50MG TAB      , 8.61 ,,,
4494720,PRIMAQUINE PHOS 26.3MG   , 9.70 ,,,
4494738,PREGABALIN 25MG CAP      , 8.13 ,,,
4494746,PRIMIDONE 250MG TAB      , 10.56 ,,,
4494753,PREGABALIN 50MG CAP      , 6.50 ,,,
4494761,PRIMIDONE 50MG TAB       , 10.56 ,,,
4494779,PREGABALIN 100MG CAP     , 6.14 ,,,
4494787,PROBENECID 500MG TAB     , 11.08 ,,,
4494795,PREGABALIN 75MG CAP      , 20.00 ,,,
4494803,PROCAINAMIDE SR 250MG TAB, 10.56 ,,,
4494829,PROCAINAMIDE SR 500MG TAB, 7.00 ,,,
4494845,PROCAINAMIDE ER 750MG TAB, 10.56 ,,,
4494860,PROCAINAMIDE SR 1GM BID T, 10.46 ,,,
4494886,PROCAINAMIDE 250MG CAP   , 10.56 ,,,
4494902,PROCAINAMIDE 375MG CAP   , 10.56 ,,,
4494928,PROCAINAMIDE 500MG CAP   , 10.56 ,,,
4494944,PROCARBAZINE 50MG CAP    , 20.91 ,,,
4495009,AMYL/LIPASE/PRO ER27/5/17, 66.72 ,,,
4495010,TOLTERODINE 1MG TAB      , 6.34 ,,,
4495011,FLUDROCORTISONE 0.05MG TB, 5.00 ,,,
4495012,DIAZEPAM 2.5MG TAB       , 20.00 ,,,
4495013,DONEPEZIL 2.5 MG TAB     , 5.00 ,,,
4495016,PROGESTERONE 100MG CAP   , 5.00 ,,,
4495024,PROCHLORPERAZINE 10MG TAB, 13.10 ,,,
4495040,PROCHLORPERAZINE 5MG TAB , 11.95 ,,,
4495065,PROMETHAZINE 12.5MG TAB  , 10.56 ,,,
4495081,PROMETHAZINE 25MG TAB    , 10.56 ,,,
4495082,DARUNAV/COBIC 800-150MGTB, 96.87 ,,,
4495107,PROMETHAZINE 50MG TAB    , 10.56 ,,,
4495108,METOPROLOL ER 12.5MG TAB , 5.00 ,,,
4495109,PREPARATION H 57GM OINT  , 13.82 ,,,
4495123,PROPAFENONE 150MG TAB    , 10.73 ,,,
4495149,PROPAFENONE 300MG TAB    , 15.71 ,,,
4495164,PROPRANOLOL 60MG TAB     , 6.50 ,,,
4495180,PROPANTHELINE 15MG TAB   , 10.56 ,,,
4495206,PROPANTHELINE 7.5MG TAB  , 9.70 ,,,
4495207,ESOMEPRZL MAG TRIHYD 20MG, 7.48 ,,,
4495208,ESOMEPRZL MAG TRIHYD 40MG, 7.48 ,,,
4495263,PROPRANOLOL LA 80MG CAP  , 11.26 ,,,
4495289,PROPRANOLOL 10MG TAB     , 10.73 ,,,
4495305,PROPRANOLOL LA 120MG CAP , 13.39 ,,,
4495321,PROPRANOLOL LA 160MG CAP , 12.98 ,,,
4495347,PROPRANOLOL 20MG TAB     , 10.73 ,,,
4495354,GUANFACINE 1MG TAB       , 5.00 ,,,
4495362,PROPRANOLOL 40MG TAB     , 10.73 ,,,
4495370,GLYCOPYRROLATE 1MG TAB   , 5.00 ,,,
4495388,PROPRANOLOL LA 60MG CAP  , 9.14 ,,,
4495404,PROPRANOLOL 80MG TAB     , 11.95 ,,,
4495420,PROPYLTHIOURACIL 50MG TAB, 7.00 ,,,
4495446,PSEUDOEPH/TRIPROL 60/2.5 , 10.20 ,,,
4495479,HYOSCYAMINE 0.125MG TAB  , 5.00 ,,,
4495487,GUAIFEN/PSEUD 600/60MG   , 5.79 ,,,
4495503,PSEUDOEPHEDRINE 30MG TAB , 5.00 ,,,
4495529,PSEUDOEPHEDRINE 60MG TAB , 5.00 ,,,
4495545,PYRAZINAMIDE 500MG TAB   , 14.09 ,,,
4495552,PYRIDOSTIGMINE 60MG TAB  , 19.04 ,,,
4495560,VIT B6(PYRIDOXINE) 100MG , 7.00 ,,,
4495586,VIT B6(PYRIDOXINE) 25MG  , 7.00 ,,,
4495594,QUETIAPINE 50MG TAB      , 5.00 ,,,
4495602,VIT B6(PYRIDOXINE) 50MG  , 10.56 ,,,
4495610,QUETIAPINE FUM 25MG TAB  , 8.33 ,,,
4495628,PYRIMETHAMINE 25MG TAB   , 7.58 ,,,
4495636,QUETIAPINE FUM 100MG TAB , 13.12 ,,,
4495651,QUINAPRIL 10MG TAB       , 7.08 ,,,
4495669,QUINIDINE GLUC SR 324MG  , 12.66 ,,,
4495677,QUETIAPINE FUM 200MG TAB , 21.57 ,,,
4495685,QUINIDINE SULF SR 300MG  , 11.99 ,,,
4495693,QUINAPRIL 20MG TAB       , 6.17 ,,,
4495701,QUINIDINE SULF 200MG TAB , 8.73 ,,,
4495727,QUINIDINE SULF 300MG TAB , 10.56 ,,,
4495743,QUININE SULF 200MG CAP   , 7.00 ,,,
4495750,RISEDRONATE 35MG TAB     , 43.14 ,,,
4495768,QUININE SULF 325MG CAP   , 7.00 ,,,
4495776,RAMIPRIL 2.5MG CAP       , 6.01 ,,,
4495784,QUININE SULF 260MG TAB   , 7.00 ,,,
4495792,RAMIPRIL 5MG CAP         , 5.53 ,,,
4495800,RANITIDINE 150MG TAB     , 12.47 ,,,
4495818,ROPINIROLE 0.25MG TAB    , 5.23 ,,,
4495834,ROPINIROLE 1MG TAB       , 5.23 ,,,
4495842,RESERPINE 0.1MG TAB      , 7.00 ,,,
4495867,RESERPINE 0.25MG TAB     , 6.50 ,,,
4495883,RIFABUTIN 150MG CAP      , 24.09 ,,,
4495891,RISEDRONATE 5MG TAB      , 9.04 ,,,
4495909,RIFAMPIN 150MG CAP       , 20.75 ,,,
4495917,RISPERIDONE 0.5MG TAB    , 12.80 ,,,
4495925,RIFAMPIN 300MG CAP       , 23.85 ,,,
4495933,RISPERIDONE 0.25MG TAB   , 12.80 ,,,
4495941,RISPERIDONE 1MG TAB      , 14.83 ,,,
4495966,RISPERIDONE 2MG TAB      , 22.57 ,,,
4495982,RISPERIDONE 3MG TAB      , 27.48 ,,,
4496006,RISPERIDONE 4MG TAB      , 35.52 ,,,
4496014,ROSIGLITAZONE 2MG TAB    , 9.72 ,,,
