Procedure Code,Procedure Description,Price
22263,"ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE,EXT.RELEASE 12 HR MULTIPHASE",$91.38 
277143,"ASPIRIN 25 MG-DIPYRIDAMOLE 200 MG CAPSULE,EXT.RELEASE 12 HR MULTIPHASE",$52.36 
200313,REMIFENTANIL 1 MG INTRAVENOUS SOLUTION,$893.01 
252165,REMIFENTANIL 1 MG INTRAVENOUS SOLUTION,$893.01 
180758,CARVEDILOL 25 MG TABLET,$1.37 
186402,CARVEDILOL 25 MG TABLET,$0.63 
186849,CARVEDILOL 25 MG TABLET,$0.83 
180759,CARVEDILOL 25 MG TABLET,$1.37 
232996,CARVEDILOL 25 MG TABLET,$0.88 
21457,NORGESTIMATE 0.25 MG-ETHINYL ESTRADIOL 35 MCG TABLET,$8.15 
240664,NORGESTIMATE 0.25 MG-ETHINYL ESTRADIOL 35 MCG TABLET,$7.94 
234348,NORGESTIMATE 0.25 MG-ETHINYL ESTRADIOL 35 MCG TABLET,$7.94 
1729,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR",$120.51 
206819,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR",$2.46 
249360,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.20 
249361,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.20 
261496,"VENLAFAXINE ER 37.5 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.39 
179913,EPINEPHRINE 1 MG/ML NASAL SOLUTION,"$1,994.90 "
245839,EPINEPHRINE 1 MG/ML NASAL SOLUTION,$56.28 
186289,CARVEDILOL 6.25 MG TABLET,$0.63 
185048,CARVEDILOL 6.25 MG TABLET,$1.25 
180753,CARVEDILOL 6.25 MG TABLET,$1.37 
232994,CARVEDILOL 6.25 MG TABLET,$0.88 
180750,CARVEDILOL 6.25 MG TABLET,$1.37 
261994,CARVEDILOL 6.25 MG TABLET,$1.25 
261995,CARVEDILOL 6.25 MG TABLET,$1.25 
1725,"VENLAFAXINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR",$147.78 
206821,"VENLAFAXINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR",$3.00 
252762,"VENLAFAXINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.75 
252763,"VENLAFAXINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.75 
261497,"VENLAFAXINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.49 
4803,"BETAXOLOL 0.25 % EYE DROPS,SUSPENSION","$2,375.56 "
18353,IODINE STRONG (LUGOLS) 5 % ORAL SOLUTION,$749.95 
16108,AMINO ACID 10 % INTRAVENOUS SOLUTION,$349.68 
186401,CARVEDILOL 12.5 MG TABLET,$0.63 
186848,CARVEDILOL 12.5 MG TABLET,$0.83 
180757,CARVEDILOL 12.5 MG TABLET,$1.37 
232995,CARVEDILOL 12.5 MG TABLET,$0.88 
191429,LAMOTRIGINE 200 MG TABLET,$1.47 
213606,LAMOTRIGINE 200 MG TABLET,$2.21 
279472,LAMOTRIGINE 200 MG TABLET,$2.21 
186096,ROPINIROLE 1 MG TABLET,$3.15 
203950,ROPINIROLE 1 MG TABLET,$1.26 
256866,ROPINIROLE 1 MG TABLET,$5.96 
224583,ROPINIROLE 1 MG TABLET,$5.25 
213020,DONEPEZIL 5 MG TABLET,$4.60 
280210,DONEPEZIL 5 MG TABLET,$1.42 
256058,DONEPEZIL 5 MG TABLET,$1.43 
280211,DONEPEZIL 5 MG TABLET,$1.42 
1306,INDINAVIR 400 MG CAPSULE,$26.65 
8952,INSULIN GLARGINE (U-100) 100 UNIT/ML SUBCUTANEOUS SOLUTION,"$1,347.70 "
207968,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,$278.23 
252344,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,$278.23 
209631,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,$278.52 
252345,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,$278.23 
254889,CLONIDINE 0.1 MG/24 HR WEEKLY TRANSDERMAL PATCH,$278.23 
231832,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE FOR NEBULIZATION,"$1,375.82 "
254979,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE FOR NEBULIZATION,$473.45 
186238,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE FOR NEBULIZATION,"$1,375.82 "
248231,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE FOR NEBULIZATION,"$1,081.71 "
263565,TOBRAMYCIN 300 MG/5 ML IN 0.225 % SODIUM CHLORIDE FOR NEBULIZATION,$675.89 
6499,LOPINAVIR-RITONAVIR 400 MG-100 MG/5 ML ORAL SOLUTION,"$5,376.00 "
100747,FAT EMULSION 20 % INTRAVENOUS,$675.25 
264733,FAT EMULSION 20 % INTRAVENOUS,$675.25 
257516,"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",$2.84 
260138,"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",$2.37 
198656,"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",$2.84 
260139,"DIVALPROEX 250 MG TABLET,DELAYED RELEASE",$2.37 
89833,VANCOMYCIN 10 GRAM INTRAVENOUS SOLUTION,"$3,096.13 "
197196,VANCOMYCIN 10 GRAM INTRAVENOUS SOLUTION,"$3,118.13 "
123687,PHYTONADIONE (VITAMIN K1) 10 MG/ML INJECTION SOLUTION,$739.78 
252900,PHYTONADIONE (VITAMIN K1) 10 MG/ML INJECTION SOLUTION,$728.71 
230425,BENZOCAINE 20 % TOPICAL AEROSOL,$29.66 
16753,GOSERELIN 3.6 MG SUBCUTANEOUS IMPLANT,"$5,644.65 "
16229,LIDOCAINE (PF) 4 MG/ML (0.4 %) IN 5 % DEXTROSE IV (UW),$87.42 
230511,DANTROLENE 20 MG INTRAVENOUS SOLUTION,"$1,019.90 "
194735,DANTROLENE 20 MG INTRAVENOUS SOLUTION,"$1,291.49 "
207969,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.44 
209632,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.97 
245602,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.97 
252346,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.44 
252347,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.44 
256001,CLONIDINE 0.2 MG/24 HR WEEKLY TRANSDERMAL PATCH,$468.44 
89418,BENZOCAINE-MENTHOL 20 %-0.5 % TOPICAL AEROSOL,$34.71 
224922,DIPYRIDAMOLE 25 MG TABLET,$3.02 
150545,DIPYRIDAMOLE 25 MG TABLET,$4.17 
21271,DIPYRIDAMOLE 25 MG TABLET,$3.96 
258472,DIPYRIDAMOLE 25 MG TABLET,$3.02 
8504,PEDIATRIC MULTIVITAMIN NO.81 750 UNIT-35 MG-400 UNIT/ML ORAL DROPS,$71.50 
251150,"METOPROLOL SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",$10.21 
197921,"METOPROLOL SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",$7.87 
251151,"METOPROLOL SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",$10.21 
245691,"METOPROLOL SUCCINATE ER 50 MG TABLET,EXTENDED RELEASE 24 HR",$11.01 
223315,LEVETIRACETAM 500 MG TABLET,$3.45 
191152,LEVETIRACETAM 500 MG TABLET,$2.63 
258737,LEVETIRACETAM 500 MG TABLET,$4.13 
258736,LEVETIRACETAM 500 MG TABLET,$4.13 
188961,LEVETIRACETAM 500 MG TABLET,$6.12 
188962,LEVETIRACETAM 500 MG TABLET,$6.12 
193840,LEVETIRACETAM 500 MG TABLET,$4.13 
201616,LEVETIRACETAM 500 MG TABLET,$2.20 
16254,DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,$332.40 
186015,DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,$62.10 
120721,DIATRIZOATE MEGLUMINE-DIATRIZOATE SODIUM 66 %-10 % ORAL SOLUTION,$115.35 
115971,"HEPARIN (PORCINE) (PF) 2,000 UNIT/1,000 ML IN 0.9 % SODIUM CHLORIDE IV",$87.42 
261455,"HEPARIN (PORCINE) (PF) 2,000 UNIT/1,000 ML IN 0.9 % SODIUM CHLORIDE IV",$87.42 
17081,"HEPARIN (PORCINE) (PF) 2,000 UNIT/1,000 ML IN 0.9 % SODIUM CHLORIDE IV",$87.42 
2624,ONABOTULINUMTOXINA 100 UNIT SOLUTION FOR INJECTION,"$5,607.33 "
222325,TENECTEPLASE 50 MG INTRAVENOUS KIT,"$85,407.45 "
180697,RISPERIDONE 4 MG TABLET,$6.99 
247512,RISPERIDONE 4 MG TABLET,$2.36 
177779,ETHACRYNATE SODIUM 50 MG INTRAVENOUS SOLUTION,"$73,063.60 "
263148,ETHACRYNATE SODIUM 50 MG INTRAVENOUS SOLUTION,"$55,366.00 "
274684,ETHACRYNATE SODIUM 50 MG INTRAVENOUS SOLUTION,"$55,366.00 "
287560,ETHACRYNATE SODIUM 50 MG INTRAVENOUS SOLUTION,"$55,351.43 "
63063,MICROFIBRILLAR COLLAGEN HEMOSTAT TOPICAL POWDER IN PACKET,$987.00 
249520,"TOLTERODINE ER 4 MG CAPSULE,EXTENDED RELEASE 24 HR",$67.50 
2097,"TOLTERODINE ER 4 MG CAPSULE,EXTENDED RELEASE 24 HR",$127.76 
263962,"TOLTERODINE ER 4 MG CAPSULE,EXTENDED RELEASE 24 HR",$47.20 
20478,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION,$36.00 
281162,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION,$825.00 
281163,INDIGOTINDISULFONATE SODIUM 8 MG/ML (0.8 %) INJECTION SOLUTION,$825.00 
185341,GLATIRAMER 20 MG/ML SUBCUTANEOUS SYRINGE,"$2,212.46 "
194088,LACOSAMIDE 100 MG TABLET,$141.37 
237330,LACOSAMIDE 100 MG TABLET,$155.51 
195423,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$5.75 
196458,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$4.78 
196457,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$4.78 
260141,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$6.30 
260140,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$6.30 
990,MYCOPHENOLATE MOFETIL 250 MG CAPSULE,$94.46 
1444,IMIPENEM-CILASTATIN 500 MG INTRAVENOUS SOLUTION,$475.73 
2063,TOLTERODINE 1 MG TABLET,$75.16 
236475,TOLTERODINE 1 MG TABLET,$27.80 
231837,TOLTERODINE 1 MG TABLET,$27.80 
249110,TOLTERODINE 1 MG TABLET,$20.86 
267985,TOLTERODINE 1 MG TABLET,$27.80 
52117,"EPINEPHRINE 0.15 MG/0.3 ML INJECTION,AUTO-INJECTOR","$4,433.73 "
276414,"EPINEPHRINE 0.15 MG/0.3 ML INJECTION,AUTO-INJECTOR","$2,185.50 "
276415,"EPINEPHRINE 0.15 MG/0.3 ML INJECTION,AUTO-INJECTOR","$2,185.50 "
91119,METHACHOLINE CHLORIDE 100 MG SOLUTION FOR INHALATION,$501.17 
4813,"BRINZOLAMIDE 1 % EYE DROPS,SUSPENSION","$2,184.39 "
227903,ALDESLEUKIN 22 MILLION UNIT INTRAVENOUS SOLUTION,"$36,423.49 "
12634,FLUCYTOSINE 250 MG CAPSULE,$806.87 
218600,DONEPEZIL 10 MG TABLET,$1.58 
218597,DONEPEZIL 10 MG TABLET,$1.58 
260073,DONEPEZIL 10 MG TABLET,$1.49 
256059,DONEPEZIL 10 MG TABLET,$1.43 
278879,DONEPEZIL 10 MG TABLET,$1.42 
278880,DONEPEZIL 10 MG TABLET,$1.42 
21382,WARFARIN 10 MG (DYE ALLERGY) TABLET,$5.46 
186248,"CARBAMAZEPINE ER 100 MG TABLET,EXTENDED RELEASE,12 HR",$13.44 
136681,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION,"$1,542.97 "
220616,IODIXANOL 320 MG IODINE/ML INTRAVENOUS SOLUTION,"$1,542.97 "
197923,SUMATRIPTAN 25 MG TABLET,$18.61 
206330,SUMATRIPTAN 25 MG TABLET,$18.61 
197929,SUMATRIPTAN 25 MG TABLET,$19.88 
198152,SUMATRIPTAN 25 MG TABLET,$10.91 
232684,SUMATRIPTAN 25 MG TABLET,$19.88 
1950,DINOPROSTONE 20 MG VAGINAL SUPPOSITORY,"$23,185.79 "
2457,IOTHALAMATE MEGLUMINE 17.2 % URETHRAL SOLUTION,$103.75 
273148,IOTHALAMATE MEGLUMINE 17.2 % URETHRAL SOLUTION,$101.25 
180763,ALENDRONATE 70 MG TABLET,$14.26 
198222,TACROLIMUS 5 MG CAPSULE,$136.50 
215581,TACROLIMUS 5 MG CAPSULE,$136.50 
222878,TACROLIMUS 5 MG CAPSULE,$44.71 
238113,RIZATRIPTAN 10 MG TABLET,$58.34 
238114,RIZATRIPTAN 10 MG TABLET,$58.34 
238220,RIZATRIPTAN 10 MG TABLET,$87.29 
240408,RIZATRIPTAN 10 MG TABLET,$15.75 
240409,RIZATRIPTAN 10 MG TABLET,$15.71 
33140,"ESMOLOL 2,500 MG/250 ML (10 MG/ML) IN SODIUM CHLORIDE (ISO-OSMOTIC) IV","$6,815.12 "
177792,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$58.28 
188208,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$61.20 
231933,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$61.20 
186995,CIPROFLOXACIN 400 MG/200 ML IN 5 % DEXTROSE INTRAVENOUS PIGGYBACK,$37.89 
21620,DEXTROSE 40 % ORAL GEL,$12.60 
189416,DEXTROSE 40 % ORAL GEL,$12.60 
234541,ETHACRYNIC ACID 25 MG TABLET,$256.66 
259929,PHENOBARB-HYOSCY-ATROPINE-SCOP 16.2 MG-0.1037 MG-0.0194 MG/5 ML ELIXIR,"$14,933.52 "
54040,GADOPENTETATE DIMEGLUMINE 7.5 MMOL/15 ML (469.01 MG/ML) IV SYRINGE,$345.00 
100287,ASCORBIC ACID (VITAMIN C) 500 MG/ML INJECTION SOLUTION,"$1,318.59 "
165995,CEFOTETAN 1 GRAM SOLUTION FOR INJECTION,$280.19 
17265,AMINO ACID 4.25 % IN 10 % DEXTROSE INTRAVENOUS SOLUTION,$610.50 
190423,SUMATRIPTAN 5 MG/ACTUATION NASAL SPRAY,$376.40 
190424,SUMATRIPTAN 5 MG/ACTUATION NASAL SPRAY,$376.40 
5371,DOFETILIDE 250 MCG CAPSULE,$109.13 
272301,DOFETILIDE 250 MCG CAPSULE,$71.86 
204050,ACARBOSE 50 MG TABLET,$4.83 
186103,ACARBOSE 50 MG TABLET,$5.36 
262761,ACARBOSE 50 MG TABLET,$4.91 
243638,DOLUTEGRAVIR 50 MG TABLET,$580.17 
251155,MOXIFLOXACIN 400 MG TABLET,$170.23 
251154,MOXIFLOXACIN 400 MG TABLET,$170.23 
252354,MOXIFLOXACIN 400 MG TABLET,$112.03 
250191,MOXIFLOXACIN 400 MG TABLET,$30.89 
250025,MOXIFLOXACIN 400 MG TABLET,$30.89 
213250,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
103971,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
103970,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
222304,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
237193,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
283994,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$94.71 
228925,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$72.85 
287031,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$49.54 
283993,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$94.71 
287030,PANTOPRAZOLE 40 MG INTRAVENOUS SOLUTION,$49.54 
1727,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$160.97 
217890,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.23 
206822,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$4.70 
218218,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.23 
218216,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$5.23 
206823,"VENLAFAXINE ER 150 MG CAPSULE,EXTENDED RELEASE 24 HR",$3.87 
197930,SUMATRIPTAN 50 MG TABLET,$18.48 
232685,SUMATRIPTAN 50 MG TABLET,$18.48 
201910,SUMATRIPTAN 50 MG TABLET,$18.61 
197925,SUMATRIPTAN 50 MG TABLET,$18.61 
198153,SUMATRIPTAN 50 MG TABLET,$10.91 
1948,METHYLPREDNISOLONE SODIUM SUCCINATE 2 GRAM INTRAVENOUS SOLUTION,"$1,325.29 "
5369,DOFETILIDE 125 MCG CAPSULE,$109.13 
272302,DOFETILIDE 125 MCG CAPSULE,$71.86 
3377,FELBAMATE 400 MG TABLET,$124.64 
2594,FLUOROMETHOLONE 0.1 % EYE OINTMENT,"$1,114.01 "
19836,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,"$4,758.71 "
264943,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,"$1,202.03 "
246240,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,"$1,859.87 "
283028,ADENOSINE (DIAGNOSTIC) 3 MG/ML INTRAVENOUS SOLUTION,"$2,855.58 "
242414,DESFLURANE 100 % INHALATION LIQUID,$984.00 
242413,DESFLURANE 100 % INHALATION LIQUID,$984.00 
270063,METHYLERGONOVINE 0.2 MG TABLET,$653.63 
219084,METHYLERGONOVINE 0.2 MG TABLET,$564.41 
91368,PIOGLITAZONE 45 MG TABLET,$225.44 
233979,PIOGLITAZONE 45 MG TABLET,$4.90 
240548,PIOGLITAZONE 45 MG TABLET,$6.38 
252425,PIOGLITAZONE 45 MG TABLET,$2.02 
22875,METHYLPREDNISOLONE 4 MG TABLETS IN A DOSE PACK,$251.37 
25206,METHYLPREDNISOLONE 4 MG TABLETS IN A DOSE PACK,$252.04 
193844,TOPIRAMATE 25 MG TABLET,$1.79 
193845,TOPIRAMATE 25 MG TABLET,$1.79 
236783,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,"$1,284.63 "
236784,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,"$1,284.63 "
21181,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,"$1,552.88 "
241958,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,"$1,168.52 "
241959,COSYNTROPIN 0.25 MG SOLUTION FOR INJECTION,"$1,168.52 "
190420,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$109.64 
190763,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$94.71 
191833,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$53.62 
190842,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$53.19 
248097,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$70.67 
228114,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$70.67 
239302,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$65.57 
239303,ROCURONIUM 10 MG/ML INTRAVENOUS SOLUTION,$65.57 
196696,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$316.47 
245859,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$411.32 
256277,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$95.73 
272066,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$87.42 
287486,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$411.32 
256278,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$95.73 
249213,ROPIVACAINE (PF) 5 MG/ML (0.5 %) INJECTION SOLUTION,$92.23 
180601,RISPERIDONE 0.25 MG TABLET,$17.67 
247509,RISPERIDONE 0.25 MG TABLET,$1.75 
123787,NAFCILLIN 10 GRAM SOLUTION FOR INJECTION,"$1,617.58 "
104218,NAFCILLIN 10 GRAM SOLUTION FOR INJECTION,"$1,617.58 "
37036,"SULFACETAMIDE 10 %-PREDNISOLONE 0.2 % EYE DROPS,SUSPENSION","$1,060.98 "
56326,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$5.96 
17903,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$5.38 
275606,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$6.41 
198801,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$5.62 
198802,PHENYTOIN SODIUM EXTENDED 100 MG CAPSULE,$5.62 
5376,PHENYTOIN 50 MG CHEWABLE TABLET,$18.87 
239755,PHENYTOIN 50 MG CHEWABLE TABLET,$6.59 
239756,PHENYTOIN 50 MG CHEWABLE TABLET,$6.59 
186968,MEPIVACAINE 1 % (10 MG/ML) INJECTION SOLUTION,$110.01 
4227,PREDNISONE 5 MG/ML ORAL CONCENTRATE,"$1,364.90 "
270883,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,$8.77 
53039,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,$8.82 
271663,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,$8.82 
256675,DOXYCYCLINE MONOHYDRATE 100 MG CAPSULE,$8.81 
1028,CAPECITABINE 500 MG TABLET,$474.46 
255269,CAPECITABINE 500 MG TABLET,$368.67 
255268,CAPECITABINE 500 MG TABLET,$368.67 
226270,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$637.03 
257786,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$362.19 
257785,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$362.19 
281864,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$356.97 
246595,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$672.56 
281866,FONDAPARINUX 2.5 MG/0.5 ML SUBCUTANEOUS SOLUTION SYRINGE,$356.97 
196454,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$3.31 
7015,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$67.55 
268567,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$5.10 
194891,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$3.31 
261302,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$3.04 
272799,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$3.05 
272798,"DIVALPROEX 500 MG TABLET,DELAYED RELEASE",$3.04 
59592,ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERMAL PATCH,$148.30 
266428,ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERMAL PATCH,$95.23 
258074,ESTRADIOL 0.05 MG/24 HR SEMIWEEKLY TRANSDERMAL PATCH,$95.23 
229179,NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,$322.58 
266358,NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,$293.44 
200954,NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,$509.95 
266359,NICARDIPINE 25 MG/10 ML INTRAVENOUS SOLUTION,$293.44 
3379,FELBAMATE 600 MG TABLET,$142.84 
226636,OLANZAPINE 2.5 MG TABLET,$2.06 
228265,OLANZAPINE 2.5 MG TABLET,$4.62 
228266,OLANZAPINE 2.5 MG TABLET,$4.62 
136652,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$348.38 
136655,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$823.00 
136653,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$454.00 
172161,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$454.00 
272754,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$231.75 
229392,IOHEXOL 300 MG IODINE/ML INTRAVENOUS SOLUTION,$208.20 
194181,LIOTHYRONINE 5 MCG TABLET,$6.72 
285419,LIOTHYRONINE 5 MCG TABLET,$15.88 
222340,QUETIAPINE 100 MG TABLET,$4.94 
253586,QUETIAPINE 100 MG TABLET,$5.27 
247362,QUETIAPINE 100 MG TABLET,$4.94 
283152,QUETIAPINE 100 MG TABLET,$4.94 
4182,DEXAMETHASONE 1 MG/ML DROPS (CONCENTRATE),$250.43 
180695,RISPERIDONE 3 MG TABLET,$6.58 
189363,RISPERIDONE 3 MG TABLET,$9.56 
180613,RISPERIDONE 3 MG TABLET,$40.44 
189364,RISPERIDONE 3 MG TABLET,$9.56 
248322,RISPERIDONE 3 MG TABLET,$2.12 
123399,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,$5.25 
235892,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,$4.75 
235893,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,$4.90 
281619,GUAIFENESIN 100 MG/5 ML ORAL LIQUID,$5.50 
16226,"HEPARIN 25,000 UNITS/500 ML D5W FOR IMPELLA PURGE (UW)",$131.13 
123646,"HEPARIN 25,000 UNITS/500 ML D5W FOR IMPELLA PURGE (UW)",$80.14 
64451,PROCARBAZINE 50 MG CAPSULE,"$1,028.16 "
232993,CARVEDILOL 3.125 MG TABLET,$0.88 
82519,FERRIC SUBSULFATE 259 MG/G TOPICAL SOLUTION,$97.50 
49085,MAGNESIUM SULFATE (LAXATIVE) 495 MG/5 GRAM ORAL GRANULES,$13.62 
104630,FLUORESCEIN 1 MG EYE STRIPS,$0.88 
176601,FLUORESCEIN 1 MG EYE STRIPS,$0.75 
176600,FLUORESCEIN 1 MG EYE STRIPS,$0.87 
286220,FLUORESCEIN 1 MG EYE STRIPS,$0.87 
20591,TRACE ELEMENTS CR-CU-MN-SE-ZN 10 MCG-1 MG-0.5 MG-60 MCG-5MG/ML IV SOLN,$324.19 
196945,LAMOTRIGINE 25 MG TABLET,$1.25 
193134,LAMOTRIGINE 25 MG TABLET,$1.25 
191426,LAMOTRIGINE 25 MG TABLET,$0.63 
196946,LAMOTRIGINE 25 MG TABLET,$1.25 
193133,LAMOTRIGINE 25 MG TABLET,$1.25 
196695,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$562.41 
197931,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,$593.00 
256682,ROPIVACAINE (PF) 2 MG/ML (0.2 %) INJECTION SOLUTION,"$1,124.81 "
