BarCdmID,Name,BillDescription,Amount,Category,CPT Modifier Code 1,CPT Modifier Code 2,CPT Multiplier,EffectiveDate,Expression 1,Expression 2,Expression 3,Expression 4,Expression 5,Expression 6,HCPCS Modifier Code 1,HCPCS Modifier Code 2,HCPCS Multiplier,MC Indicator,NDC,OD 1,OD 2,OD 3,OD 4,OD 5,OD 6,OD Value 1,OD Value 2,OD Value 3,OD Value 4,OD Value 5,OD Value 6,Override Expression 1,Override Expression 2,Override Expression 3,Override Expression 4,Override Expression 5,Override Expression 6,Professional GL Override
70116123,Blue Mussel IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115780,"Plt Abs Direct,IgM",Ab ID;Platelet Ig Assay,171.60,030x,,,,06/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70106039,Antigen Screen 5/Ext Pheno,BLOOD TYPE ANTIGEN DONOR EA,381.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70103023,"RAST SheepSorrel Allergen, IgE",Allergen SheepSorrel Qn/SemIgE,27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115779,"Plt Abs Direct,IgG",Ab ID;Platelet Ig Assay,171.60,030x,,,,06/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101379,Coxsackie B Type 3,,27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115679,MSH2 IHC  Tumor,MSH2 Tumor Immunohistochem,510.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100897,Bile Acids Fract/Total     Qst,Bile Acids,624.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116169,Baker/Brewer's Yeast IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109223,HSV Igm Ab Screen,,140.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100657,HTLV Antibody I/Ii -Quest,Htlv Antibody,195.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115794,"Jo-1 Ab, IgG",ENA Any Method,134.00,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104743,Porphyrins:Qualitative:Urine,,441.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70103819,Bordetella Ab FHA IgG,,397.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104172,"HSV 2 Igm, Ifa     Quest 17369",Hsv Type 2,92.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100786,IHC  Her-2 Clarient,Ihc Her-2,1341.00,031x,59,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100641,Isohemagglutinin Titer A1 Qst,Isohemagglutinin Titer A1,549.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100698,N.Meningitidis Igg Serogrpw135,,61.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100479,Folate Serum,,129.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100806,H.Pylori Ab IgM,H.Pylori Antibody IgM,336.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100538,Direct If Fibrinogen Dep  Mayo,Direct If Fibrinogen Dep,153.00,031x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70100285,MOL  Cyto In Situ Hybrid 1,Molecular Cytology 1,142.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70106061,"Common Ragweed, Allergen, IgE","Allergen,Ragweed Qn/SemiQn IgE",27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109840,Heavy Metals Screen,,725.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116233,Immunglobulin A Subclass 2,Immunoglobulin subclasses each,150.00,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100431,Osmolality:Urine,,222.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115840,"Culture, Herpes Simplex Virus",Virus Isolate; Tis Cult Inoc,234.00,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100368,Phosphatase Alkaline -Quest,Phosphatase Alkaline,160.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115645,CTropicalis AmpProbe DNA,CTropicalis AmpProbe DNA,61.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115648,Lactobacillus sp DNA - Quest,"Lacto sp, Inf agent det by na",167.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101054,Haemophilus Panel,,173.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109700,Antibody Screen,,138.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116305,"Filaria Ab IgG4 by ELISA,Serum",Ab; Helminth NES,495.60,030x,,,,11/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70112516,Egfr Viii By Pcr      Clarient,Egfr Viii By Pcr,344.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100200,Estrogens Fractionated,,226.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101630,Phenotype Analysis Drug #16,,591.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100714,Hematocrit,,78.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101072,F Cll Probe #1   Mpl,IN SITU Hybridization,1155.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104248,5-Nucleotidase,,117.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100349,Lymphocytic Choriomeningitis,,64.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100553,MOL  Cytogenetics: DNA Probe 1,,151.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115771,Drug Test Prsmv Chem Analyzr,Drug Abuse Panel 9 w Conf,447.36,030x,,,,04/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100042,PTT,,109.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104259,Porphobilinogen-Quan,,427.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104210,Amidarone and Metabolite,Quantitative Assay Drug,156.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100480,Vitamin B-12 Level,,97.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70105090,Surg Spec Level 4,,211.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100895,Ova Parasite Aspirate,,133.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109300,"Rast, Carrot","Allergen,Carrot Qn/SemiQn Ige",100.00,030x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70116329,CASPR2 Ab IgG Screen by IFA,Fluorescent Ab; Scrn Ea Ab,624.00,030x,,,,12/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115823,Influenza A Virus Ab IgG,Antibody; influenza virus,85.80,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110226,OJ Auto Abs,,612.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100519,HIV-1 Dns Qual Pcr         Qst,,676.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116171,Yellow Jacket Venom IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116153,Sesame Seed IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115861,Citrate,Citrate,70.00,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100209,Alpha 1 Antitrypsin,,228.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100696,N.Meningitidis Igg Serogrp C,,61.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100974,F Egr1 Probe #1    Mpl,IN SITU Hybridization,1677.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115019,Lipoprotein High Resolution,,292.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100777,Somatostatin   (Quest),Somatostatin,799.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116225,"Fecal Fat, Quant 72-hr","Fat or lipids, feces; quant",390.00,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109600,IGG  Index,,178.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109716,Chlamydia Trach Probe Amp,,220.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70103017,RAST Birch Tree,"Allergen,Birch Qnt/semiQnt IgE",27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101078,Jcv Ab Inhibition Assay    Qst,Jcv Ab Inhibition Assay,794.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110028,Flow Cyto: Cell Marker 10,,150.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116277,Lymph Response to Tetanus,Lymphocyte Mitogen Response,496.00,030x,,,,11/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109958,LIQUID BASED PAP,CP CERV/VAG ATL MANL SCRN,72.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70102675,"Endomysial Antibody, IgG",Fluorescent Antibody Titer Ea,390.00,030x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70115832,"HSV Type 1 Ab, IgG","Ab; herpes simplex, type 1",234.00,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100096,Oligoclonal Banding,,327.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70105066,Mucicarmine,,150.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116312,Poliovirus Ab Type 1,Antibody; enterovirus,234.00,030x,,,,12/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100001,RPR; non-treponemal Qual,,38.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70106081,"D Farinae Mite, Allergen, IgE","Allergen,DFarinaeMite Qn/S IgE",27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100990,F Brc Abl Probe #2   Mpl,IN SITU Hybridization,1677.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115906,"Cocaine Metabolite, Se/Pl, Qnt",Cocaine,468.00,030x,,,,07/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70110032,Flow Cyto: Cell Marker 14,,150.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115702,PDGFR Beta IHC,PDGFR Beta Tumor IHC,270.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116223,"Fecal Fat, Quant 24-hr","Fat or lipids, feces; quant",312.00,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110342,IGG  Subclass 3,,124.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101445,P/Q Type Calcium Channel Ab,,500.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110090,Homocysteine,,248.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70102565,"Cholesterol, Body Fluid",,80.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116318,"GM1 Antibody, IgG",Immunoassay Nonantibody,156.00,030x,,,,12/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104095,Cortisol Free,,469.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100847,Rnp Antibody         Qst 19887,Rnp Antibody,110.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100071,CBC Without DIFF-AUTOM PLTLT,,35.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116193,Ampicillin IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104296,Stone Analysis,,530.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115925,Chrom Anal Periph Bld Tis Cult,Tissue Culture; Lymphocyte,750.00,031x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100772,IA Multiple Step Method,,532.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100532,Wet Prep (Bact:Fungi),,146.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104108,Cystine-Urn 24Hr,,789.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101390,Herpes Virus 6 DNA Qualitative,,938.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109924,B.Quintana Igg,,127.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100841,Total Iga          (Qst 31488),Total Iga,178.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109220,Limulus Amebocyte Lysate (Lal),,620.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100196,Procainamide: Total,,1233.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104148,Hepatitis B Core AB IgM,,313.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104218,Rubeola,,121.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70108496,Phosphorous Inorg-QstCathrtics,Phosphate-Inorg Phosphorous,287.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100332,Haloperidol  Quest  564,Haloperidol,452.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100621,Phlebotomy Therapeutic,,401.00,094x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110105,CultureAerobic:Qnt (Not Urine),,392.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116038,Flow Cytometry Ea Add Marker16,Flow Cytometry Ea Addtl Marker,150.00,031x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101097,Cyp2C9 (Warf Geno),Cyp2C9,2246.00,030x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70109960,Coxsackie Ab,Coxsackie B Ab,155.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70112514,MSI By PCR           Clarient,MSI By Pcr,1440.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116028,Flow Cytometry Ea Add Marker 6,Flow Cytometry Ea Addtl Marker,150.00,031x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116259,C. trachomatis IgG Titer,Antibody; Chlamydia,78.00,030x,,,,11/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110268,NVP Tissue Culture: Add'L,,292.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100434,Factor II Activity - Qst,Factor II Activity Clotting,355.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115988,"Smith (ENA) Antibody, IgG",ENA Any Method,117.00,030x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100124,Antigliadin Igg Elisa,Antigliadin Igg,425.00,030x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70100833,Potassium: Stool,,164.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100469,HCG: Quantitative,,52.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110135,Fibronectin: Fetal,,681.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70104989,T3: Reverse,,255.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101378,Coxsackie B Type 2,,27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109965,Coxsackie Ab,Coxsackie B Ab,144.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100336,Creatinine Random Urine-Quest,Creatinine Random Urine,78.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70105099,FNA Interp & Report,,204.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70105061,Histiology Stain Group 1,,141.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110085,Salmonella Antibody,,310.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115689,KRAS Mutation Analysis,KRAS Mutation Gene Analysis,2658.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100679,ACHR  Blocking Ab -Quest,Achr Blocking Ab,1047.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109264,TPMT  Enz Activity Rbc  Promet,Tpmt Enzyme Activity Rbc,466.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115903,"Barbiturates, Se/Pl, Quant",Barbiturates,416.00,030x,,,,07/01/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70102037,Gtt Each Additional Hour 1,Gtt Each Additional Hour,48.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115819,Echovirus Antibody Type 11,Antibody; Enterovirus,145.60,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70102643,Cyclic Citrullinated Peptide,,364.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116311,IDH2 common variants,IDH2 common variants,1060.00,031x,,,,11/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116138,Gluten IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115942,Soybean IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70105007,Gram Pos & Neg Bacteria,Gram Positive And Neg Bacteria,184.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70118468,Column Chromatography/Ms Quani,,466.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100236,FSH,,128.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100945,Chromosome Analys-Cyto Bm Mpl,Chromosome Analysis,2883.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116330,LGI1 Ab IgG Titer by IFA,Fluorescent Ab; Titer Ea Ab,1300.00,030x,,,,12/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115847,Pneumo Serotype 6B IgG,IA Infectious Agent Ab Quan,21.50,030x,,,,07/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109910,Reticulocyte Count Manual,,281.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70114000,Prothrombin Mutation Analysis,,565.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100024,Phosphorus,,84.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100781,Triglycerides -Quest Vap,Triglycerides,252.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101631,Phenotype Analysis Drug #17,,591.00,030x,,,,07/02/2018,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,
70108557,Fluoride,,1302.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100613,COOMBS: IND TITER EA ANTIBODY,,191.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70110221,PL-7 Auto Abs,,612.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70109655,Giardia Ia By Eia,,186.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100543,MOL  Cytogenetics: DNA Probe 6,,151.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101087,Brac 1/2 Analysis Myriad,Brac 1/2,288.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116337,"Sodium, Stool",Sodium; other source,109.20,030x,,,,12/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101318,Glycomark,Sugars;Single Quan Ea Specimen,507.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101380,Coxsackie B Type 4,,27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100410,Metanephrines Frac Pl -Quest,Metanephrines,923.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100978,F Her2 Probe #2  Mpl,IN SITU Hybridization,1677.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100756,Estrone 16-Alphahydrox (Quest),Estrone 16-Alpha-Hydroxesteron,1195.00,030x,91,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116100,"B. pertussis Ab, IgA by IB",Antibody; Bordetella,249.60,030x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115963,Reptilase Time - ARUP,Reptilase time,234.00,030x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70103016,RAST Bahia Grass,"Allergen,Bahia grass,Qnt/semiQ",27.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70101642,IA INF AGENT AB QNT Serotype 3,,116.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100685,CMV Rapid - Quest #2627,CMV Rapid Test,211.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70100103,Gentamycin Assay,,157.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70115675,HER2 IHC  Tumor,HER2 Tumor Immunohistochem,500.00,031x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70108497,Magnesium - Quest Cathartics,Magnesium,117.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116026,Flow Cytometry Ea Add Marker 4,Flow Cytometry Ea Addtl Marker,150.00,031x,,,,08/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70116182,Cheddar Cheese IgE,"Allg Spec IgE,Crude Xtrc Ea",49.14,030x,,,,09/01/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
70112508,Jak2(Ffpe)            Clarient,Jak2(Ffpe),298.00,030x,,,,07/02/2018,TESTS,,,,,,,,,N,,D,,,,,,1,,,,,,,,,,,,
