Item ID,Item Description, Item Charge 
4307551,Dexamethasone Elix 500 MCG/5 ML UDCUP, $5.00 
4307554,risperiDONE 250 MCG TAB, $5.00 
4307555,Modafinil 100 MG TAB, $16.83 
4307558,Divalproex Sprinkle 125 MG CAP, $5.00 
4307559,Fenoldopam 20 MG/2 ML AMP," $6,701.97 "
4307560,Thyrotropin Alfa 1.1 MG VIAL," $6,224.21 "
4307561,Glycerin 473 ML BOT, $142.32 
4307562,Povidone-Iodine 10% Solution 946 ML BOT, $73.52 
4307563,Cefepime 1000 MG VIAL, $47.31 
4307564,Pantoprazole 40 MG VIAL, $30.20 
4307566,fentaNYL Transmucosal System 200 MCG LOZ, $40.59 
4308000,Donepezil 5 MG TAB, $5.00 
4308001,Metoprolol 50 MG TAB, $5.00 
4308002,Metoprolol 100 MG TAB, $5.00 
4308003,Glycopyrrolate 400 MCG/2 ML VIAL, $74.94 
4308004,Donepezil 10 MG TAB, $5.00 
4308005,Potassium Phos/Sodium Phos 1 UDPKT UDPKT, $5.00 
4308006,Propranolol 20 MG TAB, $5.00 
4308008,Estradiol Transdermal 0.05 MG/DAY PATCH, $128.16 
4308009,Estradiol Transdermal 0.1 MG/DAY PATCH, $118.66 
4308021,Nalbuphine 10 MG/ML AMP, $32.78 
4308022,Theophylline ERT 300 MG TAB.SA, $27.40 
4308025,EPINEPHrine 1 MG/10 ML SYR, $41.14 
4308026,Atropine 1 MG/10 ML SYR, $82.27 
4308027,Lithium Citrate Soln 300 MG/5 ML ML, $5.00 
4308028,ceFAZolin 500 MG VIAL, $20.00 
4308029,Terbutaline 1 MG/ML AMP, $20.00 
4308031,Theophylline ERT 100 MG TAB.SA, $5.00 
4308032,Metaproterenol Syrup 10 MG/5 ML ML, $5.00 
4308038,Ibuprofen 600 MG TAB, $5.00 
4308039,Ketoconazole 2% Cr 15 GM TUBE, $169.12 
4308045,Sodium Chloride 1 GM TAB, $5.00 
4308050,Pancuronium 10 MG/10 ML VIAL, $42.75 
4308054,Furosemide 80 MG TAB, $5.00 
4308055,Furosemide 40 MG/4 ML VIAL, $20.00 
4308062,Etidronate 200 MG TAB, $22.58 
4308063,Minoxidil 10 MG TAB, $5.00 
4308067,Ketoprofen 75 MG CAP, $5.00 
4308070,Theophylline ERT 200 MG TAB.SA, $5.00 
4308075,Mexiletine 150 MG CAP, $5.00 
4308076,Mexiletine 200 MG CAP, $5.42 
4308077,Mexiletine 250 MG CAP, $5.00 
4308079,vinCRIStine 2 MG/2 ML VIAL, $50.00 
4308086,Sodium Chloride 0.9% 50 ML BAG, $73.80 
4308088,Acetylcysteine 20% Soln 2 G/10 ML VIAL.NEB, $57.12 
4308089,Imipenem/Cilastatin 250 MG VIAL, $56.34 
4308090,Imipenem/Cilastatin 500 MG VIAL, $101.46 
4308091,Pyrazinamide 500 MG TAB, $15.75 
4308092,"Estrogens, Conjugated (Equine) 900 MCG TAB", $42.72 
4308093,Verapamil 80 MG TAB, $5.00 
4308094,Verapamil 120 MG TAB, $5.00 
4308095,Medium Chain Triglyceride Oil 1 ML ML, $5.00 
4308098,Atenolol 50 MG TAB, $5.00 
4308099,Atenolol 100 MG TAB, $5.00 
4308100,Piroxicam 10 MG CAP, $6.46 
4308101,Piroxicam 20 MG CAP, $8.22 
4308103,Diflunisal 500 MG TAB, $7.86 
4308106,Loxapine 5 MG CAP, $5.00 
4308107,Atracurium 50 MG/5 ML VIAL, $59.84 
4308108,Rocuronium 50 MG/5 ML VIAL, $21.99 
4308109,risperiDONE 1 MG TAB, $5.00 
4308110,Albuterol 2 MG TAB, $20.54 
4308111,Albuterol 4 MG TAB, $30.61 
4308112,Pilocarpine 1% Ophth Drops 15 ML BOT, $628.70 
4308113,ALPRAZolam 250 MCG TAB, $5.00 
4308114,ALPRAZolam 500 MCG TAB, $5.00 
4308115,ALPRAZolam 1 MG TAB, $5.00 
4308116,risperiDONE 3 MG TAB, $5.00 
4308117,Sotalol 80 MG TAB, $5.00 
4308118,Sotalol 240 MG TAB, $5.00 
4308120,Salsalate 750 MG TAB, $14.32 
4308121,Enoxaparin 30 MG/0.3 ML SYR, $27.84 
4308122,Calcium Carbonate/Sodium Fluor 1 CAP CAP, $5.00 
4308123,NIFEdipine CC 30 MG TAB.SA, $5.00 
4308124,Ketoconazole 200 MG TAB, $5.15 
4308125,NIFEdipine CC 60 MG TAB.SA, $11.97 
4308127,Dicloxacillin 500 MG CAP, $7.04 
4308129,Fluocinonide 0.05% Oint 15 GM TUBE, $202.08 
4308130,Chlorthalidone 25 MG TAB, $6.32 
4308131,NIFEdipine CC 90 MG TAB.SA, $6.37 
4308132,clonazePAM 1 MG TAB, $5.00 
4308133,clonazePAM 500 MCG TAB, $5.00 
4308135,Medication Cassette 50 ML RESEVOIR, $39.94 
4308136,Medication Cassette 100 ML RESEVOIR, $68.16 
4308137,Medication Cass 45IN Extension 1 SET SET, $26.13 
4308138,ceFAZolin 1 Gram / 20 MG/ML BAG, $27.91 
4308139,Aztreonam 1 Gram / 20 MG/ML BAG, $272.75 
4308140,Ascorbic Acid ERC 500 MG CAP.SA, $5.00 
4308142,Neonatal Trace Metals 2 ML VIAL, $53.87 
4308145,cefTAZidime 1 Gram / 20 MG/ML BAG, $99.63 
4308146,cefTRIAXone 1 Gram / 20 MG/ML BAG, $72.57 
4308147,Isoniazid 100 MG TAB, $5.00 
4308149,Trimethoprim 100 MG TAB, $5.00 
4308151,Flecainide 100 MG TAB, $5.00 
4308153,Enalapril 5 MG TAB, $5.00 
4308154,Enalapril 10 MG TAB, $5.00 
4308155,Cefuroxime 750 MG / 15 MG/ML BAG, $20.32 
4308157,Cefuroxime 1500 MG / 30 MG/ML BAG, $32.49 
4308158,cefTRIAXone 2 Gram / 40 MG/ML BAG, $108.70 
4308159,Betaxolol 0.5% Ophth Drops 5 ML BOT, $242.40 
4308160,cloNIDine Weekly Patch 100 MCG PATCH, $110.69 
4308161,cloNIDine Weekly Patch 200 MCG PATCH, $162.88 
4308162,cloNIDine Weekly Patch 300 MCG PATCH, $204.38 
4308163,cefTAZidime 2 Gram / 40 MG/ML BAG, $64.60 
4308165,Clindamycin 300 MG / 6 MG/ML BAG, $36.06 
4308166,Clindamycin 600 MG / 12 MG/ML BAG, $54.48 
4308168,Acetaminophen Supp 120 MG SUPP, $0.50 
4308169,Cimetidine 800 MG TAB, $6.00 
4308170,Clindamycin 900 MG / 18 MG/ML BAG, $64.47 
4308171,Ranitidine 300 MG TAB, $5.00 
4308175,Ciprofloxacin 200 MG / 2 MG/ML BAG, $20.00 
4308176,Levobunolol 0.5% Ophth Drops 5 ML BOT, $32.05 
4308178,Eye Stream 120 ML BOT, $222.88 
4308179,Albuterol Syrup 2 MG/5 ML ML, $5.00 
4308181,Gemfibrozil 600 MG TAB, $5.00 
4308184,carBAMazepine Susp 100 MG/5 ML UDCUP, $23.84 
4308186,Lidocaine 1% (Pres. Free) 5 ML VIAL, $20.00 
4308187,Acetaminophen/Codeine 1 ML ML, $5.00 
4308191,Vitamins A and D Oint 5 GM FOIL.PKT, $5.00 
4308192,Sorbitol 70% Liquid 3785 ML BOT, $279.36 
4308193,Acetylcysteine 10% Soln 1 G/10 ML VIAL.NEB, $96.79 
4308195,Ranitidine Syrup 150 MG/10 ML ML, $5.00 
4308198,Phenylephrine 0.25% Nas Spr 15 ML SQBOT, $32.64 
4308200,Cephalexin Susp 125 MG/5 ML 100MLBTL, $124.98 
4308201,Sulfacetamide 10% Ophth Drops 5 ML BOT, $862.72 
4308203,Sodium Hypochlorite 3800 ML BOT, $30.00 
4308204,Tobramycin/Dexamethasone 3.5 GM TUBE," $1,713.68 "
4308206,Morphine Soln 10 MG/5 ML ML, $5.00 
4308207,Bupivacaine-MPF 0.75%/Epi 30 ML AMP, $24.04 
4308209,Phenytoin Susp 125 MG/5 ML ML, $5.00 
4308210,PHENobarbital Elix 20 MG/5 ML ML, $5.00 
4308211,Leucovorin 50 MG VIAL, $50.00 
4308213,Nystatin Susp 500000 UNITS/5 ML 60MLBTL, $56.40 
4308214,FLUoxetine 10 MG CAP, $5.00 
4308215,Ciprofloxacin 400 MG / 2 MG/ML BAG, $22.33 
4308216,PACLitaxel 30 MG/5 ML VIAL, $50.00 
4308225,AMOXicillin/Clavulanate 125 MG/5 ML 150MLBTL," $1,619.12 "
4308229,Acyclovir 200 MG CAP, $10.20 
4308232,Hydrocortisone 2.5% Cr 30 GM TUBE, $19.62 
4308234,Indomethacin 1 MG VIAL, $781.33 
4308237,Triamterene/Hydrochlorothiazid 1 TAB TAB, $5.00 
4308239,Potassium Chloride ERC 10 MEQ CAP.SA, $5.00 
4308242,Erythromycin Ethyl. Susp 200 MG/5 ML 100MLBTL," $1,949.76 "
4308248,cefTRIAXone 1000 MG VIAL, $20.00 
4308250,Dinoprostone Cervical Gel 3 GM SYR," $1,067.64 "
4308253,Miconazole 2% Top. Cr 15 GM TUBE, $11.33 
4308272,Captopril 12.5 MG TAB, $6.88 
4308273,Triazolam 125 MCG TAB, $5.00 
4308274,cefTRIAXone 250 MG VIAL, $20.00 
4308278,Lotrisone Cr 15 GM TUBE, $68.33 
4308280,cefTRIAXone 2000 MG VIAL, $23.47 
4308281,Ibuprofen 800 MG TAB, $5.00 
4308282,Oxybutynin Syrup 5 MG/5 ML ML, $5.00 
4308285,Ethosuximide Syrup 250 MG/5 ML ML, $5.00 
4308294,Buprenorphine 300 MCG/ML AMP, $301.50 
4308296,Timolol 5 MG TAB, $9.36 
4308299,BLEOmycin 15 UNIT VIAL, $134.16 
4308308,cefTAZidime 1000 MG VIAL, $42.18 
4308309,cefTAZidime 2000 MG VIAL, $98.52 
4308319,Levothyroxine 125 MCG TAB, $5.00 
4308320,Amiodarone 200 MG TAB, $5.00 
4308321,Auranofin 3 MG CAP, $174.56 
4308322,Enalapril 20 MG TAB, $5.00 
4308323,Clarithromycin 500 MG TAB, $5.00 
4308335,Butalb/Acetaminophen/Caffeine 1 TAB TAB, $5.00 
4308339,Phenytoin Susp 100 MG/4 ML UDCUP, $33.28 
4308341,PHENobarbital Elix 20 MG/5 ML UDBOT, $5.00 
4308344,Cimetidine Liquid 300 MG/5 ML UDCUP, $5.00 
4308345,Cephalexin Susp 250 MG/5 ML UDBOT, $5.36 
4308347,Potassium Cl 10% Soln 20 MEQ/15 ML UDBOT, $91.60 
4308349,Estradiol 2 MG TAB, $5.00 
4308353,Disulfiram 250 MG TAB, $13.77 
4308355,Cefuroxime 1500 MG VIAL, $35.63 
4308356,Famotidine 40 MG TAB, $5.00 
4308357,Famotidine 20 MG TAB, $5.00 
4308365,Ribavirin 6 GM VIAL," $14,149.02 "
4308366,Leucovorin 25 MG TAB, $44.40 
4308369,cefTRIAXone 500 MG VIAL, $20.00 
4308370,Danazol 100 MG CAP, $39.28 
4308378,Vancomycin 125 MG CAP, $40.72 
4308379,Vancomycin 250 MG CAP, $58.24 
4308382,Dextroamphetamine 5 MG TAB, $5.00 
4308384,Flucytosine 250 MG CAP, $110.81 
4308391,Famotidine 20 MG/2 ML VIAL, $20.00 
4308392,Vancomycin 1000 MG VIAL, $29.26 
4308395,NovoLIN 70/30 1000 UNITS/10 ML VIAL, $20.35 
4308396,Verapamil ERT 240 MG TAB.SA, $5.00 
4308397,busPIRone 10 MG TAB, $5.00 
4308398,busPIRone 5 MG TAB, $5.00 
4308402,Potassium Chloride ERT 20 MEQ TAB.SA, $5.00 
4308405,Magnesium Oxide 400 MG TAB, $5.00 
4308406,Activated Charcoal 260 MG CAP, $5.00 
4308407,Ibuprofen 200 MG TAB, $0.50 
4308410,Ethyl Chloride Spray 103.5 ML BOT, $221.28 
4308411,Lidocaine 2% (Pres. Free) 10 ML VIAL, $57.19 
4308506,traZODone 150 MG TAB, $5.00 
4308508,cefoTEtan 1000 MG VIAL, $182.78 
4308512,Lomustine 100 MG CAP," $2,764.48 "
4308514,Dronabinol 5 MG CAP, $15.54 
4308515,Ipratropium Inhaler 12.9 GM AER.WA," $2,865.14 "
4308516,Psyllium PWD 1 UDPKT UDPKT, $5.00 
4308524,Leucovorin 100 MG VIAL, $50.00 
4308528,Aztreonam 1000 MG VIAL, $256.88 
4308531,Enalapril/Hydrochlorothiazide 1 TAB TAB, $5.00 
4308532,Cocaine 4% Top. Soln 4 ML UDBOT, $564.07 
4308534,guanFACINE 1 MG TAB, $5.00 
4308539,Potassium Cl 10% Soln 40 MEQ/30 ML UDBOT, $146.48 
4308541,Lomustine 10 MG CAP, $526.80 
4308546,Nortriptyline 50 MG CAP, $5.00 
4308551,Lithium Carbonate ERT 450 MG TAB.SA, $5.00 
4308553,Digoxin Immune Fab 40 MG VIAL," $7,430.00 "
4308560,Acebutolol 400 MG CAP, $5.00 
4308561,Acebutolol 200 MG CAP, $39.88 
4308562,Morphine ERT 30 MG TAB.SA, $5.00 
4308569,Captopril/Hydrochlorothiazide 1 TAB TAB, $7.01 
4308716,Citric Acid/Sodium Citrate 30 ML UDBOT, $14.50 
4308747,Ferrous Sulfate Liquid 300 MG/5 ML UDBOT, $10.85 
4308751,Furosemide Soln 40 MG/5 ML UDBOT, $15.28 
4308775,guaiFENesin Soln 100 MG/5 ML UDBOT, $5.00 
4308787,guaiFENesin Soln 200 MG/10 ML UDBOT, $5.00 
4308793,guaiFENesin/Dextromethorphan 10 ML UDBOT, $11.53 
4308800,Haloperidol Concentrate 10 MG/5 ML UDBOT, $14.90 
4308831,Acetylcholine 1% Ophth Drops 20 MG/2 ML BOT, $473.60 
4308832,Benzocaine 20% Spray 60 ML AER, $221.28 
4308833,NIFEdipine XL 30 MG TAB.SA, $5.00 
4308839,NIFEdipine XL 60 MG TAB.SA, $5.00 
4308856,Ibuprofen Susp 100 MG/5 ML 120MLBTL, $36.64 
4308881,Omeprazole 20 MG CAP, $5.00 
4308888,Mepivacaine 1% 50 ML VIAL, $56.34 
4308889,Mineral Oil Ophth Oil 10 ML BOT, $111.20 
4308894,Propofol 200 MG/20 ML AMP, $59.80 
4308898,Pentamidine 300 MG VIAL," $1,585.27 "
4308918,Desmopressin Acetate 4 MCG/ML AMP, $378.81 
4308936,Desmopressin Acetate 500 MCG/5 ML SQBOT, $729.25 
4308942,Nystatin Susp 500000 UNITS/5 ML UDBOT, $6.01 
4308943,Lidocaine Viscous 2% Soln 20 ML UDBOT, $6.59 
4308944,amLODIPine 2.5 MG TAB, $5.00 
4308945,amLODIPine 5 MG TAB, $5.63 
4308946,amLODIPine 10 MG TAB, $5.37 
4308947,buPROPion 75 MG TAB, $5.00 
4308948,buPROPion 100 MG TAB, $5.00 
4308949,PARoxetine 20 MG TAB, $5.00 
4308950,PARoxetine 30 MG TAB, $5.00 
4308951,Lidocaine/Prilocaine 5 GM TUBE, $35.57 
4308952,Albumin Human 5 GM/20 ML BOT, $257.45 
4308953,Albumin Human 12.5 G/50 ML BOT, $391.69 
4308954,Lactulose Syrup 20 G/30 ML UDBOT, $5.00 
4308958,Docusate Sodium Liquid 100 MG/10 ML UDBOT, $5.00 
4309013,vinBLAStine 10 MG VIAL, $97.47 
4309021,Carmustine 100 MG VIAL," $10,124.11 "
4309076,Methotrexate Pres. Free 50 MG/2 ML VIAL, $50.00 
4309079,Mechlorethamine 10 MG VIAL, $691.09 
4309081,mitoMYcin 20 MG VIAL," $1,184.76 "
4309107,Methotrexate Pres. Free 200 MG/8 ML VIAL, $50.00 
4309110,Dacarbazine 200 MG VIAL, $50.00 
4309636,Insulin NPH Human 1000 UNITS/10 ML VIAL, $13.75 
4309637,Insulin Reg Human  1000 UNITS/10 ML VIAL, $14.96 
4309641,Dipyridamole 50 MG TAB, $5.00 
4309642,Dipyridamole 75 MG TAB, $6.53 
4309643,Cortisporin Otic Susp 10 ML BOT, $424.91 
4309644,Cortisporin Otic Soln 10 ML BOT, $395.06 
4309645,Sodium Chloride 50 MEQ/20 ML VIAL, $40.80 
4309647,Ranitidine 150 MG TAB, $5.00 
4309652,Bumetanide 500 MCG TAB, $5.00 
4309653,Bumetanide 1 MG TAB, $5.00 
4309655,Propranolol ERC 80 MG CAP.SA, $6.43 
4309656,Propranolol ERC 120 MG CAP.SA, $14.79 
4309663,Cyclopentolate 1% Ophth Drops 2 ML BOT, $31.12 
4309665,InFLIXimab-DYYB 100 MG VIAL," $1,331.82 "
4309666,Tiotropium INH Soln 2.5 MCG/DOSE 4G.INHALER, $310.96 
4309667,Tiotropium INH Soln 1.25 MCG/DOSE 4G.INHALER," $2,219.44 "
4309675,Colyte Soln 4000 ML BOT, $54.56 
4309695,Vasocidin Ophth Soln 5 ML BOT, $91.04 
4309696,Morphine 15 MG TAB, $5.00 
4309697,QUEtiapine 200 MG TAB, $5.00 
4309698,QUEtiapine 300 MG TAB, $5.00 
4309699,Amphetamine/Dextroamphetamine 20 MG CAP.SA, $12.66 
4309701,Ziprasidone 20 MG/ML VIAL, $471.72 
4309702,Verapamil ERC 300 MG CAP.SA, $15.68 
4309703,Gadodiamide 2870 MG/10 ML VIAL, $566.39 
4309704,Gadodiamide 5740 MG/20 ML VIAL," $1,025.43 "
4309705,Gadodiamide 4305 MG/15 ML VIAL, $830.11 
4309707,Buprenorphine/Naloxone 1 TAB TAB.SUBL, $5.91 
4309708,Buprenorphine/Naloxone 1 TAB TAB.SUBL, $10.10 
4309709,Iohexol 45 GM/150 ML VIAL," $1,215.53 "
4309710,Lithium Citrate Soln 300 MG/5 ML UDCUP, $7.98 
4309711,Midazolam Oral Soln 5 MG/2.5 ML ORAL.SYRIN, $14.45 
4309718,Methadone 200 MG/20 ML VIAL," $7,233.98 "
4309719,Opium Tincture 10% 10 MG/1 ML ML, $9.90 
4309720,Buprenorphine 8 MG TAB.SUBL, $5.00 
4309721,Buprenorphine 2 MG TAB.SUBL, $5.00 
4309725,Magnesium Sulfate 4 G / 40 MG/ML BAG, $47.50 
4309731,"risperiDONE, Oral Disintegrate 500 MCG TAB.SOL", $5.00 
4309732,Calcium Carbonate Suspension 1250 MG/5 ML UDBOT, $9.47 
4309733,ARIPiprazole 10 MG TAB, $5.00 
4309734,ARIPiprazole 15 MG TAB, $5.00 
4309735,ARIPiprazole 20 MG TAB, $6.76 
4309736,ARIPiprazole 30 MG TAB, $5.73 
4309739,"risperiDONE, Oral Disintegrate 1 MG TAB.SOL", $8.67 
4309740,OLANZapine 10 MG VIAL, $213.75 
4309741,Loratadine/Pseudoephedrine 24H 1 TAB TAB.SA, $5.86 
4309742,Sodium Chloride 3% 15 ML AMPUL.NEB., $5.54 
4309746,Oxytocin 30 Units/NS 30 UNITS/500 ML BAG, $87.88 
4309888,Cilostazol 50 MG TAB, $5.00 
4309889,Cilostazol 100 MG TAB, $5.00 
4309891,Stavudine 15 MG CAP, $6.40 
4309892,Stavudine 20 MG CAP, $6.68 
4309893,Stavudine 30 MG CAP, $5.00 
4309894,Stavudine 40 MG CAP, $5.00 
4309895,Candesartan 4 MG TAB, $14.04 
4309896,Candesartan 8 MG TAB, $15.84 
4309897,Candesartan 16 MG TAB, $15.42 
4309898,Candesartan 32 MG TAB, $39.76 
4309899,Dipyridamole/Aspirin 1 CAP CAP.SA, $68.22 
4309900,Insulin Glargine 1000 UNITS/10 ML VIAL, $152.40 
4309901,Simvastatin 40 MG TAB, $5.00 
4309902,Sod Polystyrene Sulfonate Powd 454 GM JAR, $560.16 
4309903,Racepinephrine 2.25% Neb. Soln 0.5 ML UDBOT, $6.66 
4309904,tiZANidine 2 MG TAB, $5.00 
4309905,tiZANidine 4 MG TAB, $5.00 
4309906,Simvastatin 80 MG TAB, $5.00 
4309907,lamoTRIgine Chewtab 5 MG TAB, $5.00 
4309908,lamoTRIgine Chewtab 25 MG TAB.CHEW, $5.00 
4309909,lamoTRIgine 25 MG TAB, $5.00 
4309910,lamoTRIgine 100 MG TAB, $5.00 
4309911,lamoTRIgine 150 MG TAB, $5.00 
4309912,lamoTRIgine 200 MG TAB, $5.00 
4309913,Galantamine 4 MG TAB, $5.60 
4309914,Galantamine 8 MG TAB, $5.00 
4309915,Galantamine 12 MG TAB, $6.36 
4309916,Rivastigmine 1.5 MG CAP, $6.52 
4309917,Rivastigmine 3 MG CAP, $6.08 
4309918,Rivastigmine 4.5 MG CAP, $5.08 
4309919,Topiramate Sprinkle 15 MG CAP, $5.00 
4309920,Topiramate 25 MG TAB, $5.00 
4309921,Topiramate 100 MG TAB, $5.00 
4309922,"Iron,Carbonyl/Ascorbic Acid 1 TAB TAB", $5.00 
4309923,Moexipril 7.5 MG TAB, $5.00 
4309924,Moexipril 15 MG TAB, $5.00 
4309925,"glyBURIDE, Micronized 1.5 MG TAB", $5.00 
4309926,"glyBURIDE, Micronized 3 MG TAB", $5.00 
4309927,"glyBURIDE, Micronized 6 MG TAB", $5.00 
4309928,Topiramate 200 MG TAB, $5.00 
4309929,Calcium Carbonate/Mag Carb 1 TAB TAB, $5.00 
4309931,Alteplase 2 MG VIAL," $1,449.19 "
4309933,"OLANZapine, Oral Disintegrate 5 MG TAB", $6.82 
4309934,"OLANZapine, Oral Disintegrate 10 MG TAB", $5.00 
4309935,Itraconazole 100 MG CAP, $25.12 
4309936,Raloxifene 60 MG TAB, $9.15 
4309937,guaiFENesin/Dextromethorphan 120 ML BOT, $13.36 
4309939,levETIRAcetam 250 MG TAB, $5.00 
4309940,levETIRAcetam 500 MG TAB, $5.00 
4309941,Melatonin 3 MG TAB, $15.85 
4309942,Zafirlukast 20 MG TAB, $16.54 
4309945,Nisoldipine ERT 20 MG TAB.SA, $82.96 
4309946,Nisoldipine ERT 30 MG TAB.SA, $92.88 
4309947,Nisoldipine ERT 40 MG TAB.SA, $92.88 
4309948,Bisoprol/Hydrochlorothiazide 1 TAB TAB, $5.00 
4309949,Bisoprol/Hydrochlorothiazide 1 TAB TAB, $7.50 
4309950,Bisoprol/Hydrochlorothiazide 1 TAB TAB, $5.00 
4309951,Tolterodine 1 MG TAB, $7.76 
4309952,Tolterodine 2 MG TAB, $7.25 
4309954,Fenofibrate 134 MG CAP, $9.36 
4309956,Albuterol ERT 4 MG TAB.SA, $8.54 
4309957,Albuterol ERT 8 MG TAB.SA, $19.26 
4309958,Brimonidine 0.15% Ophth Drops 5 ML BOT, $867.33 
4309959,Polyethylene Glycol 255 G BOT, $62.88 
4309960,rOPINIRole 250 MCG TAB, $5.00 
4309961,rOPINIRole 500 MCG TAB, $5.00 
4309962,rOPINIRole 1 MG TAB, $5.00 
4309963,rOPINIRole 2 MG TAB, $5.00 
4309964,rOPINIRole 5 MG TAB, $5.00 
4309965,Nefazodone 50 MG TAB, $8.79 
4309966,Nefazodone 100 MG TAB, $9.25 
4309967,Nefazodone 150 MG TAB, $9.76 
4309968,Nefazodone 200 MG TAB, $10.98 
4309969,Nefazodone 250 MG TAB, $10.64 
4309970,guaiFENesin/D-Methorphan 1 TAB TAB.SA, $5.00 
4309971,metFORMIN ERT 500 MG TAB.SA, $5.00 
4309972,glipiZIDE ERT 2.5 MG TAB.SA, $5.00 
4309976,RABEprazole 20 MG TAB.SA, $127.86 
4309977,Doxercalciferol 2.5 MCG CAP, $126.68 
4309978,Nitrofurantoin Macro 100 MG CAP, $6.41 
4309979,carBAMazepine Chewtab 100 MG TAB.CHEW, $43.58 
4309980,Pramipexole 125 MCG TAB, $5.00 
4309981,Pramipexole 250 MCG TAB, $5.00 
4309982,Pramipexole 500 MCG TAB, $5.00 
4309983,Pramipexole 1 MG TAB, $5.00 
4309984,Mometasone 50 Mcg Nasal Spr 17 G SQBOT, $350.84 
4309985,Tolterodine ERC 2 MG CAP.SA, $27.44 
4309986,Tolterodine ERC 4 MG CAP.SA, $18.71 
4309987,Lidocaine 5% Patch 1 PATCH PATCH, $17.41 
4309989,Loratadine/Pseudoephedrine 12H 1 TAB TAB.SA, $6.08 
4309991,"Estrogen,Ester/Me-Testosterone 1 TAB TAB", $22.16 
4309992,"Estrogen,Ester/Me-Testosterone 1 TAB TAB", $23.46 
4309993,Pantoprazole 40 MG TAB.SA, $5.00 
4309994,Esomeprazole 20 MG CAP.EC, $66.84 
4309995,Esomeprazole 40 MG CAP.EC, $66.84 
4309996,Meloxicam 7.5 MG TAB, $5.00 
4430002,Meclizine 12.5 MG TAB, $5.00 
4430003,Meclizine 25 MG TAB, $5.00 
4430009,Clindamycin 150 MG CAP, $5.00 
4430010,Docusate Sodium 100 MG CAP, $5.00 
4430013,chlorproPAMIDE 250 MG TAB, $16.00 
4430014,dimenhyDRINATE 50 MG TAB, $5.00 
4430015,Triamterene/Hydrochlorothiazid 1 CAP CAP, $5.00 
4430017,Apraclonidine 1% Ophth Drops 0.2 ML BOT, $208.22 
4430020,Furosemide 20 MG/2 ML VIAL, $20.00 
4430021,chlordiazePOXIDE 5 MG CAP, $5.00 
4430022,chlordiazePOXIDE 10 MG CAP, $5.00 
4430023,chlordiazePOXIDE 25 MG CAP, $5.00 
4430024,Verapamil 5 MG/2 ML VIAL, $265.68 
4430025,Amikacin 500 MG/2 ML VIAL, $58.04 
4430026,Minocycline 100 MG CAP, $5.00 
4430037,predniSONE 10 MG TAB, $5.00 
4430038,predniSONE 20 MG TAB, $5.00 
4430040,oxyCODONE/Acetaminophen 1 TAB TAB, $5.00 
4430041,Bacitracin Ointment 30 GM TUBE, $2.46 
4430044,Methocarbamol 750 MG TAB, $5.00 
4430045,Terbutaline 2.5 MG TAB, $32.96 
4430046,Glycopyrrolate 1 MG TAB, $5.00 
4430048,Dolasetron 100 MG TAB, $765.28 
4430049,Cidofovir 375 MG/5 ML VIAL," $1,011.89 "
4430051,Hydrochlorothiazide 12.5 MG CAP, $5.00 
4430053,Pyridoxine 100 MG/1 ML VIAL, $56.24 
4430054,Tetracycline 500 MG CAP, $96.48 
4430059,Diazepam 5 MG TAB, $5.00 
4430060,Diazepam 10 MG TAB, $5.00 
4430062,Allopurinol 100 MG TAB, $5.00 
4430063,Oxazepam 15 MG CAP, $5.00 
4430066,Doxepin 10 MG CAP, $5.00 
4430067,Doxepin 25 MG CAP, $5.00 
4430068,Doxepin 50 MG CAP, $6.83 
4430069,Ezetimibe 10 MG TAB, $5.00 
4430071,Pentamidine Neb. Soln 300 MG AER.POWEA, $861.04 
4430072,"Pediarix, Vaccine Combination 0.5 ML VIAL", $536.12 
4430074,Maprotiline 50 MG TAB, $11.68 
4430079,Fluconazole Susp 200 MG/5 ML 35MLBTL, $189.16 
4430080,Thioridazine 25 MG TAB, $5.00 
4430082,Maprotiline 25 MG TAB, $7.36 
4430083,Eye Irrigation Soln 30 ML BOT, $145.68 
4430084,Levofloxacin 750 MG / 5 MG/ML BAG, $38.00 
4430085,Propranolol 10 MG TAB, $5.00 
4430086,Isosorbide Dinitrate 10 MG TAB, $5.00 
4430088,Levofloxacin 750 MG TAB, $5.00 
4430090,NIFEdipine 20 MG CAP, $14.08 
4430091,Voriconazole 200 MG VIAL, $279.76 
4430092,Palonosetron 250 MCG/5 ML VIAL, $658.07 
4430094,Pseudoephedrine ERT 120 MG TAB.SA, $5.00 
4430095,Warfarin 5 MG TAB, $26.46 
4430096,Warfarin 7.5 MG TAB, $5.00 
4430097,Warfarin 10 MG TAB, $5.00 
4430099,Butalbital/Aspirin/Caffeine 1 CAP CAP, $5.00 
4430101,Mercaptopurine 50 MG TAB, $8.19 
4430103,Calfactant 3 ML VIAL," $2,805.64 "
4430104,Haloperidol 10 MG TAB, $8.66 
4430105,Methyldopa 250 MG TAB, $5.00 
4430106,Methyldopa/Hydrochlorothiazide 1 TAB TAB, $12.56 
4430107,Methyldopa/Hydrochlorothiazide 1 TAB TAB, $14.80 
4430108,Probenecid/Colchicine 1 TAB TAB, $5.00 
4430109,Hyaluronate 20 MG/2 ML SYRINGE," $1,807.95 "
4430110,Amitriptyline 10 MG TAB, $5.00 
4430111,Amitriptyline 25 MG TAB, $5.00 
