DRG_CODE,DRG_NAME, AVG_CHGS 
867,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W MCC,"$24,572.85 "
868,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W CC,"$18,380.32 "
869,OTHER INFECTIOUS & PARASITIC DISEASES DIAGNOSES W/O CC/MCC,"$4,203.88 "
870,SEPTICEMIA OR SEVERE SEPSIS W MV >96 HOURS OR PERIPHERAL EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),"$135,154.94 "
871,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W MCC,"$38,239.22 "
872,SEPTICEMIA OR SEVERE SEPSIS W/O MV >96 HOURS W/O MCC,"$22,373.35 "
876,O.R. PROCEDURE W PRINCIPAL DIAGNOSES OF MENTAL ILLNESS,"$185,464.03 "
880,ACUTE ADJUSTMENT REACTION & PSYCHOSOCIAL DYSFUNCTION,"$12,245.83 "
881,DEPRESSIVE NEUROSES,"$11,307.56 "
882,NEUROSES EXCEPT DEPRESSIVE,"$10,144.00 "
883,DISORDERS OF PERSONALITY & IMPULSE CONTROL,"$13,765.19 "
884,ORGANIC DISTURBANCES & INTELLECTUAL DISABILITY,"$20,449.41 "
885,PSYCHOSES,"$18,018.18 "
886,BEHAVIORAL & DEVELOPMENTAL DISORDERS,"$14,244.86 "
887,OTHER MENTAL DISORDER DIAGNOSES,"$27,321.18 "
894,"ALCOHOL/DRUG ABUSE OR DEPENDENCE, LEFT AMA","$10,106.45 "
896,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W MCC,"$28,952.41 "
897,ALCOHOL/DRUG ABUSE OR DEPENDENCE W/O REHABILITATION THERAPY W/O MCC,"$13,844.42 "
901,WOUND DEBRIDEMENTS FOR INJURIES W MCC,"$140,358.09 "
902,WOUND DEBRIDEMENTS FOR INJURIES W CC,"$42,940.22 "
903,WOUND DEBRIDEMENTS FOR INJURIES W/O CC/MCC,"$42,486.50 "
904,SKIN GRAFTS FOR INJURIES W CC/MCC,"$107,895.58 "
905,SKIN GRAFTS FOR INJURIES W/O CC/MCC,"$44,510.72 "
906,HAND PROCEDURES FOR INJURIES,"$45,896.17 "
907,OTHER O.R. PROCEDURES FOR INJURIES W MCC,"$87,464.16 "
908,OTHER O.R. PROCEDURES FOR INJURIES W CC,"$53,591.57 "
909,OTHER O.R. PROCEDURES FOR INJURIES W/O CC/MCC,"$33,501.19 "
913,TRAUMATIC INJURY W MCC,"$27,465.43 "
914,TRAUMATIC INJURY W/O MCC,"$22,771.32 "
915,ALLERGIC REACTIONS W MCC,"$33,428.04 "
916,ALLERGIC REACTIONS W/O MCC,"$13,283.07 "
917,POISONING & TOXIC EFFECTS OF DRUGS W MCC,"$27,099.66 "
918,POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,"$17,272.33 "
919,COMPLICATIONS OF TREATMENT W MCC,"$28,366.06 "
920,COMPLICATIONS OF TREATMENT W CC,"$23,255.87 "
921,COMPLICATIONS OF TREATMENT W/O CC/MCC,"$17,724.94 "
922,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W MCC","$38,848.69 "
923,"OTHER INJURY, POISONING & TOXIC EFFECT DIAG W/O MCC","$19,196.85 "
935,NON-EXTENSIVE BURNS,"$22,852.21 "
939,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W MCC,"$117,510.06 "
940,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W CC,"$64,574.53 "
941,O.R. PROC W DIAGNOSES OF OTHER CONTACT W HEALTH SERVICES W/O CC/MCC,"$48,821.44 "
945,REHABILITATION W CC/MCC,"$47,880.42 "
946,REHABILITATION W/O CC/MCC,"$26,608.01 "
947,SIGNS & SYMPTOMS W MCC,"$25,519.76 "
948,SIGNS & SYMPTOMS W/O MCC,"$20,677.86 "
949,AFTERCARE W CC/MCC,"$40,804.48 "
950,AFTERCARE W/O CC/MCC,"$31,348.09 "
951,OTHER FACTORS INFLUENCING HEALTH STATUS,"$18,926.33 "
955,CRANIOTOMY FOR MULTIPLE SIGNIFICANT TRAUMA,"$232,781.85 "
956,"LIMB REATTACHMENT, HIP & FEMUR PROC FOR MULTIPLE SIGNIFICANT TRAUMA","$177,499.89 "
957,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W MCC,"$255,256.16 "
958,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W CC,"$118,742.58 "
959,OTHER O.R. PROCEDURES FOR MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"$61,675.20 "
963,OTHER MULTIPLE SIGNIFICANT TRAUMA W MCC,"$89,397.51 "
964,OTHER MULTIPLE SIGNIFICANT TRAUMA W CC,"$38,079.39 "
965,OTHER MULTIPLE SIGNIFICANT TRAUMA W/O CC/MCC,"$41,832.52 "
969,HIV W EXTENSIVE O.R. PROCEDURE W MCC,"$55,710.59 "
974,HIV W MAJOR RELATED CONDITION W MCC,"$67,352.55 "
975,HIV W MAJOR RELATED CONDITION W CC,"$28,750.71 "
976,HIV W MAJOR RELATED CONDITION W/O CC/MCC,"$35,852.71 "
977,HIV W OR W/O OTHER RELATED CONDITION,"$27,247.06 "
981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$86,685.87 "
982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$57,430.46 "
983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$41,257.38 "
987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$85,873.30 "
988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$35,180.32 "
989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$27,231.36 "
