Facility,Description,Unit Price,
Cooper University Hospital,GUIDEWIRE .045X5.91IN (MIN 6 EA) [AR-8933K], $33.96 ,
Cooper University Hospital,GUIDEWIRE .053IN (MIN 6 EA) [AR-8737-01], $72.77 ,
Cooper University Hospital,GUIDEWIRE .053IN (MIN 6 EA) [AR-8737-01], $104.30 ,
Cooper University Hospital,GUIDEWIRE .094X8IN (2.4X200MM W/TRCR TIP [AR-8967K], $72.77 ,
Cooper University Hospital,GUIDEWIRE 0.86MM , $106.72 ,
Cooper University Hospital,GUIDEWIRE 0.86MM W/ LSR LN SS  [AR-8737-21], $72.77 ,
Cooper University Hospital,GUIDEWIRE 045X6.84 W/ DBL TROC TIP [AR-8950-06], $97.02 ,
Cooper University Hospital,GUIDEWIRE 1.1X150MM NTHRD F/ 3.0MM CANN SCR W/ SPD PT [292.623], $151.79 ,
Cooper University Hospital,GUIDEWIRE 1.1X150MM NTHRD F/ 3.0MM CANN SCR W/ SPD PT [292.623], $152.86 ,
Cooper University Hospital,GUIDEWIRE 1.1X150MM THRD F/ 3.0MM CANN SCR, $159.84 ,
Cooper University Hospital,GUIDEWIRE 1.1X150MM THRD F/ 3.0MM CANN SCR, $161.97 ,
Cooper University Hospital,GUIDEWIRE 1.25MM CANN , $232.12 ,
Cooper University Hospital,GUIDEWIRE 1.37MM , $917.76 ,
Cooper University Hospital,GUIDEWIRE 1.4X150MM THRD ASNIS III, $151.21 ,
Cooper University Hospital,GUIDEWIRE 1.6 , $130.98 ,
Cooper University Hospital,GUIDEWIRE 1.6 X 6IN PT , $70.43 ,
Cooper University Hospital,GUIDEWIRE 1.6X150MM THRD F/ 4.5MM CANN SCR [292.72], $182.15 ,
Cooper University Hospital,GUIDEWIRE 100P  [86PS1000]," $1,154.54 ",
Cooper University Hospital,GUIDEWIRE 11.0/3.2MM 222MM ," $1,655.30 ",
Cooper University Hospital,GUIDEWIRE 150CM X .038IN STR ZPWR HDRPH STF, $296.88 ,
Cooper University Hospital,GUIDEWIRE 17.0/3.2MM 161MM ," $1,343.67 ",
Cooper University Hospital,GUIDEWIRE 180CM .038IN ANG 3CM GLDWR HDRPH VASC, $199.62 ,
Cooper University Hospital,GUIDEWIRE 2.0 X 280MM FIX KIRSCHNER, $96.05 ,
Cooper University Hospital,GUIDEWIRE 2.0MM  [XBR001001], $628.20 ,
Cooper University Hospital,GUIDEWIRE 2.0X230MM NON-CLR THRD SPD PT, $212.48 ,
Cooper University Hospital,GUIDEWIRE 2.0X230MM NTHRD W/ SPD PT, $204.37 ,
Cooper University Hospital,GUIDEWIRE 2.0X230MM THRD F/ 7.0 CANN SCR [292.65], $216.50 ,
Cooper University Hospital,GUIDEWIRE 2.0X240MM , $183.13 ,
Cooper University Hospital,GUIDEWIRE 2.4MM , $70.43 ,
Cooper University Hospital,GUIDEWIRE 2.5MM DRL TIP W/ 12MM THRD 300MM, $380.47 ,
Cooper University Hospital,GUIDEWIRE 2.5MM F/ 5.0MM CANN LCKNG SCR [324.174], $793.29 ,
Cooper University Hospital,GUIDEWIRE 2.5X200MM DRL TIP  [310.243], $350.10 ,
Cooper University Hospital,GUIDEWIRE 2.8MM  [03.108.005], $195.30 ,
Cooper University Hospital,GUIDEWIRE 2.8MM ADJ PRLL ," $2,719.71 ",
Cooper University Hospital,GUIDEWIRE 2.8MM NS , $328.07 ,
Cooper University Hospital,GUIDEWIRE 2.8X300MM THRD TROC PT F/ 7.3MM CANN SCR, $246.92 ,
Cooper University Hospital,GUIDEWIRE 260 X 4 X 15CM STR LUNDERQUIST, $499.65 ,
Cooper University Hospital,GUIDEWIRE 260CM .038IN ANG 3CM GLDWR HDRPH VASC, $223.15 ,
Cooper University Hospital,GUIDEWIRE 3.0 X 305MM EX FIX , $365.53 ,
Cooper University Hospital,GUIDEWIRE 3.0MM , $392.21 ,
Cooper University Hospital,GUIDEWIRE 3.0MMX100CM BL NS , $565.62 ,
Cooper University Hospital,GUIDEWIRE 3.0MMX100CM TEARDRP , $659.01 ,
Cooper University Hospital,GUIDEWIRE 3.0X1000 BALL TIP , $831.95 ,
Cooper University Hospital,GUIDEWIRE 3.2 X 12MM THRD , $162.75 ,
Cooper University Hospital,GUIDEWIRE 3.2 X 9MM THRD , $70.43 ,
Cooper University Hospital,GUIDEWIRE 3.2MM , $667.79 ,
Cooper University Hospital,GUIDEWIRE 3.2MM , $442.41 ,
Cooper University Hospital,GUIDEWIRE 3.2MM , $560.29 ,
Cooper University Hospital,GUIDEWIRE 3.2MM , $523.67 ,
Cooper University Hospital,GUIDEWIRE 3.2MM  [702463S], $523.67 ,
Cooper University Hospital,GUIDEWIRE 3.2MM 290MM  [03.010.115], $509.99 ,
Cooper University Hospital,GUIDEWIRE 3.2MM 400MM , $518.09 ,
Cooper University Hospital,GUIDEWIRE 3.2MM THRD  [705236], $407.48 ,
Cooper University Hospital,GUIDEWIRE 3.2MM UNTHRD  [705235], $380.32 ,
Cooper University Hospital,GUIDEWIRE 3.2X508MM , $504.26 ,
Cooper University Hospital,GUIDEWIRE 60CM X 2.4MM , $426.89 ,
Cooper University Hospital,GUIDEWIRE ADJ PRLL ," $2,570.01 ",
Cooper University Hospital,GUIDEWIRE APRCH CTO MICORWIRE  [CMW-14-300-25G], $582.12 ,
Cooper University Hospital,GUIDEWIRE APRCH HYDRO ST MICORWIRE [HMW-14-190-ST], $630.63 ,
Cooper University Hospital,GUIDEWIRE ASNIS III 2.0X150MM , $151.21 ,
Cooper University Hospital,GUIDEWIRE BALL NOSE 2.0MMX70CM  [2810-17-006], $949.83 ,
Cooper University Hospital,GUIDEWIRE BEAD TIP 2.6MMX80CM , $378.86 ,
Cooper University Hospital,GUIDEWIRE BL NOSE 3.0MMX80CM , $565.62 ,
Cooper University Hospital,GUIDEWIRE BLNT 1.5X150MM , $480.25 ,
Cooper University Hospital,GUIDEWIRE COCR 2.5MMX220MM , $562.96 ,
Cooper University Hospital,GUIDEWIRE ENDO 260CM NAVIPRO HDRPH .035IN STR PANCREATICO, $476.86 ,
Cooper University Hospital,GUIDEWIRE F/ BIO CMPR SCR , $33.96 ,
Cooper University Hospital,GUIDEWIRE NITINOL  [48-9016], $606.38 ,
Cooper University Hospital,GUIDEWIRE NTHRD 1.6X150MM  [292.727], $152.75 ,
Cooper University Hospital,GUIDEWIRE NTHRD 12IN W/TRCR TIP [AR-8967K-12], $106.72 ,
Cooper University Hospital,GUIDEWIRE PARALLEL 2.0MM ," $1,741.46 ",
Cooper University Hospital,GUIDEWIRE PROSTOP PLUS .054IN , $460.85 ,
Cooper University Hospital,GUIDEWIRE PROSTOP PLUS .078IN , $106.72 ,
Cooper University Hospital,GUIDEWIRE PROVOX STRL , $548.16 ,
Cooper University Hospital,GUIDEWIRE PULM 0.035INX180CM STR TIP ESCP JGWR, $579.75 ,
Cooper University Hospital,GUIDEWIRE SMTH 1.6MM , $130.98 ,
Cooper University Hospital,GUIDEWIRE SMTH 2.4 X 9IN , $95.52 ,
Cooper University Hospital,GUIDEWIRE SMTH TIP 2 X 800MM , $654.40 ,
Cooper University Hospital,GUIDEWIRE THRD W/ TIP 0.45 , $97.02 ,
Cooper University Hospital,GUIDEWIRE TROCAR TIP 1.35MM (MIN 6 EA) [AR-8943-01], $97.02 ,
Cooper University Hospital,GUIDEWIRE ULTRA TRACK HYBRID , $344.42 ,
Cooper University Hospital,GUIDEWIRE VAR ANG ," $4,091.72 ",
Cooper University Hospital,GUIDEWIRE VASC 180CM .018IN EXCH SHRT CRV TPR SPRG COIL, $446.29 ,
Cooper University Hospital,GUIDEWIRE VASC 300CM .014IN STD TIP 28D ENTEER HDRPH," $1,746.36 ",
Cooper University Hospital,GUIDEWIRE W/ TROC TIP .053IN THRD 1.35MM, $97.02 ,
Cooper University Hospital,GUIDEWIRE W/ TROC TIP .078X8IN , $121.28 ,
Cooper University Hospital,GW .008  MIRAGE NEURO ," $2,352.74 ",
Cooper University Hospital,GW .014 SPARTA COR 130 (PERIPH), $315.32 ,
Cooper University Hospital,GW .014 SPARTA COR 300 (PERIPH), $402.63 ,
Cooper University Hospital,GW .035  3MM J MC , $58.21 ,
Cooper University Hospital,GW .035 260 JTIP , $35.18 ,
Cooper University Hospital,GW .035 260 STRAIGHT , $35.18 ,
Cooper University Hospital,GW .035 BENTSON 150CM , $94.59 ,
Cooper University Hospital,GW .035 EXTRA STIFF J 260CM , $75.34 ,
Cooper University Hospital,GW .035 STRAIGHT TIP 150CM EMERALD, $35.18 ,
Cooper University Hospital,GW .035 SUPRA COR 300 (PERIPH) , $402.63 ,
Cooper University Hospital,GW .035 X 145CM PTFE , $71.75 ,
Cooper University Hospital,GW .035 X 180CM LGTH HYDROPHILIC, $111.33 ,
Cooper University Hospital,GW .035 X 3MM TYPE J , $58.21 ,
Cooper University Hospital,GW .035X 180CM STIFF STRAIGHT , $436.59 ,
Cooper University Hospital,GW .035X150X3CM STR SNSR DLFLX PTFE NITINOL W/HYDRO TIP, $260.31 ,
Cooper University Hospital,GW .035X300X4CM XTD CRV EXCH , $555.92 ,
Cooper University Hospital,GW .035X7X180MM XTRA STF CRVD (CUSTOM ITEM 5 MIN ORDER), $52.40 ,
Cooper University Hospital,GW .035X7X180MM XTRA STF CRVD (CUSTOM ITEM 5 MIN ORDER), $388.56 ,
Cooper University Hospital,GW .038 X 260 EXTRA STIFF , $75.34 ,
Cooper University Hospital,GW 0.016IN X 180CM 25CM TIP FATHOM STEERABLE," $1,030.74 ",
Cooper University Hospital,GW 0.035INX145CM STR TIP PTFE VASC IMG, $29.11 ,
Cooper University Hospital,GW 0.035INX260CM BRECKER CRV CONFIDA [GWBC30], $945.95 ,
Cooper University Hospital,GW 014 THRUWAY 190CM/SHORT TAPE/STRAIGHT, $483.69 ,
Cooper University Hospital,GW 014 THRUWAY 300CM/SHORT TAPE/STRAIGH, $502.13 ,
Cooper University Hospital,GW 035 , $72.77 ,
Cooper University Hospital,GW 1.25MM THRD 150MM F/ USE W/ 3.5-4.0MM CANN SCR, $159.84 ,
Cooper University Hospital,GW 1.45MM NTNL BLNT THRD DISP VIPER," $2,474.01 ",
Cooper University Hospital,GW 1.6MM DRILL TIP , $207.57 ,
Cooper University Hospital,GW 1.6MM DRL TIP 150MM , $232.70 ,
Cooper University Hospital,GW 1.6MMX100MM ANCHORAGE , $116.42 ,
Cooper University Hospital,GW 13.0MM/3.2MM F/ SPRL BLDE AIMING ARM," $1,533.88 ",
Cooper University Hospital,GW 13.0MM/3.2MM W/ TROC TIP , $748.76 ,
Cooper University Hospital,GW 150 AQUA TRACK , $167.36 ,
Cooper University Hospital,GW 150 AQUA TRACK STIFF , $220.72 ,
Cooper University Hospital,GW 175 STD J (AJI) , $35.18 ,
Cooper University Hospital,GW 180 ASAHI GRAND SLAM , $368.68 ,
Cooper University Hospital,GW 2.5 , $286.21 ,
Cooper University Hospital,GW 2.5MM DRILL TIP 300MM , $368.34 ,
Cooper University Hospital,GW 2.5MM THRD 230MM SPADE PT , $261.03 ,
Cooper University Hospital,GW 2.8MM THRD 450MM TROC PT 300MM CLBRT, $425.00 ,
Cooper University Hospital,GW 2.8X230MM HP COCR THRD TIP STRL, $152.03 ,
Cooper University Hospital,GW 3.2 X 14IN THRD LNG , $589.64 ,
Cooper University Hospital,GW 3MMX800MM SMTH TIP FEM STER , $654.40 ,
Cooper University Hospital,GW ACUFEX CANNUFLEX , $216.94 ,
Cooper University Hospital,GW ADV 45 DEG .018 X 300CM HYDROPHILIC COATED," $1,431.05 ",
Cooper University Hospital,GW AMPLATZ .035 75CM , $109.20 ,
Cooper University Hospital,GW AMPLATZ .035 X 145 CM , $109.20 ,
Cooper University Hospital,GW AMPLATZ 260 X .035 SUPER STIFF, $179.63 ,
Cooper University Hospital,GW AMPLATZ EX. STIFF .035 X 80 , $93.39 ,
Cooper University Hospital,GW AMPLATZ SS XCH .035 X 260CM , $172.99 ,
Cooper University Hospital,GW AMPLATZ SS XCH 035 X 180CM , $165.38 ,
Cooper University Hospital,GW ANGIO APPROACH STR .014X 30 , $630.63 ,
Cooper University Hospital,GW APOLLO SPHINCTEROTOME , $684.47 ,
Cooper University Hospital,GW AQUA TRACK 180 REG ANGLE , $206.17 ,
Cooper University Hospital,GW AQUATRACK 180 ANG. STIFF , $220.72 ,
Cooper University Hospital,GW AQUATRACK 260 REG. ANG , $220.72 ,
Cooper University Hospital,GW AQUATRACK 260 STIFF ANG , $225.57 ,
Cooper University Hospital,GW ASAHI GRAND SLAM 300CM , $460.85 ,
Cooper University Hospital,GW ASAHI MIRACLE 6 , $630.63 ,
Cooper University Hospital,GW BALL TIP , $488.25 ,
Cooper University Hospital,GW BALL TIP 3 MM X 800 MM , $669.39 ,
Cooper University Hospital,GW BALL TIP 3.0 X 1250MM STERILE, $654.40 ,
Cooper University Hospital,GW BALL TIP 3X1000 STERILE , $708.73 ,
Cooper University Hospital,GW BALL-TIPPED 2.5 X 800MM , $654.40 ,
Cooper University Hospital,GW BEAD TIP 3 MM X 98 CM , $445.57 ,
Cooper University Hospital,GW BENTSON 180 X .035 X 20 , $110.11 ,
Cooper University Hospital,GW BLUNT 1.37MM , $897.82 ,
Cooper University Hospital,GW BMW 300 J UNIVERSAL , $460.85 ,
Cooper University Hospital,GW BMW UNV J 190 (RX) , $460.85 ,
Cooper University Hospital,GW DREAMWIRE .035 X 260 , $714.36 ,
Cooper University Hospital,GW ENDO .025IN 260CM STR TIP HPRFR JGWR BIL STRL DISP, $430.04 ,
Cooper University Hospital,GW FIXED CORE .035X180X3 SAFE T J CURVED, $46.08 ,
Cooper University Hospital,GW FX WIRE , $624.57 ,
Cooper University Hospital,GW GLIDEWIRE .025 X 150CM , $203.84 ,
Cooper University Hospital,GW GLIDEWIRE .035 X 150CM ANGLED, $148.68 ,
Cooper University Hospital,GW GLIDEWIRE .035 X 150CM STRT , $203.84 ,
Cooper University Hospital,GW GLIDEWIRE .035 X 260CM ST ANGLED, $188.41 ,
Cooper University Hospital,GW GLIDEWIRE .038X150CM ANGLED, $296.88 ,
Cooper University Hospital,GW HBRD 0.038INX150CM 5CM TIP STR ULTRATRACK REG BD, $183.37 ,
Cooper University Hospital,GW HYPROCURE SINUS TARSI , $72.77 ,
Cooper University Hospital,GW JAGWIRE .035 , $430.04 ,
Cooper University Hospital,GW MAG/CTQ GW .035 180 , $238.77 ,
Cooper University Hospital,GW MAG/CTQ GW 035/260 , $238.77 ,
Cooper University Hospital,GW MARKED SPRING TIP , $557.87 ,
Cooper University Hospital,GW NEWTON LLT .038 X 150 , $58.21 ,
Cooper University Hospital,GW NITINOL , $367.99 ,
Cooper University Hospital,GW NITREX 0.35X260 , $282.95 ,
Cooper University Hospital,GW NOVOGOLD .018INX480CM STR TIP, $955.65 ,
Cooper University Hospital,GW PILOT 50 190 J (RX) (ORDER IN QTY OF 5), $460.85 ,
Cooper University Hospital,GW PILOT 50 J TIP 300 , $460.85 ,
Cooper University Hospital,GW PLATINUM PLUS .018 , $346.66 ,
Cooper University Hospital,GW PTFE COATED 0.38X150CM STIFF BODIED FLEX TIP, $63.79 ,
Cooper University Hospital,GW ROADRUNNER .035 X 180 SNGL PC THE FIRM, $114.00 ,
Cooper University Hospital,GW ROSEN .035 X 180CM CRVD , $38.13 ,
Cooper University Hospital,GW ROSEN EXCHANGE .035 X 260CM , $90.71 ,
Cooper University Hospital,GW SAFETY 3MM J-TIP .025X145CM , $111.67 ,
Cooper University Hospital,GW SENSOR DUAL FLEX .038 , $248.47 ,
Cooper University Hospital,GW SMTH 3.0MMX100CM BULLET TIP , $477.58 ,
Cooper University Hospital,GW SNCHR 10 ACC LGTH 200CM ," $2,566.18 ",
Cooper University Hospital,GW SNCHR 10 EXCH LGTH 300CM ," $3,012.47 ",
Cooper University Hospital,GW SNCHR 14 EXCH LGTH 300CM ," $3,503.39 ",
Cooper University Hospital,GW SNCHR 2 ACC LGTH SFT 200CM ," $2,566.18 ",
Cooper University Hospital,GW SNCHR 2 ACC LGTH STD 200CM ," $2,566.18 ",
Cooper University Hospital,GW SPARTA CORE 190 , $378.38 ,
Cooper University Hospital,GW SPEEDGUIDE F/ 2.4/2.7X30MM T8," $1,624.51 ",
Cooper University Hospital,GW STD ANG TIP .035X180CM LAURETTE, $135.83 ,
Cooper University Hospital,GW STIFF ANG TIP .035X180CM LAURETTE, $135.83 ,
Cooper University Hospital,GW STR TIP FIXED CORE , $29.11 ,
Cooper University Hospital,GW SUTURE PASSING , $363.83 ,
Cooper University Hospital,GW SV5 180CM (PERIPH) , $363.83 ,
Cooper University Hospital,GW THRD 1.4X150MM ASNIS III  [702459S], $424.52 ,
Cooper University Hospital,GW THRD W/ TROC TIP 1.35MM , $97.02 ,
Cooper University Hospital,GW THRD W/TROC TIP .062 , $106.72 ,
Cooper University Hospital,GW THRUWAY 190CM STRAIGHT , $405.35 ,
Cooper University Hospital,GW THRUWAY 300 CM/SHORT TAPER/ STRAIGHT, $442.22 ,
Cooper University Hospital,GW TIP THREADED 3.2 MM , $509.36 ,
Cooper University Hospital,GW TRANSEND .014 X 190 CM , $758.94 ,
Cooper University Hospital,GW TRANSEND EXCH 300 FLPY ," $2,700.06 ",
Cooper University Hospital,GW TRANSEND SFT TIP 205CM ," $2,209.15 ",
Cooper University Hospital,GW ULTRA STIFF .035X 80CM , $79.21 ,
Cooper University Hospital,GW V-18 02 8/200 , $377.75 ,
Cooper University Hospital,GW V-18 03 8/300 , $393.90 ,
Cooper University Hospital,GW V-18 X 200 , $377.75 ,
Cooper University Hospital,GW VASC .035 180CM 3CM ANGLE FLEXTIP, $160.08 ,
Cooper University Hospital,GW VASC 180CM .018IN 45D 25CM GLDWR GT HDRPH, $902.29 ,
Cooper University Hospital,GW VIPER 1.45MM BLUNT ," $1,067.22 ",
Cooper University Hospital,GW W/ TROC TIP 2.4MMX9.25IN , $72.77 ,
Cooper University Hospital,GW W/ TROC TIP THRD 8IN , $145.53 ,
Cooper University Hospital,GW X-PEDION-10 2 00CM NEURO ," $1,295.22 ",
Cooper University Hospital,GW XS PRE-SHAPED TAV/TAVI ," $1,067.22 ",
Cooper University Hospital,HCG PREGANCY CASSETTE RAPID TEST, $119.09 ,
Cooper University Hospital,HCG QUAL SERUM/URINE 50 TESTS , $7.18 ,
Cooper University Hospital,HEAD CSST 12MM DISP F/ XPD ," $3,783.78 ",
Cooper University Hospital,HEAD CSST 14MM DISP F/ XPD ," $3,783.78 ",
Cooper University Hospital,HEAD RDC ANG 7.0MM  [352.055], $631.41 ,
Cooper University Hospital,HEAD RDC STR 7.0MM  [352.050], $631.41 ,
Cooper University Hospital,HEAD RMR 12.0MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 12.5MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 13.0MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 13.5MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 14.0MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 14.5MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 15.0MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 15.5MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 16.0MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR 16.5MM F/ RIA STRL ," $1,898.15 ",
Cooper University Hospital,HEAD RMR MDLRY 10.0MM  [352.100]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 10.5MM  [352.105]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 11.0MM  [352.110]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 11.5MM  [351.54], $913.45 ,
Cooper University Hospital,HEAD RMR MDLRY 11.5MM  [352.115]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 12.0MM  [352.120]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 12.5MM  [352.125]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 13.0MM  [352.130]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 13.5MM  [352.135]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 14.0MM  [352.140]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 14.5MM  [352.145]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 15.0MM  [352.150]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 15.5MM  [352.155]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 16.0MM  [352.160]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 16.5MM  [352.165]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 17.0MM  [352.170]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 17.5MM  [351.66], $913.45 ,
Cooper University Hospital,HEAD RMR MDLRY 17.5MM  [352.175]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 18.0MM  [352.180]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 18.5MM  [352.185]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 19.0MM  [352.190]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 8.5MM  [352.085]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 9.0MM  [352.090]," $1,631.05 ",
Cooper University Hospital,HEAD RMR MDLRY 9.5MM  [352.095]," $1,631.05 ",
Cooper University Hospital,HEMOSTAT AVITENE MICROFIBRILLATOR COLLAGEN, $569.99 ,
Cooper University Hospital,HEMOSTAT ENDOAVITENE 10 MM ," $1,707.46 ",
Cooper University Hospital,HEMOSTAT FLOWABLE D-STAT , $577.27 ,
Cooper University Hospital,HEMOSTAT SURGICEL FIBRILLAR , $277.34 ,
Cooper University Hospital,HINGE FEMALE , $635.00 ,
Cooper University Hospital,HOLDER ASST W/ STAB SFT 3S ," $2,236.31 ",
Cooper University Hospital,HOLDER TUBE NASO GASTRIC , $3.35 ,
Cooper University Hospital,HYDRATOME RX SPHICTEROTOME ," $1,954.47 ",
Cooper University Hospital,HYDRATOME RX SPHINC PREL WIRE ," $1,954.47 ",
Cooper University Hospital,IMPL HEAD&NECK FEM (802)  [00801802802]," $2,182.95 ",
Cooper University Hospital,IMPLANT ADAPTER -3 NK BIOLOX OPTION TPR [650-1065]," $1,120.58 ",
Cooper University Hospital,IMPLANT ANTM MODL MAXILLA CRANIUM WHITE [SD900.308]," $13,090.91 ",
Cooper University Hospital,IMPLANT BB-TAK NON THRD  [AR-13226], $242.55 ,
Cooper University Hospital,IMPLANT ENDO II 6MM TPR/ADPR PLUS NK LNGTH TYPE 1 [139245], $485.10 ,
Cooper University Hospital,IMPLANT FAST FIX 360 ULTRA CRVD DLV SYS [72202468]," $2,258.43 ",
Cooper University Hospital,IMPLANT FAST-FIX 360 RVRS CRVD  [72202469]," $2,258.43 ",
Cooper University Hospital,IMPLANT FAST-FIX 360 STR  [72202467]," $2,258.43 ",
Cooper University Hospital,IMPLANT FINGER JOINT FLEXSPAN  [4700002]," $7,029.10 ",
Cooper University Hospital,IMPLANT LONG DRIVER 3.0MM  [25008], $295.91 ,
Cooper University Hospital,IMPLANT MODEL MNDB ," $11,751.84 ",
Cooper University Hospital,IMPLANT SIL ORBT 20MM  [S6-1020U], $218.30 ,
Cooper University Hospital,IMPLANT ZURICH II WOOD BIDIR DSTRCT INTRAORAL [51-301-20]," $30,949.38 ",
Cooper University Hospital,INSERT BP FCP 1MMX20CM VRT CLS 45 DEG ANG JAWS," $1,526.36 ",
Cooper University Hospital,INSERT BP FCP 3.4MMX20CM SHRP ARW TIP COAX CLS," $1,526.36 ",
Cooper University Hospital,INSERT BP FORCEPS F/28164BDM HRZN CLS 45 DEG ANG JAW," $1,526.36 ",
Cooper University Hospital,INSERT CATH DILAMEZ BLU 12MM  [DMI-12G], $163.92 ,
Cooper University Hospital,INSERT ENDO TPR/ADPTR -3MM NK LENGTH [139248], $485.10 ,
Cooper University Hospital,INSERT OSS STACKING ADAPTER DIAPHYSEAL [150483], $693.69 ,
Cooper University Hospital,INSERT STEALTH 30MM , $82.47 ,
Cooper University Hospital,INSERT TAPER ENDO II -6MM  [139249], $485.10 ,
Cooper University Hospital,INSERT TPR II ADPTR + 3MM NK LGTH ENDO [139246], $485.10 ,
Cooper University Hospital,INTERSTIM F/ SPINAL CORD  [357625], $388.08 ,
Cooper University Hospital,INTRO 10CM 40CM 5FR 21GA .018 DIL ECHO NDL, $130.98 ,
Cooper University Hospital,INTRODUC PED SET 3.5X.018X7X11 PEEL AWAY, $392.93 ,
Cooper University Hospital,INTRODUCER 12.5FR PEEL AWAY CATH, $378.62 ,
Cooper University Hospital,INTRODUCER 12FRX4.1MMX30CM FLEXOR W/ LG CHECK FLO VLV, $360.92 ,
Cooper University Hospital,INTRODUCER 14.0 FR PEEL AWAY CATH, $876.57 ,
Cooper University Hospital,INTRODUCER 14F X 38 PEEL AWAY , $161.40 ,
Cooper University Hospital,INTRODUCER 15.5CM 8FR PEELAWAY , $161.40 ,
Cooper University Hospital,INTRODUCER 18FX15.5 PEEL AWAY , $161.40 ,
Cooper University Hospital,INTRODUCER 4 X 18/35X90 FLEXOR TUOHY BORST SIDE ARM, $451.14 ,
Cooper University Hospital,INTRODUCER 5FRX.025X9CMX13CM PEEL AWAY, $383.23 ,
Cooper University Hospital,INTRODUCER 6.0FRX.035X25CM CKFL FLXR MULTI TIP, $248.13 ,
Cooper University Hospital,INTRODUCER 7.0FRX.035X25CM CKFL FLXR MULTI TIP, $248.13 ,
Cooper University Hospital,INTRODUCER 9.0FRX3.2MMX55CM FLEXOR CHECK FLO, $180.45 ,
Cooper University Hospital,INTRODUCER 9G SET FOR 20MR HANDPIECE, $776.16 ,
Cooper University Hospital,INTRODUCER ANSEL 7X18X35-45 MODIFICATION, $203.02 ,
Cooper University Hospital,INTRODUCER ANSEL FLEX 6FRX55CM , $248.13 ,
Cooper University Hospital,INTRODUCER CATH VEIN PICK SHRT 9X45MM YLW, $15.04 ,
Cooper University Hospital,INTRODUCER CHECK FLO 10F 45 , $203.02 ,
Cooper University Hospital,INTRODUCER CHECKFLO 12FRX45CM , $248.13 ,
Cooper University Hospital,INTRODUCER CHECK-FLO 16FRX35CM , $437.61 ,
Cooper University Hospital,INTRODUCER FLEXOR 5FR 90CM TUOHY-BORST SIDE-ARM, $451.14 ,
Cooper University Hospital,INTRODUCER FLEXOR 8X.038X70CM CHECK-FLO, $180.45 ,
Cooper University Hospital,INTRODUCER INTROSYTE-N 1.9FR CATH, $271.47 ,
Cooper University Hospital,INTRODUCER KIT 6F ," $1,021.14 ",
Cooper University Hospital,INTRODUCER KIT 8F ," $1,021.14 ",
Cooper University Hospital,INTRODUCER LRG 20FR PEEL AWAY , $154.02 ,
Cooper University Hospital,INTRODUCER LRG 22FRX38 PEEL AWAY, $154.02 ,
Cooper University Hospital,INTRODUCER PINCH VALVE 20FR SHEATH W/SILICONE," $1,625.09 ",
Cooper University Hospital,INTRODUCER PINCH VALVE 22FR SHEATH W/SILICONE," $1,722.11 ",
Cooper University Hospital,INTRODUCER PINCH VALVE 24FR SHEATH W/SILICONE," $1,528.07 ",
Cooper University Hospital,INTRODUCER PRELUDE 5F SHORT SHEATH, $67.91 ,
Cooper University Hospital,INTRODUCER PRELUDE SHRT 5F 4CM SHEATH, $72.77 ,
Cooper University Hospital,INTRODUCER SET CHECK FLO , $189.48 ,
Cooper University Hospital,INTRODUCER SET MICRO 5FR SHEATH, $232.85 ,
