Description,2019 Price
IMP ROD NUVASIVE 5.5X40MM,"1,000.00"
IMP ROD NUVASIVE 5.5X45MM,"1,000.00"
IMP ROD NUVASIVE 5.5X500MM,"1,000.00"
IMP ROD NUVASIVE 5.5X50MM,"1,000.00"
IMP ROD NUVASIVE 5.5X55MM,"1,000.00"
IMP ROD NUVASIVE 5.5X60MM,"1,000.00"
IMP ROD NUVASIVE 5.5X65MM,"1,000.00"
IMP ROD NUVASIVE 5.5X70MM,"1,000.00"
IMP ROD NUVASIVE 5.5X80MM,"1,000.00"
IMP ROD NUVASIVE 5.5X90MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL 100MM,488.00
IMP ROD NUVASIVE CONVENTIONAL 300MM,488.00
IMP ROD NUVASIVE CONVENTIONAL 500MM,488.00
IMP ROD NUVASIVE CONVENTIONAL 50MM,488.00
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 100MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 120MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 25MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 30MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 35MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 40MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 45MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 50MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 55MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 60MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 65MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 70MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 75MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 80MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 85MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 90MM,"1,000.00"
IMP ROD NUVASIVE CONVENTIONAL PRE BENT 95MM,"1,000.00"
IMP ROD NUVASIVE DUAL BALL 17.5MM,"1,000.00"
IMP ROD NUVASIVE DUAL BALL 20MM,"1,000.00"
IMP ROD NUVASIVE DUAL BALL 22.5MM,"1,000.00"
IMP ROD NUVASIVE DUAL BALL 25MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 27.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 30MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 32.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 35MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 37.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 37.5MM,"3,925.00"
IMP ROD NUVASIVE DUAL BALL 40MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 42.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 45MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 47.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 47.5MM,"3,925.00"
IMP ROD NUVASIVE DUAL BALL 50MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 52.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 55MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 57.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 57.5MM,"3,925.00"
IMP ROD NUVASIVE DUAL BALL 60MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 62.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 65MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 67.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 67.5MM,"3,925.00"
IMP ROD NUVASIVE DUAL BALL 70MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 72.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 75MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 77.5MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 77.5MM,"3,925.00"
IMP ROD NUVASIVE DUAL BALL 80MM,"2,500.00"
IMP ROD NUVASIVE DUAL BALL 80MM,"3,925.00"
IMP ROD NUVASIVE PRE BENT 5.5X100MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X110MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X120MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X25MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X30MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X35MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X40MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X45MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X55MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X65MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X70MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X75MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X80MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X85MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X90MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT 5.5X95MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 100MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 105MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 110MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 120MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 130MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 140MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 150MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 20MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 25MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 30MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 35MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 40MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 45MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 50MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 55MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 60MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 65MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 70MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 75MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 80MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 85MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 90MM,"1,000.00"
IMP ROD NUVASIVE PRE BENT SPHERX 95MM,"1,000.00"
IMP ROD NUVASIVE PRE-BENT PRECEPT 5.5X35MM TI 8847035,"1,000.00"
IMP ROD NUVASIVE PRE-BENT PRECEPT 5.5X40MM TI 8847040,"1,000.00"
IMP ROD NUVASIVE PRE-BENT PRECEPT 5.5X45MM TI 8847045,"1,000.00"
IMP ROD NUVASIVE RELINE O-H CON MED 5.0/5.5MM 11102255,"1,500.00"
IMP ROD NUVASIVE RELINE O-H ROTATING CON 5.0/5.5MM 11104055,"1,500.00"
IMP ROD NUVASIVE RELINE-O 5.5X300MM STR COCHR 15455300,750.00
IMP ROD NUVASIVE RELINE-O 6.0X300MM STR COCHR 15460300,750.00
IMP ROD NUVASIVE RELINE-O 6.0X300MM STR TI 15360300,"1,250.00"
IMP ROD NUVASIVE RELINE-O 6.0X500MM STR COCHR 15460500,750.00
IMP ROD NUVASIVE RELINE-O LORDOSED 5.5X120MM TI 14355120,488.00
IMP ROD NUVASIVE RELINE-O LORDOSED 5.5X40MM TI 14355040,488.00
IMP ROD NUVASIVE RELINE-O LORDOSED 5.5X75MM TI 14355075,488.00
IMP ROD NUVASIVE TEMPLATE 250MM,790.00
IMP ROD NUVASIVE TEMPLATE 500MM,928.00
IMP ROD PREBENT 60MM 7292060,"1,000.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X215MM P10.7-50B215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X230MM P10.7-50B230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X255MM P10.7-80B245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X275MM P10.7-80B275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X305MM P10.7-80B305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X335MM P10.7-80B335,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 10.7X365MM P10.7-80B365,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X215MM P12.5-50B215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X230MM P12.5-50B230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X245MM P12.5-80B245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X275MM P12.5-80B275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X305MM P12.5-80B305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X335MM P12.5-80B335,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 12.5X365MM P12.5-80B366,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X215MM P8.5-50B215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X230MM P8.5-50B230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X245MM P8.5-80B245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X275MM P8.5-80B275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X305MM P8.5-80B305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR PIN 8.5X335MM P8.5-80B335,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X215 P10.7-50D215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X230 P10.7-50D230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X245 P10.7-80D245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X275 P10.7-80D275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X305 P10.7-80D305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X335 P10.7-80D335,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 10.7X365 P10.7-80D365,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X215 P12.5-50D215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X230 P12.5-50D230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X245 P12.5-80D245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X275 P12.5-80D275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X305 P12.5-50D305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X335 P12.5-80D335,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 12.5X365 P12.5-80D365,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X215MM P8.5-50D215,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X230MM P8.5-50D230,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X245MM P8.5-80D245,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X275MM P8.5-80D275,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X305MM P8.5-50D305,"31,545.00"
IMP ROD PRECICE ANTEGRADE FEMUR TROCH 8.5X335MM P8.5-80D335,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X195MM P10.7-50C195,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X215MM P10.7-50C215,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X230MM P10.7-50C230,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X245MM P10.7-80C245,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X275MM P10.7-80C275,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X305MM P10.7-80C305,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X335MM P10.7-80C335,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 10.7X365MM P10.7-80C365,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X195MM P12.5-50C195,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X215MM P12.5-50C215,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X230MM P12.5-50C230,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X245MM P12.5-80C245,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X275MM P12.5-80C275,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X305MM P12.5-80C305,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X335MM P12.5-80C335,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 12.5X365MM P12.5-80C365,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X195MM P8.5-50C195,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X215MM P8.5-50C215,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X230MM P8.5-50C230,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X245MM P8.5-80C245,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X275MM P8.5-80C275,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X305MM P8.5-80C305,"31,545.00"
IMP ROD PRECICE ANTEGRADE TIBIA 8.5X335MM P8.5-80C335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X215MM P10.7-50A215,"31,563.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X230MM P10.7-50A230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X245MM P10.7-80A245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X275MM P10.7-80A275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X305MM P10.7-80A305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X335MM P10.7-80A335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 10.7X365MM P10.7-80A365,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X230MM P12.5-50A230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X245MM P12.5-80A245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X275MM P12.5-80A275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X305MM P12.5-80A305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X335MM P12.5-80A335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10D 12.5X365MM P12.5-80A365,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X215MM P8.5-50A215,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X215MM P8.5-50A215,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X230MM P8.5-50A230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X245MM P8.5-80A245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X275MM P8.5-80A275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X305MM P8.5-80A305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR 10DEG 8.5X335MM P8.5-80A335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X215MM P10.7-50E215,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X230MM P10.7-50E230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X245MM P10.7-80E245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X275MM P10.7-80E275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X305MM P10.7-80E305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X335MM P10.7-80E335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 10.7X365MM P10.7-80E365,"31,563.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X215MM P12.5-50E215,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X230MM P12.5-50E230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X245MM P12.5-80E245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X275MM P12.5-80E275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X305MM P12.5-80E305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X335MM P12.5-80E335,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 12.5X365MM P12.5-80E365,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X215MM P8.5-50E215,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X230MM P8.5-50E230,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X245MM P8.5-80E245,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X275MM P8.5-80E275,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X305MM P8.5-80E305,"31,545.00"
IMP ROD PRECICE RETROGRADE FEMUR STR 8.5X335MM P8.5-80E335,"31,545.00"
IMP ROD SNR GUIDE 3.2MMX1000MM BALL TIP 71631626,150.00
IMP ROD SPINAL 06X45MM TI 48218045,488.00
IMP ROD SPINAL 06X70MM TI 48218070,488.00
IMP ROD SPINAL 110MM 6MM SHFT TI,615.00
IMP ROD SPINAL 40X108MM RADIUS BEND 48218040,488.00
IMP ROD SPINAL 480MM 6MM SHFT TI,"1,288.00"
IMP ROD SPINAL DANEK 06X60MM TI 48218060,488.00
IMP ROD SPINAL STRK XIA 3 6X30MM TI 48232030,488.00
IMP ROD SPINE DENALI PEDICLE CVD 5.5X65MM TI 101-65565,488.00
IMP ROD SPINE DENALI PEDICLE STR 5.5X45MM TI 101-65545,488.00
IMP ROD SPINE MEDT VERTEX 3.5X240MM TI 7750015,488.00
IMP ROD SPINE SULZ 10CM SILICONE,488.00
IMP ROD SPINE SULZ 20CM SILICONE,488.00
IMP ROD SPINE SULZ 47CM,488.00
IMP ROD SPINETECH 6.35MMX4CM 07.00298.005,488.00
IMP ROD SPINETECH 6.35MMX5CM 07.00298.004,488.00
IMP ROD SPINETECH 6.35MMX9CM 07.00298.009,488.00
IMP ROD SPNL 70MM 6MM SHFT TI,650.00
IMP ROD SPNL SPRL NO HEX 100MM,488.00
IMP ROD SPNL SPRL NO HEX 120MM,488.00
IMP ROD SPNL SPRL NO HEX 90MM,488.00
IMP ROD SPNL SPRL RADS 90X40MM,488.00
IMP ROD SPNL SPRL RADS 90X50MM,488.00
IMP ROD SPNL SPRL RADS 90X60MM,488.00
IMP ROD SPNL SPRL RADS 90X70MM,488.00
IMP ROD SPNL SPRL RADS 90X80MM,488.00
IMP ROD STD 6.35MMX10CM,488.00
IMP ROD STD 6.35MMX47CM,488.00
IMP ROD STEM DEPUY FLUT 115X12MM 86-6426,"2,468.00"
IMP ROD STEM DEPUY FLUT 115X14MM 86-6428,"2,468.00"
IMP ROD STEM DEPUY FLUT 115X16MM 86-6430,"2,468.00"
IMP ROD STND 6.35MMX20CM,488.00
IMP ROD STRK CARBON  CONN 3X150MM 5079-6-150,235.00
IMP ROD STRK CARBON 3X40MM SS 5079-5-040,145.00
IMP ROD STRK CARBON 3X60MM SS 5079-5-060,87.00
IMP ROD STRK CARBON CONN 3X30MM 5079-6-030,235.00
IMP ROD STRK CARBON CONN 3X40MM 5079-6-040,235.00
IMP ROD STRK CARBON CONN 3X50MM 5079-6-050,235.00
IMP ROD STRK CARBON CONN 3X60MM 5079-6-060,235.00
IMP ROD STRK CARBON CONN 3X90MM 5079-6-090,235.00
IMP ROD STRK DIAPSON 100MM 665100,488.00
IMP ROD STRK DIAPSON 110MM 665110,488.00
IMP ROD STRK DIAPSON 120MM 665120,488.00
IMP ROD STRK DIAPSON 130MM 665130,488.00
IMP ROD STRK DIAPSON 40MM 665040,488.00
IMP ROD STRK DIAPSON 50MM 665050,488.00
IMP ROD STRK DIAPSON 60MM 665060,488.00
IMP ROD STRK DIAPSON 70MM 665070,488.00
IMP ROD STRK DIAPSON 80MM 665080,488.00
IMP ROD STRK DIAPSON 90MM 665090,488.00
IMP ROD STRK MAX DBL RADIUS BEND 50X40MM,"1,242.00"
IMP ROD STRK MAX DBL RADIUS BEND 60X40MM,488.00
IMP ROD STRK MAX DBL RADIUS BEND 70X40MM,488.00
IMP ROD STRK MAX DBL RADIUS BEND 80X40MM,488.00
IMP ROD STRK OASYS 3.5X120MM 48552120,488.00
IMP ROD STRK OASYS 3.5X240MM 48552240,488.00
IMP ROD STRK OASYS 3.5X25MM 48552025,488.00
IMP ROD STRK OASYS 3.5X30MM 48552030,488.00
IMP ROD STRK OASYS 3.5X40MM 48552040,488.00
IMP ROD STRK OASYS 3.5X50MM 48552050,488.00
IMP ROD STRK OASYS 3.5X60MM 48552060,488.00
IMP ROD STRK OASYS 3.5X70MM 48552070,488.00
IMP ROD STRK OASYS 3.5X80MM 48552080,488.00
IMP ROD STRK PEDICLE THORACOLUMBAR 5.5X45MM 486615045,488.00
IMP ROD STRK PEDICLE THORACOLUMBAR 5.5X50MM 486615050,488.00
IMP ROD STRK PEDICLE THORACOLUMBAR 5.5X70MM 486615070,488.00
IMP ROD STRK PRE-BENT 6X45MM W/HEX ES2 482806045,"1,000.00"
IMP ROD STRK PRE-BENT 6X50MM W/HEX ES2 482806050,"1,000.00"
IMP ROD STRK PRE-BENT THORACOLUMBAR 5.5X60MM 486615560,488.00
IMP ROD STRK RUSH 3/16X09 1/2,650.00
IMP ROD STRK RUSH 3/16X8 3/4,928.00
IMP ROD STRK SGL RADIUS BEND 30X32MM,488.00
IMP ROD STRK SGL RADIUS BEND 35X32MM,488.00
IMP ROD STRK SGL RADIUS BEND 50X108MM,488.00
IMP ROD STRK SGL RADIUS BEND 80X127MM,488.00
IMP ROD STRK SGL RADIUS BEND 90X127MM,488.00
IMP ROD STRK VITALLIUM 03822601,488.00
IMP ROD STRK XIA 110MM 03802110,488.00
IMP ROD STRK XIA 3 6X100MM TI 48232100,488.00
IMP ROD STRK XIA 3 6X100MM TI 48238100,488.00
IMP ROD STRK XIA 3 6X110MM TI 48232110,488.00
IMP ROD STRK XIA 3 6X110MM TI 48238110,488.00
IMP ROD STRK XIA 3 6X120MM TI 48232120,488.00
IMP ROD STRK XIA 3 6X120MM TI 48238120,488.00
IMP ROD STRK XIA 3 6X30MM TI 48238030,488.00
IMP ROD STRK XIA 3 6X35MM TI 48238035,488.00
IMP ROD STRK XIA 3 6X40MM TI 48232040,488.00
IMP ROD STRK XIA 3 6X40MM TI 48238040,488.00
IMP ROD STRK XIA 3 6X45MM TI 48238045,488.00
IMP ROD STRK XIA 3 6X480MM TI 48232480,488.00
IMP ROD STRK XIA 3 6X50MM TI 48232050,488.00
IMP ROD STRK XIA 3 6X50MM TI 48238050,488.00
IMP ROD STRK XIA 3 6X60MM TI 48232060,488.00
IMP ROD STRK XIA 3 6X60MM TI 48238060,488.00
IMP ROD STRK XIA 3 6X70MM TI 48232070,488.00
IMP ROD STRK XIA 3 6X70MM TI 48238070,488.00
IMP ROD STRK XIA 3 6X80MM TI 48232080,488.00
IMP ROD STRK XIA 3 6X80MM TI 48238080,488.00
IMP ROD STRK XIA 3 6X90MM TI 48232090,488.00
IMP ROD STRK XIA 3 6X90MM TI 48238090,488.00
IMP ROD STRK XIA 3 MAX 6X100MM TI 48239100,488.00
IMP ROD STRK XIA 3 MAX 6X110MM TI 48239110,488.00
IMP ROD STRK XIA 3 MAX 6X120MM TI 48239120,488.00
IMP ROD STRK XIA 3 MAX 6X50MM TI 48239050,488.00
IMP ROD STRK XIA 3 MAX 6X60MM TI 48239060,488.00
IMP ROD STRK XIA 3 MAX 6X70MM TI 48239070,488.00
IMP ROD STRK XIA 3 MAX 6X80MM TI 48239080,488.00
IMP ROD STRK XIA 3 MAX 6X90MM TI 48239090,488.00
IMP ROD STRK XIA 480MM 03802480,488.00
IMP ROD STRK XIA 70MM 03802070,488.00
IMP ROD SYN ANT THORACOLUMBAR CVD 3.5X40MM TI 498.136,663.00
IMP ROD SYN AXON 3.5MM 240MM,750.00
IMP ROD SYN AXON 3.5X120MM TI,488.00
IMP ROD SYN AXON 3.5X80MM TI,488.00
IMP ROD SYN BONE THRD 8.0X100MM 392.61,474.00
IMP ROD SYN BONE THRD 8.0X150MM 392.62,474.00
IMP ROD SYN BONE THRD 8.0X200MM 392.63,628.00
IMP ROD SYN BONE THRD 8.0X250MM 392.64,628.00
IMP ROD SYN BONE THRD 8.0X300MM 392.65,628.00
IMP ROD SYN BONE THRD 8.0X350MM 392.66,709.00
IMP ROD SYN BONE THRD 8.0X400MM 392.67,709.00
IMP ROD SYN BONE THRD 8.0X450MM 392.68,709.00
IMP ROD SYN BONE THRD 8.0X80MM 392.60,474.00
IMP ROD SYN CALIBRATED REAMING 850MM TI,325.00
IMP ROD SYN CARBON FIBER 200MM SS,"5,550.00"
IMP ROD SYN CARBON FIBER 200MM TI,"5,550.00"
IMP ROD SYN CARBON FIBER 220MM SS,"5,550.00"
IMP ROD SYN CARBON FIBER 220MM TI,"5,550.00"
IMP ROD SYN CARBON FIBER 240MM SS,"5,550.00"
IMP ROD SYN CARBON FIBER 240MM TI,"5,550.00"
IMP ROD SYN CARBON FIBER CVD 135DEG 11.0X638MM 394.793,"1,624.00"
IMP ROD SYN CARBON FIBER CVD 180DEG 11.0X180MM 394.79,"1,752.00"
IMP ROD SYN CARBON FIBER CVD 45DEG 11.0X213MM 394.791,"1,352.00"
IMP ROD SYN CARBON FIBER CVD 90DEG 11.0X425MM 394.792,"1,487.00"
IMP ROD SYN CONNECTING 5.0X100MM 393.90,74.00
IMP ROD SYN CONNECTING 5.0X150MM 393.91,74.00
IMP ROD SYN CONNECTING 5.0X200MM 393.92,74.00
IMP ROD SYN CONNECTING 5.0X250MM 393.93,74.00
IMP ROD SYN CONNECTING 5.0X300MM 393.94,74.00
