"Hospital
Code",Hospital Description,"Chargemaster
Department
Code",Chargemaster Department Description,"Charge
Code",Charge Description,Price,Zero-Price Explanation
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407983,340B LIDOCAINE 1% MPF 5ML INJ, 0.24 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452294,340B LIDOCAINE 1%/EPI 10MG/1ML INJ, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415515,340B LIDOCAINE 1%/EPI MPF 30ML INJ, 1.57 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466021,340B LIDOCAINE 1.5% 10ML INJ, 6.64 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415580,340B LIDOCAINE 1.5% 20ML INJ, 2.57 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8427601,340B LIDOCAINE 1.5% BUFF 10ML INJ, 5.13 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407454,340B LIDOCAINE 1.5% W/EPI 5ML INJ, 1.23 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415523,340B LIDOCAINE 1.5%/EPI 10ML INJ, 6.95 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415648,340B LIDOCAINE 1.5%/EPI 30ML INJ, 5.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464679,340B LIDOCAINE 10% 30ML SPRY ORAL, 41.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415531,340B LIDOCAINE 2% 1.8ML CTRDG, 0.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407447,340B LIDOCAINE 2% 10ML INJ, 1.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415606,340B LIDOCAINE 2% 10ML JEL URO-JET, 4.87 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462574,340B LIDOCAINE 2% 15ML SOLN TOP, 4.95 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408031,340B LIDOCAINE 2% 20MG/1ML 5ML SYR, 1.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428401,340B LIDOCAINE 2% 20MG/ML 1ML INJ, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421000,340B LIDOCAINE 2% 20ML JEL URO-JET, 7.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461196,340B LIDOCAINE 2% 240ML SOLN TOP, 19.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415598,340B LIDOCAINE 2% 2ML INJ, 0.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410169,340B LIDOCAINE 2% 30ML JEL TOP, 5.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8420606,340B LIDOCAINE 2% 5ML INJ, 0.68 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408601,340B LIDOCAINE 2% 5ML JEL TOPCAL, 0.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409195,340B LIDOCAINE 2% 5ML JEL URO-JET, 3.95 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458762,340B LIDOCAINE 2% BUFFERED 10ML INJ, 4.08 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452302,340B LIDOCAINE 2% BUFFERED 20ML INJ, 3.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422503,340B LIDOCAINE 2% MPF 5ML INJ, 1.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410276,340B LIDOCAINE 2% VISCOUS 100ML LIQ, 1.40 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8405672,340B LIDOCAINE 2% VISCOUS 20ML LIQ, 0.28 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424665,340B LIDOCAINE 2% VISCOUS 5ML LIQ, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410698,340B LIDOCAINE 2% W/EPI 20ML INJ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410706,340B LIDOCAINE 2% W/EPI PF 20ML INJ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415655,340B LIDOCAINE 2%/EPI 1.8ML CTRDG, 0.35 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452310,340B LIDOCAINE 2%/EPI 10ML INJ, 0.76 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452328,340B LIDOCAINE 2%/EPI 20MG/1ML INJ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470007,340B LIDOCAINE 3% 30GM CR TOP, 46.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415622,340B LIDOCAINE 4% 40MG/ML 5ML INJ, 2.41 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415804,340B LIDOCAINE 4% 4ML INJ KIT, 13.76 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407389,340B LIDOCAINE 4% 50ML SOLN TOPICAL, 1.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407744,340B LIDOCAINE 4% 5GM CR TOPICAL, 2.65 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423857,340B LIDOCAINE 4% 5ML SOLN TOPICAL, 0.15 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8411381,340B LIDOCAINE 4% CR TOPICAL, 40.93 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408247,340B LIDOCAINE 4%/TEGADR 5GM CR KIT, 18.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415630,340B LIDOCAINE 5% 35GM OINT TOPICAL, 3.52 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409674,340B LIDOCAINE 5% 700MG PATCH TOP, 1.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415549,340B LIDOCAINE 5%/GLUC 7.5% 2ML INJ, 8.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8457756,340B LIDOCAINE 70MG/TETRA 70MG PTCH, 12.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409369,340B LIDOCAINE/PRILO 2.5% 5GM CR UD, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408874,340B LIDOCAINE/PRILO 2.5% CR, 5.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8472938,340B LINACLOTIDE 145MCG CAP, 0.59 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8473035,340B LINACLOTIDE 290MCG CAP, 0.96 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8465684,340B LINDANE 1% 60ML LOT TOP, 109.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452344,340B LINDANE 1% 60ML SHAMPOO TOP, 109.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459406,340B LINEZOLID 100MG/5ML 150ML LIQ," 1,335.01 ",
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466229,340B LINEZOLID 100MG/5ML LIQ, 44.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464117,340B LINEZOLID 20MG/ML 5ML SYQ, 44.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463960,340B LINEZOLID 2MG/ML 50ML SYI, 30.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8412215,340B LINEZOLID 600MG TAB, 1.51 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410722,340B LINEZOLID/200MG PB, 7.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462806,340B LIOTHYRONINE 10MCG/1ML INJ, 229.13 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415671,340B LIOTHYRONINE 25MCG TAB, 0.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466807,340B LIOTHYRONINE 50MCG TAB, 1.28 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415663,340B LIOTHYRONINE 5MCG TAB, 0.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471179,340B LIOTRIX 120MG TAB, 0.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471187,340B LIOTRIX 180MG TAB, 0.91 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471500,340B LIOTRIX 60MG TAB, 0.63 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425431,340B LISDEXAMFETAMINE 20MG CAP, 1.41 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424855,340B LISDEXAMFETAMINE 30MG CAP, 9.83 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452351,340B LISDEXAMFETAMINE 50MG CAP, 9.83 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463978,340B LISDEXAMFETAMINE 70MG CAP, 9.83 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400194,340B LISINOPRIL 10MG TAB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464125,340B LISINOPRIL 1MG/ML 5ML SYQ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470056,340B LISINOPRIL 30MG TAB, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404170,340B LISINOPRIL 40MG TAB, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401754,340B LISINOPRIL 5MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421208,340B LISINOPRL 10MG/HCTZ 12.5MG TAB, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419566,340B LISINOPRL 2.5MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415689,340B LISINOPRL 20MG TAB, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415697,340B LISINOPRL 20MG/HCTZ 12.5MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415705,340B LISINOPRL 20MG/HCTZ 25MG TAB, 0.16 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400301,340B LITHIUM CARBONATE 150MG CAP, 0.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401267,340B LITHIUM CARBONATE 300MG CAP, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415721,340B LITHIUM CARBONATE 300MG TAB, 0.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415739,340B LITHIUM CARBONATE 300MG TAB TR, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415713,340B LITHIUM CARBONATE 450MG TAB TR, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452369,340B LITHIUM CITRAT 300MG/5ML 30ML, 0.65 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452377,340B LITHIUM CITRAT 300MG/5ML LIQ, 1.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426181,340B LITHIUM CITRAT 60MG/ML 5ML SYQ, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425043,340B L-METHYLFOLATE 7.5MG TAB, 2.74 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456071,340B LOCM I 100-199MG/ML 10ML INJ, 0.65 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456089,340B LOCM I 100-199MG/ML 50ML INJ, 0.67 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8455354,340B LOCM I 300-399MG/ML 125ML INJ, 0.87 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8455453,340B LOCM I 300-399MG/ML 200ML INJ, 0.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456097,340B LOCM I 300-399MG/ML 30ML INJ, 1.35 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8456204,340B LOCM I 300-399MG/ML 75ML INJ, 0.93 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424772,340B LOCM IOD 200-299MG/ML 20ML INJ, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424814,340B LOCM IOD 200-299MG/ML 50ML INJ, 0.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424822,340B LOCM IOD 300-399MG/ML 100MLINJ, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452385,340B LOCM IOD 300-399MG/ML 15ML INJ, 5.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401564,340B LOCM IOD 300-399MG/ML V10 INJ, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401572,340B LOCM IOD 300-399MG/ML V50 INJ, 0.27 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464901,340B LODOXAMIDE 0.1% 10ML SOLN OPH, 171.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8469686,340B LOMUSTINE 100MG CAP, 50.51 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470593,340B LOMUSTINE 10MG CAP, 8.82 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8464133,340B LOMUSTINE 10MG/ML 5ML SYQ, 44.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470601,340B LOMUSTINE 40MG CAP, 26.57 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426199,340B LOPERAMIDE 0.2MG/ML 10ML SYQ, 0.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418048,340B LOPERAMIDE 1MG/5ML 120ML LIQD, 2.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467201,340B LOPERAMIDE 1MG/5ML LIQ, 1.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401523,340B LOPERAMIDE 2MG CAP, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415747,340B LOPERAMIDE 2MG/10ML LIQ, 0.20 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459471,340B LOPINAVIR/RITONAVIR 160ML LIQ, 512.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409211,340B LOPINAVIR/RITONAVIR 200MG TAB, 4.32 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422594,340B LOPINAVIR/RITONAVIR 5ML LIQ, 16.00 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404006,340B LORATADINE 10MG TAB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460503,340B LORATADINE 10MG TAB DISSOLVE, 0.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452393,340B LORATADINE 1MG/ML 5ML SYQ, 0.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461550,340B LORATADINE 5MG/5ML 60ML LIQ, 1.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418717,340B LORATADINE/PSEUDOE 5MG TAB TR, 0.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415754,340B LORAZEPAM 0.5MG TAB, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8403255,340B LORAZEPAM 1MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468209,340B LORAZEPAM 1MG/1ML SYQ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415762,340B LORAZEPAM 2MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452401,340B LORAZEPAM 2MG/1ML SYQ, 0.26 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8454258,340B LORAZEPAM 2MG/ML 30ML LIQDRP, 7.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8421471,340B LORAZEPAM 2MG/ML LIQ CONC, 0.26 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404717,340B LORAZEPAM/2MG INJ, 0.37 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452419,340B LORAZEPAM/2MG PB, 1.92 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8426579,340B LOSARTAN 100MG TAB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463184,340B LOSARTAN 2.5MG/ML 10ML SYQ, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404493,340B LOSARTAN 25MG TAB, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404790,340B LOSARTAN 50MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404451,340B LOSARTAN 50MG/HCTZ 12.5MG TAB, 0.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463739,340B LOTEPREDNOL 0.2% 5ML SUSP OPH, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8419624,340B LOTEPREDNOL 0.5% 5ML SUSP OPH, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423162,340B LOVASTATIN 10MG TAB, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8403396,340B LOVASTATIN 20MG TAB, 0.35 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423444,340B LOVASTATIN 40MG TAB, 0.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415770,340B LOXAPINE 10MG CAP, 0.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415788,340B LOXAPINE 25MG CAP, 0.32 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452427,340B LOXAPINE 50MG CAP, 3.36 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415796,340B LOXAPINE 5MG CAP, 0.55 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406852,340B LUBIPROSTONE 24MCG CAP, 0.35 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407330,340B LUBIPROSTONE 8MCG CAP, 0.34 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8427650,340B LURASIDONE 40MG TAB, 5.79 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470361,340B LURASIDONE 80MG TAB, 5.90 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471658,340B LUTEIN 20MG CAP, 0.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471682,340B LUTEIN 6MG CAP, 0.12 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471534,340B LYSINE 500MG TAB, 0.02 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452435,340B MAFENIDE 50GM SOLN TOP PKT, 71.44 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463127,340B MAFENIDE 8.5% 450GM CR TOP, 35.30 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463572,340B MAFENIDE 8.5% 60GM CR TOP, 0.53 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458705,340B MAG ASPARTATE 1230MG PKT, 0.49 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8455388,340B MAG GLUCON 10.8MG/ML 5ML SYQ, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8463580,340B MAG OXIDE 140MG CAP, 0.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461683,340B MAG PROTEIN 133MG TAB, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458226,340B MAG SALICYLATE 600MG TAB, 0.19 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425316,340B MAGNESIUM ASPARTATE 615MG TAB, 0.17 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401275,340B MAGNESIUM CHLORIDE 64MG TAB TR, 0.08 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406423,340B MAGNESIUM CITRATE 300ML LIQ, 0.82 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415820,340B MAGNESIUM GLUCON 500MG TAB, 0.15 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415812,340B MAGNESIUM OXIDE 250MG TAB, 0.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401846,340B MAGNESIUM OXIDE 400MG TAB, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452443,340B MAGNESIUM SULFATE 120GM PWD, 15.58 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428708,340B MAGNESIUM SULFATE/500MG INJ, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428716,340B MAGNESIUM SULFATE/500MG PB, 0.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452450,340B MANNITOL 10% 500ML IV RTU, 44.21 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8458606,340B MANNITOL 20% 200MG/ML 50ML SYI, 1.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8427916,340B MANNITOL 20% 250ML IV RTU, 43.76 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415838,340B MANNITOL 20% 500ML IV RTU, 9.56 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8407686,340B MANNITOL 25%/50ML INJ, 1.30 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468654,340B MAPROTILINE 25MG TAB, 0.68 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468662,340B MAPROTILINE 50MG TAB, 1.37 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468670,340B MAPROTILINE 75MG TAB, 1.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470148,340B MARAVIROC 150MG TAB, 15.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8470155,340B MARAVIROC 300MG TAB, 15.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8462582,340B MEBENDAZOLE 100MG TAB CHEW, 4.50 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460255,340B MECHLORETHAMINE HCL/10MG INJ, 148.92 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415846,340B MECLIZINE 12.5MG TAB, 0.29 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404287,340B MECLIZINE 25MG TAB, 0.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8465692,340B MECLOFENAMATE 100MG CAP, 0.40 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466815,340B MECLOFENAMATE 50MG CAP, 0.32 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400442,340B MEDROXYPROGESTERONE 10MG TAB, 0.06 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400459,340B MEDROXYPROGESTERONE 2.5MG TAB, 0.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415853,340B MEDROXYPROGESTERONE 5MG TAB, 0.21 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428419,340B MEDROXYPROGESTERONE/1MG INJ, 0.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468985,340B MEFLOQUINE 250MG TAB, 7.94 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415861,340B MEGESTROL 20MG TAB, 0.27 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8409518,340B MEGESTROL 400MG/10ML LIQ, 3.28 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8404386,340B MEGESTROL 40MG TAB, 0.19 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400673,340B MEGESTROL 40MG/ML 30ML LIQ, 1.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452468,340B MEGESTROL 40MG/ML 5ML SYQ, 0.18 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459570,340B MEGESTROL 625MG/5ML 150ML LIQ, 211.24 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425027,340B MEGESTROL 625MG/5ML LIQ, 7.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8459844,340B MEGESTROL ES 125MG/ML 5ML SYQ, 7.04 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8422180,340B MELATONIN 3MG TAB, 0.05 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424038,340B MELOXICAM 15MG TAB, 0.22 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401697,340B MELOXICAM 7.5MG TAB, 0.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8471195,340B MELPHALAN 2MG TAB, 11.32 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467011,340B MELPHALAN HCL/50MG INJ, 542.13 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8423014,340B MEMANTINE 10MG TAB, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8408205,340B MEMANTINE 5MG TAB, 0.26 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415879,340B MENINGOCOC POLY 50MCG/.5MLSUBQ, 111.09 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8473027,340B MENINGOCOCCAL RECOMB 0.5ML IM, 95.85 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8451916,340B MENTHOL EUCALYP SUGAR FREE LOZ, 0.07 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8461162,340B MENTHOL/CH3/SALICYL 105GM OINT, 3.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8468688,340B MEPERIDINE 100MG TAB, 1.45 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8402661,340B MEPERIDINE 50MG TAB, 0.30 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8460263,340B MEPERIDINE 50MG/5ML 30ML LIQ, 7.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466088,340B MEPERIDINE 50MG/5ML LIQ, 0.84 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8400384,340B MEPERIDINE HCL/100MG INJ, 0.72 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8466427,340B MEPERIDINE HCL/100MG PB, 4.69 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8401556,340B MEPIVACAINE HCL/10ML INJ, 0.11 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8467649,340B MEPROBAMATE 200MG TAB, 0.03 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8415887,340B MERCAPTOPURINE 50MG TAB, 0.25 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424608,340B MERCAPTOPURINE 50MG/ML 3ML SYQ, 0.75 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428351,340B MEROPENEM/100MG INJ, 0.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8428369,340B MEROPENEM/100MG PB, 0.62 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8452484,340B MESALAMINE 1000MG SUPP RECT, 35.37 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8424798,340B MESALAMINE 1200MG TAB EC, 9.36 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8418394,340B MESALAMINE 250MG CAP TR, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406928,340B MESALAMINE 400MG TAB EC, 2.10 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8410078,340B MESALAMINE 4GM/60ML ENEMA, 4.14 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8406274,340B MESALAMINE 500MG CAP TR, 0.01 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8425282,340B MESNA/200MG INJ, 1.80 ,
338,Banner Lassen Medical Center,251,PHARMACY 340B,8465700,340B METAPROTERENOL 10MG TAB, 0.05 ,
