Location,Charge Code,Description,Fee,Charge Quantity - Pharmacy
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX STERILE 2MMX6MM EVOS MINI,280.02,
HEALTH ALLIANCE/CLINTON,27800002,WASHER NON STERILE 7.0MM PERI-LOC,278.96,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX12MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX28MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX10MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX LOW PROFILE SELF TAPPING WITH HEXDRIVE STAINLESS STEEL 3.5MMX44MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX LOW PROFILE SELF TAPPING WITH HEXDRIVE STAINLESS STEEL 3.5MMX46MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX LOW PROFILE SELF TAPPING WITH HEXDRIVE STAINLESS STEEL 3.5MMX42MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX LOW PROFILE SELF TAPPING WITH HEXDRIVE STAINLESS STEEL 3.5MMX40MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX LOW PROFILE SELF TAPPING WITH HEXDRIVE STAINLESS STEEL 3.5MMX32MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX14MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX16MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX18MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX34MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX24MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX11MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX13MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX20MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX22MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX26MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX32MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX30MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX40MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX9MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX8MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX6MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX7MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX38MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T6 STARDRIVE RECESS STAINLESS STEEL 2MMX36MM,278.52,
HEALTH ALLIANCE/CLINTON,27800002,CAP HALF PIN 6MM,278.43,
HEALTH ALLIANCE/CLINTON,27800002,TEMPLATE ORBITAL FLOOR PLATE LARGE,277.46,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER TROCAR TIP 1.2MMX150MM,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX50MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX55MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX60MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL FULLY THREADED SOLID TITANIUM 3.5MMX65MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX65MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS NON-LOCKING FULLY THREADED TITANIUM 4MMX70MM ALPS,277.20,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX110MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX85MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 6.5MMX85MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX105MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX90MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX110MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX105MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD 6.5MMX85MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 32MM THREAD 6.5MMX95MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD TITANIUM 6.5MMX105MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD TITANIUM 6.5MMX90MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX76MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX80MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD STAINLESS STEEL 6.5MMX110MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX85MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX90MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX95MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX105MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX120MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX115MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX100MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX135MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX140MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS 16MM THREAD STAINLESS STEEL 6.5MMX90MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX125MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX130MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 4.5MMX145MM,277.11,
HEALTH ALLIANCE/CLINTON,27800002,TEMPLATE ORBITAL FLOOR PLATE SMALL/MEDIUM,275.79,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL NON-LOCKING NONSTERILE 4.5MMX65MM,274.21,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL NON-LOCKING FULLY THREADED 4.5MMX44MM,274.21,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTICAL NON-LOCKING FULLY THREADED 4.5MMX50MM,274.21,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELFTAP TI 1.5X12,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX6MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW USE PMM 106141 CORTEX SELF-TAPPING TITANIUM 1.5MM X 6MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX7MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX8MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX9MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW USE PMM 106147 CORTEX SELF-TAPPING TITANIUM 1.5MM X 9MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX10MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX11MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX12MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX13MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX14MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX16MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX18MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX20MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 1.5MMX24MM,274.12,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX6MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX7MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX8MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX9MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX10MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX11MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX12MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX13MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX14MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX16MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX20MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX26MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX24MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX30MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.0MMX18MM,272.62,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED TITANIUM 4.0MMX42MM AXSOS III,271.04,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 4MMX55MM AXSOS,271.04,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 4MMX65MM AXSOS,271.04,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED TITANIUM 4MMX70MM AXSOS,271.04,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED TITANIUM 4.0MMX70MM AXSOS III,271.04,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX30MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX38MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX44MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX14MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX16MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX12MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX28MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX24MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX22MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX20MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX10MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX32MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX34MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX42MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX48MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX50MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX55MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX60MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX46MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX40MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX36MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING WITH T8 STARDRIVE RECESS STAINLESS STEEL 2.7MMX26MM,269.28,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CRANIAL CROSS-PIN SELF-DRILLING TITANIUM 1.5MMX5MM,266.20,
HEALTH ALLIANCE/CLINTON,27800002,PLATE STRAIGHT LONG 2 HOLE 16MM,264.00,
HEALTH ALLIANCE/CLINTON,27800002,PIN ANKLE ARTHRODESIS PLATING SYSTEM 2.0MMX150MM STABILIS,264.00,
HEALTH ALLIANCE/CLINTON,27800002,PIN ANKLE ARTHRODESIS PLATING SYSTEM 2.5MMX100MM STABILIS,264.00,
HEALTH ALLIANCE/CLINTON,27800002,PIN ANKLE ARTHRODESIS PLATING SYSTEM 2.5MMX60MM STABILIS,264.00,
HEALTH ALLIANCE/CLINTON,27800002,PLATE STRAIGHT MEDIUM 2 HOLE 12MM,264.00,
HEALTH ALLIANCE/CLINTON,27800002,TACK PLATE THREADED 0.62INX3IN,264.00,
HEALTH ALLIANCE/CLINTON,27800002,WIRE KIRSCHNER .062INX7.25IN EXTREMILOCK,264.00,
HEALTH ALLIANCE/CLINTON,27800002,PLATE CRANIOMAXILLOFACIAL 2 HOME STRAIGHT 15MM THINFLAP,264.00,
HEALTH ALLIANCE/CLINTON,27800002,TEMPLATE BENDING SMALL 5 HOLE TC-100,262.24,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.7MMX80MM PERI-LOC VLP,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.7MMX60MM PERI-LOC VLP,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.7MMX65MM PERI-LOC VLP,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 2.7MMX70MM PERI-LOC VLP,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX12MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX14MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX20MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX24MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX36MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4MMX38MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 4MMX12MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 4MMX14MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 4MMX24MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 4MMX55MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX74MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX78MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX80MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX85MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING 4.5MMX95MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX55MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX60MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX65MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX70MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX75MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS LARGE FRAGMENT PARTIAL THREADED 6.5MMX80MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 4MMX40MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS FULLY THREADED 4.0MMX26MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX74MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX76MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX78MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX80MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX85MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX90MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX95MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX NON-LOCKING SELF-TAPPING 4.5MMX100MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX50MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX55MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX60MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX65MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX70MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX75MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CANCELLOUS PARTIAL THREADED 6.5MMX80MM PERI-LOC,258.37,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX16MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX18MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX12MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX14MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX20MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX22MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING TITANIUM 2.7MMX24MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX18MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX16MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX22MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX14MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX26MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX45MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX48MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX10MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX20MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX24MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX28MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX30MM,257.93,
HEALTH ALLIANCE/CLINTON,27800002,SCREW CORTEX SELF-TAPPING STAINLESS STEEL 2.7MMX32MM,257.93,
