Hospital Name:  French Medical Center,,,,,,,
OSHPD Facility No: 106400480,,,,,,,
"Effective Date of Charges: July 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
3602278,BN STRIP 10CC 730X-949   ," 3,780.00 ",,,,,
3602279,BREAST PROS SIL 561X-730 ," 2,907.00 ",,,,,
3602280,BULK AGENT UR 1ML150X-195, 779.00 ,,,,,
3602281,CATH DIALYS LT 115X-150  , 599.00 ,,,,,
3602282,CATH GUIDING 13X-17      , 68.00 ,,,,,
3602283,CATH GUIDING 17X-23      , 90.00 ,,,,,
3602284,CATH GUIDING 88X-115     , 459.00 ,,,,,
3602285,CATH GUIDING 150X-195    , 779.00 ,,,,,
3602286,CATH NONVAS DIL 67X-88   , 351.00 ,,,,,
3602287,CATH NVAS DISCT 254X-331 ," 1,319.00 ",,,,,
3602288,CATH OCCLUSION 195X-254  ," 1,013.00 ",,,,,
3602289,CATH PTA NLASR 67X-88    , 351.00 ,,,,,
3602290,CLOSURE IMPLNT 1234X-1605," 6,390.00 ",,,,,
3602291,CONN TISS HUM 115X-150   , 599.00 ,,,,,
3602293,ENT IMPLANT 195X-254     ," 1,013.00 ",,,,,
3602294,FIBRIN SEAL 4.8X4.8CMPTCH," 1,715.00 ",,,,,
3602295,FIBRIN SEAL 9.5X4.8CMPTCH," 2,907.00 ",,,,,
3602296,FLEXHD 8X16CM 2714X-3529 ," 14,049.00 ",,,,,
3602297,GRFTJKT 50SQCM 2714X-3529," 14,049.00 ",,,,,
3602298,GUIDEWIRE 331X-431       ," 1,715.00 ",,,,,
3602299,GUIDEWIRE 949X-1234      ," 4,914.00 ",,,,,
3602300,INTRO SHTH OTH 13X-17    , 68.00 ,,,,,
3602301,INTRO SHTH OTH 88X-115   , 459.00 ,,,,,
3602302,INTRO SHTH OTH 195X-254  ," 1,013.00 ",,,,,
3602303,INTRO SHTH OTH 431X-561  ," 2,232.00 ",,,,,
3602304,LEAD PMKR NO VDD 331X-431," 1,715.00 ",,,,,
3602305,MESH IMP 30X-39          , 158.00 ,,,,,
3602306,ORTHO L0172 30X-39       , 158.00 ,,,,,
3602307,ORTHO L1832 39X-51       , 203.00 ,,,,,
3602308,PACEMKR DUAL RR1605X-2087," 8,307.00 ",,,,,
3602309,RETRV FRAC DVC 561X-730  ," 2,907.00 ",,,,,
3602310,STENT COV W 1234X-1605   ," 6,390.00 ",,,,,
3602311,STENT NCOV W 254X-331    ," 1,319.00 ",,,,,
3602312,STENT NONCOR WO 195X-254 ," 1,013.00 ",,,,,
3602313,PENILE NONINFL 4588X-5965," 23,747.00 ",,,,,
3602314,EXTERN FIXATION 17X-23   , 90.00 ,,,,,
3602315,GRAFT VASC <10           , 23.00 ,,,,,
3602316,PORT INDWELL <10         , 23.00 ,,,,,
3602317,EXPANDER TISS 1605X-2087 ," 8,307.00 ",,,,,
3602318,STENT COV W 4588X-5965   ," 23,747.00 ",,,,,
3602319,STENT COV W 7755X-10082  ," 40,136.00 ",,,,,
3602320,ORTHO L3807 39X-51       , 203.00 ,,,,,
3602321,BREAST PROSTH 331X-431   ," 1,715.00 ",,,,,
3602322,LEAD LT VENTRC 1605X-2087," 8,307.00 ",,,,,
3602323,LEAD PMKR NO VDD 561X-730," 2,907.00 ",,,,,
3602324,ALLODERM 10X20 4588X-5965," 23,747.00 ",,,,,
3602325,ALLODERM 132SQ 2714X-3529," 14,049.00 ",,,,,
3602326,ALLODERM16X20 7755X-10082," 40,136.00 ",,,,,
3602327,ALLODERM 4X16 1605X-2087 ," 8,307.00 ",,,,,
3602328,ALLODERM 6X12 1605X-2087 ," 8,307.00 ",,,,,
3602329,ALLODERM 6X16 2087X-2714 ," 10,805.00 ",,,,,
3602330,ALLODERM 6X18 2714X-3529 ," 14,049.00 ",,,,,
3602331,ALLODERM 77SQ 1605X-2087 ," 8,307.00 ",,,,,
3602332,ALLODERM 8X16 2714X-3529 ," 14,049.00 ",,,,,
3602333,ALLODERM 8X20 3529X-4588 ," 18,266.00 ",,,,,
3602334,ANCHOR/SCREW 3529X-4588  ," 18,266.00 ",,,,,
3602335,BONE SUBSTITUTE4588X-5965," 23,747.00 ",,,,,
3602336,CATH DRAINAGE 730X-949   ," 3,780.00 ",,,,,
3602337,CATH GUIDING 254X-331    ," 1,319.00 ",,,,,
3602338,CATH NONVAS DIL1605X-2087," 8,307.00 ",,,,,
3602339,CATH NONVAS DIL2087X-2714," 10,805.00 ",,,,,
3602340,CATH NONVAS DIL3529X-4588," 18,266.00 ",,,,,
3602341,CLOSURE IMPLNT 10-13     , 54.00 ,,,,,
3602342,ENT IMPLANT 331X-431     ," 1,715.00 ",,,,,
3602343,EPIFIX 6X16CM 7755X-10082," 40,136.00 ",,,,,
3602344,EYE IMPLANT 39X-51       , 203.00 ,,,,,
3602345,GASTRO IMP 254X-331      ," 1,319.00 ",,,,,
3602346,GASTRO IMP 2714X-3529    ," 14,049.00 ",,,,,
3602347,GRAFT VASC 150X-195      , 779.00 ,,,,,
3602348,GUIDEWIRE 431X-561       ," 2,232.00 ",,,,,
3602349,INTRO EP FC PEEL 30X-39  , 158.00 ,,,,,
3602350,MESH IMP 17X-23          , 90.00 ,,,,,
3602351,MORCELLATOR 561X-730     ," 2,907.00 ",,,,,
3602352,NEURST TST LEAD 730X-949 ," 3,780.00 ",,,,,
3602353,NEURSTM RECH 1605X-2087  ," 8,307.00 ",,,,,
3602354,NEURSTM RECH 14761X-16237," 69,746.00 ",,,,,
3602355,NEURSTM RECH 17861X-19647," 84,393.00 ",,,,,
3602356,NEURSTM RECH 21611X-23772," 102,114.00 ",,,,,
3602357,SHUNT IMPLANT 1234X-1605 ," 6,390.00 ",,,,,
3602358,SHUNT IMPLANT 4588X-5965 ," 23,747.00 ",,,,,
3602359,VASCULAR IMP 30X-39      , 158.00 ,,,,,
3602360,VOCAL CORD SYN 331X-431  ," 1,715.00 ",,,,,
3602361,BREAST PROS SIL1234X-1605," 6,390.00 ",,,,,
3602362,CATH GUIDING 115X-150    , 599.00 ,,,,,
3602363,FLEXHD 8X16CM 7755X-10082," 40,136.00 ",,,,,
3602364,NACL 0.9% 500ML INJ      , 54.00 ,,,,,
3602365,PRISMASOL BGK 2/0 5LBAG  , 158.00 ,,,,,
3602366,NEURSTM NREC 26149X-28764," 123,557.00 ",,,,,
3602367,TRANSPROST IMP 949X-1234 ," 4,914.00 ",,,,,
3602368,FIBRIN SEAL TISSEL 2ML KT, 599.00 ,,,,,
3602369,CONN TISS NHUM 5965X-7755," 30,870.00 ",,,,,
3602370,LEAD ICD DUAL 2714X-3529 ," 14,049.00 ",,,,,
3602371,ORTHO L1832 88X-115      , 459.00 ,,,,,
3602372,ORTHO L3999 23X-30       , 122.00 ,,,,,
3602373,MICROMATRX 60MG 195X-254 ," 1,013.00 ",,,,,
3602374,FLEXHD 8X16CM 5965X-7755 ," 30,870.00 ",,,,,
3602375,NEURST TST LEAD 67X-88   , 351.00 ,,,,,
3602376,TEST ESOPH ACID PERFUSION," 1,040.00 ",,,,,
3602377,TST BREATH HYDROG/METHANE, 318.00 ,,,,,
3602378,H PYLORI DRUG AD/COLL POC, 40.00 ,,,,,
3602380,ECHO TEE WO CON          ," 1,290.00 ",,,,,
3602382,TST ESOPH FUNC IMPED <1HR, 580.00 ,,,,,
3602383,TST ESOPH FUNC IMPED >1HR," 1,040.00 ",,,,,
3602384,ADPT/EXT LEAD 331X-431   ," 1,715.00 ",,,,,
3602385,LEAD NEUROSTIM 30X-39    , 158.00 ,,,,,
3602386,EPIFIX 9X15CM 7755X-10082," 40,136.00 ",,,,,
3602387,JOINT DEVICE 13419X-14761," 63,405.00 ",,,,,
3602388,NEURSTM NREC 21611X-23772," 102,114.00 ",,,,,
3602389,CATH ATHR ROT 1234X-1605 ," 6,390.00 ",,,,,
3602390,INTRO EP FC PEEL 51X-67  , 266.00 ,,,,,
3602391,PACEMKR OTHR 5965X-7755  ," 30,870.00 ",,,,,
3602392,ICD NOT S/D 17861X-19647 ," 84,393.00 ",,,,,
3602393,MORCELLATOR 1234X-1605   ," 6,390.00 ",,,,,
3602394,CONN TISS NHUM 195X-254  ," 1,013.00 ",,,,,
3602395,STENT COV W 5965X-7755   ," 30,870.00 ",,,,,
3602396,CATH PTA DC 1234X-1605   ," 6,390.00 ",,,,,
3602397,VNT ASST DVC 23772X-26149," 112,325.00 ",,,,,
3602398,ORTHO L8000 13X-17       , 68.00 ,,,,,
3602399,OCULAR DRN DVC 2087X-2714," 10,805.00 ",,,,,
3602400,ALLODERM 264SQ 5965X-7755," 30,870.00 ",,,,,
3602401,BULK AGENT UR 1ML431X-561," 2,232.00 ",,,,,
3602402,ICD DUAL 12199X-13419    ," 57,641.00 ",,,,,
3602403,VALVE HEART 11090X-12199 ," 52,403.00 ",,,,,
3602404,ALLODERM 4X12 949X-1234  ," 4,914.00 ",,,,,
3602405,MORCELLATOR 949X-1234    ," 4,914.00 ",,,,,
3602406,CARDIOPULM BYPASS 45 MIN ," 1,482.00 ",,,,,
3602407,CARDIOPULM BYPASS 30 MIN , 988.00 ,,,,,
3624410,CATH ABL NCARD 2087X-2714," 10,805.00 ",,,,,
3624411,VASCULAR IMP 23X-30      , 122.00 ,,,,,
3624412,NACL 0.9% 250ML INJ      , 54.00 ,,,,,
3624413,CATH OCCLUSION 331X-431  ," 1,715.00 ",,,,,
3624414,FLEXHD 16X20 7755X-10082 ," 40,136.00 ",,,,,
3624415,CONN TISS HUM 51X-67     , 266.00 ,,,,,
3624416,INTRAOP MON IN OR EA15MIN, 140.00 ,,,,,
3624417,JOINT DEVICE 2087X-2714  ," 10,805.00 ",,,,,
3624418,MATRIX W 2X2IN 1605X-2087," 8,307.00 ",,,,,
3624419,IMP CERV DISC 4588X-5965 ," 23,747.00 ",,,,,
3624420,AMNION THICK 3529X-4588  ," 18,266.00 ",,,,,
3624421,ICD DUAL 10082X-11090    ," 47,637.00 ",,,,,
3624422,FLEXHD 440CM 5965X-7755  ," 23,747.00 ",,,,,
3624423,FLEXHD 256CM 5965X-7755  ," 23,747.00 ",,,,,
3624424,FLEXHD 192CM 3529X-4588  ," 18,266.00 ",,,,,
3624425,CLOSURE EXTERN 949X-1234 ," 4,914.00 ",,,,,
3624426,INTRO EP FC PEEL 39X-51  , 203.00 ,,,,,
3624427,STENT COV W 3529X-4588   ," 18,266.00 ",,,,,
3800001,ANESTH GENERAL 1ST 30MIN ," 1,423.00 ",,,,,
3800002,ANESTH GENERAL ADDL 15MIN, 498.00 ,,,,,
3800003,INSTIL FECAL NG TBE/ENEMA," 4,832.00 ",,,,,
3800004,ENDO SMALL INTESTINE DIAG," 4,832.00 ",,,,,
3800005,SIGMOID FLEX DIAGNOSTIC  ," 4,832.00 ",,,,,
3800006,COLONOSCOPY DIAGNOSTIC   ," 4,832.00 ",,,,,
3800007,MOD SEDAT <5YRS 1ST 15M  , 199.00 ,,,,,
3800008,MOD SEDAT =>5YRS 1ST 15M , 345.00 ,,,,,
3800009,MODERATE SEDAT ADD 15MIN , 400.00 ,,,,,
3800010,MOD SEDAT <5YRS 1ST 15M  , 199.00 ,,,,,
3843002,VENIPUNCTURE NON LAB     , 80.00 ,,,,,
3843003,TRANSFUS BLD/BLD COMP    ," 1,496.00 ",,,,,
3843004,BLOOD COLLECTION VAD     , 187.00 ,,,,,
3843005,BLOOD COLLECTION PICC    , 323.00 ,,,,,
3843006,US GUIDED VASCULAR ACCESS, 387.00 ,,,,,
3843007,GLUCOSE BLD BY DEVICE POC, 42.00 ,,,,,
3843008,CARDIOVERSION ELCTIVE EXT," 2,550.00 ",,,,,
3843009,ECG 12 LEAD TRACING ONLY , 658.00 ,,,,,
3843010,CARDIOVAS STR TEST W RX  ," 1,423.00 ",,,,,
3843011,CARDIOVAS STR TEST WO RX ," 1,423.00 ",,,,,
3843012,PULSE OX MULTI W EXERCISE, 503.00 ,,,,,
3843013,INF IV HYDRA INIT 31-60MN, 497.00 ,,,,,
3843014,INF IV HYDRAT EA ADD HR  , 150.00 ,,,,,
3843015,INF TX/DX/PRO INIT 1ST HR, 802.00 ,,,,,
3843016,INF TX/DX/PRO EA ADD HR  , 150.00 ,,,,,
3843017,INF TX/DX/PRO SEQ 1HR    , 249.00 ,,,,,
3843018,INF TX/DX CONCURRENT     , 135.00 ,,,,,
3843019,INJ TX/DX/PROPH SUBQ/IM  , 248.00 ,,,,,
3843020,INJ TX/DX/PRO IVPUSH INIT, 501.00 ,,,,,
3843021,INJ TX/DX/PRO IV PUSH SEQ, 150.00 ,,,,,
3843022,INJ TX/PRO/DX IVP SME DRG, 297.00 ,,,,,
3843023,CHEMO INF INIT 1ST HR    ," 1,235.00 ",,,,,
3843024,CHEMO INF EA ADD HR      , 296.00 ,,,,,
3843025,CHEMO INF EA SEQ 1ST HR  , 371.00 ,,,,,
3843026,CHEMO ADMIN INTRATHECAL  , 900.00 ,,,,,
3843027,IRRIG IMPLANTED VEN ACCES, 323.00 ,,,,,
3843030,MODERATE SEDAT ADD 15MIN , 345.00 ,,,,,
3843031,PHLEBOTOMY THERAPEUT     , 371.00 ,,,,,
3843032,VISIT LEVEL 1 EST PT     , 300.00 ,,,,,
3843035,INS/REPL/DECL NONTUN/PIC ," 2,418.00 ",,,,,
3843036,SURGERY LEVEL 1 1ST 30MIN," 2,941.00 ",,,,,
3843037,SURGERY LEVEL 1 ADD 15MIN," 1,030.00 ",,,,,
3843038,SURGERY LEVEL 2 1ST 30MIN," 3,823.00 ",,,,,
3843039,SURGERY LEVEL 2 ADD 15MIN," 1,337.00 ",,,,,
3843040,PACU STANDARD 1ST 30MIN  ," 1,473.00 ",,,,,
3843041,PACU STANDARD ADDL 15MIN , 516.00 ,,,,,
3843044,PATIENT COUNT PRIMARY NC , -   ,1,,,,
3843301,PATIENT COUNT PRIMARY NC , -   ,1,,,,
3843500,CATH INFUSION 150X-195   , 779.00 ,,,,,
3843501,CATH INFUSION 195X-254   ," 1,013.00 ",,,,,
3843502,VASC ACCES THROMBL DECLOT, 833.00 ,,,,,
3876001,GLUCOSE BLD BY DEVICE POC, 41.00 ,,,,,
3876002,CULT AEROBIC ID          , 87.00 ,,,,,
3876004,IMAG GI TRC INTRALUM ILEU," 2,647.00 ",,,,,
3876006,INF TX/DX/PRO INIT 1ST HR, 802.00 ,,,,,
3876007,INF TX/DX/PRO EA ADD HR  , 150.00 ,,,,,
3876008,INF TX/DX/PRO SEQ 1HR    , 249.00 ,,,,,
3876009,INF TX/DX CONCURRENT     , 145.00 ,,,,,
3876010,INJ TX/DX/PROPH SUBQ/IM  , 248.00 ,,,,,
3876011,INJ TX/DX/PRO IVPUSH INIT, 501.00 ,,,,,
3876012,INJ TX/DX/PRO IV PUSH SEQ, 150.00 ,,,,,
3876013,INS/REPL/DECL NONTUN/PIC ," 2,418.00 ",,,,,
3876014,ANESTH MAC/REG 1ST 30MIN ," 1,148.00 ",,,,,
3876015,ANESTH MAC/REG ADDL 15MIN, 402.00 ,,,,,
3876054,GI NON TIMED PROC/MIN NC , -   ,1,,,,
3876055,REM/REPLAC GTB/CHNG TRACH, 225.00 ,,,,,
3876500,INTRO SHTH OTH 17X-23    , 90.00 ,,,,,
3876501,INTRO SHTH OTH 39X-51    , 203.00 ,,,,,
3876502,INTRO SHTH OTH 254X-331  ," 1,319.00 ",,,,,
3876503,CATH INFUSION 195X-254   ," 1,013.00 ",,,,,
3876504,CATH INFUSION 254X-331   ," 1,319.00 ",,,,,
3876505,CATH PTA NLASR 115X-150  , 599.00 ,,,,,
3876506,CATH NONVAS DIL 254X-331 ," 1,319.00 ",,,,,
3876507,GUIDEWIRE 150X-195       , 779.00 ,,,,,
3876508,GUIDEWIRE 331X-431       ," 1,715.00 ",,,,,
3876509,STENT NONCOR W 150X-195  , 779.00 ,,,,,
3876511,GASTRO IMP 88X-115       , 459.00 ,,,,,
3876526,INST/SUPP STERL 431X-561 ," 2,232.00 ",,,,,
3876527,CLOSURE EXTERN 13X-17    , 68.00 ,,,,,
3876530,CATH OTHER 67X-88        , 351.00 ,,,,,
3876531,CATH OTHER 88X-115       , 459.00 ,,,,,
3876532,CATH OTHER 150X-195      , 779.00 ,,,,,
3876533,CATH OTHER 254X-331      ," 1,319.00 ",,,,,
3876534,CATH OTHER 949X-1234     ," 4,914.00 ",,,,,
3876535,INST/SUPP STERL 10-13    , 54.00 ,,,,,
3876536,INST/SUPP STERL 23X-30   , 122.00 ,,,,,
3876537,INST/SUPP STERL 30X-39   , 158.00 ,,,,,
3876538,INST/SUPP STERL 39X-51   , 203.00 ,,,,,
3876539,INST/SUPP STERL 51X-67   , 266.00 ,,,,,
3876540,INST/SUPP STERL 67X-88   , 351.00 ,,,,,
3876541,INST/SUPP STERL 88X-115  , 459.00 ,,,,,
3876542,INST/SUPP STERL 115X-150 , 599.00 ,,,,,
3876543,INST/SUPP STERL 17X-23   , 90.00 ,,,,,
3876549,INST/SUPP STERL 254X-331 ," 1,319.00 ",,,,,
3876550,INST/SUPP STERL 561X-730 ," 2,907.00 ",,,,,
3876551,INST/SUPP STERL 195X-254 ," 1,013.00 ",,,,,
3876552,STENT COV W 1605X-2087   ," 8,307.00 ",,,,,
3876554,INST/SUPP STERL 150X-195 , 779.00 ,,,,,
3876555,GUIDEWIRE 88X-115        , 459.00 ,,,,,
3876556,GUIDEWIRE 115X-150       , 599.00 ,,,,,
3876557,CATH OTHER 30X-39        , 158.00 ,,,,,
3876558,STENT NONCOR W 88X-115   , 459.00 ,,,,,
3876559,STENT COV W 2087X-2714   ," 10,805.00 ",,,,,
3876560,STENT NONCOR WO 51X-67   , 266.00 ,,,,,
3876561,CATH NONVAS DIL 195X-254 ," 1,013.00 ",,,,,
3876562,INST/SUPP STERL 13X-17   , 68.00 ,,,,,
3876563,INST/SUPP STERL 331X-431 ," 1,715.00 ",,,,,
3876564,KIT/PACK DISP 67X-88     , 351.00 ,,,,,
3876565,STENT COV W 1234X-1605   ," 6,390.00 ",,,,,
3876566,GASTRO IMP 254X-331      ," 1,319.00 ",,,,,
3876567,CATH OTHER 730X-949      ," 3,780.00 ",,,,,
3876568,CONN TISS HUM 254X-331   ," 1,319.00 ",,,,,
3876569,CATH INFUSION 150X-195   , 779.00 ,,,,,
3876570,CATH DIALYS LT 254X-331  ," 1,319.00 ",,,,,
3876571,GASTRO IMP 115X-150      , 599.00 ,,,,,
3876572,STENT NONCOR W 115X-150  , 599.00 ,,,,,
3876573,TISSUE MARKER 17X-23     , 90.00 ,,,,,
3876574,CATH OTHER 17X-23        , 90.00 ,,,,,
3876575,PACU COMPLEX 1ST 30MIN   ," 1,866.00 ",,,,,
3876576,PACU COMPLEX ADDL 15MIN  , 654.00 ,,,,,
3876577,PACU NOBILL OTH DEPT EA15, -   ,1,,,,
3876578,PACU PATIENT COUNT NC    , -   ,1,,,,
3876580,GASTRO IMP 23X-30        , 122.00 ,,,,,
3876581,GUIDEWIRE 195X-254       ," 1,013.00 ",,,,,
3876582,GUIDEWIRE 51X-67         , 266.00 ,,,,,
3876583,STENT NCOV W 67X-88      , 351.00 ,,,,,
3876584,STENT NONCOR WO 39X-51   , 203.00 ,,,,,
3876585,STENT NONCOR WO 67X-88   , 351.00 ,,,,,
3876586,COLLECT CAPILLAR BLOOD   , 65.00 ,,,,,
3876590,CATH FOR SPECIMEN COLLECT, 17.00 ,,,,,
3876591,INF IV TX/DX PUMP PROLONG, 364.00 ,,,,,
3876592,INJ TX/DX/PRO INTRA-ARTER, 234.00 ,,,,,
3876593,INSERT CATH BLADDER      , 276.00 ,,,,,
3876595,OBSERVATION PER HOUR     , 396.00 ,,,,,
3876596,DIRECT ADMISSION FOR OBSV, 638.00 ,,,,,
3876597,NON OBV OIB HR NC        , -   ,1,,,,
3876598,CATH OTHER 431X-561      ," 2,232.00 ",,,,,
3876599,CATH OTHER 1605X-2087    ," 8,307.00 ",,,,,
3876600,CATH ABL NCARD 1605X-2087," 8,307.00 ",,,,,
3876601,STENT NCOV W 1605X-2087  ," 8,307.00 ",,,,,
3876602,CATH OTHER 115X-150      , 599.00 ,,,,,
3876603,GASTRO IMP 51X-67        , 266.00 ,,,,,
3876604,CLOSURE EXTERN 88X-115   , 459.00 ,,,,,
3876605,CLOSURE EXTERN 115X-150  , 599.00 ,,,,,
3876606,CATH NONVAS DIL 150X-195 , 779.00 ,,,,,
3876608,INST/SUPP STERL 39X-51   , 203.00 ,,,,,
3876609,CATH NONVAS DIL 115X-150 , 599.00 ,,,,,
3876610,VASCULAR IMP 150X-195    , 779.00 ,,,,,
3876611,PRE/POST VISIT PT CNT NC , -   ,1,,,,
3876612,CATH OTHER 39X-51        , 203.00 ,,,,,
3876613,CLOSURE IMPLNT 331X-431  ," 1,715.00 ",,,,,
3876614,CATH NONVAS DIL 561X-730 ," 2,907.00 ",,,,,
3876615,GUIDEWIRE 67X-88         , 351.00 ,,,,,
3876616,CATH ABL NCARD 2087X-2714," 10,805.00 ",,,,,
3876617,VASCULAR IMP 195X-254    ," 1,013.00 ",,,,,
3876618,STENT NCOV W 2087X-2714  ," 10,805.00 ",,,,,
3876619,CLOSURE IMPLNT 195X-254  ," 1,013.00 ",,,,,
3876620,NACL 0.9% 500ML INJ      , 54.00 ,,,,,
3876621,CATH INFUSION 67X-88     , 351.00 ,,,,,
3876622,CATH OTHER 51X-67        , 266.00 ,,,,,
3876623,GASTRO IMP 10-13         , 54.00 ,,,,,
3876624,GASTRO IMP 30X-39        , 158.00 ,,,,,
3876625,NON JOINT IMP 39X-51     , 203.00 ,,,,,
3876626,TEST ESOPH ACID PERFUSION," 1,040.00 ",,,,,
3876627,TST BREATH HYDROG/METHANE, 318.00 ,,,,,
3876628,H PYLORI DRUG AD/COLL POC, 40.00 ,,,,,
3876629,ECHO TEE WO CON          ," 1,290.00 ",,,,,
3876630,ENDO PROC UP TO 20 MIN   ," 2,912.00 ",,,,,
3876631,ENDO PROC ADDL 10 MIN    , 312.00 ,,,,,
3876632,BRONCH/OTHER PROC TO 20MN," 1,034.00 ",,,,,
3876633,BRONCH/OTHER PROC ADD 10M, 236.00 ,,,,,
3876634,MOD SED ENDO=>5YR 1ST 15M, 399.00 ,,,,,
3876635,NACL 0.9% 1000ML INJ     , 54.00 ,,,,,
3876636,GASTRO IMP 150X-195      , 779.00 ,,,,,
3876637,CATH INFUSION 88X-115    , 459.00 ,,,,,
4101001,CARBON MONOXIDE QN POC   , 119.00 ,,,,,
4101002,INTUBATION ET EMERGENCY  , 558.00 ,,,,,
4101003,TRACH TUBE CHG NO FISTULA, 573.00 ,,,,,
4101004,BRONCH BRONCHOSCOPY DX   ," 4,503.00 ",,,,,
4101005,BRONCH BRUSHING/PROTECTED, 896.00 ,,,,,
4101006,BRONCH ALVEOLAR LAVAGE   ," 1,617.00 ",,,,,
4101007,BRNCH W ENDOBR BX SNG/MUL," 1,617.00 ",,,,,
4101008,BRNCH W TRNSBR BX SNG LBE, 926.00 ,,,,,
4101009,BRONCH W BX NEEDLE ASP   , 926.00 ,,,,,
4101010,BRNCH TRNS BX EA ADD LOBE, 896.00 ,,,,,
4101011,BRONCH BX NDL ASP EA ADD , 896.00 ,,,,,
4101012,BRONCH W REMOVAL FB      , 896.00 ,,,,,
4101013,BRONCH THER ASPIRATE INIT," 1,617.00 ",,,,,
4101014,BRONCH THER ASPIRAT SUBQ ," 1,617.00 ",,,,,
4101015,VENIPUNCTURE NON LAB     , 65.00 ,,,,,
4101016,COLLECT CAPILLAR BLOOD   , 62.00 ,,,,,
4101017,ARTERIAL PUNCTURE        , 431.00 ,,,,,
4101019,CALCIUM IONIZED POC      , 166.00 ,,,,,
4101020,CARBON DIOXIDE           , 114.00 ,,,,,
4101021,CARBON MONOXIDE QN POC   , 103.00 ,,,,,
4101022,CHLORIDE BLOOD POC       , 201.00 ,,,,,
4101023,CREATININE BLOOD POC QW  , 208.00 ,,,,,
4101024,BLOOD GAS PH PCO2 PO2 POC, 191.00 ,,,,,
4101025,BLOOD GAS W O2 SAT POC   , 864.00 ,,,,,
4101026,BLOOD GAS O2 SAT ONLY POC, 71.00 ,,,,,
4101027,GLUCOSE BLOOD POC        , 238.00 ,,,,,
4101028,METHEMOGLOBIN QN POC     , 96.00 ,,,,,
4101029,LACTATE/LACTIC ACID POC  , 202.00 ,,,,,
4101030,PH BODY FLUID NOS POC    , 21.00 ,,,,,
4101031,POTASSIUM BLOOD POC      , 39.00 ,,,,,
4101032,POTASSIUM BLOOD POC      , 163.00 ,,,,,
4101033,SOD SERUM/BLD/PLASMA POC , 41.00 ,,,,,
4101034,UREA NITROGEN BLOOD      , 36.00 ,,,,,
4101035,HEMATOCRIT POC           , 20.00 ,,,,,
4101036,HEMOGLOBIN POC           , 20.00 ,,,,,
4101037,ACT POC                  , 53.00 ,,,,,
4101038,AD EVOKED POTENTIALS LTD , 409.00 ,,,,,
4101039,CPR                      , 762.00 ,,,,,
4101040,ECG 12 LEAD TRACING ONLY , 658.00 ,,,,,
4101041,CARDIOVAS STR TEST W RX  ," 1,423.00 ",,,,,
4101042,CARDIOVAS STR TEST WO RX ," 1,423.00 ",,,,,
4101043,HOLTER RECRD ONLY <= 48HR, 625.00 ,,,,,
4101044,VENT INIT DAY INVASIVE   ," 2,661.00 ",,,,,
4101045,VENT INITIAL DAY HFV     ," 2,160.00 ",,,,,
4101046,VENT SUBSEQ DAY INVASIVE ," 1,662.00 ",,,,,
4101047,VENT SUBSEQUENT DAY HFV  ," 3,774.00 ",,,,,
4101048,SPIROMETRY               , 662.00 ,,,,,
4101049,BRNCHSPASM EVAL PRE/POST , 972.00 ,,,,,
4101050,BRNCHOSPASM PROVOCAT EVAL," 2,187.00 ",,,,,
4101051,VITAL CAPACITY TOTAL     , 161.00 ,,,,,
4101052,RESP FLOW VOLUME LOOP    , 662.00 ,,,,,
4101053,HIGH ALTITUDE SIMULATION , 210.00 ,,,,,
4101054,HAST W O2 TITRATION      , 210.00 ,,,,,
4101056,TEST CARDIOPULM EXERCISE ," 1,290.00 ",,,,,
4101057,BLAND AERO TX INIT EA DAY, 228.00 ,,,,,
4101058,BLAND AERO TX SUBSEQUENT , 228.00 ,,,,,
4101059,INH TX EA SUBSEQ TX/DAY  , 228.00 ,,,,,
4101060,INH TX INIT W VENT/DAY   , 228.00 ,,,,,
4101061,INH TX INITIAL EA DAY    , 228.00 ,,,,,
4101062,INH TX SUBSEQUENT W VENT , 228.00 ,,,,,
4101063,AEROSOL INH PENTAMIDIN TX, 392.00 ,,,,,
4101064,INH TX CONTINOUS 1ST HR  , 304.00 ,,,,,
4101065,INH TX CONT EA ADD HR    , 304.00 ,,,,,
4101066,CPAP/BIPAP OSA INIT/DAY  ," 1,882.00 ",,,,,
4101067,DEMO/EVAL INHALATION TX  , 228.00 ,,,,,
4101068,MANIPULAT CHEST WALL INIT, 196.00 ,,,,,
4101069,MANIPULAT CHEST WALL SUB , 129.00 ,,,,,
4101070,PULMONARY COMPLIANC STUDY, 210.00 ,,,,,
4101071,PULSE OX SINGLE DETERMIN , 203.00 ,,,,,
4101072,PULSE OX MULTI W EXERCISE, 351.00 ,,,,,
4101073,PULSE OX CONTIN OVERNIGHT, 615.00 ,,,,,
4101074,CO2 EXPIRED GAS INFRARED , 409.00 ,,,,,
4101075,TRANSCUT MONITOR INITIAL , 545.00 ,,,,,
4101076,TRANSCUT MONITOR SUBSEQ  , 545.00 ,,,,,
4101077,NITRC OX EXP GAS DETERMN , 163.00 ,,,,,
4101078,SOMATOSEN TSTNG UPP EXT  ," 1,781.00 ",,,,,
4101079,VIS EVOK POT CNS CHECKBD ," 1,350.00 ",,,,,
4101080,BRONCH W FLUOR NAVIG ADD , 780.00 ,,,,,
