Department - Charge Category,Item Number - Charge ID,Description,Price
Other,417,CT Head Scan W/O Cont,2565
Other,11062,Implant Cochlear Prosthesis,56003
Other,13130,Perciva VR ICD Pacemaker,14277
Other,12552,GOSERELIN ACETATE (ZOLADEX) 3.6MG IMPLANT SYRINGE Dosage Form = IMPLANT,1248.55
Other,8074,Immunofixation (IFE) Serum,149
Other,12721,BUPIVA/SENSORCAINE 0.25% PF) 25 MG = 10 ML (Dosage Form = VIAL),6
Other,5538,NAFCILLIN SODIUM (NAFCIL ADD-VANTAGE/NAFCILLIN) 2 GM = 1 VIAL (Dosage Form = VIAL),30.15
Other,5388,THIORIDAZINE HCL (MELLARIL TAB (GEN EQUIV)) 10 MG = 1 TAB (Dosage Form = TAB),1.3
Other,11191,Carry Current Status,1
Other,10954,Jagwire STR.035 x 450,489
Other,11671,Connector J Hook Depuy *,2052
Other,13044,HYDROCORTISONE VALERATE (WESTCORT 0.2% OINT 15GM) 1 APP = 1 APP (Dosage Form = OINT),307.05
Other,2721,Stent Biliary Transhepatic,775
Other,4974,DILAUDID 1000MG/100ML PCA (DILAUDID 1000MG/100ML PCA CASS) 1000 MG = 100 ML (Dosage Form = INJ),599.15
Other,12259,"Casting system Single Application 3""*",423
Other,6394,TRIMIPRAMINE MALEATE (SURMONTIL CAP) PO 25 MG = 1 CAP Dosage Form = CAP,9.7
Other,9634,Ligaclip Applier Endo Large (P) 91951657*,886
Other,10342,CFTR Gene Analy Common Varient - R,898
Other,3812,Basket Helical Gemini,1125
Other,11398,Plate Trochanteric 200mm 92250950*,4998
Other,9526,PTA Tibial/Peroneal and Atherectomy,26104
Other,11496,Heli-FX AAA Guide,5533
Other,1768,"Culture, Feces (Stool)",63
Other,8828,SEVELAMER CARBONATE (RENVELA) 800 MG = 1 TAB (Dosage Form = TAB),6.65
Other,9981,Dermagraft Skin Substitute per SQCM,67
Other,8708,CLINDAMYCIN PHOSPHATE (CLEOCIN (CLINDAMYCIN) ADV) 600 MG = 4 ML (Dosage Form = VIAL),14.95
Other,11757,DSMT Employee,1
Other,11002,Blade Shaver Pediatric 2.9 91974402*,821
Other,323,Discography Each Level Lumbar,166
Other,3985,Cann Vein Graft,113
Other,10460,METHOTREXATE SODIUM (METHOTREXATE (CONTAINS PRES.)) 50 MG = 2 ML (Dosage Form = VIAL),12.2
Other,5095,CLINDAMYCIN 600MG/50ML D5W (CLEOCIN/CLINDAMY 600MG/50ML PM) 600 MG = 50 ML (Dosage Form = PB),46.35
Other,9571,EP Guide Catheter (C1887),937
Other,3163,PEGFILGRASTIM (NEULASTA INJ) 6 MG = 0.6 ML (Dosage Form = SYRINGE),6591.4
Other,2081,PFO/ASD Closure,19669
Other,10179,Surgical Procedure 100 SURG,3727
Other,5503,Mti Wire X-Celerator,1311
Other,2147,Bronchoprovocation Challenge,536
Other,3119,MIDAZOLAM HCL (VERSED INJ (GEN EQUIV)) 2 MG = 2 ML (Dosage Form = VIAL),12.05
Other,7604,Inject Existing CV Device,360
Other,1994,SupportOPTherapy 20-30 Min,142
Other,10579,Ingenio SR Single Pacemaker,4808
Other,2713,Cds Stent Smart 7FR  120Cm,6520
Other,404,CT Cervical W/O Cont,2565
Other,12173,Computer Ophth DX Imaging Post Segment,234
Other,12664,Elogix Egraft Bundle =>3,23748
Other,8100,Subdiaphragmatic,645
Other,1109,Phenobarbital,58
Other,1789,Aerobic Isolate Definitive EA,122
Other,807,Venography Extremity LT,1114
Other,10642,Eye Spheres NS 92253293*,165
Other,3231,CHLORPROMAZINE HCL (THORAZINE/CHLORPROMAZINE) 25 MG = 1 ML (Dosage Form = INJ),59.95
Other,6929,CETIRIZINE HCL (ZYRTEC TAB) 10 MG = 1 TAB (Dosage Form = TAB),5.85
Other,9215,"Hepatitis C (HCV)RNA,PCR Ql - R",155
Other,10878,Additional CTO Revascularization,19783
Other,6359,PSEUDOEPHEDRINE HCL (SUDAFED TAB (GEN EQUIV)) 30 MG = 1 TAB (Dosage Form = TAB),1
Other,1208,"Catecholamines, Plasma - R",67
Other,8697,Dilator Sheath Dilator,998
Other,5256,FLUOCINONIDE/EMOLLIENT (LIDEX-E 0.05% CR (GEN EQ) 60GM) 1 APP = 1 APP (Dosage Form = CREAM),427.7
Other,10263,ER Hydration Each Additional Hour,210
Other,8584,Merci Distsl Access Microcath,2060
Other,5940,MIDODRINE HCL (PROAMATINE TAB) 5 MG = 1 TAB (Dosage Form = TAB),7.6
Other,10991,Egraft Valiant TA SSG 150,31241
Other,54,Bx Musc Prq Ndl,2484
Other,3714,Assault Kit,1080
Other,1540,Protime and INR,34
Other,3870,Blade Dermatome 252,111
Other,7882,Surg Prep Face/Ext 1st 100 SQCM,1333
Other,4390,CYTARABINE (CYTOSAR-U/CYTARABINE(PRES.FREE) 2 GM = 20 ML (Dosage Form = VIAL),149.95
Other,164,Graft Thrombectomy,5078
Other,8655,METHYLNALTREXONE BROMIDE (RELISTOR) 12 MG = 0.6 ML (Dosage Form = VIAL),156
Other,11622,Needle Procore EBUS 22g 92274680*,1207
Other,12993,CEFTAZIDIME/AVIBACTAM (AVYCAZ 2.5 GRAM VIAL) Dosage Form = VIAL,678.7
Other,6665,Tube Rae Ora Cuff 8.5,78
Other,11809,Medtronic Centerpiece 22 X 31 mm,17936
Other,12740,TRETINOIN (RETIN-A) 0.025% 20 GM TOPICAL CREAM,283.25
Other,2311,"Pt Orthotic Train,15""",57
Other,7907,Dihydrotestosterone (DHT) - R,206
Other,4041,Cath Broncho 28 Ped,477
Other,4517,VALSARTAN (DIOVAN TAB) 80 MG = 1 TAB (Dosage Form = TAB),12.2
Other,9204,SODIUM CHLORIDE (MURO-128 5% OPTH DROPS (30ML)) 1 DROPS = 1 DROPS (Dosage Form = DROPS),73.05
Other,10033,Nortriptyline (Aventyl) - R,206
Other,1921,Surg Path G/M Source III Multi,147
Other,12007,Removal of Subq DFB,5779
Other,10324,JAK2 Gene Analysis - R,674
Other,1810,Homogenization Tissue,39
Other,4012,NICARDIPINE HCL CAP (CARDENE CAP) 30 MG = 1 CAP (Dosage Form = CAP),10
Other,6844,PROTRIPTYLINE HCL 5MG TAB,5.3
Other,8196,4 Flex Dressing 57174*,89
Other,3216,METHYLPREDNISOLONE SOD SUCC (SOLU-MEDROL INJ) 500 MG = 8 ML (Dosage Form = VIAL),66.35
Other,9785,Packing Nasal Pope Epistax (P) 60114659*,97
Other,2364,Estab Outpt E/M Visit Lvl 2,339
Other,1227,Cortisol Pm Total,108
Other,11013,BUPIVACAINE LIPOSOME/PF (EXPAREL 1.3% (20ML VIAL)) 266 MG = 20 ML (Dosage Form = VIAL),646.4
Other,6012,MODAFINIL (PROVIGIL) 200 MG = 1 TAB (Dosage Form = TAB),104.1
Other,10331,FLT3 Gene Analysis Tandem - R,616
Other,3763,BACITRACIN (BACITRACIN OINTMENT (30GM)) 1 APP = 1 APP (Dosage Form = OINT),5.65
Other,4695,Endostitch 173016,752
Other,5096,CLINDAMYCIN 900MG/50ML (CLEOCIN/CLINDAMY 900MG/50ML PM) 900 MG = 50 ML (Dosage Form = PB),56.55
Other,11118,RIVASTIGMINE (EXELON PATCH) 13.3 MG = 1 PATCH (Dosage Form = PATCH),52.75
Other,6791,VARENICLINE TARTRATE (CHANTIX TAB) 0.5 MG = 1 TAB (Dosage Form = TAB),6.25
Other,5271,"LIDOCAINE HCL/EPINEPHRINE (LIDO. 1%-EPI 1:100,000 (20ML)) 20 ML = 1 VIAL (Dosage Form = VIAL)",9.35
Other,3808,Barrier Skin 2 1/4 3703,146
Other,12494,TROLAMINE SALICYLATE (MYOFLEX 10% CREAM (113GM)) 1 APP = 1 APP (Dosage Form = CREAM),19.7
Other,3156,ONDANSETRON HCL (ZOFRAN INJ) 4 MG = 2 ML (Dosage Form = VIAL),1.75
Other,5018,INDIGOTINDISULFONATE SODIUM (INDIGO CARMINE - 5ML) 5 ML = 1 AMP (Dosage Form = INJ),28.1
Other,11653,Screw Polyaxial Depuy 3.5 x 10-40 *,3130
Other,8864,Therapeutic Spinal Puncture,868
Other,12052,SODIUM THIOSULFATE (SODIUM THIOSULFATE) 12.5 GM = 50 ML (Dosage Form = VIAL),303.3
Other,6005,PANTOPROZOLE (PROTONIX 40MG) TAB Dose Form = ECTAB,1
Other,11353,ACL Transtibial w/o Blade Kit 92273901*,696
Other,1877,Touch Scrape Imprint,1515
Other,447,XR-Chest Single View Frntl,279
Other,10013,Penumbra Neurovascular Coil,5186
Other,10638,Jag Wire .035 x 180 92272010*,495
Other,5335,LOXAPINE SUCCINATE (LOXITANE CAP) 25 MG = 1 CAP (Dosage Form = CAP),5.25
Other,6046,Rc Rehab Phase III,25
Other,2858,Pre-Op Rehab 1-9 Visits,2431
Other,12141,NIVOLUMAB (OPDIVO/NIVOLUMAB) 40 MG = 4 ML (Dosage Form = VIAL),2175.5
Other,1950,WBC Feces,24
Other,1651,Herpes 1/2 Ab IgM - R,50
Other,1242,Vitamin B12,101
Other,8147,Remove Cast,298
Other,8167,Remove Foreign Body Rectum Rigid Scope,3841
Other,319,Cerebral Embolization,12078
Other,4886,GLYCERIN (GLYCERIN ADULT SUPPOSITORY) 1 SUPP = 1 SUPP (Dosage Form = SUPP),1
Other,2824,PANTOPRAZOLE (PROTONIX/PANTOPRAZOLE) 40 MG = 10 ML (Dosage Form = VIAL),93.6
Other,3433,"PACLITAXEL,SEMI-SYNTHETIC (TAXOL/PACLITAXEL) 30 MG = 5 ML (Dosage Form = VIAL)",66.3
Other,6765,US Misc,0
Other,2287,Ther Activities Ea 15 Min OT,75
Other,2527,"Tube,Nephrostomy",605
Other,8463,Beta 2 Glycoprotein 1Ab - R,75
Other,11189,Body Pos Goal Status,1
Other,5312,CICLOPIROX (LOPROX 0.77% CREAM (15 GM)) 1 APP = 1 APP (Dosage Form = CREAM),38.85
Other,813,Renal Venogram Bilateral S&I,3730
Other,2268,Therapeutic Ex OT Ea 15 Min,68
Other,2363,E/M Visit Estab Pt Lvl 2,339
Other,2621,Or Proc Statistic,
Other,12724,Neurostimulator Nevro,36465
Other,8243,Sleeve SCD Bariatric Knee XL 57679,361
Other,11507,NEOSTIGMINE METHYLSULFATE (PROSTIGMIN/BLOXIVERZ) 10 MG = 10 ML (Dosage Form = VIAL),263.1
Other,9661,Distraction Screw 14MM 58412*,209
Other,11162,HYPROMELLOSE (NATURAL BALANCE TEARS (15ML)) 1 DROPS = 1 DROPS (Dosage Form = DROPS),10.3
Other,9081,Aquacel Rope 42531*,57
Other,11193,Other PT/OT D/C status,1
Other,10583,LEUCOVORIN CALCIUM (LEUCOVORIN CALCIUM) 25 MG = 1 TAB (Dosage Form = TABLET),74.9
Other,345,Cervical Plexus Nerve Block,1313
Other,10496,Cath Ureteral Open End 30767*,53
Other,6030,CHOLESTYRAMINE/SUCROSE (QUESTRAN PACKET) 4 GM = 1 EACH (Dosage Form = PACKET),10.55
Other,371,Perc Impl Neurostim Elect,34159
Other,8763,POTASSIUM CHLORIDE (KLOR CON 20 MEQ PACKET) 20 MEQ = 1 EACH (Dosage Form = PACKET),21.2
Other,2845,Closure Device Application,2512
Other,11691,NITROGLYCERIN/D5W (NITROGLYCERIN 1MG/10ML SYRINGE) 1 MG = 10 ML (Dosage Form = INFUS. BTL),1
Other,3832,POVIDONE-IODINE (BETADINE 10% OINT  (30GM)) 1 APP = 1 APP (Dosage Form = OINT),14.05
Other,8856,Echinococcus Antibody - R,130
Other,2868,P-EPHED SUL/LORATADINE (CLARITIN-D 12 HOUR SR TAB) 1 TAB = 1 TAB (Dosage Form = T SR 12),4.1
Other,10368,PPMR Implant w/a Single A Lead,20387
Other,2092,Comprehensive EPS with Induction,11445.56
Other,4747,ETHYL CHLORIDE (ETHYL CHLORIDE TOP SPRAY (4OZ)) 1 APP = 1 APP (Dosage Form = SPRAY),44.95
Other,2344,E/M Visit Estab Lvl 1,339
Other,4102,Cath Suction 10-12FR,
Other,1959,Cyt Cell CT With Diff,35
Other,1845,C. Diff Toxin A/B By EIA,79
Other,4081,Cath Malecot 10FR,95
Other,3513,LOMUSTINE (CEENU CAP) 10 MG = 1 CAP (Dosage Form = CAP),18.3
Other,9645,Catheter Opus Ventricular (P) 62110093*,577
Other,1004,Gastric Emptying,1435
Other,11124,HYDROCODONE BIT/ACETAMINOPHEN (NORCO 10/325) 1 TAB = 1 TAB (Dosage Form = TAB),8.6
Other,3274,NITROGLYCERIN 50MG/D5W 250 ML (NITROGLYCERIN 50MG/D5W 250 ML) 50 MG = 250 ML (Dosage Form = INJ),43.7
Other,8780,Aerobic Isolate Definitive 13,122
Other,5930,Prescription Original/Refill,
Other,7622,AMPICILLIN SODIUM (AMPICILLIN SODIUM INJ) 2 GM = 1 VIAL (Dosage Form = VIAL),44.15
Other,4986,I & D Abscess Simple,236
Other,11814,Medtronic Centerpiece 25 X 37 mm,17936
Other,540,Arthrogram ElbowLT,731
Other,6686,Tube Rein Trach 7.5,185
Other,10016,MODAFINIL (PROVIGIL) 100 MG = 1 TAB (Dosage Form = TAB),55.45
Other,2351,Follow Up Visit Level 1,339
Other,6260,Sleeve Scd 5480 T/L,355
Other,12423,MDPV Stimulant Designer Drg - R,206
Other,1884,Flow Cyto Cell Antibody,603
Other,2045,Coronary Atherectomy Additional Vessel,19549
Other,8139,Splint Long Arm Bilateral,734
Other,10224,GC/MS Quant Analyte not Specified Each Add - R,188
Other,4711,ABACAVIR/LAMIVUDINE (EPZICOM 600/300MG) PO TAB DOSAGE FORM = TABLET,161.2
Other,3104,MANNITOL (MANNITOL INJ) 12.5 GM = 50 ML (Dosage Form = VIAL),10.95
Other,895,US Comp Pseudoaneurysm,727
Other,11986,Virus - not elseware specified - R,260
Other,11436,DBX Putty 10cc 92258326*,4633
Other,8164,Drainage of Abscess Tonsil,612
Other,2457,In 111 Penetate Per 1.5Mci,816
Other,6918,ACYCLOVIR (ZOVIRAX 200MG/5ML SUSP  (4OZ)) 200 MG = 5 ML (Dosage Form = SUSP),89.15
Other,418,CT Head Scan W Cont,1876
Other,1635,California Enceph Ab - R,97
Other,5828,Maintenance Exercise Program,26
Other,12788,Probe FIAPC 2.3 x 2.2mm,570
Other,4311,NADOLOL (CORGARD TAB (GEN EQUIV)) 40 MG = 1 TAB (Dosage Form = TAB),2.9
Other,2983,EPOPROSTENOL NA (FLOLAN/EPOPROSTENOL) 0.5 MG = 5 ML (Dosage Form = VIAL),59.1
Other,6871,Wound Explore Complex,1283
Other,53,Guided Breast Marking,268
Other,5789,Paste Adapt,53
Other,8177,Remove Foreign Body w/o Slit Lamp,711
Other,2346,E/M Visit Level 1,339
Other,12016,Myelography Cervical Lumbar Inj includes S&I,4215
Other,13207,VASOPRESSIN 50 UNITS/ 50 ML NS,508
Other,12762,Remote Programmer BS Freelink,2108
Other,6569,Tray Cholecystectomy,3066
Other,12096,INDOCYANINE GREEN (INDOCYANINE GREEN (IC-GREEN)) 25 MG = 1 VIAL (Dosage Form = VIAL),235.3
Other,81,INJ for Shoulder Arthrogram RT,334
Other,6795,"PETROLATUM,WHITE (VASELINE JELLY (GEN EQ) 480GM) TOP (Dosage form = JELLY)",74.9
Other,3038,PROPRANOLOL HCL (INDERAL 1MG/ML INJ) 1 MG = 1 ML (Dosage Form = INJ),19.5
Other,12685,Mammogram DX Bilateral w CAD,405
Other,13059,MEROPENEM/VABORBACTAM (VABOMERE 2 GM) Dosage Form = VIAL,439.6
Other,9948,RUMI Koh Cup 92278092*,509
Other,2211,Tms Upper Limbs,1922
Other,8676,Sulfonylurea Screen - R,341
Other,9775,Liposuction Liner/Tubing (P) 62189360*,402
Other,2103,Testing AICD Generator,1083
Other,5298,LITHIUM CARBONATE (LITHOBID CR TAB) 300 MG = 1 TAB (Dosage Form = SR TAB),1
Other,5366,"Manifold,Morse",183
Other,2684,Mt Sgl Chamber Pacemaker,20602
Other,12150,Susceptibility testing Reference lab - R,222
Other,5559,THIOTHIXENE (NAVANE CAP (GEN EQUIV)) 5 MG = 1 CAP (Dosage Form = CAP),1.95
Other,12186,RALTEGRAVIR POTASSIUM (ISENTRESS POWDER PACKET) 100 MG = 5 ML (Dosage Form = POWD PACK),18.8
Other,4829,ALENDRONATE SODIUM (FOSAMAX TAB) 5 MG = 1 TAB (Dosage Form = TAB),6.35
Other,10832,Mesh Restorelle Y Coloplast 92272575*,3895
Other,4612,"Drain,Biliary Ring",258
Other,10890,Upgrade PPM system (Single to Dual),25233
Other,4020,CARDIOPLEGIC SOLN (WARM) (CARDIOPLEGIC SOLN (WARM)1000ML) 1000 ML = 1000 ML (Dosage Form = BAG),766.4
Other,124,"Laryngoscopy,Indirect / Direct",214
Other,12335,TK Quick Load,191
Other,4211,Circuit Breath Adult Short,75
Other,1072,Hepatic Function Panel (Liver),55
Other,3674,PRAMOXINE HCL/MINERAL OIL/ZNOX (ANUSOL OINT/TUCKS OINT (30GM)) 1 APP = 1 APP (Dosage Form = OINT),11.8
Other,9060,Aspiration or Biopsy,4138
Other,5321,AMLODIPINE BESYLATE/BENAZEPRIL (LOTREL 10/20 CAP) 1 CAP = 1 CAP (Dosage Form = CAP),7.5
Other,3959,CALCIUM CARBONATE SUSP (CALCIUM CARBONATE SUSP (120 ML)) 1250 MG = 5 ML (Dosage Form = SUSP),7.15
Other,12196,PERIPHER PARENTERAL NUTRITION (PERIPHER PARENTERAL NUTRITION) 5000 ML = 5000 ML (Dosage Form = BAG),328
Other,8889,Enterovirus Ab Add 5 - R,34
Other,814,Hepatic Venography w/Hemodynamic Monitoring S&I,3730
Other,9891,Stealth Trajectory Guide Kit 92237734*,2998
Other,8547,Enzyme Detection  5,20
Other,8781,Aerobic Isolate Definitive 14,122
Other,6608,TRIFLURIDINE (VIROPTIC 1% OPH SOL (GEN EQ)7.5ML) 1 DROPS = 1 DROPS (Dosage Form = DROPS),278.05
Other,8570,Electron Micro Scanning - R,1034
Other,5328,CLOTRIMAZOLE/BETAMET DIPROP (LOTRISONE CR. (GEN EQUIV) 45GM) 1 APP = 1 APP (Dosage Form = CREAM),158.7
Other,11160,Tendon Gracilis *,1977
Other,10848,PCA3 - Prostate Cancer Gene 3 - R,779
Other,6410,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 300 MCG = 1 TAB (Dosage Form = TAB),1.45
Other,4353,Css Trach Tube,306
Other,11821,MEROPENEM (MERREM) 500 MG = 1 VIAL (Dosage Form = VIAL),28.85
Other,2209,"EEG, Ser,Lower Limbs",955
Other,11554,"Speech, Sound, Language Comprehension",313
Other,2429,NM TC 99M Ceretec,1974
Other,12058,Micro - Ablation Probe,5366
Other,11714,Extender Peritoneal Cath 92274758*,478
Other,8923,Esoph Function Test >1 Hour,762
Other,11544,Cage Pyramesh 10x14x9 92217959*,4484
Other,12091,PALIPERIDONE PALMITATE (INVEGA SUSTENNA) 156 MG = 1 ML (Dosage Form = SYRINGE),2924.4
Other,12051,Aspen Vista Lumbar (LSO),403
Other,12321,Mechanical Thrombectomy Perq Intracranial w Infusion,10549
Other,5644,NITROGLYCERIN (NITRO-DUR PATCH) 0.3 MG = 1 PATCH (Dosage Form = PAT 24H),6
Other,11163,Myosure Lite Device,1866
Other,3995,Cannula Venous,188
Other,11323,Kyphon Kit Additional FX 15/3 92219088*,4650
Other,12961,Tissue Extraction System Contained,1725
Other,9904,ACETYLCYSTEINE (MUCOSYL 600 MG/3ML ORAL UD SYR) 600 MG = 3 ML (Dosage Form = ORALSYR),7.8
Other,13141,DURVALUMAB (IMFINZI) 500MG/10ML VIAL,7949.15
Other,1637,St. Louis Enceph. Ab - R,97
Other,8266,Immobilizer Shoulder Small 6203*,26
Other,5688,NYSTATIN (MYCOSTATIN CR (GEN EQ) (30GM)) 1 APP = 1 APP (Dosage Form = CREAM),81.9
Other,4078,Cath Intrauterine,214
Other,9223,"Fungus, Not specified Add - R",132
Other,10262,ER Hydration Initial 31 minutes to 60 min,279
Other,5545,NAPROXEN (NAPROSYN) 250 MG = 1 TAB (Dosage Form = TAB),2.5
Other,10074,Basket Stone Retriever 6 Wire (P) 92194307*,587
Other,1001,NM Liver/Spleen Imaging,1039
Other,8109,Cyberknife 1st - 5th Session Body Lesion,12180
Other,11797,Medtronic Centerpiece 16 x 23mm,15297
Other,1495,Buffy Coat Diff,24
Other,7749,Ehrlichia Each Add 1 - R,177
Other,9275,KPC (blaKPC) PCR - R,494
Other,10678,Catheter Ureteral Round 92051408*,55
Other,3252,HYDROXYZINE HCL (VISTARIL INJ (GEN EQUIV)) 50 MG = 1 ML (Dosage Form = VIAL),25.4
Other,13111,Access Kit Mini S-Mak 4fr 10cm,95
Other,1966,HAEMOPH B POLYSAC CONJ-TET TOX (ACTHIB VIAL (0.5ML)) 0.5 ML = 1 VIAL (Dosage Form = VIAL),85.4
Other,11099,Bio Corkscrew 4.5 92259415*,1270
Other,4788,TAMSULOSIN HCL (FLOMAX CAP SA) 0.4 MG = 1 CAP (Dosage Form = C SR 24),4.7
Other,8548,Dilution multiantimicrobial (MIC) 5,222
Other,12697,Occupational Therapy Evaluation Moderate Complexity,142
Other,1520,ACT,24
Other,3731,IPRATROPIUM BROMIDE (ATROVENT 0.06% NASAL SPRAY) 42 MCG = 1 SPRAY (Dosage Form = SPRAY),108.25
Other,10055,Graft Allomax Collagen (P) 10x15 92257633*,95
Other,12043,Catheter Balloon Glider All Sizes,1883
Other,5143,Kit Breast Pump Spring Exp,163
Other,4407,Debride Infected Skin,198
Other,4036,Cath All Purpose 16FR,
Other,9871,Clik Anchor Boston Sci (P),1267
Other,560,US Preg Complete,901
Other,9857,TAPENTADOL HYDROCHLORIDE (NUCYNTA) 50 MG = 1 TAB (Dosage Form = TAB),7.25
Other,10880,Coronary Stent Placement plus Atherectomy Additional Vessel,15611
Other,4433,Dermacarrier 2195-12,163
Other,13223,XR Abdomen 3 or More Views,279
Other,1888,Cell Surface Marker IX - R,241
Other,3968,CALCIUM CARBONATE/VITAMIN D3 (OSCAL 500MG/VIT D 200 IU(GEN.)) 1 TAB = 1 TAB (Dosage Form = TAB),1
Other,488,CT Thoracic Spine W/Cont,1876
Other,670,MRI Foot W Contrast Right,3220
Other,6905,ZINC SULFATE (ZINC-220 CAP) 220 MG = 1 CAP (Dosage Form = CAP),1
Other,955,"Treatment Device,Complex",844
Other,11890,Plate Vantage Thoracic All Sizes,7880
Other,11177,MILRINONE 200MCG/ML 200ML (PRIMACOR/MIL. 200MCG/ML (200ML) 40000 MCG = 200 ML (Dosage Form = PB),410.15
Other,1535,Heparin Xa LMW,88
Other,3667,PHYSOSTIGMINE SALICYLATE (ANTILIRIUM/PHYSOSTIGMINE) 2MG=2ML (Dosage Form = INJ,138.95
Other,8054,Fiducial Placement,1709
Other,5376,RIZATRIPTAN BENZOATE (MAXALT TAB) 5 MG = 1 TAB (Dosage Form = TAB),115.3
Other,6272,Snares Polyp Disp 1235519 Ea,217
Other,4575,CALAMINE ZINC OXIDE BANDAGE (DOME PASTE BANDAGE (GENERIC)) 1 EACH = 1 EACH (Dosage Form = BANDAGE),51.65
Other,12568,Solia 53 Pro MRI Lead,1467
Other,854,CT Abdomen Peritoneal,708
Other,5476,MORPHINE SULFATE (MORPHINE SULFATE ORAL SOLN) 10 MG = 5 ML (Dosage Form = SOLN),1.85
Other,616,Foot 2 ViewsRT,279
Other,8465,US Pregnant Transvaginal,857
Other,2242,Chemo Hormonal Im/Subq,201
Other,3449,VINORELBINE TARTRATE (NAVELBINE/VINORELBINE) 10 MG = 1 ML (Dosage Form = VIAL),293.5
Other,6323,Stapler Linear Tlh90,1217
Other,8092,Insert Tunnel Pleural Cath,4021
Other,1117,Tacrolimus - R,114
Other,6521,TOLNAFTATE (TINACTIN 1% POWD (45GM)) 1 APP = 1 APP (Dosage Form = POWDER),11.25
Other,2818,BS Blazer Ablation Cath,2951
Other,9619,Midas Rex Tool 9275413*,593
Other,10461,Mesh Ventrio ST 3x5 Oval,2666
Other,11231,DARUNAVIR ETHANOLATE (PREZISTA) 800 MG = 1 TAB (Dosage Form = TABLET),136.15
Other,9754,Cell Assay/Detection Biomarker - R,253
Other,8331,Cath Turbo Elite Laser,5066
Other,3090,LEUPROLIDE ACETATE (LUPRON DEPOT 3.75 MG KIT 1 EA) 3.75 MG = 1 EACH (Dosage Form = KIT),2262.15
Other,5748,OXYCODONE HCL (OXYCONTIN SR TAB) 40 MG = 1 TAB (Dosage Form = TAB),13.5
Other,3551,"Adapter ""Y"" Type 37051 Ea",75
Other,5491,MORPHINE SULFATE (RMS-SUPPOSITORY) 10 MG = 1 SUPP (Dosage Form = SUPP),4.4
Other,4131,"Cath,19Ga,Hyperthermia",99
Other,5645,NITROGLYCERIN (NITRO-DUR PATCH) 0.4 MG = 1 PATCH (Dosage Form = PAT 24H),6
Other,9750,DENOSUMAB (PROLIA) 60 MG = 1 ML (Dosage Form = DISP SYRIN),1871.1
Other,8706,Mycoplasma Ab IgA - R,55
Other,8739,Dilution Multimicrobial (MIC) 2,222
Other,4627,Dressing Xcell 5.5X8,130
Other,10877,Percutaneous Transluminal Revascularization of CTO,19783
Other,5898,PRAVASTATIN SODIUM (PRAVACHOL) 10 MG = 1 TAB (Dosage Form = TAB),10.05
Other,7975,Parainfluenza Type Each 2,79
Other,4910,HALOPERIDOL (HALDOL) 0.5 MG = 1 TAB (Dosage Form = TAB),1
Other,8692,Fungitell Assay Serum - R,303
Other,13136,ASPIRIN FOR DESENS 0.2MG/ML PO SOLUTION,15.6
Other,5723,GUAIFENESIN (ORGANIDIN TAB (GEN EQUIV)) 200 MG = 1 TAB (Dosage Form = TAB),1.3
Other,1879,Cerv/Vag Conv. Diag,71
Other,7625,Vaginal / Natural Delivery,3267
Other,9370,CHOLECALCIFEROL (VITAMIN D3) (VITAMIN D TAB) 1000 UNITS = 1 TAB (Dosage Form = TABLET),1
Other,12713,PTA Arterial each Additional,13126
Other,280,Renal Cyst Aspiration,2646
Other,10589,Activa PC DBS Battery/Generator 92271839*,59187
Other,3706,TROLAMINE SALICYLATE/ALOE VERA (ASPERCREME ANALGESIC (142GM)) 1 APP = 1 APP (Dosage Form = CREAM),17.7
Other,10417,Magna Mitral Ease PeriCard Valve w ThermaFix 92271224*,17664
Other,238,Cerv Carot Stent Dist Emb Pro,3197
Other,8005,OCTREOTIDE ACETATE (SANDOSTATIN INJ) 500 MCG = 1 ML (Dosage Form = INJ),193.05
Other,177,Cath Placement Upper/Lower Extremity Artery,464
Other,2049,Coronary Stent Additional Vessel,7911
Other,5904,DEXMEDETOMIDINE HCL (PRECEDEX/DEXMEDETOMIDINE) 200 MCG = 2 ML (Dosage Form = VIAL),119.85
Other,887,Bag Blood Ats 2450,263
Other,9247,Glucose Qt Bld Preterm,27
Other,3806,Bari Walker,
Other,6543,Tool Dissect 2.3Mm F2/8Ta23,516
Other,6352,Strip Packing Plain 1/4In 7631,
Other,3825,DICYCLOMINE HCL (BENTYL 10MG/5ML SYRUP (15ML)) 10 MG = 5 ML (Dosage Form = SYRUP),3.35
Other,13179,Zoster Shingles Vaccine Shingrix,262
Other,4370,Cutter Endopath Ez45G,1604
Other,3787,Bag Urinary 6308,0
Other,9415,Test Lead (P) 92213412*,1532
Other,141,IABP Insertion: Cutdown,47
Other,5581,Needle Potts Mod 9428,39
Other,5249,LEVOTHYROXINE SODIUM (SYNTHROID TAB) 88 MCG = 1 TAB (Dosage Form = TAB),1.55
Other,6457,CARBAMAZEPINE (TEGRETOL 100MG/5ML SUSP (120 ML)) 100 MG = 5 ML (Dosage Form = SUSP),104.3
Other,743,Cholongio Oper Add Set,615
Other,11063,Stabilizer Titan *,1888
Other,5890,Pouch Urost 9767 Ped,
Other,398,XR-Facial Bones <3 Views,279
Other,1351,Metanephrines Urine - R,377
Other,5563,Nebulizer Percussive,608
