ITEM #,ITEM DESCRIPTION,ITEM PRICE
13250205,CATHETER HICKMAN 8FR SINGLE LUM 0805810,"1,366.66 "
13250207,DRESSING TRANSPARENT SM TEGADERM 1634,8.14 
13250209,TUBE FEEDING 5FR   155720,9.66 
13250210,TUBE MINNESOTA  4 LUMEN 18FR 0092220,"1,582.66 "
13250211,RING INFLATABLE DONUT         DYND70146H,17.59 
13250214,PUMP BREAST   67186,42.05 
13250216,TRAC PAD  M8275057/10,64.73 
13250217,PERI WASH                      MDS093930,20.11 
13250221,SET BLOOD / FLUID WARMING LEVEL 1 D-100,235.73 
13250222,IMMOBILIZER SHOULDER UNIV  79-84100,123.11 
13250223,CATH TROCAR 16               8888-561035,124.53 
13250224,SYNVISC 3 SERIES,"1,933.00 "
13250228,INFUSOR CVP,37.96 
13250230,SPLINT METACARPAL LEFT SM       79-72203,23.73 
13250232,SPLINT METACARPAL LEFT MED      79-72205,23.73 
13250233,BATH SITZ OB                   DYND80102,29.14 
13250234,SPLINT METACARPAL LEFT LG       79-72207,23.73 
13250240,TUBE FEEDING JEJUNAL 12FR BENT TIP,616.00 
13250241,TUBE FEEDING JEJUNAL 12FR PIGTAIL TIP,616.00 
13250244,TRAP MUCOUS SPECIMAN           DYND44180,24.31 
13250246,RESTRAINT VEST MED            MDT828032C,88.78 
13250249,TUBE TRACHEOSTOMY 4   4LPC,230.00 
13250255,SUCTION YANKAUER      DYND50130,20.27 
13250265,TRAY PLASTIC MAJOR-DR M,212.15 
13250266,TRAY CATHETER UMBILICAL,113.35 
13250267,DIAPER NEWBORN STEP1     06729,7.61 
13250268,SUPPORT SCROTAL SMALL             202110,19.10 
13250269,SHOE POST-OP WOMEN'S SMALL         19210,53.50 
13250270,CATH CUSCHIERI 7.0 CD DRAIN C-ECS-700CUS,112.25 
13250271,CATH CUSCHIERI 8.5 CD DRAIN C-ECS-850CUS,112.56 
13250272,T-TUBE PERCUTANEOUS SET 10.0 200813,114.24 
13250273,T-TUBE PERCUTANEOUS 14.0   MSPT-1400,114.24 
13250275,TUBE ENDOTRACHEAL 9.5    5-10119,26.62 
13250276,STRAP STIRRUP W/SLIP RING 52712 KIMBERLY,14.33 
13250277,BLADE MICRO ENT EAR KNIFE   1458233,33.02 
13250279,OBTURATOR AND SEAL KIT 10MM   1-7020CE,85.42 
13250280,CATH URETERAL WOVEN   038008,95.55 
13250281,GLIDEWIRE STRT .035X150 FLEX TIP 630-100,131.99 
13250283,SUTURE VICRYL  1-0                 J113T,19.85 
13250284,TUBE REPLACEMENT PONSKY PEG 20F 00710821,277.83 
13250285,DRAPE LAP GENERAL ENDO    89233,60.38 
13250286,VIAGARD SUCTION SET SMK 100,27.83 
13250287,PIN COVER YELLOW 101001PBX,3.15 
13250289,RC QUICKANCHOR PLUS   212031,391.86 
13250296,SUTURE ETHILON  4-0            1667H,14.28 
13250297,TUBE GROMMET ULTRASIL ARMSTRONG 70241050,43.16 
13250298,TUBE TRACHEOSTOMY 6 FENESTRATED    6FEN,124.32 
13250301,IMMOBILIZER KNEE 26        79-80390,106.58 
13250302,CATH COUNCIL TIP 22FR           0196SI22,56.70 
13250303,CATH COUNCIL TIP 16FR           0196SI16,56.70 
13250304,CATHETER ROBNEL 14FR              421714,13.13 
13250305,COBAN 6        1586,21.00 
13250306,CATH FOLEY 2 W 3cc 8FR          0165SI08,62.79 
13250307,BUTTERFLY IV 19G                45900101,18.22 
13250308,BUTTERFLY IV 21G     367296,10.97 
13250309,BUTTERFLY IV 25G                45060101,10.97 
13250310,CATH IV CATHLON 24G    3053,6.30 
13250311,"SLEEVE, STABILITY 12MM        512ST",123.83 
13250312,"TROCAR, N/BLADED 5MM             35NLT",197.79 
13250318,DRESSING NUGAUZE PLAIN 2      NON255025H,40.37 
13250320,DRAIN PENROSE 1/2 X 12       0912030,7.67 
13250321,SALEM SUMP RG   8888-266148,20.53 
13250322,STERI STRIP 1/4               R1541,8.77 
13250323,CATHETER SUCTION 8             DYND40988,13.65 
13250326,SUTURE VICRYL 2-0                  J351H,8.72 
13250327,MESH VICRYL WOVEN                   VWML,901.11 
13250328,SUTURE MERSILENE 5MM                RS22,56.67 
13250329,SUTURE PLAIN GUT 3-0               G322H,8.72 
13250330,SLING ARM CHILD                 79-99133,20.30 
13250331,SLING ARM PED   79-99132,11.87 
13250334,BOVIE EXTENDER   0014,19.32 
13250337,SUTURE ETHILON 4-0                662G,7.19 
13250339,SUTURE CHROMIC                      924H,8.93 
13250340,IMMOBILIZER SHOULDER QUICKFIT ULTRA 06AB,108.50 
13250341,BLUNTPORT 5MM-12MM   179075P,233.05 
13250342,RELOAD MLT FIRE ENDO HERNIA 4.8MM 174007,237.67 
13250343,RELOAD MULTIFIRE ENDO 4MM 174015,455.76 
13250344,OBTURATOR NON-BLADED 10/11         511HT,117.50 
13250345,PROBE VULCAN ABLATOR 60o 2.0MM 7209650,536.39 
13250346,IMMOBILIZER WRIST THUMB SPIC XS/LT,87.50 
13250350,SET BLOOD ADMIN  2C8750,55.65 
13250351,OBTURATOR AND SEAL KIT 12MM    1-7024CE,85.42 
13250352,URINE COLLECTOR PED   MDS190510,32.34 
13250353,STOPCOCK 3 WAY                  MX431-1L,18.32 
13250354,SUTURE VICRYL 3-0                  J356H,9.70 
13250355,GUIDEWIRE PTFE COATED   620-130,58.64 
13250356,SUTURE ETHILON 1                    830H,8.72 
13250357,KIT MATERNITY,72.82 
13250358,STAPLE REMOVER                 DYNJ04058,81.11 
13250359,SALEM SUMP 10FR    8888-264911,42.53 
13250360,CATH DELEE 10FR                DYND44110,11.71 
13250361,TRAY SPINAL ANES BUPIVICA  S26BK,124.64 
13250362,SYRINGE BULB EAR               DYND70280,10.29 
13250365,HIBICLENS 4 OZ   57504,33.60 
13250370,PAD PREP          8750,4.20 
13250371,ENEMA OIL                      CUR095010,5.46 
13250372,PAD UNDER PAD  UFPP-236,5.00 
13250373,EGGCRATE MATTRESS                 NONBC2,61.53 
13250376,SCREW SELF TAP CORTEX 4.5X14   71826014,28.46 
13250377,SCREW SELF TAP CORTEX 4.5X16   71826016,28.46 
13250378,SCREW SELF TAP CORTEX 4.5X18   71826018,28.46 
13250379,SCREW SELF TAP CORTEX 4.5X20   71826020,28.46 
13250381,SCREW SELF TAP CORTEX 4.5X24   71826024,28.46 
13250382,SCREW SELF TAP CORTEX 4.5X26   71826026,28.46 
13250383,SCREW SELF TAP CORTEX 4.5X28   71826028,28.46 
13250384,SCREW SELF TAP CORTEX 4.5X30   71826030,28.46 
13250385,SCREW SELF TAP CORTEX 4.5X32   71826032,28.46 
13250386,SCREW SELF TAP CORTEX 4.5X34    71826034,28.46 
13250387,SCREW SELF TAP CORTEX 4.5X36    71826036,28.46 
13250388,SCREW SELF TAP CORTEX 4.5X38    71826038,28.46 
13250389,SCREW SELF TAP CORTEX 4.5X40    71826040,28.46 
13250392,SCREW SELF TAP CORTEX 4.5X46    71826046,28.46 
13250394,SCREW SELF TAP CORTEX 4.5X50    71826050,28.46 
13250397,SCREW SELF TAP CORTEX 4.5X56    71826056,28.46 
13250398,SCREW SELF TAP CORTEX 4.5X58    71826058,28.46 
13250399,SCREW SELF TAP CORTEX 4.5X60    71826060,28.46 
13250405,SCREW SELF TAP CORTEX 4.5X68    71826068,28.46 
13250406,SCREW SELF TAP CORTEX 4.5X70    71826070,28.46 
13250408,SCREW SELF TAP CORTEX 4.5X74    71826074,49.00 
13250411,SCREW SELF TAP CORTEX 4.5X80    71826080,49.00 
13250418,SCREW SELF TAP CORTEX 4.5X14    71827014,215.25 
13250420,SCREW SELF TAP CORTEX 4.5X18    71827018,215.25 
13250421,SCREW SELF TAP CORTEX 4.5X20    71827020,215.25 
13250422,SCREW SELF TAP CORTEX 4.5X22    71827022,215.25 
13250423,SCREW SELF TAP CORTEX 4.5X24    71827024,215.25 
13250424,SCREW SELF TAP CORTEX 4.5X26    71827026,215.25 
13250425,SCREW SELF TAP CORTEX 4.5X28    71827028,215.25 
13250430,CRUTCH YOUTH                    MDS80236,65.99 
13250431,THUNDERBEAT HANDPIECE 5MM TB-0535FC,"1,750.00 "
13250435,ORAL CLEANSING SYSTEM  6964 Replacd 6914,76.13 
13250436,CATHETER BAKER JEJUNOSTOMY JHP-655500,583.33 
13250438,"REAMER, PILOTED HEADED AR1453",683.00 
13250440,SHOE POST-OP MEN'S XLARGE          19216,53.50 
13250441,SUTURE CHROMIC 3-0    G122H,8.93 
13250442,SUTURE ETHILON 6-0                 1966G,20.27 
13250443,SUTURE MONOCRYL                    Y495G,8.94 
13250445,PUMP PAIN STRYKER   500-120,694.58 
13250446,SUTURE SILK  3-0                   CO17T,18.27 
13250451,PULLEY DOOR W/ WEBBING PUL-EZ  NC52956-2,49.86 
13250452,MESH DUAL BIOMATERIAL W/HOLES 1DLMCPH06,"2,763.23 "
13250456,SUTURE 0 ETHIBOND SUTURE TIES      X186H,4.04 
13250457,SUTURE ETHILON 5-0 C-2 NDL          668G,7.56 
13250458,SUTURE 4-0 ETHILON FS-2 NDL         662H,7.19 
13250459,PROBE ELECTROSURG. VULCAN LIGAMENT CHISL,443.78 
13250460,"PROBE ELECTROTHERM VULCAN TAC-S, ANGLED",276.10 
13250461,"PROBE ELECTROTHERM VULCAN TAC-S,NON-ANGL",276.10 
13250462,OMNISCAN 15ML  J-640,13.17 
13250463,OMNISCAN 20ML  J-650,12.85 
13250465,CATH RADIAL ARTERY QUICK FLASH RA04220,27.56 
13250467,FOGARTY SOFTJAW INSERTS   SOFT33,28.19 
13250469,CRUTCH CHILD                       2633C,35.91 
13250470,GUIDEWIRE .035X260 FIXED J C/LAB 008631,48.09 
13250471,TROCAR ENDO 10/11MM 6/BX           511SD,114.35 
13250472,NEEDLE ELECTRODE 29CM 5MM ETHICON  EPS09,146.00 
13250473,FOGARTY SOFTJAW INSERT           SOFT61,45.15 
13250474,FOGARTY SOFTJAW INSERT           SOFT86,45.85 
13250475,GUIDE WIRE SPRING TIPPED  BARD 000150,364.17 
13250478,SPLINT HAND THERA PLUS MED   787901,105.16 
13250479,SUTURE CHROMIC 2-0                  943H,13.65 
13250481,SUTURE VICRYL 3-0 FS 1 NDL         J442H,9.65 
13250482,SUTURE VICRYL 2-0 FS 1 NDL       J443H,9.65 
13250483,SUTURE VICRYL 3-0 FS 2 NDL         J423H,9.65 
13250484,TRAY DURA PREP SCRUB 3M             8630,21.68 
13250485,HEMOVAC 400ML 1/4  KIT  00-2545-000-10,79.38 
13250487,SPLINT SCOTCHCAST ONE STEP 4  RL   76430,57.49 
13250488,HANDLE ELECTROSURG PENCL FOOTCNTRL EPH03,262.82 
13250489,SET IRRIGATION SINGLE SPIKE MEGADYN 0510,27.56 
13250492,OINTMENT AMERICGEL 1 OZ (P/T)   A2001,49.56 
13250497,OMNISCAN 10ML (PREFILLED SYR ONLY) J-160,13.47 
13250500,SPLINT COMF COOL DRING THUMB/WRST R MED,43.63 
13250501,"VIBRATOR, MINI    NC70209",35.81 
13250502,INDEX KNOBBER       NC92205,23.94 
13250504,SUTURE ETHILON 3-0    663G,7.00 
13250505,BUR OSTEON ROUND 3.0X38   5056-128,167.90 
13250506,BUR OSTEON ROUND 4.0X38   5056-127,167.90 
13250507,ELECTRODE LOOP EXCISION 12MM 60-5180-101,31.82 
13250508,VALVE BIOPSY DISP  OLYMPUS MAJ210,10.82 
13250510,SUTURE CHROMIC 3-0                  942H,13.65 
13250511,IV D5 .9 1000 40 MEQ KCL         7109-09,32.04 
13250512,IV NS 1000 40 MEQ KCL            7116-09,31.65 
13250516,PAD ZOLL DEFIB MULTIFUNC ADULT 8900-4003,111.72 
13250517,PAD ZOLL DEFIB MULTIFUNC PED.8900-3000-0,107.90 
13250518,PAD ZOLL DEFIB BIPHASIC 8900-2302-01,99.33 
13250520,BUR OSTEON ROUND 6.5X38M   5056-125,176.30 
13250521,DRESSING HYPAFIX 2    4209,39.48 
13250522,DRESSING HYPAFIX 4    4210,65.57 
13250523,DRESSING NUGAUZE PLAIN 1/4    NON255145H,47.25 
13250524,PACK DBL BASIN NO LATEX STER   DYNJ06804,88.88 
13250525,PACK BASIC W/GWN NO LATEX STER DYNJP1015,57.91 
13250527,ELECTRODE LEEP 1.0X0.7   R1007,36.00 
13250530,ELECTRODE BALL LEEP 5MM 60-5181-103,48.88 
13250538,DRESSING TRANSPARENT MD          MSC2104,22.94 
13250541,BAG DRAIN URO-CATCHER   965OU-738,57.91 
13250542,TUBES ARMSTRONG VENT FLUOROPLAS 10-56120,30.45 
13250544,SUTURE ENDOLOOP PDS                EZ10G,55.50 
13250545,PROBE ELECTROSURG VULCAN ABLA 30o 3.0mm,256.25 
13250546,PROBE VULCAN ABLATOR 90o 3.0MM  7209659,497.81 
13250550,SUTURE PLAIN  1                    L105G,9.09 
13250551,MESH PHYSIOMESH 15X20  PHY1520V,"4,830.00 "
13250553,SITZMARKS  536586           8100,76.67 
13250557,TROCAR Kii FIOS 5X100  CTF03,66.00 
13250558,CATH FOLEY 2WAY 30cc 18FR    0166SI18,44.05 
13250559,TROCAR Kii FIOS 11X100  CTF33,100.00 
13250562,SET COMMON DUCT EXPLORATION   219516,"1,366.00 "
13250564,SLEEVE SCD SMALL  MDS601PSQ,87.83 
13250565,VALVE SUCTION OLYMPUS MAJ209   52897,24.89 
13250566,CATH FOLEY 3 W 5CC 20FR         0119SI20,94.08 
13250570,ELECTRODE BUGBY BUTTON 7FR   00110,184.64 
13250571,ELECTRODE BUGBY BUTTON 10FR   00112,184.64 
13250572,ELECTRODE BUGBY BUTTON 4FR   00107,184.64 
13250573,ELECTRODE COAGULATION 5FR   A2425,184.64 
13250574,ENDO BAG RETRIEVAL SYSTEM 250-30,171.09 
13250576,PAD BOVIE PED/INFANT VALLEYLAB E7510-25,18.59 
13250577,HAND CONTROL LEEP CONMED #60-0300-501,11.71 
13250578,CATHETER GROSHONG REPAIR KIT DUAL LUM9.5,218.07 
13250579,SENSOR SPO2 NEONATAL NONSTER  NEO-Y,37.54 
13250580,TUBING SET LEEP SFS-100/T STACKHOUSE,24.05 
13250581,GUIDE WIRE 3MM J FIXED CORE 145CM 007044,25.78 
13250582,CATHETER CARDIAC ANGLD PIGTAIL 5F 5A0071,39.27 
13250583,STENT POLARIS URETERAL 6XS24 190-132,549.89 
13250584,STENT POLARIS URETERAL 6X26 190-133,549.89 
13250585,STENT POLARIS UTERERAL 7X24 190-142,214.46 
13250586,STENT POLARIS URETERAL 7X26 190-143,549.89 
13250587,ELECTRODE LOOP EXCISION 15X10M 605180102,31.82 
13250588,SPLINT METACARPAL RIGHT SM      79-72213,23.73 
13250589,SLEEVE SCD LARGE  MDS601LSQ,80.00 
13250591,SPLINT METACARPAL RIGHT MED     79-72215,23.73 
13250592,COBAN 2  LATEX FREE      2082,9.92 
13250594,SPLINT METACARPAL RIGHT LG      79-72217,23.73 
13250595,DRAPE C-ARM 9  OEC  GE MEDICAL  07-PK803,27.77 
13250596,MESH MARLEX 2X12 FLAT SHEET 2/CS 0112670,204.96 
13250597,MARLEX MESH 2X4 MONOFILAMENT    0112650,178.50 
13250598,MARLEX MESH 10X14               0112660,793.00 
13250600,DEFIBRILATOR,174.83 
13250605,TRANSDUCER KIT   PX272,92.50 
13250608,DRAPE SHEET 3/4   DYNJP2416,79.33 
13250609,DRAPE MAYO STAND COVER DYNJP2500,24.31 
13250610,DRAPE TABLE BACK 40X90        42217,32.34 
13250611,STOCKINETTE MED   0802,43.68 
13250613,CAMERA COVER                   DYNJE4250,36.44 
13250615,COIL BLOOD WARMING              46630101,91.82 
13250617,SUGILAV UNIT,209.74 
13250619,SUTURE PKG,7.40 
13250620,STAPLER SKIN 35W                   PRW35,187.06 
13250621,SUTURE WAX BONE                     W31G,14.70 
13250622,STAPLER GIA 60 3.8 INSTRU      GIA6038S,837.80 
13250625,TUBING TUR                        654301,30.82 
13250627,SHIELD SPLASH SUCTION ORT,28.77 
13250628,TUBING SURGILAV,192.05 
13250629,SPONGE LAP                   MDS231318LF,35.65 
13250630,TRAY SHAVE PREP                DYND70820,16.17 
13250632,DRAPE SLEEVE STERILE                 599,19.48 
13250637,CAST,268.70 
13250638,SPLINT MATERIAL,100.49 
13250639,PEN MARKING SKIN SCRIBE   DYNJSM02,16.17 
13250641,NEEDLE SPINAL 20G 3 1/2     405182,26.88 
13250642,WECK CAUTERY,89.88 
13250645,DRAPE VI DRAPE,28.40 
13250646,DRESSING BANDAGE ESMARK 6  DYNJ05918,74.50 
13250648,DRAIN SILICONE SMALL,84.16 
13250653,BRUSH CYTOLOGY    00711407,88.78 
13250656,C-ARM 0-1,63.68 
13250658,BASKET STONE DISPOSABLE,681.66 
13250659,SPONGE PATTIES SURGICAL  80-1407,42.16 
13250660,BAG URINARY DRAINAG 2000C,48.88 
13250661,CATHETER ROBNEL  8FR              421708,31.19 
13250665,SORBITOL                  2B7357,7.51 
13250668,COVERS INSTR CLAMP CLOTH   07-2-002PBX,34.13 
13250670,DRAIN JACK PRATT RESERVOIR    SU130-1305,72.82 
13250671,DRAIN BIFABRICATED JACK P     SU130-1315,32.60 
13250680,DRESSING OIL EMULSION 3X3  CUR250330Z,16.17 
13250682,DRESSING OWENS DERMABRASI,24.31 
13250685,INTRODUCER PACEMAKER LEAD,72.08 
13250686,BREATH SET ANESTHESIA,61.53 
13250688,STETHESCOPE ESOPHAGEAL   90072,56.65 
13250689,TEMPERATURE STRIP      81-010003,17.85 
13250690,BETADINE 4OZ BTL   29906-004,4.61 
13250692,PAD DEFIBRILATOR    2345N,45.36 
13250697,TRAY EPIDURAL   SJ-05501,179.81 
13250698,CATHETER FEMALE QUIK  8FR    0035720,27.51 
13250700,UTERINE MANIPULATOR INJECTOR   6003,204.12 
13250702,IMMOBILIZER KNEE 19      79-80370,154.82 
13250704,PACK OB DELIVERY       88831,85.05 
13250712,TRAY CATH URINE METER 18FR   303318A,67.20 
13250713,URETERAL DILATORS,48.14 
13250717,WARMER BLOOD FENWAL   4C-24-80,86.73 
13250722,CONNECTOR 5 IN 1                     511,13.49 
13250723,CRUTCH MED                      MDS80235,52.40 
13250727,TRAY EPIDURAL SINGLE SHOT 11992-20,33.50 
13250735,ELECTRODE FETAL,37.33 
13250739,BLADE SAW GIGLI   2808-02,17.06 
13250747,SET IV FILTER CLEARLINK 2C8671,28.40 
13250748,JEJUNOSTOMY KIT-VIVONEX   071284,189.47 
13250750,CORSET LUMBAR SACRAL,157.13 
13250751,SHEET VER LAP DRAPE        89221,44.76 
13250754,NEEDLE BIOPSY TRUCUT   2N2704X,131.93 
13250768,SPLINT FINGER VELCRO SM      79-87123,28.04 
13250774,SUTURE ETHILON 4-0                  626H,78.17 
13250775,SUTURE PLAIN,32.34 
13250778,DRESSING BOOT UNNA   NONUNNA1387,18.32 
13250781,PROTECTOR WOUND 7               BC371049,20.11 
13250782,PROTECTOR WOUND 9               BC371063,21.79 
13250783,PROTECTOR WOUND 5               BC371062,52.61 
13250784,DRAPE CASSETTE COVER           DYNJE4000,30.82 
13250785,DIAL A FLOW   20667-28,22.94 
13250786,PACK ARTHROSCOPY KNEE            88488,455.12 
13250789,NEEDLE BONE MARROW               7DJ4011,140.23 
13250794,PACK BASIC SET-UP     88171,135.98 
13250795,PACK C SECTION                 DYNJS0612,425.04 
13250796,PACK CYSTO        88621,144.17 
13250798,PACK ORTHO LOWER EXTREMITY        88439,185.80 
13250800,PAD MAGNETIC INSTRUMENT,9.19 
13250802,PACK LINEN BURN,33.76 
13250803,PACK LITHO OB/GYN   88521,103.64 
13250804,PACK COLD PERINEAL            69902,12.08 
13250805,TRAY PROCTOSET,90.67 
13250806,BYPASS BHME ADULT W/O FILTER  003020,13.50 
13250812,TUBING 20  WITH 3WAY STOPCOCK,12.00 
13250813,TRAY LG BONE,236.99 
13250814,FILTER BACTERIA D/X7 700 SERIES G-060526,34.83 
13250815,POUCH MONARCH RETRIEVAL 5MM  CD003,240.62 
13250816,SUTURE ETHIBOND CT-2      X412H,7.35 
13250817,DRAPE IOBAN   23X33      6651EZ,52.97 
13250819,PACK ORTHO       88411,229.95 
13250820,PACK ORTHO MINOR,126.42 
13250822,SUCTION SIGMOID   0033050,20.53 
13250823,NEEDLE COUNTER/PROTECTOR  DYNJNC30M,27.51 
13250824,DRAPE SPLIT SHEET U-DRAPE      89301,84.16 
13250830,SUTURE PORLENE 6-0   8305H,44.45 
13250839,CANISTER SUCTION 1500CC     71-1101,29.03 
13250841,CATH MALECOT 20FR  086020,86.36 
13250842,SUTURE ETHIBOND SH  3-0         X832H,8.30 
13250843,SUTURE ETHIBOND SH  2-0      X833H,8.30 
13250847,CATHETER NEPHROSTOMY,270.32 
13250848,PROBE THERMAL UNIT               DP400CE,37.33 
13250850,PUMP ARTHROSCOPY,165.17 
13250851,TUBING ARTHROSCOPY PUMP          AR-6410,223.81 
13250856,CATH FOLEY 2WAY 30cc 22FR    0166SI22,44.05 
13250857,CATH FOLEY 2WAY 30cc 30FR    0166SI30,44.05 
13250859,CATH FOLEY 2 W 30cc 20FR        1768SI20,34.02 
13250861,TIP STRAIGHT,14.65 
13250862,TRAP WATER MINI D-FEND 8002174,61.66 
13250863,CANNULA NASAL W/ CO2 SAMPLING 2812M-25,8.80 
13250866,MESH ULTRAPRO 12X12  UML1,659.46 
13250868,AIRWAY NASAL 26  8888-247023,11.45 
13250869,MEDICAL LEECHES,45.00 
13250870,NEEDLE CORE BIOPSY 10mm MAGNUM MN1410,87.13 
13250871,CELERO VACCUUM BIOPSY DEVICE  CELERO-12,690.10 
13250872,MESH ULTRAPRO 6X6  UMM3,359.40 
13250875,MESH ULTRAPRO 3X6  UMR3,272.56 
13250876,MESH ULTRAPRO 2.4X4.3  UMS3,268.00 
13250877,ULTRACLIP DUAL TRIGGER RIBBON 863017D,280.00 
13250878,GEL PAD ROUND BREAST PINK,8.33 
13250879,ENDOGATOR WATER PORT CONNECTOR 100241,16.50 
13250880,ENDOGATOR TUBING  200230,43.16 
13250881,CATHETER URTH RED 10FR CHARLTON 056110,10.00 
13250882,SET IV NITRO AND LIPID 1C8043,45.36 
13250885,GUIDEWIRE .021 .038,142.85 
13250887,ARMBOARD PLASTIC ADULT   1011L,25.62 
13250888,BUTTERFLY IV 23G   367297,28.67 
13250889,CATH IV CATHLON 14G 1.88          381167,30.82 
13250892,EXTENSION SET 30IN ALARIS   AMS385,15.17 
13250897,POLY BACTRIN SOLUTION,78.33 
13250899,SET IV PRIMARY CONTINU-FLO 2C8541,42.95 
13250900,SET IV SECONDARY 2C7462,50.45 
13250903,TRAY SM BONE,110.78 
13250905,CAUTERY UNIT ELECTROSURGI,105.32 
13250906,CAUTERY TIP ELECTRODE BLA,27.51 
13250907,GROUNDING PAD CAUTERY PED,41.00 
13250908,NEEDLE DISP INJECTION 23G   NM-200U-0523,154.00 
13250910,DERMATONE UNIT,46.31 
13250911,BLADE DERMATOME   00880000010,107.28 
13250914,CURRETTE VACCUM 16MM CURVED        617,13.13 
13250915,CURRETTE VACCUM 16MM STRAIGHT      607,13.13 
13250917,SPONGE KERLIX BULKIE 6  FLUFFS NON25853,14.54 
13250920,SPONGE KITTNERS PEANUT DI,27.51 
13250921,DRAIN PENROSE 1/4 X 18         DYND50420,11.45 
13250922,SUCTION POOLE SET      0035050,70.93 
13250926,DRAIN T-TUBE,32.24 
13250927,TOURNIQUET SURGICAL,161.96 
13250929,ELECTRODE SPIRAL SCALP IN,6.09 
13250930,BAG BE W/O BARIUM,57.96 
13250934,TRAY LACERATION              DYNJ03108LF,98.81 
13250936,RESTRAINT WRIST QUICK RELEASE 70806,30.71 
13250937,KIT MULTI LUMEN CENTRAL VENOUS M3720HKIC,304.45 
13250938,SPLINT CLAVICLE UNIVERSAL       79-85100,75.23 
13250941,DRAPE C-ARM XRAY               DYNJE4400,59.96 
13250944,SUPER SUCKER KAMVAC  5300-10-500,109.00 
13250946,BASKET STONE HELICAL   113130,735.11 
13250950,PAD K-PAD GAYMAR LG 14X20 ST-020,74.87 
13250951,PAD K-PAD GAYMAR SM 4X19 ST-003,62.00 
13250952,CATH FOLEY COUDE 18FR           0168SI18,96.39 
13250953,TRANSITION SET,54.86 
13250954,SET IV PUMP ICU,95.76 
13250955,SET IV PRIMARY ABBOTT N/V MICROD  12426-,18.10 
13250956,SET IV PRIMARY 100  SHORT ABBOTT 1266128,9.98 
13250957,DILATOR BALLOON ACCENT AXMS0500656-4.0,561.44 
13250959,CAUTERY LOOP CUTTING,240.56 
13250960,PASTE STOMA OSTOMY 183910,31.08 
13250970,CAUTERY TIP EXTENDED BLAD   809319,56.65 
13250971,LOOP VESSEL OXIMED,35.02 
13250972,DERMABOND SKIN ADHESIVE PEN DNX6,37.00 
13250973,KIT PNEUMOTHORAX  AK-01500,440.46 
13250974,"CATHETER, ONE STEP 5FR 10CM    OSC-5F-10",73.50 
13250975,GUIDE WIRE INTRODUCER  6FR MAK-NV-002,316.66 
13250976,NEEDLE CORE BIOPSY 16mm MAGNUM MN1416,87.13 
13250978,MEROGEL NASAL PACKING 15-17002,303.00 
13250979,KIT CATH CENTRAL VENOUS SING LUM AK04210,105.05 
13250980,PILLOW ABDUCTION     NON081449,70.04 
13250982,CATHETER PERITONEAL CURL    8811313015,494.00 
13250984,BILATERAL LIMB SHEET         89291,36.44 
13250985,SET IV BURRETT/BURETROL 2C8864,47.51 
13250986,LIDOCAINE 500CC USE# 13091068,26.09 
13250987,BOOT CRADLE                    NON081445,57.17 
13250988,CAUTERY CORD BIPOLAR,27.88 
13250989,TRI-GRAD        H971-01,5.99 
13250990,TUBING CYSTO IRRIGATION     2C4040,32.34 
13250992,EVACUATED CONTAINER 1000ML  1A8504,32.80 
13250993,INFUSOR IVAC,28.51 
13250994,THUNDERBEAT HANDPIECE TB-0920OE,"1,750.00 "
13250995,TUBES REUTER BOBBINS TITANIUM 1056112,154.66 
13250996,SUTURE PLAIN 4-O                   1824H,12.27 
13250999,WEDGE BODY ALIGNER  NON081265H,39.70 
13251003,TUBE STOMACH EWALD,36.44 
13251005,SYRINGE BULB ASEPTO            DYND20125,5.25 
13251006,NEEDLE LAP BAND PORT ACCESS  B-20301-10,10.00 
13251007,LOOP VESSEL RED   01-1-011,42.05 
13251008,KIT NEPHROSTOMY,550.73 
13251010,VEIN STRIPPER DISP,39.59 
13251011,SURGICEL 2X3          1953,234.53 
13251012,KIT CENTRAL VENDUS PRESSU,89.15 
13251013,MASK OXYGEN PEDIATRIC 001260,2.13 
13251014,PERCUTANEOUS GASTRO,76.65 
13251015,SURGICEL 2X14    1951,375.00 
13251017,NEEDLE LOCALIZER KOPANS   DKBL-21-15.0-A,92.35 
13251019,ANOSCOPE         53110,12.97 
13251020,DRAPE IOBAN         6648EZ,52.97 
13251021,RESOLUTION CLIP 235cm  M00522610,826.66 
13251022,SHEET TRASVERSE LAP  89537 former# 89231,17.26 
13251025,STAPLER CONTOUR CURVED CUTTER  CS40G,"1,499.50 "
13251026,BAG DECANTER  10-102,22.68 
13251027,SILVER NITRATE APPLICATOR      1590,3.68 
13251028,STAPLER CURVED CUTTER RELOAD CR40G,843.68 
13251029,SET PRIM ANESTH                   574248,20.11 
13251032,MESH PROLENE SOFT 6X6 SPMH,836.40 
13251033,MESH PROLENE SOFT 3X6  SPMII,691.70 
13251034,STAPLER CEEA 25,856.22 
13251035,MESH PROLENE SOFT 10X10  SPMLI,"1,518.46 "
13251036,SUTURE PLAIN TIES,26.99 
13251037,SUTURE PLAIN ATRAMAT                843H,18.85 
13251038,SUTURE CHROMIC,18.85 
13251039,SUTURE CHROMIC TIES      47T,29.66 
13251040,SUTURE CHROMIC ATRAM,51.19 
13251041,SUTURE VICRYL,59.33 
13251042,SUTURE VICRYL O TIES               J636H,24.31 
