PROCEDURE,DESCRIPTION,DEPARTMENT,CHG CAT,STD AMOUNT,CPT,HCPC
92212199,HALOPERIDOL 5MG TAB,28314537320,250, $8.00 ,,
92212200,CARISOPRODOL 350MG TAB,28314537320,250, $8.00 ,,
92212201,PENICILLIN G BENZ 0.6MMU/ML SU,28314537320,250," $1,485.00 ",,
92212202,MULTIVITAMIN TAB,28314537320,250, $8.00 ,,
92212203,MICONAZOLE NITRATE 2% CRE,28314537320,250, $55.00 ,,
92212204,TAMSULOSIN HCL 0.4MG CAP,28314537320,250, $29.50 ,,
92212205,RISPERIDONE 1MG TAB,28314537320,250, $15.00 ,,
92212206,CARVEDILOL 3.125MG TAB,28314537320,250, $21.50 ,,
92212207,ENALAPRIL MALEATE 2.5MG TAB,28314537320,250, $8.00 ,,
92212208,SERTRALINE HCL 100MG TAB,28314537320,250, $12.00 ,,
92212209,AMOXICILLIN 250MG CAP,28314537320,250, $8.00 ,,
92212210,FLUOCINONIDE 0.05% OIN,28314537320,250," $1,188.50 ",,
92212211,NICOTINE 21MG/24HR TDM,28314537320,250, $9.00 ,,
92212212,FLUTICASONE PROP 0.05% CRE,28314537320,250, $93.50 ,,
92212213,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $25.00 ,,
92212214,TERBUTALINE SULF 2.5MG TAB,28314537320,250, $8.00 ,,
92212215,LABETALOL HCL 200MG TAB,28314537320,250, $8.00 ,,
92212216,DIPHENHYDRAMINE HCL 25MG TAB,28314537320,250, $8.00 ,,
92212217,OXYCODONE HCL 80MG TER,28314537320,250, $94.50 ,,
92212218,ENALAPRIL MALEATE 2.5MG TAB,28314537320,250, $8.00 ,,
92212219,LAMOTRIGINE 25MG TAB,28314537320,250, $48.00 ,,
92212220,GLYBURIDE 2.5MG TAB,28314537320,250, $8.00 ,,
92212221,SODIUM CL 0.9% IVS,28314537320,250, $25.00 ,,
92212222,SIMVASTATIN 40MG TAB,28314537320,250, $20.50 ,,
92212223,FUROSEMIDE 10MG/ML INJ,28314537320,250, $25.00 ,,
92212224,CLOBETASOL PROP 0.05% EMO,28314537320,250, $286.00 ,,
92212225,FEXOFENADINE HCL 180MG TAB,28314537320,250, $10.00 ,,
92212226,BACLOFEN 10MG TAB,28314537320,250, $9.50 ,,
92212227,ATORVASTATIN CALCIUM 10MG TAB,28314537320,250, $20.50 ,,
92212228,NICARDIPINE HCL 20MG CAP,28314537320,250, $8.00 ,,
92212229,PROMETHAZINE HCL 25MG/ML INJ,28314537320,250, $25.00 ,,
92212230,WATER STERILE SOL,28314537320,250, $17.00 ,,
92212231,VASOPRESSIN 20U/ML INJ,28314537320,250, $94.00 ,,
92212232,CLOBETASOL PROP 0.05% OIN,28314537320,250," $2,182.00 ",,
92212233,GUAIFENESIN COD 100-10MG/5ML S,28314537320,250, $8.00 ,,
92212234,TESTOSTERONE CYPI 200MG/ML OIL,28314537320,250, $115.00 ,,
92212235,ALENDRONATE NA 10MG TAB,28314537320,250, $12.50 ,,
92212236,FLUPHENAZINE HCL 5MG/ML SOL,28314537320,250, $8.00 ,,
92212237,DIPHENHYDRAMINE HCL 50MG CAP,28314537320,250, $8.00 ,,
92212238,CLONAZEPAM 0.5MG TAB,28314537320,250, $8.00 ,,
92212239,MEPERIDINE 100MG/ML INJ,28314537320,250, $29.00 ,,
92212240,FLUVOXAMINE MAL 50MG TAB,28314537320,250, $10.00 ,,
92212241,CEFAZOLIN 1GM INJ,28314537320,250, $25.00 ,,
92212242,LEVOTHYROXINE NA 200MCG TAB,28314537320,250, $8.00 ,,
92212243,DIPHENHYDRAMINE HCL 50MG/ML IN,28314537320,250, $25.00 ,,
92212244,DILTIAZEM HCL 180MG C24,28314537320,250, $8.00 ,,
92212245,TRIAMCINOLONE 0.5% OIN,28314537320,250, $42.50 ,,
92212246,BELLADONNA/PHENOBARB TAB,28314537320,250, $8.00 ,,
92212247,RISPERIDONE 3MG TAB,28314537320,250, $37.50 ,,
92212248,PHENAZOPYRIDINE 100MG TAB,28314537320,250, $8.00 ,,
92212249,CORTROSYN 0.25MG INJ,28314537320,250, $536.00 ,,
92212250,HYDROCODONE APAP 10-325MG TAB,28314537320,250, $8.00 ,,
92212251,CR CU MN ZN TRACE ELEMENT INJ,28314537320,250, $46.40 ,,
92212252,POTASSIUM CL 10MEQ CER,28314537320,250, $8.00 ,,
92212253,MEPERIDINE 100MG TAB,28314537320,250, $22.00 ,,
92212254,LORAZEPAM 0.5MG TAB,28314537320,250, $8.00 ,,
92212255,EUCERIN CRE,28314537320,250, $36.00 ,,
92212256,HYDROCODONE APAP 2.5-500MG TAB,28314537320,250, $8.00 ,,
92212257,MICONAZOLE NITRATE 2% CRE,28314537320,250, $30.50 ,,
92212258,ONDANSETRON HCL 4MG TAB,28314537320,250, $102.50 ,,
92212259,PREDNISOLONE 15MG/5ML SYR,28314537320,250, $10.00 ,,
92212260,DIPYRIDAMOLE 75MG TAB,28314537320,250, $8.00 ,,
92212261,DILTIAZEM HCL 120MG C24,28314537320,250, $8.00 ,,
92212262,QUETIAPINE FUMARATE 100MG TAB,28314537320,250, $20.50 ,,
92212263,ESTRADIOL 0.1MG/DAY TDM,28314537320,250, $97.50 ,,
92212264,ASCORBIC ACID 500MG TAB,28314537320,250, $8.00 ,,
92212265,LISINOPRIL 20MG TAB,28314537320,250, $8.00 ,,
92212266,TESTOSTERONE 5MG/24HR TDM,28314537320,250, $47.00 ,,
92212267,CARBOXYMETHYLCELLULOSE NA SYR,28314537320,250, $8.00 ,,
92212268,GLYBURIDE 2.5MG TAB,28314537320,250, $8.00 ,,
92212269,VASOPRESSIN 10U/0.5ML INJ,28314537320,250, $25.00 ,,
92212270,FENTANYL 50MCG/ML INJ,28314537320,250, $52.00 ,,
92212271,ALLOPURINOL 300MG TAB,28314537320,250, $8.00 ,,
92212272,METHADONE HCL 40MG TAB,28314537320,250, $8.00 ,,
92212273,LEVOTHYROXINE NA 100MCG TAB,28314537320,250, $8.00 ,,
92212274,AMOXICILLIN 250MG/5ML SUS,28314537320,250, $21.20 ,,
92212275,CLONAZEPAM 2MG TAB,28314537320,250, $8.00 ,,
92212276,LEVOTHYROXINE NA 150MCG TAB,28314537320,250, $8.00 ,,
92212277,BICALUTAMIDE 50MG TAB,28314537320,250, $84.50 ,,
92212278,FERROUS SULF 220MG/5ML ELI,28314537320,250, $8.00 ,,
92212279,WARFARIN NA 3MG TAB,28314537320,250, $8.00 ,,
92212280,BUPROPION HCL 75MG TAB,28314537320,250, $8.00 ,,
92212281,TRIAMCINOLONE 100MCG ARO,28314537320,250, $618.80 ,,
92212282,CHLORHEXIDINE GLUC 4% LIQ,28314537320,250, $48.50 ,,
92212283,HYDROCODONE APAP 10-660MG TAB,28314537320,250, $8.70 ,,
92212284,VITAMIN B COMPLEX SGL,28314537320,250, $8.00 ,,
92212285,OXAPROZIN 600MG TAB,28314537320,250, $27.50 ,,
92212286,NIACIN 500MG CER,28314537320,250, $8.00 ,,
92212287,PROPOXYPHEN APAP 100-650MG TAB,28314537320,250, $8.00 ,,
92212288,DEXAMETHASONE NA PH 4MG/ML INJ,28314537320,250, $67.20 ,,
92212289,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $25.00 ,,
92212290,DESIPRAMINE HCL 50MG TAB,28314537320,250, $17.50 ,,
92212291,PILOCARPINE HCL 0.5% EYE SOL,28314537320,250, $28.00 ,,
92212292,DILTIAZEM HCL 30MG TAB,28314537320,250, $8.00 ,,
92212293,BARIUM SULF 2.1% SUS,28314537320,250, $19.00 ,,
92212294,METFORMIN HCL 500MG TAB,28314537320,250, $8.00 ,,
92212295,ATORVASTATIN CALCIUM 20MG TAB,28314537320,250, $30.00 ,,
92212296,SOTALOL HCL 80MG TAB,28314537320,250, $8.00 ,,
92212297,ENALAPRIL MALEATE 20MG TAB,28314537320,250, $11.50 ,,
92212298,METHYLDOPA 500MG TAB,28314537320,250, $8.00 ,,
92212299,DIPHENHYDRAMINE HCL 50MG CAP,28314537320,250, $8.00 ,,
92212300,VANCOMYCIN HCL 1GM INJ,28314537320,250, $65.50 ,,
92212301,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $25.00 ,,
92212302,AMIKACIN SULF 250MG/ML INJ,28314537320,250, $52.50 ,,
92212303,THIOTHIXENE 2MG CAP,28314537320,250, $8.00 ,,
92212304,MAGNESIUM CL 64MG ECT,28314537320,250, $8.00 ,,
92212305,DOXYCYCLINE HYCLATE 100MG CAP,28314537320,250, $8.00 ,,
92212306,TIAGAINE HCL 4MG TAB,28314537320,250, $20.50 ,,
92212307,PRAVASTATIN NA 10MG TAB,28314537320,250, $13.50 ,,
92212308,DIPYRIDAMOLE 25MG TAB,28314537320,250, $8.00 ,,
92212309,VERAPAMIL HCL 240MG TER,28314537320,250, $8.00 ,,
92212310,MEGESTROL ACET 40MG TAB,28314537320,250, $8.00 ,,
92212311,LANSOPRAZOLE 30MG ECC,28314537320,250, $25.00 ,,
92212312,HAEMOPHILUS B VACC 10MCG INJ,28314537320,250, $75.50 ,,
92212313,AZELASTINE HCL 0.05% SOL,28314537320,250, $618.00 ,,
92212314,PAROXETINE HCL 20MG TAB,28314537320,250, $17.00 ,,
92212315,NAPROXEN 500MG ECT,28314537320,250, $8.00 ,,
92212316,THIAMINE 100MG TAB,28314537320,250, $8.00 ,,
92212317,PRAVASTATIN NA 20MG TAB,28314537320,250, $13.10 ,,
92212318,DOCUSATE NA 100MG SGL,28314537320,250, $8.00 ,,
92212319,OXAZEPAM 10MG CAP,28314537320,250, $8.00 ,,
92212320,ACYCLOVIR 800MG TAB,28314537320,250, $17.50 ,,
92212321,DOBUTAMINE HCL 1GM/D5W 250ML I,28314537320,250, $114.00 ,,
92212322,INDAPAMIDE 1.25MG TAB,28314537320,250, $8.00 ,,
92212323,PROMETHAZINE HCL 12.5MG SUP,28314537320,250, $74.50 ,,
92212324,LOXAPINE SUCCINATE 10MG CAP,28314537320,250, $8.00 ,,
92212325,SUCRALFATE 1GM TAB,28314537320,250, $8.00 ,,
92212326,FENTANYL 50MCG/ML INJ,28314537320,250, $25.00 ,,
92212327,CEFAZOLIN 10GM INJ,28314537320,250, $43.00 ,,
92212328,PROCHLORPERAZINE MAL 10MG TAB,28314537320,250, $8.00 ,,
92212329,NITROGLYCERIN 0.4MG TAB,28314537320,250, $109.50 ,,
92212330,ESTRADIOL CYPIONATE 5MG/ML OIL,28314537320,250, $422.00 ,,
92212331,LEVOBUNOLOL 0.25% SOL,28314537320,250, $63.30 ,,
92212332,TRIFLUOPERAZINE HCL 1MG TAB,28314537320,250, $8.00 ,,
92212333,CHLOROQUINE PH 500MG TAB,28314537320,250, $23.50 ,,
92212334,HEPATITIS B IMMUNE G 312U/ML I,28314537320,250, $576.00 ,,
92212335,CALCIUM CARB 500MG TAB,28314537320,250, $8.00 ,,
92212336,DIAZEPAM 5MG TAB,28314537320,250, $26.50 ,,
92212337,NIACIN 250MG TER,28314537320,250, $8.00 ,,
92212338,CLOBETASOL PROP 0.05% EMO,28314537320,250, $131.50 ,,
92212339,DOXYCYCLINE CALCIUM 50MG/5ML S,28314537320,250, $12.90 ,,
92212340,QUETIAPINE FUMARATE 100MG TAB,28314537320,250, $29.00 ,,
92212341,FUROSEMIDE 20MG TAB,28314537320,250, $8.00 ,,
92212342,OMEPRAZOLE 20MG ECC,28314537320,250, $17.50 ,,
92212343,ACETAMINOPHEN 650MG SUP,28314537320,250, $8.00 ,,
92212344,CHLORPROMAZINE HCL 200MG TAB,28314537320,250, $111.50 ,,
92212345,DESIPRAMINE HCL 100MG TAB,28314537320,250, $14.60 ,,
92212346,CLINDAMYCIN PHOS 150MG/ML INJ,28314537320,250, $25.00 ,,
92212347,MILRINONE D5W 0.2MG/ML INJ,28314537320,250, $103.50 ,,
92212348,ATROPINE SULF 0.1MG/ML INJ,28314537320,250, $26.00 ,,
92212349,DILTIAZEM HCL 30MG TAB,28314537320,250, $8.00 ,,
92212350,SODIUM CL 0.9% IVS,28314537320,258, $25.00 ,,
92212351,PROMETHAZINE HCL 12.5MG TAB,28314537320,250, $8.00 ,,
92212352,DOLASETRON MESYLATE 100MG TAB,28314537320,250, $317.70 ,,
92212353,HYDROXYZINE HCL 50MG TAB,28314537320,250, $8.00 ,,
92212354,SALSALATE 750MG TAB,28314537320,250, $8.00 ,,
92212355,METHOTREXATE 2.5MG TAB,28314537320,250, $17.00 ,,
92212356,ASCORBIC ACID 500MG TAB,28314537320,250, $8.00 ,,
92212357,BUPIVACAINE HCL 0.75% INJ,28314537320,250, $25.00 ,,
92212358,PENTAMIDINE ISETHIONATE 300 IN,28314537320,250, $379.20 ,,
92212359,DOBUTAMINE HCL D5W 500-250ML I,28314537320,250, $176.00 ,,
92212360,MECLIZINE HCL 25MG TAB,28314537320,250, $8.00 ,,
92212361,LOXAPINE SUCCINATE 50MG CAP,28314537320,250, $11.00 ,,
92212362,RESERPINE 0.25MG TAB,28314537320,250, $8.00 ,,
92212363,FINASTERIDE 5MG TAB,28314537320,250, $19.50 ,,
92212364,TRETINOIN 0.05% CRE,28314537320,250, $201.10 ,,
92212365,LEVOTHYROXINE NA 125MCG TAB,28314537320,250, $8.00 ,,
92212366,WARFARIN NA 2.5MG TAB,28314537320,250, $8.00 ,,
92212367,FERROUS SULF 75MG/0.6ML LIQ,28314537320,250, $8.00 ,,
92212368,ROPINIROLE HCL 5MG TAB,28314537320,250, $25.00 ,,
92212369,HYDROCORTISONE ACET 0.5% CRE,28314537320,250, $12.50 ,,
92212370,CHLORDIAZEPOXIDE HCL 5MG CAP,28314537320,250, $8.00 ,,
92212371,DIPYRIDAMOLE 50MG TAB,28314537320,250, $8.00 ,,
92212372,CALCIUM CARB 500MG CTB,28314537320,250, $8.00 ,,
92212373,VERAPAMIL HCL 120MG TER,28314537320,250, $8.00 ,,
92212374,CAPTOPRIL 12.5MG TAB,28314537320,250, $8.00 ,,
92212375,TIMOLOL MALEATE 0.5% SOL,28314537320,250, $339.50 ,,
92212376,LANSOPRAZOLE 15MG ECC,28314537320,250, $25.00 ,,
92212377,IRON POLYSACCH 150MG CAP,28314537320,250, $8.00 ,,
92212378,CEFUROXIME AXETIL 250MG/5ML SU,28314537320,250, $267.80 ,,
92212379,ERYTHROMYCIN 5MG/GM OIN,28314537320,250, $8.00 ,,
92212380,CLINDAMYCIN PHOS 600MG/D5W INJ,28314537320,250, $86.00 ,,
92212381,RALOXIFENE HCL 60MG TAB,28314537320,250, $32.00 ,,
92212382,ALOE VERA/GLYCERIN GEL,28314537320,250, $13.00 ,,
92212383,METHYLDOPA 250MG TAB,28314537320,250, $8.00 ,,
92212384,HYDROCORTISONE 2.5% CRE,28314537320,250, $436.00 ,,
92212385,DOXYCYCLINE HYCLATE 100MG TAB,28314537320,250, $8.00 ,,
92212386,PRAVASTATIN NA 20MG TAB,28314537320,250, $11.00 ,,
92212387,COCAINE 4% SOL,28314537320,250, $248.90 ,,
92212388,ACETAMINOPHEN 325MG SUP,28314537320,250, $8.00 ,,
92212389,TIMOLOL MALEATE 0.5% GFS,28314537320,250, $811.00 ,,
92212390,PENTAZOCINE LACTATE 30MG/ML IN,28314537320,250, $90.30 ,,
92212391,CALCIPOTRIENE 0.005% SOL,28314537320,250," $1,015.10 ",,
92212392,HCTZ 50MG TAB,28314537320,250, $8.00 ,,
92212393,OXACILLIN NA 10GM INJ,28314537320,250, $583.00 ,,
92212394,METHAZOLAMIDE 25MG TAB,28314537320,250, $16.00 ,,
92212395,ASPIRIN 325MG ECT,28314537320,250, $8.00 ,,
92212396,GUAIFENESIN 600MG TER,28314537320,250, $8.00 ,,
92212397,IRON POLYSACCH 150MG CAP,28314537320,250, $8.00 ,,
92212398,CARBAMAZEPINE 400MG TER,28314537320,250, $24.50 ,,
92212399,TRIAMCINOLONE 0.05% OIN,28314537320,250, $130.50 ,,
92212400,METOCLOPRAMIDE 5MG/ML INJ,28314537320,250, $25.00 ,,
92212401,ATROPINE SULF 1MG/ML INJ,28314537320,250, $28.50 ,,
92212402,MAGNESIUM SULF 50% INJ,28314537320,250, $47.50 ,,
92212403,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $29.00 ,,
92212404,ROPINIROLE HCL 2MG TAB,28314537320,250, $17.00 ,,
92212405,DOXYCYCLINE HYCLATE 100MG TAB,28314537320,250, $8.00 ,,
92212406,ASCORBIC ACID 500MG TAB,28314537320,250, $8.00 ,,
92212407,"POLYMYXIN B SULF 500,000U INJ",28314537320,250, $56.50 ,,
92212408,DIAZEPAM 5MG TAB,28314537320,250, $8.00 ,,
92212409,OXACILLIN NA 1GM/50ML INJ,28314537320,250, $73.00 ,,
92212410,TOBRAMYCIN 1.2GM INJ,28314537320,250, $882.00 ,,
92212411,HYDROCODONE IBU 7.5-200MG TAB,28314537320,250, $8.00 ,,
92212412,BUPROPION HCL 100MG TAB,28314537320,250, $8.00 ,,
92212413,MORPHINE  25MG/ML INJ,28314537320,250, $55.50 ,,
92212414,PENTOSAN POLYSULFATE NA 100 CA,28314537320,250, $42.00 ,,
92212415,FLUCONAZOLE 40MG/ML SUS,28314537320,250," $2,572.00 ",,
92212416,SODIUM CL 0.9% IVS,28314537320,258, $25.00 ,,
92212417,GABAPENTIN 100MG CAP,28314537320,250, $8.00 ,,
92212418,CASTOR/PERU BALSAM/TRYPSIN SPR,28314537320,250, $77.00 ,,
92212419,BUPROPION HCL 100MG TER,28314537320,250, $8.00 ,,
92212420,CA CL/KCL/NA CL SOL,28314537320,250, $138.50 ,,
92212421,SALSALATE 500MG TAB,28314537320,250, $8.00 ,,
92212422,MUPIROCIN 2% CRE,28314537320,250, $530.00 ,,
92212423,VARICELLA VIRUS 1350PFU PDS,28314537320,250, $456.50 ,,
92212424,NEOMYIN SULF/POLYMYX B/HC CRE,28314537320,250, $535.00 ,,
92212425,CLINDAMYCIN PHOS 1% GEL,28314537320,250, $627.50 ,,
92212426,BUPROPION HCL 150MG TER,28314537320,250, $21.00 ,,
92212427,CETIRIZINE HCL 1MG/ML SYR,28314537320,250, $8.00 ,,
92212428,MORPHINE 15MG/ML INJ,28314537320,250, $25.00 ,,
92212429,DIAZEPAM 2MG TAB,28314537320,250, $8.00 ,,
92212430,PREDNISONE 20MG TAB,28314537320,250, $8.00 ,,
92212431,NEFAZODONE HCL 200MG TAB,28314537320,250, $21.00 ,,
92212432,SEVOFLURANE LIQ,28314537320,250, $947.50 ,,
92212433,CLEMASTINE FUMARATE 1.34MG TAB,28314537320,250, $8.00 ,,
92212434,ZINC SULF 220MG CAP,28314537320,250, $8.00 ,,
92212435,MEPERIDINE 50MG/ML INJ,28314537320,250, $25.00 ,,
92212436,DEXAMETHASONE 0.5MG/5ML ELI,28314537320,250, $8.00 ,,
92212437,VARICELLA VIRUS 1350PFU PDS,28314537320,250, $414.50 ,,
92212438,IRBESARTAN 75MG TAB,28314537320,250, $12.50 ,,
92212439,PRAMOXINE HCL HC 1%-1% CRE,28314537320,250, $717.50 ,,
92212440,VALACYCLOVIR HCL 500MG TAB,28314537320,250, $54.00 ,,
92212441,HOMATROP HYDROCODONE BIT TAB,28314537320,250, $8.00 ,,
92212442,METHOCARBAMOL 500MG TAB,28314537320,250, $8.00 ,,
92212443,METHOTREXATE 2.5MG TAB,28314537320,250, $15.00 ,,
92212444,WATER STERILE SOL,28314537320,250, $81.00 ,,
92212445,POTASSIUM IODIDE 1GM/ML SOL,28314537320,250, $95.00 ,,
92212446,LEVOTHYROXINE NA 100MCG TAB,28314537320,250, $8.00 ,,
92212447,LABETALOL HCL 300MG TAB,28314537320,250, $8.00 ,,
92212448,DEXTROSE 40% IVS,28314537320,258, $25.00 ,,
92212449,KETOCONAZOLE 200MG TAB,28314537320,250, $13.50 ,,
92212450,FILGRASTIM 300MCG/ML INJ,28314537320,250," $1,542.00 ",,
92212451,CONJUGATED ESTROGENS 0.3MG TAB,28314537320,250, $26.00 ,,
92212452,VERAPAMIL HCL 120MG TER,28314537320,250, $9.50 ,,
92212453,METHAZOLAMIDE 50MG TAB,28314537320,250, $8.00 ,,
92212454,ALUM AMMONIUM POW,28314537320,250, $80.50 ,,
92212455,HYDROCODONE APAP 5-500MG TAB,28314537320,250, $8.50 ,,
92212456,BUSPIRONE HCL 5MG TAB,28314537320,250, $8.00 ,,
92212457,LAMOTRIGINE 200MG TAB,28314537320,250, $46.50 ,,
92212458,DIAZEPAM 2MG TAB,28314537320,250, $8.00 ,,
92212459,CLINDAMYCIN PHOS 1% PAD,28314537320,250, $185.60 ,,
92212460,HYDROCODONE APAP 10-650MG TAB,28314537320,250, $8.00 ,,
92212461,DESOXIMETASONE 0.25% OIN,28314537320,250," $1,227.20 ",,
92212462,ROPIVACAINE HCL 10MG/ML INJ,28314537320,250, $114.50 ,,
92212463,CLOZAPINE 100MG TAB,28314537320,250, $13.50 ,,
92212464,ACETAMINOPHEN 325MG TAB,28314537320,250, $8.00 ,,
92212465,ATENOLOL 25MG TAB,28314537320,250, $8.00 ,,
92212466,SODIUM CL 4MEQ/ML INJ,28314537320,250, $25.00 ,,
92212467,MEPERIDINE 50MG/ML INJ,28314537320,250, $25.00 ,,
92212468,BETAMETHASONE DP 0.05% CRE,28314537320,250, $962.50 ,,
92212469,LABETALOL HCL 5MG/ML INJ,28314537320,250, $31.00 ,,
92212470,FLUPHENAZINE HCL 1MG TAB,28314537320,250, $8.00 ,,
92212471,CAMPHOR MENTHOL 0.5%-0.5% LOT,28314537320,250, $20.50 ,,
92212472,SODIUM CL 0.9% IVS,28314537320,258, $25.00 ,,
92212473,HALOPERIDOL 1MG TAB,28314537320,250, $8.00 ,,
92212474,VENLAFAXINE HCL 75MG TAB,28314537320,250, $9.00 ,,
92212475,DOXYCYCLINE 25MG/5ML SUS,28314537320,250, $16.00 ,,
92212476,FOLIC ACID 0.8MG TAB,28314537320,250, $8.00 ,,
92212477,METHOCARBAMOL 750MG TAB,28314537320,250, $8.00 ,,
92212478,PHENDIMETRAZINE 35MG TAB,28314537320,250, $8.00 ,,
92212479,CHLORPHENIRAMINE MALEATE 4MG T,28314537320,250, $8.00 ,,
92212480,PRAMOXINE HCL HC 1%-2.5% LOT,28314537320,250, $363.80 ,,
92212481,CARBAMAZEPINE 300MG CER,28314537320,250, $9.00 ,,
92212482,VENLAFAXINE HCL 50MG TAB,28314537320,250, $10.20 ,,
92212483,COAL TAR 0.5% SHA,28314537320,250, $38.50 ,,
92212484,"NYSTATIN 500,000U TAB",28314537320,250, $8.00 ,,
92212485,ETODOLAC 400MG TER,28314537320,250, $8.00 ,,
92212486,DIPYRIDAMOLE 25MG TAB,28314537320,250, $8.00 ,,
92212487,NITROGLYCERIN 6.5MG CER,28314537320,250, $8.00 ,,
92212488,MORPHINE  15MG TER,28314537320,250, $8.00 ,,
92212489,DESONIDE 0.05% OIN,28314537320,250," $1,009.50 ",,
92212490,SODIUM CL 1.07GM TAB,28314537320,250, $8.00 ,,
92212491,FILGRASTIM 300MCG/0.5ML INJ,28314537320,250," $1,634.50 ",,
92212492,CARBIDOPA/LEVO 25/100 TAB,28314537320,250, $8.00 ,,
92212493,DOBUTAMINE HCL 12.5MG/ML INJ,28314537320,250, $25.50 ,,
92212494,BUPIVACAINE HCL 0.25% INJ,28314537320,250, $25.00 ,,
92212495,TIZANIDINE HCL 4MG TAB,28314537320,250, $8.00 ,,
92212496,MEPERIDINE 50MG/ML INJ,28314537320,250, $31.00 ,,
92212497,SODIUM FLORIDE 1.1% CRE,28314537320,250, $41.80 ,,
92212498,CLONAZEPAM 2MG TAB,28314537320,250, $8.00 ,,
92212499,CLOBETASOL PROP 0.05% SOL,28314537320,250, $433.50 ,,
92212500,LAMOTRIGINE 150MG TAB,28314537320,250, $54.00 ,,
92212501,APRACLONIDINE 0.5% EYE SOL,28314537320,250, $749.20 ,,
92212502,"ERGOCALCIFEROL 8,000U/ML LIQ",28314537320,250, $14.50 ,,
92212503,BUTALB CAFF APAP 50-40-500 CAP,28314537320,250, $8.00 ,,
92212504,ETHANOL 98% INJ,28314537320,250, $177.60 ,,
92212505,CEFPROZIL 250MG/5ML SUS,28314537320,250, $303.30 ,,
92212506,CLOZAPINE 100MG TAB,28314537320,250, $36.00 ,,
92212507,WARFARIN NA 4MG TAB,28314537320,250, $11.00 ,,
92212508,NABUMETONE 500MG TAB,28314537320,250, $8.00 ,,
92212509,HEPATITIS B VACC 5MCG/0.5ML IN,28314537320,250, $117.00 ,,
92212510,FOLIC ACID 1MG TAB,28314537320,250, $8.00 ,,
92212511,VENLAFAXINE HCL 37.5MG TAB,28314537320,250, $10.50 ,,
92212512,NYSTATIN/TRIAMCINOLONE OIN,28314537320,250, $954.50 ,,
92212513,ZOLPIDEM TARTRATE 5MG TAB,28314537320,250, $8.00 ,,
92212514,MICONAZOLE NITRATE 2% TIN,28314537320,250, $87.00 ,,
92212515,DESMOPRESSIN ACET 4MCG/ML INJ,28314537320,250, $29.50 ,,
92212516,CARTEOLOL HCL 1% EYE SOL,28314537320,250, $155.50 ,,
92212517,DOXYCYCLINE HYCLATE 100MG CAP,28314537320,250, $8.00 ,,
92212518,MORPHINE  20MG/ML SOL,28314537320,250, $8.00 ,,
92212519,HALOPERIDOL 5MG TAB,28314537320,250, $8.00 ,,
92212520,SUCRALFATE 1GM TAB,28314537320,250, $8.00 ,,
92212521,CLARITHROMYCIN 125MG/5ML PDR,28314537320,250, $217.50 ,,
92212522,FUROSEMIDE 40MG TAB,28314537320,250, $8.00 ,,
92212523,CALCIUM ACETATE 667MG CAP,28314537320,250, $8.00 ,,
92212524,GADOTERIDOL 279.3MG/ML INJ,28314537320,250, $460.60 ,,
92212525,MORPHINE  25MG/ML INJ,28314537320,250, $55.50 ,,
92212526,LOVASTATIN 20MG TAB,28314537320,250, $9.50 ,,
92212527,HYDROXYZINE HCL 25MG/ML INJ,28314537320,250, $101.50 ,,
92212528,MULTIVITAMIN TAB,28314537320,250, $8.00 ,,
92212529,ATENOLOL 50MG TAB,28314537320,250, $8.00 ,,
92212530,GUAIFENESIN 600MG TER,28314537320,250, $8.00 ,,
92212531,METOCLOPRAMIDE 5MG/ML INJ,28314537320,250, $25.00 ,,
92212532,DICLOFENAC NA MISOPRO 50-0.2 E,28314537320,250, $11.40 ,,
92212533,SODIUM CL 0.45% IVS,28314537320,258, $25.00 ,,
92212534,HALOBETASOL PROP 0.05% OIN,28314537320,250, $112.60 ,,
92212535,DESMOPRESSIN ACET 4MCG/ML INJ,28314537320,250, $333.00 ,,
92212536,CLONAZEPAM 1MG TAB,28314537320,250, $8.00 ,,
92212537,LABETALOL HCL 5MG/ML INJ,28314537320,250, $25.00 ,,
92212538,TUBERCULIN 5TU/0.1ML INJ,28314537320,250, $25.00 ,,
92212539,FLECAINIDE ACETATE 150MG TAB,28314537320,250, $20.50 ,,
92212540,DIVALPROEX NA 500MG TER,28314537320,250, $23.50 ,,
92212541,METOPROLOL TART 100MG TAB,28314537320,250, $8.00 ,,
92212542,AMYLASE/LIPASE/PROTEASE ECC,28314537320,250, $11.80 ,,
92212543,CONJUCATED ESTROGENS 0.9MG TAB,28314537320,250, $26.00 ,,
92212544,HCTZ 50MG TAB,28314537320,250, $8.00 ,,
92212545,AZTREONAM 1GM INJ,28314537320,250, $171.50 ,,
92212546,LOSARTAN POTASSIUM 50MG TAB,28314537320,250, $10.50 ,,
92212547,BENZOYL ERYTHROMYCIN 5%-3% GEL,28314537320,250, $274.40 ,,
92212548,DACLIZUMAB 5MG/ML INJ,28314537320,250," $2,383.40 ",,
92212549,PHENYLEPHRINE HCL 10MG/ML INJ,28314537320,250, $82.00 ,,
92212550,LABETALOL HCL 300MG TAB,28314537320,250, $8.00 ,,
92212551,GEMFIBROZIL 600MG TAB,28314537320,250, $8.00 ,,
