EAP,Billing Desc,Rev Code,Current Inpatient Price ,Current Outpatient Price 
55000017,ED CRIT CARE ADD 30 MIN,450," 2,070.00 "," 2,070.00 "
55000023,IPECAC/CHARCOAL ADMINISTRATION,940, 257.00 , 257.00 
55000029,ED CATH SPECIMEN COLL SGL PT,300, 137.00 , 137.00 
55000030,ED COLL BLD PICC/CNTRL LN,450, 169.00 , 169.00 
55000031,ED COLL BLD IMP VEN ACCS DEV,450, 255.00 , 255.00 
55000032,ED CC 1ST 30-74 MN W/PROC,450," 6,265.00 "," 6,265.00 "
55000033,ED LEVEL 1 W/PROC,450, 418.00 , 418.00 
55000034,ED LEVEL 2 W/PROC,450," 1,013.00 "," 1,013.00 "
55000035,ED LEVEL 3 W/PROC,450," 1,925.00 "," 1,925.00 "
55000036,ED LEVEL 4 W/PROC,450," 3,301.00 "," 3,301.00 "
55000037,ED LEVEL 5 W/PROC,450," 5,370.00 "," 5,370.00 "
55000054,OCC BLD 1-3 SPC NO NPLSM,301, 66.00 , 66.00 
55000055,CPR,450," 1,166.00 "," 1,166.00 "
55000056,TEMP TRANSCUTANEOUS PACING,450, 924.00 , 924.00 
55000057,CARDIOVERSION ELECTRIC EXTERNAL,450," 2,079.00 "," 2,079.00 "
55000060,SART EXAM,450, 527.00 , 527.00 
55000066,SLIT LAMP PROCEDURE,450, 192.00 , 192.00 
55000068,ARTERIAL PUNCTURE,450, 207.00 , 207.00 
55000069,VENIPUNCTURE AGE 3 YRS/>,450, 75.00 , 75.00 
55000070,NT CATHETER SX/ASPIRATION,450, 279.00 , 279.00 
55000076,APPLICATON ON-BODY INJECTOR,260, 202.00 , 202.00 
64000000,OT EO W/JNT PREFAB G,274," 2,987.68 "," 2,987.68 "
64000030,OT KO EL W/CDYL PADS JT E,274," 1,230.24 "," 1,230.24 "
64000041,OT AFO PLS W/ANK JT L,274," 7,038.30 "," 7,038.30 "
64000045,SO FIG 8 ABDC CNVS OTS C,274, 433.43 , 433.43 
64000052,OT WHFO RIGID NO JNTS CUSTOM F/A INHOUSE,274, 644.00 , 644.00 
64000066,OT WHO JNTS BND BKL CUSTOM F/A INHOUSE,274, 908.00 , 908.00 
64000067,OT WHF DYN HNG W/F CBL CUSTOM F/A INHOUSE,274," 1,535.00 "," 1,535.00 "
64000068,OT WHO NO JOINTS CUSTOM F/A INHOUSE,274, 497.00 , 497.00 
64000094,OT HFO NO JNTS STRAPS PREFAB FIT/ADJ C,274, 433.43 , 433.43 
64000096,OT UPPER EXT FRACTURE HUMERAL PF FIT/ADJ C,274, 433.43 , 433.43 
64000100,OT WALKING BOOT PNEUM AND/OR VAC PF FIT/ADJ B,274, 141.32 , 141.32 
64000105,OT AFO PLASTIC/OTHER CUSTOM INHOUSE,274, 624.00 , 624.00 
64000107,OT CERV COLLAR 2PC SRGD A,274, 13.00 , 13.00 
64000116,OT ADD UPPR EXT SOCK FX C,274, 433.43 , 433.43 
64000129,OT CRV COL OM BAR THOR H,274," 4,745.12 "," 4,745.12 "
64000155,OT VARUS/VALGAS STRAP E,274," 1,230.24 "," 1,230.24 "
64000163,OT EO WO JNTS STRAP CUSTOM F/A INHOUSE,274, 264.00 , 264.00 
64000164,OT EWHO RIGID WO JNTS CUSTOM F/A INHOUSE,274," 1,173.00 "," 1,173.00 "
64000165,OT EWHFO JNTS BND BKLS CUSTOM F/A INHOUSE,274," 1,243.00 "," 1,243.00 "
64000167,OT HFO WO JOINTS CUSTOM F/A INHOUSE,274, 248.00 , 248.00 
64000168,OT HO WO JOINTS CUSTOM F/A INHOUSE,274, 248.00 , 248.00 
64000169,OT HFO JNTS BNDS BKLS CUSTOM F/A INHOUSE,274, 293.00 , 293.00 
64000200,PART FT MOLD SOC W/TOE F B,274, 141.32 , 141.32 
64000210,OT WALKING BOOT PNEUM AND/OR VAC PF FIT/ADJ H,274," 4,745.12 "," 4,745.12 "
64000228,OT LO SAG STAYS/PANELS PRE-FAB C,274, 433.43 , 433.43 
64000238,PR BK POSTOP FIT EA ADDTL CAST CHANGE L,274," 7,038.30 "," 7,038.30 "
64000268,SO AIRPLANE W/WO JOINT CUSTOM F/A INHOUSE,274, 980.00 , 980.00 
64000269,KO WO JOINT RIGID CUSTOM INHOUSE,274, 854.00 , 854.00 
64000296,OT QUADRILATERAL BRIM J,274," 5,569.22 "," 5,569.22 "
64000309,OT FINGER W JOINT CUSTOM F/A INHOUSE,274, 196.00 , 196.00 
64000322,OT EWHO W/JNTS BND BKL CUSTOM F/A INHOUSE,274," 1,243.00 "," 1,243.00 "
64000323,OT EWHFO RGD WO JNT STRP CUSTOM F/A INHOUSE,274," 1,173.00 "," 1,173.00 "
64000325,OT SEWHO AIRPLANE WO JNTS CUSTOM F/A INHOUSE,274," 1,537.00 "," 1,537.00 "
64000326,OT SEWHO AIRPLANE W JNTS CUSTOM F/A INHOUSE,274," 1,816.00 "," 1,816.00 "
64000363,POSTOP AP NO-WGT BEAR DSG G,274," 2,987.68 "," 2,987.68 "
64000476,WHO WRIST EXT CNTRL NO MOLD PREFAB FIT/ADJ A,274, 13.00 , 13.00 
67000769,BRACHY SRC HDR IR192,278," 2,530.00 "," 2,530.00 "
67002170,OT WHFO JNTS BND SPRNG CUSTOM F/A INHOUSE,274, 416.00 , 416.00 
67002171,OT FINGER WO JNTS CUSTOM F/A INHOUSE,274, 196.00 , 196.00 
68000000,C14 FOR UREA TEST,343, 567.00 , 567.00 
68000005,INDIUM IN-111 LABELED AUTOLOGOUS WBC DX STUDY,343," 6,843.00 "," 6,843.00 "
68000009,RADIUM RA 223 DICHLORIDE TX XOFIGO PER UCI,344, 343.00 , 343.00 
68000010,TECHNETIUM TC 99M TILMANOCEPT DX 0.5 MCI,343," 1,259.00 "," 1,259.00 "
68000050,I-123 MIBG PER DOSE,343," 3,166.00 "," 3,166.00 "
68000300,TC-99M SESTAMIBI DIAGNOSTIC UP TO 40MC,343, 602.00 , 602.00 
68000350,TC-99M TETROFOSMIN DX PER STUDY DOSE,343, 359.00 , 359.00 
68000400,TC-99M MEDRONATE DIAGNOSTIC 1 TO 30 MC,343, 217.00 , 217.00 
68000450,INDIUM IN-111 PENTETREOTIDE DX STUDY UP TO 6 MCI,343," 4,939.00 "," 4,939.00 "
68000500,TL-201 THALLOUS CHLORIDE DIAGNOSTIC PER MCI,343, 235.00 , 235.00 
68000550,IN-111 PROSTASCINT DIAGNOSTIC UP TO 10,343," 2,946.00 "," 2,946.00 "
68000650,TC-99MM DISOFENIN DIAGNOSTIC UP TO 15M,343, 347.00 , 347.00 
68000700,TC-99M PERTECHNETATE DIAGNOSTIC PER MC,343, 177.00 , 177.00 
68000800,IODINE I-123 SODIUM IODIDE DX CAP PER 100 UCI,343, 276.00 , 276.00 
68000850,IODINE I-131 SODIUM IODIDE CAP(S) TX PER MCI,344, 137.00 , 137.00 
68000900,TC99M CERETEC DIAGNOSTIC UP TO 25MCI,343," 1,348.00 "," 1,348.00 "
68000950,IODINE I-131 SODIUM IODIDE CAP(S) DX PER MCI,343, 164.00 , 164.00 
68001000,I-131 SODIUM IODIDE SOLUTION DIAGNOSTIC PER MCI,343, 362.00 , 362.00 
68001050,IODINE I-131 SODIUM IODIDE SOLUTION TX PER MCI,344, 83.00 , 83.00 
68001150,TC-99M MEBROFENIN DIAGNOSTIC UP TO 15M,343, 303.00 , 303.00 
68001250,TC99M PENTETATE DIAGNOSTIC UP TO 25MCI,343, 297.00 , 297.00 
68001300,TC-99M MAA DIAGNOSTIC UP TO 10MCI,343, 273.00 , 273.00 
68001350,TC99M SULFUR COLLOID DIAGNOSTIC UP TO,343, 302.00 , 302.00 
68001400,IN-111 IBRITUMOMAB (ZEVALIN) DIAGNOSTI,343," 6,168.00 "," 6,168.00 "
68001450,Y-90 IBRITUMOMAB (ZEVALIN) THERAPEUTIC,344," 114,113.00 "," 103,739.00 "
68001650,IN-111 OXYQUINOLINE DX PER 0.5 MCI,343," 2,623.00 "," 2,623.00 "
68001700,IN-111 PENTETATE DIAGNOSTIC PER 0.5 MC,343," 2,304.00 "," 2,304.00 "
68001750,TC-99 GLUCEPTATE DIAGNOSTIC UP TO 25MC,343, 113.00 , 113.00 
68001850,F-18 FDG DIAGNOSTIC UP TO 45MCI,343, 890.00 , 890.00 
68002000,GA-67 GALLIUM DIAGNOSTIC PER MCI,343, 238.00 , 238.00 
68002100,XE-133 XENON GAS DIAGNOSTIC PER 10MCI,343, 310.00 , 310.00 
68002150,TC-99M LABELED RBC DIAGNOSTIC UP TO 30,343, 540.00 , 540.00 
68002200,TC99 OXIDRONATE DX 30MCI,343, 179.00 , 179.00 
68002250,TC-99 MERTIATIDE DIAGNOSTIC UP TO 15MC,343, 805.00 , 805.00 
68002300,P-32 SODIUM PHOSPHATE THERAPEUTIC PER,344, 925.00 , 925.00 
68002400,TC-99 FANOLESOMAB DIAGNOSTIC UP TO 25,343, 747.00 , 747.00 
68002500,SR-89 THERAPEUTIC PER MCI,344," 4,294.00 "," 4,294.00 "
68002555,RP I123 SOD IOD DX 1 MCI,343," 1,152.00 "," 1,152.00 "
72000021,PSYC DIAGNOSTIC EVALUATION,900, 210.00 , 210.00 
72000041,PHP FULL DAY,913," 2,039.00 "," 2,039.00 "
72000046,PSYC DIAGNOSTIC EVAL W/MED SERVICES,900, 503.00 , 503.00 
72000047,PSYCHOTHERAPY PT 30MIN,914, 320.00 , 320.00 
72000049,PSYCHOTHERAPY PT 45 MIN,914, 403.00 , 403.00 
72000051,PSYCHOTHERAPY PT 60MIN,914, 434.00 , 434.00 
72000083,BIOFEEDBACK TRAINING ANY MODALITY,917, 157.00 , 157.00 
72000085,PSYCHOLOGICAL TESTING PER HOUR,918, 378.00 , 378.00 
72000087,DEV SCREEN SCORE&DOCUMENT STANDARD INSTRMNT,918, 376.00 , 376.00 
72000088,DEVELOPMENTAL TESTING EXTENDED,918, 704.00 , 704.00 
72000089,PSYC NEUROBEHAVR EXAM/HR,918, 731.00 , 731.00 
72000090,NEUROPSYCHOLOGICAL TESTING PER HOUR,918, 663.00 , 663.00 
72000091,NEUROPSYCHOLOGICAL TESTING BY COMPUTER,918, 704.00 , 704.00 
72000092,HEALTH AND BEHAVIOR ASSESSMENT EACH 15 MIN INITIAL,918, 185.00 , 185.00 
72000093,HEALTH AND BEHAVIOR REASSESSMENT EACH 15 MIN,918, 198.00 , 198.00 
72000094,HEALTH AND BEHAVIOR INTERVENTION EACH 15 MIN INDIVIDUAL,914, 154.00 , 154.00 
72000095,HEALTH AND BEHAVIOR INTERVENTION EACH 15 MIN GROUP,915, 378.00 , 378.00 
72000096,HEALTH AND BEHAVIOR INTERVENTION EACH 15 MIN FAMILY WITH PATIENT,916, 378.00 , 378.00 
72000097,HEALTH AND BEHAVIOR INTERVENTION EACH 15 MIN FAMILY WITHOUT PATIENT,916, 104.00 , 104.00 
72000099,PSYCH ELECTROCONVULSIVE THERAPY,901," 1,569.00 "," 1,569.00 "
72000101,INTERAGENCY CONSULT,900, 704.00 , 704.00 
72000103,PSYCH CONSULTATION WITH FAMILY,900, 704.00 , 704.00 
72000107,PSYCH ACTIVITY THERAPY SESSION GREATER 45 MIN,904, 449.00 , 449.00 
72000108,TRAINING AND EDUCATIONAL SERVICES GREATER 45 MIN,942, 382.00 , 382.00 
72000109,PSYCH INTENSIVE OUTPATIENT THERAPY,905," 1,481.00 "," 1,481.00 "
72000137,GRP PSYCH PARTIAL HOSP 45-50,915, 385.00 , 385.00 
72000141,ALCOHOL BRTH,301, 241.00 , 241.00 
72000142,INT OP SVCS CHEM DEPNDNCY,906, 863.00 , 863.00 
72000145,PSYC TX GRP 90,915," 1,716.00 "," 1,716.00 "
72000161,PSYO NEUROBEHAVR EXAM/HR,918, 731.00 , 731.00 
72000163,PSYCH TESTS ADMIN BY COMP,918, 378.00 , 378.00 
72000164,PSYCH TESTS BY TECH/HR,918, 704.00 , 704.00 
72000166,NEUROPSYCH TST TECH/HR,918, 704.00 , 704.00 
72000170,TEAM CONF W/PAT BY HC PRO 30+ MINS,510, 214.00 , 214.00 
72000172,NUTRITION CLASS NON PHY,942, 110.00 , 110.00 
72000173,NUTRITION COUNSLNG DIETN,942, 119.00 , 119.00 
72000192,INDIV PSYCHOPHYS BIOFEED TRAIN W/PSYTX 30 MIN,900, 378.00 , 378.00 
72000193,OT PROC THER GP 150M TOTL,430, 541.00 , 541.00 
72000194,OT PROC THER GP 180M TOTL,430, 649.00 , 649.00 
72000202,FAMILY TX W PT 50 MIN,916, 513.00 , 513.00 
72000203,FAMILY TX WO PT 50 MIN,916, 378.00 , 378.00 
75000000,LABOR LEVEL 1 NORMAL PER HOUR INPATIENT,721, 737.00 , 737.00 
75000001,LABOR LEVEL 2 HIGH RISK PER HOUR INPATIENT,721, 919.00 , 919.00 
75000002,DELIVERY VAGINAL LEVEL 1 NORMAL,722," 5,126.00 "," 5,126.00 "
75000003,DELIVERY VAGINAL LEVEL 2 HIGH RISK,722," 5,225.00 "," 5,225.00 "
75000004,CST (CONTRAC STRESS TEST),920," 1,063.00 "," 1,063.00 "
75000005,CST MULTI GEST,920," 1,063.00 "," 1,063.00 "
75000006,OCT (OXYTOCIN CHLNG TEST),920," 1,077.00 "," 1,077.00 "
75000009,NST (FETAL NON-STRESS TEST),920, 741.00 , 500.00 
75000014,ABR SCREEN INIT IP,470, 487.00 , 487.00 
75000015,ABR SCREEN INIT OP,470, 487.00 , 487.00 
75000016,ABR RESCREEN,470, 487.00 , 487.00 
75000021,SURG LVL 1 MCAL 1ST HOUR L&D,360," 6,177.00 "," 6,177.00 "
75000022,SURG LVL 1 MCAL 1ST SUBSEQ 1/2HR L&D,360," 2,526.00 "," 2,526.00 "
75000023,SURG LVL 1 MCAL 2ND+ EA SUBSEQ 1/2HR L&D,360," 2,526.00 "," 2,526.00 "
75000024,SURG LVL 2 MCAL 1ST HOUR L&D,360," 7,476.00 "," 7,476.00 "
75000025,SURG LVL 2 MCAL 1ST SUBSEQ 1/2HR L&D,360," 3,120.00 "," 3,120.00 "
75000026,SURG LVL 2 MCAL 2ND+ EA SUBSEQ 1/2HR L&D,360," 3,120.00 "," 3,120.00 "
75000027,SURG LVL 3 MCAL 1ST HOUR L&D,360," 10,671.00 "," 10,671.00 "
75000028,SURG LVL 3 MCAL 1ST SUBSEQ 1/2HR L&D,360," 4,550.00 "," 4,550.00 "
75000029,CATH SPECIMIN COLL SGL PT,300, 137.00 , 137.00 
75000030,NON HOSPITAL DELIVERY/POST DELIVERY CARE,722," 3,224.00 "," 3,224.00 "
75000033,SURG LVL 3 MCAL 2ND+ EA SUBSEQ 1/2HR L&D,360," 4,550.00 "," 4,550.00 "
75000037,SURG LVL 1 ADDL 15 MIN L&D,360," 1,263.00 "," 1,263.00 "
75000038,SURG LVL 1 FIRST 30 MIN L&D,360," 3,651.00 "," 3,651.00 "
75000039,SURG LVL 2 ADDL 15 MIN L&D,360," 1,560.00 "," 1,560.00 "
75000040,SURG LVL 2 FIRST 30 MIN L&D,360," 4,356.00 "," 4,356.00 "
75000041,SURG LVL 3 ADDL 15 MIN L&D,360," 2,275.00 "," 2,275.00 "
75000042,SURG LVL 3 FIRST 30M L & D,360," 6,121.00 "," 6,121.00 "
75000043,SURG LVL 4 ADD 15M L & D,360," 2,437.00 "," 2,437.00 "
75000044,SURG LVL 4 FIRST 30M L & D,360," 7,673.00 "," 7,673.00 "
75000045,SURG LVL 4 MCAL 1ST HOUR L&D,360," 12,547.00 "," 12,547.00 "
75000046,SURG LVL 4 MCAL 1ST SUBSEQ 1/2HR L&D,360," 4,874.00 "," 4,874.00 "
75000047,SURG LVL 4 MCAL 2ND+ EA SUBSEQ 1/2HR L&D,360," 4,874.00 "," 4,874.00 "
75000054,CERCLAGE VAGINAL,361," 5,433.00 "," 5,433.00 "
81000010,SEVOFLURANE,250, 73.12 , 73.12 
81000011,DESFLURANE,250, 64.92 , 64.92 
81000012,ISOFLURANE,250, 12.15 , 12.15 
83000019,TS INJ HPV,636, 810.00 , 810.00 
83000031,TS INFLUENZA VIRUS VACC SPLIT PRSRV FREE 3 YRS/> IM,636, 138.00 , 138.00 
83000032,TS INJ INFLUENZA 3Y & OLDER IM,636, 98.87 , 98.87 
83000037,TS INJ PNMOCOCCL PLYSAC GT 2YR,636, 103.00 , 103.00 
83000039,TS VX PNEUMOCOCCAL 13 VAL IM,636, 378.07 , 378.07 
83000040,TS VX TDAP GT 7Y,636, 123.00 , 123.00 
87000136,RHC RMV FB AUD CANAL WO ANES,521, 416.00 , 416.00 
87000150,RHC EXC FACE-MM B9+MARG 0.5CM/<,521," 3,694.00 "," 3,694.00 "
87200030,DEBRIDEMENT SELECTIVE <=1ST 20 SQ/CM,510, 633.00 , 633.00 
87200031,DEBRIDEMENT SELECTIVE  EA ADDL 20 SQ/M,510, 453.00 , 453.00 
87200033,NEGATIVE WOUND PRESSURE TX W/DME<=50CM,510, 425.00 , 425.00 
87200035,MEDICAL NUTRITION THERAPY ASSESSMENT AND INTERVENT,942, 92.00 , 92.00 
87200036,MEDICAL NUTRITION THERAPY REASSESSMENT AND INTERVE,942, 86.00 , 86.00 
87200039,LEVEL 1 NEW PATIENT,510, 276.00 , 276.00 
87200041,LEVEL 2 NEW PATIENT,510, 321.00 , 321.00 
87200043,LEVEL 3 NEW PATIENT,510, 366.00 , 366.00 
87200046,LEVEL 4 NEW PATIENT,510, 609.00 , 609.00 
87200047,LEVEL 5 NEW PATIENT,510, 654.00 , 654.00 
87200049,LEVEL 1 ESTABLISHED PATIENT,510, 276.00 , 276.00 
87200051,LEVEL 2 ESTABLISHED PATIENT,510, 321.00 , 321.00 
87200053,LEVEL 3 ESTABLISHED PATIENT,510, 366.00 , 366.00 
87200055,LEVEL 4 ESTABLISHED PATIENT,510, 609.00 , 609.00 
87200057,LEVEL 5 ESTABLISHED PATIENT,510, 654.00 , 654.00 
87200071,DIABETES SELF MANAGEMENT TRAINING INDIVIDUAL EA 30 MIN,942, 173.00 , 173.00 
87200073,INITIAL IMMUNIZATION ADMINISTRATION,771, 145.00 , 145.00 
87200074,EACH ADDITIONAL IMMUNIZATION ADMINISTRATION,771, 82.00 , 82.00 
87200076,CONTINUOUS GLUCOSE MONITORING UP TO 72 HR,920," 1,007.00 "," 1,007.00 "
87200081,INFLUENZA VACCINE ADMINSTRATION,771, 116.00 , 116.00 
87200082,PNEUMOCOCCAL VACCINE ADMINISTRATION,771, 121.00 , 121.00 
87200083,HEPATITIS VACCINE ADMINISTRATION,771, 98.00 , 98.00 
87200084,DIABETES SELF MANAGEMENT TRAINING GROUP EA 30 MIN,942, 80.00 , 80.00 
87200142,SCREEN PURE TONE AIR,471, 108.00 , 108.00 
87200169,HEPATITIS B VACCINE ADMIN,771, 145.00 , 145.00 
87200172,DEMO USE HOME INR MON,510, 359.00 , 359.00 
87200173,IMMUNE ADMINISTRATION <=18 W/CS 1ST CP,771, 260.00 , 260.00 
87200188,TRANS CARE MGMT 14 DAY DISCH,510, 310.00 , 310.00 
87200189,TRANS CARE MGMT 7 DAY DISCH,510, 429.00 , 429.00 
87200190,AC PARACENTESIS RML AQUEOUS,510," 2,050.00 "," 2,050.00 "
87200195,THORACENTESIS WO IMAGING,510," 1,926.00 "," 1,926.00 "
87200216,LAC SMPL 2.6-7.5CM,510, 684.00 , 684.00 
87200218,"LAC SMPL/F,E,N 2.6-5.0CM",510, 676.00 , 676.00 
87200239,VENTRICULAR PUNCTURE THRU PREV HOLE WO INJ,510," 1,441.00 "," 1,441.00 "
87200265,LACTATION CLASS NP P/SESS,942, 99.00 , 99.00 
87200302,BX BREAST 1ST LESION STRTCTC,510," 4,761.00 "," 4,761.00 "
87200303,BX BREAST ADD LESION STRTCTC,510," 2,145.00 "," 2,145.00 "
87200304,BX BREAST 1ST LESION US IMAG,510," 3,718.00 "," 3,718.00 "
87200305,BX BREAST ADD LESION US IMAG,510," 2,043.00 "," 2,043.00 "
87200308,PERQ DEVICE BREAST 1ST IMAG,510," 2,144.00 "," 2,144.00 "
87200309,PERQ DEVICE BREAST EA IMAG,510," 2,599.00 "," 2,599.00 "
87200312,PERQ DEV BREAST 1ST US IMAG,510," 1,838.00 "," 1,838.00 "
87200313,PERQ DEV BREAST ADD US IMAG,510," 1,312.00 "," 1,312.00 "
87200318,CHEMODENERV MUSC NECK DYSTON,510, 821.00 , 821.00 
87200320,CHEMODENERV 1 EXTREMITY 1-4,510," 1,708.00 "," 1,708.00 "
87200321,CHEMODENERV 1 EXTREM 1-4 EA,510, 189.00 , 189.00 
87200322,CHEMODENERV 1 EXTREM 5/> MUS,510, 685.00 , 685.00 
87200323,CHEMODENERV 1 EXTREM 5/> EA,510, 247.00 , 247.00 
87200324,CHEMODENERV TRUNK MUSC 1-5,510," 1,588.00 "," 1,588.00 "
87200325,CHEMODENERV TRUNK MUSC 6/>,510, 693.00 , 693.00 
87200326,LOW FREQUENCY NON-THERMAL US,510, 493.00 , 493.00 
87200335,REFILL MAIN IMPLT PUMP/RSVR DELIVERY SPINE/BRAIN,510," 1,179.00 "," 1,179.00 "
87200341,LAP BAND ADJ/INJ/ASP,510," 4,176.00 "," 2,125.00 "
87200355,LACTATION VISIT LEVEL 1 NEW PT,510, 128.00 , 128.00 
87200356,LACTATION VISIT LEVEL 2 NEW PT,510, 179.00 , 179.00 
87200357,LACTATION VISIT LEVEL 3 NEW PT,510, 230.00 , 230.00 
87200358,LACTATION VISIT LEVEL 4 NEW PT,510, 281.00 , 281.00 
87200359,LACTATION VISIT LEVEL 5 NEW PT,510, 332.00 , 332.00 
87200360,LACTATION VISIT LEVEL 1 EST PT,510, 128.00 , 128.00 
87200361,LACTATION VISIT LEVEL 2 EST PT,510, 179.00 , 179.00 
87200362,LACTATION VISIT LEVEL 3 EST PT,510, 230.00 , 230.00 
87200363,LACTATION VISIT LEVEL 4 EST PT,510, 281.00 , 281.00 
87200364,LACTATION VISIT LEVEL 5 EST PT,510, 332.00 , 332.00 
87200392,ANOSCOPY DX HIGH RESOLUTION WITH BIOPSY,510," 1,888.00 "," 1,888.00 "
87200412,EXTERNAL VERSION,510," 1,579.00 "," 1,579.00 "
87200418,INJ PVB THORACIC SINGLE SITE,510," 1,757.00 "," 1,757.00 "
87200419,INJ PVB THORACIC 2ND+ SITE,510," 1,192.00 "," 1,192.00 "
87200420,PVB THORACIC CONT INFUSION,510," 1,502.00 "," 1,502.00 "
87200441,SUBCONJUNCTIVAL INJECTION LT,510," 2,055.00 "," 2,055.00 "
87200442,SUBCONJUNCTIVAL INJECTION RT,510," 2,055.00 "," 2,055.00 "
87200500,NUTRITION VISIT LEVEL 1 EST PT,510, 121.00 , 121.00 
87200501,NUTRITION VISIT LEVEL 2 EST PT,510, 243.00 , 243.00 
87200505,HARVEST AUTO STEM CELLS,510," 2,608.00 "," 2,608.00 "
87200506,TRNSPLT AUTOLOGOUS HEMATOPOIETIC CELLS PER DONOR,510," 6,292.00 "," 6,292.00 "
87200511,DRAIN/INJ MAJOR JOINT/BURSA W/O US BI,510," 1,722.00 "," 1,494.00 "
87200515,DRAIN/INJ MAJOR JOINT/BURSA W/O US LT,510," 1,148.00 ", 996.00 
87200516,DRAIN/INJ MAJOR JOINT/BURSA W/O US RT,510," 1,148.00 ", 996.00 
87200519,INJ INTER CERVICAL/THORACIC EPID WO IMAGE,510," 2,714.00 "," 2,714.00 "
87200520,INJ INTER CERVICAL/THORACIC EPID W IMAGE,510," 3,741.00 "," 3,741.00 "
87200521,INJ INTER LUMBAR/SACRAL EPID WO IMAGE,510," 3,968.00 "," 3,968.00 "
87200522,INJ INTER LUMBAR/SACRAL EPID W IMAGE,510," 3,318.00 "," 3,318.00 "
87200523,INJ INTER CERVICAL/THORAC W/CATH EPID WO IMAGE,510," 1,511.00 "," 1,511.00 "
87200524,INJ INTER CERVICAL/THORAC W/CATH EPID W IMAGE,510," 3,593.00 "," 3,593.00 "
87200525,INJ INTER LUMBAR/SACRAL W/CATH EPID WO IMAGE,510," 3,098.00 "," 3,098.00 "
87200526,INJ INTER LUMBAR/SACRAL W/CATH EPID W IMAGE,510," 5,310.00 "," 5,310.00 "
87200527,FAMILY TX W PT 50 MIN,916, 513.00 , 513.00 
87200528,FAMILY TX WO PT 50 MIN,916, 378.00 , 378.00 
87200529,DERMAL FILLER INJECTION(S) FOR LDS,510," 4,773.00 "," 4,773.00 "
87200531,PT-FOCUSED HLTH RISK ASSMT,510, 82.00 , 82.00 
87200532,CAREGIVER HEALTH RISK ASSMT,510, 82.00 , 82.00 
87200618, BLADDER INSTILATION CHEMO,510," 2,984.00 "," 2,984.00 "
87200619,CHEMO CONCURRENT INFUSION,335, 439.00 , 439.00 
87200620, I&D OF VULVA OR PERINEAL ABSCESS,510, 643.00 , 643.00 
87200627, DESTROY ANAL LESION SIMPLE; CHEMICAL,510, 532.00 , 532.00 
87200628, DEST LESION(S) PENIS SIMPLE; CRYO,510, 170.00 , 170.00 
87200644,DRAIN/INJ INTERMEDIATE JOINT/BURSA W/O US,510, 818.00 , 818.00 
87200648,BLADDER IRRIG SMPL,510, 723.00 , 723.00 
87200650,INSERT CATH TEMP INDWLLNG,510, 484.00 , 484.00 
87200651,INSERT CATH TMP INDWL CMP,510, 655.00 , 655.00 
87200657,LUMBAR PUNCTURE DX,510," 1,439.00 "," 1,439.00 "
87200662,NI EXT ART COMP BIL3+ LV,920," 1,125.00 "," 1,125.00 "
87200674,INJ ANESTH AGENT FACIAL NERVE,510, 775.00 , 775.00 
87200692,PERITONEAL LAVAGE W/IMAGE,510," 3,171.00 "," 3,171.00 "
87200700,BX VULVA OR PERINEUM 1 LESION,510," 3,625.00 "," 3,625.00 "
87200701,DESTRUCTION VAG LESIONS SMPL,510," 8,285.00 "," 8,285.00 "
87200702,BX VAG MUCOSA SMPL,510," 4,672.00 "," 4,672.00 "
87200703,COLPOSCOPY OF CERVIX,510, 557.00 , 557.00 
87200704,COLP CERVIX W BX & CURETT,510, 690.00 , 690.00 
87200705,COLPOSCOPY CERVIX W BX CERVIX,510," 4,129.00 "," 4,129.00 "
87200706,CERV COLP W EC CURETT,510, 742.00 , 742.00 
87200707,CERV COLP LEEP W BX,510," 4,780.00 "," 4,780.00 "
87200708,BX/LOCAL EXCSN CERV LSION,510," 3,269.00 "," 3,269.00 "
87200709,BX ENDOMETRIUM NO DILATN,510, 545.00 , 545.00 
87200710,DECLOT VASC DEVICE,510, 656.00 , 656.00 
87200712,MED NUTR TX GP EA 30,942, 74.00 , 74.00 
87200713,DECLOT XTL CANNULA,510, 867.00 , 867.00 
87200715,BIOPSY SKIN/SQ TISSUE/MUCOUS MEM LESION SINGLE,510, 750.00 , 729.00 
87200717,ANLZE INFSN PUMP W REPROG,510, 818.00 , 818.00 
87200718,INS PICC W/O PORT 5+ YR,510," 3,270.00 "," 3,270.00 "
87200719,SKULL SHUNT PUNCTURE,510," 1,973.00 "," 1,973.00 "
87200720,IRRIG IMPLNTD VNS ACC DVC,510, 293.00 , 293.00 
87200721,DIAGNOSTIC BONE MARROW BIOPSY,510," 1,843.00 "," 1,843.00 "
87200722,TX S WND DEHISC SMPL,510," 1,997.00 "," 1,997.00 "
87200723,TX S WND DEHIS W PACK,510," 1,070.00 "," 1,070.00 "
87200724,COLPOSCOPY OF VULVA,510, 386.00 , 386.00 
87200725,COLPOSCOPY OF VULVA W BIOPSY,510, 386.00 , 386.00 
87200726,COLPOSCOPY ENTIRE VAGINA W CERVIX IF PRESENT,510," 2,012.00 "," 2,012.00 "
87200727,COLPOSCOPY ENTIRE VAGINA W/WO CERVIX W BX VAG/CVX,510," 4,646.00 "," 4,646.00 "
87200728,COLPOSCOPY CERVIX W LOOP ELECT CONIZATION CERVIX,510," 1,387.00 "," 1,387.00 "
