HSP,MNEMONIC,BILLING DESCRIPTION,CHARGE
EMC,452000913,FLOW CYTOMETRY FIRST MARKER,$86.00
EMC,452000916,NPM1,$270.00
EMC,452000917,MOLECULAR PATH LEVEL 3,$270.00
EMC,452000920,MOLECULAR PATH LEVEL 4,$322.00
EMC,452000921,UNLISTED MOLECULAR PATHOLOGY,$352.00
EMC,452000923,MORPHOMETRIC ANALYSIS,$250.00
EMC,452000924,MORPHOMETRIC ANALYSIS,$130.00
EMC,452000925,MORPH ANALYSIS,$260.00
EMC,452000927,CHROMOSOME ANALYSIS 20-25,$150.00
EMC,452000928,TISSUE CULTURE,$300.00
EMC,452000929,MOPATH PROCEDURE LEVEL 4,$229.00
EMC,452000931,IgVH (B-CELL) MUTATION ANALYS,$399.00
EMC,452000933,SPECIMEN HANDLING PATHOLOGY,$24.00
EMC,452000935,CHROMOSOMAL ANALYSIS ADD CELLS,$27.54
EMC,452000937,FLOW CYTOMETRY FIRST MARKER,$27.46
EMC,452000938,KRAS VARNT CONDONS 12/13,$285.00
EMC,452000939,FLOW CYTO EACH ADD MARKER,$11.00
EMC,452000940,BCR/ABL1 MAJOR BREAKPOINT,$194.00
EMC,452000941,BCR/ABL1 MINOR BREAKPOINT,$194.00
EMC,452000942,CHRMSM ANALYSIS 5 CELLS,$204.00
EMC,452000943,CHRMSM ANAL KARYO ADD EA,$29.00
EMC,452000944,BRAF V600E VARIANT,$180.00
EMC,452000945,CHRMSM ANAL 20-25 CELLS,$143.00
EMC,452000946,EGFR COMMON VARIANTS,$398.00
EMC,452000947,JAK2,$181.00
EMC,452000949,MICRODISSECTION MANUAL,$130.50
EMC,452000950,FISH 1ST MARKER,$123.00
EMC,452000951,FISH EACH ADDITIONAL MARKER,$123.00
EMC,452000952,TISSUE CULT F/BN MARROW,$116.00
EMC,452000955,IMMUNOCYTO EA ADD AB STAIN,$42.00
EMC,452000956,IMMUNOCYTO 1ST AB PER SPEC,$45.00
EMC,452000959,MOLEC PATH MYD88 (L265P),$320.00
EMC,452000961,INSIT MLTIPLX STAIN CMPT,$246.00
EMC,452000962,INSITU HYBRIDIZATION 1ST PRB,$147.12
EMC,452000963,INSITU HYBRIDIZATION ADDL PRB,$104.00
EMC,452000966,CYTO INTERPRETATION AND RPT,$33.55
EMC,452000967,FLOW CYTO INTERPR 16+,$117.70
EMC,452000968,PROSTATE NEEDLE BX,$265.45
EMC,454000010,PHYSICIAN BLOOD BANK SERVICE,$357.48
EMC,454000110,CRYOPRECIPITATE EACH UNIT,$39.00
EMC,454000111,CRYOPRECIPITATE; POOLED,$350.00
EMC,454000115,RBC LEUKOCYTES REDUCED,$198.96
EMC,454000120,PLASMA; 1 DONOR; FRZ W/IN 8HR,$39.00
EMC,454000135,COOMBS TEST; DIRECT,$304.56
EMC,454000150,PLATELET PHERES LUEKOREDUCED,$450.96
EMC,454000160,PLATE PHERES LEUKOREDU IRRAD,$500.96
EMC,454000170,RBC LEUKOREDUCED IRRADIATED,$248.96
EMC,454000183,PLT PHER LEUKOREDU CMV NEG IRR,$540.96
EMC,454000184,RBC LEUKOREDU IRRAD CMV NEG,$288.96
EMC,454000206,COMPATIBILITY TEST; INCUBATE,$84.24
EMC,454000215,IRRADIATED FFP; 1 DONOR,$89.00
EMC,454000216,RBC ANTIBODY ELUTION,$75.00
EMC,454000217,BLOOD TYPING; ABO,$19.00
EMC,454000218,BLOOD TYPING; ABO,$19.00
EMC,454000219,RBC ANTIBODY SCREEN,$42.00
EMC,454000223,RBC ANTIBODY ID,$80.00
EMC,454000224,BLOOD TYPING; ANTIGEN SCREEN,$60.00
EMC,454000225,PRETREAT RBC; SERUM W/ PT RBC,$62.64
EMC,454000226,PRETREAT RBC; SERUM W/ PT RBC,$62.64
EMC,454000230,COOMBS TEST; DIRECT,$12.00
EMC,454000232,IRRADIATION FEE,$50.00
EMC,454000235,BLOOD TYPING; RBC ANTIGENS,$55.00
EMC,454000236,BLOOD TYPING; RH (D),$38.00
EMC,454000237,BLOOD TYPING; RH (D),$12.00
EMC,454000238,PRETREAT RBC; ENZYME,$40.00
EMC,454000240,DEGLYCEROLZ RBC,$340.00
EMC,456000154,TTE W/DOPPLER; COMPLETE,"$6,217.33"
EMC,456000160,ECHO HEART; LTD,"$1,482.52"
EMC,456000161,ECHO TRANSESOPH COMP,"$7,589.06"
EMC,456000185,DUPLEX EXTRACRANIAL; BI,"$2,719.08"
EMC,456000190,DUPLEX EXTRACRANIAL; LTD,"$2,194.59"
EMC,456000195,DUPLEX LOW EXT ART; COMP BI,"$3,220.00"
EMC,456000196,DUPLEX LOW EXT ART; COMP LTD,"$2,250.75"
EMC,456000200,ECHO REST & STRESS,"$6,346.65"
EMC,456000215,DUPLEX EXT VEIN; COMP BI,"$3,367.13"
EMC,456000223,TTE WWO CONT ECG,"$6,290.83"
EMC,456000224,TTE WWO CONT DOPPLER,"$5,443.78"
EMC,456000229,TTE 2D WWO CONT F/U OR LTD,"$1,684.69"
EMC,456000240,TEMPORARY EXTERNAL PACING,"$2,144.10"
EMC,456000241,CARDIOVERSION ELECTRIC; EXT,"$5,122.57"
EMC,456000242,CARDIOVERSION; ELECTRIC; INT,"$3,018.88"
EMC,456000243,ELECTROCARDIOGRAM; TRACING,$521.99
EMC,456000244,RHYTHM ECG; TRACING,$816.23
EMC,456000245,REMOTE 30 DAY ECG TECH SUPP,"$6,058.52"
EMC,456000246,CARDIOVASCULAR STRESS TEST,"$4,376.22"
EMC,456000247,CARDIAC DRUG STRESS TEST,"$1,386.14"
EMC,456000248,MICROVOLT T-WAVE ASSESS,"$1,236.89"
EMC,456000249,ECG MONITOR/RCD W/ SCANNING,$292.48
EMC,456000250,ECG MONITOR/RPT W/ SCANNING,$997.78
EMC,456000251,ECG RECORDING,$177.91
EMC,456000252,ECG/MONITORING AND ANALYSIS,$373.79
EMC,456000253,ECG/SIGNAL-AVERAGED,$292.74
EMC,456000254,INTRA-ATRIAL RECORDING,"$5,730.16"
EMC,456000255,RIGHT VENTRICULAR RECORDING,"$8,094.72"
EMC,456000256,INTRA-ATRIAL PACING,"$4,449.15"
EMC,456000257,INTRAVENTRICULAR PACING,"$6,354.44"
EMC,456000258,ESOPHAGEAL RECORDING,"$5,730.16"
EMC,456000259,ESOPHAGEAL RECORDING W/PACING,"$5,730.16"
EMC,456000260,HEART RHYTHM PACING,"$7,163.01"
EMC,456000261,TILT TABLE EVALUATION,"$4,159.20"
EMC,456000262,INTRACARDIAC ECG (ICE),"$19,894.84"
EMC,456000263,TEMPERATURE GRADIENT STUDIES,$654.13
EMC,456000264,SET-UP CARDIOVERT-DEFIBRILL,$688.28
EMC,456000265,MEASURE VENOUS PRESSURE,$888.01
EMC,456000266,AMBULATORY BP RECORDING,$215.39
EMC,456000267,AMBULATORY BP ANALYSIS,$521.75
EMC,456000268,CARDIOVASCULAR PROCEDURE,$625.58
EMC,456000269,ECG ROUTINE W/12 LDS W/I&R,$62.30
EMC,456000270,ECG ROUTINE W/12 LDS I&R ONLY,$99.11
EMC,457000001,DRAINAGE OF HEART SAC,"$2,619.72"
EMC,457000008,INSERTION OF HEART PACEMAKER,"$50,657.68"
EMC,457000009,INSERTION OF HEART PACEMAKER,"$43,836.69"
EMC,457000010,INSERTION OF HEART PACEMAKER,"$52,420.73"
EMC,457000011,INSERTION OF HEART ELECTRODE,"$18,045.25"
EMC,457000013,INSERTION OF PULSE GENERATOR,"$41,826.89"
EMC,457000016,REPOSITION PACING-DEFIB LEAD,"$8,459.37"
EMC,457000017,INSERT 1 ELECTRODE PM-DEFIB,"$20,853.09"
EMC,457000018,INSERT 2 ELECTRODE PM-DEFIB,"$18,045.25"
EMC,457000019,REPAIR LEAD PACE-DEFIB; ONE,"$8,459.37"
EMC,457000021,REVISE POCKET; PACEMAKER,"$5,918.86"
EMC,457000022,REVISE POCKET FOR DEFIB,"$5,918.86"
EMC,457000023,INSERT PACING LEAD & CONNECT,"$33,243.98"
EMC,457000024,L VENTRIC PACING LEAD ADD-ON,"$9,518.48"
EMC,457000025,REPOSITION L VENTRIC LEAD,"$8,459.37"
EMC,457000026,REMOVAL OF PACEMAKER SYSTEM,"$8,459.37"
EMC,457000028,REMOVAL PACEMAKER ELECTRODE,"$8,459.37"
EMC,457000032,INSERT PULSE GENERATOR,"$19,772.62"
EMC,457000033,REMOVE PULSE GENERATOR,"$9,775.65"
EMC,457000034,REMOVE ELTRD/THORACOTOMY,"$14,573.34"
EMC,457000035,REMOVE ELTRD; TRANSVEN,"$9,775.65"
EMC,457000036,ELTRD/INSERT PACE-DEFIB,"$38,829.79"
EMC,457000037,IMPLANT PAT-ACTIVE HT RECORD,"$28,785.69"
EMC,457000038,REMOVE PAT-ACTIVE HT RECORD,"$3,024.58"
EMC,457000046,INSERT IA PERCUT DEVICE,"$9,196.15"
EMC,457000054,REMOVE ARTERY CLOT,"$25,379.50"
EMC,457000079,REMOVAL OF CLOT IN GRAFT,"$14,685.98"
EMC,457000080,REMOVAL OF CLOT IN GRAFT,"$14,685.98"
EMC,457000083,INJECTION EXT VENOGRAPHY,"$8,138.16"
EMC,457000084,PLACE CATHETER IN VEIN,"$7,483.38"
EMC,457000085,PLACE CATHETER IN VEIN,"$1,593.71"
EMC,457000086,PLACE CATHETER IN VEIN,"$1,593.71"
EMC,457000092,ESTABLISH ACCESS TO ARTERY,"$2,321.91"
EMC,457000094,PLACE CATHETER IN AORTA,"$3,917.21"
EMC,457000095,PLACE CATHETER IN ARTERY,"$4,114.01"
EMC,457000096,PLACE CATHETER IN ARTERY,"$4,669.95"
EMC,457000097,PLACE CATHETER IN ARTERY,"$4,192.62"
EMC,457000099,PLACE CATHETER IN ARTERY,"$3,536.72"
EMC,457000100,PLACE CATHETER IN ARTERY,"$3,907.35"
EMC,457000101,PLACE CATHETER IN ARTERY,"$4,488.00"
EMC,457000102,PLACE CATHETER IN ARTERY,$205.53
EMC,457000118,INSRT TUNNELED VENOUS CATH; 5+,"$15,027.42"
EMC,457000119,INSERT TUNNELED CV CATH,"$13,373.04"
EMC,457000120,PICC INSERTION 5 YRS OR OLDER,"$3,217.75"
EMC,457000131,DIST REVAS LIGATION; HEMO,"$17,968.87"
EMC,457000139,INSERT HEPATIC SHUNT (TIPS),"$14,478.21"
EMC,457000141,PRIM ART MECH THROMBECTOMY,"$17,968.87"
EMC,457000143,SEC ART M-THROMBECT ADD-ON,"$17,968.87"
EMC,457000144,VENOUS MECH THROMBECTOMY,"$14,563.56"
EMC,457000145,VENOUS M-THROMBECTOMY ADD-ON,"$16,829.64"
EMC,457000147,TRANSCATHETER BIOPSY,"$13,922.39"
EMC,457000152,TRANSCATH IV STENT; PERCUT,"$42,742.76"
EMC,457000168,CONTRAST X-RAY EXAM OF AORTA,"$18,516.91"
EMC,457000170,CONTRAST X-RAY EXAM OF AORTA,"$12,866.84"
EMC,457000171,X-RAY AORTA; LEG ARTERIES,"$11,822.01"
EMC,457000182,ARTERY X-RAYS; ARM/LEG,"$7,786.62"
EMC,457000183,ARTERY X-RAYS; ARMS/LEGS,"$9,400.04"
EMC,457000186,ARTERY X-RAYS; ABDOMEN,"$11,979.47"
EMC,457000192,ARTERY X-RAYS; LUNG,"$5,457.60"
EMC,457000194,ARTERY X-RAY; EACH VESSEL,"$5,927.45"
EMC,457000202,VEIN X-RAY; ARM/LEG,"$3,529.99"
EMC,457000203,VEIN X-RAY; ARMS/LEGS,"$4,618.29"
EMC,457000204,VEIN X-RAY; TRUNK,"$6,667.22"
EMC,457000205,VEIN X-RAY; CHEST,"$5,495.45"
EMC,457000207,CPR,"$3,982.60"
EMC,457000208,PERCUT CORONARY THROMBECTOMY,"$24,536.91"
EMC,457000211,INTRAVASC US; HEART ADD-ON,"$3,036.39"
EMC,457000213,INSERT INTRACORONARY STENT,"$44,312.32"
EMC,457000214,INSERT INTRACORONARY STENT,"$34,884.50"
EMC,457000224,INSERT/PLACE HEART CATHETER,"$8,183.09"
EMC,457000235,RT HEART CATH; CONGENITAL,"$25,790.83"
EMC,457000250,HEART FLOW RESERVE MEASURE,"$5,118.08"
EMC,457000256,DRUG-ELUTING STENTS; SINGLE,"$52,075.16"
EMC,457000257,DRUG-ELUTING STENTS;EACH ADD,"$48,668.37"
EMC,457000269,X-RAYS; TRANSCATH THERAPY,"$6,556.91"
EMC,457000271,FOLLOW-UP ANGIOGRAPHY,"$1,152.53"
EMC,457000285,TRANSCATH IV STENT RS&I,"$7,275.94"
EMC,457000295,XRAY CONTROL CATHETER CHANGE,"$3,103.24"
EMC,457000301,IMAGING FLUOROSCOPY UP TO 1HR,"$2,465.99"
EMC,457000302,US GUIDED VASCULAR ACCESS,$943.37
EMC,457000307,PERCUT KYPHOPASTY LUMBAR,"$37,254.44"
EMC,457000310,CHANGE NEPHRO/PYELO TUBE,"$2,398.48"
EMC,457000314,REMOVAL NEPHRO TUBE W/FLUORO,"$4,028.62"
EMC,457000315,INSERT CATH NEPHRO DRAIN/INJ,"$4,411.50"
EMC,457000320,PERCUT KYPHOPLASTY THORACIC,"$31,782.19"
EMC,457000323,XR UROGRAM ANTEGRADE,"$3,368.25"
EMC,457000325,XR FLUORO GUIDED CV CATH MANIP,"$3,185.82"
EMC,457000326,INJ W/FLUOR;EVAL CV DEVICE,"$4,349.87"
EMC,457000328,REMOVAL TUNNELED CV CATH,"$5,326.56"
EMC,457000329,INSRT NONTUNNEL CV CATH; 5+YRS,"$10,029.99"
EMC,457000333,REVASC ILIAC W/ TLA,"$23,766.44"
EMC,457000334,REVASC ILIAC W/ STENT,"$23,766.44"
EMC,457000335,REVASC ILIAC ADD-ON,"$23,766.44"
EMC,457000336,REVASC ILIAC W/ STENT ADD-ON,"$23,766.44"
EMC,457000337,REVASC FEM/POP W/ TLA,"$23,766.44"
EMC,457000338,REVASC FEM/POP W/ ATHER,"$50,455.26"
EMC,457000339,REVASC FEM/POP W/ STENT,"$50,455.26"
EMC,457000340,REVASC FEM/POP W/STENT & ATHER,"$87,380.24"
EMC,457000341,REVASC TIBIAL W/ TLA,"$23,766.44"
EMC,457000342,REVASC TIBIAL W/ ATHER,"$50,455.26"
EMC,457000343,REVASC TIBIAL W/STENT & ATHER,"$87,380.24"
EMC,457000344,REVASC TIBIAL W/ ATHER ADD ON,"$50,455.26"
EMC,457000346,RIGHT HEART CATH,"$26,318.64"
EMC,457000347,LEFT HRT CATH W/VENTRCLGRPHY,"$22,774.87"
EMC,457000348,R&L HRT CATH W/VENTRICLGRPHY,"$26,318.64"
EMC,457000349,CORONARY ARTERY ANGIO S&I,"$22,774.87"
EMC,457000350,CORONARY ART/GRFT ANGIO S&I,"$23,582.96"
EMC,457000351,R HRT CORONARY ARTERY ANGIO,"$26,594.12"
EMC,457000352,R HRT ART/GRFT ANGIO,"$28,467.68"
EMC,457000353,L HRT ARTERY/VENTRICLE ANGIO,"$35,334.09"
EMC,457000354,L HRT ART/GRFT ANGIO,"$28,467.68"
EMC,457000355,R&L HRT ART/VENTRICLE ANGIO,"$35,334.09"
EMC,457000356,R&L HRT ART/VEN/ANGIO W/BYPASS,"$32,897.25"
EMC,457000363,INJECT SUPRVLV AORTOGRAPHY,"$3,170.96"
EMC,457000367,XR GUIDE NEPHROSTOMY/URETERAL,"$3,063.89"
EMC,457000369,REMOVE TUNNELED IP CATH,"$11,323.14"
EMC,457000370,US INTRAVASC HEART ADD-ON,"$9,651.87"
EMC,457000372,HRT FLOW RESERVE ADD'L VESSEL,"$1,747.59"
EMC,457000375,PLACEMENT IVC DEVICE,"$10,610.16"
EMC,457000377,FLUOROSCOPIC GUIDE; NEEDLE,"$2,685.31"
EMC,457000378,BX BONE; TROCAR/NEEDLE; DEEP,"$3,890.51"
EMC,457000379,SPINAL FLUID TAP DIAGNOSTIC,"$1,397.62"
EMC,457000380,DECLOT VASCULAR DEVICE,"$2,560.73"
EMC,457000381,ABD PARACENTESIS W/IMAGING,"$2,188.62"
EMC,457000382,REPLACE TUNNELED CV CATH,"$18,847.16"
EMC,457000384,INS CATH REN ART 1ST BILAT,"$21,863.88"
EMC,457000385,INS CATH REN ART 1ST UNILAT,"$21,863.88"
EMC,457000386,INS CATH REN ART 2ND+ BILAT,"$14,833.55"
EMC,457000387,SPINAL FLUID TAP THERAPEUTIC,$979.91
EMC,457000388,REMOVE TUNNELED CATH W/PORT,"$4,216.21"
EMC,457000389,URETERAL DILATATION,"$7,438.90"
EMC,457000390,REMOVE&REPLACE PM GEN SINGL,"$67,275.77"
EMC,457000392,REMV&REPLC PM GEN DUAL LEAD,"$63,803.60"
EMC,457000393,REMV&REPLC CVD GEN DUAL LEAD,"$214,197.89"
EMC,457000394,REMV&REPLC CVD GEN SING LEAD,"$214,197.89"
EMC,457000395,REPLACE CVAD CATH,"$4,415.40"
EMC,457000398,TRANSCATH THRPY INFUS VENOUS,"$8,258.34"
EMC,457000412,PTCA; MAJOR ART,"$42,267.68"
EMC,457000413,PTCA; EA ADD'L ART,"$34,258.68"
EMC,457000414,ATHRECT COR W/PTCA,"$65,325.44"
EMC,457000420,STEMI W/PCI,"$52,034.38"
EMC,457000421,CTO W/ PCI,"$60,130.93"
EMC,457000424,PERC D-E COR REVASC W AMI S,"$83,268.48"
EMC,457000426,INSERT PLEURAL CATH,"$9,095.06"
EMC,457000427,PERC D-E COR REVASC CHRO SIN,"$83,268.48"
EMC,457000428,PERCUT DRAIN W/ INDWELL CATH,"$6,020.13"
EMC,457000432,PICC REPLACEMENT,"$9,176.03"
EMC,457000433,REMV&REPLC CVD GEN MULT LEAD,"$202,669.01"
EMC,457000434,TIB/PER REVASC W/STENT,"$39,249.84"
EMC,457000437,TIB/PER REVASC ADD-ON,"$36,218.53"
EMC,457000442,VASC EMBOLIZE/OCCLUDE ORGAN,"$77,344.00"
EMC,457000443,X-RAY EXAM OF FISTULA,"$2,003.47"
EMC,457000444,ASSESS CYST CONTRAST INJECT,"$3,006.76"
EMC,457000500,INS/REP SUBQ DEFIBRILLATOR,"$97,352.17"
EMC,457000550,INTRO CATH NDL DIAL-CIRC+S&I,"$4,273.80"
EMC,457000551,INTRO DIAL-CIRC BAL-PLASTY+S&I,"$30,143.22"
EMC,457000552,DIA-CIR THRO+IMG+S&I,"$30,143.22"
EMC,457000553,DIA-CIR THRO+PLST+IMG+S&I,"$60,923.85"
EMC,457000554,DIA-CIR THRO+STN+IMG+S&I,"$4,273.80"
EMC,457000555,DIA-CIR STENT+IMG+S&I,"$4,273.80"
EMC,457000556,DIA-CIR EMBOL+IMG+S&I,"$4,938.80"
EMC,457000560,INJ PROC MYELO/CT; SPINAL,"$1,980.32"
EMC,457000561,RMVL TUNNLD PLEURL CATH,"$2,943.97"
EMC,457000562,THRMBC/NFS DIALYS CIRC+IMG+S&I,"$90,548.18"
EMC,457000563,INS TUNN INTRAPERITONEAL CATH,"$7,492.22"
EMC,457000902,RECOVERY ROOM; 1 HOUR,"$2,337.96"
EMC,457000903,RECOVERY ROOM; ADD 1/4 HR,$621.22
EMC,457000924,PATCH NAVX FOR MAPPING,"$59,635.13"
EMC,457000938,PLACEMENT CATHETER ARTERY,"$3,461.47"
EMC,457000939,THORACIC W/SERL COMPLETE,"$25,379.50"
EMC,457000948,NASAL/OROGASTRIC TUBE PLCMT,"$1,269.33"
EMC,457000949,PSEUDOANEURYSM INJECTION TRT,"$3,288.51"
EMC,457000953,IMAGE CATH FLUID PERI/RETRO,"$6,674.08"
EMC,457000954,EXCHANGE DRAINAGE CATHETER,"$17,127.81"
EMC,457000955,PERC TRANS REVASC CABG SINGLE,"$49,031.14"
EMC,457000959,PERQ VERTEBRAL AUGMENTATION,"$3,398.10"
EMC,457000961,PERC PLACEMENT STENT SAME VESS,"$58,230.58"
EMC,457000970,OPEN/PERC PLACE STENT 1ST,"$34,143.41"
EMC,457000971,INSERT CATH PLEURA W/IMAGE,"$4,642.02"
EMC,457000972,VASC EMBOLIZATION/OCCL BLEED,"$101,221.39"
EMC,457000973,REVASC OPEN/PERC TIB/PER STENT,"$2,631.11"
EMC,457000974,TRANSCATH THERAPY ART INITIAL,"$8,398.50"
EMC,457000977,TRANSCATH THERAPY ART/VEN CESS,"$8,398.50"
EMC,457000978,INTRVASC US NONCORONARY 1ST,"$4,337.05"
EMC,457000979,INTRVASC US NONCORONARY ADDL,"$4,337.05"
EMC,457000980,PLACE BILIARY DRAIN CATH EXT,"$1,072.94"
EMC,457000981,PLMT BILIARY DRAINAGE CATH,"$16,537.90"
EMC,457000983,EXCHANGE BILIARY DRAIN CATH,"$5,261.77"
EMC,457000984,REMOVE BILIARY DRAIN CATH,"$1,072.94"
EMC,457000985,INJ NEPHROSTOGRAM NEW ACCESS,"$1,485.69"
EMC,457000986,INJ NEPHROSTOGRAM EXIST ACCESS,"$1,485.69"
EMC,457000987,PLACE NEPHROSTOMY CATH,"$3,369.45"
EMC,457000990,EXCHANGE NEPHROSTOMY CATH,"$3,369.45"
EMC,457000995,TRANSCATH STENT PLCMT INIT ART,"$9,618.84"
EMC,457000997,OPEN/PERC STENT PLACEMENT SAME,"$52,918.74"
EMC,457000998,DRAIN/INJ JOINT/BURSA W/O US,"$1,429.73"
EMC,457000999,PERC D-E COR REVASC T CABG B,"$23,214.61"
EMC,457001000,PERC D-E COR STENT ATHER S,"$25,916.21"
EMC,457001005,TRLUML PERIP ATHRC ILIAC ART,"$18,901.15"
EMC,457001006,PERC COR REVASC T CABG ADDL,"$23,214.61"
EMC,457001007,PLMT STNT BIL EXIS ACCESS,"$22,054.56"
EMC,457001008,PLMT STNT BIL W/O DRN,"$25,486.24"
EMC,457001009,PERC RF ABLATION BONE TUMOR,"$13,419.98"
EMC,457001010,VASC EMBOLIZE/OCCLUDE ARTERY,"$11,599.74"
EMC,457001011,REMV&REPLC PM GEN MULT LEADS,"$99,714.20"
EMC,457001012,INSRT PULSE GEN MULT LDS,"$21,943.00"
EMC,457001013,PLC STNT W/DX NEPHRO,"$16,047.60"
EMC,457001014,INJ SHOULDER ARTHROGRAM,$756.00
EMC,457001020,ARTEROGRAM ARCH NON SEL,"$14,833.55"
EMC,457100001,ELECTROPHYSIOLOGY EVAL,"$24,310.55"
EMC,457100006,ELECTROPHYS MAP 3D ADD ON,"$12,990.07"
EMC,457100007,MAP TACHYCARDIA ADD ON,"$22,936.45"
EMC,457100008,LT HEART CATH TRANSSEPT PUNCT,"$14,195.29"
EMC,457100009,INTRACARDIAC ECG,"$18,219.30"
EMC,457100012,ABLATE ARRYTHMIA ADD ON,"$6,818.73"
EMC,457100014,EP EVAL ABLATE SUPRAVENT,"$31,576.83"
EMC,457100015,ABLATE HEART DYSRHYTHM FOCUS,"$27,524.42"
EMC,457100020,BUNDLE OF HIS RECORDING,"$6,732.01"
EMC,457100021,STIMULATION PACING HEART,"$5,700.98"
EMC,457100023,EP EVAL WITH LA PACING/RECORD,"$8,507.67"
EMC,457100024,EP FOLLOW UP STUDY,"$7,932.66"
EMC,457100025,COMP EP STUDY W INDUCTION,"$17,956.52"
EMC,457100050,CARDIO STRESS TRACE ONLY,"$1,639.80"
EMC,457100051,INS/RPL VENTR LEADLESS PM,"$25,970.00"
EMC,459000002,CARDIOVERSION ELECTRIC; EXT,"$6,358.13"
EMC,459000003,CARDIOVERSION; ELECTRIC; INT,"$2,612.39"
EMC,459000004,ELECTROCARDIOGRAM; TRACING,$449.99
EMC,459000006,CARDIOVASCULAR STRESS TEST,"$4,376.22"
EMC,459000037,RIGHT VENTRICULAR RECORDING,"$7,004.78"
EMC,459000044,TILT TABLE EVALUATION,"$4,159.20"
EMC,459000045,INTRACARDIAC ECG (ICE),"$19,894.84"
EMC,459000047,SET-UP CARDIOVERT-DEFIBRILL,$688.28
EMC,459100005,ECG TRACING ONLY,$497.60
EMC,462000005,EEG; AWAKE & DROWSY,"$1,503.74"
EMC,462000006,EEG AWAKE AND ASLEEP,"$1,558.90"
EMC,462000010,EEG; CEREBRAL DEATH,"$1,909.31"
EMC,463000005,BX BONE; TROCAR/NEEDLE; DEEP,"$4,495.87"
EMC,463000008,ASPIR/INJ MAJ JT WO/US,"$1,456.15"
EMC,463000168,INJ PROC; ID SENTINEL NODE,$943.99
EMC,463000186,CONTRAST INJECTION IN G-TUBE,"$2,295.60"
EMC,463000215,INJ PROC CYSTOGRAPHY,"$2,316.14"
EMC,463000230,SPINAL PUNCTURE LUMBAR,"$1,509.44"
EMC,463000245,XRAY MANDIBLE < 4 VWS,$673.60
EMC,463000250,XRAY MANDIBLE 4+ VWS,"$1,783.52"
EMC,463000270,XRAY FACIAL BONES < 3 VWS,"$1,296.09"
EMC,463000275,XRAY FACIAL BONES 3+ VWS,"$1,528.57"
EMC,463000280,XRAY NASAL BONES 3+ VWS,"$1,316.30"
EMC,463000290,XRAY ORIBTS 4+ VWS,"$1,001.83"
EMC,463000295,XRAY SINUSES < 3 VWS,"$1,745.06"
EMC,463000300,XRAY SINUSES 3+ VWS,"$2,675.59"
EMC,463000310,XRAY SKULL < 4 VWS,$869.30
EMC,463000315,XRAY SKULL 4+ VWS,"$1,603.82"
EMC,463000325,XRAY NECK SOFT TISSUE,$851.32
EMC,463000360,XRAY CHEST 4+ VWS,$786.52
EMC,463000385,XRAY RIBS UNILATERAL 2 VWS,"$1,102.90"
EMC,463000390,XRAY RIBS/CHEST UNI 3+ VWS,"$2,149.65"
EMC,463000395,XRAY RIBS BILATERAL 3 VWS,"$1,234.31"
EMC,463000400,XRAY RIBS/CHEST BILAT 4+ VWS,"$1,864.39"
EMC,463000405,XRAY STERNUM 2 VWS,$668.26
EMC,463000410,XRAY STERNOCLAVICULAR JOINTS,$593.01
EMC,463000411,XR CERVICAL SPINE 1 VIEW,"$1,171.98"
EMC,463000412,XR THORACIC SPINE 1 VIEW,"$1,171.98"
EMC,463000413,XR LUMBAR SPINE 1 VIEW,"$1,014.18"
EMC,463000415,XRAY CERVICAL SPINE 2-3 VWS,"$1,827.57"
EMC,463000420,XRAY CERVICAL SPINE 4+ VWS,"$2,252.75"
EMC,463000425,XRAY CERVICAL SPINE W/ OBL/FLX,"$2,338.34"
EMC,463000430,XRAY THORACIC SPINE 3 VWS,"$1,580.23"
EMC,463000435,XRAY THORACOLUMBAR SPINE 2 VWS,$972.63
EMC,463000450,SPINE LUMBAR MIN 4 VIEWS,"$2,779.68"
EMC,463000455,XRAY LUMBOSACRAL SPINE W/ BEND,"$1,896.20"
EMC,463000460,XRAY PELVIS 1-2 VWS,"$1,240.68"
EMC,463000465,XRAY PELVIS 3+ VWS,"$1,159.06"
EMC,463000470,XRAY SACROILIAC JOINTS 3+ VWS,"$1,101.79"
EMC,463000475,XRAY TAILBONE 2+ VWS,"$1,354.49"
EMC,463000510,XRAY CLAVICLE,"$1,543.85"
EMC,463000515,XRAY SCAPULA,"$1,086.07"
EMC,463000520,XRAY SHOULDER 1 VW,$978.24
EMC,463000525,XRAY SHOULDER 2+ VWS,"$1,779.99"
EMC,463000535,XRAY SHOULDER JOINTS BILAT,$725.54
EMC,463000540,XRAY HUMERUS 2+ VWS,"$1,324.33"
EMC,463000545,XRAY ELBOW 2 VWS,$847.96
EMC,463000550,XRAY ELBOW 3+ VWS,"$1,472.08"
EMC,463000560,XRAY FOREARM 2 VWS,"$1,362.88"
EMC,463000565,XRAY INFANT ARM,$686.23
EMC,463000570,XRAY WRIST 2 VWS,"$1,081.35"
EMC,463000575,XRAY WRIST 3+ VWS,"$1,516.69"
EMC,463000585,XRAY HAND 2 VWS,$792.93
EMC,463000590,XRAY HAND 3+ VWS,"$1,661.09"
EMC,463000595,XRAY FINGER(S),"$1,228.81"
EMC,463000600,XRAY HIP UNILATERAL 1 VW,"$1,083.82"
EMC,463000630,XRAY FEMUR 2 VWS,"$1,539.00"
