CDM Number,GENL-DESC,Price-1
1800935,CIRCUL TUMORCELLS COLON2/2Q,290.00
1800936,CIRCUL TUMORCELLS PROSTATE2/2Q,290.00
1800937,CIRCUL TUMOR CELLS BREAST1/2 Q,337.04
1800938,CIRCUL TUMOR CELLS BREAST2/2 Q,290.00
1800939,SHIGATOX STLW/RFL ECOLI O157 Q,68.15
1800940,"RI AB,WESTERN BLOT,SERUM Q",90.00
1800941,ENDOMYSIAL ANTIBODY TITERIGA Q,29.00
1800942,LEPTOSPIRA ANTIBODY TITER Q,72.00
1800943,BARTONELA HENSELAE IGG TITER Q,24.05
1800944,BARTONELLA HENSELAE IGMTITER Q,24.05
1800945,BARTONELLA QUINTANA IGGTITER Q,24.05
1800946,BARTONELLA QUINTANA IGMTITRQ,24.05
1800947,"YO AB TITER, SERUM Q",35.00
1800948,RETICULIN IGA TITER Q,52.00
1800949,"HU AB, WESTERN BLOT,CSF Q",70.00
1800950,"HU AB, TITER, CSF Q",41.00
1800951,"RI AB, TITER, SERUM Q",50.00
1800952,RICKETTSIA RMSF IGGTITER Q,75.00
1800953,RICKETTSIA RMSF IGM TITER Q,85.00
1800954,R TYPHI IGG TITER Q,75.00
1800955,R TYPHI IGM TITER Q,85.00
1800956,HU AB WESTERN BLOT SERUM Q,100.00
1800957,HU AB TITER SERUM Q,50.00
1800958,"DRUG ABUSE PANEL9, SERUM Q 1/9",135.00
1800959,"DRUG ABUSE PANEL9, SERUM Q 2/9",15.00
1800960,"DRUG ABUSE PANEL9, SERUM Q 3/9",15.00
1800961,"DRUG ABUSE PANEL9, SERUM Q 4/9",15.00
1800962,"DRUG ABUSE PANEL9, SERUM Q 5/9",15.00
1800963,"DRUG ABUSE PANEL9, SERUM Q 6/9",15.00
1800964,"DRUG ABUSE PANEL9, SERUM Q 7/9",15.00
1800965,"DRUG ABUSE PANEL9, SERUM Q 8/9",15.00
1800966,"DRUG ABUSE PANEL9, SERUM Q 9/9",15.00
1800967,P210 BCR ABL1 Q,224.91
1800968,P190 BCR ABL1 Q,198.68
1800969,TPMT GENOTYPE Q,420.00
1800970,ABL T315I MUT IN CML Q,500.00
1800971,ALPHA FETOPROT (AFP)  AFPL3 Q,47.25
1800972,"CATECO NO CREAT,FRAC 24HR UR Q",19.20
1800973,DEOXYCORTICOSTERONE Q,158.94
1800974,CELIAC DISEASE PANEL Q 1/2,53.51
1800975,HISTONE ANTIBODIES Q,49.05
1800976,CELIAC DISEASE PANEL Q 2/2,50.00
1800977,MYASTHENIA GRAVIS PANEL 3Q 1/4,100.00
1800978,MYASTHENIA GRAVIS PANEL 3Q 2/4,100.00
1800979,MYASTHENIA GRAVIS PANEL 3Q 3/4,100.00
1800981,"INHIBIN-B, ELISA Q",135.00
1800982,GANGLIOSIDE GM1AB IGGEIA Q 1/2,43.08
1800983,GANGLIOSIDE GM1AB IGMEIA Q 2/2,43.08
1800984,"MAG-SGPG,IGM Q",108.00
1800985,TPMT ACTIVITY Q,285.03
1800986,PROCALCITONIN Q,200.00
1800987,THYROID PANEL FREETHY IND Q1/2,10.12
1800988,THYROID PANEL FREETHY IND Q2/2,4.00
1800989,ALTERNARIA ALTERNATA (M6)IGE Q,7.16
1800990,"SEROTONIN RLSE A(SRA), LMWH Q",260.00
1800991,PHOSPHATIDYLSERINE ABIGG Q 1/2,72.00
1800992,PHOSPHATIDYLSERINE ABIGM Q 2/2,70.00
1800993,MYASTHENIA GRAVIS PANEL 3Q 4/4,61.13
1800994,IA-2 ANTIBODY (ANTI-ICA 512) Q,143.85
1800995,BACTERIAL MENIN AG PANEL Q 1/6,4.15
1800996,BACTERIAL MENIN AG PANEL Q 2/6,4.15
1800997,BACTERIAL MENIN AG PANEL Q 3/6,4.15
1800998,BACTERIAL MENIN AG PANEL Q 4/6,4.15
1800999,BACTERIAL MENIN AG PANEL Q 5/6,4.15
1801000,BACTERIAL MENIN AG PANEL Q 6/6,4.15
1801001,ASPERGILLUS AB REF,11.00
1801002,ASPERGILLUS PRECIPITIN REF,52.00
1801003,"LYME DISEASE AB (GM),CSF Q 1/2",28.00
1801004,BARTONELLA SPECIES AB,24.05
1801005,"LYME DISEASE AB (GM),CSF Q 2/2",28.00
1801006,DIPHTHERIA ANTITOXOID ABQ,89.29
1801007,ECHINOCOCCUS AB Q,87.88
1801008,"T CRUZI AB, TOTAL Q",90.95
1801009,WEST NILE AB IGG EIACSF Q 1/2,56.00
1801010,WEST NILE AB IGM EIACSF Q 2/2,56.00
1801011,HEPATITIS C ANTIBODYRIBA UMHEP,130.00
1801012,LEPTOSPIRA AB W REFLEX 2TITERQ,19.28
1801013,TETANUS ANTITOXOID REF,20.00
1801014,"CHROM ANALYSIS,HEM MALIG Q 1/2",173.26
1801015,"CHROM ANALYSIS,HEM MALIG Q 2/2",170.98
1801016,"CHROM ANALYSIS,HEM MALIG Q 3/3",1.00
1801017,"BETAHYDROXYBUTYRATE, SERUM Q",50.00
1801018,APOLIPOPROTEIN B Q,12.39
1801019,"BETA 2 MICROGLOBULIN, CSF Q",30.90
1801020,CMV DNA QT PCR REF,162.50
1801021,PROMET THIOPURINE METABOLITE Q,295.00
1801022,"MARIJUANA CONF QUAL,MECONIUM Q",96.45
1801023,"ETHYLENE GLYCOL, BLOOD Q",44.72
1801024,FLUORES INSITU HIBRID (FISH) R,233.00
1801025,IRON LIVER TISSUE REF,149.93
1801026,"FATTY ACIDS, FREE, SERUM Q",36.51
1801027,HEPATITIS B DNA QNT PCR UMHEP,120.00
1801028,"THYROGLOBULIN, FNA Q",60.00
1801029,"VMA, 24 HR URINE W/O CREAT Q",15.75
1801031,"HCG, TOTAL, CSF Q",38.98
1801032,"IMCAP, TIMOTHY GRASS (G6) Q",7.16
1801033,"HTLV I/II, CONFIRM ASSAY, WB Q",71.93
1801034,HLAB27 ANTIGEN FLOW CYTOMETRYQ,31.36
1801035,HCV-RNA PCR (QNT) REF,358.00
1801036,"CRYSTALS, SYNOVIAL FLUID Q",31.39
1801037,CLL/LYMPHOMA DX PANEL Q 1/19,24.00
1801038,CLL/LYMPHOMA DX PANEL Q 2/19,10.00
1801039,CLL/LYMPHOMA DX PANEL Q 3/19,10.00
1801040,HERPES DNA-PCR REF,129.00
1801041,CLL/LYMPHOMA DX PANEL Q 4/19,10.00
1801042,CLL/LYMPHOMA DX PANEL Q 5/19,10.00
1801043,CLL/LYMPHOMA DX PANEL Q 6/19,10.00
1801044,CLL/LYMPHOMA DX PANEL Q 7/19,10.00
1801046,CLL/LYMPHOMA DX PANEL Q 8/19,10.00
1801047,CLL/LYMPHOMA DX PANEL Q 9/19,10.00
1801048,CLL/LYMPHOMA DX PANEL Q 10/19,10.00
1801049,CLL/LYMPHOMA DX PANEL Q 11/19,10.00
1801050,JC VIRUS PCR REF,135.00
1801051,CLL/LYMPHOMA DX PANEL Q 12/19,10.00
1801052,CLL/LYMPHOMA DX PANEL Q 13/19,10.00
1801053,CLL/LYMPHOMA DX PANEL Q 14/19,10.00
1801054,CLL/LYMPHOMA DX PANEL Q 15/19,10.00
1801055,CLL/LYMPHOMA DX PANEL Q 16/19,10.00
1801056,CLL/LYMPHOMA DX PANEL Q 17/19,10.00
1801057,CLL/LYMPHOMA DX PANEL Q 18/19,10.00
1801058,CLL/LYMPHOMA DX PANEL Q 19/19,10.48
1801059,"CHROMOSOME ANALYSIS,BLD Q 1/3",128.00
1801060,"CHROMOSOME ANALYSIS,BLD Q 2/3",170.98
1801061,"CHROMOSOME ANALYSIS,BLD Q 3/3",1.00
1801062,"CHROMSOM AN,NEONATE BLD Q 1/2",159.80
1801063,"CHROMSOM AN,NEONATE BLD Q 2/2",170.98
1801064,CHROM MICROARAY GENOMIC ALTERQ,935.00
1801065,"LEGIONELLA PNEUMO,TOT AB Q 1/2",39.20
1801066,"LEGIONELLA PNEUMO,TOT AB Q 2/2",20.00
1801068,HBV GENOTYPE UMHEP,150.00
1801069,HEPATITIS B SURF ABQUANT UMHEP,18.00
1801070,HBV DRUG RESISTANCE UMHEP,150.00
1801071,T3 UPTAKE Q,7.06
1801072,THYROID PANEL T4 Q 1/3,7.06
1801073,THYROID PANEL TSH Q 2/3,24.20
1801074,THYROID PANEL UPTAKE Q 3/3,7.06
1801075,HTLV 1&2 AB SCREEN,63.00
1801076,MYASTHENIA GRAVIS PANEL1 Q 1/3,23.00
1801077,MYASTHENIA GRAVIS PANEL1 Q 2/3,18.53
1801078,MYASTHENIA GRAVIS PANEL1 Q 3/3,20.00
1801079,"OVARIAN AB SCREEN, IFA Q 1/2",41.00
1801080,"OVARIAN AB SCREEN, IFA Q 2/2",41.00
1801081,LEUKEMIA/LYMPHOMA EVAL Q 1/22,34.90
1801082,LEUKEMIA/LYMPHOMA EVAL Q 2/22,20.00
1801083,LEUKEMIA/LYMPHOMA EVAL Q 3/22,39.00
1801084,LEUKEMIA/LYMPHOMA EVAL Q 4/22,39.00
1801085,HERPESVIRUS 6 ABS IGG,20.10
1801086,LEUKEMIA/LYMPHOMA EVAL Q 5/22,39.00
1801087,LEUKEMIA/LYMPHOMA EVAL Q 6/22,39.00
1801088,LEUKEMIA/LYMPHOMA EVAL Q 7/22,39.00
1801089,LEUKEMIA/LYMPHOMA EVAL Q 8/22,39.00
1801090,HERPESVIRUS 6 ABS IGM,20.00
1801091,LEUKEMIA/LYMPHOMA EVAL Q 9/22,39.00
1801092,LEUKEMIA/LYMPHOMA EVAL Q 10/22,39.00
1801093,LEUKEMIA/LYMPHOMA EVAL Q 11/22,39.00
1801094,LEUKEMIA/LYMPHOMA EVAL Q 12/22,39.00
1801095,LEUKEMIA/LYMPHOMA EVAL Q 13/22,39.00
1801096,LEUKEMIA/LYMPHOMA EVAL Q 14/22,39.00
1801097,LEUKEMIA/LYMPHOMA EVAL Q 15/22,39.00
1801098,LEUKEMIA/LYMPHOMA EVAL Q 16/22,39.00
1801099,LEUKEMIA/LYMPHOMA EVAL Q 17/22,39.00
1801100,LEUKEMIA/LYMPHOMA EVAL Q 18/22,39.00
1801101,LEUKEMIA/LYMPHOMA EVAL Q 19/22,39.00
1801102,LEUKEMIA/LYMPHOMA EVAL Q 20/22,39.00
1801103,LEUKEMIA/LYMPHOMA EVAL Q 21/22,39.00
1801104,LEUKEMIA/LYMPHOMA EVAL Q 22/22,39.00
1801105,"CHLAMYDIA GROUP AB,SERUM Q 1/2",68.00
1801106,"CHLAMYDIA GROUP AB,SERUM Q 2/2",67.00
1801107,ANTITHROMBIN III ACT Q,18.00
1801108,ANTITHROMBIN III AG Q,25.00
1801109,COAG FACTOR IX ACT Q,136.82
1801110,FACTOR VIII ACTIVITY Q,28.00
1801111,COAG FACTOR X ACT Q,35.00
1801112,LUPUS ANTICOAG W/RFL 1/2Q,15.00
1801113,LUPUS ANTICOAG W/RFL 2/2Q,15.00
1801114,PROTEIN C ACTIVITY Q,16.00
1801115,PROTEIN C ANTIGEN Q,22.00
1801116,HEP INDUCED PLAT AB Q,75.00
1801117,PROTEIN S ACTIVITY Q,125.33
1801118,PROTEIN S AG TOTAL Q,97.71
1801119,MIXING STUDIES 1/5 Q,9.00
1801120,MIXING STUDIES 2/5 Q,9.00
1801121,MIXING STUDIES 3/5 Q,9.00
1801122,MIXING STUDIES 4/5 Q,9.00
1801123,MIXING STUDIES 5/5 Q,9.28
1801124,RISTOCETIN COFACTOR Q,136.82
1801125,VON WILLEBRAND AG Q,136.82
1801126,"SLE DIAG PANEL,DRUG INDUC 1/2Q",50.47
1801127,"SLE DIAG PANEL,DRUG INDUC 2/2Q",50.00
1801128,"C KIT MUTATION,CELL Q",347.00
1801129,CKIT MUTATIONS W/REFL PDGFRA Q,347.00
1801130,"PORPH FRAC, 24HR (U) Q",35.15
1801131,"ARBOVIRUS AB PANEL, CSF 1/8 Q",18.60
1801132,"ARBOVIRUS AB PANEL, CSF 2/8 Q",12.00
1801133,"ARBOVIRUS AB PANEL, CSF 3/8 Q",12.00
1801134,"ARBOVIRUS AB PANEL, CSF 4/8 Q",12.00
1801135,"ARBOVIRUS AB PANEL, CSF 5/8 Q",12.00
1801136,"ARBOVIRUS AB PANEL, CSF 6/8 Q",12.00
1801137,"ARBOVIRUS AB PANEL, CSF 7/8 Q",12.00
1801138,"ARBOVIRUS AB PANEL, CSF 8/8 Q",12.00
1801139,"FUNGAL ID, MOLDS WITH REFLEX Q",61.60
1801140,STRIATED MUSCLE AB W RFLX Q,26.53
1801141,STRIATED MUSCLE ANTIBODY Q,17.50
1801142,Q FEVER IGG PHASE I TITER Q,29.25
1801143,Q FEVER IGG PHASE II TITER Q,29.25
1801144,Q FEVER IGM PHASE I TITER Q,33.80
1801145,Q FEVER IGM PHASE II TITER Q,33.80
1801146,FENTANYL AND NORFENTANYL URN Q,114.00
1801147,COCCIDIOIDES IMITIS ID DNA Q,150.00
1801148,HISTOPLASMA CAPSULATUM ID DNAQ,150.00
1801149,BLASTOMYCES DERMATIDIS ID DNAQ,150.00
1801150,DRVVT CONFIRMATION Q,42.04
1801151,HEXAGONAL PHASE CONFIRMATION Q,42.04
1801152,DRVVT 1:1 MIX Q,30.00
1801153,MA GLYCOP AB REFL MAG SGPG  Q,105.00
1801154,"LACTOFERRIN, STOOL Q",68.50
1801155,"SALMONELLA AB, EIA 1/5 Q",18.60
1801156,"SALMONELLA AB, EIA 2/5 Q",18.60
1801157,"SALMONELLA AB, EIA 3/5 Q",18.60
1801158,"SALMONELLA AB, EIA 4/5 Q",18.60
1801159,"SALMONELLA AB, EIA 5/5 Q",18.60
1801160,BETA 2 TRANSFERRIN Q,229.56
1801161,PLATELET GLYCOPROTEIN AB Q,165.00
1801162,RECOMBX MATA AUTOANTIBODY Q,398.80
1801163,"CYSTIC FIBROSIS, GENE SEQ Q","2,465.00"
1801164,"CYSTINE, 24-HOUR URINE Q",18.78
1801165,"TISSUE TRANSGLUT AB, G/A 1/2 Q",141.12
1801166,"TISSUE TRANSGLUT AB, G/A 2/2 Q",141.12
1801167,"BARTONELLA DNA, QL RT  PCR Q",219.00
1801168,ALPHA GLOBIN COMMON MUTATION Q,460.00
1801169,GLIADIN (DEAMIDATED) AB IGG Q,14.00
1801170,GLIADIN (DEAMIDATED) AB IGA Q,14.00
1801171,PROTEIN S PANEL 1/4 Q,115.83
1801172,PROTEIN S PANEL 2/4 Q,115.83
1801173,PROTEIN S PANEL 3/4 Q,115.83
1801174,PROTEIN S PANEL 4/4 Q,115.83
1801175,TROPHERYMA WHIP DNA QL RTPCR Q,180.00
1801176,"PH, FECES Q",43.30
1801177,"LIMULUS AMEBOCYTE LYS, ENDO Q",121.50
1801178,"CHROMOSOME STUDY,HIGHRES 1/3 Q",600.00
1801179,"CHROMOSOME STUDY,HIGHRES 2/3 Q",600.00
1801180,"CHROMOSOME STUDY,HIGHRES 3/3 Q",600.00
1801181,"ALPHA 1 ANTITRYPSIN,FECES RAND",53.61
1801182,CYTOMEGALOVIRUS GENOTYPE Q,396.00
1801183,"GANCICLOVIR, HPLC Q",128.80
1801184,MYCOPLASMA PNEUMO DNA PCR Q,323.00
1801185,DIHYDROPYRIMIDINE DEHYDROG Q,350.00
1801186,"LYME DISEASE DNA, QL, CSF SF Q",235.00
1801187,STONERISK(R) CITRATE 1/2 Q,40.00
1801188,STONERISK(R) CITRATE 2/2 Q,20.00
1801189,"HLA-B27, DNA TYPING Q",190.00
1801190,"WEST NILE VIRUS AB, CSF IGM Q",56.00
1801191,NEUTROPHIL ANTIBODY FLOWCYTO Q,142.04
1801192,NPM (EXON 12) MUTATION Q,310.00
1801193,INTERFERON B1A IFNB1A AB 1/2 Q,232.00
1801194,INTERFERON B1A IFNB1A AB 2/2 Q,232.00
1801195,FUNGITELL (1-3) BD GLUCAN Q,250.00
1801196,"SEROTONIN (SRA),FONDAPARINUX Q",260.00
1801197,"ALPHA GALACTOSIDASE,S Q",312.63
1801198,FENTANYL SCREEN URINE W/RFLX Q,79.81
1801199,JC POLYOMA DNA QN RTPCR CSF Q,275.00
1801200,"PTH, INTACT, FINE NEEDLE ASP Q",110.00
1801201,"LACTIC ACID, CSF Q",24.90
1801202,COXIELA BURNETI DNA QL RTPCR Q,210.00
1801203,TAMOXIFEN P450 GENOTYPE Q,720.00
1801204,YERSINIA ENTERO AB IGG 1/2 Q,65.00
1801205,YERSINIA ENTERO AB IGA 2/2 Q,65.00
1801206,STREPTOCOCCUS PNEUMO G AB 1/23,17.85
1801207,STREPTOCOCCUS PNEUMO G AB 2/23,17.85
1801208,STREPTOCOCCUS PNEUMO G AB 3/23,17.85
1801209,STREPTOCOCCUS PNEUMO G AB 4/23,17.85
1801210,STREPTOCOCCUS PNEUMO G AB 5/23,17.85
1801211,STREPTOCOCCUS PNEUMO G AB 6/23,17.85
1801212,STREPTOCOCCUS PNEUMO G AB 7/23,17.85
1801213,STREPTOCOCCUS PNEUMO G AB 8/23,17.85
1801214,STREPTOCOCCUS PNEUMO G AB 9/23,17.85
1801215,STREPTOCOCCUS PNEUM G AB 10/23,17.85
1801216,STREPTOCOCCUS PNEUM G AB 11/23,17.85
1801217,STREPTOCOCCUS PNEUM G AB 12/23,17.85
1801218,STREPTOCOCCUS PNEUM G AB 13/23,17.85
1801219,STREPTOCOCCUS PNEUM G AB 14/23,17.85
1801220,STREPTOCOCCUS PNEUM G AB 15/23,17.85
1801221,STREPTOCOCCUS PNEUM G AB 16/23,17.85
1801222,STREPTOCOCCUS PNEUM G AB 17/23,17.85
1801223,STREPTOCOCCUS PNEUM G AB 18/23,17.85
1801224,STREPTOCOCCUS PNEUM G AB 19/23,17.85
1801225,STREPTOCOCCUS PNEUM G AB 20/23,17.85
1801226,STREPTOCOCCUS PNEUM G AB 21/23,17.85
1801227,STREPTOCOCCUS PNEUM G AB 22/23,17.85
1801228,STREPTOCOCCUS PNEUM G AB 23/23,17.85
1801229,HIV 1 INTEGRASE GENOTYPE Q,440.00
1801230,"HSV 1/2 IGG, HERPES 1/2 Q",16.24
1801231,"HSV 1/2 IGG, HERPES 2/2 Q",27.00
1801232,"HSV2 IGG INHIBITION,ELISA Q",150.00
1801233,CHLAMYDIA N GONOR DNASDA Q 1/2,60.00
1801234,CHLAMYDIA N GONOR DNASDA Q 2/2,60.00
1801235,HSV 1/2 IGG TYPE SPEC AB Q 1/2,23.24
1801236,HSV 1/2 IGG TYPE SPEC AB Q 2/2,20.00
1801237,"CHLAM/CHLAMYDOP AB (G,A,M)Q1/9",19.00
1801238,"CHLAM/CHLAMYDOP AB (G,A,M)Q2/9",16.00
1801239,"CHLAM/CHLAMYDOP AB (G,A,M)Q3/9",16.00
1801240,"CHLAM/CHLAMYDOP AB (G,A,M)Q4/9",16.00
1801241,"CHLAM/CHLAMYDOP AB (G,A,M)Q5/9",16.00
1801242,"CHLAM/CHLAMYDOP AB (G,A,M)Q6/9",16.00
1801243,"CHLAM/CHLAMYDOP AB (G,A,M)Q7/9",17.00
1801244,"CHLAM/CHLAMYDOP AB (G,A,M)Q8/9",17.00
1801245,"CHLAM/CHLAMYDOP AB (G,A,M)Q9/9",17.00
1801246,ENTEROVIRUS PANEL Q 1/20,12.37
1801247,ENTEROVIRUS PANEL Q 2/20,11.00
1801248,ENTEROVIRUS PANEL Q 3/20,11.00
1801249,ENTEROVIRUS PANEL Q 4/20,11.00
1801250,ENTEROVIRUS PANEL Q 5/20,11.00
1801251,ENTEROVIRUS PANEL Q 6/20,11.00
1801252,ENTEROVIRUS PANEL Q 7/20,11.00
1801253,ENTEROVIRUS PANEL Q 8/20,11.00
1801254,ENTEROVIRUS PANEL Q 9/20,11.00
1801255,ENTEROVIRUS PANEL Q 10/20,11.00
1801256,ENTEROVIRUS PANEL Q 11/20,11.00
1801257,ENTEROVIRUS PANEL Q 12/20,11.00
1801258,ENTEROVIRUS PANEL Q 13/20,11.00
1801259,ENTEROVIRUS PANEL Q 14/20,11.00
1801260,ENTEROVIRUS PANEL Q 15/20,11.00
1801261,ENTEROVIRUS PANEL Q 16/20,11.00
1801262,ENTEROVIRUS PANEL Q 17/20,11.00
1801263,ENTEROVIRUS PANEL Q 18/20,11.00
1801264,ENTEROVIRUS PANEL Q 19/20,11.00
1801265,ENTEROVIRUS PANEL Q 20/20,11.00
1801266,LYME DISEASE ABIGG WEST BLOT Q,10.80
1801267,C4 ACTIVATION PANEL Q 1/2,33.09
1801268,C4 ACTIVATION PANEL Q 2/2,33.00
1801269,CIRCULATING IMMUNE CMPLX Q 1/4,59.54
1801270,CIRCULATING IMMUNE CMPLX Q 2/4,65.00
1801271,CIRCULATING IMMUNE CMPLX Q 3/4,65.00
1801272,CIRCULATING IMMUNE CMPLX Q 4/4,65.00
1801273,METHICIL RESIST S AUREUS PCR Q,45.60
1801274,"HSV ANTIGEN DETECTION, DFA Q",59.00
1801275,COLLAGEN XLINKED N-TX 24HR U Q,114.00
1801276,DRUGMULTIPLE DRAW CONCENTRA UF,72.00
1801277,LECITHINSPHINGOMYELIN 1/2Q,30.00
1801278,LECITHINSPHINGOMYELIN 2/2Q,30.00
1801279,BCL-2 GENE REARGMT RT PCR Q,420.00
1801280,MATERNAL QUAD SCREEN Q,40.00
1801281,ACTIVATED PROTEIN C RESIST Q,94.78
1801282,FACTOR II ACTIVITY CLOTTING Q,136.82
1801283,FACTOR IX ACT & HUMAN INH Q1/2,100.00
1801284,FACTOR IX ACT & HUMAN INH Q2/2,96.82
1801285,FACTOR V ACTIVITY CLOTTING Q,35.00
1801286,FACTOR V ACT & HUMAN INHI Q1/2,100.00
1801287,FACTOR V ACT & HUMAN INHI Q2/2,79.00
1801288,FACTOR V (LEIDEN) MUT ANALY Q,83.82
1801289,FACTOR VII ACTIVITY CLOTTING Q,24.56
1801290,FACTOR XI ACTIVITY CLOTTING Q,35.00
1801291,FACTOR XI ACT & HUMAN INH Q1/2,70.00
1801292,FACTOR XI ACT & HUMAN INH Q2/2,70.00
1801293,FACTOR XII ACTIVITY CLOTTING Q,35.00
1801294,"PROTEIN S ANTIGEN, FREE Q",22.00
1801295,"CARNITINE, URINE Q",226.30
1801296,"HEP B VIRUS DNA, QN, RT PCR Q",120.00
1801297,"HEPATITIS A AB,  Q",18.09
1801298,HEPATITIS B CORE AB TOTAL Q,16.53
1801299,PROTHROMBIN FRAGMENT 1.2 Q,135.00
1801300,VON WILLEB AG MULTIMER ANAL Q,173.37
1801301,HEPARIN ANTI XA (LMWH) Q,141.75
1801302,FACTOR VIII INHIB PANEL Q 1/4,28.00
1801303,FACTOR VIII INHIB PANEL Q 2/4,33.00
1801304,FACTOR VIII INHIB PANEL Q 3/4,33.00
1801305,FACTOR VIII INHIB PANEL Q 4/4,33.00
1801306,FACTOR XIII FUNCTIONAL Q,146.00
1801307,FIBRINOGEN ANTIGEN Q,71.00
1801308,HEPATITIS B VIRUS GENOTYPE Q,396.00
1801309,INTERPHASEFISH PER PROBEUM,75.00
1801310,LEGIONELLA PCR AMPL PROBE VC,260.00
1801311,AMINO INTERLEUKIN6Q,120.00
1801312,CMV IGG AVIDITY Q,85.85
1801313,PIK3CA MUTATION Q,250.00
1801314,ACUTE MYELOID LEUKEMIA Q 1/4,236.00
1801315,ACUTE MYELOID LEUKEMIANPM1Q2/4,248.50
1801316,ACUTE MYELOID LEUKEMIA Q 3/4,230.00
1801317,ACUTE MYELOID LEUKEMIA Q 4/4,230.00
1801318,DRUG SCREEN QUANT CLOZAPINE,75.97
1801319,SEASONAL INFLUENZA PCR VC,500.00
1801320,H1N PCR VC,295.00
1801321,C KIT MUTATION KC,"1,263.00"
1801322,MYCOPLASMA/UREAPLASMACULTURE Q,23.40
1801326,"LYSOSOMAL SCREEN,DBS UMCG",143.00
1801327,SUCCINYLACETONE URINE UMCG,223.00
1801328,HSV IGG INDEX 1/2Q,30.00
1801329,HSV IGG INDEX 2/2Q,32.52
1801330,"T4 FREE, DIRECT DIALYSIS Q",21.80
1801331,ARAVA (LEFLUNOMIDE) Q,140.00
1801334,PIK3CA MUTATION UMCG,380.00
1801335,ALLERGY PANEL REGION IV 1/23Q,23.62
1801336,ALLERGY PANEL REGION IV 2/23Q,7.16
1801337,ALLERGY PANEL REGION IV 3/23Q,7.16
1801338,ALLERGY PANEL REGION IV 4/23Q,7.16
1801339,ALLERGY PANEL REGION IV 5/23Q,7.16
1801340,ALLERGY PANEL REGION IV 6/23Q,7.16
1801341,ALLERGY PANEL REGION IV 7/23Q,7.16
1801342,ALLERGY PANEL REGION IV 8/23Q,7.16
1801343,ALLERGY PANEL REGION IV 9/23Q,7.16
1801344,ALLERGY PANEL REGION IV 10/23Q,7.16
1801345,ALLERGY PANEL REGION IV 11/23Q,7.16
1801346,ALLERGY PANEL REGION IV 12/23Q,7.16
1801347,ALLERGY PANEL REGION IV 13/23Q,7.16
1801348,ALLERGY PANEL REGION IV 14/23Q,7.16
1801349,ALLERGY PANEL REGION IV 15/23Q,7.16
1801350,ALLERGY PANEL REGION IV 16/23Q,7.16
1801351,ALLERGY PANEL REGION IV 17/23Q,7.16
1801352,ALLERGY PANEL REGION IV 18/23Q,7.16
1801353,ALLERGY PANEL REGION IV 19/23Q,7.16
1801354,ALLERGY PANEL REGION IV 20/23Q,7.16
1801355,ALLERGY PANEL REGION IV 21/23Q,7.16
1801356,ALLERGY PANEL REGION IV 22/23Q,7.16
1801357,ALLERGY PANEL REGION IV 23/23Q,7.16
1801358,HISTOPLASMA ANTIGEN BLOOD VC,125.00
1801359,THIOPURINE METABOLITES Q,91.80
1801360,ENCEPH AB PANELHSVIGGCSF Q1/14,40.00
1801361,ENCEPH AB PANELHSVIGGCSF Q2/14,48.77
1801362,ENCEPH AB PANEL MUMPSCSF Q3/14,38.00
1801363,ENCEPH AB PANEL MUMPSCSF Q4/14,40.00
1801364,ENCEPH AB PANEL LCMV CSF Q5/14,40.00
1801365,ENCEPH AB PANEL LCMV CSF Q6/14,40.00
1801366,ENCEPH AB PANEL MEASLCSF Q7/14,40.00
1801367,ENCEPH AB PANEL MEASLCSF Q8/14,40.00
1801368,ENCEPH AB PANELVZOST CSF Q9/14,40.00
1801369,ENCEPH AB PANELVZOST CSFQ10/14,40.00
1801370,ENCEPH AB PANEL NILECSF Q11/14,40.00
1801371,ENCEPH AB PANEL NILECSF Q12/14,40.00
1801372,ENCEPH AB PANELHSVIGMCSFQ13/14,40.00
1801373,ENCEPH AB PANELHSVIGMCSFQ14/14,49.00
1801374,FECAL FAT QUALITATIVE Q,14.64
1801375,TETRAHYDROALDOSTERON 24HRURINQ,225.00
1801376,HYDROXICORTISOL FREE 24HRURINQ,229.00
1801377,CORTISONE 24HR URINE Q,200.00
1801378,COMPLEMENT COMPONENT C5 Q,82.24
1801379,CYSTICERCUS AB ELISA SERUM Q,126.70
1801380,CYSTICERCUS AB ELISA CSF Q,62.00
1801381,PORPHYRIN TOTAL PLASMA Q,78.00
1801382,LOCASAMIDE Q,95.00
1801383,FACTOR H Q,55.00
1801384,MYOSITIS ASSESR JO1 AUTOABQ1/8,95.00
1801385,MYOSITIS ASSESR JO1 AUTOABQ2/8,89.00
1801386,MYOSITIS ASSESR JO1 AUTOABQ3/8,89.00
1801387,MYOSITIS ASSESR JO1 AUTOABQ4/8,89.00
1801388,MYOSITIS ASSESR JO1 AUTOABQ5/8,89.00
1801389,MYOSITIS ASSESR JO1 AUTOABQ6/8,89.00
1801390,MYOSITIS ASSESR JO1 AUTOABQ7/8,89.00
1801391,MYOSITIS ASSESR JO1 AUTOABQ8/8,89.00
1801392,VERY LONG CHAIN FATTY ACIDS Q,218.28
1801393,THYROID PEROXIDASE ANTIBODIESQ,75.00
1801394,STONE RISK DIAG PROFILE Q1/12,20.00
1801395,STONE RISK DIAG PROFILE Q2/12,8.27
1801396,STONE RISK DIAG PROFILE Q3/12,38.00
