chg_code,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,Rev Code,chg_amt_1,cpt4_ext_id,gl_stat
2203619,GUIDE PIN EXCHANGE TUBE,10/01/2013 06:51:43:587,A,600,14248,25,smcshane,10/01/2013 06:51:43:587,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,1000,,
2203620,BRACE FRACTURE UPPER EXTREMITY L3980,10/02/2013 08:56:30:087,A,600,14250,25,smcshane,10/02/2013 08:56:30:087,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,274,2445.4,,
2203621,SOCK FRACTURE HUMERAL L3995,10/02/2013 08:56:30:087,A,600,14251,25,smcshane,10/02/2013 08:56:30:087,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,274,293.9,,
2203622,PLATE 1ST RAY 4 HOLE ORTHOLOC,10/03/2013 07:26:12:01,A,600,14255,25,smcshane,10/03/2013 07:26:12:01,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,5620,,
2203623,SCREW LOCKING 2.0 ORTHOLOC,10/03/2013 07:26:12:01,A,600,14256,25,smcshane,10/03/2013 07:26:12:01,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2760,C1713,
2203624,SCREW NON-LOCKING 2.0 ORTHOLOC,10/03/2013 07:26:12:01,A,600,14257,25,smcshane,10/03/2013 07:26:12:01,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1130,C1713,
2203625,"DRAIN ROUND SILICONE 1/8"" 15FR TROCAR",10/03/2013 07:26:12:01,A,600,14258,25,smcshane,10/03/2013 07:26:12:01,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,110.9,,
2203626,SCREW CANC TI 6.5 ZIMMER,10/03/2013 11:55:58:287,A,600,14259,25,smcshane,10/03/2013 11:55:58:287,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1100,C1713,
2203627,JOINT KNEE TOTAL ZIMMER CEMENTED,10/03/2013 11:55:58:287,A,600,14260,25,smcshane,10/03/2013 11:55:58:287,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,50050,,
2203629,TUBE FEEDING JEJUNAL 8.5F TTP BENT TIP,10/04/2013 14:00:55:577,A,600,14261,25,smcshane,10/04/2013 14:00:55:577,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,1404,,
2203630,CATH BILIARY DRAIN 14FR .038X40CM,10/07/2013 06:51:30:16,A,600,14262,25,smcshane,10/07/2013 06:51:30:16,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,738.5,,
2203631,CATH BILIARY DRAIN 10.2FR .038X40CM,10/07/2013 06:51:30:16,A,600,14263,25,smcshane,10/07/2013 06:51:30:16,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,736.7,,
2203632,NAIL HUMERAL 8.5 PICCOLO,10/07/2013 15:30:32:417,A,600,14266,25,smcshane,10/07/2013 15:30:32:417,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,18375,,
2203633,KNEE FEM POSTERIOR AUGMENT #6 TRIATHLON,10/09/2013 07:12:25:357,A,600,14269,25,smcshane,10/09/2013 07:12:25:357,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,9027.1,,
2203634,KNEE TIB INSERT 16MM #5 TRIATHLON,10/09/2013 07:12:25:357,A,600,14270,25,smcshane,10/09/2013 07:12:25:357,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,18151.55,,
2203635,KNEE FEM POSTERIOR AUGMENT #6 -5 TRIATH,10/09/2013 07:12:25:373,A,600,14271,25,smcshane,10/09/2013 07:12:25:373,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8594.95,,
2203637,KNEE FEM COMPONENT TS LT #6 TRIATHLON,10/09/2013 07:12:25:373,A,600,14272,25,smcshane,10/09/2013 07:12:25:373,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,45476.1,,
2203638,KNEE PATELLA ASYMMETRIC A29MM TRIATH,10/09/2013 07:12:25:373,A,600,14273,25,smcshane,10/09/2013 07:12:25:373,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,6688.5,,
2203639,PLATE TIBIAL LCP 3.5X135 6H LT,10/09/2013 07:12:25:373,A,600,14274,25,smcshane,10/09/2013 07:12:25:373,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,10806.25,,
2203640,PLATE FIBULA STRT VARIAX,10/10/2013 13:39:21:607,A,600,14279,25,smcshane,10/10/2013 13:39:21:607,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,4697.4,,
2203641,PLATE COMPRESS 6 HOLE 3.5 STRT DEROYAL,10/15/2013 07:54:28:94,A,600,14280,25,smcshane,10/15/2013 07:54:28:94,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1715.3,,
2203642,HIP FEM STEM EXETER #3 220MM 44 OFFSET,10/17/2013 06:54:27:623,A,600,14281,25,smcshane,10/17/2013 06:54:27:623,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,12245.1,,
2203643,HIP ACETAB HEAD V40 40MM +12 STRYKER,10/17/2013 06:54:27:623,A,600,14282,25,smcshane,10/17/2013 06:54:27:623,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8643.6,,
2203645,SCREW MALLEOLAR 4.5 DEROYAL,10/17/2013 09:22:18:057,A,600,14283,25,smcshane,10/17/2013 09:22:18:057,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,540.15,C1713,
2203646,PLATE RECTANGULAR LCKNG SZ 2 STRYKER,10/17/2013 09:22:18:057,A,600,14284,25,smcshane,10/17/2013 09:22:18:057,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,5765,,
2203647,WIRE GUIDE COPE PMG-18SP-60-COPE-NT,10/17/2013 09:22:18:057,A,600,14285,25,smcshane,10/17/2013 09:22:18:057,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,402.61,,
2203648,ICD VIVA S CRT-D DTBB1D1 (REPL),10/18/2013 10:37:38:85,A,600,14287,25,smcshane,10/18/2013 10:37:38:85,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,275,72000,C1882,
2203649,STIMULATOR BONE PHYSIO-STIM,10/18/2013 13:22:25:363,A,600,14288,25,smcshane,10/18/2013 13:22:25:363,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,15400,,
2203650,SCREW LOCK SLF TAP T25 5.0,10/21/2013 11:54:02:087,A,600,14289,25,smcshane,10/21/2013 11:54:02:087,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1596,C1713,
2203651,KIT ABG SAMPLING,02/11/2013 06:29:58:05,A,600,10492,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/1960 00:00,270,0,,
2203652,KIT EXT FIXATOR TRAUMA LRG SYNTHES,10/21/2013 11:54:02:087,A,600,14290,25,smcshane,10/21/2013 11:54:02:087,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,31281.6,,
2203653,KIT EXT FIXATOR WRIST,10/21/2013 13:46:42:803,A,600,14291,25,smcshane,10/21/2013 13:46:42:803,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,12825,,
2203654,KIT EXT FIXATOR ANKLE ORTHOFIX,10/21/2013 13:46:42:803,A,600,14292,25,smcshane,10/21/2013 13:46:42:803,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,53295,,
2203655,KIT EXT FIXATOR METADIAPHYSEAL ORTHOFIX,10/21/2013 13:46:42:803,A,600,14293,25,smcshane,10/21/2013 13:46:42:803,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,44089.5,,
2203656,KIT STENT PANCREATIC FREEMAN 5FR,10/24/2013 07:19:38:253,A,600,14301,25,smcshane,10/24/2013 07:19:38:253,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,650,,
2203657,KIT STENT BILIARY PIGTAIL 7FR 4CM,10/24/2013 07:19:38:253,A,600,14302,25,smcshane,10/24/2013 07:19:38:253,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,1170,,
2203658,BRACE KNEE HINGED L1820,10/24/2013 07:19:38:253,A,600,14303,25,smcshane,10/24/2013 07:19:38:253,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,274,1246.8,,
2203659,HINGES KNEE BRACE L2385,10/24/2013 07:19:38:253,A,600,14304,25,smcshane,10/24/2013 07:19:38:253,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,274,1082.8,,
2203660,PLATE BROAD LCDCP 4.5 X 10 HOLE,10/25/2013 14:07:18:617,A,600,14307,25,smcshane,10/25/2013 14:07:18:617,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,6935,,
2203661,BREAST IMPLANT NATRELLE 500CC SILICONE,10/29/2013 10:58:31:457,A,600,14309,25,smcshane,10/29/2013 10:58:31:457,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8000,L8600,
2203662,HIP FEMOREAL HEAD 36MM + 4 OXINIUM,10/30/2013 07:15:04:38,A,600,14310,25,smcshane,10/30/2013 07:15:04:38,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,13776,,
2203663,STENT BILIARY ZILVER ZIB6-80-12-60,10/30/2013 07:15:04:38,A,600,14311,25,smcshane,10/30/2013 07:15:04:38,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,9500,,
2203664,CAP LEAD END 5867-3M,10/30/2013 13:42:40:297,A,600,14312,25,smcshane,10/30/2013 13:42:40:297,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,325,,
2203665,GRAFT BODY BIFURCATED BA25-90/116-30,10/30/2013 13:42:40:297,A,600,14313,25,smcshane,10/30/2013 13:42:40:297,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,57900,,
2203666,DEVICE CATH SECUREMENT REVOLUTION,08/14/2013 15:01:54:267,A,600,14011,25,smcshane,08/14/2013 15:01:54:267,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,17/09/2013 00:00,270,156,,
2203667,GRAFT AORTIC EXTEND A34-34/C80-020,10/30/2013 13:42:40:297,A,600,14314,25,smcshane,10/30/2013 13:42:40:297,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,32235,,
2203668,SPINE SCREW SKY VAR ANG 4.5 TI,10/31/2013 07:27:29:063,A,600,14315,25,smcshane,10/31/2013 07:27:29:063,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2100,C1713,
2203670,KIT PICC 5FR POWERLINE W/SECURE CUFF,11/01/2013 13:47:11:303,A,600,14318,25,smcshane,11/01/2013 13:47:11:303,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,3116,,
2203671,HIP FEM STEM RESTORATION HA #10,11/05/2013 07:08:03:427,A,600,14325,25,smcshane,11/05/2013 07:08:03:427,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,44374.05,,
2203672,HIP FEM HEAD 40MM+10 C-TAPER LFIT,11/05/2013 07:08:03:427,A,600,14326,25,smcshane,11/05/2013 07:08:03:427,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8643.6,,
2203673,HIP INSERT POLY 0 DEG TRIDENT X3,11/05/2013 07:08:03:427,A,600,14327,25,smcshane,11/05/2013 07:08:03:427,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2013 00:00,278,8643.6,,
2203674,HIP ACETAB CLUSTER SHELL 52MM E TRIDENT,11/05/2013 07:08:03:427,A,600,14328,25,smcshane,11/05/2013 07:08:03:427,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,7203,,
2203675,CUTTER LINEAR FLEX ECHELON 45 EC45A,11/06/2013 07:22:56:31,A,600,14329,25,smcshane,11/06/2013 07:22:56:31,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,2645.2,,
2203676,CATH DRAIN MULTIPURPOSE 10.2FX25CM,11/06/2013 07:22:56:327,A,600,14330,25,smcshane,11/06/2013 07:22:56:327,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,270,906.23,,
2203678,PLATE T 2.0X18 2 HOLE,11/06/2013 12:56:02:267,A,600,14331,25,smcshane,11/06/2013 12:56:02:267,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8010,,
2203679,SCREW LOCKING 2.4 ORTHOLOC,11/06/2013 12:56:02:267,A,600,14332,25,smcshane,11/06/2013 12:56:02:267,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2760,C1713,
2203680,SCREW NON-LOCKING 2.4 ORTHOLOC,11/06/2013 12:56:02:267,A,600,14333,25,smcshane,11/06/2013 12:56:02:267,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1130,C1713,
2203681,BRACE BACK MIAMI BELT L0637,11/06/2013 12:56:02:267,A,600,14334,25,smcshane,11/06/2013 12:56:02:267,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,274,2622.2,,
2203682,ICD PROTECTA XT VR D314VRG (REPL),11/08/2013 11:02:24:607,A,600,14335,25,smcshane,11/08/2013 11:02:24:607,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,275,87500,C1722,
2203683,HIP FEM HEAD 40MM+0 C-TAPER LFIT,11/13/2013 11:21:34:68,A,600,14336,25,smcshane,11/13/2013 11:21:34:68,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8643.6,,
2203684,SCREW GAP PLATE 6.5,11/13/2013 11:21:34:68,A,600,14337,25,smcshane,11/13/2013 11:21:34:68,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1420,,
2203686,HIP ACETAB SHELL GAP II 52MM RIGHT,11/13/2013 11:21:34:68,A,600,14338,25,smcshane,11/13/2013 11:21:34:68,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,23753.66,,
2203687,KNEE TIBIAL INSERT REV,11/14/2013 13:54:22:893,A,600,14347,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,18200,,
2203688,KNEE FEM SPACER DIST ASM SZ2,11/14/2013 13:54:22:893,A,600,14348,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,10675,,
2203689,KNEE FEM SPACER POST ASM SZ 2,11/14/2013 13:54:22:893,A,600,14349,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,10675,,
2203690,KNEE VALGUS BUSHING 5 DEG REV,11/14/2013 13:54:22:893,A,600,14350,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,5750,,
22036905,DELETED CHARGE INACTIVATED NOT USED,04/15/2014 07:29:54:363,A,600,14651,25,smcshane,04/15/2014 07:29:54:363,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,15/04/2014 00:00,278,0,,
2203691,KNEE FEM/TIB STEM 14MM X 80MM,11/14/2013 13:54:22:893,A,600,14351,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,11725,,
2203692,KNEE TIBIAL TRAY ASM MOD,11/14/2013 13:54:22:893,A,600,14352,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,28175,,
2203694,KNEE FEM STEM CMNTD REV,11/14/2013 13:54:22:893,A,600,14353,25,smcshane,11/14/2013 13:54:22:893,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,57925,,
2203695,BONE ACETABULUM RIGHT,11/14/2013 14:51:05:687,A,600,14354,25,smcshane,11/14/2013 14:51:05:687,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,20972,,
2203696,SCREW BONE SELF-TAP 6.5 ZIMMER,11/19/2013 07:19:20:037,A,600,14355,25,smcshane,11/19/2013 07:19:20:037,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1100,,
2203697,HIP SHELL ACETAB CONTINNUM,11/19/2013 07:19:20:037,A,600,14356,25,smcshane,11/19/2013 07:19:20:037,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,18200,,
2203698,HIP LINER ACETAB CONTINUUM ELEVATED,11/19/2013 07:19:20:037,A,600,14357,25,smcshane,11/19/2013 07:19:20:037,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8750,,
2203699,HIP FEM STEM WAGNER,11/19/2013 07:19:20:037,A,600,14358,25,smcshane,11/19/2013 07:19:20:037,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,42451.5,,
2203700,HIP FEM HEAD CPT 12/14 COCR,11/19/2013 07:19:20:037,A,600,14359,25,smcshane,11/19/2013 07:19:20:037,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,7250,,
2203702,SPACER KNEE INTERSPACE,11/20/2013 14:34:32:447,A,600,14361,25,smcshane,11/20/2013 14:34:32:447,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,26740,,
2203703,SPINE PLATE ATLANTIS VISION 77.5MM,12/02/2013 15:18:51:12,A,600,14365,25,smcshane,12/02/2013 15:18:51:12,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,14599.2,,
2203704,SPINE SCREW ATLANTIS FIX ANG 4.0X16,12/02/2013 15:18:51:12,A,600,14366,25,smcshane,12/02/2013 15:18:51:12,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2559.2,C1713,
2203705,NAIL TIBIAL T2 9x330MM,12/02/2013 15:18:51:12,A,600,14367,25,smcshane,12/02/2013 15:18:51:12,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,10803.1,,
2203706,SPINE CABLE DBL W/CRIMP ATLAS,12/05/2013 09:43:47:52,A,600,14368,25,smcshane,12/05/2013 09:43:47:52,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,5816,,
2203707,SHOULDER TSS PRIMARY BODY INTEGRA,12/05/2013 09:43:47:52,A,600,14369,25,smcshane,12/05/2013 09:43:47:52,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,15120,,
2203708,SHOULDER BODY SCREW INTEGRA,12/05/2013 09:43:47:52,A,600,14370,25,smcshane,12/05/2013 09:43:47:52,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1870,C1713,
2203709,SHOULDER TSS PRESS FIT STEM INTEGRA,12/05/2013 09:43:47:52,A,600,14371,25,smcshane,12/05/2013 09:43:47:52,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,14700,,
2203710,SCREW CORT SLF TAP 4.5 UPEX,12/05/2013 09:43:47:537,A,600,14372,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1350,C1713,
2203711,SCREW CORT SLF TAP LOCKING 4.5 UPEX,12/05/2013 09:43:47:537,A,600,14373,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2700,C1713,
2203712,SCREW PEG 4.5 UPEX,12/05/2013 09:43:47:537,A,600,14374,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1840,C1713,
2203713,PLATE HUMERAL UPEX,12/05/2013 09:43:47:537,A,600,14375,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,11305,,
2203714,PLATE FIBULA DISTAL 4 HOLE CARBOFIX,12/05/2013 09:43:47:537,A,600,14376,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,9500,,
2203715,SCREW NON LOCKING 3.5 CARBOFIX,12/05/2013 09:43:47:537,A,600,14377,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,900,C1713,
2203716,SCREW LOCKING 2.7 CARBOFIX,12/05/2013 09:43:47:537,A,600,14378,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1850,C1713,
2203717,PENILE ACC KIT AMS 800,12/05/2013 09:43:47:537,A,600,14379,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,272,4900,,
2203718,PENILE CUFF WITH IZ AMS800,12/05/2013 09:43:47:537,A,600,14942,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/07/2014 00:00,278,30800,C1815,
2203720,PENILE PRESSURE REG BALLOON,12/05/2013 09:43:47:537,A,600,14943,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/07/2014 00:00,278,15050,C1815,
2203721,PENILE CONTROL PUMP WITH IZ AMS800,12/05/2013 09:43:47:537,A,600,14944,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/07/2014 00:00,278,31500,C1815,
2203722,PLATE CLAVICLE LOCKING SZ 2 RT UPEX,12/05/2013 09:43:47:537,A,600,14383,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,11550,,
2203723,SPINE SCREW VERTEX TI SELECT 3.5,12/05/2013 09:43:47:537,A,600,14384,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8103.2,C1713,
2203724,SPINE SCREW VERTEX TI SELECT 4.0,12/05/2013 09:43:47:537,A,600,14385,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8103.2,C1713,
2203725,SPINE ROD VERTEX SELECT 3.5 PREBENT,12/05/2013 09:43:47:537,A,600,14386,25,smcshane,12/05/2013 09:43:47:537,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,4800,,
2203726,SCREW LOCKING 4.0 DEROYAL,12/05/2013 11:09:13:96,A,600,14388,25,smcshane,12/05/2013 11:09:13:96,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1850,C1713,
2203728,SCREW LOCKING 5.0 DEROYAL,12/05/2013 11:09:13:96,A,600,14389,25,smcshane,12/05/2013 11:09:13:96,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,1880,C1713,
2203729,PLATE T LOCKING 4.5 8H 117MM DEROYAL,12/05/2013 11:09:13:96,A,600,14390,25,smcshane,12/05/2013 11:09:13:96,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,7238,,
2203730,PLATE T LOCKING 4.5 6H 11MM DEROYAL,12/05/2013 11:09:13:96,A,600,14391,25,smcshane,12/05/2013 11:09:13:96,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,8960,,
2203731,PORT ACCESS 15MMX150MM GENILOOK,12/06/2013 13:27:59:683,A,600,14392,25,smcshane,12/06/2013 13:27:59:683,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,272,430,,
2203732,STENT BILIARY ZILVER ZIB6-80-12-40,12/09/2013 13:29:59:343,A,600,14393,25,smcshane,12/09/2013 13:29:59:343,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,9500,,
2203733,ICD FORTIFY ASSURA DR CD2357-40Q SYSTM,12/10/2013 10:47:09:323,A,600,14394,25,smcshane,12/10/2013 10:47:09:323,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,275,66000,C1721,
2203734,STENT I-CAST COVERED 7X16X120,12/11/2013 07:38:12:62,A,600,14395,25,smcshane,12/11/2013 07:38:12:62,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,16026.5,,
2203735,SCREW CANNULATED 7.0 W/HEX SCKT,10/30/2017 11:08:12:347,A,600,17542,25,smcshane,10/30/2017 11:08:12:347,Unassigned,HEMET VALLEY MEDICAL CENTER,4470,,14791,Charge,01/01/2010 00:00,278,2123.45,C1713,
