Saint Louise Regional Hospital #106434138,,,,,
SLRH Dept#,Charge Number,Description, 06/01/18 Default Price , 06/01/18 Outpatient Price , 06/01/18 ER price 
77100,9407842,LEVALBUTEROL TAR 45MCG/15G INH, $527.00 , $527.00 , $527.00 
70102,1201532,LEVEL 1 INFUSION TUBING (51-100), $272.00 , $272.00 , $272.00 
75200,0500363,LEVEL I SURGICAL PATHG/ROSS EXAM, $157.00 , $157.00 , $157.00 
75200,0500371,LEVEL II SURGICAL PATH/GROSS/MICRO, $303.00 , $303.00 , $303.00 
75200,0500389,LEVEL III SURGICAL PATH/GROSS/MICRO, $361.00 , $361.00 , $361.00 
75008,0118075,LEVEL IV SURG PATH/GROSS/MICRO [NG, $55.00 , $55.00 , $55.00 
75000,0117770,LEVEL IV SURGICAL PATH/GROSS/MICRO, $507.00 , $507.00 , $507.00 
75200,0500397,LEVEL IV SURGICAL PATH/GROSS/MICRO, $507.00 , $507.00 , $507.00 
75200,0500405,LEVEL V SURGICAL PATH/GROSS/MICRO, $526.00 , $526.00 , $526.00 
75200,0500413,LEVEL VI SURGICAL PATH/GROSS/MICRO, $877.00 , $877.00 , $877.00 
77100,9463183,LEVETIRACETAM 1000MG/100ML PREMX, $415.00 , $415.00 , $415.00 
77100,9463225,LEVETIRACETAM 1500MG/100ML PREMX, $605.00 , $605.00 , $605.00 
77100,9416405,LEVETIRACETAM 250MG TABLET, $34.00 , $34.00 , $34.00 
77100,9416413,LEVETIRACETAM 500MG TABLET, $33.00 , $33.00 , $33.00 
77100,9463217,LEVETIRACETAM 500MG/100ML PREMIX, $262.00 , $262.00 , $262.00 
77100,9403643,LEVETIRACETAM 500MG/5ML INJ, $310.00 , $310.00 , $310.00 
77100,9416470,LEVOFLOXACIN 250MG TABLET, $71.00 , $71.00 , $71.00 
77100,9403676,LEVOFLOXACIN 250MG/50ML INJ, $185.00 , $185.00 , $185.00 
70832,5501770,LEVOFLOXACIN 500MG TAB, $3.00 , $3.00 , $3.00 
77100,9416488,LEVOFLOXACIN 500MG TABLET, $143.00 , $143.00 , $143.00 
77100,9403692,LEVOFLOXACIN 500MG/100ML INJ, $137.00 , $137.00 , $137.00 
77100,9403684,LEVOFLOXACIN 500MG/20ML INJ, $332.00 , $332.00 , $332.00 
77100,9403700,LEVOFLOXACIN 750MG/150ML INJ, $142.00 , $142.00 , $142.00 
77100,9455965,LEVOTHYROXINE 100 MCG INJECTION, $481.00 , $481.00 , $481.00 
77100,9416520,LEVOTHYROXINE 100MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9416538,LEVOTHYROXINE 112MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9416546,LEVOTHYROXINE 125MCG TABLET, $14.00 , $14.00 , $14.00 
77100,9416561,LEVOTHYROXINE 150MCG TABLET, $14.00 , $14.00 , $14.00 
77100,9416587,LEVOTHYROXINE 200MCG TABLET, $17.00 , $17.00 , $17.00 
77100,9416595,LEVOTHYROXINE 25MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9416611,LEVOTHYROXINE 50MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9416629,LEVOTHYROXINE 75MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9416637,LEVOTHYROXINE 88MCG TABLET, $13.00 , $13.00 , $13.00 
77100,9427055,LID 1%-EPI 1:100K INJ 30ML, $43.00 , $43.00 , $43.00 
77100,9426883,LIDO 0.5%-EPI 1:200K INJ 50ML, $62.00 , $62.00 , $62.00 
70832,5501788,LIDO 1%+EPI 1:100000 30ML INJ, $9.00 , $9.00 , $9.00 
77100,9401548,LIDO 2%-EPI 1:200K PF 20ML AMP, $127.00 , $127.00 , $127.00 
77100,9426958,LIDOCAINE 0.5% 50ML MPF INJ, $107.00 , $107.00 , $107.00 
77100,9459603,LIDOCAINE 1% 10ML INJ, $37.00 , $37.00 , $37.00 
70832,5501796,LIDOCAINE 1% 20ML INJ, $4.00 , $4.00 , $4.00 
77100,9427022,LIDOCAINE 1% 5ML MPF INJ, $42.00 , $42.00 , $42.00 
77100,9426966,LIDOCAINE 1% INJ 20ML MDV, $29.00 , $29.00 , $29.00 
77100,9427006,LIDOCAINE 1% INJECTION 50ML, $38.00 , $38.00 , $38.00 
77100,9426990,LIDOCAINE 1% PF INJECTION 30ML, $38.00 , $38.00 , $38.00 
77100,9427048,LIDOCAINE 1%-EPI 1:100000 20ML, $35.00 , $35.00 , $35.00 
77100,9427063,LIDOCAINE 1%-EPI 1:100000 50ML, $44.00 , $44.00 , $44.00 
77100,9427113,LIDOCAINE 2% 10ML INJECTION MDV, $44.00 , $44.00 , $44.00 
77100,9427170,LIDOCAINE 2% 5ML MPF INJ, $43.00 , $43.00 , $43.00 
77100,9427188,LIDOCAINE 2% 5ML SYRINGE, $46.00 , $46.00 , $46.00 
70832,5501812,LIDOCAINE 2% INJECTION 20ML, $6.00 , $6.00 , $6.00 
77100,9427121,LIDOCAINE 2% INJECTION 20ML, $33.00 , $33.00 , $33.00 
77100,9427154,LIDOCAINE 2% INJECTION 50ML, $39.00 , $39.00 , $39.00 
77100,9416652,LIDOCAINE 2% JEL 20ML, $82.00 , $82.00 , $82.00 
77100,9401217,LIDOCAINE 2% PF INJ 10ML AMP, $40.00 , $40.00 , $40.00 
77100,9416660,LIDOCAINE 2% TOP JEL 30ML, $125.00 , $125.00 , $125.00 
77100,9416678,LIDOCAINE 2% TOP JEL 5ML, $65.00 , $65.00 , $65.00 
77100,9427196,LIDOCAINE 2%-EPI 1:100000 20ML, $46.00 , $46.00 , $46.00 
77100,9416686,LIDOCAINE 4% DRESSING 5G, $354.00 , $354.00 , $354.00 
77100,9427303,LIDOCAINE 4MG/ML D5W INJ 500ML, $191.00 , $191.00 , $191.00 
77100,9416702,LIDOCAINE 5% PATCH, $64.00 , $64.00 , $64.00 
77100,9427345,LIDOCAINE VISCOUS 2% SOL 100ML, $32.00 , $32.00 , $32.00 
77100,9427360,LIDOCAINE VISCOUS 2% SOL 20ML, $19.00 , $19.00 , $19.00 
70832,5501804,LIDOCAINE VISCOUS 2% SOL 20ML, $20.00 , $20.00 , $20.00 
77100,9458126,LIDO-MAALOX-BENADRYL 5ML SOLN, $15.00 , $15.00 , $15.00 
77100,9458134,LIDO-MAALOX-DONNATAL 30ML SOLN, $205.00 , $205.00 , $205.00 
74202,1815422,LIGASURE ENDOSCOPIC HANDPIECE," $1,403.00 "," $1,403.00 "," $1,403.00 "
74202,1816511,LIGASURE ENDOSCOPIC HANDPIECE," $1,530.00 "," $1,530.00 "," $1,530.00 "
74202,1815448,LIGATOR ENDO ESOPHAGEAL, $677.00 , $677.00 , $677.00 
74202,1820273,LINE MINIBORE EXTENSION, $33.00 , $33.00 , $33.00 
74700,0407288,LINER SUCT 1500ML W/SHUT OFF, $173.00 , $173.00 , $77.00 
77100,9416736,LINEZOLID 600MG TABLET, $829.00 , $829.00 , $829.00 
77100,9403759,LINEZOLID 600MG/300ML INJ, $866.00 , $866.00 , $866.00 
75000,0101196,LIPID PANEL, $430.00 , $134.00 , $430.00 
75008,0110205,LIPOPROTEIN BLD HR FRACT/QUANT [AP, $27.02 , $27.02 , $27.02 
75000,0110338,LIPOPROTEIN MEAS LDL CHOLESTEROL, $228.00 , $228.00 , $228.00 
77100,9455999,LIP-PROT-AMYL 5-17-27 UN DR CAP, $14.00 , $14.00 , $14.00 
77100,9456377,"LIP-PROT-AMYL 6-19-30,000CAP", $22.00 , $22.00 , $22.00 
76302,0304303,LIQ E-Z PAQUE 600MG/ML SUSP 355ML, $116.00 , $116.00 , $116.00 
76302,0304329,LIQ POLIBAR + 1.05G/ML SUSP 1900ML, $135.00 , $135.00 , $135.00 
77100,9416777,LISINOPRIL 10MG TABLET, $17.00 , $17.00 , $17.00 
77100,9416793,LISINOPRIL 20MG TABLET, $18.00 , $18.00 , $18.00 
77100,9416801,LISINOPRIL 5MG TABLET, $17.00 , $17.00 , $17.00 
77100,9416827,LITHIUM CARBONATE 300MG CAP, $12.00 , $12.00 , $12.00 
77100,9416843,LITHIUM CARBONATE 300MG TABLET, $12.00 , $12.00 , $12.00 
74202,1815455,LMA FAST TRACK," $1,472.00 "," $1,472.00 "," $1,472.00 "
74202,1806512,LMA LARYNGEAL MASK AIRWAY, $43.00 , $43.00 , $43.00 
77100,9416926,LOMOTIL 2.5-0.025MG TABLET, $20.00 , $20.00 , $20.00 
74700,0407346,LOOP IV, $119.00 , $119.00 , $44.17 
77100,9456203,"LOPERAMIDE 1MG/5ML ORAL SOL, 5ML", $18.00 , $18.00 , $18.00 
77100,9416991,LOPERAMIDE 2MG CAPSULE, $15.00 , $15.00 , $15.00 
77100,9417007,LORATADINE 10MG TABLET, $16.00 , $16.00 , $16.00 
77100,9417023,LORAZEPAM 0.5MG TABLET, $22.00 , $22.00 , $22.00 
77100,9417031,LORAZEPAM 1MG TABLET, $23.00 , $23.00 , $23.00 
77100,9403767,LORAZEPAM 20MG/10ML INJECTION, $95.00 , $95.00 , $95.00 
77100,9403775,LORAZEPAM 2MG/1ML INJECTION, $46.00 , $46.00 , $46.00 
77100,9417072,LOSARTAN 25MG TABLET, $22.00 , $22.00 , $22.00 
77100,9417080,LOSARTAN 50MG TABLET, $26.00 , $26.00 , $26.00 
77100,9432949,LOVAZA 1 G CAPSULE, $21.00 , $21.00 , $21.00 
77100,9417163,LUBIPROSTONE 24MCG CAPSULE, $41.00 , $41.00 , $41.00 
77100,9447780,LUBRICANT OPHTH OINTMENT 3.5G, $35.00 , $35.00 , $35.00 
77100,9417171,LUGOL'S SOLUTION 15ML, $156.00 , $156.00 , $156.00 
77100,9427394,LVP D5W-KCL 20MEQ 1L INJECTION, $52.00 , $52.00 , $52.00 
76500,0700302,LYMPHATICS AND LYMPH NODES IMAGING," $4,057.00 "," $4,057.00 "," $4,057.00 "
77100,9430398,MACROBID 100MG CAPSULE, $27.00 , $27.00 , $27.00 
70832,5501853,MAG/ALUM HYDROX 30ML UD, $3.00 , $3.00 , $3.00 
77100,9417254,MAGNESIUM 64MG EC TABLET, $12.00 , $12.00 , $12.00 
77100,9417288,MAGNESIUM OXIDE 400MG TABLET, $12.00 , $12.00 , $12.00 
77100,9404435,MAGNESIUM SULF 4G/100ML INJ, $84.00 , $84.00 , $84.00 
77100,9404450,MAGNESIUM SULF 8.12MEQ/2ML INJ, $26.00 , $26.00 , $26.00 
77100,9404476,MAGNESIUM SULFATE 1G/100ML INJ, $81.00 , $81.00 , $81.00 
77100,9404484,MAGNESIUM SULFATE 1G/2ML INJ, $29.00 , $29.00 , $29.00 
77100,9404492,MAGNESIUM SULFATE 2G/50ML INJ, $87.00 , $87.00 , $87.00 
77100,9404518,MAGNESIUM SULFATE 5G/10ML INJ, $29.00 , $29.00 , $29.00 
76301,0381277,MAMMO GUIDE BREAST DEV 1ST LSN," $4,418.00 "," $4,418.00 "," $4,418.00 "
74202,1815471,MAMMOSITE," $8,470.00 "," $8,470.00 "," $8,470.00 "
74202,1821909,MAMMOSITE RADIATION TX SYS," $7,350.00 "," $7,350.00 "," $7,350.00 "
74202,1807379,MANIPULATOR (11-50), $263.00 , $263.00 , $263.00 
74202,1804061,MANIPULATOR (51-100), $272.00 , $272.00 , $272.00 
77100,9403825,MANNITOL 20% 500ML INJECTION, $158.00 , $158.00 , $158.00 
77100,9403833,MANNITOL 25% 50ML INJ VIAL, $43.00 , $43.00 , $43.00 
77900,4600284,MANUAL THERAPY OT (15), $269.00 , $269.00 , $269.00 
77700,0600601,MANUAL THERAPY:15MIN, $269.00 , $269.00 , $269.00 
74202,1815489,MARKER SPOT ENDOSCOPY, $602.00 , $602.00 , $602.00 
75008,0110247,MASS SPECTROMETRY QUAL/QUAN EA [AL, $19.75 , $19.75 , $19.75 
77200,2901429,MAX BREATH CAPACITY -MAX VOL VENT, $568.00 , $568.00 , $568.00 
77100,9417320,MAXITROL OPHTH OINT 3.5G, $316.00 , $316.00 , $316.00 
77100,9417338,MAXITROL OPHTH SUSP 5ML, $147.00 , $147.00 , $147.00 
70830,5500301,MCAL PRO FEE LEVEL 1 EST, $48.00 , $48.00 , $48.00 
70839,5500202,MCAL PRO FEE LEVEL 1 NEW, $46.00 , $46.00 , $46.00 
70839,5500327,MCAL PRO FEE LEVEL 2 EST, $72.00 , $72.00 , $72.00 
70839,5500228,MCAL PRO FEE LEVEL 2 NEW, $137.00 , $137.00 , $137.00 
70839,5500343,MCAL PRO FEE LEVEL 3 EST, $96.00 , $96.00 , $96.00 
70839,5500244,MCAL PRO FEE LEVEL 3 NEW, $229.00 , $229.00 , $229.00 
70839,5500368,MCAL PRO FEE LEVEL 4 EST, $150.00 , $150.00 , $150.00 
77800,3602455,MC-GRP SPCH/LANG THERAPY-15 MIN, $150.00 , $150.00 , $150.00 
77800,3602463,MC-GRP SPCH/LANG THERAPY-30 MIN, $300.00 , $300.00 , $300.00 
77800,3602471,MC-GRP SPCH/LANG THERAPY-45 MIN, $450.00 , $450.00 , $450.00 
77800,3602489,MC-GRP SPCH/LANG THERAPY-60 MIN, $600.00 , $600.00 , $600.00 
77800,3602422,MC-INDV SPCH/LANG THERAPY EA 30 MIN, $599.00 , $599.00 , $599.00 
77800,3602109,MC-LANGUAGE EVAL -30 MIN, $914.00 , $914.00 , $914.00 
77800,3602125,MC-LANGUAGE EVAL -60 MIN," $1,531.00 "," $1,531.00 "," $1,531.00 "
77800,3602356,MC-LANGUAGE EVAL -90 MIN," $2,204.00 "," $2,204.00 "," $2,204.00 "
77800,3602372,MC-SPEECH EVAL -30 MIN, $914.00 , $914.00 , $914.00 
77800,3602380,MC-SPEECH EVAL -45 MIN," $1,346.00 "," $1,346.00 "," $1,346.00 "
77800,3602398,MC-SPEECH EVAL -60 MIN," $1,531.00 "," $1,531.00 "," $1,531.00 "
77800,3602406,MC-SPEECH EVAL -75 MIN," $1,837.00 "," $1,837.00 "," $1,837.00 "
77800,3602414,MC-SPEECH EVAL -90 MIN," $2,204.00 "," $2,204.00 "," $2,204.00 "
77800,3602497,MC-SPEECH THRPY ADDL TO EVAL-1 HR, $742.00 , $742.00 , $742.00 
70832,5501861,MECLIZINE 12.5MG TABLET, $3.00 , $3.00 , $3.00 
77100,9417361,MECLIZINE 12.5MG TABLET, $15.00 , $15.00 , $15.00 
77100,9417387,MECLIZINE 25MG TABLET, $17.00 , $17.00 , $17.00 
78700,1100007,MED NUTRITION INITL 1 PT EA 15 MIN, $106.00 , $106.00 , $106.00 
78700,1100015,MED NUTRITION SUBSEQ 1 PT EA 15 MIN, $96.00 , $96.00 , $96.00 
61795,4001178,MED/SUR OBS DIRECT ADMIT, $298.00 , $298.00 , $298.00 
61798,4001186,MED/SUR OBSERVATION: HOURS, $298.00 , $298.00 , $298.00 
76802,5700745,MEDRAD STELLANT CT SYRINGE KIT, $39.00 , $39.00 , $39.00 
77100,9417429,MEDROXYPROGESTERONE 10MG TAB, $14.00 , $14.00 , $14.00 
77100,9408691,MEGESTROL 40MG TABLET, $47.00 , $47.00 , $47.00 
77100,9408717,MEGESTROL 40MG/ML SUSP 10ML, $68.00 , $68.00 , $68.00 
77100,9446972,MELATONIN 3MG TABLET, $11.00 , $11.00 , $11.00 
77100,9461666,MEMANTINE 28MG XR CAP, $101.00 , $101.00 , $101.00 
77100,9417502,MEMANTINE 5MG TABLET, $37.00 , $37.00 , $37.00 
77100,9403858,MEPERIDINE 100MG/1ML INJ SYR, $49.00 , $49.00 , $49.00 
77100,9403882,MEPERIDINE 25MG/1ML INJ SYR, $48.00 , $48.00 , $48.00 
77100,9417569,MEPERIDINE 50MG TABLET, $22.00 , $22.00 , $22.00 
77100,9403908,MEPERIDINE 50MG/1ML INJ SYR, $48.00 , $48.00 , $48.00 
77100,9403916,MEPERIDINE 75MG/1ML INJ SYR, $48.00 , $48.00 , $48.00 
77100,9408766,MERCAPTOPURINE 50MG TABLET, $67.00 , $67.00 , $67.00 
77100,9403924,MEROPENEM 1000MG INJECTION, $512.00 , $512.00 , $512.00 
77100,9403932,MEROPENEM 500MG INJECTION, $266.00 , $266.00 , $266.00 
77100,9417635,MESALAMINE 1G SUPPOSITORY, $114.00 , $114.00 , $114.00 
77100,9458928,MESALAMINE 400MG DR CAPSULE, $34.00 , $34.00 , $34.00 
77100,9417668,MESALAMINE 4G/60ML ENEMA, $180.00 , $180.00 , $180.00 
74202,1819549,MESH IMPLANT (1001-1500)," $4,483.00 "," $4,483.00 "," $4,483.00 "
74202,1805720,MESH IMPLANT (101-150), $451.00 , $451.00 , $451.00 
74202,1809425,MESH IMPLANT (11-50), $263.00 , $263.00 , $263.00 
74202,1820943,MESH IMPLANT (12001-14000)," $41,603.00 "," $41,603.00 "," $41,603.00 "
74202,1800754,MESH IMPLANT (151-200), $631.00 , $631.00 , $631.00 
74202,1818459,MESH IMPLANT (201-250), $810.00 , $810.00 , $810.00 
74202,1804012,MESH IMPLANT (2501-3500)," $10,755.00 "," $10,755.00 "," $10,755.00 "
74202,1805704,MESH IMPLANT (251-500)," $1,347.00 "," $1,347.00 "," $1,347.00 "
74202,1800721,MESH IMPLANT (3501-4500)," $12,803.00 "," $12,803.00 "," $12,803.00 "
74202,1824077,MESH IMPLANT (4501-5500)," $16,003.00 "," $16,003.00 "," $16,003.00 "
74202,1805696,MESH IMPLANT (501-750)," $2,243.00 "," $2,243.00 "," $2,243.00 "
74202,1800747,MESH IMPLANT (51-100), $272.00 , $272.00 , $272.00 
74202,1810142,MESH IMPLANT (751-1000)," $3,139.00 "," $3,139.00 "," $3,139.00 "
77202,2900587,METANEB CIRCUIT SYS (51-100), $272.00 , $272.00 , $272.00 
77100,9417734,METFORMIN 1G TABLET, $22.00 , $22.00 , $22.00 
77100,9417742,METFORMIN 500MG ER TABLET, $15.00 , $15.00 , $15.00 
77100,9417759,METFORMIN 500MG TABLET, $16.00 , $16.00 , $16.00 
77100,9417767,METFORMIN 850MG TABLET, $19.00 , $19.00 , $19.00 
77100,9417775,METHADONE 10MG TABLET, $20.00 , $20.00 , $20.00 
77100,9417841,METHADONE 5MG TABLET, $19.00 , $19.00 , $19.00 
77100,9417890,METHIMAZOLE 5MG TABLET, $14.00 , $14.00 , $14.00 
77100,9417908,METHOCARBAMOL 500MG TABLET, $13.00 , $13.00 , $13.00 
77100,9405036,METHOTREXATE 2.5MG TABLET, $66.00 , $66.00 , $66.00 
77100,9405770,METHOTREXATE 250MG/10ML PF INJ, $141.00 , $141.00 , $141.00 
70832,5503396,METHYLCELLULOSE 150MG TOP PWD, $16.00 , $16.00 , $16.00 
77100,9458225,METHYLCELLULOSE 150MG TOP PWD, $56.00 , $56.00 , $56.00 
77100,9417973,METHYLDOPA 250MG TABLET, $13.00 , $13.00 , $13.00 
77100,9400029,METHYLENE BLUE 1% 1ML INJ, $74.00 , $74.00 , $74.00 
77100,9417999,METHYLERGONOVINE 0.2MG TABLET, $20.00 , $20.00 , $20.00 
77100,9403940,METHYLERGONOVINE 0.2MG/1ML INJ, $73.00 , $73.00 , $73.00 
77100,9408006,METHYLNALTREXONE 12MG INJ, $406.00 , $406.00 , $406.00 
70832,5501879,METHYLPRED ACET 80MG INJ, $41.00 , $41.00 , $41.00 
70832,5501887,METHYLPRED NA 125MG INJ, $16.00 , $16.00 , $16.00 
77100,9448457,METHYLPREDNISOLONE 1000MG INJ, $250.00 , $250.00 , $250.00 
77100,9404120,METHYLPREDNISOLONE 125MG INJ, $43.00 , $43.00 , $43.00 
77100,9401902,METHYLPREDNISOLONE 40MG INJ, $34.00 , $34.00 , $34.00 
77100,9404757,METHYLPREDNISOLONE 4MG TABLET, $21.00 , $21.00 , $21.00 
77100,9404146,METHYLPREDNISOLONE 500MG INJ, $113.00 , $113.00 , $113.00 
77100,9428509,METOCLOPRAMIDE 10MG TABLET, $13.00 , $13.00 , $13.00 
77100,9428038,METOCLOPRAMIDE 10MG/2ML INJ, $24.00 , $24.00 , $24.00 
77100,9428178,METOCLOPRAMIDE 1MG/ML SOL 10ML, $18.00 , $18.00 , $18.00 
77100,9428517,METOCLOPRAMIDE 5MG TABLET, $13.00 , $13.00 , $13.00 
77100,9428533,METOLAZONE 2.5MG TABLET, $21.00 , $21.00 , $21.00 
77100,9428541,METOLAZONE 5MG TABLET, $22.00 , $22.00 , $22.00 
77100,9428574,METOPROLOL 25MG ER TABLET, $19.00 , $19.00 , $19.00 
77100,9428608,METOPROLOL 25MG TABLET, $12.00 , $12.00 , $12.00 
77100,9428582,METOPROLOL 50MG ER TABLET, $19.00 , $19.00 , $19.00 
77100,9428616,METOPROLOL 50MG TABLET, $19.00 , $19.00 , $19.00 
77100,9428186,METOPROLOL 5MG/5ML INJECTION, $42.00 , $42.00 , $42.00 
77100,9428681,METRONIDAZOLE 0.75% VAGGEL 70G, $469.00 , $469.00 , $469.00 
77100,9428632,METRONIDAZOLE 250MG TABLET, $15.00 , $15.00 , $15.00 
77100,9428640,METRONIDAZOLE 500MG TABLET, $16.00 , $16.00 , $16.00 
77100,9428228,METRONIDAZOLE 500MG/100ML INJ, $54.00 , $54.00 , $54.00 
77100,9428202,METRONIDAZOLE 750MG/150ML INJ, $78.00 , $78.00 , $78.00 
77100,9428699,MEXILETINE 150MG CAPSULE, $17.00 , $17.00 , $17.00 
75008,0118703,MGMT GENE METHYLATION ANALYSIS [NG, $406.00 , $406.00 , $406.00 
77100,9449356,MICAFUNGIN 100MG INJ," $1,590.00 "," $1,590.00 "," $1,590.00 "
77100,9455395,MICONAZOLE 100MG VAG SUPP, $22.00 , $22.00 , $22.00 
74700,0420349,MICROMATRIX PWDR 100MG," $1,144.00 "," $1,144.00 "," $1,144.00 "
75008,0118729,MICROSATELLITE INSTAB ANALYSIS [NG, $465.00 , $465.00 , $465.00 
75008,0107417,MICROSOMAL ANTIBODIES EA [AP, $13.16 , $13.16 , $13.16 
77100,9427592,MIDAZOLAM 10MG/2ML INJECTION, $85.00 , $85.00 , $85.00 
77100,9430869,MIDAZOLAM 10MG/5ML SYRUP, $54.00 , $54.00 , $54.00 
77100,9427550,MIDAZOLAM 2MG/2ML INJ, $43.00 , $43.00 , $43.00 
77100,9427584,MIDAZOLAM 50MG/10ML INJECTION, $122.00 , $122.00 , $122.00 
77100,9427568,MIDAZOLAM 5MG/5ML INJ, $50.00 , $50.00 , $50.00 
77100,9428863,MIDODRINE 2.5MG TABLET, $29.00 , $29.00 , $29.00 
77100,9428871,MIDODRINE 5MG TABLET, $29.00 , $29.00 , $29.00 
77100,9418138,MILK OF MAG ORAL SUSP 30ML, $13.00 , $13.00 , $13.00 
77100,9427642,MILRINONE 20MG/20ML INJECTION, $101.00 , $101.00 , $101.00 
77100,9428947,MINERAL OIL ENEMA 133ML, $24.00 , $24.00 , $24.00 
77100,9428905,MINERAL OIL LIGHT TOPICAL 10ML, $76.00 , $76.00 , $76.00 
77100,9428970,MINOCYCLINE 100MG CAPSULE, $22.00 , $22.00 , $22.00 
77100,9429002,MINOXIDIL 2.5MG TABLET, $22.00 , $22.00 , $22.00 
77100,9429010,MIRTAZAPINE 15MG TABLET, $30.00 , $30.00 , $30.00 
77100,9429101,MISCELLANEOUS OPHTHALMIC, $8.00 , $8.00 , $8.00 
77100,9429127,MISOPROSTOL 100MCG TABLET, $16.00 , $16.00 , $16.00 
77100,9429135,MISOPROSTOL 200MCG TABLET, $19.00 , $19.00 , $19.00 
77100,9456070,MISOPROSTOL 50MCG TABLET, $21.00 , $21.00 , $21.00 
77100,9428095,MITOMYCIN 5MG INJECTION, $553.00 , $553.00 , $553.00 
77100,9428137,MITOXANTRONE 25MG/12.5ML INJ MDV," $4,464.00 "," $4,464.00 "," $4,464.00 "
74700,0408252,"MITT, IV PROTECTOR", $34.00 , $34.00 , $34.00 
74202,1815497,MIXER CEMENT (101-150), $451.00 , $451.00 , $451.00 
75008,0118711,MLH1 GENE ALYS PROMO METHYLATIN [NG, $406.00 , $406.00 , $406.00 
77100,9446675,MMR VACCINE 0.5ML INJ, $438.00 , $438.00 , $438.00 
70105,1202076,MOD SED OTH PHYS/QHP <5 YEARS, $259.00 , $259.00 , $259.00 
70105,1202084,MOD SED OTH PHYS/QHP 1ST 15 MIN >5Y, $209.00 , $209.00 , $209.00 
70105,1202092,MOD SED OTH PHYS/QHP EA ADD 15 MIN, $159.00 , $159.00 , $159.00 
70105,1202043,MOD SED SAME PHYS/QHP <5 YEARS, $65.00 , $65.00 , $65.00 
70105,1202050,MOD SED SAME PHYS/QHP 1ST 15 MN >5Y, $42.00 , $42.00 , $42.00 
70105,1202068,MOD SED SAME PHYS/QHP EA ADD 15 MIN, $44.00 , $44.00 , $44.00 
77100,9429184,MODAFINIL 200MG TABLET, $109.00 , $109.00 , $109.00 
75008,0118026,MOLECULAR PATH PROCEDURE LEVL 3 [NG, $270.00 , $270.00 , $270.00 
75008,0118638,MOLECULAR PATH PROCEDURE LEVL 3 [NG, $365.00 , $365.00 , $365.00 
75008,0118653,MOLECULAR PATH PROCEDURE LEVL 4 [NG, $200.00 , $200.00 , $200.00 
75008,0118034,MOLECULAR PATH PROCEDURE LEVL 4 [NG, $300.00 , $300.00 , $300.00 
75008,0118612,MOLECULAR PATH PROCEDURE LEVL 4 [NG, $365.00 , $365.00 , $365.00 
75008,0118810,MOLECULAR PATH PROCEDURE LEVL 4 [NG, $365.00 , $365.00 , $365.00 
77100,9429242,MOMETASONE 50MCG NAS SPRY 17G, $819.00 , $819.00 , $819.00 
77100,9429275,MONTELUKAST 10MG TABLET, $42.00 , $42.00 , $42.00 
77100,9429283,MONTELUKAST 4MG CHEWABLE TAB, $42.00 , $42.00 , $42.00 
74202,1819358,MORCELLATOR (501-750)," $2,243.00 "," $2,243.00 "," $2,243.00 "
77100,9427840,MORPHINE 10MG/10ML PF INJ, $79.00 , $79.00 , $79.00 
77100,9430844,MORPHINE 10MG/1ML INJ SYRINGE, $47.00 , $47.00 , $47.00 
77100,9429309,MORPHINE 10MG/5ML SOLUTION, $22.00 , $22.00 , $22.00 
77100,9427782,MORPHINE 150MG/30ML PCA, $115.00 , $115.00 , $115.00 
77100,9420175,MORPHINE 15MG CR TABLET, $23.00 , $23.00 , $23.00 
77100,9427808,MORPHINE 1MG/1ML 30ML PCA, $103.00 , $103.00 , $103.00 
77100,9429325,MORPHINE 20MG/ML ORAL SOL 1ML, $30.00 , $30.00 , $30.00 
77100,9427675,MORPHINE 2MG/ML INJ 1ML CARPUJ, $46.00 , $46.00 , $46.00 
77100,9400870,MORPHINE 30MG CR TABLET, $29.00 , $29.00 , $29.00 
77100,9427683,MORPHINE 4MG/ML INJ 1ML CARPUJ, $47.00 , $47.00 , $47.00 
77100,9427691,MORPHINE 5MG/1ML INJECTION, $46.00 , $46.00 , $46.00 
77100,9453879,MORPHINE 60MG CR TABLET, $40.00 , $40.00 , $40.00 
77100,9427857,MORPHINE PF 2MG/2ML INJ, $114.00 , $114.00 , $114.00 
77100,9427832,MORPHINE PF 5MG/10ML INJ, $130.00 , $130.00 , $130.00 
75008,0117952,MORPHO ANLS IN SITU CMP PER/EA [NG, $260.00 , $260.00 , $260.00 
75008,0117960,MORPHO ANLS IN SITU CMP PER/EA [NG, $290.00 , $290.00 , $290.00 
75008,0117945,MORPHO ANLS IN SITU CMP PER/EA [NG, $300.00 , $300.00 , $300.00 
75008,0118141,MORPHO ANLY INSITU MAN MULTI [NG, $250.00 , $250.00 , $250.00 
75008,0118125,MORPHOMET TUMR/MAN EA SPM QL/SQ [NG, $140.00 , $140.00 , $140.00 
75008,0118133,MORPHOMETRC HYBRD QN/SQ 1ST SPM [NG, $130.00 , $130.00 , $130.00 
75000,0117796,MORPHOMETRC TUMOR/MAN EA SPM QL/SQ, $742.00 , $742.00 , $742.00 
