Procedure Name,  Price   
ANGIOTENSIN-CONVERTING ENZ LC,$5.73 
BENZODIAZEPINES CONF(GC/MS) LC,$119.50 
"BETA-2 MICROGLOBULIN, SERUM LC",$10.42 
CANNABIN CONFIRM GC/MS,$33.95 
"CALCITONIN, SERUM LC",$18.40 
LEVETIRACETAM,$18.75 
"TOPIRAMATE (TOPAMAX), SERUM LC",$29.14 
ANTI-GLOMERULAR BSMNT,$29.79 
CATECHOLAMINES FRAC,$26.29 
CATECHOLAMINE FRACT URINE,$19.75 
CERULOPLASMIN LC,$5.03 
"COPPER, SERUM LC",$15.77 
"COCAINE METABOLITE CONF,UR LC",$33.95 
MDMA CONFIRM GC/MS,$119.50 
"CRYOGLOBULIN, QL, SER, RFLX LC",$4.00 
VIT B12,$5.09 
"CYCLOSPORINE, BLOOD LC",$16.65 
VITAMIN D 25-OH,$10.42 
"CALCITRIOL(1,25 DI-OH VITD) LC",$17.00 
"ERYTHROPOIETIN (EPO), SERUM LC",$7.29 
ESTRADIOL LC,$21.50 
"ESTROGENS, TOTAL LC",$18.30 
ESTRONE,$20.00 
"ETHYLENE GLYCOL, SERUM LC",$16.82 
FOLIC ACID,$5.00 
"GASTRIN, SERUM LC",$9.21 
"FSH, SERUM LC",$6.65 
"LUTEINIZING HORMONE(LH), S LC",$9.86 
"GROWTH HORMONE, SERUM LC",$8.20 
ALPHA SUBUNIT FREE,$52.44 
THYROTROPIN RECEPTOR AB,$17.00 
DIPHENHYDRAMINE,$22.00 
"HSV, IGM I/II COMBINATION LC",$13.30 
AMEBIASIS ANTIBODIES LC,$37.45 
"TACROLIMUS (FK506), BLOOD LC",$48.00 
RBC CPDA LKRD,$551.31 
RBC PACKED CELLS,$428.37 
"HOMOCYST(E)INE, PLASMA LC",$29.10 
PROTEIN S-FUNCTIONAL LC,$33.29 
INSULIN LC,$4.16 
PROINSULIN LC,$31.54 
"PROSTATIC ACID PHOS, SERUM LC",$4.23 
INSULIN ANTIBODIES LC,$25.66 
LEAD QUANT BLOOD,$3.65 
"LIDOCAINE (XYLOCAINE), SER LC",$16.82 
"LITHIUM (ESKALITH(R)), SER LC",$5.26 
METANEPHRINES QNT UR,$21.90 
METANEPHRINES PLS FRACT FREE,$36.46 
MYOGLOBIN SERUM,$9.64 
"MYELIN BASIC PROTEIN, CSF LC",$14.15 
"MYOGLOBIN,URINE",$13.14 
"PTH, INTACT LC",$5.73 
"RNA, REAL TIME PCR(NON-GPH) LC",$87.30 
HUMAN EPIDIDYMIS PROTEIN 4 LC,$227.50 
HCV QUANT PCR,$119.89 
HCV GENOTYPING NON REFLEX LC,$187.22 
"IGG, SUBCLASS 4 LC",$13.52 
OLIGOCLONAL BANDING LC,$28.61 
"OPIATE CONFIRMATION, URINE LC",$33.95 
PARIETAL CELL AB TITER,$10.42 
"C-PEPTIDE, SERUM LC",$6.77 
PROGESTERONE LC,$9.16 
PROLACTIN LC,$7.49 
VITAMIN B6 LC,$21.90 
QUINIDINE,$12.62 
"RENIN ACTIVITY, PLASMA LC",$14.15 
SEX HORMONE BIND GLOBULI,$17.53 
"TESTOSTERONE, SERUM LC",$6.65 
"TESTOSTERONE, FREE, DIRECT LC",$14.18 
THIAMINE(VITAMIN B1),$14.24 
THYROXINE BINDING GLOBULIN LC,$10.74 
TRANSFERRIN LC,$5.50 
"VMA, 24-HR U LC",$10.82 
"VITAMIN A, SERUM LC",$10.29 
"ZINC, PLASMA OR SERUM LC",$1.69 
CA 27-29,$10.51 
CA 19-9 LC,$10.42 
FACTOR IX ACTIVITY LC,$64.56 
FFP THAWING,$69.00 
VON WILLEBRAND FACT MULTI. LC,$206.27 
FACTOR XI ACTIVITY LC,$64.56 
PROTEIN C-FUNCTIONAL LC,$26.29 
"INTRINSIC FACTOR ABS, SERUM LC",$10.51 
THYROID PEROXIDASE (TPO) AB LC,$5.73 
HELICOBACTER PYLORI IGG,$73.00 
HELICOBACTER PYLORI IGM,$73.00 
QUANTFERON TB GOLD(IN TUBE) LC,$60.00 
HBV REAL TIME PCR,$120.00 
ANTICENTROMERE B AB,$15.00 
ANTISTREPTOLYSIN O AB LC,$3.95 
ANTITHROMBIN ACTIVITY LC,$23.66 
ASPERGILUS GALACTOMANNAN AG,$103.85 
"IMMUNE COMPLEXES, C1Q BNDNG LC",$9.96 
ESTERASE COMPLETE C'1,$9.21 
"C1 ESTERASE INHIBITOR, FUNC LC",$23.75 
METHANOL LC,$13.41 
"COMPLEMENT, TOTAL (CH50) LC",$5.26 
Coccidioides Ab CF Serum,$48.75 
ANTITHYROGLOBULIN AB LC,$8.11 
ANTI-DSDNA ANTIBODIES LC,$7.29 
MYCOPLASMA PNEUMONIAE IGG AB,$6.65 
MYCOPLASMA PNEUMONIAE IGM AB,$6.65 
MOLD ORGANISM ID,$27.16 
DILUTE RUSSEL'S VIPER VENOM LC,$15.00 
ANTI JO 1 ANTIBODY,$18.00 
"ALK PHOSPHATASE, BONE SPEC LC",$30.00 
VARICELLA ZOSTER IGG,$8.32 
RUBEOLA AB IGG,$7.88 
RUBEOLA IGM AB,$9.21 
HBSAG SCREEN LC,$3.33 
"HEP A AB, TOTAL LC",$4.66 
"HSV TYPE 1-SPECIFIC AB, IGG LC",$14.22 
HSV CULTURE AND TYPING LC,$20.81 
"RUBELLA ANTIBODIES, IGM LC",$9.99 
COMPLMNTC3,$4.20 
"COMPLEMENT,C'4",$4.20 
COMPLEMENT C5,$31.50 
"IMMUNOFIXATION, URINE LC",$22.50 
SMOOTH MUSCLE ANTIBODY,$8.76 
RHEUMATOID ARTHRITIS FACTOR LC,$4.38 
HLA-B27,$22.47 
"CYTOMEGALOVIRUS(CMV)AB,IGM LC",$5.83 
T PALLIDUM AB (FTA-AB) LC,$8.32 
"MUMPS ANTIBODIES, IGG LC",$6.00 
"CULTURE,FUNGI,OTHER",$10.85 
Culture AFB,$21.53 
VIRAL CULTURE,$39.29 
LEGIONELLA PNEUMOPHILA ABS. LC,$13.14 
"NEISSERIA GONORRHOEAE, NAA LC",$17.71 
L. PNEUM SEROGP 1 UR AG LC,$20.81 
IGF-1 LC,$15.63 
CCP ANTIBODIES IGG/IGA LC,$10.42 
IGF BP-3,$23.92 
HEPARIN INDUCED PLATELET LC,$55.00 
PTHRP (PTH-RELATED PEPTIDE) LC,$23.93 
CMV AB IGG,$5.83 
CMV PCR LC,$129.02 
PHENYLALANINE PKU BLOOD,$12.00 
"IGA, SERUM",$4.60 
"IMMUNOGLOBULIN E, TOTAL LC",$6.65 
"IGG, SERUM",$4.60 
"IGM, SERUM",$4.60 
T3 FREE,$115.55 
CANCER ANTIGEN (CA) 125 LC,$8.33 
"CARBON MONOXIDE, BLOOD LC",$11.48 
ACHR BLOCKING ABS,$24.88 
ACHR MODULATING ABS,$80.00 
ANA IFA,$4.16 
RUBELLA IGG AB,$103.00 
"VDRL, CSF LC",$4.82 
PANEL 083824 LC,$6.79 
IMM FLUOR DIR EA AB,$14.00 
SPATH ELECTRON MICROSCPY,$182.00 
LVL IV SURG PATH GROSS,$69.23 
ANDROSTENEDIONE LCMS LC,$202.50 
"METHADONE CONFIRMATION, UR LC",$119.25 
THYROID STIM IMMUNOGLOBULIN LC,$49.77 
"VITAMIN E, SERUM LC",$8.54 
ADAMTS13 PROFILE LC,$121.00 
"ANTI-DNA(SS)IGG, AB, QN LC",$18.46 
ANTIPANCREATIC ISLET CELLS LC,$19.27 
CRYPTOSPORIDIUM DETECTION LC,$90.38 
"M TB DETECTION,PCR LC",$83.24 
"PN DRUG PF, BLD (7 DRUGS) LC",$99.88 
EQ BD KCI FIRSTSTEP O/L,$968.00 
EQ BED TRIADYNE II,"$2,900.00 "
SPINAL CORD MONITORING UPPER E,"$1,043.35 "
SPINAL CORD MONITORING LOWER E,"$1,043.35 "
SPINAL CORD MONITOR UPPER MOTO,"$2,708.94 "
SPINAL CORD MONITOR LOWER MOTO,"$2,708.94 "
ELECTROCORTIGRM INTRAOP,"$2,224.80 "
EMG THREE EXTREMITIES,$451.90 
EMG FOUR EXTREMITIES,$451.90 
SPINAL CORD MONITORING INTRA-O,"$1,429.40 "
COIL EMBOLIC #2,"$3,557.00 "
KT PERCU NEPHRO,"$1,679.00 "
EQ BD KIN AIR II,"$1,121.00 "
MOD SED SAME PHYS/QHP 5/>YRS,$511.00 
"EXT PROSTH,DISTAL,DELAYED AFTE","$8,290.90 "
E/V RPR AAA W/UNIBODY,"$6,798.70 "
XR AORTOGRAM THORACIC W/S LTD,"$12,794.88 "
XR AORTOGRAM ABDOMEN W/SER,"$8,505.98 "
ANGIO AORTA ABD W/LOWER EXT,"$7,478.22 "
XR ANGIO CERV CAROTID UNI LTD,"$8,505.98 "
XR ANGIO EXTREMITY UNI LTD,"$8,505.98 "
XR ANGIO EXTREMITY BILAT LTD,"$8,505.98 "
XR VENACAVAGRAM IVC,"$7,478.22 "
PTA ART EXCLD REN/VISC/LE INIT,"$15,255.00 "
CARDIOVERSION ELECTV EXTERNAL,"$1,801.95 "
CONSCIOUS SED BY SAME MD EA AD,$589.96 
PUNCTURE ARTERIAL,$114.35 
UREAPLASMA/MYCOPL HOMINIS LC,$18.31 
EPS/ABLATION SVT,"$55,548.39 "
EPS/ABLATION  V-TACH,"$55,548.39 "
ER CATH FOR URINE SPEC SGL PT,$15.00 
"MUR TYPHUS ANTIBODIES, IGG LC",$169.50 
MI-2 ANTIBODIES LC,$23.75 
VIT D2+D3,$55.00 
"CRYPTOCOCCUS ANTIGEN, SERUM LC",$9.57 
"CRYPTOCOCCUS ANTIGEN, CSF LC",$10.74 
CANCER ANTIGEN (CA) 15-3 LC,$11.66 
GAD-65 AUTOANTIBODY LC,$31.25 
"PORPHOBILINOGEN,QN,24-HR UR LC",$8.76 
STRIATIONAL ANTIBODIES LC,$11.99 
"GABAPENTIN (NEURONTIN), SER LC",$30.66 
ENDOMYSIAL ANTIBODY IGA LC,$12.48 
"EBV AB TO EARLY AG,IGG,CSF LC",$14.40 
LEUKOCYTE ALK PHOS SCORE LC,$3.25 
HIV 1 AB DIFFERENTIATION LC,$16.18 
HIV 2 AB DIFFERENTIATION LC,$16.19 
"PN PRIMIDONE, PHENOBARB LC1",$8.86 
"PN PRIMIDONE, PRIMIDONE LC1",$6.13 
"PN IGG CSF,ALBUMIN LC1",$5.32 
"PN IGG CSF,ALB BF LC1",$5.32 
"PN MIC/CREAT UR,MICR QN UR LC1",$4.29 
"PN HM 1 BLD,ARSENIC BLOOD LC1",$23.52 
"PN CATEC UR,CATEC FRAC UR LC1",$13.06 
"PN MIC/CREAT UR,CREAT UR LC1",$3.62 
"PN CATEC UR, CREAT UR LC1",$5.24 
"PN FOLATE RBC, FOL RBC LC1",$11.25 
"PN IGG CSF,GGLOB IGG CSF LC1",$8.93 
"PN IGG CSF,GGLOB IGG CSF LC2",$8.93 
"PN IMUNFI SR, GAMA M/A/D/G LC1",$5.35 
"PN IMUNFI SR, GAMA M/A/D/G LC2",$5.35 
"PN IMUNFI SR, GAMA M/A/D/G LC3",$5.35 
PN CEL DIS GAMA M/A/D/G LC1,$10.20 
"PN G6PD QN,G6PD ENZ QN LC1",$6.56 
"PN HGB FRA, HGB FRAC QN LC1",$9.72 
PN CEL DIS IMUNO QL SQ MLT LC1,$11.95 
"PN ANCA, IMUNO QN OTHER LC1",$7.85 
"PN ANCA, IMUNO QN OTHER LC2",$7.85 
"PN HM 1 BLD,LEAD BLOOD LC1",$17.46 
"PN HM 1 BLD,MERCURY BLD LC1",$21.45 
"PN FR K+L SER,NEP EA ANALY LC1",$20.00 
"PN FR K+L SER,NEP EA ANALY LC2",$20.00 
"PN FAC 5 LEI MUT,MOLE NUC LC1",$13.91 
"PN FACT 2 DNA, MOLE NUC LC1",$17.58 
"PN FACT 2 DNA,MOL ENZ DIG LC1",$13.86 
"PN FAC5 LEI MUT,SEP GL ELE LC1",$11.32 
"PN FACT 2 DNA,SEP GEL ELEC LC1",$14.31 
"PN FAC5 LEI MUT, MOL AMP LC1",$18.51 
"PN FAC5 LEI MUT, MOL AMP LC2",$18.51 
"PN FACT 2 DNA, MOL AMP LC1",$23.41 
"PN FAC5 LEI MUT, INTER REP LC1",$10.50 
"PN FACT 2 DNA,INTERP REPO LC1",$13.29 
PN ALK PHOS ISO PHOS ALK LC1,$3.50 
PN ALK PHOS ISO PHOSPH ISO LC1,$5.26 
"PN PSA TOT+ %FR, PSA TOT LC1",$7.37 
"PN PSA TOT+ %FR, PSA FR LC1",$5.96 
"PN PROT ELEC SR, PRO WHL LC1",$2.87 
"PN PROT ELE UR,PRO UR 24 H LC1",$2.52 
"PN PROT ELEC SR, PRO ELEC LC1",$5.13 
"PN PROT ELE UR, PRO ELE UR LC1",$4.48 
"PN FOLATE RBC, HEMATOCRIT LC1",$3.21 
"PN G6PD QN,BLD CT RBC AUTO LC1",$2.20 
"PN LUP ANCO RFX,RUS VIP VE LC1",$20.53 
"PN HGB FRA,SICKLE CELL RBC LC1",$6.03 
"PN LUP ANCO RFX,LUP ANTICO LC1",$16.92 
"PN ALRG PF,IGE QN SQ EA LC1",$3.70 
"PN ALRG PF,IGE QN SQ EA LC2",$3.70 
"PN ALRG PF,IGE QN SQ EA LC3",$3.70 
"PN ALRG PF,IGE QN SQ EA LC4",$3.70 
"PN ALRG PF,IGE QN SQ EA LC5",$3.70 
"PN ALRG PF,IGE QN SQ EA LC6",$3.70 
"PN ALRG PF,IGE QN SQ EA LC7",$3.70 
"PN ALRG PF,IGE QN SQ EA LC8",$3.70 
"PN ALRG PF,IGE QN SQ EA LC9",$3.70 
"PN ALRG PF,ALRG MLT QL LC1",$6.70 
"PN PLTLT AB,PLTLT AB ID LC1",$15.63 
"PN PLTLT AB,PLTLT AB ID LC2",$15.63 
"PN PLTLT AB,PLTLT AB ID LC3",$15.63 
"PN PLTLT AB,PLTLT AB ID LC4",$15.62 
"PN B2 GLYCPRO,B2 GLY AB EA LC1",$5.00 
"PN B2 GLYCPRO,B2 GLY AB EA LC2",$5.00 
"PN B2 GLYCPRO,B2 GLY AB EA LC3",$5.00 
"PN RA,CCP AB LC1",$63.35 
"PN AENA, ENA AB LC1",$8.53 
"PN AENA, ENA AB LC2",$8.54 
PN CEL DIS FL AB CEL DIS LC1,$13.68 
"PN ANCA, FLUORES AB TITER LC1",$5.96 
"PN ANCA, FLUORES AB TITER LC2",$5.96 
"PN ANCA, FLUORES AB TITER LC3",$5.96 
"PN IBD, FLUORES AB TITER LC1",$14.84 
"PN HYP PNE,IMUND GEL AB QL LC1",$15.36 
"PN IMUNFI SR, IMUN ELEC SR LC1",$10.14 
"PN T LYMPH, T CELLS TTL LC1",$16.12 
"PN T LYMPH,CD4 CD8 RAT LC1",$23.31 
"PN RA,RHEUM FAC QN LC1",$60.15 
"PN HYP PNE,THRM SACHARI AB LC1",$13.26 
"PN HYP PNE,THRM SACHARI AB LC2",$13.26 
"PN HYP PNE,THRM SACHARI AB LC3",$13.26 
"PN HYP PNE,ASPG AB IGM LC1",$22.16 
"PN BARTO AB,BARTO AB LC1",$5.83 
"PN BARTO AB,BARTO AB LC2",$5.83 
"PN BARTO AB,BARTO AB LC3",$5.83 
"PN BARTO AB,BARTO AB LC4",$5.82 
"PN LYME AB TOT, LYME AB LC1",$5.00 
"PN LYME AB TOT, LYME AB LC2",$5.00 
"PN EBVCA,EBV NUC AG LC1",$24.08 
"PN EBVCA,EBVCA LC1",$27.37 
"PN HYP PNE,FLU AB SCR PNEU LC1",$31.01 
"PN IBD, FL AB SCR PNE LC1",$17.58 
"PN IBD, FL AB SCR PNE LC2",$17.58 
"PN HSV IGG AB,HSV 1 AB IGM LC1",$15.11 
"PN HSV IGG AB,HSV 2 AB IGM LC1",$16.99 
"PN INFLU QN, INFLU A&B AB LC1",$10.00 
"PN INFLU QN, INFLU A&B AB LC2",$10.00 
"PN MYCO IGG/M ABS, MYCO AB LC1",$6.65 
"PN MYCO IGG/M ABS, MYCO AB LC2",$6.66 
"PN PARVO B19, PARVO B19 AB LC1",$17.63 
"PN PARVO B19, PARVO B19 AB LC2",$17.62 
"PN TOX AB CSF,TOX AB IGG LC1",$15.83 
"PN TOX AB CSF,TOX AB IGM LC1",$15.67 
"PN WNV AB CSF, WNV AB IGM LC1",$15.70 
"PN WNV AB CSF, WNV AB LC1",$15.70 
"PN OVA+P,OVA+P SMEAR CONC LC1",$3.70 
"PN OVA+P,CMPX STAIN O/P LC1",$2.90 
"PN CHLA AMP, CHLA TRA PROB LC1",$17.31 
"PN HSV PCR,NA AMP HSV LC1",$51.65 
"PN HSV PCR,NA AMP HSV LC2",$51.65 
"PN CHLA AMP, NEIS AMP PROB LC1",$17.40 
