Highland Hospital,,,,
Charge Description Master: June 2018,,,,
CDM Code,Description,Price,,
6063226,Anti-Sjogren's AB SSA/SSB, $16 ,,
6063283,Anti-Scleroderma Antibodies, $11 ,,
6063341,Beta-2 Transferrin, $68 ,,
6063556,Reticulin Antibody FA Screen, $58 ,,
6063622,Cd4 Quest, $41 ,,
6063630,Cd4-Cd8 Absolute Count + Ratio, $44 ,,
6063747,Anti Microsomal Ab Liverkidney, $64 ,,
6063754,Anti-Thyroid Antibodies, $56 ,,
6064406,Rubella Screen, $5 ,,
6064422,"Rubella, Igm Ab", $18 ,,
6066096,Pneumococcal Ab Igg 4 Serotype, $143 ,,
6066450,"Vdrl, Csf", $7 ,,
6066583,Coxsackie B Antibody, $26 ,,
6066609,"Vdrl, Cord Blood", $28 ,,
6066815,Strongyloides Igg Ab Elisa, $51 ,,
6066823,Schistosoma Igg Antibody, $77 ,,
6066856,Acetycholine Receptor Block Ab, $40 ,,
6066948,Herpes Simplex Type 2 Antibody, $22 ,,
6066971,Herpes 1 Igm Ab, $18 ,,
6066989,Herpes 2 Igm Ab, $18 ,,
6067037,Hiv 1&2 Antibody Rapid, $185 ,,
6067045,E. coli O157:H7 Culture for Identification, $- ,,
6067144,Legionella Igm Ifa, $10 ,,
6067771,Toxoplasma IGG CSF, $296 ,,
6067798,Measles, $105 ,,
6067912,Hepatitis E Antibody Igm, $40 ,,
6067920,Hepatitis E Antibody Igg, $60 ,,
6068175,Hla Typing (Abcdr), $158 ,,
6070163,Blood Parasites, $86 ,,
6070932,Trypanosoma Cruzi Ab Panel, $39 ,,
6071526,Pfge, $181 ,,
6072003,Malaria Smears Thick & Thin, $150 ,,
6074496,Legionella Igg Eia Urine, $29 ,,
6075345,Hiv-1 Rna Ql Tma, $401 ,,
6075368,"HIV-1 RNA Quantitative, Real Time PCR", $105 ,,
6075576,Mtb Complex Pcr Nonrespiratory, $195 ,,
6077045,Shigella Culture for Identification, $71 ,,
6077077,Bordetella pertussis Definitive Identification, $78 ,,
6077207,Malaria, $- ,,
6077798,Norovirus, $100 ,,
6077945,Jc Polyoma Virus DNA Amp Probe Tech, $162 ,,
6077952,Enterovirus Rns Pcr, $140 ,,
6077960,Tropheryma Whipplei DNA Qual Amp Probe, $169 ,,
6077986,Toxoplasma Gondii Dna Qual Pcr, $169 ,,
6077994,Whipple Disease Pcr, $169 ,,
6079032,Echo-Coxackie Virus Ab, $32 ,,
6079065,"Toxocara Serology,Eia", $53 ,,
6079263,Typhus Fever Serology, $44 ,,
6080006,"Coccidioidomycosis Ab,Cf&Id", $31 ,,
6080014,"Coccidioidomycosis Ab, Id Csf", $28 ,,
6080030,"Cryptococcus Ag,Serum", $112 ,,
6080055,Comprehensive Metabolic Panel, $564 ,,
6080089,Cryptococcus Csf Antigen, $112 ,,
6080113,Strychnine, $100 ,,
6080154,Benzodiazepine Conf (Gc/Ms), $181 ,,
6080196,Filariasis Antibody, $43 ,,
6080220,Lgv Antibody, $76 ,,
6081420,Non-Invasive Prenatal Testing, $595 ,,
6081830,Paroxysml Nocturnl Homogloburi, $182 ,,
6082010,Beta-Hydroxybutyrate, $178 ,,
6082036,Interpretation 16+ Markers, $121 ,,
6082140,AMMONIA, $35 ,,
6082306,"VITAMIN D, 25-OH LC/MS/MS", $48 ,,
6082325,Tissue Cult Solid TC Study 2, $183 ,,
6082333,"Karyotyp 15-20 Cells, 2 Karyo", $183 ,,
6082340,CALCIUM; URINE QUAN TIMED, $35 ,,
6082341,Cytogenetics Interp, $92 ,,
6082507,CITRATE, $35 ,,
6082523,"Copper, Urine", $17 ,,
6082556,Neuronal Nuclear Ab FA Screen, $58 ,,
6082570,CREATININE; NOT BLOOD, $35 ,,
6083422,Toxoplasmosis, $317 ,,
6083513,Igf Ii Binding Protein-2 RIA Qt, $87 ,,
6083521,Soluble Liver Antigen Auto-Ab Qt, $83 ,,
6083539,Interferon-Beta Igg Qt, $83 ,,
6083735,URINE MAGNESIUM, $28 ,,
6083945,OXALATE, $35 ,,
6084105,URINE PHOSPHATE, $35 ,,
6084133,POTASSIUM; URINE, $35 ,,
6084300,SODIUM; URINE, $35 ,,
6084560,URIC ACID; NOT BLOOD, $35 ,,
6084586,Arginine Vasopressin, $28 ,,
6084602,Methanol Blood, $22 ,,
6086003,Chocolate, $10 ,,
6086011,Granulocyte Ab, $119 ,,
6086029,Heparin Induced Platelet Ab, $70 ,,
6086045,Shrimp, $10 ,,
6086146,BETA 2 GLYCOPROTEIN I AB EA, $8 ,,
6086250,Tissue Transglutaminase Ab Iga, $34 ,,
6086268,Tissue Transglutaminase Igg, $94 ,,
6086409,Streptozyme Screen, $8 ,,
6086516,Histone Antibodies, $69 ,,
6086703,HIV-1/HIV-2 SINGLE RESULT, $185 ,,
6086780,"ANTIBODY, TREPONEMA PALLIDUM", $123 ,,
6086790,AB; VIRUS NES, $275 ,,
6086803,HEPATITIS C AB, $222 ,,
6087045,Salmonella Culture for Identification, $- ,,
6087075,Anaerobic Culture for Definitive Identification, $78 ,,
6087077,Aerobic Culture for Definitive Identification, $78 ,,
6087109,CULTURE MYCOPLASMA, $59 ,,
6087140,Herpes Simplex Virus Type 1 Or Type 2, $17 ,,
6087207,Mirofilariae, $- ,,
6087556,Mycobacterium tuberculosis complex, $96 ,,
6087591,Gonorrhoeae Screen By Gen-Probe, $34 ,,
6087624,"HPV High Risk, Screen", $191 ,,
6087625,"HPV High Risk, Genotype", $191 ,,
6087787,Hepatitis D Virus Rna Rt-Pcr, $313 ,,
6087795,Vzv DNA Qualitative Amp Probe Tech, $146 ,,
6087798,Bordetella PCR Screen, $375 ,,
6087951,Phenotype HIV Add'L Test 2, $36 ,,
6087969,Phenotype HIV Add'L Test 3, $53 ,,
6087977,Phenotype HIV Add'L Test 4, $36 ,,
6087985,Phenotype HIV Add'L Test 5, $36 ,,
6088045,Salmonella typhi Culture for Identification, $- ,,
6088184,FLOW CYTOMETRY TC 1ST MARKER, $56 ,,
6088185,FLOW CYTOMETRY EA ADDTL MARKER, $56 ,,
6089321,SEMEN ANAL SPERM DETECTION, $143 ,,
6560163,Antibody Screen, $265 ,,
6560247,Rbc Antibody Id Ea Pnl Ea Tech, $413 ,,
6560254,"Antibody Panel, Prewarmed", $166 ,,
6560262,Antibody Id Panel Enzyme, $166 ,,
6560684,Crossmatch Standard Technique, $312 ,,
6560726,Crossmatch Enzyme, $312 ,,
6560759,Crossmatch Addl Technique, $553 ,,
6560957,Typing RBC Antigen Ahg, $62 ,,
6560965,Rbc Antigens Direct/Ea Antigen, $62 ,,
6561104,Crossmatch Packed Rbc, $312 ,,
6561237,"Rhig (Rhogam), Postnatal", $185 ,,
6561245,"Rhig (Rhogam), Antenatal", $185 ,,
6561252,"Rhig (Rhogam), Vip", $185 ,,
6568505,Antibody Screen Arc, $265 ,,
6568802,Dat Each Antiserum Arc, $121 ,,
6568869,Indirect Titer, $102 ,,
6569008,Blood Typing ABO, $127 ,,
6569016,"Typing, Rh Only", $114 ,,
6569024,ABO Type Arc, $127 ,,
6569032,Antigen Type Per Antigen Unit, $82 ,,
6569073,Antigen Screen Per Ag Arc, $82 ,,
6569081,Rare Unit, $733 ,,
6569248,Antiglobulin Phase Crossmatch, $40 ,,
6569990,Misc Blood Bank Test, $- ,,
6586157,Cold Agglutinin Titer - ARC, $50 ,,
6699623,Metwest Clinical Laboratories, $- ,,
6700801,"Culture, Perirectal W/Gs/Aerobic", $176 ,,
6714216,VRE Screen, $86 ,,
6722748,FIT, $110 ,,
6724918,Isoniazid Qt, $101 ,,
6738991,"Epstein Barr,Pcr", $255 ,,
6770457,"Culture, Stool", $314 ,,
6770713,"Culture Charge, Surg/Body Fluid Aerobic", $284 ,,
6770739,Culture Wound Aerobic, $284 ,,
6770754,"Culture, Anaerobic", $308 ,,
6770770,"Culture, Sputum", $284 ,,
6770788,"Culture, Eye Or Ear", $166 ,,
6770804,"Culture, Iv-Cath Tip Aerobic", $284 ,,
6770812,"Culture, Gc Only Screen", $86 ,,
6770838,"Culture, Legionella", $86 ,,
6770853,"Culture, Diptheria Screen", $86 ,,
6770895,"Culture, Throat Or Nose Aerobic", $284 ,,
6770986,C Difficile Toxin, $50 ,,
6771091,Mycoplasma Culture, $26 ,,
6771109,"Culture, Ureaplasma", $68 ,,
6771844,Sensitivity Kirby Bauer, $86 ,,
6771869,Sensitivities Gram Positive, $158 ,,
6771877,Sensitivities Gram Negative Mic, $310 ,,
6771919,Beta-Lactamase, $33 ,,
6772032,Afb Smear Only, $134 ,,
6772081,O & P Direct, $46 ,,
6777999,Varicella Zoster Virus Dna Pcr, $146 ,,
6779987,Trofile," $2,128 ",,
6780118,"Culture, Echo Coxsackie Virus", $52 ,,
6781777,Microsporidium, $39 ,,
6787014,FRO Screen Culture, $48 ,,
6787089,Lgu Screen For Beta Strep Culture, $210 ,,
6789010,CRE Screen Culture, $52 ,,
7001275,KRAS EXON 2 & 3 - HEM, $433 ,,
7008341,"IHC STAIN, EACH ADD'L - HEM", $40 ,,
7008360,"IHC, SEMIQUANTITATIVE - HEM", $166 ,,
7010416,"PROSTATE BIOPSY, ANY METHOD", $450 ,,
7028341,"IHC STAIN, EACH ADD'L - PSI", $100 ,,
7080252,"Autopsy,Gr And Micro W Brain", $- ,,
7080377,"Limited Regional,Single Organ", $- ,,
7081128,Pap Smear Anal, $59 ,,
7081260,B/T CELL GENE REARRANGEMENT-HEM, $425 ,,
7081706,Fine Needle Aspiratn W/O Image, $237 ,,
7081805,Flow Cytometry Cell Marker, $132 ,,
7081821,Flow Cytometry DNA, $72 ,,
7081946,If Ea Ab Indirect, $132 ,,
7082332,Chromosome Analysis Culture Only,   ,,
7082399,Tissue Culture Fish - MDS,   ,,
7083025,"Grss+Micro,Exam For Id And Rec", $353 ,,
7083033,Gross And Micro Spec Exam Tab, $483 ,,
7083058,"G And M Dgn Ex Lg Sp,Mpl Sm Sp", $609 ,,
7083074,"G-M Cmplx Dgn Ex,Lg Spc,Mltsld"," $1,279 ",,
7083082,Renal Surgical Pathology, $609 ,,
7083090,G And M Cmprhns Diag Exam," $1,389 ",,
7083108,Special Stain Group Ii-2, $428 ,,
7083124,Special Stains Group I, $368 ,,
7083132,"Specl Stn Group Ii,All Othr Ea", $428 ,,
7083140,Histochem Stain, $12 ,,
7083165,Special Stain Group Ii-1, $428 ,,
7083173,Special Stain Group Ii-3, $428 ,,
7083207,Muscle Biopsy Enzyme Stain 3, $143 ,,
7083231,Muscle Biopsy Path Exam Pf, $319 ,,
7083249,Muscle Biopsy Enzyme Stain 1Pf, $80 ,,
7083264,Muscle Biopsy Enzyme Stain 3Pf, $80 ,,
7083371,Direct Immunofluorescense-2, $91 ,,
7083389,Direct Immunofluorescense-3, $91 ,,
7083397,Direct Immunofluorescense-4, $91 ,,
7083405,Direct Immunofluorescense-5, $91 ,,
7083413,Direct Immunofluorescense-6, $91 ,,
7083421,Immunoperox Stain Us Labs, $72 ,,
7083439,Direct Immunofluorescense-7, $91 ,,
7083447,Direct Immunofluorescense-8, $91 ,,
7083454,Immunoflurescent Study, $210 ,,
7083462,Direct Immunofluorescense-9, $91 ,,
7083488,Electron Microscopy Diagnostic, $664 ,,
7087624,HPV High Risk Ascus Screen, $46 ,,
7088142,Pap & Rflx Hpv-High Rsk Ascus Screen, $92 ,,
7088184,FLOW CYTOMETRY- HEM EXPLODE, $50 ,,
7088185,FLOW CYTOMETRY - HEM EXPLODE, $35 ,,
7088237,CHROMOSOME ANALYSIS - HEM, $115 ,,
7088342,"IMMUNOPEROXIDASE STAIN W/INTERP, QUEST", $165 ,,
7088368,HER2 BY FISH - HEM, $439 ,,
7088374,"INDIV FISH PROBE, PARAFFIN BLK - HEM", $650 ,,
7505001,Clinical Path Consult Limited, $90 ,,
7505028,Clinical Pathology Consult-Comprehensive, $217 ,,
7550601,Peripheral Bld Smear, $42 ,,
7551005,Bone Marrow Aspiration-Interp, $821 ,,
7560782,Investigate Transfusion Reactn, $171 ,,
7581044,Cytopath Fl Nongyn Smears, $90 ,,
7581705,"Fine Ndl Asprtn, Supfcl Tissue", $376 ,,
7581739,Fine Ndl Asprtn Stat Cyto Stdy, $171 ,,
7581747,Fine Ndl Asprtn Intrp C Rpt, $222 ,,
7583040,"G And M Diag Ex Sml,Uncom Spe", $156 ,,
7583099,G And M Comprehensive Dx Exam, $695 ,,
7583115,G And M Decalcification Proce, $40 ,,
7583214,"Consultn, Reprt Refrrd Slides", $311 ,,
7588344,Immunoperox Stain Per Slide,   ,,
7588381,"MICRODISSECTIN, MANUAL", $84 ,,
7598344,"IHC, EA MULTI ANTIBODY STAIN - PSI", $100 ,,
9000019,New Patient E/M Facility Level 1, $207 ,,
9000027,New Patient E/M Facility Level 2, $290 ,,
9000035,New Patient E/M Facility Level 3, $601 ,,
9000043,New Patient E/M Facility Level 4, $613 ,,
9000050,New Patient E/M Facility Level 5, $659 ,,
9000126,Est Patient E/M Facility Level 2, $306 ,,
9000134,Est Patient E/M Facility Level 3, $407 ,,
9000142,Est Patient E/M Facility Level 4, $589 ,,
9000159,Est Patient E/M Facility Level 5, $823 ,,
9000500,MOD SED ENDO SERVICES INT 15 MINS, $186 ,,
9004397,Colonoscopy Through Stoma w/ Stent Supply Tray," $1,908 ",,
9006156,Albumin 25% 20Cc, $109 ,,
9007501,Diphenhydramine 50Mg, $32 ,,
9007519,Cefazolin (Kefzoll) 500Mg, $53 ,,
9007576,Botox A Per Unit, $12 ,,
9008376,Angiocath, $82 ,,
9008566,Epinephrine .1MG, $16 ,,
9008574,Fentanyl .05Mg, $20 ,,
9008582,Fentanyl .01Mg Mcare, $15 ,,
9008616,Glucagon 1Mg, $165 ,,
9008814,Midazolam (Versed) 4 Mg, $12 ,,
9013004,Disp Bx forceps, $129 ,,
9013020,Disp One Piece Snares, $64 ,,
9013038,Balloon Dilators, $316 ,,
9013046,Band Ligators, $506 ,,
9013053,Sclerotherapy Needles, $129 ,,
9013061,Bipolar Probes, $569 ,,
9013079,Peg Supply Kit, $535 ,,
9013103,ERCP Cannula/Taper Tip/Dbl, $129 ,,
9013137,Wire Guides, $316 ,,
9013145,Spinctertomes Double Lumen, $316 ,,
9013178,Ext Balloons Tpl Lumen, $345 ,,
9013186,Ext Basket Web, $444 ,,
9013194,Bilary Cytology Brush Double Lumen, $219 ,,
9013210,Stents Plstc-Stent Only, $191 ,,
9013319,Endoclip," $1,026 ",,
9030121,SCRN COLONOSCOPY PT NOT HI RISK," $1,616 ",,
9042151,Upper Gi Endoscopy Diagnostic - Simple," $1,601 ",,
9042169,Upper Gi Endoscopy Diagnostic - Complex," $4,720 ",,
9042342,ERCP Diagnostic," $5,621 ",,
9043760,Gastrostomy Tube Chg With Tube, $672 ,,
9044401,COLONOSCOPY WITH ABLATION," $1,616 ",,
9049083,Peritoneocentesis w/Imag Guid," $1,076 ",,
9049406,Image Cath Fluid Drainage - Peritoneal/Retro," $3,294 ",,
9071002,Esophagoscopy With Biopsy Tray, $254 ,,
9071085,Upr Gi Endoscopy Smpl Tray, $254 ,,
9071093,Ugi Endoscopy Complex Tray, $254 ,,
9071101,Ugi End W/Bx Tray, $254 ,,
9071119,Ugi End W/Inj Sclrs Tray, $254 ,,
9071127,Band Lig Ugi End Tray, $254 ,,
9071135,Dil Gastric Ugi Tray, $254 ,,
9071143,Perc Gast Tube Ugi Tray, $254 ,,
9071150,Rmvl Fb Ugi Tray, $254 ,,
9071168,Insrt Guide/Dil Ugi Tray, $254 ,,
9071176,Balloon Dil Ugi Tray, $254 ,,
9071192,Rmvl Tmr/Les Snare Ugi Tray, $254 ,,
9071200,Control Bleeding Ugi Tray, $254 ,,
9071218,Trans Stent Ugi Tray, $254 ,,
9071226,ERCP w/wo Bx or Spec Supply Tray, $254 ,,
9071234,Ercp W/Bx Tray, $254 ,,
9071242,Ercp Sphincterotomy Tray, $254 ,,
9071259,Ercp Retro Rmvl Stones Tray, $254 ,,
9071275,Ercp Retro Insert Stent Tray, $254 ,,
9071283,Ercp Retro Rem Fb Tray, $254 ,,
9071309,Lleoscopy Stoma Dx Spec Tray, $254 ,,
9071317,Lleoscopy Stoma Bx Tray, $254 ,,
9071325,Colonscopy Stoma Dx Tray, $254 ,,
9071333,Col Stoma Bx Tray, $254 ,,
9071366,Col Stoma Rem Tumor Tray, $254 ,,
9071374,Flex Sigmoidoscopy Tray, $254 ,,
9071382,Flex Sig Bx Tray, $254 ,,
9071390,Flex Sig Rem Fb Tray, $254 ,,
9071432,Col Splenic Flex Tray, $254 ,,
9071440,Col Sf Biopsy Tray, $254 ,,
9071457,Col Sf Cntrl Bld Tray, $254 ,,
9071465,Col Sf Rem Tmr Bx Tray, $254 ,,
9071473,Col Sf Rem Tmr Snare Tray, $254 ,,
9071515,Esophagoscopy Tray, $254 ,,
9071523,Esophagoscpy W/Injec Supply, $535 ,,
9071556,Nephrostomy Tube, $746 ,,
9071598,Ugi W Tube/Cath Plcmnt Supply, $512 ,,
9076639,Peritoneocentesis Tray, $231 ,,
9076647,Peritoneocentesis Supply Tray, $231 ,,
9090105,SCRN COLONOSCOPY ON HI RISK PT, $983 ,,
9095335,Flex Sig w/Submucosal Inj Supply Tray, $371 ,,
9099110,Est Patient E/M Facility Level 1, $275 ,,
9142159,UGI Endoscopy W/Wo Specimen By Brsh/Wash," $1,681 ",,
9142167,Upper Gastro Endoscopy - Complex," $1,599 ",,
9146838,Paracentesis Abdominal w/Imag Guid," $1,262 ",,
9147620,GI Tract Capsule Endosc Esoph Thru Ileum," $1,637 ",,
9538000,"Carotid Duplex Scan, Bilateral"," $2,235 ",,
9538026,Carotid Duplex Scan - Unilateral," $1,127 ",,
9538109,"Aorta, Ivc, Iliac, Comp."," $1,893 ",,
9538257,Duplex Scan Aorta/IVC/Iliac - Uni/Ltd Study, $810 ,,
9538307,"Duplex Scan, Ue Art/Bpg - Bilateral"," $1,205 ",,
9538323,"Arterial Ue, Unilat", $758 ,,
9538406,BYPASS GRAFT EVAL, $275 ,,
9538455,"Duplex Scan, Arterial Flow - Complete"," $1,262 ",,
9538489,"Duplex Scan, Arterial Flow - Limited", $814 ,,
9539073,"Duplex Scan, Hemodialysis Access"," $2,157 ",,
9539552,Lwr Extremity Vasc Stdy W/Wo Exer Comp Bilat," $1,214 ",,
9539586,"Duplex Scan, Extremity Veins -Unilat/Ltd", $884 ,,
9539594,"Duplex Scan, Extremity Veins - Bilateral"," $2,142 ",,
9539602,Venous Ue Bilateral," $2,142 ",,
9539610,Venous Le Bilateral," $2,142 ",,
9539628,Venous Le Unilateral," $1,424 ",,
9539909,Venous Ue Unilateral," $1,424 ",,
9539933,Tips Eval," $1,262 ",,
9539941,Aaa Evaluation," $1,262 ",,
9539958,Portal Vein," $2,161 ",,
9639071,Duplex Hemodialysis Access, $165 ,,
9639550,Arterial Le w/Exercise, $232 ,,
9639568,"Lwr Extremity Vasc Stdy W/Wo Exer, Bilat", $232 ,,
9639915,US Guide Needle Asp/Bx/Inj, $480 ,,
9639931,Tips Evaluation, $757 ,,
9639956,Duplex Arterial Flow Complete, $757 ,,
9999988,Craneware Test 1,   ,,
9999996,CRNTEST, $385 ,,
9999998,CraneTEST,   ,,
10000016,Anes Salivary Glands W/Wo, $89 ,,
10021004,Fine Ndl Aspir W/O Image, $287 ,,
10022002,Fine Ndle Aspir W/Image G, $252 ,,
10061000,I&D Abscess Complex/Multi, $476 ,,
10061422,Leukopoor Platelet Pheresis," $1,673 ",,
10061463,"Rho D Ig, Human, 300 Mcg", $266 ,,
10061802,Packed RBC's Leukocyte Reduced, $558 ,,
10061810,Leuko Poor Rbc'S, $558 ,,
10061869,Fresh Frozen Plasma, $317 ,,
10061877,Liquid Plasma, $173 ,,
10061885,"Platelets, Ea Unit", $201 ,,
10061893,Irrad Leukopr Platelt Pheresis, $773 ,,
10061901,Leuko Poor Rbc'S Irradiated, $576 ,,
10061919,Cmv Neg Rbc's, $779 ,,
10061950,Thawed Plasma, $168 ,,
10062024,Cryoprecipiate Rbc'S, $379 ,,
10062032,Cryoprecipiate Rbc'S 2Nd Unit, $379 ,,
10062040,Cryoprecipiate Rbc'S 3Rd Unit, $379 ,,
10062057,Cryoprecipiate Rbc'S 4Th Unit, $379 ,,
10062065,Cryoprecipiate Rbc'S 5Th Unit, $379 ,,
10080000,I&D Pilonidal Cyst Simple, $545 ,,
10090124,Cryoprecipitate Pooled Units, $379 ,,
10120004,Foreign Bdy Remv Subq Sim, $272 ,,
10121002,Foreign Bdy Remv Subq Cmp," $3,035 ",,
10140002,"I&D Of Hematoma, Simple"," $2,021 ",,
10160000,Aspir Abscess/Hematoma/Cy, $399 ,,
10180008,Incision & Drainage Compl," $3,035 ",,
10300010,Anes Eyelid Reconstruct, $89 ,,
11000007,Debrid Skin Infec/Eczem T, $920 ,,
11006632,Dobutamine Admin W Stress Echo, $32 ,,
11006657,Definity Per Ml, $69 ,,
11030061,External Card Defib Interrg, $129 ,,
11030111,Stress Echocardiogram w/Contrast," $3,835 ",,
11030129,Transthoracic Echo w/Dopp Comp w/Contrst," $6,854 ",,
11030152,"Stress Test, Tracing Only"," $2,096 ",,
11030269,Interrogation Implant Loop Recorder, $162 ,,
11032745,"ECG Up To 48 Hrs, Scanning Analysis Rep"," $1,833 ",,
11033503,Stress Test Exercise w/ Echo," $4,084 ",,
11040003,"Select Wnd Debridement, 20Cm Or <", $342 ,,
11041001,"Select Wnd Debridement, Ea Addl 20Cm/<", $44 ,,
11042009,Debridmnt Skin Subcut Tiss 1st 20 Sq CM, $356 ,,
11043007,Debrid Musc Fascia First 20 Sq Cm or <, $698 ,,
11044005,Debrid Bone First 20 Sq Cm or <," $2,021 ",,
11056009,Paring Benign Lesions 2 to 4 Lesions, $177 ,,
11066156,"Transthoracic Echo W/O Doppler, Complete"," $1,381 ",,
11093227,DOPPLER COLOR FLOW, $44 ,,
11093351,DOBUTAMINE STRESS ECHOCARDIOGRAM," $1,408 ",,
11100005,Biopsy Skin/Subq - Single Lesion, $246 ,,
11101003,Biopsy Skin Each Add'L Le, $100 ,,
11200003,Removal Skin Tags Up To 15, $268 ,,
11200011,Anes Bony Pelvis Procedur, $81 ,,
11201001,Remvl Skin Tags Addl 10, $58 ,,
11300001,Shve Les T/A/L 0.5Cm<, $353 ,,
11310000,"Shave Les,F/E/N/L 0.5Cm/<", $203 ,,
11311008,"Shave Les,F/E/N/L;0.6-1.0Cm", $341 ,,
11400009,Les Trnk Extrm .5Cm Or<," $1,031 ",,
11401007,Les Trnk Extrm .6-1 Cm," $1,031 ",,
11403003,Les Trnk Extrm 2.1 - 3Cm," $2,021 ",,
11420007,Excis Lesn Nck/Hd/Ft/Gn 0.5 cm or less, $291 ,,
11421005,Excis Lesn Nck/Hnd/Ft/Gn 0.6 to 1.0 cm," $2,021 ",,
11422003,Excis Lesn Nck/Hnd/Ft/Gn 1.1 - 2.0 cm," $2,021 ",,
11424009,Excis Lesn Nck/Hnd/Ft/Gn 3.1 - 4.0 cm," $3,035 ",,
11440005,Excis Lesn Face/Ears To 0," $1,031 ",,
11441003,Excis Lesn Face/Ears .6-1, $394 ,,
11442001,Excis Lesn Face/Ears 1.1 - 2.0cm, $439 ,,
11530136,Stress TTE W/ Cont ECG Monitoring," $1,121 ",,
11533502,Stress Echocardiogram, $745 ,,
11593320,ADD ON COLOR DOPPLER, $99 ,,
11593325,ADD ON DOPPLER, $99 ,,
11600004,Exc Les Trunk Arm/Leg .5C," $2,021 ",,
11600012,Anes Symph Pub/S-I Jnt Cl, $81 ,,
11601002,Exc Les Trunk/Extrem .6 T, $859 ,,
11640000,Exc Malig Face/Ears <0.6," $2,021 ",,
11642006,Exc Malig Face/Ears 1.1-2, $859 ,,
11700010,Anes Symph Pub/S-I Jnt Op, $89 ,,
11721008,Debridement Nails 6+, $85 ,,
11730009,Avulsion Of Nail Partial/, $174 ,,
11730017,Anes Pelvic Fracture Open, $81 ,,
11732005,Avulsion Of Nail Plate Ea, $109 ,,
11750007,Excis Nail Permanent Remo, $332 ,,
11752003,PART EXC BONE; DISTAL PHALANX," $3,035 ",,
11760006,Repair Nail Bed, $920 ,,
11900008,Injec Intralesn Up To 7 L, $211 ,,
11954005,Filling Material >10Cc, $403 ,,
12000014,Anes Ear Ext/Mid/In Nos, $81 ,,
12001004,Lac Rpr Nonface To 2.5 C, $211 ,,
12002002,Lac Rpr Nonface 2.6-7.5, $242 ,,
12004008,Lac Rpr Nonface 7.6-12.5, $331 ,,
12005005,Lac Rpr Nonface 12.6-20, $484 ,,
12006003,Lac Rpr Nonface 20.1-30, $622 ,,
12011003,Lac Rrp Face/Ears To 2.5, $245 ,,
12013009,Lac Rpr Face/Ears 2.6-5, $268 ,,
12014007,Lac Rrp Face/Ears 5.1-7.5, $356 ,,
12015004,Lac Rrp Face/Ears 7.6-12, $485 ,,
12018008,Rpr Smpl Over 30Cm-Face E, $452 ,,
12020004,"Wound Dehiscence, Simple", $767 ,,
12020012,Anes Hip Joint Arthroscop, $89 ,,
12021002,Wound Dehiscence W/Packin, $920 ,,
12032009,Layr Rpr Trk/Sclp/Ext 206, $537 ,,
12034005,Layr Rpr Trk/Sclp/Ext 7.6, $943 ,,
12035002,Layr Rpr Trk/Sclp/Ext 12.," $1,270 ",,
12036000,Layr Rpr Trk/Sclp/Ext 20.," $1,018 ",,
12041000,Layr Rpr Nk/Hnd/Ft To 2.5, $418 ,,
12042008,Layr Rpr Nk/Hnd/Ft 2.6-7., $838 ,,
12044004,Layr Rpr Nk/Hnd/Ft 7.6-12," $1,160 ",,
12045001,Layr Rpr Nk/Hnd/Ft 12.6-2," $1,363 ",,
12046009,Layr Rpr Nk/Hnd/Ft 20.1-3," $1,709 ",,
12046157,Chemodnrv Uni Facial, $429 ,,
12046165,Chemodnrv Bilat Neck, $429 ,,
12051009,"Rpr Inter Face Etc, To 2.", $606 ,,
12052007,Layr Rpr Face/Ears 2.6-5., $514 ,,
12053005,Layr Rpr Face/Ears 5.1-7.," $1,097 ",,
12054003,Layr Rpr Face/Ears 7.6-12," $1,400 ",,
12056123,Chemodnrv Facial Nrv Muscles, $45 ,,
12056131,Chemodnrv Neck Tray, $45 ,,
12056149,Chemodnrv Extremity Tray, $51 ,,
12070017,EMG Needle, $570 ,,
12095048,Nerve conduction studies; 3-4 studies, $212 ,,
12095303,Repetitive Nerve Stimulation - Checkbd, $695 ,,
12095675,EMG Cran Nerv - Unilat, $261 ,,
12095733,Guidance Elect Stim for Chemodenervation, $54 ,,
12095907,"Nerve Conduction Studies, 1-2 Studies", $388 ,,
12100012,Anes Hip Joint Open Proc, $81 ,,
12120010,Anes Hip Joint Disarticul, $81 ,,
12140018,Anes Hip Total Arthroplas, $81 ,,
12150017,Anes Hip Arthroplasty Rev, $81 ,,
12200010,Anes Femur Upr 2/3-Closed, $81 ,,
12300018,Anes Femur Upr 2/3-Open P, $81 ,,
12320016,Anes Femur Upr 2/3 Amputa, $81 ,,
12340014,Anes Femur Upr 2/3 Resect, $89 ,,
12500013,Anes Upper Leg Exclud Fx&, $81 ,,
12595868,"EMG CN MUSCLES, BILATERAL", $433 ,,
12600011,Anes Ear Ext/Mid/In Tympn, $81 ,,
12700019,Anes Upperleg Arts&Bypas, $81 ,,
12720017,Anes Upper Leg Fem Art Li, $89 ,,
12740015,Anes Upper Leg Fem Art Em, $89 ,,
13003504,Nerve Velocity (2), $114 ,,
13003512,Nerve Velocity (3), $114 ,,
13003520,Nerve Velocity (4), $114 ,,
13022801,Evoked Potential-Visual, $695 ,,
13058219,"EEG,Portable To Alternat", $803 ,,
13058235,"EEG,Physical Or Pharm,"," $1,189 ",,
13058276,"EEG,All Night Sleeping", $605 ,,
13059258,Evoked Potential-Somatosens-Upper Limbs, $759 ,,
