"SVCCD","Description","PRICE1","As of Date"
"1218840","FA/B COMP W/C CAP   ",1.00,"7/2/2019"
"1218869","VERAPAMIL 180MG SRCP",33.56,"7/2/2019"
"1218872","INDAPAMIDE 1.25MG TB",15.92,"7/2/2019"
"1218875","HCTZ 12.5MG CAP     ",17.32,"7/2/2019"
"1218886","H-COD10/APAP325MG TB",16.02,"7/2/2019"
"1218892","DILTIAZE 180MG SR TB",23.46,"7/2/2019"
"1218895","CITALOPRAM 10MG TAB ",25.86,"7/2/2019"
"1218896","CITALOPRAM 40MG TAB ",26.78,"7/2/2019"
"1218930","IPRATROP .06%SP 15ML",372.72,"7/2/2019"
"1218938","VERAPAMIL 40 MG TAB ",20.82,"7/2/2019"
"1218956","THEOPHYLL 300MG SRTB",13.27,"7/2/2019"
"1218957","VITAMIN A 10000IU CP",1.00,"7/2/2019"
"1218978","FAMOTIDINE 10MG TAB ",1.00,"7/2/2019"
"1218982","BACITR/POLYB OO 3.5G",107.77,"7/2/2019"
"1218988","NEO/POLY/HC SUSP 10 ",331.72,"7/2/2019"
"1218993","BACITR 500U/GM 30GM ",13.60,"7/2/2019"
"1219002","ALBUTEROL 5MG/ML    ",17.65,"7/2/2019"
"1219003","SOTALOL HCL 120MG TB",27.72,"7/2/2019"
"1219006","RISPERIDONE .25MG TB",58.08,"7/2/2019"
"1219016","LORAZEPAM 2MG TAB   ",31.97,"7/2/2019"
"1219025","CEPHALEXIN 250MG CAP",14.44,"7/2/2019"
"1219029","ATENOLOL 100MG TAB  ",17.98,"7/2/2019"
"1219032","GLIPIZIDE 10MG TAB  ",1.00,"7/2/2019"
"1219038","ENALAPRIL 2.5MG TAB ",17.96,"7/2/2019"
"1219039","ENALAPRIL 20MG TAB  ",19.86,"7/2/2019"
"1219040","LISINOPRIL 40MG TAB ",15.41,"7/2/2019"
"1219044","ETHAMBUTOL 400MG TAB",25.97,"7/2/2019"
"1219061","MIDODRINE 5MG TAB   ",30.95,"7/2/2019"
"1219082","SEVELAMER 400MG TAB ",35.62,"7/2/2019"
"1219118","NEO/POL/DEX.1%OIN3.5",159.42,"7/2/2019"
"1219132","PERMETHRIN 5%CRM 60G",334.78,"7/2/2019"
"1219153","COLESEVELAM 625MG TB",19.08,"7/2/2019"
"1219161","MELATONIN 3MG TAB   ",1.00,"7/2/2019"
"1219174","APAP 32MG/ML 20.3ML ",5.35,"7/2/2019"
"1219192","BUPIVAC .75%D5W 2ML ",36.57,"7/2/2019"
"1219212","CHOLESTYR LT POW 4GM",42.34,"7/2/2019"
"1219218","CIPROFLOXA .3% 5ML  ",942.72,"7/2/2019"
"1219221","CISATRACUR 20MG/10ML",555.24,"7/2/2019"
"1219226","CLINDAMYCI 900MG/6ML",24.43,"7/2/2019"
"1219231","CLOBETA .05% EM CR30",220.99,"7/2/2019"
"1219293","ERYTHROMYC 250MG TAB",17.32,"7/2/2019"
"1219346","FLUVOXAMINE 100MG TB",18.82,"7/2/2019"
"1219358","GLYCERIN LIQUID 1ML ",1.00,"7/2/2019"
"1219361","GLYCOPYRRO 1MG/5ML I",71.09,"7/2/2019"
"1219401","HYDROXYUREA 500MG CP",18.01,"7/2/2019"
"1219407","INDOCYAN GREEN 25MG ",594.08,"7/2/2019"
"1219416","LABETALOL 5MG/ML 4ML",52.00,"7/2/2019"
"1219419","LEVOTHYROX 112MCG TB",16.13,"7/2/2019"
"1219454","METRONID 500MG/100ML",51.96,"7/2/2019"
"1219464","NA THIOSULF 25% 50ML",1272.78,"7/2/2019"
"1219589","TETRACAINE.5%OS 15ML",90.78,"7/2/2019"
"1219595","THYROID 30MG TAB    ",23.58,"7/2/2019"
"1219597","TIMOLOL .5%OPGL 2.5M",1166.28,"7/2/2019"
"1219609","TRIAMCIN.1% PST 5GM ",256.75,"7/2/2019"
"1219633","LITHIUM CA 300MGCRTB",18.28,"7/2/2019"
"1219637","SOD BIC 8.4% 50ML VL",110.98,"7/2/2019"
"1219647","DM-GUAIF 20-200/10ML",3.68,"7/2/2019"
"1219651","BUPIVACAIN .75% 10ML",96.23,"7/2/2019"
"1219666","SALINE.65%NAS SP 45M",6.56,"7/2/2019"
"1219691","DILTIAZE 120MG SR CP",18.76,"7/2/2019"
"1219693","LEVETIRACET 250MG TB",19.40,"7/2/2019"
"1219708","BETHANECHOL 10MG TAB",19.25,"7/2/2019"
"1219721","GENTAMYC 0.3%OS 5ML ",48.11,"7/2/2019"
"1219736","CALC OYSTSHL 500MG T",1.00,"7/2/2019"
"1219754","DICYCLOMINE 10MG CAP",12.82,"7/2/2019"
"1219820","PRAMIPEXOLE .25MG TB",49.80,"7/2/2019"
"1219829","SENNOSIDES 8.6MG TAB",1.00,"7/2/2019"
"1219841","TRIAMCNOLO.5%CRM15GM",37.28,"7/2/2019"
"1219842","TRIFLURID 1%OS 7.5ML",2747.95,"7/2/2019"
"1219847","VORICONAZOL 200MG TB",413.06,"7/2/2019"
"1219866","LIDO 2% W/EPI 20ML  ",57.10,"7/2/2019"
"1219895","CLOT1/BETA.05%CR 15G",230.06,"7/2/2019"
"1219898","DILTIAZEM 25MG/5ML V",49.72,"7/2/2019"
"1219909","ESTROGN VAG CR 42.5G",645.36,"7/2/2019"
"1219916","OXYMETAZLN HCL.05%15",9.36,"7/2/2019"
"1219918","PHENYTOIN 100MG/4ML ",28.25,"7/2/2019"
"1219920","PREDNISOLON 15MG/5ML",11.49,"7/2/2019"
"1219922","PREDNIS ACE 1%OS 10M",347.89,"7/2/2019"
"1219927","SPS 15GM/60ML SUSP  ",83.09,"7/2/2019"
"1219951","TRIAMCIN.025%CR 15GM",45.44,"7/2/2019"
"1219960","NITROGLYCRN 2%OINTPK",24.27,"7/2/2019"
"1219978","PREP-H OINTMNT 30GM ",54.64,"7/2/2019"
"1219980","LIDOCAIN 1%/EPI 20ML",49.09,"7/2/2019"
"1220192","AA5D20W/LYTES1000ML ",513.97,"7/2/2019"
"1220193","AA5 D25W 1000ML     ",677.13,"7/2/2019"
"1221000","D5LR UP TO 1000ML   ",203.69,"7/2/2019"
"1221001","D5NS+KCL 20MEQ 1000M",203.69,"7/2/2019"
"1221003","D5W/KCL 20MEQ 1000ML",236.73,"7/2/2019"
"1221004","D10W 1000ML         ",203.69,"7/2/2019"
"1221007","D5W/0.45%NACL 500ML ",203.69,"7/2/2019"
"1221008","D5.45NS/KCL20 1000ML",246.35,"7/2/2019"
"1221009","D5.45NS/KCL40 1000ML",246.35,"7/2/2019"
"1221010","D5 1/2NS/KCL10MEQ   ",203.69,"7/2/2019"
"1221011","D5-0.2% NACL 1000ML ",203.69,"7/2/2019"
"1221015","RINGER LAC UP TO 1L ",151.08,"7/2/2019"
"1221019","NITROGLYC/D5W 250ML1",295.10,"7/2/2019"
"1221044","SOD CHLOR .45%1000ML",203.69,"7/2/2019"
"1221046","SOD CHLOR .45% 500ML",203.69,"7/2/2019"
"1221063","D545NS C KCL 30MEQ  ",246.35,"7/2/2019"
"1221065","MANNITOL 20% 500ML  ",263.02,"7/2/2019"
"1221085","SOD CHLOR .9% 100ML ",27.58,"7/2/2019"
"1221086","NS W/ KCL 20MEQ/1000",246.35,"7/2/2019"
"1221087","NS W/ KCL 40MEQ/1000",246.35,"7/2/2019"
"1221088","KCL 20MEQ/.45%NS1000",203.69,"7/2/2019"
"1221091","D5W/0.9%NSS+40MEQ 1L",246.35,"7/2/2019"
"1221104","SOD CHLOR 3% 500ML  ",151.08,"7/2/2019"
"1221109","D5W/0.45%NACL 1000ML",203.69,"7/2/2019"
"1221112","D5-0.2% NACL 500ML  ",203.69,"7/2/2019"
"1221140","D10W 500ML          ",177.70,"7/2/2019"
"1221145","DEX 5%/WATER 250ML  ",203.69,"7/2/2019"
"1221149","SOD CHLOR .9% 50ML  ",120.29,"7/2/2019"
"1221150","SOD CHLOR .9% 100ML ",120.29,"7/2/2019"
"1221178","AA 5%/D20W 1000ML   ",513.97,"7/2/2019"
"1221181","FAT EMULS 20% 250ML ",334.88,"7/2/2019"
"1221205","D51/2NS KCL20MEQ 500",177.70,"7/2/2019"
"1221206","KCL20-NS.2-D5W 500ML",71.54,"7/2/2019"
"1221300","SOD CHLOR .9% 50ML  ",27.58,"7/2/2019"
"1240003","LD ORLVL 3 INI 15MIN",3829.00,"7/2/2019"
"1240004","LD ORLVL 4 INI 15MIN",4479.00,"7/2/2019"
"1240012","LD ORLVL 2 EA ADDMIN",75.00,"7/2/2019"
"1240013","LD ORLVL 3 EA ADDMIN",85.00,"7/2/2019"
"1240014","LD ORLVL 4 EA ADDMIN",95.00,"7/2/2019"
"125110","R&B M/S PRIVATE     ",1677.00,"7/2/2019"
"125206","R&B PRIVATE TELEM   ",2660.00,"7/2/2019"
"1314000","PHLEBOTOMY THERAPEUT",2940.84,"7/2/2019"
"1314001","FFP THAWING         ",6031.76,"7/2/2019"
"1314007","RBC PRETREAT ENZ    ",6031.76,"7/2/2019"
"1314008","RBC PRETREAT GRD SEP",3616.76,"7/2/2019"
"1314014","RBC PRETREAT DIFF EA",890.40,"7/2/2019"
"1314016","CATECHOL FRACTNTD   ",873.04,"7/2/2019"
"1314026","CARBAMAZEPINE TOTAL ",503.44,"7/2/2019"
"1314028","CYCLOSPORINE        ",623.84,"7/2/2019"
"1314039","LITHIUM             ",228.48,"7/2/2019"
"1314041","PHENOBARBITAL       ",428.40,"7/2/2019"
"1314042","PHENYTOIN TOTAL     ",458.08,"7/2/2019"
"1314049","TACROLIMUS          ",474.88,"7/2/2019"
"1314050","THEOPHYLLINE        ",488.88,"7/2/2019"
"1314051","TOBRAMYCIN          ",557.48,"7/2/2019"
"1314052","TOPIRAMATE          ",412.16,"7/2/2019"
"1314054","DRUG UNSPEC QUANT   ",521.92,"7/2/2019"
"1314055","ACTH STIM PANEL     ",1127.56,"7/2/2019"
"1314082","SPEC CHAIN CUSTODY  ",125.00,"7/2/2019"
"1314083","BLOOD TYPING ABO    ",2940.84,"7/2/2019"
"1314084","BLOOD TYPING RH D   ",890.40,"7/2/2019"
"1314087","BLD TYPING OTHER AG ",6031.76,"7/2/2019"
"1314088","BLD TYPING RH PHENO ",890.40,"7/2/2019"
"1314091","COMPATIB TEST IS    ",3616.76,"7/2/2019"
"1314092","COMPATIB TEST INCUB ",3616.76,"7/2/2019"
"1314093","COMPATIB TEST AHG   ",3616.76,"7/2/2019"
"1314098","ACETON-KETON SERM QL",156.24,"7/2/2019"
"1314103","ADRENOCORT ACTH     ",1335.04,"7/2/2019"
"1314105","ALBUMIN SERUM       ",171.08,"7/2/2019"
"1314106","ALBUMIN FLUID       ",217.84,"7/2/2019"
"1314108","GENERAL HEALTH PANEL",2227.80,"7/2/2019"
"1314109","ELECTROLYTE PANEL   ",242.48,"7/2/2019"
"1314110","COMP METAB PANEL    ",365.12,"7/2/2019"
"1314112","LIPID PANEL         ",462.84,"7/2/2019"
"1314113","RENAL FUNCTION PANEL",300.16,"7/2/2019"
"1314114","HEPATITIS ACUTE PANE",1646.68,"7/2/2019"
"1314115","HEPATIC FUNCTION PAN",282.52,"7/2/2019"
"1314116","MICROALB QNT        ",199.92,"7/2/2019"
"1314119","ETHANOL BREATH ANAL ",840.00,"7/2/2019"
"1314120","ALDOLASE            ",335.72,"7/2/2019"
"1314121","ALDOSTERONE         ",1408.68,"7/2/2019"
"1314122","ALKALOIDS NOS MS    ",90.00,"7/2/2019"
"1314123","ALPHA 1-ANTITRYP TOT",464.52,"7/2/2019"
"1314124","ALPHA 1-ANTITRYP PHE",500.08,"7/2/2019"
"1314125","AFP SERUM           ",579.88,"7/2/2019"
"1314134","AMINO ACID QUAN 6+  ",2195.05,"7/2/2019"
"1314135","AMMONIA             ",503.72,"7/2/2019"
"1314138","AMYLASE             ",224.00,"7/2/2019"
"1314140","ANDROSTENEDIONE     ",1011.92,"7/2/2019"
"1314143","ANGIOTENSIN CONV ENZ",504.84,"7/2/2019"
"1314144","APOLIPOPROTEIN EACH ",590.52,"7/2/2019"
"1314146","ASCORBIC ACID       ",341.60,"7/2/2019"
"1314148","BARBITURATES MS     ",450.98,"7/2/2019"
"1314149","BETA-2 MICROGLOBULIN",559.16,"7/2/2019"
"1314152","BILIRUBIN TOTAL     ",173.32,"7/2/2019"
"1314153","BILIRUBIN DIRECT    ",173.32,"7/2/2019"
"1314156","BLD OCCULT FECES 1-3",122.64,"7/2/2019"
"1314157","BLD OCCULT OTHER SRC",148.96,"7/2/2019"
"1314161","VITAMIN D 25OH      ",1023.40,"7/2/2019"
"1314164","CALCIUM TOTAL       ",178.36,"7/2/2019"
"1314165","CALCIUM IONIZED     ",472.64,"7/2/2019"
"1314167","CALCIUM URI QN TIMED",208.32,"7/2/2019"
"1314170","CALCULUS INFRARED   ",445.76,"7/2/2019"
"1314174","CARBON MONOXIDE QUAN",425.88,"7/2/2019"
"1314176","CARCINOEMBRYONIC AG ",655.48,"7/2/2019"
"1314178","CAROTENE            ",318.92,"7/2/2019"
"1314183","CERULOPLASMIN       ",371.28,"7/2/2019"
"1314184","CHEMILUM ASSAY NOS  ",488.04,"7/2/2019"
"1314190","CHOLESTEROL TOTAL   ",150.36,"7/2/2019"
"1314201","CITRATE             ",961.24,"7/2/2019"
"1314203","COLLAGEN CROSSLINKS ",645.96,"7/2/2019"
"1314206","CORTISOL FREE       ",577.64,"7/2/2019"
"1314207","CORTISOL TOTAL      ",563.36,"7/2/2019"
"1314208","CREATINE            ",160.16,"7/2/2019"
"1314213","CPK TOTAL           ",225.12,"7/2/2019"
"1314214","CPK ISOENZYMES      ",462.84,"7/2/2019"
"1314215","CPK MB FRACTION     ",399.28,"7/2/2019"
"1314217","CREATININE BLOOD    ",177.24,"7/2/2019"
"1314218","CREATININE UR-OTHER ",178.92,"7/2/2019"
"1314219","CREATININE CLEARANCE",326.76,"7/2/2019"
"1314221","CRYOGLOBULIN        ",223.44,"7/2/2019"
"1314223","VITAMIN B-12        ",521.08,"7/2/2019"
"1314226","DHEA                ",748.27,"7/2/2019"
"1314227","DHEA-S              ",768.60,"7/2/2019"
"1314234","DIHYDROXY VITAMIN D ",1330.84,"7/2/2019"
"1314236","ENZYME ACTIVITY NOS ",300.00,"7/2/2019"
"1314240","ERYTHROPOIETIN      ",649.60,"7/2/2019"
"1314241","ESTRADIOL           ",965.72,"7/2/2019"
"1314243","ESTROGEN TOTAL      ",749.84,"7/2/2019"
"1314244","ESTRIOL             ",835.80,"7/2/2019"
"1314245","ESTRONE             ",862.68,"7/2/2019"
"1314247","ETHYLENE GLYCOL     ",515.20,"7/2/2019"
"1314249","FAT-LIPID FECES QUAL",176.12,"7/2/2019"
"1314250","FAT-LIPID FECES QUAN",581.00,"7/2/2019"
"1314254","FERRITIN            ",471.24,"7/2/2019"
"1314258","FOLIC ACID SERUM    ",508.20,"7/2/2019"
"1314259","FOLIC ACID RBC      ",598.64,"7/2/2019"
"1314265","GAMMAGLOB M-G-A-D   ",321.44,"7/2/2019"
"1314266","GAMMAGLOBULIN IGE   ",568.96,"7/2/2019"
"1314267","IGG SUB 1,2,3 OR 4  ",277.20,"7/2/2019"
"1314276","GASTRIN             ",609.56,"7/2/2019"
"1314278","GLUCOSE, BODY FLUID ",135.80,"7/2/2019"
"1314280","GLUCOSE, QUANT      ",135.80,"7/2/2019"
"1314282","GLUCOSE, POST DOSE  ",164.08,"7/2/2019"
"1314283","GLUCOSE TOL, 3 SPECS",444.92,"7/2/2019"
"1314283","GTT 3 SPEC          ",444.92,"7/2/2019"
"1314284","GLUCOSE TOL, ADD SP ",135.52,"7/2/2019"
"1314284","GTT ADD SP          ",135.52,"7/2/2019"
"1314286","G6PD, QUANT         ",335.16,"7/2/2019"
"1314292","GGT                 ",248.92,"7/2/2019"
"1314297","FOLLICLE STIM HORM  ",642.32,"7/2/2019"
"1314298","LEUTEINIZING HORMONE",640.08,"7/2/2019"
"1314299","GROWTH HORMONE      ",576.24,"7/2/2019"
"1314301","HAPTOGLOBIN, QUANT  ",434.84,"7/2/2019"
"1314306","HEAVY METALS, QUANT ",759.36,"7/2/2019"
"1314308","HEMOGLOBIN, CHROMA  ",624.12,"7/2/2019"
"1314324","HISTAMINE           ",556.17,"7/2/2019"
"1314325","HOMOCYSTEINE        ",583.24,"7/2/2019"
"1314328","5-HIAA              ",445.76,"7/2/2019"
"1314329","HYDROXYPROGES 17-D  ",939.12,"7/2/2019"
"1314333","IMMUNOASSAY, OTHER  ",398.72,"7/2/2019"
"1314335","IMMUNOASSAY, RIA    ",515.20,"7/2/2019"
"1314336","IMMUNOASSAY, NOS    ",483.56,"7/2/2019"
"1314337","INSULIN, TOTAL      ",395.08,"7/2/2019"
"1314338","INSULIN, FREE       ",447.44,"7/2/2019"
"1314340","IRON                ",223.72,"7/2/2019"
"1314341","IRON BINDING CAPACIT",302.12,"7/2/2019"
"1314346","LACTIC ACID         ",369.32,"7/2/2019"
"1314347","LACTATE DEHYDROLDH  ",208.60,"7/2/2019"
"1314348","LDH ISOENZYMES      ",442.40,"7/2/2019"
"1314352","LEAD                ",418.60,"7/2/2019"
"1314358","LIPASE              ",238.28,"7/2/2019"
"1314361","LIPOPROTEIN, HDL    ",283.36,"7/2/2019"
"1314363","LIPOPROTEIN, LDL    ",329.84,"7/2/2019"
"1314365","MAGNESIUM           ",231.56,"7/2/2019"
"1314367","MANGANESE           ",175.73,"7/2/2019"
"1314369","MASS SPECTRO QUANT  ",675.08,"7/2/2019"
"1314371","MERCURY             ",561.96,"7/2/2019"
"1314372","METANEPHRINES       ",585.76,"7/2/2019"
"1314380","MYOGLOBIN           ",446.60,"7/2/2019"
"1314381","NEPHELOMETRY, NOS   ",470.12,"7/2/2019"
"1314403","ORGAN ACID,SIN,QUAN ",593.88,"7/2/2019"
"1314405","OSMOLALITY, BLOOD   ",228.48,"7/2/2019"
"1314406","OSMOLALITY,URINE    ",235.76,"7/2/2019"
"1314408","OXALATE             ",444.92,"7/2/2019"
"1314410","PARATHORMONE PTH    ",1426.88,"7/2/2019"
"1314414","PHENYLALANINE, BLOOD",190.12,"7/2/2019"
"1314418","PHOSPHATASE, PROSTAT",334.04,"7/2/2019"
"1314419","PHOSPHATASE,ALKALINE",178.92,"7/2/2019"
"1314421","PHOSPHATASE,ALK ISO ",511.00,"7/2/2019"
"1314425","PHOSPHORUS, BLOOD   ",163.80,"7/2/2019"
"1314428","PORPHOBILINOGEN,QUAN",291.76,"7/2/2019"
"1314430","PORPHYRINS,UR,QUAN  ",508.48,"7/2/2019"
"1314433","POTASSIUM SER PL WB ",159.04,"7/2/2019"
"1314434","POTASSIUM, URINE    ",148.96,"7/2/2019"
"1314435","PREALBUMIN          ",504.28,"7/2/2019"
"1314438","PREGNENOLONE        ",714.56,"7/2/2019"
"1314440","PROGESTERONE        ",721.28,"7/2/2019"
"1314441","PROLACTIN           ",669.76,"7/2/2019"
"1314444","PSA, TOTAL          ",635.88,"7/2/2019"
"1314445","PSA, FREE           ",635.88,"7/2/2019"
"1314446","PROTEIN TOT SER PLWB",126.84,"7/2/2019"
"1314448","PROTEINELECTR FR-QNT",371.28,"7/2/2019"
"1314450","WESTERN BLOT, PROBE ",817.88,"7/2/2019"
"1314453","PROINSULIN          ",747.32,"7/2/2019"
"1314454","VITAMIN B-6         ",971.32,"7/2/2019"
"1314461","RECEPTOR, NON-ENDO  ",1263.92,"7/2/2019"
"1314462","RENIN               ",760.20,"7/2/2019"
"1314463","VITAMIN B-2         ",699.44,"7/2/2019"
"1314464","SELENIUM            ",882.56,"7/2/2019"
"1314465","SEROTONIN           ",1071.00,"7/2/2019"
"1314466","SEX HORM BIND GLOB  ",751.24,"7/2/2019"
"1314469","SODIUM,SER PL OR WB ",166.32,"7/2/2019"
"1314470","SODIUM, URINE RANDOM",168.00,"7/2/2019"
"1314471","SOMATOMEDIN         ",735.00,"7/2/2019"
"1314472","SOMATOSTATIN        ",631.68,"7/2/2019"
"1314473","SPECTROPHOTO, NOS   ",241.64,"7/2/2019"
"1314474","SPECIFIC GRAVITY    ",91.84,"7/2/2019"
"1314476","SUGARS, SING, QUAL  ",200.92,"7/2/2019"
"1314481","TESTOSTERONE, FREE  ",880.60,"7/2/2019"
"1314482","TESTOSTERONE, TOTAL ",892.36,"7/2/2019"
"1314483","VITAMIN B-1         ",733.88,"7/2/2019"
"1314486","THYROXINE T4,TOTAL  ",237.44,"7/2/2019"
"1314488","THYROXINE T4, FREE  ",311.64,"7/2/2019"
"1314489","THYROXINE BIND GLOB ",511.00,"7/2/2019"
"1314490","THYROID STIM TSH    ",581.00,"7/2/2019"
"1314491","THYROID STIM IMMUNO ",1757.84,"7/2/2019"
"1314492","VITAMIN E           ",490.28,"7/2/2019"
"1314494","TRANSFERASE AST     ",178.92,"7/2/2019"
"1314495","TRANSFERASE ALT     ",183.12,"7/2/2019"
"1314496","TRANSFERRIN         ",441.28,"7/2/2019"
"1314497","TRIGLYCERIDES       ",198.52,"7/2/2019"
"1314498","T3-T4 UPTAKE        ",223.44,"7/2/2019"
"1314499","T3,TOTAL            ",490.28,"7/2/2019"
"1314500","T3,FREE             ",585.76,"7/2/2019"
"1314501","T3,REVERSE          ",544.88,"7/2/2019"
"1314502","TROPONIN,QNT        ",349.16,"7/2/2019"
"1314508","UREA NITROGEN,QUAN  ",136.64,"7/2/2019"
"1314510","UREA NITROGEN,URINE ",164.08,"7/2/2019"
"1314511","UREA NITRO CLEARANCE",228.48,"7/2/2019"
"1314512","URIC ACID, BLOOD    ",156.24,"7/2/2019"
"1314513","URIC ACID,URINE RAND",164.08,"7/2/2019"
"1314518","VMA, URINE          ",535.64,"7/2/2019"
"1314520","VASOPRESSIN         ",1173.20,"7/2/2019"
"1314521","VITAMIN A           ",401.24,"7/2/2019"
"1314522","VITAMIN ASSAY, NOS  ",477.68,"7/2/2019"
"1314523","VITAMIN K           ",474.32,"7/2/2019"
"1314524","VOLATILES           ",555.80,"7/2/2019"
"1314526","ZINC                ",393.68,"7/2/2019"
"1314527","C-PEPTIDE           ",719.60,"7/2/2019"
"1314529","HCG, QUAL           ",260.12,"7/2/2019"
"1314532","ANTIBODY SCREEN, RBC",1251.60,"7/2/2019"
"1314533","ANTIBODY ELUTION,RBC",3616.76,"7/2/2019"
"1314535","DIRECT COOMBS TEST  ",890.40,"7/2/2019"
"1314536","IDAT QUAL EA RGT RBC",3616.76,"7/2/2019"
"1314560","PSA, SCREENING      ",635.88,"7/2/2019"
"1314562","ALLERGEN IGE QUANT  ",180.32,"7/2/2019"
"1314564","WBC AB IDENT        ",520.52,"7/2/2019"
"1314565","PLATELET AB         ",635.04,"7/2/2019"
"1314567","ANA                 ",417.76,"7/2/2019"
"1314568","ANA,TITER           ",385.84,"7/2/2019"
"1314569","ASO,TITER           ",252.28,"7/2/2019"
"1314571","C-REACTIVE PROTEIN  ",178.92,"7/2/2019"
"1314572","CRP,HIGHLY SENS     ",447.44,"7/2/2019"
"1314573","BETA-2 GLYCOPROT AB ",879.76,"7/2/2019"
"1314574","CARDIOLIPIN AB,IGG  ",879.76,"7/2/2019"
"1314575","PHOSPHOLIPID AB     ",555.52,"7/2/2019"
"1314578","COLD AGG, TITER     ",278.60,"7/2/2019"
"1314579","COMPLEMENT AG, EA   ",414.68,"7/2/2019"
"1314580","LACTOFERRIN,FEC QAL ",678.72,"7/2/2019"
"1314581","COMPLEMENT-FUNC ACT ",414.68,"7/2/2019"
"1314583","COMP, TOTAL CH50    ",702.52,"7/2/2019"
"1314584","PROT E-PHOR-URIN-CSF",616.28,"7/2/2019"
"1314586","B CELLS, TOTAL COUNT",1304.24,"7/2/2019"
"1314588","IMM E-PHORS-URIN-CSF",1014.44,"7/2/2019"
"1314589","DEOXYRIBONUCLEASE AB",457.80,"7/2/2019"
"1314590","NK CELLS, TOTAL CNT ",1304.24,"7/2/2019"
"1314591","DNA AB,NATIVE-DOUBL ",475.16,"7/2/2019"
"1314594","RSV ASSAY W-OPTIC   ",414.40,"7/2/2019"
"1314595","ANTI-ENA            ",619.92,"7/2/2019"
"1314599","FLUORESCENT AB,SCREE",416.64,"7/2/2019"
"1314600","PANCREA ELASTAS,FEC ",398.72,"7/2/2019"
"1314601","FLUORESCENT AB,TITER",416.64,"7/2/2019"
"1314606","TUMOR AG  CA 15-3   ",719.60,"7/2/2019"
"1314606","TUMR AG CA15-3 27-29",719.60,"7/2/2019"
"1314607","TUMOR AG  CA 19-9   ",719.60,"7/2/2019"
"1314608","TUMOR AG  CA 125    ",719.60,"7/2/2019"
"1314609","HETEROPHILE AB SCREE",178.92,"7/2/2019"
"1314612","TUMOR AG, OTHER     ",719.60,"7/2/2019"
"1314613","INF AGENT IMMUNO QUA",518.00,"7/2/2019"
"1314619","IMMUNODIFF, OUCHTER ",414.12,"7/2/2019"
"1314621","IMMUNOFIXATION ELECT",772.52,"7/2/2019"
"1314624","INTRINSIC FACTOR AB ",521.08,"7/2/2019"
"1314625","ISLET CELL AB       ",684.04,"7/2/2019"
"1314626","LEUK HISTAMINE RELEA",430.64,"7/2/2019"
"1314629","T CELLS, TOTAL      ",1304.24,"7/2/2019"
"1314630","T CELL,ABSO CD4-CD8 ",1624.28,"7/2/2019"
"1314631","T CELL, ABSO CD4    ",925.68,"7/2/2019"
"1314632","MICROSOMAL AB       ",502.88,"7/2/2019"
"1314636","PART AGGLUT.SCREEN  ",352.24,"7/2/2019"
"1314639","RHEUMATOID FACT QUAN",196.00,"7/2/2019"
"1314643","SKIN TEST, TB INTRA ",489.16,"7/2/2019"
"1314646","SYPHILIS TEST, QUAL ",147.56,"7/2/2019"
"1314650","ASPERGILLUS AB      ",520.52,"7/2/2019"
"1314651","BACTERUIM AB, NOS   ",445.20,"7/2/2019"
"1314652","BARTONELLA AB       ",351.68,"7/2/2019"
"1314654","BORDETELLA AB       ",455.84,"7/2/2019"
"1314655","BORRELIA BURG.CONFIR",535.64,"7/2/2019"
"1314656","LYME DISEASE AB     ",588.56,"7/2/2019"
"1314665","CRYPTOCOCCUS AB     ",498.12,"7/2/2019"
"1314666","CMV AB              ",497.56,"7/2/2019"
"1314667","CMV AB, IGM         ",582.40,"7/2/2019"
"1314668","DIPHTHERIA AB       ",525.56,"7/2/2019"
"1314673","ENTEROVIRUS AB      ",240.60,"7/2/2019"
"1314674","EPSTEIN-BARR AB, EA ",453.60,"7/2/2019"
"1314675","EPSTEIN-BARR, EBNA  ",528.64,"7/2/2019"
"1314676","EPSTEIN-BARR, VCA   ",627.20,"7/2/2019"
"1314679","FUNGUS AB, NOS      ",423.64,"7/2/2019"
"1314680","GIARDIA LAMBLIA AB  ",508.76,"7/2/2019"
"1314682","HELMINTH AB, NOS    ",449.68,"7/2/2019"
"1314687","HEPATITIS, DELTA AGE",593.32,"7/2/2019"
"1314689","HERPES SIMP TYPE 1  ",455.84,"7/2/2019"
"1314690","HERPES SIMP TYPE 2  ",669.20,"7/2/2019"
"1314691","HISTOPLASMA         ",432.04,"7/2/2019"
"1314692","HIV-1 AB ELISA      ",237.46,"7/2/2019"
"1314692","HIV1 AG HIV1 HIV2 AB",237.46,"7/2/2019"
"1314692","HIV-2 AB ELISA      ",237.46,"7/2/2019"
"1314693","HIV-1 AB ELISA      ",237.46,"7/2/2019"
"1314693","HIV1 AG HIV1 HIV2 AB",237.46,"7/2/2019"
"1314693","HIV-2 AB ELISA      ",237.46,"7/2/2019"
"1314694","HIV1-HIV2 AB SNG RES",414.40,"7/2/2019"
"1314695","HEP B CORE TOT      ",416.64,"7/2/2019"
"1314696","HEP B CORE AB, IGM  ",407.12,"7/2/2019"
"1314697","HEP B SURF AB       ",371.28,"7/2/2019"
"1314698","HEP BE AB           ",399.84,"7/2/2019"
"1314699","HEP A AB, TOTAL     ",428.12,"7/2/2019"
"1314700","HEP A AB, IGM       ",389.20,"7/2/2019"
