Charge Item,CHARGE,Price
853756,NM Kidney Imaging Static,782.5
853758,NM Kidney Imaging w/ Flow w/ + w/o Pharm,918.5
853760,NM Kidney Imaging w/ Flow w/ Pharm,988
853762,NM Kidney Imaging w/ Flow w/o Pharm,859
853766,NM Kidney Imaging w/ Vascular Flow,837.5
853768,NM Kidney Spect,1229.5
853772,NM Labeled Red Cell Sequestration,889
853774,NM Liver Function Study w/ Serial Images,868.5
853776,NM Liver Imaging Spect,1449
853778,NM Liver Imaging Spect w/ Vascular Flow,1592
853780,NM Liver Imaging Static,590
853782,NM Liver Imaging w/ Vascular Flow,843
853784,NM Liver/Spleen Imaging,912
853786,NM Liver/Spleen Imaging w/ Vascular Flow,1061.5
853788,NM Lymphoscintigraphy,226
853790,NM Myocardial Infarct Avid Planar,1710
853792,NM Myocardial Infarct Spect,1710
853794,NM Myocardial Infarct w/ Eject Fraction,390.5
853796,NM Myocardial Perf Multi Rest/Stress,1827
853798,NM Myocardial Perf Single,1163
853800,NM Myocardial Spect Single Rest/Stress,1837.5
853802,NM Peritoneal-Venous Shunt Patency Test,469.5
853804,NM Pulmonary Perfusion Imaging,799.5
853806,NM Pulmonary Perfusion w/ Vent Aerosol,1165
853808,NM Pulmonary Perfusion w/ Ventilation,1083.5
853816,NM Pulmonary Ventilation Aerosol Multi,1083.5
853818,NM Pulmonary Ventilation Aerosol Single,1049.5
853820,NM Pulmonary Ventilation Gaseous Single,1049.5
853822,NM Pulmonary Ventilation/Perfusion,500.5
853824,NM RBC Volume,889
853826,NM RBC Volume Samples,889
853828,NM Red Cell Survival Differential Organ,889
853830,NM Red Cell Survival Study,889
853832,NM Salivary Gland Function Study,548.5
853834,NM Salivary Gland Imaging,548.5
853836,NM Salivary Gland Imaging w/Serial Image,588
853838,NM Shunt Evaluation,469.5
853840,NM Spleen Imaging,836.5
853844,NM Testicular Imaging w/ Vascular Flow,622
853846,NM Thyroid Uptk Stim/Suppress/Discharge,350.5
853848,NM Tumor Localization/Whole Body 1 Day,675
853850,NM Urinary Bladder Residual Study,104.5
853852,NM Venous Thrombosis Imaging Bilateral,709.5
853854,NM Venous Thrombosis Imaging Left,536.5
853856,NM Venous Thrombosis Imaging Right,536.5
853858,NM Ventriculogram,1398.5
853860,NM Whole Blood Volume,889
853862,NM Non-Cardiac Vascular Flow Imaging,885.5
853866,MA Mammogram MagView Left,145.5
853869,MA Mammogram MagView Right,145.5
853872,NM Myocardial Spect Multi R/S Ij 1,3616.5
853875,XR Fluoro Cisterno Needle Loc Spine,560
853914,Lactated Ringers 1000 ml X 1 bag,73.5
853915,Lactated Ringers 1000 ml X 2bags,147
853916,Lactated Ringers 1000 ml X 3bags,220.5
853917,Suture Charge 1 - 5,118.5
853918,Suture Charge 6 - 10,236
853919,Suture Charge 11 - 15,352.5
853920,Suture Charge 16 - 20,470
853921,Kerlix Sponge Qty 1,8.5
853922,Kerlix Sponge Qty 2,17
853923,Kerlix Sponge Qty 3,23.5
853924,Kerlix Roll Qty 1,14.5
853925,Kerlix Roll Qty 2,27
853926,Kerlix Roll Qty 3,39.5
853927,Steri Strip 1/2X4 Qty 1,16.5
853928,Steri Strip 1/2X4 Qty 2,31
853929,Steri Strip 1/4X3 Qty 1,16.5
853930,Steri Strip 1/4X3 Qty 2,31
853931,Steri Strip 1/4X4 Qty 1,12.5
853932,Steri Strip 1/4X4 Qty 2,24
853933,Steri Strip 1X5 Qty 1,18.5
853934,Steri Strip 1X5 Qty 2,36.5
853936,Telfa 4X3 Qty 1,6
853937,Telfa 4X3 Qty 2,10
853938,Telfa 4X3 Qty 3,16
853940,Telfa 8X3 Qty 1,7
853941,Telfa 8X3 Qty 2,13.5
853942,Telfa 8X3 Qty 3,19
853943,Sponge 4X4 Qty 1,10.5
853944,Sponge 4X4 Qty 2,21
853945,Sponge 4X4 Qty 3,31.5
853946,Gauze Sponge Tub Qty 1,9.5
853947,Gauze Sponge Tub Qty 2,19
853948,Gauze Sponge Tub Qty 3,28.5
853949,Irrigation Saline 500ml X 1bag,73.5
853950,Irrigation Saline 500ml X 2bags,147
853951,Irrigation Saline 500ml X 3bags,220.5
853952,Irrigation Water 2000ml X 1bag,73.5
853953,Irrigation Water 2000ml X 2bags,147
853954,Irrigation Water 2000ml X 3bags,220.5
853955,NS Supply 500 ml X 1bag,73.5
853956,NS Supply 500 ml X 2bags,147
853957,NS Supply 500 ml X 3bags,220.5
854977,Surgipad Qty 1,6
854978,Surgipad Qty 2,10
855132,ROOM/BED: Observation - Definitive Obs,153
855134,ROOM/BED: Observation - Telemetry,110
855136,ROOM/BED: Observation - Acute/Gyn/OB,92
855137,ROOM/BED: Observation - Surgical Unit,127.5
859100,Admin. Fee Vaccine,130.5
859101,Audiometry Screening Test,75
859102,BCEDP Case Management,208.5
859104,Burn Debridement Small,101
859105,Ceruminectomy,75
859107,Cryo-Therapy,124
859108,Cystoscopy Irrig Set,35.5
859111,Dot Physical,104.5
859112,Dressing Extensive,54
859113,Dressing Intermediate,44.5
859114,Dressing Minor,44.5
859116,Ear Lavage,66.5
859117,Removal Of FB Embedded Conjunctiva,124
859119,Family Plan Grp Ed-Once,9
859126,Hemoglobin POC,29
859127,I&D Abcess Complicated,275.5
859128,I&D Abcess Simple,120.5
859129,I&D Paranychia,75
859130,I&D Removal Foreign Body,164.5
859131,"Immed Jnt Bursa,Gang Cyst",131
859132,Intravenous Infusion,164.5
859133,Inhalation Therapy,54
859136,Nursing Visit,147
859141,Occult Blood POC,27.5
859143,Repair Laceration 2.6Cm To 7.5Cm,124
859144,Repair Laceration Scalp <2.5Cm,124
859145,Repair Laceration Trunk <2.5Cm,94
859146,Repair Laceration Simple < 2.5Cm,205.5
859147,Snellen Eye Test >7 Years,109
859148,Snellen Eye Test 3-6 Yrs.,109
859149,EKG-Clinic,158.5
859150,Tympanometry,22
859152,Vein Injection,234
859153,Visual Acuity Exam-Clinic,51.5
859154,Irrigation Saline 2000ml,27
859155,Irrigation Saline 4000ml,74.5
859156,Kling 1 Inch,8
859157,Mumps Virus,54
859158,Lavacuator Tube,67.5
859159,Butterfly 23G,11.5
859160,Arthroscopy Irrg Set,338.5
859161,Acetabular Shell Liner,889.5
859162,Accessory Pap System,243
859163,Bite Block Pediatric,56.5
859164,Bioglue Applicator Tips,177.5
859165,Cath Ultra Thin Diamond,947.5
859179,Est Patient Visit-Comprehensive/High(Level 5),234.5
859180,Est Patient Visit-Detailed(Level 4),176.5
859181,Est Patient Visit-Expanded(Level 3),161.5
859182,Est Patient Visit-Focused(Level 2),154
859183,Est Patient Visit-Minimal(Level 1),119.5
859184,NP Office Visit-Detailed,251
859185,NP Office Visit-Expanded,201
859186,NP Office Visit-High Comp,401.5
859187,NP Office Visit-Str. Fwd.,164.5
859193,Pmv Initial 18-39 Yrs,262
859194,Pmv Initial 40-64 Yrs,291
859195,Pmv Initial 65 Yrs & Olde,328.5
859196,Pmv Initial Adoles. 12-17,195
859197,Pmv Initial Child 1-4 Yrs,175.5
859198,Pmv Initial Child 5-11 Yr,185.5
859199,Pmv Initial Infant < 1 Yr,166.5
859204,"OB Care Visit 1, Level 1, New Pat.",153
859205,"OB Care Visit 1, Level 2, New Pat.",186.5
859206,"OB Care Visit 1, Level 3, New Pat.",234.5
859207,"OB Care Visit 1, Level 4, New Pat.",303.5
859208,"OB Care Visit 1, Level 5, New Pat.",373
859209,"OB Care Visit 1, Level 1, Est. Pat.",110.5
859210,"OB Care Visit 1, Level 2, Est. Pat.",143.5
859211,"OB Care Visit 1, Level 3, Est. Pat.",150
859212,"OB Care Visit 1, Level 4, Est. Pat.",164
859213,"OB Care Visit 1, Level 5, Est. Pat.",217
859214,"OB Care Visit 2, Level 1, Est. Pat.",110.5
859215,"OB Care Visit 2, Level 2, Est. Pat.",143.5
859216,"OB Care Visit 2, Level 3, Est. Pat.",150
859217,"OB Care Visit 2, Level 4, Est. Pat.",164
859218,"OB Care Visit 2, Level 5, Est. Pat.",217
859219,"OB Care Visit 3, Level 1, Est. Pat.",110.5
859220,"OB Care Visit 3, Level 2, Est. Pat.",143.5
859221,"OB Care Visit 3, Level 3, Est. Pat.",150
859222,"OB Care Visit 3, Level 4, Est. Pat.",164
859223,"OB Care Visit 3, Level 5, Est. Pat.",217
859244,"OB Care Visit 4, Est. Pat.",181.5
859246,"OB Care Visit 5, Est. Pat.",181.5
859248,"OB Care Visit 6, Est. Pat.",181.5
859250,"OB Care Visit 7, Est. Pat.",181.5
859252,"OB Care Visit 8, Est. Pat.",181.5
859254,"OB Care Visit 9, Est. Pat.",181.5
859256,"OB Care Visit 10, Est. Pat.",181.5
859258,"OB Care Visit 11, Est. Pat.",181.5
859260,"OB Care Visit 12, Est. Pat.",181.5
859262,"OB Care Visit 13, Est. Pat.",181.5
859264,"OB Care Visit 14, Est. Pat.",181.5
859266,"OB Care Visit 15, Est. Pat.",181.5
859268,"OB Care Visit 16, Est. Pat.",181.5
859276,Biopsy Vulvar 2 Or More Lesions,212.5
859277,"Catherization, Urethra; Simple",239.5
859278,Cervical/Labial Biopsy,144.5
859279,Cervix & Upper/Adj Vag And Biopsy Cervix,229
859280,Cervix & Upper/Adj Vag And ECC,262
859281,Colposcopy With Biopsy,303.5
859283,Health Education Initial Assmt,79.5
859284,Cryosurgery Cervix,251
859287,Diaphram Fitting,135
859288,Ed/Counseling 15 Min Family Pact,82.5
859289,Ed/Counseling 30 Min Family Pact,134
859290,Ed/Counseling 45 Min Family Pact,186.5
859292,Endometrial Biopsy,146
859293,Excision Lesion 0.5Cm or Less,275.5
859294,Health Education FollowUp Individual,42
859295,Health Education Perinatal Individual,42
859296,Health Education Postpartum,42
859299,56420 I&D Bartholin Gland Abscess,438
859300,I&D Sebacious Cyst,79
859301,I&D Vulvar Or Perineal Abscess,411
859302,Individual Education Counsel 10Min Family Pact,55
859303,IUD Insert,451.5
859304,IUD Removal,171.5
859305,59025 NonStress Test-Clinic,101.5
859306,Nutrition FollowUp Individual,42
859307,Nutrition FollowUp Postpartum,42
859308,Pessary Fitting,287
859309,Pessary Insertion,153
859310,Pessary Recheck & Irrigation,114.5
859311,Pregnancy Test (Urine) POC,50.5
859312,Removal Of Skin Lesion,293
859313,Stress Test,263.5
859314,Tb Intradermal Skin Test POC,46.5
859317,Vulva Biopsy One Lesion,264
865098,Quantum Spike,56.5
865099,Soluset 100X60,54.5
869099,"Catheter Kit, Picc",521
869100,Filter Monimer,203.5
869101,Mask Oxygen Pediatric,12.5
869102,Plate Dall Miles 10 Inch 9-Hole,858.5
869103,Morgan Therapetc Lens,135.5
869261,Arthroscope,201
869262,Bronchoscope,201
869264,Colonoscopy Procedure,1713.5
869265,Flexible Sigmoidoscopy,589.5
869266,Gastroscopy,1349
869267,IV Infusion Therapy Add 30 Minutes-Surgery,127
869268,IV Infusion Therapy Up To 1 Hour,248.5
869269,Laparascope,143.5
869270,Major Surgery 1/4 Hour Operating Time,669.5
869271,Major Surgery 1 Hour Operating Time,2667
869272,Microscope,671.5
869273,Minor Surgery 1 Hour Operating Time,1116.5
869274,Minor Surgery 1/4 Hour Operating Time,559
869275,Outpatient Observation,78.5
869276,Outpatient Surgery 1/2 Hour Operating Time,1200.5
869277,Outpatient Surgery 1/4 Hour Operating Time,604
869278,Outpatient Surgery Preparation,698.5
869279,Recovery Room Add 15 Min,129.5
869280,Recovery Room First Hour,527.5
869281,Septic Surgery Case,201
869282,Treatment Room Fee O/P,110
869283,Anethetist Fees,110.5
869285,General Anes Desflurane 1/2 Hour,148
869286,General Anes Desflurane 1/4 Hour,72
869287,Epidural Anesthesia,282.5
869288,Epidural Continuous,388
869297,Local Infiltrate/Topical Anes,67.5
869298,Para Cervical Anes,96
869299,Regional/IV Block Anes,102.5
869300,Spinal Anesthesia,206.5
869301,ERCP Scope,1227.5
872080,MRA Lower Extremity Bilateral,2264
872118,Delivery Room Charge,1338
872128,Catheter Access 6Fr,77
872129,Catheter Ureteral 5Fr,71
872130,Skin Temperature Sensor,22.5
872131,Mesh Proceed TSM 8 X 10,3495
872132,Mesh Proceed TSM 8 X 12,3814
872133,Polaris Ult Uret ST 6Fr,605.5
872134,Polaris Ult Uret ST 7Fr,605.5
872135,Polaris Ult Uret ST 8Fr,605.5
872136,Sensor Dual Flex Angle GW,649.5
872137,Sensor Dual Flex Str GW,649.5
872138,Pathfinder Plus Cont & PU,234
872139,Renal Dilator Sheath Set,623.5
872140,Electrohydraulic Lith Pro,707
872141,Disposable Active Cord,132
872142,Evacuator Ellick's,46.5
872143,Fulgurating Electrode Lon,470
872144,Cutting Loop 24Fr TUR,327.5
872145,"Polaris Loop 6 X 22, 24, 26",623.5
872146,Balloon Occlude,623.5
872148,Introducer Set TLA,205.5
872149,Imager II Torque Catheter,128
872150,Flexima Locking Loop,425.5
872151,Navigator 12/15 X 28 & 36,537.5
872152,Biopsy Device Ease Core,234
872153,Cath Ureteral 8Fr Cone TI,71
872154,Combo Cath Wire Guided CY,470
872155,Cath 6Fr Spiral Tip 70cm,71
872156,Cath 10Fr Dual Lumen,331
872157,POT Seals,83.5
872158,Ureteral Access Sheath UR,537.5
872159,Extractor XL Triple Lumen,537.5
872160,Stent Biliary 7Fr X 5cm,510
872161,Plate DCS,2743
872162,Guide Wire 0.038 Sensor DU,243
872163,Femoral Artery Kit 18Ga X 4,77.5
872164,Resectrode VE-RT,582.5
872165,Knife Electrode Retrograd,465.5
872166,Remedy Skin Cleansing Lotion,48.5
872167,Mesh 4.2 X 6.2 Composix LP,1295.5
872168,Mesh 6 X 9 Composix LP,3480
872169,Remedy Skin Cream,42
872170,Remedy Skin Protectant,42
874090,CERETEC,1818
874092,Tc 99M Pulmolite Ea Add 5 Mci,48.5
874094,I 123 Sodium 200uci Capsule,271
874096,Thallium Tl-201 up to 3.5MCI,364
874098,Tc 99M Mag 3 Ea Add 15Mci,575.5
874100,Indium In111 Octreoscan 10mci,1829.5
874102,Indium In111 Oxine per 0.5mci,1035.5
874104,Indium In111 DTPA per 0.5mci,3.5
874106,Indium In111 Prostascint 10mci,3.5
874108,I 131 Sodium Iodide Cap,3.5
874110,Thoracentesis Tray,345
874112,Thallium Tl-201 Ea. Add'l MCI,189
874114,Indium In111 Ibritumomab< 5mci,1716
874188,Bi-level Positive Airway Pressure Hourly Charge,28
874189,Mechanical Ventilator Initial Day Charge,668
874190,Mechanical Ventilator Additional Day Charge,701.5
874192,Concha 500 Sterile Water 1650ml,9.5
874193,Continuous Positive Airway Pressure Therapy,44.5
874194,Ambu Bag Disposable Charge,88
874195,Pulse Oximeter Single Check,83.5
874196,Pulse Oximeter Multiple Checks,94.5
874197,Pulse Oximeter Continous,90
874200,Sputum Induction,101
874201,Water Trap With Drain Tube Charge,8
874203,Weaning Parameters,219
874204,Spirometry Simple Charge,367.5
874214,Blood Glucose POC Charge Only,69
878276,Chest Physiotherapy Subsequent Tx,60.5
880125,Influenza A and B Antigen,102.5
880127,"Culture, Bacterial General",104
880128,Strep Screen Group A - Throat,35.5
880129,"Drug Confirmation, Each Procedure",65
880130,"Uric Acid, Other Source",19
884107,Consult To Nutritionist Initial Assessment Outpatient,542.5
884110,NP Office Visit-Mod. Comp,327
884111,"Pin, Guide Pin Dhs/Dcs",237.5
884112,"Total Volume Urine, Or Other",22
884113,VDRL Serum or Body Fluid,3.84
886218,General Anes Desflurane 1 1/2 Hours,409.5
886219,General Anes Desflurane 1 Hour,273
886220,General Anes Desflurane 10 Hours,2723.5
886221,General Anes Desflurane 2 1/2 Hours,2723.5
886222,General Anes Desflurane 2 Hours,681
886223,General Anes Desflurane 3 1/2 Hours,954
886224,General Anes Desflurane 3 Hours,818
886225,General Anes Desflurane 4 1/2 Hours,1226
886226,General Anes Desflurane 4 Hours,1090
886227,General Anes Desflurane 5 1/2 Hours,1499.5
886228,General Anes Desflurane 5 Hours,1362
886229,General Anes Desflurane 6 1/2 Hours,1770.5
886230,General Anes Desflurane 6 Hours,1635
886231,General Anes Desflurane 7 1/2 Hours,2043
886232,General Anes Desflurane 7 Hours,1906.5
886233,General Anes Desflurane 8 1/2 Hours,2315
886234,General Anes Desflurane 8 Hours,2179.5
886235,General Anes Desflurane 9 1/2 Hours,2587.5
886236,General Anes Desflurane 9 Hours,2451.5
886357,Major Surgery 1 1/2 Hours Operating Time,3725
886358,Major Surgery 10 Hours Operating Time,24874.5
886359,Major Surgery 2 1/2 Hours Operating Time,6213
886360,Major Surgery 2 Hours Operating Time,4969.5
886361,Major Surgery 3 1/2 Hours Operating Time,8701.5
886362,Major Surgery 3 Hours Operating Time,7458
886363,Major Surgery 4 1/2 Hours Operating Time,11189.5
886364,Major Surgery 4 Hours Operating Time,9946
886365,Major Surgery 5 1/2 Hours Operating Time,13678
886366,Major Surgery 5 Hours Operating Time,12433.5
886367,Major Surgery 6 1/2 Hours Operating Time,16166
886368,Major Surgery 6 Hours Operating Time,14922
886369,Major Surgery 7 Hours Operating Time,17410.5
886370,Major Surgery 7 1/2 Hours Operating Time,18654
886371,Major Surgery 8 1/2 Hours Operating Time,21142.5
886372,Major Surgery 8 Hours Operating Time,19897.5
886373,Major Surgery 9 1/2 Hours Operating Time,23630.5
886374,Major Surgery 9 Hours Operating Time,22386
886375,MInor Surgery 1 1/2 Hours Operating Time,3111
886376,Minor Surgery 10 Hours Operating Time,20731
886377,Minor Surgery 2 1/2 Hours Operating Time,2075
886378,Minor Surgery 2 Hours Operating Time,3950
886380,Minor Surgery 3 Hours Operating Time,5151
886383,Minor Surgery 5 1/2 Hours Operating Time,13026.5
886393,Outpatient Surgery 1 1/2 Hours Operating Time,3348
886394,Outpatient Surgery 10 Hours Operating Time,22390.5
886395,Outpatient Surgery 1 Hour Operating Time,2236
886396,Outpatient Surgery 2 1/2 Hours Operating Time,5595.5
886397,Outpatient Surgery 2 Hours Operating Time,4476
886398,Outpatient Surgery 3 1/2 Hours Operating Time,7835
886399,Outpatient Surgery 3 Hours Operating Time,6716
886400,Outpatient Surgery 4 1/2 Hours Operating Time,10074
886401,Outpatient Surgery 4 Hours Operating Time,8954.5
886402,Outpatient Surgery 5 1/2 Hours Operating Time,12313
886403,Outpatient Surgery 5 Hours Operating Time,11194
886404,Outpatient Surgery 6 1/2 Hours Operating Time,14552.5
886405,Outpatient Surgery 6 Hours Operating Time,13433
886406,Outpatient Surgery 7 1/2 Hours Operating Time,16792.5
886407,Outpatient Surgery 7 Hours Operating Time,15672.5
886408,Outpatient Surgery 8 1/2 Hours Operating Time,19031.5
886409,Outpatient Surgery 8 Hours Operating Time,17912
886410,Outpatient Surgery 9 1/2 Hours Operating Time,21271
886411,Outpatient Surgery 9 Hours Operating Time,20151
886412,Minor Surgery 1/2 Hour Operating Time,1038
886436,SCU Bed Hold NonVent,734.28
886437,SNF Bed Hold NonVent,428.5
894428,General Anes Tubing and Mask,129
894429,Insufflator,99
894430,IV Infusion Therapy-OPS Up To 1Hour,248.5
894431,Balloon Dilator 8-9-10 mm,657
894432,Band Implant Stabilizer,139.5
894433,Dilatation Bln/Rx 8-2/5.8,1075
894434,Electrode 5Fr X 58 cm Bugbee Fulgurating,292.5
894435,Electrode 6Fr x 37 Ballegren Follicle Green,499.5
894436,Electrode 6Fr x 37 Bugbee Green,499.5
894438,Eye Shield,10
894439,Flexima Neph System Kit 10X25 & 14X25,579.5
894440,Harmonic Ace Scalpel,1063
898432,Pathology Billing Cyto Path Fluids/Cell Block,46.5
898452,Ligator 6 Shooter Multiband,902.5
898453,Mesh Surgisis EXL 13 X 22,7024.5
898454,Scissors Wire Cutting,404.5
898455,Stent Percuflex Amsterdam,121.5
898471,Hospital Traction SetUp-PT,141
898601,Pathology Billing Pap Smear,20
902474,Glucose POC,72.5
902475,Destruction Of Lesion Vulvar,133.5
902476,Initial Nutritional Assess,79.5
902477,Initial Assmt/Care Maternal ED,552.5
902478,Inital Client Orientation Maternal ED,42
902479,NewPat Office Comprehensive,326.5
902480,NewPat Office Extended,265
902481,NewPat Office Intermediate,205.5
902482,NewPat Office Limited,163.5
902483,NewPat Office Brief,163.5
902484,NewPat Office Mod.Comp.,327
902485,Visit Preop,77.5
902486,Visit Postop,77.5
902488,Psych-Soc Assmt,79.5
902489,Psych-Soc F/U Indiv,42
902490,Psych-Soc F/U Postpartum,42
902491,Visit Antepartum,114
902492,Visit Initial OB,234.5
902493,Visit Postpartum,114
906484,Fetal Fibronectin,450
906901,99221 Ped Admit Initial  Low Complexity,211
906902,99222 Ped Admit Moderate Complexity,283
906903,99223 Ped Admit High Complexity,346
906904,Ped Prolonged IP 1st Hour,438
906905,Ped Prolonged IP Add 30 min,219
906906,Ped Prolonged IP E&M 1st Hour,322
906907,Ped Prolonged IP E&M Add 30 min,161.5
906908,Ped Critical Care 30-74 Min,484.5
906909,Ped Critical Care 75+ min each add 30 min,242.5
906910,99231 Ped Admit F/U Low Complexity,112
906911,99232 Ped Admit F/U Moderate Complexity,152
906912,99238 Ped Discharge Day <30min,131
906913,99233 Ped Admit F/U High Complexity,223
906914,99239 Ped Discharge Day >30 min,152
906915,99234 Ped Admit Observe D/C Same Day,207
906916,99235 Ped Admit Observe Moderate Complexity,282
906917,99236 Ped Admit Observe High Complexity,353
906918,99217 Ped Observe Require Next Day D/C,152
906919,99251 Ped Inpatient Consult Initial Straight Forward,161.5
906920,99252 Ped Inpatient Consult Initial Expanded,246
906921,99253 Ped Inpatient Consult Initial Low Complexity,301
906922,99254 Ped Inpatient Consult Initial Moderate Complexity,376.5
906923,99255 Ped Inpatient Consult Initial High Complexity,472
906924,99241 Ped OP/ER Straight Forward,130
906925,99242 Ped OP/ER Expanded Straight Forward,173.5
906926,99243 Ped OP/ER Low Complexity,261
906927,99244 Ped OP/ER Moderate Complexity,390
906928,99245 Ped OP/ER High Complexity,581
906929,Ped Norm Newborn Initial Day,364
906930,Ped Norm Newborn Other than Hospital,195
906931,Ped Norm Newborn Subseq Day,171
906932,Ped Norm Newborn Admit/D/C Same Day,364
906933,Ped Normal Newborn Delivery Attendance,607.5
906934,Ped Newborn Resuscitation,688
906935,Ped Newborn Initial Critical Care,1813.5
906936,Ped Newborn Subseq Critical Care,1209.5
906937,Ped Intensive Care <1500Grams,428.5
906938,Ped Intensive Care 1500-2500Grams,428.5
906939,"99149 Ped Conscious Sedation age<5, First 30min",112
906940,"99144 Ped Conscious Sedation age>5, First 30 min",124
906941,99150 Ped Conscious Sedation Each Additional 15 min,51
906942,"99148 Ped ConsSedat Not Performing Procedure age<5, First 30 min",137.5
906943,"99143 Ped Cons Sedat Not Performing Procedure age>5, First 30 min",149.5
906944,99145 Ped Cons Sedat Not Performing Procedure Additional 15 min,51
906945,"12031 Ped Lac Repair <2.5cm Scalp, Trunk, Ext., Neck",306.5
906946,"12032 Ped Lac Repair 2.6cm to 7.5cm, Scalp, Trunk, Ext., Neck",395
906947,"12011 Ped Lac Repair <2.5cm Face, Ears, Lids, Nose, Lips",358.5
906948,"12052 Ped Lac Repair 2.6cm to 7.5 cm Face, Ears, Lids, Nose, Lips",493
906949,"12001 Ped Lac Repair Layer<2.5cm Scalp, Trunk",296.5
906950,"12002 Ped Lac Repair Layer 2.6cm to 7.5cm Scalp, Trunk",358.5
906951,"12041 Ped Lac Repair Layer <2.5cm Hands Neck, Feet",365.5
906952,"12042 Ped Lac Repair Layer 2.6cm to 7.5cm Hands Neck, Feet",395
906953,"12051 Ped Lac Repair Layer<2.5cm Face, Ears, Lids, Nose, Lips",445
906954,"12013 Ped Lac Repair Layer 2.6cm to 7.5cm Face, Ears, Lids, Nose, Lip",419
906955,364500 Ped Venipuncture age<3,133.5
906956,36405 Ped Venipuncture Scalp,121
906957,36410 Ped Venipuncture age>3,97
906958,36420 Ped Venipuncture Cutdown age <1,253.5
906959,36425 Ped Venipuncture Cutdown age>1,217
906960,10140 Ped I & D Hematoma,324
906961,31500 Ped Intubation,456
906962,36500 Ped Venous Catheterization,678
906963,36510 Ped Umbilical Vein Catheterization,318
906964,36625 Ped Arterial Access,126
906965,62270 Ped Lumbar Spinal Puncture,404.5
906966,"92960 Ped Cardioversion, External",534.5
906967,"92961 Ped Cardioversion, Internal",1661.5
906968,93224 Ped ECG Monitoring 24 hours,621
906969,94002 Ped Vent Initial Day,302.5
906970,94003 Ped Vent Subsequent Day,217
906971,32551 Ped Chest Tube,619.5
921076,Cysto Pack,268.5
925079,Urine Dipstick POC Charge Only,36.5
931076,Tube Endotracheal 7.5 Cuffed,37
953070,"Tissue Transglutaminase (tTG) Antibody, IgA",8.6
953071,Harmonic Focus 9mm Curved Shears,625.5
955070,Ureteral Catheter 10 french Dual Lumen,331
957070,Stat Charge,20
963071,Blanket Pediatric,63
963074,Cirlcuit Anesthesia Brething Peds,25.5
963081,Cannula Nasal,41
963083,Airway Naso Pharyngeal 32 FR,32.5
965070,CryoProbe Kit 2mm or 3mm,15917.5
967071,Drape For Leica Microscope,175.5
967072,Spira 2 Finger 16mm,61
973070,Condom Pack of 5,9
973071,Condom Pack of 10,18
973072,Condom Pack of 15,27
973073,Condom Pack of 20,35.5
973074,Hex Wrench Set,475.5
995070,Hepatitis Be Antigen Charge,9.5
1001082,Clip Applier Ligamax 5mm,551.5
1001083,Needle Spinal Sterile 22G x 1/2in with Hub,29.5
1001089,Collection Bags W/Rectal Tube Flexiseal Kit,40
1001090,Tube Rectal Flexiseal Kit,794
1003070,Dressing Puracol Plus Collagen 2 x 2.5,51
1009070,Pencil Smoke Evacuator,64
1011070,Sterile Water Inhalation 3000ml,62
1013075,Collamend Implant 8X10,15041.5
1013076,"Bed Rental, Pulmonary- Triadyne II",418.5
1013077,Mesh 6X10 Composix LP,3314
1013078,Stent Percuflex W/Push Guide,347.5
1013079,Trach Tube Bivona Sz 8.0 & 9.0,551
1013080,Uterine Suction Device,58.5
1013081,Removal Of Skin Tags,173.5
1013082,Stent Polyflex Esoph 16mmX90mm & 120mm,5554
1013083,Stent Polyflex Esoph 18mmX90mm & 120mm,5554
1013084,Clip Resolution 235cm,551.5
1013085,Wire Localization 19GX7cm Needle W/21cm Wire,178.5
1013086,Collamend Implant 6X8,10202.5
1013087,Collamend Implant 4X6,6077
1013088,Stent Biliary Pigtail 10FrX5cm,328.5
1013089,Eye Shield Metal,9.5
1013090,Guide Wire Glide Wire,582
1013091,Basket Retrieval Wire Guided Single Use,866
1013092,Tube Nephrostomy Circle 20 & 22Fr,557.5
1013094,Foley Tray Pediatric 5Fr W/Urine Meter Bag,70.5
1013095,Cath Lumen Kit 5.5Fr Pediatric,440
1013096,Guide Wire 180mm,278.5
1013097,Module Cysto Pack,268.5
1013098,Knife Micro XL,551.5
1013100,Insufflation Needle 120mm Disposable,198.5
1013101,Mask Face Inflatable #3,29.5
1013102,Foley Cath Coude 20Fr 5cc,50
1013103,Vacuum Curette 7mmCurved,30
1013104,Central Line Dressing Kit,21
1019070,Cath Suprapubic Simplastic 12Fr5ml,222.5
1019071,Sheath Banana Peel 45cm,278.5
1035073,Light Mat,793.5
1037070,TFN Nail 12x235x130,1600.5
1037071,Helical Blade 90mm,3608
1045070,Suture Capio PDS,2833.5
1045071,Tissue Xenform 6X10,2833.5
1045072,Tissue Xenform 8X12,3858
1045073,Obtryx Curved Uretheral Sling System,2873.5
1045074,Presyx-1Prepubic System,3176.5
1045075,Suture Capio Capturing Device,911.5
1049071,Suture Capio Vicryl SZ 0,160.5
1059070,Catheter Infant Kit 5Fr,46.5
1059071,CVC Kit 4Fr X 5 1/8 13cm,345.5
1059072,CVC Kit 5Fr X 5 1/8 13cm Poly,183
1059073,Cath 6Fr Angled Tip U.C. With Guidewire,160.5
1065070,"Admission Kit, Pediatric",38
1069071,Blood Filter,47
1069072,Drain Kit 1/4in,566.5
1069073,Drain Kit 3/16in,566.5
1075070,Lap Band Standard I and II,9571.5
