Description, Price 
"ACE BANDAGE DOUBLE 6""", $14.03 
PANTIES CMI-2200, $13.98 
SUTURE VICRYL 0 CT-1 (VCP946H), $13.82 
I V START UP KIT, $13.76 
CLIPPER BLADE OB, $13.70 
CLIPPER BLADE OB MEDICLIP, $13.70 
STYLET ENDOTRACH 6FR, $13.70 
SUTURE MONOCRYL 3-0 A Y416H, $13.70 
LEG BAG, $13.58 
CANNULA NASAL INFANT 1601, $13.50 
SUTURE VICRYL 0 A J603H, $13.46 
SUTURE VICRYL 2-0 J635H, $13.46 
SUCTION CANNISTER, $13.41 
CATH STABILIZATION DEVICE, $13.41 
SUTURE MONOCRYL 2-0 Y417H, $13.41 
OXYGEN ENRICHMENT ATTACHMENT, $13.37 
ANESTHESIA SET UNIVERSAL, $13.33 
BITE BLOCKS WITH BLUE STRAP, $13.33 
"CAST PADDING STERILE 2""", $13.33 
"CUFF, BP, DISP CHILD", $13.33 
CUFF-BLOOD PRESSURE NEONATEL #3, $13.33 
FEEDING BAG, $13.33 
"IODOFORM 1""", $13.33 
I V START UP KIT, $13.33 
NON-REBREATHER MASK 1060, $13.33 
SCALPEL MICRO BLADE #64, $13.33 
SM ADULT COMFORT MASK, $13.33 
STERILE LEGGINGS, $13.33 
SUCTION YANKAUER INST W/CONTROL VENT DC3, $13.33 
TRACTION BOOT LINERS (LARGE), $13.33 
VESSEL LOOP BLUE MINI, $13.33 
WEESPECS SMALL, $13.33 
STERILE TOWEL- 8 PACK, $13.33 
SPONGE (LAP) 18x18, $13.30 
MIDSTREAM KIT, $13.30 
SUTURE MONOCRYL 2-0 CT-1 VIOLET, $12.53 
AMD DRESSING TELFA ISLAND 3X8, $12.02 
"SNAP KOVERS  36""X28"" 01-3628", $12.02 
STERI DRAPE INSTRUMENT POUCH, $12.02 
DRAINAGE BAG AEROSOL W/ T-CONNECTOR, $12.02 
GLOVES BIOGEL INDICATOR 6.5 (LATEX FREE), $12.02 
GLOVES BIOGEL INDICATOR 7.5 (LATEX FREE), $12.02 
SUTURE AID BOOTIES, $12.02 
SUTURE VICRYL 2-0 A DYED J317H, $12.02 
TAPE UMBILICAL, $12.02 
SET EXTENSION MINIBORE, $11.88 
GLOVES STERILE BIOGEL 6 1/2, $11.85 
DRESS MEPILEX BORDER 3X3, $11.80 
GLOVES STERILE BIOGEL 8, $11.74 
NEEDLE CATH IV PROTECT 16 GA, $11.74 
SUTURE ETHIBOND #1 X425H, $11.64 
SUTURE ETHILON 4-0 1670H, $11.59 
AROMATABS LAVENDER-SANDALWOOD, $11.55 
AROMATABS ORANGE-PEPPERMINT, $11.55 
AROMATABS LAVENDER, $11.55 
"CAST PADDING UNSTERILE 3""", $11.55 
GLOVES STERILE BIOGEL 7 1/2, $11.47 
SUTURE ETHILON 2-0 664H, $11.43 
SUTURE SILK 0 A680H, $11.40 
"ACE BANDAGE 6""", $11.36 
"ACE BANDAGE DOUBLE 4""", $11.36 
SUTURE VICRYL 1 J977H, $11.36 
SUTURE VICRYL 1 J977H, $11.36 
SUTURE ETHILON 3-0 663H, $11.33 
SUTURE VICRYL 3-0 J305H, $11.29 
"TUBING ARTERIAL PRESSURE 72""", $11.29 
SUTURE VICRYL 0 J364H, $11.29 
HEP LOCK-CLAVE-MACRO 2N8378, $11.26 
GLOVES BIOGEL INDICATOR 6.5 (LATEX), $11.26 
HEAD HALTER, $11.26 
GLOVES BIOGEL INDICATOR 6.5 (LATEX), $11.26 
BIOPSY PUNCH DERMAL 4.0mm, $11.22 
SUTURE VICRYL 0 A J616H, $11.22 
"IODOFORM 1/2""", $11.22 
SUTURE SILK 2-0 A 685G, $11.19 
SUTURE VICRYL O J958H, $11.19 
SUTURE VICRYL 3-0 J344H, $11.16 
BAG DECANTER, $11.12 
SUTURE ETHILON 4-0 662H, $11.09 
DRAPE LARGE, $11.05 
SUTURE VICRYL 4-0 J304H, $11.05 
OPTIMA DRAPE TOWELS, $11.02 
SUTURE VICRYL 2-O J269H, $11.02 
SPONGE GAUZE 2X2 2PK, $11.02 
SUTURE VICRYL 1 J261H, $11.02 
SUTURE VICRYL 3-0 J232H, $11.02 
SUTURE VICRYL 4.0 J415H, $10.98 
HEP LOCK-CLAVE-MICRO 2N8374, $10.95 
SUTURE VICRYL O J270H, $10.95 
SUTURE VICRYL O J946H CT-1, $10.95 
SUTURE ETHILON 2-0 628H, $10.91 
SUTURE ETHILON 3-0 627H, $10.91 
SET MALE LUER LOCK ADAPTER, $10.88 
TABLE COVER, $10.88 
SUTURE VICRYL 0 A J334H, $10.84 
OIL ENEMA FLEET, $10.81 
SUTURE VICRYL 2-0  J333H, $10.74 
"BANDAGE COBAN 4"" STERILE", $10.71 
SUTURE VICRYL 0 A J340H, $10.71 
SUTURE SILK 3-0 A-184H, $10.64 
SUTURE VICRYL 3-0 J258H, $10.64 
SUTURE VICRYL 3-0 J416H, $10.64 
LIGHT GUARD COVER, $10.60 
SUTURE VICRYL 2.0 J259H, $10.60 
SUTURE VICRYL 0  J260H, $10.59 
STAPLE REMOVER, $10.57 
SUTURE SILK 2-0 A A185H, $10.57 
GLOVE STERILE SIZE 7 LF, $10.57 
SUTURE VICRYL 2-0 SH J417H, $10.52 
BBG NASAL ASPIRATOR, $10.50 
STERILE ACE WRAP 6X5, $10.50 
NEEDLE QUINCKE SPINAL 18x3.5, $10.36 
NEEDLE SPINAL 22x3.5, $10.36 
TEE ADAPTOR W/ VALVE, $10.36 
ENEMA KIT, $10.33 
MASK FACE TENT - ADULT 001492, $10.33 
MASTISOL, $10.33 
NEEDLE CATH IV PROTECT 20 GA, $10.29 
NEEDLE CATH IV PROTECT 22 GA, $10.29 
NEEDLE CATH IV PROTECT 18 GA, $10.29 
NEEDLE CATH IV PROTECT 14 GA, $10.29 
NEEDLE CATH IV PROTECT 24 GA., $10.29 
5FR PERFORMA CARDIAC PIGTAIL 145 DEGREE, $10.27 
5FR PERFORMA JUDKINS LEFT 4, $10.27 
5FR PERFORMA JUDKINS LEFT 5, $10.27 
5FR PERFORMA JUDKINS RIGHT 4, $10.27 
"PACKING PLAIN 1/2""", $10.26 
"CUFF, BP NEONATAL #4 ONE TUBE", $10.22 
NEEDLE SPINAL 25x3.5, $10.22 
GLOVES STERILE SZ 9 (L/F), $10.19 
SUCTION YANKAUER TUBING W/O VENT, $10.19 
TUBE CONNECTING N720A, $10.18 
"BANDAGE COBAN 3"" STERILE", $10.15 
"PACKING PLAIN 1/4""", $10.15 
SANITARY PADS, $10.15 
AIRWAY DISPOSABLE 100MM, $10.15 
COMFORT BED BATH, $10.15 
GLOVES STERILE SZ 8 1/2 (L/F), $10.12 
TUBE ENDOTRACH 6.0, $10.12 
"IODOFORM 1/4""", $10.09 
TUBE ENDOTRACH 4.0, $10.09 
BULB SYRINGE O.B., $10.05 
POOLE SUCTION, $10.05 
SPONGE LAP 4X18, $10.05 
TUBE ENDOTRACH 4.5, $10.05 
TUBE ENDOTRACH 5.0, $10.05 
TUBE ENDOTRACH 5.5, $10.05 
TUBE ENDOTRACH 6.5, $10.02 
TUBE ENDOTRACH 8.0, $10.02 
"DRESSING REPLICARE 2""", $9.98 
"CAST PADDING UNSTERILE 6""", $9.95 
IRRIGATION TRAY W/SYRINGE, $9.95 
"CUFF, BP NEONATAL #3 ONE TUBE", $9.95 
FOLEY CATH 30CC 16FR, $9.91 
GLOVES STERILE SZ 8 (L/F), $9.91 
"TUBING ARTERIAL PRESSURE 36""", $9.88 
HUMIDIFIER BUBBLER, $9.84 
"ACE BANDAGE 4""", $9.81 
SUTURE SILK 0 424H, $9.81 
GLOVES STERILE SZ 7 1/2 (L/F), $9.78 
BIOPSY PUNCH DERMAL 5MM, $9.76 
SUTURE SILK 3-0 K832H, $9.74 
SUTURE SILK 2-0 K833H, $9.71 
LUKENS SPECIMEN TRAP, $9.71 
FOOT WARMER (INFANT), $9.67 
GLOVES STERILE SZ 6 1/2 (L/F), $9.67 
AMNIOTEST SWAB, $9.60 
CONTAINER SPECIMEN 32OZ OPAQUE OB, $9.57 
GLOVES STERILE SZ 6 (L/F), $9.57 
NORMAL SALINE 1000ML BOTTLE, $9.53 
STERILE H20 IRRIGATION 1000ML, $9.50 
GLOVES BIOGEL INDICATOR 8.0 (LATEX FREE), $9.43 
GLOVES BIOGEL INDICATOR 8.5 (LATEX FREE), $9.43 
PRE VENT FILTER II, $9.43 
CANNULA NASAL PEDIATRIC, $9.40 
GLOVES BIOGEL INDICATOR 8.5 (LATEX), $9.40 
GLOVES BIOGEL INDICATOR 8.5 (LATEX), $9.40 
STERILE ACE WRAP 4X5, $9.40 
PREEMIE FACE MASK SIZE 0, $9.34 
NEBULIZER KIT, $9.33 
VAGINAL SPEC SM, $9.29 
VAGINAL SPEC MED., $9.29 
STERI DRAPE LONG INSTRUMENT POUCH, $9.27 
TEGADERM (L) 6X8, $9.26 
"ACE BANDAGE 2""", $9.22 
SYRINGE PULSATOR, $9.22 
"BANDAGE WEBRIL 6""CAST PAD", $9.19 
"SET-EXTENSION 32"" (BV5409)", $9.19 
AUXILIARY WATER JET CONNECTOR, $9.15 
TENDER GRIPS, $9.02 
BLADES SCALPEL SZ 12, $9.02 
STERILE ACE WRAP VELCRO 2X5, $9.02 
STERILE ACE WRAP 3X5, $9.02 
CANNISTER SUCTION LINERS 3000mm SURG, $8.95 
GLOVES BIOGEL INDICATOR 7 BLUE LF, $8.95 
NORMAL SALINE 250ML, $8.89 
GEL PACKS STERILE, $8.77 
SWIVEL CONNECTOR, $8.77 
AIRWAY DISPOSABLE 70MM, $8.71 
TUBE ENDOTRACH 7.5, $8.71 
AIRWAY DISPOSABLE 80MM, $8.67 
ENEMA FLEET, $8.67 
RECTAL TUBE, $8.67 
AMNIONIC PERFERATOR, $8.64 
U/ADAPT-IT 22MM STRAIGHT ADAPTER, $8.64 
STERILE H20 500ML, $8.63 
NEEDLE ELECTRODE, $8.60 
AMD DRESSING KERLIX, $8.57 
HEAT MOISTURIZER EXCHANGER, $8.57 
DIAPER NEWBORN, $8.50 
KIDNEY FILTER, $8.50 
"ACE BANDAGE 3""", $8.45 
"GAUZE ROLL STERILE 4""", $8.43 
"HOLLISTER BARRIER  2 1/4""", $8.40 
MOUTHPIECE ADULT MEDIUM DISPOSABLE, $8.40 
TUBE SALEM SUMP 14FR, $8.40 
"HOLLISTER SKIN BARRIER 1 3/4""", $8.36 
GLOVE ORTHO PERRY 7-1/2, $8.33 
PRIMAPORE DRESS. LG., $8.29 
"CUFF, BP, DISP INFANT", $8.26 
NEEDLE COUNTER LARGE, $8.26 
SET SECONDARY  X-RAY, $8.22 
SUCTION TIP YANKAUER/007, $8.22 
NORMAL SALINE 500ML, $8.11 
NEEDLE CATH IV 18X1-3/4 (ANES), $8.08 
NEEDLE CATH IV 20X1-3/4 (ANES), $8.08 
TUBE SALEM SUMP 16FR, $8.08 
TUBE SALEM SUMP 18FR, $8.08 
INTERLINK INJECT SITE, $8.06 
CANNULA NASAL ADULT 14 FT, $8.02 
GLOVE ORTHO PERRY, $8.02 
"PEN, STERILE SKIN MARKER", $8.02 
NEEDLE SPINAL RELI  25x3.5 QUINCKE, $8.01 
SET-SECONDARY 2C7462, $7.98 
SPONGE KITNER (PEANUT), $7.95 
ASEPTO SYRINGE, $7.95 
ICE PACK (L), $7.94 
FLUFF DRESSING, $7.88 
GLOVES BIOGEL PI ULTRA TOUCH SZ 7 1/2, $7.86 
AIRWAY DISPOSABLE 90MM, $7.84 
TUBE FEEDING #8fr, $7.84 
VENT FILTER BARRIERBAC, $7.81 
AIRWAY DISPOSABLE 60MM, $7.81 
ICE PACK (S), $7.81 
SPLINT FINGER SZ LG FROG 79-71967, $7.81 
SPLINT FINGER SZ MED FROG 79-71965, $7.81 
STERILE BASIN, $7.77 
TUBE FEEDING #5fr., $7.77 
IODINE PREP SOLUTION 4OZ., $7.74 
PIN COVERS YELLOW, $7.74 
"PENROSE 1/2"" TUBE", $7.71 
PERI CARE BOTTLE, $7.64 
"CAST PADDING UNSTERILE 2""", $7.64 
PRIMAPORE DRESS. MED., $7.64 
"SPLINT FINGER 3/4"" ALUMINUM 79-72165", $7.57 
LANCETS INFANT, $7.57 
GLOVES STERILE BIOGEL 8 1/2, $7.53 
"PENROSE 1/4"" TUBE", $7.53 
"SPLINT FINGER 1/2"" ALUMINUM 79-72163", $7.53 
GLOVES STERILE BIOGEL 6, $7.53 
STERILE SLEEVE, $7.53 
GLOVES STERILE BIOGEL 7, $7.52 
MINI SPIKE DISPENSING PIN, $7.50 
"STERI STRIPS 1/2""", $7.50 
"STERI STRIPS 1/4""", $7.50 
DRAPE MAYO, $7.45 
CONTAINER SPECIMEN 16oz 453605, $7.43 
"VASELINE GAUZE 1/2""", $7.43 
SPECIMEN CONTAINER 120 ml, $7.39 
CORD CLAMPS, $7.29 
"GAUZE ROLL STERILE 3""", $7.29 
SUTURE SILK 0 A A-186H, $7.29 
"CAST PADDING UNSTERILE 4""", $7.29 
GLOVE ORTHO BIOGEL 7 1/2, $7.24 
CATHETER PLUG, $7.22 
"BANDAGE WEBRIL 4""CAST PAD", $7.19 
GLOVES BIOGEL INDICATOR 7 GREEN LATEX, $7.11 
EZ WRAP, $7.08 
GLOVES BIOGEL ULTRATOUCH PF LF YELLOW, $7.04 
STERILE COTTON BALLS, $7.02 
SUCTION TIP YANKAUER/3498, $7.02 
CONTAINER SPECIMEN/FOMULIN 30ML, $6.97 
LINEN SAVERS BREATHABLE, $6.95 
SCALPEL (DISP) #10, $6.95 
SLIPPER SOCKS ADULT, $6.95 
NEEDLE COUNTER SMALL, $6.88 
TUBING CONNECT 5-IN-1, $6.88 
GAS SAMPLING LINE, $6.81 
DRESSING PRIMAPORE 4X3, $6.81 
"HOLLISTER DRAIN POUCH 1 3/4""", $6.81 
"HOLLISTER DRAIN POUCH 2 1/4""", $6.81 
"HOLLISTER DRAIN POUCH 2 3/4""", $6.81 
SYRINGE CONTROL 10 cc, $6.81 
NORMAL SALINE 1000ML, $6.76 
TEGADERM (S) 4X4, $6.64 
SCALPEL (DISP) #11, $6.60 
ARMBOARD ADULT, $6.60 
VASELINE GAUZE 3X9, $6.60 
PRIMAPORE DRESS. SM., $6.50 
DRESSING KERLIX, $6.44 
TUBING K50, $6.43 
MONITOR BELT (PINK & BLUE), $6.39 
ACCUTEMP REFLECTIVE TEMP PROBE COVER, $6.39 
DRESSING XEROFORM 5X9, $6.37 
FRAC PAN (DISP), $6.33 
MASK OXYGEN-ADULT 001201, $6.29 
SWEET EASE 50/BX, $6.29 
WEE BAG, $6.26 
COLOSTRUM COLLECTION & STORAGE CONTAINER, $6.22 
RAYTEC SPONGE 4X4, $6.22 
MASK AEROSOL PEDIATRIC, $6.19 
FENESTRATED TOWEL, $6.15 
EMESIS BAG, $6.08 
TUBE CONNECTING 6FT N-66A, $6.01 
BENZOIN STERI STRIP, $5.98 
DRESSING ADAPTIC 3X8, $5.95 
PREP MITT, $5.91 
PREVANTICS SWABSTICK, $5.88 
SUCTION CATH 10fr, $5.88 
SUCTION CATH 18fr, $5.84 
CUFF-BLOOD PRESSURE NEONATAL #4, $5.81 
CUP SIPPY 6 OZ, $5.81 
DRESSING XEROFORM 1X8, $5.77 
NASAL GUARD, $5.74 
GLOVES ST SURGEON SIZE 7, $5.74 
GLOVES ST SURGEON SIZE 8-1/2, $5.74 
URINE COLLECTOR, $5.74 
STOP COCK 4 WAY, $5.70 
WASH BASIN, $5.69 
GLOVES ST SURGEON SIZE 9, $5.64 
MASK AEROSOL 001206, $5.64 
GLOVES ST SURGEON SIZE 7 1/2, $5.64 
GLOVES ST SURGEON SIZE 8, $5.64 
GLOVES ST SURGEON SIZE 6 1/2, $5.63 
"GAUZE ROLL STERILE 2""", $5.60 
DISPOSABLE NOSE CLIPS, $5.60 
SPONGE GAUZE 4X4 10PK, $5.57 
CANNULA NASAL ADULT 7 FT, $5.53 
ARMBOARD NEO/PED, $5.50 
SYRINGE 60CC LUER LOC, $5.50 
SYRINGE CATH TIP, $5.49 
SUCTION CATH 12fr, $5.46 
TUBING U-CONNECT, $5.46 
BLADES SCALPEL SZ 15, $5.43 
SPECI PAN, $5.43 
AMD SPONGE DRAIN 4X4, $5.43 
BLADES SCALPEL SZ 10, $5.43 
BLADES SCALPEL SZ 11, $5.43 
"DRESSING CONFORM 4""", $5.42 
SCRATCH PAD, $5.42 
CATHETER ROBNEL- 8FR, $5.42 
CATHETER ROBNEL-10FR, $5.42 
CATHETER ROBNEL-12FR, $5.42 
CATHETER ROBNEL-14FR, $5.42 
CATHETER ROBNEL-16FR, $5.42 
CATHETER ROBNEL-18FR, $5.42 
DRESSING BIOCLUSIVE, $5.42 
"DRESSING CONFORM 1""", $5.42 
EMESIS BASIN, $5.42 
GLOVES NITRILE STERILE SINGLE (MD), $5.42 
I&O SPECIMAN CONTAINER, $5.42 
LINEN SAVER, $5.42 
SAFELINE ATTACHMENT PAD, $5.42 
SPONGE DRAIN, $5.42 
SPONGE GAUZE 4X4 5PK, $5.42 
SUCTION CATH 14fr, $5.42 
STERILE SPECI CUP, $5.42 
LINERS, $5.41 
PLASTER SPLINT 5X30, $4.96 
CANNULA NASAL ADULT, $4.79 
BRIEFS ADULT X-LARGE, $4.30 
PLASTER SPLINT 3X15, $4.03 
AMD DRESSING TELFA ISLAND 3X4, $2.53 
DRESSING ABD, $2.53 
DRESSING ADAPTIC 3X3, $2.53 
"DRESSING CONFORM 3""", $2.53 
DRESSING TELFA 3X8, $2.53 
EAR PLUGS, $2.53 
SPONGE GAUZE 4X4 2PK, $2.53 
TEGADERM 6CM X 7CM PICTURE FRAME, $2.53 
"DRESSING CONFORM 2""", $2.53 
DRESSING TELFA 3X4, $2.53 
GLOVES STERILE SINGLE(LG), $2.53 
LEMON GLYCERINE SWAB, $2.53 
POVADYNE SWAB STICK, $2.53 
"BANDAGE COBAN 3""", $1.84 
BRIEFS PULL-ON (XL), $0.99 
BRIEFS PULL-ON (LG), $0.74 
BRIEFS PULL-ON (MED), $0.66 
BRIEFS ADULT X-LARGE, $0.61 
BRIEFS ADULT LARGE, $0.48 
BRIEFS ADULT MEDIUM, $0.37 
ACETAMINOPHEN (FEVERALL) INFT SUPP: 80MG, $-   
ACETAMINOPHEN TAB : 325MG, $-   
ASPIRIN CHEW 81MG #4 (324MG TOTAL), $-   
ASPIRIN CHEW TAB: 81MG, $-   
ASPIRIN EC TAB: 325MG, $-   
ASPIRIN EC TAB: 81MG, $-   
ASPIRIN TAB: 325MG, $-   
CEFAZOLIN 2GM/100ML NS IVPB, $-   
CLEOCIN 900MG/NS 100mL, $-   
FENTANYL PCA 600 MG/60, $-   
FER-IN-SOL: 75 MG/0.6ML 50ML, $-   
GENTAMICIN 80MG/NS 50mL IVPB, $-   
HCTZ 2.5, $-   
HCTZ 50, $-   
HEPATITIS B - PEDIATRIC - STATE SUPPLIED, $-   
Infant Formula (sensitive) 2oz, $-   
Infant Formula 2oz, $-   
Infant Formula 2oz # 4pack, $-   
Infant Formula 2oz # 4pack (sensitive), $-   
Key - Epidural OB, $-   
Key - PCA Dilaudid, $-   
Levaquin 500mg IVPB in D5W 100mL, $-   
MIDAZOLAM 50 MG/10ML, $-   
MISC PHARMACY, $-   
Misc Pharmacy, $-   
MOTRIN (IBUPROFEN) SUSP 100MG/5mL : /mL, $-   
MULTIVITAMINS THERAPEUTIC TABLET, $-   
MULTIVITAMINS W/MINS THERAPEUTIC TAB, $-   
OCUVITE EXTRA TAB:, $-   
PENICILLIN G K 5 MILLION UNITS/NS 100, $-   
Pharmacy - Therapeutic Drug Monitoring, $-   
Pharmacy Clinical Services, $-   
Pharmacy Clinical Services - TPN, $-   
SALINE NASAL SPRAY 0.65% 45mL, $-   
SELENIUM TAB: 200MCG #60, $-   
SODIUM FOR TPN, $-   
THEO-24 CAP: 400MG, $-   
TUCKS : PER CONTAINER, $-   
TYLENOL CHEW TAB : 80MG, $-   
TYLENOL CHILDRENS SUSP 160MG/5ML 120ML, $-   
TYLENOL INFANT DROP: 100MG/mL 15mL BOTTL, $-   
TYLENOL INFANT DROPS: 100MG/mL, $-   
TYLENOL SUSP 160MG/5ML (PER 5mL), $-   
VANCOMYCIN 500MG/NS 100ML, $-   
VENOFER 100MG/NS 50mL, $-   
VENOFER 200MG/NS 100mL, $-   
ZEMPLAR CAP: 1mcg, $-   
ULTIVA PER 1mcg, $0.10 
BICITRA LIQUID: PER ML, $0.14 
ENULOSE (LACTULOSE) SYRUP : PER ML, $0.15 
SENNA SYRUP : PER ML, $0.20 
Tetracaine 0.5% Ophth (per drop), $0.27 
Brevital INJ 1mg, $0.30 
CARBINOXAMINE SYRUP: PER mL, $0.39 
CHERRY SYRUP, $0.39 
C-PHEN DM SYRUP :PER ML, $0.39 
DIMETAPP ELIXIR : PER ML, $0.39 
GUAIFENESIN 100MG/5ML SYRUP : PER ML, $0.39 
GUIATUSS AC SYRUP : PER ML, $0.39 
GUIATUSS AF SYRUP : PER ML, $0.39 
HIBICLENS LIQD 4% : PER ML 960ML, $0.39 
TRIPLE ANTIBIOTIC OINT:PER 0.9GM, $0.39 
ACETAMINOPHEN W/COD ELIXIR : PER ML, $0.51 
ANTISPASMODIC:PER ML, $0.51 
ATARAX (HYDROXYZINE) ELIX : 2mg/mL, $0.51 
HYCOTUSS GENERIC (HYDROCOD/GUAIF): 5mL, $0.51 
PHENOBARBITAL SYRUP 20MG/5ML : PER ML, $0.51 
Phenylephrine Ophth 10% (per drop), $0.51 
SMZ/TMP (BACTRIM) SUSP PER ML, $0.51 
SODIUM POLYSTYR SULFONATE : 1ML, $0.51 
NYSTATIN ORAL SUSP : per mL, $0.57 
Phoslyra SOL per mL, $0.95 
Tropicamide (Mydriacyl) 1% (per drop), $0.95 
Atropine Ophth 1% (per drop), $0.96 
PATIENT'S OWN MEDICATION, $0.96 
REFRESH OPTIVE 0.5%: PER VIAL, $0.96 
ROBITUSSIN CF SYRP : PER ML  120ML, $0.96 
FUROSEMIDE ORAL SOLUTION 10mg/mL, $1.00 
MELATONIN TAB : 3MG, $1.00 
Misc Disp Fee, $1.00 
KETAMINE per 1MG, $1.02 
AMILORIDE (MIDAMOR):5MG TAB, $1.04 
NS FOR NEBULIZATION 15mL, $1.06 
Calcium Citrate (Calcium 200mg), $1.20 
CEROVITE TAB, $1.20 
CYCLOBENZAPRINE TAB :  5MG, $1.20 
FOLIC ACID 400MCG, $1.20 
LOPERAMIDE TAB : 2MG, $1.20 
Dispensing Fee - Pharmaceuticals, $1.25 
Ocufen (Flurbiprofen) Ophth 0.03% (drop), $1.33 
CITRUCEL TABLET : 500MG, $1.40 
DEXAMETHASONE TAB : 2MG, $1.42 
GLIMEPIRIDE (AMARYL) : 1MG, $1.70 
ACETAMINOPHEN (TYLENOL) CAPLET : 500MG, $1.85 
HISTINEX HC SYRUP PER 5ML, $1.85 
IMODIUM A-D LIQUID per 5mL, $1.93 
PENTAZOCINE-APAP (TALACEN) TAB : 25/650M, $1.93 
ALUMINUM HYDROXIDE SUSP : 600MG/5mL, $2.00 
BISMUTH SUBSALICYLATE TAB: 262MG, $2.00 
GENERIC EXCEDRIN MIGRAINE, $2.00 
VITAMIN D TAB : 1000 UNITS, $2.00 
SORBITOL 70% : 30mL, $2.08 
ALCOHOL - BEVERAGE, $2.13 
ATENOLOL-CHLORTHALIDONE TAB 100MG-25MG, $2.20 
VITAMIN D : 400 IU, $2.22 
"VITAMIN D :5,000 IU", $2.22 
ACEPHEN SUPP : 325MG, $2.25 
ACETAMINOPHEN (TYLENOL) SUPP : 120MG, $2.25 
ACETAMINOPHEN (TYLENOL) SUPP : 650MG, $2.25 
ACETAMINOPHEN (TYLENOL) SUPP: 325MG, $2.25 
ACETAMINOPHEN/CODEINE #2, $2.25 
ACETAMINOPHEN/CODEINE #3 TAB, $2.25 
ACETAMINOPHEN/CODEINE #4 TAB, $2.25 
ALCOHOL ISOPROP BOTTLE: 16OZ, $2.25 
ALDACTAZIDE(SPIRO/HCTZ) TAB: 25MG/25MG, $2.25 
ALKA SELTZER BLUE TAB, $2.25 
ALLOPURINOL (ZYLOPRIM) TAB : 100MG, $2.25 
ALPRAZOLAM (XANAX) TAB : 0.25MG, $2.25 
ALPRAZOLAM (XANAX) TAB : 0.5MG, $2.25 
AMITRIPTYLINE (ELAVIL) : 10MG, $2.25 
AMITRIPTYLINE (ELAVIL) : 25MG, $2.25 
AMITRIPTYLINE (ELAVIL) : 50MG, $2.25 
AMMONIA INHALANT, $2.25 
AMOXICILLIN CAP : 500MG, $2.25 
AMOXICILLIN CHEW TAB : 250MG, $2.25 
AMPICILLIN CAP: 500MG, $2.25 
ANTISEPTIC CLNS, $2.25 
APRODINE TAB, $2.25 
ASCORBIC ACID TAB : 250MG, $2.25 
ASCORBIC ACID TAB : 500MG, $2.25 
ASPIRIN SUPP 300MG, $2.25 
ASPIRIN SUPPOSITORY, $2.25 
BACITRACIN/POLY B OINT PACKET UD, $2.25 
BACITRACIN/ZINC OINT PACKET UD, $2.25 
BACLOFEN (LIORESAL) TAB:10MG, $2.25 
baclofen 20mg tablet, $2.25 
BD PEN NEEDLE 31 G, $2.25 
BENZTROPINE (COGENTIN) TAB : 0.5MG, $2.25 
BENZTROPINE (COGENTIN) TAB : 1MG, $2.25 
BENZTROPINE (COGENTIN) TAB : 2MG, $2.25 
BETADINE OINT PACKET: 0.9GM, $2.25 
BISACODYL (DULCOLAX) EC TAB: 5MG, $2.25 
BISACODYL (DULCOLAX) SUPP: 10MG, $2.25 
BISACODYL (DULCOLAX) SUPP: 10MG, $2.25 
BUMETANIDE (BUMEX) TAB : 1MG, $2.25 
BUMETANIDE (BUMEX) TAB: 2MG, $2.25 
BUTALBITAL/APAP (PHRENILIN), $2.25 
CALCIUM CITRATE W/VIT D TAB, $2.25 
CENTRUM SILVER TABLET, $2.25 
CEPASTAT CHERRY, $2.25 
CERTAGEN (MULTIV/IRON HEMA) TAB, $2.25 
CHLORASEPTIC CHERRY LOZENGE, $2.25 
CHLORDIAZEPOXIDE CAP : 10MG, $2.25 
CHLORPROMAZINE TAB: 25MG, $2.25 
CITRACAL (CALCIUM) TAB : 200MG, $2.25 
CITRUCEL ORANGE PACKET, $2.25 
Cranberry Juice Extract 425mg, $2.25 
DERIFIL TAB: 100MG, $2.25 
DEXAMETHASONE SOL INTENS : 1MG/ML, $2.25 
DICLOFENAC SODIUM : 75MG, $2.25 
DIPHENHYDRAMINE (BENADRYL) CAP : 25MG, $2.25 
DIPHENOXYLATE/ATROP TAB: 2.5MG, $2.25 
DOCUSATE CALCIUM (SURFAK) CAP: 240MG, $2.25 
DOCUSATE SODIUM (COLACE) CAP: 100MG, $2.25 
DOXYCYCLINE  cap : 100MG, $2.25 
DOXYCYCLINE  TAB : 100MG, $2.25 
DOXYCYCLINE TAB: 50mg, $2.25 
DRAMAMINE (DIMENHYDRINATE) TAB: 50MG, $2.25 
FAMOTIDINE TAB : 10MG, $2.25 
FERROUS SULFATE ELIX: 220MG/5ML (1ML), $2.25 
FE-TINIC (NIFEREX) CAP : 150MG, $2.25 
FIBERCON TAB : 625MG, $2.25 
FIBER-LAX TAB : 625MG, $2.25 
FIORICET (GENERIC) TABS, $2.25 
FISH OIL CAPSULE, $2.25 
FLINTSTONE CHEW (MULTIVITAMIN) TABLET, $2.25 
FLUOR-1-STRIP STRIP: 1MG, $2.25 
GAVISCON X-STR CHEW TAB :26 MG, $2.25 
GENAC (PSEUDOEPH/TRIPROL) TABLET, $2.25 
GENACED(EXCEDRIN)TAB: 100CT, $2.25 
GLUCOSAMINE SULF : 500MG, $2.25 
GUAIFENESIN DM 5mL, $2.25 
GUAIFENESIN PLAIN 100MG/5ML, $2.25 
GUAIFENESIN W/CODEINE 5mL, $2.25 
