SVCCD,Description,PRICE1,As of Date
1217623,ERYTHR OP5MG/GM 3.5G,149.5,7/2/2019
1217624,ERYTHR OP5MG/GM 1GM ,7.8,7/2/2019
1217632,ESMOLOL 10MG/ML 10ML,248.5,7/2/2019
1217634,ESTRADIOL 1MG TAB   ,2.3,7/2/2019
1217646,ALCOHOL ABS 98% 5ML ,193,7/2/2019
1217649,ETOMIDATE 2MG/ML 10M,157.5,7/2/2019
1217650,FAMCICLOVIR 500MG TB,19,7/2/2019
1217651,FAMOTIDINE 20MG/2ML ,157.5,7/2/2019
1217652,FAMOTIDINE 20MG TAB ,1,7/2/2019
1217655,FLUOXETINE 4MG/ML 5M,2.3,7/2/2019
1217659,FLUPHENAZINE 1MG TAB,2.3,7/2/2019
1217660,FLUPHENAZINE 2.5MGTB,2.3,7/2/2019
1217672,FOLIC ACID 1MG TAB  ,1,7/2/2019
1217673,FOLIC ACID 50MG/10ML,190.5,7/2/2019
1217684,FENTANYL 25MCG/HR PT,39.5,7/2/2019
1217685,FENTANYL 50MCG/HR PT,435,7/2/2019
1217686,FENTANYL 75MCG/HR PT,663.5,7/2/2019
1217687,FENTANY 100MCG/HR PT,880.5,7/2/2019
1217688,FERROUS GLUC 324MGTB,2.3,7/2/2019
1217691,FERR SULF 325MG TAB ,2.3,7/2/2019
1217696,FLUCONAZOLE 100MG TB,75.5,7/2/2019
1217697,FLUDROCORTIS .1MG TB,4.5,7/2/2019
1217698,FLUMAZENIL 0.5MG/5ML,277.5,7/2/2019
1217710,MECLIZINE 12.5MG TAB,4,7/2/2019
1217711,MEDROXYPROGES 10MGTB,2.3,7/2/2019
1217712,MEDROXYPROGE 2.5MGTB,2.3,7/2/2019
1217714,MEGESTROL ACE 40MGTB,3.8,7/2/2019
1217716,MELOXICAM 7.5MG TAB ,24.5,7/2/2019
1217717,MENTHOL 2MG LOZ     ,2.3,7/2/2019
1217718,MEPERIDINE 50MG TAB ,3.9,7/2/2019
1217733,ACYCLOVIR 800MG TAB ,61,7/2/2019
1217736,AMLODIPINE 2.5MG TAB,2.3,7/2/2019
1217737,AMOXICILLIN 500MG CP,2.3,7/2/2019
1217739,AMPICILLIN 250MG CAP,2.3,7/2/2019
1217741,HYDROCORT 25MG SUPP ,34.5,7/2/2019
1217742,BUT50-APAP325-CF40TB,2.3,7/2/2019
1217743,ARTIFIC TEARS OS15ML,230,7/2/2019
1217756,BIMATOPRO.03%OS 2.5M,75,7/2/2019
1217757,BISMUTH SU 262MG CHW,4,7/2/2019
1217758,BISMUTH 17.5MG/ML 30,12.5,7/2/2019
1217761,BROMOCRIPT 2.5MG TAB,3.8,7/2/2019
1217766,CAPSAICIN.025%CR 60G,137.5,7/2/2019
1217769,CARBID10-LEVO100MGTB,3,7/2/2019
1217770,CARBI25-LEVOD250MGTB,3.3,7/2/2019
1217771,CARVEDILO 3.125MG TB,2.3,7/2/2019
1217774,CICLOPIROX.77%CR 15G,332.5,7/2/2019
1217777,CODEINE 30MG TAB    ,3.3,7/2/2019
1217778,CYPROHEPTADI 2MG/5ML,4,7/2/2019
1217786,DRONABINOL 2.5MG CAP,24,7/2/2019
1217788,EPHEDRINE 50MG INJ  ,371,7/2/2019
1217791,ESTROPIPATE .75MG TB,2.3,7/2/2019
1217796,SOD PHOS ENEMA 135ML,7.5,7/2/2019
1217801,GLYCOPYRROLATE 1MGTB,32.5,7/2/2019
1217802,GOLYTELY 4L         ,90,7/2/2019
1217803,HALOPERIDOL 0.5MG TB,2.3,7/2/2019
1217810,HYDROMORPHONE 2MG TA,5.3,7/2/2019
1217811,HYDROXYCHLOR 200MGTB,2.3,7/2/2019
1217812,H-COD7.5-IBUP200MGTB,19,7/2/2019
1217816,LAMOTRIGINE 25MG TAB,28,7/2/2019
1217817,LEFLUNOMIDE 20MG    ,139,7/2/2019
1217818,LISINOPRIL 20MG TAB ,3,7/2/2019
1217824,MESALAMINE 250MG CAP,12.5,7/2/2019
1217825,METFORMIN 500MG TAB ,2.3,7/2/2019
1217826,METFORMIN 850MG TAB ,13.5,7/2/2019
1217827,METHYLPHENIDT 5MG TB,2.3,7/2/2019
1217828,METHYLPR 4MG TB DOSP,72,7/2/2019
1217829,METOLAZONE 5MG TAB  ,4.8,7/2/2019
1217830,METOPROLOL 50MG SRTB,5.8,7/2/2019
1217831,MIGLITOL 25MG TAB   ,5.8,7/2/2019
1217833,MISOPROSTO 100MCG TB,13,7/2/2019
1217837,MORPHINE 30MG ER TAB,12.5,7/2/2019
1217839,MUPIROCIN 2%OIN 22GM,322.5,7/2/2019
1217840,NABUMETONE 500MG TAB,4.3,7/2/2019
1217847,NITROGLY. 50MG/250ML,377.5,7/2/2019
1217849,OLANZAPINE 10MG TAB ,101.5,7/2/2019
1217851,OXYCODONE 20MG SR TB,21.5,7/2/2019
1217853,PAROXETINE 10MG TAB ,20,7/2/2019
1217873,PIOGLITAZONE 15MG TB,32.5,7/2/2019
1217876,POTASS CL 10MEQ ERCP,5,7/2/2019
1217877,POTASS CHL 8MEQ CRCP,4.8,7/2/2019
1217878,POTASS CHL 20MEQ/15M,3.5,7/2/2019
1217879,PRIMIDONE 250MG TAB ,16,7/2/2019
1217880,PROBENECID 500MG TAB,3.8,7/2/2019
1217883,PROPRANOL 60MG SRCP ,12.5,7/2/2019
1217884,PROPRANOLO 80MG SRCP,5.8,7/2/2019
1217888,PSYLIUM PACK        ,3,7/2/2019
1217897,ROPINIROLE 1MG TAB  ,2.3,7/2/2019
1217902,SOD BICARB 8.4% 10ML,242.5,7/2/2019
1217904,SULFASALAZIN 500MGTB,2.3,7/2/2019
1217905,SUMATRIPTAN 25MG TAB,152.5,7/2/2019
1217909,TERAZOSIN 5MG CAP   ,3,7/2/2019
1217910,TERBINAFINE 250MG TB,93.5,7/2/2019
1217914,THEOPHYLLI 400MG TAB,4.5,7/2/2019
1217918,TOBRAMYCIN UPTO 80MG,157.5,7/2/2019
1217919,TOBRAMYCI .3% OS 5ML,155,7/2/2019
1217920,TOBRA.3%OPH OIN 3.5G,816,7/2/2019
1217922,TOLNAFTATE 1%CR 15GM,12.5,7/2/2019
1217938,VITAMIN E 100IU CAP ,1,7/2/2019
1217939,VITAMIN E 400IU CAP ,1,7/2/2019
1217940,WARFARIN 2MG TAB    ,2.3,7/2/2019
1217941,SERTRALINE 100MG TAB,22.5,7/2/2019
1217945,TRAZODONE 100MG TAB ,2.3,7/2/2019
1217952,LEVOFLOXIN 500MG TAB,108,7/2/2019
1217957,EZETIMIBE 10MG TAB  ,23.5,7/2/2019
1217961,CILOSTAZOL 50MG TAB ,2.5,7/2/2019
1217972,METFORMIN 500MG SRTB,5.3,7/2/2019
1217975,METHADONE 10MG TAB  ,3.3,7/2/2019
1217977,METHOCARBAM 750MG TB,2.3,7/2/2019
1217978,METHOCARBAM 500MG TB,2.3,7/2/2019
1217979,METHYLDOPA 250MG TAB,2.3,7/2/2019
1217982,METHYLENE BLUE1%10ML,157.5,7/2/2019
1217983,METHYLERGONOV .2MGTB,2.3,7/2/2019
1217986,METOCLOPRAMID 10MGTB,2.3,7/2/2019
1217987,METOCLOPRAMIDE 5MGTB,2.3,7/2/2019
1217988,METOLAZONE 2.5MG TAB,4,7/2/2019
1217990,METOPROLOL 50MG TAB ,2.3,7/2/2019
1217991,METOPROLO 1MG/ML 5ML,157.5,7/2/2019
1217992,METRONIDAZOL 250MGTB,3.5,7/2/2019
1217996,MEXILETINE 150MG CAP,3.8,7/2/2019
1217998,MICONAZ VAG 100MGSUP,15.5,7/2/2019
1218003,MINERAL OIL 30ML    ,3.8,7/2/2019
1218004,MINOCYCLINE 100MG CP,4.5,7/2/2019
1218005,MINOXIDIL 2.5MG TAB ,3.8,7/2/2019
1218006,MINOXIDIL 10MG TAB  ,4,7/2/2019
1218007,MIRTAZAPINE 15MG TAB,2.3,7/2/2019
1218008,MIRTAZAPINE 15MG ODT,18.5,7/2/2019
1218010,EMOLLIENT LOT 180ML ,23.5,7/2/2019
1218016,NIACIN 250MG CR CAP ,2.3,7/2/2019
1218017,TIZANIDINE 4MG TAB  ,3.5,7/2/2019
1218018,METHYLCELL PWD 454GM,34,7/2/2019
1218021,PRAVASTATIN 10MG TAB,2.3,7/2/2019
1218027,PHENYLEPH.25%SPR 15M,7.8,7/2/2019
1218033,MONTELUKAST 10MG TAB,29,7/2/2019
1218034,MONTELUKAST 4MG CHEW,29,7/2/2019
1218035,MORPHINE 15MG SR TAB,13,7/2/2019
1218036,MORPHINE 30MG TAB   ,2.3,7/2/2019
1218037,MORPHINE 15MG TAB   ,3,7/2/2019
1218038,MORPHINE 100MG SR TB,22,7/2/2019
1218041,PED MVI/C 35MG/ML 1M,3.3,7/2/2019
1218050,SUL10-NAPRED.2%OS5ML,621,7/2/2019
1218053,NAFCILLIN 2GM SOLR  ,273.5,7/2/2019
1218056,NALTREXONE 50MG TAB ,20,7/2/2019
1218059,NAPHAZOLINE/PHEN15ML,75,7/2/2019
1218060,NAPROXEN 250MG TAB  ,2,7/2/2019
1218061,NAPROXEN 375MG TAB  ,2.3,7/2/2019
1218062,NAPROXEN 500MG TAB  ,2,7/2/2019
1218064,NATEGLINIDE 60MG TAB,12.5,7/2/2019
1218068,NEO/POLY/DEX.1%OS 5M,745,7/2/2019
1218069,NEO-BAC-POLY OIN 15G,38.5,7/2/2019
1218071,NEOM-POLY-GRAM OS10M,524.5,7/2/2019
1218073,NEO-POLY-HC OTIC10ML,629.5,7/2/2019
1218075,NEOMY-POLY B 1ML IRR,127.5,7/2/2019
1218076,NEOMYCIN 500MG TAB  ,5.5,7/2/2019
1218080,NIACIN 500MG TAB    ,1,7/2/2019
1218081,NIACIN 500MG TAB CR ,17,7/2/2019
1218082,NICOTINE 7MG/24HR PT,18,7/2/2019
1218083,NICOTINE 14MG/24HR P,18,7/2/2019
1218084,NICOTINE 21MG/24HR P,16.5,7/2/2019
1218086,NICOTINE 2MG GUM    ,2.3,7/2/2019
1218087,NIFEDIP OSM 30MGSRTB,16,7/2/2019
1218088,NIFEDIP OSM 90MGSRTB,24.5,7/2/2019
1218089,NIFEDIPINE 10MG CAP ,5,7/2/2019
1218090,NIMODIPINE 30MG CAP ,45.5,7/2/2019
1218091,NITROFURANTOIN50MGCP,13.5,7/2/2019
1218098,NITROGLYC .2MG/HR PT,3.8,7/2/2019
1218099,NITROGLYCER 0.4MG/HR,7.8,7/2/2019
1218100,NITROGLYC 0.1MG/HR P,32,7/2/2019
1218102,NITROGLYCE .4MG SLTB,3.3,7/2/2019
1218105,NITROGL .4MG/SP4.9ML,701.5,7/2/2019
1218106,NITROPRUSS 50MG/2ML ,8300,7/2/2019
1218107,NOREPINEP 1MG/ML 4ML,191,7/2/2019
1218108,NORTRIPTYLINE 10MGCP,2.3,7/2/2019
1218109,NORTRIPTYLIN 25MG CP,2.3,7/2/2019
1218112,NYSTAT 100K UN/ML 5M,6,7/2/2019
1218113,NYSTAT 100KU/G CR15G,140.5,7/2/2019
1218114,NYSTATI TOP PWD 15GM,80,7/2/2019
1218118,OFLOXACIN .3%OS 5ML ,537.5,7/2/2019
1218119,OFLOXAC .3%OTIC 5ML ,693,7/2/2019
1218120,OLANZAPINE 2.5MG TAB,57.5,7/2/2019
1218124,BELLADON/OPIUM SUPPO,124,7/2/2019
1218126,ORPHENADR UP TO 60MG,259,7/2/2019
1218127,OSELTAMIVIR 75MG CAP,51.5,7/2/2019
1218130,OXCARBAZEPI 150MG TB,15.5,7/2/2019
1218131,OXYBUTYNIN 5MG TAB  ,2.3,7/2/2019
1218133,OXYCODONE 5MG TAB   ,2.3,7/2/2019
1218135,OXYCODONE 40MG SR TB,39,7/2/2019
1218143,CEFDINIR 300MG CAP  ,28.5,7/2/2019
1218147,PANTOPRAZO 40MG ECTB,32.5,7/2/2019
1218151,PAROXETINE 20MG TAB ,3,7/2/2019
1218152,PAROXETIN SR 12.5 TB,20,7/2/2019
1218156,POT CL20MEQ MIC CRTB,4,7/2/2019
1218162,PERPHENAZINE 2MG TAB,4.8,7/2/2019
1218171,PHENYTOIN 50MG CHWTB,4.3,7/2/2019
1218172,PHENYTOIN 125MG/5ML ,45.5,7/2/2019
1218176,PILOCARPINE 1%OS 15M,650,7/2/2019
1218179,PIOGLITAZONE 45MG TB,54,7/2/2019
1218183,PEG 3350 255GM      ,79,7/2/2019
1218184,POLYETH GLY 3350 PKT,5,7/2/2019
1218185,POLYMYXIN B 500000U ,253,7/2/2019
1218186,POTAS ACE 40MEQ/20ML,157.5,7/2/2019
1218187,POTASS BI 25MEQ EFTB,3,7/2/2019
1218190,POTAS CHL 10MEQ ERTB,3.8,7/2/2019
1218194,K PHOS DI 3MM/ML 15M,157.5,7/2/2019
1218204,PRAVASTATIN 20MG TAB,3.3,7/2/2019
1218205,PRAZOSIN 1MG CAP    ,2.3,7/2/2019
1218206,PRAZOSIN 5MG CAP    ,3.5,7/2/2019
1218208,PREDNIS ACE 1%OS 5ML,328,7/2/2019
1218209,PN VIT/FE/FA 27-1 TB,2.3,7/2/2019
1218211,PRIMIDONE 50MG TAB  ,4,7/2/2019
1218215,PROCHLORPER 25MG SUP,18,7/2/2019
1218216,PROMETHAZINE 25MG SP,5,7/2/2019
1218217,PROMETHAZINE 12.5 SP,4.8,7/2/2019
1218218,PROMETHAZINE 6.25/5M,5.3,7/2/2019
1218219,PROPAFENONE 150MG TB,4.5,7/2/2019
1218226,PROPRANOLOL 10MG TAB,2.3,7/2/2019
1218227,PROPRANOLOL 40MG TAB,2.3,7/2/2019
1218228,PROPYLTHIOURA 50MGTB,3.8,7/2/2019
1218230,PSEUDOPHED 30MG TAB ,1,7/2/2019
1218232,PYRAZINAMIDE 500MGTB,5.3,7/2/2019
1218233,PYRIDOSTIGMI 60MG TB,3.5,7/2/2019
1218234,PYRIDOXINE 50MG TAB ,1,7/2/2019
1218235,QUETIAPINE 100MG TAB,35,7/2/2019
1218236,QUETIAPINE 25MG TAB ,20.5,7/2/2019
1218240,QUINIDINE S 200MG TB,2.3,7/2/2019
1218244,RALOXIFENE 60MG TAB ,24,7/2/2019
1218251,RIFAMPIN 300MG CAP  ,20.5,7/2/2019
1218252,RIFAMPIN 600MG SOLR ,1533.5,7/2/2019
1218256,RISPERIDONE 1MG TAB ,32.5,7/2/2019
1218257,RIVASTIGMINE 1.5MGCP,23,7/2/2019
1218259,ROCURON 10MG/ML 5ML ,190.5,7/2/2019
1218267,SCOPOLAMINE 1.5MG PT,134,7/2/2019
1218268,SELEGILINE 5MG CAP  ,13.5,7/2/2019
1218270,SENNA/DOCUS 8.6-50TB,3.5,7/2/2019
1218272,SERTRALINE 50MG TAB ,2.3,7/2/2019
1218275,SILVER NITRATE APPLI,7.8,7/2/2019
1218277,SILV SULF 1%CRM 400G,589,7/2/2019
1218278,SILV SULF 1%CRM 50GM,138,7/2/2019
1218279,SIMETHICONE 80MG CHW,2.3,7/2/2019
1218280,SIMETH 40MG/.6ML .6M,1,7/2/2019
1218290,SOD BICARB 8.4% 50ML,157.5,7/2/2019
1218291,SOD BICARB 4% 5ML   ,194,7/2/2019
1218293,SOD BICARB 4.2% 10ML,238.5,7/2/2019
1218296,SOD CHLOR 23.4% 30ML,157.5,7/2/2019
1218304,SOD PHOS 45MMOL/15ML,157.5,7/2/2019
1218309,SOTALOL 80MG TAB    ,13.5,7/2/2019
1218310,SPIRONOLACTON 25MGTB,2.3,7/2/2019
1218313,SUCRALFATE 1GM TAB  ,2.3,7/2/2019
1218314,SUCRALF 100MG/ML 10M,3.5,7/2/2019
1218315,SUFENTANIL 100MCG/2M,242.5,7/2/2019
1218316,SUFENTANIL 250MCG/5M,157.5,7/2/2019
1218318,SULFACETA 10%OS 15ML,122.5,7/2/2019
1218319,SULFA-TMP 800-160 TB,3,7/2/2019
1218321,SULFAME-TMP 200-40/5,0.5,7/2/2019
1218324,SUMATRIPTAN 50MG TAB,150.5,7/2/2019
1218330,CAPTOPRIL 50MG TAB  ,2.3,7/2/2019
1218334,METOCLOP 1MG/ML 10ML,3.5,7/2/2019
1218337,OPTHAL IRR INTR 15ML,67,7/2/2019
1218341,GI COCKTAIL         ,14.5,7/2/2019
1218373,THYROID 15MG TAB    ,2.3,7/2/2019
1218374,COLESTID 1GM TAB    ,4,7/2/2019
1218385,COLCH/PROBENC .5/500,4.8,7/2/2019
1218387,OXCARBAZEPI 300MG TB,21.5,7/2/2019
1218388,TOPIRAMATE 100MG TAB,47.5,7/2/2019
1218389,LITHIUM CA 450MGCRTB,4,7/2/2019
1218392,ATORVASTATIN 20MG TB,3,7/2/2019
1218393,OLANZAPINE 5MG TAB  ,67.5,7/2/2019
1218395,DONEPEZIL 10MG TAB  ,52,7/2/2019
1218398,LOSARTAN 25MG TAB   ,14,7/2/2019
1218408,METHIMAZOLE 5MG TAB ,4.8,7/2/2019
1218409,DIPHENHYDR 50MG CAP ,2.3,7/2/2019
1218414,NEFAZODONE 50MG TAB ,3.5,7/2/2019
1218415,ISOSORBIDE DI 5MG TB,2.3,7/2/2019
1218416,BUEDSON .5MG/2ML INH,70.5,7/2/2019
1218419,CLONAZEPAM 1MG TAB  ,2.3,7/2/2019
1218423,ZIPRASIDONE 40MG CAP,46,7/2/2019
1218424,GUAIFE 20MG/MLOR 5ML,3.8,7/2/2019
1218431,CIPROFLOXAC 250MG TB,23,7/2/2019
1218439,SPIRONOLACTO 100MGTB,4.8,7/2/2019
1218448,BUPIVAC.25%/EPI 50ML,195,7/2/2019
1218454,SOD CHLORIDE 1GM TAB,2.3,7/2/2019
1218458,OLANZAPINE 5MG ODT  ,73,7/2/2019
1218465,PRAVASTATIN 40MG TAB,29.5,7/2/2019
1218475,ACETAZOLA 500MG ERCP,19,7/2/2019
1218482,IVERMECTIN 3MG TAB  ,24,7/2/2019
1218484,AMILORIDE 5MG TAB   ,4.5,7/2/2019
1218493,LOVASTATIN 20MG TAB ,5.5,7/2/2019
1218501,CARVEDILOL 12.5MG TB,2.3,7/2/2019
1218503,ROPINIROLE 0.25MG TB,2.3,7/2/2019
1218509,VENLAFAXINE 25MG TAB,4.8,7/2/2019
1218510,VENLAFAXINE 50MG TAB,4.8,7/2/2019
1218515,PRAMIPEXOLE .125MGTB,2.3,7/2/2019
1218519,CLINDAMYCIN 300MG CP,5,7/2/2019
1218523,CEFPODOXIME 200MG TB,31.5,7/2/2019
1218527,EXEMESTANE 25MG TAB ,34,7/2/2019
1218545,DICLOF50-MISOP.2MGTB,18.5,7/2/2019
1218546,CELECOXIB 200MG CAP ,23,7/2/2019
1218556,NABUMETONE 750MG TAB,5.8,7/2/2019
1218561,AMOX400-CLAV57 5ML  ,9.5,7/2/2019
1218565,MESALAMI ENM 4G/60ML,134.5,7/2/2019
1218567,MORPHINE 60MG SR TAB,31.5,7/2/2019
1218568,POVI-IODIN 10% 15ML ,11,7/2/2019
1218569,POVI-IODIN 10% 240ML,16,7/2/2019
1218582,GLIMEPIRIDE 1MG TAB ,4.3,7/2/2019
1218583,GLIMEPIRIDE 4MG TAB ,2.3,7/2/2019
1218588,LEVOTHYROX 175MCG TB,3.3,7/2/2019
1218592,GLIPIZIDE 10MG SR TB,12.5,7/2/2019
1218595,FLUCONAZOLE 150MG TB,120,7/2/2019
1218597,SERTRALINE 25MG TAB ,2.3,7/2/2019
1218613,LOPERAMIDE 1MG/5ML  ,4.7,7/2/2019
1218617,WARFARIN 3MG TAB    ,12.5,7/2/2019
1218619,CARB25-LEVO100MGSRTB,3.3,7/2/2019
1218626,MICONAZOLE 2% CR 15G,39,7/2/2019
1218635,METHENAM HIPP 1GM TB,16,7/2/2019
1218636,AMLODIPINE 10MG TAB ,19.5,7/2/2019
1218641,DOFETILIDE .25MG CAP,56,7/2/2019
1218643,ATORVASTATIN 40MG TB,29.5,7/2/2019
1218660,LEVOTHYROX 137MCG TB,3,7/2/2019
1218668,DIVALPROE 125MG DRTB,5.3,7/2/2019
1218672,DIVALPROEX 500MGSRTB,20,7/2/2019
1218674,RILUZOLE 50MG TAB   ,101.5,7/2/2019
1218677,CLOZAPINE 25MG TAB  ,4.3,7/2/2019
1218678,CLOZAPINE 100MG TAB ,13.5,7/2/2019
1218680,LETROZOLE 2.5MG TAB ,92.5,7/2/2019
1218684,OXCARBAZE 300MG/5ML ,127,7/2/2019
1218688,CARBAMAZE 200MG SRTB,4.8,7/2/2019
1218725,FLECAINIDE 50MG TAB ,4,7/2/2019
1218730,VERAPAMIL 100MG SRCP,20,7/2/2019
1218736,METRONIDAZO 500MG TB,4.3,7/2/2019
1218737,MINOCYCLINE 50MG CAP,3,7/2/2019
1218751,NYSTAT100K/GM OIN15G,140,7/2/2019
1218752,NEO/BAC/POLY UD PKT ,7.5,7/2/2019
1218754,BACIT/POLYM OIN 15GM,64,7/2/2019
1218755,BACITR 500U/G OO 3.5,479,7/2/2019
1218756,NEO/BAC/POLY OO 3.5G,456,7/2/2019
1218757,NEO/BAC/POLY/HC 3.5G,149,7/2/2019
1218767,BACITRACI 1GM UD PKT,7.8,7/2/2019
1218768,MICONAZOLE 2% CR 30G,58,7/2/2019
1218769,LIDO 5% OINT 35.4GM ,600,7/2/2019
1218777,BUPROPION 100MG TAB ,18,7/2/2019
1218797,NIACIN 100MG TAB    ,0.3,7/2/2019
1218800,CYANOCOBAL 500MCG TB,2.3,7/2/2019
1218806,THEOPHYLL 100MG SRTB,2.3,7/2/2019
1218810,SMZ/TMP 400-80 TAB  ,2,7/2/2019
1218816,LIDOCAINE-MPF1% 5ML ,191.5,7/2/2019
1218818,LIDOC-MPF 2% INJ 5ML,192.5,7/2/2019
1218821,LIDOCAINE-MPF1% 2ML ,157.5,7/2/2019
1218823,LIDO 4% TOP SOLN 50 ,52,7/2/2019
1218824,LIDOCAINE 2% GEL30ML,170,7/2/2019
1218829,BUDESONIDE 3MG SR CP,255,7/2/2019
1218834,FLUCYTOSINE 500MG CP,319.5,7/2/2019
1218837,ISOSORB MONO 10MG TB,3.5,7/2/2019
1218839,MAG GLUCON 500MG TAB,2.3,7/2/2019
1218849,METRONIDA.75%CR 45GM,1366.5,7/2/2019
1218866,TRIHEXYPHENIDY 5MGTB,2.3,7/2/2019
1218868,VERAPAMIL 120MG SRCP,4,7/2/2019
1218872,INDAPAMIDE 1.25MG TB,2.3,7/2/2019
1218881,DILTIAZEM 60MG SR CP,3.8,7/2/2019
1218886,H-COD10/APAP325MG TB,5,7/2/2019
1218895,CITALOPRAM 10MG TAB ,2.3,7/2/2019
1218897,FOSFOMYC 3GM POW PKT,59,7/2/2019
1218915,CYANOCOBAL 100MCG TB,1,7/2/2019
1218919,LIDOCAINE 10MG IV   ,19.5,7/2/2019
1218929,IPRATROPIUM 0.03% SP,160,7/2/2019
1218930,IPRATROP .06%SP 15ML,67.5,7/2/2019
1218933,THEOPHYLL 200MG SRTB,2.3,7/2/2019
1218938,VERAPAMIL 40 MG TAB ,2.3,7/2/2019
1218951,TEMAZEPAM 7.5MG CAP ,57,7/2/2019
1218952,METHYLPHEN 10MG TAB ,5.3,7/2/2019
1218956,THEOPHYLL 300MG SRTB,2.3,7/2/2019
1218958,LECITHIN 19GR CAP   ,2.3,7/2/2019
1218963,BUMETANID 2.5MG/10ML,157.5,7/2/2019
1218965,BENZOCAI 7.5%GEL 10G,7.8,7/2/2019
1218971,BENZ5-RESOR2%CR 30GM,27,7/2/2019
1218978,FAMOTIDINE 10MG TAB ,1,7/2/2019
1218982,BACITR/POLYB OO 3.5G,139,7/2/2019
1218985,BENZO/MENT 15-3.6LOZ,2,7/2/2019
1218987,NEO/POLY/HC1%OTIC 10,784.5,7/2/2019
1218991,DIBUCAINE 1%OIN 30GM,45.5,7/2/2019
1219000,CARBONYL FE 45MG TAB,2.3,7/2/2019
1219006,RISPERIDONE .25MG TB,28,7/2/2019
1219007,RISPERIDONE 2MG TAB ,54.5,7/2/2019
1219013,INDOMETHACIN 50MG CP,3,7/2/2019
1219017,FLUPHENAZINE 5MG TAB,2.3,7/2/2019
1219021,THIORIDAZIN 100MG TB,3.3,7/2/2019
1219025,CEPHALEXIN 250MG CAP,2.3,7/2/2019
1219026,CEPHALEXIN 500MG CAP,3,7/2/2019
1219037,LABETALOL 200MG TAB ,2.3,7/2/2019
1219038,ENALAPRIL 2.5MG TAB ,2.3,7/2/2019
1219039,ENALAPRIL 20MG TAB  ,2.3,7/2/2019
1219044,ETHAMBUTOL 400MG TAB,12.5,7/2/2019
1219047,CLOMIPRAMINE 25MG CP,0.5,7/2/2019
1219057,METHOHEXITAL 500MG V,558.5,7/2/2019
1219061,MIDODRINE 5MG TAB   ,16.5,7/2/2019
1219062,MAGNE CHL 535MG CRTB,2.3,7/2/2019
1219064,ANAGRELIDE 0.5MG CAP,4,7/2/2019
1219071,PILOCARPINE 5MG TAB ,13.5,7/2/2019
1219093,ZONISAMIDE 100MG CAP,22,7/2/2019
1219099,APAP 80MG SUPPOS    ,1,7/2/2019
1219108,ESTRADIOL 0.5MG TAB ,16.5,7/2/2019
1219109,CEFADROXIL 500MG CAP,3.8,7/2/2019
1219118,NEO/POL/DEX.1%OIN3.5,889.5,7/2/2019
1219126,EPINEP 1:1000 NAS 30,393,7/2/2019
1219127,HYDROCORT 2.5%CR 30G,42,7/2/2019
1219129,TENOFOV DISO 300MGTB,16,7/2/2019
1219132,PERMETHRIN 5%CRM 60G,566.5,7/2/2019
1219137,MODAFINIL 100MG TAB ,112.5,7/2/2019
1219138,TIAGABINE 4MG TAB   ,34,7/2/2019
1219145,INDOMETHAC 75MG CRCP,16,7/2/2019
1219146,TIMOLOL 0.5% OS 5ML ,48.5,7/2/2019
1219153,COLESEVELAM 625MG TB,12.5,7/2/2019
1219160,MENTH-METH SA CR 90G,17,7/2/2019
1219161,MELATONIN 3MG TAB   ,2.3,7/2/2019
1219171,AMITR/CHLOR 12.5/5  ,4.3,7/2/2019
1219174,APAP 32MG/ML 20.3ML ,3.8,7/2/2019
1219175,APAP 650MG CR TAB   ,1,7/2/2019
1219177,ARIPIPRAZOLE 10MG TB,100.5,7/2/2019
1219178,ARIPIPRAZOLE 15MG TB,100.5,7/2/2019
1219181,ASP250-APAP250-CAF65,1,7/2/2019
1219183,AZITHROMYCIN 1GM PK ,100,7/2/2019
1219187,BERACTANT 100MG/4ML ,3447,7/2/2019
1219191,BUPI-MPF.25%/EPI 30M,191.5,7/2/2019
1219212,CHOLESTYR LT POW 4GM,13,7/2/2019
1219214,CICLOPIROX 8% 6.6ML ,100,7/2/2019
1219220,CISATRACUR 200/20 VL,3056.5,7/2/2019
1219221,CISATRACUR 20MG/10ML,334.5,7/2/2019
1219224,CLINDAMYC 1%GEL 30GM,200,7/2/2019
1219226,CLINDAMYCI 900MG/6ML,195,7/2/2019
1219249,COLLAGENA 250OIN 30G,824,7/2/2019
1219260,DEXTROM 6MG/ML ER 5M,40,7/2/2019
1219261,DIAZEPAM 5MG/5ML LIQ,2.3,7/2/2019
1219266,DILTIAZEM 125MG/25ML,157.5,7/2/2019
1219267,DILTIAZEM 50MG/10ML ,190,7/2/2019
1219278,DOXEPIN 10MG/ML 1ML ,18.5,7/2/2019
1219281,DUTASTERIDE 0.5MG CP,21,7/2/2019
1219293,ERYTHROMYC 250MG TAB,55,7/2/2019
1219298,ESTRADI.1MG/GM C 43G,1181.5,7/2/2019
1219310,FAT EMULS 20% 500ML ,457,7/2/2019
1219332,FLUORESC NA 1MG STRP,5,7/2/2019
1219336,FLUOROURAC 5%CRM 40G,1853.5,7/2/2019
1219346,FLUVOXAMINE 100MG TB,4,7/2/2019
1219349,GABAPEN 250MG/5ML 5M,55,7/2/2019
1219354,GLUCOSAMINE 500MG CP,2.3,7/2/2019
1219360,GLYCOPYR 0.2MG/ML 2M,157.5,7/2/2019
