CDM NO,DISPENSED DESCRIPTION,PRICE,TYPE,NOTE
78246832,STAPLER LINEAR 35MM ENDOPATH,"1,075.00",0,
78246857,STAPLER INT RELOAD STD 30MM,557.00,0,
78246865,STAPLER RELOAD LINEAR 30MM,351.00,0,
78246873,STAPLER INT RELOAD THIN 30MM,626.00,0,
78246881,STAPLER INT RELOAD STD 60MM,457.00,0,
78246907,STAPLER LINEAR RELOAD STD 30MM,283.00,0,
78246923,STAPLER LINEAR RELOAD THIN30MM,306.00,0,
78246931,STAPLER LINEAR RELOAD STD 60MM,327.00,0,
78246949,STAPLER LINEAR RELOAD THCK60MM,308.00,0,
78246956,STAPLER LINEAR THICK 45MM,561.00,0,
78246964,SUTURE CHROMIC 0 BP-1 27IN,491.00,0,
78246980,MESH  6IN X 6IN POLYPROPYLENE,190.00,0,
78247004,SUTURE SILK 0 CT-1 30IN,11.00,0,
78247012,SUTURE NYLON 2 LR 30IN,23.00,0,
78247020,SUTURE SSTELL 4-0 V-26 14IN,64.00,0,
78247038,SUTURE SILK 3-0 KS 30IN,10.00,0,
78247046,SUTURE SILK 2-0 KS 30IN,11.00,0,
78247053,SUTURE NYLON 3-0 3 KS 30IN,11.00,0,
78247061,SUTURE CHROMIC 4-0 FS-2 27IN,16.00,0,
78247079,SUTURE CHROMIC 3-0 FS-2 27IN,16.00,0,
78247087,SUTURE CHROMIC 2-0 FS-1 27IN,16.00,0,
78247129,SUTURE NYLON 2-0 FS 18IN,15.00,0,
78247145,SUTURE 3-0 PERMAHAND FS-1 18IN,13.00,0,
78247152,SUTURE 2-0 PERMAHAND FS 18IN,15.00,0,
78247160,SUTURE CHROMIC 5-0 P-3 18IN,29.00,0,
78247178,SUTURE NYLON P-1 6-0 18IN CLR,26.00,0,
78247186,SUTURE NYLON 5-0 P-3 18IN CLR,26.00,0,
78247194,SUTURE NYLON 4-0 P-3 18IN CLR,23.00,0,
78247202,SUTURE NYLON P-1 6-0 18IN BLK,26.00,0,
78247210,SUTURE NYLON 5-0 P-3 18IN BLK,27.00,0,
78247228,SUTURE NYLON 4-0 P-3 18IN BLK,26.00,0,
78247236,SUTURE NYLON 4-0 P-3 18IN BLK,27.00,0,
78247277,SUTURE GUT PLAIN 4-0 M-1,16.00,0,
78247327,SUTURE SILK 4-0 G-3 18IN,83.00,0,
78247350,SUTURE CHROMIC 2-0 CT 27IN,16.00,0,
78247368,SUTURE CHROMIC CT-1 SZ3-0X27IN,16.00,0,
78247376,SUTURE CHROMIC 2-0 CT-1 27IN,16.00,0,
78247384,SUTURE CHROMIC 0 CT-1 27IN,16.00,0,
78247392,SUTURE CHROMIC 1 CT-1 27IN,16.00,0,
78247418,SUTURE GUT PLAIN 3-0 CT-1 27IN,16.00,0,
78247426,SUTURE PLAIN CT-1 SZ 2-0X27IN,16.00,0,
78247434,SUTURE PLAIN CT SIZE 3-0X27IN,16.00,0,
78247459,SUTURE GUT PLAIN 2-0 CTX 27IN,16.00,0,
78247467,SUTURE CHROMIC 2-0 CT-2 27IN,16.00,0,
78247475,SUTURE CHROMIC 0 CT-2 27IN,16.00,0,
78247483,SUTURE CHROMIC CT-2 SZ 1 X27IN,16.00,0,
78247491,SUTURE CHROMIC 0 CTX 36IN,17.00,0,
78247509,SUTURE CHROMIC 1 CTX 36IN,17.00,0,
78247517,SUTURE CHROMIC 1 CT 36IN,17.00,0,
78247525,SUTURE CHROMIC 2-0 CT-1 36IN,17.00,0,
78247558,SUTURE 22STEEL 18IN NONSTERILE,45.00,0,
78247566,SUTURE 24STEEL 18IN NONSTERILE,5.00,0,
78247582,SUTURE BP-1 MERSILENE 5MMX30CM,872.00,0,
78247590,SUTURE SILK SUTUPAK 1 2IN-60IN,5.00,0,
78247608,SUTURE SILK SUTUPAK 2 2IN-60IN,5.00,0,
78247624,SUTURE BONE WAX PARAFFIN,28.00,0,
78247632,SUTURE V-5 2-0 ETHIBOND 5-30IN,169.00,0,
78247657,SUTURE ETHILON FS-1 4-0  18IN,11.00,0,
78247673,SUTURE CHROMIC P-6 7-0 18IN,31.00,0,
78247681,SUTURE NYLON 4-0 PS-4 18IN,26.00,0,
78247699,SUTURE NYLON 3-0 PS-1 18IN,27.00,0,
78247723,SUTURE NYLON 5-0 PS-2 18IN,27.00,0,
78247731,SUTURE NYLON 4-0 PS-2 18IN,27.00,0,
78247756,SUTURE NYLON 3-0 PS-2 18IN,26.00,0,
78247806,SUTURE NYLON 7-0 P-1 18IN,27.00,0,
78247814,SUTURE NYLON 6-0 P-3 18IN,27.00,0,
78247822,SUTURE POLYPROP 10-0 STC-6 8IN,83.00,0,
78247848,SUTURE NYLON 8-0 TG175 12IN,78.00,0,
78247871,SUTURE NYLON 5-0 PC-1 18IN,28.00,0,
78247889,SUTURE NYLON 6-0 PC-1 18IN,31.00,0,
78247897,SUTURE NYLON 5-0 PC-3 18IN,29.00,0,
78247905,SUTURE PLAIN 5-0 FAST ABS PC-1,31.00,0,
78248002,SUTURE POLYPROP 0 CT 30IN,10.00,0,
78248028,SUTURE POLYPROP 1 CTX 30IN,16.00,0,
78248036,SUTURE POLYPROP 4-0 SH 36IN,29.00,0,
78248044,SUTURE POLYPROP 3-0 SH 36IN,31.00,0,
78248051,SUTURE POLYPROP 2-0 SH 36IN,29.00,0,
78248069,SUTURE POLYPROP 5-0 RB-1 36IN,29.00,0,
78248077,SUTURE POLYPROP 4-0 RB-1 36IN,31.00,0,
78248085,SUTURE POLYPROP 3-0 RB-1 36IN,29.00,0,
78248127,SUTURE POLYPROP 6-0 PC-1 18IN,31.00,0,
78248135,SUTURE POLYPROP 2-0 KS 30IN,15.00,0,
78248168,SUTURE POLYPROP 3-0 FS-2 18IN,15.00,0,
78248218,SUTURE POLYPROP 3-0 FS-1 18IN,17.00,0,
78248226,SUTURE POLYPROP 2-0 FS 18IN,17.00,0,
78248267,SUTURE PLOYPROP 5-0 P-3 18IN,29.00,0,
78248283,SUTURE POLYPROP 7-0 BV-1 24IN,68.00,0,
78248291,SUTURE POLYPROP 7-0 CC 24IN,57.00,0,
78248309,SUTURE POLYPROP 6-0 C-1 30IN,45.00,0,
78248325,SUTURE POLYPROP 6-0 RB-2 30IN,25.00,0,
78248333,SUTURE C-1 5-0 30IN POLYPROPYL,45.00,0,
78248358,SUTURE C-1 S 5-0 24IN POLYPROP,43.00,0,
78248366,SUTURE 6-0 C-124IN POLYPROPYL,45.00,0,
78248408,SUTURE POLYPROP 7-0 C-1 18IN,45.00,0,
78248440,SUTURE POLYPROP 2-0 SH 30IN,13.00,0,
78248457,SUTURE POLYPROP 3-0 MH 36IN,28.00,0,
78248465,SUTURE POLYPROP 3-0 MH 36IN,29.00,0,
78248523,SUTURE NYLON CS160-6 10-0 12IN,103.00,0,
78248531,SUTURE 4-0 LABYRINTH 12-18IN,13.00,0,
78248549,SUTURE 3-0 LABYRINTH 12-18IN,11.00,0,
78248556,SUTURE 2-0 LABYRNITH 12-18IN,11.00,0,
78248564,SUTURE SILK 0 12-18IN,5.00,0,
78248572,SUTURE 3-0 LABYRINTH 12-30IN,16.00,0,
78248580,SUTURE 2-0 LABYRINTH 12-30IN,16.00,0,
78248598,SUTURE SILK 0 LABYRINTH 6-30IN,5.00,0,
78248606,SUTURE SILK 3-0 SH 8-18IN,62.00,0,
78248747,SUTURE NYLON 4-0 TF 8-18IN,103.00,0,
78248754,SUTURE CHROMIC 1 MO-5 8IN-18IN,166.00,0,
78248762,SUTURE CHROMIC 0 CT-1 8IN-18IN,83.00,0,
78248788,SUTURE 3-0 CT-1 8-18IN POLY,83.00,0,
78248820,SUTURE CHROMIC 4-0 SH 27IN,16.00,0,
78248838,SUTURE CHROMIC 3.0 IMP GAL27IN,16.00,0,
78248846,SUTURE CHROMIC 2-0 SH 27IN,16.00,0,
78248853,SUTURE CHROMIC 3-0 SH SH 27IN,19.00,0,
78248879,SUTURE GUT PLAIN 3-0 FS-2 27IN,16.00,0,
78248887,SUTURE GUT PLAIN 2-0 FS-1 27IN,15.00,0,
78248895,SUTURE 4-0 VICRYL 12IN TO 18IN,41.00,0,
78248903,SUTURE VICRYL 5-0 RB-1 27IN,13.00,0,
78248911,SUTURE VICRYL 4-0 RB-1  27IN,13.00,0,
78248937,SUTURE VICRYL 3-0 CT-1  27IN,13.00,0,
78248945,SUTURE VICRYL CT-1  2-0  27IN,13.00,0,
78248952,SUTURE VICRYL 0 CT-1 27IN,13.00,0,
78248978,SUTURE VICRYL 3-0 CP-1  27IN,16.00,0,
78248986,SUTURE VICRYL 2-0 CP-1 27IN,15.00,0,
78248994,SUTURE VICRYL 0 CP-1 27IN,15.00,0,
78249000,SUTURE VICRYL 1 CP-1 27IN,15.00,0,
78249018,SUTURE VICRYL CT-2 2-0  27IN,13.00,0,
78249026,SUTURE VICRYL 0 CT-2 27IN,13.00,0,
78249042,SUTURE VICRYL SH 4-0 27IN,13.00,0,
78249083,SUTURE  0 CT-1 27IN VICRYL,13.00,0,
78249117,SUTURE VICRYL 1 CTX 36IN,17.00,0,
78249125,SUTURE VICRYL 2-0 UR-5 27IN,16.00,0,
78249133,SUTURE VICRYL 0 UR-4 27IN,16.00,0,
78249141,SUTURE VICRYL 0 UR-4 27IN,13.00,0,
78249158,SUTURE VICRYL 3-0 SH 27IN,11.00,0,
78249166,SUTURE VICRYL 2-0 SH 27IN,13.00,0,
78249174,SUTURE VICRYL 4-0 PS-2 27IN,28.00,0,
78249240,SUTURE VICRYL 4-0 P-3 18IN,27.00,0,
78249257,SUTURE VICRYL 6-0 P-1 18IN,28.00,0,
78249265,SUTURE VICRYL 5-0 P-1  18IN,27.00,0,
78249273,SUTURE VICRYL 5-0 P-3 18IN,29.00,0,
78249281,SUTURE VICRYL 4-0 P-3 18IN,28.00,0,
78249299,SUTURE VICRYL PS-2 5-0 18IN,27.00,0,
78249323,SUTURE VICRYL PS-3 5-0  18IN,27.00,0,
78249414,SUTURE 6-0 VICRYL S-29 12IN,70.00,0,
78249448,SUTURE VICRYL 2-0 UR-6 27IN,16.00,0,
78249455,SUTURE VICRYL 0 UR-6 27IN,16.00,0,
78249539,SUTURE VICRYL  2-0 8 CT-2 18IN,78.00,0,
78249547,SUTURE 0-POLYGLAC CT-2 8-18IN,80.00,0,
78249554,SUTURE VICRYL 2-0 CT-1  8-18IN,57.00,0,
78249596,SUTURE VICRYL 1 8-18 IN CTX,80.00,0,
78249612,SUTURE VICRYL 3-0 SH 8-27IN,64.00,0,
78249661,SUTURE VICRYL 2-0 CT-1  8-18IN,78.00,0,
78249679,SUTURE VICRYL 0 CT-1 8IN-18IN,78.00,0,
78249687,SUTURE 3-0 VICRYL SH 8IN-18IN,83.00,0,
78249695,SUTURE VICRYL CP-2 SZ 2-0X27IN,15.00,0,
78249703,SUTURE 0 CP-2 27IN VICRYL,15.00,0,
78249711,SUTURE 3-0 VICRYL 12-18IN,50.00,0,
78249729,SUTURE VICRYL SIZE 2-0X12-18IN,50.00,0,
78249737,SUTURE VICRYL SIZE 0 X 12-18IN,52.00,0,
78249752,SUTURE 3-0 VICRYL PS-1 27IN,28.00,0,
78249760,SUTURE 3-0 VICRYL CT-1 36IN,15.00,0,
78249778,SUTURE VICRYL 2-0 CT-1 36IN,15.00,0,
78249786,SUTURE VICRYL 0 CT-1 36IN,13.00,0,
78249794,SUTURE VICRYL  0 CT 36IN,15.00,0,
78249802,SUTURE VICRYL 0 OB CT-1 27IN,78.00,0,
78249810,SUTURE SILK 4-0 SH 30IN,10.00,0,
78249828,SUTURE SILK 3-0 SH 30IN,11.00,0,
78249836,SUTURE SILK 2-0 SH 30IN,11.00,0,
78249844,SUTURE SILK 0 SH 30IN,11.00,0,
78249869,SUTURE PLAIN 0 LIGAPAK 54IN,17.00,0,
78249877,SUTURE 4-0 CHROMIC GUT 54IN,17.00,0,
78249885,SUTURE CHROMIC GUT 3-0  54IN,17.00,0,
78249893,SUTURE CHROMIC GUT 2-0 54IN,17.00,0,
78249901,SUTURE SSTEEL 5 CCS 4-18IN,98.00,0,
78249919,SUTURE 6 SSTEEL CCS 4IN-18IN,75.00,0,
78249943,SUTURE V-37 5 ETHIBOND 4-30IN,103.00,0,
78249976,SUTURE CHROMIC 2-0 UR-6 27IN,355.00,0,
78250073,SUTURE CHROMIC 2 STD 54IN,16.00,0,
78250107,SUTURE GUT CHROMIC 3/0 MED,15.00,0,
78250115,SUTURE GUT CHROMIC 2/0 3-18IN,15.00,0,
78250149,SUTURE CHROMIC 0 12-18IN,65.00,0,
78250156,SUTURE CHROMIC 1  12-18IN,64.00,0,
78250180,SUTURE CHROMIC 5-0 RB-127IN,16.00,0,
78250198,SUTURE CHROMIC 4-0 RB-127IN,16.00,0,
78250206,SUTURE CHROMIC 3-0 RB-127IN,5.00,0,
78250222,SUTURE CHROMIC 2-0 UR-5 27IN,19.00,0,
78250255,SUTURE CHROMIC 0 UR-4 27IN,19.00,0,
78250388,SUTURE 0 CT-130IN POLYESTER,15.00,0,
78250396,SUTURE POLYESTER 1 CT-1 30IN,15.00,0,
78250404,SUTURE POLYESTER 1 OS-4 30IN,19.00,0,
78250412,SUTURE POLYESTER 2 OS-4 30IN,19.00,0,
78250420,SUTURE POLYESTER 1 OS-6 30IN,19.00,0,
78250487,SUTURE 0 POLYESTER SH 30IN,10.00,0,
78250495,SUTURE POLYESTER 0 CTX 30IN,10.00,0,
78250529,SUTURE 4-0 MONOCRYL RB-1 27IN,15.00,0,
78250636,SUTURE 3-0 SH MONOCRYL 27IN,15.00,0,
78250644,SUTURE 3-0 PS-2 MONOCRYL 27IN,31.00,0,
78250651,SUTURE 5-0 P-3 MONOCRYL 18IN,31.00,0,
78250669,SUTURE 4-0 PS-2 MONOCRYL 18IN,31.00,0,
78250719,SUTURE 3-0 PS-1 MONOCRYL 27IN,31.00,0,
78250768,SUTURE PDS II 3-0 SH 27IN,16.00,0,
78250776,SUTURE PDS II 2-0 CT-2 27IN,17.00,0,
78250784,SUTURE PDS II 0 CT-2 27IN,17.00,0,
78250800,SUTURE PDS II 2-0 CT-1 27IN,16.00,0,
78250818,SUTURE PDS II 0 CT-1 27IN,16.00,0,
78250834,SUTURE PDS II 1 CTX 36IN,90.00,0,
78250909,SUTURE PDS II LOOP 1 TP-1 48IN,31.00,0,
78250917,SUTURE PDS II LOOP 0 CTX 60IN,28.00,0,
78250966,SURGICEL 4IN X4IN CELLULOSE,835.00,0,
78251154,CATH DRN.038INWG8.5FX25CMX18G,549.00,0,
78251337,GW W/CLIP .009INX325CMX2.8CM,494.00,0,
78251907,SCREW CORT S TAP 4.5MMX32MM SS,494.00,0,
78251915,SCREW CORT S TAP 4.5MMX36MM SS,199.00,0,
78251923,SCREW CORTICAL S TAP4.5X40MM,174.00,0,
78251949,SCREW CORT S TAP 4.5MMX50MM SS,174.00,0,
78252426,INTRODR CATH .038INWG8FRX40CM,379.00,0,
78252434,INTRODR CATH .038INWG7FRX40CM,379.00,0,
78252442,COIL EMBOL .035INX8CMX8-4MM,524.00,0,
78252459,COIL EMBOL .035INX8.2CMX8-5MM,473.00,0,
78252467,COIL EMBOL.035INX12.5CMX10-5MM,508.00,0,
78252475,COIL EMBOL .035INX4.1CMX5-3MM,487.00,0,
78252491,COIL EMBOL .035INX8CMX7-3MM,592.00,0,
78252632,PLATE 6H RT 4.5MMX109MMX4.5MM,"3,444.00",0,
78252657,PLATE SPOON 5 HOLES 100MM SS,"1,071.00",0,
78252723,STENT NEPHROURETER8.5FX22CM,317.00,0,
78252731,STENT NEPHROURETER8.5FX24CM,399.00,0,
78253028,DRAIN 400MLX1/8INX5IN TROCAR,45.00,0,
78253218,CATH 5FX.038INX100CM TORCON NB,149.00,0,
78253325,PACER JUDE MICRONYII SR2525T,"24,433.00",0,
78253556,DRAIN ROUND 3/16INX5IN TROCAR,356.00,0,
78253846,INTRODR .038INWG7FX55CMX.100IN,267.00,0,
78253861,INTRODR .038INWG6FX70CMX.087IN,418.00,0,
78253879,INTRODR .038INWG6FX55CMX.087IN,418.00,0,
78254091,SCREW MICRO MODULE 2X7MM TITN,212.00,0,
78254133,SCREW CENTER DRIVE 2MMX7MM,217.00,0,
78254166,CATH ANGIO 5FRX.035INX65CM,175.00,0,
78254315,PLATE STANDARD 4HOLE MINI TITN,331.00,0,
78254349,INTRODR .038INWG8FX90CMX.113IN,475.00,0,
78254422,CATH VCF 4FRX.035INX65CM,143.00,0,
78254547,DRAIN 400MLX3/32INX5IN TROCAR,279.00,0,
78255205,INTRODR ANSEL2 CRV 6FX45CM,426.00,0,
78255403,SCREW DHS/DCS LAG 12.7MMX65MM,"9,310.00",0,
78255411,SCREW DHS/DCS LAG 12.7MMX70MM,"1,119.00",0,
78255437,SCREW DHS/DCS LAG 12.7MMX80MM,"1,304.00",0,
78255445,SCREW DHS/DCS LAG 12.7MMX85MM,"1,119.00",0,
78255452,SCREW DHS/DCS LAG 12.7MMX90MM,"1,199.00",0,
78255866,CATH BIL DRAIN REG 8FRX25CM,289.00,0,
78255874,CATH BIL DRAIN REG 10FRX25CM,247.00,0,
78256575,SCREW DHS/DCS LAG 12.7MMX95MM,967.00,0,
78256583,SCREW COMPRESSION 36MM SS,211.00,0,
78257078,LEAD SNGL PIN GENERATOR 3MM,"19,608.00",0,
78257359,SCREW SCHANZ 5.2X20X4/3X80MM,755.00,0,
78257367,SCREW SCHANZ SDRILL 80X5X250MM,523.00,0,
78258464,TUBE TRACH PED 3MMX4.5MMX39ML,192.00,0,
78258472,TUBE TRACH PED3.5MMX5.2MMX40ML,192.00,0,
78258605,LEAD DUAL GENERATOR SEIZURES,"12,694.00",0,
78260262,STENT BIL PERCUT 7FR X 10CM,574.00,0,
78260387,CATH COATED 4FRX25CMX21CCX65CM,"1,691.00",0,
78260437,CATH H1 TIP 5FX40CMX18CCX100CM,216.00,0,
78260510,SCREW PEDICAL NO CUT 7MMX45MM,"2,317.00",0,
78260528,SCREW PEDICAL NOCUT6.25MMX45MM,"2,109.00",0,
78260544,NUT SPHERICAL TITN TIM-X,385.00,0,
78261005,FEEDING PULL TUBE 20FR KIT,768.00,0,
78261112,CATH EPIDUR 18G 20G PERIFX KIT,157.00,0,
78261419,SCREW SET 8MM X 27MM,578.00,0,
78261476,SCREW LAG GAMMA FEM 12MMX105MM,"1,605.00",0,
78261526,NAIL GAMMA 11MM X 80MM,"4,272.00",0,
78261542,STENT BIL 7FX5CM PERCUFLEX,574.00,0,
78261591,INSERT SCREW COUPLING SHORT,481.00,0,
78261716,SCREW SELFTAP FTHRD 4.5MMX50MM,170.00,0,
78262698,SURGICEL CELLULOSE 4INX8IN,417.00,0,
78262797,DRAIN ROUND 24FR BLAKE,206.00,0,
78263555,LEAD SPINAL IMPLNT ELECTR 45CM,"7,301.00",0,
78263639,BREAST 250CCX11.9CMX3.6CM,"3,133.00",0,
78264132,SPINAL CORD DUAL EXTENSION,790.00,0,
78264157,SPINAL CORD ANCHOR STD,302.00,0,
78264629,STENT 4.7FX 22-32CMX.035INX8F,566.00,0,
78266640,TUBE TRACH PED 4MMX5.9MMX41MM,197.00,0,
78266681,SCREW S TAP MAXILLO1MMX3MMTITN,379.00,0,
78266699,SCREW S TAP MAXILLO1MMX4MMTITN,379.00,0,
78266756,SCREW S TAP MAX 1.5MMX4MM TITN,255.00,0,
78266772,SCREW S TAP MAX 1.5MMX6MM TITN,255.00,0,
78266780,SCREW S TAP MAX 1.5MMX8MM TITN,255.00,0,
78266871,COIL PUSHABLE.016INX.020X177CM,709.00,0,
78266889,INTRODR SHEATH GW 4FRX11CM,173.00,0,
78266905,LEAD BIPOLR RETRACT SCREW 44CM,"2,725.00",0,
78266913,INTRODR SHEATH GW 5FRX11CM,993.00,0,
78266947,LEAD A-V RETRACT SCREW 48CM,"2,725.00",0,
78266954,INTRODR SHEATH 6FX.035INX5.5CM,70.00,0,
78266962,INTRODR SHEATH GW 6FRX11CM,242.00,0,
78266970,INTRODR SHEATH GW 6FRX23CM,99.00,0,
78267531,SCREW S TAP MAXILLO 2MMX10MM,508.00,0,
78267549,SCREW S TAP MAXILLO 2MMX12MM,475.00,0,
78268018,LEAD HIGH IMPED 10FRX52CM,"3,267.00",0,
78268042,SCREW CANCBN PTHRD4MMX45MMTITN,216.00,0,
78268059,SCREW CANCBN PTHRD4MMX50MMTITN,175.00,0,
78268117,SCREWCANN LGHEX SDRILL/TAP16MM,"1,029.00",0,
78268125,SCREWCANN LGHEX SDRILL/TAP16MM,"1,292.00",0,
78268133,SCREWCANN LGHEX SDRILL/TAP16MM,"1,152.00",0,
78268141,SCREWCANN LGHEX SDRILL/TAP16MM,"1,074.00",0,
78268505,SCREW CORTEX 3.5MM X 18MM TITN,85.00,0,
78268562,SCREW SELF TAP 3.5MMX12MM TITN,183.00,0,
78268570,SCREW SELF TAP 3.5MMX14MM TITN,173.00,0,
78268588,SCREW SELF TAP 3.5MMX16MM TITN,173.00,0,
78268596,SCREW SELF TAP 3.5MMX18MM TITN,173.00,0,
78268604,SCREW SELF TAP 3.5MMX20MM TITN,173.00,0,
78268612,SCREW SELF TAP 3.5MMX22MM TITN,160.00,0,
78268620,SCREW SELF TAP 3.5MMX24MM TITN,211.00,0,
78268638,SCREW SELF TAP 3.5MMX26MM TITN,164.00,0,
78268661,SCREW SELF TAP 3.5MMX32MM TITN,170.00,0,
78268687,SCREW SELF TAP 3.5MMX36MM TITN,170.00,0,
78268703,SCREW SELF TAP 3.5MMX40MM TITN,170.00,0,
78268711,SCREW SELF TAP 3.5MMX45MM TITN,170.00,0,
78268919,SCREW CANCBN FTHRD4MMX14MMTITN,184.00,0,
78268927,SCREW CANCBN FTHRD4MMX16MMTITN,184.00,0,
78268935,SCREW CANCBN FTHRD4MMX18MMTITN,184.00,0,
78269032,SCREW CANCBN FTHRD4MMX50MMTITN,162.00,0,
78269149,SCREW CANC PTHRD 7MMX4MMX18MM,175.00,0,
78269156,SCREW CANCBN PTHRD4MMX20MMTITN,175.00,0,
78269222,LEAD RETRCT BIPLR 8-9.5FX45CM,"3,815.00",0,
78269230,LEAD RETRCT BIPLR 8-9.5F52CM,"3,815.00",0,
78269248,LEAD RETRCT BIPLR 8-9.5F59CM,"3,815.00",0,
78269289,LEAD VENTRIC PASSIVE BIPLR52CM,"3,761.00",0,
78269297,LEAD VENTRIC PASSIVE BIPLR58CM,"3,761.00",0,
78269610,CATH VENTRIC 23CMX1.3MMX2.5MM,618.00,0,
78269909,CEMENT BONE PALACOS 40GRAM,593.00,0,
78270618,CATH PTA 3FX3MMX2CMX150CM,"1,782.00",0,
78270675,CATH PTA 3FX4MMX4CMX120CM,"1,694.00",0,
78270709,CATH PTA 3FX5MMX2CMX120CM,"1,560.00",0,
78270717,CATH PTA 3FX5MMX4CMX120CM,"1,694.00",0,
78270741,CATH PTA 3FX6MMX4CMX120CM,"1,499.00",0,
78270873,GW ROSEN CRV.035INX260CMX1.5MM,74.00,0,
78270964,CATH PTA PWRFLX 5MMX10CMX110CM,995.00,0,
78270972,CATH PTA PWRFLX 5MMX2CMX80CM,927.00,0,
78270980,CATH PTA PWRFLX 5MMX2CMX135CM,956.00,0,
78270998,CATH PTA PWRFLX 5MMX4CMX80CM,956.00,0,
78271004,CATH PTA PWRFLX 5MMX4CMX135CM,994.00,0,
78271012,CATH PTA PWRFLX 6MMX10CMX80CM,581.00,0,
78271020,CATH PTA PWRFLX 6MMX2CMX80CM,956.00,0,
78271038,CATH PTA PWRFLX 6MMX2CMX135CM,964.00,0,
78271046,CATH PTA PWRFLX 6MMX4CMX80CM,995.00,0,
78271053,CATH PTA PWRFLX 6MMX4CMX135CM,995.00,0,
78271061,CATH DILATE PTA 6MMX6CMX80CM,"1,389.00",0,
78271087,CATH PTA PWRFLX 7MMX2CMX80CM,995.00,0,
78271095,CATH PTA PWRFLX 7MMX2CMX135CM,956.00,0,
78271152,CATH PTA 7FX14MMX4CMX80CM,"1,827.00",0,
78271194,CATH PTA 7FRX16MMX4CMX80CM,"1,827.00",0,
78271210,CATH PTA 7FR X18MMX4CMX80CM,"1,827.00",0,
78271228,CATH PTA 7FX14MMX4CMX80CM,"1,827.00",0,
78271277,CATH DILATE PTA 10MMX4CMX80CM,899.00,0,
78271327,CATH BAL PTA OPTA 9MMX4CMX80CM,899.00,0,
78271426,CATH PTA PWRFLX 10MMX2CMX80CM,956.00,0,
78271442,CATH PTA PWRFLX 10MMX4CMX80CM,818.00,0,
78271467,CATH PTA PWRFLX 12MMX2CMX80CM,956.00,0,
78271491,CATH PTA PWRFLX 12MMX4CMX80CM,850.00,0,
78271517,CATH PTA PWRFLX 4MMX10CMX110CM,995.00,0,
78271533,CATH PTA PWRFLX 4MMX2CMX135CM,964.00,0,
78271541,CATH PTA PWRFLX 4MMX4CMX80CM,927.00,0,
78271558,CATH PTA PWRFLX 4MMX4CMX135CM,956.00,0,
78271574,CATH PTA PWRFLX 7MMX4CMX80CM,995.00,0,
78271582,CATH PTA PWRFLX 7MMX4CMX135CM,885.00,0,
78271590,CATH PTA PWRFLX 7MMX6CMX80CM,"1,389.00",0,
78271616,CATH PTA PWRFLX 8MMX2CMX80CM,851.00,0,
78271624,CATH PTA PWRFLX 8MMX4CMX80CM,995.00,0,
78271632,CATH PTA PWRFLX 8MMX6CMX80CM,820.00,0,
78271863,PLATE 75MM RTX92.5MM LT PELVIC,"3,327.00",0,
78272010,BARRIER SKIN FILM 5INX6IN,"2,553.00",0,
78272101,CATH CARDIAC PERITONEAL 90CM,665.00,0,
78272291,SPACER VERTEBRL BODY 10MMX22MM,"21,149.00",0,
78272325,SPACER VERTEBRL BODY 12MMX26MM,"8,170.00",0,
78272861,CATH LUMBOPERITONEAL SYSTEM,"2,563.00",0,
78273034,LEAD THIN CO-RADIAL 7-8FX52CM,"2,123.00",0,
78273042,LEAD THIN CO-RADIAL 7-8FX58CM,"3,827.00",0,
78273141,PLATE 20H MAX 1.5MMX90MMX.9MM,"1,172.00",0,
78273158,PLATE ORBIT 8H MAX 1.5MMX34MM,"1,308.00",0,
78273174,PLATE ORBIT 12H MAX 1.5MMX49MM,"1,119.00",0,
78273182,PLATE 3X2LT MAX1.5MMX22MMX9MM,"1,237.00",0,
78273208,PLATE 4X3H RT 27MMX13MMX1.5MM,888.00,0,
78273299,LEAD THIN CO-RADIAL 7-8FX45CM,"3,679.00",0,
78273364,PLATE20H  MAXIL 2MMX100MMX.9MM,"2,109.00",0,
78273406,PLATE ORBIT RIM 8HOLE 2MMX38MM,"1,064.00",0,
78273414,PLATE ORBIT RIM 10HOLE2MMX46MM,"1,144.00",0,
78273430,PLATE 30H MAXILLO 2MMX193MM,"2,452.00",0,
78273448,PLATE LT  3X2HOLE2MMX25MMX10MM,"1,064.00",0,
78273455,PLATE RT 3X2HOLE2MMX25MMX10MM,"1,064.00",0,
78273463,PLATE LT 4X3HOLE2MMX31MMX15MM,"1,144.00",0,
78273497,PLATE Y 3X1H MAX 2MMX24MMX12MM,"1,228.00",0,
78273505,PLATE DBLE-Y 2MMX30MMX19MM,"1,308.00",0,
78273588,LEAD J THIN ATRIAL 45CM,"3,827.00",0,
78273596,LEAD J THIN ATRIAL 52CM,"3,679.00",0,
78273836,SCREW DISTAL FEM NAIL 6MMX70MM,888.00,0,
78273844,SCREW DISTAL FEM NAIL 6MMX80MM,935.00,0,
78275245,SCREW HERBERTBONE 3MMX20MMTITN,"1,386.00",0,
78275252,SCREW HERBERTBONE 3MMX22MMTITN,"1,321.00",0,
78275260,SCREW HERBERTBONE 3MMX24MMTITN,875.00,0,
78275278,SCREW HERBERTBONE 3MMX30MMTITN,724.00,0,
78275286,SCREW HERBERTBONE 3MMX14MMTITN,724.00,0,
78275294,SCREW HERBERTBONE 3MMX16MMTITN,875.00,0,
