Service Area|Px Code|Generic Name|CPT(R)/HCPCS Code|NDC|Unit Price|Override Bill Code|Override Price
WS SERVICE AREA|25010066|hydrALAZINE 25 mg tablet||62584073311|4.40||
WS SERVICE AREA|25010066|hydrALAZINE 25 mg tablet||63739012610|4.40||
WS SERVICE AREA|25010066|hydrALAZINE 50 mg tablet||62584073411|4.40||
WS SERVICE AREA|25010066|memantine 5 mg tablet||00378110391|44.20||
WS SERVICE AREA|25010066|memantine 5 mg tablet||60687017311|5.80||
WS SERVICE AREA|25010066|hydroCHLOROthiazide 25 mg tablet||68084008611|4.40||
WS SERVICE AREA|25010066|hydroCHLOROthiazide 25 mg tablet||16729018301|4.40||
WS SERVICE AREA|25010066|hydroCHLOROthiazide 50 mg tablet||00172208960|4.40||
WS SERVICE AREA|25010066|hydrocortisone 0.5 % topical cream||00168001431|10.77||
WS SERVICE AREA|25010066|hydrocortisone 0.5 % topical cream||51672201002|22.00||
WS SERVICE AREA|25010066|hydrocortisone 1 % topical cream||45802043803|16.22||
WS SERVICE AREA|25010066|hydrocortisone 1 % topical cream||45802043805|192.50||
WS SERVICE AREA|25010066|hydrocortisone 2.5 % topical cream||00603778178|79.82||
WS SERVICE AREA|25010066|hydrocortisone 2.5 % topical cream||45802000403|83.96||
WS SERVICE AREA|25010066|hydrocortisone 1 % lotion||45802028306|40.12||
WS SERVICE AREA|25010066|hydrocortisone 1 % topical ointment||00168002031|23.74||
WS SERVICE AREA|25010066|hydrocortisone 1 % topical ointment||00168018131|15.79||
WS SERVICE AREA|25010066|hydrocortisone 10 mg tablet||00603390021|4.40||
WS SERVICE AREA|25010066|hydrocortisone 10 mg tablet||68084046901|6.31||
WS SERVICE AREA|25010066|hydrocortisone 10 mg tablet||59762007401|4.40||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg capsule||66825000201|6.74||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg capsule||04142000024|8.34||
WS SERVICE AREA|25010066|Saccharomyces boulardii 250 mg capsule||04142000007|6.74||
WS SERVICE AREA|25010066|hydrocortisone acetate 25 mg rectal suppository||65649041112|197.86||
WS SERVICE AREA|25010066|hydrocortisone acetate 25 mg rectal suppository||65649041124|197.86||
WS SERVICE AREA|25010066|hydrocortisone acetate 25 mg rectal suppository||00713050306|90.59||
WS SERVICE AREA|25010066|HYDROmorphone 2 mg tablet||00406324301|4.40||
WS SERVICE AREA|25010066|HYDROmorphone 2 mg tablet||68084042311|4.40||
WS SERVICE AREA|25010066|HYDROmorphone 4 mg tablet||68084047211|4.40||
WS SERVICE AREA|25010066|HYDROmorphone 4 mg tablet||63739079110|4.40||
WS SERVICE AREA|25010066|escitalopram 5 mg tablet||00093585001|30.00||
WS SERVICE AREA|25010066|escitalopram 5 mg tablet||43547028010|30.09||
WS SERVICE AREA|25010066|metoprolol tartrate 25 mg tablet||51079025501|4.40||
WS SERVICE AREA|25010066|metoprolol tartrate 25 mg tablet||62584026511|4.40||
WS SERVICE AREA|25010066|metoprolol tartrate 25 mg tablet||65862006201|4.40||
WS SERVICE AREA|25010066|metoprolol tartrate 25 mg tablet||57664050652|4.40||
WS SERVICE AREA|25010066|clindamycin 75 mg/5 mL oral solution||00574012901|449.50||
WS SERVICE AREA|25010066|clindamycin 75 mg/5 mL oral solution||64980051110|449.50||
WS SERVICE AREA|25010066|clindamycin 75 mg/5 mL oral solution||65862059601|449.50||
"WS SERVICE AREA|25010066|glipiZIDE ER 2.5 mg tablet, extended release 24 hr||68084029511|9.86||"
"WS SERVICE AREA|25010066|glipiZIDE ER 5 mg tablet, extended release 24 hr||68084011101|4.40||"
"WS SERVICE AREA|25010066|glipiZIDE ER 5 mg tablet, extended release 24 hr||00591084401|4.40||"
"WS SERVICE AREA|25010066|glipiZIDE ER 10 mg tablet, extended release 24 hr||10370074601|4.40||"
"WS SERVICE AREA|25010066|disopyramide phosphate ER 150 mg capsule,extended release||00025274231|22.91||"
"WS SERVICE AREA|25010066|propranolol ER 60 mg capsule,24 hr,extended release||00228277811|14.92||"
"WS SERVICE AREA|25010066|propranolol ER 60 mg capsule,24 hr,extended release||68084050311|15.81||"
"WS SERVICE AREA|25010066|propranolol ER 60 mg capsule,24 hr,extended release||51991081701|14.92||"
"WS SERVICE AREA|25010066|propranolol ER 80 mg capsule,24 hr,extended release||00228277911|13.09||"
"WS SERVICE AREA|25010066|propranolol ER 80 mg capsule,24 hr,extended release||00245008511|13.09||"
"WS SERVICE AREA|25010066|propranolol ER 80 mg capsule,24 hr,extended release||68084050401|13.32||"
"WS SERVICE AREA|25010066|propranolol ER 80 mg capsule,24 hr,extended release||68084050411|13.32||"
"WS SERVICE AREA|25010066|propranolol ER 120 mg capsule,24 hr,extended release||00245008611|10.81||"
"WS SERVICE AREA|25010066|NIFEdipine ER 90 mg tablet,extended release||00378039001|7.03||"
"WS SERVICE AREA|25010066|NIFEdipine ER 90 mg tablet,extended release||10370067901|7.32||"
"WS SERVICE AREA|25010066|NIFEdipine ER 90 mg tablet,extended release||68682010710|5.86||"
"WS SERVICE AREA|25010066|NIFEdipine ER 90 mg tablet,extended release||50742062201|7.33||"
WS SERVICE AREA|25010066|hydrOXYzine HCl 10 mg/5 mL oral solution||10702005216|4.40||
WS SERVICE AREA|25010066|hydrOXYzine HCl 10 mg/5 mL oral solution||60432015016|4.40||
WS SERVICE AREA|25010066|hydrOXYzine HCl 10 mg tablet||00378258601|4.52||
WS SERVICE AREA|25010066|hydrOXYzine pamoate 25 mg capsule||00185067401|4.40||
WS SERVICE AREA|25010066|hydrOXYzine pamoate 25 mg capsule||00069541066|17.82||
WS SERVICE AREA|25010066|hydrOXYzine pamoate 50 mg capsule||62584074111|4.40||
WS SERVICE AREA|25010066|hydrOXYzine pamoate 50 mg capsule||51079007801|4.40||
WS SERVICE AREA|25010066|hyoscyamine 0.125 mg/mL oral drops||54838050615|289.93||
WS SERVICE AREA|25010066|HYDROcodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution||66689002301|35.24||
WS SERVICE AREA|25010066|HYDROcodone 7.5 mg-acetaminophen 325 mg/15 mL oral solution||66689002350|35.24||
WS SERVICE AREA|25010066|cinacalcet 30 mg tablet||55513007330|194.95||
WS SERVICE AREA|25010066|aluminum-mag hydroxide-simethicone 200 mg-200 mg-20 mg/5 mL oral susp||00121176130|13.80||
WS SERVICE AREA|25010066|aluminum-mag hydroxide-simethicone 200 mg-200 mg-20 mg/5 mL oral susp||17856572103|5.04||
WS SERVICE AREA|25010066|aluminum-mag hydroxide-simethicone 200 mg-200 mg-20 mg/5 mL oral susp||00000005335|0.55||
WS SERVICE AREA|25010066|carboxymethylcellulose sodium 1 % eye gel in a dropperette||00023455430|4.40||
WS SERVICE AREA|25010066|ibuprofen 200 mg tablet||00904791461|0.55||
WS SERVICE AREA|25010066|ibuprofen 200 mg tablet||57896094101|0.55||
WS SERVICE AREA|25010066|ibuprofen 400 mg tablet||00904585361|4.40||
WS SERVICE AREA|25010066|ibuprofen 600 mg tablet||63739068410|4.40||
WS SERVICE AREA|25010066|ibuprofen 600 mg tablet||63739068401|4.40||
WS SERVICE AREA|25010066|FLUoxetine 20 mg/5 mL (4 mg/mL) oral solution||00121072104|17.74||
WS SERVICE AREA|25010066|FLUoxetine 20 mg/5 mL (4 mg/mL) oral solution||54838052340|17.82||
WS SERVICE AREA|25010066|imipramine 10 mg tablet||00781176201|4.40||
WS SERVICE AREA|25010066|imipramine 10 mg tablet||49884005401|4.40||
WS SERVICE AREA|25010066|imipramine 25 mg tablet||00781176401|4.40||
WS SERVICE AREA|25010066|imipramine 25 mg tablet||49884005501|4.40||
WS SERVICE AREA|25010066|imipramine 50 mg tablet||49884005601|4.40||
WS SERVICE AREA|25010066|indapamide 2.5 mg tablet||51079086801|5.62||
WS SERVICE AREA|25010066|doxercalciferol 0.5 mcg capsule||58468012001|105.38||
WS SERVICE AREA|25010066|doxercalciferol 0.5 mcg capsule||66993018550|113.68||
WS SERVICE AREA|25010066|doxercalciferol 0.5 mcg capsule||00054033819|118.55||
WS SERVICE AREA|25010066|indomethacin 25 mg capsule||51079019001|4.40||
WS SERVICE AREA|25010066|indomethacin 50 mg capsule||68462030201|4.40||
WS SERVICE AREA|25010066|indomethacin 50 mg capsule||31722054301|4.40||
WS SERVICE AREA|25010066|indomethacin 50 mg capsule||51079019101|4.40||
WS SERVICE AREA|25010066|indomethacin 50 mg rectal suppository||42211010243|616.25||
WS SERVICE AREA|25010066|rifAXIMin 200 mg tablet||65649030103|150.14||
WS SERVICE AREA|25010066|aMILoride 5 mg tablet||00574029201|4.40||
WS SERVICE AREA|25010066|aMILoride 5 mg tablet||64980015101|9.28||
"WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical powder||68308015215|159.10||"
"WS SERVICE AREA|25010066|nystatin 100,000 unit/gram topical powder||00574200815|199.12||"
WS SERVICE AREA|25010066|nitazoxanide 500 mg tablet||67546011112|821.43||
WS SERVICE AREA|25010066|emtricitabine 200 mg-tenofovir disoproxil fumarate 300 mg tablet||61958070101|424.83||
"WS SERVICE AREA|25010066|DULoxetine 20 mg capsule,delayed release||00002323560|53.72||"
"WS SERVICE AREA|25010066|DULoxetine 20 mg capsule,delayed release||57237001760|50.74||"
"WS SERVICE AREA|25010066|DULoxetine 20 mg capsule,delayed release||68084067521|59.20||"
"WS SERVICE AREA|25010066|DULoxetine 30 mg capsule,delayed release||57237001890|37.95||"
"WS SERVICE AREA|25010066|DULoxetine 30 mg capsule,delayed release||00904645361|6.94||"
"WS SERVICE AREA|25010066|DULoxetine 60 mg capsule,delayed release||57237001930|18.98||"
WS SERVICE AREA|25010066|cefdinir 250 mg/5 mL oral suspension||16714039301|721.23||
WS SERVICE AREA|25010066|levoFLOXacin 250 mg/10 mL oral solution||50383028604|151.58||
WS SERVICE AREA|25010066|lanthanum 500 mg chewable tablet||54092025290|87.05||
WS SERVICE AREA|25010066|lanthanum 500 mg chewable tablet||66993042247|93.91||
WS SERVICE AREA|25010066|fenofibrate nanocrystallized 48 mg tablet||00074612290|4.40||
WS SERVICE AREA|25010066|fenofibrate nanocrystallized 48 mg tablet||51079059901|13.85||
WS SERVICE AREA|25010066|fenofibrate nanocrystallized 145 mg tablet||00074612390|4.40||
WS SERVICE AREA|25010066|fenofibrate nanocrystallized 145 mg tablet||68180036109|13.75||
WS SERVICE AREA|25010066|fenofibrate nanocrystallized 145 mg tablet||68084063625|12.36||
WS SERVICE AREA|25010066|fentaNYL (PF) 5 mcg/mL in 0.9 % sodium chloride IV||00000005282|97.32||
WS SERVICE AREA|25010066|hyoscyamine 0.125 mg/mL oral syringe 1 mL||00000005544|19.29||
WS SERVICE AREA|25010066|morphine 2mg/mL oral solution for neonatal abstinence||00000005400|4.40||
WS SERVICE AREA|25010066|nitroglycerin 0.2 % transdermal ointment||00000005550|68.30||
WS SERVICE AREA|25010066|||00000005423|9.21||
WS SERVICE AREA|25010066|||00000005446|119.44||
WS SERVICE AREA|25010066|||00000005077|69.60||
WS SERVICE AREA|25010066|insulin regular human 100 unit/mL injection solution||00002821501|17.80||
WS SERVICE AREA|25010066|insulin regular human 100 unit/mL injection solution||00002821517|17.80||
WS SERVICE AREA|25010066|oxymetazoline 0.025% nasal drops||00000005088|325.20||
WS SERVICE AREA|25010066|emtricitabine 200 mg-tenofovir alafenamide fumarate 25 mg tablet||61958200201|424.83||
"WS SERVICE AREA|25010066|sildenafil 2.5 mg/mL oral suspension||00000005383|4,239.80||"
WS SERVICE AREA|25010066|||00000005419|9.06||
WS SERVICE AREA|25010066|||00000005595|52.20||
WS SERVICE AREA|25010066|warfarin 0.5 mg tablet||00000005132|14.95||
"WS SERVICE AREA|25010066|diltiazem CD 120 mg capsule, extended release 24 hr,diltiazem ER (XR/XT) 120 mg capsule, extended releas||00378522001|8.25||"
"WS SERVICE AREA|25010066|diltiazem CD 240 mg capsule, extended release 24 hr,diltiazem ER (XR/XT) 240 mg capsule, extended releas,diltiazem CD 120 mg capsule,extended release 24 hr||68084005401|4.40||"
"WS SERVICE AREA|25010066|diltiazem CD 240 mg capsule, extended release 24 hr,diltiazem ER (XR/XT) 240 mg capsule, extended releas,diltiazem CD 120 mg capsule,extended release 24 hr||51079094901|4.70||"
"WS SERVICE AREA|25010066|diltiazem CD 240 mg capsule, extended release 24 hr,diltiazem ER (XR/XT) 240 mg capsule, extended releas,diltiazem CD 120 mg capsule,extended release 24 hr||60505001606|5.19||"
WS SERVICE AREA|25010066|megestrol 20 mg tablet||00000005292|4.96||
WS SERVICE AREA|25010066|insulin lispro 100 unit/mL subcutaneous solution||00002751001|17.80||
WS SERVICE AREA|25010066|insulin lispro 100 unit/mL subcutaneous solution||00002751017|17.80||
WS SERVICE AREA|25010066|insulin regular human 100 unit/mL injection solution||00002821501|17.80||
WS SERVICE AREA|25010066|insulin regular human 100 unit/mL injection solution||00002821517|17.80||
WS SERVICE AREA|25010066|metoprolol 12.5 mg tablet||00000005136|4.40||
WS SERVICE AREA|25010066|misoprostol 50 mcg||00000005138|4.40||
WS SERVICE AREA|25010066|misoprostol 25 mcg||00000005139|4.40||
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||00168001135|11.70||"
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||00168011109|0.75||"
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||00472110556|36.36||"
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||00713028031|14.64||"
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||45802006001|14.39||"
"WS SERVICE AREA|25010066|bacitracin 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical ointment,bacitracin zinc 500 unit/gram topical packet,bacitracin 500 unit/gram topical packet,bacitracin 500 unit\gram topical ointment||45802006070|0.87||"
"WS SERVICE AREA|25010066|acetaminophen 160 mg/5 mL (5 mL) oral suspension,acetaminohpen 160 mg/5 mL (5 mL) oral solution,acetaminophen 160mg/5 mL oral suspension,acetaminophen 160 mg/5 mL oral elixir,,acetaminophen 650 mg/20.3 mL oral solution,acetaminophen 325 mg/10.15 mL oral solution,acetaminophen 32 mg/mL oral syringe||00121065705|7.78||"
"WS SERVICE AREA|25010066|acetaminophen 160 mg/5 mL (5 mL) oral suspension,acetaminohpen 160 mg/5 mL (5 mL) oral solution,acetaminophen 160mg/5 mL oral suspension,acetaminophen 160 mg/5 mL oral elixir,,acetaminophen 650 mg/20.3 mL oral solution,acetaminophen 325 mg/10.15 mL oral solution,acetaminophen 32 mg/mL oral syringe||00904630820|11.33||"
"WS SERVICE AREA|25010066|neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint,neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit-5,000 unit top oint pkt,neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit topical ointment||58232400201|0.67||"
"WS SERVICE AREA|25010066|neomycin-bacitracn Zn-polymyx 3.5 mg-400 unit-5,000 unit/gram top oint,neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit-5,000 unit top oint pkt,neomycin-bacitracn Zn-polymyxn 3.5 mg-400 unit topical ointment||45802006170|1.00||"
WS SERVICE AREA|25010066|tranexamic acid 50 mg/mL (5%) oral rinse||00000005234|273.54||
"WS SERVICE AREA|25010066|phenol 14.5 mg lozenges,phenol-eucalyptus oil-menthol 29 mg lozenges,benzocaine-menthol 6 mg-10 mg lozenges||78112001266|4.40||"
"WS SERVICE AREA|25010066|phenol 14.5 mg lozenges,phenol-eucalyptus oil-menthol 29 mg lozenges,benzocaine-menthol 6 mg-10 mg lozenges||63736020418|4.40||"
WS SERVICE AREA|25010066|dabbs irrigation solution||00000005384|183.57||
"WS SERVICE AREA|25010066|erlotinib 150 mg tablet||50242006401|1,361.61||"
WS SERVICE AREA|25010066|isometheptene-dichloralphen-acetaminophen 65 mg-100 mg-325 mg capsule||44183044001|42.51||
WS SERVICE AREA|25010066|isoniazid 100 mg tablet||00555006602|4.40||
WS SERVICE AREA|25010066|isoniazid 300 mg tablet||00185435001|5.37||
WS SERVICE AREA|25010066|isoniazid 300 mg tablet||51079008301|4.40||
WS SERVICE AREA|25010066|isoniazid 300 mg tablet||51079008320|4.40||
WS SERVICE AREA|25010066|phenylephrine 10 mg tablet||00904573373|4.40||
"WS SERVICE AREA|25010066|mesalamine 1,000 mg rectal suppository||58914050156|140.38||"
WS SERVICE AREA|25010066|isosorbide dinitrate 10 mg tablet||00781155601|4.40||
WS SERVICE AREA|25010066|isosorbide dinitrate 40 mg tablet||00187019201|34.52||
WS SERVICE AREA|25010066|isosorbide dinitrate 5 mg tablet||00781163501|7.14||
WS SERVICE AREA|25010066|dextrose 40 % oral gel||0000005425|4.40||
WS SERVICE AREA|25010066|human milk fortifier 10 mL||00000005006|453.13||
WS SERVICE AREA|25010066|human milk fortifier 20 mL||00000005007|824.69||
"WS SERVICE AREA|25010066|human milk fortifier 30 mL||00000005008|1,237.07||"
"WS SERVICE AREA|25010066|human milk fortifier 40 mL||00000005009|1,649.38||"
WS SERVICE AREA|25010066|human milk fortifier 15 mL||00000005630|700.02||
"WS SERVICE AREA|25010066|diltiazem ER (XR/XT) 180 mg capsule,diltiazem CD 180 mg capsule,extended release 24 hr||63739028410|8.73||"
"WS SERVICE AREA|25010066|diltiazem ER (XR/XT) 180 mg capsule,diltiazem CD 180 mg capsule,extended release 24 hr||47335067613|4.52||"
"WS SERVICE AREA|25010066|diltiazem ER (XR/XT) 180 mg capsule,diltiazem CD 180 mg capsule,extended release 24 hr||68084005301|4.40||"
WS SERVICE AREA|25010066|amLODIPine 1 mg/mL oral suspension||00000005350|14.50||
WS SERVICE AREA|25010066|lansoprazole with bicarb oral suspension||00000005075|34.69||
WS SERVICE AREA|25010066|pasteurized human milk cream||00000005347|258.10||
WS SERVICE AREA|25010066|riociguat 0.5 mg||50419025091|832.76||
"WS SERVICE AREA|25010066|bacitracin-polymyxin B 500 unit-10,000 unit/g Topical Packet||00000005010|0.76||"
WS SERVICE AREA|25010066|clotrimazole 1 % Topical Cream||00000005012|5.32||
WS SERVICE AREA|25010066|hydrocortisone 1 % Topical Cream||00000005014|0.64||
WS SERVICE AREA|25010066|hydrocortisone 2.5 % Topical Cream||00000005015|13.99||
WS SERVICE AREA|25010066|triamcinolone acetonide 0.1 % Topical Cream||00000005017|13.45||
WS SERVICE AREA|25010066|zinc oxide 20 % Ointment||00000005018|4.40||
WS SERVICE AREA|25010066|metroniDAZOLE 250 mg tablet||00000005024|4.40||
WS SERVICE AREA|25010066|neomycin-bacitracin-polymyxin Top. Packet||00000005025|0.78||
"WS SERVICE AREA|25010066|nystatin 100,000 unit/g Topical Powder||00000005026|199.12||"
WS SERVICE AREA|25010066|ursodiol 60 mg/mL oral suspension||00000005036|107.01||
WS SERVICE AREA|25010066|spironolactone 5 mg/mL oral suspension||00000005037|9.43||
WS SERVICE AREA|25010066|amiodarone 200 mg/5 mL oral suspension||00000005039|321.03||
WS SERVICE AREA|25010066|baby bertram's butt cream||00000005041|38.06||
WS SERVICE AREA|25010066|calcium gluconate paste||00000005047|21.90||
WS SERVICE AREA|25010066|PTU retention enema||00000005090|101.79||
WS SERVICE AREA|25010066|calcium gluconate gel||00000005046|113.03||
WS SERVICE AREA|25010066|rifAMPin 10 mg/mL oral solution||00000005045|65.25||
WS SERVICE AREA|25010066|captopril 0.03 mg/mL oral solution||00000005050|63.80||
WS SERVICE AREA|25010066|captopril 1 mg/mL oral solution||00000005028|61.63||
WS SERVICE AREA|25010066|ceFAZolin 50 mg/mL (5%) ophthalmic solution||00000005051|143.19||
WS SERVICE AREA|25010066|cloNIDine 5 mcg/mL oral solution||00000005030|16.39||
WS SERVICE AREA|25010066|glycerol 25%||00000005063|16.31||
WS SERVICE AREA|25010066|hyziny cream with lidocaine||00000005065|275.50||
WS SERVICE AREA|25010066|hydrocortisone 2 mg/mL oral suspension||00000005064|54.38||
WS SERVICE AREA|25010066|hyziny cream||00000005066|235.55||
WS SERVICE AREA|25010066|kayexalate 1 gram||00000005068|7.10||
WS SERVICE AREA|25010066|kayexalate 3 gram||00000005069|48.94||
WS SERVICE AREA|25010066|labetalol 10 mg/mL suspension||00000005071|54.23||
WS SERVICE AREA|25010066|lactulose with 0.9% sodium chloride enema||00000005072|174.00||
WS SERVICE AREA|25010066|lactulose with sterile water enema||00000005073|159.50||
WS SERVICE AREA|25010066|sotalol HCL 5 mg/mL oral suspension||00000005092|108.75||
WS SERVICE AREA|25010066|levothyroxine 25 mcg/mL syrup||00000005076|43.50||
WS SERVICE AREA|25010066|spironolactone 1 mg/mL pediatric oral solution||00000005093|9.97||
WS SERVICE AREA|25010066|metroNIDAZOLE 50 mg/mL oral suspension||00000005078|49.59||
WS SERVICE AREA|25010066|phenylephrine 0.125% nasal drops||00000005081|20.40||
WS SERVICE AREA|25010066|propranolol 1 mg/mL oral suspension||00000005089|87.00||
WS SERVICE AREA|25010066|vancomycin 500 mg/100 mL in 0.9% sodium chloride enema||00000005098|9.79||
"WS SERVICE AREA|25010066|vancomycin 50 mg/mL oral solution,vancomycin 50 mg/mL oral solution,vancomycin 125 mg/2.5 mL oral syringe (FOR ORAL USE ONLY)||00000005360|15.10||"
WS SERVICE AREA|25010066|NIFEdipine 4 mg/mL Oral Suspension||00000005427|7.98||
WS SERVICE AREA|25010066|glycerin (adult) rectal suppository||00132007912|0.55||
WS SERVICE AREA|25010066|glycerin (adult) rectal suppository||00713010106|3.12||
WS SERVICE AREA|25010066|phenol (bulk) 89 % liquid||51552011803|524.90||
WS SERVICE AREA|25010066|fentaNYL 12 mcg/hr transdermal patch||00378911916|147.19||
WS SERVICE AREA|25010066|fentaNYL 12 mcg/hr transdermal patch||00781724055|147.19||
WS SERVICE AREA|25010066|levOCARNitine (with sugar) 100 mg/mL oral solution||64980050312|341.04||
WS SERVICE AREA|25010066|levOCARNitine (with sugar) 100 mg/mL oral solution||50383017104|335.36||
WS SERVICE AREA|25010066|lactoperoxidase-glucose oxidase-potass thiocyan mucosal gel||48582051201|34.10||
WS SERVICE AREA|25010066|sildenafil (antihypertensive) 20 mg tablet||00069419068|345.79||
WS SERVICE AREA|25010066|sildenafil (antihypertensive) 20 mg tablet||60505340409|146.65||
"WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||00299382060|2,729.19||"
"WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||00781708035|2,010.14||"
"WS SERVICE AREA|25010066|metroNIDAZOLE 1 % topical gel||51672529503|2,010.14||"
WS SERVICE AREA|25010066|pregabalin 25 mg capsule||00071101268|226.29||
WS SERVICE AREA|25010066|pregabalin 50 mg capsule||00071101368|113.14||
WS SERVICE AREA|25010066|pregabalin 75 mg capsule||00071101468|75.43||
WS SERVICE AREA|25010066|pregabalin 75 mg capsule||00904700061|7.42||
WS SERVICE AREA|25010066|pregabalin 100 mg capsule||00071101541|62.23||
WS SERVICE AREA|25010066|pregabalin 200 mg capsule||00071101768|28.29||
WS SERVICE AREA|25010066|amitriptyline 10 mg tablet||16714044601|4.40||
WS SERVICE AREA|25010066|amitriptyline 10 mg tablet||51079013101|4.40||
WS SERVICE AREA|25010066|lopinavir-ritonavir 200 mg-50 mg tablet||00074679922|61.88||
WS SERVICE AREA|25010066|amitriptyline 25 mg tablet||00904020161|4.40||
WS SERVICE AREA|25010066|amitriptyline 25 mg tablet||51079010701|4.40||
WS SERVICE AREA|25010066|lanthanum 750 mg chewable tablet||54092025315|87.05||
WS SERVICE AREA|25010066|lanthanum 750 mg chewable tablet||66993042353|93.91||
"WS SERVICE AREA|25010066|digoxin 50 mcg/mL oral solution||00054005746|1,218.00||"
WS SERVICE AREA|25010066|amitriptyline 50 mg tablet||16714044801|4.40||
WS SERVICE AREA|25010066|amitriptyline 50 mg tablet||51079013301|4.40||
WS SERVICE AREA|25010066|levothyroxine 25 mcg tablet||51079044401|4.40||
WS SERVICE AREA|25010066|levothyroxine 25 mcg tablet||00781518092|4.40||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||51079044001|4.40||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00781518192|4.40||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00527134201|4.40||
WS SERVICE AREA|25010066|levothyroxine 50 mcg tablet||00527134210|4.40||
WS SERVICE AREA|25010066|levothyroxine 75 mcg tablet||51079044101|4.40||
WS SERVICE AREA|25010066|levothyroxine 75 mcg tablet||00074518211|4.40||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||51079044201|4.40||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||00527134501|4.40||
WS SERVICE AREA|25010066|levothyroxine 100 mcg tablet||00074662411|4.40||
WS SERVICE AREA|25010066|levothyroxine 125 mcg tablet||51079044301|4.40||
WS SERVICE AREA|25010066|levothyroxine 125 mcg tablet||00074706811|4.40||
WS SERVICE AREA|25010066|levothyroxine 150 mcg tablet||51079044501|4.40||
WS SERVICE AREA|25010066|levothyroxine 150 mcg tablet||00074706911|4.40||
WS SERVICE AREA|25010066|levothyroxine 200 mcg tablet||00074714890|4.49||
WS SERVICE AREA|25010066|levothyroxine 200 mcg tablet||00074714811|4.49||
WS SERVICE AREA|25010066|amoxicillin 250 mg capsule||00781202001|4.40||
WS SERVICE AREA|25010066|amoxicillin 250 mg capsule||16714029801|4.40||
WS SERVICE AREA|25010066|liothyronine 25 mcg tablet||60793011601|4.40||
WS SERVICE AREA|25010066|liothyronine 25 mcg tablet||00574022201|4.40||
WS SERVICE AREA|25010066|liothyronine 25 mcg tablet||51862032101|4.40||
WS SERVICE AREA|25010066|amoxicillin 500 mg capsule||00781261301|4.40||
WS SERVICE AREA|25010066|amoxicillin 500 mg capsule||00093310905|4.40||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||63739035010|4.40||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||06808419811|4.40||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||43547035410|4.40||
WS SERVICE AREA|25010066|lisinopril 20 mg tablet||68180098101|4.40||
WS SERVICE AREA|25010066|lithium carbonate 300 mg tablet||00054452725|4.40||
WS SERVICE AREA|25010066|lithium carbonate 300 mg tablet||00054852825|4.40||
"WS SERVICE AREA|25010066|lithium citrate 8 mEq/5 mL oral solution||00054352763|1,305.00||"
WS SERVICE AREA|25010066|amoxicillin 250 mg/5 mL oral suspension||00781604146|44.23||
WS SERVICE AREA|25010066|loperamide 2 mg capsule||51079069001|3.50||
WS SERVICE AREA|25010066|LORazepam 0.5 mg tablet||68084041211|4.40||
WS SERVICE AREA|25010066|LORazepam 1 mg tablet||13107008405|4.40||
WS SERVICE AREA|25010066|LORazepam 1 mg tablet||51079038620|4.40||
WS SERVICE AREA|25010066|magnesium citrate oral solution||00869068638|17.17||
WS SERVICE AREA|25010066|magnesium citrate oral solution||49348050449|10.73||
