MS-DRG,MS-DRG Title,2019 avg,
0969,HIV W EXTENSIVE O.R. PROCEDURE W MCC,"$129,338.54",
0974,HIV W MAJOR RELATED CONDITION W MCC,"$34,033.62",
0975,HIV W MAJOR RELATED CONDITION W CC,"$22,264.14",
0976,HIV W MAJOR RELATED CONDITION W/O CC/MCC,"$37,785.56",
0981,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$111,124.79",
0982,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$40,485.32",
0983,EXTENSIVE O.R. PROCEDURE UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$39,371.78",
0987,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W MCC,"$129,091.06",
0988,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W CC,"$81,235.43",
0989,NON-EXTENSIVE O.R. PROC UNRELATED TO PRINCIPAL DIAGNOSIS W/O CC/MCC,"$31,335.67",
0998,PRINCIPAL DIAGNOSIS INVALID AS DISCHARGE DIAGNOSIS,"$4,052.80",
,,"$35,382,444.68",
