ST ROSE HOSPITAL CHARGE MASTER 2019,,,
Charge Code,Charge Description,Hospital name,Charge amount 
4532990,MRI 3D RENDERING WO P PROCESS,ST ROSE HOSPITAL,$463.00 
4533012,MRA ABD WO CONTRAST,ST ROSE HOSPITAL,$782.44 
4533013,MRV BRAIN W/O CONTRAST,ST ROSE HOSPITAL,"$1,430.00 "
4614053,"ANTIBODY ID, RBC AB, EACH (ARC)",ST ROSE HOSPITAL,$918.10 
4650008,ABO TYPE (REF LAB),ST ROSE HOSPITAL,$25.00 
4650027,RH TYPE (REF LAB),ST ROSE HOSPITAL,$20.00 
4650297,"AUTO BLOOD OR COMPONENT, COLL, PROC, STO",ST ROSE HOSPITAL,$110.00 
4655007,"RB CELLS, PACKED/LEUKOCYTES REDUCD IRR",ST ROSE HOSPITAL,$265.00 
4655031,"RED BLOOD CELLS,PACKED,LEUKOPR",ST ROSE HOSPITAL,$220.00 
4655106,PLATELET PHER LR IRRADIATED,ST ROSE HOSPITAL,$475.00 
4655304,FRESH FROZEN PLASMA - 1 UNIT,ST ROSE HOSPITAL,$30.00 
4655403,CRYOPRECIPITATE - ONE UNIT,ST ROSE HOSPITAL,$30.00 
4655508,"ENZYME PRETREATMENT, EA CELL (REF LAB)",ST ROSE HOSPITAL,$17.25 
4655601,"FACTOR IX COMPLEX, 1 I.U.",ST ROSE HOSPITAL,$5.60 
4655723,"Von Willebrand Factor, FVIII (Humate-P)",ST ROSE HOSPITAL,$4.75 
4656203,IRRADIATION FEE,ST ROSE HOSPITAL,$45.00 
4656401,ANTIGEN TEST OF DONOR BLOOD W RGT SERUM,ST ROSE HOSPITAL,$80.00 
4656906,DAT POLYSPECIFIC (AHG) (ARC),ST ROSE HOSPITAL,$23.00 
4657102,RH PHENOTYPE (DCCEE)(REF LAB),ST ROSE HOSPITAL,$60.00 
4657409,ANTIBODY ABSORPTION (REF LAB),ST ROSE HOSPITAL,$65.00 
4657425,ANTIBODY ABSRP W/KNOWN RBC PHE,ST ROSE HOSPITAL,$65.00 
4657508,"ANTIBODY ELUTION, RBC, PER PNL (REF LAB)",ST ROSE HOSPITAL,$75.00 
4657552,"PRETREAT RBC, CHEMICAL/DRUG, AB DETECT",ST ROSE HOSPITAL,$45.00 
4657603,"PHENOTYPE, PT NOT ABO,D, EA (REF LAB)",ST ROSE HOSPITAL,$28.00 
4657706,PLATELET ANTIBODY STUDY,ST ROSE HOSPITAL,$215.00 
4657805,PLT HLA-MATCHED LEUKOREDUCED,ST ROSE HOSPITAL,$362.00 
4657904,EXTENDED RED CELL PHENOTYPING,ST ROSE HOSPITAL,$56.70 
4659108,"PLATELET PHERESIS, LEUKOCYTE EACH UNIT",ST ROSE HOSPITAL,$430.00 
4659153,"PLATELET PHER, LEUK RED, IRRAD EACH UNIT",ST ROSE HOSPITAL,$475.00 
4758256,BC US PREGNANCY LIMITED,ST ROSE HOSPITAL,$873.00 
4760061,TBA 1ST ARTERY (NOT LE),ST ROSE HOSPITAL,"$19,292.64 "
4760062,TBA EA ADD ARTERY (NOT LE),ST ROSE HOSPITAL,$779.92 
4760063," REPAIR VENOUS BOCKAGE, VENOUS",ST ROSE HOSPITAL,"$18,368.60 "
4760064,"REPAIR ART BLOCK, TRUNK/BRANCH EA VES",ST ROSE HOSPITAL,"$22,373.68 "
4760065,"REPAIR ART BLOCK, RENAL OPEN",ST ROSE HOSPITAL,"$22,373.68 "
4760066,"REPAIR ART BLOCK, AORTIC",ST ROSE HOSPITAL,"$22,373.68 "
4760067,"REPAIR ART BLOCK, RENAL PERC",ST ROSE HOSPITAL,"$22,373.68 "
4760068,"REPAIR ART BLOCK, PERC AORTIC",Unassigned,"$22,373.68 "
4760070,TBA 1ST ARTERY (NOT LE),ST ROSE HOSPITAL,"$19,292.64 "
4760071,TBA EA ADD ARTERY (NOT LE),ST ROSE HOSPITAL,$779.92 
4760072,"REPAIR VENOUS BOCKAGE, VENOUS",ST ROSE HOSPITAL,"$18,368.60 "
4760073,"REPAIR ART BLOCK, TRUNK/BRANCH EA VES0",ST ROSE HOSPITAL,"$22,373.68 "
4760074,"REPAIR ART BLOCK, RENAL OPEN",ST ROSE HOSPITAL,"$22,373.68 "
4760075,"REPAIR ART BLOCK, AORTIC",ST ROSE HOSPITAL,"$22,373.68 "
4760076,"REPAIR ART BLOCK, RENAL PERC",ST ROSE HOSPITAL,"$22,373.68 "
4760077,"REPAIR ART BLOCK, PERC AORTIC",ST ROSE HOSPITAL,"$22,373.68 "
48309,PLMT NEPHROSURETERAL CATH,ST ROSE HOSPITAL,"$7,532.10 "
5174610,STEROID EPIDURAL,ST ROSE HOSPITAL,"$3,369.00 "
5187505,IV INF TX DX UP TO 1 HR,ST ROSE HOSPITAL,"$1,229.00 "
5187554,IV INF TX DX EACH ADDL HOUR,ST ROSE HOSPITAL,$523.00 
5187604,CHEMO SQ - IM HORMONAL ANTINEOPLASTIC,ST ROSE HOSPITAL,"$1,094.00 "
5187653,CHEMO IVP SINGLE - INITIAL,ST ROSE HOSPITAL,$867.65 
5187703,CHEMO INFUSION INITIAL 1ST HR,ST ROSE HOSPITAL,"$1,094.00 "
5187752,CHEMO INFUSION ADD'L HOUR,ST ROSE HOSPITAL,$267.60 
5187802,CHEMO SQ/IM NON ANTI-NEOPLAST,ST ROSE HOSPITAL,"$1,094.00 "
5187901,TRANSFUSION BLOOD OR BLD COMP,ST ROSE HOSPITAL,"$1,513.00 "
5188156,MINOR PROCEDURE CHARGE,ST ROSE HOSPITAL,"$1,191.00 "
5188222,CHEMO IVP ADD'L DRUG,ST ROSE HOSPITAL,$267.60 
5188248,CHEMO INFUSION EACH ADD'L DRUG,ST ROSE HOSPITAL,$267.60 
5188255,"PHLEBOTOMY, THERAPEUTIC",ST ROSE HOSPITAL,"$1,344.61 "
5188289,IV HYDRATION 31MIN - 60MIN,ST ROSE HOSPITAL,$541.00 
5188305,IV HYDRATION ADD'L HOUR,ST ROSE HOSPITAL,$129.00 
5188321,IV INFUSION TX/DX NEW SEQUENTIAL,ST ROSE HOSPITAL,$613.00 
5188347,IV INFUSION TX/DX CONCURRENT,ST ROSE HOSPITAL,$613.00 
5188362,IVP INJECTION - INITIAL,ST ROSE HOSPITAL,$284.00 
5188388,IVP TX/DS SAME DRUG,ST ROSE HOSPITAL,$613.00 
5188404,IVP TX/DX EACH NEW DRUG,ST ROSE HOSPITAL,$613.00 
5188446,VENOUS ACCESS - BLOOD COLLECTION,ST ROSE HOSPITAL,$208.00 
5403019,OP RM CHG/HR MEDICAL PRIVATE,ST ROSE HOSPITAL,$87.80 
5407002,OP RM CHG/HR SNF SEMI-PVT,ST ROSE HOSPITAL,$57.27 
5407010,OP RM CHG/HR SNF PRIVTE,ST ROSE HOSPITAL,$57.27 
5408000,OP RM CHG/HR CCU/TCU,ST ROSE HOSPITAL,$156.54 
5409008,OP RM CHG/HR ICU,ST ROSE HOSPITAL,$156.54 
5410030,PARACENTESIS,ST ROSE HOSPITAL,$367.23 
5410048,THORACENTESIS,ST ROSE HOSPITAL,$367.23 
5410055,LUMBAR PUNCTURE,ST ROSE HOSPITAL,$367.23 
5410196,SEPSIS CATHETER,ST ROSE HOSPITAL,"$1,189.00 "
5410212,TRANSFUSION BLOOD OR BLD COMP,ST ROSE HOSPITAL,"$1,637.48 "
5410220,IV HYDRATION 31 - 60 INITIAL,ST ROSE HOSPITAL,$541.00 
5410238,IV HYDRATION EA ADD'L HR,ST ROSE HOSPITAL,$117.57 
5410246,IV INF TX/PRO/DX INITIAL 1 HR,ST ROSE HOSPITAL,$964.77 
5410261,IV INF TX/PRO/DX SEQ,ST ROSE HOSPITAL,$559.23 
5410287,IM/SQ INJECTION,ST ROSE HOSPITAL,$133.87 
5410295,IV INJ PUSH INITIAL DRUG,ST ROSE HOSPITAL,$541.00 
5410303,IV INJ PUSH SEQ NEW DRUG,ST ROSE HOSPITAL,$559.23 
5410329,OBSERVATION PER HOUR,ST ROSE HOSPITAL,$215.63 
5410337,DIRECT ADMIT TO OBSERVATION,ST ROSE HOSPITAL,"$1,933.95 "
5410428,VACCINE ADMIN INFLUENZA,ST ROSE HOSPITAL,$133.87 
5410436,DIALYSIS,ST ROSE HOSPITAL,"$3,066.65 "
5410437,INSERT CATH FOLEY SIMPLE,ST ROSE HOSPITAL,$658.45 
5410438,GASTRIC (NG) INSERTION/PEG EXCHANGE,ST ROSE HOSPITAL,$756.15 
5410439,BLOOD COLLECTION FROM CENTRAL LINE/PICC,ST ROSE HOSPITAL,$404.90 
569735,LEVETIRACETAM 500MG/100 ML IV SOLN,ST ROSE HOSPITAL,$90.00 
5760670,INJECTION FOR CHOLANGIOGRAM,ST ROSE HOSPITAL,"$7,277.90 "
5760686,REMOVE ELCTRD TRANSVENOUSLY,ST ROSE HOSPITAL,"$18,460.25 "
5760687,ELECTROPHYSIOLOGY EVALUATION,ST ROSE HOSPITAL,"$6,251.90 "
5760688,EPOC BLOOD ANALYSIS,ST ROSE HOSPITAL,$442.65 
5760689,PACEMAKER LEAD OTHER THAN VDD SNGL PASS,ST ROSE HOSPITAL,"$30,000.00 "
5760690,BILIARY DRAINAGE CATHETER,ST ROSE HOSPITAL,"$1,953.00 "
5760691,INSERT ICD SINGLE/DUAL,ST ROSE HOSPITAL,"$87,787.54 "
5760692,ELECTROPHYSIOLOGY EVALUATION,ST ROSE HOSPITAL,"$1,000.00 "
5760693,"ABLATE BONE TUMOR(S), PERC",ST ROSE HOSPITAL,"$26,110.00 "
5760694,PRQ CARD REVASC MI 1 VSL,ST ROSE HOSPITAL,"$50,109.00 "
5760695,COAGULATION TIME ACTIVATED,ST ROSE HOSPITAL,$29.20 
5760696,PLACE CATH CAROTID/INOM ART,ST ROSE HOSPITAL,"$21,324.80 "
5760697,VASC COMPRESS ASSIST HANDLE,ST ROSE HOSPITAL,$64.00 
5760698,BALLOON DILATE URTRL STRIX - RT,ST ROSE HOSPITAL,$500.00 
5760699,BALLOON DILATE URTRL STRIX - LT,ST ROSE HOSPITAL,$500.00 
5760700,BALLOON DILATE URTRL STRIX - LT,ST ROSE HOSPITAL,$500.00 
5760750,LEMAITRE VAS RULER 1102-20,ST ROSE HOSPITAL,$119.70 
5800008,LHC CORONARY ANGIOGRAM,ST ROSE HOSPITAL,"$22,518.00 "
5800009,PERC TRANS REVASC BYPASS 1ST VSL,ST ROSE HOSPITAL,"$56,269.20 "
5800016,LHC/LV/VENOUS/IMA/GRAFTS,ST ROSE HOSPITAL,"$25,919.00 "
5800024,MESENTERIC ARTERIOGRAM,ST ROSE HOSPITAL,"$10,040.00 "
5800057,RIGHT/LEFT HEART CATH,ST ROSE HOSPITAL,"$30,023.00 "
5800107,RIGHT HEART CATHETERIZATION,ST ROSE HOSPITAL,"$18,729.00 "
5800602,INSERT PACEMAKER ATRIAL,ST ROSE HOSPITAL,"$47,448.70 "
5801709,AORTOGRAM ABD W/SER S&I,ST ROSE HOSPITAL,"$6,829.00 "
5801758,ANGIO CAROTID CEREBRAL BILAT S&I,ST ROSE HOSPITAL,"$12,656.00 "
5801857,EXTREMITY ANGIO UNILATERAL,ST ROSE HOSPITAL,"$8,502.00 "
5802004,AORTOGRAM ABDOMEN W/RUNOFF S&I,ST ROSE HOSPITAL,"$10,762.00 "
5802129,REVSC FEM/POP ARTERY UNI,ST ROSE HOSPITAL,"$17,571.00 "
5802152,INS CATH REN ART 1ST BILAT,ST ROSE HOSPITAL,"$17,895.00 "
5802608,VENA CAVAGRAM INFR S&I,ST ROSE HOSPITAL,"$8,224.00 "
5803317,CLOSURE DEVICE,ST ROSE HOSPITAL,"$2,198.00 "
5804299,CORONARY ANGIOGRAPHY/ INJ/NO LV,ST ROSE HOSPITAL,"$14,063.00 "
5804372,CPR,ST ROSE HOSPITAL,$774.95 
5804414,INS REPL TEMP TRANSV DC PACING,ST ROSE HOSPITAL,"$32,713.90 "
5804455,PACEMAKER REMOVAL ONLY,ST ROSE HOSPITAL,"$32,713.90 "
5804463,REM LEAD TRANSVENOUS SNGL,ST ROSE HOSPITAL,"$9,420.00 "
5804471,REM LEAD TRANSVENOUS DUAL,ST ROSE HOSPITAL,"$8,053.00 "
5804794,TEMPORARY PACER INSERTION,ST ROSE HOSPITAL,"$32,713.90 "
5804980,CL CAROTID ANGIO BILATERAL,ST ROSE HOSPITAL,"$9,438.44 "
5804981,CP PERIPHERAL ANGIOGRAM,ST ROSE HOSPITAL,"$9,438.44 "
5806724,THPY INFS THROMBO NON-CORON,ST ROSE HOSPITAL,"$15,131.25 "
5806922,EXTERMITY STENT UPPER,ST ROSE HOSPITAL,"$13,347.00 "
5806971,THROMBOLYSIS CATH EXCH,ST ROSE HOSPITAL,"$9,110.00 "
5807128,CARDIOVERSION,ST ROSE HOSPITAL,"$4,934.00 "
5807722,INJ CONTR W/FLUORO EVAL CV DEV,ST ROSE HOSPITAL,"$9,664.00 "
5807938,US GUIDE PERICARDIOCENTESIS,ST ROSE HOSPITAL,"$5,101.00 "
5860000,TIPS REVISION,ST ROSE HOSPITAL,"$14,471.60 "
5860002,TIPS REVISION,ST ROSE HOSPITAL,"$63,792.30 "
586001,TIPS INSERTION,ST ROSE HOSPITAL,"$31,384.00 "
586003,TRANSJUGULAR LIVER ACCESS SET-HASKAL,ST ROSE HOSPITAL,"$1,260.00 "
586004,CONQUEST PTA BALLOON,ST ROSE HOSPITAL,$530.00 
586005,GORE VIATORR STNET,ST ROSE HOSPITAL,"$8,400.00 "
5861638,CONTRAST 300-399MG PER ML,ST ROSE HOSPITAL,$6.00 
5862081,VENOGRAM EXT UNILAT S&I,ST ROSE HOSPITAL,"$2,775.00 "
5867221,SUBCLAVIAN ANGIOGRAM,ST ROSE HOSPITAL,"$13,501.00 "
5867270,EXTREMITY STENT LOWER,ST ROSE HOSPITAL,"$48,120.50 "
5867486,INJ AORTIC ROOT,ST ROSE HOSPITAL,"$1,157.00 "
5867585,IMPLANTABLE LOOP RECORDER,ST ROSE HOSPITAL,"$32,713.90 "
5867684,IMPLANTABLE LOOP REC REMOVAL,ST ROSE HOSPITAL,"$14,925.00 "
5867734,INSERTION INTRA/AORTIC BALLOON,ST ROSE HOSPITAL,"$10,800.00 "
5867783,ULTRASOUND GUIDANCE,ST ROSE HOSPITAL,"$1,007.00 "
5867833,CONSCIOUS SEDATION/HR,ST ROSE HOSPITAL,$644.50 
5867882,PCI BALLOON ANGIO SNGL,ST ROSE HOSPITAL,"$25,887.00 "
5867932,PCI BALLOON ANGIOPLASTY ADD VESSEL,ST ROSE HOSPITAL,"$10,412.00 "
5867981,PCI STENT,ST ROSE HOSPITAL,"$50,109.00 "
5868039,PCI STENT ADD VESSEL,ST ROSE HOSPITAL,"$11,471.00 "
5868088,CORONARY STENTS,ST ROSE HOSPITAL,"$8,725.00 "
5868138,PACEMAKER GEN/LEAD CHANGE,ST ROSE HOSPITAL,"$32,713.90 "
5868146,CORONARY BALLOONS,ST ROSE HOSPITAL,"$1,983.00 "
5868187,RELOCATION POCKET PACEMAKER,ST ROSE HOSPITAL,"$7,347.00 "
5868195,IABP CATHETER C1726,ST ROSE HOSPITAL,"$4,561.00 "
5868237,PCI GUIDEWIRES ALL SIZES C1769,ST ROSE HOSPITAL,$793.00 
5868252,FILTER WIRE,ST ROSE HOSPITAL,"$3,100.00 "
5868286,CORONARY GRAPH STENT C1875,ST ROSE HOSPITAL,"$19,037.00 "
5868336,CORONARY GUIDE CATHETER,ST ROSE HOSPITAL,$436.00 
5868385,INFLATION DEVICE,ST ROSE HOSPITAL,$333.00 
5868435,VPLASTY KIT AND PACK,ST ROSE HOSPITAL,"$7,417.00 "
5868436,PLMT BILIARY DRAINAGE CATH,Unassigned,"$10,885.55 "
5868437,PLMT NEPHROSTOMY CATH,ST ROSE HOSPITAL,"$7,532.10 "
5868438,PLMT NEPHROSURETERAL CATH-EXISTING,ST ROSE HOSPITAL,"$7,532.10 "
5868439,CONVERT NEPHROSTOMY CATH-NEW NO CATH,ST ROSE HOSPITAL,"$2,622.40 "
5868440,EXHANGE NEPHROSTOMY CATH-NEW SEP CATH,ST ROSE HOSPITAL,"$2,622.40 "
5868441,ENDOLUMINAL BX URTR RNL PLVS,ST ROSE HOSPITAL,"$1,000.00 "
5868442,PLMT ERETERAL STENT PRQ-EXISTING,ST ROSE HOSPITAL,"$11,217.45 "
5868443,PLMT URETERAL STENT PRQ - NEW SEP CATH,ST ROSE HOSPITAL,"$11,217.45 "
5868444,PLMT URETERAL STENT PRQ-NEW NO CATH,ST ROSE HOSPITAL,"$11,217.45 "
5868445,INJ FOR CHLONGIOGRAM,ST ROSE HOSPITAL,$758.55 
5868446,"X-RAY EXAM HIPS, BI-2 VW",ST ROSE HOSPITAL,$503.45 
5868447,"X-RAY EXAM HIPS, BI-3-4 VW",ST ROSE HOSPITAL,$3.45 
5868448,"X-RAY EXAM HIPS, BI-5/>VW",ST ROSE HOSPITAL,$959.85 
5868449,"X-RAY EXAM HIP, UNI 2-3 VW",Unassigned,$304.00 
5868450,"X-RAY EXAM HIP, UNI 4/> VW",ST ROSE HOSPITAL,$304.00 
5868451,X-RAY EXAM ERTIRE SP-1 VW,ST ROSE HOSPITAL,$304.00 
5868452,X-RAY EXAM ERTIRE SP-2/3 VW,ST ROSE HOSPITAL,$503.45 
5868453,X-RAY EXAM ERTIRE SP-4/5 VW,ST ROSE HOSPITAL,$959.85 
5868454,X-RAY EXAM ERTIRE SP-6/> VW,ST ROSE HOSPITAL,$959.85 
5868455,X-RAY EXAM OF FEMUR 1 VW,ST ROSE HOSPITAL,$304.00 
5868456,X-RAY EXAM OF FEMUR 2/> VW,ST ROSE HOSPITAL,$304.00 
5868457,CONVERSION EXT BIL DRG CATH,ST ROSE HOSPITAL,"$10,885.55 "
5868458,EXCHANGE BILIARY DRG CATH,ST ROSE HOSPITAL,"$10,885.55 "
5868658,ENDOVASCULAR REPAIR OF AAA,ST ROSE HOSPITAL,"$44,231.00 "
5868724,DIAGNOSTIC WIRES (ALL),ST ROSE HOSPITAL,$314.00 
5868732,AAA STENT GRAFT,ST ROSE HOSPITAL,"$41,644.00 "
5868740,TEMPORARY PACING CATH,ST ROSE HOSPITAL,$274.00 
5868781,CORONARY DES STENTS (ALL),ST ROSE HOSPITAL,"$9,406.00 "
5868831,PERIPHERAL BALLOONS (ALL),ST ROSE HOSPITAL,$862.00 
5868849,ASPIRATION CATHETER,ST ROSE HOSPITAL,"$1,724.00 "
5868856,EMBOLIZATION COILS,ST ROSE HOSPITAL,$235.00 
5868880,PERIPHERAL STENTS (ALL),ST ROSE HOSPITAL,"$4,076.00 "
5868930,PERIPHERAL SELF EXPAND STENTS,ST ROSE HOSPITAL,"$5,016.00 "
5869086,CAROTID STENTS (ALL),ST ROSE HOSPITAL,"$4,859.69 "
5869136,PERICARDIOCENTESIS CATHETER,ST ROSE HOSPITAL,$314.00 
5869169,INS ELECTRODE DEFIB/PCMKR,ST ROSE HOSPITAL,"$35,745.00 "
5869185,TUNNEL CATHETER,ST ROSE HOSPITAL,"$1,254.00 "
5869201,INS CARDIO-DEFIB PULSE GEN,ST ROSE HOSPITAL,"$62,690.90 "
5869227,PTC TRANSLUM CORONARY THROMB,ST ROSE HOSPITAL,"$14,205.00 "
5869235,GADOLINIUM PER ML,ST ROSE HOSPITAL,$941.00 
5869250,KYPHOPLASTY KIT,ST ROSE HOSPITAL,"$10,012.00 "
5869284,PERIPHERAL GRAFT STENT (ALL),ST ROSE HOSPITAL,"$7,211.00 "
5869359,DIAGNOSTIC CATHETER (ALL),ST ROSE HOSPITAL,$337.00 
5869409,90 CM SHEATHS (ALL),ST ROSE HOSPITAL,$395.00 
5869458,SHEATH CONTRALATERAL/DESTINATION,ST ROSE HOSPITAL,$219.00 
5869508,MICROPUNCTURE SET,ST ROSE HOSPITAL,$360.00 
5869557,NEPHROSTOMY CATH,ST ROSE HOSPITAL,$343.00 
5869656,SWAN GANZ CATH,ST ROSE HOSPITAL,$204.00 
5869805,EMBOLIZATION CATHETERS,ST ROSE HOSPITAL,"$2,453.00 "
5869813,"PERQ VERTEBRAL AUGMENT, THORACIC",ST ROSE HOSPITAL,"$31,601.60 "
5869854,VENA CAVA FILTER CATH,ST ROSE HOSPITAL,"$2,803.00 "
5869862,"PERQ VERTEBRAL AUGMENT, LUMBAR",ST ROSE HOSPITAL,"$31,601.60 "
5869904,"PERQ VERTEBRAL AUG, EA ADD THOR OR LUMBA",ST ROSE HOSPITAL,"$31,601.60 "
5870001,VENA CAVA FILTER INSERT W/ S&I,ST ROSE HOSPITAL,"$11,177.00 "
5870050,CORONARY ANGIOGRAPHY/INJ/NO LV/GRAFTS,ST ROSE HOSPITAL,"$17,464.00 "
5870092,DEFIBRILLATOR PADS,ST ROSE HOSPITAL,$107.00 
5870100,RT/LT HEART CATH/LV/CORONARIES/GRAFTS,ST ROSE HOSPITAL,"$29,142.00 "
5870159,RHC/CORONARY ART,ST ROSE HOSPITAL,"$24,495.00 "
5870175,TRANSCATH RETRV OF  FX DEVICE,ST ROSE HOSPITAL,"$11,177.00 "
5870191,IVC FILTER REMOVAL KIT,ST ROSE HOSPITAL,$900.00 
5870201,REMOVAL OF INTRA-AORTIC BALLOON A,ST ROSE HOSPITAL,$430.00 
5870202,CONTRAST INJ VENOGRAM,ST ROSE HOSPITAL,$561.00 
5870203,DRAIN CATH CHANGE  W/CONTRAST S&I,ST ROSE HOSPITAL,$621.00 
5870204,"VASC CATH ABVE DIAPH"" ADD'L",ST ROSE HOSPITAL,$634.00 
5870205,"INTRO ""CATH"" RT HRT/MAIN PULM ARTERY",ST ROSE HOSPITAL,$700.00 
5870206,INTRODUCE CATH VENA CAVA,ST ROSE HOSPITAL,$936.00 
5870207,IVUS FFR/CFR ADDT'L CORONARY VESS,ST ROSE HOSPITAL,$965.00 
5870208,"INTRO NEEDLE/CATH ""EXTREMITY ARTERY""",ST ROSE HOSPITAL,"$1,025.00 "
5870209,PER-Q TRNSHP DRN W/CONT S&I,ST ROSE HOSPITAL,"$1,058.00 "
5870210,CATH PULMONARY ARTERY,ST ROSE HOSPITAL,"$1,094.00 "
5870211,PERICARDIOCENTESIS - INITIAL,ST ROSE HOSPITAL,"$1,156.00 "
5870212,PERICARDIOCENTESIS - SUBSEQUENT,ST ROSE HOSPITAL,"$1,156.00 "
5870213,"1ST ORD SEL PLAC ""ART BRACH/THOR",ST ROSE HOSPITAL,"$1,190.00 "
5870214,NON SELECT CATH PLACE AORTA,ST ROSE HOSPITAL,"$1,240.00 "
5870215,"PER-Q BILIARY DRAIN"" S&I",ST ROSE HOSPITAL,"$1,295.00 "
5870216,SECOND ORDER THORACIC/BRACH,ST ROSE HOSPITAL,"$1,322.00 "
5870217,PLACE CATH ABD/PEL/LWR EX 2ND ORD,ST ROSE HOSPITAL,"$1,483.00 "
5870218,INIT 3RD ORD SEL PLACE ART BRACH/THOR,ST ROSE HOSPITAL,"$1,486.00 "
5870219,ANGIO RENAL/VISCERAL EA ADDL S&I,ST ROSE HOSPITAL,"$1,533.00 "
5870220,ANGIO SELCT ADD'L VESSEL S&I,ST ROSE HOSPITAL,"$1,568.00 "
5870221,PLACE CATH ABD/PEL 3RD ORDER,ST ROSE HOSPITAL,"$1,596.00 "
5870222,RAD S&I IVUS CORON EA ADD VESSEL,ST ROSE HOSPITAL,"$1,620.00 "
5870223,EP EVAL DEBIB LEADS W TEST P GEN,ST ROSE HOSPITAL,"$1,783.00 "
5870224,ANGIO INTERNAL MAMMARY S&I,ST ROSE HOSPITAL,"$1,978.00 "
5870225,FOREIGN BODY RETRIEVAL CATH S&I,ST ROSE HOSPITAL,"$2,033.00 "
5870226,IVUS FFR/CFR INITIAL CORONARY VES,ST ROSE HOSPITAL,"$2,107.00 "
5870227,"RAD S&I INTRO STENT"" EA VESSEL",ST ROSE HOSPITAL,"$2,263.00 "
5870228,TRNSCTH INFUSION ANY METHOD S&I,ST ROSE HOSPITAL,"$2,410.00 "
5870229,"RAD S&I IVUS CORONARY"" INITIAL",ST ROSE HOSPITAL,"$2,737.00 "
5870230,EMBOLIZATION TRANSCAT THERAPY S&I,ST ROSE HOSPITAL,"$2,738.00 "
5870231,REPOSITION LEAD PM/AICD,ST ROSE HOSPITAL,"$4,783.00 "
5870232,REPOSITION OF BI - VENT LEAD,ST ROSE HOSPITAL,"$4,783.00 "
5870233,SUBQ REMOVAL PLACING PULSE GEN,ST ROSE HOSPITAL,"$4,783.00 "
5870234,ANGIO-RETROGRADE LT BRACHIAL S&I,ST ROSE HOSPITAL,"$6,260.00 "
5870235,"ANGIO ""CAROTID"" CERVICAL UNI S&I",ST ROSE HOSPITAL,"$6,260.00 "
5870236,"ANGIO ""CAROTID"" CERVICAL BIL S&I",ST ROSE HOSPITAL,"$6,260.00 "
5870237,ANGIO EXT RAD S&I,ST ROSE HOSPITAL,"$6,260.00 "
5870238,"ANGIO"" EXT RT RAD S&I",ST ROSE HOSPITAL,"$6,270.00 "
5870239,"ANGIO ""EXTREMITY"" BIL"" S&I",ST ROSE HOSPITAL,"$6,260.00 "
5870240,ANGIO VISCER SELECT/SUPRASEL S&I,ST ROSE HOSPITAL,"$6,260.00 "
5870241,REM ENDOVAS VENA CAVA FILTER,ST ROSE HOSPITAL,"$6,370.00 "
5870242,"INSERT LEAD PACE ""DEFIB"" ONE",ST ROSE HOSPITAL,"$10,420.00 "
5870243,"INSERT LEAD PACE/DEFIB"" DUAL",ST ROSE HOSPITAL,"$10,420.00 "
5870244,ANGIO CERVICOCEREBRAL W/ARCH S&I,ST ROSE HOSPITAL,"$10,424.00 "
5870245,"ANGIO EXT""CAROTID UNI S&I",ST ROSE HOSPITAL,"$10,424.00 "
5870246,"ANGIO EXT CAROTID"" BIL S&I",ST ROSE HOSPITAL,"$10,424.00 "
5870247,TBA RENAL OR VISERAL ART,ST ROSE HOSPITAL,"$13,859.00 "
5870248,TBA RENAL OR VISCERAL ART LT,ST ROSE HOSPITAL,"$13,859.00 "
5870249,TPA AORTIC,ST ROSE HOSPITAL,"$13,859.00 "
5870250,ILIAC ART REVASCULARIZATION,ST ROSE HOSPITAL,"$15,245.00 "
5870251,ILIAC ART REVASC ADDLT,ST ROSE HOSPITAL,"$13,859.00 "
5870252,ILIAC ART REVASC ADDLT W/STENT,ST ROSE HOSPITAL,"$13,859.00 "
5870253,TIB/PERON REVASC W/ANGIOPLASTY,ST ROSE HOSPITAL,"$13,859.00 "
5870254,TIB/PERON REVASC ADDLT,ST ROSE HOSPITAL,"$13,859.00 "
5870255,TIB/PERON ADDLT W/STENT,ST ROSE HOSPITAL,"$13,859.00 "
5870256,TIB/PERON REVASC STNT&ARTH EA VES,ST ROSE HOSPITAL,"$13,859.00 "
5870257,INSERT DUAL PULSE GEN ONLY,ST ROSE HOSPITAL,"$21,687.00 "
5870258,INSERT/REPL PACEMKR PERM VENTRIC,ST ROSE HOSPITAL,"$23,479.00 "
5870259,ILIAC ART REVASC W/STENT,ST ROSE HOSPITAL,"$24,266.00 "
5870260,FEM/OPL REVASC W/ATHERECTOMY,ST ROSE HOSPITAL,"$24,266.00 "
5870261,TIB/PERON REVASC W/ATHERECTOMY,ST ROSE HOSPITAL,"$24,266.00 "
5870262,TIB/PERON REVASC W/STENT,ST ROSE HOSPITAL,"$24,266.00 "
5870263,TIB/PRON ADDLT W/ATHERECTOMY,ST ROSE HOSPITAL,"$24,266.00 "
5870264,INSERT/REPL PPM ATRIAL & VENTR,ST ROSE HOSPITAL,"$29,054.00 "
5870265,UPGRADE PACEMAKER SYSTEM,ST ROSE HOSPITAL,"$29,054.00 "
5870266,INSERT ELECTRODE LEFT VEN PACING,ST ROSE HOSPITAL,"$29,054.00 "
