Hospital Name:   Tahoe Forest Hospital District,,,
OSHPD Facility No:   291053,,,
"Effective Date of Charges: June 1, 2017",,,
Charge Code,Description,Primary Price,Zero Charge
370002442,HCHG OT EVAL LEVEL I 45 MIN,257.00,
370002443,HCHG OT EVAL LEVEL I 60 MIN,257.00,
370002444,HCHG OT EVAL LEVEL I 75 MIN,257.00,
370002445,HCHG OT EVAL LEVEL I 90 MIN,257.00,
370002446,HCHG OT EVAL LEVEL I 105 MIN,257.00,
370002447,HCHG OT EVAL LEVEL I 120 MIN,257.00,
370002448,HCHG OT EVAL LEVEL I 135 MIN,257.00,
370002449,HCHG OT EVAL LEVEL I 150 MIN,257.00,
370002450,HCHG OT EVAL LEVEL II 30 MIN,257.00,
370002451,HCHG OT EVAL LEVEL II 45 MIN,257.00,
370002452,HCHG OT EVAL LEVEL II 60 MIN,257.00,
370002453,HCHG OT EVAL LEVEL II 75 MIN,257.00,
370002454,HCHG OT EVAL LEVEL II 90 MIN,257.00,
370002455,HCHG OT EVAL LEVEL II 105 MIN,257.00,
370002456,HCHG OT EVAL LEVEL II 120 MIN,257.00,
370002457,HCHG OT EVAL LEVEL II 135 MIN,257.00,
370002458,HCHG OT EVAL LEVEL II 150 MIN,257.00,
370002459,HCHG OT EVAL LEVEL III 30 MIN,257.00,
370002460,HCHG OT EVAL LEVEL III 45 MIN,257.00,
370002461,HCHG OT EVAL LEVEL III 60 MIN,257.00,
370002462,HCHG OT EVAL LEVEL III 75 MIN,257.00,
370002463,HCHG OT EVAL LEVEL III 90 MIN,257.00,
370002464,HCHG OT EVAL LEVEL III 105 MIN,257.00,
370002465,HCHG OT EVAL LEVEL III 120 MIN,257.00,
370002466,HCHG OT EVAL LEVEL III 135 MIN,257.00,
370002467,HCHG OT EVAL LEVEL III 150 MIN,257.00,
370002468,HCHG OT RE-EVAL 15 MIN,142.00,
370002469,HCHG OT RE-EVAL 30 MIN,142.00,
370002470,HCHG OT RE-EVAL 45 MIN,142.00,
370002471,HCHG OT RE-EVAL 60 MIN,142.00,
370002472,HCHG OT RE-EVAL 75 MIN,142.00,
370002473,HCHG OT RE-EVAL 90 MIN,142.00,
370002474,HCHG OT RE-EVAL 105 MIN,142.00,
370002475,HCHG OT RE-EVAL 120 MIN,142.00,
370002476,HCHG OT RE-EVAL 135 MIN,142.00,
370002477,HCHG OT RE-EVAL 150 MIN,142.00,
370002517,HCHG PT EVAL LEVEL II 15 MIN,266.00,
370002518,HCHG OT EVAL LEVEL II 15 MIN,257.00,
370002520,HCHG PT EVAL LEVEL III 15 MIN,266.00,
370002521,HCHG OT EVAL LEVEL III 15 MIN,257.00,
370002524,HCHG OT EVAL LEVEL I 165 MIN,257.00,
370002525,HCHG OT EVAL LEVEL I 180 MIN,257.00,
370002526,HCHG OT EVAL LEVEL I 195 MIN,257.00,
370002527,HCHG OT EVAL LEVEL I 210 MIN,257.00,
370002528,HCHG OT EVAL LEVEL I 225 MIN,257.00,
370002529,HCHG OT EVAL LEVEL I 240 MIN,257.00,
370002530,HCHG OT EVAL LEVEL II 165 MIN,257.00,
370002531,HCHG OT EVAL LEVEL II 180 MIN,257.00,
370002532,HCHG OT EVAL LEVEL II 195 MIN,257.00,
370002533,HCHG OT EVAL LEVEL II 210 MIN,257.00,
370002534,HCHG OT EVAL LEVEL II 225 MIN,257.00,
370002535,HCHG OT EVAL LEVEL II 240 MIN,257.00,
370002536,HCHG OT EVAL LEVEL III 165 MIN,257.00,
370002537,HCHG OT EVAL LEVEL III 180 MIN,257.00,
370002538,HCHG OT EVAL LEVEL III 195 MIN,257.00,
370002539,HCHG OT EVAL LEVEL III 210 MIN,257.00,
370002540,HCHG OT EVAL LEVEL III 225 MIN,257.00,
370002541,HCHG OT EVAL LEVEL III 240 MIN,257.00,
370002542,HCHG OT RE-EVAL 165 MIN,142.00,
370002543,HCHG OT RE-EVAL 180 MIN,142.00,
370002544,HCHG OT RE-EVAL 195 MIN,142.00,
370002545,HCHG OT RE-EVAL 210 MIN,142.00,
370002546,HCHG OT RE-EVAL 225 MIN,142.00,
370002547,HCHG OT RE-EVAL 240 MIN,142.00,
370002575,HCHG RT INTUBATION ENDOTRACHEAL EMERG,604.00,
370002576,HCHG RT ARTERIAL PUNCT BLOOD DRAW DX,72.00,
370002577,HCHG TFH PT MCAL MULTI MODS ADDL 15 MIN,86.00,
370002578,HCHG TFH PT MCAL EVAL & RPT ADD 15 MIN,63.00,
370002579,HCHG TFH PT MCAL AQUA THER ADDL 15 MIN,83.00,
370002580,HCHG TFH OT MCAL TREATMENT ADDL 15 MIN,90.00,
370002581,HCHG TFH OT MCAL MCAL EVAL ADDL 15 MIN,105.00,
370002583,"HCHG O2 UPTAKE, EXPIRED GAS ANALYSIS REST AND EXER",180.00,
370002584,HCHG O2 PULSE OX CONTINOUS OVERNIGHT,287.00,
370002585,HCHG O2 PULSE OXIMETRY SINGLE DETERM,23.00,
370002586,HCHG PULMONARY STRESS TST/6 MIN WALK,326.00,
370002587,HCHG EXERCISE TST BRONCHOSPASM,326.00,
370002588,HCHG OT ORTHC/PROSTC MGMT SBSQ ENC EA 15 MIN,161.00,
370002590,HCHG PT ORTHC/PROSTC MGMT SBSQ ENC EA 15 MIN,161.00,
370002593,HCHG OT THER IVNTN W/FOCUS COG FUNCN 15 MIN,79.00,
370002594,HCHG ST THER IVNTN W/FOCUS COG FUNCN 15 MIN,79.00,
370002603,HCHG OT THER IVNTN W/FOCUS COG FUNCN 30 MIN,79.00,
370002604,HCHG OT THER IVNTN W/FOCUS COG FUNCN 45 MIN,79.00,
370002605,HCHG OT THER IVNTN W/FOCUS COG FUNCN 60 MIN,79.00,
370002606,HCHG OT THER IVNTN W/FOCUS COG FUNCN 75 MIN,79.00,
370002607,HCHG OT THER IVNTN W/FOCUS COG FUNCN 90 MIN,79.00,
370002608,HCHG OT THER IVNTN W/FOCUS COG FUNCN 105 MIN,79.00,
370002609,HCHG OT THER IVNTN W/FOCUS COG FUNCN 120 MIN,79.00,
370002610,HCHG ST THER IVNTN W/FOCUS COG FUNCN 30 MIN,79.00,
370002611,HCHG ST THER IVNTN W/FOCUS COG FUNCN 45 MIN,79.00,
370002612,HCHG ST THER IVNTN W/FOCUS COG FUNCN 60 MIN,79.00,
370002613,HCHG ST THER IVNTN W/FOCUS COG FUNCN 75 MIN,79.00,
370002614,HCHG ST THER IVNTN W/FOCUS COG FUNCN 90 MIN,79.00,
370002615,HCHG ST THER IVNTN W/FOCUS COG FUNCN 105 MIN,79.00,
370002616,HCHG ST THER IVNTN W/FOCUS COG FUNCN 120 MIN,79.00,
400012964,HCHG OXYGEN SET UP,45.00,
400039895,HCHG MISC CUSTOM FABRICATION TIME PER 15 MIN,90.00,
400042984,HCHG MISC FITTING & ADJUSTMENT TIME PER 15 MIN,90.00,
400045042,HCHG KIT CMNT BONE KYPHON CRV 13GA,56.00,
400046442,HCHG TFH AIRWAY NASAL 6MM,20.00,
400046443,HCHG TFH AIRWAY NASAL 7MM,15.00,
400046444,HCHG TFH AIRWAY NASAL 8MM,14.00,
400046445,HCHG TFH AIRWAY NASAL 9MM,15.00,
400046446,HCHG TFH BAG BILE REG,38.00,
400046447,HCHG TFH BAG COLLECTION DIGNICARE,73.00,
400046448,HCHG TFH BAG DISPOZ A BAG LEG,10.00,
400046449,HCHG TFH BAG DRAIN URINE 2000ML 154114A,31.00,
400046450,HCHG TFH BAG DRAINAGE GRAVITY,81.00,
400046451,HCHG TFH BANDAGE ELASTIC 4 W VELCRO,7.00,
400046452,HCHG TFH BANDAGE ELASTIC 6 W VELCRO,9.00,
400046453,HCHG TFH BANDAGE STRETCH CONFORM NS 2,12.00,
400046454,HCHG TFH BANDAGE STRETCH CONFORM NS 3,13.00,
400046455,HCHG TFH BANDAGE STRETCH CONFORM NS 4,18.00,
400046456,HCHG TFH BANDAGE STRETCH CONFORM NS 6,18.00,
400046457,HCHG TFH BELT RIB UNIVERSAL FEMALE,26.00,
400046458,HCHG TFH BELT RIB UNIVERSAL MALE,26.00,
400046459,HCHG TFH BLADE CLIPPER GENERAL,13.00,
400046460,HCHG TFH BLADE CLIPPER SENSICLIP,19.00,
400046461,HCHG TFH BOOT BUCKS LARGE,61.00,
400046462,HCHG TFH BOOT BUCKS MEDIUM,61.00,
400046463,HCHG TFH BOOT BUCKS PEDIATRIC,77.00,
400046464,HCHG TFH BOOT BUCKS SMALL,61.00,
400046465,HCHG TFH CANISTER W ISOLYSER VAC,221.00,
400046466,HCHG TFH CAP TUBING TRAC KCI,12.00,
400046467,HCHG TFH CATH COUDE 16FR 5CC SILVER,104.00,
400046468,HCHG TFH CATH FOLEY 8FR 3CC PEDI,20.00,
400046469,HCHG TFH CATH FOLEY 10FR 3CC PEDI,20.00,
400046470,HCHG TFH CATH FOLEY 12FR 5CC 2WAY IC,47.00,
400046471,HCHG TFH CATH FOLEY 14FR 5CC 2WAY IC,20.00,
400046472,HCHG TFH CATH FOLEY 16FR 5CC 2WAY,20.00,
400046473,HCHG TFH CATH FOLEY 18FR 30CC 2WAY,46.00,
400046474,HCHG TFH CATH FOLEY 18FR 5CC 2WAY IC,20.00,
400046475,HCHG TFH CATH FOLEY 20FR 5CC 2WAY IC,20.00,
400046476,HCHG TFH CATH FOLEY 22FR 30CC 2WAY,46.00,
400046477,HCHG TFH CATH FOLEY 24FR 30CC 2WAY,46.00,
400046478,HCHG TFH CATH INTERUTERINE PRESSURE,134.00,
400046479,HCHG TFH CATH EDWARDS,2070.00,
400046480,HCHG TFH CATH ROBINSON 8FR,20.00,
400046481,HCHG TFH CATH ROBINSON 10FR,20.00,
400046482,HCHG TFH CATH ROBINSON 12FR,20.00,
400046483,HCHG TFH CATH ROBINSON 14FR,20.00,
400046484,HCHG TFH CATH ROBINSON 16FR,20.00,
400046485,HCHG TFH CATH ROBINSON 18FR,20.00,
400046486,HCHG TFH CATH TWIN LUMEN,54.00,
400046487,HCHG TFH CHLORAPREP WITH TINT 26ML,39.00,
400046488,HCHG TFH CLEANSER WOUND SKINTEGRITY 8OZ,23.00,
400046489,HCHG TFH COBAN 2 LAYER COMP SYSTEM,68.00,
400046490,HCHG TFH COBAN 2 LAYER COMP SYSTEM LITE,68.00,
400046491,HCHG TFH CONTAINER URINE OP METER IC,43.00,
400046492,HCHG TFH CUFF CALF VASOPRESS MEDIUM,52.00,
400046493,HCHG TFH DOUGHNUT CUSHION RING DONUT LG,40.00,
400046494,HCHG TFH CHEST TUBE DRAINAGE,247.00,
400046495,HCHG TFH DRAIN SUCTION TRUCLOSE 1000ML,162.00,
400046496,HCHG TFH DRAIN TRU CLOSE 500ML W PORT,186.00,
400046497,HCHG TFH DRAPE VAC KCI  M6275009,42.00,
400046498,HCHG TFH DRSG GRANUFOAM BRIDGE XG VAC KIT,364.00,
400046499,HCHG TFH DRSG GRANUFOAM SILVER MED VAC KIT,410.00,
400046500,HCHG TFH DRESSING GRANUFOAM VAC MED KIT,288.00,
400046501,HCHG TFH DRESSING INTERDRY AG 10 X36,221.00,
400046502,HCHG TFH DRESSING IV ACCESS GUARDIVA,28.00,
400046503,HCHG TFH DRESSING MEPILEX AG FOAM 4X4,44.00,
400046504,HCHG TFH DRESSING MEPILEX AG FOAM 4X8,92.00,
400046505,HCHG TFH DRESSING MEPILEX BORDER AG 4X4,59.00,
400046506,HCHG TFH DRESSING MEPILEX BORDER AG 4X8,117.00,
400046507,HCHG TFH DRESSING MEPILEX BORDER 4X8,30.00,
400046508,HCHG TFH DRESSING MEPILEX FOAM 8 X8,63.00,
400046509,HCHG TFH DRESSING MEPILEX TRANSFER 6X8,38.00,
400046510,HCHG TFH DRESSING MEPILEX 4X4,19.00,
400046511,HCHG TFH DRESSING MEPILEX 4X8,38.00,
400046512,HCHG TFH DRSG MEPILEX BORDER SACRUM 7.2X7.2IN,39.00,
400046513,HCHG TFH DRESSING MEPILEX BRDR SCRM 9X9,61.00,
400046514,HCHG TFH DRESSING TEGADERM 6X8,8.00,
400046515,HCHG TFH DRESSING TEGADERM 8X12,11.00,
400046516,HCHG TFH DRESSING WOUND VAC SIMPLACE SM KIT,240.00,
400046517,HCHG TFH DRESSING WOUNDVAC SIMPLACE MED KIT,302.00,
400046518,HCHG TFH ELECTRODE MULTI PEDI PADZ ZOLL,328.00,
400046519,HCHG TFH ELECTRODE MULTIFUNCTION ZOLL,156.00,
400046520,HCHG TFH ELECTRODES FETAL SPIRAL,20.00,
400046521,HCHG TFH DRSG EXUDERM ODORSHIELD SACRL 4X3.6,28.00,
400046522,HCHG TFH FILTER BLOOD TRANS 40 MICRON,119.00,
400046523,HCHG TFH ICEMAN UNIT W UNI PAD 11 0675,576.00,
400046524,HCHG TFH IRRIG NS 1000ML BOTTLE,9.00,
400046525,HCHG TFH IRRIG NS 250ML 0.9% SC BTL,8.00,
400046526,HCHG TFH IRRIG SORBITOL 3% 3000ML BAG,42.00,
400046527,HCHG TFH IRRIG STERILE WATER 1000,9.00,
400046528,HCHG TFH IRRIG STERILE WATER 1500ML BTL,46.00,
400046529,HCHG TFH IRRIG STERILE WATER 250ML BTL,9.00,
400046530,HCHG TFH IRRIG STERILE WATER 3000 BAG,29.00,
400046531,HCHG TFH IRRIGATION NS 3000ML BAG,32.00,
400046532,HCHG TFH KANGAROO 1000 FLUSH SCREW SPIK,10.00,
400046533,HCHG TFH KANGAROO SPIKE W  FLUSH BAG,23.00,
400046534,HCHG TFH KIT ADV LACTATION DBL PUMP,66.00,
400046535,HCHG TFH KIT ARTERIAL LINE 20G CATH 5,146.00,
400046536,HCHG TFH KIT CATH 4FR 13CM DBL LUMEN,171.00,
400046537,HCHG TFH KIT CENTRAL VEIN CATH CVC,132.00,
400046538,HCHG TFH KIT FEMALE CATHETER,10.00,
400046539,HCHG TFH KIT MAXIMUM BARRIER LATEX FREE,40.00,
400046540,HCHG TFH KIT PEDI CATH 5FR,10.00,
400046541,HCHG TFH KIT PORT ACCESS POWERLOC 20GX.7,76.00,
400046542,HCHG TFH KIT SYRINGE ASPIRATION,69.00,
400046543,HCHG TFH KIT TRANSVENOUS PACING ELECTR,1061.00,
400046544,HCHG TFH MATTRESS EGG CARTON 2,6.00,
400046545,HCHG TFH MITT HAND CONTROL DBLE PADDED,60.00,
400046546,HCHG TFH SET INF HUBER PWRLOC SFTY 22GX0.75,39.00,
400046547,HCHG TFH NEEDLE INTRAOSSEOUS EZ IO 25MM,789.00,
400046548,HCHG TFH NEEDLE INTRAOSSEOUS EZ IO 15MM,789.00,
400046549,HCHG TFH NEEDLE SPINAL 18GX3.5 QU,9.00,
400046550,HCHG TFH NEEDLE SPINAL 20GX3.5 QU,8.00,
400046551,HCHG TFH NEEDLE SPINAL 22GX3.5 QUINKE,9.00,
400046552,HCHG TFH NEEDLE SPINAL 25GX3.5 QUINCKE,10.00,
400046553,HCHG TFH PACK DELIVERY CUSTOM CARDINAL,85.00,
400046554,HCHG TFH PACKING GAUZE 1/2 PLAIN,9.00,
400046555,HCHG TFH PACKING GAUZE 1/4 IODOFORM,10.00,
400046556,HCHG TFH PACKING GAUZE 1/4 PLAIN,9.00,
400046557,HCHG TFH PAD TRAC PAD VAC SYSTEM KCI,112.00,
400046558,HCHG TFH PADS GEL GLYCERIN SOOTHIE,20.00,
400046559,HCHG TFH PROTECTOR ARM SKIN SLEEVE,30.00,
400046560,HCHG TFH REMOVER SKIN STAPLE,13.00,
400046561,HCHG TFH SENSOR ESOPH RECTAL TEMPERAT 9FR,11.00,
400046562,HCHG TFH SENSOR FLOTRAC WVAMP 60,2090.00,
400046563,HCHG TFH SET BLADDER IRRIG TUR Y TYPE,20.00,
400046564,HCHG TFH SET EXT SMALLBORE 8  CARESITE,11.00,
400046565,HCHG TFH SET FEEDING KANGAROO W  FLUSH,27.00,
400046566,HCHG TFH SET INF HUBER PWRLOC SFTY 20X1,39.00,
400046567,HCHG TFH SET INF HUBER PWRLOC SFTY 20X0.75,39.00,
400046568,HCHG TFH SET IRRIGATION CYSTO BLADDER,14.00,
400046569,HCHG TFH SET RADIAL ARTERY CATHETER,53.00,
400046570,HCHG TFH SET SUTURE TRI STATE,116.00,
400046571,HCHG TFH SLING ARJO LG DISP,183.00,
400046572,HCHG TFH SLING ARJO MED DISP,183.00,
400046573,HCHG TFH SPECULUM VAGINAL MED DISP,8.00,
400046575,HCHG TFH STOCKING ANTI EMBOL CALF LG,33.00,
400046576,HCHG TFH STOCKING ANTI EMBOL CALF MED,35.00,
400046577,HCHG TFH STOCKING ANTI EMBOL THIGH LG,58.00,
400046578,HCHG TFH STOCKING ANTI EMBOL THIGH MED,67.00,
400046579,HCHG TFH STOCKING ANTI EMBOL THIGH SM,70.00,
400046580,HCHG TFH STOCKING ANTI EMBOL THIGH X LG,135.00,
400046581,HCHG TFH STOPCOCK 3 WAY W  EXTENSION T,15.00,
400046583,HCHG TFH STYLET INTUBATING 14FR,9.00,
400046584,HCHG TFH STYLET SLICK ET TUBE GUIDE 6FR,17.00,
400046585,HCHG TFH SYSTEM DIGNICARE STOOL MGMT,1095.00,
400046586,HCHG TFH TAPE FIBERGLASS CASTING 2 BLUE,11.00,
400046587,HCHG TFH TAPE FIBERGLASS CASTING 2 PINK,11.00,
400046588,HCHG TFH TAPE FIBERGLASS CASTING 3 BLUE,13.00,
400046589,HCHG TFH TAPE FIBERGLASS CASTING 3 PINK,13.00,
400046590,HCHG TFH TAPE FIBERGLASS CASTING 4 BLUE,18.00,
400046591,HCHG TFH TENDER WET W   SOL 1.6 SURFACE,27.00,
400046592,HCHG TFH TRAP DELEE MUCOUS TRAP,24.00,
400046593,HCHG TFH TRAP SPECIMEN LUKI TUBE,13.00,
400046594,HCHG TFH TRAY BIOPSY BONE MARROW 11&15G,156.00,
400046595,HCHG TFH TRAY CATHETER UMBILICAL 3.5&5F,433.00,
400046596,HCHG TFH DRESSING CENTRAL LINE,23.00,
400046597,HCHG TFH TRAY CUSTOM EPIDURAL,157.00,
400046598,HCHG TFH TRAY EPIDURAL SINGLE SHOT,116.00,
400046599,HCHG TFH TRAY FOLEY CENTER ENTRY W  DRAIN,93.00,
400046600,HCHG TFH TRAY FOLEY URINE METER LATEX,122.00,
400046601,HCHG TFH TRAY FOLEY URINE METER LF,125.00,
400046602,HCHG TFH TRAY FOLEY WITH DRAIN LF,106.00,
400046603,HCHG TFH TRAY IRRIGATION,9.00,
400046604,HCHG TFH LP TRAY ADULT,77.00,
400046605,HCHG TFH LP TRAY PEDS,35.00,
400046606,HCHG TFH TRAY PERCUTANEOUS CATH INTRO,339.00,
400046607,HCHG TFH TRAY SPINAL W BUPIVICA,88.00,
400046608,HCHG TFH TRAY TEMP SNSNG URINEMETER 16F,178.00,
400046609,HCHG TFH TRAY THORACENTESIS,214.00,
400046610,HCHG TFH TRAY TRACHEOSTOMY CLEANING,11.00,
400046611,HCHG TFH TRAY URETHRAL STRAIGHT CATH,9.00,
400046612,HCHG TFH TUBE 16FR SALEM SUMP SILICON,65.00,
400046613,HCHG TFH TUBE ENDOTRA 5.0MM CUFFED,9.00,
400046614,HCHG TFH TUBE ENDOTRA 5.5 CUFFED MURPHY,9.00,
400046615,HCHG TFH TUBE ENDOTRA 6.0MM CUFFED MURP,9.00,
400046616,HCHG TFH TUBE ENDOTRA 6.5 CUFFED MURPHY,9.00,
400046617,HCHG TFH TUBE ENDOTRA 7.0MM CUFFED MURP,9.00,
400046618,HCHG TFH TUBE ENDOTRA 7.5 CUFFED MURPHY,9.00,
400046619,HCHG TFH TUBE ENDOTRA 8.0MM CUFFED MURP,9.00,
400046620,HCHG TFH TUBE ENDOTRA 8.5 CUFFED MURPHY,9.00,
400046621,HCHG TFH TUBING 24 PRESSURE M F,15.00,
400046622,HCHG TFH TUBING 36 PRESSURE M F,15.00,
400046623,HCHG TFH TUBING BLOOD SET Y TYPE W PUMP,29.00,
400046624,HCHG TFH TUBING BLOOD SET IV PUMP,31.00,
400046625,HCHG TFH TUBING BLOOD WARMING HOTLINE,42.00,
400046626,HCHG TFH TUBING BURETROL ADD ON NC,30.00,
400046627,HCHG TFH SET EXT RATE FLOW REGULATOR,25.00,
400046628,HCHG TFH TUBING EXT SET 32 W 2 CLAVES NC,12.00,
400046629,HCHG TFH TUBING EXT URINE DRAIN BAG 18,7.00,
400046630,HCHG TFH TUBING FILTER EXT SET 1.2 MICR NC,19.00,
400046631,HCHG TFH TUBING PUMP EPIDURAL,59.00,
400046632,HCHG TFH TUBING PUMP PCA TEST NC,46.00,
400046633,HCHG TFH VALVE DRAIN CHEST PNEUMOSTAT,187.00,
400046634,HCHG TFH VALVE KEITH ANTI REFLUX GASTRIC NC,21.00,
400046635,HCHG TFH VALVE LOPEZ,9.00,
400046636,HCHG TFH WHITE FOAM KCI SMALL,66.00,
400046637,HCHG TFH WIPE READY FLUSH,17.00,
400046638,HCHG TFH WRAP COBAN 2 LATEX FREE,9.00,
400046639,HCHG TFH WRAP COBAN 3 LATEX FREE,13.00,
400046640,HCHG TFH WRAP COBAN 4 LATEX FREE,11.00,
400046641,HCHG TFH Y CONNECTOR ATS WOUND VAC TUBE,12.00,
400046642,HCHG TFH TUBE ENDOTRA 9.0MM CUFFED MURP,9.00,
400046643,HCHG TFH TUBE ENDOTRA 9.5 CUFFED MURPHY,12.00,
400046644,HCHG TFH CATH FOLEY 20FR 5CC COUNCIL,74.00,
400046645,HCHG TFH CATH FOLEY 22FR 30CC 3WAY,71.00,
400046646,HCHG TFH CATH CONDOM LF CLEAR SMALL,9.00,
400046647,HCHG TFH TUBE 10FR SALEM SUMP SILICON,66.00,
400046649,HCHG TFH T-PIECE NEONATAL CIRCUIT,104.00,
400046650,HCHG TFH TUBE SALEMSUMP 10FR RIGID SURG,7.00,
400046651,HCHG TFH HUMIDIFIER BOTTLE  OXYGEN 650ML,10.00,
400046652,HCHG TFH CANNULA  PEDIATRIC 7FT,7.00,
400046653,HCHG TFH CANNULA W FOAM CUSHIONS 7FT,7.00,
400046654,HCHG TFH ARMBOARD ADOLESCENT 3 X 8,26.00,
400046655,HCHG TFH ELECTRODES R SERIES,398.00,
400046656,HCHG TFH SET TRACH CRICO THYROTOMY 2.0,831.00,
400046658,HCHG TFH SET EXT FEEDING TUBE 12 BOLUS,48.00,
400046659,HCHG TFH POUCH SUR FIT CLIPLESS 1 3/4,9.00,
400046660,HCHG TFH POUCH SUR FIT W FILTER 1 3/4,10.00,
400046661,HCHG TFH POUCH SUR FIT W FILTER 2 1/4,10.00,
400046662,HCHG TFH POUCH SUR FIT W FILTER 2 3/4,10.00,
400046663,HCHG TFH POUCH SUR-FIT CLIPLESS 2 3/4,9.00,
400046664,HCHG TFH POUCH SUR-FIT CLIPLESS 2 1/4,10.00,
400046665,HCHG TFH TRAY 11 THORACIC VENT,1368.00,
400046666,HCHG TFH TRAY 13 THORACIC VENT,1440.00,
400046667,HCHG TFH CUFF CALF VASOPRESS LARGE,58.00,
400046668,HCHG TFH DRSG FOAM HYDROFERA BLU TUNNEL 9MM,42.00,
400046669,HCHG TFH DRESSING FOAM HYDROFERA BLUE 4X4,38.00,
400046670,HCHG TFH DRESSING MEPILEX LITE 8 X 20,103.00,
400046671,HCHG TFH DRESSING MEPILEX LITE 6X6,29.00,
400046672,HCHG TFH DRESSING COLLAGEN  PURACOL  2X2,34.00,
400046673,HCHG TFH DRESSING COLLAGEN  PURACOL+ AG 2X2,46.00,
400046674,HCHG TFH CARBOFLEX ODOR CONTROL DRESSING 4X4,28.00,
400046675,HCHG TFH OPTILOCK NON ADHESIVE DRSG 6.5 X10,29.00,
400046676,HCHG TFH OPTILOCK NON ADHESIVE DRESSING 4 X4,12.00,
400046677,HCHG TFH GEL WOUND THERAHONEY .5 OZ,26.00,
400046678,HCHG TFH HYDROCOLLOID EXUDERM ODORSHIELD 4X4,13.00,
400046679,HCHG TFH DRESSING MAXORB II 4X4,12.00,
400046680,HCHG TFH HYDROGEL SKINTEGRITY 1 OZ TUBE,8.00,
400046681,HCHG TFH DRESSING MEPILEX BORDER LITE 1.6 X 2,9.00,
400046682,HCHG TFH DRESSING MEPILEX BORDER LITE 2X5,11.00,
400046683,HCHG TFH DRESSING MEPILEX BORDER LITE 4X4,16.00,
400046684,HCHG TFH MEPILEX TRANSFER AG 6X8,138.00,
400046685,HCHG TFH NEEDLE INTRAOSSEOUS EZ IO 45MM,815.00,
400046686,HCHG TFH 7 FR MULTI LUMEN PRESSURE INJ CVC,445.00,
400046687,HCHG TFH CUSHION SEAT WAFFLE,102.00,
400046688,HCHG TFH OSTOMY POSTOP SYSTEM 4,14.00,
400046689,HCHG TFH KIT OSTOMY SMALL,14.00,
400046690,HCHG TFH KIT OSTOMY MED,13.00,
400046691,HCHG TFH KIT OSTOMY LG,13.00,
400046692,HCHG TFH WAFER OSTOMY SMALL,7.00,
400046693,HCHG TFH WAFER OSTOMY MED,7.00,
400046694,HCHG TFH WAFER OSTOMY LG,7.00,
400046695,HCHG TFH DRESSING QUIKCLOT 2X2,58.00,
400046696,HCHG TFH DRESSING AQUACEL AG 6X6,118.00,
400046697,HCHG TFH DRESSING AQUACEL AG 0.39X18,62.00,
400046698,HCHG TFH DRESSING MEPILEX BORDER HEEL,58.00,
400046699,HCHG TFH POUCH WOUND FISTULA  2.4 X 3,36.00,
400046700,HCHG TFH PICC LINE KIT CUSTOM,313.00,
400046701,HCHG TFH PICC CHG IMPREGNATED TELEFLEX,737.00,
400046702,HCHG TFH GUIDEWIRE 80 CM TELEFLEX,342.00,
400046703,HCHG TFH BOOT SUSPENSION HEEL FOAM,120.00,
400046704,HCHG TFH LMA 1 SUPREME,136.00,
400046705,HCHG TFH DRESSING WOUND  AMERIGEL 1 OZ,97.00,
400046706,HCHG TFH CATH THORACIC STD 16 FR,96.00,
400046707,HCHG TFH CATH THORACIC STD 20 FR,96.00,
400046708,HCHG TFH CATH THORACIC STD 24 FR,96.00,
400046709,HCHG TFH CATH THORACIC STD 28 FR,96.00,
400046710,HCHG TFH CATH THORACIC STD 32 FR,96.00,
400046711,HCHG TFH CATH THORACIC STRAIGHT 20FR,24.00,
400046712,HCHG TFH CATH THORACIC STRAIGHT 24FR,24.00,
400046713,HCHG TFH CATH THORACIC STRAIGHT 28FR,25.00,
400046714,HCHG TFH CATH THORACIC STRAIGHT 32FR,24.00,
400046715,HCHG TFH CATH THORACIC STRAIGHT 36FR,24.00,
400046716,HCHG TFH ARMBOARD 3 X17 1/2 DISPOSABLE,13.00,
400046717,HCHG TFH ARMBOARD NEWBORN 1X4,26.00,
400046718,HCHG TFH ARMBOARD PREEMIE 1X3,21.00,
400046719,HCHG TFH BAG CONVENIENCE,8.00,
400046720,HCHG TFH BAG ICE LARGE,7.00,
400046721,HCHG TFH BAG ICE SMALL,6.00,
400046722,HCHG TFH BANDAGE ROLL PLASTER 4 GREEN,8.00,
400046723,HCHG TFH BATH SITZ W GRADUATED BAG,14.00,
400046724,HCHG TFH BOARD ANKLE 2X4,27.00,
400046725,HCHG TFH REMEDY Z GUARD SKIN PROTECTANT PASTE,19.00,
400046726,HCHG TFH CANNULA O2 SMART CAPNOLINE,92.00,
400046727,HCHG TFH CAP SHAMPOO FRAGRENCE FREE,11.00,
400046728,HCHG TFH CATH IV INTROCAN 14GX 2 SAFETY,9.00,
400046729,HCHG TFH CIRCUIT BREATHING UNIVERSAL,41.00,
400046731,HCHG TFH CLEANSER HIBICLENS 32OZ,49.00,
400046733,HCHG TFH CLOG ZAPPER KIT FEEDING TUBE,178.00,
400046734,HCHG TFH CLOTH CHLORHEXIDINE GLUCONATE,28.00,
400046735,HCHG TFH COLLECTOR COMMODE W LID,8.00,
400046736,HCHG TFH CONTAINER EMPTY EVAC 1000ML,26.00,
400046737,HCHG TFH COVERS WALLABY II,12.00,
