Facility,Service,Price,,
Northwestern Medicine Central DuPage Hospital,PRESSURE TUBING TRANSDUCER,$289.25,,
Northwestern Medicine Central DuPage Hospital,DIPROPYLACETIC ACID FREE,$288.88,,
Northwestern Medicine Central DuPage Hospital,MICRODISSECTION MANUAL,$288.88,,
Northwestern Medicine Central DuPage Hospital,RBC ANTIBODY IDENTIFICATION,$288.75,,
Northwestern Medicine Central DuPage Hospital,HCPF BIOPSY OF THYROID,$288.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY DIPROPYLACETIC ACD TOT,$288.25,,
Northwestern Medicine Central DuPage Hospital,VIT D 1 25-DIHYDROXY,$287.25,,
Northwestern Medicine Central DuPage Hospital,HCPF CHANGE URETER TUBE/STENT,$287.25,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVAL FOOT FOREIGN BODY,$287.25,,
Northwestern Medicine Central DuPage Hospital,DETECT AGNT MULT DNA DIREC,$286.88,,
Northwestern Medicine Central DuPage Hospital,BRACE ANKLE STERRUP SURR,$286.50,,
Northwestern Medicine Central DuPage Hospital,DEHYDROEPIANDROSTERONE_DEHYDROEPIANDROSTERONE-SULFATE (DHEA-S),$286.25,,
Northwestern Medicine Central DuPage Hospital,ENDO TUBE EVAC 9MM SEAL,$286.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VANCOMYCIN,$285.63,,
Northwestern Medicine Central DuPage Hospital,HUMAN EPIDIDYMIS PROTEIN 4,$285.63,,
Northwestern Medicine Central DuPage Hospital,LIPID PANEL,$285.25,,
Northwestern Medicine Central DuPage Hospital,HOLTER MONITORING/HOOK-UP,$285.25,,
Northwestern Medicine Central DuPage Hospital,CERVICAL COLLAR HARD,$285.00,,
Northwestern Medicine Central DuPage Hospital,AMPHETAMINES 5 OR MORE,$285.00,,
Northwestern Medicine Central DuPage Hospital,CERVICAL COLLAR SOFT,$284.88,,
Northwestern Medicine Central DuPage Hospital,RBC ABSORPTION EA,$284.00,,
Northwestern Medicine Central DuPage Hospital,HCPF ARTERY X-RAYS- SPINE,$284.00,,
Northwestern Medicine Central DuPage Hospital,HISTOPLASMA CAPSUL AG IA,$283.75,,
Northwestern Medicine Central DuPage Hospital,TRIM SKIN LESION,$283.75,,
Northwestern Medicine Central DuPage Hospital,HCPF REPAIR OF NAIL BED,$283.75,,
Northwestern Medicine Central DuPage Hospital,VENTIMASK DAILY INIT,$283.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF HOMOCYSTINE,$283.25,,
Northwestern Medicine Central DuPage Hospital,"MODERATE SEDATION SAME PHYS/QHP, EACH ADDL 15 MIN, ADD ON",$283.25,,
Northwestern Medicine Central DuPage Hospital,SUTURE CHROMIC,$282.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF ESTRADIOL,$282.13,,
Northwestern Medicine Central DuPage Hospital,ASSAY PHOSPHATIDYLGLYCEROL,$281.88,,
Northwestern Medicine Central DuPage Hospital,SPECIAL STAINS GROUP 1,$281.63,,
Northwestern Medicine Central DuPage Hospital,SYR EAR ULC IRR 2OZ PVC RED STRL REUSE,$281.50,,
Northwestern Medicine Central DuPage Hospital,TRAY CAUDAL,$281.25,,
Northwestern Medicine Central DuPage Hospital,DRUG/SUBSTANCE NOS 7/MORE,$281.25,,
Northwestern Medicine Central DuPage Hospital,IMMOBILIZER KNEE UNIVER 19,$281.00,,
Northwestern Medicine Central DuPage Hospital,SCD SLEEVE KNEE LRG,$281.00,,
Northwestern Medicine Central DuPage Hospital,HCPF CVNM SPECT REST&STRESS,$280.75,,
Northwestern Medicine Central DuPage Hospital,DNA/RNA SEQUENCING,$280.63,,
Northwestern Medicine Central DuPage Hospital,PT EVAL HIGH COMPLEX,$280.52,,
Northwestern Medicine Central DuPage Hospital,IFNL3 GENE,$280.50,,
Northwestern Medicine Central DuPage Hospital,CATHETER FRENCH,$28.75,,
Northwestern Medicine Central DuPage Hospital,ENEMA,$28.75,,
Northwestern Medicine Central DuPage Hospital,SCALPEL,$28.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE PLASTIC PROLENE,$28.75,,
Northwestern Medicine Central DuPage Hospital,SUTURE VICRYL,$28.75,,
Northwestern Medicine Central DuPage Hospital,SYRINGE 60ML,$28.75,,
Northwestern Medicine Central DuPage Hospital,HCPF ELECTROCARDIOGRAM REPORT,$28.75,,
Northwestern Medicine Central DuPage Hospital,PERC DRUG-EL COR STENT SING,"$28,782.00",,
Northwestern Medicine Central DuPage Hospital,CATH TRAY FOL LTXFREE 16FR,$279.25,,
Northwestern Medicine Central DuPage Hospital,BLOOD CLOT FACTOR V TEST,$279.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF NATRIURETIC PEPTIDE,$278.50,,
Northwestern Medicine Central DuPage Hospital,DNA/RNA DIRECT PROBE,$278.50,,
Northwestern Medicine Central DuPage Hospital,FIBRINOLYTIC ANTIPLASMIN,$278.13,,
Northwestern Medicine Central DuPage Hospital,OT EVAL MOD COMPLEX,$277.84,,
Northwestern Medicine Central DuPage Hospital,ANTIDEPRESSANT NOT SPECIFIED,$276.63,,
Northwestern Medicine Central DuPage Hospital,AIRWAY INHALATION TREATMENT,$276.63,,
Northwestern Medicine Central DuPage Hospital,MYCOBACTERIA CULTURE,$276.50,,
Northwestern Medicine Central DuPage Hospital,CLOTTING FUNCT ACTIVITY,$276.50,,
Northwestern Medicine Central DuPage Hospital,GVL 3 STAT,$276.00,,
Northwestern Medicine Central DuPage Hospital,GVL 4 STAT,$276.00,,
Northwestern Medicine Central DuPage Hospital,SURGICEL HEMOSTAT 1/2X2,$276.00,,
Northwestern Medicine Central DuPage Hospital,EZ STABILIZER,$276.00,,
Northwestern Medicine Central DuPage Hospital,DETECT AGENT NOS DNA AMP,$276.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF GONADOTROPIN (LH),$275.88,,
Northwestern Medicine Central DuPage Hospital,AIRCAST TENNIS ELBOW ARMBAND,$275.50,,
Northwestern Medicine Central DuPage Hospital,PREFAB EO STATIC,$275.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF SEROTONIN,$275.38,,
Northwestern Medicine Central DuPage Hospital,VALVE 6 PORT MULT,$275.25,,
Northwestern Medicine Central DuPage Hospital,HCPF PUNCTURE DRAINAGE LESION,$275.25,,
Northwestern Medicine Central DuPage Hospital,HCPF DRAINAGE SKIN ABSCESS SIM,$275.25,,
Northwestern Medicine Central DuPage Hospital,HCPF SC HOSP EST PT 35MIN,$275.00,,
Northwestern Medicine Central DuPage Hospital,CULTR BACTERIA EXCEPT BLOOD,$274.88,,
Northwestern Medicine Central DuPage Hospital,"BIOPSY SKIN LESION, EACH ADD'L LESION",$274.25,,
Northwestern Medicine Central DuPage Hospital,TC99M MEDRONATE (MDP),$273.75,,
Northwestern Medicine Central DuPage Hospital,ORGANIC ACID SINGLE QUANT,$273.38,,
Northwestern Medicine Central DuPage Hospital,LUMBAR PUNCTURE TR,$273.25,,
Northwestern Medicine Central DuPage Hospital,E COLI 0157 AG IA,$272.88,,
Northwestern Medicine Central DuPage Hospital,RIA NONANTIBODY,$272.25,,
Northwestern Medicine Central DuPage Hospital,IMMUNOASSAY TUMOR CA 125,$272.25,,
Northwestern Medicine Central DuPage Hospital,CHAMBER-VALVED MASK S/M/L,$272.13,,
Northwestern Medicine Central DuPage Hospital,DARCO APB SHOES MED,$272.00,,
Northwestern Medicine Central DuPage Hospital,DARCO APB SHOES SM,$272.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PROGESTERONE,$271.38,,
Northwestern Medicine Central DuPage Hospital,CENTRAL LINE TRAY,$271.25,,
Northwestern Medicine Central DuPage Hospital,DESOXYCORTICOSTERONE,$270.50,,
Northwestern Medicine Central DuPage Hospital,HCPF REMOVE NASAL FOREIGN BODY,$270.50,,
Northwestern Medicine Central DuPage Hospital,TELEMETRY DIRECTIONS,$270.00,,
Northwestern Medicine Central DuPage Hospital,IV ADMIN SET 2 NF Y PORT MRI,$270.00,,
Northwestern Medicine Central DuPage Hospital,IV EXTENSION SET MRI,$270.00,,
Northwestern Medicine Central DuPage Hospital,TUBE TRACH 14FR BOUGIE,$270.00,,
Northwestern Medicine Central DuPage Hospital,SPONGE HEMOSTATIC GELFOAM,$270.00,,
Northwestern Medicine Central DuPage Hospital,IM ADMIN EACH ADDL COMPONENT,$27.50,,
Northwestern Medicine Central DuPage Hospital,ANGIO CATH,$27.00,,
Northwestern Medicine Central DuPage Hospital,ANES IV TUBING SECONDARY,$27.00,,
Northwestern Medicine Central DuPage Hospital,TIBPER REVASC W/ATHER ADD-ON,"$27,716.75",,
Northwestern Medicine Central DuPage Hospital,VISC & INFRAREN ABD 2 PROSTH,"$27,656.25",,
Northwestern Medicine Central DuPage Hospital,"PERC CLOSURE, CONG VSD","$27,119.50",,
Northwestern Medicine Central DuPage Hospital,REPLACE AORTIC VALVE PERQ,"$27,056.00",,
Northwestern Medicine Central DuPage Hospital,DETECT AGENT NOS DNA AMP,$269.88,,
Northwestern Medicine Central DuPage Hospital,ASSAY TOTAL HYDROXYPROLINE,$269.38,,
Northwestern Medicine Central DuPage Hospital,TOTAL CORTISOL,$269.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CREATINE,$268.75,,
Northwestern Medicine Central DuPage Hospital,PROCALCITONIN (PCT),$268.25,,
Northwestern Medicine Central DuPage Hospital,CELL MARKER STUDY,$268.25,,
Northwestern Medicine Central DuPage Hospital,TISSUE CULTURE SKIN/BIOPSY,$268.25,,
Northwestern Medicine Central DuPage Hospital,HCPF BONE MARROW BIOPSY,$268.25,,
Northwestern Medicine Central DuPage Hospital,HEPATIC FUNCTION PANEL,$268.00,,
Northwestern Medicine Central DuPage Hospital,BLOOD CLOT FACTOR V TEST,$268.00,,
Northwestern Medicine Central DuPage Hospital,BIOFEEDBACK PERI/URO/RECTAL,$268.00,,
Northwestern Medicine Central DuPage Hospital,CULTURE AEROBIC QUANT OTHER,$267.75,,
Northwestern Medicine Central DuPage Hospital,AMBU BAG-ADULT,$267.50,,
Northwestern Medicine Central DuPage Hospital,REGENACARE HA WOUND GEL,$267.25,,
Northwestern Medicine Central DuPage Hospital,IMMUNOFIX E-PHORESIS SERUM,$266.75,,
Northwestern Medicine Central DuPage Hospital,CARDIAC REHAB,$266.00,,
Northwestern Medicine Central DuPage Hospital,CAST LA CHILD,$265.75,,
Northwestern Medicine Central DuPage Hospital,SPECIAL STAINS GROUP 2,$265.63,,
Northwestern Medicine Central DuPage Hospital,ANES SPINAL TRAY,$265.50,,
Northwestern Medicine Central DuPage Hospital,INSERT NON-DWELLING BLADDER CATHETER,$265.25,,
Northwestern Medicine Central DuPage Hospital,SPECIAL STAINS GROUP 2,$265.13,,
Northwestern Medicine Central DuPage Hospital,CUSHION SOF-CARE 18X19IN,$264.50,,
Northwestern Medicine Central DuPage Hospital,HCPF ABD PARACENTESIS-WO IMAG,$264.50,,
Northwestern Medicine Central DuPage Hospital,SWELL SPOTS-CURVED,$263.75,,
Northwestern Medicine Central DuPage Hospital,KNEE IMMOBILIZER LARGE,$263.50,,
Northwestern Medicine Central DuPage Hospital,KNEE IMMOBILIZER MEDIUM,$263.50,,
Northwestern Medicine Central DuPage Hospital,KNEE IMMOBILIZER SMALL,$263.50,,
Northwestern Medicine Central DuPage Hospital,KNEE IMMOBILIZER X-LARGE,$263.50,,
Northwestern Medicine Central DuPage Hospital,NEEDLE BIOPSY VIM,$263.50,,
Northwestern Medicine Central DuPage Hospital,CLOT FACTOR XI PTA,$263.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF TROPONIN QUANT,$263.50,,
Northwestern Medicine Central DuPage Hospital,HCPF SIMPLE REP LAC 20-30CM,$263.50,,
Northwestern Medicine Central DuPage Hospital,BINDER ABDOMINAL 60-75IN 9W,$262.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF GONADOTROPIN (FSH),$262.50,,
Northwestern Medicine Central DuPage Hospital,HCPF BONE BIOPSY TROCAR/NEEDLE,$262.25,,
Northwestern Medicine Central DuPage Hospital,OFFICE/OUTPATIENT VISIT ESTABLISHED LEVEL 4,$262.08,,
Northwestern Medicine Central DuPage Hospital,HCPF ECHO STRESS TRANSTHORACIC,$261.75,,
Northwestern Medicine Central DuPage Hospital,CATH COUDE RED 12FR,$261.50,,
Northwestern Medicine Central DuPage Hospital,CATH COUDE RED 14FR,$261.50,,
Northwestern Medicine Central DuPage Hospital,CATH COUDE RED 16FR,$261.50,,
Northwestern Medicine Central DuPage Hospital,CATH COUDE RED 18FR,$261.50,,
Northwestern Medicine Central DuPage Hospital,CATH COUDE RED RUBBER 22FR,$261.50,,
Northwestern Medicine Central DuPage Hospital,TRAY NERVE BLOCK,$261.25,,
Northwestern Medicine Central DuPage Hospital,OB KT S,$261.00,,
Northwestern Medicine Central DuPage Hospital,RENAL FUNCTION PANEL,$261.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF TOBRAMYCIN,$261.00,,
Northwestern Medicine Central DuPage Hospital,INHIBIN A,$261.00,,
Northwestern Medicine Central DuPage Hospital,B CELLS TOTAL COUNT,$261.00,,
Northwestern Medicine Central DuPage Hospital,FIBRIN DEGRADATION PRODUCTS,$261.00,,
Northwestern Medicine Central DuPage Hospital,NEEDLE CANN 100/22G/10M,$260.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF QUINIDINE,$26.75,,
Northwestern Medicine Central DuPage Hospital,CHLORAPREP 10.5ML,$26.50,,
Northwestern Medicine Central DuPage Hospital,NG TUBE 10FR,$26.25,,
Northwestern Medicine Central DuPage Hospital,NASAL CANNULA,$26.00,,
Northwestern Medicine Central DuPage Hospital,TUBE ET CUFF 5.5MM 5-10311,$26.00,,
Northwestern Medicine Central DuPage Hospital,PERC D-E COR REVASC CHRO ADD,"$26,214.00",,
Northwestern Medicine Central DuPage Hospital,PSYTX PT&/FAMILY 60 MINUTES,$259.00,,
Northwestern Medicine Central DuPage Hospital,CDH C/D OP COUNSELING IND- 60 MIN,$259.00,,
Northwestern Medicine Central DuPage Hospital,CDH M/H OP COUNSELING IND- 60 MIN,$259.00,,
Northwestern Medicine Central DuPage Hospital,FAMILY PSYTX W/PATIENT,$259.00,,
Northwestern Medicine Central DuPage Hospital,CDH FAMILY PSYTX W/PATIENT,$259.00,,
Northwestern Medicine Central DuPage Hospital,HCPF NEEDLE BIOPSY LYMPH NODES,$258.50,,
Northwestern Medicine Central DuPage Hospital,MASS SPECTROMETRY QUAL/QUAN,$257.88,,
Northwestern Medicine Central DuPage Hospital,GALECTIN-3,$257.88,,
Northwestern Medicine Central DuPage Hospital,TRANSELAST GAUZE BANDAGE4CM,$257.75,,
Northwestern Medicine Central DuPage Hospital,TL201 THALLIUM PER MCI,$257.75,,
Northwestern Medicine Central DuPage Hospital,CELL MARKER STUDY,$257.63,,
Northwestern Medicine Central DuPage Hospital,TISSUE CULTURE SKIN/BIOPSY,$257.63,,
Northwestern Medicine Central DuPage Hospital,HCPF DRAIN EXTERNAL EAR LESION,$257.50,,
Northwestern Medicine Central DuPage Hospital,ADULT UNDERBODY BLANKET,$257.25,,
Northwestern Medicine Central DuPage Hospital,RSV ASSAY W/OPTIC,$257.00,,
Northwestern Medicine Central DuPage Hospital,CLOT FACTOR VIII VW ANTIGEN,$256.88,,
Northwestern Medicine Central DuPage Hospital,ANES BIS SENSOR PAD,$256.75,,
Northwestern Medicine Central DuPage Hospital,KIT PORT ACCESS/CAP,$256.75,,
Northwestern Medicine Central DuPage Hospital,TRICYCLIC & CYCLICALS 6/MORE,$256.75,,
Northwestern Medicine Central DuPage Hospital,AMBU BAG-INFANT,$256.50,,
Northwestern Medicine Central DuPage Hospital,RSV ASSAY W/OPTIC,$256.50,,
Northwestern Medicine Central DuPage Hospital,HLA I TYPING 1 ANTIGEN LR,$256.38,,
Northwestern Medicine Central DuPage Hospital,HCPF NEW PATIENT LEVEL 4,$256.25,,
Northwestern Medicine Central DuPage Hospital,ORTHOGLAS SPLINT LEG,$256.00,,
Northwestern Medicine Central DuPage Hospital,ELECTRODE DEFIBRILLATOR MLTPLE FUNCTN CARDIAC PADS,$256.00,,
Northwestern Medicine Central DuPage Hospital,HEPARIN ASSAY,$256.00,,
Northwestern Medicine Central DuPage Hospital,CHROMOSOME ANALYSIS 100,$255.88,,
Northwestern Medicine Central DuPage Hospital,DRUG SCRN QUANT OXCARBAZEPIN,$255.63,,
Northwestern Medicine Central DuPage Hospital,DRUG SCREENING PREGABALIN,$255.63,,
Northwestern Medicine Central DuPage Hospital,HCPF WOUND PREP FOOT ADD 100SQ,$255.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VITAMIN B-6,$255.38,,
Northwestern Medicine Central DuPage Hospital,HCPF EXCHANGE DRAINAGE CATHETE,$255.25,,
Northwestern Medicine Central DuPage Hospital,SENSORY INTEGRATION,$255.25,,
Northwestern Medicine Central DuPage Hospital,PATH CONSULT INTRAOP ADDL,$255.13,,
Northwestern Medicine Central DuPage Hospital,CATHETERIZE FOR URINE SPECIMEN,$255.00,,
Northwestern Medicine Central DuPage Hospital,HCPF DRAINAGE HEMATOMA/FLUD,$255.00,,
Northwestern Medicine Central DuPage Hospital,PATH CONSULT INTRAOP ADDL,$254.63,,
Northwestern Medicine Central DuPage Hospital,VENT SUPP CHANGE NICU,$254.50,,
Northwestern Medicine Central DuPage Hospital,ANTIDEPRESSANT TRICYCLIC 1/2,$254.38,,
Northwestern Medicine Central DuPage Hospital,HCPF ECHO CONG HEART COMPLETE,$254.25,,
Northwestern Medicine Central DuPage Hospital,HCPF FNA W/O IMAGE,$254.00,,
Northwestern Medicine Central DuPage Hospital,CLOT FACTOR X STUART-POWER,$253.75,,
Northwestern Medicine Central DuPage Hospital,COMPLEMENT TOTAL (CH50),$253.75,,
Northwestern Medicine Central DuPage Hospital,CAFFEINE,$253.50,,
Northwestern Medicine Central DuPage Hospital,ANTIPSYCHOTICS NOS 1-3,$253.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY THYROID STIM HORMONE,$252.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF ESTROGENS,$252.75,,
Northwestern Medicine Central DuPage Hospital,TRIM SKIN LESIONS 2 TO 4,$252.13,,
Northwestern Medicine Central DuPage Hospital,OR LEVEL 7 EACH ADDITIONAL MINUTE,$252.00,,
Northwestern Medicine Central DuPage Hospital,FACTOR INHIBITOR TEST,$251.75,,
Northwestern Medicine Central DuPage Hospital,HPV HIGH-RISK TYPES,$251.38,,
Northwestern Medicine Central DuPage Hospital,CHLAMYDIA CULTURE,$251.25,,
Northwestern Medicine Central DuPage Hospital,HCPF SIMP REP LAC 12.6-20.0CM,$251.13,,
Northwestern Medicine Central DuPage Hospital,KT CLOSED SUCTION SYS 8FR,$250.50,,
Northwestern Medicine Central DuPage Hospital,KT SUCTION CLOSED SYS 6FR,$250.50,,
Northwestern Medicine Central DuPage Hospital,TRAY BASIC BIOPSY,$250.25,,
Northwestern Medicine Central DuPage Hospital,RECOVERY PHASE II,$25.75,,
Northwestern Medicine Central DuPage Hospital,WATER STER IRR 1000CC,$25.50,,
Northwestern Medicine Central DuPage Hospital,IRRIG .9% SOD CHOL 250ML,$25.50,,
Northwestern Medicine Central DuPage Hospital,SODIUM CHLORIDE .9% 1000ML,$25.50,,
Northwestern Medicine Central DuPage Hospital,CATHETER STRAIGHT W TRAY,$25.38,,
Northwestern Medicine Central DuPage Hospital,MASK ADULT,$25.38,,
Northwestern Medicine Central DuPage Hospital,MASK PEDS,$25.38,,
Northwestern Medicine Central DuPage Hospital,MASK PEDS NONBREATHER,$25.38,,
Northwestern Medicine Central DuPage Hospital,SCOTCHCAST TAPE 2,$25.38,,
Northwestern Medicine Central DuPage Hospital,"SCOTCHCAST TAPE 3""",$25.38,,
Northwestern Medicine Central DuPage Hospital,SHURCLENS 100ML,$25.38,,
Northwestern Medicine Central DuPage Hospital,SUTURE RMVL STERILE INST,$25.38,,
Northwestern Medicine Central DuPage Hospital,UNDERPAD LARGE CHUX,$25.38,,
Northwestern Medicine Central DuPage Hospital,URINE COLLECTOR PED STERI,$25.38,,
Northwestern Medicine Central DuPage Hospital,VAGINAL SPECULUM W LIGHT,$25.38,,
Northwestern Medicine Central DuPage Hospital,IRRIG.9% SOD CHOL 500ML,$25.38,,
Northwestern Medicine Central DuPage Hospital,IRRIGATION TRAY,$25.38,,
Northwestern Medicine Central DuPage Hospital,KIT IV START 57285C,$25.38,,
Northwestern Medicine Central DuPage Hospital,SUTURE REMOVAL SET,$25.38,,
Northwestern Medicine Central DuPage Hospital,HCPF DOPPLER ECHO EXAM- HEART,$25.25,,
Northwestern Medicine Central DuPage Hospital,CURETTE EAR LIGHTED MAGNIFICATION 4MM,$25.13,,
Northwestern Medicine Central DuPage Hospital,IVT FLUSH INJECTION SITE,$25.00,,
Northwestern Medicine Central DuPage Hospital,NEEDLE SPINAL 22-25G 3.5,$25.00,,
Northwestern Medicine Central DuPage Hospital,REMV&REPLC PM GEN DUAL LEAD,"$25,932.50",,
Northwestern Medicine Central DuPage Hospital,REMV&REPLC PM GEN MULT LEADS,"$25,932.50",,
Northwestern Medicine Central DuPage Hospital,INSERT PULSE GEN MULT LEADS,"$25,894.00",,
Northwestern Medicine Central DuPage Hospital,PERC D-E COR STENT ATHER BR,"$25,729.00",,
Northwestern Medicine Central DuPage Hospital,UPGRADE OF PACEMAKER SYSTEM,"$25,490.25",,
Northwestern Medicine Central DuPage Hospital,PERC DRUG-EL COR STENT BRAN,"$25,289.00",,
Northwestern Medicine Central DuPage Hospital,PERC D-E COR REVASC T CABG B,"$25,284.00",,
Northwestern Medicine Central DuPage Hospital,ASSAY OF LACTIC ACID,$249.88,,
Northwestern Medicine Central DuPage Hospital,PLACEMAT DYCEM,$249.50,,
Northwestern Medicine Central DuPage Hospital,SUPPORT WRIST FOAM-FABRIFRM,$249.25,,
Northwestern Medicine Central DuPage Hospital,PORT TRAY,$249.25,,
Northwestern Medicine Central DuPage Hospital,PERTUSSIS AG IF,$248.88,,
Northwestern Medicine Central DuPage Hospital,HEPATITIS C AB TEST,$248.63,,
Northwestern Medicine Central DuPage Hospital,US URINE CAPACITY MEASURE,$248.00,,
Northwestern Medicine Central DuPage Hospital,OXYGEN SENSOR THERAPY REC RM,$247.75,,
Northwestern Medicine Central DuPage Hospital,RESP SYNCYTIAL AG IA,$247.75,,
Northwestern Medicine Central DuPage Hospital,CARDIOLIPIN ANTIBODY EA IG,$247.63,,
Northwestern Medicine Central DuPage Hospital,EPIDURLTRY SNGLDSE 20GX3.,$247.50,,
Northwestern Medicine Central DuPage Hospital,ADAPTER FILTERLINE H SET,$247.00,,
Northwestern Medicine Central DuPage Hospital,GLIDESCOPE BLADE,$247.00,,
Northwestern Medicine Central DuPage Hospital,FECES CULTURE AEROBIC BACT,$247.00,,
Northwestern Medicine Central DuPage Hospital,"MODERATE SEDATION OTHER PHYS/QHP, EACH ADDL 15 MIN, ADD ON",$247.00,,
Northwestern Medicine Central DuPage Hospital,ELECTRODE NEURO BRAINZ NEONATAL,$246.75,,
Northwestern Medicine Central DuPage Hospital,ANES TRY SPINAL EPIDURL 27G,$246.50,,
Northwestern Medicine Central DuPage Hospital,TB TEST CELL IMMUN MEASURE,$246.50,,
Northwestern Medicine Central DuPage Hospital,FLOWCYTOMETRY/READ 2-8,$246.50,,
Northwestern Medicine Central DuPage Hospital,TRIM NAIL(S) ANY NUMBER,$246.50,,
Northwestern Medicine Central DuPage Hospital,DALE BRAS 2XL,$246.25,,
Northwestern Medicine Central DuPage Hospital,DALE BRAS LARGE,$246.25,,
Northwestern Medicine Central DuPage Hospital,DALE BRAS MEDIUM,$246.25,,
Northwestern Medicine Central DuPage Hospital,DALE BRAS XL,$246.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF PHENYTOIN TOTAL,$246.00,,
Northwestern Medicine Central DuPage Hospital,HCPF X-RAY AORTA- LEG ARTERIES,$246.00,,
Northwestern Medicine Central DuPage Hospital,HCPF REPLACE G/C TUBE PERC,$245.75,,
Northwestern Medicine Central DuPage Hospital,ASSAY THREE CATECHOLAMINES,$245.50,,
Northwestern Medicine Central DuPage Hospital,PROTEIN E-PHORESIS SERUM,$245.50,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF VITAMIN B-6,$245.25,,
Northwestern Medicine Central DuPage Hospital,PLASMA 1 DONOR FRZ W/IN 8 HR,$244.50,,
Northwestern Medicine Central DuPage Hospital,HCPF DRES/DEBR P-THICK BURN- M,$244.25,,
Northwestern Medicine Central DuPage Hospital,HCPF MRA QMRA BRAIN W/O&W/CONT,$244.00,,
Northwestern Medicine Central DuPage Hospital,HCPF MRA QMRA NOVA CAR W/O/W C,$244.00,,
Northwestern Medicine Central DuPage Hospital,HLA DRB1-3-5-DQB1,$243.75,,
Northwestern Medicine Central DuPage Hospital,EPIDURAL TR SINGLE DOSE,$243.50,,
Northwestern Medicine Central DuPage Hospital,AMINO ACIDS QUAN 6 OR MORE,$243.00,,
Northwestern Medicine Central DuPage Hospital,CREATINE MB FRACTION,$243.00,,
Northwestern Medicine Central DuPage Hospital,DNA ANTIBODY NATIVE,$243.00,,
Northwestern Medicine Central DuPage Hospital,BLADDER CARE TR 16FR,$242.75,,
Northwestern Medicine Central DuPage Hospital,BLADDER TR 18FR,$242.75,,
Northwestern Medicine Central DuPage Hospital,RESUSCITATION BG PEDS,$242.75,,
Northwestern Medicine Central DuPage Hospital,17-HYDROXYPREGNENOLONE,$242.75,,
Northwestern Medicine Central DuPage Hospital,MRI TRAY BASIC BIOPSY,$242.50,,
Northwestern Medicine Central DuPage Hospital,WOUND IRRIG SOL 350ML,$242.50,,
Northwestern Medicine Central DuPage Hospital,CLOT FACTOR II PROTHROM SPEC,$242.50,,
Northwestern Medicine Central DuPage Hospital,HPV TYPES 16 & 18 ONLY,$242.38,,
Northwestern Medicine Central DuPage Hospital,HPV LOW-RISK TYPES,$242.38,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF 17-HYDROXYPREGNENO,$242.25,,
Northwestern Medicine Central DuPage Hospital,ANTIBODY HTLV-II,$242.25,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF GENTAMICIN,$242.00,,
Northwestern Medicine Central DuPage Hospital,ASSAY OF CALCITONIN,$242.00,,
Northwestern Medicine Central DuPage Hospital,LONG CHAIN FATTY ACIDS,$242.00,,
Northwestern Medicine Central DuPage Hospital,HCPF CT ANGIOGRAPHY- HEAD,$242.00,,
Northwestern Medicine Central DuPage Hospital,LUMBAR TRAY 22GA PED,$241.50,,
Northwestern Medicine Central DuPage Hospital,KOMPREX ROLLS,$241.00,,
Northwestern Medicine Central DuPage Hospital,HCPF REPLACE PICC CATH W/O PT,$240.75,,
Northwestern Medicine Central DuPage Hospital,HEROIN METABOLITE,$240.50,,
Northwestern Medicine Central DuPage Hospital,ADPTER DRAIN TUBE UROSTMY,$24.75,,
Northwestern Medicine Central DuPage Hospital,AIRWAY NASOPHARYNGEAL 7.5FR,$24.75,,
Northwestern Medicine Central DuPage Hospital,ANES IV TUBING EXT,$24.75,,
Northwestern Medicine Central DuPage Hospital,ANES O2 CANNULA,$24.75,,
Northwestern Medicine Central DuPage Hospital,AQUAFLO HYDROGEL DRESSING,$24.75,,
Northwestern Medicine Central DuPage Hospital,AQUAGUARD 5X5,$24.75,,
Northwestern Medicine Central DuPage Hospital,AQUAGUARD 9X9,$24.75,,
Northwestern Medicine Central DuPage Hospital,BABY WIPES,$24.75,,
Northwestern Medicine Central DuPage Hospital,BG -LEG (DISPOZ-A-BG ),$24.75,,
Northwestern Medicine Central DuPage Hospital,BOTTLE PREEMIE 4 OZ DR BROWN,$24.75,,
