MNEMONIC,MNEM DESC,Cur Chg
4509000353,"AMIKACIN PEAK, SERUM",$73.31
4509000354,"AMIKACIN RANDOM, SERUM",$5.00
4509000355,"AMIKACIN TROUGH, SERUM",$5.00
4509000356,"ACHR BLOCKING ABS, SERUM",$40.73
4509000357,ACHR BINDING AB,$161.27
4509000358,ACHR MODULATING ANTIBODIES,$11.40
4509000359,IGF-BP3,$23.42
4509000360,DIHYDROTESTOSTERONE,$23.83
4509000362,C ANCA,$3.71
4509000363,P ANCA,$3.70
4509000364,JAK2 V617F RFX/EXON 12,$107.92
4509000365,"JAK2 MUTATION ANALYSIS, QUAL",$285.08
4509000366,"JAK2 MUTATION ANALYSIS, QUANT",$366.53
4509000367,JAK2 QUANTITATIVE,$81.54
4509000368,JAK2 V617F MUTATION DETECTION,$107.92
4509000369,"JAK2 V617F QUAL, RFX/EXON 12",$285.08
4509000371,"BCR-ABL1, CML/ALL, MARKER",$81.25
4509000372,"BCR-ABL1, CML/ALL, MARKER",$81.25
4509000373,TOTAL IGE,$4.25
4509000374,CAMEL IGE*,$4.45
4509000375,ALPHA GAL IGE,$31.00
4509000376,"AMERICA CHEESE, IGE",$4.45
4509000377,ALLERGEN MISC,$4.45
4509000378,ALLERGEN MISC,$3.26
4509000380,IGE,$3.75
4509000381,ALLERGEN 1,$3.70
4509000382,ALLERGEN 2,$3.70
4509000383,ALLERGEN 3,$3.70
4509000384,ALLERGEN 4,$3.70
4509000385,ALLERGEN 5,$3.70
4509000386,ALLERGEN 6,$3.70
4509000387,ALLERGEN 7,$3.70
4509000388,ALLERGEN 8,$3.70
4509000389,ALLERGEN 9,$3.70
4509000390,ALLERGEN 10,$3.70
4509000392,IGE,$4.35
4509000393,ALLERGEN 1,$5.10
4509000394,ALLERGEN 2,$5.10
4509000395,ALLERGEN 3,$5.10
4509000396,ALLERGEN 4,$5.10
4509000397,ALLERGEN 5,$5.10
4509000398,ALLERGEN 6,$5.10
4509000399,ALLERGEN 7,$5.10
4509000400,ALLERGEN 8,$5.10
4509000401,ALLERGEN 9,$5.10
4509000402,ALLERGEN 10,$5.10
4509000404,IGE,$4.75
4509000405,ALLERGEN 1,$3.60
4509000406,ALLERGEN 2,$3.60
4509000407,ALLERGEN 3,$3.60
4509000408,ALLERGEN 4,$3.60
4509000409,ALLERGEN 5,$3.60
4509000410,ALLERGEN 6,$3.60
4509000411,ALLERGEN 7,$3.60
4509000412,ALLERGEN 8,$3.60
4509000413,ALLERGEN 9,$3.60
4509000414,ALLERGEN 10,$3.60
4509000416,IGE,$7.25
4509000417,ALLERGEN 1,$5.30
4509000418,ALLERGEN 2,$5.30
4509000419,ALLERGEN 3,$5.30
4509000420,ALLERGEN 4,$5.30
4509000421,ALLERGEN 5,$5.30
4509000422,ALLERGEN 6,$5.30
4509000423,ALLERGEN 7,$5.30
4509000424,ALLERGEN 8,$5.30
4509000425,ALLERGEN 9,$5.30
4509000426,ALLERGEN 10,$5.30
4509000427,ALLERGEN 11,$5.30
4509000428,ALLERGEN 12,$5.30
4509000429,ALLERGEN 13,$5.30
4509000430,ALLERGEN 14,$5.30
4509000431,ALLERGEN 15,$5.30
4509000433,IGE,$3.32
4509000434,ALLERGEN 1,$3.24
4509000435,ALLERGEN 2,$3.24
4509000436,ALLERGEN 3,$3.24
4509000437,ALLERGEN 4,$3.24
4509000438,ALLERGEN 5,$3.24
4509000439,ALLERGEN 6,$3.24
4509000440,ALLERGEN 7,$3.24
4509000441,ALLERGEN 8,$3.24
4509000442,ALLERGEN 9,$3.24
4509000443,ALLERGEN 10,$3.24
4509000444,ALLERGEN 11,$3.24
4509000445,ALLERGEN 12,$3.24
4509000446,ALLERGEN 13,$3.24
4509000447,ALLERGEN 14,$3.24
4509000448,ALLERGEN 15,$3.24
4509000449,ALLERGEN 16,$3.24
4509000451,IGE,$8.78
4509000452,ALLERGEN 1,$5.11
4509000453,ALLERGEN 2,$5.11
4509000454,ALLERGEN 3,$5.11
4509000455,ALLERGEN 4,$5.11
4509000456,ALLERGEN 5,$5.11
4509000457,ALLERGEN 6,$5.11
4509000458,ALLERGEN 7,$5.11
4509000459,ALLERGEN 8,$5.11
4509000460,ALLERGEN 9,$5.11
4509000461,ALLERGEN 10,$5.11
4509000462,ALLERGEN 11,$5.11
4509000463,ALLERGEN 12,$5.11
4509000464,ALLERGEN 13,$5.11
4509000465,ALLERGEN 14,$5.11
4509000466,ALLERGEN 15,$5.11
4509000467,ALLERGEN 16,$5.11
4509000468,ALLERGEN 17,$5.11
4509000470,IGE,$5.35
4509000471,ALLERGEN 1,$5.05
4509000472,ALLERGEN 2,$5.05
4509000473,ALLERGEN 3,$5.05
4509000474,ALLERGEN 4,$5.05
4509000475,ALLERGEN 5,$5.05
4509000476,ALLERGEN 6,$5.05
4509000477,ALLERGEN 7,$5.05
4509000478,ALLERGEN 8,$5.05
4509000479,ALLERGEN 9,$5.05
4509000480,ALLERGEN 10,$5.05
4509000481,ALLERGEN 11,$5.05
4509000482,ALLERGEN 12,$5.05
4509000483,ALLERGEN 13,$5.05
4509000484,ALLERGEN 14,$5.05
4509000485,ALLERGEN 15,$5.05
4509000486,ALLERGEN 16,$5.05
4509000487,ALLERGEN 17,$5.05
4509000489,IGE,$8.35
4509000490,ALLERGEN 1,$3.25
4509000491,ALLERGEN 2,$3.25
4509000492,ALLERGEN 3,$3.25
4509000493,ALLERGEN 4,$3.25
4509000494,ALLERGEN 5,$3.25
4509000495,ALLERGEN 6,$3.25
4509000496,ALLERGEN 7,$3.25
4509000497,ALLERGEN 8,$3.25
4509000498,ALLERGEN 9,$3.25
4509000499,ALLERGEN 10,$3.25
4509000500,ALLERGEN 11,$3.25
4509000501,ALLERGEN 12,$3.25
4509000502,ALLERGEN 13,$3.25
4509000503,ALLERGEN 14,$3.25
4509000504,ALLERGEN 15,$3.25
4509000505,ALLERGEN 16,$3.25
4509000506,ALLERGEN 17,$3.25
4509000507,ALLERGEN 18,$3.25
4509000508,ALLERGEN 19,$3.25
4509000509,ALLERGEN 20,$3.25
4509000511,IGE,$2.36
4509000512,ALLERGEN 1,$2.40
4509000513,ALLERGEN 2,$2.40
4509000514,ALLERGEN 3,$2.40
4509000515,ALLERGEN 4,$2.40
4509000516,ALLERGEN 5,$2.40
4509000517,ALLERGEN 6,$2.40
4509000518,ALLERGEN 7,$2.40
4509000519,ALLERGEN 8,$2.40
4509000520,ALLERGEN 9,$2.40
4509000521,ALLERGEN 10,$2.40
4509000522,ALLERGEN 11,$2.40
4509000523,ALLERGEN 12,$2.40
4509000524,ALLERGEN 13,$2.40
4509000525,ALLERGEN 14,$2.40
4509000526,ALLERGEN 15,$2.40
4509000527,ALLERGEN 16,$2.40
4509000528,ALLERGEN 17,$2.40
4509000529,ALLERGEN 18,$2.40
4509000530,ALLERGEN 19,$2.40
4509000531,ALLERGEN 20,$2.40
4509000532,ALLERGEN 21,$2.40
4509000533,ALLERGEN 22,$2.40
4509000535,IGE,$32.50
4509000536,ALLERGEN 1,$3.95
4509000537,ALLERGEN 2,$3.95
4509000538,ALLERGEN 3,$3.95
4509000539,ALLERGEN 4,$3.95
4509000540,ALLERGEN 5,$3.95
4509000541,ALLERGEN 6,$3.95
4509000542,ALLERGEN 7,$3.95
4509000543,ALLERGEN 8,$3.95
4509000544,ALLERGEN 9,$3.95
4509000545,ALLERGEN 10,$3.95
4509000546,ALLERGEN 11,$3.95
4509000547,ALLERGEN 12,$3.95
4509000548,ALLERGEN 13,$3.95
4509000549,ALLERGEN 14,$3.95
4509000550,ALLERGEN 15,$3.95
4509000551,ALLERGEN 16,$3.95
4509000552,ALLERGEN 17,$3.95
4509000553,ALLERGEN 18,$3.95
4509000554,ALLERGEN 19,$3.95
4509000555,ALLERGEN 20,$3.95
4509000556,ALLERGEN 21,$3.95
4509000557,ALLERGEN 22,$3.95
4509000558,ALLERGEN 23,$3.95
4509000559,ALLERGEN 24,$3.95
4509000560,ALLERGEN 25,$3.95
4509000562,IGE,$5.03
4509000563,ALLERGEN 1,$4.30
4509000564,ALLERGEN 2,$4.30
4509000565,ALLERGEN 3,$4.30
4509000567,IGE,$4.91
4509000568,ALLERGEN 1,$3.80
4509000569,ALLERGEN 2,$3.80
4509000570,ALLERGEN 3,$3.80
4509000571,ALLERGEN 4,$3.80
4509000572,ALLERGEN 5,$3.80
4509000573,ALLERGEN 6,$3.80
4509000575,IGE,$5.77
4509000576,ALLERGEN 1,$3.60
4509000577,ALLERGEN 2,$3.60
4509000578,ALLERGEN 3,$3.60
4509000579,ALLERGEN 4,$3.60
4509000580,ALLERGEN 5,$3.60
4509000581,ALLERGEN 6,$3.60
4509000582,ALLERGEN 7,$3.60
4509000584,CRYPTOSPORIDIUM EIA,$34.05
4509000585,GIARDIA EIA,$34.05
4509000586,"SUSCEPTIBILITY, AER + ANAEROB",$9.50
4509000587,"GENITAL CULTURE, ROUTINE",$9.93
4509000588,ANAEROBIC CULTURE,$14.66
4509000589,"BLOOD CULTURE, ROUTINE",$9.75
4509000590,GC CULTURE ONLY,$6.92
4509000591,MRSA SCREENING CULTURE,$10.63
4509000592,AEROBIC BACTERIAL CULTURE,$8.14
4509000593,LOWER RESPIRATORY CULTURE,$8.99
4509000595,SALMONELLA/SHIGELLA,$6.79
4509000596,CAMPY,$6.79
4509000597,E COLI SHIGA TOXIN EIA,$11.81
4509000598,BETA STREP GP A CULTURE,$4.11
4509000599,GROUP B STREPT CULTURE,$39.00
4509000600,UPPER RESPIRATORY CULTURE,$4.95
4509000601,"URINE CULTURE, ROUTINE",$6.77
4509000602,"ORGANISM ID, BACTERIA",$6.95
4509000603,ANAEROBE IDENTIFICATION ONLY,$24.44
4509000604,SENSITIVITY ORGANISM #1,$6.00
4509000605,AEROBE ID & SUSCEPT,$12.22
4509000606,SENSITIVITY ORGANISM #3,$6.00
4509000607,SENSITIVITY ORGANISM #4,$6.00
4509000608,SENSITIVITY ORGANISM #5,$6.00
4509000609,"URINE CULTURE, ROUTINE",$11.98
4509000610,"URINE CULTURE, COMPREHENSIVE",$11.98
4509000611,"CATECHOLAMINES, PLASMA",$20.36
4509000612,L. PNEUMOPHILA SEROGP 1 UR AG,$14.66
4509000613,"CHLAMYDIA ANTIBODIES, IGG",$7.33
4509000615,MYCOPLASMA PNEU. IGG ABS,$6.93
4509000616,MYCOPLASMA PNEU. IGM ABS,$6.92
4509000618,"INFLUENZA A AB, QUANT",$7.05
4509000619,"INFLUENZA A AB, QUANT",$7.05
4509000620,GONADOTROPIN RELEASING HORMONE,$196.29
4509000621,ANTIMYELOPEROXIDASE (MPO) ABS,$182.75
4509000622,ANTIPROTEINASE 3 (PR-2) ABS,$13.11
4509000624,CALCIUM RATIO URINE,$3.50
4509000625,CREAT RATIO URINE,$3.50
4509000626,FACTOR X ACTIVITY,$61.09
4509000627,"ALBUMIN, BODY FLUID",$2.00
4509000628,"THYROTROPININ RECEPTOR AB, SER",$13.85
4509000629,"IGG, SUBCLASS 4",$10.52
4509000630,COOMB'S DIRECT,$3.13
4509000631,ANTITHROMBIN ANTIGEN,$8.15
4509000633,PRIMIDONE-PHENOBARB,$5.44
4509000634,PRIMIDONE (MYSOLINE),$5.44
4509000635,OVARIAN MALIGNANCY RISK,$292.00
4509000636,MAGNESIUM URINE,$3.26
4509000637,CITRIC ACID (CITRATE),$10.00
4509000638,FRUCTOSAMINE,$4.50
4509000639,"CATECHOLAMINES, PLASMA",$20.36
4509000641,"CATECHOLAMINES, URINE FREE",$8.43
4509000642,"CATECHOL-CREAT, URINE",$8.43
4509000643,CHALMYDIA ANTIBODIES,$7.33
4509000651,L. PNEUMOPHILA SEROGP 1,$7.33
4509000652,L. PNEUMOPHILA SEROGP 2,$7.33
4509000653,AEROBIC BACTERIA ID,$100.00
4509000654,AEROBIC ID BY MALDI,$125.00
4509000655,"CALCIUM, SERUM",$2.00
4509000656,"HBV REAL TIME PCR, QUA",$73.31
4509000657,GONADOTROPIN RELEASING HORMONE,$196.29
4509000659,"BETA 2 GLYCOPROT 1 AB, IGG",$10.95
4509000660,"BETA 2 GLYCOPROT 1 AB, IGM",$10.94
4509000661,"BETA 2 GLYCOPROT 1 AB, IGA",$4.07
4509000662,CRYPTOSPORIDUM EIA,$59.95
4509000663,SENSITIVITY ORGANISM # 2,$6.00
4509000664,SENSITIVITY ORGANISM # 3,$6.00
4509000665,SENSITIVITY ORGANISM # 4,$6.00
4509000666,SENSITIVITY ORGANISM # 5,$6.00
4509000667,CALCITONIN,$12.22
4509000668,"HYDROCODONE & METABOLITES, URI",$28.00
4509000669,MIC ORGANISM #1,$6.50
4509000670,MIC ORGANISM #2,$6.50
4509000671,MIC ORGANISM #3,$6.50
4509000672,MIC ORGANISM #4,$6.50
4509000673,MIC ORGANISM #5,$6.50
4509000675,HSV 1 PCR,$16.25
4509000676,HSV 2 PCR,$16.26
4509000677,"CRYPTOCOCCUSAG, CSF",$8.46
4509000678,ENTROCOCCUS RT-PCR,$73.31
4509000679,"VDRL, CSF",$3.26
4509000680,VZV REAL TIME PCR,$73.31
4509000681,SEDIMENTAITON RATE,$2.02
4509000683,IGE,$4.90
4509000684,ALLERGEN 1,$3.00
4509000685,ALLERGEN 2,$3.00
4509000686,ALLERGEN 3,$3.00
4509000687,ALLERGEN 4,$3.00
4509000688,ALLERGEN 5,$3.00
4509000689,ALLERGEN 6,$3.00
4509000690,ALLERGEN 7,$3.00
4509000691,ALLERGEN 8,$3.00
4509000692,ALLERGEN 9,$3.00
4509000693,ALLERGEN 10,$3.00
4509000694,ALLERGEN 11,$3.00
4509000695,ALLERGEN 12,$3.00
4509000696,ALLERGEN 13,$3.00
4509000697,ALLERGEN 14,$3.00
4509000698,ALLERGEN 15,$3.00
4509000700,IGE,$4.28
4509000701,ALLERGEN 1,$3.45
4509000702,ALLERGEN 2,$3.45
4509000703,ALLERGEN 3,$3.45
4509000704,ALLERGEN 4,$3.45
4509000705,ALLERGEN 5,$3.45
4509000706,ALLERGEN 6,$3.45
4509000707,ALLERGEN 7,$3.45
4509000708,ALLERGEN 8,$3.45
4509000709,ALLERGEN 9,$3.45
4509000710,ALLERGEN 10,$3.45
4509000711,ALLERGEN 11,$3.45
4509000712,ALLERGEN 12,$3.45
4509000713,ALLERGEN 13,$3.45
4509000714,ALLERGEN 14,$3.45
4509000715,ALLERGEN 15,$3.45
4509000716,ALLERGEN 16,$3.45
4509000717,ALLERGEN 17,$3.45
4509000718,ALLERGEN 18,$3.45
4509000719,ALLERGEN 19,$3.45
4509000720,ALLERGEN 20,$3.45
4509000721,ALLERGEN 21,$3.45
4509000722,ALLERGEN 22,$3.45
4509000723,ALLERGEN 23,$3.45
4509000724,"ANDROSTENEDIONE, LC/MS",$10.00
4509000725,T3 TRIIODOTHYRONINE,$3.67
4509000730,DRUG SCREEN CLASS PROCEDURE,$12.30
4509000731,MELATONIN SERUM/PLASMA,$70.00
4509000732,PSA ULTRASENSITIVE,$22.48
7509000002,LC\Q\ANTI-GM1 A,$42.28
7509000003,LC\Q\ANTI-GM1 B,$42.28
06233A,LC\PH\SEROLOGY-TP ABS,$20.00
06233B,LC\PH\VDRL-RPR-QUAL,$5.00
06233C,LC\PH\VDRL-RPR-QUANT,$8.00
06233D,LC\PH\REFERRAL FEE,$15.00
06250A,LC\ST\NEWBORN SCREENING-TRA,$18.25
06250B,LC\ST\NEWBORN SCREENING-Hb,$18.25
06250C,LC\ST\NEWBORN SCREENING-17-OHP,$18.25
06250D,LC\ST\NEWBORN SCREENING-TMS,$19.75
06250E,LC\ST\NEWBORN SCREENING-TSH,$18.25
06250F,LC\ST\NEWBORN SCREENING-BD,$18.25
06250G,LC\ST\NEWBORN SCREENING-IRT,$18.25
06250H,LC\ST\NEWBORN SCREENING-TRECs,$0.00
RL00102,LC\Q\A-1-ANTITRYPSIN,$14.72
RL00113,LC\Q\ACETYLCHOLINE RECEPTOR,$39.65
RL00115,LC\Q\ACHR BLOCKING AB,$103.00
RL00124,LC\Q\ACTH,$38.88
RL00142,"LC\Q\AFP, TUMOR (CHIRON)",$14.79
RL00145,LC\Q\ALBUMIN,$5.65
RL00154,LC\Q\ALDOLASE,$9.23
RL00155,LC\Q\ALDOSTERONE,$109.78
RL00162A,LC\Q\ALK PHOSPHATASE ISOENZ A,$6.28
RL00162B,LC\Q\ALK PHOSPHATASE ISOENZ B,$6.28
RL00224,LC\Q\A-2-MACROGLOBULIN,$53.15
RL00233,LC\Q\AMIKACIN LEVEL,$12.05
RL00234,"LC\Q\AMIKCIN, TROUGH",$12.05
RL00256,"LC\Q\METAMP, QUANT AND CONFIRM",$102.50
RL00267,"LC\Q\AMYLASE,RND URINE",$7.75
RL00267A,"LC\Q\AMYLASE, FLUID",$33.65
RL00274,LC\Q\ANA SCREEN,$6.21
RL00275,LC\Q\ANA TITER AND PATTERN,$17.94
RL00278,LC\Q\ANA SCREEN WITH REFLEX,$6.75
RL00283A,LC\Q\ANCA TITER PART A,$54.20
RL00283B,LC\Q\ANCA TITER PART B,$54.20
RL00285,LC\Q\ANCA SCREEN,$35.35
RL00289,LC\Q\ANDRIOSTENEDIONE LC/MS/MS,$30.70
RL00294,LC\Q\ACE:ANGIOTENSIN CNVT ENZ,$15.13
RL00311,LC\Q\CENTROMERE B ANTIBODY,$28.80
RL00313,LC\Q\ARG VASSOPRESSIN,$41.30
RL00314,LC\Q\DNASE B ANTIBODY,$25.00
RL00315,LC\Q\ANTI DNA DS AB,$17.16
RL00323A,LC\Q\ANTI-GM1 A,$41.25
RL00323B,LC\Q\ANTI-GM1 B,$41.25
RL00324,LC\Q\HISTONE ANTIBODIES,$68.60
RL00333A,LC\Q\ANTIPHOSPHATIDYL PRT A,$42.70
RL00333B,LC\Q\ANTIPHOSPHATIDYL PRT B,$42.70
RL00341,LC\Q\ANTITHROMBIN III,$33.00
RL00349,LC\Q\ACT PROTEIN C RESIST ASSY,$75.00
RL00351,LC\A\APOLIPOPROTEIN A1,$8.65
RL00352,LC\Q\APOLIPOPROTEIN B,$18.45
RL00366,LC\Q\SACC CERV AB IGA-ASCA IGA,$86.10
RL00367,LC\Q\SACC CERV AB IGG-ASCA IGG,$84.00
RL00370,LC\Q\ASTO,$7.36
RL00388,"LC\Q\ALLERGENS, EACH",$6.91
RL00395,LC\Q\AFP AND AFP-L3 SERUM,$47.25
RL00398,LC\Q\ACTIN-SM MUSCLE AB IGG,$23.85
RL00515,LC\Q\B-2-GLYCOPROTEIN AB IGA,$95.00
RL00516,LC\Q\B-2-GLYCOPROTEIN AB IGG,$78.00
RL00517,LC\Q\B-2-GLYCOPROTEIN AB IGM,$78.00
RL00548,LC\Q\BETA-2-MICROGLOBULIN,$18.30
RL00555,"LC\Q\BILE ACIDS, FRACTIONATED",$128.60
RL00569,LC\Q\BIOTIN,$46.00
RL00575,LC\Q\BLASTOMYCES AB BY ID,$13.70
RL00608,"LC\Q\BK VIRUS DNA, QN PCR",$374.00
RL00612,"LC\Q\BK VIRUS, DNA,PCR",$333.00
RL00613,LC\Q\BCR ABL1 GENE QN PCR,$306.00
RL00613I,LC\Q\P190 BCR ABL1 PCR,$134.64
RL00613J,LC\Q\P210 BCR ABL1 PCR,$134.64
RL00712,LC\Q\FUNC C1 INHIBITOR,$41.30
RL00723,LC\Q\CA 19-9,$12.32
RL00724A,LC\Q\CA 27.29 PART A,$8.80
RL00724B,LC\Q\CA 27.29 PART B,$8.79
RL00732,LC\Q\CALCITONIN,$45.00
RL00738,"LC\Q\CALCIUM, URINE",$6.62
RL00741,"LC\Q\CALCIUM, IONIZED",$14.22
RL00742,"LC\Q\CALCIUM, URINE RANDOM",$4.40
RL00748,LC\Q\CA 125,$12.33
RL00763,LC\Q\CARDIOLIPIN IGA ABS,$63.55
RL00764,LC\Q\CARDIOLIPIN IGG ABS,$63.55
RL00765,LC\Q\CARDIOLIPIN IGM ABS,$63.55
RL00770,"LC\Q\CARNITINE, LC/MS/MS",$167.00
RL00772,LC\Q\CAROTENE,$12.30
RL00781,"LC\Q\CATECHOLAMINES, FRACT",$31.25
RL00782,"LC\Q\CATECHOLAMINES, URINE",$31.25
RL00788,LC\Q\CYCLIC CITRULL PEP AB IGG,$76.50
RL00791,LC\Q\CEA,$8.80
RL00791A,LC\Q\CEA FLUID,$125.78
RL00798,LC\Q\CERULOPLASMIN,$10.00
RL00800,LC\Q\CYSTIC FIBROSIS CARRIER,$153.75
RL00811A,LC\Q\CHLAM PNEUM PANEL PRT A,$35.00
RL00811B,LC\Q\CHLAM PNEUM PANEL PRT B,$35.00
RL00811C,LC\Q\CHLAM PNEUM PANEL PRT C,$35.00
RL00818,LC\Q\CHLAMYIDA IGG AB,$17.50
RL00824A,"LC\Q\CHLAMYDIA/GC DNA,PCR PRTA",$25.60
RL00824B,"LC\Q\CHLAMYDIA/GC DNA,PCR PRTB",$25.65
RL00841,LC\Q\CK TOTAL,$5.55
RL00842,"LC\Q\CHOLINESTERASE, PLASMA",$53.41
RL00842A,LC\Q\BIBUCAINE INHIBITION,$53.42
RL00858,LC\Q\CHROMIUM,$32.00
RL00861,LC\Q\CHROMOGRANIN A,$127.00
RL00869,LC\Q\CK ISOENZYMES,$14.40
RL00878,LC\Q\CLONAZEPAM,$19.55
RL00886,"LC\Q\CMV DNA, QL PCR",$220.00
RL00887,"LC\Q\CMV DNA QUANT, PCR",$107.63
RL00890,LC\Q\CMV IGG AB,$15.51
RL00891,LC\Q\CMV IGM AB,$15.51
RL00893,LC\Q\FACTOR II ACTIVITY,$112.40
RL00894,LC\Q\FACTOR IX ACTIVITY,$72.60
RL00897,LC\Q\FACTOR X ACTIVITY,$31.00
RL00898,"LC\Q\FACTOR XI ACTIVITY,CLOT",$130.00
RL00913,LC\Q\COCCIDIODES AB CF,$17.46
RL00915,"LC\Q\COCCI AB, ID",$13.70
RL00922,LC\Q\CH50,$21.20
RL00923,LC\Q\C1Q COMPLEMENT COMPONENT,$70.00
RL00937,LC\Q\COMPLEMENT C3C,$12.61
RL00938,LC\Q\COMPLEMENT C4C,$12.86
RL00951,"LC\Q\COPPER, SERUM",$31.26
RL00952,"LC\Q\COPPER, URINE",$10.90
RL00966,"LC\Q\CORTISOL, FREE",$18.65
RL00972,"LC\Q\CORTISOL, A.M.",$15.13
RL00974,"LC\Q\CORTISOL, FREE 24 HR UR",$70.00
RL00976,LC\Q\CORTISOL. P.M.,$15.51
RL00977,LC\Q\CORTISOL,$15.51
RL00984A,LC\Q\COXSACKIE B(1-6) AB PRT A,$28.97
RL00984B,LC\Q\COXSACKIE B(1-6) AB PRT B,$7.25
RL00984C,LC\Q\COXSACKIE B(1-6) AB PRT C,$29.00
RL00984D,LC\Q\COXSACKIE B(1-6) AB PRT D,$29.00
RL00984E,LC\Q\COXSACKIE B(1-6) AB PRT E,$29.00
RL00984F,LC\Q\COXSACKIE B(1-6) AB PRT F,$29.00
RL00985,LC\Q\C PEPTIDE,$23.15
RL00990,LC\Q\CREATININE URINE,$5.63
RL00995,"LC\Q\CREATININE, URINE RANDOM",$5.65
RL01002A,LC\Q\CRYOBLOBULINS PRT A,$2.45
RL01002B,LC\Q\CRYOGLBULINS PRT B,$2.40
RL01008A,"LC\Q\CRYPTOSPORIDIUM AG,STOOLA",$28.10
RL01008B,"LC\Q\CRYPTOSPORIDIUM AG,STOOLB",$28.10
RL01023A,LC\Q\CULTURE FUNGUS,$4.15
RL01023B,LC\Q\CULTURE FUNGUS:SMEAR,$4.10
RL01027,LC\Q\CULTURE HERPES W/O TYPING,$103.91
RL01065,LC\Q\CYCLOSPORINE A TROUGH,$27.11
RL01093,LC\Q\CA 15-3,$12.02
RL01103A,LC\Q\COXSACKIE A ABS PRT,$9.00
RL01103B,LC\Q\COXSACKIE A ABS PRT,$9.00
RL01103C,LC\Q\COXSACKIE A ABS PRT C,$9.00
RL01103D,LC\Q\COXSACKIE A ABS PRT D,$9.00
RL01103E,LC\Q\COXSACKIE A ABS PRT E,$9.00
RL01103F,LC\Q\COXSACKIE A ABS PRT F,$9.05
RL01114,"LC\Q\CRYPTO AG, SERUM OR CSF",$15.20
RL01116,"LC\Q\CITIRC ACID, URINE 24 HRS",$20.00
RL01118,"LC\Q\CRYPTOCOCCAL AG, CSF",$39.50
RL01124,LC\Q\COLLAGEN TYPE I-CTX,$71.24
RL01128,LC\Q\COBALT,$50.20
RL01132,"LC\Q\CALPROTECTIN, STOOL",$140.00
RL01139A,LC\Q\CHLAM TRACH ABS IGG,$39.00
RL01139B,LC\Q\CHLAM TRACH ABS IGA,$39.01
RL01139C,LC\Q\CHLAM TRACH ABS IGM,$39.01
RL01227,"LC\Q\DHEA, LC/MS/MS",$50.78
RL01228,LC\Q\DHEA SULFATE,$25.66
RL01232,LC\Q\DIHYDROTESTOSTERONE,$142.00
RL01238,LC\Q\DIRECT LDL,$6.65
RL01261,LC\Q\DILUTE RUSS VIPER VENOM,$44.00
RL01402A,LC\Q\EBV ANTIBODY PANEL PART A,$14.95
RL01402B,LC\Q\EBV ANTIBODY PANEL PART B,$14.95
RL01402C,LC\Q\EBV ANTIBODY PANEL PART C,$14.95
RL01405,LC\Q\EB VIRUS EARLY AG,$28.95
RL01406,LC\Q\EBV IGG AB,$50.00
RL01442,LC\Q\ERYTHROPOIETIN,$18.91
RL01450,"LC\Q\ESTRADIOL, ULTRA-SENS",$25.63
RL01456,"LC\Q\ESTRIOL, SERUM",$35.00
RL01458,"LC\Q\ESTROGEN, TOTAL, SERUM",$17.75
RL01461,LC\Q\ESTRONE,$28.20
RL01468,LC\Q\EXTRACTABLE NUCLEAR,$37.60
RL01470,"LC\Q\EB VIRUS, DNA",$255.00
RL01471,LC\Q\ENDOMYSIAL AB IGA,$44.79
RL01475,"LC\Q\ELASTASE, PANCREATIC",$75.00
RL01600,LC\Q\FACTOR V (LEIDEN) MUTAT,$61.50
RL01604,LC\Q\FACTOR VIII ACTIVITY,$112.38
RL01609,LC\Q\FACTOR XIII FUNCTIONAL,$94.90
RL01610,LC\Q\FACTOR VIII ANTIGEN,$195.71
RL01612,"LC\Q\FECAL FAT, QUAL",$10.36
RL01653,"LC\Q\FOLATE, RBC",$23.44
RL01664,LC\Q\FSH,$9.86
RL01677,LC\Q\FTA-ABS,$9.04
RL01801,LC\Q\GLUC 6 PHOSPHATE DEHYDROG,$14.65
RL01802,"LC\Q\GABAPENTIN,PLASMA",$34.35
RL01803,LC\Q\GLUTAMIC ACID DECAROXY 65,$72.60
RL01812,LC\Q\GASTRIN,$14.40
RL01823,LC\Q\GBM ANTIBIDY,$33.83
RL01833,LC\Q\GIARDIA AG,$10.37
RL01834A,LC\Q\ANTIGLIADIN AB PANEL PRTA,$25.10
RL01834B,LC\Q\ANTIGLIADIN AB PANEL PRTB,$25.10
RL01862,LC\Q\GAMGLIOSIDE AB IGG GQ1B,$107.00
RL01877,"LC\Q\GLIADEN AB, IGA",$25.08
RL01880,"LC\Q\GLIADIN AB, IGG",$25.10
RL02005,LC\Q\H PYLORI AG STOOL,$30.75
RL02008,LC\Q\H.PYLORI IGG AB,$51.30
RL02009,LC\Q\H.PYLORI IGM AB,$20.00
RL02015,LC\Q\HAPTOGLOBIN,$13.96
RL02021,LC\Q\HBV DNA QUAL PCR,$117.50
RL02037,LC\Q\HCV GENTOYPE,$128.13
RL02040,LC\Q\HCV QNT PCR,$117.88
RL02050A,LC\Q\HEAVY METALS URINE RNDM A,$17.92
RL02050B,LC\Q\HEAVY METALS URINE RNDM B,$17.92
RL02050C,LC\Q\HEAVY METALS URINE RNDM C,$17.92
RL02056,LC\Q\HEMOCHROMATOSIS HFE DNA,$173.00
RL02067A,LC\Q\HGB EVALUATION PANEL PRTA,$3.50
RL02067B,LC\Q\HGB EVALUATION PANEL PRTB,$3.50
