Charge Code,Charge Desc,Charge Amt
4181948,STENT WALL BILIARY PREMALUME,8729
4181949,STENT BILIARY,634
4181950,BASKET WEB,812
4181951,EXTRACTOR TRIPLE LUMEN,553
4181952,WIRE GUIDED METRO STIFF TIP,671
4181953,ARTHREX SCHANZ PIN,1428
4181954,CANNULA ULTRA TAPERED,466
4181955,PROBE GOLD INJECTION,1450
4181956,FORCEPS OVAL,288
4181957,BASKET RETREIVAL,1401
4181958,FORCEPS GASTRO PED,174
4181959,DILATOR COTTON BILIARY,277
4181960,ADAPTOR SIDE ARM,66
4181961,PATHFINDER,877
4181962,SNARE JUMBO,93
4181963,CANNULA CONTOUR ERCP,499
4181964,BITE BLOCK,22
4181965,DASH DIRECT ACCESS SYSTEM,1061
4181966,LARYNG-O-JET LIDOCAINE,17
4181967,GASTROSTOMY PEG,877
4181968,TUBE TRANSGASTRIC JEJUNAL,1190
4181969,FORCEPS RADIAL JAW,174
4181970,INJECTION SYSTEM,152
4181971,CANNULA METAL TIP DYE,369
4181972,BASKET SOFT WIRE,1310
4181973,VALVE FORCEPS,22
4181974,TUBE ENDO FEEDING,298
4181975,KIT IV START,7
4181976,CATH IV SAFETY,12
4181977,SUCTION CANNISTER INSERT,12
4181978,FORCEPS NON-RETRACTABLE,1169
4181979,PACK CUSTOM LAPAROSCOPY GYN,962
4181980,STENT SOLOPASS PERCUFLEX,931
4181981,STENT COTTON LEUNG BILIARY,526
4181982,JELLY K-Y 5GM,7
4181983,SKINMARKER,7
4181984,TONGUE BLADE,7
4181985,THERMOMETER FEVER SCAN,7
4181986,CANNISTER SET J&J,39
4181987,TRUMATCH RESECTION GUIDE (DEPUY),5885
4181988,FORCEPS HOT BIOPSY,293
4181989,BONE CEMENT SMARTSET,433
4181990,ACETABULAR CUP ASR,20806
4181991,FEMORAL UNI HEAD,8308
4181992,SLEEVE TAPER ASA,1472
4181993,FEMORAL STEM,10925
4181994,FEMORAL STEM SLUTION,32043
4181995,CEMENT BONE GENTAMICIN 20G,834
4181996,STENT URETERAL,839
4181997,INTRODUCER MERIT,103
4181998,STOPCOCK MORSE 3 WAY,44
4182000,TROCAR FLEXIBLE,244
4182002,SURE CLOSE 50,855
4182003,VAMP CANNULA,7
4182004,SCREW HA,2964
4182005,DURAFORM 1X1,477
4182006,DURAFORM 3X3,1758
4182007,DURAFORM 1X3,872
4182008,CAROTID SHEATH,866
4182009,CANNULA AR,142
4182010,REAMER HEAD,774
4182011,INTRODUCER SHEATH,2590
4182012,XENFORM REPAIR MATRIX 8 X 12,6950
4182013,WRENCH KIT,250
4182014,SUPPORT FACIOPLASTY,174
4182015,BONE ALLOGRAFT UNI-BLOCK,3786
4182016,CATH MARC,725
4182017,CATH HEADHUNTER,61
4182018,CATH JB2,61
4182019,CATH SIM,61
4182020,CATH C2,61
4182021,CATH CONTRA,66
4182022,CATH BERN,61
4182023,SHEATH PINNACLE,412
4182024,ADAPTER Y GATEWAY PLUS,163
4182025,STENT BILIARY SM,8112
4182026,BALLOON INFLATION UNIT,5528
4182027,ZIPWIRE GRP 2,331
4182028,BALLOON CUTTING,4651
4182029,SLING URETHRAL ORBTRYX HALO,5063
4182030,STENT ABSOLUTE SELF EXPANDING,5820
4182031,WIRE 3 WAY,725
4182032,BALLOON RENAL USSV,2456
4182033,HARVESTER,2862
4182034,NOVASURE,5528
4182035,SEMITENDINOSIUS,3203
4182036,TUBE BMT DONALDSON,82
4182037,CATH MEASURING,639
4182038,PUNCH TAP,158
4182039,MORCELLATOR,3235
4182040,STENT EXPRESS BILIARY LD,6625
4182041,BALLOON CATH ULTRA THIN,1045
4182042,STENT SENTINOL,6399
4182043,STENT EXPRESS LD,6550
4182044,GLIDECATH,298
4182045,BONE INTEGRO DBM 1CC,818
4182046,BONE INTEGRO DBM 2CC,1440
4182047,TIGHTROPE SYNDEMOSIS REPAIR KIT,2359
4182048,MESH PROCEED 6 X 8,3738
4182049,MESH PROCEED 3 X 6,1758
4182050,QUICK TRACH,472
4182051,VEST SURGICAL,379
4182052,SPACEMAKER,1537
4182053,CANNULA DUPLOTIP,93
4182054,MITEK SPIROLOK ANCHOR,639
4182055,STENT SINUS RAINS FRONTAL,169
4182056,RETRACTOR DVR DIRECT VIEW,595
4182057,SCALPEL HEMOSTATIC THERMAL,904
4182058,ULTRAFIX,666
4182059,CABLE READY SYSTEM,936
4182060,SUTURE GUIDE DEKNATEL,174
4182061,BLADE SCREW DRIVER,548
4182062,TIBIAL SHEATH,472
4182063,FORCEPS BIOPSY,1055
4182064,CATH ALGITRAC,931
4182065,CUTTER TRIPOLAR,855
4182066,MESH PARIETEX 6 X 8,1623
4182067,MESH PARIETEX 6 X 4,1434
4182068,MESH COMPOSITE PARIETY 25X20CM,2364
4182069,MESH COMPOSITE PARIETY 20X15CM,1623
4182070,MESH COMPOSITE PARIETY 4 X 8,1256
4182071,MESH VENTRALEX HERNIA PATCH,1440
4182072,SLING VAGINAL,3928
4182073,CAUTERY HOOK,585
4182074,TUBING GRAVITY 2-SPIKE,34
4182075,LASER PROBE SLT,2596
4182076,INTRODUCER HEMEQUET,49
4182077,LAP DISC,2245
4182078,SILICONE LUBRICANT,120
4182079,PIN CENTERING GRP 1,115
4182080,CATH PASSER PSMED,315
4182081,CATH PASSER NEURO,331
4182082,CATH PASSER JJ,406
4182083,SUTURE ANCHOR DUET,629
4182084,KNIFE COLD STRAIGHT,676
4182085,MESH COMPOSITE 12 X 12,4793
4182086,NERVE LOCATOR/STIMULATOR,115
4182087,STONE BASKET SURLOK,331
4182088,SUTURE ANCHOR,1428
4182089,TUBE GASTROSTOMY/BUTTON,731
4182090,TUBE GASTROSTOMY FLEXIFLO,363
4182091,NERVE STIMULATOR DIGISTEM,1244
4182092,PACKING SINUS KENNEDY,34
4182093,KIT REFILL MCGHAN,44
4182094,FORCEPS PRECISOR BRONCH,169
4182095,PIN SELF-DRILLING,740
4182096,ULNAR ASSY ELBOW,25743
4182097,MESH PROCEED PCD,2451
4182098,SYSTEM DALL-MILES,2829
4182099,ANCHOR LUPINE LOOP,1542
4182100,CARTLIDGE SURGICAL IMPLANT,2478
4182101,PATCH PARASTOMAL HERNIA,6977
4182102,MESH DUAL PLUS 18 X 19,5214
4182103,TUBE MOSS NASAL,1136
4182104,PERMACATH,1072
4182105,CAP POLARUS,671
4182106,CLIP GUN KIT,336
4182107,TUNNELER,233
4182108,METRA PS PROCEDURE KIT,4803
4182109,TROCAR SLEEVE VERSASTEP,390
4182110,TRANSONIC KEY SET,163
4182111,CANNULA ARTERIAL,103
4182112,LIGACLIP ENDOSCOPIC,612
4182113,CANNULA NASAL 02 SALTER C02,22
4182114,BLADE RADENOID,612
4182115,VALVE NEURO PROGRAMMABLE,18139
4182116,MICRO VALVE IN LINE SHUNT,3451
4182117,CAP PACEMAKER TERMINAL,250
4182118,TUBE BMT C-FLEX VENT,61
4182119,BONE FILLER DEVICE KYPHX,671
4182120,BLADE EXPLANT,4111
4182121,KIT LAP BYPASS,2689
4182122,YANKAUER BULB SUCTION,710
4182123,ANCHOR MINI MITE,169
4182124,COUNTERSINK,785
4182125,ANCHOR SUPER REV/DRIVE,1352
4182126,MANNIPULATOR ZANNANTI,142
4182127,FASTAK SMALL BONE,958
4182128,CATH ULTRA THIN SDS,1045
4182129,TIGERWIRE,196
4182130,DECUBICARE PAD 30X60,93
4182131,VENOUS OUTFLOW COMPONENT,8070
4182132,ARTERIAL GRAFT COMPONENT,3786
4182133,ACCSSORY COMPONENT KIT,1883
4182134,PLATE SPINE 3 LEVEL GRP 1,6084
4182135,PLATE SPINE 3 LEVEL GRP 2,7037
4182136,PLATE STRY/LEIB GRP 3,531
4182137,PLATE STRY/LEIB GRP 4,671
4182138,BALLOON INFLATION DEVICE,347
4182139,ULTRA TOME/STONE TOME,1131
4182140,SLATER SLEEVE,17
4182141,SEPRA FILM,1190
4182142,PACK CLOSURE PROCEDURE,472
4182143,INTRODUCER SHEATH MICRO,142
4182144,BALLOON SYMMETRY,1564
4182145,TENDON SEMI T,7058
4182146,SINUSTENT MEROCEL,103
4182147,GUIDEWIRE MAGIC TQ,201
4182148,FILTRATION EMBOL-X AORTIC,2299
4182149,CONTACT NIPPLE SHIELD,17
4182150,CLAMP OUTLET PORT,22
4182151,CABLE BIPOLAR KLEPPINGER,93
4182152,SLING URETEX TRANSORBITOR,4333
4182153,BONE MATRIX 1CC,1050
4182154,BONE MATRIX 0.5CC,590
4182155,BONE PLUG ACL,152
4182156,BONE CANCELLOUS CRUSHED 30CC,2186
4182157,"PATCH PTFE FELT 6"" X 6""",548
4182158,SUTURE SUPRAMID I,12
4182159,SUTURE SUPRAMID II,49
4182160,PATCH CV PFE 20X90,585
4182161,GRAFT ADVANTA CENTERFLEX 8X45,3013
4182162,VASCULAR DILATORS,255
4182163,BLADE SPIRAL,2932
4182164,CATH HEMODIALYSIS,1391
4182165,CATH VIDEO GUIDED,2321
4182166,STOPCOCK UNIVERSAL II,369
4182167,FEMORAL SHAFT FFS,5231
4182168,SPINAL WAND,7269
4182169,PLEURX DRAINAGE KIT,304
4182170,CATH THORACIC TROCAR ARGYLE,93
4182171,CATH THORACIC ARGYLE,44
4182172,BLADE SAGITTAL STERNAL REV.,120
4182173,BLADE STERNAL SAW,61
4182174,ANGIOJET PUMP SET POSSIS,1450
4182175,TRACHEOESOPHAGEAL PUNCTURE,893
4182176,MESH COMPOSITE PARIETEX 4X8,2213
4182177,MESH KUGEL HERNIA 7.6CM,1401
4182178,MESH KUGEL HERNIA 10.2CM,1018
4182179,MESH DUAL PLUS 18X19,5214
4182180,MESH DUAL PLUS 26X34,18815
4182181,MESH DUAL PLUS 10X15,2299
4182182,MESH COMPOSIX KEYHOLE LARGE,352
4182183,MESH COMPOSIX 3X6,1845
4182184,PATCH HEMASHIELD AORTIC,2089
4182185,CONNECTOR SIMS,7
4182186,NEURO SURGICAL STRIPS,49
4182187,TRANSDUCER DUAL,634
4182188,PELVILACE BIOURETHRAL SUPPORT,5787
4182189,NEEDLE SCORPION,812
4182190,TUBING ELASTOMER SILICONE,347
4182191,OSTOME ONE PIECE,12
4182192,STONE RETRIEVER,1072
4182193,TROCAR 20MM,244
4182194,TUBING ASPIRATING,44
4182195,SPINAL WAND,7199
4182196,STAPLE LINEAR 90MM,460
4182197,STAPLE RELOAD ETS LINEAR CUTTER,974
4182198,TUBING UNIVERSAL VAC,509
4182199,BONE FIBULA SECTION 3CM,1007
4182200,PLEDGETS 007976,125
4182201,INTRODUCER,103
4182202,INTRODUCER,196
4182203,CATH ANGIOGRAPHIC,66
4182204,ADAPTOR FLUID PORT,39
4182205,CONNECTOR CLEAR,17
4182206,BAG SPECIMEN CD004,834
4182207,CABLE,4841
4182208,GRAFT SIZER,61
4182209,PIN CERCLAGE,671
4182210,NSAL PACK SINU KIT,190
4182211,CAGE VILIFT,30069
4182212,ACETABULAR CUP ASR,20875
4182213,FEMORAL UNI HEAD,8351
4182214,SLEEVE TAPER ASA,1477
4182215,FEMORAL STEM CEMENTED,15706
4182216,FEMORAL STEM SLUTION,32049
4182217,SABER 30,720
4182218,SPATULA TIP STRYKEPROBE,158
4182220,SCREW PEG (HAND INOVATIONS SP),406
4182221,HAND INOVATIONS HEAD DVR,4002
4182222,HAND INOVATIONS PLATE DVR,3338
4182223,HAND INOVATIONS PLATE FRAGMENT,2851
4182224,HAND INOVATIONS CORTICAL SCREW,406
4182225,HAND INOVATIONS DRILL BIT FAST,460
4182226,HAND INOVATIONS PEG DRIVER FAST,158
4182227,GUIDEWIRE CONTROL GRP 2,602
4182228,BALLOON CATH XXL 12-14 FR,2045
4182229,BALLOON CATH XXL 16FR,2224
4182230,GRASPER ENDOSCOPIC,277
4182231,BONE WEDGE CERVICAL,2305
4182232,SCREW CANCELLOUS GRP 5,520
4182233,PLATE CLAVICLE GRP 8,704
4182234,BONE SCREW AM,1699
4182235,SAM PELVIC SLING,401
4182236,ABDOMINAL BINDER,61
4182237,SCREW CORTEX GRP 3,244
4182238,SCREW CORTEX GRP 6,656
4182239,SCREW CORTEX GRP 5,531
4182240,MESH TEGADERM AG 2X2,34
4182241,DRESSING NASOPORE,406
4182242,BONE WEDGE CERVICAL,2305
4182243,MESH POLYFORM,1726
4182244,WRENCH SPANNER,1055
4182245,SLEEVE PACEMAKER,260
4182246,BONE INTEGRO DBM 10CC,5511
4182247,BONE INTEGRO DBM 5CC,3208
4182248,CANNULA CURVED,125
4182249,RINGS MALYUGIN,595
4182250,DERMATONE BLADE/BROWN ZIM,152
4182251,INFUSOR BAG,71
4182252,GUIDEWIRE LUNDERQUIST,379
4182253,INTRODUCER COOK 16FR GPN,698
4182254,INTRODUCER COOK 22FR GPN,1380
4182255,DILATOR COONS 16FR GPN,61
4182256,DILATOR COONS 22FR GPN,109
4182257,DILATOR ENDOVASCULAR GPN,834
4182258,PURAPLY 5 X 5,515
4182259,CATH OMNIFLUSH ANGIODYNAMIC,671
4182260,LEAD END CAP KIT,142
4182261,SNARE AMMPLATZ GOOSENECK,720
4182262,THERMASPLINT,93
4182263,SCISSORS LAPRASCOPIC,239
4182264,CANNULA SAPHENOUS VEIN,34
4182265,CATH ADVANTAGE,98
4182266,PUSH LOCK ARTHREX,1959
4182267,AMNIOGRAFT 3.5 X 3.5,3786
4182268,SCREW CANNULATED LOCKING GRP 3,1007
4182269,SCREW LOCKING FULL THREAD GRP 2,834
4182270,SCREW CORTEC,282
4182271,PLATE CALCANEAL GRP 2,2689
4182272,PLATE DHS-DCP GRP 4,2743
4182273,PLATE TROCHANTER STBILIZATION,2699
4182274,SCREW LOCKING TITAN GRP 3,1190
4182275,SCREW LOCKING TITAN GRP 2,1045
4182276,SCREW DUAL CORE GRP 2,1374
4182277,SUTURE DBL ARMED,540
4182278,NEURO PATIENT TRIAL KIT,472
4182279,PLATE CONDYLAR GRP 6,7507
4182280,SCREW CANCELLOUS GRP 6,595
4182281,CRANIAL DRAINAGE SET,899
4182282,SCREW CANNULATED LOCKING GRP 1,715
4182283,ARDENT BRONCH BLOCKER SET,526
4182284,NEEDLE PROBLOCK,66
4182285,LMA UNIQUE,49
4182286,LMA FASTRACH,406
4182287,LMA FLEXIBLE,98
4182288,AIRWAY EXCHANGE CATH,201
4182289,HUMERAL ASSEMBLY,5940
4182290,1/2 NORAML SALINE 1000ML,7
4182291,PLATE STRY/LEIB GRP 7,1050
4182292,PLATE STRY/LEIB GRP 8,1163
4182293,PLATE STRY/LEIB GRP 9,1607
4182294,FILTERLINE SET,39
4182295,PLATE STRY/LEIB GRP 10,1905
4182296,PLATE STRY/LEIB GRP 11,2018
4182297,IV SET SECONDARY,7
4182298,PLATE STRY/LEIB GRP 12,2726
4182299,SET IV EXTENSION,17
4182300,UROGATE Y CONNECTOR,120
4182301,BOTTLE-O-JET,82
4182302,BAG-O-JET,44
4182303,GLYCINE IRIG 3000ML,130
4182304,IRRIGATION WATER 3000ML,158
4182305,IRRIGATION WATER 2000ML,130
4182306,IRRIGATION WATER 1000ML,115
4182307,IRRIGATION NACL 1000ML,115
4182308,IRRIGATION NACL 2000ML,130
4182309,IRRIGATION NACL 3000ML,158
4182310,STOPCOCK 3-WAY MX431-1L,17
4182311,STOPCOCK 4-WAY MX434-1L,17
4182312,SADDLE BLOCK 25GA NEEDLE,369
4182313,STOPCOCK K-52,44
4182314,"STOPCOCK 4-WAY 33"" V5531",44
4182315,STOPCOCK,22
4182316,CATH IV BUTTERFLY,17
4182317,JELCO IV CATH,44
4182318,IV SET STERILE V1499,185
4182319,XEROFORM GAUZE 1 X 8,17
4182320,XEROFORM GAUZE 5 X 9,22
4182321,ADAPTIC 3 X 3,17
4182322,ADAPTIC 3 X 8,17
4182323,BIOCLUSIVE DRESSING 2X3,17
4182324,BIOCLUSIVE DRESSING 4X5,44
4182325,BIOCLUSIVE DRESSING 8X10,71
4182326,PETROLATUM DRESSING 3X9,22
4182327,PETROLATUM DRESSING 3X18,22
4182328,PETROLATUM DRESSING 6X36,44
4182329,PETROLATUM TUBE 1/2 X 72,22
4182330,PHYSIOLYTE 1000ML,174
4182331,IRRIGATION NACL 500ML,98
4182332,CYSTO SET 6544,115
4182333,TUR SET 6954,98
4182334,DRESSING XEROFORM 5X9,22
4182335,DRESSING XEROFORM 1X8,17
4182336,DRESSING SCARLET RED,212
4182337,POWERGLIDE 20G BASE KIT,233
4182338,POWERGLIDE 20G FULL KIT,396
4182339,DRESSING CHANGE KIT,28
4182340,BLADE BEAVER DUAL EDGE 6900,44
4182341,MICROBORE TUBING,17
4182342,"SAFELINE EXTENSION 7"" NF1322",17
4182343,DURAGUARD DURA REPAIR PATCH,1271
4182344,SUTURE E-PACK CABG CYRUS,433
4182345,ORATEC ELECTRO-THERMAL PROBE,1018
4182346,GRAFT PERIGUARD 6 X 8,1856
4182347,GRAFT PERIGUARD 12 X 25,2970
4182348,NEURO PROGRAMER,5300
4182349,SYNERGY PULSE GENERATOR,63804
4182350,SYNERGY PATIENT KIT 7427EZ,69358
4182351,PROLENE HERNIA SYSTEM,1569
4182352,ASEPTIC FLUID TRANSFER SET,142
4182354,ELECTROTHERMAL PROBE ORATEC,1050
4182355,SUTURE E-PACK VALVE KWAN,433
4182356,RADIOFREQUENCY GROUNDING PAD,115
4182357,CATH URETERAL ACCESS,66
4182358,HULKA CLIPS,93
4182360,BAIR HUGGAR BLANKET,71
4182361,TRANSDUCER DUAL,363
4182362,PACEMAKER STYLET,136
4182364,STENT PANCREATIC,585
4182365,ALLODERM GRP 4 (16X20) (320 sq cm),170
4182366,DUAL MESH GORE-TEXS 1DL MC08,13397
4182367,ARROW MLA MENISCUS,1283
4182368,DURAGUARD DURA PATCH LARGE,4165
4182369,VALVULOTOME 100 - 80,1548
4182370,BUSSE SIGMOID SUCTION TIP,22
4182371,PACK LOWER EXTREMITY CUSTOM,331
4182372,PLATE T GRP 3,244
4182373,PLATE T GRP 4,412
4182374,PLATE T GRP 6,839
4182375,VAGUS NERVE STIMULATOR,25300
4182376,GRAFTJACKET PER SQ CM,460
4182377,CONNECTOR (SPINE) GRP 6,16500
4182378,BMT PAPAREIIA TUBE,55
4182379,BONE CHIPS AT405,3094
4182380,ORTHOBIOLOGIC TISSUE IMPLANT,5885
4182381,PLATE T GRP 7,1548
4182382,VAGUS NERVE LEAD,5273
4182383,VAGUS NERVE TUNNLER,580
4182384,POSITIONER PYRAMID HEART,747
4182385,ATRICURE HANDPIECE,5760
4182386,KIT ENDOSCOPIC GASTRIC,764
4182387,KIT ENDOSCOPIC CHOLE,2272
4182388,PLASMA WAND,882
4182390,"CIRCUIT, BREATHING DISP",71
4182391,SCREW LOCKING FULL THREAD GRP 1,656
4182392,PLATE 1/3 TUBULAR GRP 5,656
4182393,KEY SET TRANSONIC,142
4182394,DRILL BIT GP11,1785
4182395,PLATE CERVICAL GRP 9,4998
4182397,SCREW EBI,2143
4182398,PLATE LCP GRP 3,1775
4182399,PLATE T GRP 8,1640
4182400,PLASMA WAND,1121
4182401,PTA BALLON CATH,558
4182402,GROSHONG CONNECTOR,44
4182403,SEAL BLUE SILICONE,17
4182404,SUTURE BIO-CORKSCREW,904
4182405,NAIL GAMMA GRP 2,4949
4182406,NAIL GAMMA GRP 6,8335
4182407,PEG KIT,390
4182408,ANS TRIAL LEAD KIT,3451
4182409,CEMENT BONE ANTIBIOTIC,1737
4182410,CEMENT BONE OSTEOPAL,260
4182411,CEMENT BONE PLACOS R,331
4182412,CEMENT BONE DOUGH TYPE,233
4182413,SYRINGE ENCORE INFLATION,239
4182414,SUCTION CURRETTE,22
4182415,HARMONIC SCALPEL SHEARS,2218
4182416,OSTEOSET MINI BEAD 311,2375
4182417,INTRODUCER FORTE' ACCESS,363
4182418,STONE BASKET SURCATCH,693
4182419,STONE BASKET MVV,617
4182420,MICROPUNCHER ACCESS,66
4182421,VOSOVIEW SYSTEM,1839
4182422,KYPHON EXPANDER FIRST,8660
4182423,TUBING GRAVITY,22
4182424,LAP SAC,293
4182426,VALVE HAKIN PROGRAMMABLE,14813
4182427,INDERMIL,71
4182428,NEURO RESERVOIR SINGLE,450
4182429,WOUND VAC DRESSING LARGE,293
4182430,WOUND VAC DRESSING MEDIUM,239
4182431,WOUND VAC DRESSING SMALL,185
4182432,WOUND VAC CANNISTER/GEL,201
4182433,MITEK SPIRALOK,629
4182434,TUBING GRAVITY 2-SPIKE/1,34
4182435,WOUND VAC DRESING X-LARGE,255
4182436,ENT ASPIRATOR NAVIGATOR,374
4182437,SURGI-WRAP 130X200,1332
4182438,SURGI-WRAP 100X130,666
4182439,SCREW BIO--INTRAFIX,1104
4182440,DOUCHE BAG DIPS,17
4182441,DRILL BIT GP12,2380
4182442,DRILL BIT 3-FLUTED 4.2MM,1315
4182443,SCREW SPINAL AXON LOCKING,671
4182444,BONE CANCELLOUS 4-10MM 60CC,3603
4182445,SCREW DHS/DCS COMPRESS GRP 1,212
4182446,DRILL BIT GP13,2975
4182447,RETRACTOR ALEXIS,190
4182448,GUIDEWIRE 2.0MM WS-2009ST,82
4182449,HANDPIECE SINGLE FUNCTION,1974
4182450,DRAINAGE BAG SET URINARY,66
4182451,PLATE VECTRA 1 LEVEL GRP 1,8188
4182452,SCREW VAST GRP 2,1531
4182453,SCREW CANNULATED GRP 2,779
4182454,SCREW VAST GRP 1,1239
4182455,SCREW GRP 10,1224
4182457,SCREW TRIO,2077
4182458,SCREW GRP 4,536
4182459,SUTURE BRIDGE KIT,5712
4182460,SNARE FEMORAL RETRIEVAL SET,3046
4182461,SNARE WITH FEMORAL SHEATH,1180
4182462,MINI BUTTON KIT,347
4182463,TACK TRANSVAGINAL,1521
4182464,BULB INSUFLATION RECTAL,212
4182465,KIT MALE SLING,4879
4182466,COLLAGEN IMPLANT PERMACOL,4019
4182467,STAT TACK,412
4182468,CLIPPER LEAD EXTRACTION SYS,130
4182469,COIL EXPANDER LEAD EXT SYS,142
4182470,STYLET WIRE LEAD EXT SYS,71
4182471,GAUGE PIN LEAD EXTRACTION SYS,379
4182472,HEMOSTAT SOF-GRIP EXT SYS,130
4182473,PIN VISE LEAD EXTRACTION SYS,169
4182474,STYLET WILKOFF LOCKING,1548
4182475,STYLET LIBERATOR LOCKING,1229
4182476,DILATOR BYRD TELESCOPING,812
4182477,DILATOR SET,3094
4182478,DILATOR SHEATH BYRD X-LONG,493
4182479,STAPLING DEVICE GIA GORE,1364
4182480,BLOOD FILTER,185
4182481,PLATE T GRP 9,2067
4182482,PLATE RT ANGLE T-PLATE GRP 2,548
4182483,GRAFT PEPIGUARD 4X4,553
4182484,PLATE TUBULAR GRP 2,401
4182485,MINI BUTTON KIT MVV,499
4182486,SHEATH 24CM CVD PEEL-AWAY,288
4182487,PLATE 1/3 TUBULAR GRP 8,1045
4182488,PLATE VECTRA 3 LEVEL GRP 2,10298
4182489,PLATE VOLAR GRP 1,2191
4182490,DRESSING SMALL STERILE,22
4182491,GRANULEX 4 OZ TOPICAL SPRAY,49
4182492,PACK CUSTOM LAMI DAVIS SUPLMENT,553
4182493,GRAFT 4-7MMX45CM TAPERED HEPARIN,5555
4182494,GRAFT 6MM X 40CM HEPARIN,4690
4182495,SPACER AVS,10147
4182496,PERONEOUS LONGUS 909,6474
4182497,SPACER CORNERSTONE PSR 5X14X11MM,3451
4182499,ARISE APICAL/ANTERIOR VAG SUP SYS,7696
4182500,SURGICEL 6 X 9,698
4182501,SCREW CONICAL GRP 3,1418
4182502,LYSONIX SOLUTION SET,93
4182503,STENT URINARY DIVERSION,580
4182504,CATH ANGIO IMF,49
4182505,STENT URETERAL,309
4182506,PLATE CLAW GRP 3,5771
4182507,PACEMAKER SLEEVE,260
4182508,RETRACTOR ALEXI ROUND,374
4182509,PLATE VOLAR GRP 5,5225
4182510,DRESSING LARGE STERILE,44
4182511,PLATE VECTRA,9383
4182512,SCREW VECTRA,1839
4182513,DRILL BIT 3.2 CANN GRP 1,1715
4182514,DRILL BIT 2.0MM QC 110MM,834
4182515,PLATE DISTAL GRP 9,7335
4182516,SCREW LOCKING CORTICAL 3.5MM 18MM,423
4182517,SCREW BONE GRP 1,298
4182518,ECHELON RELOADS 60 WHITE ECR60W,514
4182519,LAPRATY ABSORB SUTURE CLIP XC200,212
4182520,HOOK I DISPOSABLE,909
4182521,ATRICURE HANDPIECE OSL2,11780
4182522,PLATE STRY/LEIB GRP 6,845
4182523,PLATE WRIST FUSION GRP 1,8756
4182524,PLATE Y GRP 2,2186
4182525,FORCEPS DISP ENDOSCOPIC,1602
4182526,PLATE VECTRA 2 LEVEL GRP 1,8783
4182527,PLATE VECTRA 3 LEVEL GRP 1,8432
4182528,CARTRIDGE NITROUS OXIDE,255
4182529,ROD SPINAL GRP 11,2261
4182530,GLIDECATH GRP 1,250
4182531,SCREW LOCKING GRP 10,1104
4182532,BUR CORNERSTONE,575
4182535,DRILL BIT CRANIOTOMY,520
4182536,SCREW GRP 11,1369
4182538,ROD SPINAL GRP 4,1915
4182539,ROD SPINAL GRP 1,774
4182540,SCREW CANCELLOUS GRP 4,433
4182541,SCREW CANCELLOUS GRP 8,953
4182542,GRAFT IMPRA EPTFE STRAIGHT CARBON,1202
4182543,DRILL BIT 310 (GP3),747
4182544,NEURO CHARGING SYSTEM 37752,10811
4182546,ROD SPINAL GRP 5,2001
4182547,SCREW AXON,5755
4182548,SCREW GRP 12,1548
4182549,SCREW CANCELLOUS GRP 9,1661
4182550,SCREW CORTICAL GRP 3,379
4182551,SCREW LEGACY DANEK,5511
4182552,SCREW MANTIS,6664
4182553,SCREW MILAGRO,1548
4182554,SCREW MULTIDIRECTIONAL MD,482
4182555,SCREW POLY,5312
4182556,SCREW NON-BIASED ANGLE,4457
4182557,SCREW REDUCTION DANEK,6426
4182558,SCREW DANEK GRP 2,1251
4182559,SCREW REUNITE EBI,953
4182560,SCREW SET 3003,715
4182561,SCREW SEXTANT DANEK,6745
4182562,SCREW DANEK GRP 1,634
4182563,CELL ADAPTER,2060
4182564,DRESSING PREVENA,1352
4182565,DRESSING-MASTOID,22
4182566,DRESSING FLUFFLEX,34
4182567,LIGHTMAT ULTRA-THIN FLEXIBLE,239
4182569,GUIDEWIRE GRP 8,158
4182570,MATRIX HEMOSTATIC FLOSEAL 10ML,1607
4182571,MATRIX HEMOSTATIC FLOSEAL 5ML,899
4182572,TEST STIM KIT INTERSTIM,1455
4182573,LEAD TEST STIMULATION,553
4182574,IMPLANTATION SYSTEM FOR PD CATH,830
4182575,WIRE ADVANCE FIRM .014 TIP,812
4182576,BONE PUTTY ACTIFUSE ABX 20ML,13088
4182577,LATEX FREE FOLEY KIT,93
4182578,ALLOGRAFT HUMAN 10CC,6187
4182579,ALLOGRAFT HUMAN 2.5CC,2191
4182580,DRESSING MEDIUM STERILE,17
4182581,ALLOGRAFT HUMAN 1CC,1023
4182582,BLADE CHISEL 10MM,158
4182583,PLATE LCP GRP 2,1618
4182584,ADAPTER FEEDING,44
4182585,LOOP LIGATURE,169
4182586,ROD SPINAL GRP 13,3191
4182587,BUR GRP 9,1136
4182588,VALVUOTOME,5469
4182589,INSTRUMENT BATTERY,185
4182590,DRESSING WET THERMAL PAK,201
4182591,ORTHOLOCK EX-PIN,568
4182592,NAVIGATION PIN,568
4182593,GUIDE FRAMELESS,2732
4182594,BIOPSY NEEDLE DISP,2905
4182595,MASK NEW PAT REGIS,1413
4182596,BURR HOLE COVER,206
4182597,VOICE PROSTHESIS,899
4182598,TUNNELING TOOL,758
4182599,LV LEAD,15143
4182600,CATH DIALYSIS HEMOSPLIT,2234
4182601,NEURO ANS IGP RECHARGEABLE,76145
4182603,DURAMATRIX,3397
4182604,COAPTITE IMPLANT,1445
4182605,COAPTITE NEEDLE,130
4182606,COBALATOR EVAC,834
