 Procedure  Code,Chargemaster Description, Standard Chargemaster Price 
1213697,FLU VAC QUAD 6-35MO ,23
1612241,FL-UCG VOIDING CR   ,"2,535"
1218594,FLUCONA 40MG/ML 35ML,89
1217695,FLUCONAZ 10MG/ML 1ML,339
1210238,FLUCONAZOL 200MG INJ,569
7212137,FLUCONAZOL 200MG INJ,171
1217696,FLUCONAZOLE 100MG TB,139
1217697,FLUDROCORTIS .1MG TB,8
1217698,FLUMAZENIL 0.5MG/5ML,337
1219320,FLUMAZENIL 1MG/10ML ,164
1219332,FLUORESC NA 1MG STRP,21
1314599,"FLUORESCENT AB,SCREE",273
1314601,"FLUORESCENT AB,TITER",262
1219333,FLUORESCITE 10% 5ML ,253
1217192,FLUOXETINE 10MG CAP ,10
1217261,FLUOXETINE 20MG CAP ,6
1212247,FLUPHENAZ 2.5MG/1 IJ,"1,694"
1217659,FLUPHENAZINE 1MG TAB,3
1219017,FLUPHENAZINE 5MG TAB,4
7212194,FLUPHENZI UP TO 25MG,299
1612235,FL-UROGRAPH RETRO CR,"2,535"
1612234,FL-UROGRAPH W TOM CR,"2,535"
1612236,FL-UROGRAPHY ANTE CR,"2,535"
7210541,FLUTICAS 50MCG/A 16G,159
1217664,FLUTICASO 110MCG 12G,19
7210175,FLUTICASO 44MCG 10.6,19
1217669,FLUVASTATIN 20MG CAP,48
1217670,FLUVASTATIN 80MG CAP,62
1219346,FLUVOXAMINE 100MG TB,10
1210003,FLUVOXAMINE 25MG TAB,8
1217671,FLUVOXAMINE 50MG TAB,5
1317028,FMR1 GENE ALLELES   ,128
1217672,FOLIC ACID 1MG TAB  ,6
7210827,FOLIC ACID 400MCG TB,19
1217673,FOLIC ACID 50MG/10ML,322
1314259,FOLIC ACID RBC      ,419
1314258,FOLIC ACID SERUM    ,419
1314297,FOLLICLE STIM HORM  ,624
7212212,"FOMEPIZOLE, 15 MG   ",91
1210221,FONDAPARINUX 0.5MG  ,211
1210222,FONDAPARINUX 0.5MG  ,52
1210223,FONDAPARINUX 0.5MG  ,52
7212335,FONDAPARINUX 0.5MG  ,31
1212647,FOSAPREPITANT 1MG IJ,21
1217677,FOSINOPRIL 10MG TAB ,15
1210176,FOSPHENYTOIN 50MG   ,19
7211934,FOSPHENYTOIN 50MG   ,160
1314678,FRANCISELLA TULARENS,195
1314859,FUNGI IDENTIF YEAST ,362
1314679,"FUNGUS AB, NOS      ",454
1218611,FUROSEMID 8MG/ML 5ML,26
1210262,FUROSEMIDE 20MG INJ ,62
1210263,FUROSEMIDE 20MG INJ ,62
7212013,FUROSEMIDE 20MG INJ ,134
1217213,FUROSEMIDE 20MG TAB ,3
1217214,FUROSEMIDE 40MG TAB ,3
1913241,G TUBE REPLACEMENT  ,"1,585"
1314286,"G6PD, QUANT         ",329
2811227,GA67 GALLIUM/MCI    ,166
1217216,GABAPENTIN 100MG CAP,4
1217215,GABAPENTIN 300MG CAP,3
1217217,GABAPENTIN 400MG CAP,5
1812256,GAIT TRAINING-15 MIN,187
1314262,GALACTOSE           ,449
1314263,GALACTOSE TRANS QUAN,738
7210377,GALANTAMINE 8MG TAB ,14
1314265,GAMMAGLOB M-G-A-D   ,212
1314266,GAMMAGLOBULIN IGE   ,554
1314276,GASTRIN             ,592
1217223,GEMFIBROZIL 600MG TB,8
1315034,"GENOTYPE,DNA,HEPAT C","3,527"
1217224,GENTAMCYI.3%OIN 3.5G,207
1217227,GENTAMIC.1% OIN 15GM,142
1315822,GENTAMICIN          ,551
1211039,GENTAMICIN UPTO 80MG,100
1211040,GENTAMICIN UPTO 80MG,19
1212982,GENTAMICIN UPTO 80MG,61
1212983,GENTAMICIN UPTO 80MG,120
1212984,GENTAMICIN UPTO 80MG,86
1219353,GENTAMICIN UPTO 80MG,103
7212248,GENTAMICIN UPTO 80MG,167
1219721,GENTAMYC 0.3%OS 5ML ,100
1217228,GENTIAN VIOL 1% 60ML,16
1314292,GGT                 ,216
1218341,GI COCKTAIL         ,89
1160111,GI LAB LEV 1 1ST 15 ,936
1160112,GI LAB LEV 2 1ST 15 ,"1,409"
1160113,GI LAB LEV 3 1ST 15 ,"1,874"
1160114,GI LAB LEV 4 1ST 15 ,"2,345"
1160121,GI LEV 1 EA ADD MIN ,14
1160122,GI LEV 2 EA ADD MIN ,22
1160123,GI LEV 3 EA ADD MIN ,30
1160124,GI LEV 4 EA ADD MIN ,36
1314680,GIARDIA LAMBLIA AB  ,454
1217229,GLIMEPIRIDE 2MG TAB ,15
1219032,GLIPIZIDE 10MG TAB  ,22
1217231,GLIPIZIDE 2.5MG SRTB,7
1217232,GLIPIZIDE 5MG TAB   ,5
1316362,"GLU,HOME USE DIAGNOS",79
1314277,GLUCAGON            ,325
7212117,GLUCAGON 1MG INJ    ,"1,449"
1212784,GLUC-C 4-.006GM CHW ,7
1212764,GLUC-CHON 250-200TAB,21
7210344,GLUCOSE 40% GEL 38GM,12
1314278,"GLUCOSE, BODY FLUID ",175
1314280,"GLUCOSE, QUANT      ",133
1213156,GLY.2-HYP.2-PEG1%15M,4
1217234,GLYBURIDE 2.5MG TAB ,6
1314296,GLYCATED PROTEIN    ,508
1217237,GLYCERIN 1.2GM SUPP ,15
1211639,GLYCERIN 2GM SUPP   ,11
7211453,GLYCERIN ENEMA 7.5ML,6
1217239,GLYCOPYR 0.2MG/ML 1M,130
1213858,GRAFIX PRIME SQ CM  ,416
1414600,GRAFT VASCULAR 1    ,"8,818"
1414601,GRAFT VASCULAR 2    ,"13,200"
1414602,GRAFT VASCULAR 3    ,"21,999"
1414603,GRAFT VASCULAR 4    ,"35,201"
1812261,GROUP THRP PROC-VIST,133
1852261,GROUP THRP PROC-VIST,133
1314299,GROWTH HORMONE      ,606
1314283,GTT 3 SPEC          ,386
1314284,GTT ADD SP          ,175
1219370,GUAIF-COD 200-20/10M,6
1219369,GUAIFEN 200MG/10ML  ,19
1211414,GUAIFEN-DM 400-20MG ,3
1217154,GUAIFENE SR 600MG TB,6
1213436,GUANFACINE 1MG SR TB,4
1213413,GUAR GUM CHW TAB    ,6
1414625,GUIDEWIRE LEVEL 1   ,253
1414634,GUIDEWIRE LEVEL 10  ,"14,961"
1414635,GUIDEWIRE LEVEL 11  ,"16,720"
1414636,GUIDEWIRE LEVEL 12  ,"8,714"
1414638,GUIDEWIRE LEVEL 14  ,"24,627"
1414639,GUIDEWIRE LEVEL 15  ,"27,089"
1414626,GUIDEWIRE LEVEL 2   ,"1,318"
1414627,GUIDEWIRE LEVEL 3   ,"2,642"
1414628,GUIDEWIRE LEVEL 4   ,"4,400"
1414629,GUIDEWIRE LEVEL 5   ,"6,160"
1414630,GUIDEWIRE LEVEL 6   ,"7,923"
1414631,GUIDEWIRE LEVEL 7   ,"9,681"
1414632,GUIDEWIRE LEVEL 8   ,"11,441"
1414633,GUIDEWIRE LEVEL 9   ,"13,200"
1314681,H PYLORI AB QL      ,372
1314304,"H PYLORI, DRUG ADMIN",282
1314303,"H PYLORI,BREATH TEST","2,406"
1217244,HALOBETAS .05%CR 15G,280
1212542,HALOPER DEC 50MGINJ ,241
1217803,HALOPERIDOL 0.5MG TB,3
1217245,HALOPERIDOL 1MG TAB ,4
1217804,HALOPERIDOL 30MG/15M,206
7212003,HALOPERIDOL 5MG INJ ,151
1217246,HALOPERIDOL 5MG TAB ,5
1417111,HAND ASSIST DEVICE  ,"5,899"
1314301,"HAPTOGLOBIN, QUANT  ",420
1314929,HBEAG               ,428
2080002,HBO COMM PER SESSION,"4,612"
2080001,HBO MEDICARE FB 30MN,"1,153"
1314927,HBSAG               ,346
1218902,HC/ACE AC 1-2%10MLOS,"1,002"
1316361,HCG QUANT           ,355
1314529,"HCG, QUAL           ",202
1218886,H-COD10/APAP325MG TB,6
1217419,H-COD10/APAP500MG TB,4
7210244,H-COD10-CHLO POL8/5M,24
1217417,H-COD5-APAP500MG TAB,19
7210485,H-COD5-HOMAT1.5/5M 5,29
7211731,H-COD7.5/APAP325MGTB,5
1212361,H-COD7.5-APAP325 15M,12
1210246,H-COD7.5-APAP500/15M,12
1218400,H-COD7.5-APAP500MGTB,4
1217812,H-COD7.5-IBUP200MGTB,37
1212691,HCTZ 12.5MG TAB     ,4
1061419,HEART FLOW MEAS ADD ,"1,145"
1061418,HEART FLOW MEASURE  ,"1,145"
1314306,"HEAVY METALS, QUANT ",739
1612102,HE-EYE FOREIGNBDY CR,724
1612109,HE-FACIAL BNES 3V CR,724
1612108,HE-FACIAL BNS LTD CR,724
1612107,HE-INT AUD MEATUS CR,"1,231"
1314682,"HELMINTH AB, NOS    ",293
1612104,HE-MANDIBLE 4VPLS CR,724
1612103,HE-MANDIBLE LTD CR  ,724
1612106,HE-MASTOID 3VPLUS CR,724
1314751,"HEMATOCRIT, OTHER   ",83
2041000,HEMODIALY SING EVAL ,"1,679"
1314752,HEMOGLOBIN          ,83
1315893,HEMOGLOBIN A1C      ,329
1314307,HEMOGLOBIN ELECTRO  ,435
1314308,"HEMOGLOBIN, CHROMA  ",608
1314315,"HEMOGLOBIN, PLASMA  ",187
1314095,HEMOLYS-AGGLUT INCUB,273
1612110,HE-NASAL BONES CR   ,724
1612112,HE-OPTIC FORAMINA CR,724
1612113,HE-ORBITS 4V CR     ,724
1314700,"HEP A AB, IGM       ",48
1314699,"HEP A AB, TOTAL     ",282
1314696,"HEP B CORE AB, IGM  ",402
1314695,HEP B CORE TOT      ,293
1314697,HEP B SURF AB       ,332
1213433,HEP B VAC PED       ,236
7211803,HEP B VAC PED       ,202
1314698,HEP BE AB           ,432
1210540,HEPARIN 1000U INJ   ,155
1210902,HEPARIN 1000U INJ   ,21
1211118,HEPARIN 1000U INJ   ,11
1211162,HEPARIN 1000U INJ   ,7
1211179,HEPARIN 1000U INJ   ,99
1212626,HEPARIN 1000U INJ   ,5
1314811,HEPARIN ASSAY       ,294
1211117,HEPARIN NA 10U FLUSH,2
1212634,HEPARIN NA 10U FLUSH,14
1314115,HEPATIC FUNCTION PAN,274
1314114,HEPATITIS ACUTE PANE,"1,554"
1212517,HEPATITIS B GLOB 1ML,"1,018"
7211770,HEPATITIS B GLOB 1ML,"1,018"
1314964,"HEPATITIS B,DNA AMPP",501
1314965,"HEPATITIS B,DNA QNT ","1,058"
1314732,HEPATITIS C AB TEST ,433
1314968,"HEPATITIS C,RNA,QUAN","1,444"
1314688,HERPES SIMP NON-SPEC,533
1314689,HERPES SIMP TYPE 1  ,489
1314690,HERPES SIMP TYPE 2  ,718
1612115,HE-SINUSES 3VPLUS CR,724
1612114,HE-SINUSES LTD CR   ,724
1612118,HE-SKULL 4V PLUS CR ,"1,231"
1612117,HE-SKULL LIMITED CR ,724
1217254,HETASTARCH 6% 500ML ,267
1314609,HETEROPHILE AB SCREE,175
1612123,HE-TMJ BILATERAL CR ,752
1316422,HEXAGONAL PHOSPHOLIP,156
1317033,HFE GENE ANALY CV   ,"1,395"
1314976,"HHV-6, DNA AMP PROBE",761
1314324,HISTAMINE           ,666
1321084,HISTOCHEMICAL STAIN ,285
1314931,HISTOPLASM CAPSU AGE,182
1314691,HISTOPLASMA         ,404
1314692,HIV-1 AB ELISA      ,201
1316531,HIV1 AG W HIV 1 2 AB,726
1314932,"HIV-1 AG,EIA SERUM  ",377
1314980,"HIV-1, DNA, QUANT   ","1,751"
1314694,HIV1-HIV2 AB SNG RES,481
1314738,"HLA  A,B,OR C,SING  ",871
1316438,HLA CLAS 1 HI DEF QL,"2,243"
1316436,HLA CLASS 1 PHENO QL,482
1316437,HLA CLASS 2 PHENO QL,482
1317090,HLA2 TYP HR 1 AL EA ,"2,328"
2811209,HOCM 350-399MGML IOD,0
2811204,HOCM LT149 MG ML IOD,0
1314325,HOMOCYSTEINE        ,567
1314326,HOMOVANILLIC ACID   ,624
1812238,HOT-COLD PACKS      ,26
1852238,HOT-COLD PACKS      ,26
1314925,"HPYLORI,STOOL,EIA   ",366
1314973,"HSV, DNA, AMP PROBE ",838
1316411,HUMAN EPI PROTEIN 4 ,212
7210540,HYALURONID 150UN INJ,591
1213878,HYALURONON 1MG INJ  ,236
1219397,HYDR PEROX 3% 120ML ,19
1217413,HYDRALAZINE 10MG TAB,3
7212111,HYDRALAZINE 20MG INJ,155
1217412,HYDRALAZINE 25MG TAB,19
7210103,HYDROCOD5-APAP325 TB,5
1219395,HYDROCOR 90/D FM 15G,282
7211488,HYDROCORT 1%CR 1.5GM,11
1217427,HYDROCORT 1%CR 30GM ,14
1217423,HYDROCORT 1%OIN 30GM,48
1217425,HYDROCORT 2.5%CR 30G,50
1219127,HYDROCORT 2.5%CR 30G,244
1217808,HYDROCORT 20MG TAB  ,19
1217741,HYDROCORT 25MG SUPP ,14
1211091,HYDROCORTIS 100MGINJ,26
7212006,HYDROCORTIS 100MGINJ,144
7211483,HYDROMO 1MG/MLPCA 30,201
1213527,HYDROMORPH UP TO 4MG,74
7211997,HYDROMORPH UP TO 4MG,86
7212274,HYDROMORPH UP TO 4MG,69
1217810,HYDROMORPHONE 2MG TA,22
1217811,HYDROXYCHLOR 200MGTB,7
1314329,HYDROXYPROGES 17-D  ,915
1314332,"HYDROXYPROLINE,TOTAL",784
1212723,HYDROXYZI UP TO 25MG,51
1217433,HYDROXYZINE 10MG TAB,7
1217431,HYDROXYZINE 10MG/5ML,19
1210399,HYDROXYZINE PAM 25MG,3
1217441,HYOSCYAM 0.125MG/ML ,665
1217443,HYOSCYAMI.125MG SLTB,7
1213418,HYPROMELLO .5%OS 15M,105
2811189,"I123 CAP,DX /100UCI ",247
1217444,IBUPROFEN 100MG/5ML ,8
1217445,IBUPROFEN 200MG TAB ,19
1217446,IBUPROFEN 400MG TAB ,15
1217447,IBUPROFEN 600MG TAB ,3
1218403,IBUPROFEN 800MG TAB ,4
7212319,IBUTILIDE 1MG INJ   ,"4,356"
1321189,ICC ADD AB PER SLIDE,543
1321193,ICC MLTPX AB ST     ,478
1061239,IC-COR THROMBECTOMY ,"14,789"
1061243,"IC-IVUS, ADDL       ",332
1061242,"IC-IVUS, INIT       ",543
1061569,IC-PR DE CR RV CAB B,"31,937"
1061572,IC-PR DE CR RV CH EA,"31,937"
1061560,IC-PRQ CARD REV 1 VS,"33,953"
1061554,IC-PRQ CRD STN W-ANG,"33,953"
1061571,IC-PRQ DE COR REV CH,"31,937"
1061564,IC-PRQ DE COR STNT  ,"31,937"
1061565,IC-PRQ DE COR STNT B,"31,937"
1061570,IC-PRQ DE CR REV AMI,"31,937"
1061568,IC-PRQ DE CR REV CAB,"31,937"
1061561,IC-PRQ REVSC CHR 1VS,"33,953"
1061562,IC-PRQ REVSC CHR ADD,"33,953"
1061559,IC-PRQ RV BYP GRF AD,"33,953"
1061558,IC-PRQ RV BYP GRF IN,"33,953"
1061555,IC-PRQ STNT W-ANG EA,"33,953"
1061247,"IC-PTCA, ADDL       ","17,311"
1061246,"IC-PTCA, SINGLE     ","17,311"
1061563,IC-RETRIEVAL CATHETE,"11,527"
1061532,IC-TRL PERI ATH BRCH,"23,634"
1061533,IC-TRL PERI ATH ILIA,"33,306"
1061529,IC-TRL PERI ATH RENL,"23,634"
1214216,IDARUCIZU 2.5GM/50ML,"16,855"
1314267,"IGG SUB 1,2,3 OR 4  ",290
1522142,IMM ADM 1ST VACCINE ,176
1913242,IMM ADM 1ST VACCINE ,176
282910,IMM ADM 1ST VACCINE ,176
1522140,IMM ADM FLU VACCINE ,155
282950,IMM ADM FLU VACCINE ,155
282824,IMM ADM HEP B VACCIN,155
7182518,IMM ADM INJ SINGLE  ,176
282954,IMM ADM NA-OR 1ST VA,155
282955,IMM ADM NA-OR AD VAC,155
1522141,IMM ADM PNEU VACCINE,155
282951,IMM ADM PNEU VACCINE,155
1314588,IMM E-PHORS-URIN-CSF,904
1314620,IMMUNE COMPLEX ASSAY,561
1314336,"IMMUNOASSAY, NOS    ",291
1314333,"IMMUNOASSAY, OTHER  ",404
1314335,"IMMUNOASSAY, RIA    ",305
1314619,"IMMUNODIFF, OUCHTER ",403
1314618,IMMUNODIFFUSION     ,316
1314616,"IMMUNOELECTRO, OTH  ",783
1314621,IMMUNOFIXATION ELECT,775
1411433,IMPLANT OTHER LVL 3 ,573
1411434,IMPLANT OTHER LVL 4 ,573
1411435,IMPLANT OTHER LVL 5 ,"1,720"
1411436,IMPLANT OTHER LVL 6 ,"2,293"
1411437,IMPLANT OTHER LVL 7 ,"2,867"
1411438,IMPLANT OTHER LVL 8 ,"3,440"
1217451,INDAPAMINE 2.5MG TAB,19
1217452,INDIGOTIN 8MG/ML 5ML,166
1217453,INDOMETHACIN 25MG CP,6
1314613,INF AGENT IMMUNO QUA,523
1315097,INFAGT DT QLSQT GIAR,379
1316448,INFLU B ASSAY W-OP  ,204
1314934,"INFLUENZA A AG,EIA  ",481
1314905,"INFLUENZA A, AG, IF ",352
1315015,INFLUENZA ASSAY W-OP,252
1314904,"INFLUENZA B, AG, IF ",352
1316447,"INFLUENZA B,AG,EIA  ",463
1812245,INFRARED THERAPY-VST,69
1852245,INFRARED THERAPY-VST,69
1719023,INHALATION TRTMT INI,164
1719024,INHALATION TRTMT SUB,164
1314622,INHIBIN A           ,554
2811243,INJ GAD-MR2 CONTR ML,8
1913249,INJECTION IV PUSH   ,417
1321128,INOP CYTOPAT CNSLT 1,267
1321129,INOP CYTOPAT CNSLT 2,267
1211688,INOSITOL 500MG TAB  ,4
1321204,INS HYBR MAN MUL PR ,776
1321203,INS HYBRD MAN SNG PR,776
1321202,INS HYBRD MAN SP INI,776
1913238,INSERTION FLOW CATH ,"4,806"
1212217,INSULIN 1 UNT INJ   ,2
1212218,INSULIN 1 UNT INJ   ,112
1212219,INSULIN 1 UNT INJ   ,1
1212220,INSULIN 1 UNT INJ   ,7
1212221,INSULIN 1 UNT INJ   ,6
1212223,INSULIN 1 UNT INJ   ,1
1212224,INSULIN 1 UNT INJ   ,1
1212225,INSULIN 1 UNT INJ   ,3
1212226,INSULIN 1 UNT INJ   ,2
1212227,INSULIN 1 UNT INJ   ,1
1214434,INSULIN 1 UNT INJ   ,195
1314623,INSULIN AB          ,730
1314338,"INSULIN, FREE       ",358
1314337,"INSULIN, TOTAL      ",358
1414675,INT SHTH FIX NO-PL 1,"1,948"
1414676,INT SHTH FIX NO-PL 2,"4,230"
1913223,INTERMEDIATE ED VIST,980
1913231,INTERMEDIATE PROCEDR,"1,498"
7182514,INTERMEDIATE PROCEDR,779
1314624,INTRINSIC FACTOR AB ,342
1217456,IODINE/SOD.TINC 2%  ,29
1812248,IONTOPHORESIS-15 MIN,148
1852248,IONTOPHORESIS-15 MIN,148
1210554,IPRA-ALBU.5-2.5MG/3M,12
1218930,IPRATROP .06%SP 15ML,205
7210754,IPRATROPI 17MCG PUF ,19
7210903,IPRATROPIU .02% 2.5M,11
1218929,IPRATROPIUM 0.03% SP,237
2850083,IR-AABF SERIAL      ,"9,819"
2850082,IR-ABD AORTA SERIAL ,"9,819"
1061584,IR-ANG CARTD IPS BI ,"43,129"
1061583,IR-ANG CARTD IPS UNI,"28,753"
1061582,IR-ANG CRT EXT CC BI,"18,467"
1061581,IR-ANG CRT EXT CC UN,"18,467"
1061580,IR-ANG EXT CRT NS   ,"18,467"
1061586,IR-ANG INT CAR IP BI,"49,807"
1061585,IR-ANG INT CAR IP UN,"27,385"
2850091,IR-ANG PULMONARY BI ,"9,819"
2850090,IR-ANG PULMONARY UNI,"9,819"
1061588,IR-ANG SUBCL IPS BI ,"18,467"
1061587,IR-ANG SUBCL IPS UNI,"12,311"
1061590,IR-ANG VERT IPS BI  ,"18,984"
1061589,IR-ANG VERT IPS UNI ,"12,658"
1061372,IR-ANGIO EXIST CATH ,"1,055"
2850086,IR-ANGIO EXTREM BI  ,"9,819"
2850085,IR-ANGIO EXTREM UNI ,"9,819"
1612279,IR-ARTHROGM SHLDR CR,"3,884"
1061702,IR-CAT DIAL TRAN BAL,"16,061"
1691002,IR-ENDOVN CHEM ABL 1,"26,615"
1691081,IR-FISTULOGRAM CR   ,"2,790"
1612243,IR-HYSTERSALPINGO CR,"3,427"
1061377,IR-INTRAVASC US INI ,"1,036"
1522131,IR-IRR PORT DRUG DEL,295
1314340,IRON                ,227
1314341,IRON BINDING CAPACIT,351
7212007,IRON SUCROSE 1MG INJ,9
1691069,IR-SHUNTOGRAM       ,"1,088"
1691061,IR-SIALOGRAM        ,"1,684"
2850078,IR-TC PLC STN ART EA,"34,794"
1061598,IR-TC PLC STN ART IN,"34,794"
2850079,IR-TC PLC STNT VN EA,"28,730"
1061599,IR-TC PLC STNT VN IN,"59,406"
1061705,IR-THRMBC TRAN BAL  ,"16,061"
1061801,IR-TLUM BAL ANG 1STA,"16,690"
1061802,IR-TLUM BAL ANG 1STV,"11,103"
1061424,IR-VENACAVAGRAM INF ,"10,621"
1061423,IR-VENACAVAGRAM SUP ,"3,436"
2850102,IR-VENOGRAM EXT BI  ,"2,891"
2850101,IR-VENOGRAM EXT UNI ,"3,177"
1314625,ISLET CELL AB       ,446
1217466,ISONIAZID 300MG TAB ,5
1217473,ISOSORB MON 30MGSRTB,6
1217471,ISOSORBI MON 20MG TB,7
1217469,ISOSORBIDE DI 20MGTB,19
2811776,ISOSULFAN BLUE 1MG  ,156
1217959,ISRADIPINE CR 5MG   ,12
1522102,IV HYDRAT EA ADD HR ,274
1913257,IV HYDRAT EA ADD HR ,274
282921,IV HYDRAT EA ADD HR ,274
7182504,IV HYDRAT EA ADD HR ,274
1522101,IV HYDRATION 1 HR   ,955
1913256,IV HYDRATION 1 HR   ,955
282920,IV HYDRATION 1 HR   ,955
7182503,IV HYDRATION 1 HR   ,955
1522113,IV THER AD SEQ 1 HR ,274
1913262,IV THER AD SEQ 1 HR ,274
282932,IV THER AD SEQ 1 HR ,274
7182507,IV THER AD SEQ 1 HR ,274
1522111,IV THERAPY DX 1 HR  ,955
1913259,IV THERAPY DX 1 HR  ,955
282930,IV THERAPY DX 1 HR  ,955
7182505,IV THERAPY DX 1 HR  ,955
1522112,IV THERAPY EA AD HR ,274
1913260,IV THERAPY EA AD HR ,274
282931,IV THERAPY EA AD HR ,274
7182506,IV THERAPY EA AD HR ,274
1214124,IVABRADINE 5MG TAB  ,17
1214395,IVERMECT .5%LOT 117G,"1,082"
1218482,IVERMECTIN 3MG TAB  ,17
1214020,IVIG (OCTAGAM) 500MG,641
1214028,IVIG (OCTAGAM) 500MG,641
1214029,IVIG (OCTAGAM) 500MG,641
1317044,JAK2 GEN ANALY V617F,615
1414700,JOINT DEVICE IMPLT 1,"5,056"
1414701,JOINT DEVICE IMPLT 2,"15,165"
1414702,JOINT DEVICE IMPLT 3,"39,600"
1414703,JOINT DEVICE IMPLT 4,"57,200"
1414704,JOINT DEVICE IMPLT 5,"79,196"
1414705,JOINT DEVICE IMPLT 6,"100,000"
1414706,JOINT DEVICE IMPLT 7,"99,999"
1414707,JOINT DEVICE IMPLT 8,"100,000"
1414708,JOINT DEVICE IMPLT 9,"99,999"
1414709,JOINT DEVICE IMPLT10,"100,000"
1211208,K & NA PHOS PWD PKT ,4
1219413,K GLUC 20MEQ/15     ,19
1217870,K PHO155-NA PHO350TB,4
1218194,K PHOS DI 3MM/ML 15M,124
1221088,KCL 20MEQ/.45%NS1000,161
1221061,KCL20-NS.2-D5W1000ML,143
1217480,KETAMINE 500MG/10ML ,294
1218735,KETOCONAZ 2%CRM 30GM,112
1217481,KETOCONAZ 2%SHAM 120,124
1217483,KETOCONAZOL 200MG TB,24
7211284,KETOPROFEN 200MG SR ,40
1210500,KETOROLAC .5%OS 3ML ,223
1217486,KETOROLAC 10MG TAB  ,8
7212012,KETOROLAC 15MG INJ  ,36
7210562,KETOTIF .025% OS 5ML,43
1317528,KRAS GENE ADDL VAR  ,866
1317045,KRAS VARIANTS 12-13 ,866
282819,L&D DIRECT ADMIT OBS,915
282841,L&D OBSERV 1ST HOUR ,915
282842,L&D OBSERV ADDL HOUR,243
282821,L&D REC LEV 1 PER HR,575
282822,L&D REC LVL 2 PER HR,769
1217487,LABETALOL 100MG/20ML,83
1219037,LABETALOL 200MG TAB ,7
282801,LABOR LEVEL 1 PER HR,114
282802,LABOR LEVEL 2 PER HR,154
282803,LABOR LEVEL 3 PER HR,191
1211616,LACOSAMIDE 1MG INJ  ,3
1211524,LACOSAMIDE 50MG TAB ,19
1218024,LACTASE 9000UN TAB  ,3
1314347,LACTATE DEHYDROLDH  ,179
1314346,LACTIC ACID         ,361
1210293,LACTOBA-ACIDO-PEC TB,2
1213964,LACTOBAC RHAM GG PKT,4
1217815,LACTOBACILL 1GM PKT ,24
7211086,LACTOBACILLUS GG TAB,4
1217489,LACTULOSE 20GM/30ML ,12
7210569,LAMINARIA 3MM       ,56
1210052,LAMINARIA 4MM       ,56
7211109,LAMINARIA 5MM       ,56
7211110,LAMINARIA 6MM       ,56
1217493,LAMOTRIGINE 100MG TB,4
1217816,LAMOTRIGINE 25MG TAB,4
1316536,LAMOTRIGINE QT      ,49
7210637,LANOLIN OINT 7GM    ,16
1217496,LANSOPRAZO 15MG DRCP,99
1217497,LANSOPRAZO 30MG DRCP,24
7210262,LANSOPRAZOL 30MG ODT,37
1217498,LATANOPR.005%OS 2.5M,65
1240011,LD ORLVL 1 EA ADDMIN,42
1240001,LD ORLVL 1 INI 15MIN,"1,409"
1240012,LD ORLVL 2 EA ADDMIN,66
1240002,LD ORLVL 2 INI 15MIN,"2,108"
1240013,LD ORLVL 3 EA ADDMIN,89
1240003,LD ORLVL 3 INI 15MIN,"2,811"
1240014,LD ORLVL 4 EA ADDMIN,110
1240004,LD ORLVL 4 INI 15MIN,"3,517"
282831,LDR PROCEDURE MINOR ,196
282832,LDR PROCEDURE-INTERM,779
282833,LDR PROCEDURE-MAJOR ,"1,297"
1314352,LEAD                ,420
1413177,LEAD AICD END DUL L1,"99,999"
1410074,LEAD AICD END DUL L4,"26,250"
1410075,LEAD AICD END DUL L5,"43,571"
1410077,LEAD AICD END DUL L7,"100,000"
1413178,LEAD AICD ENDO SN L1,"84,611"
1410064,LEAD AICD ENDO SN L4,"26,250"
1410065,LEAD AICD ENDO SN L5,"38,501"
1413180,LEAD LT VENT COR LV1,"73,271"
1410043,LEAD LT VENT COR LV3,"12,613"
1413183,LEAD PMKR NON-TRN L1,"8,464"
1410052,LEAD PMKR NON-TRN L2,"5,274"
1410053,LEAD PMKR NON-TRN L3,"12,250"
1413185,LEAD PMKR TRNSV VDD1,"16,925"
1413186,LEAD PMKR TRNSV VDD2,"5,274"
1612191,LE-ANKLE 2V CR      ,724
1612192,LE-ANKLE 3VPLUS CR  ,724
1612195,LE-CALCANEUS 2PLS CR,724
1612461,LE-FEMUR 1V CR      ,724
1612184,LE-FEMUR 2V CR      ,724
1612193,LE-FOOT 2V CR       ,724
1612194,LE-FOOT 3V PLUS CR  ,724
1314907,"LEGION PNEUMOPH AG,I",246
1314702,LEGIONELLA AB       ,345
1612458,LE-HIP PLV BI 2V CR ,"1,231"
1612460,LE-HIP PV BI MIN5VCR,"2,463"
1612459,LE-HIP PV BI3OR4V CR,"1,231"
1612456,LE-HIP PV UN2OR3V CR,725
1612457,LE-HIP PV UNMIN4V CR,"1,087"
1612179,LE-HIP UNILAT 1V CR ,724
1612185,LE-KNEE 1 TO 2V CR  ,724
1612186,LE-KNEE 3V CR       ,724
1612187,LE-KNEE 4V PLUS CR  ,724
1612188,LE-KNEE BI AP STD CR,724
1612352,LE-LWEXT INFNT BI CR,"1,007"
1612190,LE-LWR EXT INFANT CR,724
1414725,LENS INTRAOCULR NT 1,"2,184"
1414726,LENS INTRAOCULR NT 2,"4,839"
1612349,LE-PELVIS 3V PLUS CR,724
1612348,LE-PELVIS CR        ,724
1314704,LEPTOSPIRA AB       ,275
1210606,LET SOLN 3ML        ,13
