Name,Std Price
JANTOVEN 3MG TAB,10.26
JANTOVEN 4MG TAB,10.26
JANTOVEN 5MG TAB,10.63
JANTOVEN 6MG TAB,13.71
JANTOVEN 7.5MG TAB,14.17
JANUMET 50/1000,34.6
JANUMET 50/500,34.6
JANUVIA 100 MG,69.19
JANUVIA 25MG TABLET,69.19
JANUVIA 50MG TABLET,69.19
JC VIRUS DNA PCR,400
JEVTANA 60MG/1.5ML KIT,26347.17
K DUR 20MEQ TAB,3.5
K WIRE W/TROCAR POINT,466.64
KADCYLA 100MG VIAL,7731.22
KADCYLA 160MG VIAL,12369.96
KALETRA,39.24
KALETRA 100/25 TAB,19.65
KAPPA LIGHT CHAINS CSF,93.9
KAYEXELATE 15GM POWDER,57.5
KAYEXELATE 15GM/60ML SUSP,41.4
KCENTRA KIT 1 UNIT CHARGE,8.93
KCL 10 MEQ ER CAPSULE,3.91
KCL 10MEQ D5/.45% NACL 1000ML,54.85
KCL 20MEQ D5/.45% NACL 1000ML,54.74
KCL 20MEQ D5/0.2% NACL 1000ML,54.6
KCL 20MEQ D5/0.9% NACL 1000ML,53.55
KCL 20MEQ IN 0.9% NACL 1000ML,54.92
KCL 30MEQ D5/.45% NACL 1000ML,54.57
KCL 40MEQ D5/.45% NACL 1000ML,58.45
KCL 40MEQ D5/0.9% NACL 1000ML,58.45
KCL 40MEQ IN 0.9% NACL 1000ML,58.45
KEFLEX CAP 250MG,3.5
KEFLEX SUSP 125MG 1ML CHG,3.5
KEFLEX SUSP 250MG/5ML  1ML CHG,3.5
KEFLEX SUSP 250MG/5ML UD 100ML,105.8
KEFLEX SUSP 250MG/5ML UD 200ML,188.6
KENALOG SPRAY 63GM,38.69
KENGREAL 50MG INJ,2303.38
KEPPRA QUANT,183.8
KERI LOTION 15OZ,27
KETALAR 100MG/ML 5ML VIAL,37.68
KETALAR 10MG/CC 20CC VIAL,88.78
KETALAR 10MG/CC 5CC SYR,22.77
KETAMINE 500MG/10ML VIAL,3.5
KETOROLAC 0.5% OPTH SOL 10ML,257.6
KETOROLAC 0.5% OPTH SOL 3ML,67.26
KETOROLAC 0.5% OPTH SOL 5ML,128.8
KEYTRUDA 100 MG VIAL,12211.45
KIDDIEGRAM,242
KIDNEY F&F MULT W/WO PHARM,3681
KIDNEY F&F SINGLE W/PHARM,2581
KIDNEY F&F SNGL W/O PHARM,1395
KIDNEY IMAG STATIC ONLY,1108
KIDNEY IMAGING SPECT,1395
KINERET 100 MG INJ,507.4
KIT 4 LUMEN THERMODILUTN,150.8
KIT ACCESSORY AMS,2134.1
KIT CATH DOUBLE LUMEN HIGHFLO,463.82
KIT CATH INTERNAL JUGULAR PUNC,49.72
KIT CATH PEDS PUNCTURE INT/JUG,33.19
KIT PRESSURE MONTR-SNGL TRUWAY,31.72
KIT RAPE SEXUAL ASSAULT,42.98
KIT RETRIEVAL IVC FILTER,903
KIT REVISION INTRA CATH PUMP,1215
KIT SPY ELITE IMAGING,1722
KLONOPIN 1MG TAB,3.5
KNEE ARTHRO LT 2 CONT,1131
KNEE ARTHRO RT 2 CONT,1131
KNEE BIL 1-2 VIEWS EA SIDE,302
KNEE BIL AP/LAT/OBL 3 VIEWS,332
KNEE BIL MIN 4 VIEWS EA SIDE,363
KNEE LT 1-2 VIEWS,226
KNEE LT AP/LAT/OBL 3 VIEWS,256
KNEE LT MIN 4 VIEWS,287
KNEE RT 1-2 VIEWS,226
KNEE RT AP/LAT/OBL 3 VIEWS,256
KNEE RT MIN 4 VIEWS,287
KNEES BOTH STANDING,242
KNIFE COLD UROLOGY,495.63
KNOT PUSH SUTURE CUT FAST-FIX,453
KNOT PUSHER SUTURE CUTTER,437.5
KUB 1 VIEW,226
K-WIRE 150MM TROCAR PT,37.22
K-WIRE 2.0MM ASNIS .8 X 100MM,230.4
K-WIRE 229MM TROCAR PT,39.28
K-WIRE 3.0MM ASNIS 1.2 X 100MM,230.4
K-WIRE 3.5/4.0,216
K-WIRE 4X 028 035 045 054 062,12.31
K-WIRE 6 X .045IN,72
K-WIRE 6 X .062 (SYRYKER),27.72
K-WIRE 9 X .062 (SYRYKER),15.44
K-WIRE DEPUY .054,65.99
K-WIRE GLOBUS,955
KWIRE SINGLE TROCAR POINT,158.4
KYPH0N IVAS NEEDLE DIAMOND TIP,195.05
KYPHON ADDL FRACT XPRESS,6053.25
KYPHON ADDL FRACTURE,6053.25
KYPHON BONE BIOPSY,372.4
KYPHON BONE FILLER DEVICE,372.4
KYPHON BONE TAMP,3233.25
KYPHON BONE TAMP XPANDER,2606
KYPHON CANNULA IVAS 10GA LONG,248.08
KYPHON CANNULA IVAS 10GA SHORT,164.99
KYPHON CATHETER,1644
KYPHON CEMENT MIXER,316.8
KYPHON CURETTE 8MM,670
KYPHON CURVED NEEDLE,942
KYPHON EXPRESS BILATERAL,7146
KYPHON FIRST FRACTURE,7357.5
KYPHON INFLATION SYRINGE,592.5
KYPHON IVAS BONE BIOPSY 10GA,306.58
KYPHON IVAS BONE BIPSY 11&13GA,260.24
KYPHON IVAS CEMENT W/MIXER,2610.76
KYPHON IVAS DELIVERY SYSTEM,1528.2
KYPHON IVAS SYSTEM,3401.16
KYPHON OSTEO INTRO T15J,3527
KYPHON TAMP EXPRESS 15/2,2697
KYPHON TROCAR INTRO,1007
KYPHON XPRESS 1ST FRACT,8873.25
KYPHON XPRESS BIOPSY,372.4
KYPHON X-STOP,9707.5
KYPHOPAK II FIRST FRACTURE,7228.25
L/S RATIO AMINOTIC FL,143.4
LABETALOL 20 MG/4 ML  CARP,31.1
LABETALOL 5MG MDV CHA,3.5
LABOR & DELIVERY,2926
LABOR & DELIVERY (S/B),2614
LABOR & DELIVERY OF PLACENTA,2200
LABRAL TAPE WHITE 1.5MM 36IN,252
LAC COMPLEX FACE EA ADDL 5CM,487
LAC COMPLX  S/A/L 2.6-7.5CM,884
LAC COMPLX E/N/E/L 1.1-2.5 CM,884
LAC COMPLX E/N/E/L 2.6-7.5CM,884
LAC COMPLX FACE/H/F 1.1-2.5CM,884
LAC COMPLX FACE/H/F 2.6-7.5CM,884
LAC COMPLX FACE/H/F EA ADD 5CM,466
LAC COMPLX S/A/L EA ADDL 5CM,410
LAC INTMD F/E/N/L/M  5.1-7.5CM,465
LAC INTMD F/E/N/L/M <2.5CM,465
LAC INTMD F/E/N/L/M >30CM,465
LAC INTMD F/E/N/L/M 12.6-20CM,465
LAC INTMD F/E/N/L/M 2.6-5.0CM,465
LAC INTMD F/E/N/L/M 7.6-12.5CM,444
LAC INTMD N/H/F/G  <2.5 CM,444
LAC INTMD N/H/F/G  7.6-12.5CM,697
LAC INTMD N/H/F/G 2.6CM-7.5CM,465
LAC INTMD N/H/F/G 20.1-30.0CM,465
LAC INTMD S/T/EX 12.6CM-20.0CM,465
LAC INTMD S/T/EXT <2.5CM,465
LAC INTMD S/T/EXT >30CM,2909
LAC INTMD S/T/EXT 2.6CM-7.5CM,465
LAC INTMD S/T/EXT 7.6CM-12.5CM,465
LAC SIMP F/E/N/L/MM  12.6-20CM,444
LAC SIMP F/E/N/L/MM <2.5CM,243
LAC SIMP F/E/N/L/MM 2.6- 5.0CM,243
LAC SIMP F/E/N/L/MM 5.1- 7.5CM,243
LAC SIMP F/E/N/L/MM 7.6-12.5CM,243
LAC SIMP S/N/T/EX <2.5CM,243
LAC SIMP S/N/T/EX 12.6- 20.0CM,444
LAC SIMP S/N/T/EX 2.6 - 7.5CM,243
LAC SIMP S/N/T/EX 20.1- 30.0CM,444
LAC SIMP S/N/T/EX 7.6 - 12.5CM,243
LACERATION OF INJURY TO VAGINA,3232
LACERATION OF UTERINE CERVIX,3232
LAC-HYDRIN 225GM LOTION,17.81
LACOSAMIDE,352
LACTAID TABS EACH,3.5
LACTATED RINGERS 1000ML,53.69
LACTATED RINGERS 1000ML  COMP,53.69
LACTATED RINGERS 500ML,52.47
LACTIC ACID,153.5
LACTIC ACID CSF,153.5
LACTINEX TAB,7.5
LACTN AT RISK F/U CONSULT,31
LACTOFERRIN STOOL,58.4
LACTULOSE 10GM/15ML SOLN 473BT,3.5
LAMICTAL 100 MG TAB,3.5
LAMICTAL 25 MG TAB,3.5
LAMICTAL QUANT,67.2
LAMISIL 1% CREAM 24 GM,28.48
LAMISIL 250MG TAB,3.5
LANOXIN .5 MG AMPS,27.51
LANOXIN 0.05MG/ML ELIX,10.72
LANOXIN 0.125 MG TAB,6.21
LANOXIN 0.25MG TAB,6.21
LANOXIN PED INJ,377.78
LANSINOH 7 GM TUBE,9.2
LANTUS 100U/ML PEN 3ML,391.28
LANTUS 5 UNIT DOSE CHG,6.54
LARYNGOSCOPY DIR W W/O TR DIAG,2138
LARYNGOSCOPY DIRECT FOR ASPIRA,1160
LARYNGOSCOPY FLEX FIBRPTC,394
LARYNGOSCOPY INDIRECT DIAGNSTC,291
LARYNGOSCOPY INDR FB RMVL,291
LASIX SOL 10MG/CC 60ML,3.5
LASIX TAB 20MG,3.5
LASIX TAB 40MG,3.5
LASIX TAB 80MG,3.5
LATS THYRO REC AB,39.1
LATUDA 20 MG TAB,187.59
LATUDA 40 MG TAB,187.59
LATUDA 80 MG TAB,187.59
LC GRAFT 25< EA ADD,642
LC GRAFT 25< F/N/HF/G EA AD,642
LC GRAFT 25> EA ADD,2147
LC GRAFT 25> F/N/HF/G EA AD,642
LC GRAFT FRST 25<,3615
LC GRAFT FRST 25< F/N/HF/G,3615
LC GRAFT FRST 25>,4291
LC GRAFT FRST 25> F/N/HF/G,3615
LDH (LACT DEHYD),88.7
LDH BODY FLUID,88.7
LDH ISO (LACT DEHYD ISO),99.1
LDH SPINAL FLUID,88.7
LDL (LOW DENS LIPOPROT),157.2
LEAD 16 CONTACT INFINION,7475
LEAD 8 CONTACT INFINION,8885
LEAD 8 CONTACT LINEAR ST 50CM,4655
LEAD ARTISAN SURGICAL KIT 70CM,9355
LEAD BLANKS PRECISION INFINION,126
LEAD CAPSURE MEDTRONIC,1204.6
LEAD DEFIB-CARDIO DUAL 7120Q,9413.75
LEAD DEFIB-CARDIO DUAL 7170Q,11000
LEAD DEFIB-CARDIO DUAL COIL,9355
LEAD ICD RIATA SNG/DUAL COIL,8650
LEAD INTRO KIT INTERSTIM II,903
LEAD ISOFLEX/TENDRIL SDX,1345
LEAD ISOFLEX-S MYOCARDIAL,1475
LEAD KIT 16 CONT 70CM INFINION,2125
LEAD NEVRO LEAD PERC SUPPLY,1475
LEAD PADDLE MRI 65CM,12880
LEAD QUANTITY BLOOD,87.7
LEAD QUANTITY URINE,81.2
LEAD SPECIFY 3998,5360
LEAD SPECIFY SUPPLY 5-6-5,14266.5
LEAD SPINAL STIMULATR INFINION,2125
LEAD TENDRIL STS,1280
LEAD TENDRIL/PASSIVE,1527
LEAD TEST STIMULATOR,1475
LEAD TINED INTERSTIM II,8779.25
LEAD TRIAL 8 CONTACT,1020
LEFLUNOMIDE 10MG TABLETS,188.51
LEFLUNOMIDE 20MG TABLET,23
LEFT HEART CATH,3861
LEG LENGTH CT,242
LEG TIB/FIB BIL 2 VIEWS,302
LEG TIB/FIB LT 2 VIEWS,226
LEG TIB/FIB RT 2 VIEWS,226
LEGIONELLA AB,149.6
LEGIONELLA ANTIGEN,119.3
LEGIONELLA DFA,52
LEMTRADA 12 MG/1.2ML VIAL,59263.74
LENS ACRYSOF IOL,511.9
LENS INTRAOCULAR LENS HOYA,474.7
LENS INTRAOCULAR LENS TORIC,1462
LENS THERAPEUTIC MORGAN,87.84
LEOPARD DEPUY,10270.33
LEPTOSPIRA ANTIBODIES,111.8
LESCOL 20 MG CAP,18.45
LESCOL XL 80 MG,49.55
LESION SHAVING 1.1-2.0,275
LEUCOVORIN 100MG VIAL,92
LEUCOVORIN 200MG VIAL,96.88
LEUCOVORIN 350MG VIAL,87.17
LEUCOVORIN 500MG VIAL,362.07
LEUCOVORIN 50MG VIAL EACH,46
LEUCOVORIN 5MG TAB,5.16
LEUKERAN 2 MG TAB,93.25
LEUKINE 500MCG/VIAL,904.29
LEUKOCYTE ALK PHOS STN,102.7
LEUTINIZING HORMONE,301.7
LEVAQUIN 250 MG TAB,3.5
LEVAQUIN 250MG/50ML BAG,32.2
LEVAQUIN 500MG TAB,3.5
LEVAQUIN 500MG/100ML PREMIX,28.57
LEVAQUIN 750MG TAB,3.5
LEVAQUIN 750MG/150ML PREMIX,50.6
LEVBID 0.375 MG ER TAB,5.89
LEVEL I ER/QUICK CARE,132
LEVEL I ER/QUICK CARE NM,132
LEVEL II ER/QUICK CARE,176
LEVEL II ER/QUICK CARE NM,176
LEVEMIR 100U/ML PEN 3ML,318.92
LEVEMIR 5 UNIT CHARGE INJ,7.09
LEVETIRACETAM 1500MG/100ML BAG,184
LEVETIRACETAM 250 MG TAB,3.5
LEVETIRACETAM 500MG IV,36.3
LEVETIRACETAM 500MG TAB,3.5
LEVETIRACETAM SU 100MG/1ML CHG,0.59
LEVOFLOXACIN ORAL SUSP 1ML CHG,3.5
LEVOMILNACIPRAN 120MG CAP,60.22
LEVOMILNACIPRAN 20MG CAP,60.22
LEVOMILNACIPRAN 40MG CAP,60.22
LEVOPHED 0.1% INJ 4CC AMP,40.25
LEVOPHED 4ML + 250ML FLUID CHA,92
LEVOTHYROXINE 0.125MG TAB,3.5
LEVSIN .125 SUBL TAB,3.5
LEVSIN DROPS 1ML CHG,12.19
LEXAPRO 10MG TAB,3.5
LEXAPRO 5MG TAB,3.5
LEXISCAN .4MG/5ML SYRINGE,848.51
LHC & COR ANGIO,8881
LHC & COR ANGIO W/GRAFTS,9653
LIALDA 1.2GM TAB,43.06
LIBRAX CAP,12.1
LIBRIUM CAP 10MG,3.5
LIBRIUM CAP 25MG,3.5
LIDEX CRM 0.05% 15GM,11.18
LIDEX GEL 0.05% 15GM,219.19
LIDEX OINTMENT 0.05% 15 GM,85.1
LIDEX SOL 0.05% 20 APPL,211.88
LIDO 2% EPI 1:200000 20ML,72.32
LIDO/EPI/TETRAC 10ML,63.81
LIDO/EPI/TETRAC 3ML,63.81
LIDOCAINE (XYLOCAINE),63.3
LIDOCAINE 1% 20ML CHG PER 1ML,0.88
LIDOCAINE 1% 20ML MDV CHG,6.54
LIDOCAINE 1% 30 ML MPF,47.15
LIDOCAINE 1% 50ML,22.87
LIDOCAINE 1% SINGLE DOSE,10.22
LIDOCAINE 1.5% 10ML,30.55
LIDOCAINE 1.5% 20ML SDV,54.84
LIDOCAINE 100MG/5ML 5ML VIAL,12.56
LIDOCAINE 2% 10ML AMP MPF,17.53
LIDOCAINE 2% 10ML MDV,16.79
LIDOCAINE 2% 20ML CHG PER 1ML,0.88
LIDOCAINE 2% 5ML SYRINGE,14.86
LIDOCAINE 2% JELLY 6 ML JEL PF,27.37
LIDOCAINE 2% MDV   10ML CHG,7.69
LIDOCAINE 2% SNGL DOSE/MD,28.52
LIDOCAINE 2% W/EPI 50 ML,32.62
LIDOCAINE 2GM/500CC D5W,26.82
LIDOCAINE 3.5% OPTH DROP,1371.3
LIDOCAINE 4% (5ML) AMP,19.92
LIDOCAINE HCL 1% 5CC AMP,15.6
LIDOCAINE JEL 2% 30ML,351.44
LIDOCAINE PATCH 4%,5.43
LIDOCAINE UROJET 2% 10ML,29.49
LIDOCAINE VISC 2% 15ML,4.14
LIDODERM PATCH 5%,34.46
LIGASURE ATLAS SEALING,1131.36
LIGASURE MARYLAND DEVICE 37CM,1507.53
LIGASURE V SEALING,1386.39
LIGATOR 6 SHOOT MBL6 ENDO,745.61
LIGATURE FOR POLYDACTYL,455
LIGHT SCINTILLANT DUAL STR,1086.04
LIGHT SOURCE GLOBUS,2515
LIMITED/LOCAL F/UP STUDY,512
LINACLOTIDE 145MCG CAP,65
LINACLOTIDE 290MCG CAP,65
LINACLOTIDE 72MCG CAP,65
LINAGLIPTIN 5MG TAB,66.89
LINER CONTINUUM ALLOFIT 32MM,1737.5
LINER CONTINUUM ALLOFIT 36MM,1737.5
LINER CONTINUUM ALLOFIT 40MM,1737.5
LINER DEPUY HIP,2645
LINER VIVACIT-E 36MM SIZE JJ,2987.8
LIORESAL 10 MG TAB,3.5
LIORESAL 20 MG TAB,4.33
LIORESAL IT 10MG/5ML AMP,217.4
LIPASE,102.7
LIPID PANEL,233.2
LIPITOR 10 MG,3.5
LIPITOR 20 MG,3.5
LIPITOR 40MG TAB,3.5
LIPOPROTEIN (A),88.7
LIQUID BASE SLIDE PREP,155.9
LISINOPRIL 2.5MG TABLET,3.5
LISINOPRIL 20MG TAB,3.5
LISINOPRIL 40MG TAB,3.5
LITHANE 300MG TAB,3.5
LITHIUM,97.7
LITHIUM CIT 48MEQ/30ML 5ML CHG,6.9
LITHOCRUSHER,995.9
LIVER IMAG SPECT W/FLOW,1395
LIVER IMAGING (SPECT),1395
LIVER IMAGING STATIC ONLY,1108
LIVER US LIMITED,604
LIVER US LIMITED ELASTOGRAPHY,308
LIVER/SPLEEN STATIC ONLY,1108
LIVER/SPLEEN W/VASC FLOW,1108
L-K MICROSOMAL AB,44
LOCM 100-199 IODINE 1ML OMNI,7.5
LOCM 200-299 IODINE 1ML,3.5
LOCM 200-299 IODINE 1ML OMNI,7
LOCM 300-399 IODINE 1ML,3.5
LODINE 200 MG,4.97
LODINE 300 MG,5.94
LODINE XL 400 MG TAB,10.68
LODOSYN 25MG TAB,128.39
LOMOTIL 2.5MG TAB,3.5
LOMOTIL LIQ 1ML CHG,5.39
LONITEN  2.5MG TAB,3.5
LOOP CUTTING BIPOLAR .30-.35MM,1245.5
LOOP LETZ HYSTER,54
LOOP RECORDER ANAL/REMOTE,104
LOOP RECORDER ANAL/REP,104
LOOP RECORDER ANALYSIS,94
LOPERAMIDE 1MG/7.5ML PER 1ML,0.92
LOPERAMIDE 2MG CAP,3.5
LOPERAMIDE 2MG/10ML UDC,7
LOPID 600 MG TAB U/D,3.5
LOPRESSOR 100 MG TAB,3.5
LOPRESSOR 12.5MG TAB,3.5
LOPRESSOR 25MG TAB,3.5
LOPRESSOR 37.5MG TAB,3.5
LOPRESSOR 50MG TAB,3.5
LOPROX 0.77% GEL,296.89
LORATADINE LIQ 5MG/5ML,3.5
LORAZEPAM 0.5MG TAB,3.5
LORAZEPAM 1MG TAB,3.5
LORAZEPAM 1MG/0.5 ML ORAL SYR,3.5
LORAZEPAM 2MG VIAL,7.73
LORAZEPAM 2MG/ML MDV,4.05
LORAZEPAM INTENSOL 1ML CHG,4.83
LOTEMAX 0.5% OPTH 5ML,833.45
LOTENSIN 10MG TAB,3.5
LOTRISONE CREAM 15GM,77.56
LOTRISONE LOT 60ML,19
LOVENOX 100MG/1.0ML SYR,380.84
LOVENOX 110MG/1.1 ML SYR,313.82
LOVENOX 120MG/1.2ML SYR,342.87
LOVENOX 130MG/1.3 ML SYR,370.88
LOVENOX 140MG/1.4 ML SYR,399.41
LOVENOX 150MG/1.5ML SYR,428.56
LOVENOX 160MG/1.6 ML SYR,456.47
LOVENOX 170MG/1.7 ML SYR,485.01
LOVENOX 180MG/1.8 ML SYR,513.54
LOVENOX 190MG/1.9 ML SYR,542.07
LOVENOX 20MG/0.2ML SYR,76.09
LOVENOX 300MG/3ML MDV 10MG CHG,38.05
LOVENOX 30MG/0.3ML SYR,114.13
LOVENOX 40MG/0.4ML SYR,152.17
LOVENOX 50MG/0.5ML SYR,190.21
LOVENOX 60MG/0.6ML SYR,228.49
LOVENOX 70MG/0.7 ML SYR,266.3
LOVENOX 80MG/0.8ML SYR,304.66
LOVENOX 90MG/0.9 ML SYR,342.34
LOW EXT ARTERIAL-PVR REST,679
LOWER EXT ART PVR/POST,869
LOXITANE 10MG CAP,3.5
LOXITANE 25MG CAP,4.56
LOXITANE 5MG CAP,3.5
LOZOL TAB,3.5
LTD OB 1 OR MORE FETUS,415
LTME 24HR CONT VIDEO/EEG,2568
LUBRICANT EYE DROPS .05OZ,5.18
LUBRICANT EYE OINTMENT 3.5GM,22.14
LUBRIDERM LOTION 6 OZ.,9.75
LUDIOMIL 25MG TAB,4.24
LUMBAR 1 LVL EXPEDIUM,10819.85
LUMBAR 1 LVL LEOPARD,6931.3
LUMBAR 2 LVL EXPEDIUM,14860.86
LUMBAR 2 LVL LEOPARD,6931.3
LUMBAR CMPLT INC BEND MIN 6 VW,490
LUMBAR CO-DWN A-P/LAT,242
LUMBAR FLEX & EXT 2-3 VWS,302
LUMBAR PUNCTURE,951
LUMBAR ROUTINE 6 VIEWS,490
LUMBAR VALVE SYSTEM HORIZ/VERT,3522.54
LUMIGAN 0.03% OP SOLN *NF*,371.57
LUNG PERFUSION AND VENT,1507
LUNG PERFUSION IMAGING,905
LUNG QUANT VENT/PERF,1507
LUNG VENTILATION IMAGING,905
LUPRON DEPOT 22.5MG 3MO SYRING,12028.72
LUPRON DEPOT 3.75MG KIT,3364.71
LUPRON DEPOT 30MG 4MON KIT,16038.31
LUPRON DEPOT 45MG 6MO SYRING,24057.8
LUPRON DEPOT 7.5MG INJ,4009.59
LUPUS ANTICOAGULANT,270
LUPUS THROMBOPLASTIN INHIB,179.1
LUVOX 50MG TAB,3.5
LYME DISEASE ANTIBODIES,258.5
LYME IGM,30
LYME PCR,216
LYME WB IGG,52
LYME WB IGM,52
LYMPHATIC & LYMPH NODE IMAG,1357
LYRICA 100MG CAP,39.47
LYRICA 150MG CAP,39.47
LYRICA 25MG CAP,35.88
LYRICA 50MG CAP,39.47
LYRICA 75MG CAP,39.47
LYSOZYME,140.8
MAALOX/MYLANTA 30ML UDC,13.25
MACIMORELIN 0.5MG/ML ORAL SOLN,11643.75
MACROBID 100MG CAP,17.76
MACRODANTIN 50MG CAP,10.58
MAGIC MOUTHWASH 1ML CHG,0.76
MAGIC MOUTHWASH W/LID,0.81
MAGNESIUM 2GM IVPB 50ML,73.79
MAGNESIUM BLOOD,66
MAGNESIUM CITRATE 300ML,13.62
MAGNESIUM OXIDE TAB,3.5
MAGNESIUM SO4 1GM D5W 1G/100ML,37.4
MAGNESIUM SO4 20GM/500ML,28.34
MAGNESIUM SO4 INJ50% 2CC,7.27
MAGNESIUM SULFATE 5G/10ML,10.12
MAGNESIUM URINE AA,133.2
MAINTAINER ANTERIOR CHAMBER 23,118.19
MALARIAL SMEAR,71.1
MALATHION 0.5% LOTION 60ML,787.51
MAMMOGRAPHY DX BILAT W/CAD,281
MAMMOGRAPHY DX UNILAT W/CAD,236
MAMMOGRAPHY SCREEN BILAT W/CAD,215
MAMMOGRAPHY SCREEN UNILT W/CAD,179
MANDIBLE <4 VIEWS,256
MANDIBLE MIN 4 VIEWS,302
MANGANESE BLOOD,112.8
MANGANESE URINE,133.2
MANIFOLD 4 PORT ORTHO,54
MANIFOLD KIT,62.28
MANNITOL 25% 12.5GM/50ML VIAL,10.08
MANNITOL IV. 20% 500CC,87.63
MANNOSE BINDING LECTIN,106.3
MANUAL THERAPY EA 15 MIN,75
MARCAINE .25% W/EPI 30MLS,13.07
MARCAINE .75% 30 ML SDV,28.52
MARCAINE .75/DEXTROSE 2ML,20.57
MARCAINE 0.25% 50 ML MDV,0.56
MARCAINE.5% W/EPI 30MLSDV,21.21
MARCAINE.75% W/EPI AMP 30,46.69
MARGIN MARKER VECTOR,541.26
MARINOL 2.5MG CAP EA,23.69
MARINOL 5MG CAP EA,45.13
MARKER BREAST,234
MARKER FIDUCIARY,15.05
MARKER MR BX,216
MARKER MR BX 2ND SHAPE,216
MARKER PASSIVE RELIASPHERE 3PK,27.9
MARKER SIDIDUAL I-LOGIC,534.62
MASK LMA DISP INFANT/CHILD/NEO,40.28
MASK LMA DISPOSABLE #3-#5,15.05
MASK RESUSCITATION NEOPUFF,20.99
MASSAGE EA 15 MIN,101
MASTOIDS <3 VIEWS/SIDE,226
MASTOIDS MIN 3 VIEWS/SIDE,256
MATTRESS INFANT WARMER,47.34
MATULANE 50MG,341.21
MAX EPA 340MG/1000 MG SOFTGEL,3.5
MAXILLO FACIAL W&W/O CONT CT,1599
MAXILLO FACIAL W/CONT CT,1230
MAXILLO FACIAL W/O CONT CT,1138
MAXITROL OPTH OINT 1/8OZ,82.8
MAXITROL OPTH SOL 5ML,389.96
MAXZIDE TAB,3.5
MDI TX,74
MDI TX DEMO/EVAL,242
MEBARAL LEVEL (MEPHOBARB),186.7
MECONIUM 10,328
MEDROL 16MG TAB,11.41
MEDROL 4MG TAB,5.25
MEFOXIN 2GM VIAL,57.55
MEGACE 40MG/ML 10ML SUSP,16.2
MEGACE 800MG/ML 20ML SUSP,32.02
MEGESTROL 40MG TAB,3.5
MELATONIN *NF* 3 MG TABLET,3.5
MELLARIL 10MG TAB,3.5
MELLARIL 25MG TAB,3.5
MEMANTINE 10MG TAB,3.5
MEMANTINE 5 MG TABLET,3.5
MENACTRA VACCINE .5ML,419.39
MENINGITIS/ENCEPH PANEL,968.6
MENINGOCOCCAL B VACCINE,481.35
MENISCAL REPAIR FAST-FIX SPLY,1036.67
MENTAX CREAM 30GM TUBE,30.09
MEPHYTON 5MG TAB,270.3
MERCURY BLOOD,73.6
MERCURY RANDOM URINE,129.2
MERREM 1GM DUPLEX BAG INJ,103.23
MERREM IV 1000MG,133.4
MERREM IV 500 MG,46
MESALAMINE DR 400MG CAPSULE,17.85
MESH 3D MAX 4X6,578.95
MESH 3D MAX LIGHT LG LEFT,651.4
MESH 3D MAX LIGHT LG RIGHT,651.4
MESH 3D MAX LIGHT MD LEFT,617.3
MESH 3D MAX LIGHT MD RIGHT,617.3
MESH 3D MAX LIGHT XLG LEFT,713.4
MESH 3D MAX LIGHT XLG RIGHT,713.4
MESH 3D MAX X-LARGE LEFT,636.37
MESH ARTELON TISSUE REIN 6X9CM,7066.1
MESH DUAL 10CMX15CMX2.0MM,2062.6
MESH DUAL 15CMX19CMX2.0MM,3458.85
MESH DUAL 18CMX24CMX2.0MM,4843
MESH DUAL 20CMX30CMX2.0MM,6144.9
MESH ECHO VNTRLGHT 10X15CM,1488
MESH ECHO VNTRLGHT 11.4CM,1605
MESH ECHO VNTRLGHT 15.2X20.3CM,2684
MESH ECHO VNTRLGHT 15.2X25.4CM,3273.2
MESH ECHO VNTRLGHT 15CM,2255
MESH ECHO VNTRLGHT 17.8X22.9CM,3353.1
MESH ECHO VNTRLGHT 20.3 CIRCLE,3621
MESH ECHO VNTRLGHT 20.3X25.4CM,3898.3
MESH ECHO VNTRLGHT 25.4X35.6CM,4702
MESH FLAT SHEET 15X15CM,198.36
MESH FLAT SHEET 25X35CM,348.84
MESH FLAT SHEET 7.5X15CM,136.8
MESH GORE 1MTD203,1121.4
MESH KNITTED 12X12 VICRYL,4554.68
MESH PHASIX 10X15,5125
MESH PHASIX 15X20,9778
MESH PHASIX 8X10,16052.5
MESH PLUG LIGHT LG 4.1X4.8CM,552.2
MESH PLUG LIGHT MED 3.3X3.9CM,547.55
MESH PLUG LIGHT SM 2.5X3.4CM,542.37
MESH PLUG LIGHT XLG 3.8X5.0CM,637.45
MESH PRESHAPE FLAT SH 4.5X10CM,182.52
MESH PRESHAPE FLAT SH 6X13.7CM,205.2
MESH PROGRIP 10X15CM,573.4
MESH SOFT 12X12IN,443.7
MESH SOFT 3X6IN,151.2
MESH SOFT 4X6IN,188.39
MESH SOFT TISSUE 10X15CM X 2.0,2242
MESH SURGISIS 7X10 U SHP BLGC,2164
MESH VENTRALEX ST LARGE,1631
MESH VENTRALEX ST MEDIUM,1319
MESH VENTRALEX ST SMALL,1124
MESH VENTRIO ST 11.4CM,1735
MESH VENTRIO ST 11X14CM,2229
MESH VENTRIO ST 13.8X17.8CM,2775
MESH VENTRIO ST 15.5X25.7CM,4295.45
MESH VENTRIO ST 19.6X24.6CM,3715
MESH VENTRIO ST 22.1X27.1CM,4302.5
MESH VENTRIO ST 8X12CM,1566
MESNA 200MG INJ CHARGE,18.86
