"Description                             ","Price     "
"CATHETER DUPLOCATH 25                   ","    132.72"
"SET PERCUFLEX URINARY DIVERSION STENT OP","    757.75"
"STENT PERCUFLEX PLUS 8 X 24             ","    486.50"
"STENT PERCUFLEX PLUS 8 X 26             ","    486.50"
"STENT PERCUFLEX 4.8F X 12CM             ","    488.25"
"STENT PERCUFLEX PLUS 6 X 22 M0061755610 ","    495.57"
"STENT PERCUFLEX PLUS 6 X 24 M0061755620 ","    495.57"
"SYSTEM COLLECTION SAFETOUCH 003984-901  ","     38.47"
"FILTER ASPIRATION SAFETOUCH 003905-901  ","     11.89"
"STENT PERCUFLEX PLUS 6 X 26 M0061755630 ","    495.57"
"STENT CONTOUR 4.8F X 22-30CM (REPL 180-1","    626.68"
"STENT CONTOUR 6F X 22-30CM (REPL 180-156","    626.68"
"STENT URETERAL POLARIS 5 X 28 M006192124","    559.51"
"STENT URETERAL POLARIS 6 X 28 M006192134","    559.51"
"CATH IV ANGIO CATH PLACE 16GAX5.25 BD#38","     49.49"
"STENT URETERAL POLARIS 7 X 24           ","    551.25"
"STENT URETERAL POLARIS 7 X 26 M006192143","    559.51"
"DILATOR HYDROCEL COATED URETHERAL M00625","    703.40"
"SYSTEM TLS SURGICAL DRAINAGE 7FR 6640   ","    110.25"
"PROLENE HERNIA SYSTEM PHSE              ","   1075.45"
"PROLENE HERNIA SYSTEM PHSM              ","   1075.45"
"PROLENE HERNIA SYSTEM PHSL              ","   1075.45"
"KIT RIGID FIX SOFT TISSUE CROSS PIN 2101","   1323.00"
"COVER OMED STEIN PIN BLUE 10-1-002      ","      5.85"
"COVER OMED STEIN PIN RED 10-1-003       ","      6.41"
"WIRE KIRSCHNER DIAMOND .062 00018600379 ","     24.26"
"DRAIN J-VAC 10MM ROUND                  ","     51.07"
"ANCHOR (C) PANALOK RC DUAL W/ORTHOCORD 2","   1715.39"
"MESH PROLENE 12X12 PML                  ","    452.62"
"MESH PROLENE MEDIUM #PMH                ","    199.40"
"DISSECTOR BALLOON GSI OMSPDBS2          ","    551.11"
"MESH PROLENE 3X6 PMII                   ","    180.18"
"KIT HEMOSTAR ALPHA 19CM 5835150         ","    795.97"
"CATH FOGARTY ART EMB 2FR 60CM #120602F  ","    288.05"
"CATH FOGARTY ART EMB 3FR 80CM #120803F  ","    131.99"
"CATH FOGARTY ART EMB 4FR 80CM         CV","    131.99"
"CATH FOGARTY ART EMB 5FR 80CM     120805","    131.99"
"CLAMP BULLDOG DISP 10/CS CSOFT6         ","     52.50"
"PAD GROUNDING SENSING-7507A 50/CS       ","      9.21"
"SHEET BILATERAL LIMB 29416              ","     22.79"
"CATH FOGARTY ART EMB 4FR 40CM #120404F  ","    131.99"
"TOOL PNEUMATIC LEGEND MIDAS REX T12MH25 ","    470.12"
"KIT CANNULA UNIVERSAL 7MMX76MM 012421   ","     85.05"
"TRAP FINGER DIGIT GRASPING  9906/LINVATE","     52.19"
"CATHETER DOMESTIC TC003 5PK             ","   4791.05"
"CEMENT KYPHX  HV-R  BONE C01A           ","    335.34"
"CATH HEMO GLIDE KIT 14.5FR 27CM(OLD#5663","    785.79"
"EXTENDER ELECTRODE DLP-X10              ","     40.29"
"FIBERWIRE #5 AR-7211 12/BX              ","    140.00"
"REPAIR PELVIC FLOOR TOTAL SYSTEM PFRT02 ","  11336.33"
"REPAIR ANTERIOR SYSTEM PFRA02 PROLIFT   ","   7495.78"
"REPAIR POSTERIOR SYSTEM PFRP02  PROLIFT ","   7495.78"
"BLADDER SLING GYNECARE TVT SECURE SYS. T","   5110.00"
"UROMAX ULTRA 15F X 10CM                 ","   1179.50"
"CATHETER 5F CONE TIP                    ","    743.40"
"CATHETER 5F WHISTLE TIP                 ","     37.17"
"CATHETER DRAINAGE 16 X 35 (DISCONTINUED)","    301.46"
"CATHETER DRAINAGE 20 X 35 M0064101060   ","    301.46"
"EASYCORE BIOPSY NEEDLE 18GA, 21CM   500-","    189.00"
"CLIP HEM-O-LOK ML WECK 544230           ","    123.55"
"GLIDEWIRE ANGLED TIP REG 0.035 BODY 3CM ","    180.95"
"WIRE AMPLATZ SUPER TIFF .038/145 M006640","    102.31"
"PINNACLE DUET  (DISCONTINUED)           ","    942.90"
"PINNACLE ANTERIOR & APICAL  (DISCONTINUE","   7268.17"
"PROLENE HERNIA SYSTEM PHSE              ","    745.79"
"PROBE SWISS LITHOCLAST UNTRASOUND 3.8MM ","   2184.88"
"BLADE DOUBLE SIDED STRYKER 0277096275   ","    128.10"
"PROBE DISP PNEUMATIC 1.0MM X 570MM M0068","    946.93"
"STONE CATCHER W/ TUBING AND ADAPTOR     ","    282.80"
"LASER FIBER  SIDE FIRING XPEEDA LF AC-10","   4375.00"
"CATH FOLEY 24F X 30CC  #6003L24         ","    104.41"
"SUCTION FLEXIBLE IRRIGATOR INTUITIVE 410","    770.00"
"GLOVE COTTON STERILE LINER FULL FINGR KN","     12.46"
"MESH HERNIA VENTRIO ST EXTRA LARGE 7.7 X","   4658.15"
"MESH HERNIA VENTRIO ST EXTRA LARGE 8.7 X","   5489.75"
"MESH HERNIA VENTRIO ST EXTRA LARGE 10.8 ","   6987.05"
"CHOLANGIO CATHETER 5/BX     #9100       ","    427.00"
"BLADE SAW  8 X 20     #532.045S         ","    346.50"
"ADEPT ADHESION REDUCTION SOLUTION 060004","    878.89"
"SYSTEM DRAINAGE SURG POREX TLS     6650 ","    110.25"
"MESH 3MAX LF LARGE 0115311 DAVOL        ","    552.65"
"MESH 3D MAX LEFT MEDIUM  0115310 DAVOL  ","    508.20"
"MESH 3MAX RT LG 0115321 DAVOL           ","    552.65"
"MESH 3MAX RT MED 0115320 DAVOL          ","    508.20"
"PLUG MARLEX MED #0112760                ","    942.06"
"OCCULATOR COLPO-PNEUMO CPO-6            ","    323.47"
"MESH VENTRALIGHT S/T 6X8 ELLIPSE (15.2CM","   2269.40"
"MESH VENTRALIGHT S/T COMPOSIX 4X6 (10.2c","   1150.80"
"SCREW TAPER BIO INTRA FIX  MITEK 254624 ","    910.00"
"SHEATH  BIO INTRA FIX TIB LRG 30M MITEK ","    910.00"
"ELECTRODE 5MM MODULAP BRAND ELECTROCAUTE","   1032.50"
"PAD ARTHOVAC FELT AR-4004P              ","     40.50"
"ANCHOR (C) FASTIN RC-5.0MM W/ORTHOCORD 2","   1604.72"
"TUBING UTERINE SUCTION GYRUS # 23116 10/","     22.05"
"MESH HERNIA MED. CIRCLE W/STRAP 2.5 (6.4","   1467.55"
"MESH HERNIA LRG. CIRCLE W/STRAP 3.2 (8.0","   1877.05"
"SUTURE USS  V-LOC 2-0 9V-30 NEEDLE  12/B","     95.59"
"BLADE SAW 10 X 25 #532.062S             ","    346.50"
"SAW BLADE 27 X  50    #532.067S         ","    265.65"
"CANNULA TWIST 6MM X 7CM AR-6535         ","     87.50"
"MESH HERNIA VENTRALIGHT ST 4.5 IN CIRCUL","   1296.75"
"DRAIN MALECOT MDL 32 FR 86032           ","     39.27"
"CATH SILICONE FOLEY 22F X 30CC  73022SI ","     45.19"
"CATH SILICONE FOLEY 24F X 30CC  #73024SI","     46.24"
"CATH FOLEY 5CC BARD LUBRI-SIL SILICONE #","     36.82"
"BALLOON DIL. CATHETER  UROMAX ULTRA 15 X","   1021.62"
"URETERAL STENT BARD  8 X 26 #788826     ","    450.38"
"CATHETER BALLOON URETERAL  5.8 FR X 75 C","   1021.62"
"INFLATION DEVICE ENCORE 26 710-114 #M006","    126.00"
"LASER FIBER DUOTOME SIDELITE 550 840-846","   3236.38"
"COVERS STANDARD STEEP DISPOSABLE TREND #","     79.74"
"COVERS LARGE STEEP DISPOSABLE TREND #601","     97.88"
"BLADE SAW  10 X 10    #532.042S         ","    346.50"
"BACKSTOP CLEAR GEL X 3F CATHETER M006390","   1496.25"
"TUBING SUCTION LINE ASPIRATION ATS 91084","     28.56"
"CANNULA FEMORAL ARTERIAL/BARD 007310    ","    124.71"
"STOPCOCK 1-WAY LL FEM-MALE MX506-1L 50/C","      1.68"
"CLEANSING SYSTEM IRRISEPT O.R.CHG WOUND ","    213.99"
"CONNECTOR PERFUSION REDUCING 3/8 X 1/2 S","      9.14"
"CONNECTOR 1/2 X 3/8 X 3/8  050529000  24","      8.93"
"GENESYS PROCEDURE SET 5/BOX M006580211  ","   4970.00"
"TUBING 1/4 X 1/16 X 12  5/BX SL5050     ","     33.36"
"SET HEMOCONCENTRATOR W/TUBING 1.1  12/BX","    285.60"
"PERICARDIAL SUMPS 1/4 CONNECTOR  20/CS 1","     41.76"
"CANNULA AORTIC ROOT W/VENT LINE 20/CS 20","     66.01"
"CANNULA VEN SINGLE STAGE 24FR 10/CS 6932","    110.04"
"CANNULA VEN SINGLE STAGE 28FR 10/CS 6932","    110.04"
"CANNULA GUNDRY RSCP W/CUFF 15FR 10/CS 94","    287.07"
"PAD MOUNTING LEVEL SENSOR 60/CS 195240  ","     28.00"
"CANNULA ARTERIAL PERFUSION 21 FR. #5761 ","    242.55"
"CANNULA AORTIC 8MM W/CONNECT #6391      ","     64.86"
"CANNULA CARDIOPLEGIA CUSTOM #65858      ","     66.92"
"VITAGEL PREP PLASMA SEPARATOR 5/PK 2113-","    136.50"
"CONNECTOR PERFUSION STRAIGHT 1/2 X 1/2 I","      9.14"
"CONNECTOR 3/8 X 3/8 X 3/8  GISH         ","     12.04"
"ANCHOR MICROFIX 212855                  ","    872.30"
"CANNULA ARTERIAL STRAIGHT TIP 20FR      ","     64.09"
"CANNULA ARTERIAL STRAIGHT TIP 18FR      ","     64.09"
"RESERVOIR ATR 40 COLLECTION 40 MICRON FI","    140.00"
"KIT CANNULA ARTERIAL PERCUTAINEOUS 19FR ","    906.64"
"CANNULA RETROGRADE MALEABLE STYLET 14FR ","    258.48"
"ANESTHESIA SUPPLIES                     ","    189.00"
"CANNULA STIFFENING 6CM SC6CM RANFAC     ","     43.50"
"LEVEL 1 -A 1ST HOUR                     ","    455.20"
"CONNECTOR 1/4X1/4                       ","      8.93"
"BUR ROUND 2.3MM 2296-100-423 STRYKER    ","     21.63"
"LEVEL 1 ANEST CHG 1 HR-1.99 HR          ","    391.35"
"LEVEL 2 ANEST CHG 2 HR - 2.99 HR        ","    509.65"
"LEVEL 3 ANEST CHG 3 HR - 3.99 HR        ","    632.35"
"LEVEL 4 ANEST CHG 4 HR - 4.99 HR        ","    753.95"
"LEVEL 5 ANEST CHG 5 HR - 5.99 HR        ","    873.75"
"LEVEL 6 ANEST CHG 6 HR - 6.99 HR        ","    995.00"
"LEVEL 7 ANEST CHG 7 HR - 7.99 HR        ","   1114.80"
"LEVEL 8 ANEST CHG 8 HR - 8.99 HR        ","   1234.60"
"LEVEL 9 ANEST CHG 9 HR - 9.99 HR        ","   1391.00"
"CONNECTOR 1/4X1/4 W/LL                  ","      8.93"
"CONNECTOR 1/4X1/4X1/4                   ","     10.50"
"KIT CANNULA FEMORAL BIOMEDICUS ONE-PIECE","    906.64"
"CANNULA ARTERIAL 24FR ANGLED TIP W/LUER ","     63.35"
"LINE TABLE CARDIOPLEGIA                 ","     87.15"
"PACK TABLE CUSTOM                       ","    413.00"
"CANNULA VENOUS 25FR PERCUTANEOUS        ","   1358.28"
"BLADE SHIMMER ANGLE TIP LARYNGEAL 188352","   1710.17"
"CANNULA VENOUS 28 FR RIGHT ANGLE 5 HOLE ","    152.15"
"CANNULA FEMORAL VENOUS (DLP) #96328     ","    524.79"
"CANNULA VENOUS 29 X 29FR TF292902.      ","    131.53"
"CANNUAL ADULT VENOUS WITHOUT CONNECTOR 3","    131.64"
"CATHETER VENOUS RETURN 28/38 FR W/1/2 FL","    131.36"
"VITAGEL 4.5ML COLLAGEN/THROMBIN SUSPENSI","   1925.00"
"SUMP HEART ADULT LEFT DEGREE            ","     35.53"
"ANCHOR 3.0MM BIO-SUTURETAK W/ TWO #2 TIG","    980.00"
"KIT 2.4MM BIO-SUTURETAK PERCUTANEOUS INS","    682.50"
"NEEDLE FORCE FIBER #5 BLUE/WHITE SMS1016","     87.00"
"NEEDLE FORCE FIBER #5 WHITE SMS101801 12","     87.00"
"SYSTEM DISTAL BICEPS REPAIR IMPLANT AR-2","   2975.00"
"SUTURE ANCHOOR, PEEK 2.4MM AR-1934PF-24 ","    962.50"
"SUTURE ANCHOR PEEK SWIVELOCK 4.75mm x 24","   1400.00"
"CANNULA  PASSPORT BUTTON 10MM X 4CM  5/B","    112.00"
"CANNULA  PASSPORT BUTTON 10MM X 3CM  5/B","    112.00"
"CANNULA CLEAR 6X75MM #214661            ","    160.27"
"BONE (C/R) GRAFT DBX PUTTY 2.5 CC #03802","   1925.00"
"ZIPFIX STERNAL W/NEEDLE 5/PK 08.501.001.","    316.80"
"ZIPFIX STERNAL W/NEEDLE  1/PK 08.501.001","    398.75"
"BLADE SAW  16 X 10    #532.043S         ","    265.65"
"BONE (C/R) GRAFT DBX PUTTY 10CC #038100 ","   5302.50"
"DRESSING NET SURGILAST SZ 7 25YDS       ","      1.51"
"BURR 2296-100-026 STRYKER               ","    115.36"
"BONE (C/R) GRAFT DBX MIX 2.5 CC #058025 ","   2310.00"
"BONE (C/R) GRAFT DBX MIX 5 CC #058050   ","   4182.50"
"ERASER WETFIELD 221260                  ","     40.66"
"BLADE SAW  4 X 5   #532.044S            ","    346.50"
"TOURNI-COT X-LARGE    BLUE    20/BX #TXL","     13.83"
"FIBER LASER 0D550UM HOLMIUM SINGLE USE S","   1635.06"
"SUTURE BRALON/NUROLON/SURGILON CBN412/19","     12.95"
"SUTURE STRYKER ENDO  3910-900-050       ","     73.50"
"TOURNI-COT LARGE GREEN  MAR-MED # TCL  (","     13.69"
"TOURNI-COT MED   ORANGE      20/BX # TCM","     12.25"
"TOURNI-COT SMALL     20/BX #TCS         ","     14.88"
"CUTTER ENDO LINEAR BLUE #TSB35 3/BX     ","    735.00"
"RETRACTOR MEDIUM ALEXIS O WOUND PROTECTO","    140.00"
"SUTURE ARTHREX CORKSCREW WITH #2 FIBERWA","    682.50"
"BLADE SAW  12  X 20    #532.046S        ","    346.50"
"RETRACTOR EXTRA LARGE ALEXIS O WOUND PRO","    269.50"
"BLADE SAW (FINE TEETH)  6 X 25    #532.0","    265.65"
"BLADE SAW (COARSE TEETH)  6 X 25    #532","    265.65"
"RETRACTOR LARGE ALEXIS O WOUND PROTECTOR","    213.50"
"PATCH FOR PERICARDIAL CLOSURE 7X15CM (OL","   4287.50"
"PATCH GORTEX CAROTID 8MMX75MM HEK08/75CP","    302.75"
"COVER OMED STEIN PIN YELLOW 10-1-001    ","      2.87"
"SHEATH ACCESS FLEXOR URETERAL FUS-120035","    397.43"
"BLADE SAGGITAL STRYKER 13.0X1.47X90MM 61","    217.50"
"NEEDLE CAUTERY COLORADO 12/BX  MMP0118  ","     77.90"
"CANNULA PASSPORT BUTTON 8MM X 3CM (PURCH","    112.00"
"FORCEP BX URETEROSCOPIC PIRANHA M0065051","   1323.07"
"NEEDLE SCORPION MULTIFIRE AR-13995N (MUL","    595.00"
"HOOD SPACE SUIT STRYKER 0400800000 (36/B","    141.62"
"BLADE STRYKER AVG MED 2296-003-111      ","    112.91"
"BLADE SAG LONG MED AGGRESSIVE 2296-003-5","    114.70"
"FALOPE-RING 30-SETS/CS 000719-250 FRB-30","    249.59"
"CHANDELIER LIGHTING SYSTEM 25GA ACCURUS ","    337.50"
"SYSTEM VALVED ENTRY 23GA, 3CT 8065751657","    206.25"
"VFC OIL PACK CONSTELLATION 8065750957 6/","    211.88"
"CUTTER ENDO LINEAR VAS #TSW35 3/BX      ","    735.00"
"BALLOON BLUNT TIP ACCESS SYSTEM GELPORT ","     98.00"
"LAPAROSCOPIC MORCHELLATOR DISP(REP.DV001","   2347.38"
"FABRIC HEMASHIELD DBLVEL 8X75MM 019509  ","    299.15"
"BLADE ELITE 4.5MM PLATINUM 72203521 (REP","    207.48"
"ANCHOR (C) SUPER QUICK W//ORTHOCORD CP-2","   1225.00"
"BLADE RAZOR CUT 3.5                     ","    163.80"
"PUNCH GOOSEN VASC 2.7MM MDP-28K         ","     89.00"
"BLADE ELITE STONECUTTER BURR 5.5MM #7220","    222.64"
"ANCHOR BIOKNOTLESS PLUS WITH ORTHOCORD -","   1260.00"
"DERMACARRIER 1.5 TO 1  00219501200      ","     94.70"
"PRESSURIZER PROXIMAL                    ","     74.39"
"CATH MALECOT 4-WING 14FR  086014        ","     48.85"
"COAGULATOR SUCT LECTROVAC W/ALU TIP #E25","     30.58"
"TROCAR W/O BLD STBLTY SLV 5MM/150MM XCEL","    201.17"
"TUBE FEEDING 8FR 16 SHORT 460604        ","      2.33"
"CUFF TOURN 18  60-7075-103 RED STERILMED","     44.59"
"CUFF TOURN 24  60-7075-104 GREEN STERILM","     44.59"
"CUFF TOURN 34 60-7075-106 BROWN STERILME","     44.59"
"CUFF TOURN 42 60-7075-107 MAROON STERILM","     44.59"
"ALLODERM (RTU) 4 CM X 16 CM THICK #15206","   7374.50"
"SHOULDER PAD ABDUCTION DEVICE LARGE 1164","    101.82"
"BLADE SAW  20 X 45   #532.066S          ","    346.50"
"ANCHOR BIOKNOTLESS 212738               ","   1728.41"
"SUTURE VALVE 2-0 4X48 PLEDGET V-3794 12/","    333.16"
"ALLODERM (RTU) 6 CM X 16 CM THICK #15206","  11718.00"
"ERASER WET-FIELD HEMO BIPO 221251 XOMED ","     35.85"
"SHEATH 20CM AMPLATZ TYPE RENAL          ","    141.72"
"SLING (C) ARIS TRANS-OBTURATOR #934400  ","   2282.00"
"KIT DENVER SHUNT 42-2055                ","   6660.50"
"TROCAR THORACIC 10/12 #TT012  6/BX      ","    212.70"
"SAPHLITE (C) MID-LGTH F/O LIGHT PANEL 89","   1100.75"
"KIT DRAINABLE POUCH W/WAFER 4 HOLL #1910","     26.06"
"KIT CER PLUS DRAINABLE POUCH W/WAFER 2-3","     19.36"
"DRAPE LEGGINGS  38x15x33                ","      7.53"
"LIQUIBAND ADHESIVE TISSUE FLOW CONTROL L","     65.17"
"BLANKET UNDERBODY LITHOTOMY  3M# 58501  ","     63.91"
"CAP CERVICAL V-CARE SMALL               ","    308.04"
"CAP CERVICAL V-CARE 2-MED               ","    330.04"
"V-CARE UTERINE MANIPULATOR LARGE 60-6085","    245.67"
"BLADE SAGITTAL FINE 9.5 X 25.5          ","     32.45"
"BLADE SAGITTAL FINE 9.5 X 25.5          ","     32.45"
"BLADE OSCILLATOR FINE 10 X 20           ","     32.45"
"BLADE OSCILLATOR FINE 5.5 X 18.5        ","     32.45"
"GUIDEWIRE (C) SYNTHES 2.8M 300M L. 292.6","    171.99"
"ADHESIVE SKIN OCTYL LIQUIBAND W/TINT 10/","     48.90"
"CANNULA STIFFENING 9CM SC9CM RANFAC     ","     43.50"
"APPLICATOR SPRAY DEPUY  2760-40-202     ","    318.78"
"CATH OCCLUSION 4FR (REPL 2103-46) 4F6 E2","    976.50"
"SAPHLITE (C) MINI-LGTH F/O LIGHT PANEL 8","    780.37"
"PENCIL CAUTERY HAND CONTROL ROCKER #E235","     21.28"
"COUNTER NEEDLE W/BLD GUARD 6/BX  3FM70SS","      3.43"
"NDLE ANCHOR 42232-031                   ","      9.63"
"PACK TOTAL PLUS 23G ACCURUS 8065-75-0828","   1369.94"
"TUBE PACK STD FOR CHEST DRAIN LF #19907 ","     29.96"
"PLEDGET 3/8 X 3/18 X 1/16  L-705        ","     38.64"
"PLEDGET CARDIOVASCULAR PTFE 19X12.75MM S","     42.11"
"PLUG LUERLOCK MALE/FEM 100/CS #MX491    ","      0.35"
"PAD PREP SURGICAL 24X44IN CUFF NON-STERI","      2.31"
"LAPSAC TISSUE ENTRAPMENT POUCH (RH). J-L","    288.75"
"CATHETER FOGARTY 7F X 80CM              ","    131.99"
"KIT NEEDLE GUIDE 20GA 9001C0214 10/CA   ","     52.50"
"TIP SUCTION HANDLE POOLE  K770          ","      3.08"
"TUBING BOTTLE TO BOTTLE 20714           ","      4.97"
"TUBE MYRINGOTOMY COLLAR BUTTON FLUORO 1.","     23.52"
"BLADE AGGRESSIVE PLUS 3.5  375-534-000  ","    296.44"
"TROCAR ENDOPATH DISP. BLUNT TIP (REPLACE","    272.55"
"TUBE V SHEPHERD 70241020                ","     36.72"
"STAPLER US SURG PRO TACKER 5MM PTACK20/#","   1325.52"
"CANNULA CLEAR                           ","    108.50"
"ELECTRODE 2.3 SIDE EFFECT SHORT         ","    861.00"
"CUFF TOURNIQUET COLOR SINGLE 44  PATTERS","     86.14"
"BLADE DERMATOME ZIMMER 00880000010 STERI","     99.79"
"NEEDLE JAMISHIDI 4 PHARMSEAL DJ4011X 10/","     98.53"
"DRAPE HIP W/POCKETS 29439 (29429 DISCONT","     86.70"
"ELECTRODE VAPOR END                     ","    836.50"
"LOOP 24F MONOPOLAR                      ","    458.26"
"DRILL (C) BIT SYNTHES 5.0M 300M L. 310.6","   1646.19"
"ELECTRODE BALL ROLLER 24F               ","    486.92"
"SHIELD UNIVERSAL EYE 7.5CM L 7.3CM  # 58","      4.19"
"KIT EXTENSION TUBING                    ","     35.00"
"KIT THIN DRESSING                       ","    200.80"
"SHUNT INHARA PRUITT CARATID 2012-12 (REP","   1711.50"
"FILTER IN-LINE BUFFALO 10/BX            ","     49.42"
"TOOL DISSECTING 9CM 5.5MM OVAL FLUTED   ","    472.68"
"TOOL DISSECTING 14CM 3MM BALL FLUTED    ","    485.45"
"CHEST TUBE INSERTION - MICU             ","    332.00"
"TOOL DISSECTING 10CM 3MM MATCH HEAD     ","    421.58"
"291450OR AIR MIDAS REX PACK 4/PK        ","    100.03"
"TOOL DISSECTING 7CM 1MM BALL CARBIDE    ","    436.91"
"INFUSOR PRESSURE  500CC 5/BOX NOVAPLUS #","     21.21"
"KIT PLEUREX CATH-(OLD# 50-7000)  50-7000","   1920.21"
"EAR WICK STERILE DEROYAL (20PK/5=CS)  D3","      2.22"
"INFUSOR PRESSURE 1000CC 5/BOX NOVAPLUS #","     21.35"
"ELECTRODE VAPOR 2.3MM #225252           ","   1204.35"
"ELECTRODE VAPOR 2.3MM #227213           ","    927.50"
"SYSTEM CANNULA CLEAR 8.5 214680         ","    105.00"
"CUTTER ENDO LINEAR BLUE RELOAD #TR35B 12","    370.51"
"SUTURE SHUTTLE RELAY PASSER             ","    111.76"
"DRAIN ROUND SILICONE 19F  SU130-1325    ","     21.00"
"BLADE SAGITTAL 9.5MM 2296003105         ","    114.70"
"SET SM JOINT TUBING & CANNULA  9350     ","    284.80"
"DRAPE ARTHROSCOPY 9414 12/CS            ","     49.77"
"CLIPS FILSHIE(TUBAL LIGATION DEVICE)#AVM","    385.00"
"PROBE PARSONNET BARD 1.0 #007603 5/BX   ","    244.20"
"ANCHOR HEALIX WITH ORTHOCORD AND NEEDLES","   1172.50"
"VESSELOOPS MINI BLUE 10/BX 31145702     ","      4.76"
"DEVICE BONE BIOPSY F05A                 ","    386.93"
"GUIDEWIRE (C) SYNTHES 1.25M 150M L. 900.","    111.23"
"CANNULA & SEAL KII 5MMX100MM 6EA/BX NON-","     63.00"
"FIBER LOOP AR-7234                      ","    175.00"
"BDGE PLASTER EXF 5IN  JJ7369            ","      5.32"
"WIRE/MYO ORANGE 24/BX # 024200          ","     41.86"
"DRAPE DISC   ORS-320 24/CS              ","    155.33"
"TUBE SOFT SUCTION 10FR 20/BX #10052     ","     50.72"
"BONE (C/R) GRAFT DBX PUTTY 5 CC #038050 ","   3447.50"
"GUIDEWIRE ROADRUNNER .038 RPC-038145-0 U","    144.90"
"PIN STEINMANN 3-32 THREADED 1612-58-000 ","     70.00"
"SIGMOIDOSCOPE DISP WELCH-ALLEN #53130 25","      8.37"
"PIN STEINMANN 5-32 THREADED 1616-56-000 ","     79.14"
"PIN STEINMANN 5-64 THREADED 1611-58-000 ","     79.14"
"GUIDEWIRE AMPLATZ SUP STIFF PTFE COATED ","    102.31"
"KIT ENTRY BOSTON SCIENTIFIC  50-350     ","    406.00"
"SPONGE WICK EAR POPE 16 X 16 X 2 MM STER","      7.81"
"GUIDEWIRE STAINLESS STEEL .035IN OD 50CM","     32.76"
"ANCHOR PEEK PUSH LOCK SP,4.5MM X 28MM AR","   1365.00"
"ANCHOR BIO-PUSH LOCKE 3.5 (REPL AR-1926B","   1400.00"
"SCREW BIO-CORK FT SUTURE ANCHOR 5.5MM W/","   1067.50"
"KIT PINNACLE PELVIC FLOOR REPAIR M006831","   6170.57"
"SYSTEM VAGINAL SUPPORT UPHOLD LITE  (REP","   8405.95"
"FILTER PLUME PORT LAPAROSCOPIC WITH LUER","     49.25"
"CATH FOGARTY  4F, 6 MM DIAM 80 CM #14080","    795.06"
"CATH COUDE TIEMANN 12FR BARD 102L12     ","     36.02"
"CATH ANGIO SOFT VU PIGTAIL 5F 65C 107085","     63.00"
"CATH COUDE TIEMANN 14FR BARD 102L14     ","     36.02"
"ADAPTER LUER LOCK DBL MALE MEDEX#MX493  ","      1.65"
"KIT DRESSING LARGE WOUND VAC 10/BX      ","    171.89"
"CONNECTOR 3/8X3/8 W/LL - DISC. ITEM     ","      8.93"
"BLADE BARREL MINI  3553                 ","    299.25"
"PATCH VASC THINWALL 10MM #10P9004       ","    813.96"
"SLING INCONTINENCE TRANSVAGINAL TENSION ","   3432.03"
"STAYS ELASTIC 5MM LONGER #3311-1G 50/CS ","     24.36"
"BLADE CUTTER ROTORCUT  # 09115-05       ","   1517.25"
"TUBING CARBOJECT KINAMED # 25-100-2001  ","    532.00"
"CURETTE A11D KYPHX  CURETTE LATITUDE II ","    580.13"
"DRAPE STERI-DRAPE SURGICAL SHOULDER SPLI","     75.04"
"TONSIL/ADEND POWERED SET 5/PACK         ","    665.00"
"WIRE SUTURE PASSING AR-1255-18          ","    262.50"
"SLING (C) SUPRIS SUPRAPUBIC RETROPUBIC #","   2282.00"
"TUBE EXCHANGER ENDOBRONCHIAL REPLACEMENT","     20.13"
"ALLODERM (C/R) GRAFTABLE 2X4 CM, 6-12 (1","   1008.00"
"RETRACTOR WOUND PROTRACTOR (FLEXIBLE RIN","    269.50"
"PORT MRI SGL W/ATTACHED GROSHONG 0602830","    786.50"
"SCAPEL BLADE FOR ROBITIC #420157 30/USES","    264.00"
"KIT BECKER EXT. DRAIN MONITOR 46128     ","    781.38"
"BLADE PADDLE SNAP FIT DA VINCI S/SI 20/B","    171.00"
"TUBING 20 INCH HIGH PRESSURE DCT120     ","     12.46"
"TOOL LEGEND 7CM X 2MM 7BA20-MN          ","    424.13"
"TOOL LEGEND 7CM X 3MM 7BA30-MN          ","    424.13"
"TOOL LEGEND 7CM X 4MM 7BA40-MN          ","    424.13"
"TOOL LEGEND 7CM X 5MM 7BA50-MN          ","    424.13"
"TOOL LEGEND 7CM X  6MM 7BA60-MN         ","    424.13"
"TOOL LEGEND 7CM X 1MM BALL DIAMOND 7BA10","    459.90"
"KIT FIRST FRACTURE KPT1505              ","   9521.19"
