Russellville Hospital,,
Standard Charges,,
,,
SVCCD,LONGDESC,Price
240867,IMP HIP JOINT G60,"$17,253.50 "
240868,IMP HIP JOINT G61,"$17,536.50 "
240869,IMP HIP JOINT G62,"$17,819.50 "
240870,IMP HIP JOINT G63,"$18,102.50 "
240871,IMP HIP JOINT G64,"$18,385.00 "
240872,IMP HIP JOINT G65,"$18,668.00 "
240873,IMP HIP JOINT G66,"$18,950.50 "
240874,IMP HIP JOINT G67,"$19,233.50 "
240875,IMP HIP JOINT G68,"$19,517.00 "
240876,IMP HIP JOINT G69,"$19,800.00 "
240877,IMP HIP JOINT G70,"$20,083.00 "
240878,IMP HIP JOINT G71,"$20,365.50 "
240879,IMP HIP JOINT G72,"$20,648.50 "
240880,IMP HIP JOINT G73,"$20,930.50 "
240881,IMP HIP JOINT G74,"$21,213.50 "
240882,IMP HIP JOINT G75,"$21,497.00 "
240883,IMP HIP JOINT G76,"$21,779.50 "
240884,IMP HIP JOINT G77,"$22,062.50 "
240885,IMP SHLD JOINT G30,"$48,085.00 "
240886,IMP SHLD JOINT G31,"$50,912.50 "
240887,IMP SHLD JOINT G32,"$53,741.50 "
240888,IMP SHLD JOINT G33,"$56,570.50 "
240889,IMP SHLD JOINT G34,"$59,398.50 "
240890,IMP SHLD JOINT G35,"$62,227.00 "
240891,IMP SHLD JOINT G36,"$65,055.50 "
240892,IMP SHLD JOINT G37,"$67,884.00 "
240893,IMP SHLD JOINT G38,"$70,713.00 "
240894,IMP MESH G27,"$4,809.00 "
240895,IMP MESH G28,"$5,091.50 "
240896,IMP MESH G29,"$5,374.50 "
240897,IMP MESH G30,"$5,657.00 "
240898,IMP MESH G31,"$5,940.00 "
240899,IMP MESH G32,"$6,222.50 "
240900,IMP MESH G33,"$6,506.00 "
240901,IMP MESH G34,"$6,788.50 "
240902,IMP MESH G35,"$7,071.00 "
240903,IMP MESH G36,"$7,353.50 "
240904,IMP MESH G37,"$7,636.50 "
240905,IMP MESH G38,"$7,919.50 "
240906,IMP MESH G39,"$8,202.00 "
240907,IMP MESH G40,"$8,486.00 "
240908,IMP MESH G41,"$8,768.50 "
240909,IMP MESH G42,"$9,051.50 "
240910,IMP MESH G43,"$9,334.00 "
240911,IMP MESH G44,"$9,617.00 "
240912,IMP MESH G45,"$9,900.00 "
240913,IMP MESH G46,"$10,183.00 "
240914,IMP MESH G47,"$10,466.00 "
240915,IMP MESH G48,"$10,748.50 "
240916,IMP NAILS G17,"$4,809.00 "
240917,IMP BN ART/AUG G10,"$2,829.00 "
240918,IMP BN ART/AUG G11,"$3,111.50 "
240919,IMP BN ART/AUG G12,"$3,394.50 "
240920,IMP BN ART/AUG G13,"$3,677.00 "
240922,IMP VASCULAR G14,"$5,657.00 "
240923,IMP VASCULAR G15,"$7,071.00 "
240924,IMP VASCULAR G16,"$8,486.00 "
240925,IMP VASCULAR G17,"$9,900.00 "
240926,IMP VASCULAR G18,"$11,314.00 "
240927,IMP VASCULAR G19,"$12,728.00 "
240928,IMP VASCULAR G20,"$14,143.00 "
240929,IMP VASCULAR G21,"$16,970.50 "
240930,IMP VASCULAR G22,"$19,800.00 "
240931,IMP VASCULAR G23,"$22,628.00 "
240932,IMP VASCULAR G24,"$25,456.50 "
240933,IMP VASCULAR G25,"$28,285.00 "
240988,IMP EXFIX G10,"$1,414.50 "
240989,IMP EXFIX G11,"$1,555.50 "
240990,IMP EXFIX G12,"$1,697.00 "
240991,IMP EXFIX G13,"$1,839.00 "
240992,IMP EXFIX G14,"$1,980.00 "
240993,IMP EXFIX G15,"$2,121.50 "
240994,IMP EXFIX G16,"$2,262.00 "
240995,IMP EXFIX G17,"$2,404.50 "
240996,IMP EXFIX G18,"$2,545.00 "
240997,IMP EXFIX G19,"$2,687.50 "
240998,IMP EXFIX G20,"$2,829.00 "
240999,IMP EXFIX G21,"$4,242.50 "
241018,CERV NONADJ FOAM,$117.50 
241023,CERVSEMRIG ADJ COLLR,$117.00 
241028,CX SEMRIG 2P/THR EXT,$153.00 
241166,AFO PLASTIC,"$1,051.50 "
242009,IMP KNEE JOINT G56,"$16,123.00 "
242011,IMP KNEE JOINT G58,"$17,253.50 "
242056,IMP MIDDLE EAR G10,"$2,829.00 "
242057,IMP NEURO SHUNT G06,"$2,829.00 "
242058,IMP NEURO SHUNT G07,"$4,242.50 "
242059,IMP NEURO SHUNT G08,"$5,657.00 "
242060,IMP NEURO SHUNT G09,"$7,071.00 "
242061,IMP NEURO SHUNT G10,"$8,486.00 "
242062,IMP NEURO SHUNT G11,"$9,900.00 "
242063,IMP NEURO SHUNT G12,"$11,314.00 "
242064,CATH BLLN G01,$142.00 
242065,CATH BLLN G02,$283.00 
242066,CATH BLLN G03,$424.50 
242067,CATH BLLN G04,$565.50 
242068,CATH BLLN G05,$848.50 
242069,CATH BLLN G06,"$1,131.50 "
242070,CATH BLLN G07,"$1,414.50 "
242071,CATH BLLN G08,"$1,697.00 "
242072,CATH BLLN G09,"$1,980.00 "
242073,CATH BLLN G10,"$2,262.00 "
242074,CATH BLLN G11,"$2,545.00 "
242075,CATH BLLN G12,"$2,829.00 "
242076,CATH BLLN G13,"$4,242.50 "
242077,CATH TA NONLAS G05,$848.50 
242078,CATH TA NONLAS G06,"$1,131.50 "
242079,CATH TA NONLAS G07,"$1,414.50 "
242080,CATH TA NONLAS G08,"$1,697.00 "
242081,CATH TA NONLAS G09,"$1,980.00 "
242082,CATH TA NONLAS G10,"$2,262.00 "
242083,CATH TA NONLAS G11,"$2,545.00 "
242084,CATH TA NONLAS G12,"$2,829.00 "
242085,CATH TA NONLAS G13,"$4,242.50 "
242086,CATH BLLN TD NONVASC G01,$142.00 
242087,CATH BLLN TD NONVASC G02,$283.00 
242088,CATH BLLN TD NONVASC G02,$424.50 
242089,CATH BLLN TD NONVASC G03,$565.50 
242090,CATH BLLN TD NONVASC G04,$848.50 
242091,CATH BLLN TD NONVASC G05,"$1,131.50 "
242092,CATH DRAINAGE G02,$283.00 
242093,CATH DRAINAGE G03,$424.50 
242094,CATH DRAINAGE G04,$565.50 
242095,CATH HEMO/PERI LTM G02,$142.00 
242096,CATH HEMO/PERI LTM G03,$212.00 
242097,CATH HEMO/PERI LTM G04,$283.00 
242098,CATH HEMO/PERI LTM G05,$565.50 
242099,CATH HEMO/PERI LTM G06,$848.50 
242101,IMP PACEMAKER SNGL G01,"$9,900.00 "
242102,IMP PACEMAKER SNGL G02,"$11,314.00 "
242103,IMP PACEMAKER SNGL G03,"$12,728.00 "
242104,IMP PACEMAKER SNGL G04,"$14,143.00 "
242105,IMP PACEMAKER SNGL G05,"$15,557.00 "
242106,IMP PACEMAKER SNGL G06,"$16,970.50 "
242107,IMP PACEMAKER SNGL G07,"$18,385.00 "
242108,IMP PACEMAKER SNGL G08,"$19,800.00 "
242109,IMP PACEMAKER SNGL G09,"$21,213.50 "
242110,IMP PACEMAKER SNGL G10,"$22,628.00 "
242111,IMP PACEMAKER SNGL G11,"$24,042.00 "
242112,CATH HEMO/PERI LTM G07,"$1,131.50 "
242114,CATH HEMO/PERI LTM G08,"$1,414.50 "
242115,CATH THROMB EMBO G03,$424.50 
242116,CATH THROMB EMBO G04,$565.50 
242118,CATH THROMB EMBO G05,$848.50 
242119,CATH THROMB EMBO G06,"$1,131.50 "
242120,CATH THROMB EMBO G07,"$1,414.50 "
242125,CATH THROMB EMBO G08,"$1,697.00 "
242127,IMP PACEMAKER DUAL G01,"$9,900.00 "
242128,IMP PACEMAKER DUAL G02,"$11,314.00 "
242129,IMP PACEMAKER DUAL G03,"$12,728.00 "
242130,IMP PACEMAKER DUAL G04,"$14,143.00 "
242131,IMP PACEMAKER DUAL G05,"$15,557.00 "
242132,IMP PACEMAKER DUAL G06,"$16,970.50 "
242133,IMP PACEMAKER DUAL G07,"$18,385.00 "
242134,IMP PACEMAKER DUAL G08,"$19,800.00 "
242135,IMP PACEMAKER DUAL G09,"$21,213.50 "
242136,IMP PACEMAKER DUAL G10,"$22,628.00 "
242137,IMP PACEMAKER DUAL G11,"$24,042.00 "
242138,CATH THROMB EMBO G09,"$1,980.00 "
242139,CATH THROMB EMBO G10,"$2,262.00 "
242140,CATH THROMB EMBO G11,"$2,545.00 "
242142,CATHETER GUIDING G02,$283.00 
242143,CATHETER GUIDING G03,$424.50 
242144,CATHETER GUIDING G04,$565.50 
242145,CATHETER GUIDING G05,$848.50 
242146,CATHETER GUIDING G06,"$1,131.50 "
242147,CATHETER GUIDING G07,"$1,414.50 "
242148,CATHETER GUIDING G08,"$1,697.00 "
242153,IMP PUMP INFUSION G02,"$19,800.00 "
242154,IMP PUMP INFUSION G03,"$22,628.00 "
242155,IMP PUMP INFUSION G04,"$25,456.50 "
242156,IMP PUMP INFUSION G05,"$28,285.00 "
242157,IMP PUMP INFUSION G06,"$31,114.00 "
242158,IMP PUMP INFUSION G07,"$33,942.00 "
242170,CATHETER GUIDING G09,"$1,980.00 "
242175,GRAFT BONE G01,"$1,414.50 "
242176,GRAFT TISSUE,"$13,029.50 "
242177,IMP HRT VALVE M G01,"$2,262.00 "
242178,IMP HRT VALVE M G02,"$2,545.00 "
242179,IMP EXFIX G22,"$5,657.00 "
242180,IMP EXFIX G23,"$7,071.00 "
242181,IMP EXFIX G24,"$8,486.00 "
242182,IMP EXFIX G25,"$9,900.00 "
242183,IMP EXFIX G26,"$11,314.00 "
242203,INTRO/SHEATH FXD PEEL G02,$142.00 
242204,INTRO/SHEATH FXD PEEL G03,$212.00 
242205,INTRO/SHEATH FXD PEEL G04,$283.00 
242206,INTRO/SHEATH FXD PEEL G05,$565.50 
242208,INTRO/SHEATH FXD PEEL G06,$848.50 
242209,INTRO/SHEATH FXD PEEL G07,"$1,131.50 "
242210,INTR/SH NONCRD NONLAS G03,$212.00 
242211,INTR/SH NONCRD NONLAS G05,$565.50 
242212,INTR/SH NONCRD NONLAS G07,"$1,131.50 "
242213,INTR/SH NONCRD NONLAS G08,"$1,414.50 "
242214,INTR/SH NONCRD NONLAS G09,"$1,697.00 "
242215,INTR/SH NONCRD NONLAS G10,"$1,980.00 "
242216,CATH BLLN DILAT NONVASC G01,$283.00 
242217,CATH BLLN DILAT NONVASC G02,$565.50 
242218,CATH BLLN DILAT NONVASC G04,"$1,131.50 "
242219,CATH BLLN DILAT NONVASC G05,"$1,414.50 "
242220,CATH BLLN DILAT NONVASC G06,"$1,697.00 "
242221,CATH BLLN DILAT NONVASC G07,"$1,980.00 "
242222,CATH BLLN DILAT NONVASC G08,"$2,262.00 "
242223,CATH BLLN DILAT NONVASC G09,"$2,545.00 "
242224,CATH BLLN DILAT NONVASC G10,"$2,829.00 "
242225,CATH BLLN DILAT NONVASC G11,"$3,111.50 "
242226,CATH BLLN DILAT NONVASC G12,"$3,394.50 "
242227,CATH BLLN DILAT NONVASC G13,"$3,677.00 "
242228,ENDO RETRACTOR G04,$565.50 
242229,ENDO RETRACTOR G05,$707.00 
242230,ENDO RETRACTOR G06,$848.50 
242231,ENDO RETRACTOR G07,$990.00 
242232,ENDO RETRACTOR G08,"$1,131.50 "
242233,ENDO RETRACTOR G09,"$1,273.00 "
242234,ENDO RETRACTOR G10,"$1,414.50 "
242235,IMP PM LEAD OTH G17,"$12,728.00 "
242236,IMP PM LEAD OTH G18,"$14,143.00 "
242237,IMP PM LEAD OTH G19,"$16,970.50 "
242238,IMP PM LEAD OTH G20,"$19,800.00 "
242239,IMP PM LEAD OTH G21,"$22,628.00 "
242240,PT PRG NURSTM G06,"$1,697.00 "
242241,PT PRG NURSTM G07,"$1,980.00 "
242242,PT PRG NURSTM G08,"$2,262.00 "
242243,PT PRG NURSTM G09,"$2,545.00 "
242244,PT PRG NURSTM G10,"$2,829.00 "
242245,PT PRG NURSTM G11,"$4,242.50 "
242246,PT PRG NURSTM G12,"$5,657.00 "
242247,PT PRG NURSTM G13,"$7,071.00 "
242248,PT PRG NURSTM G14,"$8,486.00 "
242250,PEN CARDIAC ABLATION,"$1,414.50 "
242252,IMP NEURO LEAD G38,"$10,466.00 "
242253,IMP NEURO LEAD G39,"$10,748.50 "
242254,IMP NEURO LEAD G40,"$11,031.50 "
242255,IMP NEURO LEAD G41,"$11,314.00 "
242256,IMP NEURO LEAD G42,"$11,596.50 "
242257,IMP NEURO LEAD G43,"$11,879.00 "
242258,IMP NEURO LEAD G44,"$12,162.50 "
242259,IMP NEURO LEAD G45,"$12,445.50 "
242260,IMP NEURO LEAD G46,"$12,728.00 "
242261,IMP NEURO LEAD G47,"$13,011.00 "
242262,IMP NEURO LEAD G48,"$13,293.50 "
242263,IMP NEURO LEAD G49,"$13,576.50 "
242264,IMP NEURO LEAD G50,"$13,859.00 "
242265,IMP NEURO LEAD G51,"$14,143.00 "
242266,IMP NEURO LEAD G52,"$14,426.00 "
242267,IMP NEURO LEAD G53,"$14,708.50 "
242268,IMP NEURO LEAD G54,"$14,991.50 "
242269,IMP NEURO LEAD G55,"$15,274.00 "
242270,IMP NEURO LEAD G56,"$15,557.00 "
242271,IMP NEURO LEAD G57,"$16,123.00 "
242272,IMP NEURO LEAD G58,"$16,688.00 "
242273,IMP NEURO LEAD G59,"$17,253.50 "
242274,ST CT/COV W/DEL G17,"$9,900.00 "
242275,ST CT/COV W/DEL G18,"$11,314.00 "
242276,ST CT/COV W/DEL G19,"$12,728.00 "
242277,ST CT/COV W/DEL G20,"$14,143.00 "
242278,SEALER BIPOLAR,"$1,657.00 "
242279,CATH THROMB EMBO G13,"$4,242.50 "
242280,IMP MIDDLE EAR G11,"$4,242.50 "
242281,IMP MIDDLE EAR G12,"$5,657.00 "
242282,IMP MIDDLE EAR G13,"$7,071.00 "
242283,IMP MIDDLE EAR G14,"$8,486.00 "
242284,PEN CARDIAC ABLATION G02,"$2,829.00 "
242285,PEN CARDIAC ABLATION G03,"$4,242.50 "
242286,PEN CARDIAC ABLATION G04,"$5,657.00 "
242287,PEN CARDIAC ABLATION G05,"$7,071.00 "
242288,PEN CARDIAC ABLATION G06,"$8,486.00 "
242289,IMP TISSUE NON-HUMAN G05,"$7,071.00 "
242290,IMP TISSUE NON-HUMAN G06,"$8,486.00 "
242291,IMP TISSUE NON-HUMAN G07,"$9,900.00 "
242292,IMP TISSUE NON-HUMAN G08,"$11,314.00 "
242293,IMP TISSUE NON-HUMAN G09,"$12,728.00 "
242294,IMP TISSUE NON-HUMAN G10,"$14,143.00 "
242295,IMP NAILS G22,"$8,486.00 "
242296,IMP NAILS G23,"$9,900.00 "
242297,IMP NAILS G24,"$11,314.00 "
242299,BONE PUTTY G05,"$7,071.00 "
242301,CANNULA SHOULDER G02,$142.00 
242302,CANNULA SHOULDER G03,$212.00 
242303,CANNULA SHOULDER G04,$283.00 
242304,CANNULA SHOULDER G05,$354.00 
242305,CANNULA SHOULDER G06,$424.50 
242306,CANNULA SHOULDER G07,$495.50 
242307,CANNULA SHOULDER G08,$565.50 
242308,PUMP PAIN MGT DISP >50 ml/hr,"$1,485.00 "
242310,VERTEBROPLASTY CMNT DLV SYS  G01,$71.00 
242311,BURR/BLADE/BITS G32,"$2,404.50 "
242312,BURR/BLADE/BITS G33,"$2,545.00 "
242313,BURR/BLADE/BITS G34,"$2,687.50 "
242314,BURR/BLADE/BITS G35,"$2,829.00 "
242315,BURR/BLADE/BITS G36,"$4,242.50 "
242316,BURR/BLADE/BITS G37,"$5,657.00 "
242317,BURR/BLADE/BITS G38,"$7,071.00 "
242318,BURR/BLADE/BITS G39,"$8,486.00 "
242320,VERTEBROPLASTY CMNT DLV SYS  G02,$142.00 
242321,VERTEBROPLASTY CMNT DLV SYS  G03,$212.00 
242322,VERTEBROPLASTY CMNT DLV SYS  G04,$283.00 
242323,VERTEBROPLASTY CMNT DLV SYS  G05,$565.50 
242324,VERTEBROPLASTY CMNT DLV SYS  G06,$848.50 
242325,VERTEBROPLASTY CMNT DLV SYS  G07,"$1,131.50 "
242326,VERTEBROPLASTY CMNT DLV SYS  G08,"$1,414.50 "
242327,VERTEBROPLASTY CMNT DLV SYS  G09,"$1,697.00 "
242328,VERTEBROPLASTY CMNT DLV SYS  G10,"$1,980.00 "
242329,VERTEBROPLASTY CMNT DLV SYS  G11,"$2,262.00 "
242330,VERTEBROPLASTY CMNT DLV SYS  G12,"$2,545.00 "
242331,VERTEBROPLASTY CMNT DLV SYS  G13,"$2,829.00 "
242332,IMP WSHR/NUTS/CAP G09,"$1,273.00 "
242333,IMP WSHR/NUTS/CAP G10,"$1,414.50 "
242334,IMP WSHR/NUTS/CAP G11,"$1,555.50 "
242335,IMP WSHR/NUTS/CAP G12,"$1,697.00 "
242336,IMP CLAMPS G04,"$1,697.00 "
242337,IMP CLAMPS G05,"$1,980.00 "
242338,IMP CLAMPS G06,"$2,262.00 "
242339,IMP CLAMPS G07,"$2,545.00 "
242340,IMP CLAMPS G08,"$2,829.00 "
242341,CATH INFUS PICC/MID G10,"$1,980.00 "
242342,CATH INFUS PICC/MID G11,"$2,262.00 "
242343,CATH INFUS PICC/MID G12,"$2,545.00 "
242344,CATH INFUS PICC/MID G13,"$2,829.00 "
242345,PROBE SUCTION ENERGY,$697.00 
242346,IMP PINS/WIRES G11,"$1,980.00 "
242347,IMP PINS/WIRES G12,"$2,262.00 "
242348,IMP PINS/WIRES G13,"$2,545.00 "
242349,IMP PINS/WIRES G14,"$2,829.00 "
242350,IMP PINS/WIRES G15,"$4,242.50 "
242351,IMP PINS/WIRES G16,"$5,657.00 "
242367,CATHETER GUIDING G12,"$2,829.00 "
242368,CATHETER GUIDING G13,"$4,242.50 "
242369,CATHETER GUIDING G14,"$5,657.00 "
242370,IMP TISSUE HUMAN G05,"$7,071.00 "
242371,IMP TISSUE HUMAN G06,"$8,486.00 "
242372,IMP TISSUE HUMAN G07,"$9,900.00 "
242373,IMP MESH G64,"$19,800.00 "
242374,IMP MESH G65,"$21,213.50 "
242375,IMP MESH G66,"$22,628.00 "
242376,IMP MESH G67,"$24,042.00 "
242377,IMP MESH G68,"$25,456.50 "
242378,IMP MESH G69,"$26,871.00 "
242379,IMP MESH G70,"$28,285.00 "
242380,IMP MESH G71,"$29,699.50 "
242381,IMP MESH G72,"$31,114.00 "
242382,IMP MESH G73,"$32,528.00 "
242383,IMP MESH G74,"$33,942.00 "
242384,IMP MESH G75,"$35,356.00 "
242385,IMP MESH G76,"$36,771.00 "
242386,IMP MESH G77,"$38,185.00 "
242387,IMP MESH G78,"$39,598.50 "
242388,IMP MESH G79,"$41,013.00 "
242389,IMP MESH G80,"$42,428.00 "
242390,INTRO/SHEATH FXD OTH G02,$142.00 
242391,INTRO/SHEATH FXD OTH G03,$212.00 
242392,INTRO/SHEATH FXD OTH G04,$283.00 
242393,INTRO/SHEATH FXD OTH G05,$565.50 
242394,INTRO/SHEATH FXD OTH G06,$848.50 
242395,INTRO/SHEATH FXD OTH G07,"$1,131.50 "
242396,INTRO/SHEATH FXD OTH G08,"$1,414.50 "
242397,INTRO/SHEATH FXD OTH G09,"$1,697.00 "
242398,INTRO/SHEATH FXD OTH G10,"$1,980.00 "
242399,CLIP APPLIER G03,$424.50 
242424,IMP HRT VALVE G01,"$5,657.00 "
242425,IMP HRT VALVE G02,"$8,486.00 "
242426,IMP HRT VALVE G03,"$11,314.00 "
242427,IMP HRT VALVE G04,"$14,143.00 "
242428,IMP HRT VALVE G05,"$16,970.50 "
242429,IMP HRT VALVE G06,"$19,800.00 "
242430,IMP HRT VALVE G07,"$22,628.00 "
242432,IMP HIP JOINT G78,"$22,345.00 "
242433,IMP HIP JOINT G79,"$22,628.00 "
242434,IMP PM LEAD SNGL G05,"$1,414.50 "
242435,IMP SPINE CAGES G10,"$2,829.00 "
242436,IMP SPINE CAGES G07,"$1,980.00 "
242437,IMP PLATE G63,"$16,123.00 "
242438,IMP PLATE G49,"$12,162.50 "
242439,IMP SPINE CAGES G04,"$1,131.50 "
242440,IMP SPINE CAGES G11,"$3,111.50 "
242441,IMP SPINE CAGES G12,"$3,394.50 "
242442,IMP SPINE CAGES G13,"$3,677.00 "
242443,IMP SPINE CAGES G14,"$3,960.00 "
242444,IMP SPINE CAGES G15,"$4,242.50 "
242445,IMP SPINE CAGES G16,"$4,525.50 "
242446,IMP SPINE CAGES G17,"$4,809.00 "
242447,IMP SPINE CAGES G18,"$5,091.50 "
242448,IMP SPINE CAGES G19,"$5,374.50 "
242449,IMP SPINE CAGES G20,"$5,657.00 "
242450,IMP SPINE CAGES G21,"$5,940.00 "
242451,IMP SPINE CAGES G22,"$6,222.50 "
242452,IMP SPINE CAGES G23,"$6,506.00 "
242453,IMP SPINE CAGES G24,"$6,788.50 "
242454,IMP SPINE CAGES G25,"$7,071.00 "
242455,IMP SPINE CAGES G26,"$7,353.50 "
242456,IMP SPINE CAGES G52,"$14,708.50 "
242457,IMP SPINE CAGES G27,"$7,636.50 "
242458,IMP SPINE CAGES G53,"$14,991.50 "
242459,IMP SPINE CAGES G28,"$7,919.50 "
242460,IMP SPINE CAGES G54,"$15,274.00 "
242461,IMP SPINE CAGES G29,"$8,202.00 "
242462,IMP SPINE CAGES G55,"$15,557.00 "
242463,IMP SPINE CAGES G30,"$8,486.00 "
242464,IMP SPINE CAGES G56,"$15,840.00 "
242465,IMP SPINE CAGES G31,"$8,768.50 "
242466,IMP SPINE CAGES G32,"$9,051.50 "
242467,IMP SPINE CAGES G33,"$9,334.00 "
242468,IMP SPINE CAGES G34,"$9,617.00 "
242469,IMP SPINE CAGES G35,"$9,900.00 "
242470,IMP SPINE CAGES G36,"$10,183.00 "
242471,IMP SPINE CAGES G37,"$10,466.00 "
242472,IMP SPINE CAGES G38,"$10,748.50 "
242473,IMP SPINE CAGES G39,"$11,031.50 "
242474,IMP SPINE CAGES G40,"$11,314.00 "
242475,IMP SPINE CAGES G41,"$11,596.50 "
242476,IMP SPINE CAGES G42,"$11,879.00 "
242477,IMP SPINE CAGES G43,"$12,162.50 "
242478,IMP SPINE CAGES G44,"$12,445.50 "
242479,IMP SPINE CAGES G45,"$12,728.00 "
242480,IMP SPINE CAGES G46,"$13,011.00 "
242481,IMP SPINE CAGES G47,"$13,293.50 "
242482,IMP SPINE CAGES G48,"$13,576.50 "
242483,IMP SPINE CAGES G49,"$13,859.00 "
242484,IMP SPINE CAGES G50,"$14,143.00 "
242485,IMP SPINE CAGES G51,"$14,426.00 "
242486,IMP PLATE G52,"$13,011.00 "
242487,IMP PLATE G53,"$13,293.50 "
242488,IMP PLATE G54,"$13,576.50 "
242489,IMP PLATE G55,"$13,859.00 "
242490,IMP PLATE G56,"$14,143.00 "
242491,IMP PLATE G57,"$14,426.00 "
242492,IMP PLATE G58,"$14,708.50 "
242493,IMP PLATE G59,"$14,991.50 "
242494,IMP PLATE G60,"$15,274.00 "
242495,IMP PLATE G61,"$15,557.00 "
242496,IMP PLATE G62,"$15,840.00 "
242497,IMP PLATE G64,"$16,405.00 "
242498,IMP PLATE G65,"$16,688.00 "
242499,IMP PLATE G66,"$16,970.50 "
242501,IMP PLATE G67,"$17,253.50 "
242502,IMP PLATE G68,"$17,536.50 "
242503,IMP PLATE G69,"$17,819.50 "
242504,IMP PLATE G70,"$18,102.50 "
242505,IMP PLATE G71,"$18,385.00 "
242506,IMP PLATE G72,"$18,668.00 "
242507,IMP PLATE G73,"$18,950.50 "
242508,IMP PLATE G74,"$19,233.50 "
242509,IMP PLATE G75,"$19,517.00 "
242510,IMP PLATE G50,"$12,445.50 "
242511,IMP PLATE G76,"$19,800.00 "
242512,IMP PLATE G51,"$12,728.00 "
242513,IMP PLATE G77,"$20,083.00 "
242514,IMP PLATE G78,"$20,365.50 "
242515,IMP PLATE G79,"$20,648.50 "
242516,IMP PLATE G80,"$20,930.50 "
242517,IMP PLATE G81,"$21,213.50 "
242518,IMP PLATE G82,"$21,497.00 "
242520,IMP PM LEAD SNGL G06,"$1,697.00 "
242521,IMP PM LEAD SNGL G07,"$1,980.00 "
242522,IMP PM LEAD SNGL G08,"$2,262.00 "
242523,IMP PM LEAD SNGL G09,"$2,545.00 "
242524,IMP PM LEAD SNGL G10,"$2,829.00 "
242525,IMP PM LEAD SNGL G11,"$4,242.50 "
242526,IMP PM LEAD SNGL G12,"$5,657.00 "
242527,IMP PM LEAD SNGL G13,"$7,071.00 "
242528,IMP PM LEAD SNGL G14,"$8,486.00 "
242529,IMP PM LEAD SNGL G15,"$9,900.00 "
242530,IMP PM LEAD SNGL G16,"$11,314.00 "
242531,IMP PM LEAD SNGL G17,"$12,728.00 "
242532,IMP PM LEAD SNGL G18,"$14,143.00 "
242533,IMP PM LEAD SNGL G19,"$16,970.50 "
242534,IMP PM LEAD SNGL G20,"$19,800.00 "
242535,IMP PM LEAD SNGL G21,"$22,628.00 "
242536,IMP PM LEAD OTH G01,$283.00 
242537,IMP PM LEAD OTH G02,$565.50 
242538,IMP PM LEAD OTH G03,$848.50 
242539,IMP PM LEAD OTH G04,"$1,131.50 "
242540,IMP PM LEAD OTH G05,"$1,414.50 "
242541,IMP PM LEAD OTH G06,"$1,697.00 "
242542,IMP PM LEAD OTH G07,"$1,980.00 "
242543,IMP PM LEAD OTH G08,"$2,262.00 "
242544,IMP PM LEAD OTH G09,"$2,545.00 "
242545,IMP PM LEAD OTH G10,"$2,829.00 "
242546,IMP PM LEAD OTH G11,"$4,242.50 "
242547,IMP PM LEAD OTH G12,"$5,657.00 "
242548,IMP SPINE CAGES G01,$283.00 
242549,IMP SPINE CAGES G02,$565.50 
242551,IMP SPINE CAGES G03,$848.50 
242552,IMP SPINE CAGES G05,"$1,414.50 "
242553,IMP SPINE CAGES G06,"$1,697.00 "
242554,IMP SPINE CAGES G08,"$2,262.00 "
242555,IMP SPINE CAGES G09,"$2,545.00 "
242556,IMP PLATE G47,"$11,596.50 "
242557,IMP PLATE G48,"$11,879.00 "
242558,IMP HRT VALVE M G03,"$11,314.00 "
242559,IMP HRT VALVE M G04,"$14,143.00 "
242560,IMP HRT VALVE M G05,"$16,970.50 "
242561,IMP HRT VALVE T G01,"$5,657.00 "
242562,IMP HRT VALVE T G02,"$8,486.00 "
242563,IMP HRT VALVE T G03,"$11,314.00 "
242564,IMP HRT VALVE T G04,"$14,143.00 "
242565,IMP HRT VALVE T G05,"$16,970.50 "
242566,IMP ADP/EXT G01,$142.00 
242567,IMP ADP/EXT G02,$283.00 
242568,IMP ADP/EXT G03,$565.50 
242569,IMP ADP/EXT G04,$848.50 
242570,IMP ADP/EXT G05,"$1,131.50 "
242571,IMP ADP/EXT G06,"$1,414.50 "
242572,IMP ADP/EXT G07,"$1,697.00 "
242573,IMP ADP/EXT G08,"$1,980.00 "
242574,IMP ADP/EXT G09,"$2,262.00 "
242575,IMP ADP/EXT G10,"$2,545.00 "
242576,IMP ADP/EXT G11,"$2,829.00 "
242577,IMP ADP/EXT G12,"$4,242.50 "
242578,IMP ADP/EXT G13,"$5,657.00 "
242579,IMP ADP/EXT G14,"$7,071.00 "
242580,CLIP APPLIER G04,$565.50 
242581,CLIP APPLIER G05,$848.50 
242582,CLIP APPLIER G06,"$1,131.50 "
242583,CLIP APPLIER G07,"$1,414.50 "
242584,CLIP G02,$283.00 
242585,CLIP G03,$424.50 
242587,CLIP G04,$565.50 
242588,CLIP G05,$848.50 
242589,CLIP G06,"$1,131.50 "
242590,CLIP G07,"$1,414.50 "
242591,SUPPORT GIRDLE G02,$142.00 
242593,SUPPORT GIRDLE G03,$212.00 
242596,SUPPORT GIRDLE G04,$283.00 
242597,IMP ELBOW JNT G23,"$12,162.50 "
242598,IMP ELBOW JNT G24,"$12,445.50 "
242599,IMP ELBOW JNT G25,"$12,728.00 "
242600,IMP WSHR/NUTS/CAP G05,$707.00 
242601,IMP WSHR/NUTS/CAP G06,$848.50 
242602,IMP WSHR/NUTS/CAP G07,$990.00 
