Hospital Name: Glendale Memorial Hospital and Health Center,,,,,,,,
OSHPD Facility No: 106190522,,,,,,,,
"Effective Date of Charges: May 1, 2018",,,,,,,,
CDM ,BILL DESCRIPTION,PRICE,0 Price Indicator,REV_CODE,AU,,,
0900009,TUBE FEED GAST BLN 22FRX20ML,186.17,,272,776000,,,
0900010,CLIP HEMOSTATIC DEVICE 155CM,824.46,,278,776000,,,
0900011,BASKET RETRV TRAPEZ RX 1.5CM,1590.42,,272,776000,,,
0900012,LIGATOR SPEEDBAN 7 SUPERVIEW,1656,,272,776000,,,
0900013,GWIRE STRT TIP .035IN 260CM,664.89,,272,776000,,,
0900014,GWIRE EXCHANGE ZEBRA 035IN,1117.02,,272,776000,,,
0900015,CANNULA ERCP ULTRA TAPR TIP,154.25,,272,776000,,,
0900016,TUBE FEED GAST BLN 20FRX20ML,186.17,,272,776000,,,
0900017,TUBE FEED GAST BLN 24FRO20ML,186.17,,272,776000,,,
0900018,DIL BLN ESOPH MAXFORCE 18MM,186.17,,272,776000,,,
0900019,TUBE FEED GAST BLN 16FRX20ML,189,,272,776000,,,
0900020,SNARE ROTATE OVAL 13MM,101.06,,272,776000,,,
0900021,CLIP HEMOSTATIC DEVICE 235CM,824.46,,278,776000,,,
0900022,PED KIT SAFE 20FR,505.31,,272,776000,,,
0900023,CATH BIL CYTO COMBO 2.6x3MM,398.93,,272,776000,,,
0900024,BASKET RETRV ROTH 2.5x230CM,398.93,,272,776000,,,
0900025,SPHINCTEROTOME AUTOTOME RX39,1164.89,,272,776000,,,
0900026,CATH ELECTRHEM GLD PROBE 7FR,1276.59,,272,776000,,,
0900027,GWIRE JAGWIRE 0.038X260CM,797.87,,272,776000,,,
0900028,SPINCTEROTOME AUTOTOME RX44,1164.89,,272,776000,,,
0900029,GLDWIRE STIFF 0.021INX450CM,851.06,,272,776000,,,
0900030,NDL KNIFE 3LUM7FR-5FR,930.85,,272,776000,,,
0900031,STONE RETRV ABOVE 12-15MM,771.27,,272,776000,,,
0900032,STONE RETRV ABOVE 9-12MM,771.27,,272,776000,,,
0900033,BLN REPL LO PROF 20FRX3.0CM,478.72,,272,776000,,,
0900034,TUBE FEED GAST BLN 18FRX20ML,186.17,,272,776000,,,
0900035,GWIRE EXT JAG STIF.025INX260CM,606.38,,272,776000,,,
0900036,INFL DEVICE BREEZE RX,377.65,,272,776000,,,
0900037,CATH BLN DIL RX 10MMX4CM,1218.08,,272,776000,,,
0900038,NDL INJ 25GX5MM,191.48,,272,776000,,,
0900039,SNARE OVAL SENSATION MICRO 13M,58.51,,272,776000,,,
0900040,BTTN KIT LP G 24FRX1.7 CM,611.7,,272,776000,,,
0900041,CATH BLN DIL RX 6MMX2CM,1218.08,,272,776000,,,
0900042,CATH BLN DIL RX 4MMX2CM,1218.08,,272,776000,,,
0900043,FRCP BIOPSY GASTRO W/O NDL,218.08,,272,776000,,,
0900044,FRCP HOT BIOPSY 2.2MMX240CM,132.97,,272,776000,,,
0900045,SPHINCTERTOME RX44 4.4 FRX30MM,1164.89,,272,776000,,,
0900046,SPHINCTERTOME RX39 3.9FRX30MM,1164.89,,272,776000,,,
0900047,GLDWIRE STRT TIP .025X450CM,585.1,,272,776000,,,
0900048,BTTN KIT 1-STEP 24FRX 1.2CM,930.85,,272,776000,,,
0900049,BTTN KIT 1-STEP 24FRX 1.7CM,930.85,,272,776000,,,
0900050,BTTN KIT 1-STEP 24FRX 2.4CM,930.85,,272,776000,,,
0900051,BTTN KIT 1-STEP 24FRX 3.4CM,930.85,,272,776000,,,
0900052,BTTN KIT 1-STEP 24FRX 4.4CM,930.85,,272,776000,,,
0900053,SNARE ROTATE 20MMX195CM,106.38,,272,776000,,,
0900054,HYDRATOME RX44 20X260MM,2228.72,,272,776000,,,
0900055,FOOD BOLUS ROTH NET 160CM,478.72,,272,776000,,,
0900056,TRAP POLYPETRAP,53.19,,272,776000,,,
0900057,GWIRE JAG STRT.035X450CM,1010.63,,272,776000,,,
0900058,FRCP JUMBO W/O NDL 240CM,154.25,,272,776000,,,
0900059,FRCP RAD JAW 247MM,74.46,,272,776000,,,
0900060,BLN REPL LOPROF 20FRX2.5CM,478.72,,272,776000,,,
0900061,STENT ENT WALLFLEX 25X90MM,8510.63,,278,776000,,,
0900062,PEG KIT SAFE 20FR,505.32,,272,776000,,,
0900063,HYDRATOME RX44 20X260MM,2228.72,,272,776000,,,
0900064,JAGTOME RX 39 20MMX5X260CM,1856.38,,272,776000,,,
0900065,HURRICANE RX BIL BALLOON,1218,,272,776000,,,
0900066,ENCORE 26 INFLA DEVICE,377.65,,272,776000,,,
0900067,CRE WIREGUIDED BALL00N,1196.8,,272,776000,,,
0900068,SURGERY LVEL 1 1ST 30MIN-GI,2694,,750,776000,,,
0900069,SURGERY LVEL 1 1ST 15MIN-GI,944,,750,776000,,,
0900070,SURGERY LEVEL 2 1ST 30MIN-GI,3504,,750,776000,,,
0900071,SURGERY LEVEL 2 ADD 15MIN-GI,1227,,750,776000,,,
0900072,ENDO PROC UP TO 10 MIN,6304,,750,776000,,,
0900073,SURGERY LEVEL 3 ADD 15 MIN-GI,1595,,750,776000,,,
0900074,PACU STANDARD ADDL 15MIN,268,,710,776000,,,
0900075,ULTRAVIOLET LIGHT THERAPY,106,,940,718530,,,
0900076,BX/EXC LYMPH NODE SUPERFI,2443,,361,718530,,,
0900077,I&D ABSCESS SIMPLE,496,,361,718530,,,
0900078,I&D ARM ELB/DEEP ABS HEM,3988,,361,718530,,,
0900079,DESTR ANAL LSN SMP CHEM,764,,361,718530,,,
0900080,DESTR ANAL LSN SMP EXC,5090,,361,718530,,,
0900081,DESTR ANUS LES EXTENSIVE,4167,,361,718530,,,
0900082,EXC SKIN HIDRAD CPLX RPR,4492,,361,718530,,,
0900083,EXC PILONIDAL CYST SIMPLE,4492,,361,718530,,,
0900084,DIAGNOSTIC COLONSCOPY,3111,,361,718530,,,
0900085,PROCTOSIGMOID RIGID,1876,,361,718530,,,
0900086,SIGMOID FLEX DIAGNOSTIC,2372,,361,718530,,,
0900087,SIGMOID FLEX W BIOPSY,1337,,361,718530,,,
0900088,ANOSCOPY W BX SING/MULTI,2060,,361,718530,,,
0900089,PROCTOSIG RIGID W DILAT,2347,,361,718530,,,
0900090,PROCTOS RIG W BX SGL/MULT,2347,,361,718530,,,
0900091,PROCTOS RIG SG POL HOT BX,2347,,361,718530,,,
0900092,PROCTOS RIG SG POL SNARE,2347,,361,718530,,,
0900093,HEMORRHOID LIGTN RB INT,2355,,361,718530,,,
0900094,BX ANORECTAL WALL,5522,,361,718530,,,
0900095,CHG TO: Sp02 ADHESIVE SENSOR,10.98,,270,776000,,,
0900096,I&D ABSC ISCHIO/PERIRECTL,7057,,361,718530,,,
0900097,SPHINCTER ANAL DIV SPHINC,4770,,361,718530,,,
0900098,EXC SINGLE EXT TAG ANUS,5582,,361,718530,,,
0900099,EXC MULT EXT TAGS ANUS,6299,,361,718530,,,
0900100,SURG TX ANAL FIST INTERSP,4770,,361,718530,,,
0900101,ANOSCOPY DIAG,440,,361,718530,,,
0900102,PROCTOSIG RIG ABLAT TUMOR,4871,,361,718530,,,
0900103,VISIT LEVEL 2 NEW PT,240,,510,718530,,,
0900104,VISIT LEVEL 3 NEW PT,305,,510,718530,,,
0900105,VISIT LEVEL 4 EST PT,315,,510,718530,,,
0900106,VISIT LEVEL 4 NEW PT,440,,510,718530,,,
0900107,VISIT LEVEL 5 EST PT,578,,510,718530,,,
0900108,VISIT LEVEL 5 NEW PT,810,,510,718530,,,
0900109,REM TUN CVA DEV W PORT/P,3954,,361,718530,,,
0900110,VISIT LEVEL 2 EST PT,171,,510,718530,,,
0900111,VISIT LEVEL 3 EST PT,217,,510,718530,,,
0900112,PUSHING CATHETER,187.23,,270,776000,,,
0900113,PANCREATIC STENT 5FR 3CM,268.08,,278,776000,,,
0900114,VISIT LEVEL 1 NEW PT,175,,510,718530,,,
0900115,VISIT LEVEL 1 EST PT,125,,510,718530,,,
0900116,BIO VAC SUCTION DEVICE,531.91,,272,776000,,,
0900117,VISIT LEVEL 1 NEW W PROC,175,,510,718530,,,
0900118,VISIT LEVEL 1 EST W PROC,125,,510,718530,,,
0900119,VISIT LEVEL 2 NEW W PROC,240,,510,718530,,,
0900120,VISIT LEVEL 2 EST W PROC,171,,510,718530,,,
0900121,VISIT LEVEL 3 NEW W PROC,305,,510,718530,,,
0900122,VISIT LEVEL 3 EST W PROC,217,,510,718530,,,
0900123,VISIT LEVEL 4 NEW W PROC,440,,510,718530,,,
0900124,VISIT LEVEL 4 EST W PROC,315,,510,718530,,,
0900125,VISIT LEVEL 5 NEW W PROC,217,,510,718530,,,
0900126,VISIT LEVEL 5 EST W PROC,578,,510,718530,,,
0900127,ENDO SMALL BOWEL POUCH BX,3066,,361,718530,,,
0900128,ENDO EVAL BOWEL POUCH DX,2606,,361,718530,,,
0900129,SIGM FLEX DIR SUBMUCO INJ,1603,,361,718530,,,
0900130,CHEMODENE INT ANAL SPHINC,6100,,361,718530,,,
0900131,REMOVAL OF RECTAL MARKER,1125,,361,718530,,,
0900132,EXCIS THROMBS HEMORHD EXT,5031,,361,718530,,,
0900133,EXC RECT TUM TRANSAN PART,2961,,361,718530,,,
0900134,EXC RECT TUM TRANSANAL FULL,5031,,361,718530,,,
0900135,I&D ABSC PERIANAL SUPERFC,3850,,361,718530,,,
0900136,EXC BEN LES S/N/HF 1.1-2,1609,,361,718530,,,
0900137,I&D CYST PILONIDAL SIMPLE,809,,361,718530,,,
0900138,I&D CYST PILONIDAL CPLX,1495,,361,718530,,,
0900139,I&D WOUND POSTOP COMPLEX,3806,,361,718530,,,
0900140,J TUBE THROUGH G TUBE,725.8,,272,776000,,,
0900141,EXC TUM ABD WALL SUBQ<3CM,2739,,361,718530,,,
0900142,TALON GRASP DEVICE,731,,272,776000,,,
0900143,RAPTOR GRASP DEVICE,511,,272,776000,,,
0900144,AQUASHIELD WATER BOTTLE,65,,272,776000,,,
0900145,INFINITY SAMPLE DEVICE,699,,272,776000,,,
0900146,ANORECTAL MANOMETRY,269,,750,776000,,,
0900147,ESOPH IMPED FUNC TST >1HR,565,,750,776000,,,
0900148,PUDENDAL ELECTRODE,116.93,,272,776000,,,
0900149,BILIARY METAL STENT 8.5,9922.93,,278,776000,,,
0900150,DREAMWIRE ST SS  260cm,1011.61,,278,776000,,,
0900151,TST BREATH HYDROG/METHANE,460,,750,776000,,,
0900152,TST ESOPH FUNC IMPED >1HR,1062,,750,776000,,,
0900153,BULK AGENT ANAL 1ML,13977,,278,718530,,,
0900154,BAND/INJ EXT HEMORRHOIDS,877,,361,718530,,,
0900155,ALVEO SAMPLER KIT,61.07,,272,776000,,,
0900156,CLINIC PATIENT COUNT NC,,1,99,718530,,,
0900157,RECTAL SENSATION TEST,186,,750,776000,,,
0900160,ADVANIX BILIARY STENT7X15,273.98,,278,776000,,,
0900161,NAVIFLEX DELIVERY SYS 7FR,416.12,,278,776000,,,
0900162,SIGMOID FLEX HT BX TUM,925,,361,718530,,,
0900163,EXC BEN LES T/A/L 2.1-3CM,1167,,361,718530,,,
0900164,EXC BEN LES T/A/L 3.1-4CM,2244,,361,718530,,,
0900165,REVISION COLOSTOMY SIMPLE,4521,,361,718530,,,
0900166,EXC BEN LES T/A/L <0.5CM,887,,361,718530,,,
0900167,EXC BEN LES S/N/HF <=0.5,1938,,361,718530,,,
0900200,NERVE CONDUCT 1-2 STUDIES,456,,922,776000,,,
0900201,NERVE CONDUCT 3-4 STUDIES,561,,922,776000,,,
0900202,NERVE CONDUCT 5-6 STUDIES,675,,922,776000,,,
0900203,NERVE CONDUCT 7-8 STUDIES,890,,922,776000,,,
0900204,NERVE CONDUCT9-10 STUDIES,1081,,922,776000,,,
0900205,NERVE CONDUCT11-12STUDIES,1273,,922,776000,,,
0900206,NERVE CONDUCT>=13 STUDIES,1473,,922,776000,,,
0900340,GASTRIC INTUB/LAVAGE TMT,692,,750,776000,,,
0900341,REM RECTL OBSTRUCT W/ANES,2768,,361,718530,,,
0900342,BLN RET EXT RX- ABOVE  9-12,780,,272,776000,,,
0900343,HEMORRHOID LIG NON-RB INT,3756,,361,718530,,,
0900344,ASP ABSC/HEMA/CYST/BULLA,276,,361,718530,,,
0900357,VARIABLE,0,3,750,747410,,,
0900358,MIC J/TJ 18 INTROD KIT,1065,,272,776000,,,
0900359,GASTRO-ENTERIC TUBE 30,914,,272,776000,,,
0900360,G/J TUBE 22FR,1129,,272,776000,,,
0900361,ABLATION CATHETER,6989.25,,272,776000,,,
0900480,H PYLORI AB,26,,302,776000,,,
0900522,"BALLOON, DISPOSABLE",74,,272,747410,,,
0900530,"BALLOON, EXTR",789.68,,272,747410,,,
0900548,BAND LIGATOR,1186,,272,776000,,,
0900563,"FORCEPS, GRASP",74,,272,776000,,,
0900605,"KIT, LAVAGE GASTRO",74,,272,776000,,,
0900610,BIOPSY SKIN SINGLE LESION,533,,361,718530,,,
0900611,US TRANSRECTAL,467,,402,776000,,,
0900621,"SNARE, POLYP",74,,272,776000,,,
0900639,STENT - PLASTIC,591,,272,776000,,,
0900647,"STENT, WALL",258,,278,747410,,,
0900654,"TRAP, LUKE",74,,272,776000,,,
0900662,"TUBE, J-SHAPE",70.5,,272,776000,,,
0900663,AP SK HI GR F/N/G<100 1ST,2034,,361,718530,,,
0900664,AP SK HI GR F/N/G<100 ADD,514,,361,718530,,,
0900665,AP SK HI GR T/A/L<100 1ST,1777,,361,718530,,,
0900666,AP SK HI GR T/A/L<100 ADD,374,,361,718530,,,
0900688,"TUBE, PEG REPLACEMENT",198,,272,776000,,,
0900689,MANOSHIELD AR,269,,272,776000,,,
0900690,VERSAFLEX ZNIS +8R,565,,272,776000,,,
0900696,ENDO INSUFFLT DISP,232,,272,776000,,,
0900697,SINUS TRACT INJ THERAP,1306,,361,718530,,,
0900701,ANOSCOPY W ABLAT T/P LESN,3062,,361,718530,,,
0900704,PEG INTERFERON ALFA-2A/180,630,,250,776000,,,
0900712,MOD SED <5 1ST 30 OTH MD,225,,370,747410,,,
0900713,MICROMATRIX PARTICL 100MG,1506,,278,718530,,,
0900714,MATRISTEM MATRIX 70SQCM,1582,,278,718530,,,
0900715,CHEMICAL CAUTERIZ TISSUE,444,,361,718530,,,
0900716,INST/SUPP STERL 88X-115,484,,272,776000,,,
0900717,INST/SUPP STERL 195X-254,1153,,272,776000,,,
0900718,INST/SUPP STERL 150X-195,833,,272,776000,,,
0900719,REM STOMA POLYP WO INCIS,7710,,361,718530,,,
0900720,INSERT CATH BLADDER SMPL,257,,361,718530,,,
0900721,CATH OTHER 13X-17,76,,272,718530,,,
0900722,REVISION ILEOSTOMY SIMPLE,5048,,361,718530,,,
0900723,DESTR ANAL LES SIMP ELECT,3332,,361,718530,,,
0902007,WIRE JAG,270,,272,776000,,,
0902008,EXC BEN LES T/A/L 0.6-1CM,744,,361,718530,,,
0902009,EXC BEN LES T/A/L 1.1-2CM,744,,361,718530,,,
0902015,WIRE GLIDE,270,,272,776000,,,
0902023,CANNULA TANDEM,203.5,,272,776000,,,
0902031,SPHINCTERTOME- ULTRA,829,,272,776000,,,
0902032,DESTR LSN PENIS SMP CHEM,231,,361,718530,,,
0902049,BALL BILARY EXTRACT STONE,315,,272,776000,,,
0902056,CYTOLOGY BILIARY BRUSHES,396.83,,272,776000,,,
0902057,NEG PRESS WD DME>50SQCM,704,,761,776000,,,
0902058,GI NON TIMED PROC/MIN NC,,1,99,776000,,,
0902059,MOTOR NRV CONDUCT TEST EA,149.28,,922,776000,,,
0902072,NEEDLE SCLERO,60,,272,776000,,,
0902080,CRE BALLOON DILATOR,430.5,,272,776000,,,
0902098,STENT WALL ESOPHAGEAL,6489,,278,776000,,,
0902106,STENT WALL COLONIC,6649,,278,776000,,,
0902107,INST/SUPP STERL 30X-39,188.17,,272,776000,,,
0902114,STENT BILIARY,6648,,278,776000,,,
0902115,ENDO COLON RETR DEV 3RD EYE CT,1988,,278,776000,,,
0902122,BASKET BILIARY (MEMORY),297,,270,776000,,,
0902130,BASKET BILIARY(TRAPEZOID),1422.58,,272,776000,,,
0902155,PROBE GOLD MICRO,577.5,,272,776000,,,
0907923,HEMORRHOIDECTOMY SIMPLE,304,,450,701000,,,
0907964,ERCP W BIOPSY SNGL/MULTI,2634,,361,747410,,,
0907980,ERCP RETRO REM CALC DUCTS,7632,,361,776000,,,
0907998,ERCP DESTRUCTION CALCULI,7632,,361,776000,,,
0908020,ERCP RETRO BLN DIL DUCTS,5796,,361,776000,,,
0908038,EGD W GASTRIC POLYPECT,6806,,360,776000,,,
0908039,BILIARY METAL STENT 8.5,9922.93,,278,776000,,,
0908040,DREAMWIRE ST SS  260cm,1011.61,,278,776000,,,
0908046,ERCP INS TUBE/STENT DUCT,5161,,361,776000,,,
0908053,EGD WITH BOTOX INJECTION,7867,,750,747410,,,
0908061,EGD W CAUTERY,7277,,360,776000,,,
0908071,WALLFLEX ESOPH STENT 23 MM,4078.01,,278,776000,,,
0908095,EGD G TUBE PLACE PERC,7621,,361,776000,,,
0908111,TRANSFUS BLD/BLD COMP,959,,391,776000,,,
0908129,EGD W REMOVAL FB,6928,,360,776000,,,
0908145,ENTERYX INJECTION,3643,,361,747410,,,
0908152,ENDO PROC UP TO 10 MIN,4366,,750,776000,,,
0908160,ENDO PROC 11-20 MIN,5365,,750,776000,,,
0908178,ENDO PROC 21-30 MIN,6359,,750,776000,,,
0908186,ENDO PROC 31-40 MIN,7353,,750,776000,,,
0908194,ENDO PROC 41-50 MIN,8347,,750,776000,,,
0908202,ENDO PROC 51-60 MIN,9342,,750,776000,,,
0908210,ENDO PROC 61-70 MIN,10336,,750,776000,,,
0908228,ENDO PROC 71-80 MIN,11333,,750,776000,,,
0908236,ENDO PROC 81-90 MIN,12329,,750,776000,,,
0908244,ENDO PROC 91-100 MIN,13324,,750,776000,,,
0908245,US TRANSRECTAL,383,,402,718530,,,
0908251,ENDO PROC 101-110 MIN,14317,,750,776000,,,
0908269,ENDO PROC 111-120 MIN,15313,,750,776000,,,
0908277,ENDO PROC 121-130 MIN,16307,,750,776000,,,
0908285,ENDO PROC 131-140 MIN,17300,,750,776000,,,
0908293,ENDO PROC 141-150 MIN,18296,,750,776000,,,
0908301,ENDO PROC 151-160 MIN,19293,,750,776000,,,
0908302,VISIT LEVEL 1 EST PT,125,,510,718530,,,
0908303,VISIT LEVEL 2 EST PT,171,,510,718530,,,
0908304,VISIT LEVEL 3 EST PT,217,,510,718530,,,
0908305,VISIT LEVEL 4 EST PT,315,,510,718530,,,
0908306,VISIT LEVEL 5 EST PT,578,,510,718530,,,
0908319,ENDO PROC 161-170 MIN,20286,,750,776000,,,
0908327,ENDO PROC 171-180 MIN,21283,,750,776000,,,
0908335,ENDO PROC OVER 180 MIN,22279,,750,776000,,,
0908343,INF IV HYDRA INIT 31-60MN,531,,260,776000,,,
0908350,INF TX/DX/PRO INIT 1ST HR,2145,,260,776000,,,
0908368,INF TX/DX/PRO SEQ 1HR,568,,260,776000,,,
0908384,INF IV HYDRAT EA ADD HR,483,,260,776000,,,
0908392,INF TX/DX/PRO EA ADD HR,483,,260,776000,,,
0908400,INF IV TX/DX PUMP PROLONG,273,,260,776000,,,
0908418,REM/REPLAC GTB/CHNG TRACH,125,,761,776000,,,
0908426,INSERT CATH BLADDER SMPL,700,,361,776000,,,
0908434,MOD SEDAT =>5YRS 1ST 30M,458,,370,776000,,,
0908435,STERILE DISP RECTOSIG,188.17,,272,776000,,,
0908436,VALVE GREASE,55.16,,272,776000,,,
0908437,"EXT TUBE LATES FREE 16""",53.76,,272,776000,,,
0908438,140ML SYRINGE W/LUER LOCK,80.64,,272,776000,,,
0908442,MODERATE SEDAT ADD 15MIN,223,,370,776000,,,
0908459,MOD SED =>5Y 1ST 30 OTHMD,403,,370,776000,,,
0908467,MOD SEDAT ADD 15M OTH MD,403,,370,776000,,,
0908475,PARCENTESIS/LAVAGE SUBSEQ,1125,,481,747410,,,
0908483,INJ TX/DX/PRO IVPUSH INIT,306,,260,776000,,,
0908491,INJ TX/DX/PRO IV PUSH SEQ,306,,260,776000,,,
0908509,RESOLUTION CLIP DEVICE,615,,272,776000,,,
0908517,SPHINCTERTOME- HYDRA,1944,,272,776000,,,
0908518,CYTOLOGY BRUSH US ENDO,161.3,,272,776000,,,
0908519,SURG TX ANAL FIST SUBQ,4576,,361,718530,,,
0908520,ANOSCOPY DX HRA&CHEMICAL,144,,361,718530,,,
0908521,ANOSCOPY HRA CHEM W BX,1368,,361,718530,,,
0908522,DESTR NEUR PUDENDAL NRV,1245,,361,718530,,,
0908523,BULK AGENT ANAL 1ML,7500,,278,718530,,,
0908524,ANOSCOPY W SUBMUCOSAL INJ,5444,,361,718530,,,
0908525,RECTAL SENSATION TEST,280,,750,776000,,,
0908526,ANOSCOPY W ABLAT T/P LESN,3062,,361,718530,,,
0908527,AP SK LO GR F/N/G<100 1ST,428,,361,718530,,,
0908528,AP SK LO GR F/N/G<100 ADD,129,,361,718530,,,
0908529,AP SK LO GR T/A/L<100 1ST,428,,361,718530,,,
0908530,AP SK LO GR T/A/L<100 ADD,129,,361,718530,,,
0908531,GI LAB / DUMMY,,1,99,776000,,,
0908532,DEBR SUBQ TISS 1ST 20SQCM,652,,361,718530,,,
0908533,STENT NONCOR W 150X-195,1021.5,,278,776000,,,
0908534,STENT NONCOR WO 150X-195,1021.5,,278,776000,,,
0908535,EXC TUM THIG/KN SUBQ>=3CM,4279,,361,718530,,,
0908536,SNARE,81,,272,776000,,,
0908537,MANOMETRY ANORECTAL,848,,750,776000,,,
0908538,SENGSTAKEN TUBE,985.7,,272,776000,,,
0908539,LINTON TUBE,1215.43,,272,776000,,,
0908540,TST GASTR REFLUX MUC ELEC,1405,,750,776000,,,
0908541,STUDY ESOPHAGEAL MOTILITY,1616,,750,776000,,,
0908542,STENT NCOV W 2087X-2714,8065,,278,776000,,,
0908543,INST/SUPP STERL 195X-254,1322,,272,776000,,,
0908544,CATH NONVAS DIL 195X-254,1156,,278,776000,,,
0908545,TEST RECTAL SENSATION TON,435,,750,776000,,,
0908546,PACU STANDARD 1ST 30MIN,764,,710,776000,,,
0908547,INSERT CATH BLADDER,370,,361,718530,,,
0908548,ANOSCOP REM LES HT BX SNG,3923,,361,718530,,,
0908549,EXTERN HEMORRHOID GRP 2+,3923,,361,718530,,,
0908550,VASCULAR IMP 195X-254,767,,278,776000,,,
0908551,COLORECT SCREEN FLEX SIG,1220,,770,718530,,,
0908552,IMAG GI TRC INTRALUM ILEU,2511,,750,776000,,,
0908553,INST/SUPP STERL 431X-561,1907,,272,776000,,,
0908554,I&R FB SUBQ SIMPLE,5836,,361,718530,,,
0908555,LESION BENIGN DESTR 1-14,366,,361,718530,,,
0908556,EXC BACK TUM SUBQ<3CM,2960,,361,718530,,,
0908557,INC HEMORRHOID EXTERNAL,517,,361,718530,,,
0908558,INST/SUPP STERL 67X-88,417,,272,776000,,,
0908559,INST/SUPP STERL 17X-23,108,,272,776000,,,
0908560,D5% 250ML INJ,179,,636,776000,,,
0908561,INTRO SHTH OTH 39X-51,242,,278,776000,,,
0908562,ENDO PROC UP TO 20 MIN,5365,,750,776000,,,
0908563,ENDO PROC ADDL 10 MIN,4366,,750,776000,,,
0908564,REM ANAL SETON OTH MARKER,2100,,361,718530,,,
0908565,INST/SUPP STERL 88X-115,546,,272,776000,,,
0908566,PRE/POST VISIT PT CNT NC,,1,99,776000,,,
1000005,INJ TX/DX/PROPH SUBQ/IM,69.62,,510,707500,,,
1000025,AUTOLOGOUS PROC/STOR,276,,309,750000,,,
1000026,PLATELETS L/R IRR,1564,,390,754000,,,
1000058,WHOLE BLOOD EA,1020,,390,754000,,,
1000066,RED CELLS PACKED EA,709,,390,754000,,,
1000090,CRYOPRECIP POOLED EA UNIT,467,,390,754000,,,
1000116,RED CELLS WASHED EA,1270,,390,754000,,,
1000124,FFP 1 UNIT,172,,390,754000,,,
1000132,FROZEN BLD FREEZ/THAW,0,3,390,747410,,,
1000140,PLATELETS PHER L/R EA,1404,,390,754000,,,
1000157,IG RHO-D 300MCG INJ,280,,636,754000,,,
1000165,BLD BANK HANDLING FEE,138,,392,754000,,,
1000173,BLD BANK HANDLING FEE,0,3,392,754000,,,
1000181,RH (D),56.5,,309,747410,,,
1000215,AG SCRN REAGENT EA,68,,309,747410,,,
1000223,RED CELLS L/R EA,770,,390,754000,,,
1000231,GRANULOCYTES PHER EA,5740,,390,754000,,,
1000264,IMMUNOLOGY PROCEDURE,492,,302,750000,,,
1000314,RED CELLS IRR EA DIR,1229,,390,754000,,,
1000405,RBC/WB L/R CMV NEG,865,,390,754000,,,
1000413,BLOOD L/R FROZ/DEG/WASH,1954,,390,754000,,,
1000421,RBC FRZ/DEG/WSH L/R IRR,2024,,390,754000,,,
1000439,RBC L/R CMV NEG IRRAD EA,978,,390,754000,,,
1000447,FFP 8-24 HR EA UNIT,157,,390,754000,,,
1000454,BLOOD SPLIT UNIT,460,,390,754000,,,
1000462,FFP 1 UNIT,172,,390,754000,,,
1000470,RED CELLS PACKED EA,709,,390,754000,,,
1000488,RED CELLS IRR EA,822,,390,754000,,,
1000496,RED CELLS L/R IRR EA,865,,390,754000,,,
1000504,PLASMA CRYO REDUCE EA,262,,390,754000,,,
1000512,PLATELETS HLAM L/R UNIT,2286,,390,754000,,,
1000520,PLT PHER L/R CMV NEG IRR,1653,,390,754000,,,
1000538,PLT APHER/PHER L/R CMVNEG,1529,,390,754000,,,
1000546,WHOLE BLOOD L/R IRRAD EA,1130,,390,754000,,,
1000553,PLT PHERESIS L/R IRRAD,1564,,390,754000,,,
1000554,TRANSFUS BLD/BLD COMP,959,,391,754000,,,
1000561,PLATELETS PHER L/R EA,1404,,390,754000,,,
1011515,EXC BENIGN LESION <0.5CM,1938,,510,707500,,,
1100000,ECG 12 LEAD TRACING ONLY,0,3,730,759100,,,
1100001,ECG PORTABLE PER TRIP NC,,1,99,759100,,,
1100007,EKG,0,3,730,759100,,,
1100015,TREADMILL,0,3,482,759100,,,
1100023,24 HR. HOLTER MONITOR,0,3,731,759100,,,
1100031,48 HR. HOLTER MONITOR,0,3,731,747410,,,
1100049,MISCELLANEOUS,0,3,730,759100,,,
1100056,TILT TABLE EVALUATION,0,3,480,759100,,,
1100064,THALLIUM TL201 DX PER MCI,0,3,343,759100,,,
1100072,PACEMAKER INTERROGATION,0,3,480,759100,,,
1100080,ECG 12 LEAD TRACING ONLY,520,,730,759100,,,
1100098,SIGNAL-AVERAGED ECG COMP,802,,730,759100,,,
1100106,HOLTER SCN & RPRT <= 48HR,3375,,731,759100,,,
1100114,SIGNAL AVERAGE EKG,,1,99,747410,,,
1100122,ECG 12 LEAD TRACING ONLY,523,,730,759100,,,
1100130,ECG 12 LEAD TRACING ONLY,520,,730,759100,,,
1100148,ECG 12 LEAD TRACING ONLY,520,,730,759100,,,
1100155,CARDIOVAS STR TEST WO RX,1719,,482,759100,,,
1100163,SIGNAL-AVERAGED ECG COMP,802,,730,759100,,,
1100171,CARDIOVAS STR TEST W RX,1719,,482,759100,,,
1100189,TILT TABLE EVALUATION,1555,,480,759100,,,
1100197,MICROVOLT T-WAVE ASSESS,1133,,480,759100,,,
1100205,HOLTER RECRD ONLY <= 48HR,2295,,731,759100,,,
1100206,ECG 12 LEAD TRACING ONLY,0,3,730,759100,,,
1100213,HOLTER SCN & RPRT <= 48HR,3375,,731,759100,,,
1100221,PACE MAKER SINGLE CHAMB.,385,,921,747410,,,
1100239,PACE MAKER DUAL CHMB. REP,385,,921,747410,,,
1100247,CARDIOLOGY TECH TIME 15MN,0,3,730,759100,,,
1200005,EMG,0,3,922,747410,,,
