CDMCHRG#,CDMDSC,NEWPRICE,STAT
5050166,IMP STIM NEURO GEN NR LVL 29,104478,
5050182,NON JOINT IMP LVL 1,100,
5050208,NON JOINT IMP LVL 2,149,
5050224,NON JOINT IMP LVL 3,249,
5050240,NON JOINT IMP LVL 4,373,
5050265,NON JOINT IMP LVL 5,746,
5050281,NON JOINT IMP LVL 6,1244,
5050307,NON JOINT IMP LVL 7,1741,
5050323,NON JOINT IMP LVL 8,2488,
5050372,KIT/PACK DISP LVL 11,14925,
5050398,KIT/PACK DISP LVL 12,19900,
5050422,NON JOINT IMP LVL 13,24876,
5050463,NON JOINT IMP LVL 23,74627,
5050489,NON JOINT IMP LVL 24,79602,
5050497,KIT/PACK DISP LVL9,4975,
5050505,NON JOINT IMP LVL 25,84577,
5050513,IMP STIM NEURO GEN NR LVL 28,99502,
5050521,INST/SUPP NONST LVL 2,149,
5050539,IMP STIM NEURO GEN NR LVL 29,104478,
5050547,INST/SUPP NONST LVL 3,249,
5050554,IMP STIM NEURO GEN NR LVL 30,109453,
5050562,INST/SUPP NONST LVL 4,373,
5050570,IMP STIM NEURO GEN NR LVL 31,114428,
5050588,INST/SUPP NONST LVL 5,746,
5050596,IMP STIM NEURO GEN NR LVL 32,119403,
5050604,KIT/PACK DISP LVL 1,100,
5050612,KIT/PACK DISP LVL10,9950,
5050620,KIT/PACK DISP LVL 2,149,
5050638,PRB LUMBR DISC LVL 5,746,
5050646,KIT/PACK DISP LVL 3,249,
5050653,IMP SCR LVL 11,14925,
5050661,KIT/PACK DISP LVL 4,373,
5050679,IMP SCR LVL 12,19900,
5050687,KIT/PACK DISP LVL 5,746,
5050695,IMP SCR LVL 13,24876,
5050703,KIT/PACK DISP LVL 6,1244,
5050711,IMP SCR LVL 14,29851,
5050729,KIT/PACK DISP LVL 7,1741,
5050737,IMP SCR LVL 15,34826,
5050745,KIT/PACK DISP LVL 8,2488,
5050752,IMP VASC CLOSE DV LVL 7,1741,
5050760,IMP ORTH ELBOW LVL 7,1741,
5050778,IMP VASC CLOSE DV LVL 8,2488,
5050786,IMP ORTH ELBOW LVL 8,2488,
5050794,IMP VASC CLOSE DV LVL 9,4975,
5050802,IMP ORTH ELBOW LVL 9,4975,
5050810,IMP VASC CLOSE DV LVL 10,9950,
5050828,IMP ORTH ELBOW LVL 10,9950,
5050836,IMP VASC CLOSE DV LVL 11,14925,
5050844,IMP ORTH ELBOW LVL 11,14925,
5050851,IMP VASC CLOSE DV LVL 12,19900,
5050869,IMP ORTH ELBOW LVL 12,19900,
5050877,IMP STENT COR RX W LVL 8,2488,
5050885,CATH DRNGE LVL 2,149,
5050893,IMP STENT COR RX W LVL 9,4975,
5050901,CATH DRNGE LVL 3,249,
5050919,IMP CATH DLYS LT LVL 6,1244,
5050927,CATH DRNGE LVL 4,373,
5050935,IMP CATH DLYS LT LVL 7,1741,
5050943,CATH DRNGE LVL 8,2488,
5050950,CATH CV DIRECTION LVL 12,19900,
5050968,IMP STIM NEURO TST LEAD LVL 10,9950,
5050976,CATH CV DIRECTION LVL 13,24876,
5050984,IMP STIM NEURO TST LEAD LVL 12,19900,
5050992,IMP URO INFL LVL 9,4975,
5051008,IMP CLIP LVL 1,100,
5051016,IMP URO INFL LVL 11,14925,
5051024,IMP CLIP LVL 2,149,
5051032,IMP URO INFL LVL 12,19900,
5051040,IMP ANCHOR LVL 11,14925,
5051057,IMP URO INFL LVL 13,24876,
5051065,ANCHOR/SCREW LVL 12,19900,
5051073,IMP URO INFL LVL 14,29851,
5051081,IMP ANCHOR LVL 14,29851,
5051099,CATH LVL 2,149,
5051107,IMP ANCHOR LVL 15,34826,
5051115,CATH LVL 4,373,
5051123,IMP ANCHOR LVL 16,39801,
5051131,CATH LVL 5,746,
5051149,IMP ANCHOR LVL 17,44776,
5051156,CATH LVL 7,1741,
5051164,CATH OCCL LVL 4,373,
5051172,CATH LVL 8,2488,
5051180,CATH OCCL LVL 7,1741,
5051198,SUT LVL 7 LVL 7,1741,
5051206,CATH OCCL LVL 8,2488,
5051214,SUT LVL 8 LVL 8,2488,
5051222,CATH OCCL LVL 9,4975,
5051230,IMP STENT/GRAFT LVL 23,74627,
5051248,CLOSURE IMPLNT LVL 4,373,
5051255,IMP STENT/GRAFT LVL 24,79602,
5051263,CLOSURE IMPLNT LVL 5,746,
5051271,IMP STENT/GRAFT LVL 25,84577,
5051289,CLOSURE IMPLNT LVL 6,1244,
5051297,IMP CEMENT LVL 13,24876,
5051305,CLOSURE IMPLNT LVL 7,1741,
5051313,CONN TISS HUM LVL 14,29851,
5051321,STENT NCOV W SYS LVL 10,9950,
5051339,CATH INFUSION LVL 8,2488,
5051347,IMP TISS SFT ALGRFT LVL 7,1741,
5051354,SUT LVL 9 LVL 9,4975,
5051362,IMP TISS SFT ALGRFT LVL 8,2488,
5051370,SUT LVL 10 LVL 10,9950,
5051388,IMP TISS SFT ALGRFT LVL 15,34826,
5051396,IMP MAMM SILICONE LVL 8,2488,
5051404,IMP TISS SFT ALGRFT LVL 17,44776,
5051412,IMP MAMM SILICONE LVL 10,9950,
5051420,IMP CATH DLYS ST LVL 3,249,
5051438,IMP MAMM SILICONE LVL 11,14925,
5051446,IMP CATH DLYS ST LVL 4,373,
5051453,INST/SUPP STERL LVL 20,59701,
5051461,IMP CATH DLYS ST LVL 10,9950,
5051479,SPLINT LVL 8,2488,
5051487,IMP TISS BON FRSH FRZN LVL 13,24876,
5051495,SPLINT LVL 9,4975,
5051503,IMP TISS BON FRSH FRZN LVL 14,29851,
5051511,SPLINT LVL 10,9950,
5051529,IMP TISS BON FRSH FRZN LVL 15,34826,
5051537,SPLINT LVL 11,9950,
5051545,IMP ORTH KN TR TIB LVL 9,4975,
5051552,SPLINT LVL 12,14925,
5051560,IMP ORTH KN TR TIB LVL 10,9950,
5051578,IMP ORTH KN COMP FEM LVL 14,29851,
5051586,IMP ORTH KN TR TIB LVL 12,14925,
5051594,IMP ORTH KN COMP FEM LVL 15,34826,
5051602,PACEMKR LEAD NOT VDD LVL 6,1244,
5051610,IMP STIM NEURO GEN NR LVL 33,124375,
5051628,PACEMKR LEAD NOT VDD LVL 7,1741,
5051636,IMP STIM NEURO GEN NR LVL 34,129353,
5051644,IMP TISS CV LVL 15,34826,
5051651,IMP STIM NEURO GEN NR LVL 35,134328,
5051669,IMP TISS CV LVL 16,39801,
5051677,IMP STIM NEURO GEN NR LVL 36,139303,
5051685,IMP TISS CV LVL 17,44776,
5051693,ALLODERM TIS NOT MA/SQCM LVL 10,9950,
5051701,IMP TISS CV LVL 18,49751,
5051719,ALLODERM TIS NOT MA/SQCM LVL 11,14925,
5051727,IMP TISS CV LVL 19,54726,
5051735,ALLODERM TIS NOT MA/SQCM LVL 13,24876,
5051743,IMP TISS CV LVL 20,59701,
5051750,ALLODERM TIS NOT MA/SQCM LVL 14,29851,
5051768,IMP STENT/GRAFT LVL 19,54726,
5051776,ALLODERM TIS NOT MA/SQCM LVL 15,34826,
5051784,IMP STENT/GRAFT LVL 20,59701,
5051792,AICD SGL CHMBR LVL 16,39801,
5051800,IMP STENT/GRAFT LVL 21,64677,
5051818,AICD OTHER LVL 21,64677,
5051826,IMP STENT/GRAFT LVL 22,69652,
5051834,AICD OTHER LVL 22,69652,
5051842,IMP STENT/GRAFT LVL 26,89552,
5051859,AICD OTHER LVL 23,74627,
5051867,IMP STENT/GRAFT LVL 27,94527,
5051875,CONN TISS HUM LVL 12,19900,
5051883,IMP STENT/GRAFT LVL 28,99502,
5051891,INST/SUPP STERL LVL 14,29851,
5051909,IMP STENT/GRAFT LVL 29,104478,
5051917,INST/SUPP STERL LVL 15,34826,
5051925,IMP STENT/GRAFT LVL 30,109453,
5051933,INST/SUPP STERL LVL 16,39801,
5051941,IMP ORTH SHLDR LVL 9,4975,
5051958,INTRO EP GUID FC PEEL LVL 4,373,
5051966,AICD SGL CHMBR LVL 19,54726,
5051974,AICD SGL CHMBR LVL 15,34826,
5051982,AICD LEAD 2 COIL LVL 11,14925,
5051990,AICD 2 CHMBR LVL 18,49751,
5052006,INVESTIGATIONAL DEVICE LVL 41,164179,
5052014,AICD 2 CHMBR LVL 16,39801,
5052022,EXTERN FIXATION LVL 4,373,
5052030,CLOSURE IMPLNT LVL 8,2488,
5052048,EXTERN FIXATION LVL 5,746,
5052055,IMP ORTH HIP LINER ACET LVL 9,4975,
5052063,EXTERN FIXATION LVL 6,1244,
5052071,IMP/MESH PERMACOL LVL 8,2488,
5052089,EXTERN FIXATION LVL 7,1741,
5052097,IMP/MESH PERMACOL LVL 9,4975,
5052105,EXTERN FIXATION LVL 8,2488,
5052113,IMP/MESH PERMACOL LVL 10,9950,
5052121,EXTERN FIXATION LVL 9,4975,
5052139,IMP/MESH PERMACOL LVL 11,14925,
5052147,EXTERN FIXATION LVL 10,9950,
5052154,IMP/MESH PERMACOL LVL 12,19900,
5052162,EXTERN FIXATION LVL 11,14925,
5052170,AICD LEAD SGL COIL LVL 11,14925,
5052188,EXTERN FIXATION LVL 12,19900,
5052196,AICD LEAD SGL COIL LVL 12,19900,
5052204,VALVE HEART LVL 15,34826,
5052212,CLOSURE IMPLNT LVL 3,249,
5052220,IMP INTRSPIN DISTRACT DVC LVL 10,9950,
5052238,IMP ORTH HIP STEM FEM LVL 19,54726,
5052246,IMP INTRSPIN DISTRACT DVC LVL 12,19900,
5052253,AICD LEAD SGL COIL LVL 8,2488,
5052261,IMP INTRSPIN DISTRACT DVC LVL 13,24876,
5052279,IMP SPHINCT URNY LVL 13,24876,
5052287,IMP INTRSPIN DISTRACT DVC LVL 14,29851,
5052295,CATH NON-VAS DIL LVL 13,24876,
5052303,IMP INTRSPIN DISTRACT DVC LVL 15,34826,
5052311,CLOSURE IMPLNT LVL 9,4975,
5052329,IMP INTRSPIN DISTRACT DVC LVL 16,39801,
5052337,CLOSURE IMPLNT LVL 2,149,
5052345,CATH NON-VAS DIL LVL 12,19900,
5052352,EXTERN FIXATION LVL 14,29851,
5052360,IMP CEMENT LVL 4,373,
5052378,DRSG LVL 9,4975,
5052386,VALVE HEART LVL 41,164179,
5052394,DRSG LVL 10,9950,
5052402,IMP VASC CATH CNTRL LVL 8,2488,
5052410,DRSG LVL 11,14925,
5052428,CATH CV ATHERECT ROTO LVL 10,9950,
5052436,DRSG LVL 12,19900,
5052444,IMP ORTH LVL 3,249,
5052451,DRSG LVL 13,24876,
5052469,IMP STENT COR RX W LVL 13,24876,
5052477,DRSG LVL 14,29581,
5052485,STENT NCOV W SYS LVL 9,4975,
5052493,DRSG LVL 15,34826,
5052501,STENT NCOV W SYS LVL 8,2488,
5052519,ALLODERM TIS NOT MA/SQCM LVL 25,84577,
5052527,CONN TISS NHUM LVL 12,19900,
5052535,VALVE HEART LVL 20,59701,
5052543,SKN SUB NOT SPECIFIED LVL 12,19900,
5052550,VALVE HEART LVL 21,64677,
5052568,IMP STENT COR RX W LVL 19,54726,
5052576,IMP MRK TISS LVL 5,746,
5052584,IMP STENT URET TEMP WO LVL 4,373,
5052592,ORTHO L4361,1741,
5052600,BONE FILLER 7.5CC LVL 9,4975,
5052618,LEAD ICD OTHR LVL 12,19900,
5052626,AICD SGL CHMBR LVL 32,119403,
5052634,BONE SUBSTITUTE LVL 16,39801,
5052642,EXTERN FIXATION LVL 3,249,
5052659,SHUNT IMPLANT LVL 12,19900,
5052667,CONN TISS HUM LVL 27,19000,
5052675,PARTICLE EMB PVA 45-150U,149,
5052683,IMP CERV DISC LVL 13,24876,
5052691,IMP VASC LVL 2,149,
5052709,CLOSURE IMPLNT LVL 12,19900,
5052717,BONE SUBSTITUTE LVL 9,4975,
5052725,STRATT 10X22CM LVL 10,9950,
5052733,ORTHO L1830 LVL 1,100,
5052741,NRV GUIDE 2MMX3CM LVL 10,9950,
5052758,RETRV FRAC DVC LVL 9,4975,
5052766,JOINT DEVICE LVL 9,4975,
5052774,BONE SUBSTITUTE LVL 11,14925,
5052782,CATH DRAINAGE <10,50,
5052790,ORTHO A4565 <10,50,
5052808,ORTHO L3929 <10,50,
5052816,STRATT 10X10CM 2087X-2714,11957,
5052824,INTRO SHEATH OTH LVL 6,1244,
5052832,ANCHOR/SCREW <10,50,
5052840,JOINT DEVICE 331X-431,1898,
5052857,ALLODERM16X20CM 7755X-10082,44776,
5052865,JOINT DEVICE 331X-431,1898,
5052873,PENILE INFLAT 7755X-10082,44417,
5052881,VALVE HEART LVL 13,24876,
5052899,ORTHO L3925 10-13,60,
5052907,NEURSTM RECH 28764X-31640,150406,
5052915,BREAST PROSTH 331X-431,1898,
5052923,ORTHO L3916 39X-51,225,
5052931,ORTHO L3260 <10,25,
5052949,INST/SUPP NONST LVL 1,100,
5052956,ORTHO L3908 17X-23,100,
5052964,INST/SUPP STERL < 10,50,
5052972,ORTHO L3908 <10,25,
5052980,INTRO SHEATH OTH < 10,50,
5052998,CATH TISS ABL 4588X-5965,26280,
5053004,CONN TISS HUM LVL 22,69652,
5053012,VERITAS PERI STRIP 195X-254,1121,
5053020,ALLODERM 8X12CM 2087X-2714,11957,
5053038,STRATT 7.9X15.9CM 1605X-2087,1743,
5053046,EPIFIX 100MG 1605X-2087,9194,
5053053,UR SPHINCT 2714X-3529,15548,
5053061,IMP CERV DISC 4588X-5965,26280,
5053079,CLOSURE IMPLNT 1605X-2087,9194,
6000053,IA RESP SYNCYTIAL VIRUS QL,560,
6000103,TRANSFERRIN,134,
6000111,EBV BY PCR,30.15,
6000129,CK-MB,911,
6000145,SPECIAL HANDLING/AUTOLOGOUS UNIT,350,
6000186,TRANSFUSION REACTION WORK UP,429,
6000194,SPECIMEN HANDLING; COMPLEX,283,
6000319,VANCOMYCIN,1039,
6000335,CALCIUM-OP,75,
6000350,CHOLESTEROL-OP,68,
6000376,GGT-OP,75,
6000392,THEOPHYLLINE-OP,189,
6000418,HCG TOTAL QUANT-OP,200,
6000434,CK-MB EIA (AXSYM),911,
6000459,SODIUM  BODY FLUID,331,
6000475,POTASSIUM  BODY FLUID,420,
6000491,CHLORIDE  BODY FLUID,439,
6000517,CREATININE  BODY FLUID,451,
6000533,ALBUMIN,438,
6000558,UREA NITROGEN  BODY FLUID,494,
6000566,DRUG SCREEN ANY NUM SIMPLE,1082,
6000574,PROTEIN  BODY FLUID,438,
6000590,GLUCOSE  BODY FLUID,386,
6000715,AFB SMEAR CONCENTRATE,349,
6000731,SPECIMEN HANDLING; SPECIAL,178,
6000772,THYROID STIMULATING IMMUNOGLOB,58,
6001150,BUFFY COAT/WRIGHT STAIN,253,
6001218,CARBAMAZEPINE OP,227,
6001226,ALCOHOL ETOH OP,227,
6001234,DILANTIN OP,189,
6001259,LITHIUM OP,238,
6001275,PHENOBARBITAL OP,278,
6001291,VALPROIC ACID TOTAL OP,189,
6001317,AMYLASE URINE OP,123,
6001333,CREATININE URINE OP,103,
6001358,MAGNESIUM OP,98,
6001390,CREATININE CLEARANCE OP,189,
6001416,PROTEIN URINE OP,87,
6001432,CPK OP,98,
6001457,IRON TOTAL OP,98,
6001473,AMMONIA OP,189,
6001499,HDL OP,66,
6001515,AFB CULTURE/SC COUNTY,26,
6001614,HEMATOCRIT  BODY FLUID,88,
6001630,FETAL MATERNAL HEMORRHAGE SCREEN,123,
6001648,CYTOSPIN PREP,51,
6001663,NEWBORN SCREEN-REPEAT; CSDH,10,
6001705,PNEUMOCYSTIS DFA,596,
6001713,IA STREPTOCOCCUS GROUP A QL,60,
6001820,CULTURE  CATH TIP,703,
6001846,CULTURE  CSF,703,
6001861,CULTURE  GENITAL,703,
6001887,CULTURE  R/O GROUP B STREP,355,
6001903,CULTURE SCREEN  GROUP A STREPTOCOCC,703,
6001929,CULTURE  AEROBIC OTHER SOUCE,703,
6001945,CULTURE  R/O GC,355,
6001960,CULTURE  AEROBIC WOUND,703,
6001986,CULTURE  STERILE BODY FLUID,703,
6002000,CULTURE SCREEN  GRP A STREPTOCOCCUS,355,
6002026,CULTURE BACTERIAL TISSUE/OTHER,703,
6002059,PNEUMOSYSTIS JIROVECI DFA,10,
6002091,SELENIUM ARUP  25023,29,
6002182,TROPONIN I,911,
6002208,PROTEIN  SPOT URINE,418,
6002240,LAMDA QNT ARUP C55167,33.48,
6002307,IA CRYPTOSPORIDIUM QL,184,
6002315,OXCARB METAB  ARUP 98834,14.43,
6002323,IA GIARDIA QL,184,
6002331,CMV  DNA QUANTITATION BY PCR,47,
6002349,EMA TITER  ARUP  C51060,10,
6002356,IBUPROFEN,15,
6002364,AIH/ANA TITER  ARUP C55351,12,
6002372,CHROM ANAL CULTURE PROCESS ARUP,140,
6002380,AIH/ANCA IGG TITER  C55351,13,
6002398,TIBC-OP,91,
6002406,METABOLIC PANEL  BASIC,1092,
6002414,IA HELICOBACTER PYLOR STOOL QLIA,184,
6002422,UREA NITROGEN  URINE ARUP 20480,4.07,
6002430,EBV BY PCR QUAL ARUP,30.15,
6002448,LIVER-KIDNEY M-1 IGG AB ARUP 55241,13.16,
6002455,PNEUMOCYSTIS JIROVECII DFA ARUP,10.1,
6002463,TRANSPORTATION  ALPHA CAB,250,
6002471,LEU/LYMPH WB 1 AR C96299,250,
6002505,LDH  OP,79,
6002513,CULTURE  R/O MRSA,355,
6002521,ALT (SGPT)  OP,79,
6002539,CULTURE  R/O VRE,355,
6002547,AST (SGOT) OP,75,
6002554,TIS TRNSGLT AB IGA  A 97709,8.69,
6002562,TRIGLYCERIDES OP,75,
6002570,NEURONAL NUCLEAR ANTIBODY CSF,79,
6002588,URIC ACID  OP,98,
6002596,PRE ALBUMIN,438,
6002604,KAPPA/LAMBDA QNT URINE ARUP,30.06,
6002612,PHOSPHOROUS  OP,98,
6002620,CHROM ANL 20-25 ARP C97605,450,
6002638,PROTEIN  OP,113,
6002653,RH FACTOR  OP,57,
6002661,NEUT OXI BURST ARUP 96657,71,
6002679,LIVER-KIDNEY IGG AB ARUP 99270,13.16,
6002687,AIH/F-ACTIN IGG ARUP C55351,10,
6002695,CULTURE  BLOOD OP,210,
6002703,LIDOCAINE  CHOMP LAB,18,
6002711,F-ACTIN (SM) AB IGG  ARUP,8.69,
6002737,FLU SCREEN  EIA,322,
6002752,CRP-HIGHLY SENSITIVE,368,
6002778,CMV DNA QUANT PCR ARUP 5605,38.75,
6002786,ALLERGEN  SINGLE TEST ARUP,5.78,
6002794,TISSUE CULT BM ARUP C97605,67,
6002802,NEURONAL NUC ABS ARUP 51090,10,
6002810,ANTI-FACTOR XA,462,
6002836,AMIODARONE ARUP C90161,12.66,
6002844,RENAL FUNCTION PANEL,1187,
6002869,RENAL FUNCTION PANEL-OP,98,
6002877,ACETYCHOL RECEPTOR AB ARUP,12.27,
6002885,ALDOSTERONE SERUM ARUP,44.37,
6002893,ACID PHOSPATASE ARUP,11,
6002901,ALDOSTERONE UR ARUP,44.37,
6002927,RL-A-ALPHA FETOPROTEI SER80428,12.03,
6002935,ACTH RIA  ARUP,42.05,
6002943,AMYLASE ISOENZYMES  ARUP,15,
6002950,ALA (AMINO LEV ACID) ARUP,19,
6002968,IGA ARUP C51060,6.08,
6002976,ALDOLASE  ARUP,11,
6002984,NOB MARKER  FIRST  ARUP C96657,71,
6002992,ALUMINUM  SERUM  ARUP,19.72,
6003008,CA 19-9  ARUP,19.18,
6003016,AMIKACIN  ARUP,13.76,
6003024,CAFFEINE  SERUM  ARUP,15.4,
6003032,AMINO ACIDS  PLASMA  ARUP,20,
6003040,CALCITONIN  ARUP,31,
6003057,AMINO ACIDS  URINE  ARUP,20,
6003065,CAROTENE  SERUM  ARUP,10.04,
6003081,CATECHOLEMINES  PLASMA  ARUP,29,
6003099,C-PEPTIDE  ARUP,18.15,
6003107,CEA  ARUP,17.28,
6003115,BROMIDE  ARUP,12.66,
6003123,CERULOPLASMIN  ARUP,11.7,
6003131,HCG  BETA QUANT TUMOR MARKER  ARUP,13.32,
6003149,AIH/LKM-1 IGG ARUP C55351,15,
6003156,ANA  ARUP,10.88,
6003164,AUTOIMMUN HEP AR 55351,72,
6003172,ANGIOTENSION CONVERTING ENZ  ARUP,15.9,
6003180,CHLAMYDIA AB PANEL IGG/IGM  ARUP,41,
6003198,N-DES-AMIOD ARUP C90161,12.66,
6003206,CHLAMYDIA CULTURE  ARUP,23.36,
6003214,ANCA  ARUP,10.87,
6003222,CA 27.29  ARUP,18.92,
6003230,17-HYDROXYPROGESTERONE  ARUP,24.08,
6003248,NEURONL NUC AB CSF AR 98761,79,
6003255,ASO TITER  ARUP,8.07,
6003263,ZINC WHOLE BLOOD  ARUP 90667,50,
6003297,CA 125  ARUP,18.89,
6003313,CA 15-3  ARUP,18.92,
6003321,TTG IGG  ARUP C51060,10,
6003339,ANALYZER PANEL  ARUP,12,
6003354,MITOCHONDRIAL AB  ARUP,10,
6003362,AIH/AMA    ARUP  C55351,10,
6003370,ARSENIC URINE  ARUP,20.66,
6003388,CLOMIPRAMINE ARUP C99336,15.14,
6003396,ANTINEURONAL CELL AB ARUP 99465,73,
6003404,DESMET CLOMIP ARUP C99336,15.14,
6003412,ARSENIC  WHOLE BLOOD  ARUP,20.66,
6003420,THYROID STIM IMM ARUP 99430,55.36,
6003438,B2 MICROGLOBULIN  ARUP,14.7,
6003446,MYCOPHENOLIC ACID/METAB ARUP,20.46,
6003453,C1 ESTERASE INHIB FUNCT ARUP,14,
6003487,B.BURGDORFERI AB CSF ARUP,18.54,
6003503,GLIADIN IGG  ARUP C51060,10,
6003537,NORDOXEPIN ARUP C90102,17.14,
6003545,AIH/SLA IGG  ARUP  C55351,10,
6003552,FLUOXETINE ARUP C90450,15,
6003560,CELL COUNT BODY FLUID,323,
6003578,NORFLUOXETINE ARUP C90450,15,
6003586,SWEAT COLL IONTOPHOR,206,
6003594,TRYPTASE (ARUP 99173),14,
6003602,IBUPROFEN  ARUP 90176,15,
6003610,TRIIODOTHYRONINE  FREE (ARUP 70133),15.29,
6003628,CHROM ANL POC 15-20,332,
6003636,N-TELOPEP SERUM ARUP 70500,20.2,
6003651,NEUTRO CYTO AB ARUP C50567,10.87,
6003669,S. CEREVISIA AB IGG ARUP,13.44,
6003677,RUBELLA IGG ARUP 50771,12.93,
6003685,GLIADIN IGA  ARUP C51060,10,
6003693,RUBELLA IGM ARUP 50551,12.93,
6003701,CARDIOLIPIN ANTIBODY IGG ARUP 50901,24,
6003719,NICOTINE  METABS  ARP 92361,26.18,
6003727,CITRIC ACID  URINE  ARUP,30.27,
6003735,AIH/ANCA IGG ARUP C55351,12,
6003743,CMV ANTIBODY  IGG  ARUP,15,
6003768,COMPLEMENT C3  ARUP,10.51,
6003776,PINWORM ARUP 60051,4.65,
6003784,COPROPORPHYRIN  URINE  ARUP,17,
6003792,KAPPA QNT ARUP C55167,33.48,
6003800,COXSACKIE A9 VIRUS AB ARUP 50503,14.18,
6003818,TISSUE CULT POC,224,
6003826,CRYPTOSPORIDIUM AG  EIA  ARUP,10,
6003834,LEU/LYMPH BM 1ST AR C95244,249,
6003842,MYCOBACTERIUM PCR ARUP,38.21,
6003859,S. CEREVISIA AB IGA ARUP,13.44,
6003867,CYSTINE  URINE QUANT  ARUP,20,
6003875,DILUTE RUSSELL VIPER VENOM TIME ARU,8.52,
6003909,CATECHOLEMINES  URINE FRACT  ARUP,27.49,
6003917,EBV AB VIRAL CAPSID AB IGM  ARUP,15.82,
6003925,CK ISOENZYMES  ARUP,23,
6003941,CMV ANTIBODY  IGM  ARUP,19,
6003958,ESTRIOL  ARUP,26.33,
6003966,COMPLEMENT C4  ARUP,10.51,
6003974,ETHOSUXIMIDE (ZARONTIN) ARUP,19,
6003982,CORTISOL  SERUM  ARUP,14.7,
6003990,FACTOR XIII QUALITATIVE  ARUP,9.69,
6004006,COXSACKIE B VIRUS ANTIBODYARUP60055,86,
6004014,FELBAMATE  ARUP,15.14,
6004022,CYCLIC AMP  URINE  ARUP,30,
6004030,FLECAINIDE  ARUP,15,
6004055,DNA DOUBLE STRAND AB  IGG  ARUP,12.39,
6004063,DISOPYRAMIDE  ARUP,12.66,
6004071,EBV ANTIBODY PANEL I  ARUP,59.7,
6004089,CIPROFLOXACIN  ARUP,15,
6004097,PROTEIN ELECTROPHORESIS SERUM ARUP,17,
6004113,ERYTHROPOITIN  ARUP,20.48,
6004139,ESTROGENS SERUM FRACTIONATED  ARUP,35.17,
6004147,COPPER  SERUM  ARUP,13.51,
6004162,CORTISOL  URINE FREE  ARUP,19,
6004170,FECAL FAT  QUANTITATIVE 72HR  ARUP,20,
6004188,FSH  URINE  ARUP,21,
6004196,FERRITIN  ARUP,15,
6004204,CYCLOSPORINE A   ARUP,16.21,
6004220,CHLAMYDIA DNA PROBE ARUP,23,
6004246,HEMOGLOBIN PLASMA ARUP 20058,7.96,
6004253,EBV AB VIRAL CAPSID AB IGG  ARUP,15.82,
6004261,HEPATITIS C AB   ARUP,12.57,
6004279,SSA 60 (RO)(ENA) AB IGG ARUP,15.2,
6004295,ESTRADIOL  ARUP,24.88,
6004303,INFLUENZA A VIRUS AB  ARUP,15,
6004311,ESTROGENS  URINE FRACTIONATED  ARUP,409,
6004329,IGA  SERUM   ARUP,6.08,
6004337,FACTOR VIII ACTIVITY  ARUP,15.98,
6004345,IGM  SERUM  ARUP,6.08,
6004352,FEBRILE AGGLUTININS  ARUP,56,
6004378,INSULIN  RANDOM SERUM  ARUP,10.29,
6004386,G-6-PD  ARUP,10.55,
6004394,LEGIONELLA PNEUMO AG  URINE ARUP,9.31,
6004402,HAPTOGLOBIN  ARUP,10.99,
6004410,LYME IGM CONFIRM ARUP50253,16.86,
6004428,HEPATITIS A IGM ARUP 20093,9.91,
6004436,METANEPHRINES  URINE  ARUP,20,
6004444,HEPATITIS C GENOTYPE PCR 55593 ARUP,236.13,
6004451,MUMPS VIRUS IGG ARUP 50390,14.21,
6004469,INFLUENZA B VIRUS AB  ARUP,15,
6004477,MYOGLOBIN  SERUM   ARUP,14,
6004485,HERPES SIMPLEX VIRUS CULTURE ARUP,39,
6004501,IGE  SERUM  ARUP,14.88,
6004535,PRIMIDONE/METABOLITE  ARUP,32,
6004543,FOLATE/B12  ARUP,33,
6004550,CALCIUM  IONIZED  SERUM  ARUP,15,
6004568,GASTRIN  ARUP,21,
6004576,LEGIONELLA PNEUMOPHILA  DFA   ARUP,10,
6004584,HELICOBACTER PYLORI AB IGG  ARUP,16,
6004592,LYME CONFIRMATION IGG ARUP 50255,16.86,
6004600,HEPATITIS B CORE AB (TOTAL) ARUP,10.83,
6004618,METHOTREXATE ROUTINE  ARUP,15,
6004626,HEPATITIS C AB (RIBA)  ARUP,18,
6004634,MYCOPLASMA PNEUMO AB IGG/IGM  ARUP,15,
6004642,IMMUNOGLOBULINS  QUANT  ARUP,18.24,
6004667,HTLV I/II ANTIBODIES EIA  ARUP,14.02,
6004683,IGG SUBCLASSES (1 2 3 4)  ARUP,35,
6004691,PHOSPHOLIPIDS  SERUM   ARUP,6.62,
6004709,IMMUNOELECTROPHORESIS  SERUM ARUP,56,
6004717,PROGESTERONE   ARUP,23,
6004725,FOLATE  RBC  ARUP,11.49,
6004733,ISLET CELL AB  ARUP,19,
6004741,GIARDIA ANTIGEN BY EIA  ARUP,8.79,
6004758,LIPID PANEL  EXTENDED  ARUP,12.26,
6004766,HEMOGLOBIN A1C (GLYCOHGB) ARUP,11,
6004774,MANGANESE  SERUM  ARUP,28,
6004782,HEPATITIS B CORE AB IGM  ARUP,10.37,
6004808,HEPATITIS C RNA QUAL PCR 98264 ARUP,39,
6004816,MYCOPLASMA PHEUMO AB IGG  ARUP,14.42,
6004824,HLA B27   ARUP,28.1,
6004832,OLIGOCLONAL BANDING   ARUP,62,
6004840,HUMAN GROWTH HORMONE  ARUP,18.16,
6004857,PARIETAL CELL AB IGG   ARUP,8.69,
