Description, Price ,HCPCS Code,,,,,,,,,
CD PROF RETICULIR IGA,$77.36 ,86225,,,,,,,,,
CD PROF RETICULIR IGG,$77.36 ,86225,,,,,,,,,
.ANTI DNA DS,$187.00 ,86225,,,,,,,,,
ANTI JO 1,$88.75 ,86235,,,,,,,,,
CHROMATIN ANTIBODY,$88.75 ,86235,,,,,,,,,
CENTROMERE B ANTIBODY,$88.75 ,86235,,,,,,,,,
.ANTI SS A,$88.75 ,86235,,,,,,,,,
.ANTI SS B,$88.75 ,86235,,,,,,,,,
ANTI SCLERODERMA 70,$88.75 ,86235,,,,,,,,,
.ANTIEXTRACTABLE NUCLEAR ANTIGENS,$88.75 ,86235,,,,,,,,,
.RNP ANTIBODIES,$88.75 ,86235,,,,,,,,,
.SMITH ANTIBODIES,$91.50 ,86235,,,,,,,,,
ENDOMYSIAL ANTIBODY IGA,$109.87 ,86255,,,,,,,,,
ANCA ANTIMYELOPEROXIDASE,$109.87 ,86255,,,,,,,,,
ANCA ANTIPROTEINASE,$109.87 ,86255,,,,,,,,,
.ANTIMITOCHONDRIAL AB,$109.87 ,86255,,,,,,,,,
MYOCARDIAL ANTIBODIE,$109.87 ,86255,,,,,,,,,
PARIENTAL CELL ANTIBO,$109.87 ,86255,,,,,,,,,
RETICULIN ANTIBODIES,$109.87 ,86255,,,,,,,,,
SCLERODERMA ANTIBODY,$109.87 ,86255,,,,,,,,,
SKELETAL MUSC ANTIB,$109.87 ,86255,,,,,,,,,
.SMOOTH MUSCLE ANTIBO,$109.87 ,86255,,,,,,,,,
TITER EACH ANTIBODY,$170.00 ,86256,,,,,,,,,
ANTINEUTROPHIL CYTOPLASMIC ANTIBODY,$170.00 ,86256,,,,,,,,,
CA 19-9,$26.27 ,86301,,,,,,,,,
CA125 SERUM,$44.31 ,86304,,,,,,,,,
CA 125 W/HAMA,$135.00 ,86304,,,,,,,,,
CA 125 SERUM SERIAL,$135.00 ,86304,,,,,,,,,
MONO TEST,$60.58 ,86308,,,,,,,,,
HETEROPHILE,$99.00 ,86308,,,,,,,,,
HEPATITIS C ANTIBODY,$110.00 ,86317,,,,,,,,,
PROTEIN ELECTOPHORESIS,$165.00 ,86334,,,,,,,,,
AFP TETRA-INHIBIN A,$54.65 ,86336,,,,,,,,,
INSULIN ANTIBODIES,$121.00 ,86337,,,,,,,,,
ISLET CELL ANTIBODY,$93.50 ,86341,,,,,,,,,
IA2 AUTO ANTIBODY,$192.00 ,86341,,,,,,,,,
T & B LYMPHOCYTE PROFILE,$307.96 ,86359,,,,,,,,,
CD4 CD8 RATIO,$150.00 ,86360,,,,,,,,,
HELPER T-LYMPH CD4,$136.00 ,86361,,,,,,,,,
THYROID PEROXIDASE ANTIBODIES,$25.29 ,86376,,,,,,,,,
THYROID MICROSOMAL A,$60.46 ,86376,,,,,,,,,
THY PEROXIDOSE AB,$83.00 ,86376,,,,,,,,,
.RA RHEUMATOID FACTOR NH,$8.11 ,86430,,,,,,,,,
RA RHEUMATOID FACTOR,$55.00 ,86430,,,,,,,,,
QUANTIFERON TB GOLD (INCUBATED),$97.72 ,86480,,,,,,,,,
TB SKIN TEST,$22.00 ,86580,,,,,,,,,
APLISOL (TB SKIN TEST) 0.1ML INJ,$45.00 ,86580,,,,,,,,,
RPR  WITH REFLEX TO QUANT AND CONFIRM TP,$36.11 ,86592,,,,,,,,,
RPR QUALITATIVE LC,$36.11 ,86592,,,,,,,,,
RPR QUANTATIVE,$39.00 ,86593,,,,,,,,,
ADENOVIRUS,$148.50 ,86603,,,,,,,,,
ASPERGILLUS FLAVUS AB,$42.00 ,86606,,,,,,,,,
ASPERGILLUS NIGER AB,$42.00 ,86606,,,,,,,,,
BORDETELLA PERTUSSIS IGA,$145.00 ,86615,,,,,,,,,
BORDETELLA PERTUSSIS IGG,$145.00 ,86615,,,,,,,,,
BORDETELLA PERTUSSIS IGM,$145.00 ,86615,,,,,,,,,
"LYME DISEASE, WESTERN BLOT",$164.50 ,86617,,,,,,,,,
.LYME TITER WESTERN BLOT,$384.00 ,86617,,,,,,,,,
"LYME DISEASE,AB TOTAL/REFLEX TO WB",$42.30 ,86618,,,,,,,,,
".LYME DISEASE ADBY,RFLX TO WB",$68.40 ,86618,,,,,,,,,
"LYME ABD, TOTAL & IGM W/REFLX TO WB",$68.40 ,86618,,,,,,,,,
LYME IGM ANTIBODY LC,$114.00 ,86618,,,,,,,,,
CMV IGG (CYTOMEGALOVIRUS),$22.50 ,86644,,,,,,,,,
CMV IGM,$22.50 ,86645,,,,,,,,,
COXACKIE VIRUS ANTIBODY A,$341.00 ,86658,,,,,,,,,
COXACKIE VIRUS ANTIBODY B,$341.00 ,86658,,,,,,,,,
EBV EARLY ANTIGEN IGG,$25.55 ,86663,,,,,,,,,
HEPATITIS A AB,$58.50 ,86663,,,,,,,,,
EPSTEIN BARR ANTIBODY TITER,$500.50 ,86663,,,,,,,,,
E B NUCLEAR ANTIGEN,$68.25 ,86664,,,,,,,,,
EBV CAP ATGN IGM,$88.00 ,86665,,,,,,,,,
EBV CAP ATGN IGG,$88.00 ,86665,,,,,,,,,
SACCHAROMYCES CEREVISIAE,$170.00 ,86671,,,,,,,,,
FUNGUS NOT ELSEWHERE SPECIFIED,$170.00 ,86671,,,,,,,,,
.HELICOBACTER PYLORI NH,$20.72 ,86677,,,,,,,,,
H PYLORI IGM ABDY  LC,$113.25 ,86677,,,,,,,,,
H PYLORI IGG ABDY LC,$113.25 ,86677,,,,,,,,,
H PYLORI IGA ABDY LC,$113.25 ,86677,,,,,,,,,
HELICOBACTER PYLORI,$113.25 ,86677,,,,,,,,,
.HIV ANTIBODY W/RFLX TO HIV RNA QUAL,$93.00 ,86689,,,,,,,,,
HEPATITIS D ABDY,$106.00 ,86692,,,,,,,,,
.HERPES SIMPLEX VIRUS 1,$109.00 ,86695,,,,,,,,,
HERPES SIMPLEX VIRUS 2,$125.00 ,86696,,,,,,,,,
HISTOPLASMA AB BY DID,$83.75 ,86698,,,,,,,,,
.HIV 1/2 ANTIBODY/RFLX TO CONFIRM,$46.64 ,86701,,,,,,,,,
HEP B CORE TOTAL ANTIBODY,$72.00 ,86704,,,,,,,,,
HEP B CORE IGM,$59.50 ,86705,,,,,,,,,
HEP B SUR ABDY,$28.29 ,86706,,,,,,,,,
HEP BE ANTIBODY,$52.00 ,86707,,,,,,,,,
HEPATITIS A ANTIBODY TOTAL,$65.00 ,86708,,,,,,,,,
HEPATITIS A IGM,$35.50 ,86709,,,,,,,,,
LEGIONAELLA ANTIBODY,$145.00 ,86713,,,,,,,,,
MUMPS IGG,$19.05 ,86735,,,,,,,,,
MUMPS IGM,$19.05 ,86735,,,,,,,,,
"MYCOPLASMA IGG, IGM ABDY",$118.00 ,86738,,,,,,,,,
PARVOVIRUS B19 HUMAN IGG OR IGM,$115.50 ,86747,,,,,,,,,
ROCKY MTN S F IGG,$38.13 ,86757,,,,,,,,,
ROCKY MTN S F-IGM,$41.89 ,86757,,,,,,,,,
RUBELLA IGG,$19.05 ,86762,,,,,,,,,
RUBELLA IGM,$19.05 ,86762,,,,,,,,,
RUBEOLA ANTIBODIES IGM,$19.05 ,86765,,,,,,,,,
RUBEOLA ANTIBODIES IGG,$19.05 ,86765,,,,,,,,,
TOXOPLASMA,$91.00 ,86777,,,,,,,,,
TOXOPLASMOSIS IGM TITER,$200.00 ,86778,,,,,,,,,
FTA/ABS,$22.00 ,86780,,,,,,,,,
VARICEL ZOS IGG,$24.09 ,86787,,,,,,,,,
VARICEL ZOS M,$34.09 ,86787,,,,,,,,,
WEST NILE VIRUS IGM,$91.00 ,86788,,,,,,,,,
WEST NILE VIRUS,$190.00 ,86789,,,,,,,,,
HTLV I/II ANTIBODY,$258.00 ,86790,,,,,,,,,
.ANTITHYROGLOBULIN,$96.00 ,86800,,,,,,,,,
HEPATITIS C VIRUS ABDY W/ VERIFICATION,$40.80 ,86803,,,,,,,,,
HEPATITIS C ABDY VERIFICATION,$180.00 ,86804,,,,,,,,,
HEPATITIS C RIBA,$230.00 ,86804,,,,,,,,,
BB ANTIBODY SCREEN,$60.71 ,86850,,,,,,,,,
ANTIGEN ELUTION,$150.00 ,86860,,,,,,,,,
FICIN AB ID,$95.44 ,86870,,,,,,,,,
ANTIBODY IDENTIFICATION,$95.44 ,86870,,,,,,,,,
ANTIBODY IDENTIFICATION,$130.00 ,86870,,,,,,,,,
BB COOMBS DIRECT,$39.75 ,86880,,,,,,,,,
BB COOMBS INDIRECT,$44.00 ,86885,,,,,,,,,
BB ABO,$29.75 ,86900,,,,,,,,,
BB RH D TYPING,$29.75 ,86901,,,,,,,,,
BB ANTIGEN SCREENING DONOR,$44.00 ,86902,,,,,,,,,
BB ANTIGEN SCREENING DONOR,$44.00 ,86902,,,,,,,,,
ANTIGEN TYPING,$50.00 ,86903,,,,,,,,,
BB ANTIGEN SCREENING,$56.03 ,86904,,,,,,,,,
BB CROSSMATCH EA UNIT,$66.00 ,86920,,,,,,,,,
BB CROSSMATCH EA UNIT,$120.67 ,86921,,,,,,,,,
EXTENDED RH PHENOTYPE,$120.00 ,86971,,,,,,,,,
ADSORPTION RED CELL,$110.00 ,86978,,,,,,,,,
CONCENTRATION (ANY TYPE) FOR INFECTIOUS,$50.00 ,87015,,,,,,,,,
.CULTURE BLOOD NH,$14.63 ,87040,,,,,,,,,
CULTURE BLOOD,$87.75 ,87040,,,,,,,,,
.SHIGELLA CULTURE NH,$13.47 ,87045,,,,,,,,,
SHIGELLA CULTURE,$69.27 ,87045,,,,,,,,,
.CAMPYLOBACTER STOOL CULTURE NH,$13.29 ,87046,,,,,,,,,
CAMPYLOBACTER STOOL CULTURE,$30.00 ,87046,,,,,,,,,
YERSINIA  STOOL CULTURE,$49.00 ,87046,,,,,,,,,
SALMONELLA SHIGELLA ECH ADD,$61.12 ,87046,,,,,,,,,
.ROUTINE AEROBIC BACTERIAL CULTURE NH,$12.30 ,87070,,,,,,,,,
"CULTURE, GENITAL, ROUTINE",$22.43 ,87070,,,,,,,,,
ROUTINE AEROBIC BACTERIAL CULTURE,$37.50 ,87070,,,,,,,,,
UPPER RESP CULTURE,$110.00 ,87070,,,,,,,,,
BODY FLUID CULTURE STERILE,$116.59 ,87070,,,,,,,,,
.CULTURE BACTERIAL Q AEROBIC W ISOLATION,$63.00 ,87071,,,,,,,,,
.ANAEROBIC CULTURE NH,$12.73 ,87075,,,,,,,,,
ANAEROBIC CULTURE,$37.50 ,87075,,,,,,,,,
ANAEROBIC ID ORGANIS,$87.50 ,87076,,,,,,,,,
VANCOMYCIN-RESISTANT ENTEROCOCCUS (VRE) CULTURE,$16.29 ,87081,,,,,,,,,
"BETA STREP CULT, GROUP A",$18.22 ,87081,,,,,,,,,
.CULTURE URINE NH,$11.36 ,87088,,,,,,,,,
CULTURE BACTERIAL W ISOLATION URINE,$49.17 ,87088,,,,,,,,,
CULTURE URINE,$70.32 ,87088,,,,,,,,,
FUNGUS MYCOLOGY CULT,$92.00 ,87101,,,,,,,,,
"ORGANISM ID, YEAST",$42.84 ,87106,,,,,,,,,
CULTURE - TB/AFB & SMEAR,$256.00 ,87116,,,,,,,,,
CULTURE MYCOBACTERIAL DEFINITIVE EACH,$292.00 ,87118,,,,,,,,,
ORGANISM ID BY SEQUENCING RNA,$407.17 ,87153,,,,,,,,,
SCABIES,$58.00 ,87169,,,,,,,,,
PINWORM PREP,$11.00 ,87172,,,,,,,,,
.OVA  PARASITE NH,$11.47 ,87177,,,,,,,,,
OVA + PARASITE,$17.44 ,87177,,,,,,,,,
.SENSITIVITY NH,$12.34 ,87186,,,,,,,,,
SENSITIVITY,$22.33 ,87186,,,,,,,,,
RAPID GROWTH BROTH SUSCEPTIBILITY,$282.16 ,87186,,,,,,,,,
GRAM STAIN,$40.50 ,87205,,,,,,,,,
EOSINOPHIL COUNT,$40.50 ,87205,,,,,,,,,
FECAL LEUKOCYTE,$40.50 ,87205,,,,,,,,,
FUNGUS SMEAR STAIN,$38.50 ,87206,,,,,,,,,
CYCLOSPORIDIA,$181.50 ,87206,,,,,,,,,
WET MOUNT,$40.32 ,87210,,,,,,,,,
INDIA INK PREP,$44.00 ,87210,,,,,,,,,
KOH PREP,$26.57 ,87220,,,,,,,,,
.CLOSTRIDIUM DIFF/TOXI NH,$19.65 ,87230,,,,,,,,,
CLOSTRIDIUM DIFF/TOXI,$66.00 ,87230,,,,,,,,,
GENITAL CULTURE&OTHER,$66.00 ,87252,,,,,,,,,
VIRAL CULTURE,$90.73 ,87252,,,,,,,,,
VIRAL RAPID HERPES,$112.00 ,87254,,,,,,,,,
VIRAL RAPID V. ZOSTER,$112.00 ,87255,,,,,,,,,
BORDETELLA PERTUSSIS BY DFA,$81.50 ,87265,,,,,,,,,
CRYPTOSPORIDIUM DETECTION BY EIA,$98.00 ,87328,,,,,,,,,
GIARDIA LAMBLIA AG,$62.50 ,87329,,,,,,,,,
H PYLORI STOOL AG NH,$15.43 ,87338,,,,,,,,,
H PYLORI STOOL AG,$79.29 ,87338,,,,,,,,,
HEP B SUR  ATGN,$49.50 ,87340,,,,,,,,,
HEP BE ANTIGEN,$40.00 ,87350,,,,,,,,,
HEP D ANTIBODY,$52.00 ,87350,,,,,,,,,
"HIV-1/O/2, 4TH GENERATION, LC",$61.20 ,87389,,,,,,,,,
INFLUENZA A VIRUS ANTIGEN DETECTION NH,$15.43 ,87400,,,,,,,,,
INFLUENZA B VIRUS ANTIGEN DETECTION NH,$15.43 ,87400,,,,,,,,,
INFLUENZA B VIRUS ANTIGEN DETECTION,$45.00 ,87400,,,,,,,,,
INFLUENZA A VIRUS ANTIGEN DETECTION,$49.00 ,87400,,,,,,,,,
RSV,$116.75 ,87420,,,,,,,,,
ROTAVIRUS,$106.75 ,87425,,,,,,,,,
VIBRIO,$15.00 ,87427,,,,,,,,,
ECOLI 0157,$15.00 ,87427,,,,,,,,,
.ECOLI 0157 NH,$15.32 ,87427,,,,,,,,,
CMV QUANT DNA PCR,$441.00 ,87497,,,,,,,,,
.SALMONELLA NH,$14.70 ,87505,,,,,,,,,
SALMONELLA,$15.00 ,87505,,,,,,,,,
"HEP B, DNA,QUANT,PCR",$520.75 ,87517,,,,,,,,,
HEPATITIS C RNA,$753.00 ,87521,,,,,,,,,
HCV RT PCR QUANT,$464.00 ,87522,,,,,,,,,
"LDL, BETA LIPOPROTEIN PARTICLE",$32.00 ,87529,,,,,,,,,
.HSV 1/2 DNA BY PCR,$130.00 ,87529,,,,,,,,,
HERPES SIMPLEX (HSV) 1/2 DNA PCR,$211.73 ,87529,,,,,,,,,
.HIV RNA TITER,$423.00 ,87536,,,,,,,,,
G C DNA PROBE,$40.00 ,87590,,,,,,,,,
G C AMPLIFICATION,$50.00 ,87591,,,,,,,,,
HPV II LOW RISK,$75.00 ,87621,,,,,,,,,
HPV II HIGH RISK,$75.00 ,87621,,,,,,,,,
.CHLAMYDIA BY DNA,$41.00 ,87797,,,,,,,,,
NORO VIRUS,$337.00 ,87798,,,,,,,,,
"JC VIRUS DNA,PCR",$558.63 ,87798,,,,,,,,,
BK QUANT PCR,$501.00 ,87799,,,,,,,,,
"BK VIRUS, QUANT, URINE",$603.03 ,87799,,,,,,,,,
STREPTOCOCCUS GROUP B,$151.50 ,87802,,,,,,,,,
INFLUENZA DIRECT IMMUNOASSAY,$176.00 ,87804,,,,,,,,,
RSV AG EIA LC,$36.11 ,87807,,,,,,,,,
STREP A SCREEN NH,$15.43 ,87880,,,,,,,,,
STREP A SCREEN,$47.29 ,87880,,,,,,,,,
CRYPTOCOCCUS ANTIGEN CSF,$151.50 ,87899,,,,,,,,,
AUTOPSY WITHOUT CNS,$500.00 ,88020,,,,,,,,,
THIN LAYER PAP,$90.50 ,88142,,,,,,,,,
LEVEL III SURG PATH GROSS & MICRO,$89.50 ,88304,,,,,,,,,
LEVEL IV SURGICAL PATHO GROSS & MICRO,$114.00 ,88305,,,,,,,,,
AFB STAIN,$89.50 ,88312,,,,,,,,,
CELL COUNT BODY FLUI,$55.00 ,89050,,,,,,,,,
CRYSTALS SYNOVIAL JOINT FLUID,$60.50 ,89060,,,,,,,,,
NASAL SMEAR/EOSINOP,$18.75 ,89190,,,,,,,,,
URINE DRUG COLLECT,$16.50 ,99000,,,,,,,,,
PSA SCREENING,$82.45 ,G0103,,,,,,,,,
"PSA, SCRN LC",$82.45 ,G0103,,,,,,,,,
PAP SCREENING,$29.75 ,G0123,,,,,,,,,
HIV RAPID ANTIBODY,$58.00 ,G0475,,,,,,,,,
RED BLOOD CELLS-LEUK,$275.00 ,P9016,,,,,,,,,
VANCOMYCIN-RESISTANT ENTEROCOCCUS (VRE) CULTURE NH,$10.00 ,,,,,,,,,,
GRAM STAIN LC,$10.40 ,,,,,,,,,,
.IRON/TIBC NH,$12.48 ,,,,,,,,,,
CALCIUM:CREATININE RATIO (URINE) RANDOM,$31.00 ,,,,,,,,,,
CREATININE CLEARANCE NORMALIZED,$31.21 ,,,,,,,,,,
LOWER RESPIRATORY CULTURE,$34.16 ,,,,,,,,,,
ANTIDIURETIC HORMONE PROFILE,$36.00 ,,,,,,,,,,
ANTIEXTRACTABLE NUCLEAR ANTIGENS,$36.97 ,,,,,,,,,,
CSF PROTIEN,$44.00 ,,,,,,,,,,
CELIAC DISEASE PROFILE WITH REFLEX,$52.00 ,,,,,,,,,,
HIV RAPID ANTIBODY,$58.00 ,,,,,,,,,,
METANEPHRINES PHEOCHROMCYT LC,$60.60 ,,,,,,,,,,
AFB BASED CULT/ SMEAR BROTH SUSCEP,$66.00 ,,,,,,,,,,
HSV 1&2  IGG ABDY (SPECIFIC),$69.74 ,,,,,,,,,,
ANAEROBIC/ AEROBIC/GRAM STAIN,$75.00 ,,,,,,,,,,
BORDETELLA PERTUSSIS AB IGG & IGM,$90.46 ,,,,,,,,,,
ALLERGEN PEDIATRIC 3-6 YEARS,$93.50 ,,,,,,,,,,
ALK PHOS-ISOENZYMES,$93.50 ,,,,,,,,,,
AFB BROTH BASED CULTURE AND SMEAR,$108.02 ,,,,,,,,,,
PROTEIN S ANTIGEN LC,$134.94 ,,,,,,,,,,
HSV 1&2 IGM ANTIBODIES INDIRECT,$157.17 ,,,,,,,,,,
ALPHA FETO PROTIEN,$185.90 ,,,,,,,,,,
BENCE JO RANDOM UA,$275.00 ,,,,,,,,,,
ALDOSTERONE/RENIN RATIO,$416.53 ,,,,,,,,,,
PROTEIN S PANEL LC,$528.00 ,,,,,,,,,,
OT BIOFEEDBACK TRAINING,$2.00 ,90901,,,,,,,,,
OCCUPATION THERAPY HOT OR COLD PACKS,$4.75 ,97010,,,,,,,,,
OCCUPATION THERAPY ULTRASOUND ECH 15 MIN,$11.00 ,97035,,,,,,,,,
OCCUPATIONAL THERAPEUTIC EXERCISE,$5.25 ,97110,,,,,,,,,
OCCUPATIONAL TX SIT/STANDING ACTIVITY,$6.99 ,97112,,,,,,,,,
OCCUPATIONAL MANUAL THERAPY,$6.64 ,97140,,,,,,,,,
OCCUPATIONAL TX  GROUP,$4.55 ,97150,,,,,,,,,
OCCUPATIONAL THERAPY EVALUATION LOW,$20.00 ,97165,,,,,,,,,
OCCUPATIONAL THERAPY EVALUATION MOD,$23.00 ,97166,,,,,,,,,
OCCUPATIONAL THERAPY EVALUATION HIGH,$25.00 ,97167,,,,,,,,,
OCCUPATION THERAPY RE- EVALUATION,$13.00 ,97168,,,,,,,,,
OCCUPATIONAL THERAPEUTIC ACTIVITIES,$3.92 ,97530,,,,,,,,,
OCCUPATIONAL TX  DEV OF COGNITIVE SKILLS,$5.95 ,97532,,,,,,,,,
OCCUPATIONAL THERAPEUTIC SELF CARE TRAIN,$2.07 ,97535,,,,,,,,,
OCCUPATIONAL TX WHEELCHAR MGMT,$3.07 ,97542,,,,,,,,,
OCCUPATIONAL TX  ORTHOTIC MANAGEMENT,$4.20 ,97760,,,,,,,,,
O T ESTIM UNATTENDED,$11.00 ,G0283,,,,,,,,,
OCCUPATIONAL THERAPY DEVELOPMENT OF COGNITIVE SKILLS,$5.95 ,G0515,,,,,,,,,
TET/DIP TOX (DECAVAC) 0.5ML INJ,$90.70 ,90714,,,,,,,,,
DTAP (INFANRIX) 0.5ML INJ,$90.70 ,90714,,,,,,,,,
ADACEL (TDAP) 0.5ML INJ,$175.60 ,90715,,,,,,,,,
PNEUMOVAX 23 2.5ML MDV 0.5ML INJ,$240.80 ,90732,,,,,,,,,
MENINGOCOCCAL (MENACTRA) 0.5ML INJ,$507.60 ,90734,,,,,,,,,
CARDIOLITE,$94.38 ,A9500,,,,,,,,,
MYOVIEW (TETRAFOSMIN),$114.92 ,A9502,,,,,,,,,
THALLIUM REST,$114.92 ,A9505,,,,,,,,,
TESHNETIUM TC 99M PROPHOSPHATE,$32.11 ,A9538,,,,,,,,,
ADENOSINE 30 MG,$83.16 ,J0152,,,,,,,,,
ADENOSINE (ADENOCARD) 6MG VL 2ML,$43.70 ,J0153,,,,,,,,,
VERAPAMIL HCL (CALAN) 5MG INJ,$45.00 ,J0171,,,,,,,,,
EPINEPH(ADRENALINE) 1MG/ML 30ML MDV,$45.00 ,J0171,,,,,,,,,
EPINEPHRINE(ADRENALINE)1MG/10ML INJ,$45.00 ,J0171,,,,,,,,,
AMINOPHYLLINE 250 MG,$3.76 ,J0280,,,,,,,,,
AMIODARONE HCL (CORDARONE) 200MG TB,$13.55 ,J0282,,,,,,,,,
AMIODARONE (CORDARONE) 150MG INJ,$45.00 ,J0282,,,,,,,,,
AMPICILLIN (PRINCIPEN) 500MG VL,$45.00 ,J0290,,,,,,,,,
AMPICILLIN (PRINCIPEN) 500MG VL,$45.00 ,J0290,,,,,,,,,
AMPICILL/SULBACT (UNASYN) 1.5GM INJ,$45.00 ,J0295,,,,,,,,,
AMPICILL/SULBACT (UNASYN) 3GM INJ,$71.10 ,J0295,,,,,,,,,
SUCCINYLCHOLIN (ANECTINE) 200MG INJ,$100.00 ,J0330,,,,,,,,,
HYDRALAZINE HCL (APRESOLINE) 20MG/ML INJ,$45.00 ,J0360,,,,,,,,,
AZITHROMYCIN (ZITHROMAX) 500MG INJ,$45.00 ,J0456,,,,,,,,,
ATROPINE UP TO .03 MG,$32.25 ,J0461,,,,,,,,,
ATROPINE 1MG/ML VIAL,$45.00 ,J0461,,,,,,,,,
DICYCLOMINE HCL (BENTYL) 20MG INJ,$98.20 ,J0500,,,,,,,,,
PCN G BENZ/PRO(BICILLIN  CR) 1.2 MU INJ,$196.55 ,J0558,,,,,,,,,
PCN G BENZ/PRO(BICILLIN  LA) 1.2 MU INJ,$246.55 ,J0561,,,,,,,,,
CALCIUM GLUCONATE 10ML INJ/NS 100ML,$45.00 ,J0610,,,,,,,,,
CEFAZOLIN (ANCEF) 1GM VL,$45.00 ,J0690,,,,,,,,,
ANCEF(CEFAZOLIN) 2GM/D5W 50CC,$45.00 ,J0690,,,,,,,,,
CEFTRIAXONE (ROCEPHIN) 1GM IM,$45.00 ,J0696,,,,,,,,,
CEFTRIAXONE (ROCEPHIN) 500MG,$45.00 ,J0696,,,,,,,,,
CEFTRIAXONE (ROCEPHIN) 250MG IM,$45.00 ,J0696,,,,,,,,,
CEFTRIAXONE (ROCEPHIN) 1GM ADV,$45.00 ,J0696,,,,,,,,,
CEFEPIME(MAXIPIME) 2GM INJ,$45.00 ,J0696,,,,,,,,,
CEFTRIAXONE (ROCEPHIN) 2GM,$45.00 ,J0696,,,,,,,,,
CEFUROXIME (ZINACEF) 750MG IM,$45.00 ,J0697,,,,,,,,,
CEFUROXIME (ZINACEF) 750MG INJ,$45.00 ,J0697,,,,,,,,,
CEFTAZIDIME (FORTAZ) 1GM IM,$45.00 ,J0713,,,,,,,,,
IMIPENEM/CILAST (PRIMAXIN)500MG INJ,$156.75 ,J0743,,,,,,,,,
CIPROFLOXACIN (CIPRO) 400MG VIAL,$45.00 ,J0744,,,,,,,,,
CIPROFLOXACIN (CIPRO) 400MG PREMIX IVPB,$45.00 ,J0744,,,,,,,,,
ARANESP NON ESRD USE,$250.00 ,J0881,,,,,,,,,
METHLYPREDNIS (DEPO MEDROL)40MG INJ,$45.00 ,J1030,,,,,,,,,
METHLYPREDNIS (DEPO MEDROL)80MG INJ,$45.00 ,J1030,,,,,,,,,
TESTOSTERONE CYP (DEPO-TESTOST)100MG INJ,$45.00 ,J1071,,,,,,,,,
DEXAMETHASONE (DECADRON) 10MG  INJ,$45.00 ,J1100,,,,,,,,,
DEXAMETHASONE (DECADRON) 4MG INJ,$45.00 ,J1100,,,,,,,,,
LANOXIN (DIGOXIN) 0.5MG IVP,$45.00 ,J1160,,,,,,,,,
PHENYTOIN (DILANTIN) 250MG INJ,$45.00 ,J1165,,,,,,,,,
DILAUDID(HYDROMORPHONE) HCL 2MG INJ,$45.00 ,J1170,,,,,,,,,
DIPHENHYDRAMINE (BENADRYL) 50MG INJ,$45.00 ,J1200,,,,,,,,,
PERSANTINE 10 MG,$2.08 ,J1245,,,,,,,,,
PERSANTINE,$110.00 ,J1245,,,,,,,,,
DOBUTAMINE (DOBUTREX) 250MG INJ,$45.00 ,J1250,,,,,,,,,
DOBUTREX DRIP(DOBUTAMINE250MG/NS 250CC),$90.00 ,J1250,,,,,,,,,
DOBUTAMINE UP TO 250 MG,$121.50 ,J1250,,,,,,,,,
DOPAMINE 400MG INJ,$45.00 ,J1265,,,,,,,,,
DOPAMINE DRIP(400MG IN NS 500CC),$90.00 ,J1265,,,,,,,,,
GENTAMICIN (GENTAK) 40MG/ML 2ML IM,$45.00 ,J1580,,,,,,,,,
GLUCAGON 1MG EMERG INJ KIT,$561.60 ,J1610,,,,,,,,,
HALOPERIDOL (HALDOL) 5MG INJ,$58.90 ,J1630,,,,,,,,,
HEPARIN LOCK FLUSH 10 UNITS,$45.00 ,J1642,,,,,,,,,
HEPARIN LOCK FLUSH 100 UNITS,$45.00 ,J1642,,,,,,,,,
HEPARIN 5000 UNITS INJ,$45.00 ,J1644,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 30MG INJ,$45.00 ,J1650,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 40MG INJ,$45.00 ,J1650,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 60MG INJ,$45.00 ,J1650,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 80MG INJ,$46.00 ,J1650,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 100MG INJ,$57.00 ,J1650,,,,,,,,,
ENOXAPARIN SOD (LOVENOX) 150MG INJ,$115.00 ,J1650,,,,,,,,,
PROPRANOL HCL (INDERAL) 1MG INJ,$45.00 ,J1800,,,,,,,,,
INSUL 70/30 (HUMULIN 70/30) 100UN/ML INJ,$45.00 ,J1815,,,,,,,,,
INSULIN DETEM (LEVEMIR) 100U/ML INJ,$45.00 ,J1815,,,,,,,,,
INSULIN GLARG (LANTUS) 100U/ML INJ,$45.00 ,J1815,,,,,,,,,
"INSULIN, NPH (HUMULIN N)100U/ML INJ",$45.00 ,J1815,,,,,,,,,
"INSULIN, REG (NOVOLIN R)100U/ML FOR SSI",$45.00 ,J1815,,,,,,,,,
INSULIN LISPRO (HUMALOG) 100U/ML INJ,$45.00 ,J1815,,,,,,,,,
"INSULIN, REGULAR HUMULIN 100 UNITS/ML",$45.00 ,J1815,,,,,,,,,
"INSULIN, NPH (NOVOLIN N)100U/ML INJ",$45.00 ,J1815,,,,,,,,,
KETOROLAC TROME (TORADOL) 30MG INJ,$45.00 ,J1885,,,,,,,,,
KETOROLAC TROME (TORADOL) 60MG INJ,$45.00 ,J1885,,,,,,,,,
FUROSEMIDE SYR (LASIX) 40MG INJ,$45.00 ,J1940,,,,,,,,,
FUROSEMIDE (LASIX) 20MG INJ,$45.00 ,J1940,,,,,,,,,
