Hospital Name:  St Elizabeth Community Hospital,,,,,,,
OSHPD Facility No: 106521041,,,,,,,
"Effective Date of Charges: June 1, 2018",,,,,,,
,,,,,,,
"CDM
Number",Billing Description (25 char), 999 Price  (Default) ,Zero Price Indicator,,,,
6316178,MIDAZOLAM 1MG/ML 10ML INJ, -   ,3,,,,
6316186,FENTANYL 250MCG/5ML SYR  , -   ,3,,,,
6316194,BUPRENORPHINE 0.3MG INJ  , 84.00 ,,,,,
6316210,COCAINE 4% 4ML SOL       ," 1,021.00 ",,,,,
6316228,COCAINE 10% 4ML SOL      , -   ,3,,,,
6316236,CODEINE SULF 30MG TAB    , -   ,3,,,,
6316251,CODEINE PHOS 30MG TAB    , -   ,3,,,,
6316277,DRONABINOL 5MG CAP       , 71.00 ,,,,,
6316285,DRONABINOL 10MG CAP      , -   ,3,,,,
6316293,HYDROMORP 1MG/ML 1ML SOL , -   ,3,,,,
6316319,HYDROMORPHONE 4MG TAB    , -   ,3,,,,
6316335,MEPERIDINE 50MG TAB      , -   ,3,,,,
6316343,METHADONE 10MG/5ML LIQ   , -   ,3,,,,
6316350,METHADONE 10MG TAB       , 9.00 ,,,,,
6316368,METHADONE 5MG TAB        , 9.00 ,,,,,
6316376,METHYLPHENIDATE 10MG TAB , -   ,3,,,,
6316392,METHYLPHENIDATE 20MG TAB , -   ,3,,,,
6316418,MORPHINE ER 30MG TAB     , 19.00 ,,,,,
6316467,MORPHINE IR 15MG TAB     , 9.00 ,,,,,
6316475,MORPHINE 10MG/5ML 5ML SOL, 9.00 ,,,,,
6316491,BELLADON/OPIUM 16/30MG SU, 147.00 ,,,,,
6316509,BELLADON/OPIUM 16/60MG SU, 179.00 ,,,,,
6316525,ASA/OXYCODONE 325/5MG TAB, -   ,3,,,,
6316533,OXYCODONE IR 5MG CAP     , -   ,3,,,,
6316541,OPIUM TINC 10MG/ML 1MLSOL, 22.00 ,,,,,
6316558,HYDROMORPHONE 3MG SUPP   , -   ,3,,,,
6316566,MORPHINE ER 60MG TAB     , -   ,3,,,,
6316590,APAP/OXYCODONE 325/5MG   , 9.00 ,,,,,
6316616,MORPHINE ER 15MG TAB     , 10.00 ,,,,,
6316624,FENTANYL 50MCG/HR PATCH  , 152.00 ,,,,,
6316632,FENTANYL 25MCG PATCH     , 83.00 ,,,,,
6316640,FENTANYL 100MCG/HR PATCH , 846.00 ,,,,,
6316657,FENTANYL 75MCG/HR PATCH  , 231.00 ,,,,,
6316665,MORPHINE ER 100MG TAB    , 29.00 ,,,,,
6316707,METHADONE 1MG/ML 1ML LIQ , -   ,3,,,,
6316731,OXYCODONE 20MG/ML 1ML CON, 9.00 ,,,,,
6316749,OXYCODONE CR 40MG TAB    , 55.00 ,,,,,
6316756,OXYCODONE CR 20MG TAB    , 30.00 ,,,,,
6316772,OXYCODONE IR 5MG TAB     , 9.00 ,,,,,
6316780,APAP/HYDROCOD 650/10MG TB, -   ,3,,,,
6316798,ALFENTANIL 500MCG/ML 2ML , 61.00 ,,,,,
6316806,ALFENTANIL 500MCG/ML 5ML , -   ,3,,,,
6316814,CODEINE PHOS 15MG/ML 2ML , -   ,3,,,,
6316822,CODEINE PHOS 30MG/ML 2ML , -   ,3,,,,
6316830,FENTANYL 100MCG/2ML INJ  , 46.00 ,,,,,
6316848,FENTANYL 500MCG/10ML INJ , -   ,3,,,,
6316855,HYDROMORPHONE 4MG/ML 1ML , -   ,3,,,,
6316863,HYDROMORPH 2MG/ML 1ML SYR, 46.00 ,,,,,
6316871,HYDROMORPHONE 2MG/ML 20ML, -   ,3,,,,
6316913,MEPERIDINE 25MG/1ML INJ  , 46.00 ,,,,,
6316921,MEPERIDINE 50MG/1ML INJ  , -   ,3,,,,
6316939,MEPERIDINE 75MG/1ML SYRNG, -   ,3,,,,
6316947,MEPERIDINE 100MG/1ML SYRN, -   ,3,,,,
6316954,METHADONE 10MG/ML 1ML INJ, -   ,3,,,,
6316970,MORPHINE 8MG/ML 1ML INJ  , -   ,3,,,,
6316988,MORPHINE 2MG/ML 1ML INJ  , 46.00 ,,,,,
6316996,MORPHINE 4MG/ML 1ML INJ  , 46.00 ,,,,,
6317002,MORPHINE 10MG/ML 1ML INJ , 46.00 ,,,,,
6317044,MORPHINE PF 2MG/2ML INJ  , 63.00 ,,,,,
6317051,MORPHINE PF 5MG/10ML INJ , -   ,3,,,,
6317085,OXYMORPHONE 1MG/ML 1ML IN, -   ,3,,,,
6317093,PENTOBAR50MG/ML 2ML INJJG, -   ,3,,,,
6317101,SUFENTANIL 50MCG/ML 2ML  , 53.00 ,,,,,
6317119,SUFENTANIL 50MCG/ML 5ML  , -   ,3,,,,
6317127,SUFENTANIL 50MCG/ML 1ML  , -   ,3,,,,
6317135,HYDROMORPHONE 50MG/5MLINJ, -   ,3,,,,
6317200,MORPHINE 1MG/ML 50ML PCA , -   ,3,,,,
6317218,MEPERIDINE 500MG/50ML PCA, -   ,3,,,,
6317226,HYDROMORPHONE 1MG/1ML INJ, 46.00 ,,,,,
6317259,MORPHINE 20MG/ML 1ML SOL , 9.00 ,,,,,
6317275,OXYCODONE CR 10MG TAB    , 17.00 ,,,,,
6317291,OXYCODONE CR 80MG TAB    , -   ,3,,,,
6317309,FENTANYL 1MG/20ML INJ    , 46.00 ,,,,,
6317366,PREGABALIN 50MG CAP      , 28.00 ,,,,,
6317374,PREGABALIN 75MG CAP      , -   ,3,,,,
6317390,AZATHIOPRINE 50MG TAB    , 44.00 ,,,,,
6317416,CHLORAMBUCIL 2MG TAB     , -   ,3,,,,
6317465,CYCLOPHOSPHAMIDE 50MG TAB, -   ,3,,,,
6317473,CYCLOPHOSPHAMIDE 25MG TAB, -   ,3,,,,
6317523,DAUNORUBICIN 10MG INJJG  , -   ,3,,,,
6317549,FLUOROURACIL 500MG/10MLVL, 63.00 ,,,,,
6317564,IRINOTECAN 20MG/1ML SDV  , -   ,3,,,,
6317572,MECHLORETHAMIN 10MG INJJG, -   ,3,,,,
6317580,MEGESTROL 20MG TAB       , 4.00 ,,,,,
6317598,MEGESTROL 40MG TAB       , -   ,3,,,,
6317606,MELPHALAN 2MG TAB        , -   ,3,,,,
6317614,MESNA 100MG/ML 2ML INJ   , -   ,3,,,,
6317622,MERCAPTOPURINE 50MG TAB  , -   ,3,,,,
6317655,METHOTREXATE 2.5MG TAB   , 30.00 ,,,,,
6317671,OCTREOTIDE 0.05MG/ML 1ML , -   ,3,,,,
6317689,OCTREOTIDE 0.5MG/ML 1ML  , 229.00 ,,,,,
6317697,PROCARBAZINE 50MG CAP    , -   ,3,,,,
6317705,TAMOXIFEN 10MG TAB       , 4.00 ,,,,,
6317721,GANCICLOVIR 500MG PWD INJ, -   ,3,,,,
6317747,LEUCOVORIN CA 5MG TAB    , 14.00 ,,,,,
6317754,LEUCOVORIN CA 25MG TAB   , -   ,3,,,,
6317762,ETOPOSIDE 50MG CAPJG     , -   ,3,,,,
6317770,LEUCOVORIN CA 50MG SDV   , -   ,3,,,,
6317796,LEUCOVORIN CA 100MG SDV  , 74.00 ,,,,,
6317838,VINORELBINE 10MG/1ML INJ , -   ,3,,,,
6317853,ANASTROZOLE 1MG TAB      , 100.00 ,,,,,
6317861,LEUPROL 22.5MG 3MOS KTJG ," 5,778.00 ",,,,,
6317879,METHOTREX PF 50MG/2ML SDV, -   ,3,,,,
6317895,CAPECITABINE 500MG TAB   , -   ,3,,,,
6317903,TEMOZOLOMIDE 5MG CAP     , -   ,3,,,,
6317911,TEMOZOLOMIDE 20MG CAP    , -   ,3,,,,
6317929,TEMOZOLOMIDE 100MG CAP   , -   ,3,,,,
6317937,ERLOTINIB 25MG TAB       , -   ,3,,,,
6317945,ERLOTINIB 100MG TAB      , -   ,3,,,,
6317952,ERLOTINIB 150MG TAB      , -   ,3,,,,
6317960,ALBUMIN 25% 100ML INJJG  ," 1,194.00 ",,,,,
6317978,ALBUMIN 5% 500ML INJJG   , -   ,3,,,,
6317986,AMINO ACIDS 10% 500ML INJ, -   ,3,,,,
6317994,CEFTRIAXONE 2GM PWD SDV  , 46.00 ,,,,,
6318018,DANTROLENE 20MG PWD INJ  , 583.00 ,,,,,
6318026,DESMOPRES40MCG/10ML INJJG," 3,231.00 ",,,,,
6318034,DIGOXIN IMMN FAB 38MG PWD, -   ,3,,,,
6318059,HEP B IMM GLOB 5ML SDVJG , -   ,3,,,,
6318067,HEP B IMM GLOB 1ML SDVJG , -   ,3,,,,
6318075,HEPAT B VACC 20MCG 1ML IN, 358.00 ,,,,,
6318083,INTERFER A2B 10MMIU SDVJG, -   ,3,,,,
6318109,LEVOTHYROXINE 200MCG INJ , -   ,3,,,,
6318117,MEDROXYPROG 400MG/ML 1ML , -   ,3,,,,
6318125,NALOXONE 0.4MG/ML 10ML IN, -   ,3,,,,
6318133,PLASMA PRO FRACT 5% 250ML, 243.00 ,,,,,
6318141,PNEUMOCOC VACC 23 VALENT , 472.00 ,,,,,
6318158,RABIES IMM GLOB 150U 2MJG," 4,574.00 ",,,,,
6318166,RABIES IMMGLOB150U 10MLJG, -   ,3,,,,
6318174,HYALURONA 10/ML 0.85ML OP, -   ,3,,,,
6318208,TOBRAMYCIN 1.2GM PWDR INJ," 1,208.00 ",,,,,
6318240,ASPARAGINAS 10KIU/10MLINJ, 379.00 ,,,,,
6318257,BLEOMYCIN SULFATE 15U SDV, -   ,3,,,,
6318265,CARMUSTINE 100MG INJJG   , -   ,3,,,,
6318273,CISPLATIN 10MG(50MG)MDV  , -   ,3,,,,
6318281,DOXORUBICIN 10MG/5ML SDV , -   ,3,,,,
6318398,VINCRISTINE 1MG/1ML INJ  , -   ,3,,,,
6318406,MESNA 100MG/ML 10ML INJ  , -   ,3,,,,
6318414,IFOSFAMIDE 1GM INJ       , -   ,3,,,,
6318422,CARBOPLAT /50MG 50MG MDV , -   ,3,,,,
6318430,CARBOPLAT /50MG 450MG MDV, -   ,3,,,,
6318471,ALPROSTADIL 500MCG PEDIV , 518.00 ,,,,,
6318489,ALTEPLASE 50MG INJJG     ," 6,991.00 ",,,,,
6318497,AMIKACIN 250MG/ML 4ML INJ, -   ,3,,,,
6318521,FLUPHENAZINE DEC 25MG/1ML, -   ,3,,,,
6318547,IG LYMPHOCYT EQ250MGIVJG , -   ,3,,,,
6318554,METHYLPRED NA 500MG INJ  , 86.00 ,,,,,
6318562,PENTAMIDINE 300MG INJ    , -   ,3,,,,
6318570,ALBUMIN 5% 250ML INJJG   , -   ,3,,,,
6318596,FAT EMULSION 10% 500ML IN, -   ,3,,,,
6318604,FAT EMULSION 20% 250ML IN, 309.00 ,,,,,
6318612,HETASTARCH 6% 500ML NS IV, 153.00 ,,,,,
6318638,EPO NONESRD 10KU SDVJG   ," 1,400.00 ",,,,,
6318646,EPOETIN NONESRD 4KU SDVJG, -   ,3,,,,
6318711,FAT EMULSION 20% 500ML IN, 262.00 ,,,,,
6318729,MANNITOL 20% 500ML PB    , 104.00 ,,,,,
6318745,ARGININE 10% 300ML INJ   , -   ,3,,,,
6318810,VANCOMYCIN 1GM INJ       , 94.00 ,,,,,
6318851,RIFAMPIN 600MG INJ       , 784.00 ,,,,,
6318885,METHYLPRED NA 1GM INJ    , 163.00 ,,,,,
6318901,SARGRAMOSTIM 500MCG INJJG, -   ,3,,,,
6318919,FILGRAST 300MCG/1ML INJJG, -   ,3,,,,
6318927,EPOETIN NONESRD 3KU SDVJG, -   ,3,,,,
6318943,FILGRAST480MCG/1.6MLINJJG, -   ,3,,,,
6318950,FLUDARAB 50MG PWDR INJJG , -   ,3,,,,
6318968,FLUMAZENIL 0.1MG/ML 10ML , -   ,3,,,,
6318976,PAMIDRONATE 30MG PWD INJ , -   ,3,,,,
6318992,FOSCARNET NA 24MG/ML 250M, -   ,3,,,,
6319016,MILRINONE 20MG/20ML SDV  , 64.00 ,,,,,
6319024,MILRINONE 10MG/10ML SDV  , -   ,3,,,,
6319032,CLADRIBIN1MG/ML 10ML INJG, -   ,3,,,,
6319040,ALTEPLASE 100MG INJJG    ," 13,982.00 ",,,,,
6319073,GOSERELIN ACE 3.6MG INJJG, -   ,3,,,,
6319081,ABCIXIMAB 10MG/5ML SDV   , -   ,3,,,,
6319099,HEPAT A VACC 1440U 1ML IN, -   ,3,,,,
6319131,FENOLDOPAM 10MG/ML 1ML IN, -   ,3,,,,
6319156,LEVOFLOXACIN 750MG INJ   , 342.00 ,,,,,
6319164,LEVOFLOXAC 750MG 150ML PB, 74.00 ,,,,,
6319172,RISPERID LA 25MG/2MLINJJG, -   ,3,,,,
6319180,RISPERID LA 37.5MG/2MLJG , -   ,3,,,,
6319206,INSULIN REG 100U/100ML PB, -   ,3,,,,
6319214,ZOLEDRONIC ACID 4MG SDV  ," 5,618.00 ",,,,,
6319222,BEVACIZUMAB 10MG INJJG   , -   ,3,,,,
6319230,CETUXIM 200MG/100ML SDVJG, -   ,3,,,,
6319255,CAFF CIT 20MG/ML 3ML INJ , -   ,3,,,,
6319263,ALLOPURINOL 500MG INJ    , -   ,3,,,,
6319271,ANTIVEN CROTALIDAE 1GM VL," 5,750.00 ",,,,,
6319289,THYROTROP ALFA 1.1MG INJG, -   ,3,,,,
6319297,PENTOSTATIN 10MG INJ     , -   ,3,,,,
6319313,MOXIFLOXACIN 400MG PB    , -   ,3,,,,
6319321,FACTOR 7A REC 1.2MGINJJG , -   ,3,,,,
6319362,PIPERA/TAZO 2.25GM/50MLPB, 96.00 ,,,,,
6319370,PIPER/TAZO 3.375GM/50MLPB, 144.00 ,,,,,
6319388,PIPERAC/TAZO 4.5GM/1DL PB, 184.00 ,,,,,
6319396,ENALAPRILAT 1.25MG/1MLINJ, 46.00 ,,,,,
6319404,ENALAPRILAT 2.5MG/2ML INJ, 46.00 ,,,,,
6319412,TRASTUZUMAB /10MG MDVJG  , -   ,3,,,,
6319420,OXALIPLATIN PER 0.5MG INJ, -   ,3,,,,
6319438,CYCLOPHOSPH /100MG INJJG , -   ,3,,,,
6319446,CYTARABINE PER 100MG INJ , -   ,3,,,,
6319479,VINBLASTINE PER 1MG INJ  , -   ,3,,,,
6319495,LEUPROL 7.5MG DEPO KITJG , -   ,3,,,,
6319503,DACARBAZINE 100MG PWD INJ, -   ,3,,,,
6319511,THIOTEPA 15MG INJJG      , -   ,3,,,,
6319545,AMPH B LIP100MG/20MLSDVJG, -   ,3,,,,
6319552,KETOROLAC 15MG/ML 1ML INJ, -   ,3,,,,
6319560,KETOROLAC 30MG/ML 1ML INJ, 46.00 ,,,,,
6319578,KETOROLAC 30MG/ML 2ML INJ, 46.00 ,,,,,
6319602,MEROPENEM 500MG SDV      , 46.00 ,,,,,
6319628,ALTEPLASE 2MG INJJG      , 886.00 ,,,,,
6319636,ENOXAPARIN 120MG/0.8MLINJ, -   ,3,,,,
6319644,ENOXAPARIN 150MG/1ML INJ , -   ,3,,,,
6319677,TET/DIP PFVACC 0.5ML>=7YR, 153.00 ,,,,,
6319685,FONDAPARIN 2.5MG 0.5MLSYR, 315.00 ,,,,,
6319693,CEFAZOLIN 1GM/50ML PB    , -   ,3,,,,
6319701,CEFTRIAXONE 1GM/50ML PB  , 74.00 ,,,,,
6319719,CLINDAMYCIN 300MG/50ML PB, 79.00 ,,,,,
6319727,CLINDAMYCIN 600MG 50ML PB, 121.00 ,,,,,
6319735,CLINDAMYCIN 900MG 50ML PB, 148.00 ,,,,,
6319776,FENT/ROP 2MCG-.2% 100MLPB, -   ,3,,,,
6319792,FENT/BUP 2-.125%100ML EPD, 72.00 ,,,,,
6319818,LEVOTHYROXINE 500MCG INJ , 414.00 ,,,,,
6319842,BALANCED SALT 500ML OP IR, 167.00 ,,,,,
6319875,TPN 500ML PEDIV          , -   ,3,,,,
6319891,TROMETHAM 18GM/500ML INJ , -   ,3,,,,
6319909,GEMCITABINE HCL 200MG INJ, -   ,3,,,,
6319941,FOSPHENYT500MG/10ML SDVJG, 86.00 ,,,,,
6319958,IBUTILIDE FM0.1MG/ML10MJG," 3,121.00 ",,,,,
6319982,QUINUPR/DALFO 500MG SDVJG, -   ,3,,,,
6320014,GLATIRAMER 20MG/1ML SYR  , -   ,3,,,,
6320063,INTERFERON BETA 1B 0.3MG , -   ,3,,,,
6320071,PORACTANT 240MG/3ML IT   ," 4,830.00 ",,,,,
6320089,PORACTANT 120MG/1.5ML IT , -   ,3,,,,
6320097,PALIVIZUMAB 50MG INJ JG  , -   ,3,,,,
6320105,EPIRUBICIN 2MG/ML 1ML INJ, -   ,3,,,,
6320113,CASPOFUNGIN 50MG INJJG   , -   ,3,,,,
6320147,MITOMYCIN 5MG INJJG      ," 1,399.00 ",,,,,
6320162,ETOPOSID 10MG(500MG)MDV  , -   ,3,,,,
6320170,IG GAMMAGARD LIQ 5GM IVJG, -   ,3,,,,
6320188,CARMUSTINE POLIFE 7.7MG  , -   ,3,,,,
6320196,MORPHINE PF 10MG/ML 20ML , -   ,3,,,,
6320204,ALBUMIN 25% 50ML INJJG   , 631.00 ,,,,,
6320212,DAPTOMYCIN PER 1MG SDVJG , 7.00 ,,,,,
6320238,TPN 1000ML IV            , -   ,3,,,,
6320295,NTG/D5W 50MG/250ML PB    , 50.00 ,,,,,
6320303,PHENTOLAMINE5MG 1ML INJJG," 1,035.00 ",,,,,
6320329,SUCCINYLCHL 200MG/10MLINJ, 113.00 ,,,,,
6320402,IDARUBICIN 5MG/5ML SDVJG , -   ,3,,,,
6320428,LEUPROLID3.75MG DEPOT KJG, -   ,3,,,,
6320436,ACYCLOVR 50MG/ML 10ML INJ, 104.00 ,,,,,
6320444,AMIKACIN 250MG/ML 2ML INJ, 47.00 ,,,,,
6320451,ESMOLOL 2.5GM/10ML 10ML  , -   ,3,,,,
6320477,INTERFERON A2B 3MMIUSDVJG, -   ,3,,,,
6320493,TRIAMCIN ACE 40MG/ML 5ML , 273.00 ,,,,,
6320519,DINOPROSTONE 20MG VAG SUP, -   ,3,,,,
6320535,DINOPROST 0.5MG 3GM V GEL," 2,841.00 ",,,,,
6320550,DINOPROSTONE 10MG VAG SUP," 2,325.00 ",,,,,
6320568,GRANISETRON 1MG TAB      , -   ,3,,,,
6320576,FLUCONAZOLE 1.4GM/35ML LQ, 722.00 ,,,,,
6320584,EPTIFIBAT 75MG/100MLINJJG," 2,804.00 ",,,,,
6320600,TDAP 0.5ML >=7YR IM      , 257.00 ,,,,,
6320626,ABATACEPT PER 10MG SDV JG, -   ,3,,,,
6320667,IG OCT 5% 500MG/10MLPIVJG, -   ,3,,,,
6320675,IG LYOPHILIZ 10GM IVINJJG," 5,750.00 ",,,,,
6320683,IG GAMUNEX 500MG INJG    , -   ,3,,,,
6320691,NATALIZUMAB 1MG INJJG    , -   ,3,,,,
6320717,AMIODARONE 50MG/ML 3ML IN, 46.00 ,,,,,
6320725,NA THIOSULFAT 12.5GM/50ML, -   ,3,,,,
6320758,AMPHO B LIP PWD50MG SDVJG," 1,436.00 ",,,,,
6320766,RITUXIM 10MG/ML 50ML INJG, -   ,3,,,,
6320774,RITUXIM 10MG/ML 10MLSDVJG, -   ,3,,,,
6320782,BACLOF PF 0.5MG/ML 20MLJG, -   ,3,,,,
6320790,DOLASETRON 20MG/ML 5ML IN, -   ,3,,,,
6320808,EPOE NONESRD 1KU(20KU)MDV, -   ,3,,,,
6320816,ONABOTULINTOXINA 100UVLJG," 3,632.00 ",,,,,
6320857,DIPYRIDAMOLE 10MG/2ML INJ, 46.00 ,,,,,
6320865,TENECTEPLASE 50MG INJJG  ," 7,407.00 ",,,,,
6320956,ISOSULF BLU50MG/5ML INJJG," 4,377.00 ",,,,,
6320980,MILRINONE 40MG/200ML PB  , -   ,3,,,,
6320998,INS GLARGINE 1KU/10ML MDV, -   ,3,,,,
6321004,NESIRITIDE 1.5MG INJJG   , -   ,3,,,,
6321020,INS NPH REG 70/30 PEN 3ML, -   ,3,,,,
6321038,EPO NONESRD 40KU SDVJG   , -   ,3,,,,
6321053,INTERFERON B-1A 30MCG IM ," 5,750.00 ",,,,,
6321061,ACETAZOLAMIDE 500MG INJ  , 287.00 ,,,,,
6321079,AMIKACIN 50MG/1ML PEDIV  , -   ,3,,,,
6321087,AMINOCAP AC 250MG/ML 20ML, 46.00 ,,,,,
6321095,AMINOPHYLLINE 500MG/20ML , 46.00 ,,,,,
6321103,AMINOPHYLLINE 250MG/10ML , 66.00 ,,,,,
6321111,AMMONIA SPIRIT 15%W/V AMP, 2.00 ,,,,,
6321129,AMPHOTERICIN B 50MG INJ  , -   ,3,,,,
6321137,AMPICILLIN 125MG INJ     , 46.00 ,,,,,
6321145,AMPICILLIN 500MG INJ     , 46.00 ,,,,,
6321152,AMPICILLIN 250MG INJ     , 46.00 ,,,,,
6321160,AMPICILLIN 1GM INJ       , 46.00 ,,,,,
6321178,AMPICILLIN 2GM INJ       , 55.00 ,,,,,
6321186,AMPICIL/SULB 1.5GM PWDSDV, 46.00 ,,,,,
6321194,AMPICIL/SULB 3GM PWD SDV , 54.00 ,,,,,
6321210,ANTIVEN LATRODECTUS MACTA, 187.00 ,,,,,
6321236,VIT C(ASCORB AC)500MG INJ, -   ,3,,,,
6321244,ATRACURIUM 10MG/ML 10ML I, 111.00 ,,,,,
6321251,ATROPINE 0.4MG/ML 20ML IN, 243.00 ,,,,,
6321269,ATROPINE 1MG/ML 1ML INJ  , 46.00 ,,,,,
6321277,ATROPINE 0.5MG/ML 1ML INJ, -   ,3,,,,
6321293,ATROPINE 0.4MG/ML 1ML INJ, 46.00 ,,,,,
6321350,AZTREONAM 1GM PWDR SDV   , 228.00 ,,,,,
6321368,AZTREONAM 2GM INJ        , 462.00 ,,,,,
6321376,IRON DEXTR 100MG/2MLSDVJG, 259.00 ,,,,,
6321384,BACITRACIN 50000U INJ    , 76.00 ,,,,,
6321400,BENZTROPINE 1MG/ML 2ML IN, 380.00 ,,,,,
6321418,BETAMETH NA P/AC 30MG/5ML, -   ,3,,,,
6321426,BETAMETH NA PHO 3MG/ML 1M, -   ,3,,,,
6321442,BUMETANIDE 0.25MG/ML 2ML , -   ,3,,,,
6321459,BUMETANIDE 0.25MG/ML 4ML , 46.00 ,,,,,
6321467,BUMETANIDE 0.25MG/ML 10ML, -   ,3,,,,
6321475,BUPIVACAINE PF 0.75% 30ML, 46.00 ,,,,,
6321483,BUPIVACAINE PF 0.75% 10ML, -   ,3,,,,
6321491,BUPIVACAINE 0.25% 50ML IN, 46.00 ,,,,,
6321509,BUPIVAC PF 0.25% 30ML INJ, 46.00 ,,,,,
6321517,BUPIVACAINE 0.5% 30ML INJ, -   ,3,,,,
6321525,BUPIVAC PF 0.5% 30ML INJ , 46.00 ,,,,,
6321533,BUPIV/DEX PF 0.75% 2MLAMP, 46.00 ,,,,,
6321541,BUPIVAC/EPI 0.25% 10ML IN, -   ,3,,,,
6321558,BUPIVAC/EPI 0.5% 30ML INJ, -   ,3,,,,
6321566,BUPIVAC/EPI 0.75% 30ML IN, -   ,3,,,,
6321574,BUTORPHANOL 1MG/ML 1ML IN, -   ,3,,,,
6321582,BUTORPHANOL 2MG/ML 1ML IN, 46.00 ,,,,,
6321590,CAFF/NA BENZ 250MG/ML 2ML, 72.00 ,,,,,
6321608,CALCITONIN 200IU/ML 2ML  ," 5,750.00 ",,,,,
6321624,CACL 13.6MEQ-1GM/10ML INJ, -   ,3,,,,
6321632,CACL 10% 1GM/10ML INJ SYR, 46.00 ,,,,,
6321640,CA GLUC 10% 10ML (1GM) IN, 46.00 ,,,,,
6321657,CARBOPROST 250MCG/1ML INJ," 1,035.00 ",,,,,
6321673,CEFAZOLIN 1GM INJ        , 46.00 ,,,,,
6321681,CEFAZOLIN 500MG INJ      , -   ,3,,,,
6321715,CEFOTAXIME 1GM PWD INJ   , 46.00 ,,,,,
6321723,CEFOTAXIME 2GM PWD INJ   , 46.00 ,,,,,
6321731,CEFOTETAN 1GM 50ML PB    , -   ,3,,,,
6321749,CEFOTETAN 2GM 50ML PB    , -   ,3,,,,
6321756,CEFOXITIN 1GM PWD INJ    , 65.00 ,,,,,
6321764,CEFOXITIN 2GM PWD INJ    , 130.00 ,,,,,
6321772,CEFTAZIDIME 1GM PWD INJ  , 46.00 ,,,,,
6321780,CEFTAZIDIME 2GM PWD INJ  , 69.00 ,,,,,
6321798,CEFTIZOXIME 1GM INJ      , -   ,3,,,,
6321814,CEFTRIAXONE 1GM PWD INJ  , 46.00 ,,,,,
6321822,CEFUROXIME 750MG 50ML PB , 46.00 ,,,,,
6321848,CHLORAMPHENICOL 1GM INJ  , -   ,3,,,,
6321855,CHLOROTHIAZIDE 500MG 20ML," 2,988.00 ",,,,,
6321863,CHLORPROMAZNE 25MG/ML 1ML, 111.00 ,,,,,
6321871,CHLORPROMAZNE 25MG/ML 2ML, -   ,3,,,,
6321889,CIMETIDINE 300MG/50MLPEDI, -   ,3,,,,
6321905,CLINDAMYCIN 600MG/4ML INJ, 46.00 ,,,,,
6321921,ESTROGEN CON25MG/5MLINJJG," 1,162.00 ",,,,,
6321939,CORTROSYN 0.25MG INJ     , 736.00 ,,,,,
6321947,VIT B12 1000MCG/ML 1ML IN, 46.00 ,,,,,
6321954,VIT B12 100MCG/ML 1ML INJ, -   ,3,,,,
6321962,DEFEROXAMINE 500MG INJ   , 55.00 ,,,,,
6321970,DESMOPRESS 4MCG/1ML INJJG, -   ,3,,,,
6321988,DEXAME NAPH1MG(100MG)MDV , -   ,3,,,,
6321996,DEXAM PH 4MG(20MG) MDV   , 46.00 ,,,,,
6322002,DEXAM PH 4MG/1ML SDV     , 46.00 ,,,,,
6322010,DEXAMETH AC 40MG/5MLOPINJ, -   ,3,,,,
6322028,D50% PF 50ML SYR         , 80.00 ,,,,,
6322051,DICYCLOMINE 10MG/ML 2ML  , 246.00 ,,,,,
6322077,DIGOXIN 0.25MG/ML 2ML INJ, 46.00 ,,,,,
6322085,DIGOXIN 0.1MG/1ML PEDIV  , -   ,3,,,,
6322093,DIHYDROERGOT 1MG/ML 1MLJG, 454.00 ,,,,,
6322101,DIMENHYDRINAT 50MG/ML 1ML, -   ,3,,,,
6322119,DIPHENHYDRAM 50MG/1ML INJ, 46.00 ,,,,,
6322143,DOBUTAMINE 250MG/20ML INJ, 46.00 ,,,,,
6322150,DOPAMINE 40MG/ML 5ML INJ , -   ,3,,,,
6322168,DOPAMINE 80MG/ML 5ML INJ , 46.00 ,,,,,
6322176,DOPAMINE 160MG/ML 5ML INJ, -   ,3,,,,
6322184,DOXAPRAM 20MG/ML 20ML INJ, 290.00 ,,,,,
6322192,DOXYCYCLINE 100MG INJ    , 167.00 ,,,,,
6322200,DROPERIDOL 2.5MG/ML 2ML  , -   ,3,,,,
6322218,EDROPHONIUM 10MG/ML 10ML , -   ,3,,,,
6322226,EDROPHONIUM 10MG/ML 1ML  , -   ,3,,,,
6322242,EPHEDRINE 50MG/ML 1ML INJ, 68.00 ,,,,,
6322259,EPINEPH PF 1MG/10ML INJ  , 46.00 ,,,,,
6322283,ERYTHROMY LAC 500MG INJJG, 299.00 ,,,,,
6322291,ERYTHROMY LACTO 1GM INJJG, -   ,3,,,,
6322333,ETHACRYNIC ACID 50MG INJ , -   ,3,,,,
6322358,FAMOTIDINE 20MG/2ML INJ  , 46.00 ,,,,,
6322382,FLUPHENAZINE 2.5MG/ML 10M, -   ,3,,,,
6322390,FOLIC ACID 5MG/ML 10ML IN, 185.00 ,,,,,
6322408,FUROSEMIDE 100MG/10ML INJ, 46.00 ,,,,,
6322416,FUROSEMIDE 40MG/4ML INJ  , 46.00 ,,,,,
6322424,FUROSEMIDE 20MG/2ML INJ  , 46.00 ,,,,,
6322440,GENTAMICIN 80MG INJ      , 46.00 ,,,,,
6322457,GENTAMICIN 10MG/ML 2ML IN, 46.00 ,,,,,
