Charge Code,Description,Dept,Revenue Code,Proc Code,Modifier 1,Modifier 2,Rate,Zero Charge Explanation
4637487,SPINE THORACOLUMBAR 2V,XR,320,72080,,,155.30,
4657487,SPINE THORACOLUMBAR 2V PRO FEE,XRMD,972,72080,26,,30.00,
4637461,"SPINE, ENTIRE, 1VW",XR,320,72081,,,155.30,
4657461,"SPINE, ENTIRE, 1VW PRO FEE",XRMD,972,72081,26,,34.20,
4637451,SPINE LUMBOSACRAL AP/LAT,XR,320,72100,,,296.85,
4657451,SPINE LUMBOSACRAL AP/LAT PRO FEE,XRMD,972,72100,26,,30.00,
4637457,SPINE LUMBOSACRAL W/OBL,XR,320,72110,,,296.85,
4657457,SPINE LUMBOSACRAL W/OBL PRO FEE,XRMD,972,72110,26,,40.50,
4680018,CT C-SPINE W/O CONTRAST,CT,352,72125,TC,,810.00,
4690018,CT C-SPINE W/O CONTRAST PRO FEE,CTMD,972,72125,26,,467.50,
4680019,CT C-SPINE W/CONTRAST,CT,352,72126,TC,,"1,880.00",
4690019,CT C-SPINE W/CONTRAST PRO FEE,CTMD,972,72126,25,,577.60,
4680020,CT C-SPINE W W/O CONTRAST,CT,352,72127,TC,,"2,880.00",
4690020,CT C-SPINE W W/O CONTRAST PRO FEE,CTMD,972,72127,26,,682.50,
4680021,CT T-SPINE W/O CONTRAST,CT,352,72128,TC,,810.00,
4690021,CT T-SPINE W/O CONTRAST PRO FEE,CTMD,972,72128,26,,457.50,
4680022,CT T-SPINE W/CONTRAST,CT,352,72129,TC,,"1,800.00",
4690022,CT T-SPINE W/CONTRAST PRO FEE,CTMD,972,72129,26,,582.50,
4680023,CT T-SPINE W W/O CONTRAST,CT,352,72130,TC,,"1,800.00",
4690023,CT T-SPINE W W/O CONTRAST PRO FEE,CTMD,972,72130,26,,687.50,
4680024,CT L-SPINE W/O CONTRAST,CT,352,72131,TC,,810.00,
4690024,CT L-SPINE W/O CONTRAST PRO FEE,CTMD,972,72131,26,,455.00,
4680025,CT L-SPINE W/CONTRAST,CT,352,72132,TC,,"1,800.00",
4690025,CT L-SPINE W/CONTRAST PRO FEE,CTMD,972,72132,26,,577.50,
4680026,CT L-SPINE W W/O CONTRAST,CT,352,72133,TC,,"2,880.00",
4690026,CT L-SPINE W W/O CONTRAST PRO FEE,CTMD,972,72133,26,,682.50,
4637340,PELVIS AP 1-2V,XR,320,72170,,,296.85,
4657340,PELVIS AP 1-2V PRO FEE,XRMD,972,72170,26,,30.00,
4680027,CT PELVIS W/O CONTRAST,CT,352,72192,TC,,810.00,
4690027,CT PELVIS W/O CONTRAST PRO FEE,CTMD,972,72192,26,,370.00,
4680028,CT PELVIS W/CONTRAST,CT,352,72193,TC,,"1,800.00",
4690028,CT PELVIS W/CONTRAST PRO FEE,CTMD,972,72193,26,,572.50,
4680029,CT PELVIS W W/O CONTRAST,CT,352,72194,TC,,"1,800.00",
4690029,CT PELVIS W W/O CONTRAST PRO FEE,CTMD,972,72194,26,,657.50,
4637388,SI JOINTS LESS THAN 3 VWS,XR,320,72200,,,296.85,
4657388,SI JOINTS LESS THAN 3 VWS PRO FEE,XRMD,972,72200,26,,30.00,
4637385,SACROILIAC JNTS MIN 3V,XR,320,72202,,,296.85,
4657385,SACROILIAC JNTS MIN 3V PRO FEE,XRMD,972,72202,26,,30.00,
4637391,SACRUM/COCCYX MIN 2V,XR,320,72220,,,155.30,
4657391,SACRUM/COCCYX MIN 2V PRO FEE,XRMD,972,72220,26,,30.00,
4637109,CLAVICLE COMP L,XR,320,73000,LT,,155.30,
4637110,CLAVICLE COMP R,XR,320,73000,RT,,155.30,
4657109,CLAVICLE COMP LT PRO FEE,XRMD,972,73000,26,LT,30.00,
4657110,CLAVICLE COMP RT PRO FEE,XRMD,972,73000,26,RT,30.00,
4637415,SCAPULA COMP L,XR,320,73010,LT,,296.85,
4637416,SCAPULA COMP R,XR,320,73010,RT,,296.85,
4657415,SCAPULA COMP LT PRO FEE,XRMD,972,73010,26,LT,53.50,
4657416,SCAPULA COMP R PRO,XRMD,972,73010,26,RT,30.00,
4637427,SHOULDER LTD 1V L,XR,320,73020,LT,,155.30,
4637428,SHOULDER LTD 1V R,XR,320,73020,RT,,155.30,
4657427,SHOULDER LTD 1V LT PRO FEE,XRMD,972,73020,26,LT,30.00,
4657428,SHOULDER LTD 1V RT PRO FEE,XRMD,972,73020,26,RT,30.00,
4637144,SHOULDERS 2V+ BILAT,XR,320,73030,50,,310.60,
4637424,SHOULDER COMP 2V+ L,XR,320,73030,LT,,155.30,
4637425,SHOULDER COMP 2V+ R,XR,320,73030,RT,,155.30,
4657144,SHOULDERS 2V+ BILAT PRO FEE,XRMD,972,73030,26,50,48.60,
4657424,SHOULDERS 2V+  LT PRO FEE,XRMD,972,73030,26,LT,30.00,
4657425,SHOULDERS 2V+ RT PRO FEE,XRMD,972,73030,26,RT,30.00,
4637012,ACROMIOCLAVICULAR JTS/BIL,XR,320,73050,,,155.30,
4657012,ACROMIOCLAVICULAR JTS/BIL PRO FEE,XRMD,972,73050,26,,30.00,
4637226,HUMERUS 2V+ L,XR,320,73060,LT,,155.30,
4637227,HUMERUS 2V+ R,XR,320,73060,RT,,155.30,
4657226,HUMERUS 2V+ LT PRO FEE,XRMD,972,73060,26,LT,30.00,
4657227,HUMERUS 2V+ RT PRO FEE,XRMD,972,73060,26,RT,30.00,
4637142,ELBOW LTD 2V L,XR,320,73070,LT,,155.30,
4637143,ELBOW LTD 2V R,XR,320,73070,RT,,155.30,
4637146,ELBOW 2VW BILATERAL,XR,320,73070,50,,310.60,
4657142,ELBOW LTD 2V LT PRO FEE,XRMD,972,73070,26,LT,30.00,
4657143,ELBOW LTD 2V RT PRO FEE,XRMD,972,73070,26,RT,30.00,
4657146,ELBOW 2VW BILATERAL PRO FEE,XRMD,972,73070,50,26,41.40,
4637013,ELBOW COMP 3V BILAT,XR,320,73080,50,,310.60,
4637139,ELBOW COMP 3V+ L,XR,320,73080,LT,,155.30,
4637140,ELBOW COMP 3V+ R,XR,320,73080,RT,,155.30,
4657013,ELBOW COMP 3V BILAT PRO FEE,XRMD,972,73080,26,50,45.00,
4657139,ELBOW COMP 3V+ LT PRO FEE,XRMD,972,73080,26,LT,30.00,
4657140,ELBOW COMP 3V+ RT PRO FEE,XRMD,972,73080,26,RT,30.00,
4637189,FOREARM 2V R,XR,320,73090,RT,,155.30,
4637190,FOREARM 2V L,XR,320,73090,LT,,155.30,
4637193,FOREARM 2V BILAT,XR,320,73090,50,,310.60,
4657189,FOREARM 2V RT PRO FEE,XRMD,972,73090,26,RT,30.00,
4657190,FOREARM 2V LT PRO FEE,XRMD,972,73090,26,LT,30.00,
4657193,FOREARM 2V BILAT PRO FEE,XRMD,972,73090,50,26,43.20,
4637188,UPPER EXTREMITY INFANT R,XR,320,73092,RT,,296.85,
4637605,UPPER EXTREMITY INFANT L,XR,320,73092,LT,,296.85,
4657188,UPPER EXTREM INFANT R PRO,XRMD,972,73092,26,RT,30.00,
4657605,UPPER EXTREM INFANT L PRO,XRMD,972,73092,26,LT,30.00,
4637554,WRIST LTD 2V BILAT,XR,320,73100,50,,310.60,
4637555,WRIST LTD 2V R,XR,320,73100,RT,,155.30,
4637556,WRIST LTD 2V L,XR,320,73100,LT,,155.30,
4657554,WRIST LTD 2V BILAT PRO FEE,XRMD,972,73100,50,26,45.00,
4657555,WRIST LTD 2V R PRO,XRMD,972,73100,26,RT,30.00,
4657556,WRIST LTD 2V L PRO FEE,XRMD,972,73100,26,LT,30.00,
4637552,WRIST COMP 3V+ R,XR,320,73110,RT,,155.30,
4637553,WRIST COMP 3V+ L,XR,320,73110,LT,,155.30,
4637559,WRIST COMP 3V+ BILATERAL,XR,320,73110,50,,310.60,
4657552,WRIST COMP 3V+ RT PRO FEE,XRMD,972,73110,26,RT,30.00,
4657553,WRIST COMP 3V+ LT PRO FEE,XRMD,972,73110,26,LT,30.00,
4657559,WRIST COMP 3V+ BILAT PRO FEE,XRMD,972,73110,50,26,45.00,
4637202,HAND 2V L,XR,320,73120,LT,,296.85,
4637203,HAND 2V R,XR,320,73120,RT,,296.85,
4637204,HAND 2V BILATERAL,XR,320,73120,50,,593.70,
4657202,HAND 2V LT PRO FEE,XRMD,972,73120,26,LT,30.00,
4657203,HAND 2V R PRO,XRMD,972,73120,26,RT,30.00,
4657204,HAND 2V BILATERAL PRO FEE,XRMD,972,73120,26,50,43.20,
4637199,HAND 3V+ L,XR,320,73130,LT,,155.30,
4637200,HAND 3V+ R,XR,320,73130,RT,,155.30,
4637201,HAND 3V+ BILATERAL,XR,320,73130,50,,310.60,
4657199,HAND 3V+ LT PRO FEE,XRMD,972,73130,26,LT,30.00,
4657200,HAND 3V+ RT PRO FEE,XRMD,972,73130,26,RT,30.00,
4657201,HAND 3V+ BILATERAL PRO FEE,XRMD,972,73130,26,50,45.00,
4637172,FINGERS 2V+ L,XR,320,73140,LT,,155.30,
4637173,FINGERS 2V+ R,XR,320,73140,RT,,155.30,
4637620,FINGER 2ND DIGIT L,XR,320,73140,F1,,155.30,
4637621,FINGER 3RD DIGIT L,XR,320,73140,F2,,155.30,
4637622,FINGER 4TH DIGIT L,XR,320,73140,F3,,155.30,
4637623,FINGER 5TH DIGIT L,XR,320,73140,F4,,155.30,
4637624,FINGER THUMB L,XR,320,73140,FA,,155.30,
4637625,FINGER 2ND DIGIT R,XR,320,73140,F6,,155.30,
4637626,FINGER 3RD DIGIT R,XR,320,73140,F7,,155.30,
4637627,FINGER 4TH DIGIT R,XR,320,73140,F8,,155.30,
4637628,FINGER 5TH DIGIT R,XR,320,73140,F9,,155.30,
4637629,FINGER THUMB R,XR,320,73140,F5,,155.30,
4657172,FINGERS 2V+ L PRO FEE,XRMD,972,73140,26,LT,30.00,
4657173,FINGERS 2V+ R PRO FEE,XRMD,972,73140,26,RT,30.00,
4657620,FINGER 2ND DIGIT L PRO FEE,XRMD,972,73140,26,F1,30.00,
4657621,FINGER 3RD DIGIT L PRO FEE,XRMD,972,73140,26,F2,30.00,
4657622,FINGER 4TH DIGIT L PRO FEE,XRMD,972,73140,26,F3,30.00,
4657623,FINGER 5TH DIGIT L PRO FEE,XRMD,972,73140,26,F4,30.00,
4657624,FINGER THUMB L PRO FEE,XRMD,972,73140,26,FA,30.00,
4657625,FINGER 2ND DIGIT R PRO FEE,XRMD,972,73140,26,F6,30.00,
4657626,FINGER 3RD DIGIT R PRO FEE,XRMD,972,73140,26,F7,30.00,
4657627,FINGER 4TH DIGIT R PRO FEE,XRMD,972,73140,26,F8,30.00,
4657628,FINGER 5TH DIGIT R PRO FEE,XRMD,972,73140,26,F9,30.00,
4657629,FINGER THUMB R PRO FEE,XRMD,972,73140,26,F5,30.00,
4680030,CT UPPER EXT W/O CONTRAST,CT,352,73200,TC,,810.00,
4690030,CT UPPER EXT W/O CONTRAST PRO FEE,CTMD,972,73200,26,,455.00,
4680031,CT UPPER EXT W/CONTRAST,CT,352,73201,TC,,"1,800.00",
4690031,CT UPPER EXT W/CONTRAST PRO FEE,CTMD,972,73201,26,,562.50,
4680032,CT UPPER EXT W W/O CONTRAST,CT,352,73202,TC,,"1,800.00",
4690032,CT UPPER EXT W W/O CONTRAST PRO FEE,CTMD,972,73202,26,,702.50,
4637228,HIP & PELVIS UNILAT 1 VW L,XR,320,73501,LT,,155.30,
4637229,HIP & PELVIS UNILAT 1 VW R,XR,320,73501,RT,,155.30,
4657228,HIP & PELVIS UNILAT 1 VW LT PRO FEE,XRMD,972,73501,26,LT,30.00,
4657229,HIP & PELVIS UNILAT 1 VW RT PRO FEE,XRMD,972,73501,26,RT,30.00,
4637218,HIP UNILAT 2-3 V LT,XR,320,73502,LT,,155.30,
4637219,HIP UNILAT 2-3 V RT,XR,320,73502,RT,,155.30,
4657218,HIP UNILAT 2-3 V LT PRO FEE,XRMD,972,73502,26,LT,30.00,
4657219,HIP UNILAT 2-3 V RT PRO FEE,XRMD,972,73502,26,RT,30.00,
4637216,HIPS BILAT W PELVIS 2 V,XR,320,73521,TC,,296.85,
4657216,HIPS BILAT W PELVIS 2 V PRO FEE,XRMD,972,73521,26,,60.00,
4637217,HIPS BILAT W PELVIS 3-4 V,XR,320,73522,,,296.85,
4657217,HIPS BILAT W PELVIS 3-4 V PRO FEE,XRMD,972,73522,26,50,38.70,
4637174,FEMUR MIN 2 V RT,XR,320,73552,RT,,155.30,
4637175,FEMUR MIN 2 V LT,XR,320,73552,LT,,155.30,
4657174,FEMUR MIN 2 V RT PRO FEE,XRMD,972,73552,26,RT,30.00,
4657175,FEMUR MIN 2 V LT PRO FEE,XRMD,972,73552,26,LT,30.00,
4637247,KNEE 1-2V L,XR,320,73560,LT,,155.30,
4637248,KNEE 1-2V R,XR,320,73560,RT,,155.30,
4637249,KNEE 1-2V BILATERAL,XR,320,73560,50,,310.60,
4637251,KNEE/PATELLA 1-2V L,XR,320,73560,LT,,155.30,
4657247,KNEE/PATELLA 1-2v LT,XRMD,972,73560,26,LT,30.00,
4657248,KNEE/PATELLA 1-2V RT,XRMD,972,73560,26,RT,30.00,
4657249,KNEE 1-2V BILATERAL PRO FEE,XRMD,972,73560,26,50,86.40,
4657251,KNEE 1-2V L PRO,XRMD,972,73560,26,LT,30.00,
4657252,KNEE/PATELLA 1-2V R PRO,XRMD,972,73560,26,,30.00,
4637243,KNEE 3V R,XR,320,73562,RT,,155.30,
4637244,KNEE 3V L,XR,320,73562,LT,,155.30,
4637245,KNEE 3V BILATERAL,XR,320,73562,50,,310.60,
4657243,KNEE 3V RT PRO FEE,XRMD,972,73562,26,RT,30.00,
4657244,KNEE 3V LT PRO FEE,XRMD,972,73562,26,LT,30.00,
4657245,KNEE 3V BILATERAL PRO FEE,XRMD,972,73562,26,50,97.20,
4637561,KNEE COMP 4V L,XR,320,73564,LT,,296.85,
4637562,KNEE COMP 4V R,XR,320,73564,RT,,296.85,
4657561,KNEE COMP 4V LT PRO FEE,XRMD,972,73564,26,LT,30.00,
4657562,KNEE COMP 4V RT PRO FEE,XRMD,972,73564,26,RT,30.00,
4637567,KNEE BILAT STANDING AP,XR,320,73565,,,155.30,
4657567,KNEE BILAT STANDING AP PRO FEE,XRMD,972,73565,26,,60.00,
4637489,TIBIA/FIBULA 2V R,XR,320,73590,RT,,155.30,
4637490,TIBIA/FIBULA 2V L,XR,320,73590,LT,,155.30,
4637495,TIBIA/FIBULA 2V BILAT,XR,320,73590,50,,310.60,
4657489,TIBIA/FIBULA 2V RT PRO FEE,XRMD,972,73590,26,RT,30.00,
4657490,TIBIA/FIBULA 2V LT PRO FEE,XRMD,972,73590,26,LT,30.00,
4657495,TIBIA/FIBULA 2 V BILAT PRO FEE,XRMD,972,73590,26,50,86.40,
4637491,LOWER EXTREM-INFANT L,XR,320,73592,LT,,155.30,
4637492,LOWER EXTREM-INFANT R,XR,320,73592,RT,,155.30,
4657491,LOWER EXTREM-INFANT L PRO FEE,XRMD,972,73592,26,LT,30.00,
4657492,LOWER EXTREM-INFANT R PRO FEE,XRMD,972,73592,26,RT,30.00,
4637030,ANKLE LTD 2V L,XR,320,73600,LT,,155.30,
4637031,ANKLE LTD 2V R,XR,320,73600,RT,,155.30,
4637032,ANKLE LTD 2V BILAT,XR,320,73600,50,,310.60,
4657030,ANKLE LTD 2V LT PRO FEE,XRMD,972,73600,26,LT,30.00,
4657031,ANKLE LTD 2V RT PRO FEE,XRMD,972,73600,26,RT,30.00,
4657032,ANKLE LTD 2V BILAT PRO FEE,XRMD,972,73600,26,50,60.00,
4637026,ANKLE COMP 3V+ R,XR,320,73610,RT,,155.30,
4637027,ANKLE COMP 3V+ L,XR,320,73610,LT,,155.30,
4637145,ANKLE COMP 3V+ BILAT,XR,320,73610,50,,310.60,
4657026,ANKLE COMP 3V+ RT PRO FEE,XRMD,972,73610,26,RT,30.00,
4657027,ANKLE COMP 3V LT PRO FEE,XRMD,972,73610,26,LT,30.00,
4657145,ANKLE COMP 3V+ BILAT PRO FEE,XRMD,972,73610,26,50,90.00,
4637182,FOOT 2V BILATERAL,XR,320,73620,50,,310.60,
4637186,FOOT 2V R,XR,320,73620,RT,,155.30,
4637187,FOOT 2V L,XR,320,73620,LT,,155.30,
4657182,FOOT 2V BILATERAL PRO FEE,XRMD,972,73620,26,50,79.20,
4657186,FOOT 2V RT PRO FEE,XRMD,972,73620,26,RT,30.00,
4657187,FOOT 2V LT PRO FEE,XRMD,972,73620,26,LT,30.00,
4637183,FOOT COMP 3V+ R,XR,320,73630,RT,,155.30,
4637184,FOOT COMP 3V+ L,XR,320,73630,LT,,155.30,
4637185,FOOT 3V BILATERAL,XR,320,73630,50,,310.60,
4657183,FOOT COMP 3V+ R PRO FEE,XRMD,972,73630,26,RT,30.00,
4657184,FOOT COMP 3V+ L PRO FEE,XRMD,972,73630,26,LT,30.00,
4657185,FOOT 3V BILATERAL PRO FEE,XRMD,972,73630,26,50,86.40,
4637316,CALCANEUS 2V+ L,XR,320,73650,LT,,155.30,
4637317,CALCANEUS 2V+ R,XR,320,73650,RT,,155.30,
4637318,CALCANEUS 2V BILAT,XR,320,73650,50,,310.60,
4657316,CALCANEUS 2V+ LT PRO FEE,XRMD,972,73650,26,LT,30.00,
4657317,CALCANEUS 2V+ RT PRO FEE,XRMD,972,73650,26,RT,30.00,
4657318,CALCANEUS 2V BILAT PRO FEE,XRMD,972,73650,26,50,82.80,
4637493,TOES 2V+ L,XR,320,73660,LT,,155.30,
4637494,TOES 2V+ R,XR,320,73660,RT,,155.30,
4637496,TOE 2V BIG DIGIT L,XR,320,73660,TA,,155.30,
4637497,TOE 2V BIG DIGIT R,XR,320,73660,T5,,155.30,
4637498,TOES 2V+ BILAT,XR,320,73660,50,,310.60,
4657493,TOES 2V+ L PRO FEE,XRMD,972,73660,26,LT,30.00,
4657494,TOES 2V+ R PRO FEE,XRMD,972,73660,26,RT,30.00,
4657496,TOE 2V BIG DIGIT L PRO FEE,XRMD,972,73660,26,TA,30.00,
4657497,TOE 2V BIG DIGIT R PRO FEE,XRMD,972,73660,26,T5,30.00,
4657498,TOES 2V+ BILAT PRO FEE,XRMD,972,73660,50,26,60.00,
4680033,CT LOWER EXT W/O CONTRAST,CT,352,73700,TC,,810.00,
4690033,CT LOWER EXT W/O CONTRAST PRO FEE,CTMD,972,73700,26,,"4,455.00",
4680034,CT LOWER EXTREM W/CONT,CT,352,73701,TC,,"1,800.00",
4690034,CT LOWER EXT W/CONTRAST PRO FEE,CTMD,972,73701,26,,572.50,
4680035,CT LOWER EXT W W/O CONTRAST,CT,352,73702,TC,,"1,800.00",
4690035,CT LOWER EXT W W/O CONTRAST PRO FEE,CTMD,972,73702,26,,692.50,
4637001,ABDOMEN 1 VW,XR,320,74018,,,155.30,
4657001,ABDOMEN 1 VW PRO FEE,XRMD,972,74018,26,,30.00,
4637002,ABDOMEN 2 VW,XR,320,74019,,,296.90,
4657002,ABDOMEN 2 VW PRO FEE,XRMD,972,74019,26,,30.00,
4637003,ABDOMEN 3 OR MORE VW,XR,320,74021,,,296.90,
4657003,ABDOMEN 3 OR MORE VW PRO FEE,XRMD,972,74021,26,,35.11,
4637000,ABD COMP W/PA CHEST,XR,320,74022,TC,,296.85,
4657000,ABD COMP W/PA CHEST PRO FEE,XRMD,972,74022,26,,41.40,
4680036,CT ABDOMEN W/O CONTRAST,CT,352,74150,TC,,810.00,
4690036,CT ABDOMEN W/O CONTRAST PRO FEE,CTMD,972,74150,26,,380.00,
4680037,CT ABDOMEN W/CONTRAST,CT,352,74160,TC,,"1,800.00",
4690037,CT ABDOMEN W/CONTRAST PRO FEE,CTMD,972,74160,26,,585.00,
4680038,CT ABDOMEN W W/O CONTRAST,CT,352,74170,TC,,"1,800.00",
4690038,CT ABDOMEN W W/O CONTRAST PRO FEE,CTMD,972,74170,26,,665.00,
4680039,CT ANGIO ABD/PELV W W/O CONTRAST,CT,352,74174,TC,,"1,800.00",
4690039,CT ANGIO ABD/PELV W W/O CONTRAST PRO FEE,CTMD,972,74174,26,,985.00,
4680040,CT ABD PELV W/O CONTRAST,CT,352,74176,TC,,"1,800.00",
4690040,CT ABD PELV W/O CONTRAST PRO FEE,CTMD,972,74176,26,,510.00,
4680041,CT ABD PELV W/CONTRAST,CT,352,74177,TC,,"1,800.00",
4690041,CT ABD PELV W/CONTRAST PRO FEE,CTMD,972,74177,26,,787.50,
4680042,CT ABD &/OR  PELV W W/O CONTRAST,CT,352,74178,TC,,"2,880.00",
4690042,CT ABD &/OR  PELV W W/O CONTRAST PRO FEE,CTMD,972,74178,26,,895.00,
4680043,CT HEART W/O CONTRAST W/CA TEST,CT,352,75571,TC,,450.00,
4690043,CT HEART W/O CONTRAST W/CA TEST PRO FEE,CTMD,972,75571,26,,255.00,
4680044,CT ANGIO ABD ARTERIES,CT,352,75635,TC,,"1,800.00",
4690044,CT ANGIO ABD ARTERIES PRO FEE,CTMD,972,75635,26,,967.50,
4637191,FOREIGN BODY CHILD 1 V,XR,320,76010,,,155.30,
4657191,FOREIGN BODY CHILD 1V PRO,XRMD,972,76010,26,,30.00,
4680045,CT HEAD/NECK 3D ADDL,CT,351,76376,,,0.00,"Productivity. Not chargable, but we need to track employee productivity/work through the EHR charge report"
4680046,CT BODY 3D ADDL,CT,352,76376,,,0.00,"Productivity. Not chargable, but we need to track employee productivity/work through the EHR charge report"
4690046,CT HEAD/NECK 3D ADDL PRO FEE,CTMD,972,76376,26,,60.00,
4680047,CT LTD F/U HEAD/NECK,CT,351,76380,TC,,450.00,
4680048,CT LTD F/U OTHR THAN HEAD/NECK,CT,352,76380,TC,,450.00,
4690047,CT LTD F/U HEAD/NECK PRO FEE,CTMD,972,76380,26,,370.00,
4690048,CT LTD F/U OTHR THAN HEAD/NECK PRO FEE,CTMD,972,76380,26,,370.00,
4680059,CT GUIDE NEEDLE PLACE,CT,352,77012,,,0.00,"Productivity. Not chargable, but we need to track employee productivity/work through the EHR charge report"
4690049,CT GUIDE NEEDLE PLACE PRO FEE,CTMD,972,77012,26,,315.00,
4647274,MAMM DX UNILATERAL,MAMM,403,77065,TC,,330.00,
4657275,MAMM DX UNILATERAL PRO FEE,XRMD,972,77065,26,,110.00,
4647277,MAMMOGRAPHY SCREENING BILAT  W/CAD,MAMM,403,77067,TC,,333.20,
4657277,MAMMOGRAPHY SCREEN BILAT  W/CAD PRO FEE,XRMD,972,77067,26,,116.80,
4637039,BONE AGE STUDIES,XR,320,77072,,,296.85,
4657039,BONE AGE STUDIES PRO,XRMD,972,77072,26,,30.00,
4637048,BONE SURVEY COMP W/LNG BO,XR,320,77075,,,296.85,
4657048,BONE SURVEY SOMP W/LNG BO PRO FEE,XRMD,972,77075,26,,69.30,
4680050,CT BONE DENSITY PERIPHERAL,CT,350,77078,,,450.00,
4690050,CT BONE DENSITY PERIPHERAL PRO FEE,CTMD,972,77078,26,,287.50,
4508905,BASIC METABOLIC PANEL,LAB,301,80048,,,179.80,
4508368,ELECTROLYTE PANEL,LAB,301,80051,,,127.15,
4501003,CMP /Q,LAB,300,80053,90,,5.70,
4508900,COMPREHENSIVE METAB PANEL,LAB,301,80053,,,213.50,
4500018,OB PANEL,LAB,301,80055,,,358.50,
4500007,LIPID PANEL,LAB,301,80061,,,232.60,
4500017,RENAL PANEL,LAB,301,80069,,,214.65,
4508702,HEPATITIS PANEL/ Q,LAB,301,80074,90,,38.65,
4508490,HEPATIC PANEL,LAB,301,80076,,,151.75,
45401007,HEPATIC PANEL /Q,LAB,300,80076,90,,4.45,
4508588,TEGRETOL- CARBAMAZEPHN /Q,LAB,301,80156,90,,13.55,
4508361,DRUG ASSAY CYCLOSPORINE /Q,LAB,301,80158,90,,24.80,
4508360,DIGOXIN,LAB,301,80162,,,243.85,
4508639,VALPROIC ACID /Q,LAB,301,80164,90,,9.90,
4500104,DRUG ASSAY EVEROLIMUS /Q,LAB,301,80169,90,,49.10,
4500124,GENTAMICIN ASSAY PEAK /Q,LAB,301,80170,90,,79.20,
4500125,GENTAMICIN ASSAY TROUGH /Q,LAB,301,80170,90,,79.20,
4500011,DRUG SCREEN QUAN LAMOTRIGINE /Q,LAB,301,80175,90,,47.41,
4508017,Levetiracetam,LAB,301,80177,,,47.41,
4508486,LITHIUM /Q,LAB,301,80178,90,,4.55,
4500217,DRUG SCREEN QUANT MYCOPHENOLATE /Q,LAB,301,80180,,,30.15,
4508675,DRUG SCRN QUANT OXCARBAZEPIN /Q,LAB,301,80183,90,,22.50,
4508908,PHENOBARBITAL /Q,LAB,301,80184,90,,12.40,
4508907,DILANTIN (PHENYTOIN),LAB,301,80185,,,243.85,
4500750,SIROLIMUS/RAPAMYCIN / Q,LAB,301,80195,90,,22.50,
4509140,TACROLIMUS / Q,LAB,301,80197,90,,17.25,
4502001,VANCOMYCIN /Q,LAB,301,80202,90,,25.95,
4500078,ZONISAMIDE(ZONEGRAN) /Q,LAB,301,80203,90,,13.55,
4500299,"Quantitation of therapeutic drug, nes",LAB,301,80299,,,49.25,
4500013,ALCOHOL BLOOD,LAB,301,80307,,,197.85,
4501032,DRUG SCREEN PRESUMPTIVE OPT INST,LAB,301,80307,,,76.45,
4508003,DRUG SCREEN V /Q,LAB,301,80307,,,118.05,
4508247,ACETOMINOPHEN,LAB,301,80307,,,371.95,
4508560,SALYCILATES,LAB,301,80307,,,224.70,
4508699,DRUG SCREEN/MULTI DRG CLS,LAB,301,80307,,,262.95,
4500113,ANTIEPILEPTIC LEVEL ETHOSUXIMIDE /Q,LAB,300,80339,,,12.40,
4508100,"URINE, DIP STICK W/MICRO, NON-AUTO",LAB,307,81000,,,61.85,
4508132,UA W/ MICROSCOPIC,LAB,307,81001,,,133.80,
4011002,UA DIP WO/MICRO,ED,307,81002,,,27.00,
4070229,UA DIP WO/MICRO,CL,307,81002,,,27.00,
4501002,UA DIP W/O MICROSCOPIC,LAB,307,81002,,,27.00,
4508032,UA AUTO WO/MICRO,LAB,307,81003,,,114.70,
4500131,UA MICRO ONLY,LAB,307,81015,,,42.75,
4018051,PREGNANCY TEST,ED,925,81025,,,75.30,
4070178,PREGNANCY TEST URINE,CL,925,81025,,,94.10,
4508088,PREGNANCY TEST URINE,LAB,925,81025,,,94.40,
4501162,BRCA1&2 SEQ & FULL DUP/DEL,LAB,310,81162,90,,"5,632.00",
4508122,CYSTIC FIBROSIS SCREEN,LAB,310,81220,,,624.55,
4508189,PROTHROMBIN GENE,LAB,310,81240,90,,52.85,
4508193,FACTOR V LEIDEN,LAB,310,81241,90,,32.90,
4501256,Gene analysis (hemochromatosis),LAB,310,81256,,,233.75,
4508192,JAK2 GENE,LAB,310,81270,90,,288.85,
4508203,MTHFR GENE ANALYSIS /Q,LAB,310,81291,90,,163.35,
4500221,HLA I LOW RES ONE ANTIGEN EQUIV EACH /Q,LAB,310,81374,,,68.60,
4503061,HLA CLASS II LOW RES,LAB,310,81376,90,,37.20,
4501382,HLA II TYPING 1 LOC HR,LAB,310,81382,,,445.20,
4500116,MOLECULAR PATH 2 HUNTINGTON'S /Q,LAB,310,81401,,,191.75,
4500214,ONCO OVARIAN BIOCHEM ASSAY 2 PROTEIN /Q,LAB,310,81500,,,567.45,
4502111,QUEST MISC LIVER FIBROSIS TEST,LAB,310,81599,,,0.00,Not billable/payable because it doesn’t have a billable CPT code. This is a code assigned by our outside LAB Company - Quest.
4502090,KETONES PANEL/Q,LAB,301,82009,90,,13.55,
4500129,ACTH / Q,LAB,301,82024,90,,33.71,
4508260,ALBUMIN,LAB,301,82040,,,85.50,
4508673,MICRO ALBUMIN /Q,LAB,301,82043,90,,7.25,
4508676,MICROALBUMIN URINE,LAB,307,82043,,,19.80,
4500040,ALDOLASE /Q,LAB,301,82085,90,,7.90,
