NANTUCKET COTTAGE HOSPITAL STANDARD CHARGES,,
Charges Effective: Oct-2018 (subject to change),,
* I.C. charges - prices vary based on individual consideration,,
Charge Code,Description,Charge
76000341,HC EXC TUMOR SOFT TIS NECK/ANT THORAX SUBQ 3 CM/>,"$1,692.00"
76000325,HC CLOSED TX NASAL FRACTURE W/O STABILIZATION,"$1,487.00"
76000304,HC REMOVAL IMPLANT DEEP,"$3,346.00"
76000296,HC ASPIRATION&/INJECTION GANGLION CYST ANY LOCATJ,$552.00
76000294,HC ARTHROCENTESIS ASPIR&/INJECTION MAJOR JT/BURSA,$493.00
76000293,HC ARTHROCENTESIS ASPIR&/INJECTION INTERM JT/BURS,$493.00
76000292,HC ARTHROCENTESIS ASPIR&/INJECTION SMALL JT/BURSA,$563.00
76000290,HC INJECTION SINGLE/MLT TRIGGER POINT 3/> MUSCLES,$552.00
76000289,HC INJECTION SINGLE/MLT TRIGGER POINT 1/2 MUSCLES,$572.00
76000288,HC INJECTION SINGLE TENDON ORIGIN/INSERTION,$265.00
76000287,HC INJECTION 1 TENDON SHEATH/LIGAMENT APONEUROSIS,$152.00
76000285,HC INJECTION THERAPEUTIC CARPAL TUNNEL,$552.00
76000282,HC INJECTION SINUS TRACT DIAGNOSTIC,"$1,164.00"
76000281,HC INJECTION SINUS TRACT THERAPEUTIC SEPARATE PROC,"$1,131.00"
76000274,HC BIOPSY MUSCLE DEEP,"$3,748.00"
76000252,HC EXC CYST/ABERRANT BREAST TISSUE OPEN 1/> LESION,"$3,421.00"
76000242,HC PUNCTURE ASPIRATION CYST BREAST,$546.00
76000234,HC DESTRUCTION MAL LESION F/E/E/N/L/M 3.1-4.0CM,$99.00
76000233,HC DESTRUCTION MAL LESION F/E/E/N/L/M 2.1-3.0CM,"$1,005.00"
76000232,HC DESTRUCTION MAL LESION F/E/E/N/L/M 1.1-2.0CM,$761.00
76000231,HC DESTRUCTION MAL LESION F/E/E/N/L/M 0.6-1.0CM,$643.00
76000230,HC DESTRUCTION MALIGNANT LESION F/E/E/N/L/M 0.5CM/<,$518.00
76000229,HC DSTRJ MAL LES S/N/H/F/G LES DIAM > 4.0 CM,$449.00
76000228,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 2.1-3.0CM,$680.00
76000227,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 1.1-2.0CM,$567.00
76000226,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.6-1.0CM,$401.00
76000225,HC DESTRUCTION MALIGNANT LESION S/N/H/F/G 0.5 CM/>,$461.00
76000224,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG < 4.0 CM,$401.00
76000223,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 3.1-4.0CM,$358.00
76000222,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 2.1-3.0CM,$465.00
76000221,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 1.1-2.0CM,$420.00
76000220,HC DESTRUCTION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,$465.00
76000219,HC DESTRUCTION MALIGNANT LESION T/A/L 0.5 CM/<,$420.00
76000218,HC CHEMICAL CAUTERIZATION GRANULATION TISSUE,$162.00
76000217,HC DESTRUCTION BENIGN LESIONS 15/>,$416.00
76000216,HC DESTRUCTION BENIGN LESIONS UP TO 14,$236.00
76000212,HC DESTRUCTION PREMALIGNANT LESION 15/>,"$1,044.00"
76000211,HC DESTRUCTION PREMALIGNANT LESION 2-14 EA,$47.00
76000210,HC DESTRUCTION PREMALIGNANT LESION 1ST,$204.00
76000207,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ LARGE,$531.00
76000206,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ MEDIUM,$215.00
76000205,HC DRS&/DBRDMT PRTL-THKNS BURNS 1ST/SBSQ SMALL,$215.00
76000204,HC INITIAL TX 1ST DEGREE BURN LOCAL TX,$215.00
76000196,HC GRAFT COMPOSITE W/PRIMARY CLOSURE DONOR AREA,"$4,310.00"
76000168,HC SPLIT AGRFT F/S/N/H/F/G/M/D GT 1ST 100 CM/</1 %,"$3,644.00"
76000167,HC SPLIT AGRFT T/A/L 1ST 100 CM/&/1% BDY INFT/CHLD,"$3,507.00"
76000160,HC ADJT TIS TRNSFR/REARRGMT E/N/E/L DFCT 10 SQ CM/<,"$2,498.00"
76000158,HC ADJT TIS TRNS/REARGMT F/C/C/M/N/A/G/H/F 10SQCM/<,"$3,061.00"
76000156,HC ADJT TIS TRNSFR/REARGMT SCALP/ARM/LEG 10 SQ CM/<,"$3,533.00"
76000151,HC REPAIR COMPLEX EYELID/NOSE/EAR/LIP 2.6-7.5 CM,$534.00
76000150,HC REPAIR COMPLEX EYELID/NOSE/EAR/LIP 1.1-2.5 CM,"$1,281.00"
76000145,HC REPAIR COMPLEX SCALP/ARM/LEG EA ADDL 5 CM/<,$852.00
76000144,HC REPAIR COMPLEX SCALP/ARM/LEG 2.6-7.5 CM,$534.00
76000136,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 7.6-12.5 CM,$361.00
76000135,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 5.1-7.5 CM,$852.00
76000134,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.6-5.0 CM,$361.00
76000133,HC REPAIR INTERMEDIATE F/E/E/N/L&/MUC 2.5 CM/<,$361.00
76000128,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.6-7.5 CM,$361.00
76000127,HC REPAIR INTERMEDIATE N/H/F/XTRNL GENT 2.5CM/<,$361.00
76000124,HC REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,$361.00
76000123,HC REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,$361.00
76000122,HC REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,$361.00
76000121,HC REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,$456.00
76000120,HC TX SUPERFICIAL WOUND DEHISCENCE W/PACKING,$543.00
76000116,HC SIMPLE REPAIR F/E/E/N/L/M 12.6CM-20.0 CM,$361.00
76000115,HC SIMPLE REPAIR F/E/E/N/L/M 7.6CM-12.5 CM,$361.00
76000114,HC SIMPLE REPAIR F/E/E/N/L/M 5.1CM-7.5 CM,$361.00
76000113,HC SIMPLE REPAIR F/E/E/N/L/M 2.6CM-5.0 CM,$361.00
76000112,HC SIMPLE REPAIR F/E/E/N/L/M 2.5CM/<,$361.00
76000110,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 20.1-30.0CM,$595.00
76000109,HC SMPL RPR SCALP/NECK/AX/GENIT/TRUNK 12.6-20.0CM,$361.00
76000108,HC SIMPLE RPR SCALP/NECK/AX/GENIT/TRUNK 7.6-12.5CM,$361.00
76000107,HC SMPL REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.6-7.5CM,$361.00
76000106,HC SIMPLE REPAIR SCALP/NECK/AX/GENIT/TRUNK 2.5CM/<,$361.00
76000100,HC INJECTION INTRALESIONAL >7 LESIONS,$170.00
76000099,HC INJECTION INTRALESIONAL UP TO & INCLUD 7 LESIONS,$110.00
76000098,HC EXCISION PILONIDAL CYST/SINUS SIMPLE,"$3,346.00"
76000097,HC WEDGE EXCISION SKIN NAIL FOLD,$299.00
76000095,HC REPAIR NAIL BED,$361.00
76000092,HC EXCISION NAIL MATRIX PERMANENT REMOVAL,$663.00
76000091,HC EVACUATION SUBUNGUAL HEMATOMA,$101.00
76000090,HC AVULSION NAIL PLATE PARTIAL/COMP SIMPLE EA ADDL,$159.00
76000089,HC AVULSION NAIL PLATE PARTIAL/COMPLETE SIMPLE 1,$202.00
76000088,HC DEBRIDEMENT NAIL ANY METHOD 6/>,$99.00
76000087,HC DEBRIDEMENT NAIL ANY METHOD 1-5,$58.00
76000086,HC TRIMMING NONDYSTROPHIC NAILS ANY NUMBER,$31.00
76000085,HC EXCISION MALIGNANT LESION F/E/E/N/L >4.0 CM,"$1,513.00"
76000084,HC EXCISION MALIGNANT LES F/E/E/N/L 3.1-4.0 CM,"$1,513.00"
76000083,HC EXCISION MALIGNANT LES F/E/E/N/L 2.1-3.0 CM/<,"$1,513.00"
76000082,HC EXCISION MALIGNANT LES F/E/E/N/L 1.1-2.0 CM,$852.00
76000081,HC EXCISION MALIGNANT LES F/E/E/N/L 0.6-1.0 CM,$573.00
76000080,HC EXCISION MALIGNANT LESION F/E/E/N/L 0.5 CM/<,$852.00
76000077,HC EXCISION MALIGNANT LESION S/N/H/F/G 2.1-3.0 CM/<,"$1,513.00"
76000076,HC EXCISION MALIGNANT LESION S/N/H/F/G 1.1-2.0 CM,$852.00
76000075,HC EXCISION MALIGNANT LESION S/N/H/F/G 0.6-1.0 CM,$852.00
76000074,HC EXCISION MALIGNANT LESION S/N/H/F/G 0.5 CM/<,$852.00
76000073,HC EXCISION MALIGNANT LESION TRUNK/ARM/LEG > 4.0 CM,"$2,742.00"
76000072,HC EXCISION MAL LESION TRUNK/ARM/LEG 3.1-4.0 CM,"$1,997.00"
76000071,HC EXCISION MAL LESION TRUNK/ARM/LEG 2.1-3.0 CM/<,$852.00
76000070,HC EXCISION MAL LESION TRUNK/ARM/LEG 1.1-2.0 CM,$852.00
76000069,HC EXCISION MAL LESION TRUNK/ARM/LEG 0.6-1.0 CM,$520.00
76000068,HC EXCISION MAL LESION TRUNK/ARM/LEG 0.5 CM/<,"$1,513.00"
76000062,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 2.1-3.0CM,"$1,513.00"
76000061,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 1.1-2.0CM,"$1,513.00"
76000060,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.6-1.0CM,$852.00
76000059,HC EXC B9 LES MRGN XCP SK TG F/E/E/N/L/M 0.5CM/<,$852.00
76000058,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G > 4.0CM,"$2,742.00"
76000057,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 3.1-4.0CM,"$1,997.00"
76000056,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 2.1-3.0CM,"$1,513.00"
76000055,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 1.1-2.0CM,$852.00
76000054,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.6-1.0CM,$852.00
76000053,HC EXC B9 LES MRGN XCP SK TG S/N/H/F/G 0.5 CM/<,$852.00
76000052,HC EXC B9 LES MRGN XCP SK TG T/A/L >4.0 CM,"$1,997.00"
76000051,HC EXC B9 LES MRGN XCP SK TG T/A/L 3.1-4.0 CM,"$1,513.00"
76000050,HC EXC B9 LES MRGN XCP SK TG T/A/L 2.1-3.0 CM/<,$852.00
76000049,HC EXC B9 LES MRGN XCP SK TG T/A/L 1.1-2.0 CM,$852.00
76000048,HC EXC B9 LES MRGN XCP SK TG T/A/L 0.6-1.0 CM,$852.00
76000047,HC EXC B9 LES MRGN XCP SK TG T/A/L 0.5 CM/<,$852.00
76000046,HC SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM >2.0 CM,$47.00
76000045,HC SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 1.1-2.0 CM,$204.00
76000044,HC SHVG SKIN LESION 1 F/E/E/N/L/M DIAM 0.6-1.0 CM,$338.00
76000043,HC SHAVING SKIN LESION 1 F/E/E/N/L/M DIAM 0.5 CM/<,$236.00
76000042,HC SHAVING SKIN LESION 1 S/N/H/F/G DIAM >2.0 CM,$219.00
76000041,HC SHAVING SKIN LESION 1 S/N/H/F/G DIAM 1.1-2.0 CM,$149.00
76000040,HC SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.6-1.0 CM,$275.00
76000039,HC SHAVING SKIN LESION 1 S/N/H/F/G DIAM 0.5 CM/<,$126.00
76000038,HC SHVG SKIN LESION 1 TRUNK/ARM/LEG DIAM >2.0 CM,$197.00
76000037,HC SHVG SKN LESION 1 TRUNK/ARM/LEG DIAM 1.1-2.0 CM,$324.00
76000036,HC SHVG SKIN LES 1 TRUNK/ARM/LEG DIAM 0.6-1.0 CM,$104.00
76000035,HC SHAVING SKIN LES 1 TRUNK/ARM/LEG DIAM 0.5CM/<,$104.00
76000034,HC REMOVAL SK TGS MLT FIBRQ TAGS ANY AREA EA 10,$253.00
76000033,HC REMOVAL SKN TAGS MLT FIBRQ TAGS ANY AREA UPW/15,$87.00
76000032,HC BIOPSY SKIN SUBQ&/MUCOUS MEMBRANE EA ADDL LESN,$170.00
76000031,HC BX SKIN SUBCUTANEOUS&/MUCOUS MEMBRANE 1 LESION,$112.00
76000030,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION >4,$78.00
76000029,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 2-4,$112.00
76000028,HC PARING/CUTTING BENIGN HYPERKERATOTIC LESION 1,$78.00
76000025,HC DBRDMT SUBCUTANEOUS TISSUE EA ADDL 20 SQ CM,"$2,345.00"
76000024,HC DEBRIDEMENT BONE MUSCLE &/FASCIA 20 SQ CM/<,$156.00
76000023,HC DEBRIDEMENT MUSCLE & FASCIA 20 SQ CM/<,"$1,777.00"
76000022,HC DEBRIDEMENT SUBCUTANEOUS TISSUE 20 SQ CM/<,$156.00
76000021,HC DBRDMT FX&/DISLC SUBQ T/M/F BONE,"$1,001.00"
76000013,HC DBRDMT EXTENSV ECZEMA/INFECT SKN UP 10% BDY SURF,$776.00
76000012,HC INCISION & DRAINAGE COMPLEX PO WOUND INFECTION,$636.00
76000011,HC PUNCTURE ASPIRATION ABSCESS HEMATOMA BULLA/CYST,$152.00
76000010,HC I&D HEMATOMA SEROMA/FLUID COLLECTION,$268.00
76000009,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS COMPL,$465.00
76000008,HC INCISION & REMOVAL FOREIGN BODY SUBQ TISS SIMPLE,$345.00
76000006,HC INCISION & DRAINAGE PILONIDAL CYST SIMPLE,$451.00
76000005,HC INCISION & DRAINAGE ABSCESS COMPLICATED/MULTIPLE,$320.00
76000004,HC INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,$345.00
76000003,HC ACNE SURGERY,$349.00
76000002,HC FINE NEEDLE ASPIRATION WITH IMAGING GUIDANCE,$599.00
76000001,HC FINE NEEDLE ASPIRATION W/O IMAGING GUIDANCE,$124.00
75000452,"HC DEST INTRNL HEMRRHDS, THERMAL",$552.00
75000420,HC COLONOSCOPY FLX ABLATION TUMOR POLYP/OTHER LES,"$2,068.00"
75000418,HC COLSC FLX W/RMVL OF TUMOR POLYP LESION SNARE TQ,"$1,997.00"
75000340,HC UNLISTED PROCEDURE INTESTINE,"$1,513.00"
75000330,HC COLON CA SCRN NOT HI RSK IND,"$1,513.00"
75000329,HC COLORECTAL SCRN; HI RISK IND,"$1,513.00"
75000292,HC REMOVAL TUNNELED INTRAPERITONEAL CATHETER,"$2,345.00"
75000279,HC PERITONEAL LAVAGE W/WO IMAGING GUIDANCE,$373.00
75000278,HC ABDOM PARACENTESIS DX/THER W/IMAGING GUIDANCE,"$2,198.00"
75000277,HC ABDOM PARACENTESIS DX/THER W/O IMAGING GUIDANCE,$345.00
75000240,HC BIOPSY LIVER NEEDLE PERCUTANEOUS,"$1,777.00"
75000235,HC DSTRJ LESION ANUS SIMPLE SURG EXCISION,"$2,573.00"
75000225,HC ANOSCOPY W/BX SINGLE/MULTIPLE,$257.00
75000223,HC ANOSCOPY DX W/WO COLLJ SPEC BR/WA SPX,$98.00
75000219,HC SURG TX ANAL FISTULA SUBQ,"$3,533.00"
75000216,HC EXCISION MULTIPLE EXTERNAL PAPILLAE/TAGS ANUS,"$2,068.00"
75000214,HC INCISION THROMBOSED HEMORRHOID EXTERNAL,$597.00
75000212,HC I&D PERIANAL ABSCESS SUPERFICIAL,"$1,777.00"
75000211,HC I&D ISCHIORECTAL&/PERIRECTAL ABSCESS SPX,"$1,887.00"
75000201,HC COLSC FLX PROX SPLENIC FLXR DILAT BALO 1/> STRI,"$2,650.00"
75000200,HC COLSC FLX PROX SPLENIC FLXR RMVL LES SNARE TQ,"$1,997.00"
75000199,HC COLSC FLX PROX SPLENIC FLXR RMVL LES CAUT,"$1,997.00"
75000197,HC COLSC FLEXIBLE W/CONTROL BLEEDING ANY METHOD,"$2,081.00"
75000196,HC COLSC FLX PROX SPLENIC FLXR SBMCSL NJX,"$2,008.00"
75000195,HC COLONOSCOPY W/BIOPSY SINGLE/MULTIPLE,"$1,997.00"
75000193,HC COLONOSCOPY FLX DX W/WO COLLJ SPECIMENS,"$2,730.00"
75000187,HC SGMDSC FLX RMVL TUM POLYP/OTH LES SNARE TQ,"$1,513.00"
75000185,HC SGMDSC FLX DIRED SBMCSL NJX ANY SBST,"$1,001.00"
75000184,HC SIGMOIDOSCOPY FLX CONTROL BLEEDING,"$2,068.00"
75000181,HC SIGMOIDOSCOPY FLX W/BIOPSY SINGLE/MULTIPLE,"$1,513.00"
75000180,HC SIGMOIDOSCOPY FLX DX W/WO COLLJ SPECIMENS,$852.00
75000175,HC PROCTOSGMDSC RIGID W/BX SINGLE/MULTIPLE,$286.00
75000148,HC ENTEROSC >2ND PRTN W/ILEUM W/WO COLLJ SPEC SPX,"$1,192.00"
75000139,HC ENDOSCOPY UPPER SMALL INTESTINE W/BIOPSY,"$1,950.00"
75000132,HC CHANGE GASTROSTOMY TUBE PERCUTANEOUS W/O GUIDE,$519.00
75000104,HC UPR GI NDSC CONTROL BLEEDING ANY METHOD,"$1,513.00"
75000101,HC UPR GI NDSC BALLOON DILAT ESOPH <30 MM DIAM,"$1,513.00"
75000099,HC EGD FLEXIBLE FOREIGN BODY REMOVAL,"$1,513.00"
75000098,HC UPR GI NDSC PLMT PRQ GASTROSTOMY TUBE,"$1,997.00"
75000097,HC UPR GI NDSC DILAT GSTR OUTLET FOR OBSTRCJ,"$2,650.00"
75000091,HC UPPER NDSC BIOPSY SINGLE/MULTIPLE,"$1,513.00"
75000088,HC UPPER GI NDSC W/SUBMUCOSAL INJECTION,"$1,950.00"
75000087,HC UPPER GI NDSC DX W/WO COLLECTION SPECIMEN,"$1,513.00"
75000072,HC ESPHGSC RGD/FLX DX W/WO COLLJ SPEC BR/WA SPX,"$1,830.00"
75000068,HC REMOVAL FOREIGN BODY PHARYNX,$134.00
75000039,HC DRG ABSC CST HMTMA FROM DENTOALVEOLAR STRUXS,"$1,001.00"
75000035,HC RPR LAC 2.5 CM/< MOUTH&/ANT TWO-THIRDS TONG,$384.00
75000016,HC CLOSURE LACERATION VESTIBULE MOUTH > 2.5 CM/CPL,$937.00
75000015,HC CLOSURE LACERATION VESTIBULE MOUTH 2.5 CM/<,$384.00
75000006,HC DRG ABSC CST HMTMA VESTIBULE MOUTH SMPL,"$1,001.00"
75000002,HC RESCJ LIP > ONE-FOURTH W/O RCNSTJ,"$2,557.00"
75000001,HC BIOPSY OF LIP,$255.00
73000007,HC XTRNL ECG & 48 HR RECORDING,$703.00
73000003,HC XTRNL PT ACTIVATED ECG RECORD MONITOR 30 DAYS,$305.00
73000002,HC RHYTHM ECG 1-3 LEADS TRACING ONLY W/O I&R,$154.00
73000001,HC ECG ROUTINE ECG W/LEAST 12 LDS TRCG ONLY W/O I&R,$218.00
72000055,HC LAP TREATMENT OF ECTOPIC W/O TUBES & OV,"$7,257.00"
72000043,HC LIG/TRNSXJ FALOPIAN TUBE CESAREAN DEL/ABDML SURG,$313.00
72000027,HC TX MISSED ABORTION FIRST TRIMESTER SURGICAL,"$4,030.00"
72000026,HC TX INCOMPLETE ABORTION ANY TRIMESTER SURGICAL,"$3,330.00"
72000022,HC CESAREAN DELIVERY ONLY,"$8,800.00"
72000018,HC EXTERNAL CEPHALIC VERSION W/WO TOCOLYSIS,$633.00
72000016,HC VAGINAL DELIVERY ONLY,"$4,459.00"
72000007,HC FETAL NONSTRESS TEST,$828.00
71000022,HC PHASE II RECOVERY ROOM PER 60 MIN,$220.00
71000021,HC RECOVERY ROOM CHARGE PER 60 MIN,$440.00
63609999,HC PHARMACY (636) WITH HCPCS EAP SHELL,I.C.
63609998,HC PHARMACY (636) WITH HCPCS AND (259) MCARE EAP SHELL,I.C.
63609997,HC PHARMACY (636)  HEMOPHILIA FACTOR EAP SHELL,I.C.
63409999,HC PHARMACY (634) EPO WITH HCPCS,I.C.
61000149,HC MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,"$3,953.00"
61000148,HC MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL (RT),"$3,953.00"
61000123,HC MRA W/O FOL W/CONT  ABD,"$3,952.00"
61000122,HC MRI TEMPOROMANDIBULAR JOINT,"$3,571.00"
61000109,HC MRA W/O FOL W/CONT PELVIS,"$3,950.00"
61000106,HC MRA W/CONT PELVIS,"$3,950.00"
61000105,HC MRA W/O FOL W/CONT CHEST,"$4,046.00"
61000104,HC MRA W/O CONT CHEST,"$4,046.00"
61000102,HC MRA ABDOMEN W/O CONTRAST MATERIAL,"$3,952.00"
61000101,HC MRA ABDOMEN W CONTRAST MATERIAL,"$3,952.00"
61000100,HC MRA UPPER EXTREMITY W/WO CONTRAST MATERIAL,"$3,984.00"
61000086,HC MRA NECK W/O &W/CONTRAST MATERIAL,"$6,052.00"
61000085,HC MRA NECK W/CONTRAST MATERIAL,"$4,205.00"
61000084,HC MRA NECK W/O CONTRST MATERIAL,"$4,008.00"
61000083,HC MRA HEAD W/O & W/CONTRAST MATERIAL,"$6,059.00"
61000082,HC MRA HEAD W/CONTRAST MATERIAL,"$4,001.00"
61000081,HC MRA HEAD W/O CONTRST MATERIAL,"$4,013.00"
61000067,HC MRI ABDOMEN W/O & W/CONTRAST MATERIAL,"$5,524.00"
61000066,HC MRI ABDOMEN W/CONTRAST MATERIAL,"$4,934.00"
61000065,HC MRI ABDOMEN W/O CONTRAST MATERIAL,"$3,588.00"
61000064,HC MRI ANY JT LOWER EXTREM W/O & W/CONTRAST MATRL,"$5,135.00"
61000063,HC MRI ANY JT LOWER EXTREM W/CONTRAST MATERIAL,"$4,193.00"
61000062,HC MRI ANY JT LOWER EXTREM W/O CONTRAST MATRL,"$3,953.00"
61000061,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR,"$5,501.00"
61000060,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR (LT),"$5,501.00"
61000059,HC MRI LOWER EXTREM OTH/THN JT W/O & W/CONTR MATR (RT),"$5,501.00"
61000058,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL,"$4,383.00"
61000057,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL (LT),"$4,383.00"
61000056,HC MRI LOWER EXTREM OTH/THN JT W/CONTRAST MATRL (RT),"$4,383.00"
61000055,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL,"$4,057.00"
61000054,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL (LT),"$4,057.00"
61000053,HC MRI LOWER EXTREM OTH/THN JT W/O CONTR MATRL (RT),"$4,057.00"
61000052,HC MRI ANY JT UPPER EXTREMITY W/O & W/CONTR MATRL,"$5,173.00"
61000051,HC MRI ANY JT UPPER EXTREMITY W/CONTRAST MATRL,"$4,126.00"
61000050,HC MRI ANY JT UPPER EXTREMITY W/O CONTRAST MATRL,"$3,878.00"
61000049,HC MRI UPPER EXTREM OTHER THAN JT W/O & W/CONTRAS,"$5,512.00"
61000046,HC MRI UPPER EXTREMITY OTH THAN JT W/CONTR MATRL,"$4,402.00"
61000043,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL,"$4,165.00"
61000042,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL (LT),"$4,165.00"
61000041,HC MRI UPPER EXTREMITY OTH THAN JT W/O CONTR MATRL (RT),"$4,165.00"
61000040,HC MRI PELVIS W/O & W/CONTRAST MATERIAL,"$5,513.00"
61000039,HC MRI PELVIS W/CONTRAST MATERIAL,"$4,440.00"
61000038,HC MRI PELVIS W/O CONTRAST MATERIAL,"$4,108.00"
61000037,HC MRI CHEST W/O & W/CONTRAST MATERIAL,"$6,396.00"
61000036,HC MRI CHEST W/CONTRAST MATERIAL,"$5,323.00"
61000035,HC MRI CHEST W/O CONTRAST MATERIAL,"$4,616.00"
61000032,HC MRI SPINAL CANAL LUMBAR W/O & W/CONTR MATRL,"$5,287.00"
61000031,HC MRI SPINAL CANAL THORACIC W/O & W/CONTR MATRL,"$4,933.00"
61000030,HC MRI SPINAL CANAL CERVICAL W/O & W/CONTR MATRL,"$5,348.00"
61000029,HC MRI SPINAL CANAL LUMBAR W/CONTRAST MATERIAL,"$4,508.00"
61000028,HC MRI SPINAL CANAL LUMBAR W/O CONTRAST MATERIAL,"$3,639.00"
61000027,HC MRI SPINAL CANAL THORACIC W/CONTRAST MATRL,"$4,304.00"
61000026,HC MRI SPINAL CANAL THORACIC W/O CONTRAST MATRL,"$3,672.00"
61000025,HC MRI SPINAL CANAL CERVICAL W/CONTRAST MATRL,"$4,547.00"
61000024,HC MRI SPINAL CANAL CERVICAL W/O CONTRAST MATRL,"$3,661.00"
61000018,HC MRI BRAIN BRAIN STEM W/O W/CONTRAST MATERIAL,"$5,379.00"
61000017,HC MRI BRAIN BRAIN STEM W/CONTRAST MATERIAL,"$4,639.00"
61000016,HC MRI BRAIN BRAIN STEM W/O CONTRAST MATERIAL,"$4,140.00"
61000015,HC MRI ORBIT FACE & NCK W/O & W/CONTRAST MATRL,"$5,439.00"
61000012,HC MRI ORBIT FACE & NECK W/CONTRAST MATERIAL,"$5,631.00"
61000009,HC MRI ORBIT FACE &/NECK W/O CONTRAST,"$4,016.00"
51000574,HC TELEHEALTH FACILITY FEE,$71.00
51000111,HC TRIM NAIL(S),$30.00
51000089,HC CONSULT - HIGH LEVEL VISIT,$722.00
51000087,HC CONSULT - MEDIUM LEVEL VISIT,$365.00
51000085,HC CONSULT - LOW LEVEL VISIT,$124.00
51000084,HC ESTAB PT - HIGH LEVEL VISIT,$424.00
51000082,HC ESTAB PT - MEDIUM LEVEL VISIT,$167.00
51000081,HC OFFICE OUTPATIENT EST LEVEL 2,$85.00
51000080,HC ESTAB PT- LOW LEVEL VISIT,$33.00
51000079,HC NEW PT - HIGH LEVEL VISIT,$550.00
51000077,HC NEW PT - MEDIUM LEVEL VISIT,$252.00
51000075,HC NEW PT - LOW LEVEL VISIT,$87.00
48000419,HC ECHO TTHRC R-T 2D W/WOM-MODE COMPL SPEC&COLR D,"$1,517.00"
48000173,HC CV STRS TST XERS&/OR RX CONT ECG TRCG ONLY,"$2,756.00"
48000032,HC OUTPATIENT CARDIAC REHAB W/O CONT ECG MONITOR,$379.00
48000003,HC CARDIOVERSION ELECTIVE ARRHYTHMIA EXTERNAL,"$1,550.00"
48000002,HC TEMPORARY TRANSCUTANEOUS PACING,"$1,929.00"
48000001,HC CARDIOPULMONARY RESUSCITATION,"$1,038.00"
47000052,HC EVAL&/FITG VOICE PROSTC DEV SUPLMNT ORAL SPEEC,$356.00
47000018,HC EVOKED OTOACOUSTIC EMISSIONS SCREEN AUTO ANALYS,$151.00
46000051,HC CARBON DIOXIDE EXP GAS DETER INFRARED ANALYZER,$526.00
46000049,HC NONINVASIVE EAR/PULSE OXIMETRY MULTIPLE DETER,$80.00
46000048,HC NONINVASIVE EAR/PULSE OXIMETRY SINGLE DETER,$39.00
46000046,HC CO DIFFUSING CAPACITY,$753.00
46000044,HC GAS DILUT/WASHOUT LUNG VOL W/WO DISTRIB VENT&V,$586.00
46000036,HC PULMONARY STRESS TESTING SIMPLE,$332.00
46000022,HC VITAL CAPACITY TOTAL SEPARATE PROCEDURE,$296.00
