Hospital Name:  St Joseph's Medical Center Stockton,,,,,
OSHPD Facility No: 106391042,,,,,
"Effective Date of Charges: July 1, 2018",,,,,
,,,,,
"CDM
Number",Billing Description (25 char),999 Price  (Default),Zero Price Indicator,,
5100135,INST/SUPP STERL 30X-39   , 0.09 ,,,
5100136,INST/SUPP STERL 51X-67   , 0.09 ,,,
5100137,INST/SUPP STERL 67X-88   , 0.09 ,,,
5100138,INST/SUPP STERL 88X-115  , 0.09 ,,,
5100139,INST/SUPP STERL 115X-150 , 0.09 ,,,
5100140,INST/SUPP STERL 150X-195 , 0.09 ,,,
5100141,CLOSURE EXTERN 13X-17    , 0.09 ,,,
5100142,INST/SUPP NONST 67X-88   , 0.09 ,,,
5100143,INST/SUPP NONST 88X-115  , 0.09 ,,,
5100144,GRAFIX P 14MM 431X-561   , 0.09 ,,,
5100145,GRAFIX P 2X3CM 949X-1234 , 0.09 ,,,
5100146,GRAFIX P 3X4CM1234X-1605 , 0.09 ,,,
5100147,GRAFIX P 1.5X2CM 730X-949, 0.09 ,,,
5100148,GRAFIX P 5X5CM 2714X-3529, 0.09 ,,,
5100149,GRAFIX C 2X3CM 949X-1234 , 0.09 ,,,
5100150,GRAFIX C 16MM 431X-561   , 0.09 ,,,
5100151,EPIFIX MSH 3.5 949X-1234 , 0.09 ,,,
5100152,EPIFIX 14MM 254X-331     , 0.09 ,,,
5100153,EPIFIX MSH 2X3 949X-1234 , 0.09 ,,,
5100154,EPIFIX 2X4CM 1234X-1605  , 0.09 ,,,
5100155,EPIFIX 5X6CM 4588X-5965  , 0.09 ,,,
5100156,EPIFIX 4X4CM 2714X-3529  , 0.09 ,,,
5100157,EPIFIX 18MM 561X-730     , 0.09 ,,,
5100158,EPIFIX MSH 4.5 1234X-1605, 0.09 ,,,
5100159,PURAPLY AM 5X5 2714X-3529, 0.09 ,,,
5100160,PURAPLY AM 2X2 561X-730  , 0.09 ,,,
5100161,PURAPLY AM 6X9 5965X-7755, 0.09 ,,,
5100162,ORTHO L0625 <10          , 0.09 ,,,
5100163,ORTHO L3260 <10          , 0.09 ,,,
5100164,OASIS TRI 3X3.5 150X-195 , 0.09 ,,,
5100165,OASIS TRI 7X10CM 730X-949, 0.09 ,,,
5100166,OASIS TRI 3X7CM 254X-331 , 0.09 ,,,
5100167,AMINOEXCL1.5X1.5 561X-730, 0.09 ,,,
5100168,AMNIOEXCEL 2X3 730X-949  , 0.09 ,,,
5100169,AMNIOEXCEL 4X4 949X-1234 , 0.09 ,,,
5100170,AMNIOEXCEL 4X8 1234X-1605, 0.09 ,,,
5100171,APLIGRF 44SQCM 1234X-1605, 0.09 ,,,
5100172,MICROMATRX 20MG 51X-67   , 0.09 ,,,
5100173,SKIN SUBST 254X-331      , 0.09 ,,,
5100174,SKIN SUBST 561X-730      , 0.09 ,,,
5100175,SKIN SUBST 949X-1234     , 0.09 ,,,
5100176,INST/SUPP NONST 17X-23   , 0.09 ,,,
5100177,EPICORD 6CM 1234X-1605   , 0.09 ,,,
5100178,AMPUTATE METATARSO JOINT , 0.09 ,,,
5100179,OASIS TRI 5X7CM 331X-431 , 0.09 ,,,
5100180,GRAFIX P 16MM 431X-561   , 0.09 ,,,
5100181,DRESS/DEBR BURN LARGE    , 0.09 ,,,
5100182,DRESS/DEBR BURN MEDIUM   , 0.09 ,,,
5100183,PURAPLY AM 2X4 730X-949  , 0.09 ,,,
5100184,CLINIC PATIENT COUNT NC  , 0.09 ,,,
5110001,MC HBO THERAPY 1ST 15 MN , 358.00 ,,,
5110002,MC HBO THPY EA ADD 15 MN , 358.00 ,,,
5110003,HYPERBARIC O2 EACH 30 MN , 572.00 ,,,
5110010,RT ASSESSMENT COMPLETE NC,0,1,,
5110011,VISIT LEVEL 1 NEW W PROC , 171.00 ,,,
5110012,VISIT LEVEL 4 NEW W PROC , 410.00 ,,,
5110013,VISIT LEVEL 5 NEW W PROC , 528.00 ,,,
5110014,VISIT LEVEL 1 EST PT     , 216.00 ,,,
5110015,VISIT LEVEL 2 EST PT     , 490.00 ,,,
5110016,VISIT LEVEL 4 EST PT     , 736.00 ,,,
5110017,VISIT LEVEL 4 EST W PROC , 736.00 ,,,
5110018,VISIT LEVEL 5 EST PT     , 440.00 ,,,
5110019,VISIT LEVEL 5 EST W PROC , 440.00 ,,,
5110020,HYPERBARIC O2 THR 30 MN  , 722.00 ,,,
5110021,HYPERBARIC O2 THR 60 MN  ," 1,445.00 ",,,
5110022,HYPERBARIC O2 THR 90 MN  ," 2,161.00 ",,,
5110023,HYPERBARIC O2 THR 120 MN ," 2,882.00 ",,,
5110024,HYPERBARIC O2 THR 150 MN ," 3,604.00 ",,,
5120001,VISIT LEVEL 1 EST PT     , 0.09 ,,,
5120002,VISIT LEVEL 1 EST W PROC , 0.09 ,,,
5120003,VISIT LEVEL 1 NEW PT     , 0.09 ,,,
5120004,VISIT LEVEL 1 NEW W PROC , 0.09 ,,,
5120005,VISIT LEVEL 2 EST PT     , 0.09 ,,,
5120006,VISIT LEVEL 2 EST W PROC , 0.09 ,,,
5120007,VISIT LEVEL 2 NEW PT     , 0.09 ,,,
5120008,VISIT LEVEL 2 NEW W PROC , 0.09 ,,,
5120009,VISIT LEVEL 3 EST PT     , 0.09 ,,,
5120010,VISIT LEVEL 3 EST W PROC , 0.09 ,,,
5120011,VISIT LEVEL 3 NEW PT     , 0.09 ,,,
5120012,VISIT LEVEL 3 NEW W PROC , 0.09 ,,,
5120013,VISIT LEVEL 4 EST PT     , 0.09 ,,,
5120014,VISIT LEVEL 4 EST W PROC , 0.09 ,,,
5120015,VISIT LEVEL 4 NEW PT     , 0.09 ,,,
5120016,VISIT LEVEL 4 NEW W PROC , 0.09 ,,,
5120017,VISIT LEVEL 5 EST PT     , 0.09 ,,,
5120018,VISIT LEVEL 5 EST W PROC , 0.09 ,,,
5120019,VISIT LEVEL 5 NEW PT     , 0.09 ,,,
5120020,VISIT LEVEL 5 NEW W PROC , 0.09 ,,,
5120021,BIOPSY SKIN SINGLE LESION, 0.09 ,,,
5120022,BIOPSY SKIN LESION EA ADD, 0.09 ,,,
5120023,TX BURN 1ST DEG INITIAL  , 0.09 ,,,
5120024,DRESS/DEBR BURN SMALL    , 0.09 ,,,
5120025,DRESS/DEBR BURN MEDIUM   , 0.09 ,,,
5120026,DRESS/DEBR BURN LARGE    , 0.09 ,,,
5120027,CHEMICAL CAUTERIZ TISSUE , 0.09 ,,,
5120032,APPL LAYRED COMPRES BK RT, 0.09 ,,,
5120033,DEBR NON-SELECTIV SESSION, 0.09 ,,,
5120034,CLINIC PATIENT COUNT NC  , 0.09 ,,,
5120035,INST/SUPP STERL 88X-115  , 0.09 ,,,
5120036,INST/SUPP STERL 23X-30   , 0.09 ,,,
5120037,CLOSURE IMPLNT 195X-254  , 0.09 ,,,
5120038,INST/SUPP STERL 13X-17   , 0.09 ,,,
5120039,INST/SUPP STERL 17X-23   , 0.09 ,,,
5120040,INST/SUPP STERL 51X-67   , 0.09 ,,,
5120041,INST/SUPP STERL 195X-254 , 0.09 ,,,
5120042,I&D ABSCESS SIMPLE       , 0.09 ,,,
5120043,INTRALESIONAL INJ 1-7    , 0.09 ,,,
5120044,INTRALESIONAL INJ >7     , 0.09 ,,,
5130001,HYPERBARIC O2 EACH 30 MN , 0.09 ,,,
5130002,MC HBO THERAPY 1ST 15 MN , 0.09 ,,,
5130003,MC HBO THPY EA ADD 15 MN , 0.09 ,,,
5140001,VISIT LEVEL 1 EST PT     , 0.09 ,,,
5140002,VISIT LEVEL 1 EST W PROC , 0.09 ,,,
5140003,VISIT LEVEL 1 NEW PT     , 0.09 ,,,
5140004,VISIT LEVEL 1 NEW W PROC , 0.09 ,,,
5140005,VISIT LEVEL 2 EST PT     , 0.09 ,,,
5140006,VISIT LEVEL 2 EST W PROC , 0.09 ,,,
5140007,VISIT LEVEL 2 NEW PT     , 0.09 ,,,
5140008,VISIT LEVEL 2 NEW W PROC , 0.09 ,,,
5140009,VISIT LEVEL 3 EST PT     , 0.09 ,,,
5140010,VISIT LEVEL 3 EST W PROC , 0.09 ,,,
5140011,VISIT LEVEL 3 NEW PT     , 0.09 ,,,
5140012,VISIT LEVEL 3 NEW W PROC , 0.09 ,,,
5140013,VISIT LEVEL 4 EST PT     , 0.09 ,,,
5140014,VISIT LEVEL 4 EST W PROC , 0.09 ,,,
5140015,VISIT LEVEL 4 NEW PT     , 0.09 ,,,
5140016,VISIT LEVEL 4 NEW W PROC , 0.09 ,,,
5140017,VISIT LEVEL 5 EST PT     , 0.09 ,,,
5140018,VISIT LEVEL 5 EST W PROC , 0.09 ,,,
5140019,VISIT LEVEL 5 NEW PT     , 0.09 ,,,
5140020,VISIT LEVEL 5 NEW W PROC , 0.09 ,,,
5140021,CHEMODENERV NECK MSC UNI , 0.09 ,,,
5140022,CHEMODENERVTN MUSCL FACL , 0.09 ,,,
5140023,EEG AWAKE & ASLEEP       , 0.09 ,,,
5140024,EEG AWAKE & DROWSY       , 0.09 ,,,
5140025,INJ GREATER OCCIPITAL NRV, 0.09 ,,,
5140026,INJ TRIGGER PT 1-2 MUSCL , 0.09 ,,,
5140027,MUSC TST W/NRV CON CMP EA, 0.09 ,,,
5140028,NEEDLE EMG 1 EXTREMITY   , 0.09 ,,,
5140029,NEEDLE EMG 2 EXTREMITIES , 0.09 ,,,
5140030,NEEDLE EMG 3 EXTREMITIES , 0.09 ,,,
5140031,NEEDLE EMG 4 EXTREMITIES , 0.09 ,,,
5140032,NERVE CONDUCT 1-2 STUDIES, 0.09 ,,,
5140033,NERVE CONDUCT 3-4 STUDIES, 0.09 ,,,
5140034,NERVE CONDUCT 5-6 STUDIES, 0.09 ,,,
5140035,NERVE CONDUCT 7-8 STUDIES, 0.09 ,,,
5140036,NERVE CONDUCT>=13 STUDIES, 0.09 ,,,
5140037,NERVE CONDUCT11-12STUDIES, 0.09 ,,,
5140038,NERVE CONDUCT9-10 STUDIES, 0.09 ,,,
5140039,NEUROPSYCH TEST TECH 1HR , 0.09 ,,,
5140040,POSTUROGRAPHY            , 0.09 ,,,
5140041,REPROGRAM CSF SHUNT      , 0.09 ,,,
5140042,SHUNT TUBE/RESVR ASP/INJ , 0.09 ,,,
5140043,US DPLX EXTRACRAN CMP BIL, 0.09 ,,,
5140044,KIT/PACK DISP 431X-561   , 0.09 ,,,
5140045,CATH DRAINAGE 730X-949   , 0.09 ,,,
5140046,KIT/PACK DISP 254X-331   , 0.09 ,,,
5140047,KIT/PACK DISP 195X-254   , 0.09 ,,,
5140048,CATH DRAINAGE 150X-195   , 0.09 ,,,
5140049,INST/SUPP STERL 195X-254 , 0.09 ,,,
5140050,CHEMODENE MSC FAC CERV BI, 0.09 ,,,
5150001,PET BRAIN METABOLIC EVAL ," 5,150.00 ",,,
5150002,PET WHOLE BODY           ," 7,237.00 ",,,
5150003,PET W CT SKULL THGH      ," 10,283.00 ",,,
5150004,PET SKULL MIDTHIGH       ," 7,223.00 ",,,
5150005,PET W CT WHOLE BODY      ," 10,488.00 ",,,
5150006,PET MELANOMA NON-COVERED ," 7,301.00 ",,,
5150007,PET BREAST CA DX/STAGING ," 7,619.00 ",,,
5150008,PET 3D WO SEPARATE WKSTAT," 2,356.00 ",,,
5150009,PET 3D W SEPARATE WKSTATN," 1,367.00 ",,,
5160000,VENIPUNCTURE NON LAB     ,0,2,,
5160022,XR THORACOLUM JUNCT>=2 VW,0,2,,
5160023,XR LUMBAR SPINE 2 OR 3 VW,0,2,,
5160024,XR LUMBAR SPINE 2OR3V FY ,0,2,,
5160035,MA SURGIC SPECIMEN EA FY ,0,2,,
5160036,MA SURGICAL SPECIMEN EA  ,0,2,,
5160041,US ABD COMPLETE WO CON   ,0,2,,
5160042,US ABDOMEN WO CON LIMITED,0,2,,
5160043,US PREG<14WK SNGL1ST GEST,0,2,,
5160044,US TRANSVAGINAL          , -   ,,,
5160045,US PELVIS NON OB COMP    ,0,2,,
5160046,US PELVIS NON OB LTD F/U ,0,2,,
5160047,US GUIDED NEEDL PLACEMENT,0,2,,
5160050,MA BREAST TOMO DIG DX BIL,0,2,,
5160051,MA BRST TOMO DIG DX BI FY,0,2,,
5160052,MA BRST TOMO DIG SC BI FY,0,2,,
5160053,MA BRST TOMO DIG SCRN BIL,0,2,,
5160054,MA MAM DX BCEDP CAD BI FY,0,2,,
5160055,MA MAMMO DIAG W CAD BI FY,0,2,,
5160056,MA MAMMO DIAG W CAD BIL  ,0,2,,
5160057,MA MAMMO DX BCEDP CAD BIL,0,2,,
5160058,MA MAMMO SCREEN CAD BI FY,0,2,,
5160059,MA MAMMO SCREEN W CAD BIL,0,2,,
5200001,PUMP PORTABL REFILL/MAINT, 0.09 ,,,
5200002,IRRIG IMPLANTED VEN ACCES, 0.09 ,,,
5200006,CHEMO IV PUSH INITIAL    , 0.09 ,,,
5200007,CHEMO IV PUSH EA ADD     , 0.09 ,,,
5200008,CHEMO INF INIT 1ST HR    , 0.09 ,,,
5200009,CHEMO INF EA ADD HR      , 0.09 ,,,
5200010,CHEMO IV INF PUMP PROLONG, 0.09 ,,,
5200011,CHEMO INF EA SEQ 1ST HR  , 0.09 ,,,
5200013,CHEMO ART INF INIT 1ST HR, 0.09 ,,,
5200014,CHEMO ART INF EA ADD HR  , 0.09 ,,,
5200015,CHEM ART INF PUMP PROLONG, 0.09 ,,,
5200017,CHEMO ADMIN INTRATHECAL  , 0.09 ,,,
5200019,VISIT LEVEL 1 NEW PT     , 0.09 ,,,
5200020,VISIT LEVEL 1 NEW W PROC , 0.09 ,,,
5200021,VISIT LEVEL 2 NEW PT     , 0.09 ,,,
5200022,VISIT LEVEL 2 NEW W PROC , 0.09 ,,,
5200023,VISIT LEVEL 3 NEW PT     , 0.09 ,,,
5200024,VISIT LEVEL 3 NEW W PROC , 0.09 ,,,
5200025,VISIT LEVEL 4 NEW PT     , 0.09 ,,,
5200026,VISIT LEVEL 4 NEW W PROC , 0.09 ,,,
5200027,VISIT LEVEL 5 NEW PT     , 0.09 ,,,
5200028,VISIT LEVEL 5 NEW W PROC , 0.09 ,,,
5200029,VISIT LEVEL 1 EST PT     , 0.09 ,,,
5200030,VISIT LEVEL 1 EST W PROC , 0.09 ,,,
5200031,VISIT LEVEL 2 EST PT     , 0.09 ,,,
5200032,VISIT LEVEL 2 EST W PROC , 0.09 ,,,
5200033,VISIT LEVEL 3 EST PT     , 0.09 ,,,
5200034,VISIT LEVEL 3 EST W PROC , 0.09 ,,,
5200035,VISIT LEVEL 4 EST PT     , 0.09 ,,,
5200036,VISIT LEVEL 4 EST W PROC , 0.09 ,,,
5200037,VISIT LEVEL 5 EST PT     , 0.09 ,,,
5200038,VISIT LEVEL 5 EST W PROC , 0.09 ,,,
5200039,CHEMO SQ/IM NONHORMONAL  , 0.09 ,,,
5200040,CHEMO SQ/IM HORMONAL     , 0.09 ,,,
5200044,TRANSFUS BLOOD/COMP 1HR  , 0.09 ,,,
5200045,TRANSFUS BLOOD/COMP 2HR  , 0.09 ,,,
5200046,TRANSFUS BLOOD/COMP 3HR  , 0.09 ,,,
5200047,TRANSFUS BLOOD/COMP 4HR  , 0.09 ,,,
5200048,TRANSFUS BLOOD/COMP 5HR  , 0.09 ,,,
5200049,TRANSFUS BLOOD/COMP 6HR  , 0.09 ,,,
5200050,TRANSFUS BLOOD/COMP 7HR  , 0.09 ,,,
5200051,TRANSFUS BLOOD/COMP 8HR  , 0.09 ,,,
5200052,TRANSFUS BLOOD/COMP >8HR , 0.09 ,,,
5200053,BLOOD COLLECTION VAD     , 0.09 ,,,
5200054,BLOOD COLLECTION PICC    , 0.09 ,,,
5200055,INF IV HYDRA INIT 31-60MN, 0.09 ,,,
5200056,INF IV HYDRAT EA ADD HR  , 0.09 ,,,
5200057,INF TX/DX/PRO INIT 1ST HR, 0.09 ,,,
5200058,INF TX/DX/PRO EA ADD HR  , 0.09 ,,,
5200059,INF TX/DX/PRO SEQ 1HR    , 0.09 ,,,
5200060,INF TX/DX CONCURRENT     , 0.09 ,,,
5200061,INJ TX/DX/PROPH SUBQ/IM  , 0.09 ,,,
5200062,INJ TX/DX/PRO IVPUSH INIT, 0.09 ,,,
5200063,INJ TX/DX/PRO IV PUSH SEQ, 0.09 ,,,
5200064,INJ TX/PRO/DX IVP SME DRG, 0.09 ,,,
5200065,PHLEBOTOMY THERAPEUT     , 0.09 ,,,
5200068,CHEMO ADMIN PERIT CAV IND, 0.09 ,,,
5200070,VENIPUNCTURE NON LAB     , 0.09 ,,,
5200071,VASC ACCES THROMBL DECLOT, 0.09 ,,,
5200072,APHERESIS PLASM THERAPEUT, 0.09 ,,,
5200074,ECG 12 LEAD TRACING ONLY , 0.09 ,,,
5200075,INTRO NDL/INTRACATH VEIN , 0.09 ,,,
5200076,SURGERY LEVEL 1 1ST 30MIN, 0.09 ,,,
5200090,NACL 0.9% 1000ML INJ     , 0.09 ,,,
5200091,INS PICC WO PORT/PUMP>5YR, 0.09 ,,,
5200092,REM TUN CVA DEV W PORT/P , 0.09 ,,,
5200093,GLUCOSE BLD BY DEVICE POC, 0.09 ,,,
5200094,REPL NOTUN CV CATH WO PRT, 0.09 ,,,
5200095,P-CARE CONSULT NC        , 0.09 ,,,
5200096,REM TUN CV CATH WO PORT/P, 0.09 ,,,
5210002,OBSERVATION PER HOUR     , 168.00 ,,,
5210003,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
5210004,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
5210005,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
5210006,CARDIOVERSION ELCTIVE EXT," 10,885.00 ",,,
5210007,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
5210008,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
5210009,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
5210010,NON OBV OIB HR NC        ,0,2,,
5210011,MOD SED =>5Y 1ST 15 OTHMD, 540.00 ,,,
5210012,MOD SEDAT ADD 15M OTH MD , 227.00 ,,,
5210013,MODERATE SEDAT ADD 15MIN , 492.00 ,,,
5210014,MOD SEDAT =>5YRS 1ST 15M , 588.00 ,,,
5210015,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
5210016,INF TX/DX CONCURRENT     , 594.00 ,,,
5210017,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
5210018,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
5210019,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
5210020,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
5210021,INF IV TX/DX PUMP PROLONG, 699.00 ,,,
5220001,OBSERVATION PER HOUR     , 168.00 ,,,
5220002,NON OBV OIB HR NC        ,0,1,,
5220003,INSERT CATH BLADDER      , 303.00 ,,,
5220004,INS/REPL/DECL NONTUN/PIC ," 2,499.00 ",,,
5220005,DIRECT ADMISSION FOR OBSV, 737.00 ,,,
5220006,INJ TX/PRO/DX IVP SME DRG, 518.00 ,,,
5220007,INJ TX/DX/PRO IVPUSH INIT, 383.00 ,,,
5220008,INJ TX/DX/PRO IV PUSH SEQ, 383.00 ,,,
5220009,PHLEBOTOMY THERAPEUT     ," 1,092.00 ",,,
5220010,INF IV TX/DX PUMP PROLONG, 677.00 ,,,
5220011,CATH FOR SPECIMEN COLLECT, 396.00 ,,,
5220012,IRRIG IMPLANTED VEN ACCES, 157.00 ,,,
5220013,INJ TX/DX/PRO INTRA-ARTER, 279.00 ,,,
5220015,VENIPUNCTURE NON LAB     , 45.00 ,,,
5220016,TRANSFUS BLD/BLD COMP    ," 2,420.00 ",,,
5220017,INF TX/DX/PRO SEQ 1HR    , 937.00 ,,,
5220018,INF TX/DX CONCURRENT     , 594.00 ,,,
5220019,INJ TX/DX/PROPH SUBQ/IM  , 149.00 ,,,
5220020,INF IV HYDRAT EA ADD HR  , 660.00 ,,,
5220021,INF IV HYDRA INIT 31-60MN, 865.00 ,,,
5220022,INF TX/DX/PRO INIT 1ST HR," 1,030.00 ",,,
5220023,INF TX/DX/PRO EA ADD HR  , 660.00 ,,,
6100001,MR IMAGE COPY NC         ,0,1,,
6100002,MR TELERADIOGRPY/EXAM NC ,0,1,,
6100003,ARTHROGRAM SHOULDER INJ  , 402.00 ,,,
6100004,MR SPECTROSCOPY          ," 3,594.00 ",,,
6100005,MR BREAST WO&W CON BIL   ," 5,352.00 ",,,
6100006,MR BREAST W CON BIL      ," 3,352.00 ",,,
6100007,MR BREAST WO CON BIL     ," 4,275.00 ",,,
6100008,MR BREAST WO&W CON RT    ," 3,741.00 ",,,
6100009,MR BREAST WO&W CON LT    ," 3,741.00 ",,,
6100010,MR BREAST W CON RT       ," 2,941.00 ",,,
6100011,MR BREAST W CON LT       ," 2,941.00 ",,,
6100012,MR BREAST WO CON RT      ," 2,941.00 ",,,
6100013,MR BREAST WO CON LT      ," 2,941.00 ",,,
6100014,MR ANGIO ABDOMEN WO&W CON," 2,178.00 ",,,
6100015,MR ANGIO ABDOMEN WO CON  ," 2,178.00 ",,,
6100016,MR ANGIO ABDOMEN W CON   ," 2,178.00 ",,,
6100017,MR ABDOMEN WO&W CON      ," 26,445.00 ",,,
6100018,MR ABDOMEN W CON         ," 22,962.00 ",,,
6100019,MR ABDOMEN WO CON        ," 15,835.00 ",,,
6100029,MR LOW EXTREM JNT WO&W BI," 22,484.00 ",,,
6100030,MR LOW EXTREM JNT WO&W RT," 22,484.00 ",,,
6100031,MR LOW EXTREM JNT WO&W LT," 22,484.00 ",,,
6100032,MR LOW EXTREM JNT W BIL  ," 13,464.00 ",,,
6100033,MR LOW EXTREM JNT W RT   ," 19,521.00 ",,,
6100034,MR LOW EXTREM JNT W LT   ," 19,521.00 ",,,
6100035,MR LOW EXTREM JNT WO BIL ," 13,464.00 ",,,
6100036,MR LOW EXTREM JNT WO RT  ," 13,464.00 ",,,
6100037,MR LOW EXTREM JNT WO LT  ," 13,464.00 ",,,
6100038,MR LOW EXTREM WO&W CON BI," 23,123.00 ",,,
6100039,MR LOW EXTREM WO&W CON RT," 23,123.00 ",,,
6100040,MR LOW EXTREM WO&W CON LT," 23,123.00 ",,,
6100041,MR LOW EXTREM W CON BIL  ," 20,077.00 ",,,
6100042,MR LOW EXTREM W CON RT   ," 20,077.00 ",,,
6100043,MR LOW EXTREM W CON LT   ," 20,077.00 ",,,
6100044,MR LOW EXTREM WO CON BIL ," 13,846.00 ",,,
6100045,MR LOW EXTREM WO CON RT  ," 13,846.00 ",,,
6100046,MR LOW EXTREM WO CON LT  ," 13,846.00 ",,,
6100047,MR UPP EXTREM JNT WO&W BI," 21,888.00 ",,,
6100048,MR UPP EXTREM JNT WO&W RT," 21,888.00 ",,,
6100049,MR UPP EXTREM JNT WO&W LT," 21,888.00 ",,,
6100050,MR UPP EXTREM JNT W BIL  ," 19,005.00 ",,,
6100051,MR UPP EXTREM JNT W RT   ," 19,005.00 ",,,
6100052,MR UPP EXTREM JNT W LT   ," 19,005.00 ",,,
6100053,MR UPP EXTREM JNT WO BIL ," 13,106.00 ",,,
6100054,MR UPP EXTREM JNT WO RT  ," 13,106.00 ",,,
6100055,MR UPP EXTREM JNT WO LT  ," 13,106.00 ",,,
6100056,MR UPP EXTREM WO&W BIL   ," 23,737.00 ",,,
6100057,MR UPP EXTREM WO&W CON RT," 23,737.00 ",,,
6100058,MR UPP EXTREM WO&W CON LT," 23,737.00 ",,,
6100059,MR UPP EXTREM W CON BIL  ," 5,815.00 ",,,
6100060,MR UPP EXTREM W CON RT   ," 5,815.00 ",,,
6100061,MR UPP EXTREM W CON LT   ," 5,815.00 ",,,
6100062,MR UPP EXTREM WO CON BIL ," 14,215.00 ",,,
6100063,MR UPP EXTREM WO CON RT  ," 14,215.00 ",,,
6100064,MR UPP EXTREM WO CON LT  ," 14,215.00 ",,,
6100065,MR ANGIO PELVIS WO&W CON ," 5,695.00 ",,,
6100066,MR ANGIO PELVIS W CON    ," 3,352.00 ",,,
6100067,MR ANGIO PELVIS WO CON   ," 5,352.00 ",,,
6100068,MR PELVIS WO&W CON       ," 28,873.00 ",,,
6100069,MR PELVIS W CON          ," 3,411.00 ",,,
6100070,MR PELVIS WO CON LTD     ," 17,289.00 ",,,
6100071,MR PELVIS WO CON         ," 17,289.00 ",,,
6100072,MR L SPINE WO&W CON LTD  ," 24,825.00 ",,,
6100073,MR L SPINE WO&W CON      ," 24,825.00 ",,,
6100074,MR L SPINE W CON         ," 21,557.00 ",,,
6100075,MR L SPINE WO CON LTD    ," 14,866.00 ",,,
6100076,MR L SPINE WO CON        ," 14,866.00 ",,,
6100077,MR T SPINE WO&W CON      ," 24,917.00 ",,,
6100078,MR T SPINE W CON         ," 21,634.00 ",,,
6100079,MR T SPINE WO CON LTD    ," 14,921.00 ",,,
6100080,MR T SPINE WO CON        ," 14,921.00 ",,,
6100081,MR C SPINE WO&W CON LTD  ," 24,851.00 ",,,
6100082,MR C SPINE WO&W CON      ," 24,851.00 ",,,
6100083,MR C SPINE W CON         ," 21,579.00 ",,,
6100084,MR C SPINE WO CON LTD    ," 14,882.00 ",,,
6100085,MR C SPINE WO CON        ," 14,882.00 ",,,
6100086,MR ANGIO CHEST WO&W CON  ," 2,722.00 ",,,
6100087,MR ANGIO CHEST WO CON    ," 1,890.00 ",,,
6100088,MR ANGIO CHEST W CON     ," 3,352.00 ",,,
6100089,MR CHEST WO&W CON        ," 26,968.00 ",,,
6100090,MR CHEST W CON           ," 2,792.00 ",,,
6100091,MR CHEST WO CON          ," 19,528.00 ",,,
6100092,MR BRAIN WO&W CON        ," 29,215.00 ",,,
6100093,MR BRAIN W CON           ," 25,365.00 ",,,
6100094,MR BRAIN WO CON LTD      ," 17,494.00 ",,,
6100095,MR BRAIN WO CON          ," 17,494.00 ",,,
6100096,MR ANGIO NECK WO&W CON   ," 32,692.00 ",,,
6100097,MR ANGIO NECK W CON      ," 28,385.00 ",,,
6100098,MR ANGIO NECK WO CON     ," 19,576.00 ",,,
6100099,MR ANGIO HEAD WO&W CON   ," 32,718.00 ",,,
6100100,MR ANGIO HEAD W CON      ," 28,408.00 ",,,
6100101,MR ANGIO HEAD WO CON     ," 19,592.00 ",,,
6100102,MR ORB/FAC/NECK WO&W CON ," 17,900.00 ",,,
6100103,MR ORB/FAC/NECK W CON    ," 15,574.00 ",,,
6100104,MR ORB/FAC/NECK WO CON   ," 10,740.00 ",,,
6100105,MR TMJ(S) UNI OR BIL     ," 25,028.00 ",,,
6100106,MR T SPINE WO&W CON LTD  ," 24,917.00 ",,,
6100107,MR L SPINE W CON LTD     ," 21,557.00 ",,,
6100108,MR C SPINE W CON LTD     ," 21,579.00 ",,,
6100109,MR T SPINE W CON LTD     ," 21,634.00 ",,,
6100112,MODERATE SEDAT ADD 15MIN , 504.00 ,,,
6100115,MR PELVIS WO&W CON LTD   ," 28,873.00 ",,,
6100125,MR CHOLANGIO MRCP WO CON ," 15,835.00 ",,,
6100127,XR READ OUTSIDE IMAGES NC,0,1,,
6100128,MOD SEDAT <5YRS 1ST 15M  , 995.00 ,,,
6100129,MOD SEDAT =>5YRS 1ST 15M ," 1,199.00 ",,,
6100130,MOD SED <5Y 1ST 15 OTH MD, 743.00 ,,,
6100131,MOD SED =>5Y 1ST 15 OTHMD, 552.00 ,,,
6100132,MOD SEDAT <5YRS 1ST 15M  , 0.09 ,,,
6100133,MOD SEDAT =>5YRS 1ST 15M , 0.09 ,,,
6100134,MOD SED <5Y 1ST 15 OTH MD, 0.09 ,,,
6100135,MOD SED =>5Y 1ST 15 OTHMD, 0.09 ,,,
6100150,GADOTERIDOL 279 20ML INJ , 38.00 ,,,
6100151,GADOBEN DIMEG /1ML-10MLVL, 69.00 ,,,
