CHARGE #,DESCRIPTION,PRICE,ROOM PRICE
6132625,FLUORO NEEDLE PLACEMENT,391.74,0
7503089,POLAR CUFF SHOULDER XL,391.89,0
5630389,TROCAR 3.5MM x 110MM,392.74,0
1225549,PARANEO AUTOAB WEST BLOT,393.12,0
8008641,THYROID UPTAKE ONLY,393.86,0
6100945,INJ EXTREMITY VENOGRAPHY,394.72,0
6100952,INTRO CATH SVC OR IVC LT,394.72,0
6100960,INTRO CATH SVC OR IVC RT,394.72,0
6100978,INTRO CATH SVC OR IVC BILAT,394.72,0
6101018,INTRO NDL/CTH EXT ART,394.72,0
6102255,STNT PLC CRTD PRC W/EMBL LT,394.72,0
6102263,CERV CARTID STNT PLCMENT W/O DEP,394.72,0
8248934,XR MASTOID >= 3 FY,395.04,0
7501752,CPM TRACTION SOFTWARE,395.5,0
5656376,TREPHINE KATINA 7.5,395.77,0
5656392,TREPHINE KATINA 9.5,395.77,0
2700524,IV INF THER 1ST HR,395.9,0
2700540,IV INF HYDR 1ST HR,395.9,0
4604021,IV INF HYDR 1ST HR,395.97,0
4606059,IV INF THERAP 1ST HOUR WOUND CARE,395.97,0
158261,WHFO NO JOINT PREFAB,396.85,0
1230598,MYCOBACTERIA SP PCR,397.66,0
1202381,ORGANIC ACID UR,397.7,0
8001364,MASTOID >= 3,398.99,0
8050943,XR MASTOID >= 3 FY,398.99,0
8201360,MASTOID >= 3,398.99,0
8050213,NM RRX RBC LABELED DX/0 30MCI DOSE,399.56,0
4501839,CASTING UPPER EXT,399.75,0
4604468,COLPOSCOPY W/BIOPSY,399.75,0
8500969,BEDSIDE PFT,399.81,0
1228881,CALRETICULIN PCR,400,0
5608161,GUIDE PIN ALTA 001,401.93,0
5612650,PACEMAKER REPAIR KIT .7FR,401.93,0
5612734,PACK FLUID GAS EXCHANGE,401.93,0
5656269,TIP MASKET ERGO,401.93,0
4604443,COLPOSCOPY,402.84,0
157511,NEEDLE ACUJECT VAR INJECT,403.81,0
157529,NEEDLE INTERJECT 25G 1.8MM,403.81,0
8601950,NEEDLE EMG 4 EXTREMITY,403.87,0
8601960,NEEDLE EMG 3 EXTREMITY,403.87,0
106831,BALELECTRODE,404.33,0
103077,ELECTRODE TORKPACE,404.67,0
8506966,DECLOT CATH/VAD W/AGENT THROMB,404.88,0
1228253,RED CROSS MOL LVL 4 RBC,406.25,0
6000442,INTERRO DEVICE EVAL DEFIBRILLA,406.53,0
5619515,PROSTHESIS EAR INCUS ROBIN TYPE 1,406.63,0
5619523,PROSTHESIS EAR INCUS ROBINSON 5.5,406.63,0
1007533,BACTERIAL ANTIGEN,406.9,0
6000582,HOLTER MONITOR 24-48 HOURS,407.97,0
5641352,GUIDE PIN ALTA 5235-6-032,408.24,0
5656350,TREPHINE KATINA 7.0,408.24,0
1224799,INFLUENZA A/B PCR,409.36,0
1227479,HEP E BY QUANT PCR,409.38,0
2600948,IV INF THER 1ST HR,409.54,0
2600963,IV INF HYDR 1ST HR,409.54,0
6000061,ECHO DOPPLER FU/LTD,410.1,0
1229467,CCAAT ENHANC BINDING PROT,411.7,0
5620604,RING FALOPE,412.22,0
6009567,HC DEBRIDE SLCT WND OPEN 1ST 20CM,412.38,0
6009617,HC CAUT CHEMICAL TISSUE GRANULATED,412.38,0
6009229,HC NM TAGGED RBCS,413.85,0
1228048,MUSCLE LVL IV CONS MAYO,414.15,0
8049850,XR PLC G-TUBE NASO/ORO PHYS W/FL GD,414.93,0
2300952,IV INF THER 1ST HR,415.62,0
2300986,IV INF HYDR 1ST HR,415.62,0
2401354,IV INF THER 1ST HR,415.62,0
2401370,IV INF HYDR 1ST HR,415.62,0
2500734,IV INF HYDR 1ST HR,415.62,0
5605019,CAUTERY LOOP RT ANGLE ELITE 24FR,416.46,0
6132401,UROGRAPHY ANTEGRADE S+I,416.61,0
8045130,CARDIOL  DOSE 6585750020,417.55,0
8047458,CT CALCIUM SCORING,417.74,0
1206218,PROSTAGLANDIN E2,417.9,0
3400652,ST SWALLOW DYSFUNCTION TX,417.96,0
3400728,ST EVAL SWALLOW FUNCTION,417.96,0
5658778,TRACH TUBE 7.0 XLT 70XLTCP,418.27,0
8007288,NEPHROSTOGRAM/LOOPO,418.29,0
3400751,ST EVAL SPEECH FLUENCY,418.59,0
3400769,ST SPEECH/LANGUAGE TX,418.59,0
3401361,ST EVAL SPEECH SOUND PROD,418.59,0
3401395,ST VOICE & RESONANCE,418.59,0
5667324,ENDO ELECTROSURGICAL PROBE STRYKER,418.78,0
1211689,HEPATITIS C GENOTYPE UW,419.5,0
1009018,ELUTION,419.53,0
2300747,OB TRIAGE EST 2-4 HOURS,419.87,0
8249201,XR SPINE LS 4+VIEW FY,421.32,0
5680940,LSR FIBER HOLMIUM 365 FBRNX,422.4,0
3401379,ST EVAL SOUND W/ COMP&EXP,422.81,0
157750,CLIP DEVICE RESOLUTION,422.85,0
8502075,VENT MGMNT SHORT TERM INIT DAY,422.9,0
8502095,VENT MGMNT SHORT TERM SUBSEQ DAY,422.9,0
5603022,BUTTON CERCLAGE 4.5MM,423.68,0
106815,"KIT,TRANSMYOCARDIAL",423.77,0
5672837,XEROGEL EPISTAXIS PACKING,424.43,0
5672993,SS PORT,424.43,0
8045379,STEREOTACTIC CLIP,424.47,0
8001588,XR SPINE LS 4+VIEW,425.53,0
8051112,XR SPINE LS 4+VIEW FY,425.53,0
8201584,"SPINE, LUM COMP W/OBL",425.53,0
1219682,CYTOTOXIC % REACTIVE AB,425.7,0
6009211,HC NM CARDIOLITE,426.58,0
5638317,ASPIRATOR FRIED 45 DEGREE (InstaTra,426.7,0
5638325,ASPIRATOR FRIED 90 DEGREE (InstaTra,426.7,0
5638333,ASPIRATOR STRAIGHT (InstaTrak) 1000,426.7,0
5646740,PACEMAKER INTRODUCER 16FR 676755,426.7,0
5655774,SYRINGE PRESSURE MONITORING ACCU-DI,426.7,0
8248775,XR FEMUR 2+ VIEW BILATERAL,426.82,0
8250456,XR FEMUR BILAT 2+ VIEW FY,426.82,0
8007387,INJECT DUCTOGRAM,426.89,0
5629118,SHEARS MINI AUTOSUTURE #174301,426.95,0
6230197,QUICKCROSS GUIDEWIRE,427.05,0
4603619,WOUND CARE VISIT EST LVL2,427.91,0
6009369,HC ART PHYS 1-2 LEVEL LTD BI,429.23,0
4607198,INJ JT FACET FL/CT GD C/T 3+ LVL LT,429.39,0
4607222,INJ JT FACET FL/CT GD C/T 3+ LVL RT,429.39,0
158410,HFO W/O JOINTS CF,429.86,0
158436,HO W/O JOINTS CF,429.86,0
2300325,"ULTRASOUND,FETAL/WC",429.93,0
2300788,AMNIOCENTESIS DX,429.93,0
4603197,NEG PRESS WOUND TX <=50CM,430.57,0
4603254,POWER WASH WOUND CARE,430.57,0
4603494,DEBRIDE SLCT <=20 SQ CM,430.57,0
4603502,DEBRIDE NONSELECT SESSN,430.57,0
4606489,CAUT CHEM TISS GRANULAT,430.57,0
1061654,SURG PATH PROSTATE BX,430.8,0
2600260,"BP KIT,DISP,INFANT",431,0
8049835,XR FEMUR 2+ VIEW BILATERAL,431.09,0
8052378,XR FEMUR BILAT 2+ VIEW FY,431.09,0
1212562,BACTERIA SEQ DNA AMP PR,432.4,0
8045338,SC DOSE 4556700301,432.4,0
5605563,COLLAR SYNTHES 498.011 SPINAL,432.99,0
5605589,COLLAR SYNTHES 498.811 SPINAL,432.99,0
5660451,INSERT CAPTIVE HEX 2.5MM,432.99,0
5660469,INSERT MULTI DIRECT 2.0MM,432.99,0
2300838,FETAL CONTRACTION STRESS TEST,433.45,0
6231807,CATH TLA NON-LASER DRUG COAT LVL 03,433.62,0
8050830,DXA BONE DENSITY AXIAL 1+ SITES,433.69,0
6100150,TEMP TRANCUTANEOUS PACING,434.2,0
1052166,"IRRAD BLD PROD BBA, EA",434.26,0
1213784,CELLSRCH CIRC TUMOR COMP,434.7,0
5674783,IMP BOLT LVL 01,434.74,0
1109172,"RHIG,HUMAN, FULL DOSE",435.1,0
5672852,5MM ENDO POUCH,435.75,0
8045270,DTPA DOSE,436.11,0
2100139,IV INF THER 1ST HR,436.41,0
2100253,IV INF HYDR 1ST HR,436.41,0
5605027,CAUTERY LOOP RT ANGLE ELITE 24FR,436.99,0
8100331,SUPERVISION HANDL OF RAD,437.37,0
1227784,MORPH ANALY EA MULTIPX ST,437.5,0
5673785,SUTURE LVL 07,438.17,0
5678263,TUBE SPECIALTY LVL 06,438.17,0
4502886,INCISION & DRAINAGE COMPLEX,438.97,0
5659990,RING CAPSULAR TENSION ALCON,439.17,0
8501918,PENTAMIDINE ADMIN,439.88,0
4501797,IV INF THRPY 1ST HR,440.66,0
4501961,IV INF HYDRATION 1ST HR,440.66,0
8001927,ESOPHOGRAM,440.8,0
7502974,"INTRODUCER, TRACH PORTEX",440.84,0
8002081,URETHROCYSTO RETRO,442.17,0
1228485,CULTURE VIRAL,442.88,0
4501136,ENDOTRACHEAL INTUBATION,443.25,0
4606588,WOUND CARE VISIT NEW LVL 2,443.57,0
1226018,PAI 1 LOCUS G4/G5,444.75,0
4699948,WOUND SUCTION DEVICE,444.91,0
4604310,CHEMO INF PRLNG INIT PUMP,444.98,0
5607874,GELFILM 25X50,447.08,0
1209717,INF AGNT PARVO AMP,448.13,0
1228840,HSV BY PCR CSF,448.13,0
1229434,DRUG SCRN PRESUM UR USDTL,448.38,0
8048001,XR THORACIC SPINE 4 VIEWS,448.79,0
8049637,XR SPINE LS BEND 2-3 VIEW,448.79,0
8052234,XR T SPINE 4+ VIEW FY,448.79,0
8052245,XR LS SPINE BEND 2-3 V FY,448.79,0
8052662,XR SPINE LS BEND 2-3 VIEWS,448.79,0
8052663,XR SPINE LS BEND 2-3 V FY,448.79,0
8052664,MR GAD BASE NOS 10ML,448.79,0
8052665,MR GAD BASE NOS 15ML,448.79,0
1061233,DRUG SCRN PRESUMPTIVE UR,449.38,0
5678180,AEQ REVERSED II RETROVERSION SINGLE,449.61,0
1229913,MICROSPORIDIA PCR,450,0
5637665,TUBE STOMATE GASTROSTOMY 22FR MEDIU,450.22,0
4604492,DECLOT CATH/VAD W/AGENT THROMB,450.63,0
4604500,DECLOT PORT W/AGENT,450.63,0
3400637,ST EVAL SPEECH FLUENCY,451.35,0
3400645,ST SPEECH LANGUAGE TX,451.35,0
3400660,ST EVAL FIT VOICE PROSTH,451.35,0
3400678,ST EVAL NON-SP COM DEV FACE TO FACE,451.35,0
3400686,ST THER NON SPEECH DEVICE PRG,451.35,0
3400694,ST EVAL SPEECH/COM/DEVICE 1ST HR,451.35,0
3400710,ST SPEECH GENERATING DEVICE PRG,451.35,0
3401353,ST EVAL SPEECH SOUND PROD,451.35,0
3401387,ST EVAL SOUND W/ COMP&EXP,451.35,0
3401403,ST VOICE & RESONANCE,451.35,0
3602406,OT WORK HARDENING 2HR,451.51,0
156927,RESOLUTION CLIP,451.61,0
4502357,CHG G-TUBE W/O IMAG/ENDO,451.67,0
4606851,DSG/DEBR BURN W/O ANES MED,452.76,0
6000632,HC US ART PHYS TREADMILL,452.88,0
8006991,RENAL CYST STUDY,453.18,0
8047177,US GUID PERICARDIOCENTESI,454.54,0
8247173,US GUID PERICARDIOCENTESI,454.54,0
1005131,"SWEAT CHLORIDE,IONTOPH",454.64,0
8047888,US GUIDED COMP/PSUEDOANERYSM REPAIR,455.03,0
8247884,US GUIDED COMP/PSUEDOANERYSM REPAIR,455.03,0
5658356,ENDO SCISSOR 5DCS CURV DISP RPR,455.64,0
8002073,CYSTOGRAM > = 3 VIEWS,455.95,0
8008542,INJ LUMBAR DISKOGRAPHY,456.16,0
4502423,INJ ANES TRIGEMINAL NERVE,456.19,0
8100448,TX DEVICE IMRT,456.19,0
1230093,MISC CHEMISTRY TEST,456.25,0
5608195,GUIDE PIN SYNTHES 357.399,456.4,0
5637012,TAP FOR 2.7MM CORTEX SCREWS 100MM,457.75,0
5655253,SPONGE KEEL,457.75,0
8047551,MAMMO DIGI UNILAT SCREEN,457.86,0
8052645,MAMMO DIGI UNILAT DIAG LT,457.86,0
8052656,MAMMO DIGI UNILAT DIAG RT,457.86,0
158204,EO W/O JOINTS CF,458.28,0
5673587,CLOSER PERCLOSER PROGLIDE 6F,458.5,0
1058114,HELICO PYLORI INFCT AGNT,459.36,0
1158112,HELICO PYLORI INFCT AGNT,459.36,0
5600416,BALLOON SINUS INFLATION DEVICE BID3,461.04,0
5680941,LSR FIBER HOLMIUM 365 FBRNX,462,0
126136,"BOOT,MULTI PODUS",462.26,0
6230643,CATH GUIDE LVL05,462.61,0
6230668,CATH INF NO DIALYSIS LVL03,462.61,0
8501942,E CYLINDER HELIOX 30,462.65,0
5600523,BAR SYNTHES 498.215 SPINAL,463.93,0
5600531,BAR SYNTHES 498.225 SPINAL,463.93,0
5600549,BAR SYNTHES 498.252 SPINAL,463.93,0
5600556,BAR SYNTHES 498.253 SPINAL,463.93,0
5640875,EXTRACTOR FASTAK,463.93,0
5658299,ENDO CLINCH,463.93,0
5670823,TIP KELMAN 45 DEGREE 8065750853,464,0
8246324,US PENIS,464.38,0
8247116,US SOFT TISSUE MASS,464.38,0
3400629,ST EVAL VOICE PROSTH,464.9,0
3602091,OT WORK HARDENING 2HR,465.07,0
4603262,SELECTIVE NERVE ROOT BLOCK,465.18,0
4603296,KNEE INJECTION,465.18,0
4603304,WRIST INJECTION,465.18,0
4603312,ELBOW INJECTION,465.18,0
4603320,SHOULDER INJECTION,465.18,0
4603361,BOTOX INJECTION,465.18,0
4603379,SYMPATHETIC NERVE BLOCK,465.18,0
4603403,LUMBAR PUNCTURE,465.18,0
4603411,NEUROMA INJECTION,465.18,0
4603452,CRYOABLATION,465.18,0
4603460,ELECTRO ACUPUNCTURE,465.18,0
4603544,HIP INJECTION,465.18,0
6009254,US BX ENDOMYOCARDIAL S+I,466.54,0
8001950,SM BOWEL SERIES,467.3,0
5669403,VALVULOTOME C-0104B,467.52,0
156000,CATH TWO LUMEN VENOUS MAC,467.54,0
1227800,PCA 3 ASSAY,468.47,0
5607080,ENDO GRASPERS DSG22,469,0
5640578,ENDO DISSECTOR CURVED DCD32,469,0
5600382,ASPIRATOR STRAIGHT SINUS NAVIGATION,469.4,0
5607171,ENDO PORT BALLOON OPEN 10/12MM LONG,469.78,0
5607189,ENDO PORT BALLOON OPEN 10mm SHORT,469.78,0
6207906,PERCLOSE PROGLIDE,469.9,0
1009174,"RHIG,HUMAN, FULL DOSE",469.92,0
5609334,KNIFE RETINAL,470.1,0
8045445,BREAST CLIP PLCMNT BILAT,470.57,0
1220235,MYCO PNEUMONIAE AMP PROBE,471.12,0
1060730,"BLOOD,SPLIT UNIT",473.29,0
2600518,NEONATAL CPR TRAINING,475.03,0
4501201,EPISTAXIS MODERATE,475.18,0
4502217,EPIDURAL BLOOD PATCH,476.11,0
1221910,HEMOCHROMATOSIS GENE,476.6,0
5607031,ENDO DISSECTOR CURVED 5DCD,477.44,0
3400736,ST EVAL SWALLOWING FLUORO,479.23,0
6203723,TUBING HI PRSR MERIT,481.16,0
5678412,CATH FEEDING LVL 02,481.5,0
5600374,ASPIRATOR 45 DEGREE SINUS NAVIGATIO,482.37,0
5640925,EXTRACTOR HELICAL STONE 14000,482.37,0
7500028,"KIT,CYSTOCATH 08F",482.45,0
157180,NEEDLE GASTRO SCLERO,484.76,0
5672845,PASSPORT ROBOTIC TROCAR,485.55,0
157685,FORCEP FOREIGN BODY,485.98,0
8050860,US THER IV INF INIT =<1HR,486.25,0
157016,FORCEP BIOPSY MULTIBITER,486.85,0
157024,FORCEP BIOPSY RAD JAW,486.85,0
157032,FORCEP BIOPSY RAD PED,486.85,0
157065,FORCEP BIOPSY FOREIGN BODY,486.85,0
6000483,ELECTROCARDIOGRAM TRACING,486.99,0
6207294,CATH DIL ATB 80X7X2 5F,488.44,0
6207302,CATH DIL ATB 80X7X4 5F,488.44,0
6207310,CATH DIL ATB 80X8X2 5F,488.44,0
6207328,CATH DIL ATB 80X8X4 5F,488.44,0
6207336,CATH DIL ATB 120X4X2 5F,488.44,0
6207344,CATH DIL ATB 120X4X4 5F,488.44,0
6207351,CATH DIL ATB 120X5X2 5F,488.44,0
6207369,CATH DIL ATB 120X6X2 5F,488.44,0
6207377,CATH DIL ATB 120X5X4 5F,488.44,0
6207385,CATH DIL ATB 120X6X4 5F,488.44,0
6207435,CATH DIL ATB 80X7X2 5F,488.44,0
6207443,CATH DIL ATB 80X7X4 5F,488.44,0
6207450,CATH DIL ATB 80X8X2 5F,488.44,0
6207468,CATH DIL ATB 80X8X4 5F,488.44,0
6207476,CATH DIL ATB 120X4X2 5F,488.44,0
6207484,CATH DIL ATB 120X4X4 5F,488.44,0
6207492,CATH DIL ATB 120X5X2 5F,488.44,0
6207500,CATH DIL ATB 120X6X2 5F,488.44,0
6207518,CATH DIL ATB 120X5X4 5F,488.44,0
6207526,CATH DIL ATB 120X6X4 5F,488.44,0
5663117,MANIPULATOR VCARE 60-6085-100,488.62,0
1209022,CHILD HOSP CHROMO 15-20,489.3,0
4605051,LUMBAR PUNCTURE THERAPEUTIC,491.86,0
4605390,DEST C-SPINE MUSC NEURLTC,491.86,0
4605556,INJ ANES AXILLARY NRV,491.86,0
4605572,INJ ANES CERV PLEX NRV,491.86,0
4605598,INJ ANES FEMORAL NRV SGL,491.86,0
4605606,INJ ANES GR OCCIPIT NRV,491.86,0
4605614,INJ ANES ILIOHYPOGAS NRV,491.86,0
4605630,INJ ANES INTRCOSTAL SGL,491.86,0
4605648,INJ ANES PERIPH NRV OTHER,491.86,0
4605663,INJ ANES SCIATIC NRV SGL,491.86,0
4605705,INJ ANES SUPRASCAPULAR,491.86,0
4605721,INJ ANES VAGUS NRV,491.86,0
4605747,INJ JT FACET CER/THR ADD,491.86,0
4605887,LUMBAR PUNCT THERAPEUTIC,491.86,0
4605903,INJ ANES BRACHIAL SGL,491.86,0
4606000,PF LUMBAR PUNCT THERAPEUTIC,491.86,0
4605176,INJ EPID TRANSFOR C/T ADD,493.4,0
4605192,INJ EPID TRANSFOR L/S ADD,493.4,0
1227925,T CELL AG RECEPTOR GAMMA,494.48,0
5607569,EXFIX HALF PIN 3MMX110MMX25MM,494.8,0
5612221,NERVE STIMULATOR ANTENNA,494.8,0
5655816,TAP SCREW 2.7MM x 16MM,494.8,0
5655824,TAP SCREW 2.7MM x 18MM,494.8,0
5655832,TAP SCREW 2.7MM x 20MM,494.8,0
5655840,TAP SCREW 2.7MM x 22MM,494.8,0
5655857,TAP SCREW 2.7MM x 24MM,494.8,0
5655865,TAP SCREW 2.7MM x 26MM,494.8,0
5655873,TAP SCREW 2.7MM x 28MM,494.8,0
5655881,TAP SCREW 2.7MM x 30MM,494.8,0
5655899,TAP SCREW 2.7MM x 32MM,494.8,0
5655907,TAP SCREW 2.7MM x 34MM,494.8,0
5655980,TAP SCREW 2.7MM x 65MM,494.8,0
5655998,TAP SCREW 3.5MM x 22MM,494.8,0
5656004,TAP SCREW 3.5MM x 24MM,494.8,0
5656012,TAP SCREW 3.5MM x 26MM,494.8,0
5656020,TAP SCREW 3.5MM x 28MM,494.8,0
5656038,TAP SCREW 3.5MM x 30MM,494.8,0
5656046,TAP SCREW 3.5MM x 32MM,494.8,0
5656053,TAP SCREW 3.5MM x 34MM,494.8,0
5656137,TAP SCREW 3.5MMX16MM,494.8,0
5656145,TAP SCREW 3.5MMX18MM,494.8,0
5656152,TAP SCREW 3.5MMX20MM,494.8,0
5663448,TUBE MEDULLARY 355.006,495.37,0
6009351,HC US GUIDED PERICARDIOCENTESIS S&I,495.64,0
5606892,ENDO BABCOCK BB10,496.46,0
5658315,ENDO BABCOCK,496.46,0
155424,POLARCARE KNEE LG COMBO,497.05,0
5673330,ALLOGRAFT TUBE STRAIGHT 227010,498.02,0
6103337,US GD VA EVL SITE PRM REC,498.71,0
4500534,"EMERG CLASS VI/Q15""",499.62,0
1213552,HLA TYPING MULTI ANTIGEN,500.15,0
8047920,US GUIDANCE ENDOMYOCARDIAL BIOPSY,500.63,0
8048456,NM LUNG VENT AEROSOL SCAN,500.63,0
8047151,US GUIDANCE INTRA-OP,501.18,0
1220326,CYTO FISH URINARY TRACT,501.65,0
1212059,PANCREATIC POLYPEPTIDE,503.13,0
8244550,US LWR EXT ARTERIES UNI,503.16,0
8244600,US LWR EXT-ARTERIES UNI,503.16,0
157644,MESH MARLEX 3X6,503.53,0
2301257,OB TRIAGE NEW 2-4 HRS,503.79,0
4603486,NEG PRESS WOUND TX >50CM,503.94,0
8002347,FLUORO < = 1 HOUR,505.26,0
8002495,XR FLUORO NDL GD/LOC SPINE,505.26,0
8006868,FLOUROSCOPIC GUIDANCE,505.26,0
8007361,FLUORO LOCAL BIOP/ASP,505.26,0
8100662,RAD/IV PUSH SINGLE/INITIAL DRUG,505.51,0
8500209,CPAP SETUP INFANT,506.95,0
5605613,CUP SYNTHES 390.006,507.2,0
5619424,PROSTHESIS EAR CERAVITAL PARTIAL OS,507.2,0
5637038,TAP FOR 4.5MM 311.46,507.2,0
1052125,CRYOPRECIPITATE EACH UNIT,507.38,0
155432,POLARCARE KNEE XL COMBO,508.6,0
158923,STAPLER ENDO GIA ULTRA,508.78,0
157305,TUBE GASTRO 16FR 20ML,509.61,0
157313,TUBE GASTRO 24FR 20ML,509.61,0
157321,TUBE GASTRO 16FR W/STYLET,509.61,0
157339,TUBE GASTRO 12FR MIC-G,509.61,0
157347,TUBE GASTRO 14FR 5ML,509.61,0
8050494,US BREAST COMPLETE BI,509.64,0
8050502,US BREAST LIMITED BI,509.64,0
158444,HFO DYNAMIC CF,509.81,0
6132641,SHUNT PATENCY,510.46,0
157537,NET ROTH RETRIEVAL 1.8MM,515.07,0
157545,NET ROTH RETRIEVAL 2.5MM,515.07,0
8500944,"FVC,FEV1",515.38,0
6131429,INTRO CATH SVC/IVC,515.47,0
7502750,"CATH,TEMP",515.7,0
1204106,B-2 TRANSFERRIN,515.9,0
1222181,KRAS MUTATION,516,0
8001463,SIALOGRAM,517.08,0
5658331,ENDO BABCOCK 5BB RPR,517.1,0
6131932,TRANSFUSION BLOOD/COMP,517.79,0
1059583,IHC HERCEP INITIAL AB,519.48,0
5670559,IMPLANT HOLE COVER S&N 71336500,519.62,0
8004657,CT PELVIS W/O CONT,519.99,0
8204653,CT PELVIS W/O CONT,519.99,0
7502883,CV CATH DBL LUMEN,520,0
6230525,CATH ANGIO NONLASER LVL01,520.31,0
6230582,GUIDEWIRE LVL04,520.31,0
6230841,CATH INTRAVASC US LVL 01,520.31,0
5657556,HANDLE SMART THERMAL STAPES IMPLANT,520.89,0
5679980,IMP CABLE LVL 02,521.63,0
8002115,HYSTEROSALPINGOGRAM,522.9,0
5640909,EXTRACTOR HELICAL STONE 13000,523.86,0
8002032,UROGRAPHY INTRAVENOUS,524.31,0
7501059,"KIT,CYSTOCATH 12F",524.32,0
5673793,SUTURE LVL 08,525.16,0
5673967,IMP SCREW LVL 07,525.16,0
5674106,IMP ROD/NAIL LVL 02,525.16,0
5674304,BLADE LVL 05,525.16,0
5674411,IMP PLATE LVL 03,525.16,0
5674692,NEEDLE SPECIALTY LVL 03,525.16,0
5674882,IMP PIN/WIRE LVL 03,525.16,0
5675384,CANNULA LVL 04,525.16,0
5675871,ELECTRODE ELECTROSURGICAL LVL 05,525.16,0
5676572,STAPLE RELOAD LVL 03,525.16,0
5676770,ANCHOR LVL 05,525.16,0
5676929,CROWN LVL 07,525.16,0
5677182,ENDO TROCARS LVL 05,525.16,0
5677547,GUIDE WIRE LVL 05,525.16,0
5677786,PEG LVL 07,525.16,0
5677885,SHEATH LVL 07,525.16,0
5678115,STENTS LVL 07,525.16,0
5678271,TUBE SPECIALTY LVL 07,525.16,0
5678354,IMP TUBE TRACH LVL 03,525.16,0
5678537,WIRE GUIDE LVL 04,525.16,0
5678636,IMP CATH PORT INDWELLING LVL 03,525.16,0
5678768,CATH URETHRAL LVL 05,525.16,0
5678933,CATH INTRAVASCULAR US LVL 01,525.16,0
8052703,MR BREAST BI W/O CONT,525.26,0
8052704,MR BREAST LT W/O CONT,525.26,0
8052705,MR BREAST RT W/O CONT,525.26,0
5638143,ACCESSORY KIT MEDTRONIC,525.74,0
5612775,PACK SHOULDER PBDS,525.79,0
5667670,GASTROSTOMY PEG-24-PULL-SSK-S,526.18,0
8052623,MAMMO DIGI BILAT SCREEN,526.58,0
8052634,MAMMO DIGI BILAT DIAG,526.58,0
8249401,XR L SPINE COMP W/BEND FY,526.72,0
8002388,OSSEOUS SURVEY COMPLETE,528.1,0
8202384,OSSEOUS SURVEY COMPLETE,528.1,0
5607221,ENDO RELOAD GIA 45-3.5 #030422,528.69,0
8046328,US PENIS,528.96,0
8047110,US SOFT TISSUE MASS,528.96,0
5620554,RELOAD TCR75 LINEAR 75MM,529.64,0
1227578,ZINC TRANSPORTER 8 AB,531.25,0
5637020,TAP FOR 4.0MM CANCELLOUS BONE SCREW,531.9,0
8008567,SPINE LUM COMP W/BEND,531.99,0
8051312,XR L SPINE COMP W/BEND FY,531.99,0
8208563,SPINE LUM COMP W/BEND,531.99,0
4609087,PAR/CUT LES HYPERKERATOTIC BGN 4+,532.16,0
6231062,CATH THROMBEC/EMBO LVL03,532.56,0
6231450,IMP CATH HEM/PER LONG TERM LVL 03,532.56,0
8050478,XR HOCM IODINE 350-399MG/120 ML,534.3,0
8003576,US NEONATAL HEAD,535.45,0
8203572,US NEONATAL HEAD,535.45,0
5640933,EXTRACTOR HELICAL STONE 14102,537.11,0
8003691,US OB LTD,538.93,0
8046310,US OB<14 WKS,538.93,0
8046435,US OB RE-EVAL,538.93,0
8046476,US OB RE-EVAL EA ADDL,538.93,0
8203697,US OB LTD,538.93,0
8246316,US OB<14 WKS,538.93,0
8246431,US OB RE-EVAL,538.93,0
8246472,US OB RE-EVAL EA ADDL,538.93,0
6103360,FLUORO <1 HOUR,541.03,0
5604822,CAUTERY FULGARATING 03FR,541.16,0
5619226,PROSTHESIS BLOOM SINGER BE2018,541.16,0
8100521,GUIDE RAD FIELD PLACEMENT,541.68,0
8004798,CT PELVIS W/CONT,542.15,0
8204794,CT PELVIS W/CONT,542.15,0
5634662,SLEEVE 5.0MM/3.5MM DRILL SLEEVE 110,544.25,0
4501284,PLACE VENOUS CENTRAL CATHETER,546,0
6009249,HC US DUPLEX ART EXT UPR UNI/LTD RT,546.55,0
6009251,HC US DUPLEX ART UP UNI/LTD LT,546.55,0
1208834,BONE MARROW TISSUE CULT,547.3,0
8007759,CT LIMITED OR LOCALIZED FOLLOWUP,547.89,0
8047565,CT ADRENALS W/O CONTRAST,547.89,0
8207755,CT LIMITED OR LOCALIZED FOLLOWUP,547.89,0
8247561,CT ADRENALS W/O CONTRAST,547.89,0
5672910,RUMI II KOH EFFICIENT 3.0CM SMALL,549.68,0
5672928,RUMI II KOH EFFICIENT 3.5CM MEDIUM,549.68,0
5672936,RUMI II KOH EFFICIENT 4.0CM LARGE,549.68,0
7502511,"TUBE,TRACH,SHILEY #00",549.72,0
7502529,"TUBE,TRACH,SHILEY #0",549.72,0
7502537,"TUBE,TRACH,SHILEY #1",549.72,0
5619879,PROSTHESIS EAR STAPES #33125,550.48,0
6231427,FLOSEAL HEMOSTATIC MATRIX 5ML,551.11,0
8007957,ESOPHOGRAM W/VIDEO,551.17,0
4501722,PERIOCARDIOCENTESIS TRAY,551.33,0
4607644,FLUORO NDL GD/LOC SPINE,551.53,0
5606900,ENDO BABCOCK BB5,552.55,0
5607197,ENDO POUCH ETHICON,552.55,0
5603295,CAP TI FOR SOLID TIBIAL NAIL,553.52,0
8008476,THYROID SCAN,555.32,0
4607750,LARYNGOSC W/STROBOSCPY,555.86,0
8243677,US EXTREMITY-VENOUS UNI,556.3,0
8244386,US EXTREMITY-VENOUS UNI,556.3,0
