Charge Code,NRV,CPT,Discription,Price,,,,
5800033,0434,G8982CL,OT CHANGING BODY POSITION GOAL CL,0.01,,,,
5800034,0434,G8982CM,OT CHANGING BODY POSITION GOAL CM,0.01,,,,
5800035,0434,G8982CN,OT CHANGING BODY POSITION GOAL CN,0.01,,,,
5800036,0434,G8983CH,OT CHANGING BODY POSITION DC CH,0.01,,,,
5800037,0434,G8983CI,OT CHANGING BODY POSITION DC CI,0.01,,,,
5800038,0434,G8983CJ,OT CHANGING BODY POSITION DC CJ,0.01,,,,
5800039,0434,G8983CKGO,OT CHANGING BODY POSITION DC CK,0.01,,,,
5800040,0434,G8983CL,OT CHANGING BODY POSITION DC CL,0.01,,,,
5800041,0434,G8983CM,OT CHANGING BODY POSITION DC CM,0.01,,,,
5800042,0434,G8983CN,OT CHANGING BODY POSITION DC CN,0.01,,,,
5800043,0434,G8984CHGO,OT CARRYING & HANDLING OBJ CURRENT CH,0.01,,,,
5800044,0434,G8984CI,OT CARRYING & HANDLING OBJ CURRENT CI,0.01,,,,
5800045,0434,G8984CJ,OT CARRYING & HANDLING OBJ CURRENT CJ,0.01,,,,
5800046,0434,G8984CK,OT CARRYING & HANDLING OBJ CURRENT CK,0.01,,,,
5800047,0434,G8984CLGO,OT CARRYING & HANDLING OBJ CURRENT CL,0.01,,,,
5800048,0434,G8984CM,OT CARRYING & HANDLING OBJ CURRENT CM,0.01,,,,
5800049,0434,G8984CN,OT CARRYING & HANDLING OBJ CURRENT CN,0.01,,,,
5800050,0434,G8985CHGO,OT CARRYING & HANDLING OBJ GOAL CH,0.01,,,,
5800051,0434,G8985CI,OT CARRYING & HANDLING OBJ GOAL CI,0.01,,,,
5800052,0434,G8985CJ,OT CARRYING & HANDLING OBJ GOAL CJ,0.01,,,,
5800053,0434,G8985CK,OT CARRYING & HANDLING OBJ GOAL CK,0.01,,,,
5800054,0434,G8985CL,OT CARRYING & HANDLING OBJ GOAL CL,0.01,,,,
5800055,0434,G8985CM,OT CARRYING & HANDLING OBJ GOAL CM,0.01,,,,
5800056,0434,G8985CNGO,OT CARRYING & HANDLING OBJ GOAL CN,0.01,,,,
5800057,0434,G8986CH,OT CARRYING & HANDLING OBJ DC CH,0.01,,,,
5800058,0434,G8986CIGO,OT CARRYING & HANDLING OBJ DC CI,0.01,,,,
5800059,0434,G8986CJ,OT CARRYING & HANDLING OBJ DC CJ,0.01,,,,
5800060,0434,G8986CKGO,OT CARRYING & HANDLING OBJ DC CK,0.01,,,,
5800061,0434,G8986CL,OT CARRYING & HANDLING OBJ DC CL,0.01,,,,
5800062,0434,G8986CMGO,OT CARRYING & HANDLING OBJ DC CM,0.01,,,,
5800063,0434,G8986CNGO,OT CARRYING & HANDLING OBJ DC CN,0.01,,,,
5800064,0434,G8987CHGO,OT SELF CARE CURRENT CH,0.01,,,,
5800065,0434,G8987CIGO,OT SELF CARE CURRENT CI,0.01,,,,
5800066,0434,G8987CJGO,OT SELF CARE CURRENT CJ,0.01,,,,
5800067,0434,G8987CKGO,OT SELF CARE CURRENT CK,0.01,,,,
5800068,0434,G8987CL,OT SELF CARE CURRENT CL,0.01,,,,
5800069,0434,G8987CM,OT SELF CARE CURRENT CM,0.01,,,,
5800070,0434,G8987CNGO,OT SELF CARE CURRENT CN,0.01,,,,
5800071,0434,G8988CH,OT SELF CARE GOAL CH,0.01,,,,
5800072,0434,G8988CI,OT SELF CARE GOAL CI,0.01,,,,
5800073,0434,G8988CJ,OT SELF CARE GOAL CJ,0.01,,,,
5800074,0434,G8988CK,OT SELF CARE GOAL CK,0.01,,,,
5800075,0434,G8988CL,OT SELF CARE GOAL CL,0.01,,,,
5800076,0434,G8988CMGO,OT SELF CARE GOAL CM,0.01,,,,
5800077,0434,G8988CNGO,OT SELF CARE GOAL CN,0.01,,,,
5800078,0434,G8989CH,OT SELF CARE DC CH,0.01,,,,
5800079,0434,G8989CI,OT SELF CARE DC CI,0.01,,,,
5800080,0434,G8989CJGO,OT SELF CARE DC CJ,0.01,,,,
5800081,0434,G8989CK,OT SELF CARE DC CK,0.01,,,,
5800082,0434,G8989CLGO,OT SELF CARE DC CL,0.01,,,,
5800083,0434,G8989CMGO,OT SELF CARE DC CM,0.01,,,,
5800084,0434,G8989CNGO,OT SELF CARE DC CN,0.01,,,,
5800085,0434,G8990CH,OT OTHER PRIMARY FXNL LIMT CURRENT CH,0.01,,,,
5800086,0434,G8990CIGO,OT OTHER PRIMARY FXNL LIMT CURRENT CI,0.01,,,,
5800087,0434,G8990CJ,OT OTHER PRIMARY FXNL LIMT CURRENT CJ,0.01,,,,
5800088,0434,G8990CK,OT OTHER PRIMARY FXNL LIMT CURRENT CK,0.01,,,,
5800089,0434,G8990CLGO,OT OTHER PRIMARY FXNL LIMT CURRENT CL,0.01,,,,
5800090,0434,G8990CM,OT OTHER PRIMARY FXNL LIMT CURRENT CM,0.01,,,,
5800091,0434,G8990CNGO,OT OTHER PRIMARY FXNL LIMT CURRENT CN,0.01,,,,
5800092,0434,G8991CH,OT OTHER PRIMARY FXNL LIMT GOAL CH,0.01,,,,
5800093,0434,G8991CI,OT OTHER PRIMARY FXNL LIMT GOAL CI,0.01,,,,
5800094,0434,G8991CJ,OT OTHER PRIMARY FXNL LIMT GOAL CJ,0.01,,,,
5800095,0434,G8991CK,OT OTHER PRIMARY FXNL LIMT GOAL CK,0.01,,,,
5800096,0434,G8991CL,OT OTHER PRIMARY FXNL LIMT GOAL CL,0.01,,,,
5800097,0434,G8991CMGO,OT OTHER PRIMARY FXNL LIMT GOAL CM,0.01,,,,
5800098,0434,G8991CN,OT OTHER PRIMARY FXNL LIMT GOAL CN,0.01,,,,
5800099,0434,G8992CH,OT OTHER PRIMARY FXNL LIMT DC CH,0.01,,,,
5800100,0434,G8992CI,OT OTHER PRIMARY FXNL LIMT DC CI,0.01,,,,
5800101,0434,G8992CJGO,OT OTHER PRIMARY FXNL LIMT DC CJ,0.01,,,,
5800102,0434,G8992CK,OT OTHER PRIMARY FXNL LIMT DC CK,0.01,,,,
5800103,0434,G8992CL,OT OTHER PRIMARY FXNL LIMT DC CL,0.01,,,,
5800104,0434,G8992CM,OT OTHER PRIMARY FXNL LIMT DC CM,0.01,,,,
5800105,0434,G8992CNGO,OT OTHER PRIMARY FXNL LIMT DC CN,0.01,,,,
5800106,0434,G8993CH,OT OTHER SECONDARY FXNL LIMT CURRENT CH,0.01,,,,
5800107,0434,G8993CIGO,OT OTHER SECONDARY FXNL LIMT CURRENT CI,0.01,,,,
5800108,0434,G8993CJ,OT OTHER SECONDARY FXNL LIMT CURRENT CJ,0.01,,,,
5800109,0434,G8993CKGO,OT OTHER SECONDARY FXNL LIMT CURRENT CK,0.01,,,,
5800110,0434,G8993CL,OT OTHER SECONDARY FXNL LIMT CURRENT CL,0.01,,,,
5800111,0434,G8993CM,OT OTHER SECONDARY FXNL LIMT CURRENT CM,0.01,,,,
5800112,0434,G8993CNGO,OT OTHER SECONDARY FXNL LIMT CURRENT CN,0.01,,,,
5800113,0434,G8994CH,OT OTHER SECONDARY FXNL LIMT GOAL CH,0.01,,,,
5800114,0434,G8994CI,OT OTHER SECONDARY FXNL LIMT GOAL CI,0.01,,,,
5800115,0434,G8994CJ,OT OTHER SECONDARY FXNL LIMT GOAL CJ,0.01,,,,
5800116,0434,G8994CK,OT OTHER SECONDARY FXNL LIMT GOAL CK,0.01,,,,
5800117,0434,G8994CL,OT OTHER SECONDARY FXNL LIMT GOAL CL,0.01,,,,
5800118,0434,G8994CMGO,OT OTHER SECONDARY FXNL LIMT GOAL CM,0.01,,,,
5800119,0434,G8994CN,OT OTHER SECONDARY FXNL LIMT GOAL CN,0.01,,,,
5800120,0434,G8995CH,OT OTHER SECONDARY FXNL LIMT DC CH,0.01,,,,
5800121,0434,G8995CI,OT OTHER SECONDARY FXNL LIMT DC CI,0.01,,,,
5800122,0434,G8995CJ,OT OTHER SECONDARY FXNL LIMT DC CJ,0.01,,,,
5800123,0434,G8995CK,OT OTHER SECONDARY FXNL LIMT DC CK,0.01,,,,
5800124,0434,G8995CL,OT OTHER SECONDARY FXNL LIMT DC CL,0.01,,,,
5800125,0434,G8995CMGO,OT OTHER SECONDARY FXNL LIMT DC CM,0.01,,,,
5800283,0430,G0283,OT E-STIM BASIC,170.00,,,,
5801452,0430,97016,VASOPNEUM DVCE,36.00,,,,
5801800,0434,,OT EVAL INIT 30 MIN MCAL,608.00,,,,
5801802,0434,,OT EVAL ADDL 15 MIN MCAL,304.00,,,,
5801804,0430,,OT TX INIT 30 MIN MCAL,262.00,,,,
5801810,0430,,OT TX EA ADDL 15MIN MCAL,133.00,,,,
5801814,0430,X4112,OT THER GRP EA15MIN MCAL,133.00,,,,
5805180,0430,97140,OT MANUAL THERAPY EA 15M,173.00,,,,
5805200,0430,97165,OT EVAL LOW COMPLX,276.00,,,,
5805202,0430,97166,OT EVAL MOD COMPLX,766.00,,,,
5805206,0430,97167GO,OT EVAL HIGH COMPLX,811.00,,,,
5805210,0434,97168,OT RE-EVAL INTERM,448.00,,,,
5805212,0434,97168,OT RE-EVAL EXT,875.00,,,,
5805248,0430,97018,OT PARAFFIN BATH BSC,242.00,,,,
5805266,0430,97032,OT E-STIM MAN EA 15 BSC,222.00,,,,
5805284,0430,97035,OT US EA 15 BASIC,181.00,,,,
5805296,0430,97110,OT THERAPTC EXER EA 15,196.00,,,,
5805300,0430,97112,OT NEUROMUSC RE-EDUC EA1,168.00,,,,
5805312,0430,97530,OT THERAPTC ACT EA 15,181.00,,,,
5805316,0430,97535,OT SLF CARE HM MGMT EA15,201.00,,,,
5805344,0430,97760,ORTH MGMT/ TRN/UP/LR 15,385.00,,,,
5805356,0430,97762,CKOUT PROS/ORTH EA 15,122.00,,,,
5805664,0430,97542,OT WHLCHR TRN EA 15,69.00,,,,
5807545,0430,97533,OT SENSRY INTRGRN EA15,133.00,,,,
5900001,0444,G8996CH,ST SWALLOWING CURRENT CH,0.01,,,,
5900002,0444,G8996CI,ST SWALLOWING CURRENT CI,0.01,,,,
5900003,0444,G8996CJ,ST SWALLOWING CURRENT CJ,0.01,,,,
5900004,0444,G8996CK,ST SWALLOWING CURRENT CK,0.01,,,,
5900005,0444,G8996CL,ST SWALLOWING CURRENT CL,0.01,,,,
5900006,0444,G8996CM,ST SWALLOWING CURRENT CM,0.01,,,,
5900007,0444,G8996CN,ST SWALLOWING CURRENT CN,0.01,,,,
5900008,0444,G8997CH,ST SWALLOWING GOAL CH,0.01,,,,
5900009,0444,G8997CI,ST SWALLOWING GOAL CI,0.01,,,,
5900010,0444,G8997CJ,ST SWALLOWING GOAL CJ,0.01,,,,
5900011,0444,G8997CK,ST SWALLOWING GOAL CK,0.01,,,,
5900012,0444,G8997CL,ST SWALLOWING GOAL CL,0.01,,,,
5900013,0444,G8997CM,ST SWALLOWING GOAL CM,0.01,,,,
5900014,0444,G8997CN,ST SWALLOWING GOAL CN,0.01,,,,
5900015,0444,G8998CH,ST SWALLOWING DC CH,0.01,,,,
5900016,0444,G8998CI,ST SWALLOWING DC CI,0.01,,,,
5900017,0444,G8998CJ,ST SWALLOWING DC CJ,0.01,,,,
5900018,0444,G8998CK,ST SWALLOWING DC CK,0.01,,,,
5900019,0444,G8998CLGN,ST SWALLOWING DC CL,0.01,,,,
5900020,0444,G8998CM,ST SWALLOWING DC CM,0.01,,,,
5900021,0444,G8998CN,ST SWALLOWING DC CN,0.01,,,,
5900022,0444,G8999CH,ST MOTOR SPEECH CURRENT CH,0.01,,,,
5900023,0444,G8999CI,ST MOTOR SPEECH CURRENT CI,0.01,,,,
5900024,0444,G8999CJ,ST MOTOR SPEECH CURRENT CJ,0.01,,,,
5900025,0444,G8999CKGN,ST MOTOR SPEECH CURRENT CK,0.01,,,,
5900026,0444,G8999CLGN,ST MOTOR SPEECH CURRENT CL,0.01,,,,
5900027,0444,G8999CM,ST MOTOR SPEECH CURRENT CM,0.01,,,,
5900028,0444,G8999CN,ST MOTOR SPEECH CURRENT CN,0.01,,,,
5900029,0444,G9186CH,ST MOTOR SPEECH GOAL CH,0.01,,,,
5900030,0444,G9186CI,ST MOTOR SPEECH GOAL CI,0.01,,,,
5900031,0444,G9186CJ,ST MOTOR SPEECH GOAL CJ,0.01,,,,
5900032,0444,G9186CK,ST MOTOR SPEECH GOAL CK,0.01,,,,
5900033,0444,G9186CL,ST MOTOR SPEECH GOAL CL,0.01,,,,
5900034,0444,G9186CM,ST MOTOR SPEECH GOAL CM,0.01,,,,
5900035,0444,G9186CN,ST MOTOR SPEECH GOAL CN,0.01,,,,
5900036,0444,G9158CH,ST MOTOR SPEECH DC CH,0.01,,,,
5900037,0444,G9158CI,ST MOTOR SPEECH DC CI,0.01,,,,
5900038,0444,G9158CJ,ST MOTOR SPEECH DC CJ,0.01,,,,
5900039,0444,G9158CKGN,ST MOTOR SPEECH DC CK,0.01,,,,
5900040,0444,G9158CL,ST MOTOR SPEECH DC CL,0.01,,,,
5900041,0444,G9158CM,ST MOTOR SPEECH DC CM,0.01,,,,
5900042,0444,G9158CN,ST MOTOR SPEECH DC CN,0.01,,,,
5900043,0444,G9158CH,ST SPOKEN LANG COMP CURRENT CH,0.01,,,,
5900044,0444,G9158CI,ST SPOKEN LANG COMP CURRENT CI,0.01,,,,
5900045,0444,G9158CJ,ST SPOKEN LANG COMP CURRENT CJ,0.01,,,,
5900046,0444,G9158CKGN,ST SPOKEN LANG COMP CURRENT CK,0.01,,,,
5900047,0444,G9158CL,ST SPOKEN LANG COMP CURRENT CL,0.01,,,,
5900048,0444,G9159CM,ST SPOKEN LANG COMP CURRENT CM,0.01,,,,
5900049,0444,G9158CNGN,ST SPOKEN LANG COMP CURRENT CN,0.01,,,,
5900050,0444,G9160CH,ST SPOKEN LANG COMP GOAL CH,0.01,,,,
5900051,0444,G9160CI,ST SPOKEN LANG COMP GOAL CI,0.01,,,,
5900052,0444,G9160CJGN,ST SPOKEN LANG COMP GOAL CJ,0.01,,,,
5900053,0444,G9160CK,ST SPOKEN LANG COMP GOAL CK,0.01,,,,
5900054,0444,G9160CL,ST SPOKEN LANG COMP GOAL CL,0.01,,,,
5900055,0444,G9160CM,ST SPOKEN LANG COMP GOAL CM,0.01,,,,
5900056,0444,G9160CN,ST SPOKEN LANG COMP GOAL CN,0.01,,,,
5900057,0444,G9161CH,ST SPOKEN LANG COMP DC CH,0.01,,,,
5900058,0444,G9161CI,ST SPOKEN LANG COMP DC CI,0.01,,,,
5900059,0444,G9161CJGN,ST SPOKEN LANG COMP DC CJ,0.01,,,,
5900060,0444,G9161CKGN,ST SPOKEN LANG COMP DC CK,0.01,,,,
5900061,0444,G9161CL,ST SPOKEN LANG COMP DC CL,0.01,,,,
5900062,0444,G9161CM,ST SPOKEN LANG COMP DC CM,0.01,,,,
5900063,0444,G9161CN,ST SPOKEN LANG COMP DC CN,0.01,,,,
5900064,0444,G9162CH,ST SPOKEN LANG EXPR CURRENT CH,0.01,,,,
5900065,0444,G9162CI,ST SPOKEN LANG EXPR CURRENT CI,0.01,,,,
5900066,0444,G9162CJ,ST SPOKEN LANG EXPR CURRENT CJ,0.01,,,,
5900067,0444,G9162CK,ST SPOKEN LANG EXPR CURRENT CK,0.01,,,,
5900068,0444,G9162CLGN,ST SPOKEN LANG EXPR CURRENT CL,0.01,,,,
5900069,0444,G9162CMGN,ST SPOKEN LANG EXPR CURRENT CM,0.01,,,,
5900070,0444,G9162CN,ST SPOKEN LANG EXPR CURRENT CN,0.01,,,,
5900071,0444,G9163CH,ST SPOKEN LANG EXPR GOAL CH,0.01,,,,
5900072,0444,G9163CI,ST SPOKEN LANG EXPR GOAL CI,0.01,,,,
5900073,0444,G9163CJ,ST SPOKEN LANG EXPR GOAL CJ,0.01,,,,
5900074,0444,G9163CK,ST SPOKEN LANG EXPR GOAL CK,0.01,,,,
5900075,0444,G9163CL,ST SPOKEN LANG EXPR GOAL CL,0.01,,,,
5900076,0444,G9163CM,ST SPOKEN LANG EXPR GOAL CM,0.01,,,,
5900077,0444,G9163CN,ST SPOKEN LANG EXPR GOAL CN,0.01,,,,
5900078,0444,G9164CH,ST SPOKEN LANG EXPR DC CH,0.01,,,,
5900079,0444,G9164CI,ST SPOKEN LANG EXPR DC CI,0.01,,,,
5900080,0444,G9164CJ,ST SPOKEN LANG EXPR DC CJ,0.01,,,,
5900081,0444,G9164CK,ST SPOKEN LANG EXPR DC CK,0.01,,,,
5900082,0444,G9164CL,ST SPOKEN LANG EXPR DC CL,0.01,,,,
5900083,0444,G9164CM,ST SPOKEN LANG EXPR DC CM,0.01,,,,
5900084,0444,G9164CN,ST SPOKEN LANG EXPR DC CN,0.01,,,,
5900085,0444,G9165CH,ST ATTENTION CURRENT CH,0.01,,,,
5900086,0444,G9165CI,ST ATTENTION CURRENT CI,0.01,,,,
5900087,0444,G9165CJ,ST ATTENTION CURRENT CJ,0.01,,,,
5900088,0444,G9165CK,ST ATTENTION CURRENT CK,0.01,,,,
5900089,0444,G9165CL,ST ATTENTION CURRENT CL,0.01,,,,
5900090,0444,G9165CMGN,ST ATTENTION CURRENT CM,0.01,,,,
5900091,0444,G9165CNGN,ST ATTENTION CURRENT CN,0.01,,,,
5900092,0444,G9166CHGN,ST ATTENTION GOAL CH,0.01,,,,
5900093,0444,G9165CI,ST ATTENTION GOAL CI,0.01,,,,
5900094,0444,G9166CJ,ST ATTENTION GOAL CJ,0.01,,,,
5900095,0444,G9166CK,ST ATTENTION GOAL CK,0.01,,,,
5900096,0444,G9165CL,ST ATTENTION GOAL CL,0.01,,,,
5900097,0444,G9165CM,ST ATTENTION GOAL CM,0.01,,,,
5900098,0444,G9165CNGN,ST ATTENTION GOAL CN,0.01,,,,
5900099,0444,G9167CHGN,ST ATTENTION DC CH,0.01,,,,
5900100,0444,G9167CI,ST ATTENTION DC CI,0.01,,,,
5900101,0444,G9167CJ,ST ATTENTION DC CJ,0.01,,,,
5900102,0444,G9167CK,ST ATTENTION DC CK,0.01,,,,
5900103,0444,G9167CL,ST ATTENTION DC CL,0.01,,,,
5900104,0444,G9167CM,ST ATTENTION DC CM,0.01,,,,
5900105,0444,G9167CN,ST ATTENTION DC CN,0.01,,,,
5900106,0444,G9168CH,ST MEMORY CURRENT CH,0.01,,,,
5900107,0444,G9168CI,ST MEMORY CURRENT CI,0.01,,,,
5900108,0444,G9168CJ,ST MEMORY CURRENT CJ,0.01,,,,
5900109,0444,G9168CK,ST MEMORY CURRENT CK,0.01,,,,
5900110,0444,G9168CLGN,ST MEMORY CURRENT CL,0.01,,,,
5900111,0444,G9168CM,ST MEMORY CURRENT CM,0.01,,,,
5900112,0444,G9168CN,ST MEMORY CURRENT CN,0.01,,,,
5900113,0444,G9169CHGN,ST MEMORY GOAL CH,0.01,,,,
5900114,0444,G9169CI,ST MEMORY GOAL CI,0.01,,,,
5900115,0444,G9169CJ,ST MEMORY GOAL CJ,0.01,,,,
5900116,0444,G9169CK,ST MEMORY GOAL CK,0.01,,,,
5900117,0444,G9169CL,ST MEMORY GOAL CL,0.01,,,,
5900118,0444,G9169CM,ST MEMORY GOAL CM,0.01,,,,
5900119,0444,G9169CN,ST MEMORY GOAL CN,0.01,,,,
5900120,0444,G9170CH,ST MEMORY DC CH,0.01,,,,
5900121,0444,G9170CI,ST MEMORY DC CI,0.01,,,,
5900122,0444,G9170CJ,ST MEMORY DC CJ,0.01,,,,
5900123,0444,G9170CK,ST MEMORY DC CK,0.01,,,,
5900124,0444,G9170CL,ST MEMORY DC CL,0.01,,,,
5900125,0444,G9170CM,ST MEMORY DC CM,0.01,,,,
5900126,0444,G9170CN,ST MEMORY DC CN,0.01,,,,
5900127,0444,G9171CH,ST VOICE CURRENT CH,0.01,,,,
5900128,0444,G9171CI,ST VOICE CURRENT CI,0.01,,,,
5900129,0444,G9171CJ,ST VOICE CURRENT CJ,0.01,,,,
5900130,0444,G9171CK,ST VOICE CURRENT CK,0.01,,,,
5900131,0444,G9171CL,ST VOICE CURRENT CL,0.01,,,,
5900132,0444,G9171CM,ST VOICE CURRENT CM,0.01,,,,
5900133,0444,G9171CNGN,ST VOICE CURRENT CN,0.01,,,,
5900134,0444,G9172CH,ST VOICE GOAL CH,0.01,,,,
5900135,0444,G9172CI,ST VOICE GOAL CI,0.01,,,,
5900136,0444,G9172CJ,ST VOICE GOAL CJ,0.01,,,,
5900137,0444,G9172CK,ST VOICE GOAL CK,0.01,,,,
5900138,0444,G9172CL,ST VOICE GOAL CL,0.01,,,,
5900139,0444,G9172CM,ST VOICE GOAL CM,0.01,,,,
5900140,0444,G9172CN,ST VOICE GOAL CN,0.01,,,,
5900141,0444,G9173CH,ST VOICE DC CH,0.01,,,,
5900142,0444,G9173CI,ST VOICE DC CI,0.01,,,,
5900143,0444,G9173CJ,ST VOICE DC CJ,0.01,,,,
5900144,0444,G9173CKGN,ST VOICE DC CK,0.01,,,,
5900145,0444,G9173CL,ST VOICE DC CL,0.01,,,,
5900146,0444,G9173CM,ST VOICE DC CM,0.01,,,,
5900147,0444,G9173CNGN,ST VOICE DC CN,0.01,,,,
5900148,0444,G9174CH,ST OTHER PRIMARY FXNL LIMT CURRENT CH,0.01,,,,
5900149,0444,G9174CIGN,ST OTHER PRIMARY FXNL LIMT CURRENT CI,0.01,,,,
5900150,0444,G9174CJGP,ST OTHER PRIMARY FXNL LIMT CURRENT CJ,0.01,,,,
5900151,0444,G9174CK,ST OTHER PRIMARY FXNL LIMT CURRENT CK,0.01,,,,
5900152,0444,G9174CL,ST OTHER PRIMARY FXNL LIMT CURRENT CL,0.01,,,,
5900153,0444,G9174CM,ST OTHER PRIMARY FXNL LIMT CURRENT CM,0.01,,,,
5900154,0444,G9174CN,ST OTHER PRIMARY FXNL LIMT CURRENT CN,0.01,,,,
5900155,0444,G9175CH,ST OTHER PRIMARY FXNL LIMT GOAL CH,0.01,,,,
5900156,0444,G9175CI,ST OTHER PRIMARY FXNL LIMT GOAL CI,0.01,,,,
5900157,0444,G9175CJ,ST OTHER PRIMARY FXNL LIMT GOAL CJ,0.01,,,,
5900158,0444,G9175CKGN,ST OTHER PRIMARY FXNL LIMT GOAL CK,0.01,,,,
5900159,0444,G9175CLGN,ST OTHER PRIMARY FXNL LIMT GOAL CL,0.01,,,,
5900160,0444,G9175CMGN,ST OTHER PRIMARY FXNL LIMT GOAL CM,0.01,,,,
5900161,0444,G9175CN,ST OTHER PRIMARY FXNL LIMT GOAL CN,0.01,,,,
5900162,0444,G9176CH,ST OTHER PRIMARY FXNL LIMT DC CH,0.01,,,,
5900163,0444,G9176CI,ST OTHER PRIMARY FXNL LIMT DC CI,0.01,,,,
5900164,0444,G9176CJ,ST OTHER PRIMARY FXNL LIMT DC CJ,0.01,,,,
5900165,0444,G9176CK,ST OTHER PRIMARY FXNL LIMT DC CK,0.01,,,,
5900166,0444,G9176CL,ST OTHER PRIMARY FXNL LIMT DC CL,0.01,,,,
5900167,0444,G9176CM,ST OTHER PRIMARY FXNL LIMT DC CM,0.01,,,,
5900168,0444,G9176CN,ST OTHER PRIMARY FXNL LIMT DC CN,0.01,,,,
5900169,0444,92521,ST FLUENCY EVAL,325.00,,,,
5900170,0444,92522,ST SPEECH  EVAL,325.00,,,,
5900172,0444,92523,ST LANGUAGE EVAL,325.00,,,,
5900174,0444,92524,ST VOICE EVAL,325.00,,,,
5900175,0444,92597,VOICE PROSTHETIC EVAL,132.75,,,,
5900177,0444,96125,COGNITIVE PERFORMANCE TEST,349.00,,,,
5900200,0440,,COGNITIVE REHAB  MCAL,133.00,,,,
5900202,0440,,SP THER EA 30 MIN MCAL,262.00,,,,
5901001,0440,92507GN,SPEECH/LANG TX,522.00,,,,
5901022,0440,92526GN,ST ORAL MTR TX,228.00,,,,
5902610,0444,92610GN,SP SWAL EVAL PHARYN LTD,162.00,,,,
5902611,0440,92611GN,SP EVAL CINE VIDEO,176.00,,,,
5904300,0440,,LANGUAGE EVAL M/CAL,618.00,,,,
5904301,0440,,SPEECH EVAL M/CAL,618.00,,,,
5904303,0440,,SP/LANG TX PER HR M/CAL,522.00,,,,
5905442,0940,97112,SP NEURO MUSC RE-ED,168.00,,,,
5907538,0440,97532,SP COG SKL DEV EA 15,87.00,,,,
6040283,0420,G0283GN,PT E-STIM BASIC,170.00,,,,
6041001,0440,92507GN,SP SPCH/LANG TX,522.00,,,,
6041065,0440,92526GN,SP DYSPHAGIA TX,228.00,,,,
6041404,0424,97161GP,PT EVAL LOW COMPLX,276.00,,,,
6041406,0424,97163GP,PT EVAL HIGH COMP,811.00,,,,
6041408,0424,97162GP,PT EVAL MOD COMPLX,766.00,,,,
6041410,0434,97165GO,OT EVAL LOW COMPLX,276.00,,,,
6041412,0434,97166GO,OT EVAL MOD COMPLX,766.00,,,,
6041414,0424,97164GP,PT RE-EVAL COMP,448.00,,,,
6041454,0420,97018GP,PT PARAFFIN BATH BSC,160.00,,,,
6041496,0420,97032GP,PT E-STIM MAN EA 15 BSC,222.00,,,,
6041502,0420,97033GP,PT IONTOPHOR EA 15 BSC,285.00,,,,
6041514,0420,97035GP,PT US EA15 BSC,181.00,,,,
6041538,0420,97110GP,PT THER EX EA 15,196.00,,,,
6041542,0420,97112GP,PT NEUROMUSC RE-ED EA15,168.00,,,,
6041550,0420,97116GP,PT GAIT/STR TRN EA15,222.00,,,,
6041562,0420,97530GP,PT THER ACT EA 15,181.00,,,,
6041566,0420,97535GP,PT SLF CARE/HM MGMT EA15,201.00,,,,
6041570,0420,97537GP,PT COMM/WK REINT TRN EA1,66.00,,,,
6041574,0420,97542GP,PT WHEELCHR TRN EA15,169.00,,,,
6041598,0420,97760GP,ORTH MGMT/ TRN/UP/LR 15,385.00,,,,
6041602,0420,97761,PROS TRN UPR/LWR EA 15,145.00,,,,
6041610,0420,97762GP,PT PROS/ORTH CKOUT EA 15,69.00,,,,
6041622,0420,97150GP,PT GRP1 THERAPTC PROC(2+,122.00,,,,
6041806,0434,97167GO,OT EVAL HIGH COMP,811.00,,,,
6041814,0434,97168GO,OT RE-EVAL COMP,448.00,,,,
6041848,0430,97018GO,OT PARAFFIN BATH BSC,242.00,,,,
6041866,0430,97032GO,OT E-STIM MAN EA 15 BSC,222.00,,,,
6041884,0430,97035GO,OT US EA 15 BASIC,181.00,,,,
6041896,0430,97110GO,OT THERAPTC EXER EA 15,196.00,,,,
6041900,0430,97112GO,OT NEUROMUSC RE-EDUC EA1,168.00,,,,
6041912,0430,97530GO,OT THERAPTC ACT EA 15,181.00,,,,
6041916,0430,97535GO,OT SLF CARE HM MGMT EA15,201.00,,,,
6041920,0430,97537GO,OT COMM/WK REINT TRNG 15,66.00,,,,
6041944,0430,97760GO,ORTH MGMT/TRN/UPR/LWR15,385.00,,,,
6041956,0430,97762GO,CKOUT PROS/ORTH EA 15,122.00,,,,
6041968,0430,97150GO,OT GRP 1 THER PROC 2+,122.00,,,,
6042610,0440,92610GN,SP SWAL EVAL PHARYN LTD,162.00,,,,
6042611,0440,92611GN,SP EVAL CINE VIDEO,176.00,,,,
6045178,0420,97140GP,PT MANUAL THERAPY EA 15M,173.00,,,,
6045180,0430,97140GO,OT MANUAL THERAPY EA 15M,173.00,,,,
6045442,0940,97112GN,SP NEUROMUSC RE-ED,168.00,,,,
6045664,0430,97542,OT WHLCHR TRN EA 15,169.00,,,,
6047013,0430,G0283,OT E-STIM BASIC,170.00,,,,
6047534,0440,97532,SP COG SKL DEV EA 15,87.00,,,,
6047536,0444,92521,ST FLUENCY EVAL,325.00,,,,
6047538,0444,92522,ST SPEECH EVAL,325.00,,,,
6047540,0444,92523,ST LANGUAGE EVAL,325.00,,,,
6047541,0444,92524,ST VOICE EVAL,325.00,,,,
6047542,0444,92597,VOICE PROSTHETIC EVAL,132.75,,,,
