Description,Unit Charge,,,,,,,,
PIN 6.0 HA 65X150MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA 65X200MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA 70X150MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA 70X200MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA 80X200MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA 90X200MM," $1,145.69 ",,,,,,,,
PIN 6.0 HA CANN 50X150MM," $1,145.69 ",,,,,,,,
PIN 6MMX40MM," $1,390.81 ",,,,,,,,
PIN 6MMX50MM," $1,268.70 ",,,,,,,,
PIN 6MMX60MM," $1,390.81 ",,,,,,,,
PIN 6MMX70MM," $1,252.10 ",,,,,,,,
PIN 6MMX90MM," $1,247.31 ",,,,,,,,
PIN 7/64, $5.22 ,,,,,,,,
PIN 9/64, $39.32 ,,,,,,,,
PIN AFIX 13MM," $1,060.66 ",,,,,,,,
PIN AFIX 9MM," $1,060.66 ",,,,,,,,
PIN APEX SELF TAP 5X120MM," $1,511.06 ",,,,,,,,
PIN BALL RED .028, $295.97 ,,,,,,,,
PIN BAYONET 1.8MMX370MM, $469.66 ,,,,,,,,
PIN BEATH GUIDE FEMORAL," $1,368.30 ",,,,,,,,
PIN BEATH W/SUTR HOLE, $702.14 ,,,,,,,,
PIN BONE 1/2 TI SHRT 5X40MM, $999.83 ,,,,,,,,
PIN BONE EX-FIXATION 70MM, $545.94 ,,,,,,,,
PIN BONE EXT FIX TI 5X45MM, $999.83 ,,,,,,,,
PIN BONE FIX EXT 1 2 4X120MM," $1,335.10 ",,,,,,,,
PIN BONE GUIDE SHORT 3.2MM, $869.42 ,,,,,,,,
PIN BONE PERI LOC 2.7X25MM, $852.15 ,,,,,,,,
PIN BONE PERI LOC 2.7X40MM, $898.38 ,,,,,,,,
PIN BONE SMART 2.0X20MM," $1,179.26 ",,,,,,,,
PIN BONE SMART 3.2X30MM," $1,179.26 ",,,,,,,,
PIN BONE SONICWELD 2.1X11MM, $526.80 ,,,,,,,,
PIN BONE SONICWELD 2.1X7MM, $561.16 ,,,,,,,,
PIN BONE SONICWELD 2.1X9MM, $526.80 ,,,,,,,,
PIN BONE STEINMANN STR 9/64, $17.40 ,,,,,,,,
PIN BREAK AWAY NEXGEN 0.125MM," $1,077.02 ",,,,,,,,
PIN CLAMP 20MM BLUE," $6,631.19 ",,,,,,,,
PIN CLAVICLE 2.5MM TAP," $1,031.58 ",,,,,,,,
PIN CLAVICLE 3.0MM TAP," $1,031.58 ",,,,,,,,
PIN CLAVICLE 3.8MM TAP," $1,031.58 ",,,,,,,,
PIN CLAVICLE 4.5MM TAP, $929.34 ,,,,,,,,
PIN CLAVICLE L 3.0X110MM," $4,490.83 ",,,,,,,,
PIN CORT FIX SS 60/20," $1,190.62 ",,,,,,,,
PIN CORT FIX SS 60/25," $1,315.18 ",,,,,,,,
PIN CORT OPTIMA 120X30," $1,381.58 ",,,,,,,,
PIN DISTRACTION 12MM, $388.14 ,,,,,,,,
PIN DISTRACTION 14MM, $324.33 ,,,,,,,,
PIN DISTRACTION CASPER 12MM," $3,493.10 ",,,,,,,,
PIN DISTRACTION CASPER 14MM," $3,493.10 ",,,,,,,,
PIN DRILL TIP GUIDE 3.2X300MM, $638.42 ,,,,,,,,
PIN DRILL TIP PERILOC 3.2X358, $369.78 ,,,,,,,,
PIN EXT FIX HALF SS 5X180MM," $1,219.76 ",,,,,,,,
PIN EXT FIX HALF TI 10X65MM, $686.01 ,,,,,,,,
PIN EXT FIX HALF TI 15X65MM, $686.01 ,,,,,,,,
PIN EXT FIX HALF TI 15X95MM, $747.86 ,,,,,,,,
PIN EXTERNAL FIX HALF 6X20X150," $1,145.69 ",,,,,,,,
PIN FEMORAL RIGIDFIX CRS 3.3MM," $1,803.22 ",,,,,,,,
PIN FIXATION PLATE 30MM, $915.65 ,,,,,,,,
PIN FIXATION PROVIS 2X30MM," $1,251.10 ",,,,,,,,
PIN FIXATION SCHANZ 2/3MM," $1,151.71 ",,,,,,,,
PIN FIXATION TEMP, $832.78 ,,,,,,,,
PIN FIXATION TEMP 1.1MM, $832.78 ,,,,,,,,
PIN FLEX PASSING 13.5MMX2.4MM, $794.27 ,,,,,,,,
PIN GD TIP THRDED 3.2X248, $958.88 ,,,,,,,,
PIN GDWIRE BREAKAWAY 2.4MM, $545.95 ,,,,,,,,
PIN GUIDE 1.3MMX140MM, $348.47 ,,,,,,,,
PIN GUIDE 1.6MM, $419.71 ,,,,,,,,
PIN GUIDE 1.9X300MM, $630.62 ,,,,,,,,
PIN GUIDE 2.5MM, $827.19 ,,,,,,,,
PIN GUIDE 2.8MM," $1,216.27 ",,,,,,,,
PIN GUIDE 2.8MM SMOOTH, $554.46 ,,,,,,,,
PIN GUIDE 3.2," $1,419.24 ",,,,,,,,
PIN GUIDE 3.2X230MM," $1,386.94 ",,,,,,,,
PIN GUIDE 3.2X330MM," $2,214.76 ",,,,,,,,
PIN GUIDE BRAD TIP THRD 3.2MM," $1,522.36 ",,,,,,,,
PIN GUIDE COBALT 2.8X300MM, $770.98 ,,,,,,,,
PIN GUIDE DRILL TIP 3.5MM, $635.48 ,,,,,,,,
PIN GUIDE FIXED 2.8MM, $814.62 ,,,,,,,,
PIN GUIDE FIXED 4HOLE," $1,928.60 ",,,,,,,,
PIN GUIDE OSTEOTOMY CUT, $405.26 ,,,,,,,,
PIN GUIDE PED 1.6X152MM, $419.71 ,,,,,,,,
PIN GUIDE PF DRILL 2.7X14MM," $1,890.17 ",,,,,,,,
PIN GUIDE PF DRILL 2.7X25MM," $1,890.17 ",,,,,,,,
PIN GUIDE PF DRILL 2.7X40MM," $1,890.17 ",,,,,,,,
PIN GUIDE SHORT 3.2X343MM," $1,481.58 ",,,,,,,,
PIN GUIDE STR 3.2MMX 330MM," $2,214.76 ",,,,,,,,
PIN GUIDE THRD STRL 3.2MM, $650.83 ,,,,,,,,
PIN GUIDE THREAD 3.2MMX300MM, $640.72 ,,,,,,,,
PIN GUIDE THREADED 1.3MMX140MM, $348.47 ,,,,,,,,
PIN GUIDE THREADED 3.2MM," $1,540.94 ",,,,,,,,
PIN GUIDE TIP THREAD 2.4X152, $451.30 ,,,,,,,,
PIN GUIDE TIP THREADED," $1,387.49 ",,,,,,,,
PIN GUIDE W/SUTR EYE 2.4MM, $177.77 ,,,,,,,,
PIN HALF 12MM THR APEX 2X45MM, $489.14 ,,,,,,,,
PIN HALF 30MM THREADED," $3,021.33 ",,,,,,,,
PIN HALF 3MM X 80MM, $565.82 ,,,,,,,,
PIN HALF 5MMX150MM," $1,167.90 ",,,,,,,,
PIN HALF 5MMX180MM," $1,511.06 ",,,,,,,,
PIN HALF 5X40MM," $1,268.97 ",,,,,,,,
PIN HALF JET TI 3X20MM, $677.15 ,,,,,,,,
PIN HALF RANCHO TI 6X80MM," $1,066.11 ",,,,,,,,
PIN HALF TIN 4X35MM, $747.86 ,,,,,,,,
PIN HALF TIN 6X40MM, $999.83 ,,,,,,,,
PIN HALF TIN 6X50MM, $999.83 ,,,,,,,,
PIN HALF TIN TN 3X25MM, $677.15 ,,,,,,,,
PIN HALF TINI COAT 5X40MM, $999.83 ,,,,,,,,
PIN HALF TN 3X15MM," $1,035.16 ",,,,,,,,
PIN HALFLONG 5X45MM, $999.83 ,,,,,,,,
PIN HEAD 2.5X60MM," $3,904.78 ",,,,,,,,
PIN HEAD MAZOR 2.5MM, $594.22 ,,,,,,,,
PIN HEADLESS 3.2X89MM," $2,226.52 ",,,,,,,,
PIN HEX 6MM X 80MM," $1,145.69 ",,,,,,,,
PIN HEX FIX 6MM X 20MM," $1,517.40 ",,,,,,,,
PIN HEX FIX 6MM X 25MM," $1,517.40 ",,,,,,,,
PIN HEX FIX 6MM X 30MM," $1,555.55 ",,,,,,,,
PIN HEX FIX 6MM X 35MM," $1,517.40 ",,,,,,,,
PIN HEX FIX 6MM X 45MM," $1,066.11 ",,,,,,,,
PIN HEX FIX 6MM X 55MM," $1,066.11 ",,,,,,,,
PIN HEX FIX 6MM X 65MM," $1,434.73 ",,,,,,,,
PIN HEX FIX 6MM X 75MM," $1,434.73 ",,,,,,,,
PIN HEX FIX 6X85MM," $1,434.73 ",,,,,,,,
PIN INTERTIPTHRDGUIDE 2.4X152, $271.28 ,,,,,,,,
PIN KNEE DISP STRL KIT," $2,487.14 ",,,,,,,,
PIN K-WIRE EXT FIX 5/64X9IN, $226.56 ,,,,,,,,
PIN LOCKING POLY OSS," $1,730.18 ",,,,,,,,
PIN OLIVE WM LARGE, $736.22 ,,,,,,,,
PIN PERI LOC 3.5X18MM, $806.14 ,,,,,,,,
PIN PERI-LOC 4.5MM PF 80MM SH, $806.14 ,,,,,,,,
PIN PERI-LOC TGR 3.5MM PF 18MM, $806.14 ,,,,,,,,
PIN PERI-LOC TGR 4.5MM PF 80MM, $806.14 ,,,,,,,,
PIN PF 3.5MM 18MM, $783.14 ,,,,,,,,
PIN PF 3.5MM 40MM, $870.55 ,,,,,,,,
PIN PF 3.5MM X 40, $961.15 ,,,,,,,,
PIN PF EVOS 1.5MM," $1,251.10 ",,,,,,,,
PIN PLATE FIX HOLD TEMP, $855.78 ,,,,,,,,
PIN PLATE FIX PEDILOC 15MM, $935.02 ,,,,,,,,
PIN POSITIONING CER THRD 4.5MM," $1,231.00 ",,,,,,,,
PIN PROV FIXATION 2.7X14MM, $792.34 ,,,,,,,,
PIN PULL STERILE," $1,478.92 ",,,,,,,,
PIN PUSH GRIP MICROTIA 5PK," $1,059.98 ",,,,,,,,
PIN RESORB SONIC 2.1X4MM, $561.16 ,,,,,,,,
PIN RESORB SONIC 2.1X5MM, $561.16 ,,,,,,,,
PIN RESORB STRL SONIC 2.1X4MM, $548.10 ,,,,,,,,
PIN RESORB STRL SONIC 2.1X5MM, $548.10 ,,,,,,,,
PIN SCHANZ THRD 4.0X80MM," $1,151.71 ",,,,,,,,
PIN SELF 2.7MM X 2MM," $1,554.22 ",,,,,,,,
PIN SKULL ADULT DISP, $253.71 ,,,,,,,,
PIN SKULL CLEARPOINT DISP," $1,653.82 ",,,,,,,,
PIN SKULL DISPOSABLE, $266.83 ,,,,,,,,
PIN SKULL PED DISP, $93.00 ,,,,,,,,
PIN SMART 1.5X70MM, $946.38 ,,,,,,,,
PIN SMARTPIN 1.5X40MM, $963.42 ,,,,,,,,
PIN SMARTPIN 1.5X50MM, $920.59 ,,,,,,,,
PIN SMARTPIN RESORB 1.1X20MM, $944.16 ,,,,,,,,
PIN SMARTPIN RESORB 1.1X30MM, $796.48 ,,,,,,,,
PIN SMARTPIN RESORB 1.5X10MM, $963.42 ,,,,,,,,
PIN SMARTPIN RESORB 1.5X20MM, $963.42 ,,,,,,,,
PIN SMARTPIN RESORB 1.5X30MM," $1,116.78 ",,,,,,,,
PIN SMARTPIN RESORB 1.5X60MM, $920.59 ,,,,,,,,
PIN SMARTPIN RESORB 2.0X60MM," $1,660.46 ",,,,,,,,
PIN SMARTPINRESORBABL1.1X10MM, $796.48 ,,,,,,,,
PIN SMARTPINRESORBABL2.0X70MM, $796.48 ,,,,,,,,
PIN SMOOTH GUIDE 1.6MM, $298.11 ,,,,,,,,
PIN SONICWELD 1.6X4MM, $561.16 ,,,,,,,,
PIN STEINMAN DBL DIA THRD 2MM, $76.30 ,,,,,,,,
PIN STEINMANN NS 1/8, $41.50 ,,,,,,,,
PIN STEINMANN NS 3/16, $50.20 ,,,,,,,,
PIN STEINMANN NS 3/32, $38.54 ,,,,,,,,
PIN STEINMANN NS 5/32, $47.24 ,,,,,,,,
PIN STEINMANN NS 5/64, $38.54 ,,,,,,,,
PIN STEINMANN NS 7/64, $38.54 ,,,,,,,,
PIN STEINMANN NS 9/64, $41.50 ,,,,,,,,
PIN STEINMANN SHANK 3/32IN, $622.62 ,,,,,,,,
PIN STEINMANN SHANK 9/64IN, $388.14 ,,,,,,,,
PIN STEINMANN SMOOTH NS 3/16, $303.13 ,,,,,,,,
PIN STEINMANN SMOOTH NS 7/64, $34.89 ,,,,,,,,
PIN STEINMANN THRD DIA 3/16, $81.52 ,,,,,,,,
PIN STEINMANN THRD DIA 3/32, $70.47 ,,,,,,,,
PIN STEINMANN THRD DIA NS 5/32, $398.83 ,,,,,,,,
PIN STEINMANN THRD DIA NS 7/64, $385.30 ,,,,,,,,
PIN STEINMANN THRD DIA NS 9/64, $398.83 ,,,,,,,,
PIN STEINMANN THRD NS 1/8, $73.34 ,,,,,,,,
PIN STEINMANN THRD NS 3/16, $407.92 ,,,,,,,,
PIN STEINMANN THRD NS 3/32, $70.47 ,,,,,,,,
PIN STEINMANN THRD NS 5/32, $73.34 ,,,,,,,,
PIN STEINMANN THRD NS 5/64, $70.47 ,,,,,,,,
PIN STEINMANN THRD NS 7/64, $70.47 ,,,,,,,,
PIN STEINMANN THRD NS 9/64, $73.34 ,,,,,,,,
PIN STEINMANN THRD SHANK 1/8, $79.17 ,,,,,,,,
PIN STEINMANN THRD SHANK 3/32, $76.30 ,,,,,,,,
PIN STEINMANN THRD SHANK 9/64, $79.17 ,,,,,,,,
PIN STEINMANN THRED 5.0MM," $1,038.96 ",,,,,,,,
PIN STEINMANN TYPE A THRD 5/64," $1,614.84 ",,,,,,,,
PIN STEINMANN TYPE F THRD 5/64, $403.88 ,,,,,,,,
PIN STIENMAN 3/32X9IN NONSTERI, $17.40 ,,,,,,,,
PIN TARGETER PF 40MM, $944.16 ,,,,,,,,
PIN THRD POINT STEINMAN 1/8IN, $613.76 ,,,,,,,,
PIN THRD POINT STEINMAN 3/16IN, $613.76 ,,,,,,,,
PIN THREADED  1/8, $359.78 ,,,,,,,,
PIN THREADED 3/32, $338.51 ,,,,,,,,
PIN THREADED 45MM," $4,622.23 ",,,,,,,,
PIN THREADED 5/64, $338.51 ,,,,,,,,
PIN THREADED 50MM," $4,622.23 ",,,,,,,,
PIN THREADED 60MM," $4,622.23 ",,,,,,,,
PIN THREADED 7/64, $359.78 ,,,,,,,,
PIN TI  BUTT 1.8MM/18MM, $412.46 ,,,,,,,,
PIN TI NITRIDE SHORT HALF 5X30, $999.83 ,,,,,,,,
PIN TI NITRIDE SHORT HALF 5X35, $999.83 ,,,,,,,,
PIN TIBIAL RIGIDFIXCROSS 3.3MM," $1,335.10 ",,,,,,,,
PIN TO ROD," $1,660.46 ",,,,,,,,
PIN TRANSFIXATION 6.0MM," $1,045.27 ",,,,,,,,
PIN TRANSFIXING 3X200X40MM, $303.06 ,,,,,,,,
PIN TRANSVERSE COMPRESS 28MM," $2,722.86 ",,,,,,,,
PIN TRANSVERSE COMPRESS 32MM," $2,201.62 ",,,,,,,,
PIN TROCAR 3.5MM X 238.5MM, $701.91 ,,,,,,,,
PIN TROCAR HEADLESS DRILL," $1,753.35 ",,,,,,,,
PISTON MCGEE 4.50MM, $766.66 ,,,,,,,,
PISTON PROSTHESIS MCGEE SS, $508.70 ,,,,,,,,
PKNG EPISTAXIS POPE 10CMX2.5CM, $111.40 ,,,,,,,,
PL 1/4 TUB COMP VLP 2.7MM 7 H," $3,144.50 ",,,,,,,,
PL 3.5MM COMP 3HL 54MM, $737.13 ,,,,,,,,
PL 3.5MM COMP 4HL 72MM, $746.33 ,,,,,,,,
PL 3.5MM COMP 5HL 80MM, $783.14 ,,,,,,,,
PL 3.5MM COMP 6HL 93MM, $838.35 ,,,,,,,,
PL 3.5MM COMP 7HL 106MM, $861.35 ,,,,,,,,
PL 3.5MM COMP 8HL 124MM, $898.16 ,,,,,,,,
PL 3.5MM LOCK COMP 4H 67MM," $1,380.58 ",,,,,,,,
PL 3.5MM LOCK COMP 6H 96MM," $1,509.86 ",,,,,,,,
PL 3.5MM LOCK COMP 8H 125MM," $1,601.30 ",,,,,,,,
PL 3.5MM PRHUM LCK 7H L 140MM," $4,986.79 ",,,,,,,,
PL 3.5MM PRHUM LCK 9H L 165MM," $5,116.88 ",,,,,,,,
PL 3.5MM PRHUM LK 11H L191MM," $5,235.14 ",,,,,,,,
PL 3.5MM PRHUM LK 13H L 216MM," $5,377.05 ",,,,,,,,
PL 3.5MM PRHUM LK 3H L 89MM," $4,750.27 ",,,,,,,,
PL 3.5MM PRHUM LK 5H L 115MM," $4,856.71 ",,,,,,,,
PL 4.5MM BROAD 10 HL 195MM," $1,337.76 ",,,,,,,,
PL 4.5MM BROAD 11 HL 213MM," $1,396.92 ",,,,,,,,
PL 4.5MM BROAD 12 HL 231MM," $1,298.58 ",,,,,,,,
PL 4.5MM BROAD 6 HL 123MM," $1,163.92 ",,,,,,,,
PL 4.5MM BROAD 7 HL 141MM," $1,146.60 ",,,,,,,,
PL 4.5MM BROAD 8 HL 159MM," $1,337.76 ",,,,,,,,
PL 4.5MM BROAD 9 HL 177MM," $1,247.42 ",,,,,,,,
PL 4.5MM FEMUR LCK 15H L 342MM," $5,743.66 ",,,,,,,,
PL 4.5MM FEMUR LCK 15H R 342MM," $5,743.66 ",,,,,,,,
PL 4.5MM FEMUR LCK 18H L 396MM," $6,098.44 ",,,,,,,,
PL 4.5MM FEMUR LCK 18H R 396MM," $6,098.44 ",,,,,,,,
PL 4.5MM LCK COMP 10H 193MM," $2,362.34 ",,,,,,,,
PL 4.5MM LCK COMP 12H 229MM," $2,604.37 ",,,,,,,,
PL 4.5MM LCK COMP 14H 265MM," $2,832.95 ",,,,,,,,
PL 4.5MM LCK COMP 4H 85MM," $1,569.03 ",,,,,,,,
PL 4.5MM LCK COMP 6H 121MM," $1,765.34 ",,,,,,,,
PL 4.5MM LCK COMP 8H 157MM," $2,114.93 ",,,,,,,,
PL 4.5MM NARROW 10 HL 196MM," $1,003.18 ",,,,,,,,
PL 4.5MM NARROW 11 HL 214MM," $1,003.18 ",,,,,,,,
PL 4.5MM NARROW 12 HL 232MM," $1,123.60 ",,,,,,,,
PL 4.5MM NARROW 3 HL 70MM, $796.94 ,,,,,,,,
PL 4.5MM NARROW 4 HL 88MM, $830.79 ,,,,,,,,
PL 4.5MM NARROW 7 HL 142MM, $912.30 ,,,,,,,,
PL 4.5MM NARROW 8 HL 160MM, $927.35 ,,,,,,,,
PL 4.5MM NARROW 9 HL 178MM, $927.35 ,,,,,,,,
PL INF DIST CLAV LK 81MM," $2,663.53 ",,,,,,,,
PL INF MED CLAV LK 10H 117MM," $2,663.53 ",,,,,,,,
PL INF MED CLAV LK 6H 73MM," $2,620.50 ",,,,,,,,
PL INF MED CLAV LK 7H 85MM," $2,620.50 ",,,,,,,,
PL INF MED CLAV LK 8H 96MM," $2,620.50 ",,,,,,,,
PL LAT DIS HUM LK 11H L 153MM," $3,946.10 ",,,,,,,,
PL LAT DIST HUM LK 11H R 153MM," $3,946.10 ",,,,,,,,
PL LAT DIST HUM LK 5H L 77MM," $3,300.87 ",,,,,,,,
PL LAT DIST HUM LK 5H R 77MM," $3,300.87 ",,,,,,,,
PL LAT DIST HUM LK 7H L 102MM," $3,583.24 ",,,,,,,,
PL LAT DIST HUM LK 7H R 102MM," $3,583.24 ",,,,,,,,
PL LAT DIST HUM LK 9H L 128MM," $3,825.27 ",,,,,,,,
PL LAT DIST HUM LK 9H R 128MM," $3,825.27 ",,,,,,,,
PL MED DIST HUM LK 11H L 151MM," $3,946.10 ",,,,,,,,
PL MED DIST HUM LK 11H R 151MM," $3,946.10 ",,,,,,,,
PL MED DIST HUM LK 13H L 174MM," $4,099.84 ",,,,,,,,
PL MED DIST HUM LK 13H R 174MM," $4,099.84 ",,,,,,,,
PL MED DIST HUM LK 5H R 79MM," $3,247.09 ",,,,,,,,
PL MED DIST HUM LK 7H R 103MM," $3,529.45 ",,,,,,,,
PL MED DIST HUM LK 9H L 127MM," $3,771.48 ",,,,,,,,
PL MED DIST HUM LK 9H R 127MM," $3,771.48 ",,,,,,,,
PL PROX FEMUR LCK 12H L 288MM," $5,400.70 ",,,,,,,,
PL PROX FEMUR LCK 12H R 288MM," $5,400.70 ",,,,,,,,
PL PROX FEMUR LCK 4H R 144MM," $4,691.14 ",,,,,,,,
PL PROX FEMUR LCK 6H L 180MM," $4,762.10 ",,,,,,,,
PL PROX FEMUR LCK 9H L 234MM," $4,904.01 ",,,,,,,,
PL PROX FEMUR LCK 9H R 234MM," $4,904.01 ",,,,,,,,
PL SUP DIST CLAV LK S L 84MM," $2,663.53 ",,,,,,,,
PL SUP DIST CLAV LK S R 84MM," $2,663.53 ",,,,,,,,
PL SUP MED CLA LK 10H R 121MM," $2,663.53 ",,,,,,,,
PL SUP MED CLAV LK 10H L 121MM," $2,663.53 ",,,,,,,,
PL SUP MED CLAV LK 6H L 73MM," $2,620.50 ",,,,,,,,
PL SUP MED CLAV LK 6H R 73MM," $2,620.50 ",,,,,,,,
PL SUP MED CLAV LK 7H L 85MM," $2,620.50 ",,,,,,,,
PL SUP MED CLAV LK 7H R 85MM," $2,620.50 ",,,,,,,,
PL SUP MED CLAV LK 8H L 97MM," $2,620.50 ",,,,,,,,
PL SUP MED CLAV LK 8H R 97MM," $2,620.50 ",,,,,,,,
PL TUBULAR LCK 3.5MM 6H 82MM, $921.16 ,,,,,,,,
PL VLP 1/3 TUB 3.5MM 5H 62MM," $1,142.00 ",,,,,,,,
PL VLP 1/3 TUB 3.5MM 6H 74MM," $1,262.46 ",,,,,,,,
PL VLP 1/3 TUB 3.5MM 7H 86MM," $1,335.07 ",,,,,,,,
PL VLP 1/4 TUB COMP 2.7MM 5 HL," $3,024.98 ",,,,,,,,
PLAT DISTAL RADIUS RT NRW TI," $4,490.83 ",,,,,,,,
PLAT DISTAL RADIUS RT STD TI," $2,892.18 ",,,,,,,,
PLATE  0 --20MM," $1,414.78 ",,,,,,,,
PLATE  BIO CHIARI," $4,222.19 ",,,,,,,,
PLATE  DIST FIB LEFT 4HL," $2,410.78 ",,,,,,,,
PLATE  EXT FIX TRUELOK  20MM, $597.06 ,,,,,,,,
PLATE  IPS 00063.0," $17,963.36 ",,,,,,,,
PLATE  O 20MM," $1,965.90 ",,,,,,,,
PLATE  O 24MM," $1,965.90 ",,,,,,,,
PLATE  PEG HOOK LOCKING 2 HOLE," $3,144.50 ",,,,,,,,
PLATE  TI 00074.V," $25,393.83 ",,,,,,,,
PLATE 0 --24MM," $1,414.78 ",,,,,,,,
PLATE 1.0 MESH 4HL 100X100MM," $6,886.25 ",,,,,,,,
PLATE 1.0MM DBL-T 11H 420.85," $1,448.31 ",,,,,,,,
PLATE 1.0MM DBL-T 6H 420.84," $1,358.01 ",,,,,,,,
PLATE 1.0MM DBL-Y 1X2H 420.68," $1,448.31 ",,,,,,,,
PLATE 1.0MM DBL-Y 5H 420.81," $1,315.68 ",,,,,,,,
PLATE 1.0MM TI L-4X5H LEFT," $1,397.52 ",,,,,,,,
PLATE 1.0MM TI L-4X5H RIGHT," $1,397.52 ",,,,,,,,
PLATE 1.0MM TI MESH 38MM/42MM," $5,022.27 ",,,,,,,,
PLATE 1.0MM TI ORBITALRIM 11H," $1,485.00 ",,,,,,,,
PLATE 1.0MM TI STRUT 16H," $2,232.83 ",,,,,,,,
PLATE 1.0MM TI STRUT 22H," $2,436.01 ",,,,,,,,
PLATE 1.0MM TI T 5X5H 420.70," $1,400.34 ",,,,,,,,
PLATE 1.0MM TI Y 2X5H 420.62," $1,400.34 ",,,,,,,,
PLATE 1.0MM TI Y 3X7H 420.63," $1,400.34 ",,,,,,,,
PLATE 1.3MM TI BOX 13/8MM/4H," $1,165.06 ",,,,,,,,
PLATE 1.3MM TI BOX13/13MM/4H," $1,165.06 ",,,,,,,,
PLATE 1.3MM TI DBL-Y 4H," $1,184.94 ",,,,,,,,
PLATE 1.3MM TI MESH 38MM/53MM," $4,654.06 ",,,,,,,,
PLATE 1.3MM TI OBLIQ L 3X3 LT," $1,428.56 ",,,,,,,,
PLATE 1.3MM TI OBLIQ L 3X3 RT," $1,428.56 ",,,,,,,,
PLATE 1.3MM TI OBLIQ L 3X4 LT," $1,428.56 ",,,,,,,,
PLATE 1.3MM TI OBLIQ L 3X4 RT," $1,428.56 ",,,,,,,,
PLATE 1.3MM TI Y 3X4 HOLE," $1,428.56 ",,,,,,,,
PLATE 1.5 2X30 STR.," $5,014.68 ",,,,,,,,
PLATE 1.5 H LCP EXT LT," $2,311.68 ",,,,,,,,
PLATE 1.5 H LCP EXT RT," $2,311.68 ",,,,,,,,
PLATE 1.5 LACTOSORB 20H STRGHT," $1,105.42 ",,,,,,,,
PLATE 1.5 LCP 4HL 23MM," $1,478.59 ",,,,,,,,
PLATE 1.5 LCP 6HL 36MM," $1,478.59 ",,,,,,,,
PLATE 1.5 LCP ADAPT 12HL 59MM," $2,236.88 ",,,,,,,,
PLATE 1.5 LCP ADAPT 6HL 29MM," $2,236.88 ",,,,,,,,
PLATE 1.5 LCP CONYDLAR 6HL," $2,732.29 ",,,,,,,,
PLATE 1.5 RESORBABLE 2X18," $2,819.80 ",,,,,,,,
PLATE 1.5 T LCP 3/8HL HD/SHAFT," $2,317.45 ",,,,,,,,
PLATE 1.5 T LCP 4/8HL HD/SHAFT," $2,317.45 ",,,,,,,,
PLATE 1.5 Y LCP 3/8HL HD/SHAFT," $2,311.68 ",,,,,,,,
PLATE 1.5MM DBL-Y 4H 446.81," $1,326.14 ",,,,,,,,
PLATE 1.5MM RESORBABLE 8HOLES," $1,494.46 ",,,,,,,,
PLATE 1.5MM TI ADAPTION 20H," $1,834.93 ",,,,,,,,
PLATE 1.5MM TI DBL-Y 6H," $1,326.14 ",,,,,,,,
PLATE 1.5MM TI OBLIQ L-2X3 LT," $1,485.00 ",,,,,,,,
PLATE 1.5MM TI OBLIQ L-2X3 RT," $1,485.00 ",,,,,,,,
PLATE 1.5MM TI OBLIQ L-3X4 LT," $1,535.79 ",,,,,,,,
PLATE 1.5MM TI OBLIQ L-3X4 RT," $1,535.79 ",,,,,,,,
PLATE 1.5MM TI Y 1X3H 446.61," $1,326.14 ",,,,,,,,
PLATE 1.5MM TICONTOURABLEMESH," $6,352.62 ",,,,,,,,
PLATE 1.5MMTIORBITAL RIM 12H," $1,716.40 ",,,,,,,,
PLATE 1/3 TUB COLLR 3HOLE 37MM, $255.91 ,,,,,,,,
PLATE 1/3 TUB COLLR 4HOLE 49MM, $291.72 ,,,,,,,,
PLATE 1/3 TUB COLLR 5HOLE 61MM, $566.44 ,,,,,,,,
PLATE 1/3 TUB COLLR 7HOLE 85MM, $298.95 ,,,,,,,,
PLATE 1/3 TUBULAR 4 HOLE," $5,769.61 ",,,,,,,,
PLATE 1/3 TUBULAR 6 HOLE," $5,769.61 ",,,,,,,,
PLATE 1/3 TUBULAR 8 HL, $495.33 ,,,,,,,,
PLATE 1/3 TUBULAR 8 HOLE," $5,769.61 ",,,,,,,,
PLATE 1/3 TUBULAR LOCK 10HL," $1,190.62 ",,,,,,,,
PLATE 1/3 TUBULAR LOCK 4HL, $997.50 ,,,,,,,,
PLATE 1/3 TUBULAR LOCK 5HL," $1,020.22 ",,,,,,,,
PLATE 1/3 TUBULAR LOCK 6HL," $1,077.02 ",,,,,,,,
PLATE 1/3 TUBULAR LOCK 7HL," $1,122.46 ",,,,,,,,
PLATE 1/3 TUBULAR LOCK 8HL," $1,133.82 ",,,,,,,,
PLATE 1/3 TUBULAR NL 10HL, $594.22 ,,,,,,,,
PLATE 1/3 TUBULAR NL 5HL, $526.06 ,,,,,,,,
PLATE 1/3 TUBULAR NL 6HL, $588.54 ,,,,,,,,
PLATE 1/3 TUBULAR NL 7HL, $554.46 ,,,,,,,,
PLATE 1/3 TUBULAR NL 8HL, $565.82 ,,,,,,,,
PLATE 1/3 TUBULAR NON LOCK, $543.10 ,,,,,,,,
PLATE 1/3TUB COLR SS 3H 37MM, $528.22 ,,,,,,,,
