Hospital,Description,Std Price
UPMC McKeesport,MASS SPECTROMETRY,147.00
UPMC McKeesport,MASSAGE P/15M,100.00
UPMC McKeesport,MASTOID COMP MIN 3 VWS,497.00
UPMC McKeesport,MASTOIDS <3 VIEWS SIDE,497.00
UPMC McKeesport,MATERIAL STAPLE LINE GORE,621.00
UPMC McKeesport,MATERNAL AFP INIT SCRN  SERUM,275.00
UPMC McKeesport,MATRIX ACELLUAR 2CM X 7CM BARD,2414.00
UPMC McKeesport,MATRIX ANAL FISTULA PLUG,3905.00
UPMC McKeesport,MATRIX BIOCARTLIDGE 1ML ARTHX,3205.00
UPMC McKeesport,MATRIX BNE DEM STMBLST VAR ART,714.00
UPMC McKeesport,MATRIX BNE DEM2.5ML PTTY BACIN,1215.00
UPMC McKeesport,MATRIX BNE DEMIN FLEXIGRAFT LI,1719.00
UPMC McKeesport,MATRIX BNE DEMIN SB VARS ARTH,2544.00
UPMC McKeesport,MATRIX BNE DEMIN STRP OSTE VAR,5723.00
UPMC McKeesport,MATRIX BNE DEMINRLZD PUTY OSTE,1823.00
UPMC McKeesport,MATRIX BNE DEMIRLZD STRP OSTEO,10409.00
UPMC McKeesport,MATRIX FLOSEAL BAXTER,738.00
UPMC McKeesport,MAVYRET 100MG-40MG ORAL TAB,484.00
UPMC McKeesport,MD-GASTROVIEW 66/10 30ML,40.25
UPMC McKeesport,MDI ACUTE ED INITIAL,112.00
UPMC McKeesport,MDI ACUTE ED SUBSEQUENT,112.00
UPMC McKeesport,MDI INITIAL,112.00
UPMC McKeesport,MDI INSTRUCT/EVALUATION,143.00
UPMC McKeesport,MDI SUBSEQUENT,112.00
UPMC McKeesport,MDMA AND METABOLITES RANDOM UR,158.00
UPMC McKeesport,MEASLES ANTIBODY (IGG),275.00
UPMC McKeesport,MECHANICAL VENTILATION INITIAL,642.00
UPMC McKeesport,MECHANICAL VENTILATION SUB,664.00
UPMC McKeesport,MECLIZINE 12.5MG TAB,1.75
UPMC McKeesport,MECLIZINE 25MG TAB,1.75
UPMC McKeesport,MEDROXYPROGESTER.ACET.10MG TAB,12.00
UPMC McKeesport,MEDROXYPROGESTER.ACET.2.5MG TB,7.25
UPMC McKeesport,MEDTRONIC SOLARA CRT-P,20524.00
UPMC McKeesport,MEGALINK STENT 28MM,5226.00
UPMC McKeesport,MEGESTROL ACETATE 40MG TAB,12.00
UPMC McKeesport,MEGESTROL ACETATE LIQ 400M/10M,73.75
UPMC McKeesport,MELATONIN 1MG/ML5ML ORAL LIQ,1.50
UPMC McKeesport,MELATONIN 3MG TABLET,1.00
UPMC McKeesport,MELATONIN 5MG TAB,1.00
UPMC McKeesport,MELONS IGE,73.75
UPMC McKeesport,MELOXICAM 7.5MG TABLET,33.50
UPMC McKeesport,MEMANTINE 10MG TABLET,27.50
UPMC McKeesport,MEMANTINE 5MG TABLET,28.25
UPMC McKeesport,MEMBRANE AMNIO ALLGRFT 2X3 IOP,2147.00
UPMC McKeesport,MEMBRANE AMNIO EPIFIX4X4.5 MIM,4362.00
UPMC McKeesport,MENISCAL BEARING OXFORD BIOMET,1854.00
UPMC McKeesport,MEN-PHOR ANTI-ITCH LOTION 59ML,3.25
UPMC McKeesport,MEN-PHOR ANTI-ITCH LOTION TOP,15.25
UPMC McKeesport,MEPERIDINE 100MG INJ,9.50
UPMC McKeesport,MEPERIDINE 50MG INJ,9.50
UPMC McKeesport,MEPIVACAINE 2% 20ML INJ,24.75
UPMC McKeesport,MEPIVACAINE INJ 1% 50ML MDV,48.50
UPMC McKeesport,MEPOLIZUMAB 1MG INJ,95.50
UPMC McKeesport,MERCAPTOPURINE,181.00
UPMC McKeesport,MERCURY 24HR URINE PNL 5331,306.00
UPMC McKeesport,MERCURY BLOOD PNL 2787,306.00
UPMC McKeesport,MERCURY QN P4966,306.00
UPMC McKeesport,MERCURY RAND URINE PNL 1750,223.00
UPMC McKeesport,MERCURY RANDOM URINE,306.00
UPMC McKeesport,MEROPENEM 1 GM VIAL,385.00
UPMC McKeesport,MEROPENEM 1G  BAG DUPLEX INJ,385.00
UPMC McKeesport,MEROPENEM 500MG DUPLEX INJ,193.00
UPMC McKeesport,MEROPENEM 500MG VIAL,230.00
UPMC McKeesport,MESALAMINE 0.375G ER CAPS,9.25
UPMC McKeesport,MESALAMINE 1000MG SUPPOSITORY,87.50
UPMC McKeesport,MESALAMINE 4GM ENEMA 60ML REC,100.00
UPMC McKeesport,MESALAMINE 800MG TAB,18.25
UPMC McKeesport,MESALAMINE CR 500MG CAP,7.25
UPMC McKeesport,MESALAMINE DR 1.2GM  TAB,22.50
UPMC McKeesport,MESALAMINE DR 400MG CAP,9.50
UPMC McKeesport,MESH 3-D MAX LAP MED DAVL VARS,652.00
UPMC McKeesport,MESH 3DMAX MESH LFT DAVOL,621.00
UPMC McKeesport,MESH COMPOSIX 8IN X 10 DAVOL,4322.00
UPMC McKeesport,MESH COMPOSIX L/P 7X9 DAVOL,5522.00
UPMC McKeesport,MESH DEXON PGA 7INX9IN USS,74.50
UPMC McKeesport,MESH DUAL FACING USSURGICAL,2081.00
UPMC McKeesport,MESH HERN KEYHL 4.5X10CM DAVOL,186.00
UPMC McKeesport,MESH HERN PHASIX 4X6IN DAVOL,6742.00
UPMC McKeesport,MESH HERN PHASIX 6X8IN DAVOL,13415.00
UPMC McKeesport,MESH HERNIA PARIE USSUR VARS,1474.00
UPMC McKeesport,MESH HERNIA PATCH OVAL DAVOL,4139.00
UPMC McKeesport,MESH HERNIA REPAIR ETHICON,1091.00
UPMC McKeesport,MESH HERNIA VENTRALEX DAVOL,1798.00
UPMC McKeesport,MESH HERNIA VENTRIO DAVOL,1701.00
UPMC McKeesport,MESH HERNIA VENTRLX LG DAVOL,2775.00
UPMC McKeesport,MESH INGINL HERN DAVOL VAR,582.00
UPMC McKeesport,MESH INGINL HERN LAP DAV VAR,735.00
UPMC McKeesport,MESH KNITTED RIGID USSURG,550.00
UPMC McKeesport,MESH KUGEL COMP X-LG OVL DAVOL,7436.00
UPMC McKeesport,MESH KUGEL HERNIA 11X14CM DAVL,1282.00
UPMC McKeesport,MESH KUGEL HERNIA PATCH DAVOL,1868.00
UPMC McKeesport,MESH LAPAROSCOPIC 3D MAX DAVOL,621.00
UPMC McKeesport,MESH MARLEX 10X14 MEADOX,543.00
UPMC McKeesport,MESH MARLEX FLAT 3X6,161.00
UPMC McKeesport,MESH MARLEX SPERMATIC CORD,350.00
UPMC McKeesport,MESH PARIETEX 12CM X 8CM USSUR,681.00
UPMC McKeesport,MESH PARIETEX COMP 6X4IN SOFRA,2811.00
UPMC McKeesport,MESH PARIETEX SOFRA,717.00
UPMC McKeesport,MESH PARIETEX USSURGICAL,642.00
UPMC McKeesport,MESH PERFIX PLUG MED DAVOL,697.00
UPMC McKeesport,MESH PERFIX PLUG SM DAVOL,697.00
UPMC McKeesport,MESH PROLENE 3D PATCH ETH VARS,1372.00
UPMC McKeesport,MESH PROLENE 3D PATCH LG ETHIC,1138.00
UPMC McKeesport,MESH SFT TISS HRNIA REPR DAVOL,439.00
UPMC McKeesport,MESH SOFT TISSUE PATCH 15CM WL,6290.00
UPMC McKeesport,MESH SPERMATEX 2.4X5.6IN DAVOL,3548.00
UPMC McKeesport,MESH SURGISIS 13CM X 15CM COOK,4505.00
UPMC McKeesport,MESH SURGISIS 13CM X 22CM COOK,16853.00
UPMC McKeesport,MESH SURGISIS 20CM X 20CM COOK,23595.00
UPMC McKeesport,MESH SURGISIS 7CM X 10CM COOK,6307.00
UPMC McKeesport,MESH SURGISIS GOLD COOK,16853.00
UPMC McKeesport,MESH TISSUE REINF BIO-A WLGOR,13917.00
UPMC McKeesport,MESH VENTRALEX LG DAVOL,3671.00
UPMC McKeesport,MESH VENTRALX HERNIA PATCH DAV,2437.00
UPMC McKeesport,MESH VENTRALX HERNIA PTCH DAVL,5120.00
UPMC McKeesport,MESH VENTRLX HERNIA PATCH DAVL,2004.00
UPMC McKeesport,MESH VICRYL 12X12 VKM L,2692.00
UPMC McKeesport,MESH VISILEX 11.4X15.2CM DAVOL,490.00
UPMC McKeesport,MESH WND MTX 4X10IN INTEGRA,40883.00
UPMC McKeesport,MESNA 200MG INJ,360.00
UPMC McKeesport,METACARP DISLOC W REDUCT,499.00
UPMC McKeesport,METACARPAL FX W REDUCT EA BONE,3911.00
UPMC McKeesport,METANEPHRINES 24HR URINE,182.00
UPMC McKeesport,METANEPHRINES P0454,182.00
UPMC McKeesport,METANEPHRINES PLASMA,182.00
UPMC McKeesport,METAPHYSEAL MOD REACH BIOMET,22701.00
UPMC McKeesport,METAPHYSIS REVERSD CEM TOR VAR,7599.00
UPMC McKeesport,METATARSOPHALANGEAL DISLOC WO,682.00
UPMC McKeesport,METFORMIN,193.00
UPMC McKeesport,METFORMIN HCL 500MG TAB,1.50
UPMC McKeesport,METFORMIN HCL 850MG TAB,14.50
UPMC McKeesport,METFORMIN HCL(BD NM)1000MG TAB,4.50
UPMC McKeesport,METFORMIN XR 500MG TAB,9.50
UPMC McKeesport,METFORMIN XR 750MG TABLET,1.00
UPMC McKeesport,METHACHOLINE 100MG INJ,569.00
UPMC McKeesport,METHADONE (DOLOPHINE),286.00
UPMC McKeesport,METHADONE 10MG TAB,4.50
UPMC McKeesport,METHADONE 5MG TAB,4.50
UPMC McKeesport,METHADONE CONFIRMATION,152.00
UPMC McKeesport,METHIMAZOLE 10MG TAB,9.50
UPMC McKeesport,METHIMAZOLE 5MG TAB,7.25
UPMC McKeesport,METHOCARBAMOL 500MG TAB,1.00
UPMC McKeesport,METHOCARBAMOL 750MG TAB,12.00
UPMC McKeesport,METHOTREXATE,181.00
UPMC McKeesport,METHOTREXATE 2.5MG TAB,24.50
UPMC McKeesport,METHOTREXATE 50MG/2ML VIAL IV,249.00
UPMC McKeesport,METHOTREXATE 5MG INJ,33.75
UPMC McKeesport,METHYLENE BLUE 5MG/ML INJ,554.00
UPMC McKeesport,METHYLMALONIC ACID PNL 8743,243.00
UPMC McKeesport,METHYLMALONIC ACID SERUM QNT,243.00
UPMC McKeesport,METHYLNALTREXON 12MG/0.6ML,241.00
UPMC McKeesport,METHYLPHENIDATE (RITALIN),181.00
UPMC McKeesport,METHYLPHENIDATE HCL 10MG TAB,7.25
UPMC McKeesport,METHYLPHENIDATE HCL 5MG TAB,4.50
UPMC McKeesport,METHYLPRED ACETATE 80MG/1ML IN,142.00
UPMC McKeesport,METHYLPREDNIS SUS 40MG/1ML IN,34.00
UPMC McKeesport,METHYLPREDNISOLONE 1000MG INJ,262.00
UPMC McKeesport,METHYLPREDNISOLONE 125MG INJ,32.75
UPMC McKeesport,METHYLPREDNISOLONE 40MG INJ,26.25
UPMC McKeesport,METHYLPREDNISOLONE 4MG TAB,9.50
UPMC McKeesport,METHYLPREDNISOLONE 500MG INJ,130.00
UPMC McKeesport,METHYLPREDNISOLONE UP TO 40 MG,26.50
UPMC McKeesport,METOCLOPRAMIDE 10MG/10ML LIQ,1.50
UPMC McKeesport,METOCLOPRAMIDE 10MG/2ML INJ,6.75
UPMC McKeesport,METOCLOPRAMIDE 5MG TAB,1.75
UPMC McKeesport,METOLAZONE 2.5MG TAB,20.00
UPMC McKeesport,METOLAZONE 5MG TAB,9.50
UPMC McKeesport,METOPROLOL 1MG/1ML 5ML VIAL,20.50
UPMC McKeesport,METOPROLOL SUCCIN ER 500MG TAB,1.00
UPMC McKeesport,METOPROLOL TARTRATE 100MG TAB,4.50
UPMC McKeesport,METOPROLOL TARTRATE 25MG TAB,4.50
UPMC McKeesport,METOPROLOL TARTRATE 50MG TAB,4.50
UPMC McKeesport,METOPROLOL XL 25MG TAB,9.50
UPMC McKeesport,METRONIDAZOLE 0.75% TOP CREAM,144.00
UPMC McKeesport,METRONIDAZOLE 250MG TAB,4.50
UPMC McKeesport,METRONIDAZOLE 250MG TAB 2PAK,4.75
UPMC McKeesport,METRONIDAZOLE 500MG TAB,4.50
UPMC McKeesport,METRONIDAZOLE 50MG/ML SLN,6.00
UPMC McKeesport,METRONIDAZOLE VAGINAL GEL,146.00
UPMC McKeesport,METRONIDAZOLE-RTU 500MG INJ,313.00
UPMC McKeesport,MEXILETINE 150MG CAP,1.00
UPMC McKeesport,MEXILETINE 200MG CAP,1.00
UPMC McKeesport,MEXILITINE (MEXITIL),181.00
UPMC McKeesport,MIALCALCIN NASAL SPRAY 3.7ML,195.00
UPMC McKeesport,MICONAZOLE 2% 60GM OINTMENT,25.00
UPMC McKeesport,MICONAZOLE 2% PWDR 133GM SPR,17.00
UPMC McKeesport,MICONAZOLE 2% TINCTURE 60ML,53.00
UPMC McKeesport,MICONAZOLE 200MG SUPP 3/BX REC,67.25
UPMC McKeesport,MICONAZOLE CR 30GM TOP,89.75
UPMC McKeesport,MICROALBUMIN - 24HR URINE,61.00
UPMC McKeesport,MICROALBUMIN RANDOM URINE QNT,61.00
UPMC McKeesport,MICRODEBRIATER TOPAY ARTHRO,1164.00
UPMC McKeesport,MICRODISSECTION LASER CAPTURE,595.00
UPMC McKeesport,MICRODISSECTION MANUAL,819.00
UPMC McKeesport,MICROPOLYSPORA FAENI AB PL2955,66.25
UPMC McKeesport,MICROPUNCTURE KIT,74.00
UPMC McKeesport,MICROPUNCTURE SET,342.00
UPMC McKeesport,MICROSAT INSTAB ANALYSIS,636.00
UPMC McKeesport,MICROSATELLITE INSTABILITY,1357.00
UPMC McKeesport,MICROSOM AB EA P3355,354.00
UPMC McKeesport,MICROSOMAL ANTIBODIES P9705,354.00
UPMC McKeesport,MICROSPHERE EMBOL VASC BIO VAR,1060.00
UPMC McKeesport,MICROSPHERE EMBOLZTN BIOM VARS,785.00
UPMC McKeesport,MICROSPHERE EMBOLZTN VSCLR BIO,860.00
UPMC McKeesport,MIDAZOLAM 1MG/ML 2ML INJ,21.25
UPMC McKeesport,MIDAZOLAM 2MG/2ML VIAL IV,41.25
UPMC McKeesport,MIDAZOLAM HCL 5MG/ML 10ML VIAL,1037.00
UPMC McKeesport,MIDODRINE 2.5MG TAB,12.00
UPMC McKeesport,MIDODRINE 5 MG TAB,19.00
UPMC McKeesport,MIFEPRISTONE 300MG TAB,1471.00
UPMC McKeesport,MILK ALLERGEN,73.75
UPMC McKeesport,MILK ALLERGEN PNL 5416,73.75
UPMC McKeesport,MILK THISTLE 1000MG CAP,1.00
UPMC McKeesport,MILRINONE 20MG/100ML PREMIX,1236.00
UPMC McKeesport,MINIMAX OXYGENATOR MEDTR,3675.00
UPMC McKeesport,MINIVISION STENT,14250.00
UPMC McKeesport,MINOCYCLINE HCL 50MG CAP,1.00
UPMC McKeesport,MINOKA SELF-THREADING FCIOPHTH,425.00
UPMC McKeesport,MINOR EAR,551.00
UPMC McKeesport,MINOR FX,3851.00
UPMC McKeesport,MINOR GENERAL,3851.00
UPMC McKeesport,MINOR GYNE,3851.00
UPMC McKeesport,MINOR HEAD & NECK,3851.00
UPMC McKeesport,MINOR NEURO PROCEDURE,3584.00
UPMC McKeesport,MINOR PLASTIC,3851.00
UPMC McKeesport,MINOR UROLOGICAL,3349.00
UPMC McKeesport,MINOXIDIL 10MG TAB,10.25
UPMC McKeesport,MINOXIDIL 2.5MG TAB,10.25
UPMC McKeesport,MIOCHOL E SYSTEM PAK OPH,270.00
UPMC McKeesport,MIRABEGRON (MYRBET) ER TAB,34.00
UPMC McKeesport,MIRALAX/GATORADE COLON PREP,57.25
UPMC McKeesport,MIRTAZAPINE 15MG DISINTEG TAB,7.75
UPMC McKeesport,MIRTAZAPINE 15MG TAB,1.50
UPMC McKeesport,MIRTAZAPINE 30MG TAB,37.25
UPMC McKeesport,MIRTAZEPINE 30MG DISNTGRTG TAB,9.75
UPMC McKeesport,MIS DBL POINT RETRACTOR ZIMR,4057.00
UPMC McKeesport,MIS GENERAL,5844.00
UPMC McKeesport,MIS GYNE,5566.00
UPMC McKeesport,MIS THORACIC,9190.00
UPMC McKeesport,MIS UROLOGICAL,3349.00
UPMC McKeesport,MISOPROSTOL 200MCG TAB,107.00
UPMC McKeesport,MITE ALLERGEN PNL 2515,73.75
UPMC McKeesport,MITE ALLERGEN PNL 5340,73.75
UPMC McKeesport,MITOCHONDRIA AB IGG,117.00
UPMC McKeesport,MITOCHONDRIAL ANTIBODY,109.00
UPMC McKeesport,MITOMYCIN 20MG/VIAL IV,6140.00
UPMC McKeesport,MITOMYCIN 5MG INJ,1535.00
UPMC McKeesport,MITOMYCIN 5MG/VIAL IV,1448.00
UPMC McKeesport,MITOMYCIN EYE SLN 0.4MG/ML 1ML,60.75
UPMC McKeesport,MIXED VENOUS SATURATION (SV02),136.00
UPMC McKeesport,MIXER AND CEMENT KYPHON,801.00
UPMC McKeesport,MIXER KYPHON,577.00
UPMC McKeesport,MLH1 GENE KNOWN VARIANTS (NGS),114.00
UPMC McKeesport,MNTR M/L SCREW 4.35X30 DEPUY,5323.00
UPMC McKeesport,MOD SED SME MD EA ADD 15 MIN,39.50
UPMC McKeesport,MOD SED SME MD>5 YRS INIT 15MN,77.75
UPMC McKeesport,MODAFINIL 100MG TAB,38.00
UPMC McKeesport,MODULAR FEMORAL CEM DEPUY,16513.00
UPMC McKeesport,MODULE POWER BOSTONSCI,2410.00
UPMC McKeesport,MOG AB W/REFLEX TO TITER CSF,109.00
UPMC McKeesport,MOGAMULIZUMAB 1MG/ML INJ,608.00
UPMC McKeesport,MOGAMULIZUMAB 20MG/5ML INJ,12173.00
UPMC McKeesport,MOGAMULIZUMAB KPKC 1MG/ML INJ,601.00
UPMC McKeesport,MOL PATH PROC LV 6 P4339,2555.00
UPMC McKeesport,MOLD CEMENT BONE BIOMET,4136.00
UPMC McKeesport,MOLD CEMENT SPACER BIOMET,2377.00
UPMC McKeesport,MOLE CYTOGENETICS DNA PROBE EA,146.00
UPMC McKeesport,MOLECULAR CYTO INTER/RPT P1581,50.50
UPMC McKeesport,MOLECULAR CYTOGENET/FISH P1581,146.00
UPMC McKeesport,MOLECULAR GENETICS P4973,146.00
UPMC McKeesport,MOMETAS TWISTHAL (14 PUFFS),280.00
UPMC McKeesport,MOMETASONE FR 0.1% CR 15GM,43.75
UPMC McKeesport,MOMETASONE TWSTHAL(30 PUFF),634.00
UPMC McKeesport,MONITORING RECEIPT/TRANSC/ANA,2802.00
UPMC McKeesport,MONOSPOT,141.00
UPMC McKeesport,MONSELS PASTE 8ML UD,134.00
UPMC McKeesport,MONTELUKAST 10 MG TABLET,39.50
UPMC McKeesport,MOPATH PROC LEVEL 3 P4927,1442.00
UPMC McKeesport,MOPATH PROC LEVEL 4 P4381,1034.00
UPMC McKeesport,MOPATH PROC LEVEL 4 P4739,1331.00
UPMC McKeesport,MOPATH PROC LEVEL 4 P4927,1442.00
UPMC McKeesport,MOPATH PROC LEVEL 4 P4979,1962.00
UPMC McKeesport,MOPATH PROC LEVEL 5 P4381,1034.00
UPMC McKeesport,MOPATH PROC LEVEL 5 P4979,1962.00
UPMC McKeesport,MOPATH PROC LEVEL 7 P4979,982.00
UPMC McKeesport,MOPATH PROC LEVEL 8 P4979,1962.00
UPMC McKeesport,MOPATH PROCEDURE LEVEL 2 (NGS),379.00
UPMC McKeesport,MOPATH PROCEDURE LEVEL 3 (NGS),490.00
UPMC McKeesport,MOPATH PROCEDURE LEVEL 4 (NGS),718.00
UPMC McKeesport,MOPATH PROCEDURE LEVEL 5 (NGS),745.00
UPMC McKeesport,MOPATH PROCEDURE LEVEL 6 (NGS),1401.00
UPMC McKeesport,MORPH ANAL MANUAL ISH/EA PROBE,961.00
UPMC McKeesport,MORPH IHC QUANT MANUAL,527.00
UPMC McKeesport,MORPHEUS PICC,1024.00
UPMC McKeesport,MORPHIN SUL PCA 1MG/ML30 ML,34.00
UPMC McKeesport,MORPHINE,443.00
UPMC McKeesport,MORPHINE 2MG TUBEX 1ML INJ,24.00
UPMC McKeesport,MORPHINE 4MG TUBEX INJ,24.00
UPMC McKeesport,MORPHINE SUL PRES FREE 10MG IN,11.25
UPMC McKeesport,MORPHINE SULF PCA 5MG/ML 30ML,192.00
UPMC McKeesport,MORPHINE SULFATE 10 MG/0.5 ML,1.00
UPMC McKeesport,MORPHINE SULFATE 15MG TAB,4.50
UPMC McKeesport,MORPHINE SULFATE 30MG TAB,1.00
UPMC McKeesport,MORPHINE SULFATE 60MG TAB,10.75
UPMC McKeesport,MORPHINE SULFATE SA 30MG TAB,14.50
UPMC McKeesport,MORPHINE SULPHATE SR 15MG TAB,4.50
UPMC McKeesport,MOUSE EPITHELIA IGE,73.75
UPMC McKeesport,MOVANTIK 12.5MG TAB,28.50
UPMC McKeesport,MOXIFLOXACIN .5% 3ML OPH SOLN,454.00
UPMC McKeesport,MPL W515/MPL S505 MUT ANALYSIS,884.00
UPMC McKeesport,MR ABDOMEN W CONTRAST,5800.00
UPMC McKeesport,MR ABDOMEN W/WO,7108.00
UPMC McKeesport,MR ABDOMEN WO,4505.00
UPMC McKeesport,MR BRAIN W CON,5800.00
UPMC McKeesport,MR BRAIN W WO CON,7108.00
UPMC McKeesport,MR BRAIN WO CON,4505.00
UPMC McKeesport,MR BREAST W CONT BILATERAL,6318.00
UPMC McKeesport,MR BREAST W/WO CONT BILATERAL,7108.00
UPMC McKeesport,MR BREAST W/WO UNILATERAL,5617.00
UPMC McKeesport,MR BREAST WO CONT BILATERAL,6318.00
UPMC McKeesport,MR CARD WO / W CONT,7108.00
UPMC McKeesport,MR CHEST HILAR MED LYMPH W WO,7108.00
UPMC McKeesport,MR CHEST HILAR MEDIA LYMPH W,2700.00
UPMC McKeesport,MR CHEST HILAR MEDIA LYMPH WO,4505.00
UPMC McKeesport,MR IMG LOC BX NDL PLC INJ ASP,2027.00
UPMC McKeesport,MR LOW EXTREM ANY JNT W,5800.00
UPMC McKeesport,MR LOW EXTREM ANY JNT W/WO,7108.00
UPMC McKeesport,MR LOW EXTREM ANY JNT WO,4505.00
UPMC McKeesport,MR LOW EXTREM NOT JNT W,5800.00
UPMC McKeesport,MR LOW EXTREM NOT JNT W/WO,7108.00
UPMC McKeesport,MR LOW EXTREM NOT JNT WO,4505.00
UPMC McKeesport,MR ORBIT FACE&NECK W,5800.00
UPMC McKeesport,MR ORBIT FACE&NECK W WO,7108.00
UPMC McKeesport,MR ORBIT FACE&NECK WO,4505.00
UPMC McKeesport,MR PELVIS W,5800.00
UPMC McKeesport,MR PELVIS W WO,7108.00
UPMC McKeesport,MR PELVIS WO,4505.00
UPMC McKeesport,MR SP CANAL CERVICAL W,5800.00
UPMC McKeesport,MR SP CANAL CERVICAL W WO,7108.00
UPMC McKeesport,MR SP CANAL CERVICAL WO,4505.00
UPMC McKeesport,MR SP CANAL LUMBAR W,5800.00
UPMC McKeesport,MR SP CANAL LUMBAR W WO,7108.00
UPMC McKeesport,MR SP CANAL LUMBAR WO,4505.00
UPMC McKeesport,MR SP CANAL THORACIC W,5800.00
UPMC McKeesport,MR SP CANAL THORACIC W WO,7108.00
UPMC McKeesport,MR SP CANAL THORACIC WO,4505.00
UPMC McKeesport,MR TMJ,4505.00
UPMC McKeesport,MR UNLISTED PROCEDURE,4505.00
UPMC McKeesport,MR UP EXT NOT JNT W CONT,5800.00
UPMC McKeesport,MR UP EXTREM ANY JOINT W,5800.00
UPMC McKeesport,MR UP EXTREM ANY JOINT W/WO,7108.00
UPMC McKeesport,MR UP EXTREM ANY JOINT WO,4505.00
UPMC McKeesport,MR UP EXTREM NOT JOINT W/WO,7108.00
UPMC McKeesport,MR UP EXTREM NOT JOINT WO,4505.00
UPMC McKeesport,MRA ABD W/WO CONT,7108.00
UPMC McKeesport,MRA ABD WO CONT,4505.00
UPMC McKeesport,MRA BRAIN W CON,5800.00
UPMC McKeesport,MRA BRAIN W/WO CON,7108.00
UPMC McKeesport,MRA BRAIN WO CON,4505.00
UPMC McKeesport,MRA CHEST/HILAR MED LYMPH W/WO,7108.00
UPMC McKeesport,MRA CHEST/HILAR MEDIA LYMPH WO,2407.00
UPMC McKeesport,MRA LOWER EXTREM WO,4505.00
UPMC McKeesport,MRA NECK W CON,5800.00
UPMC McKeesport,MRA NECK W/WO CON,7108.00
UPMC McKeesport,MRA NECK WO CON,4505.00
UPMC McKeesport,MRA PELVIS W WO,7108.00
UPMC McKeesport,MRA WO&W/CON SPINAL CANAL,3608.00
UPMC McKeesport,MRCP WO CONTRAST,4505.00
UPMC McKeesport,MRI PLASTIC PORT BARAC,3097.00
UPMC McKeesport,MSAFP PNL 1761,275.00
UPMC McKeesport,MSC-TRASVENOUS PACER,923.00
UPMC McKeesport,MTB COMPLEX PCR,427.00
UPMC McKeesport,MTHFR DNA MUT ANALYSIS,420.00
UPMC McKeesport,MUGA SINGLE PLANAR STUDY,1391.00
UPMC McKeesport,MULT MYELOMA MICROARRAY PN,1578.00
UPMC McKeesport,MULTIALRGN SPCF IGE/QUAL P1524,231.00
UPMC McKeesport,MULTI-DELYN LIQUID 5ML LIQ,1.00
UPMC McKeesport,MULTIFIRE TA 30-V3 010315,557.00
UPMC McKeesport,MULTIPLE SLEEP LATENCY TEST,1372.00
UPMC McKeesport,MULTI-TRACE ELE 4CON 1ML MTE-4,26.25
UPMC McKeesport,MULTITRACE ELEM 5 1ML(M.T.E 5),25.50
UPMC McKeesport,MULTIVITAMIN POWDER ORAL,1.00
UPMC McKeesport,MUMPS AB (IGG/M) PANEL,223.00
UPMC McKeesport,MUMPS ANTIBODY - IGG,223.00
UPMC McKeesport,MUMPS P0203,223.00
UPMC McKeesport,MUMPS P0786,223.00
UPMC McKeesport,MUMPS P3261,223.00
UPMC McKeesport,MUPIROCIN 2% OINTMENT 22GM,149.00
UPMC McKeesport,MUSK ANTIBODY,358.00
UPMC McKeesport,MUSK QUANTITATIVE TITERS AB,358.00
UPMC McKeesport,MVISTA BLASTOMYC QN ANTIGN EIA,152.00
UPMC McKeesport,MYASTHENIA GR W/RFX  MUSK AB,358.00
UPMC McKeesport,MYCOBAC TUBERCU AMP PRBE P4913,427.00
UPMC McKeesport,MYCOPHENOLATE 1GM 5ML LIQ,45.50
UPMC McKeesport,MYCOPHENOLATE 250MG CAP,31.00
UPMC McKeesport,MYCOPHENOLATE 500MG 2.5ML LIQ,16.75
UPMC McKeesport,MYCOPHENOLATE TAB 500MG,65.50
UPMC McKeesport,MYCOPLASMA CULTURE,123.00
UPMC McKeesport,MYCOPLASMA GENITALIUM PCR,1091.00
UPMC McKeesport,MYCOPLASMA IGG PNL 5224,243.00
UPMC McKeesport,MYCOPLASMA IGM AB TITER,243.00
UPMC McKeesport,MYCOPLASMA IGM PNL 5224,243.00
UPMC McKeesport,MYELIN ASSOC GLYCOPROT IGM EIA,117.00
UPMC McKeesport,MYELIN BASIC PROTEIN - CSF,222.00
UPMC McKeesport,MYELIN BASIC PROTEIN PNL 1810,222.00
UPMC McKeesport,MYELO CERVICAL,5482.00
UPMC McKeesport,MYELO CERVICAL VIA LUMB INJ,1586.00
UPMC McKeesport,MYELO ENTIRE SPINE,5482.00
UPMC McKeesport,MYELO LUMBAR,5482.00
UPMC McKeesport,MYELO LUMBOSAC VIA LUMB INJ IN,1586.00
UPMC McKeesport,MYELO THORACIC,1323.00
UPMC McKeesport,MYELOID MALIGNANCIES MUT PN,8967.00
UPMC McKeesport,MYELOID NGS PANEL,1590.00
UPMC McKeesport,MYFORTIC ACID 180MG DR TABLET,20.00
UPMC McKeesport,MYNX CLOSURE DEVICE,1268.00
UPMC McKeesport,MYOCARDIAL ANTIBODY,109.00
UPMC McKeesport,MYOGLOBIN - SERUM,423.00
UPMC McKeesport,MYOGLOBIN PLASMA,423.00
UPMC McKeesport,MYOGLOBIN URINE QUANTITATIVE,423.00
UPMC McKeesport,MYOSURE REACH HOLOGIC,3340.00
UPMC McKeesport,MYRBETRIQ ER 50MG TAB,32.00
