St. Francis Medical Center # 106190754,,,
SFMC Dept#,Charge Number ,Charge Description, 06/01/2018 Default Price 
4470,5109525,NAIL FEMORAL DISTAL 10MM X 360MM," $6,294.00 "
4470,5125513,NAIL FEMORAL DISTAL 13MMX300MM," $6,557.00 "
4470,6102867,NAIL FEMORAL GTN 10 X 400MM," $10,154.00 "
4470,6111405,NAIL FEMORAL LAT 420MM LT," $11,073.00 "
4470,5100714,NAIL FEMORAL LAT ENTRY 100X400MM," $6,810.00 "
4470,6117899,NAIL FEMORAL LAT ENTRY 10X400MM," $11,407.00 "
4470,6117881,NAIL FEMORAL LAT ENTRY 11X360MM," $11,407.00 "
4470,6106249,NAIL FEMORAL LATERA 9MMX380MM," $9,965.00 "
4470,5101654,NAIL FEMORAL LATERAL ENTRY 10MM TI," $6,810.00 "
4470,6113559,NAIL FEMORAL LEFT 9 X 360," $10,238.00 "
4470,6121990,NAIL FEMORAL LEFT 9 X 420 MM," $10,238.00 "
4470,6111249,NAIL FEMORAL T2 10 X 360MM," $8,847.00 "
4470,6108807,NAIL FEMORAL T2 10X320MM 52625," $8,847.00 "
4470,6123442,NAIL FEMORAL T2 11X300MM," $8,847.00 "
4470,6110266,NAIL FEMORAL T2 9MM X 300MM," $8,847.00 "
4470,5199351,NAIL FEMORAL T2 9MM X 400MM," $8,847.00 "
4470,6101562,NAIL FEMORAL TROCH 11MM DIA 170MMSF," $5,932.00 "
4470,5149224,NAIL FEMORIAL 11 X 400," $10,238.00 "
4470,6140214,NAIL FEMUR META-TAN 11.5MMX42CM LFT," $15,141.00 "
4470,6119440,NAIL FLEXIBLE 4X450MM LVM," $1,489.00 "
4470,6119457,NAIL FLEXIBLE 4X450MM TI ALLOY," $1,489.00 "
4470,6123145,NAIL GAMMA 11X360MMX130 R1/5," $12,073.00 "
4470,6125546,NAIL GAMMA 11X400X125MM," $12,073.00 "
4470,6128359,NAIL GAMMA 11X420MM X130 RIGHT," $12,073.00 "
4470,5195375,NAIL GAMMA 3 LG RT 11 X 360 X 130D," $7,180.00 "
4470,6133177,NAIL GAMMA 3 S LT 10X400X125," $12,073.00 "
4470,6111116,NAIL GAMMA 3 S RT 11X360MMX125," $12,073.00 "
4470,5100870,NAIL GAMMA 38CM X 11MM," $7,180.00 "
4470,6125900,NAIL GAMMA R1/5 11X400X125MM," $12,073.00 "
4470,6113310,NAIL GAMMA R1/5 TI LEFT 11X340MMX13," $12,073.00 "
4470,6136238,NAIL GAMMA R1/5 TI LEFT 1X320MMX130," $12,073.00 "
4470,6114524,NAIL GAMMA R1/5 TI LT 11X360MMX125," $12,073.00 "
4470,6111413,NAIL GAMMA R1/5 TI RIGHT 11X380MM," $12,073.00 "
4470,6113609,NAIL GAMMA R1/5 TI RT 11X320MMX1," $12,073.00 "
4470,6112429,NAIL GAMMA R1/5 TI RT 11X380MMX130," $12,073.00 "
4470,6136261,NAIL GAMMA R1/5 TI RT 1X420MMX125," $12,073.00 "
4470,6112809,NAIL GAMMA R1/5 TILT 11X420X130," $12,073.00 "
4470,6134266,NAIL GAMMA RIGHT 11X340X130MMX," $12,073.00 "
4470,6134779,NAIL GAMMA3 S LONG KIT 11X440MMX125," $12,073.00 "
4470,6141881,NAIL GTN 12 X 420," $10,238.00 "
4470,6124887,NAIL HUMERAL 22CM (45862)," $9,427.00 "
4470,6114490,NAIL HUMERAL 7 X 230," $7,751.00 "
4470,6120323,NAIL HUMERAL 7X260," $7,751.00 "
4470,6111033,NAIL HUMERAL 8 X 280MM," $7,750.00 "
4470,5100532,NAIL HUMERAL 8/7MM X 26CM," $10,126.00 "
4470,6121297,NAIL HUMERAL 9 X 250," $7,751.00 "
4470,5100375,NAIL HUMERAL 9 X 270," $8,747.00 "
4470,6112247,NAIL HUMERAL 9 X 290," $7,751.00 "
4470,5101050,NAIL HUMERAL 9MM CANNULATED 210MM," $8,402.00 "
4470,6105704,NAIL HUMERAL 9MM X 220CM," $10,665.00 "
4470,6101778,NAIL HUMERAL 9MMX190MM STERILE," $8,677.00 "
4470,6118269,NAIL HUMERAL 9MMX260CM," $7,751.00 "
4470,5140975,NAIL HUMERAL CANN 7MM X EX/230MM," $6,992.00 "
4470,5129978,NAIL HUMERAL CANNULATED 7MM X EX 26," $14,394.00 "
4470,6109953,NAIL HUMERAL LOCKING T2 7X250MM," $7,751.00 "
4470,6137665,NAIL HUMERAL OBTURATOR," $1,947.00 "
4470,5129994,NAIL HUMERAL TI CANN 9MM X EX/24," $6,992.00 "
4470,5141882,NAIL IM 10MM T2 STD TIB TI LCK STRL," $7,718.00 "
4470,6143200,NAIL IM 10MM X 380MM TFNA LEFT," $18,427.00 "
4470,6104178,NAIL IM 10MMX340MM TI LAT ENTRY FEM," $9,965.00 "
4470,6138853,NAIL IM 11MM X 380MML TT RIGHT," $18,427.00 "
4470,6122675,NAIL IM 11X1.5X380 RIGHT FEMORAL," $10,548.00 "
4470,6121669,NAIL IM 12X280MM FEMORAL," $8,847.00 "
4470,6120356,NAIL IM 27CM 12MM T2 STD TIB TI," $7,689.00 "
4470,6136485,NAIL IM 28.5CM 11MM T2 STD TIB," $7,689.00 "
4470,6118731,NAIL IM 28.5X9 T2 STD TIB TI LCK ST," $7,689.00 "
4470,5136544,NAIL IM 30CM 10MM T2," $7,689.00 "
4470,6120216,NAIL IM 30CM 9MM T2 STD TIB TI LCK," $7,689.00 "
4470,5144704,NAIL IM 30CM X 8.0CM T2 STD TIB," $7,689.00 "
4470,6114755,NAIL IM 31.5CM 12MM T2 STD TIB TI," $7,689.00 "
4470,6138069,NAIL IM 31.5CMX8MM T2 T2 TIB T1," $7,689.00 "
4470,5179155,NAIL IM 33CM 10MM T2 STD TIB TILCK," $8,148.00 "
4470,6106439,NAIL IM 33CM 11MM T2 STD TIB," $10,577.00 "
4470,6110803,NAIL IM 33CM 12MM T2 STD TIB," $7,689.00 "
4470,6114094,NAIL IM 33CM 8MM T2 STD TIB TI LCK," $7,689.00 "
4470,6112148,NAIL IM 33CM 9MM T2 STD TIB TI LCK," $7,689.00 "
4470,5172226,NAIL IM 34.5CM 10MM T2 STD TIB LCK," $8,148.00 "
4470,5136965,NAIL IM 36CM 10MM STD TIB TI LCK," $6,976.00 "
4470,6134001,NAIL IM 36CM 8MM T2 STD TIB TI LCK," $7,689.00 "
4470,6132252,NAIL IM 36CM 9MM T2 TIB," $7,689.00 "
4470,5177308,NAIL IM 36CM T2 STD TIB TILCK STRL," $8,148.00 "
4470,6114748,NAIL IM 37.5CM 12MM T2 STD TIB TI," $7,689.00 "
4470,6110951,NAIL IM 37.5CM 9MM T2 STD TIB TI LC," $7,689.00 "
4470,6111504,NAIL IM 39CM 11MM T2 STD TIB TI LCK," $7,689.00 "
4470,6112395,NAIL IM CANNUL 15MM DIA 1.5MR 320MM," $8,847.00 "
4470,6113799,NAIL IM CANNUL 8.5MM DIA 300MML," $10,164.00 "
4470,6112130,NAIL IM CANNULATED 7MM DIA 270MML," $7,751.00 "
4470,6113955,NAIL IM RECONSTRUCT 11X420X125," $10,548.00 "
4470,5139050,NAIL INERTAN 1.5 11.5MMX36CMX130D," $12,668.00 "
4470,6110761,NAIL INSERTION SLEEVE, $872.00 
4470,6113047,NAIL INSERTION SLEEVE 8X13," $1,863.00 "
4470,6134365,NAIL INTERTAN 10S RT 1MM X 30CM," $12,668.00 "
4470,5141056,NAIL INTERTAN 11.5MMX40 CM 130D LT," $12,668.00 "
4470,6134472,NAIL INTRA CANNUL 11.5 X 180 TITANM," $9,488.00 "
4470,6134282,NAIL INTRAMED 3.0 MM X 19 CML," $8,585.00 "
4470,6136253,NAIL INTRAMED CANN  1.5 130D LT," $12,668.00 "
4470,6142228,NAIL INTRAMED CANN 11.5 X 1.5MM," $12,668.00 "
4470,6139000,NAIL INTRAMED CANN 7MM X 290MML," $7,751.00 "
4470,6137236,NAIL INTRAMEDULLARY 13X320MM," $10,434.00 "
4470,6144596,NAIL INTRAMEDULLARY 3X250MM," $8,204.00 "
4470,6117964,NAIL INTRAMEDULLARY CANN 10MM 320MM," $10,390.00 "
4470,6111124,NAIL INTRAMEDULLARY TIBIAL 40.5CM," $7,689.00 "
4470,6134761,NAIL KIT 13MM R1.5 440 MML INTRAMED," $12,073.00 "
4470,6120539,NAIL LAT ENTRY RT 11MM X 360MM," $11,407.00 "
4470,6111934,NAIL LATERAL 11 X 320MM," $11,794.00 "
4470,6122618,NAIL LATERAL 13X380MM (418621)," $11,409.00 "
4470,6102446,NAIL LATERAL 9 X 400 CM," $7,044.00 "
4470,6114730,NAIL LATERAL ENTRY 10MM X 380MM," $11,407.00 "
4470,6142244,NAIL LATERAL ENTRY 11MM," $13,066.00 "
4470,6132690,NAIL LATERAL ENTRY 12MMX260MM," $14,065.00 "
4470,6102487,NAIL LONG 11 X 320 X 125CM," $7,180.00 "
4470,5142161,NAIL META TIBIA 8.5X35," $10,164.00 "
4470,5159058,NAIL META TIBIAL 10MM X 34CM," $10,164.00 "
4470,6100366,NAIL PEDIFLEX 2.0MM X 300MM," $1,471.00 "
4470,6100374,NAIL PEDIFLEX 2.5MM X 300MM," $1,471.00 "
4470,6119028,NAIL PROXIMAL 8X260MM HUMERUS," $9,427.00 "
4470,6120588,NAIL RECON LAT 12X380MM RT," $11,407.00 "
4470,6120570,NAIL RECON LAT 13X380MM LT," $11,407.00 "
4470,5127410,NAIL RETRO ANTEGRADE FEMORAL 12MMXE," $11,412.00 "
4470,5198171,NAIL RETRO FEM META 10 X 40MM," $10,434.00 "
4470,5134440,NAIL RETRO FEMORAL 10MM X 32CM," $10,434.00 "
4470,5125869,NAIL RETROGRADE FEMORAL 10MM X 34CM," $10,434.00 "
4470,6132658,NAIL SUPERCONDYLAR 11 X 300," $10,390.00 "
4470,5195201,NAIL SUPRACONDYLAR 11 X 170MM," $10,390.00 "
4470,6111132,NAIL SUPRCONDYLAR 10 X 420MM," $10,390.00 "
4470,6118277,NAIL SUPRCONDYLAR 12X380," $10,390.00 "
4470,6136428,NAIL T2 ANKLE 12 X 200MM," $11,327.00 "
4470,5146188,NAIL T2 GTN 10 X 60MM," $10,238.00 "
4470,6104970,NAIL T2 SUPPRACONDYLAR 12X360MM," $10,390.00 "
4470,6117931,NAIL T2 SUPRACONDYLAR 12X340MM," $10,390.00 "
4470,5157474,NAIL TAN 10 X 42 RT," $10,993.00 "
4470,5142153,NAIL TAN 10X34 130D RIGHT," $10,164.00 "
4470,5142146,NAIL TAN 10X36 130D RIGHT," $10,993.00 "
4470,5146121,NAIL TAN RT ROSE 11.5MM X 38X130D," $9,953.00 "
4470,5114111,NAIL TI CAN RETRO/ANTE-GRD FEM EX/3," $12,581.00 "
4470,5189238,NAIL TI CANN TIBIAL 11MM X EX/255MM," $4,929.00 "
4470,5189444,NAIL TI FEMORAL LAT ENTRY 100 EX/38," $13,066.00 "
4470,6100325,NAIL TIBA T2 11X315MM," $10,577.00 "
4470,6100317,NAIL TIBA T2 12X300MM," $8,679.00 "
4470,5199757,NAIL TIBIAL 10- X 31," $8,148.00 "
4470,6102081,NAIL TIBIAL 10 X 375MM," $7,867.00 "
4470,6111876,NAIL TIBIAL 10MM X 35CM META," $10,164.00 "
4470,6119416,NAIL TIBIAL 10X315MM," $10,300.00 "
4470,6119556,NAIL TIBIAL 10X345MM STERILE," $10,300.00 "
4470,6112973,NAIL TIBIAL 11 X 405," $7,689.00 "
4470,6131916,NAIL TIBIAL 11.5 MM X 40 CM," $10,164.00 "
4470,6133367,NAIL TIBIAL 11.5MM X 38CM," $10,164.00 "
4470,6117337,NAIL TIBIAL 11MM X 375MM," $10,300.00 "
4470,6132328,NAIL TIBIAL 12MMC360MM STERILE," $11,021.00 "
4470,6105555,NAIL TIBIAL 37.5CM 11MM T2TSD," $10,577.00 "
4470,5146170,NAIL TIBIAL 8.5MM X 34CM," $10,164.00 "
4470,6103030,NAIL TIBIAL 8.5MM X 38CM," $10,164.00 "
4470,6101091,NAIL TIBIAL 9 X 34CM," $8,679.00 "
4470,5109350,NAIL TIBIAL 9MM CANNULATED EX/330MM," $5,512.00 "
4470,6104160,NAIL TIBIAL 9MM X 315MM," $8,997.00 "
4470,6122170,NAIL TIBIAL 9X360MM (418510)," $10,300.00 "
4470,5139316,NAIL TIBIAL CANN 10MM X EX/285MM," $5,512.00 "
4470,5104518,NAIL TIBIAL CANN 11MM 330MM," $4,871.00 "
4470,5109368,NAIL TIBIAL CANNULATED 10MM X EX/34," $5,512.00 "
4470,5109392,NAIL TIBIAL CANNULATED 11MM X 360MM," $4,871.00 "
4470,5149695,NAIL TIBIAL CANNULATED 11MM X 380MM," $4,871.00 "
4470,5179395,NAIL TIBIAL CANNUTLATE 9MMXEX/375MM," $6,163.00 "
4470,5198221,NAIL TIBIAL EX 330 X 10MM," $11,021.00 "
4470,6125934,NAIL TIBIAL HOLDING SCREW," $1,467.00 "
4470,5114673,NAIL TIBIAL META 10MM X 32CM," $10,164.00 "
4470,6103113,NAIL TIBIAL META 10MM X 39CM," $10,164.00 "
4470,6121503,NAIL TIBIAL META 1MM X 28CM," $9,499.00 "
4470,6113831,NAIL TIBIAL T2 11 X 345 MM," $7,689.00 "
4470,5100888,NAIL TIBIAL TI ENDO T40 STARDRIVE, $910.00 
4470,5101035,NAIL TRACH 10MM X 235MM," $5,736.00 "
4470,5142138,NAIL TRIGEN 10X34X130D TROCH," $10,993.00 "
4470,5123187,NAIL TRIGEN META TIBIAL 10MM X 36CM," $10,164.00 "
4470,6102016,NAIL TROCH 12MM X 235CM," $5,932.00 "
4470,5171368,NAIL TROCH CANN 10MM 125 DEG," $5,381.00 "
4470,5114921,NAIL TROCH CANN 11MM/13OD X 380MM," $6,688.00 "
4470,5128004,NAIL TROCH CANNULATED 11MM/130DX380," $6,688.00 "
4470,5137542,NAIL TROCHANTERIC 10MM X 38MM," $10,274.00 "
4470,5124201,NAIL TROCHANTERIC 10MM X 42CM," $10,993.00 "
4470,6113716,NAIL TROCHANTERIC 130 11X180," $9,267.00 "
4470,5127071,NAIL TROCHANTERIC GAMMA 3 11MM X180," $6,969.00 "
4470,5127097,NAIL TROCHANTERIC RT 11MM X 130DX34," $6,688.00 "
4470,5103668,"NAIL,GAMMA,11MM X 360MM X 135D"," $9,585.00 "
4470,5123955,"NAIL,HUMERAL,SYNTHES ALL"," $14,394.00 "
4710,9427881,NALBUPHINE 10MG/1ML INJECTION, $26.00 
4710,9427899,NALBUPHINE 20MG/1ML INJECTION, $127.00 
4710,9427915,NALOXONE 0.4MG/1ML INJECTION, $190.00 
4710,9427949,NALOXONE 2MG/2ML INJECTION, $197.00 
4470,6139380,NANOCROSS 014 2.5X210MM," $4,050.00 "
4710,9429614,NAPHAZOLINE 0.1% OPH SOL 15ML, $22.00 
4710,9429630,NAPHAZOLIN-PHENIR OPH SOL 15ML, $28.00 
4710,9452368,NAPHAZOLIN-PHENIR OPH SOL 5ML, $10.00 
4710,9429648,NAPROXEN 250MG TABLET, $3.00 
4710,9429655,NAPROXEN 375MG TABLET, $4.00 
4710,9429663,NAPROXEN 500MG TABLET, $5.00 
4500,6510408,NASAL SMEAR FOR EOSINOPHILS, $123.00 
4710,9429705,NATEGLINIDE 120MG TABLET, $9.00 
4710,9429713,NATEGLINIDE 60MG TABLET, $9.00 
4500,6522072,NATRIURETIC PEPTIDE, $406.00 
4470,6145254,NAVITRACKER REFERENCE MARKER," $7,380.00 "
4471,5064241,"NDL,BOIPSY,TRUCUT", $169.00 
4471,5084561,"NDL,JAMSHIDI,BONE BIOPSY", $134.00 
4471,5084579,"NDL,SOFT TISSUE BIOPSY", $129.00 
4470,6129506,NECK ADJUSTMENT SLEEVE +0MM UNI," $1,018.00 "
4520,6595631,NECROPSY AUTOPSY LIM GROS/MICRO REG, $180.00 
4520,6595672,NECROPSY AUTPSY LIM GROS/MICR 1 ORG, $180.00 
4470,6113088,NEEDLE 14.6IN 21GA, $579.00 
4470,6142582,NEEDLE BONE CEMENT 8GA, $974.00 
4470,5156732,NEEDLE BX IMBIBE ASP MRW," $2,699.00 "
4470,6145940,NEEDLE ENDO NITINOL F/ZONE, $333.00 
4470,5129937,NEEDLE FRENCH EYE 212902, $147.00 
4470,5131826,NEEDLE INSFL 120MM 14GA EPTH VRRS B, $121.00 
4470,5131834,NEEDLE INSFL 150MM 14GA EPTH VRRS P, $104.00 
4760,3100088,NEEDLE SCLEROTHERAPY, $179.00 
4470,5150206,NEEDLE SCLEROTHERAPY, $393.00 
4471,5013206,NEEDLE SET EZ-IO 15MM, $401.00 
4470,5195797,NEEDLE SUT SCRDN ROTP CUF STRL," $2,200.00 "
4710,9429739,NEFAZODONE 100MG TABLET, $12.00 
4710,9429770,NEFAZODONE 50MG TABLET, $12.00 
4630,5564935,NEFF PERC.ACC.NPAS-100-RH-NT," $2,419.00 "
4570,5964937,NEFF PERC.ACC.NPAS-100-RH-NT," $2,419.00 "
4471,5092960,NEG PRESS DRESSING VAC VERAFLO MED, $459.00 
4080,7401599,NEG PRESS WND THER DME <=50, $335.00 
4710,9429788,NELFINAVIR 250MG TABLET, $11.00 
4710,9429812,NEOMYCIN 125MG/5ML LIQUID, $2.00 
4710,9429820,NEOMYCIN 500MG TABLET, $6.00 
4710,9429937,NEOMYCIN-NA BIPHOS-NA PHOS 1G, $73.00 
4710,9429945,NEOMYCIN-NA BIPHOS-NA PHOS 2G, $74.00 
4710,9429952,NEOMYCN-NA BIPHOS/PHOS 500MG, $72.00 
4710,9404724,NEORAL 100MG CAPSULE, $23.00 
4710,9455056,NEORAL 100MG/ML SOL 1ML, $25.00 
4710,9429838,NEOSPORIN GU IRRIGANT 1ML, $284.00 
4710,9429846,NEOSPORIN GU IRRIGANT 20ML, $825.00 
4710,9425885,NEOSPORIN OINTMENT 0.9G PKT, $1.00 
4710,9425893,NEOSPORIN OINTMENT 15G, $14.00 
4710,9425901,NEOSPORIN OINTMENT 30G, $11.00 
4710,9425919,NEOSPORIN OPHTH OINTMENT 3.5G, $166.00 
4710,9429853,NEOSPORIN OPHTH SOL 10ML, $228.00 
4710,9429861,NEOSPORIN OPHTH SUSP 10ML, $227.00 
4710,9428004,NEOSTIGMINE 10MG/10ML INJ MDV, $600.00 
4710,9429978,NEOSTIGMINE 15MG TABLET, $8.00 
4710,9427972,NEOSTIGMINE 5MG/10ML INJECTION, $676.00 
4630,5564489,NEPHROSTOMY CATHETER," $2,419.00 "
4570,5964481,NEPHROSTOMY CATHETER," $2,419.00 "
4630,5564521,NEPHROSTOMY KIT," $2,419.00 "
4630,5564562,NEPHROURETERAL STENT CATHETER," $2,419.00 "
4630,5566518,NEPHROURETERAL STNT 8/26," $1,993.00 "
4570,5966510,NEPHROURETERAL STNT 8/26," $1,993.00 "
4620,8101966,NERVE CONDUCTION STUDIES: 3-4, $123.00 
4620,8101974,NERVE CONDUCTION STUDIES: 5-6, $715.00 
4620,8101982,NERVE CONDUCTION STUDIES: 7-8, $787.00 
4620,8101990,NERVE CONDUCTION STUDIES: 9-10, $866.00 
4470,5164256,"NERVE,STIMULATOR/LOCATOR", $771.00 
4710,9427956,NESIRITIDE 1.5MG INJECTION," $5,874.00 "
4470,6124291,NEURO PIN (51821), $766.00 
4470,5101076,NEUROSTIM IMPL 52.2X51.6X6X6.9MM," $73,526.00 "
4710,9461054,NEVIRAPINE 10MG/ML SUSP 1ML, $3.00 
4710,9429986,NEVIRAPINE 10MG/ML SUSP 20ML, $39.00 
4710,9429994,NEVIRAPINE 200MG TABLET, $41.00 
4722,5315015,NEWBORN RESUSCITATION PER 15 MIN," $1,538.00 "
4509,6688691,NEWBORN SCREENING (FORM CHARGE), $1.00 
4470,6101372,NEXGEN FLEX ART SURF EF 5X6 10MM," $5,431.00 "
4470,5101449,NEXOSS STRIP 5CC," $5,851.00 "
4710,9430000,NIACIN 100MG TABLET, $1.00 
4710,9430042,NIACIN 250MG ER CAPSULE, $1.00 
4710,9461484,NIACIN 250MG TABLET, $1.00 
4710,9430067,NIACIN 500MG ER CAPSULE, $1.00 
4710,9430018,NIACIN 500MG TABLET, $1.00 
4710,9430026,NIACIN 50MG TABLET, $1.00 
4710,9430091,NIACIN 750MG ER TABLET, $1.00 
4710,9430109,NIACINAMIDE 100MG TABLET, $1.00 
4710,9430117,NIACINAMIDE 500MG TABLET, $1.00 
4710,9430133,NICARDIPINE 20MG CAPSULE, $7.00 
4710,9459660,NICARDIPINE 20MG/200ML NACL.86% INJ, $670.00 
4710,9428350,NICARDIPINE 25MG/10ML INJ, $370.00 
4710,9430141,NICARDIPINE 30MG CAPSULE, $10.00 
4710,9430240,NICOTINE 14MG PATCH, $8.00 
4710,9430257,NICOTINE 21MG PATCH, $8.00 
4710,9430190,NICOTINE 2MG GUM, $2.00 
4710,9430273,NICOTINE 7MG PATCH, $7.00 
4710,9446188,NIFEDIPINE 10MG CAPSULE, $4.00 
4710,9446196,NIFEDIPINE 20MG CAPSULE, $7.00 
4710,9446204,NIFEDIPINE 30MG XL TABLET, $4.00 
4710,9446212,NIFEDIPINE 60MG XL TABLET, $8.00 
4710,9446220,NIFEDIPINE 90MG XL TABLET, $9.00 
4710,9430281,NIMODIPINE 30MG CAPSULE, $58.00 
4710,9430331,NITRAZINE PAPER TEST, $120.00 
4710,9430364,NITROFURANTOIN MACRO 100MG CAP, $11.00 
4710,9430380,NITROFURANTOIN MACRO 50MG CAP, $6.00 
4710,9430562,NITROGLYCERIN 0.1MG/HR PATCH, $8.00 
4710,9430588,NITROGLYCERIN 0.2MG/HR PATCH, $8.00 
4710,9430596,NITROGLYCERIN 0.3MG/HR PATCH, $17.00 
4710,9430422,NITROGLYCERIN 0.4MG SL TAB, $2.00 
4710,9447384,NITROGLYCERIN 0.4MG SL TAB #25, $2.00 
4710,9430547,NITROGLYCERIN 0.4MG/HR PATCH, $6.00 
4710,9430554,NITROGLYCERIN 0.6MG/HR PATCH, $10.00 
4710,9430513,NITROGLYCERIN 2% OINTMENT 1G, $8.00 
4710,9430521,NITROGLYCERIN 2% OINTMENT 30G, $117.00 
4710,9430539,NITROGLYCERIN 2% OINTMENT 60G, $233.00 
4710,9430448,NITROGLYCERIN 2.5MG ER CAPSULE, $3.00 
4710,9428384,NITROGLYCERIN 50MG/10ML INJ, $139.00 
4710,9428418,NITROGLYCERIN 50MG/D5W 250ML, $144.00 
4710,9428434,NITROPRUSSIDE 50MG/2ML INJ, $382.00 
4710,9430612,NIZATIDINE 150MG CAPSULE, $10.00 
4710,9430620,NIZATIDINE 300MG CAPSULE, $15.00 
4710,9429077,NONFORMULARY IV SOL OR PRMX, $100.00 
4710,9450792,NOREPINEPH 8MG/250ML D5W INJ, $408.00 
4710,9401308,NOREPINEPHRINE 4MG/4ML INJ VL, $28.00 
4710,9428483,NOREPINEPHRINE 4MG/D5W 250ML, $303.00 
4470,6107809,NORIAN DRILLABLEFAST PUTTY 10CC," $18,715.00 "
4470,6107882,NORIAN DRILLABLEFAST PUTTY 5CC," $9,522.00 "
4710,9430653,NORTRIPTYLINE 10MG CAPSULE, $2.00 
4710,9430661,NORTRIPTYLINE 25MG CAPSULE, $3.00 
4710,9430679,NORTRIPTYLINE 50MG CAPSULE, $3.00 
4710,9430687,NORTRIPTYLINE 75MG CAPSULE, $7.00 
4470,5138623,NOVA STERILE DEVICE," $4,285.00 "
4470,5192695,NOVASURE STERILE DEVICE," $8,736.00 "
4470,6138655,NOVEL CERVICAL SPACER 12MM LG," $3,605.00 "
4471,5090212,NS 1/2 1000ML BAG, $93.00 
4471,5090253,NS 1000ML BAG, $97.00 
4470,5190251,NS 1000ML BAG, $118.00 
4471,5090220,NS 150ML BAG, $82.00 
4470,5190236,NS 250ML BAG, $76.00 
4471,5090238,NS 250ML BAG, $114.00 
4471,5090261,NS 3% IN WATER 500ML, $82.00 
4471,5090246,NS 500ML BAG, $117.00 
4471,5091772,"NS IRRIG.,1000ML,PLASTIC POUR", $53.00 
4470,5191770,"NS IRRIG.,1000ML,PLASTIC POUR", $53.00 
4471,5091798,"NS,IRRIG.,2000ML,BAG", $47.00 
4470,5191796,"NS,IRRIG.,2000ML,BAG", $47.00 
4471,5091806,"NS,IRRIG.,3000ML,BAG", $63.00 
4470,6111165,NUT ORTH 5MM T2 CNDRL TI CNDRL SCR," $1,009.00 "
4710,9430810,"NYSTATIN 100,000U VAG TABLET", $17.00 
4710,9430737,"NYSTATIN 100,000U/G CREAM 15G", $53.00 
4710,9430752,"NYSTATIN 100,000U/G CREAM 30G", $79.00 
4710,9430745,"NYSTATIN 100,000U/G OINT 15G", $51.00 
4710,9430760,"NYSTATIN 100,000U/G OINT 30G", $17.00 
4710,9430778,"NYSTATIN 100,000U/G PWD 15G", $66.00 
4710,9461930,"NYSTATIN 100,000U/G PWD 30G", $162.00 
4710,9450891,NYSTATIN 100000U/1ML ORAL SUSP, $2.00 
4710,9430786,NYSTATIN 100KU/ML ORALSUSP 5ML, $4.00 
4710,9430802,"NYSTATIN 500,000UTABLET", $5.00 
4710,9432709,NYSTATIN-TRIAMCIN CREAM 15G, $336.00 
4710,9432725,NYSTATINTRIAMCIN CREAM 30G, $3.00 
4570,5901160,O2 PULSE OXIMETRY NONINVASIVE, $423.00 
4400,4001350,OB ED LEVEL 1:MINOR, $568.00 
4400,4001368,OB ED LEVEL 2:BASIC," $1,060.00 "
4400,4001376,OB ED LEVEL 3:INTERMEDIATE," $2,069.00 "
4400,4001384,OB ED LEVEL 4:ADVANCED," $3,131.00 "
4400,4001392,OB ED LEVEL 5:SEVERE/COMPLEX," $4,315.00 "
4400,4001293,OB TRIAGE, $568.00 
4400,4005005,"OBSERVATION,EACH HOUR", $213.00 
4010,8802779,OBSTETRIC PROCEDURE(S)-ER," $4,875.00 "
4470,6121321,OBTURATOR 7167-4078," $3,510.00 "
4471,5064290,"OBTURATOR,ESOPH,DON GORDAN", $425.00 
4710,9431024,OCTREOTIDE 0.05MG/1ML INJ, $126.00 
4710,9430992,OCTREOTIDE 0.1MG/1ML INJ, $155.00 
4710,9431016,OCTREOTIDE 500MCG/1ML INJ, $334.00 
4710,9430984,OCTREOTIDE 5MG/5ML INJECTION MDV," $3,077.00 "
4076,0900894,OFFICE OR OP EST VISIT APRX 10 MIN, $273.00 
4080,7401367,OFFICE OR OP EST VISIT APRX 10 MIN, $273.00 
4076,0900902,OFFICE OR OP EST VISIT APRX 15 MIN, $300.00 
4642,5618244,OFFICE OR OP EST VISIT APRX 15 MIN, $300.00 
4080,7401375,OFFICE OR OP EST VISIT APRX 15 MIN, $300.00 
4080,7401508,OFFICE OR OP EST VISIT APRX 15 MIN, $300.00 
4076,0901140,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4630,5563226,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4642,5618251,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4570,5963228,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4690,6070908,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4080,7401383,OFFICE OR OP EST VISIT APRX 25 MIN, $330.00 
4076,0900910,OFFICE OR OP EST VISIT APRX 40 MIN, $363.00 
4080,7401391,OFFICE OR OP EST VISIT APRX 40 MIN, $363.00 
4076,0900886,OFFICE OR OP EST VISIT APRX 5 MIN, $248.00 
4093,4401279,OFFICE OR OP EST VISIT APRX 5 MIN, $248.00 
4093,4401311,OFFICE OR OP EST VISIT APRX 5 MIN, $248.00 
4087,4801023,OFFICE OR OP EST VISIT APRX 5 MIN, $248.00 
4080,7401359,OFFICE OR OP EST VISIT APRX 5 MIN, $248.00 
4076,0900928,OFFICE OR OP NEW VISIT APRX 10 MIN, $322.00 
4076,0900936,OFFICE OR OP NEW VISIT APRX 20 MIN, $355.00 
