Charge / Procedure Number,Billing Description,CDM Price
20424757,"Echocardiogram Transthoracic, Follow-Up or Limited",227.90
20424761,Electric Stimulation Each 15 Min (Attended),147.70
20424765,Electric Stimulation Therapy (unattended),130.70
20424769,Endometrial Biopsy (EMB),405.50
20424773,Endometrial Biopsy (EMB) w/Colposcopy,105.90
20424782,Evacuate Subungual Hematoma,77.00
20424787,APPLY EVENT MONITOR,629.20
20424799,Exc Mal Les Face Ears Nose Lips 0.6-1 cm,385.20
20424803,Exc Mal Les Face Ears Nose Lips 1.1-2 cm,454.80
20424807,Exc Mal Les Face Ears Nose Lips 2.1-3 cm,572.50
20424811,Exc Mal Les Face Ears Nose Lips 3.1-4 cm,711.60
20424823,Exc Mal Les Scalp Neck Hand Foot 0.6-1 cm,367.00
20424827,Exc Mal Les Scalp Neck Hand Foot 1.1-2 cm,421.60
20424831,Exc Mal Les Scalp Neck Hand Foot 2.1-3 cm,523.20
20424835,Exc Mal Les Scalp Neck Hand Foot 3.1-4 cm,593.90
20424843,Exc Mal Les Trunk Arm Leg 0.6-1 cm,363.80
20424847,Exc Mal Les Trunk Arm Leg 1.1-2 cm,401.30
20424854,Exc Mal Les Trunk Arm Leg 2.1-3 cm,479.40
20424858,Exc Mal Les Trunk Arm Leg 3.1-4 cm,528.60
20424862,Excise Bartholin's Gland/Cyst,753.30
20424878,Excise Lesion Face Ear Nose 0.5 cm or less,240.80
20424882,Excise Lesion Face Ear Nose 0.6-1 cm,313.50
20424886,Excise Lesion Face Ear Nose 1.1-2 cm,349.90
20424890,Excise Lesion Face Ear Nose 2.1-3 cm,432.30
20424894,Excise Lesion Face Ear Nose 3.1-4 cm,555.30
20424902,Excise Lesion Scalp Neck Hand Foot 0.5 cm or less,196.90
20424906,Excise Lesion Scalp Neck Hand Foot 0.6-1 cm,268.60
20424910,Excise Lesion Scalp Neck Hand Foot 1.1-2 cm,324.20
20424914,Excise Lesion Scalp Neck Hand Foot 2.1-3 cm,379.90
20424918,Excise Lesion Scalp Neck Hand Foot 3.1-4 cm,435.50
20424922,Excise Lesion Tongue no Closure,325.30
20424930,Excise Lesion Trunk Arm Leg 0.5 cm or less,188.30
20424934,Excise Lesion Trunk Arm Leg 0.6-1 cm,248.20
20424938,Excise Lesion Trunk Arm Leg 1.1-2 cm,446.20
20424942,Excise Lesion Trunk Arm Leg 2.1-3 cm,351.00
20424946,Excise Lesion Trunk Arm Leg 3.1-4 cm,388.40
20424950,"Excise Lesion Vestibule of Mouth, Mucosa/Submucosa",309.20
20424957,"Excise Lesion Vestibule of Mouth, Mucosa/Submucosa",478.30
20424961,Excise Mass Back/Flank Subq < 3 cm,883.80
20424965,Excise Mass Back/Flank Subq 3 cm or greater,"1,152.40"
20424969,"Excise Mass Foot/Toe Soft Tissue, Subq < 1.5 cm",660.20
20424973,"Excise Mass Forearm/Wrist, Subq < 3 cm",769.30
20424981,"Excise Mass Leg/Ankle, Subq",747.90
20424985,"Excise Mass Pelvis/Hip, Subq",899.90
20424989,"Excise Mass Shoulder Soft Tissue, Subq < 3 cm",749.00
20424997,"Excise Mass Thigh/Knee, Subq",755.40
20425001,"Excise Mass Upper Arm/Elbow, Subq  < 3 cm",788.60
20425013,"Excise Pilonidal Cyst/Sinus, Simple",444.10
20425017,Excise Skin of Nail Fold,494.30
20425021,Excise Vaginal Cyst/Mass,433.40
20425029,Fetal Biophysical Profile (BPP),174.40
20425033,Fetal Biophysical Profile (BPP) no NST,947.00
20425037,Fit Diaphragm/Cervical Cap w/Instruct,125.20
20425041,FOLEY CATH COMPLICATED,340.30
20425048,FOLEY CATH SIMPLE,369.20
20425052,Foreskin (Penis) Manipulation,150.90
20425056,Gait Training Therapy Each 15Min,208.40
20425060,Hysteroscopy w/Biopsy of Endometrium,684.80
20425068,I&D Abscess Bartholin Gland,230.10
20425075,I&D Abscess Complex or Multiple,425.90
20425079,"I&D Abscess Finger, Complicated",440.80
20425083,"I&D Abscess Finger, Simple",463.30
20425094,"I&D Abscess Perianal, Superficial",233.30
20425098,I&D Abscess Peritonsillar,338.10
20425147,I&D Infected Bursa Upper Arm/Elbow,378.80
20425170,I&D Pilonidal Cyst Simple,241.80
20425174,Abscess I & D multiple,315.70
20425181,"I&D Thrombosed Hemorrhoid, External",258.90
20425185,"I&D Wound Infection, Complex Post-Op",428.00
20425189,IN & OUT (STRAIGHT) CATH,395.50
20425197,Incise Lingual Frenulum (Frenotomy),266.40
20425204,Incise Tendon Sheath,719.00
20425212,"Inject Lesion, 7 or less",79.20
20425216,"Inject Lesion, 8 or more",123.10
20425220,Inject Trigger Point 1 or 2 Muscles,236.50
20425224,Inject Trigger Point 3 or More Muscles,236.50
20425228,Inject Trigger Point Tendon Sheath/Ligament/Gangli,270.70
20425236,Insert/Fit Pessary/Intravaginal Support Device,123.10
20425240,Interpret Cardiovascular Stress Test (ETT) Report,39.60
20425244,"Interpret EKG Rhythm Strip only, 1-3 leads",20.70
20425264,Laryngoscopy Flex Fiberoptic Diagnostic,191.50
20425280,Laryngoscopy Indirect Diagnostic,120.90
20425296,Lumbar Puncture (LP) Diagnostic,247.20
20425300,Lumbar Puncture (LP) Therapeutic,208.70
20425304,Lysis Intranasal Synechia,330.60
20425308,Manual Therapy Techniques Each 15 Min,177.90
20425312,Massage Therapy Each 15Min,137.40
20425316,Glucose POC,46.60
20425316{2},GLUCOSE POINT OF CARE,5.90
20425323,Nasopharyngoscopy w/Endoscope,120.90
20425327,NST; Fetal Non-Stress Test,74.90
20425331,OMT 1-2 Regions,61.00
20425335,OMT 3-4 Regions,93.10
20425339,OMT 5-6 Regions,123.10
20425343,OMT 7-8 Regions,174.40
20425350,OMT 9-10 Regions,185.10
20425358,Orthotic Fitting/Training Assessment & Fit Each15,119.10
20425362,Pack Wound Dehiscence Superficial,341.30
20425366,Paracervical Block,211.90
20425370,Paraffin Bath Therapy (Per Session),143.80
20425374,"Pare/Cut Benign Hyperkeratotic Lesion, Single",53.50
20425378,"Pare/Cut Benign Hyperkeratotic Lesions, greater th",98.40
20425382,"Pare/Cut Benign Hyperkeratotic Lesions, 2-4",62.10
20425386,zzPerform and Interpret Cardiovascular Stress Test,206.50
20425390,"Perform and Interpret EKG Rhythm Strip, 1-3 leads",33.20
20425394,"Perform and Interpret EKG, 12 Lead",168.30
20425394{2},"Perform and Interpret EKG, 12 Lead",157.30
20425398,"Perform EKG only, 12 Lead",569.40
20425398{2},EKG 12 LEAD,532.10
20425402,"Perform EKG Rhythm Strip only, 1-3 leads",402.80
20425406,Physical Performance Test each 15 min,131.70
20425410,IV INSERTION,317.80
20425414,Probe Lacrimal Duct,275.00
20425418,Puncture Aspirate Abscess/Hematoma/Cyst,389.50
20425422,"Puncture Aspirate Cyst Breast, each addl",170.10
20425426,"Puncture Aspirate Cyst Breast, initial",579.90
20425471,"Remove Embedded Foreign Body, Vestibule Of Mouth,",550.00
20425475,"Remove Embedded Foreign Body, Vestibule of Mouth,",318.90
20425479,"Remove Foreign Body Conjunctiva, Superficial",171.20
20425483,Remove Embedded Foreign Body Eyelid,354.20
20425487,"Remove Foreign Body Foot, Complicated",939.50
20425491,"Remove Foreign Body Foot, Subq",333.80
20425507,"Remove Foreign Body Pelvis/Hip, Subq",359.50
20425511,Remove Foreign Body Pharynx,329.60
20425515,"Remove Foreign Body Shoulder, Subq",374.50
20425527,"Remove Foreign Body Upper Arm/Elbow, Subq",334.90
20425531,"Remove Foreign Body, Ext Auditory Canal",193.60
20425543,"Remove Foreign Body, Muscle/Tendon Sheath, Simple",694.40
20425547,"Remove Nail & Nail Matrix, Partial/Complete for Pe",834.60
20425551,"Remove Nail, Simple, 1st",402.30
20425555,"Remove Nail, Simple, each addl",201.20
20425559,Remove Pin/Screw/Metal Band/Nail/Rod/Plate/Buried,"1,479.80"
20425563,Remove Skin Tags 15 or less,318.90
20425567,"Remove Skin Tags, each addl 10",263.20
20425571,REMOVE/BIVALVE GAUNTLET BOOT OR BODY CAST,137.00
20425575,"REMOVE/BIVALVE SHOULDER/HIP SPICA, MINERVA, OR RIS",272.90
20425583,Remove/Repair Windowing of Cast,122.00
20425587,Repair Laceration Vestibule of Mouth greater 2.5 c,543.60
20425591,Repair Laceration Vestibule of Mouth 2.5 cm or les,513.60
20425595,Repair Spica Body Cast/Jacket,108.10
20425599,Repair Vagina,742.60
20425607,"Repair Wound Eyelids Ears Nose Lips, Complex 1.1-2",780.00
20425611,"Repair Wound Eyelids Ears Nose Lips, Complex 2.6-7","1,051.80"
20425615,"Repair Wound Eyelids Ears Nose Lips, Complex each",360.60
20425619,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",997.20
20425627,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",733.00
20425631,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",507.20
20425635,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",912.70
20425639,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",536.10
20425643,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",567.10
20425647,"Repair Wound Face Eyelids Ears Nose Lips, Simple g",484.70
20425651,"Repair Wound Face Eyelids Ears Nose Lips, Intermed",421.60
20425655,"Repair Wound Face Eyelids Ears Nose Lips, Simple 1",363.80
20425659,"Repair Wound Face Eyelids Ears Nose Lips, Simple 2",173.30
20425663,"Repair Wound Face Eyelids Ears Nose Lips, Simple 2",419.40
20425667,"Repair Wound Face Eyelids Ears Nose Lips, Simple 5",218.30
20425671,"Repair Wound Face Eyelids Ears Nose Lips, Simple 7",270.70
20425675,Repair Wound Forehead Cheeks Chin Mouth Neck Axill,675.20
20425679,Repair Wound Forehead Cheeks Chin Mouth Neck Axill,"1,154.50"
20425683,"Repair Wound Neck Hand Foot Genitalia, Intermediat",830.30
20425687,"Repair Wound Neck Hand Foot Genitalia, Intermediat",380.90
20425691,"Repair Wound Neck Hand Foot Genitalia, Intermediat",646.30
20425695,"Repair Wound Neck Hand Foot Genitalia, Intermediat",491.10
20425699,"Repair Wound Neck Hand Foot Genitalia, Intermediat",736.20
20425703,"Repair Wound Neck Hand Foot Genitalia, Intermediat",528.60
20425707,"Repair Wound Scalp Arms Legs, Complex 1.1-2.5 cm",600.30
20425711,"Repair Wound Scalp Arms Legs, Complex 2.6-7.5 cm",800.40
20425724,Suture/Steri Strip Wound 2.5cm,573.50
20425728,"Repair Wound Scalp Neck Trunk Extremities, Simple",270.70
20425732,Suture/Steri Strip Wound  2.6-7.5cm,163.70
20425736,"Repair Wound Scalp Neck Trunk Extremities, Simple",330.60
20425740,"Repair Wound Scalp Neck Trunk Extremities, Simple",202.20
20425744,"Repair Wound Scalp Neck Trunk Extremities, Simple",402.30
20425748,"Repair Wound Scalp Neck Trunk Extremities, Simple",573.50
20425752,"Repair Wound Scalp Trunk Extremities, Intermediate",587.40
20425756,"Repair Wound Scalp Trunk Extremities, Intermediate",475.10
20425760,"Repair Wound Scalp Trunk Extremities, Intermediate",690.20
20425764,"Repair Wound Scalp Trunk Extremities, Intermediate",505.00
20425768,"Repair Wound Trunk, Complex 1.1 - 2.5 cm",615.30
20425772,"Repair Wound Trunk, Complex 2.6 - 7.5 cm",697.60
20425776,Self-Care/Home Manage Training Each 15 Min,165.20
20428401,Serial Tonometry w/Measurements of IOP Over Extend,767.20
20428410,Shave Lesion Face Eyelids Ears Nose Lips Mucous Me,109.10
20428414,Shave Lesion Face Eyelids Ears Nose Lips Mucous Me,159.40
20428418,Shave Lesion Face Eyelids Ears Nose Lips Mucous Me,183.00
20428422,Shave Lesion Face Eyelids Ears Nose Lips Mucous Me,245.00
20428426,"Shave Lesion Scalp Neck Hand Foot Genitalia, Singl",87.70
20428430,"Shave Lesion Scalp Neck Hand Foot Genitalia, Singl",138.00
20428434,"Shave Lesion Scalp Neck Hand Foot Genitalia, Singl",163.70
20428438,"Shave Lesion Scalp Neck Hand Foot Genitalia, Singl",191.50
20428442,"Shave Lesion Trunk Arms Legs, Single 0.5 cm or les",76.00
20428446,"Shave Lesion Trunk Arms Legs, Single 0.6-1 cm",128.40
20428450,"Shave Lesion Trunk Arms Legs, Single 1.1-2 cm",158.40
20428454,Strap Ankle and/or Foot,65.30
20428458,Strap Elbow or Wrist,118.80
20428462,Strap Hand or Finger,102.70
20428466,Strap Thorax,137.00
20428470,"Strap, Denis-Browne Splint",99.50
20428482,Therapeutic Activities Each 15Min,197.00
20428486,Therapeutic Exercises Each 15Min,186.60
20428506,Treat Dislocation Distal Radioulnar w/Manip,950.20
20428510,"Treat Dislocation IP Joint, Single w/Manip no Anes",599.20
20428514,"Treat Dislocation IP Joint, Single w/Manip w/Anest",813.20
20428518,Treat Dislocation Lunate w/Manip,"1,129.90"
20428522,"Treat Dislocation MCP, Single w/Manip no Anesth",713.70
20428526,"Treat Dislocation MCP, Single w/Manip w/Anesth",886.00
20428530,Treat Fracture Bimalleolar Ankle no Manip,695.50
20428534,Treat Fracture Calcaneus no Manip,530.70
20428538,"Treat Fracture Carpal Bone no Manip, Each",652.70
20428542,Treat Fracture Carpal Scaphoid no Manip,638.80
20428546,Treat Fracture Clavicle,511.50
20428550,Treat Fracture Distal Fibula (Lateral Malleolus) n,666.60
20428554,Treat Fracture Distal Radius no Manip,688.00
20428558,"Treat Fracture Finger/Thumb Distal Phalanx, no Man",422.70
20428562,Treat Fracture Finger/Thumb Prox/Middle Phalanx Sh,421.60
20428566,Treat Fracture Great Toe no Manip,288.90
20428570,"Treat Fracture MCP/IP Joint no Manip, each",494.30
20428574,"Treat Fracture MCP/IP Joint w/Manip, each",792.90
20428578,Treat Fracture Medial Malleolus no Manip,710.50
20428582,"Treat Fracture Metacarpal, Single, no Manip, each",629.20
20428586,"Treat Fracture Metatarsal no Manip, each",449.40
20428590,"Treat Fracture Phalanx Not Great Toe, no Manip",278.20
20428594,Treat Fracture Prox/Shaft Fibula no Manip,644.10
20428598,Treat Fracture Radial Shaft no Manip,575.70
20428606,Treat Fracture Sternum,825.00
20428610,Treat Fracture Talus no Manip,489.00
20428614,Treat Fracture Tarsal Bone (Not Talus or Calcaneus,452.60
20428618,Treat Fracture Tibial Shaft (+/- Fibula Fracture),739.40
20428622,Treat Fracture Trans-Scaphoperilunar w/Manip,"1,136.30"
20428626,Treat Fracture Trimalleolar Ankle no Manip,666.60
20428630,Treat Fracture Ulnar Shaft no Manip,541.40
20428634,Treat Fracture Ulnar Styloid no Manip,698.70
20428642,Treat Fracture Wt Bearing Articular Portion of Dis,709.40
20428646,"Treat Incomplete Abortion (SAB), 1st tri",988.70
20428650,"Treat Incomplete Abortion (SAB), any tri",727.60
20428654,Ultrasound Therapy Each 15Min,143.60
20428662,"Unlisted Procedure, Female",159.40
20428670,Urinary Ureterolithotomy; Lower One-Third of Urete,"2,306.90"
20428674,URINE CATH FOR SPECIMEN COLLECTION,12.80
20428678,Wedge Cast (Except Clubfoot),184.00
20428682,Wedge Clubfoot Cast,191.50
20428686,Wheelchair ManagementTraining Each 15 Min,181.70
20428690,Whirlpool Therapy,383.60
20428694,Whirlpool Therapy (Per Session),383.60
20429018,AMNISURE POINT OF CARE,174.40
20429018{2},Amnisure POC,174.40
20429022,Urine HCG POC,107.00
20429026,RST POINT OF CARE,100.60
20429026{2},RST POC,100.60
20429034,NITRAZINE POINT OF CARE,29.70
20429034{2},Nitrazine POC,0.00
20429038,UA Dipstick POC,74.40
20429038{2},UA DIPSTICK POINT OF CARE,74.40
20429042,Hgb POC,61.80
20429042{2},HGB POINT OF CARE,35.60
20429046,INR POINT OF CARE,89.50
20429046{2},INR POC,89.50
20429050,PULSE OX MULTIPLE POINT OF CARE,440.80
20429058,PEAK FLOW POINT OF CARE,208.30
20429058{2},Peak Flow; Total Vital Capacity,154.60
20440420,FOLEY CATH SIMPLE,369.20
20478409,BH MHA Billable Unit,196.90
20478409{2},BH MHA Non-Billable Unit,196.90
20486448,"Trimming of nondystrophic nails, any number",93.10
20486453,Catheter aspiration (separate procedure); nasotrac,229.00
20486467,Closed treatment of ankle dislocation; without ane,878.50
20486472,Closed treatment of knee dislocation; without anes,"1,102.10"
20486477,Closed treatment of interphalangeal joint dislocat,599.20
20486482,Treatment of closed elbow dislocation; without ane,"1,022.90"
20486487,"Introduction of needle or intracatheter, vein",316.70
20486492,Repair and refitting spectacles; except for aphaki,364.90
20486497,"Foreign Body External Eye Removed, Simple",171.20
20486502,"Foreign Body External Eye Removed, Embedded",132.70
20486507,Object in Ear Canal Removed,193.60
20486512,Ear Wax Removal,172.30
20486535,Audiometry,47.10
20486580,"Incision & Removal Of Foreign Body, Subcutaneous;",225.80
20486697,Nebulizer Treatment; 1st,288.50
20486745,IV Fluids Initial 31-60min,588.40
20486754,IV Fluids Each Add'l Hour,208.40
20486760,IV Medication Initial Up to 1hr,616.30
20486766,Snellen Eye Chart,101.70
20486785,Injection IM or SC,160.20
20486794,Noninvasive ear or pulse oximetry for oxygen satur,0.00
20486823,Urine Dip Stick POC,186.20
20486828,Urine Pregnancy Test POC VC,97.40
20486838,Blood Glucose Finger Stick,44.90
20486843,Hemoglobin POC,55.60
20486852,Red Blood Cell (RBC),339.20
20486862,International Normalized Ratio (INR),81.30
20486868,Rapid Strep Test POC,100.60
20486900,CPR,718.00
20486960,"Electrocardiogram, routine ECG with at least 12 le",479.40
20486972,Chronic Wound Care,134.70
20486991,Office/Outpatient Visit Level 1 New,149.80
20486995,Office/Outpatient Visit Level 2 New,185.10
20486999,Office/Outpatient Visit Level 3 New,241.80
20487006,Office/Outpatient Visit Level 4 New,344.50
20487010,Office/Outpatient visit level 5 new,466.50
20487018,Office/Outpatient Visit Level 1 Established,86.70
20487022,Office/Outpatient Visit Level 2 Established,124.10
20487026,Office/Outpatient Visit Level 3 Established,157.30
20487030,Office/Outpatient Visit Level 4 Established,227.90
20487034,Office/Outpatient Visit Level 5 Established,364.90
20487068,"Home Visit New Pt easy, straightforward, short",141.20
20487084,Home Visit New Pt moderate,271.80
20487095,Home Visit New Pt Complex and/or Multiple assessme,767.20
20487099,Home Visit Level 1 Established,141.20
20487103,Home Visit Level 2 Established,218.30
20487107,Home Visit Level 3 Established,322.10
20487166,Behav chng smoking 3 - 10 min,344.50
20487175,Behav chng smoking > 10 min,438.70
20487184,SBIRT 15 - 30 min,47.10
20487199,"Initial care, per day, for evaluation and manageme",124.10
20487208,Delivery/birthing room resuscitation,157.30
20488481,Treat Fracture Nose,543.60
20488486,Treat Fracture Jaw,"1,120.30"
20488503,Fracture Humerus Head,590.60
20488508,Dislocation - Shoulder,672.00
20488512,Fracture Humerus Shaft,672.00
20488548,Fracture Leg (Femur) Shaft,"1,147.00"
20488559,Fracture Leg (Femur) Head,"1,177.00"
20488570,Fracture Leg (Femur) With Traction,"1,139.60"
20490425,Strapping (Knee),137.00
20490430,Pad/Strap Ankle & Foot,341.30
20490456,Blood Draw Capillary (PKU),50.30
20490464,Intraosseous Bone Needle (IO),322.10
20490766,Newborn Delivery,"2,057.60"
20490782,Delivery of Placenta,189.40
20490790,"Maternity Care, village delivery",189.40
20492797,Cord Blood Gas Venous,296.40
20698459,Wound Care Neg Pressure Therapy > 50 cm Charge,545.20
20698459{10},Wound Care Non-Selective Debride Charge,134.70
20698459{11},Wound Care Skilled Debridement 1-5 Nails Charge,39.60
20698459{2},Wound Care Selective Debridement > 20cm Charge,501.50
20698459{3},Wound Care Dress/Debride Partial Burn 5-10% Charge,468.70
20698459{4},Wound Care Neg Pressure Therapy 50 cm or < Charge,329.10
20698459{5},Wound Care Dress/Debride Partial Burn > 10% Charge,328.50
20698459{6},Wound Care Dress/Debride Partial Burn < 5% Charge,326.60
20698459{7},Wound Care Selective Debridement 20cm or < Charge,289.80
20698459{8},Wound Care Skilled Debridement 6+ Nails Charge,166.90
20698459{9},Wound Care Trim Non-Dystrophic Nails Charge,150.90
20704590,Yearly Plan of Care Dev,644.10
20704831,Monthly Care Coordination,403.40
20704843,In Home Support Each 15 min,18.20
20704855,Family Habilitation,201.20
20704867,Supported Living Each 15 min,18.20
20704871,Group Home Habilitation,530.70
20704875,Support Employment,20.30
20704887,Respite Care Each 15 min,10.70
20704899,Respite Care Daily,490.10
20706112,Screening,150.90
20706124,Plan of Care Dev,644.10
20706128,Case Management,403.40
20706152,Chore Serv 15 min,10.70
20706156,Agency Based Hour Respite,10.70
20706160,Agency Based Day Respite,490.10
20706172,PCA Services-Cons Direct,9.60
20707061,OT Procedure,128.40
20707078,OT Rehab Group,223.60
20707086,ST Individual,555.30
20707102,ST Group,171.70
20707126,ST Swallow,444.80
20707145,ST Speech Screen,89.90
20707166,ST Lang Screen,134.80
20707182,ST Dysphagia Screen,202.20
20707218,PT Exercises,186.60
20707230,PT Serv Out of Office,226.70
20707242,PT Gait Training,208.40
20707497,PT Man Therapy 1 or more,177.90
20707501,PT Activities,197.00
20707518,PT Self-Care/Hom Man,165.20
20707530,PT W/C Train/Management,110.50
20707550,PT Orthotic Manage/Train,132.20
20707614,TCM CM,340.30
20707634,TCM Dev Testing Limit,83.50
20707638,TCM Deve Testing Ext,341.30
20707658,TCM Child Dev Visit,17.10
21147338,CCSS-Ind Adult,19.30
21147345,CCSS-Group Adult,9.60
21150879,Apply Cast Long Arm,375.60
21150883,Apply Cast Long Leg,495.40
21150887,Apply Cast Short Arm,290.00
21150895,Apply Cast Short Leg,409.80
21150899,"Apply Splint Finger, Static",436.60
21150903,Apply Splint Long Arm,239.70
21150911,Apply Splint Long Leg,341.30
21150919,"Apply Splint Short Arm, Static",436.60
21150927,Apply Splint Short Leg,222.60
21150931,APPLY UNNA BOOT,191.50
21150939,Apply Walking Cast Short Leg,478.30
21150947,Cervical Ripening,113.40
21150951,Close Wound Dehiscence Superficial,458.00
21150963,Collect Blood from Implantable VAD,217.40
21150972,Colposcopy,232.20
21150976,"Drain Abscess/Cyst/Hematoma, Vestibule of Mouth, S",310.30
21150984,Endoscopy Nasal Diagnostic,192.60
21150988,I&D Abscess Vulva or Perineum,266.40
21150993,I&D Hematoma/Seroma/Cyst,286.80
21151004,Interrogate/Evaluate Implantable Cardioverter Defi,408.00
21151008,Interrogate/Evaluate Pacemaker,541.40
21151012,"Intubation, Endotracheal",290.00
21151020,IUD Insertion,227.90
21151024,IUD Removal,186.20
21151028,REMOVE CERUMEN (EARWAX) IMPACTION,172.30
21151032,Remove Foreign Body External Eye,132.70
21151036,"Remove Foreign Body, Intranasal",449.40
21151044,Remove Pin/Screw/Metal Band/Nail/Rod/Plate/Buried,"1,148.10"
21151048,REMOVE/BIVALVE CAST FULL ARM FULL LEG,157.30
21151052,Repair Nail Bed,"1,019.70"
21151056,Strap Shoulder,137.00
21151060,Strap Toes,156.20
21151064,VISUAL ACUITY TEST (SNELLEN),101.70
21235632,CT Angiography Aorta,187.30
21239881,CT Ankle w/ + w/o Contrast Left,"1,621.20"
21239881{2},Report,251.80
21239885,CT Ankle w/ + w/o Contrast Right,"1,621.20"
21239885{2},Report,251.80
21239889,CT Ankle w/ Contrast Left,"2,498.90"
21239889{2},Report,352.80
21239893,CT Ankle w/ Contrast Right,"2,498.90"
21239893{2},Report,352.80
21240933,Blood Culture x 2,40.40
21242520,BH IIA Billable Unit,337.10
21242520{2},BH IIA Non-Billable Unit,337.10
21243462,US Breast Bilateral,400.30
21243462{2},Report,169.80
21243466,US Breast Left,395.50
21243466{2},Report,169.80
21243470,US Breast Right,395.50
21243470{2},Report,169.80
21243716,Complete XM,299.20
21252775,Strep Latex,113.00
21255752,BH CI S9484,103.80
21255752{2},BH CI S9484 NB,103.80
21255752{3},BH CI S9484-U6,25.70
21255752{4},BH CI S9484-U6 NB,25.70
21255753,BH CS Billable Units,19.30
21255753{2},BH CS Non-Billable Units,19.30
21255797,Straight Catheter??,395.50
21257949,US Gallbladder,268.50
21257949{2},Report,115.10
21260515,Addl Fetus US Detailed,258.90
21260515{2},Addl Fetus US >/= 14 weeks,102.70
21260515{3},Addl Fetus US < 14 weeks,54.60
21264378,PCA Services-Agency Based,9.60
21266288,CT Elbow w/ + w/o Contrast Left,"3,036.70"
21266288{2},Report,"1,144.90"
21266292,CT Elbow w/ + w/o Contrast Right,"3,036.70"
21266292{2},Report,"1,144.90"
21266296,CT Elbow w/ Contrast Left,"2,214.90"
21266296{2},Report,431.10
21266300,CT Elbow w/ Contrast Right,"2,214.90"
21266300{2},Report,431.10
21266396,CT Femur w/ + w/o Contrast Left,"1,621.20"
21266396{2},Report,251.80
21266400,CT Femur w/ + w/o Contrast Right,"1,621.20"
21266400{2},Report,251.80
21266404,CT Femur w/ Contrast Left,"2,498.90"
21266404{2},Report,352.80
21266408,CT Femur w/ Contrast Right,"2,498.90"
21266408{2},Report,352.80
21266547,CT Foot w/ + w/o Contrast Left,"1,621.20"
21266547{2},Report,251.80
21266551,CT Foot w/ + w/o Contrast Right,"1,621.20"
21266551{2},Report,251.80
21266555,CT Foot w/ Contrast Left,"2,498.90"
21266555{2},Report,352.80
21266559,CT Foot w/ Contrast Righ,"2,498.90"
21266559{2},Report,352.80
21266600,CT Forearm w/ + w/o Contrast Left,"3,036.70"
21266600{2},Report,"1,144.90"
21266604,CT Forearm w/ + w/o Contrast Right,"3,036.70"
21266604{2},Report,"1,144.90"
21266608,CT Forearm w/ Contrast Left,"2,214.90"
21266608{2},Report,431.10
21266612,CT Forearm w/ Contrast Right,"2,214.90"
21266612{2},Report,431.10
213467713,BH CSR Billable Unit,44.90
213467713{2},BH CSR Non-Billable Unit,44.90
213877707,Potassium Level,41.60
213877715,Basic Metabolic Panel,145.00
213877723,Comprehensive Metabolic Panel,172.20
213877731,Renal Panel,193.00
213877739,Electrolyte Panel,110.30
217749031,TX Dislocation/Fract SHLDR W/manip,"1,196.30"
217749043,Repair Achilles Tendon,"1,930.30"
218142391,TX Dislocation/FX w/neck fx w/manip,"1,565.40"
221164627,BH DC CSR billable unit,44.90
221164627{2},BH DC CSR non-billable unit,44.90
226354279,Closed TX Raial Shaft FX W/MANIP,"1,414.50"
232221199,No,150.90
232221199{2},Yes,150.90
232221217,Yes,44.90
232221289,No,337.10
232221289{2},Yes,337.10
232221307,No,196.90
232221307{2},Yes,196.90
232221381,Yes,112.40
232221381{2},No,112.40
2330507,Continuous,"2,734.10"
2364507,Resuscitation bag/mask-infant,84.50
2364507{10},Acapella,8.60
2364507{11},Pediatric tube holder,8.60
2364507{12},Adult tube holder,8.60
2364507{13},HME Pediatric,4.30
2364507{14},HME Adult,4.30
2364507{15},Nasal Cannula,4.30
2364507{16},Extension tubing,3.20
2364507{17},O2 humidity 500 ml,3.20
2364507{18},Inline suction catheter,3.20
2364507{19},Nebulizer set-up,3.20
2364507{2},Saturation probe,63.10
2364507{20},Incentive spirometry device,3.20
2364507{21},Tracheostomy mask,3.20
2364507{22},Venti-Mask,3.20
2364507{23},Nonrebreather mask,3.20
2364507{24},Partial rebreather mask,3.20
2364507{25},Sterile suction kit,3.20
2364507{26},Pediatric aerosol mask,2.10
2364507{27},Aerosol mask,1.10
2364507{28},Olive-tip suction,1.10
2364507{3},Flutter valve,54.60
2364507{4},Resuscitation bag/mask-adult,40.70
2364507{5},Vent circuit (neonatal),33.20
2364507{6},Vent circuit (pediatric),26.80
2364507{7},Vent circuit (adult),26.80
2364507{8},Peak flow meter,23.50
2364507{9},Sputum trap,23.50
244616091,Removal Breast Lesion 1 or More,"1,400.60"
246157275,Surgery For Vulva Lesion,"2,633.30"
246157531,Repair Rectum Vagina Fistula,"2,634.30"
253992959,No,44.90
253992959{2},Yes,44.90
264014631,WET MOUNT,117.60
268845233,Chemo Admin SQ/IM Hormon ANTINEO,260.50
2694681,EKG,168.30
2694685,EKG Stress Exercise,39.60
2694691,Fetal Nonstress Test,74.90
2780640,BLOOD GLUCOSE MONITORING POC,46.60
2780700,PHOTOTHERAPY,53.80
