Category,Description,Price
Integumentary System,HC REV RECONSTRUCTED BREAST,"$6,523.00 "
Integumentary System,HC TRNSF TISS ANY AREA 30.1-60,"$6,416.00 "
Integumentary System,HC FLAP DELAY/SECT EYE/NOSE/EAR,"$6,343.00 "
Integumentary System,HC EXC TROCH PRESS ULCER W/SUTR,"$6,175.00 "
Integumentary System,HC EXC EXCESS SKIN/TISS OTHER,"$6,146.00 "
Integumentary System,HC EXC LESN MAL SCALP/HND 3.1-4.0,"$5,406.00 "
Integumentary System,HC BLEPHAROPLASTY LOWER LID,"$5,403.00 "
Integumentary System,HC BLEPH LOWER LID HERINATED PAD,"$5,361.00 "
Integumentary System,HC TRNSF TISS TRUNK 10.1-30.0CM,"$5,241.00 "
Integumentary System,HC EXC CYST/LESN BREAST,"$4,926.00 "
Integumentary System,HC GRAFT SPLIT TRUNK 1% CHILD,"$4,876.00 "
Integumentary System,HC EXC LESN MAL SCALP/HND 2.1-3.0,"$4,866.00 "
Integumentary System,HC EXC LESN BGN SCALP/HND >4.0CM,"$4,292.00 "
Integumentary System,HC EXC LESN MAL SCALP/HND 1.1-2.0,"$4,232.00 "
Integumentary System,HC RPR LAC INT SCALP >30.0CM,"$4,227.00 "
Integumentary System,HC TRNSF TISS EYE/EAR/ 10.1-30.0,"$4,199.00 "
Integumentary System,HC TRNSF TISS HEAD/HND/FT 10.1-30,"$4,199.00 "
Integumentary System,HC TRNSF TISS EYE/EAR/LP,"$4,181.00 "
Integumentary System,HC ADJAC TIS TSF S/A/L 10.1-30 CM,"$4,044.00 "
Integumentary System,HC DEBR/REM FB SKIN/MUSCLE/BONE,"$4,041.00 "
Integumentary System,HC I&D WOUND POST OP CPLX,"$3,848.00 "
Integumentary System,HC FORM DI PEDICT W/WO TSF L/N/E,"$3,835.00 "
Integumentary System,HC GRAFT SPLIT HEAD 1ST 100CM,"$3,782.00 "
Integumentary System,HC GRAFT FULL EYE/NOSE/EAR,"$3,711.00 "
Integumentary System,HC GFT SKN SUB,"$3,618.00 "
Integumentary System,HC I&D HEMATOMA/SEROMA/FLUID,"$3,567.00 "
Integumentary System,HC SKN SUB GRFT F/N/HF/G CHILD,"$3,559.00 "
Integumentary System,HC EXC LESN MAL SCLP/HND .6-1.0CM,"$3,555.00 "
Integumentary System,HC GRAFT FULL FRHD/CHN/MTH,"$3,538.00 "
Integumentary System,HC EXC LESN MAL TRUNK/ARM >4.0 CM,"$3,529.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR > 4.0 CM,"$3,472.00 "
Integumentary System,HC SKN A-GRFT FN/HF/G AD 100 SQCM,"$3,448.00 "
Integumentary System,HC INJ SUBQ FILL MATERIAL 1.1-5.0,"$3,442.00 "
Integumentary System,HC SECDRY CLSR SURG WND/DEHISCENC,"$3,310.00 "
Integumentary System,HC TRNSF TISS SCALP/ARM,"$3,310.00 "
Integumentary System,HC EXC LESN BGN SCALP/HND 3.1-4.0,"$3,282.00 "
Integumentary System,HC DEST LESN VASCULAR >50CM,"$3,248.00 "
Integumentary System,HC EXC LESN BGN TRUNK/ARM >4.0CM,"$3,232.00 "
Integumentary System,HC TRNSF TISS TRUNK,"$3,173.00 "
Integumentary System,HC PLACE NDL BREAST,"$3,142.00 "
Integumentary System,HC SKIN GRFT T/A/L AD 100 SQCM/1%,"$3,139.00 "
Integumentary System,HC EXC LESN BGN TRUNK/ARM 3.1-4.0,"$3,100.00 "
Integumentary System,HC EXC MAL LES S/N/H/F/G= < 0.5CM,"$3,091.00 "
Integumentary System,HC TRNSF TISS HEAD/HND/FT,"$3,052.00 "
Integumentary System,HC EXC LESN BGN SCALP/HND 2.1-3.0,"$3,030.00 "
Integumentary System,HC GFT SKIN SUB T/A/L,"$3,024.00 "
Integumentary System,HC INCISION/REM FB SUBQ CPLX,"$2,981.00 "
Integumentary System,HC APPL XENOGRAFT SKIN,"$2,971.00 "
Integumentary System,HC PREP SKIN GRFT SITE 1ST 100 CM,"$2,845.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR 2.1-3.0,"$2,825.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR 3.1-4.0,"$2,812.00 "
Integumentary System,HC RPR LAC CPLX EYE 2.6-7.5CM,"$2,795.00 "
Integumentary System,HC DEBR/REM FB SKIN/SUBQ/MUSCLE,"$2,738.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR 1.1-2.0,"$2,712.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR .6-1.0CM,"$2,667.00 "
Integumentary System,HC PERQ DEV BREAST ADD MR GUIDE,"$2,630.00 "
Integumentary System,HC DERMABRASION SUPERFICIAL FACE,"$2,608.00 "
Integumentary System,HC SKN SUB GRFT F/N/HF/G CH ADD,"$2,516.00 "
Integumentary System,HC WND PREP FN/HF/G AD 100 SQCM/1,"$2,510.00 "
Integumentary System,HC EXC LESN BGN SCALP/HND 1.1-2.0,"$2,435.00 "
Integumentary System,HC RPR LAC CPLX EYE 1.1-2.5CM,"$2,402.00 "
Integumentary System,HC DEMABRASION SEGMENTAL NON/FACE,"$2,388.00 "
Integumentary System,HC EXC LESN BGN SCLP/HND .6-1.0CM,"$2,310.00 "
Integumentary System,HC SKN SUB GRFT T/A/L CHILD ADD,"$2,299.00 "
Integumentary System,HC EXC LESN MAL FACE/EAR 3.1-4.0,"$2,272.00 "
Integumentary System,HC EXC LESN MAL TRUNK/ARM 3.1-4.0,"$2,256.00 "
Integumentary System,HC EXC LESN MAL FACE/EAR 2.1-3.0,"$2,244.00 "
Integumentary System,HC EXC LESN MAL FACE/EAR 1.1-2.0,"$2,116.00 "
Integumentary System,HC EXC LESN MAL FACE/EAR,"$2,048.00 "
Integumentary System,HC EXC LESN MAL FACE/EAR .6-1.0CM,"$2,011.00 "
Integumentary System,HC EXC LESN BGN SCALP/HND,"$2,004.00 "
Integumentary System,HC DEBR/REM FB SKIN/SUBQ OPEN,"$1,987.00 "
Integumentary System,HC EXC LESN MAL TRUNK/ARM 2.1-3.0,"$1,944.00 "
Integumentary System,HC EXC LESN BGN TRUNK/ARM 2.1-3.0,"$1,942.00 "
Integumentary System,HC WOUND PREP ADDL 100 CM,"$1,920.00 "
Integumentary System,HC BIOPSY CORE NEEDLE,"$1,916.00 "
Integumentary System,HC RPR LAC INT SCALP 20.1-30.0CM,"$1,806.00 "
Integumentary System,HC EXC LESN BGN TRUNK/ARM 1.1-2.0,"$1,804.00 "
Integumentary System,HC MASTOTOMY EXPL/DRAIN ABSC DEEP,"$1,782.00 "
Integumentary System,HC CLOSURE WOUND DEHIS SMP,"$1,741.00 "
Integumentary System,HC EXC LESN BGN FACE/EAR,"$1,676.00 "
Integumentary System,HC UNLIST PROC SKIN MUC MEM SUBQ,"$1,658.00 "
Integumentary System,HC RPR LAC INT FACE 12.6-20.0CM,"$1,620.00 "
Integumentary System,HC EXC LESN MAL TRUNK/ARM 1.1-2.0,"$1,577.00 "
Integumentary System,HC EXC LESN MAL TRNK/ARM .6-1.0CM,"$1,548.00 "
Integumentary System,HC PREP WOUND F/N/HF/G 100CM CH,"$1,511.00 "
Integumentary System,HC INJ SUBQ FILL MATERIAL >10CC,"$1,503.00 "
Integumentary System,HC EXC LESN BGN TRNK/ARM .6-1.0CM,"$1,478.00 "
Integumentary System,HC EXC LESN MAL TRUNK/ARM,"$1,468.00 "
Integumentary System,HC ESCHAROTOMY,"$1,467.00 "
Integumentary System,HC RPR LAC CPLX TRUNK 2.6-7.5CM,"$1,433.00 "
Integumentary System,HC DEST LESN VASCULAR 10-50CM,"$1,376.00 "
Integumentary System,HC RPR LAC INT FACE 7.6-12.5CM,"$1,350.00 "
Integumentary System,HC BIOPSY NAIL UNIT,"$1,348.00 "
Integumentary System,HC RPR LAC INT SCALP 12.6-20.0CM,"$1,320.00 "
Integumentary System,HC RPR LAC CPLX SCALP 2.6-7.5CM,"$1,286.00 "
Integumentary System,HC RPR LAC CPLX FOREHD 2.6-7.5CM,"$1,273.00 "
Integumentary System,HC BX LESN SKIN/SUBQ/MUCOUS SGL,"$1,269.00 "
Integumentary System,HC PERQ DEV SOFT TISS 1ST IMAG,"$1,254.00 "
Integumentary System,HC FLUID COLL ST PERC IMG,"$1,242.00 "
Integumentary System,HC REM IMPL CONTRACEP CAPS,"$1,233.00 "
Integumentary System,HC RPR LAC INT SCALP/AX 7.6-12.5,"$1,232.00 "
Integumentary System,HC DEBR SKIN/SUBQ TISSUE/MUSCLE,"$1,222.00 "
Integumentary System,HC RPR LAC CPLX TRUNK 1.1-2.5CM,"$1,208.00 "
Integumentary System,HC EXC NAIL & MATRIX,"$1,207.00 "
Integumentary System,HC RPR LAC INT FACE 5.1-7.5CM,"$1,197.00 "
Integumentary System,"HC DRESSING CHANGE, OTH THAN BURN","$1,175.00 "
Integumentary System,HC PACK WOUND DEHISCENCE SUPER,"$1,150.00 "
Integumentary System,HC EXC LESN BGN TRUNK/ARM,"$1,127.00 "
Integumentary System,HC TATTOO MICROPIGMENT <6.0CM,"$1,119.00 "
Integumentary System,HC DEBR SKIN 10% BODY SURFACE,"$1,098.00 "
Integumentary System,HC DEST LESN VASCULAR,"$1,070.00 "
Integumentary System,HC RPR LAC SMP SCALP >30.0 CM,"$1,053.00 "
Integumentary System,HC I&D ABSC CPLX,"$1,037.00 "
Integumentary System,HC RPR LAC INT SCALP/AXIL 2.6-7.5,"$1,035.00 "
Integumentary System,HC BX BREAST 1ST LESION MR IMAG,"$2,630.00 "
Integumentary System,HC BX BREAST 1ST LESION STRTCTC,"$2,630.00 "
Integumentary System,HC RPR LAC SMP SCALP 20.1-30.0CM,$952.00 
Integumentary System,HC BX BREAST ADD LESION MR IMAG,"$2,578.00 "
Integumentary System,HC BX BREAST ADD LESION STRTCTC,"$2,578.00 "
Integumentary System,HC REPAIR NAIL BED,$934.00 
Integumentary System,HC RPR LAC SMP FACE 12.1-20.0 CM,$933.00 
Integumentary System,HC DERMABRASION FACE SEGMENTAL,$931.00 
Integumentary System,HC RPR LAC CPLX TRUNK ADD 5.0 CM,$874.00 
Integumentary System,HC INCISION/REM FB SUBQ SMP,$869.00 
Integumentary System,HC AVULSION NAIL PLATE SINGLE,$856.00 
Integumentary System,HC BX BREAST ADD LESION US IMAG,"$2,578.00 "
Integumentary System,HC RPR LAC INT SCALP/AXIL,$848.00 
Integumentary System,HC RPR LAC INT FACE/EAR,$832.00 
Integumentary System,HC RPR LAC SMP FACE 7.6-12.5CM,$831.00 
Integumentary System,HC DEBR MUSCLE/FASCIA EA ADD 20,$831.00 
Integumentary System,HC RPR LAC INT NECK 7.6-12.5CM,$826.00 
Integumentary System,HC RPR LAC CPLX FOREHD 1.1-2.5CM,$817.00 
Integumentary System,HC BX BREAST DVC 1ST LESION,"$2,722.00 "
Integumentary System,HC RPR LAC SMP SCALP 12.6-20.0CM,$802.00 
Integumentary System,HC DESTRUCTION PREMAL LESION > 14,$779.00 
Integumentary System,HC DRESS/DEBR BURN >10% TOTAL LRG,$776.00 
Integumentary System,HC BX LESN SKIN/SUBQ/MUCOUS ADD,$773.00 
Integumentary System,HC DEB BONE 20 SQ CM/<,"$2,471.00 "
Integumentary System,HC RPR LAC INT FACE 2.6-5.0CM,$766.00 
Integumentary System,HC RPR LAC INT NECK 2.6-7.5CM,$747.00 
Integumentary System,HC I&D ABSCESS SIMPLE,$735.00 
Integumentary System,HC I&D CYST PILONIDAL SMP,$730.00 
Integumentary System,HC RPR LAC SMP FACE 5.1-7.5CM,$724.00 
Integumentary System,HC RPR LAC CPLX SCALP 1.1-2.5CM,$719.00 
Integumentary System,HC REM IMPL DRUG DELIV NON-BIODEG,$715.00 
Integumentary System,HC DEB SUBQ TISSUE 20 SQ CM/<,"$1,159.00 "
Integumentary System,HC RPR LAC SMP SCALP 7.6-12.5 CM,$672.00 
Integumentary System,HC PARING LESN BENIGN >4,$656.00 
Integumentary System,HC HC DEB BONE ADD-ON =<20 SQ CM,"$2,366.00 "
Integumentary System,HC HC DEB SUBQ TISSUE ADD-ON =<20 SQ CM,$772.00 
Integumentary System,HC RPR LAC CPLX SCALP ADD 5.0CM,$643.00 
Integumentary System,HC RPR LAC SMP FACE 2.6-5.0CM,$636.00 
Integumentary System,HC RPR LAC CPLX FOREHD ADD 5CM,$610.00 
Integumentary System,HC RPR LAC SMP SCALP 2.6-7.5CM,$600.00 
Integumentary System,HC INJ INTRALESNAL >7 LESNS,$589.00 
Integumentary System,HC RPR LAC INT NECK,$583.00 
Integumentary System,HC PUNC ASPIRATE CYST OF BREAST,$565.00 
Integumentary System,HC DRESS/DEB BURN 5-10% TOTAL MED,$562.00 
Integumentary System,HC PARING LESN BENIGN 2-4,$558.00 
Integumentary System,HC RPR LAC SMP FACE,$538.00 
Integumentary System,HC RPR LAC SMP SCALP,$533.00 
Integumentary System,HC INJ INTRALESNAL,$512.00 
Integumentary System,HC SHV LESN FACE/EAR .6-1.0CM,$499.00 
Integumentary System,HC SQ INJ FILLING MATERIAL 1 CC,$496.00 
Integumentary System,HC SHV LESN TRUNK/ARM 1.1-2.0CM,$494.00 
Integumentary System,HC SHV LESN FACE/EAR 1.1-2.0CM,$491.00 
Integumentary System,HC SHV LESN FACE/EAR,$487.00 
Integumentary System,HC CAUT CHEM TISSUE GRANULATION,$475.00 
Integumentary System,HC ASP ABSC/HEMA/CYST/BULLA,$466.00 
Integumentary System,HC REMOVE SKIN TAG,$461.00 
Integumentary System,HC DEST BENIGN LESIONS >15,$455.00 
Integumentary System,HC PARING LESN BENIGN 1,$455.00 
Integumentary System,HC IMPLANT PELLET HORMONE SUBQ,$421.00 
Integumentary System,HC DRESS/DEB BURN <5% TOTAL SM,$412.00 
Integumentary System,HC SHV LESN TRUNK/ARM 0.6-1.0CM,$401.00 
Integumentary System,HC PERQ DEV BREAST 1ST MR GUIDE,"$3,004.00 "
Integumentary System,HC SHV LESN SKN SCALP,$396.00 
Integumentary System,HC PERQ DEV BREAST 1ST STRTCTC,"$2,750.00 "
Integumentary System,HC PERQ DEV BREAST 1ST US IMAG,"$3,019.00 "
Integumentary System,HC DESTR MLES T/A/L; 0.5 CM/<,$375.00 
Integumentary System,HC PERQ DEV BREAST ADD STRTCTC,"$2,632.00 "
Integumentary System,HC PERQ DEV BREAST ADD US IMAG,"$2,578.00 "
Integumentary System,HC PERQ DEVICE BREAST EA IMAG,"$2,669.00 "
Integumentary System,HC REM/REINS IMPL DRUG DELIV,$370.00 
Integumentary System,HC INS IMPL DRUG DELIV NON-BIODEG,$370.00 
Integumentary System,HC DESTRUCT BENIGN LESION,$364.00 
Integumentary System,HC DEBR NAIL(S) 6 OR MORE,$364.00 
Integumentary System,HC SHV LESN SKN SCALP >2.0CM,$347.00 
Integumentary System,HC SHV LESN TRUNK/ARM,$342.00 
Integumentary System,HC AVULSION NAIL PLATE EA ADD'L,$338.00 
Integumentary System,HC CRYOTHERAPY ACNE,$277.00 
Integumentary System,HC TX BURN 1ST DEGREE INITIAL,$271.00 
Integumentary System,HC REMOVE SKIN TAG EA ADDL 10,$249.00 
Integumentary System,HC ACNE SURGERY,$248.00 
Integumentary System,HC EVAC HEMATOMA SUBUNGAL,$246.00 
Integumentary System,HC SHV LESN SKN SCALP 1.1-2.0CM,$196.00 
Integumentary System,HC SHV LESN SKN SCALP.6-1.0CM,$190.00 
Integumentary System,HC DEBR NAIL(S) UP TO 5,$185.00 
Integumentary System,HC DEST LESN BGN/PREMALIG 2-14,$180.00 
Integumentary System,HC DEST LESN PREMALIG 1ST LES,$173.00 
Integumentary System,HC TRIMMING NAILS NONDYSTROPHIC,$139.00 
Integumentary System,HC PERQ DEV SOFT TISS ADD IMAG,$135.00 
Lab - Chemistry,HC DRUG TEST DEF 22+ CLASSES,$960.00 
Lab - Chemistry,HC DRUG TEST DEF 15-21 CLASSES,$739.00 
Lab - Chemistry,HC DRUG TEST DEF 8-14 CLASSES,$548.00 
Lab - Chemistry,HC DRUG TEST DEF 1-7 CLASSES,$368.00 
Lab - Chemistry,HC DNA ISOLATION--RESEARCH,$251.00 
Lab - Chemistry,HC PROSTATE CANCER SCREEN PSA,$172.00 
Lab Specimen Handling,HC SPECIMEN HNDLNG OFFICE-LAB,$74.00 
Labor and Delivery,HC C SECTION,"$6,205.00 "
Labor and Delivery,HC VAGINAL DELIVERY,"$3,718.00 "
Labor and Delivery Anesthesia - Range,HC RANGE OF L&D ANESTHESIA,$819 - $1074
Male Genital System,HC PLACE NDL/CATH PROSTATE,"$7,677.00 "
Male Genital System,HC TPRNL PLMT BIODEGRDABL MATRL,"$6,535.00 "
Male Genital System,HC REPAIR INCOMPL CIRCUMCIS,"$5,988.00 "
Male Genital System,HC I&D EPIDYMIS/TESTIS/SCROTAL,"$5,832.00 "
Male Genital System,HC BIOPSY TESTIS NEEDLE,"$5,374.00 "
Male Genital System,HC LYSIS ADHES PENILE POST CIRCUM,"$3,735.00 "
Male Genital System,HC BIOPSY PENIS CUT SEP PROC,"$3,449.00 "
Male Genital System,HC VASECTOMY SEMEN EXAM POSTOP,"$3,103.00 "
Male Genital System,HC BX PROSTATE NEEDLE/PUNCH,"$3,045.00 "
Male Genital System,HC PL DEV/MKR RAD THPY PROST 1/1+,"$2,393.00 "
Male Genital System,HC CIRCUM W/CLAMP / OTHER DVC,"$2,043.00 "
Male Genital System,HC PUNCT ASP HYDROCELE/TUNICA,"$1,876.00 "
Male Genital System,HC FORESKIN MANIPULATION,$892.00 
Male Genital System,HC INJ PROC PEYRONIE DISEASE,$721.00 
Male Genital System,HC INJ CORPORA CAVERNOSA W/VAS,$401.00 
Male Genital System,HC DEST LESN PENIS SMP CHEMICAL,$380.00 
Maternity Care and Delivery,HC DEL PLACENTA,"$4,265.00 "
Maternity Care and Delivery,HC CURETTAGE POSTPARTUM,"$4,020.00 "
Maternity Care and Delivery,HC EPISIOTOMY VAG RPR N-ATTEND,"$3,874.00 "
Maternity Care and Delivery,HC CERCLAGE,"$3,874.00 "
Maternity Care and Delivery,HC VERSION CEPHALIC EXT,"$2,484.00 "
Maternity Care and Delivery,HC AMNIOCENTESIS THPY REDUCE FLD,"$1,865.00 "
Maternity Care and Delivery,HC FETAL SHUNT PLACEMENT W/US,"$1,537.00 "
Maternity Care and Delivery,HC AMNIOCENTESIS DIAGNOSTIC,"$1,284.00 "
Maternity Care and Delivery,HC TEST STRESS FETAL,$792.00 
Maternity Care and Delivery,HC TEST NON STRESS FETAL,$681.00 
Maternity Care and Delivery,HC FETAL FLUID DRAINAGE W US,$530.00 
Medical Nutrition Therapy,HC NUTRITION THRPY EVAL 15 MIN,$80.00 
Medical Nutrition Therapy,HC NUTRITION THRPY GROUP 30 MIN,$79.00 
Medical Nutrition Therapy,HC NUTRITION THRPY RE-EVAL 15 MIN,$72.00 
Medicine (except Anesthesiology),HC PHLEBOTOMY THERAPEUTIC,$310.00 
Microbiology ,HC CULTURE BLOOD,$172.00 
Microbiology ,HC TROFILE CO-RECEPTOR TROPISM ASSAY-ARUP,"$7,782.00 "
Microbiology ,HC RESP VIRUS 12-25 TARGETS,"$1,948.00 "
Microbiology ,HC NUCLEIC ACID HIV 1 1-10 DRUGS,"$1,600.00 "
Microbiology ,HC NUCLEIC ACID AMP TB,$338.00 
Microbiology ,HC MYCOBACTERIA TB AMPLIF NA PROBE,$66.00 
Microbiology ,HC NUCLEIC ACID REV TRANS/AMP HEP,$372.00 
Microbiology ,HC CNS DNA AMP PROBE TYPE 12-25,"$1,197.00 "
Microbiology ,HC SMEAR SPECIAL SOURCE PRIMARY,$106.00 
Microbiology ,HC GI PATHOGEN 12-25 TARGETS,"$1,079.00 "
Microbiology ,HC RESP VIRUS 6-11 TARGETS,"$1,051.00 "
Microbiology ,HC SMEAR WET MOUNT INFECTIOUS,$60.00 
Microbiology ,HC GASTROINTESTINAL PATHOGEN PANEL- GENETIC ASSAYS,$882.00 
Microbiology ,HC INF GENOTYPE CYTOMEGALOVIRUS,$880.00 
Microbiology ,HC CULT TYPE SEQ METH SOLATE,$878.00 
Microbiology ,HC INF GENOTYPE HEPATITIS B VIRUS,$878.00 
Microbiology ,HC RESP VIRUS 3-5 TARGETS,$846.00 
Microbiology ,HC NUCLEIC ACID GENOTYPE HIV 1,$758.00 
Microbiology ,HC NUCLEIC ACID AMP HERPES 6,$725.00 
Microbiology ,"HC GASTROINTESTINAL PATHOGEN PANEL, PCR, FECES- MAYO",$699.00 
Microbiology ,HC GENOTYPE HIV 1 OTH REGION,$684.00 
Microbiology ,HC NUCLEIC ACID AMP MYCOBACT SP,$655.00 
Microbiology ,HC NUCLEIC ACID QN INFECT AGENT,$636.00 
Microbiology ,"HC FLU VIR TYPE A, B AND RESPI SYNCYTIAL VIRUS(RSV), MOLEC DET, PCR, NASOPH SWAB- MAYO",$617.00 
Microbiology ,HC NUCLEIC ACID GENOTYPE HEP C,$588.00 
Microbiology ,HC DRUG SUSCEPTABILITY GENO/PHENO,$565.00 
Microbiology ,HC NUCLEIC ACID AMP LEGIONELLA,$508.00 
Microbiology ,HC ZIKA VIRUS DNA/RNA AMP PROBE,$490.00 
Microbiology ,HC NUCLEIC ACID QN HERPES SMPX,$475.00 
Microbiology ,HC NUCLEIC ACID CHLAMYDIA PNEUM,$474.00 
Microbiology ,HC NUCLEIC ACID AMP MYCOP PNEUM,$474.00 
Microbiology ,HC NUCLEIC ACID AMP MYCOBACT AI,$460.00 
Microbiology ,HC NUCLEIC ACID QN CMV,$459.00 
Microbiology ,HC NUCLEIC ACID AMP CMV,$452.00 
Microbiology ,HC ASPERGILLUS AGENT ENZYME INFEC,$424.00 
Microbiology ,HC RESPIRATORY VIRUS MINI PANEL BY RT-PCR-ARUP,$396.00 
Microbiology ,HC NUCLEIC ACID AMP HEPATITIS B,$379.00 
Microbiology ,HC REF HEPATITIS DELTA ANTIGEN BY ELISA,$379.00 
Microbiology ,HC NUCLEIC ACID AMP BORRELIA,$373.00 
Microbiology ,HC NUCLEIC ACID REV TRANS QN HIV-,$368.00 
Microbiology ,HC NUCLEIC ACID REV TRAN/AMP ENT,$366.00 
Microbiology ,HC NUCLEIC ACID REV TRANS QN HEPA,$366.00 
Microbiology ,HC NUCLEIC ACID AMP INFECTIOUS,$355.00 
Microbiology ,HC CULTURE VIRUS ID ADD STUDIES,$338.00 
Microbiology ,HC NUCLEIC ACID AMP HERPES SMPX,$334.00 
Microbiology ,HC NUCLEIC ACID QN HEPATITIS B,$330.00 
Microbiology ,HC IF HERPES SMPX 2 ANTIGEN,$327.00 
Microbiology ,HC IF HERPES SMPX ANTIGEN,$327.00 
Microbiology ,HC SUSCEPT MACROTUBE DILUTION EA,$323.00 
Microbiology ,HC INFLUENZA DNA AMP PROBE F TWO,$297.00 
Microbiology ,HC INFECT AGENT DETEC GI 3-5 TRGT,$281.00 
Microbiology ,HC INFLUENZA DNA AMP PROBE ADDL,$270.00 
Microbiology ,HC NUCLEIC ACID HIV 1 EA ADD DRUG,$259.00 
Microbiology ,HC REF CMV ANTIGENEMIA,$246.00 
Microbiology ,HC CULTURE VIRUS ID TISSUE,$245.00 
Microbiology ,HC NUCLEIC ACID AMP BARTONELLA,$237.00 
Microbiology ,HC EIA QL HISTOPLASMA ANTIGEN,$237.00 
Microbiology ,HC CULT TYPE AMP PRB CULT/ISOL EA,$236.00 
Microbiology ,HC TOXIN ANTITOXIN ASSAY,$232.00 
Microbiology ,HC NUCLEIC ACID PROBE AMPLIFIED STREP GROUP,$230.00 
Microbiology ,HC MICROBIOLOGY UNLSTD PROC,$228.00 
Microbiology ,HC CULTURE AEROBIC OTHER QN,$226.00 
Microbiology ,HC EIA QL ROTAVIRUS ANTIGEN,$226.00 
Microbiology ,HC AMP PROBE CLOSTRIDIUM,$225.00 
Microbiology ,HC NUCLEIC ACID QN HERPES 6,$222.00 
Microbiology ,HC IF LEGIONELLA ANTIGEN,$220.00 
Microbiology ,HC EIA QL HIV 1 ANTIGEN,$211.00 
Microbiology ,HC CULTURE CHLAMYDIA,$208.00 
Microbiology ,HC CULTURE MYCOPLASMA,$208.00 
Microbiology ,HC NUC ACID STPH AUREUS AMPLIFIED,$204.00 
Microbiology ,HC IADNA TRICHOMONAS VAGINALIS AMPLIFD PROBE,$202.00 
Microbiology ,HC CULTURE FUNGUS BLOOD,$196.00 
Microbiology ,HC NUCLEIC ACID AMP MLT ORG,$183.00 
Microbiology ,HC EIA QL MLT ANTIGEN,$183.00 
Microbiology ,HC CHLAMYDIA TRACHOMATIS AMP PROBE,$179.00 
Microbiology ,HC NUCLEIC ACID AMP NEISSERIA,$179.00 
Microbiology ,HC BACTERICIDAL TITER (SCHLICTER),$178.00 
Microbiology ,HC NUCLEIC ACID REV TRANS/AMP PRO,$176.00 
Microbiology ,HC INFECT AGNT HPV HIGH-RISK TYPE,$171.00 
Microbiology ,HC CULTURE TYPING ID NUCLEIC ACID,$169.00 
Microbiology ,HC CULT STOOL SALMONELLA/SHIGELLA,$155.00 
Microbiology ,HC IMMUNO OPTICAL INFLUENZA,$155.00 
Microbiology ,HC RSV IA W DIR OBSERV,$155.00 
Microbiology ,HC EIA QL STREP GROUP A AG,$152.00 
Microbiology ,HC CULTURE ANAEROBIC,$151.00 
Microbiology ,HC CULTURE AFB/TB/MYCOBACTERIA,$147.00 
Microbiology ,HC EIA QL H PYLORI ANTIGEN STOOL,$140.00 
Microbiology ,HC EIA QL C DIFFICILE TOX ANTIGEN,$137.00 
Microbiology ,HC CULTURE URINE ID EA ISOLATE,$137.00 
Microbiology ,HC INFECT AGNT HPV LOW-RISK TYPES,$136.00 
Microbiology ,HC INFECT AGNT HPV TYPES 16 & 18,$136.00 
Microbiology ,HC CULTURE FUNGUS OTHER,$133.00 
Microbiology ,HC CULTURE URINE W/COLONY COUNT,$128.00 
Microbiology ,HC EIA QL RSV ANTIGEN,$126.00 
Microbiology ,HC EIA QL HIV-1 & HIV-2 ANTIBOD,$126.00 
Microbiology ,HC CULTURE OTHER SOURCE,$124.00 
Microbiology ,HC NUC ACID STAPH A AMPLIFIED,$118.00 
Microbiology ,HC EIA QL HEPATITIS BE ANTIGEN,$118.00 
Microbiology ,HC EIA QL HEPATITIS B ANTIGEN,$118.00 
Microbiology ,HC SMEAR OVA PARASITE CONCNT/IDEN,$114.00 
Microbiology ,HC VIRUS ISOLATE SHELL ID,$110.00 
Microbiology ,HC NUCLEIC ACID DIRECT NEISSERIA,$106.00 
Microbiology ,HC SPECIAL STAIN INCLS BODS/PARS,$106.00 
Microbiology ,HC CULTURE ANAEROBIC ID,$105.00 
Microbiology ,HC SUSCEPT MIC,$104.00 
Microbiology ,HC EIA QL CRYPTOSPORIDIUM ANTIGEN,$101.00 
Microbiology ,HC CMV ANTIGENEMIA,$101.00 
Microbiology ,HC COMPLEX SPECIAL STAIN O/P TRIC,$98.00 
Microbiology ,HC CULTURE FUNGUS ID MOLD,$97.00 
Microbiology ,HC IMMUNO OPTICAL STREP A,$94.00 
Microbiology ,HC EIA QL GIARDIA ANTIGEN,$93.00 
Microbiology ,HC EIA QL C NEOFORM ANTIGEN,$92.00 
Microbiology ,HC CULTURE FUNGUS SKIN/HAIR/NAIL,$90.00 
Microbiology ,HC HIV-1 ANTIGEN W/ANTIBODIES,$90.00 
Microbiology ,HC TISSUE EXAM FUNGUS,$88.00 
Microbiology ,HC CULTURE TYPING IF EA ANTISERUM,$88.00 
Microbiology ,HC CULTURE SCREEN SINGLE ORGANISM,$88.00 
Microbiology ,HC SUSCEPT DISK KIRBY BAUER,$85.00 
Microbiology ,HC NUCLEIC ACID DRCT CHLAMY TRACH,$83.00 
Microbiology ,HC IF VARICELLA-ZOSTER ANTIGEN,$82.00 
Microbiology ,HC CULTURE FUNGUS ID YEAST,$79.00 
Microbiology ,HC EIA QL E HYSTOLYTICA ANTIGEN,$73.00 
