Chg Code,Description,Price,CPT Code
1913241,G TUBE REPLACEMENT  ,"$2,049.10",SURG 
1913242,IMM ADM 1ST VACCINE ,$172.17,90471
1913246,BLOOD TRANSFUSION   ,"$1,959.99",36430
1913247,BLOOD PUSH TRAN U2YR,"$1,959.99",36440
1913250,PULSE OXIMTRY SINGLE,$229.95,94760
1913252,TRIAGE ONLY         ,$216.71,Z7502
1913253,SUTURE REMOVAL/RECHE,$391.27,Z7500
1913254,SIMPLE PROCEDURE    ,$326.27,SURG 
1913255,DIALYSIS  EMERGENT  ,"$2,204.16",G0257
2010220,MNT INITIAL EA 15 MN,$136.59,97802
2010221,MNT REASSES EA 15 MN,$136.59,97803
2010223,MNT 2ND REF EA 15 MN,$136.59,97803
2010225,DSMT INDIVIDUAL 30M ,$267.20,98960
2041000,HEMODIALY SING EVAL ,"$8,842.70",90935
2811190,TC99M EXAME / DOSE  ,$187.49,A9521
2811241,LOC2 300-399MG/ML ML,$3.77,Q9967
2811243,INJ GAD-MR2 CONTR ML,$50.86,A9579
2811489,S-INJ VENOGRAPHY    ,$825.79,36005
2811658,ISOTOPE NOT SPECIFID,$187.49,A9699
2850001,NI-ECHO DOP CO FL AD,"$1,271.79",93325
2850030,NI-ECHO DOPP COMP AD,"$1,271.79",93320
7210108,TD TOX 7YR AND UP IM,$157.66,     
7210109,TD TOX UNDER 7YO IM ,$157.66,90702
1413001,ADHESION BARRIER1   ,$943.31,C1765
1413003,AICD DUAL CHAMBER L1,"$80,201.55",C1721
1413005,AICD SINGLE CHAMBER1,"$55,083.97",C1722
1413067,CATH URETERAL 1     ,$135.16,C1758
1413179,LEAD AICD NO-SING L1,"$16,376.40",C1896
1413185,LEAD PMKR TRNSV VDD1,"$3,672.97",C1779
1413213,PMKR DUAL RATE-RS L1,"$79,137.32",C1785
1413216,PMKR SINGL RATE-RSL1,"$21,973.69",C1786
1414001,ANCHOR/SCRW LEVEL 1 ,$239.84,C1713
1414002,ANCHOR/SCRW LEVEL 2 ,$332.83,C1713
1414003,ANCHOR/SCRW LEVEL 3 ,$444.78,C1713
1414004,ANCHOR/SCRW LEVEL 4 ,$694.74,C1713
1414005,ANCHOR/SCRW LEVEL 5 ,$973.82,C1713
1414006,ANCHOR/SCRW LEVEL 6 ,"$1,389.54",C1713
1414007,ANCHOR/SCRW LEVEL 7 ,"$1,947.67",C1713
1414008,ANCHOR/SCRW LEVEL 8 ,"$2,501.46",C1713
1414009,ANCHOR/SCRW LEVEL 9 ,"$2,667.15",C1713
1414010,ANCHOR/SCRW LEVEL 10,"$3,779.06",C1713
1414011,ANCHOR/SCRW LEVEL 11,"$4,446.18",C1713
1414012,ANCHOR/SCRW LEVEL 12,"$5,556.63",C1713
1414013,ANCHOR/SCRW LEVEL 13,"$6,671.48",C1713
1414014,ANCHOR/SCRW LEVEL 14,"$10,004.27",C1713
1414015,ANCHOR/SCRW LEVEL 15,"$13,337.15",C1713
1414016,ANCHOR/SCRW LEVEL 16,"$16,672.89",C1713
1414017,ANCHOR/SCRW LEVEL 17,"$21,677.19",C1713
1414018,ANCHOR/SCRW LEVEL 18,"$26,680.09",C1713
1414019,ANCHOR/SCRW LEVEL 19,"$33,345.78",C1713
1414050,BONE CEMENT 1       ,$556.65,C1713
1414051,BONE CEMENT 2       ,"$2,531.19",C1713
1414175,CATH HEMODIAL LT 1  ,"$1,986.95",C1750
1414176,CATH HEMODIAL LT 2  ,"$2,579.91",C1750
1414177,CATH HEMODIAL ST 1  ,$497.12,C1752
1414178,CATH HEMODIAL ST 2  ,$991.29,C1752
1414250,CATH THRMB/EMBOL 2  ,"$2,482.50",C1757
1414325,CATH-ANGIO LEVEL 1  ,$556.65,C1725
1414326,CATH-ANGIO LEVEL 2  ,"$1,389.54",C1725
1414327,CATH-ANGIO LEVEL 3  ,"$2,223.84",C1725
1414328,CATH-ANGIO LEVEL 4  ,"$2,667.15",C1725
1414329,CATH-ANGIO LEVEL 5  ,"$3,110.46",C1725
1414350,CATH-DRAINAG LEVEL 1,$226.77,C1729
1414351,CATH-DRAINAG LEVEL 2,$273.22,C1729
1414352,CATH-DRAINAG LEVEL 3,"$1,241.27",C1729
1414353,CATH-DRAINAG LEVEL 4,"$1,986.95",C1729
1414354,CATH-DRAINAG LEVEL 5,"$2,184.55",C1729
1414355,CATH-DRAINAG LEVEL 6,"$2,780.47",C1729
1414356,CATH-DRAINAG LEVEL 7,"$3,970.93",C1729
1414357,CATH-DRAINAG LEVEL 8,"$4,962.16",C1729
1414358,CATH-DRAINAG LEVEL 9,"$5,956.34",C1729
1414359,CATH-DRAINAG LEVEL10,"$7,443.28",C1729
1414360,CATH DRAINAG LEVEL11,"$8,931.63",C1729
1414361,CATH-DRAINAG LEVEL12,"$11,909.80",C1729
1414375,CATHETER GUIDING 1  ,$497.12,C1887
1414376,CATHETER GUIDING 2  ,"$1,986.95",C1887
1414377,CATHETER GUIDING 3  ,"$2,482.50",C1887
1414400,CATH-INFUS PERIF 1  ,$226.77,C1751
1414401,CATH-INFUS PERIF 2  ,$297.96,C1751
1414402,CATH-INFUS PERIF 3  ,$497.12,C1751
1414403,CATH-INFUS PERIF 4  ,$744.21,C1751
1414404,CATH-INFUS PERIF 5  ,$991.29,C1751
1414405,CATH-INFUS PERIF 6  ,"$1,241.27",C1751
1414406,CATH-INFUS PERIF 7  ,"$1,488.35",C1751
1414407,CATH-INFUS PERIF 8  ,"$1,738.39",C1751
1414408,CATH-INFUS PERIF 9  ,"$2,482.50",C1751
1414409,CATH-INFUS PERIF 10 ,"$2,780.47",C1751
1414410,CATH-INFUS PERIF 11 ,"$3,970.93",C1751
1414411,CATH-INFUS PERIF 12 ,"$5,956.34",C1751
1414425,CATH-RETRIEVAL 1    ,"$3,970.93",C1773
1414426,CATH-RETRIEVAL 2    ,"$5,956.34",C1773
1414450,CLOSURE DEVIC VASC 1,"$2,482.50",C1760
1414451,CLOSURE DEVIC VASC 2,"$2,780.47",C1760
1414475,CONN TISSUE HUMAN 1 ,"$1,986.95",C1762
1414476,CONN TISSUE HUMAN 2 ,"$4,763.07",C1762
1414477,CONN TISSUE HUMAN 3 ,"$5,956.34",C1762
1414478,CONN TISSUE HUMAN 4 ,"$8,338.66",C1762
1414479,CONN TISSUE HUMAN 5 ,"$10,719.41",C1762
1414480,CONN TISSUE HUMAN 6 ,"$14,887.97",C1762
1414481,CONN TISSUE HUMAN 7 ,"$17,866.21",C1762
1414500,DRILL BIT/BLADE LVL1,$251.41,     
1414501,DRILL BIT/BLADE LVL2,$332.83,     
1414502,DRILL BIT/BLADE LVL3,$556.65,     
1414503,DRILL BIT/BLADE LVL4,"$1,110.44",     
1414504,DRILL BIT/BLADE LVL5,"$1,779.05",     
1414600,GRAFT VASCULAR 1    ,"$2,482.50",C1768
1414601,GRAFT VASCULAR 2    ,"$3,970.93",C1768
1414602,GRAFT VASCULAR 3    ,"$4,962.16",C1768
1414603,GRAFT VASCULAR 4    ,"$7,443.28",C1768
1414625,GUIDEWIRE LEVEL 1   ,$252.89,C1769
1414626,GUIDEWIRE LEVEL 2   ,$497.12,C1769
1414627,GUIDEWIRE LEVEL 3   ,$991.29,C1769
1414628,GUIDEWIRE LEVEL 4   ,"$1,488.35",C1769
1414629,GUIDEWIRE LEVEL 5   ,"$1,986.95",C1769
1414630,GUIDEWIRE LEVEL 6   ,"$2,482.50",C1769
1414631,GUIDEWIRE LEVEL 7   ,"$2,978.17",C1769
1414632,GUIDEWIRE LEVEL 8   ,"$3,473.82",C1769
1414633,GUIDEWIRE LEVEL 9   ,"$3,970.93",C1769
1414634,GUIDEWIRE LEVEL 10  ,"$4,466.52",C1769
1414635,GUIDEWIRE LEVEL 11  ,"$4,962.16",C1769
1414636,GUIDEWIRE LEVEL 12  ,"$5,457.83",C1769
1414637,GUIDEWIRE LEVEL 13  ,"$5,956.34",C1769
1414638,GUIDEWIRE LEVEL 14  ,"$8,931.63",C1769
1414639,GUIDEWIRE LEVEL 15  ,"$11,909.80",C1769
1414640,GUIDEWIRE LEVEL 16  ,"$14,887.97",C1769
1414641,GUIDEWIRE LEVEL 17  ,"$19,351.62",C1769
1414642,GUIDEWIRE LEVEL 18  ,"$23,819.61",C1769
1414643,GUIDEWIRE LEVEL 19  ,"$29,774.54",C1769
1414644,GUIDEWIRE LEVEL 20  ,"$32,752.69",C1769
1414675,INT SHTH FIX NO-PL 1,$991.29,C1893
1414676,INT SHTH FIX NO-PL 2,"$1,488.35",C1893
1414700,JOINT DEVICE IMPLT 1,"$4,446.18",C1776
1414701,JOINT DEVICE IMPLT 2,"$6,671.48",C1776
1414702,JOINT DEVICE IMPLT 3,"$8,338.66",C1776
1414703,JOINT DEVICE IMPLT 4,"$13,337.15",C1776
1414704,JOINT DEVICE IMPLT 5,"$16,672.89",C1776
1414705,JOINT DEVICE IMPLT 6,"$21,677.19",C1776
1414706,JOINT DEVICE IMPLT 7,"$26,680.09",C1776
1414707,JOINT DEVICE IMPLT 8,"$33,345.78",C1776
1414708,JOINT DEVICE IMPLT 9,"$50,022.97",C1776
1414709,JOINT DEVICE IMPLT10,"$66,695.86",C1776
1414710,JOINT DEVICE IMPLT11,"$99,999.71",C1776
1414711,JOINT DEVICE IMPLT12,"$99,999.58",C1776
1414725,LENS INTRAOCULR NT 1,"$1,116.26",C1780
1414750,MESH IMPLANTABLE 1  ,"$1,110.44",C1781
1414751,MESH IMPLANTABLE 2  ,"$2,223.84",C1781
1414752,MESH IMPLANTABLE 3  ,"$2,667.15",C1781
1414753,MESH IMPLANTABLE 4  ,"$3,555.23",C1781
1414754,MESH IMPLANTABLE 5  ,"$4,446.18",C1781
1414755,MESH IMPLANTABLE 6  ,"$5,111.94",C1781
1414756,MESH IMPLANTABLE 7  ,"$5,780.52",C1781
1414757,MESH IMPLANTABLE 8  ,"$6,671.48",C1781
1414758,MESH IMPLANTABLE 9  ,"$8,338.66",C1781
1414759,MESH IMPLANTABLE 10 ,"$10,004.27",C1781
1414760,MESH IMPLANTABLE 11 ,"$13,337.15",C1781
1414761,MESH IMPLANTABLE 12 ,"$16,672.89",C1781
1414775,MORCELLATOR 1       ,"$7,135.12",C1782
1414776,MORCELLATOR 2       ,"$10,004.27",C1782
1414800,PEEL-AWAY SHEATH 1  ,$332.83,C1892
1414801,PEEL-AWAY SHEATH 2  ,$832.83,C1892
1414802,PEEL-AWAY SHEATH 3  ,"$1,389.54",C1892
1414825,PORT 1              ,$991.29,C1788
1414826,PORT 2              ,"$1,986.95",C1788
1414827,PORT 3              ,"$2,482.50",C1788
1414850,PROBE CRYOABLATION 1,"$3,970.93",C2618
1414851,PROBE CRYOABLATION 2,"$8,931.63",C2618
1414875,PRSTHS PENILE INFL 1,"$3,970.93",C1813
1414876,PRSTHS PENILE INFL 2,"$8,931.63",C1813
1414877,PRSTHS PENILE INFL 3,"$11,909.80",C1813
1414925,SHEATH NON-LASR 2   ,"$1,986.95",C1894
1414951,STNT COAT/COV W/DEL1,"$3,970.93",C1874
1414952,STNT COAT/COV W/DEL2,"$7,443.28",C1874
1414953,STNT COAT/COV W/DEL3,"$14,887.97",C1874
1414954,STNT COAT/COV W/DEL4,"$17,866.21",C1874
1414985,STNT NON-COR TM DL 1,$744.21,C2625
1414986,STNT NON-COR TM DL 2,"$1,241.27",C2625
1417000,SUTURE LEVEL 1      ,$77.01,     
1417001,SUTURE LEVEL 2      ,$244.16,     
1417002,SUTURE LEVEL 3      ,$332.83,     
1417003,SUTURE LEVEL 4      ,$556.65,     
1417004,SUTURE LEVEL 5      ,"$1,110.44",     
1417025,TISSUE MARKR IMPLT 1,$297.96,A4648
1417026,TISSUE MARKR IMPLT 2,"$1,447.69",A4648
1417027,TISSUE MARKR IMPLT 3,"$2,978.17",A4648
1417051,TISSUE NON-HUMAN 3  ,"$5,556.63",C1763
1417052,TISSUE NON-HUMAN 4  ,"$7,741.23",C1763
1417085,STAPLER/RELOAD 1    ,$297.96,     
1417086,STAPLER/RELOAD 2    ,$395.37,     
1417087,STAPLER/RELOAD 3    ,"$1,241.27",     
1417088,STAPLER/RELOAD 4    ,"$1,986.95",     
1417089,STAPLER/RELOAD 5    ,"$2,382.23",     
1417090,STAPLER/RELOAD 6    ,"$2,780.47",     
1417114,SPECIALTY BED 1     ,$642.47,     
1417115,SPECIALTY BED 2     ,"$1,013.10",     
1417116,SPECIALTY BED 3     ,"$1,273.25",     
7210529,FENTANYL 12MCG/HR PT,$43.00,     
1110821,AD PROCEDURE OR LV 1,"$5,165.43",Z7508
1110822,AD PROCEDURE OR LV 2,"$6,883.60",Z7508
1110823,AD PROCEDURE OR LV 3,"$8,602.98",Z7508
1110824,AD PROCEDURE OR LV 4,"$10,323.57",Z7508
1110825,AD PROCEDURE OR LV 5,"$12,047.82",SURG 
1110826,AD PROCEDURE OR LV 6,"$13,770.86",SURG 
1160131,AD PROCEDURE GI LV 1,"$7,198.98",SURG 
1160132,AD PROCEDURE GI LV 2,"$12,964.74",SURG 
1160133,AD PROCEDURE GI LV 3,"$18,721.97",SURG 
1160134,AD PROCEDURE GI LV 4,"$23,274.91",SURG 
1612186,LE-KNEE 3V CR       ,$612.29,73562
1612315,LE-KNEE 3VWS BI CR  ,$769.24,73562
1210327,EPTIFABITIDE 5MG IJ ,$366.03,J1327
7211790,RABIES VAC IM       ,"$2,483.93",90675
7211833,EPTIFABITIDE 5MG IJ ,$437.69,J1327
7211857,RETEPLASE 18.1MG IJ ,"$18,755.73",J2993
1212096,DABIGATRAN 75MG TAB ,$38.59,Z7610
7211783,RABIES IG HEAT TX   ,"$2,739.71",90376
7212245,IMMU GLOB LYO 500MG ,$233.73,J1566
7212277,NESIRITIDE 0.1MG INJ,$724.34,J2325
1212109,DABIGATRAN 150MG TAB,$38.59,     
1219384,NA HYALUR 8.5MG/.85M,"$1,030.84",     
7210483,MAGIC MOUTHWASH     ,$14.33,     
1314764,"FACTOR II,PROTHROMBI",$344.70,85210
7212344,HAEMOPH B TETAN INJ ,$402.41,90648
1212119,ADRENL/EPINEP 0.1MG ,$7.50,J0171
1212127,FLU VAC (FLUVIRIN)IM,$160.97,90471
1212132,PCN G BENZ/PROC 100K,$89.30,J0558
1212133,PCN G BENZ/PROC 100K,$59.54,J0558
1212135,PEN G BENZ INJ 100K ,$87.10,J0561
1316385,GASTRIC ANAL W-PH EA,$211.39,82930
1316450,BLD TYPE DONOR EA AG,$236.62,86902
1621616,US-EXT COMP JNT UNI ,"$2,046.51",76881
1621618,US-EXT LTD JNT UNI  ,"$1,224.56",76882
1630007,CT-ABD PELVIS WO    ,"$13,490.56",74176
1630008,CT-ABD PELVIS W     ,"$15,152.06",74177
1630009,CT-ABD PELVIS WWO   ,"$17,219.80",74178
1812333,DEBRIDE EA ADD 20CM ,$420.58,97598
1912270,DEBRIDE LE 20 SQ CM ,$541.78,97597
1912333,DEBRIDE EA ADD 20CM ,$422.58,97598
1374681,HELICOBACTER PYLORI ,$521.35,86677
1212114,CROTALID POLY IM 1GM,"$15,332.47",J0840
1212136,PEN G BENZ INJ 100K ,$87.10,J0561
1212142,GAMMA GLOB 1ML      ,$86.00,J1460
1314087,BLD TYPING OTHER AG ,$338.71,86905
2316050,OUTPATIENT ROOM     ,$0.00,     
1210306,MAGNE SUL ORAL 1810G,$8.38,     
282821,L&D REC LEV 1 PER HR,$706.94,     
282822,L&D REC LVL 2 PER HR,$902.24,     
282831,LDR PROCEDURE MINOR ,$588.33,SURG 
282832,LDR PROCEDURE-INTERM,$941.79,SURG 
1210234,ONDANSETRON 1MG INJ ,$5.85,J2405
1522101,IV HYDRATION 1 HR   ,$381.03,96360
1522102,IV HYDRAT EA ADD HR ,$349.88,96361
1522111,IV THERAPY DX 1 HR  ,$619.47,96365
1522113,IV THER AD SEQ 1 HR ,$161.76,96367
1522117,THERAPEUTIC DX SQ IM,$682.97,96372
1522118,THERAPEUTIC DX IA   ,$401.39,96373
1523130,THER AD IVP SAME MED,$185.72,96376
1523132,SQ INFUSION INI 1 HR,$629.06,96369
1523133,SQ INFUSION EA AD HR,$161.76,96370
1210903,MAGNES SULF 500MGINJ,$27.56,J3475
7210484,LACTULOSE 10GM/15ML ,$14.33,     
2313000,SWG RUG IV RHL      ,$0.00,RHL  
2313001,SWG RUG IV RHX      ,$0.00,RHX  
2313002,SWG RUG IV RLX      ,$0.00,RLX  
2313003,SWG RUG IV RML      ,$0.00,RML  
2313004,SWG RUG IV RMX      ,$0.00,RMX  
2313005,SWG RUG IV RUL      ,$0.00,RUL  
2313006,SWG RUG IV RUX      ,$0.00,RUX  
2313007,SWG RUG IV RVL      ,$0.00,RVL  
2313008,SWG RUG IV RVX      ,$0.00,RVX  
2313009,SWG RUG IV RUC      ,$0.00,RUC  
2313010,SWG RUG IV RUB      ,$0.00,RUB  
2313011,SWG RUG IV RUA      ,$0.00,RUA  
2313012,SWG RUG IV RVC      ,$0.00,RVC  
2313013,SWG RUG IV RVB      ,$0.00,RVB  
2313014,SWG RUG IV RVA      ,$0.00,RVA  
2313015,SWG RUG IV RHC      ,$0.00,RHC  
2313016,SWG RUG IV RHB      ,$0.00,RHB  
2313017,SWG RUG IV RHA      ,$0.00,RHA  
2313018,SWG RUG IV RMC      ,$0.00,RMC  
2313019,SWG RUG IV RMB      ,$0.00,RMB  
2313020,SWG RUG IV RMA      ,$0.00,RMA  
2313021,SWG RUG IV RLB      ,$0.00,RLB  
2313022,SWG RUG IV RLA      ,$0.00,RLA  
2313029,SWG RUG IV CC2      ,$0.00,CC2  
2313030,SWG RUG IV CC1      ,$0.00,CC1  
2313031,SWG RUG IV CB2      ,$0.00,CB2  
2313032,SWG RUG IV CB1      ,$0.00,CB1  
2313033,SWG RUG IV CA2      ,$0.00,CA2  
2313034,SWG RUG IV CA1      ,$0.00,CA1  
2313039,SWG RUG IV BB2      ,$0.00,BB2  
2313040,SWG RUG IV BB1      ,$0.00,BB1  
2313041,SWG RUG IV BA2      ,$0.00,BA2  
2313042,SWG RUG IV BA1      ,$0.00,BA1  
2313043,SWG RUG IV PE2      ,$0.00,PE2  
2313044,SWG RUG IV PE1      ,$0.00,PE1  
2313045,SWG RUG IV PD2      ,$0.00,PD2  
2313046,SWG RUG IV PD1      ,$0.00,PD1  
2313047,SWG RUG IV PC2      ,$0.00,PC2  
2313048,SWG RUG IV PC1      ,$0.00,PC1  
2313049,SWG RUG IV PB2      ,$0.00,PB2  
2313050,SWG RUG IV PB1      ,$0.00,PB1  
2313051,SWG RUG IV PA2      ,$0.00,PA2  
2313052,SWG RUG IV PA1      ,$0.00,PA1  
2313053,SWG RUG IV AAA      ,$0.00,AAA  
1413164,INTRO/SHETH STRBL NP,"$7,722.31",C1766
1641021,MR-ABDOMEN W        ,"$9,211.28",74182
1641022,MR-ABDOMEN WWO      ,"$9,775.00",74183
1210925,TENECTEPLASE 1MG INJ,$264.60,J3101
1210736,MAGNES SULF 500MGINJ,$41.90,J3475
7210103,HYDROCOD5-APAP325 TB,$27.56,Z7610
7211731,H-COD7.5/APAP325MGTB,$27.56,Z7610
1641075,MR-UPPER EXT BI W   ,"$10,248.59",73219
1641091,MR-UPPER JNT BI WWO ,"$16,347.97",73223
1641014,MR-LOWER EXTR WO    ,"$5,653.21",73718
1321059,CHROMOSOME ANAL15-20,$610.43,88262
1621517,US-KIDNEY TRANSPLANT,$922.61,76776
1621524,US-FETAL BIO NONST  ,"$2,975.13",76819
1621529,US-TRANSVAGINAL     ,"$2,483.86",76830
1621603,S-MEAS POSTVOID URIN,"$2,820.56",51798
1314759,WBC COUNT           ,$309.88,85048
1212255,SOD PHOS 15MMOL/100 ,$48.51,     
1218522,CLEOCIN 900MG PREMIX,$255.78,Z7610
1211039,GENTAMICIN UPTO 80MG,$48.51,J1580
1314096,BILIRUBIN TOT TRANS ,$116.51,88720
7212275,ZIDOVUDINE 10MG INJ ,$23.15,J3485
1211177,MAGNES SULF 500MGINJ,$2.76,J3475
1210116,RIVASTIG 4.6MG PATCH,$62.84,     
1210975,MICAFUNGIN 1MG INJ  ,$15.44,J2248
1211520,PRASUGREL 10MG TAB  ,$68.36,     
1211521,PRASUGREL 5MG TAB   ,$102.53,     
1211767,NOREPI 8MG D5W 250ML,$222.71,     
7212258,MICAFUNGIN 1MG INJ  ,$15.44,J2248
1210115,RIVASTIG 9.5MG PATCH,$62.84,     
1210316,INSULIN 5 UNT INJ   ,$9.60,J1815
1210317,INSULIN 5 UNT INJ   ,$9.60,J1815
1210194,CEFAZOLIN 500MG INJ ,$14.33,J0690
1211159,MAGNES SULF 500MGINJ,$27.56,J3475
1217613,EPINEP 1:1000 1MLAMP,$48.51,Z7610
7211510,QUININE SUL 324MG CP,$63.95,     
7212023,ONDANSETRON 1MG INJ ,$6.62,J2405
1316386,PAMG-1 QUALITATIVE  ,$343.51,84112
1218886,H-COD10/APAP325MG TB,$11.03,Z7610
1630001,CT-ABSC DRN CATH PLA,"$7,877.29",75989
7212156,MOXIFLOXAC 100MG INJ,$147.74,J2280
7212135,ACETYLCYS 20%INH 10M,$115.76,     
1211393,CARBAMAZE 100MG/5ML ,$2.76,     
1210145,CEFEPIME 500MG INJ  ,$60.64,J0692
1210162,OCTREOTIDE ND 25MCG ,$80.48,J2354
1210164,OCTREOTIDE ND 25MCG ,$77.18,J2354
1210176,FOSPHENYTOIN 50MG   ,$14.33,Q2009
1210182,ENOXAPARIN 10MG INJ ,$112.46,J1650
1210183,ENOXAPARIN 10MG INJ ,$112.46,J1650
1210185,ENOXAPARIN 10MG INJ ,$112.46,J1650
1210186,ENOXAPARIN 10MG INJ ,$112.46,J1650
1210187,ENOXAPARIN 10MG INJ ,$112.46,J1650
1210188,AMPICILLIN/SUB 1.5GM,$41.90,X7700
1210195,CEFTRIAXONE 250MGINJ,$27.56,J0696
1210205,DEXAMETH NA 1MG INJ ,$2.76,Z7610
1210211,ACYCLOVIR 5MG INJ   ,$8.38,J0133
1210224,LEVOFLOXAC 250MG INJ,$309.80,J3490
1210225,LEVOFLOXAC 250MG INJ,$273.42,J3490
1210236,AMPICILLIN 500MG INJ,$27.56,J0290
1210237,AMPICILLIN 500MG INJ,$26.46,J0290
1210262,FUROSEMIDE 20MG INJ ,$15.44,J1940
1210263,FUROSEMIDE 20MG INJ ,$15.44,J1940
1210294,PIPER/TAZOB 1G/.125G,$104.74,J3490
1210342,AMIODARONE 30MG INJ ,$16.54,J0282
1210363,CHLORHEXIDI 4% 118ML,$6.29,     
1210507,DEXAMETH 0.25MG ORAL,$6.95,J8540
1210538,MIDAZOL  HCL 1MG INJ,$4.19,J2250
1210552,PHYTONADIONE 1MG INJ,$27.56,J3430
1210569,POTASSI CHL 2MEQ INJ,$1.44,J3480
1210738,POTASSI CHL 2MEQ INJ,$1.00,J3480
1210739,POTASSI CHL 2MEQ INJ,$0.56,J3480
1210881,DEXAMETH 0.25MG ORAL,$6.95,J8540
1210901,HEPARIN 1000U INJ   ,$12.13,J1644
1210902,HEPARIN 1000U INJ   ,$74.97,J1644
1211034,POTASSI CHL 2MEQ INJ,$5.51,J3490
1211035,DOPAMIN HCL 40MG INJ,$16.54,J1265
1211040,GENTAMICIN UPTO 80MG,$27.56,J1580
1211051,EPO NESRD 1000 U INJ,$274.52,J0885
1211091,HYDROCORTIS 100MGINJ,$67.25,J1720
1211092,HYDROCORTIS 100MGINJ,$56.23,J1720
1211094,METHYLPRED 125MG INJ,$43.00,J2930
1211109,ACETYLCYS 20%INH 30M,$173.09,Z7610
1211152,MORPH 50MG/50ML PCA ,$277.83,X6594
1211153,CEFAZOLIN 500MG INJ ,$138.92,J0690
1211162,HEPARIN 1000U INJ   ,$6.95,J1644
1211166,HYDROXYZI UP TO 25MG,$17.64,J3410
1211178,PROTAMINE 10MG INJ  ,$15.44,J2720
1211190,TUBERCU 5U/.1ML .1ML,$38.59,Z7610
1211198,SOD BICARB 8.4% 50ML,$86.00,Z7610
1211223,METHYLPRED 125MG INJ,$46.31,J2930
1211531,NEOSTIGMINE .5MG INJ,$6.95,J2710
1211645,ATROPINE 0.01MG INJ ,$1.44,J0461
1212310,ONDANSETRON ODT 4MG ,$224.91,Z7610
1216946,ACETAMINOPHEN 120MGS,$8.38,Z7610
1216998,LTA PRE-ATTACHED KIT,$48.51,Z7610
1217030,BACITR 500U/GM 15GM ,$25.36,J3490
1217032,BACITRACIN 50000U IM,$186.32,J3490
1217045,BENZO CMPD TINC 60ML,$83.79,     
1217094,CALCITO 200UN/AC 3.7,$155.45,J0630
1217098,TALC INTRAPLE PWD 5G,$589.84,     
1217236,GLYCERIN 2.1GM SUPP ,$11.03,Z7610
1217237,GLYCERIN 1.2GM SUPP ,$1.66,Z7610
1217299,CEPHALEX 125/5 100ML,$6.39,Z7610
1217317,CHOLESTYRAMINE 4GMPK,$22.05,Z7610
1217340,CLONIDINE-TTS-1 .1MG,$42.78,     
1217342,CLONIDINE-TTS-3 .3MG,$100.05,Z7610
1217399,DIGOXIN .05MG/ML 1ML,$6.95,     
1217429,HYDROCORTIS 25MG SUP,$14.33,     
1217452,INDIGOTIN 8MG/ML 5ML,$20.95,Z7610
1217487,LABETALOL 100MG/20ML,$57.33,Z7610
1217489,LACTULOSE 20GM/30ML ,$41.90,Z7610
1217517,LIDOCAINE 50MG/5ML  ,$72.77,Z7610
1217519,LIDOCAINE 2% GEL10ML,$78.28,     
1217531,LIDOCAINE-MPF1% 10ML,$87.10,Z7610
1217572,DIPHENH 12.5/5ML 10M,$14.33,Z7610
1217673,FOLIC ACID 50MG/10ML,$362.72,Z7610
1217707,FLUOCIN 0.01% CR 15G,$213.89,     
1217728,ANUSOL HC SUPP      ,$14.33,Z7610
1217746,ATRACURIUM 50MG INJ ,$135.61,J3490
1217796,SOD PHOS ENEMA 135ML,$41.90,Z7610
1217797,SOD PHOS ENEMA 66ML ,$41.90,Z7610
1217847,NITROGLY. 50MG/250ML,$105.84,Z7610
1217952,LEVOFLOXIN 500MG TAB,$24.26,Z7610
1218069,NEO-BAC-POLY OIN 15G,$65.05,Z7610
1218084,NICOTINE 21MG/24HR P,$29.77,Z7610
1218096,NITROGLYCE 50MG/10ML,$97.02,     
1218098,NITROGLYC .2MG/HR PT,$8.38,Z7610
1218168,PHENYLEPH 2.5%OS 2ML,$343.98,Z7610
1218186,POTAS ACE 40MEQ/20ML,$68.04,     
1218218,PROMETHAZINE 6.25/5M,$4.19,Z7610
1218321,SULFAME-TMP 200-40/5,$14.33,Z7610
1218337,OPTHAL IRR INTR 15ML,$113.56,Z7610
1218430,OPTHAL IRR INTR 500M,$183.02,Z7610
1218497,"ANTIVENIN,LACTRODECT",$469.67,Z7610
1218666,DEXTROSE 50% 50ML   ,$72.77,Z7610
1218824,LIDOCAINE 2% GEL30ML,$141.12,Z7610
1218849,METRONIDA.75%CR 45GM,$488.41,     
1218992,NYSTATIN CR 15GM    ,$41.90,     
1219118,NEO/POL/DEX.1%OIN3.5,$262.40,Z7610
1219208,CHERRY SYRUP 5ML    ,$23.15,     
1219319,FERRIC SUBSULFATE LI,$47.41,     
1219353,GENTAMICIN UPTO 80MG,$36.38,J1580
1219361,GLYCOPYRRO 1MG/5ML I,$48.51,Z7610
1219397,HYDR PEROX 3% 120ML ,$8.38,Z7610
1219417,LEVOBUNOL .5%OS 5ML ,$274.52,     
1219526,POT IODID 1GM/ML 30M,$147.74,     
1219878,ACTIVTD CHARC/SORBIT,$184.12,Z7610
2811759,ISOSULFA BLU INJ 1MG,"$1,280.18",Q9968
7210102,M-M-R II INJ        ,$848.93,90707
7210144,IPRATROPI 17MCG 12.9,$11.03,Z7610
7210185,MULTIVITAMIN LIQ 5ML,$14.33,     
7210290,OPTHAL IRR INTR 30ML,$186.32,X7700
7210399,CALC CARB 1250MG TAB,$14.33,Z7610
