ITEM#,ITEM DESCRIPTION,PRICE
 5550271,SET ANESTHESIA UNIVERSAL 72IN,$34.93
 5550272,NEEDLE B BEVEL BRACHIAL SET,$43.34
 5550275,TRAY SPINAL W/ BUPIVICAINE,$183.09
 5550276,TRAY EPIDURAL CONT 18 GA 3.5,$301.38
 5550277,STETHOSCOPE ESOPHOGEAL 18 FR,$61.94
 5550280,TUBE TRACH 5.5MM UNCUFF,$17.47
 5550281,TUBE TRACH 6.0 HVT CUFFED,$17.47
 5550282,TUBE TRACH 8.0 HVT CUFFED,$17.47
 5550284,TUBE TRACH 2.5MM UNCUFFED,$17.47
 5550285,TUBE ET 3.0 UNCUFFED,$17.47
 5550286,TUBE ET 3.5 UNCUFFED,$11.74
 5550287,TUBE 4.0MM UNCUFF TRACH MURPHY,$11.74
 5550288,TUBE ET 4.5 UNCUFFED,$11.74
 5550289,TUBE ET 5.5 UNCUFFED,$11.74
 5550291,HOOK BLADE 32CM,$91.83
 5550292,TUBE ET 5.0 UNCUFFED,$9.68
 5550294,NEEDLE TIP ELECTRO CAUTERY E/4,$20.13
 5550297,SURGICEL 1/2 X 2,$83.37
 5550298,DRESSING ADAPTIC 3X8,$18.73
 5550299,SCROTAL SUPPORT MEDIUM,$60.56
 5550300,SCROTAL SUPPORT LARGE,$61.18
 5550302,BOVIE EXTENSION 6.5,$67.62
 5550304,GEL ULTRASOUND 5 LITER,$159.14
 5550306,TRAY LUMBAR INFANT 22GA X 1.5,$120.56
 5550308,MESH PANTS XL STRETCH,$3.18
 5550311,PAD INSTANT COLD PERINEAL,$4.79
 5550312,TUBE ET 7.0 CUFF SAFETY CLR PLUS,$6.21
 5550313,GLOVE TRIFLEX ORTHOPEDIC 7.5,$12.56
 5550316,TUBE FEEDING 5FR X 16,$11.94
 5550325,CIDEX OPA,$242.93
 5550327,BOOT HI GUARD FLUID PROTECTION,$5.15
 5550337,READI-CAT BERRY FLAVOR,$29.32
 5550347,SONICPAC W/DISP 5 LTR,$92.70
 5550348,AQUASONIC ECONOPAC,"$1,194.80"
 5550349,SCREW SELF TAP 4.5 X 40 MM,$88.22
 5550350,SCREW SELF TAP 4.5 X 42 MM,$88.22
 5550351,SCREW LAG 95 MM,"$1,180.38"
 5550352,SCREW LAG SUPER 80 MM,"$1,260.72"
 5550353,SCREW LAG SUPER 90 MM,"$1,260.72"
 5550354,PLATE 4 HOLE 135 DEGREE,"$1,866.36"
 5550355,E-Z-PAQUE 6.2 OZ,$120.17
 5550356,E-Z-DISK TABLETS,$254.28
 5550357,E-Z-GAS II,$159.85
 5550358,FLEXI CUFF TIP,$303.96
 5550359,KIT ENEMA SUPER XL,$483.62
 5550360,POLIBAR ACB BARIUM SNAPCAP,$305.32
 5550361,E-Z-HD BARIUM 340G,$30.97
 5550362,POLIBAR LIQUID 1900ML,$172.55
 5550364,SYRINGE KIT SINGLE CONTRAST MEDIA,$83.43
 5550369,PAD LUMBAR/ULNAR,$25.04
 5550376,CANISTER 3000CC VAC U PORT SU,$54.66
 5550380,GLOVE ORTHOPEDIC PWD LATEX SURG 7.0,$3.77
 5550386,BLADE DUAL CUT SAGGITAL,$277.36
 5550392,CARDIOIMMUNE XL LEVEL 1,$166.77
 5550393,CARDIOIMMUNE XL LEVEL 3,$166.77
 5550394,SURE VUE HCG SERUM/URINE,$513.74
 5550395,QUSTICK STREP A,$501.82
 5550396,MEDIA BACTEC PLUS AEROBI/F,$717.37
 5550397,CHEMTRK H ASYD LEVEL 1,$56.08
 5550398,CHEMTRK H ASYD LEVEL 3,$56.08
 5550399,BACTEC LYTIC/10- ANAEROBIC/F F/G,$648.07
 5550401,STRIP URINE TEST 10SG,$113.31
 5550402,QUICKVUE R S V,$958.27
 5550403,LANCET PINK 21 GA X 1.8 MM,$110.93
 5550404,HEEL WARMER INFANT GEL,$190.16
 5550405,SURE VUE SIGNATURE MONO,$667.44
 5550407,LANCET QUICKHEEL RETRACTING,$205.30
 5550408,FINNPIPETTE II SINGLE CHAMBER,$696.49
 5550409,BAND SECURLINE BLOOD GREEN,$76.01
 5550410,BACTEC BLOOD CULTURE PEDS,$717.37
 5550411,AGAR TRYPTICASE SOY,$18.20
 5550412,VACUTAINER 3ML K3 EDTA PULL LAVENDER,$11.96
 5550413,SWAB TRANSPORT MEDIUM BLUE CAP,$173.41
 5550414,PIPETTE BLOOD BANK 5ML,$41.56
 5550415,VACUTAINER 4ML LI HEPARIN,$13.63
 5550416,VACUTAINE 6ML RED TOP,$12.14
 5550418,SLIDE MICRO PLAN 75X25 MM,$35.78
 5550419,PIPETTE TRANSFER STERILE,$143.84
 5550420,RAPID DIAGNOSTIC TEST KIT GASTROCCULT,$428.12
 5550421,MICROTAINER EDTA DIPOTASS,$81.30
 5550423,AGAR CHOCOLATE,$18.79
 5550424,TUBE CENTRIFUGE 15ML,$558.92
 5550425,VACUTAINER SODIUM CIRATE 1.8 ML,$14.43
 5550426,MICROTAINER LI HEPARIN,$83.86
 5550427,LOOP SOFT PLASTIC 1 UL,$340.05
 5550428,AGAR PHENYLETHYL ALCOHOL,$24.01
 5550429,CAMCO QUICK STAIN,$309.31
 5550430,AGAR MANNITOL SALT,$23.36
 5550431,SALINE BLOOD BANK,$215.96
 5550433,ELECTRODES PT CLOTH 4/PK 40/PK,$5.81
 5550434,BIOFREEZE 5 GRAM PACK,$1.11
 5550435,HEAVY GREEN THERABAND 100YD,$412.79
 5550436,THIN YELLOW THERABAND 100YD,$425.65
 5550437,THERABAND RED 100YD,$419.31
 5550441,SUTURE POLYSORB 030 VIOLET GS-21 DT CL5M,$52.19
 5550447,GOWN SURG LG,$7.48
 5550483,GLOVE PROTEXIS LTX  8.0 CLASSIC,$3.77
 5550485,TROCAR OPTICAL 5MM-12MM,$154.50
 5550490,SUSPENSORY XL W/O STRAP,$18.51
 5550491,TUBE NET SZ3 3 X 25YDS,$27.41
 5550492,TUBE NET SZ6 1-1/2IN 25YDS,$34.45
 5550493,TUBE NET SZ4 25YDS,$40.23
 5550502,NITROUS OXIDE USP SIZE (LG),$842.75
 5550503,CARBON DIOXIDE USP E CGA 940,$70.14
 5550504,AIR USP E CGA 950,$77.25
 5550505,NITROUS USP MEDICAL PURE EA CGA,$199.82
 5550506,NITROUS OXIDE (SMALL),$199.82
 5550507,TROCAR BLADELESS 5MM STANDARD,$185.40
 5550508,OPTIVIEW 5MM,$152.34
 5550509,NEEDLE VERRES 150MM,$49.44
 5550511,TEST UREASE RAPID FOR BIOPSIES,$35.38
 5550512,TEST CLOTEST REAGENT UREASE TYPE III,$1.17
 5550514,CANNULA CUSHION INFANT W/7FT,$5.07
 5550536,HALO CF,"$1,467.75"
 5550538,SUTURE MONOCRYL 4/0 PS-2 Y426H,$40.54
 5550539,THORACENTESIS TRAY,$131.91
 5550540,GOWN BLUE PLASTIC ENDOSCOPY,$5.15
 5550545,KIT CATHETER EPISTAXIS BALLON,$513.08
 5550550,LMA SIZE 2 1/2,$216.30
 5550551,GLOVE TRIFLEX ORTHOPEDIC 6.5,$3.77
 5550552,GLOVE TRIFLEX 6 1/2,$1.21
 5550556,BABY BONNET DOUBLE-PLY,$4.02
 5550557,CURETTE EAR PURPLE VERSALOOP,$4.33
 5550559,CIV-FLEX TRANSDUCER COVER,$18.45
 5550563,KODAK STARTER,$82.40
 5550564,MAMMO INSERTS,$256.47
 5550565,SENSOR AHESIVE NEONATAL LCNS,$38.25
 5550589,CUP SMALL AR/IMT/XL/RXL,$120.42
 5550593,DRESSING AQUACEL,$33.50
 5550596,ALT 1,$103.82
 5550597,DIMEN MASS CKMB ASSAY LMMB (10444895),$482.04
 5550598,GOWN STERILE SURGICAL XL,$9.36
 5550599,NELLCOR BRAND OXISENSOR II ADHESIVE SENS,$59.08
 5550707,COLOSTOMY BAG 2 3/4,$9.27
 5550708,BARRIER SKIN CENTERPOINTLOCK CUT-TO-FIT,$28.95
 5550711,MASK TODDLER SIZE 3 INFLATABLE,$12.42
 5550712,AIRWAY LMA UNIQUE SIZE 5,$110.62
 5550713,ADHESIVE DERMABOND HIGH VISCOSITY,$68.23
 5550716,CASTING TAPE 4 SCOTCHCAST PLUS,$18.57
 5550717,SHORT ALLIS,$159.14
 5550718,SHORT CV HEMOSTATS,$56.45
 5550719,LG NEEDLE CARRIER 11,$398.95
 5550721,LG RICHARDSON,$192.72
 5550722,LG TEETH 12,$154.50
 5550724,LG ALLIS 11,$671.83
 5550725,LG BARCOEHS 9-12,$575.91
 5550726,PR. ST MAYOS,$229.03
 5550727,SM DEBAKEY,$115.97
 5550728,OXYGEN D3,$934.73
 5550729,OXYGEN D2,$467.36
 5550730,OXYGEN D1,$103.85
 5550731,VACUUM D1,$934.73
 5550734,STRIPS CIDEX OPA TEST 60 / BOTTLE,$144.86
 5550739,PULSE OXIMETER FINGER,$247.20
 5550743,WASH R EMULSION FOR ELITE SERIES,$85.62
 5550745,ALBAHANCE LISS ADDITIVE,$519.12
 5550746,SPEED D MARK 5.0,$3.96
 5550758,BLOOD COLLECTION SET 19 X 3/4,$5.07
 5550762,ALLEVYN 3 X 3 GENTLE ADHESIVE,$9.12
 5550764,TROCAR ENDPTH XCEL BLDLSS SL 100 LENGTH,$380.87
 5550766,ENDOZIME AW TRIPLE PLUS,$200.85
 5550767,2.6MB MAGNETO OPTICAL DISK,$391.40
 5550774,ROTH NET PHYLP RETRIEVER,$275.01
 5550775,STOCKINETTE COTTON TUBULAR 6IN X 25YD,$11.25
 5550776,DRAPE C-ARM W/POLY STRAP 42  X 72,$15.42
 5550777,SUCTION CANISTER 1200CC,$4.64
 5550783,SKIN STAPLER 35-R,$29.66
 5550785,SKIN-STITCH,$76.01
 5550792,SUTURE POLYSORB 0 36 VIOLET GS-21 CL924,$6.83
 5550797,SPLINT ONE STEP 3X35 SCOTCHCAST,$46.75
 5550798,SPLINT ONE STEP 3X12 SCOTCHCAST,$20.64
 5550799,SPLINT ONE STEP 4X15 SCOTCHCAST,$24.35
 5550800,SPLINT ONE STEP 4X30 SCOTCHCAST,$45.48
 5550802,SPLINT ONE STEP 5X30 SCOTCHCAST,$58.96
 5550803,OXYGEN USP GRADE MRI POST VALVE,$49.03
 5550804,OXYGEN SIZE E CYLINDER (SM E),$49.03
 5550812,SEECLEAR XCL,$73.23
 5550813,VACUTAINER 7ML LI HEPARIN,$20.46
 5550814,VAC 4.5ML NA CITRATE BUFFRD SODIUM CITRA,$0.49
 5550816,VENIPUNCTURE NEEDLE-PRO DEVICE,$0.62
 5550850,MINERAL OIL,$67.21
 5550851,#POTASSIUM HYDROXIDE 40% 30ML,$47.12
 5550852,OXYGEN USP GRADE SIZE 200 CYL (LG),$375.44
 5550904,SUTURE GUT-PLAIN 3/0 TIES L102G,$27.62
 5550905,SUTURE POYSORB 3/0 30VIOLET V-20 DTGL67M,$43.20
 5550906,SUTURE SURGIPRO 4/0 30BLUE C-16 17DSP670,$9.02
 5550907,SUTURE CHROMIC GUT 2/0 30 V-20 GG123,$8.31
 5550956,PAD OVAL EYE STERILE 1-5/8X5/8,$25.31
 5550957,NET SPIDER STANDARD NAKAO 36X6CM 10/BX,$272.22
 5550965,SINGLE - NECK CONTOUR 23  (58 CM) LONG,$54.00
 5550978,STYLET 6FR INTUBATING 27CM GREEN,$11.12
 5550986,TUBE TROCAR 32FR,$45.58
 5550987,TUBE TROCAR 28FR,$45.59
 5550992,PUMP TUBING ARTHROSCOPY,$490.29
 5551000,AIRMAY BERMAN 80MM,$0.56
 5551001,AIRWAY BERMAN 90MM,$0.56
 5551002,AIRWAY BERMAN 100MM,$10.00
 5551003,AIRWAY BERMAN 60MM,$0.56
 5551004,AIRWAY BERMAN 70MM,$0.56
 5551005,TUBE 6.0MM UNCUFF TRACH MURPHY,$3.52
 5551009,SUTURE POLYSORB 2/0 18 UNDYED GS-21,$24.75
 5551012,SPONGE SUPER KERLIX 6X6-3/4  STERILE,$6.55
 5551021,TUBE TROCAR 16FR,$45.60
 5551023,COLLAR ADJUSTABLE ACE PERFIT PED,$20.49
 5551026,AIRWAY BERMAN 100MM LG,$2.97
 5551033,ROCKET RHINO LARGE,$39.34
 5551034,ROCKET RHINO MED,$33.90
 5551035,ROCKET RHINO SMALL,$32.78
 5551049,PACK INSTANT COLD 6X9,$5.15
 5551081,SOLUTION FIT TEST 55 ML BOTTLE,"$2,257.66"
 5551122,GLOVE POLYSIOPRENE SURGICAL SZ7.5,$293.24
 5551140,INTRODUCER STYLET 15FR W/COUDE TIP,$214.88
 5551141,BOUGIE ET TUBE INTRODUCER PED 10FR,$22.12
 5551142,NEEDLE BIOSPY 15 ILL ADULT,$59.17
 5551143,NEEDLE BIOPSY 18ILL PED,$59.24
 5551149,SET IV BC 25 X 3/4 12 INTB SAF,$2.47
 5551150,SET IV BC 23X3/4 12 INTB SAF,$2.32
 5551152,HOLDER ET TUBE,$8.60
 5551159,BOOT UNNA 4IN,$15.45
 5551177,HOLDER 2 TOP-OPEN CHART THREE RING BI,$41.68
 5551178,GLOVE SURGICAL PROTEXIS PI POLYISOPRENE,$234.41
 5551181,SET PLATELET CONCENTRATE INFUSION,$5.81
 5551185,TRANSDUCER COVER LTX,$87.11
 5551187,CATH FOLEY 10FR 2 WAY 5ML BALLOON,$129.72
 5551188,FOLEY CATH 12FR 2 WAY 5ML BALLOON,$129.72
 5551195,UROSTOMY KIT DLEXTEND CLEAR 2 1/4,$40.20
 5551196,UROSTOMY POUCH 9IN. UP TO 2.5,$19.99
 5551197,UROSTOMY DRAIN TUBE ADAPTER,$9.46
 5551198,PASTE 2OZ FOR OSTOMY PROCEDURE,$28.15
 5551207,MAT CHAIR HARD FLOOR 36 X 48,$94.21
 5551208,SENSOR ADULT DIGIT LNCS DCI EAR,$463.50
 5551211,PACK BP-15 BATTERY RESP. PROTECTION,"$3,001.94"
 5551212,SUTURE 3/0 18 C13 BLUE SP665 SURGIPRO,$321.58
 5551223,CIRCUIT ADULT ANESTHESIA,$37.08
 5551229,BRUSH DISP DUAL ENDED CLEANING,$141.00
 5551230,BALL 5MM 10CM SHAFT STERILE SINGLE USE,$336.81
 5551231,LOOP EXCISION ELECT T STYLE 10X15 MM,$336.81
 5551232,LOOP EXCISION ELECT T STYLE 20 X 10MM,$336.81
 5551234,ROTORS ACL 100-1000 PK OF 100,$6.71
 5551235,BLADE RETRACTOR 2MM 10.75,$295.10
 5551236,WIRE TWISTERS HEAVY SERR JAWS 6,$348.06
 5551249,GLOVE TRIFLEX ORTHO 7.5,$5.15
 5551251,SPARTAN-AIRLIFT TROPICAL 2LI BOTTLE,$116.77
 5551252,LOOPS VASCULAR,$5.56
 5551259,SUTURE POLYSORB 2/0 GS22 VIOLET32 CL883,$6.86
 5551276,SUCTION TUBE 10 FR. 3-7/8 FRAZIER,$54.23
 5551277,FORCEPS BONE CUT 5-3/4 LITT,$452.28
 5551278,RETRACTOR BLUNT DBL END 6-1/4,$22.28
 5551279,PROBE BUNNEL DISSECTING,$123.17
 5551298,VALVE DISPENSING SET DPL 250Q,$10.07
 5551303,TRACH 4.0MM QUICK,$741.60
 5551305,TRAY WET PREP,$18.45
 5551309,XEROFORM DRESSING 5X9,$3.83
 5551311,APPLICATOR CHLORAPREP 1.5ML ONE STEP,$5.15
 5551322,TAPE SURG. MICROFORM 2 X 5.5Y,$9.89
 5551338,DRAIN WOUND COLLECTOR,$138.03
 5551341,BIOFREEZE GEL 4OZ TUBE,$24.26
 5551342,PACK HOT/COLD GEL -STND. 11X14,$59.05
 5551343,PACKS GEL-HOT/COLD CERVICAL 23X8,$67.33
 5551348,SUTURE SURGIPRO 3/0 C16 BLUE,$9.05
 5551349,SUTURE POLYSORB 0 18 VIO 112G PRECUT,$9.39
 5551351,TROCAR BLUNT TIP 12MM 6/BX ETHICON,$259.59
 5551352,ACCESS SYSTEM 5X100MM NON-THREADED,$123.60
 5551365,"SNARES, OVAL SNARE",$125.56
 5551366,FORCEPS BX STANDARD-OVAL,$34.36
 5551372,"DEVICE, INFLATION","$1,348.79"
 5551373,"DILATOR, BALLOON","$1,287.50"
 5551376,IODINE STABILIZED GRAM -BD,$29.11
 5551379,"HARMONIC ACE, ERGONOMIC GRIP, 5MM X 36CM","$1,365.00"
 5551411,TRAY LUMBAR PUNCTURE,$45.42
 5551416,CATH FOLEY 4-15,$31.92
 5551442,SUTURE 3/0 CHROMIC GUT GG122,$8.34
 5551448,DETECTOR CO2 PED COLORMETRIC,$36.68
 5551465,CATH-FOLEY 16FR 5ML BALLOON,$10.82
 5551483,NEEDLE 21G,$0.74
 5551491,TUBE TRACH NEO 3.0,$119.64
 5551492,TUBE TRACH PED,$119.64
 5551495,"PLUG, PERFIX MEDIUM","$3,299.30"
 5551501,CUFF CHILD-1 TUBE BAYONET CONNECTOR,$39.64
 5551504,BARRIER SKIN MED. MOLDABLE,$45.70
 5551505,POUCH UROSTOMY 1 3/4 TRANSPARENT,$19.16
 5551506,POUCH OSOTMY 2 1/8 DRAINABLE W/FILTER,$22.77
 5551523,ENDOPOUCH RETRIEVER SPEC BAG,$305.43
 5551591,SUTURE POLYSORB 2-0 30 VIOLET GS-22,$6.83
 5551592,DECANTER DISPOSABLE BAG,$9.99
 5551594,CONTROL LIQUIMMUNE 1,$91.31
 5551595,CONTROL LIQUIMMUNE 3,$91.31
 5551607,PROBE SPO2 EAR CLIP,$339.90
 5551617,SET SURE VUE HCG CONTROL,$46.50
 5551619,TUBING LF 10FT INSUFFLATION,$29.51
 5551620,KIT ANTIFOG STERILE SINGLE USE,$10.04
 5551622,KIT PRO 3000 TONE AND PROBE,$268.80
 5551628,RAPICIDE PA 5 LITER BOTTLE,$301.28
 5551629,ACTIVE VAPOR MGMT SYSTEM FILTER,$632.68
 5551630,DSD THERMAL PRINTER PAPER,$19.56
 5551631,SET EZ-IO 25MM NEEDLE,$333.72
 5551632,HOOK UP DSD FUJINON,$689.07
 5551640,TRAY DRESSING CHANGE BIOPATCH,$37.85
 5551642,BREEZA TROPICAL FRUIT PUNCH,$30.47
 5551644,APPLICATOR 2.5 ML CHLORAHEXADINE,$13.04
 5551646,VALVE ULTRASITE FOR ASPIRATION INJECTION,$5.15
 5551647,BIOPATCH STERILE CHANGE 1 DISC,$23.92
 5551648,STATLOCK PICC PLUS POST,$17.98
 5551654,MAX BARRIER KIT,$206.00
 5551655,NEEDLE GUIDE KIT 21 GA,$34.20
 5551656,DOT PICC 4 FR SL SLS FULL MAX STANDARD,"$1,957.00"
 5551657,DOT PICC SOLO 5FR,"$2,060.00"
 5551658,DOT STC PICC MAX 5 FR,"$2,369.00"
 5551660,OXIDASE,$2.13
 5551662,DISC TAXO A,$19.59
 5551673,BD GRAM CRYSTAL VIOLET,$15.33
 5551676,TORRENT IRRIGATION TUBING,$32.45
 5551677,BRUSH PULL THRU ENDOSCOPE CLEANING,$23.18
 5551678,RECTIFIER TORNADO 50AMP,$170.35
 5551682,MICROTAINER SST,$1.67
 5551702,DISPOSABLE HOT BX FORCEPS,$66.15
 5551710,FISHER BRAND COUNTDOWN TIMERS,$67.36
 5551717,RAPICIDE PA INDICATOR STRIPS,$151.41
 5551718,INTERCEPT DETERGENT,$86.52
 5551719,INTERCEPT WIPES,$55.62
 5551740,NEEDLE BLOOD COLLECTION 21G,$0.74
 5551779,SCREW TAMPER6-32X 2L,$1.76
 5551782,ESMARK 6X9,$7.39
 5551784,SEAL ASHERMAN CHEST,$36.37
 5551808,GLOVE DURAPRENE 7.5,$5.15
 5551810,5X100 MM FIOS FIRST ENTRY,$55.62
 5551815,"ENDOSCOPIC,BITE BLOCKS,ADULT",$18.08
 5551819,CUFF INFANT 1 TUBR BAYONET,$38.87
 5551820,CUFF SMALL CHILD 1 TUBE BAYINET,$38.87
 5551823,TRAY UROLOGIST,"$2,305.04"
 5551824,PIPET 1 ML REUSABLE,$59.76
 5551825,PIPET 2 ML REUSABLE CLASS A,$60.72
 5551827,CLIP CLEAR CHOICE ADAPTOR,$11.96
 5551879,ADAPTOR DISPOSABLE FUJINON,$12.21
 5551885,LANCET SAFE-T-PRO SERILE,$0.46
 5551886,STRIPS ACCU-CHEK INFORM II TEST,$77.90
 5551887,CONTROLS ACCU-CHEK II INFORM 2 LEVEL,$15.67
 5551937,DRAPE UNDER BUTT 40INX44IN ADH POUCH STE,$9.46
 5551941,TUBE TRACH FLEX DIC CUFF 7MM,$107.53
 5551963,AIRWAY LMA UNIQUE SIZE 2,$194.70
 5551966,MONOSOF 1 36 BLACK C-16 SN790,$5.53
 5551974,SPARTAN BETWEEN THE LINES,$23.24
 5551975,SPARTAN XCELENTE QUART,$10.82
 5551993,CATHETER 18FR 30CC BALLON,$40.18
 5551994,CATHETER 18FR 5CC  BALLON,$34.94
 5551995,CATHETER 18FR 5CC BALLON SHORT TIP 3WAY,$87.89
 5551997,CATHETER 16F COUDE W/5CC BAL,$37.67
 5551999,CATHETER 16F TIEMANN COUDE TIP RED,$37.67
 5552009,FILTER 1 MICRON WATE,$45.18
 5552010,FILTER 0.45 MICRON WAT,$424.57
 5552011,ID-UREASE,$14.92
 5552012,SIM MEDIUM SULFIDE INDOLE MOTILITY,$2.69
 5552013,SAFESUPPORT SR MODULAR BED LG,"$4,835.85"
 5552014,SAFESUPPORT SR SEALED MATTRESS,$453.89
 5552021,ALBACYTE IGG SENSITIZED CELLS,$9.18
 5552022,ALBACYTE A1,$4.17
 5552023,ALBACYTE B,$4.17
 5552024,ALABCYTE A2,$8.96
 5552025,ALABCYTE 3 CELL SCREEN,$7.54
 5552032,STERILE WATER FOR INJECTION 20 ML,$5.15
 5552036," SOLUTION, DIMENSION CHECK F/CHEMISTRY A",$93.26
 5552048,"CANNULA, NASAL SOFTECH BI-FLO ETCO 10'",$30.08
 5552049,"LINE, DISPOSABLE ANESTHESIA GAS SMAPLING",$29.46
 5552068,TOWELETTE SOAP CASTILE,$5.15
 5552074,THERABAND BLUE,$419.31
 5552140,"SYRINGE, DILATION 60CC",$206.00
 5552158,"CUFF, MAN BLD PRESSRE, REUSE HANDHELD AD",$72.18
 5552159,"CUFF, MAN BLD PRESSRE, REUSE HANDHELD TH",$72.18
 5552166,JUMBOJUG LARGE VOL SUCTION CANISTER,$99.18
 5552187,ELECTRODE BALL 3MM,$135.33
 5552216,SPONGE X-RAY DETEC 4X4IN STER BANDED,$2.58
 5552221,NEW IMAGE CUT-T0-FIT SKIN BARRIER,$5.04
 5552230,TUBE SUCTION 36  CONNECTING PLASTIC,$14.06
 5552271,ALBASURE QC KIT,$375.00
 5552286,"K2, CLIA WAIVED",$8.40
 5552289,SET EZ-IO 15MM NEEDLE,$333.72
 5552290,ESTEEM + DRAINABLE POUCH EXTENDED WEAR,$219.69
 5552293,SUTURE CHROMIC GUT 2/0 CT-1 811H,$23.40
 5552303,SYRINGE PRE-FILLD NORML SALINE,$1.43
 5552316,TUBE TROCAR 24FR,$45.58
 5552320,CATHETER FOLEY 10FR STRAIGHT LINE SW,$3.00
 5552388,ARTICULATING ENDO LINEAR CUTTER 4X340,$705.00
 5552507,GLOVE BIOGEL ORTHOPAEDIC 7.5,$10.44
 5552508,SUTURE MONOCRYL 4/0 18IN UNDYED PC3 PC11,$94.71
 5552509,CUTTER LINEAR RELOAD 45MM ETS/ETS FLEX,$195.00
 5552510,RELOAD LINEAR CUTTER 45MM WHITE ENDOSCOP,$138.00
 5552524,"SCISSORS, CURVED W/SHEATH 5MM 33CM",$135.00
 5552526,SECURESTRAP 5 MM ABSORBABLE STRAP FIXATI,"$1,380.00"
 5552528,MESH 3D MAX LIGHT RIGHT SIDE,$465.00
 5552529,SET EZ-IO 45MM NEEDLE,$333.72
 5552530,GLOVE PROTEXIS LTX 7.5 CLASSIC,$3.77
 5552531,GLOVE PROTEXIS LTX 7.0 CLASSIC,$3.77
 5552535,GLOVE POLYSIOPRENE SURGICAL SZ 7.0,$7.32
 5552536,GLOVE PROTEXIS LTX  8.5 CLASSIC,$3.77
 5552540,MESH PROCEED 4X6IN 10X15CM OVAL,$906.00
 5552541,MESH PROCEED 6X18IN 15X20CM OVAL,"$1,797.00"
 5552572,"KIT, PEG, PULL METHOD, MIC 20F, 6.7MM",$575.22
 5552606,"EXTENSION SET, 60  SYRINGE PUMP ONLY",$20.50
 5552607,4.0 EXCALIBUR,$177.00
 5552608,PUMP TUBING,$183.00
 5552626,CHLORAPREP WITH TINT 26MM ORANGE,$79.23
 6100163,XR FEMUR MIN 2 V RIGHT,$60.60
 6100164,XR SCOLIOSIS SERIES 1 V,$67.26
 6100165,XR SCOLIOSIS SERIES 2-3 V,$122.46
 6100166,XR SCOLIOSIS SERIES 4-5 V,$132.93
 6100167,XR SCOLIOSIS SERIES MIN 6 V,$160.53
 6100168,XR HIPS 3-4 V BILATERAL,$89.16
 6100169,XR HIPS BILAT MIN 5 V,$107.25
 6170001,XR MANDIBLE COMPLETE,$179.00
 6170002,XR SHOULDER LEFT COMPLETE,$209.00
 6170003,XR NASAL BONES,$149.00
 6170004,XR HUMERUS LEFT,$169.00
 6170005,XR SINUSES,$209.00
 6170006,XR SKULL COMPLETE,$209.00
 6170007,XR ELBOW 2 V LEFT,$117.00
 6170008,XR SOFT TISSUE NECK,$149.00
 6170009,XR CHEST AP/PA,$179.00
 6170010,XR RIBS LEFT,$149.00
 6170011,XR RIBS RIGHT,$149.00
 6170012,XR RIBS BILATERAL,$174.00
 6170013,XR STERNUM,$149.00
 6170014,XR ELBOW COMPLETE LEFT,$149.00
 6170015,XR CERVICAL SPINE COMPLETE,$223.50
 6170016,XR THORACIC SPINE,$219.00
 6170017,XR LUMBAR SPINE AP AND LAT,$176.50
 6170018,XR LUMBAR SPINE COMPLETE,$306.00
 6170019,XR FOREARM LEFT,$139.00
 6170020,XR PELVIS,$149.00
 6170021,XR SACRUM AND COCCYX,$189.00
 6170022,XR CLAVICLE RIGHT,$149.00
 6170023,XR SCAPULA RIGHT,$189.00
 6170024,XR SHOULDER RIGHT COMPLETE,$209.00
 6170025,XR AC JOINTS,$409.00
 6170026,XR HUMERUS RIGHT,$169.00
 6170027,XR ELBOW 2 V RIGHT,$117.00
 6170028,XR ELBOW COMPLETE RIGHT,$149.00
 6170029,XR FOREARM RIGHT,$139.00
 6170030,XR WRIST 2 V RIGHT,$126.00
 6170031,XR HAND COMPLETE RIGHT,$179.00
 6170032,XR FINGER LEFT SECOND DIGIT,$139.00
 6170034,BILATERAL HIPS AND PELVIS,$349.00
 6170035,XR FEMUR 1 V RIGHT,$51.09
 6170036,XR KNEE 2 V RIGHT,$149.00
 6170037,XR TIB/FIB RIGHT,$179.00
 6170038,XR ANKLE 2 V RIGHT,$149.00
 6170039,XR FOOT 2 V RIGHT,$149.00
 6170040,XR WRIST 2 V LEFT,$126.00
 6170041,XR HAND COMPLETE LEFT,$179.00
 6170042,XR KUB,$179.00
 6170043,XR ABDOMEN SERIES,$309.00
 6170044,XR TOE LEFT SECOND DIGIT,$149.00
 6170045,XR FINGER LEFT THIRD DIGIT,$139.00
 6170046,XR ESOPHAGRAM,$279.00
 6170047,XR UPPER GI AND SBFT,$399.00
 6170048,XR UPPER GI W/ AIR,$390.00
 6170049,XR SMALL BOWELL SERIES,$329.00
 6170050,XR BARIUM ENEMA SINGLE,$409.00
 6170051,XR BARIUM ENEMA AIR CONTRAST,$419.00
 6170052,XR CHOLANGIOGRAM OR,$309.00
 6170053,XR FINGER LEFT FOURTH DIGIT,$139.00
 6170054,XR INTRAVENOUS PYLEOGRAM,$469.00
 6170055,XR FINGER LEFT FIFTH DIGIT,$139.00
 6170056,XR FINGER RIGHT THUMB,$139.00
 6170057,XR FINGER RIGHT SECOND DIGIT,$139.00
 6170058,XR CHEST PA/LAT 2 V,$219.00
 6170059,XR KNEE COMPLETE RIGHT,$179.00
