BRYAN W. WHITFIELD MEMORIAL HOSPITAL,,
CHARGE MASTER,,
AS OF 01/01/2019,,
,,
,,
Chg Code,Description,Charge
407013120,ZANTAC 150MG TAB,3.00 
407013180,HYTRIN 5MG CAP,8.50 
407013220,MS CONTIN 30MG TAB,12.00 
407013310,TENORMIN 50MG TAB,3.50 
407013340,TEGRETOL 200MG TAB,3.00 
407013440,BRETHINE 2.5MG TAB,3.00 
407013460,BRETHINE [1MG/ML],63.00 
407013470,TESSALON 100MG CAP,4.00 
407013620,THEODUR 200MG TAB,3.00 
407013630,THEODUR 300MG TAB,10.50 
407013640,THROMBIN TOPICAL 5000 UNI,171.00 
407013650,THIAMINE [100MG/ML 2ML INJ],37.50 
407013660,VITAMIN B-1 100MG TAB,25.50 
407013720,THORAZINE 25MG TAB,24.50 
407013840,THORAZINE [INJ 25MG/ML],67.50 
407013870,THYROID 1GR TAB,3.00 
407014000,TIGAN [200MG/2 ML INJ],26.00 
407014010,TIMOPTIC 0.25% OPH. SOLN,30.00 
407014020,TIMOPTIC 0.5% OPHTHALMIC,34.00 
407014030,TINACTIN 1% CREAM,4.50 
407014050,PROCARDIA XL 30MG TAB,6.50 
407014060,PRINZIDE 20/12.5 TAB,5.00 
407014090,TRIAMCINOLONE 0.5% CRAM [,12.00 
407014100,KENALOG 0.1% CRM,20.50 
407014110,KENALOG-40 [INJ],36.00 
407014260,TRANSDERM SCOP 1.5MG PATC,24.00 
407014270,NITRO-DUR 0.2MG/HR PATCH,6.00 
407014280,NITRO-DUR 0.4MG/HR PATCH,6.50 
407014300,TRANXENE 7.5MG TAB,6.00 
407014310,TRANXENE 15 MG TAB,8.00 
407014480,TRIAVIL 2/25 TAB,3.00 
407014520,SLOW-MAG 64MG TAB,3.00 
407014610,TUSSIONEX SUSP [5ML],11.50 
407014680,TYLENOL W/CODEINE #3 [300,3.00 
407014710,TYLENOL SUSP 160MG/5ML [5,2.00 
407014740,TYLENOL ELIXIR  W/ CODEIN,6.00 
407014810,URECHOLINE 25MG TAB,7.00 
407014950,URISED TAB,3.00 
407014970,VALISONE 15GM CREAM,56.00 
407015000,VALISONE LOTION 0.1% 60ML,26.50 
407015010,VALIUM 2MG TAB,3.00 
407015020,VALIUM 5MG TAB,3.00 
407015170,CALAN INJ [5MG/2ML],139.00 
407015180,CALAN 80MG TAB,3.00 
407015190,CALAN 120MG TAB,3.00 
407015250,VIBRAMYCIN 100MG TAB,4.50 
407015270,VIBRAMYCIN [100MG INJ],52.00 
407015330,VOLTAREN 75MG TAB,3.00 
407015340,VIRA-A OPHTH OINT 3.5GM,41.50 
407015390,VOSOL HC OTIC SOL,54.00 
407015400,PEPCID [20MG/2ML INJ],5.50 
407015410,WHISKEY/VODKA/GIN ETC [2O,12.50 
407015520,XANAX 0.5MG TAB,3.00 
407015550,XYLOCAINE VISCOUS 2%  [10,12.00 
407015570,LIDOCAINE 5% OINT,144.00 
407015580,ZAROXOLYN 2.5MG TAB,10.00 
407015590,ZAROXOLYN 5MG TAB,11.00 
407015630,ADENOCARD INJ [6MG/2ML],415.00 
407015640,ZYLOPRIM 100MG TABLET,3.00 
407015650,ZYLOPRIM 300 MG TAB,3.00 
407015660,DOPAMINE INJ [200MG],8.00 
407015710,KINEVAC [5MCG INJ],425.00 
407015810,DESYREL 100MG TAB,3.00 
407015820,ALDACTONE 50MG TAB,3.00 
407015850,APRESOLINE 50MG TAB,3.00 
407015870,DILAUDID 2MG TAB,3.00 
407015920,COCAINE 4% TOPICAL SOLN [,339.50 
407015930,SUBLIMAZE [100MCG/2ML] IN,7.00 
407016000,LOPRESSOR [5MG AMP 1MG/ML,8.50 
407016080,WYGESIC TAB,4.50 
407016100,TYLENOL 325MG CAPLET,2.00 
407016160,PHENERGAN WITH CODEINE SY,6.00 
407016170,PHENERGAN SYRUP [5ML],3.00 
407016190,XYLOCAINE JELLY 2%,42.50 
407016220,ANECTINE 200MG/10ML,84.00 
407016260,KETAMINE [500MG/5ML] INJE,79.00 
407016280,MARCAINE 0.5% [30ML INJ],10.00 
407016380,LIDOCAINE 2% (20MG/ML) IN,3.00 
407016390,XYLOCAINE 2% W/EPI [INJ 5,26.00 
407016430,LIDOCAINE 1% LOCAL ANESTH,4.00 
407016490,DELESTROGEN 20MG INJ,38.50 
407016520,ZOVIRAX 2% CREAM 5G,"2,440.00 "
407016580,QUININE SULFATE 324MG CAP,27.00 
407016590,ROCEPHIN [250MG] INJ,9.00 
407016670,CALAN SR 180MG TAB,7.50 
407016680,CARDURA 1MG TAB,5.00 
407016700,CLAFORAN [1GM INJ],8.00 
407016710,CLAFORAN [2GM VIAL],40.00 
407016720,DEFEROXAMINE MESYLATE,
407016780,LASIX ORAL SOLUTION [2OZ],36.50 
407016850,KUTRASE CAP,3.50 
407016870,MONISTAT 7 VAG SUPP,3.00 
407016880,LONITEN 10MG TAB,6.00 
407016970,CARDURA 4MG TAB,4.00 
407017000,NEOSPORIN OINT [0.9GM PKT,3.00 
407017020,CETAPHIL SKIN CLEANSER,15.00 
407017040,MARCAINE 0.25% [50ML AMP],3.00 
407017150,CORDARONE 200MG TAB,12.00 
407017170,METAMUCIL PACKET,3.00 
407017190,BETADINE 10% OINT [30G],13.00 
407017200,PEDIACOF SYRUP <10ML,4.00 
407017310,DIFLUCAN 100MG TAB,31.00 
407017340,DIMETANE DX SYRUP [1OZ],25.00 
407017460,ZOVIRAX [500MG INJ],35.00 
407017510,AMINOPHYLLINE [500MG/20ML,43.00 
407017520,DURAGESIC 100MCG PATCH,187.00 
407017550,TYLENOL 120MG SUPP,3.00 
407017560,XANAX 0.25MG TAB,3.00 
407017570,POT PHOSPHATE [22MEQ/5ML],35.00 
407017720,CARDIZEM 60MG TAB,3.00 
407017770,ISOPTO-TEARS,41.50 
407017840,INDOMETHACIN 75MG CAP,10.50 
407017910,HUMULIN R INSULIN [1 UNIT,0.50 
407017930,HUMULIN NPH INSULIN [1 UN,0.50 
407017970,BUMEX 0.5 MG TAB,3.00 
407018030,PHENERGAN 25MG SUPP,9.50 
407018060,SODIUM CHLORIDE 0.9% [10M,3.00 
407018110,TYLENOL  INFANT DROPS [15,18.50 
407018120,LOZOL 2.5MG TAB,3.00 
407018210,DEPO-ESTRADIOL [5MG/ML IN,26.50 
407018220,INDERAL LA 80MG CAP,8.50 
407018240,DEPO-MEDROL [40MG/ML] PF,28.50 
407018260,TAPAZOLE 5MG TAB,3.00 
407018270,LIDOCAINE 4% TOPICAL SOL,45.50 
407018320,DIABETA 5MG TAB,3.00 
407018360,DURAMORPH 10MG/10ML,43.50 
407018380,TRENTAL 400MG TAB,3.00 
407018390,NORCURON [10MG/10ML VIAL],23.00 
407018410,ZANTAC 50MG/2ML ONJ,17.50 
407018420,SUFENTA 100 MCG AMP,45.00 
407018440,LOTRISONE CREAM [15GM],46.00 
407018510,HYDROCORTISONE CREAM,17.50 
407018530,PROSTIN E2 VAG SUPP,"2,313.00 "
407018550,AUGMENTIN 500MG TAB,13.50 
407018610,CHLORASEPTIC 1OZ,3.00 
407018670,NAPROSYN 500MG TAB,5.00 
407018730,GOLYTLEY LAVAGE SOL [LITE,70.50 
407018750,OMNIPAQUE-300 50CC INJ,189.00 
407018790,GLUCOTROL 5MG TAB,3.00 
407018840,REGLAN SYRUP [10ML] U/D,6.00 
407018850,PAMELOR 25MG CAP,3.50 
407018860,NITROLINGUAL SPRAY,692.50 
407018910,TAMBOCOR 100MG TAB,13.00 
407018960,BUMEX 1MG TAB,3.00 
407019020,VASOTEC 5MG TAB,4.00 
407019030,VASOTEC 10MG TAB,4.00 
407019040,TOBREX OPH SOL 3%,30.00 
407019100,CATAPRES TTS 1 PATCH,70.50 
407019110,CATAPRES TTS 2 PATCH,171.50 
407019140,BUSPAR 5MG TAB,3.00 
407019180,MORPHINE SULFATE ORAL SOL,6.00 
407019200,MIACALCIN 400IU INJ,679.00 
407019210,CIPRO 250MG TAB,14.00 
407019230,CIPRO 750MG TAB,3.00 
407019240,LOPID 600MG TAB,4.00 
407019300,MEVACOR 20MG TAB,8.50 
407019340,REVONTO 20 MG INJ,331.50 
407019390,TRANDATE 100MG TAB,3.00 
407019400,SEDAPAP 50/650 TAB,4.00 
407019450,ASPIRIN 81 MG TAB EC,2.00 
407019490,PHENERGAN 12.5MG SUPP,8.50 
407019500,NABI HB 5ML VIAL,520.00 
407019520,TRIDIL [50MG/10ML VIAL],49.50 
407019530,VITAMIN E 400 IU CAP,3.00 
407019650,DIPRIVAN [200MG/20ML  INJ,26.50 
407019660,AMIDATE [20MG/10ML] INJ,64.00 
407019700,BREVIBLOC [100 MG INJ],57.00 
407019720,MAXZIDE 25 TAB,3.00 
407019750,NIZORAL 2% CREAM,33.00 
407019770,PRINZIDE 20/25MG TAB,4.50 
407019800,PRENATAL PLUS TAB,3.00 
407019810,TRINSICON CAPSULE,3.00 
407019840,TUMS TAB,3.00 
407019860,CELESTONE SOLUSPAN 6MG/ML,26.50 
407019980,LASIX [40MG/4ML INJ],19.50 
407020030,PITOCIN [10U/ML],16.50 
407020060,SORBITOL 70% SOL [30ML],3.50 
407020110,HUMULIN 70/30 INSULIN [1,0.50 
407020150,TENEX 1MG TAB,3.50 
407020180,CEFTIN 250MG TAB,15.50 
407020200,DURAGESIC 50 MCG PATCH,92.50 
407020230,HABITROL 21 PATCH,24.50 
407020240,INH 300MG TAB,3.00 
407020310,ZOVIRAX ORAL SUSP 200MG/5,30.50 
407020380,KLONOPIN 1MG TAB,3.00 
407020400,MAG-OX 400MG TAB,3.00 
407020410,RELAFEN 500MG TAB,5.00 
407020420,MOTRIN 100MG/5ML SUSPENSI,25.50 
407020430,BENADRYL ELIXIR [4OZ],16.00 
407020500,ROBITUSSIN SYRUP [4OZ],12.50 
407020560,VISTARIL SUSP [5ML],7.50 
407020610,CARDIZEM SR 60MG CAP,4.50 
407020630,PRED FORTE 1% SOL,19.00 
407020690,PROPRANOLOL ORAL SOL,141.00 
407020700,VISTARIL 25MG CAP,3.00 
407020740,PHENERGAN DM SYRUP [1OZ],3.00 
407020750,MYCELEX 10MG TROCHE,7.00 
407020760,CARDIZEM CD 240MG CP,7.50 
407020820,NIZORAL 2% SHAMPOO,55.50 
407020840,BETAGAN 0.5% OPTH 5ML,36.00 
407020870,NITRO-DUR 0.1MG/HR PATCH,6.00 
407020890,TOBRADEX OPH SOL [2.5ML],76.00 
407020980,ZOLOFT 50MG TAB,11.50 
407021010,LIORESAL 10MG TAB,3.00 
407021060,ERYTHROMYCIN OPH OIN,38.00 
407021070,HYDROCORTISONE LOTION,17.50 
407021080,NICOTINE TRANSDERMAL 14MG,7.50 
407021200,CARDIZEM CD 180MG CA,5.50 
407021210,PAMELOR 10MG CAP,3.00 
407021250,SPS SUSPENSION (KAYEXELAT,30.50 
407021290,NORMODYNE 200MG TAB,3.00 
407021470,SODIUM CHLORIDE 23.4% 30ML,14.50 
407021490,TERAZOL 7 VAGINAL CREAM,100.50 
407021500,TRACE ELEMENTS,7.50 
407021510,ZITHROMAX 250MG TAB,7.50 
407021550,BUMEX [1MG/4ML INJECTION],6.50 
407021570,LOTRIMIN CREAM [15GM],8.50 
407021590,DESITIN OINT,7.00 
407021610,RIFADIN INJ [600MG],338.50 
407021620,ZOLOFT 100MG TAB,3.00 
407021650,LOTENSIN 10MG TAB,4.50 
407021670,COUMADIN 1MG TABLET,3.50 
407021680,PROSCAR 5MG TAB,12.50 
407021690,TORADOL 10MG TAB,3.50 
407021700,VOLTAREN OPH SOL,101.00 
407021750,OVRAL-28 TABLET,7.50 
407021860,CLEOCIN VAGINAL CREAM 2%,127.00 
407021870,NORVASC 10MG TAB,8.50 
407021880,NITROSTAT 0.4 MG TAB BTL2,47.50 
407021900,FML EYE DROPS,137.50 
407021930,NORVASC 5MG TAB,7.00 
407021960,TEGRETOL 100MG CHEWABLE T,3.00 
407022010,IMITREX [6MG/0.5ML INJ],298.00 
407022060,MONOPRIL 10MG TAB,4.50 
407022080,CARDIZEM [50MG INJ],17.50 
407022090,HALDOL DECONOATE INJ [50M,94.50 
407022100,BETAPACE 80MG TAB,12.00 
407022130,ELOCON 0.1% CREAM [15GM],54.50 
407022160,GLYNASE 3MG TAB,5.00 
407022210,HYDREA 500MG CAP,5.00 
407022220,MICRO-K (KLOR-CON M10) 10,3.00 
407022300,PAXIL 20MG TAB,10.50 
407022310,FIBERCON,3.00 
407022330,PRELONE SOL 15MG/5ML 30ML,25.00 
407022340,DOLOPHINE 10MG TAB,3.00 
407022390,WELLBUTRIN 100MG TAB,3.50 
407022400,RETROVIR 100MG CAP,7.50 
407022420,AMBIEN 10MG TABLET,16.50 
407022450,PREDNISONE ORAL 5MG/5ML 30ML,18.50 
407022470,AMBIEN 5MG TAB,16.50 
407022500,METROGEL VAGINAL GEL,204.50 
407022520,ISMO 20MG TAB,3.00 
407022580,ALTACE 2.5MG CAP,6.50 
407022590,IMDUR 60MG TAB,5.00 
407022620,FELBATOL 600MG TAB,7.00 
407022670,CLARITIN 10MG TAB,3.00 
407022680,LEVSIN DROPS [BTL],147.00 
407022730,BIAXIN 500MG TAB,15.00 
407022780,VASOPRESSIN INJ 20UNITS/1,485.00 
407022860,PHOS-LO 667MG TAB,3.00 
407022880,PROZAC 10MG CAP,13.00 
407022890,ZINC OXIDE OINT 30 GM,9.50 
407022920,DEPAKOTE 500MG DR TABLET,3.00 
407022930,ZIAC 5MG TAB,4.00 
407022950,FELBATOL 600MG/5ML SUSPEN,44.00 
407022960,RETROVIR SYRUP 50MG/5CC,3.50 
407022970,RETROVIR [200MG INJ],104.50 
407022980,THEO-24 300MG CAP,14.00 
407022990,AMIKACIN SULFATE 500MG/2ML INJ,71.00 
407023010,LAMISIL CREAM,24.50 
407023030,THEO-24 400MG CAP,10.00 
407023120,PREDNISONE 10MG TAB,3.00 
407023130,MS CONTIN 15MG TAB,7.00 
407023150,TOPROL XL 50MG TAB,3.50 
407023190,VITAMIN K [1MG/0.5ML INJ,19.00 
407023200,NEUPOGEN [300 MCG/ML  INJ,413.00 
407023410,SINEMET 50/200 TAB,3.00 
407023450,DEMADEX 20MG TAB,3.50 
407023470,NEURONTIN 300 MG CAP,5.50 
407023480,NEURONTIN 400MG CAP,6.00 
407023510,CILOXAN 0.3% EYE SOL,120.00 
407023580,INDIGO CARMINE 0.8% [5ML],31.50 
407023620,RISPERDAL 1 MG TAB,19.50 
407023680,SODIUM PHOSPHATE [5 ML IN,3.00 
407023730,ZOCOR 10MG TAB,10.00 
407023750,CARDIZEM CD 120MG CAPSULE,4.00 
407023780,SODIUM BICARBONATE 650MG TAB,3.00 
407023800,TRILAFON 2MG TAB,3.00 
407023810,PEPTO-BISMOL TAB,3.00 
407023860,NEURONTIN 100MG CAP,3.00 
407023870,LITHIUM 150MG CAPSULE,3.00 
407023940,MAG-TAB SR TAB 84MG.,3.00 
407023960,CALAMINE LOTION,3.50 
407024110,GLUCOPHAGE 500MG TAB,3.00 
407024130,LODINE 400MG TAB,5.50 
407024150,COZAAR 25MG TAB,7.00 
407024160,COZAAR 50MG TAB,8.50 
407024170,GLUCOTROL XL 5MG,3.00 
407024210,COUMADIN 2MG TAB,4.00 
407024230,ALTACE 10MG CAP,8.00 
407024260,BIAXIN 250MG/5ML SUSPENSI,174.50 
407024270,CALTRATE 600 TAB,3.00 
407024290,AMMONIA INHALATION,3.00 
407024310,ZINC SULFATE 220MG,47.00 
407024370,ULTRAM 50MG TAB,3.00 
407024420,LITHIUM 450MG TAB,3.00 
407024430,DOPRAM  [400MG/20ML] INJ,341.00 
407024440,FOSAMAX 10MG TAB,10.50 
407024460,PYRAZINAMIDE 500MG TAB,4.00 
407024550,DEPAKOTE 125MG DR TABLET,4.00 
407024570,KLOR CON 20MEQ PACKETS,5.00 
407024630,SYNTHROID 0.088 MG TAB,3.50 
407024650,AMPHOTERICIN B 50MG INJ,11.50 
407024670,ZOCOR 20MG TAB,19.50 
407024680,ASACOL 400MG TAB,4.00 
407024740,PRINIVIL 10MG TAB,3.50 
407024770,PRAVACHOL 40MG TAB,17.00 
407024800,HYZAAR 50/12.5 TAB,7.50 
407024860,ATROVENT 0.06% NAS SPY,139.00 
407024900,RABIES VACCINE,"1,142.00 "
407024970,TENIVAC 0.5ML PFS,126.00 
407024980,KLONOPIN 0.5MG TAB,3.00 
407025000,SYNTHROID 175MCG TAB,4.00 
407025020,DIGIFAB 40MG VIAL,"5,267.00 "
407025050,MORPHINE SULFATE [10MG/ML,7.00 
407025070,TRUSOPT 2% OPH SOL [5ML],51.50 
407025290,THEO-24 200MG CAP,11.50 
407025340,DEPAKOTE 250MG DR TABLET,6.50 
407025370,MIACALCIN NASAL SPRAY,240.00 
407025380,AUGMENTIN 400MG/5ML SUSPE,241.50 
407025480,AMARYL 2MG TAB,3.00 
407025510,LAMISIL 250MG TAB,38.00 
407025530,ARICEPT 5MG TAB,25.50 
407025590,ACULAR 0.5% OPTH DROPS,548.00 
407025610,ALPHAGAN-P 0.15% OPTH DRO,312.00 
407025630,DIFLUCAN ORAL SUSP [40MG/,458.00 
407025640,EPIVIR 150MG TAB,18.50 
407025710,CLARITIN LIQUID [1OZ],36.00 
407025760,ARICEPT 10MG TAB,25.50 
407025800,SPORONOX CAPSULE,22.00 
407025860,BUSPAR 10MG TAB,3.00 
407025870,GLUCOPHAGE 850MG TABLET,4.50 
407025960,ASTELIN NASAL SPY,153.50 
407026000,REMERON 15MG TAB,9.50 
407026030,LIPITOR 10MG TAB,12.50 
407026050,TEGRETOL XR 100MG TAB,34.00 
407026070,COREG 6.25MG TAB,8.50 
407026080,CYCLOCORT CREAM 0.1% [60,332.00 
407026110,TEGRETOL SUSPENSION 100MG,7.00 
407026150,WELLBUTRIN SR 150MG,8.00 
407026170,MIRAPEX 0.25MG TAB,10.50 
407026180,ZYPREXA 5MG TAB,4.50 
407026460,DIOVAN 80MG TAB,18.50 
407026500,ZYRTEC 10MG TAB,8.50 
407026530,SINGULAIR 5MG TAB,12.50 
407026620,VASOTEC 20MG TAB,5.50 
407026690,PERIDEX ORAL SOL[BTL],36.50 
407026710,PRANDIN 2MG TAB,7.50 
407026740,ZITHROMAX INJ [500MG],114.00 
407026770,DEPO PROVERA [150MG INJ],288.00 
407026800,EUCERIN CREAM,13.00 
407026880,EVISTA 60MG TAB,19.50 
407026900,ZYPREXA 2.5MG TABLET,3.00 
407026910,HEPATITIS B RECOMBIVAX PE,101.00 
407026920,CYCLOGYL 2% EYE SOL,77.50 
407026930,CYCLOGYL 1% EYE SOL,77.00 
407026950,TOPAMAX 100MG TAB,16.50 
407026990,CELEBREX 100MG CAP,18.00 
407027000,OCUFLOX OPTH SOLN. 0.3%,102.50 
407027030,PLAVIX 75MG TAB,3.00 
407027100,CORDARONE [150MG/3ML AMPU,9.50 
407027110,LOTREL 5/20 CAP,9.50 
407027140,LIPITOR 20MG TAB,18.50 
407027160,AVAPRO 150MG TAB,8.50 
407027170,POLYTRIM OPH SOL,35.00 
407027200,CIPRO 500MG TAB,13.00 
407027220,HABITROL 7 MG PATCH,9.00 
407027290,LEVAQUIN 500MG TAB,35.00 
407027310,LEVAQUIN [500MG/100ML] IN,63.00 
407027320,CIPRO [400MG/200ML] IN D5W,20.00 
407027430,CELEXA 20MG TAB,11.00 
407027440,EFFEXOR XR 75MG,15.00 
407027490,ISOPTO TEARGEN,6.00 
407027530,ZANTAC SYRUP 150MG/10ML [,40.00 
407027540,TAMIFLU 75MG CAP,64.00 
407027560,MEGACE SUSP [1OZ],78.00 
407027620,PLETAL 100MG TAB,7.00 
407027640,MICARDIS 80MG TAB,25.00 
407027670,"VITAMIN A 10,000 U CAPSUL",3.00 
407027680,HYZAAR 100/25 TAB,9.00 
407027690,GENTAMICIN  PED INJ [20MG,17.50 
407027710,ZOVIRAX 400MG TAB,7.00 
407027720,SEROQUEL 25MG TAB,10.50 
407027770,"BACITRACIN [50,000] UNIT",47.00 
407027780,"POLYMIXIN B [500,000 UNIT",56.00 
407027820,ZEBETA 5MG TAB,4.50 
407027850,SYNTHROID 75MCG TAB,3.00 
407027920,AUGMENTIN 875MG TAB,20.50 
407027940,VALTREX 500MG TAB,26.50 
407027960,ANUSOL HEMORRHOID OINT,9.50 
407027970,FLONASE NASAL SPRAY,55.00 
407028020,ULTANE 250ML,602.50 
407028030,SURVANTA [25MG/ML 8ML],"2,966.00 "
407028040,OXYCONTIN 10MG TAB,11.50 
407028090,NORCO TABLET 10/325,3.00 
407028100,DITROPAN XL 5MG TAB,12.50 
407028120,VIROPTIC 1% OPHTHALMIC SO,300.00 
407028160,ROBINUL [0.2MG/ML 20ML VI,6.50 
407028190,FLOMAX 0.4MG CAP,13.50 
407028310,AREDIA [90MG INJ],525.00 
407028370,ACEON 4MG TAB,7.00 
407028380,METROGEL TOPICAL GEL,278.50 
407028420,VANCOMYCIN 250MG CAP.,224.50 
407028470,PATANOL EYE DROPS,204.50 
407028490,ZITHROMAX 100MG/5ML SUSP[,115.50 
407028570,MAGNESIUM SULFATE [1000MG,5.50 
407028580,LEVOPHED [4MG/4ML INJ],83.00 
407028610,INFED 100MG/2ML,101.50 
407028640,NEOSTIGMINE 1MG INJ,15.00 
407028750,LOTENSIN 20MG TAB,4.00 
407028780,HUMALOG MIX 75/25 [1 UNIT,1.00 
407028800,ACTOS 30MG TAB,38.00 
407028810,ACTOS 45 MG TAB,29.50 
407028830,TENORMIN 25MG TAB,3.00 
407028850,TOPAMAX 25MG TABLET,6.00 
407028860,GLUCOPHAGE XR 500MG TAB,3.00 
407028880,XANAX 1 MG TAB,4.00 
407028890,COSOPT OPTH SLN [5ML],245.50 
407028900,IMITREX 50MG TABLET,35.50 
407028910,MIRALAX  POWDER FOR ORAL,68.50 
407028920,"HEPARIN 25,000 UNIT PREMI",90.50 
407028940,EFFEXOR XR 37.5MG,13.50 
407028950,VITAMIN B12 1000MCG TABLE,18.00 
407028960,XYLOCAINE-MPF 0.5% [50ML],46.00 
407028970,SENOKOT-S TABLET,3.00 
407029030,OXY IR 5 MG CAP,3.00 
407029090,FLOXIN OTIC 5 ML,95.00 
407029150,VITAMIN K [10MG/ML INJECT,192.50 
407029280,NEUPOGEN [480 MCG],638.50 
407029510,HEPATITIS B VAC HEPTAVAX,224.50 
407029520,HEPATITIS B VACCINE [CITY,50.00 
407029550,MYSOLINE 50MG,3.00 
407029580,POTASSIUM CHLORIDE 40MEQ/,3.00 
407029600,LANTUS INSULIN  [1 UNIT],0.75 
407029650,TRILEPTAL 300MG TABLET,10.50 
407029670,CETACAINE TOPICAL ANESTHE,128.50 
407029680,LEVSIN 0.125MG TAB,3.00 
407029720,CATHFLO ACTIVASE 2MG,452.00 
407029760,PROTONIX 40MG TAB,3.00 
407029770,AGGRENOX 25/200 MG CAP,27.50 
407029850,DETROL LA 4MG CAP,35.50 
407029860,TRAVATAN OPTH SOL 0.004%,278.00 
407029870,CIPRO HC OTIC  SUSP 0.2%,768.00 
407029940,STARLIX 120MG TABLET,7.00 
407029980,ALREX 0.2% OPHTHALMIC DRO,110.00 
407030020,ZANAFLEX 4MG TABLET,5.50 
407030050,SLO-NIACIN,3.00 
407030070,KEPPRA 500MG TAB,14.00 
407030080,MYDRIACYL 1%,30.00 
407030090,OCUFEN  OPTH SLN 0.03%,17.50 
407030100,PHENYLEPHRINE  2.5% EYE DROPS,12.50 
407030110,XYLOCAINE 1% -MPF,8.00 
407030120,MIOCHOL-E SYSTEM PAK,101.50 
407030140,RENAGEL 800MG TABLET,5.00 
407030160,ELIDEL CREAM [30 GM],182.50 
407030170,ZINC SULFATE [5MG/ML] INJ,17.50 
407030180,METHYLENE BLUE [10MG/ML],27.50 
407030190,DEPACON [500MG/5ML INJ],57.00 
407030200,CARBOCAINE SOLN 2% 30ML,45.00 
407030220,KENALOG-10 [INJ],7.50 
407030240,PONTOCAINE 0.5%  OPT SLN,14.50 
407030290,ATROPINE SULFATE 1MG/10ML PFS,13.00 
407030300,ZOMETA [4MG/5ML INJECTION,"3,795.00 "
407030310,ANASTROZOLE 1MG TABLET,52.50 
407030380,GEODON 40MG CAP,47.00 
407030480,DURAGESIC 25MCG/HR PATCH,51.00 
407030510,EXELON 1.5MG CAPSULES,15.00 
407030530,WELCHOL 625 MG TAB,3.50 
407030570,CEFZIL SUSP  250MG/5ML[50,152.00 
407030580,ZETIA 10MG TABLET,36.50 
407030600,STERAPRED DS 10MG DOSEPAK,33.50 
407030610,MIRALAX PKT 17GM,7.50 
407030690,FLUORESCEIN SODIUM OPTH S,3.00 
407030740,MOBIC 15MG TABLET,3.00 
407030760,LUMIGAN 0.01% OPTH SOLUTI,394.50 
407030790,BENADRYL CR. 1% 30GR.,9.00 
407030810,NITRO-BID 2% OINTMENT [FO,9.00 
407030820,ALAVERT D-12HR TABLET,3.00 
407030840,ZYVOX 600MG TABLET,442.00 
407030850,ZYVOX SOLN/D5W [200MG/100,184.00 
407030860,ZYVOX SOL IN D5W [600MG/3,661.50 
407030870,ROCEPHIN [2GM INJ],12.00 
407030880,ROCEPHIN [1GM VIAL],10.50 
407030890,LOVENOX [80MG/0.8ML SYR],62.00 
407030900,LOVENOX [40MG/0.4ML SYRIN,45.00 
407030910,LOVENOX [30MG/0.3ML SYRIN,33.00 
407030930,AZACTAM [2GM VIAL],297.00 
407030940,AZACTAM [1GM VL],149.00 
407030980,GENTAMICIN [80MG/2ML INJ],7.00 
407031030,AMARYL 4MG TABLET,5.50 
407031060,ASPIRIN 325MG TABLET [PLA,2.00 
407031100,PAXIL CR 12.5MG TABLET,13.50 
407031130,EXELON 3MG CAPSULES,15.00 
407031140,CIPRO [400MG/40ML INJ],21.00 
407031150,DEPAKOTE ER 250MG TABLET,9.00 
407031170,ANZEMET [12.5MG/0.625ML A,68.50 
407031180,HCTZ 12.5MG CAP [MICROZID,3.00 
407031190,BENICAR 20MG TAB,22.50 
407031200,COREG 12.5MG TAB,7.50 
407031210,SEROQUEL 100MG TABS,24.00 
407031230,TYLENOL EXTRA STRENGTH 50,2.00 
407031240,OCUPRES 1% OPTH SOLN,39.50 
407031260,MUCINEX 600MG E.R. TABLET,3.00 
407031320,LOVENOX [100MG/1ML INJ],66.00 
407031330,ZOFRAN [4MG/2ML INJECTION,3.00 
407031340,TORADOL [60MG/2ML INJ],10.50 
407031350,TORADOL [30MG/1ML INJ],10.00 
407031360,DIFLUCAN 150MG TABLET,49.00 
407031370,DR CHU'S MAGIC MOUTHWASH,31.00 
407031380,MAGIC MOUTHWASH [15ML],31.00 
407031400,ATIVAN 0.5MG,3.00 
407031410,ACTIVASE 100MG INJ,"15,841.00 "
407031420,CARBOCAINE 1% [10ML INJ],20.00 
407031430,DECADRON 4MG/ML 1ML,4.00 
407031450,VALIUM [10MG/2ML INJ],131.00 
407031470,AMPICILLIN [1GM INJ],26.00 
407031480,AMPICILLIN [250MG INJ],11.00 
407031510,CHLOROSEPTIC SPRAY,4.50 
407031540,AUGMENTIN ES 600MG/5ML SU,134.00 
407031570,ATARAX 10MG/5ML SYRUP [1O,14.00 
407031580,ATARAX 10MG TABLET,3.00 
407031590,ROCALTROL 0.25MCG CAPS,6.50 
407031610,CEPHULAC SYRUP UD [20GM/3,5.00 
407031620,WELLBUTRIN XL 150MG TAB,16.50 
407031630,VITAMIN D 400 I.U. TABLET,2.00 
407031660,MOTRIN 100MG/5ML SUSP [5M,2.00 
407031670,RONDEC DM SYR [5ML],4.00 
407031700,MARCAINE 0.5% W/EPI INJ [,14.00 
407031760,PERCOCET 5/325MG TABLET,3.00 
407031770,ATARAX 25MG TABLET,3.50 
407031790,DELTASONE 1MG TABS,3.00 
407031800,SYNTHROID 125MCG TABS,3.00 
407031810,OCUVITE W/LUTEIN CAPSULE,3.00 
