"Item Number,Description,Rev Code,CPT Code,Price,Assoc Item 1,Assoc Item 2,Assoc Item 3,Assoc Item 4,Assoc Item 5,Assoc Item 6,Assoc Item 7,Assoc Item 8,Assoc Item 9,Assoc Item 10"
" 5610160,XR WRIST RIGHT 2VIEW 73100RT,320,73100RT, 178.00 ,,,,,,,,,,"
" 5610161,XR HAND LEFT 2VIEW 73120LT,320,73120LT, 178.00 ,,,,,,,,,,"
" 5610162,XR HAND RIGHT 2VIEW 73120RT,320,73120RT, 178.00 ,,,,,,,,,,"
" 5610163,XR FINGERS LEFT 2VIEW 73140LT,320,73140LT, 178.00 ,,,,,,,,,,"
" 5610164,XR FINGERS RIGHT 2VIEW 73140,320,73140, 178.00 ,,,,,,,,,,"
" 5610165,XR ANKLE LEFT 2VIEW 73600LT,320,73600LT, 185.25 ,,,,,,,,,,"
" 5610166,XR ANKLE RIGHT 2VIEW 73600RT,320,73600RT, 185.25 ,,,,,,,,,,"
" 5610167,XR SCAPULA LEFT 73010LT,320,73010LT, 191.50 ,,,,,,,,,,"
" 5610168,XR SCAPULA RIGHT 73010RT,320,73010RT, 191.50 ,,,,,,,,,,"
" 5610169,XR CLAVICLE LEFT 73000LT,320,73000LT, 191.50 ,,,,,,,,,,"
" 5610170,XR CLAVICLE RIGHT 73000RT,320,73000RT, 191.50 ,,,,,,,,,,"
" 5610171,XR ANKLE LEFT 3VIEW 73610LT,320,73610LT, 205.50 ,,,,,,,,,,"
" 5610172,XR ANKLE RIGHT 3VIEW 73610RT,320,73610RT, 205.50 ,,,,,,,,,,"
" 5610173,XR ELBOW LEFT 2 VIEW 73070LT,320,73070LT, 178.00 ,,,,,,,,,,"
" 5610174,XR ELBOW RIGHT 2VIEW 73070RT,320,73070RT, 178.00 ,,,,,,,,,,"
" 5610175,XR ELBOW LEFT 3VIEW 73080LT,320,73080LT, 205.50 ,,,,,,,,,,"
" 5610176,XR ELBOW RIGHT 3VIEW 73080RT,320,73080RT, 205.50 ,,,,,,,,,,"
" 5610177,XR FOOT LEFT 3VIEW 73630LT,320,73630LT, 212.50 ,,,,,,,,,,"
" 5610178,XR FOOT RIGHT 3VIEW 73630RT,320,73630RT, 212.50 ,,,,,,,,,,"
" 5610179,XR HAND LEFT 3VIEW 73130LT,320,73130LT, 199.00 ,,,,,,,,,,"
" 5610183,.XR MODIFIED BARIUM SWALLOW*,320,70370, -   ,,,,,,,,,,"
" 5610187,XR HAND RIGHT 3VIEW 73130RT,320,73130RT, 199.00 ,,,,,,,,,,"
" 5610190,XR KNEE LEFT 3VIEW 73562LT,320,73562LT, 260.00 ,,,,,,,,,,"
" 5610191,XR KNEE RIGHT 3VIEW 73562RT,320,73562RT, 260.00 ,,,,,,,,,,"
" 5610192,XR KNEE LEFT MULTIVIEW 73564LT,320,73564LT, 294.50 ,,,,,,,,,,"
" 5610193,XR KNEE RIGHT MULTIVIEW 73564RT,320,73564RT, 294.50 ,,,,,,,,,,"
" 5610194,XR KNEE LEFT 2VIEW 73560LT,320,73560LT, 226.25 ,,,,,,,,,,"
" 5610195,XR KNEE RIGHT 2VIEW 73560RT,320,73560RT, 226.25 ,,,,,,,,,,"
" 5610196,XR WRIST LEFT 3VIEW 73110LT,320,73110LT, 205.50 ,,,,,,,,,,"
" 5610197,XR WRIST RIGHT 3VIEW 73110RT,320,73110RT, 205.50 ,,,,,,,,,,"
" 5610198,XR SHOULDER LEFT 1VIEW 73020LT,320,73020LT, 116.75 ,,,,,,,,,,"
" 5610199,XR SHOULDER RIGHT 1VIEW 73020RT,320,73020RT, 116.75 ,,,,,,,,,,"
" 5610200,XR SHOULDER LEFT 2VIEW 73030LT,320,73030LT, 226.25 ,,,,,,,,,,"
" 5610201,XR SHOULDER RIGHT 2VIEW 73030RT,320,73030RT, 226.25 ,,,,,,,,,,"
" 5610202,=>C-ARM ORDER<=,320,, -   ,,,,,,,,,,"
" 5610205,US PROSTATE VOLUME STUDY 76873,402,76873, 260.00 ,,,,,,,,,,"
" 5610206,US GUIDE PLACE RADIATION 76965,402,76965, 226.25 , 6007258, 6007257, 6007256,,,,,,,"
" 5610220,=>US CAROTID<=,320,, -   ,,,,,,,,,,"
" 5611031,XR META BONE COMP 77075,320,77075, 563.50 ,,,,,,,,,,"
" 5672052,XR COMP C/S W/FLEX&EXT VIEWS 72052,320,72052, 380.50 ,,,,,,,,,,"
" 5672120,XR LUMBAR BENDINGS LT&RT 72120,320,72120, 390.25 ,,,,,,,,,,"
" 5672123,XR RETRO URETHROGRAM 74450,320,74450, 363.75 , 3080239 E,,,,,,,,,"
" 5672124,XR VCUG 74455,320,74455, 363.75 , 3080240 E,,,,,,,,,"
" 5672126,HYSTEROSALPINGOGRAM,320,74740, 369.50 ,,,,,,,,,,"
" 5672147,XR BONE AGE 77072,320,77072, 103.00 ,,,,,,,,,,"
" 5672149,XR RETRO PYELOGRAM W/O KUB 74420,320,74420, 363.75 ,,,,,,,,,,"
" 5672150,XR RETRO PYELOGRAM W/KUB 74420,320,74420, 384.75 ,,,,,,,,,,"
" 5672151,XR STERNO CLAVICULAR JOINT 71130,320,71130, 284.50 ,,,,,,,,,,"
" 5672155,MM DEXA 77080,320,77080, 177.25 ,,,,,,,,,,"
" 5672156,""MM DEXA, VERT FRACT ASSMT 77086"",320,77086, 65.25 ,,,,,,,,,,"
" 5672158,XR FOREARM LEFT 2 VIEW 73090LT,320,73090LT, 178.00 ,,,,,,,,,,"
" 5672159,XR CALCANEUS  RIGHT 73650RT,320,73650RT, 205.50 ,,,,,,,,,,"
" 5672160,XR CALCANEUS LEFT 73650LT,320,73650LT, 205.50 ,,,,,,,,,,"
" 5672161,.XR LEFT FOOT 2ND DIGIT 73660T1,320,73660T1, 151.00 ,,,,,,,,,,"
" 5672162,.XR LEFT FOOT 3RD DIGIT 73660T2,320,73660T2, 151.00 ,,,,,,,,,,"
" 5672163,.XR LEFT FOOT 4TH DIGIT 73660T3,320,73660T3, 151.00 ,,,,,,,,,,"
" 5672164,.XR LEFT FOOT 5TH DIGIT 73660T4,320,73660T4, 151.00 ,,,,,,,,,,"
" 5672165,.XR LEFT FOOT GREAT TOE 73660TA,320,73660TA, 151.00 ,,,,,,,,,,"
" 5672166,.XR RIGHT FOOT GREAT TOE 73660T5,320,73660T5, 151.00 ,,,,,,,,,,"
" 5672167,.XR RIGHT FOOT 2ND DIGIT 73660T6,320,73660T6, 151.00 ,,,,,,,,,,"
" 5672168,.XR RIGHT FOOT 3RD DIGIT 73660T7,320,73660T7, 151.00 ,,,,,,,,,,"
" 5672169,.XR RIGHT FOOT 4TH DIGIT 73660T8,320,73660T8, 151.00 ,,,,,,,,,,"
" 5672170,.XR RIGHT FOOT 5TH DIGIT 73660T9,320,73660T9, 151.00 ,,,,,,,,,,"
" 5672171,XR HIP/PELVIS BILAT 73521,320,73521, 684.50 ,,,,,,,,,,"
" 5672172,XR FEMUR LEFT 1 VIEW 73551LT,320,73551LT, 137.25 ,,,,,,,,,,"
" 5672173,XR FEMUR RIGHT 1 VIEW 73551RT,320,73551RT, 137.25 ,,,,,,,,,,"
" 5672174,XR FEMUR LEFT 2 VIEW 73552LT,320,73552LT, 219.75 ,,,,,,,,,,"
" 5672175,XR FEMUR RIGHT 2 VIEW 73552,320,73552, 219.75 ,,,,,,,,,,"
" 5672176,XR THORACO-LUMB SPINE 2 VIEW 72080,320,72080, 239.50 ,,,,,,,,,,"
" 5672177,XR ENTIRE SPINE 1 VIEW 72081,320,72081, 257.50 ,,,,,,,,,,"
" 5672178,XR ENTIRE SPINE 2 OR 3 VIEWS 72082,320,72082, 757.50 ,,,,,,,,,,"
" 5672179,XR HIP LEFT 1 VIEW W 1 VIEW PELVIS 73501,320,73501LT, 333.00 ,,,,,,,,,,"
" 5672180,XR HIP RIGH 1 VIEW W 1 VIEW PELVIS 73501,320,73501RT, 333.00 ,,,,,,,,,,"
" 5672181,XR HIP LEFT 2 OR 3 VIEWS 73502LT,320,73502LT, 219.75 ,,,,,,,,,,"
" 5672182,XR HIP RIGHT 2 OR 3 VIEWS 73502RT,320,73502RT, 219.75 ,,,,,,,,,,"
" 5672185,.XR LEFT HAND 2ND DIGIT 73140F1,320,73140F1, 178.00 ,,,,,,,,,,"
" 5672186,.XR LEFT HAND 3RD DIGIT 73140F2,320,73140F2, 178.00 ,,,,,,,,,,"
" 5672187,.XR LEFT HAND 4TH DIGIT 73140F3,320,73140F3, 178.00 ,,,,,,,,,,"
" 5672188,.XR LEFT HAND 5TH DIGIT 73140F4,320,73140F4, 178.00 ,,,,,,,,,,"
" 5672189,.XR LEFT HAND THUMB 73140FA,320,73140F4, 178.00 ,,,,,,,,,,"
" 5672190,.XR RIGHT HAND THUMB 73140F5,320,73140F5, 178.00 ,,,,,,,,,,"
" 5672191,.XR RIGHT HAND 2ND DIGIT 73140F6,320,73140F6, 178.00 ,,,,,,,,,,"
" 5672192,.XR RIGHT HAND 3RD DIGIT 73140F7,320,73140F7, 178.00 ,,,,,,,,,,"
" 5672193,.XR RIGHT HAND 4TH DIGIT 73140F8,320,73140F8, 178.00 ,,,,,,,,,,"
" 5672194,.XR RIGHT HAND 5TH DIGIT 73140F9,320,73140F9, 178.00 ,,,,,,,,,,"
" 5672195,MM MAMMO DIAG UNILAT W/CAD 77065,401,77065, 128.75 ,,,,,,,,,,"
" 5672196,MM MAMMO DIAG BILAT W/CAD 77066,401,7706650, 128.75 ,,,,,,,,,,"
" 5672197,MM MAMMO SCREEN BILAT W/CAD 77067,403,7706750, 128.75 ,,,,,,,,,,"
" 5672198,XR CHEST 3 VIEW 71047,324,71047, 312.00 ,,,,,,,,,,"
" 5672199,XR CHEST 4 VIEW 71048,324,71048, 617.00 ,,,,,,,,,,"
" 5672200,XR ABDOMEN 3 VIEW 74022,320,74022, 246.75 ,,,,,,,,,,"
" 5900001,=>MRI ALLIANCE<=,320,, -   ,,,,,,,,,,"
" 5900002,=>MRI BAPTIST<=,320,, -   ,,,,,,,,,,"
" 5970543,MRI ORBITS/SFT W/ W/O 70543,610,70543,"" 1,528.50 "",,,,,,,,,,"
" 5974257,MRI BR WWO 70553,611,70553,"" 2,477.50 "",,,,,,,,,,"
" 5974258,MRI BR/BRST W 70552,611,70552,"" 2,272.25 "",,,,,,,,,,"
" 5974259,MRI BR/ BRS WO 70551,611,70551,"" 2,067.00 "",,,,,,,,,,"
" 5974260,MRI CER WWO 72156,612,72156,"" 2,477.50 "",,,,,,,,,,"
" 5974261,MRI CERVICAL W CONTRAST 72142,612,72142,"" 2,272.25 "",,,,,,,,,,"
" 5974262,MRI CERV WO 72141,612,72141,"" 2,067.00 "",,,,,,,,,,"
" 5974263,""MRI ORBITS,FACE AND NECK 70540"",610,70540,"" 2,477.50 "",,,,,,,,,,"
" 5974264,MRI LOW EXT W&W/O 73720,610,73720,"" 2,272.25 "",,,,,,,,,,"
" 5974265,MRI LE JNT W/O 73721,610,73721,"" 2,272.25 "",,,,,,,,,,"
" 5974266,MRI LUM WWO CT 72158,612,72158,"" 2,477.50 "",,,,,,,,,,"
" 5974267,MRI LUM W/CON 72149,612,72149,"" 2,272.25 "",,,,,,,,,,"
" 5974268,MRI LUM W/O CO 72148,612,72148,"" 2,067.00 "",,,,,,,,,,"
" 5974269,MRI PELVIS W 72196,610,72196,"" 2,067.00 "",,,,,,,,,,"
" 5974270,MRI THOR W/O 72146,612,72146,"" 2,067.00 "",,,,,,,,,,"
" 5974271,MRI UPPER EXT W&W/O 73220,610,73220,"" 2,067.00 "",,,,,,,,,,"
" 5974272,MRI UP EX.JT W/O 73221,610,73221,"" 2,067.00 "",,,,,,,,,,"
" 5974277,MRA LOW EX W/WO 73725,610,73725,"" 1,861.50 "",,,,,,,,,,"
" 5974278,MRA HEAD W/O 70544,610,70544,"" 1,861.50 "",,,,,,,,,,"
" 5974279,MRA UP EX. WWO 73225,610,73225,"" 1,861.50 "",,,,,,,,,,"
" 5974280,MRI ABD W/O-74181,610,74181,"" 2,067.00 "",,,,,,,,,,"
" 5974281,MRI THORACIC SP W/CONT 72147,612,72147,"" 2,272.25 "",,,,,,,,,,"
" 5974282,MRI THORACIC SP WW/O CON 72157,612,72157,"" 2,477.50 "",,,,,,,,,,"
" 5974286,MRI ABD W/C-74182,610,74182,"" 2,272.25 "",,,,,,,,,,"
" 5974287,MRI ABD W/WO-74183,610,74183,"" 2,477.50 "",,,,,,,,,,"
" 5974288,MRA HEAD 70544,610,70544,"" 1,691.00 "",,,,,,,,,,"
" 5974292,MRI UP EXT NONJOIN 73218,610,73218,"" 1,878.25 "",,,,,,,,,,"
" 5974293,MRI LE NON-JNT 73718,610,73718,"" 2,272.25 "",,,,,,,,,,"
" 5974294,MRI BRACHIAL PLEXUS 71550,612,71550,"" 2,067.00 "",,,,,,,,,,"
" 5974295,MRI PELVIS W/O 72195,610,72195,"" 2,067.00 "",,,,,,,,,,"
" 5974296,MRI PELVIS W/O&W 72197,610,72197,"" 2,272.25 "",,,,,,,,,,"
" 5974297,MRI UPPER EXT. W/O 73218,610,73218,"" 2,272.25 "",,,,,,,,,,"
" 5974298,MRI UPPER EXT. W 73219,610,73219,"" 2,067.00 "",,,,,,,,,,"
" 5974299,MRI UP EXT JT W 73222,610,73222,"" 2,067.00 "",,,,,,,,,,"
" 5974300,MRI UP EXT JT W/O&W 73223,610,73223,"" 2,272.25 "",,,,,,,,,,"
" 5974301,MRI LOW EXT W/O 73718,610,73718,"" 1,877.75 "",,,,,,,,,,"
" 5974302,MRI LOW EXT W 73719,610,73719,"" 2,067.00 "",,,,,,,,,,"
" 5974303,MRI LE JNT W 73722,610,73722,"" 2,067.00 "",,,,,,,,,,"
" 5974304,MRI LE JNT W/O&W 73723,610,73723,"" 2,272.25 "",,,,,,,,,,"
" 5974305,MRA LOW EXT W 73725,610,73725,"" 2,067.00 "",,,,,,,,,,"
" 5974306,MRA LOW EXT W/O 73725,610,73725,"" 1,877.75 "",,,,,,,,,,"
" 5974307,MRA LOW EXT W/O&W 73725,610,73725,"" 2,272.25 "",,,,,,,,,,"
" 5974308,MRA NECK W 70548,610,70548,"" 1,691.00 "",,,,,,,,,,"
" 5974309,MRA NECK W/O 70547,610,70547,"" 1,861.50 "",,,,,,,,,,"
" 5974310,MRA NECK W/WO 70549,610,70549,"" 2,272.25 "",,,,,,,,,,"
" 6000001,NM BONE SCAN-WB 78306,341,78306,"" 1,800.50 "", 6007200 E,,,,,,,,,"
" 6000002,NM LUNG VENT 78579,341,78579, 527.50 ,,,,,,,,,,"
" 6000004,NM MECKELS 78290,341,78290, 670.50 ,,,,,,,,,,"
" 6000201,NM LIVER/SPLEEN 78215,341,78215, 657.00 ,,,,,,,,,,"
" 6000251,NM LUNG PERF 78580,341,78580, 910.75 ,,,,,,,,,,"
" 6000351,NM RENAL STATIC 78700,341,78700, 978.75 ,,,,,,,,,,"
" 6000375,NM G I BLEED 78278,341,78278, 834.75 , 6007210 E, 6007205 E,,,,,,,,"
" 6000401,NM HIDA W/EF 78227,341,78227,"" 1,204.25 "", 6007199 E, 7000073 E, 7000045,,,,,,,"
" 6000465,NM TESTI SC/FLW 78761,341,78761, 992.75 ,,,,,,,,,,"
" 6000501,NM THYROID SCAN 78013,341,78013, 876.00 ,,,,,,,,,,"
" 6000551,NM VENOGRAM BIL 78458,341,78458,"" 1,075.00 "",,,,,,,,,,"
" 6000608,NM RENAL W/FLOW 78701,341,78701,"" 1,020.25 "",,,,,,,,,,"
" 6000610,NM 3-PHASE BONE 78315,341,78315,"" 1,773.25 "", 6007200,,,,,,,,,"
" 6000612,NM ABCESS LOC LTD 78805,341,78805,"" 1,198.25 "",,,,,,,,,,"
" 6000613,NM ABCESS LOC WB 78806,341,78806,"" 2,266.25 "",,,,,,,,,,"
" 6000614,NM ADRENAL IMAG 78075,341,78075,"" 1,745.50 "",,,,,,,,,,"
" 6000615,NM BONE SCAN LTD 78300,341,78300, 828.50 , 6007200 E,,,,,,,,,"
" 6000616,NM BONE SCAN SPEC 78320,341,78320,"" 1,902.75 "",,,,,,,,,,"
" 6000617,NM SHUNT DET 78428,341,78428, 794.25 ,,,,,,,,,,"
" 6000618,NM CISTERNOGRAM 78630,341,78630,"" 1,861.50 "",,,,,,,,,,"
" 6000619,NM ESOPH MOT 78258,341,78258, 575.00 ,,,,,,,,,,"
" 6000620,NM GASTR EMPTY 78264,341,78264, 924.75 , 6007204 E,,,,,,,,,"
" 6000621,NM HIDA SCAN 78226,341,78226,"" 1,033.75 "", 6007199 E,,,,,,,,,"
" 6000622,NM LEV/PERI SHUNT 78291,341,78291, 985.50 ,,,,,,,,,,"
" 6000624,NM LIVER W/FLOW 78202,341,78202,"" 1,157.00 "",,,,,,,,,,"
" 6000625,NM LIVER SPECT 78205,341,78205,"" 1,587.75 "",,,,,,,,,,"
" 6000626,NM LUNG PER W/VEN 78582,341,78582,"" 1,293.75 "", 6007191 E, 6007195 E,,,,,,,,"
" 6000627,NM MUGA SCAN 78472,341,78472,"" 1,314.00 "",,,,,,,,,,"
" 6000632,NM PARATHY IMG 78070,341,78070, 910.75 ,,,,,,,,,,"
" 6000633,NM REN W/FL&FUN 78707,341,78707,"" 1,157.00 "",,,,,,,,,,"
" 6000634,NM RENAL W/FF/WM 78708,341,78708,"" 1,157.00 "",,,,,,,,,,"
" 6000635,NM SALIVARY SCAN 78232,341,78232, 643.75 ,,,,,,,,,,"
" 6000636,NM SPLEEN SCAN 78185,341,78185, 643.75 ,,,,,,,,,,"
" 6000638,NM THY UP/MULT 78012,341,78012,"" 1,047.25 "",,,,,,,,,,"
" 6000639,NM THY W/MULT UP 78014,341,78014,"" 1,108.50 "", 6007181 E, 6007205 E,,,,,,,,"
" 6000640,NM TUMOR IMG LTD 78801,341,78801,"" 1,800.50 "",,,,,,,,,,"
" 6000641,NM TUMOR IMG/MULT 78804,341,78804,"" 3,601.00 "",,,,,,,,,,"
" 6000642,NM TUM IMG/WB 78802,341,78802,"" 1,951.00 "",,,,,,,,,,"
" 6000643,NM TUM IMG SPEC 78803,341,78803,"" 2,306.75 "",,,,,,,,,,"
" 6000644,NM VOID CYSTOGRAM 78740,341,78740, 978.75 ,,,,,,,,,,"
" 6000645,NM GASTRO REFLUX 78262,341,78262, 506.50 ,,,,,,,,,,"
" 6000648,NM KIDNEY IMAGING MULTI-STUDY 78709,340,78709, 685.00 ,,,,,,,,,,"
" 6007176,NM CEA SCAN A9568,636,A9568,"" 1,902.75 "",,,,,,,,,,"
" 6007177,NM CERETEC/DOSE A9521,636,A9521,"" 5,232.25 "",,,,,,,,,,"
" 6007178,NM GALLIUM 5MCI A9556,255,A9556, 246.75 ,,,,,,,,,,"
" 6007179,NM GALLIUM 10 MCI A9556,255,A9556, 369.50 ,,,,,,,,,,"
" 6007180,NM IODINE 123/TAB 100UC A9516,255,A9516, 164.50 ,,,,,,,,,,"
" 6007181,NM IODINE 123/TAB 200UC A9516,255,A9516, 319.25 ,,,,,,,,,,"
" 6007182,NM IODINE 131/TAB A9517,255,A9517, 151.00 ,,,,,,,,,,"
" 6007183,NM IODINE 131 MIBG/DOSE A9508,636,A9508,"" 2,251.75 "",,,,,,,,,,"
" 6007184,NM IODINE 131/WB SCAN A9540,636,A9540,"" 2,025.75 "",,,,,,,,,,"
" 6007185,NM INDIUM DTPA/DOSE A9548,636,A9548,"" 1,245.75 "",,,,,,,,,,"
" 6007186,NM INDIUM OXINE/DOSE A9547,636,A9547,"" 1,075.00 "",,,,,,,,,,"
" 6007187,NM INDIUM III CHLORIDE A4641,255,A4641,"" 1,204.25 "",,,,,,,,,,"
" 6007188,NM OCTREOSCAN/DOSE A9572,636,A9572,"" 9,226.00 "",,,,,,,,,,"
" 6007189,NM ONCOSCINT/DOSE A4642,255,A4642,"" 2,491.25 "",,,,,,,,,,"
" 6007190,NM TCDMSA/DOSE A9551,255,A9551, 472.75 ,,,,,,,,,,"
" 6007191,NM TCDTPA/AEROSOL A9567,255,A9567, 219.00 ,,,,,,,,,,"
" 6007192,NM TCDTPA/DOSE A9539,255,A9539, 164.50 ,,,,,,,,,,"
" 6007193,NM TCHMPAO/DOSE A9521,255,A9521, 869.25 ,,,,,,,,,,"
" 6007195,NM TCMAA/DOSE A9540,255,A9540, 334.75 ,,,,,,,,,,"
" 6007196,NM TCTETROFOSMIN A9502,255,A9502, 246.75 ,,,,,,,,,,"
" 6007197,NM TCGLUCEPTATE A9550,255,A9550, 164.50 ,,,,,,,,,,"
" 6007198,NM TCMAG3/DOSE A9562,255,A9562, 879.00 ,,,,,,,,,,"
" 6007199,NM TCIDA/DOSE A9537,255,A9537, 178.00 ,,,,,,,,,,"
" 6007200,NM TCMDP/DOSE A9503,255,A9503, 164.50 ,,,,,,,,,,"
" 6007201,NM TCPYP/DOSE A9538,255,A9538, 171.50 ,,,,,,,,,,"
" 6007203,NM TCSESTAMIBI/DOSE A9500,636,A9500, 246.75 ,,,,,,,,,,"
" 6007204,NM TCSULFUR COLLOID/DOS A9541,255,A9541, 259.50 ,,,,,,,,,,"
" 6007205,NM TCO4/DOSE A9560,255,A9560, 171.50 ,,,,,,,,,,"
" 6007206,NM THALLIUM 1MCI/DOSE A9505,255,A9505, 171.50 ,,,,,,,,,,"
" 6007207,NM THALLIUM 2MCI/DOSE A9505,255,A9505, 219.25 ,,,,,,,,,,"
" 6007209,NM THALLIUM 4MCI/DOSE A9505,255,A9505, 315.50 ,,,,,,,,,,"
" 6007210,NM ULTRATAG A9560,255,A9560, 295.00 ,,,,,,,,,,"
" 6007256,NM BASIC RAD DOSIMETRY 77300,342,77300, 260.00 ,,,,,,,,,,"
" 6007257,NM TREATMENT DEV DESIGN 77332,342,77332, 445.00 ,,,,,,,,,,"
" 6007258,NM COMPLEX SIMULATION 77290,342,77290, 589.00 ,,,,,,,,,,"
" 6007259,NM BRAIN SCAN 78601,342,78601,"" 1,773.25 "",,,,,,,,,,"
" 6007260,NM STRESS TEST 78452,342,78452,"" 3,614.50 "", 6007196 E, 6007196 E, 7000073 E, 7000045 E,,,,,,"
" 6007261,NM MYO PER SINGLE STUDY 78451,342,78451,"" 2,286.00 "",,,,,,,,,,"
" 6007262,NM TAG WBC'S  A9569,636,A9569,"" 5,253.00 "",,,,,,,,,,"
" 6007263,NM HMGA,341,78800, 834.75 , 6007210 E, 6007205 E,,,,,,,,"
" 6007264,NM MISC CHARGE,341,, -   ,,,,,,,,,,"
" 6207241,CT TEMP BONES W/O 70480,351,70480,"" 1,033.75 "",,,,,,,,,,"
" 6207242,CT TEMP BONESW&W70482,351,70482,"" 1,150.00 "",,,,,,,,,,"
" 6207243,CT TEMP BONES W 70481,351,70481, 999.00 ,,,,,,,,,,"
" 6270450,CT HEAD W/O 70450,351,70450,"" 1,465.00 "",,,,,,,,,,"
" 6270460,CT HEAD W CONT 70460,351,70460,"" 1,327.75 "",,,,,,,,,,"
" 6270470,CT HEAD W&W/O 70470,351,70470,"" 2,299.75 "",,,,,,,,,,"
" 6270480,CT ORBITS W/O 70480,351,70480,"" 1,033.75 "",,,,,,,,,,"
" 6270481,CT ORBITS W 70481,351,70481, 999.00 ,,,,,,,,,,"
" 6270482,CT ORBITS W&W/O 70482,351,70482,"" 1,150.00 "",,,,,,,,,,"
" 6271260,CT THORAX W CONT 71260,352,71260,"" 1,417.00 "",,,,,,,,,,"
" 6271270,CT THORAX W&W/O 71270,352,71270,"" 2,525.75 "",,,,,,,,,,"
" 6272125,CT CERVICAL SPINE 72125,350,72125,"" 1,820.50 "",,,,,,,,,,"
" 6272126,CT C SP W/CON 72126,350,72126,"" 1,636.00 "",,,,,,,,,,"
" 6272127,CT C SP WWO 72127,350,72127,"" 2,299.75 "",,,,,,,,,,"
" 6272128,CT T/SPINE W/O 72128,350,72128,"" 1,820.50 "",,,,,,,,,,"
" 6272129,CT T-S W/CON 72129,350,72129,"" 1,636.00 "",,,,,,,,,,"
" 6272130,CT T-S W&W/O 72130,350,72130,"" 2,299.75 "",,,,,,,,,,"
" 6272131,CT LUMBAR SPINE 72131,350,72131,"" 2,183.50 "",,,,,,,,,,"
" 6272132,CT L S W/CON 72132,350,72132,"" 1,855.25 "",,,,,,,,,,"
" 6272133,CT L S W&W/O 72133,350,72133,"" 2,299.75 "",,,,,,,,,,"
" 6272145,CT L/SPINE W/O 72131,350,72131,"" 1,636.00 "",,,,,,,,,,"
" 6272192,CT PELVIS W/O 72192,352,72192,"" 1,465.00 "",,,,,,,,,,"
" 6272193,CT PELVIS W 72193,352,72193,"" 1,417.00 "",,,,,,,,,,"
" 6272194,CT PELVIS W&W/O 72194,352,72194,"" 1,847.75 "",,,,,,,,,,"
" 6273000,CT RAD THPY PLAN 77014,350,77014, 492.75 ,,,,,,,,,,"
" 6273200,CT UP EXT W/O 73200,352,73200, 862.75 ,,,,,,,,,,"
" 6273201,CT UP EXT W CONT 73201,352,73201, 999.00 ,,,,,,,,,,"
" 6273202,CT UP EXT W&W/O 73202,352,73202,"" 1,150.00 "",,,,,,,,,,"
" 6273205,CT CHEST LUNG CA SCREEN,320,G0297,"" 1,000.00 "",,,,,,,,,,"
" 6273700,CT LOW EXT W/O 73700,350,73700,"" 1,013.00 "",,,,,,,,,,"
" 6273701,CT LOW EXT W 73701,350,73701, 999.00 ,,,,,,,,,,"
" 6273702,CT LOW EXT W&W/O 73702,350,73702,"" 1,150.00 "",,,,,,,,,,"
" 6274150,CT ABD W/O 74150,352,74150,"" 1,636.00 "",,,,,,,,,,"
" 6274160,CT ABDOMEN W 74160,352,74160,"" 1,697.50 "",,,,,,,,,,"
" 6274170,CT ABD W&W/O 74170,352,74170,"" 2,436.75 "",,,,,,,,,,"
" 6274171,CT CORONAL W/O 70486,351,70486, 917.25 ,,,,,,,,,,"
" 6274172,CT GUIDED BIOPSY 32405,360,32405,"" 1,820.50 "",,,,,,,,,,"
" 6274175,CT BIOPSY LUNG 32405,360,32405,"" 1,820.50 "",,,,,,,,,,"
" 6274176,CT BIOPSY LIVER 47000,360,47000,"" 1,820.50 "",,,,,,,,,,"
" 6274250,CT THORAX CH W/O 71250,352,71250, 917.25 ,,,,,,,,,,"
" 6274254,CT SINUSES W/CONT 70487,351,70487, 999.00 ,,,,,,,,,,"
" 6274255,CT SINUSES W/WO 70488,351,70488,"" 1,150.00 "",,,,,,,,,,"
" 6274256,CT SINUSES W/O 70486,351,70486,"" 1,033.75 "",,,,,,,,,,"
" 6274283,CT SOF TIS NK W/O 70490,350,70490,"" 1,327.75 "",,,,,,,,,,"
" 6274284,CT SOFT TIS NK W 70491,350,70491,"" 1,465.00 "",,,,,,,,,,"
" 6274285,CT SOF TIS NK WWO 70492,350,70492,"" 2,299.75 "",,,,,,,,,,"
" 6274289,CT GUIDE RENAL CYST 77012,350,77012,"" 1,639.00 "", 3080247 E,,,,,,,,,"
" 6274291,CT GUIDE BX PLEURA 77012,350,77012,"" 1,639.00 "", 3080248 E,,,,,,,,,"
" 6274292,CT GUIDE BX LUNG/MEDIASTINUM 77012,350,77012,"" 1,639.00 "", 3080249 E,,,,,,,,,"
" 6274293,CT GUIDE BX LYMPH NODE SUP 77012,350,77012,"" 1,639.00 "", 3080250 E,,,,,,,,,"
" 6274294,CT GUIDE BX LIVER 77012,350,77012,"" 1,639.00 "", 3080251 E,,,,,,,,,"
" 6274300,CT BONE MINERAL STUDY 77078,350,77078, 205.50 ,,,,,,,,,,"
" 6274301,CT LOWER EXT INFANT 73592,352,73592, 445.00 ,,,,,,,,,,"
" 6274302,CT DEXA SCAN AXIAL 77078,352,77078, 205.50 ,,,,,,,,,,"
" 6274305,CT FACIAL W/CONT 70487,351,70487, 999.00 ,,,,,,,,,,"
" 6274306,CT FACIAL W/O 70486,351,70486,"" 1,033.75 "",,,,,,,,,,"
