Charge Code,Charge Code Description,Price,**Price Data is effective as of 11/1/2018,
76103544,"HC INJ VERTEBRAL BODY,IMG GUIDE, EA ADD","$5,137.32",,
76100540,HC INJ(S)/SPIDERVEINS,$412.05,,
76100823,HC INJ.INTO BRAIN CANAL,"$1,635.88",,
37000035,"HC INJ/INFUS,CERV/THORAC,W/CATH, NO IM GUID","$2,027.88",,
76103754,"HC INJ/INFUS,CERV/THORAC,W/CATH, NO IM GUID","$2,230.67",,
45000753,"HC INJ/INFUS,CERV/THORAC,W/CATH, W IM GUID","$2,818.20",,
76103777,"HC INJ/INFUS,CERV/THORAC,W/CATH, W IM GUID","$2,818.20",,
76103591,HC INJECT CORPORA CAVERN XRAY,$499.44,,
76100837,HC INJECT EPIDURAL PATCH,"$1,924.70",,
75000117,HC INJECT FOR LIVER XRAY,$246.33,,
75000118,HC INJECT FOR LIVER XRAY THRU EXIST CATH,$95.22,,
36000026,HC INJECT FOR SACROILIAC JOINT,"$2,113.37",,
75000100,HC INJECT INTO HEMORRHOIDS,"$1,888.66",,
76100090,HC INJECT INTO SKIN LES,$288.57,,
76100090,HC INJECT INTO SKIN LES,$288.57,,
76101036,HC INJECT PLATELET RICH PLASMA,$312.60,,
48100063,HC INJECT PROC;AORTOCORONARY/BYPASS,$202.02,,
48000120,HC INJECT PROC;AORTOCORONARY/BYPASS (EP LAB),$202.02,,
48100062,HC INJECT PROC;CONGENITAL HEART CATH,$196.44,,
48100064,HC INJECT PROC;LFT VENTCLE/ARTRIAL ANGIO,$153.82,,
48100067,HC INJECT PROC;PULMONARY ANGIOGRAPHY,$455.91,,
48100065,HC INJECT PROC;RGHT VENTCLE/ARTRIAL ANGIO,$455.91,,
48100066,HC INJECT PROC;SUPRAVALVULAR AORTOGRAPHY,$328.03,,
76100222,HC INJECT SINUS TRACT F,$258.21,,
76102960,HC INJECT SPINE DISK X-,$745.02,,
45000081,HC INJECT TENDON SHEATH TRIGGER,$593.30,,
76103543,"HC INJECT VERTEBRAL BODY, LUMBAR, IMG GUIDE","$6,548.01",,
76103542,"HC INJECT VERTEBRAL BODY, THORACIC, IMG GUIDE","$6,970.24",,
76103631,"HC INJECT/PLACE CHAIN,BLADDER XRAY","$1,814.80",,
76100955,HC INJECT/TREAT EYE SOC; ALCOHOL,"$1,003.02",,
76100954,HC INJECT/TREAT EYE SOC; MEDICATION,$663.44,,
76100956,HC INJECT/TREAT EYE SOC; TENON'S CAPSULE,$996.60,,
54700004,HC INJECTION ADRENALIN OR EPINEPHRINE,$10.24,,
76101215,HC INJECTION DUPUYTREN CORD W,$534.60,,
32000021,HC INJECTION EPI CERV/THOR 1 LEVEL,"$3,013.66",,
32000022,HC INJECTION EPI CERV/THOR EA + LV,"$1,319.02",,
32000023,HC INJECTION EPI L/S 1 LEVEL,"$2,814.90",,
32000024,HC INJECTION EPI L/S EA + LEVEL,"$1,319.02",,
48100130,HC INJECTION EXT VENOGRAPHY,"$1,247.26",,
76100520,HC INJECTION EXT VENOGRAPHY,"$1,247.26",,
76100937,HC INJECTION EYE DRUG,$811.80,,
45000374,HC INJECTION FACIAL NERVE,$812.35,,
76103608,HC INJECTION FOR ANKLE ARTHROGRAM,$323.14,,
76102636,HC INJECTION FOR BLADDER XRAY,$392.04,,
76102637,HC INJECTION FOR BLADDER XRAY,$118.80,,
76101181,HC INJECTION FOR BREAST,$305.12,,
76101460,HC INJECTION FOR ELBOW,$304.67,,
76100364,HC INJECTION FOR KNEE X-RAY,$324.32,,
76103624,HC INJECTION FOR LYMPHATIC XRAY,"$1,543.37",,
76100838,HC INJECTION FOR MYELOGRAM,$352.48,,
35000001,HC INJECTION FOR MYELOGRAM (CT),$352.48,,
45000377,HC INJECTION FOR NERVE BLOCK,"$1,327.19",,
76102494,HC INJECTION FOR SALIVAY XRAY,$203.15,,
32000016,HC INJECTION FOR TUBE CHECK,$521.97,,
76100693,HC INJECTION FOR URETER XRAY,$88.81,,
76102617,HC INJECTION FOR URETER XRAY,$189.61,,
76100308,HC INJECTION FOR WRIST,$282.81,,
76100868,"HC INJECTION FORAMEN EPIDURAL; CERV/THORACIC, SINGLE","$3,013.66",,
76100869,"HC INJECTION FORAMEN EPIDURAL; CERV/THORACIC,EA ADD LVL","$1,319.02",,
76100871,HC INJECTION FORAMEN EPIDURAL;LUMB/SACR EA ADD LVL,"$1,319.02",,
76100870,HC INJECTION FORAMEN EPIDURAL;LUMB/SACR SNGL LVL,"$2,814.90",,
32000002,HC INJECTION GALACTOGRAM/DUCTOGRAM,$305.12,,
27000152,HC INJECTION GOLD PROBE,"$1,522.00",,
32200001,HC INJECTION HIP ARTHRO W/O ANES,$398.93,,
76103606,"HC INJECTION HIP ARTHROGRAM,ANESTH","$1,748.00",,
76100354,HC INJECTION HIP X-RAY,$398.93,,
32200002,HC INJECTION KNEE ARTHROGRAM,$324.32,,
45000375,HC INJECTION OCCIPITAL NERVE,"$1,265.65",,
76100876,HC INJECTION PARAVERTEBRAL F JNT C,"$1,053.81",,
76100873,HC INJECTION PARAVERTEBRAL F JNT C; SECOND LVL,"$1,053.81",,
76100872,HC INJECTION PARAVERTEBRAL F JNT C; SINGLE LVL,"$2,676.66",,
76100874,HC INJECTION PARAVERTEBRAL F JNT C; THIRD AND ADD LVL,$646.80,,
76100875,HC INJECTION PARAVERTEBRAL F JNT L,"$2,800.60",,
76100877,HC INJECTION PARAVERTEBRAL F JNT L,$826.46,,
45000378,HC INJECTION PLANTAR DIGITAL NERVE,$552.42,,
32000018,HC INJECTION RETRO URETHROCYSTOGRA,$118.80,,
76101042,HC INJECTION SACROILIAC JT,"$2,113.37",,
45000376,HC INJECTION SCIATIC NERVE SINGLE,"$1,258.77",,
76100275,HC INJECTION SHOULDER XRY,$255.49,,
76100221,HC INJECTION SINUS TRAC,"$1,896.97",,
27200408,HC INJECTION SNARE SYSTEM,$815.00,,
76103739,HC INJECTION SUBCUT/IM,$181.50,,
76100226,HC INJECTION TENDON ORIGIN,$537.57,,
76100225,HC INJECTION TENDON SHEATH/LI,$593.30,,
76100225,HC INJECTION TENDON SHEATH/LI,$593.30,,
76103018,HC INJECTION TREATMENT,"$3,719.04",,
76102193,HC INJECTION TREATMENT OF NOSE,"$1,240.39",,
76100542,HC INJECTION TREATMENT OF VEIN,$528.00,,
76100541,HC INJECTION TREATMENT VEIN,$590.04,,
45000373,HC INJECTION TRIGEMINAL NERVE,$852.13,,
76100227,"HC INJECTION TRIGGER POINT, 1",$729.29,,
76100227,"HC INJECTION TRIGGER POINT, 1",$729.29,,
76100228,HC INJECTION TRIGGER POINT>3,$818.84,,
76100228,HC INJECTION TRIGGER POINT>3,$818.84,,
76100928,HC INJECTION TRT EYE; AIR/LIQUID,"$3,887.95",,
76100929,HC INJECTION TRT EYE; MEDICATION,"$3,162.36",,
76103015,HC INJECTION TRT NERVE,"$4,432.90",,
76103016,HC INJECTION TRT NERVE,"$7,323.49",,
76103017,HC INJECTION TRT NERVE,"$2,581.50",,
76100901,HC INJECTION TRT NERVE; CELIAC PLEXUS,"$3,655.81",,
76100892,HC INJECTION TRT NERVE; INTERCOSTAL,"$2,395.42",,
76100898,HC INJECTION TRT NERVE; PUDENDAL,"$2,310.00",,
76100887,HC INJECTION TRT NERVE; TRIGEMINAL,"$4,932.84",,
76100569,"HC INJECTION W/FLUOR, EVAL CV",$573.80,,
26000010,"HC INJECTION, IV PUSH EA ADD/NEW",$264.28,,
26000009,"HC INJECTION, IV PUSH SNG/INIT SUBST",$318.48,,
45000618,"HC INJECTION,TMJ FOR ARTHROGRAPHY",$327.42,,
76103390,"HC INJECTION,TMJ FOR ARTHROGRAPHY",$327.42,,
48000113,HC INJECTIONEXT VENOGRAPHY (EP LAB),"$1,247.26",,
34100072,"HC INJECTN,LOCALIZ NONIMAG PROBE",$755.62,,
27200409,HC INJECTOR VARICE,$184.00,,
27200410,HC INJECTOR VARICES,$302.00,,
45000437,HC INJECTURY SI JNT ANES/STEROID,"$2,113.37",,
32000008,HC INJURY SHOULDER ARTHROGRAM,$255.49,,
27201030,HC INK INDIA STERILE,$241.00,,
76103289,HC INNER EAR SGY PROC,$332.91,,
27201872,HC INOUE BALLOON CATHETER FOR PTMC,"$8,492.00",,
94200019,HC INPATIENT LACTATION CONSULT LEVEL I,$122.61,,
27201175,HC INQUIRY DX CATH 20 ELECTRODE,"$3,597.00",,
48100019,HC INS CATH REN 1ST BILA,"$9,703.10",,
48100018,HC INS CATH REN 1ST UNIL,"$8,043.64",,
48100020,HC INS CATH REN ART 2ND+,"$8,670.09",,
48100086,HC INS CATH REN ART 2ND+,"$9,711.90",,
76100577,HC INS ENDOVAS VENA CAV,"$10,805.75",,
76100669,HC INS MARK ABD/PEL FOR,"$4,121.92",,
76100499,HC INS MARK THOR FOR RT,"$3,568.40",,
75000064,HC INS NASO-INTESTINAL TUBE,$784.45,,
45000271,HC INS NONTUNNL CVC 5YR+,"$2,832.50",,
76100776,HC INS VAG BRACHY TREATMENT DEV,"$1,179.20",,
48000150,HC INS/REP SUBQ DEFIBRILLLATOR,"$55,252.36",,
30900017,HC INSEMINATION OF OOCYTES,$492.31,,
48100003,HC INSER/REPOS SINGLE,"$52,130.10",,
48000106,HC INSER/REPOS SINGLE (EP LAB),"$52,130.10",,
75000255,HC INSERT ABDOM DRAIN,"$4,945.50",,
45000688,HC INSERT ANTERIOR AQUEOUS DRAIN DEVICE,"$8,250.99",,
76103434,HC INSERT ANTERIOR AQUEOUS DRAIN DEVICE,"$8,250.99",,
76000008,HC INSERT AORTIC BALLOON ASSIST FEMORAL ARTERY,$848.60,,
75000120,HC INSERT BILE DUCT DRA,"$4,304.57",,
76103825,HC INSERT BLADDER CATHETER,$94.02,,
76100705,HC INSERT BLADDER CATHETER; COMPLICATED,$349.14,,
76103621,"HC INSERT CANNULA,ART-VEN REVISN","$12,063.22",,
76103733,"HC INSERT CATH, UMBILICAL ARTERY",$848.33,,
76103620,"HC INSERT CATH,ART,CUTDOWN,SHORTTERM",$510.25,,
76103619,"HC INSERT CATH,ART,PERCUT,SHORTTERM",$982.85,,
76100547,HC INSERT CATHETER VEIN,$605.23,,
75000119,"HC INSERT CATHETER, BIL","$3,528.00",,
76100546,"HC INSERT CATHETER,VEIN","$3,223.00",,
76100813,HC INSERT CERVICAL DILA,$684.38,,
76102943,HC INSERT DEVICE BRAIN,"$10,507.91",,
75000146,HC INSERT DOBHOFF GI TUBE,$227.67,,
76100099,HC INSERT DRUG IMPLANT,$220.51,,
76100463,HC INSERT EMERGENCY AIR,$660.44,,
76103486,HC INSERT EMERGENCY AIR (BRONCHOSCOPY),"$7,907.80",,
76103663,HC INSERT EYE SOCKET IMPLANT,"$7,481.76",,
94000005,HC INSERT FOLEY CATHETER,$286.55,,
76102302,HC INSERT HEART ELECTRO,"$12,284.98",,
76100572,HC INSERT HEPATIC SHUNT,"$3,610.11",,
48100007,HC INSERT IA PERCUT DVC,"$1,174.99",,
48000112,HC INSERT IA PERCUT DVC (EP LAB),"$1,174.99",,
76103746,"HC INSERT INTERBODY BIOMECH DEVICE, EA INTERSPACE","$6,205.84",,
76100708,HC INSERT KIDNEY DRAIN,"$3,324.77",,
48000005,HC INSERT LEAD PACE-DEFI; 2 ELECTRODES,"$12,284.98",,
48000091,HC INSERT LEAD PACE-DEFI; 2 ELECTRODES (EP LAB),"$12,284.98",,
48000004,HC INSERT LEAD PACE-DEFI; SINGLE,"$11,558.40",,
48000090,HC INSERT LEAD PACE-DEFI; SINGLE (EP LAB),"$11,558.40",,
76103151,HC INSERT LENS PROSTHES,"$6,944.03",,
76102833,HC INSERT MESH/PELVIC F,"$4,744.56",,
76100450,HC INSERT NASAL SEPTAL,"$3,257.05",,
75000043,HC INSERT NASO/ORO GI TUBE,$477.95,,
76102354,"HC INSERT NEEDLE, BONE",$550.02,,
45000270,HC INSERT NONTUNNEL CV CATH,"$2,697.48",,
76100549,HC INSERT NON-TUNNEL CV; AGE 5 YRS AND OLDER,"$2,832.50",,
76100548,HC INSERT NON-TUNNEL CV; YOUNGER THAN 5 YRS,"$2,697.48",,
76103089,HC INSERT OCULAR IMPLAN,"$6,617.64",,
76103090,HC INSERT OCULAR IMPLAN,"$6,252.44",,
48000009,HC INSERT PACING LEAD,"$23,193.63",,
48000094,HC INSERT PACING LEAD (EP LAB),"$23,193.63",,
45000599,HC INSERT PESSARY/OTHER,$334.40,,
76100777,HC INSERT PESSARY/OTHER,$334.40,,
76100777,HC INSERT PESSARY/OTHER,$334.40,,
76100554,HC INSERT PICC CATH; AGE 5 YRS AND OLDER,"$2,922.43",,
76100553,HC INSERT PICC CATH; YOUNGER THAN 5 YRS,"$3,249.09",,
76102349,HC INSERT PICVAD CATH,"$4,903.86",,
76102350,HC INSERT PICVAD CATH,"$5,658.30",,
76100496,HC INSERT PLEURAL CATH,"$6,687.89",,
76103493,HC INSERT PLEURAL CATH (BRONCHOSCOPY),"$6,687.89",,
76102721,HC INSERT PROST URETHRA,"$2,826.13",,
76102750,HC INSERT PROSTHESIS,"$15,931.99",,
76102751,HC INSERT PROSTHESIS,"$20,322.00",,
76102752,HC INSERT PROSTHESIS,"$17,647.20",,
48000067,HC INSERT PULSE GEN MULT,"$21,570.48",,
48100001,HC INSERT PULSE GENERATO,"$36,850.87",,
48000103,HC INSERT PULSE GENERATO (EP LAB),"$36,850.87",,
76102963,HC INSERT SPINE INFUSIO,"$10,368.00",,
76103763,"HC INSERT STABILIZATION DEV W/OUT FUSION OR DECOMP, SNGL LVL","$25,618.33",,
76103762,"HC INSERT STABILIZATION DEV W/OUT FUSION, W/DECOMP, SNGL LVL","$25,618.33",,
76102562,HC INSERT SUBQ EXT CATH,"$3,936.39",,
76102705,HC INSERT TANDEM CUFF,"$14,992.37",,
76100703,HC INSERT TEMP BLADDER CATHETER,$286.55,,
76100703,HC INSERT TEMP BLADDER CATHETER,$286.55,,
45000261,HC INSERT TEMPORARY TRANSVEN PACEMAKER,"$11,732.40",,
27801208,HC INSERT TIBIAL STABILIZED ROTATING PLATFORM,$340.06,,
76101069,HC INSERT TISSUE EXPAND,"$5,878.86",,
45000583,HC INSERT TUNNELED CATH,"$4,946.50",,
76102346,HC INSERT TUNNELED CATH,"$7,023.02",,
76102347,HC INSERT TUNNELED CATH,"$6,437.77",,
76102348,HC INSERT TUNNELED CATH,"$8,226.04",,
76100551,HC INSERT TUNNELED CATH; AGE 5 YRS AND OLDER,"$4,946.50",,
76100550,HC INSERT TUNNELED CATH; YOUNGER THAN 5 YRS,"$3,280.32",,
76100552,HC INSERT TUNNELED DEVICE; AGE 5 YRS AND OLDER,"$7,307.30",,
76100652,HC INSERT TUNNELED DEVICE; YOUNGER THAN 5 YRS,"$6,904.93",,
76100710,HC INSERT URETERAL TUBE,"$4,720.07",,
45000346,HC INSERT URETHAL CATHETER-COMPLICATION,$349.14,,
45000345,HC INSERT URINARY CATHETER,$286.55,,
76102706,HC INSERT URO/VES NCK,"$19,619.05",,
76100775,HC INSERT UTERI TANDEMS,"$3,620.64",,
76103654,"HC INSERT/ PREPLACE INFUSN PUMP,NONPROGRAM","$24,989.59",,
45000087,HC INSERT/REMOVE BONE PIN,"$5,045.02",,
76100235,HC INSERT/RMV BONE PIN,"$5,045.02",,
76102353,"HC INSERTI CATHETER, AR","$5,705.51",,
76103784,HC INSERTION AQUEOUS DRAIN DEV W/O EO RSVR EACH ADDL DEVICE,"$7,340.37",,
76103783,HC INSERTION AQUEOUS DRAIN DEV W/O EO RSVR INITIAL DEVICE,"$9,062.74",,
76100497,HC INSERTION CHEST TUBE,"$1,838.10",,
76103492,HC INSERTION CHEST TUBE (BRONCHOSCOPY),"$1,838.10",,
76100508,HC INSERTION HEART ELE,"$11,732.40",,
48000085,HC INSERTION HEART ELE (EP LAB),"$11,732.40",,
76100505,HC INSERTION HEART PACE; ATRIAL,"$19,004.37",,
48000082,HC INSERTION HEART PACE; ATRIAL (EP LAB),"$19,004.37",,
48000084,HC INSERTION HEART PACE; ATRIAL AND VENTRICULAR (EP LAB),"$22,957.94",,
76100506,HC INSERTION HEART PACE; VENTRICULAR,"$19,740.38",,
48000083,HC INSERTION HEART PACE; VENTRICULAR (EP LAB),"$19,740.38",,
76102355,HC INSERTION OF CANNULA,"$7,108.27",,
45000258,HC INSERTION OF CHEST TUBE,"$1,838.10",,
48000002,HC INSERTION PULSE GEN; DUAL LEADS,"$17,726.18",,
48000087,HC INSERTION PULSE GEN; DUAL LEADS (EP LAB),"$17,726.18",,
48000001,HC INSERTION PULSE GEN; SINGEL LEAD,"$15,284.95",,
48000086,HC INSERTION PULSE GEN; SINGLE LEAD (EP LAB),"$15,284.95",,
45000601,HC INSERTION TUNNELED CATHETER W/PORT,"$7,814.40",,
76100670,HC INSERTION TUNNELED CATHETER W/PORT,"$7,814.40",,
31000087,"HC INSITU HYBRIDIZATION (FISH), ADDL SINGLE",$254.59,,
36000091,"HC INSJ ANTERIOR AQUEOUS DRN DEV, W/INTRAOCULAR RESERVOIR","$7,063.78",,
76103796,HC INSJ STABLJ DEV W/DCMPRN LUMBAR SECOND LEVEL,"$14,435.49",,
48100154,HC INSJ SUBQ IMPLTBL DFB ELCTRD,"$15,813.93",,
75000254,HC INSRT ABD CATHCHEMO,"$7,495.70",,
48100083,HC INSRT PULSE GEN W/D,"$57,826.79",,
48100084,HC INSRT PULSE GEN W/MU,"$51,603.55",,
48100141,"HC INSRT VENT DVIC,PERCUT ARTERIAL ACCESS ONLY","$1,610.51",,
76102951,HC INSRT/REDO NEUROSTIM,"$23,013.44",,
76103014,HC INSRT/REDO PN/GASTR,"$30,614.82",,
76102995,HC INSRT/REDO SPINE N G,"$26,697.29",,
76102997,HC INSTALL SPINAL SHUNT,"$13,460.43",,
27200324,HC INSTANT DETACHMENT DEVICE AXIUM,$349.00,,
76102605,HC INSTLL RX AGNT INTO,$311.04,,
30200039,"HC INSULIN ANTIBODIES, RIA",$240.25,,
30000356,HC INSULIN FREE,$168.16,,
30100204,HC INSULIN TOTAL,$153.45,,
27202661,HC INTEGRA  DRAINAGE KIT CSF EXTERNAL W/BAG AND TUBING,"$1,210.81",,
63601060,HC INTEGRA BMWD,$217.35,,
27801521,HC INTEGRA CATH EXTERNAL VENTRICULAR DRAINAGE CSF HERMETIC,$977.96,,
27801497,HC INTEGRA CATH ICP MONITOR,"$3,810.72",,
27202761,HC INTEGRA DRAIN CSF EXT REPLACMENT BAG W/ DRAIN TUBE,$345.13,,
63600014,HC INTEGRA FLOWABLE WOUND MATRIX,"$10,983.00",,
27202660,HC INTEGRA KIT CATH LUMBAR ACCESSORY,"$1,376.39",,
27202744,HC INTEGRA KIT MONITORING ICP CAMINO STERILE W/4 FR TRANSDUCER TIPPED,"$3,866.70",,
27801496,HC INTEGRA KT ICP TEMP MONTR,"$4,327.43",,
27202659,HC INTEGRA PACK CRANIAL ACCESS INSHITHRZN,"$2,297.43",,
27801510,HC INTEGRA SET CATH VENTRICULAR TRAUMACATH,"$1,024.53",,
27000363,HC INTEGRA SYS DRAIN CSF EXT ACCUDRAIN W/O A-R VALVE,"$1,635.11",,
27202777,HC INTEGRA TUOHY NEEDLE,$687.28,,
51000085,HC INTENS BEHAVE THER CARDIO DX,$50.70,,
33300007,"HC INTENSITY MODULTD RADIOTHRPY,I","$5,856.00",,
76100359,HC INTER/PERI/SUBROCHOANTERIC FEMORAL FRACTURE,"$1,487.36",,
76100828,HC INTERCRANIAL ANGIOPL,"$3,652.77",,
76101259,HC INTERDENTAL FIXATION,"$2,872.50",,
45000494,"HC INTERDENTAL FIXATION/NON-FRACTURE,W/REMOVAL","$2,872.50",,
45000096,HC INTERDENTAL WIRING,"$2,872.50",,
76101320,HC INTERDENTAL WIRING,"$2,872.50",,
20600001,HC INTERMEDIATE ICU,"$2,161.00",,
45000047,HC INTERMEDIATE REPAIR NON TRUNK,$991.80,,
76101017,HC INTERNAL EYE PHOTOGRA,$617.04,,
76103030,HC INTERNAL NERVE REVIS,"$3,399.76",,
48000031,HC INTERROGATE DVCE EVALUATE;CARDIO-D,$323.71,,
48000032,HC INTERROGATE DVCE EVALUATE;CARDIOVA,$190.31,,
48000033,HC INTERROGATE DVCE EVALUATE;IMPL LOO,$282.84,,
48000030,HC INTERROGATE DVCE EVALUATE;LEAD PAC,$267.43,,
48000036,HC INTERROGATE DVCE EVALUATE;UP TO 30,$273.05,,
48000034,HC INTERROGATE DVCE EVALUATE;UP TO 90; ICD,$432.85,,
48000035,HC INTERROGATE DVCE EVALUATE;UP TO 90; SYSTEM,$262.72,,
48000155,HC INTERROGATION EVAL F2F IMPLANT SUB LEAD DEFIB,$227.66,,
48000081,"HC INTERROGATION VAD,IN",$393.75,,
33300039,HC INTERSTITIAL RADIATION SOURCE,"$4,498.50",,
33300050,HC INTERSTITIAL RADIATION SOURCE,"$2,468.70",,
33300051,HC INTERSTITIAL RADIATION SOURCE,"$2,468.70",,
91600004,"HC INTERV HLTH/BEHAV, F",$119.90,,
27202993,HC INTERVALUE V8 VALVULOPLASTY BALLOON CATH,"$4,143.85",,
91400017,HC INTERVENE HLTH/BEHAV,$140.80,,
91500002,HC INTERVENE HLTH/BEHAV,$101.84,,
45000321,HC INTESTINE PROCEDURE UNLISTED,"$2,769.29",,
45000485,HC INTMD RPR FACE > 30CM,"$1,256.04",,
45000484,HC INTMD RPR FACE 20.1-30CM,"$1,301.25",,
45000483,HC INTMD RPR NONTRUNK >30CM,"$1,581.02",,
76101085,HC INTMD WND REPAIR FACE,$518.00,,
76101086,HC INTMD WND REPAIR FACE,"$1,161.88",,
76101087,HC INTMD WND REPAIR FACE,"$1,301.25",,
76100117,HC INTMD WND REPAIR FACE; 2.5 CM OR LESS,$818.00,,
76100117,HC INTMD WND REPAIR FACE; 2.5 CM OR LESS,$818.00,,
76100118,HC INTMD WND REPAIR FACE; 2.6 - 5.0 CM,$866.86,,
76100118,HC INTMD WND REPAIR FACE; 2.6 - 5.0 CM,$866.86,,
76100119,HC INTMD WND REPAIR FACE; 5.1 - 7.5 CM,"$1,026.74",,
76100120,HC INTMD WND REPAIR FACE; OVER 30.0 CM,"$1,256.04",,
76100115,HC INTMD WND REPAIR N-HF,$518.00,,
76100115,HC INTMD WND REPAIR N-HF,$518.00,,
76100116,HC INTMD WND REPAIR N-HG,$917.99,,
76100116,HC INTMD WND REPAIR N-HG,$917.99,,
76101081,HC INTMD WND REPAIR N-HG,"$1,099.20",,
76101081,HC INTMD WND REPAIR N-HG,"$1,099.20",,
76101082,HC INTMD WND REPAIR N-HG,"$1,223.40",,
76101083,HC INTMD WND REPAIR N-HG,$991.80,,
76101084,HC INTMD WND REPAIR N-HG,"$1,581.02",,
76101079,HC INTMD WND REPAIR S/TR,"$1,399.93",,
76101080,HC INTMD WND REPAIR S/TR,"$1,581.02",,
76100114,HC INTMD WND REPAIR S/TR; 12.6 - 20.0 CM,"$1,251.64",,
76100114,HC INTMD WND REPAIR S/TR; 12.6 - 20.0 CM,"$1,251.64",,
76100111,HC INTMD WND REPAIR S/TR; 2.5 CM OR LESS,$804.79,,
76100111,HC INTMD WND REPAIR S/TR; 2.5 CM OR LESS,$804.79,,
76100112,HC INTMD WND REPAIR S/TR; 2.6 - 7.5 CM,$968.05,,
76100112,HC INTMD WND REPAIR S/TR; 2.6 - 7.5 CM,$968.05,,
76100113,HC INTMD WND REPAIR S/TR; 7.6 - 12.5 CM,"$1,047.33",,
76100113,HC INTMD WND REPAIR S/TR; 7.6 - 12.5 CM,"$1,047.33",,
48000062,HC INTRACARDIAC ECHO DUR THER/DIA,"$6,585.63",,
48000145,HC INTRACARDIAC ECHO DUR THER/DIA (EP LAB),"$6,585.63",,
32000153,"HC INTRACATH/CATH INTRO,RENAL PEL","$1,844.60",,
33300038,HC INTRACAVITARY RADIATION SOURCE APPLICATION; COMPLEX,"$2,704.75",,
33300037,HC INTRACAVITARY RADIATION SOURCE APPLICATION; INTERMEDIATE,"$2,670.15",,
33300036,HC INTRACAVITARY RADIATION SOURCE APPLICATION; SIMPLE,"$2,110.74",,
48100158,HC INTRACORONARY INFUSION REOPRO,"$1,033.43",,
36000027,HC INTRACRANIAL BALLOON ANGIOPLSTY W/STENT,"$10,334.31",,
76103731,HC INTRACRANIAL BALLOON ANGIOPLSTY W/STENT,"$10,334.31",,
76103711,"HC INTRACRANIAL PRESS, MONITORING","$1,810.16",,
27801530,HC INTRACRANIAL PRESSURE ICP MONITOR,"$3,506.85",,
76100446,HC INTRANASAL BIOPSY,"$1,896.97",,
76102211,HC INTRANASAL RECONSTRU,"$8,605.50",,
75000294,HC INTRAOPERATIVE COLONIC LAVAGE,$939.74,,
76103453,HC INTRAOPERATIVE IDENTIFICATION OF SENTINEL LYMPH NODE,$637.54,,
33000002,HC INTRAOPERATIVE RADIATION TREATMENT MANAGEMENT,$686.09,,
46000007,"HC INTRAPULMONRY SURFACTNT ADMN,TRACH TB",$263.28,,
76103389,HC INTRAUTERINE DEVICE (IUD) INSERTION,$104.20,,
39100009,"HC INTRAUTERINE, FETAL","$1,174.99",,
27201317,HC INTRAVAS RETR. MICROVENA SNARE,"$1,495.00",,
48100157,"HC INTRAVASCULAR ULTRASOUND, NONCORONARY, EA ADDL",$506.96,,
48100156,"HC INTRAVASCULAR ULTRASOUND, NONCORONARY, INITIAL",$411.42,,
30101254,HC INTRINSIC FACTOR,$39.64,,
30200040,HC INTRINSIC FACTOR ANTIBODIES,$146.00,,
76100530,"HC INTRO CATH, AORTA","$1,617.58",,
27203038,HC INTRO COAX 17G X 16.8CM,$119.66,,
27203036,HC INTRO COAX 17GX6.8CM,$126.61,,
27801614,HC INTRO GAST KIT MIC,"$1,034.18",,
27203059,HC INTRO NDL BIOPINCE 11.8CM,$78.74,,
27203037,HC INTRO NDL BX BIOPINCE 11.8CM COAX INTRO STRL,$127.38,,
27201049,HC INTRO SHEATH HEMOSTASIS DRYSEAL,"$1,671.00",,
27201760,HC INTRO SHEATH PINNACLE,$59.60,,
32000020,HC INTRO TRANSCERVICAL CATH,"$4,134.01",,
76100490,"HC INTRO, WINDPIPE WIRE","$1,541.02",,
76103483,"HC INTRO, WINDPIPE WIRE (BRONCHOSCOPY)","$1,541.02",,
27202329,HC INTRO/SHEATH BRITE TIP,$161.00,,
27202302,"HC INTRO/SHEATH, GUIDING, OTHER THAN PEEL-AWAY","$3,542.00",,
27202296,"HC INTRO/SHEATH, GUIDING, PEEL-AWAY",$44.00,,
27202328,"HC INTRO/SHEATH,ATRIAL CHECK FLOW",$648.00,,
27202184,"HC INTRO/SHEATH,OTHER THAN GUIDE",$443.00,,
27201034,HC INTRODUCE SHEATH PERCUT,$351.00,,
27800243,HC INTRODUCER,$307.00,,
27801376,HC INTRODUCER KIT STENT BILIARY OASIS ONE ACTION,"$5,676.03",,
27200834,"HC INTRODUCER KIT, ARROW-FLEX",$289.00,,
27202327,"HC INTRODUCER KIT,MICRO PLATINUM",$209.00,,
27202335,HC INTRODUCER SET PEDAL MICROPUNCTURE,$471.92,,
27201931,"HC INTRODUCER SET PEDAL MICROPUNCTURE, TRANSITIONLESS, 4FR",$305.36,,
27202107,HC INTRODUCER SJM STEERABLE AGILIS 8.5F 40CM,"$4,884.65",,
27201065,HC INTRODUCER SYSTEM OSTEO KYPHON EXPRESS,"$4,334.00",,
27201565,HC INTRODUCER VALVE,$242.90,,
27203046,"HC INTRODUCER, OSTEO DIAMD","$4,333.68",,
27202315,"HC INTRODUCER, RDC",$480.00,,
27202106,"HC INTRODUCER, SJM AGILIS","$3,936.00",,
27202318,"HC INTRODUCER,ENDOVASCULAR SHEATH",$516.00,,
27202309,"HC INTRODUCER,MICROPUNCTURE COAXI",$207.00,,
27202316,"HC INTRODUCER,MICROPUNCTURE KIT",$192.00,,
