Charge code,Service/Charge Description,CPT/HCPCS Code,Price
27810600,Hip Stm Avenir S3 01-06010-203, C1713,"$10,155.75 "
27810601,Hip Stm Avenir S4 01-06010-204, C1713,"$10,155.75 "
27810602,Hip Stm Avenir S5 01-06010-205, C1713,"$10,155.75 "
27810603,Hip Stm Avenir S6 01-06010-206, C1713,"$10,155.75 "
27810604,Hip Stm Avenir S7 01-06010-207, C1713,"$10,155.75 "
27810605,Hip Stm Avenir S8 01-06010-208, C1713,"$10,155.75 "
27810606,Hip Stm Avenir S9 01-06010-209, C1713,"$10,155.75 "
27810607,Hip Stem Ltrl Sz1 01-06010-301, C1713,"$10,155.75 "
27810608,Hip Stem Ltrl Sz2 01-06010-302, C1713,"$10,155.75 "
27810609,Hip Stem Ltrl Sz3 01-06010-303, C1713,"$10,155.75 "
27810610,Hip Stem Ltrl Sz4 01-06010-304, C1713,"$10,155.75 "
27810611,Hip Stem Ltrl Sz5 01-06010-305, C1713,"$10,155.75 "
27810612,Hip Stem Ltrl Sz6 01-06010-306, C1713,"$10,155.75 "
27810613,Hip Stem Ltrl Sz7 01-06010-307, C1713,"$10,155.75 "
27810614,Hip Stem Ltrl Sz8 01-06010-308, C1713,"$10,155.75 "
27810615,Hip Stem Ltrl Sz9 01-06010-309, C1713,"$10,155.75 "
27810616,Hip Tpr Nk 4 Std 65-7711-04-10, C1713,"$9,427.75 "
27810617,Hip Tpr Nk 4 Ex 65-7711-04-40, C1713,"$9,427.75 "
27810618,Hip Tpr Nk 5mm 00-7713-005-00, C1713,"$9,020.00 "
27810619,Hip Tpr Nk 6mm 00-7713-006-00, C1713,"$6,743.25 "
27810620,Hip Tpr Nk 7.5 00-7713-007-00, C1713,"$8,364.75 "
27810621,Hip Tpr Nk 9MM 00-7713-009-00, C1713,"$9,020.00 "
27810622,Hip Tpr Nk 10mm 00-7713-010-00, C1713,"$9,020.00 "
27810623,Hip Tpr Nk 11mm 00-7713-011-00, ,"$6,743.25 "
27810624,Hip Tpr Nk 12.5 00-7713-012-00, C1713,"$6,743.25 "
27810625,Hip Tpr Nk 13.5 00-7713-013-00, C1713,"$9,020.00 "
27810626,Hip Tpr Nk 15mm 00-7713-015-00, C1713,"$6,743.25 "
27810627,Hip Tpr Nk 16.25 00-7713-016-0, C1713,"$9,020.00 "
27810628,Hip Tpr 17.5mm 00-7713-017-00, C1713,"$6,743.25 "
27810629,Hip Tpr 20mm Std 00-7711-20, C1713,"$9,427.75 "
27810630,Hip Tpr 20mm Ext 00-7711-20-20, C1713,"$9,427.75 "
27810631,Hip Tpr 22.5mm Std 00-7711-22, C1713,"$9,427.75 "
27810632,Hip Tpr 22.5mm Ex 007711-22-22, C1713,"$9,427.75 "
27810633,Acetabular Lnr 62mm 6305-62-32, C1713,"$2,647.00 "
27810634,Acetabular Lnr 64mm 6305-64-32, C1713,"$2,647.00 "
27810635,Acetabular Lnr 66mm 6305-66-32, C1713,"$2,647.00 "
27810636,Acetabular Lnr 58mm 6310-58-32, C1713,"$2,609.50 "
27810637,Acetabular Lnr 66mm 6310-66-32, C1713,"$2,647.00 "
27810638,"Acet Lnr 50,52,54mm 6310-50-32", C1713,"$2,485.75 "
27810639,"Acet Lnr 50,52,54mm 6305-50-32", C1713,"$2,485.75 "
27810640,Screw Self Tap 15mm 6250-65-15, C1713,$495.25 
27810641,Acetabular Lnr 70mm 6305-70-32, C1713,"$2,647.00 "
27810642,Acetabular Lnr 48mm 6310-48-32, C1713,"$2,647.00 "
27810643,Acetabular Lnr 56mm 6310-56-32, C1713,"$2,647.00 "
27810644,Acetabular Lnr 60mm 6310-60-32, C1713,"$2,647.00 "
27810645,Acetabular Lnr 62mm 6310-62-32, C1713,"$2,647.00 "
27810646,Acetabular Lnr 64mm 6310-64-32, C1713,"$2,647.00 "
27810647,Acetabular Lnr 68mm 6310-68-32, C1713,"$2,647.00 "
27810648,Acetabular Lnr 58mm 6305-58-32, C1713,"$2,485.75 "
27810649,Acetabular Lnr 68mm 6305-68-32, C1713,"$2,647.00 "
27810650,Centralizer Dstl 9mm 7859-09, C1713,"$1,379.25 "
27810651,Centralizer Dstl 10mm 7859-10, C1713,$473.25 
27810652,Centralizer Dstl 11mm 7859-11, C1713,$473.25 
27810653,Centralizer Dstl 12mm 7859-12, C1713,$473.25 
27810654,Centralizer Dstl 13mm 7859-13, C1713,$473.25 
27810655,Centralizer Dstl 14mm 7859-14, C1713,$473.25 
27810656,Centralizer Dstl 15mm 7859-15, C1713,$473.25 
27810657,Centralizer Dstl 16mm 7859-16, C1713,$473.25 
27810658,Screw Self Tap 20mm 6250-65-20, C1713,$495.25 
27810659,Screw Self Tap 35mm 6250-65-35, C1713,$495.25 
27810660,Screw Self Tap 25mm 6250-65-25, C1713,$487.50 
27810661,Screw Self Tap 40mm 6250-65-40, C1713,$495.25 
27810662,Hip Nk Kinect D 00-7848-044-00, C1713,"$2,727.00 "
27810663,Hip Nk Kinect E 00-7848-012-00, C1713,"$2,727.00 "
27810664,Hip Nk Kinect G 00-7848-023-00, C1713,"$4,217.00 "
27810665,Hip Nk Kinect K 00-7848-002-00, C1713,"$2,727.00 "
27810666,Hip Nk Kinect P 00-7848-013-00, C1713,"$2,727.00 "
27810667,Hip Nk Kinect R 00-7848-024-00, C1713,"$2,727.00 "
27810668,Hip Nk Kinect S 00-7848-003-00, C1713,"$2,727.00 "
27810669,Hip Nk Kinec J 00-7848-034-00, C1713,"$2,727.00 "
27810670,Hip Nk Kinec X 00-7848-014-00, C1713,"$2,727.00 "
27810671,Hip Nk Kinec E1 00-7848-012-01, C1713,"$2,727.00 "
27810672,Hip Nk Kinec E2 00-7848-021-01, C1713,"$2,727.00 "
27810673,Hip Nk Kinec G1 00-7848-023-01, C1713,"$2,727.00 "
27810674,Hip Nk Kinec G2 00-7848-032-01, C1713,"$2,727.00 "
27810675,Hip Nk Kinec J1 00-7848-034-01, C1713,"$2,727.00 "
27810676,Hip Nk Kinec J2 00-7848-043-01, C1713,"$2,727.00 "
27810677,Hip Nk Kinec K1 00-7848-002-01, C1713,"$2,727.00 "
27810678,Hip Nk Kinec K2 00-7848-020-01, C1713,"$2,727.00 "
27810679,Hip Nk Kinec P1 00-7848-013-01, C1713,"$2,727.00 "
27810680,Hip Nk Kinec P2 00-7848-031-01, C1713,"$2,727.00 "
27810681,Hip Nk Kinec R1 00-7848-024-01, C1713,"$2,727.00 "
27810682,Hip Nk Kinec R2 00-7848-042-01, C1713,"$2,727.00 "
27810683,Hip Nk Kinec S1 00-7848-003-01, C1713,"$2,727.00 "
27810684,Hip Nk Kinec S2 00-7848-030-01, C1713,"$2,727.00 "
27810685,Hip Nk Kinec X1 00-7848-014-01, C1713,"$2,727.00 "
27810686,Hip Nk Kine X2 00-7848-041-013, C1713,"$2,727.00 "
27810687,Hip Nk Kinec AA 00-7848-011-01, C1713,"$2,727.00 "
27810688,Hip Nk Kinec BB 00-7848-022-01, C1713,"$2,727.00 "
27810689,Hip Nk Kinec CC 00-7848-033-01, C1713,"$2,727.00 "
27810690,Hip Nk Kinect A 00-7848-011-00, C1713,"$2,727.00 "
27810691,Hip Nk Kinect C 00-7848-033-00, C1713,"$2,727.00 "
27810692,Hip Nk Kinect B 00-7848-022-00, ,"$2,574.00 "
27810693,Acetab Prs Shl 54mm 6202-54-22, C1713,"$3,458.00 "
27810694,Acetab Prs Shl 48mm 6202-48-22, C1713,"$3,911.25 "
27810695,Acetab Prs Shl 52mm 6202-52-22, C1713,"$3,458.00 "
27810696,Acetab Prs Shl 56mm 6202-56-22, C1713,"$3,458.00 "
27810697,Acetab Prs Shl 50mm 6202-50-22, C1713,"$3,911.25 "
27810698,Hip Nk Kinec DD 00-7848-044-01, C1713,"$2,727.00 "
27810699,Acetab Prs Shl 58mm 6202-58-22, C1713,"$3,458.00 "
27810700,Acetab Prs Shl 60mm 6202-60-22, C1713,"$3,458.00 "
27810701,Acetab Prs Shl 62mm 6202-62-22, C1713,"$3,911.25 "
27810702,Acetab Prs Shl 64mm 6202-64-22, C1713,"$3,911.25 "
27810703,Acetab Prs Shl 66mm 6202-66-22, C1713,"$3,911.25 "
27810704,Acetab Prs Shl 68mm 6202-68-22, C1713,"$3,911.25 "
27810705,Acetab Prs Shl 70mm 6202-70-22, C1713,"$3,911.25 "
27810706,Hip Heads Ceram 00-8775-032-02, C1713,"$2,974.50 "
27810707,Hip Heads Ceram 00-8775-036-02, C1713,"$3,112.25 "
27810752,Screw 4.0x24mm Canc 2480-24-40, ,$352.00 
27810753,Screw 4.0x26mm Canc 2480-26-40, ,$352.00 
27810754,Screw 4.0x28mm Canc 2480-28-40, ,$352.00 
27810755,Screw 4.0x30mm Canc 2480-30-40, ,$352.00 
27810756,Screw 4.0x32mm Canc 2480-32-40, ,$352.00 
27810757,Screw 4.0x34mm Canc 2480-34-40, ,$352.00 
27810758,Screw 4.0x36mm Canc 2480-36-40, ,$352.00 
27810759,Screw 4.0x38mm Canc 2480-38-40, ,$352.00 
27810760,Screw 4.0x40mm Canc 2480-40-40, ,$352.00 
27810761,Screw 4.0x10mm Canc 2480-10-41, ,$352.00 
27810762,Screw 4.0x12mm Canc 2480-12-41, ,$352.00 
27810763,Screw 4.0x14mm Canc 2480-14-41, ,$352.00 
27810764,Screw 4.0x16mm Canc 2480-16-41, ,$352.00 
27810765,Screw 4.0x18mm Canc 2480-18-41, ,$352.00 
27810766,Screw 4.0x20mm Canc 2480-20-41, ,$352.00 
27810778,Patella Oval 29mm 71421029, C1713,"$2,535.50 "
27810779,Patella Oval 38mm 71421038, C1713,"$2,535.50 "
27810780,Patella Oval 41mm 71421041, C1713,"$2,535.50 "
27810781,Femoral Stem Sz 1 7131-2161, C1713,"$3,722.00 "
27810782,Femoral Stem Sz 2 7131-2162, C1713,"$3,722.00 "
27810783,Femoral Stem Sz 3 7131-2163, C1713,"$3,722.00 "
27810784,Femoral Stem Sz 4 7131-2164, C1713,"$3,722.00 "
27810785,Femoral Stem Sz 5 7131-2165, C1713,"$4,093.25 "
27810786,Unipolar Head 40mm 12-6640, C1713,"$1,736.50 "
27810787,Unipolar Head 41mm 12-6641, C1713,"$1,736.50 "
27810788,Unipolar Head 42mm 12-6642, C1713,"$1,736.50 "
27810789,Unipolar Head 43mm 12-6643, C1713,"$1,736.50 "
27810790,Unipolar Head 44mm 12-6644, ,"$1,736.50 "
27810791,Unipolar Head 45mm 12-6645, ,"$1,736.50 "
27810792,Unipolar Head 46mm 12-6646, ,"$1,736.50 "
27810793,Unipolar Head 47mm 12-6647, ,"$1,736.50 "
27810794,Unipolar Head 48mm 12-6648, ,"$1,736.50 "
27810795,Unipolar Head 50mm 12-6650, ,"$1,736.50 "
27810796,Unipolar Head 51mm 12-6651, ,"$1,736.50 "
27810797,Unipolar Head 52mm 12-6652, ,"$1,736.50 "
27810798,Unipolar Head 53mm 12-6653, ,"$1,736.50 "
27810799,Unipolar Head 55mm 12-6655, ,"$2,468.75 "
27810800,Unipolar Head 57mm 12-6657, ,"$1,736.50 "
27810801,Unipolar Head 59mm 12-6659, ,"$1,736.50 "
27810802,Unipolar Head 61mm 12-6661, ,"$1,736.50 "
27810803,Tapered Sleeve -3 7132-6603, ,$511.00 
27810804,Tapered Sleeve +4 7132-6604, ,$511.00 
27810805,Tapered Sleeve +8 7132-6608, ,$511.00 
27810806,Tapered Sleeve +12 7132-6612, ,$511.00 
27810807,Centralizer Dist 8mm 7131-3208, ,$501.50 
27810808,Centralizer Dist 9mm 7131-3209, ,$501.50 
27810809,Centralizer Dis 10mm 7131-3210, ,$501.50 
27810810,Centralizer Dis 11mm 7131-3211, ,$501.50 
27810811,Centralizer Dis 12mm 7131-3212, ,$501.50 
27810812,Centralizer Dis 13mm 7313-3213, ,$501.50 
27810813,Screw 4.0x22mm Canc 2480-22-41, ,$352.00 
27810814,Screw 4.0x24mm Canc 2480-24-41, ,$352.00 
27810815,Screw 4.0x26mm Canc 2480-26-41, ,$352.00 
27810816,Screw 4.0x28mm Canc 2480-28-41, ,$352.00 
27810817,Screw 4.0x30mm Canc 2480-30-41, ,$352.00 
27810818,Screw 4.0x32mm Canc 2480-32-41, ,$352.00 
27810819,Screw 4.0x34mm Canc 2480-34-41, ,$352.00 
27810820,Screw 4.0x36mm Canc 2480-36-41, ,$352.00 
27810821,Screw 4.0x38mm Canc 2480-38-41, ,$352.00 
27810822,Screw 4.0x40mm Canc 2480-40-41, ,$352.00 
27810823,Screw Crt ST 2.7x26mm 42872601, ,$133.25 
27810824,Screw 4mm-20mm 47-2484-020-40, ,$715.50 
27810825,Screw 4mm-25mm 47-2484-025-40, ,$715.50 
27810826,Screw 4mm-30mm 47-2484-030-40, ,$715.50 
27810827,Scrw 4mm-32.5mm 47-2484-032-40, ,$715.50 
27810828,Screw 4mm-35mm 47-2484-035-40, ,$715.50 
27810829,Scrw 4mm-37.5mm 47-2484-037-40, ,$715.50 
27810830,Screw 4mm-40mm 47-2484-040-40, ,$715.50 
27810831,Scrw 4mm-42.5mm 47-2484-042-40, ,$715.50 
27810832,Screw 4mm-45mm 47-2484-045-40, ,$715.50 
27810833,Screw 4mm-50mm 47-2484-050-40, ,$715.50 
27810834,Screw 4mm-55mm 47-2484-055-40, ,$715.50 
27810835,Screw 4mm-60mm 47-2484-060-40, ,$715.50 
27810836,Screw 4mm-65mm 47-2484-065-40, ,$715.50 
27810837,Screw 5mm-20mm 47-2484-020-50, ,$715.50 
27810838,Screw 5mm-25mm 47-2484-025-50, ,$715.50 
27810839,Scrw 5mm-27.5mm 47-2484-027-50, ,$715.50 
27810840,Screw 5mm-30mm 47-2484-030-50, ,$715.50 
27810841,Scrw 5mm-32.5mm 47-2484-032-50, ,$715.50 
27810842,Screw 5mm-35mm 47-2484-035-50, ,$715.50 
27810843,Scrw 5mm-37.5mm 47-2484-037-50, ,$715.50 
27810844,Screw 5mm-40mm 47-2484-040-50, ,$715.50 
27810845,Scrw 5mm-42.5mm 47-2484-042-50, ,$715.50 
27810846,Screw 5mm-45mm 47-2484-045-50, ,$715.50 
27810847,Screw 5mm-50mm 47-2484-050-50, ,$715.50 
27810848,Screw 5mm-55mm 47-2484-055-50, ,$715.50 
27810849,Screw 5mm-60mm 47-2484-060-50, ,$715.50 
27810850,Screw 5mm-65mm 47-2484-065-50, ,$715.50 
27810851,Screw 5mm-70mm 47-2484-070-50, ,$715.50 
27810852,Screw 5mm-75mm 47-2484-075-50, ,$715.50 
27810853,Screw 5mm-80mm 47-2484-080-50, ,$715.50 
27810854,Screw 5mm-85mm 47-2484-085-50, ,$715.50 
27810855,Screw 5mm-90mm 47-2484-090-50, ,$715.50 
27810856,Screw 5mm-95mm 47-2484-095-50, ,$715.50 
27810857,Screw 5mm-100mm 47-2484-100-50, ,$715.50 
27810858,Screw 6mm-30mm 47-2484-030-60, ,$740.50 
27810859,Screw 6mm-35mm 47-2484-035-60, ,$740.50 
27810860,Screw 6mm-40mm 47-2484-040-60, ,$740.50 
27810861,Screw 6mm-45mm 47-2484-045-60, ,$740.50 
27810862,Screw 6mm-50mm 47-2484-050-60, C1713,$740.50 
27810863,Screw 6mm-55mm 47-2484-055-60, C1713,$740.50 
27810864,Screw 6mm-60mm 47-2484-060-60, C1713,$740.50 
27810865,Screw 6mm-65mm 47-2484-065-60, C1713,$740.50 
27810866,Screw 6mm-70mm 47-2484-070-60, C1713,$740.50 
27810867,Screw 6mm-75mm 47-2484-075-60, C1713,$740.50 
27810868,Screw 6mm-80mm 47-2484-080-60, C1713,$740.50 
27810869,Screw 6mm-85mm 47-2484-085-60, C1713,$740.50 
27810870,Screw 6mm-90mm 47-2484-090-60, C1713,$740.50 
27810871,Screw 6mm-95mm 47-2484-095-60, C1713,$740.50 
27810872,Screw 6mm-100mm 47-2484-100-60, C1713,$740.50 
27810873,Screw 6mm-105mm 47-2484-105-60, C1713,$740.50 
27810874,Screw 6mm-110mm 47-2484-110-60, C1713,$740.50 
27810875,Screw 6mm-115mm 47-2484-115-60, C1713,$740.50 
27810876,Screw 6mm-120mm 47-2484-120-60, C1713,$740.50 
27810877,Screw 6mm-70mm 47-2483-070-60, C1713,$793.00 
27810878,Screw 6mm-75mm 47-2483-075-60, C1713,$793.00 
27810879,Screw 6mm-80mm 47-2483-080-60, C1713,$793.00 
27810880,Screw 6mm-85mm 47-2483-085-60, C1713,$793.00 
27810881,Screw 6mm-90mm 47-2483-090-60, C1713,$793.00 
27810882,Screw 6mm-95mm 47-2483-095-60, C1713,$793.00 
27810883,Screw 6mm-100mm 47-2483-100-60, C1713,$793.00 
27810884,Screw 6mm-105mm 47-2483-105-60, C1713,$793.00 
27810885,Screw 6mm-110mm 47-2483-110-60, C1713,$793.00 
27810886,Screw 6mm-115mm 47-2483-115-60, C1713,$793.00 
27810887,Screw 6mm-120mm 47-2483-120-60, C1713,$793.00 
27810888,Tibia Cap 0mm 47-2487-005-00, C1713,$765.50 
27810889,Tibia Cap 5mm 47-2487-005-05, C1713,$765.50 
27810890,Tibia Cap 10mm 47-2487-005-10, C1713,$765.50 
27810891,Tibia Cap 15mm 47-2487-005-15, C1713,$765.50 
27810892,Femur Cap 0mm 47-2487-001-00, C1713,$765.50 
27810893,Femur Cap 5mm 47-2487-001-05, C1713,$765.50 
27810894,Femur Cap 10mm 47-2487-001-10, C1713,$765.50 
27810895,Femur Cap 15mm 47-2487-001-15, C1713,$765.50 
27810896,Femur Cap 0mm 47-2487-008-00, C1713,$728.00 
27810897,Femur Cap 5mm 47-2487-008-05, C1713,$728.00 
27810898,Femur Cap 10mm 47-2487-008-10, C1713,$728.00 
27810899,Femur Cap 15mm 47-2487-008-15, C1713,$391.50 
27810900,Femur Washer 47-2488-000-02, C1713,$391.50 
27810901,Femur Nut 47-2488-000-01, C1713,$460.75 
27810902,Drill Bit 4.0mm 357.407, ,$654.50 
27810903,Drill Bit 4.0mm 315.40, ,$511.50 
27810904,Guide Wire 11/3.2mm 357.381, C1713,"$1,100.75 "
27810905,Guide Wire 5.6/3.2mm 357.413, C1713,$517.75 
27810906,Guide Wire 17.0/3.2mm 357.392, C1713,$892.50 
27810907,Drill Bit 17.0mm 357.394, ,"$1,951.75 "
27810908,Guide Wire 3.2mm 357.3999, C1713,$445.00 
27810909,Nail LT 130d 11x320mm 456.413S, C1713,"$3,265.75 "
27810910,Nail LT 130d 11x340mm 456.415S, C1713,"$3,265.75 "
27810911,Nail LT 130d 11x360mm 456.417S, C1713,"$3,265.75 "
27810912,Nail LT 130d 11x380mm 456.419S, C1713,"$3,265.75 "
27810913,Nail LT 130d 11x400mm 456.421S, C1713,"$3,265.75 "
27810914,Nail LT 130d 11x420mm 456.423S, C1713,"$3,265.75 "
27810915,Nail LT 130d 11x440mm 456.425S, C1713,"$3,265.75 "
27810916,Nail LT 130d 12x460mm 456.487S, C1713,"$3,265.75 "
27810917,Nail RT 130d 11x320mm 456.412S, C1713,"$3,265.75 "
27810918,Nail RT 130d 11x360mm 456.416S, C1713,"$3,265.75 "
27810919,Nail RT 130d 11x340mm 456.414S, C1713,"$3,265.75 "
27810920,Nail RT 130d 11x380mm 456.380S, C1713,"$3,265.75 "
27810921,Nail RT 130d 11x400mm 456.418S, C1713,"$3,265.75 "
27810922,Nail LT 130d 11x420mm 456.422S, C1713,"$3,265.75 "
27810923,Nail RT 130d 11x440mm 456.424S, C1713,"$3,265.75 "
27810924,Nail RT 130d 12x360mm 456.476S, C1713,"$3,265.75 "
27810925,Nail 125d 10x170mm 456.314S, C1713,"$2,717.75 "
27810926,Nail 125d 11x170mm 456.317S, C1713,"$2,717.75 "
27810927,Nail 125d 12x170mm 456.321S, C1713,"$2,717.75 "
27810928,Nail 130d 10x170mm 456.315S, C1713,"$2,717.75 "
27810929,Nail 125d 11x170mm 456.318S, C1713,"$2,717.75 "
27810930,Nail 130d 12x170mm 456.322S, C1713,"$2,717.75 "
27810931,Nail 135d 10x170mm 456.316S, C1713,"$2,717.75 "
27810932,Nail 135d 10x170mm 456.319S, C1713,"$2,717.75 "
27810933,Nail 135d 12x170mm 456.323S, C1713,"$2,717.75 "
27810934,Drill Bit Flut 2.5mm 480718025, ,$744.50 
27810935,Blade Helical Cap 80mm 456.301, ,"$1,798.00 "
27810936,Blade Helical Cap 85mm 456.302, ,"$1,798.00 "
27810937,Blade Helical Cap 90mm 456.303, ,"$1,798.00 "
27810938,Blade Helical Cap 95mm 456.305, ,"$1,798.00 "
27810939,Blade Helical Cp 100mm 456.306, ,"$1,798.00 "
27810940,Blade Helical Cp 105mm 456.307, ,"$1,798.00 "
27810941,Blade Helical Cp 110mm 456.308, ,"$1,798.00 "
27810942,Blade Helical Cp 115mm 456.309, C1713,"$1,798.00 "
27810943,Blade Helical Cp 120mm 456.310, C1713,"$1,798.00 "
27810944,Caps 0mm 456.311, C1713,$538.50 
27810945,Caps 5mm 456.312, C1713,$538.50 
27810946,Caps 10mm 456.313, C1713,$538.50 
27810947,Bolt Lock 4.9mmx26mm 459.26, C1713,$604.00 
27810948,Bolt Lock 4.9x64mm 459.64, C1713,$604.00 
27810949,Bolt Lock 4.9mmx68mm 459.68, C1713,$604.00 
27810950,Bolt Lock 4.9mmx72mm 459.72, C1713,$604.00 
27810951,Bolt Lock 4.9mmx76mm 459.76, C1713,$604.00 
27810952,Bolt Lock 4.9mmx80mm 459.80, C1713,$604.00 
27810953,Bolt Lock 4.9mmx85mm 459.85, C1713,$604.00 
27810954,Bolt Lock 4.9mmx90mm 459.90, C1713,$604.00 
27810955,Bolt Lock 4.9mmx95mm 459.95, C1713,$604.00 
27810956,Bolt Lock 4.9mmx100mm 459.100, C1713,$604.00 
27810957,Drill Bit 2.0mm 4806-100-20, ,$445.75 
27810958,Drill Bit 2.5mm 4806-110-25, ,$445.75 
27810959,Drill Bit 2.7mm 4806-100-27, ,$445.75 
27810960,Drill Bit 3.5mm 4806-110-35, ,$445.75 
27810961,Tap QC 2.7mm 4811-100-27, ,$476.50 
27810962,Tap QC 3.5mm 4811-110-35, ,$476.50 
27810963,Tap QC 4.0mm 4811-110-40, ,$476.50 
27810964,Washer Small 4900-040-51, C1713,$137.50 
27810965,K-Wire 1.25mm 4901-12-15, C1713,$460.75 
27810966,K-Wire 1.6mm 4901-16-15, C1713,$460.75 
27810967,K-Wire 2.0mm 4901-20-15, C1713,$460.75 
27810968,Screw 2.7 Cort 6mm 4827-06-01, C1713,$133.25 
27810969,Screw 2.7 Cort 7mm 4827-07-01, C1713,$133.25 
27810970,Screw 2.7 Cort 8mm 4827-08-01, C1713,$133.25 
27810971,Screw 2.7 Cort 9mm 4827-09-01, C1713,$133.25 
27810972,Screw 2.7 Cort 10mm 4827-10-01, C1713,$133.25 
27810973,Screw 2.7 Cort 12mm 4827-12-01, C1713,$133.25 
27810974,Screw 2.7 Cort 14mm 4827-14-01, C1713,$133.25 
27810975,Screw 2.7 Cort 20mm 4827-20-01, C1713,$133.25 
27810976,Screw 2.7 Cort 18mm 4827-18-01, C1713,$133.25 
27810977,Screw 2.7 Cort 22mm 4827-22-01, C1713,$133.25 
27810978,Screw 2.7 Cort 24mm 4827-24-01, C1713,$133.25 
27810981,Screw 2.7 Cort 30mm 4827-30-01, C1713,$133.25 
27810982,Screw 2.7 Cort 32mm 4827-32-01, C1713,$133.25 
27810983,Screw 2.7 Cort 34mm 4827-34-01, C1713,$133.25 
27810984,Screw 2.7 Cort 36mm 4827-36-01, C1713,$133.25 
27810986,Screw 2.7 Cort 40mm 4827-40-01, C1713,$133.25 
27810987,Screw 2.7 Cort 42mm 4827-42-01, C1713,$133.25 
27810988,Screw 2.7 Cort 44mm 4827-44-01, C1713,$133.25 
27810989,Screw 2.7 Cort 46mm 4827-46-01, C1713,$133.25 
27810990,Screw 2.7 Cort 48mm 4827-48-01, C1713,$133.25 
27810991,Screw 2.7 Cort 50mm 4827-50-01, C1713,$133.25 
27810992,Screw 2.7 Cort 52mm 4827-52-01, C1713,$133.25 
27810993,Screw 2.7 Cort 54mm 4827-54-01, C1713,$133.25 
27810994,Screw 2.7 Cort 56mm 4827-56-01, C1713,$133.25 
27810995,Screw 2.7 Cort 58mm 4827-58-01, C1713,$133.25 
27810996,Screw 2.7 Cort 60mm 4827-60-01, C1713,$133.25 
27810997,Screw 2.7 Cort 65mm 4827-65-01, C1713,$133.25 
27810998,Screw 2.7 Cort 70mm 4827-70-01, C1713,$133.25 
27810999,Screw 3.5 Cort 8mm 2348-08-35, C1713,$216.50 
27811000,Drill Bit 2.4mm 310.532, ,$608.50 
27811001,Drill Bit 1.5mm 317.62, ,$608.50 
27811002,Drill Bit 1.5mm 317.54, ,$608.50 
27811003,Drill Bit 1.1mm 317.24, ,$608.50 
27811004,Glidewire .038 670-312, ,$329.50 
27811005,Electrode RT Angle Cut, ,$936.25 
27811006,Suture 8713H Prolene 5-0, ,$33.25 
27811007,Plate Broad LC-DCP 224.54, C1713,$565.25 
27811008,Screw Plate 7h 119mm 222.07, C1713,$410.00 
27811009,Plate 6 Hole 103mm 222.06, C1713,$395.50 
27811010,Plate T 6 Hole x116mm 240.16, C1713,"$1,166.00 "
27811011,Plate T 8 Hole x 116mm 240.18, C1713,"$1,538.00 "
27811012,Plate T 4 Hole x84mm 240.14, C1713,$975.75 
27811013,Screw DHS Plate 16 Hle 281.170, C1713,"$2,133.50 "
27811014,Screw Full Thread 4.5 214.660, C1713,$687.25 
27811015,Screw Full Thread 4.5 214.656, C1713,$687.25 
27811016,Screw Full Thread 4.5 214.636, C1713,$687.25 
27811017,Screw Full Thread Can 311.59, C1713,"$1,573.50 "
27811018,Drill Bit 1.5x150mm 310.16, ,$350.25 
27811019,Hip Cobalt 28mmx+16mm 71302816, C1713,"$2,357.75 "
27811020,Hip Cobalt 28mmx+12mm 71302812, C1713,"$2,357.75 "
27811021,Hip Cobalt 28mmx+8mm 71302808, C1713,"$2,357.75 "
27811022,Hip Cobalt 28mmx+4mm 71302804, C1713,"$2,357.75 "
27811023,Hip Cobalt 28mmx+0mm 71302800, C1713,"$2,357.75 "
27811024,Hip Cobalt 28mmx-3mm 71302803, C1713,"$2,357.75 "
27811025,Hip Oxinium 28mmx+8mm 71342808, C1713,"$3,896.75 "
27811026,Hip Oxinium 28mmx+4mm 71342804, C1713,"$3,896.75 "
27811027,Hip Oxinium 28mmx+0mm 71342800, C1713,"$3,896.75 "
27811028,Hip Oxinium 28mmx-3mm 71342803, C1713,"$3,896.75 "
27811029,Synergy High 17hmm 71316217, C1713,"$6,766.25 "
27811030,Synergy High 16hmm 71316216, C1713,"$6,766.25 "
27811031,Synergy High 15hmm 71316215, C1713,"$6,766.25 "
27811032,Synergy High 14hmm 71316214, C1713,"$8,882.25 "
27811033,Synergy High 13hmm 71316213, C1713,"$6,766.25 "
27811034,Synergy High 12hmm 71316212, C1713,"$6,766.25 "
27811035,Synergy High 11hmm 71316211, C1713,"$6,766.25 "
27811036,Synergy High 10hmm 71316210, C1713,"$6,766.25 "
27811037,Synergy High 9hmm 71316209, C1713,"$6,766.25 "
27811038,Synergy Cemented 17mm 71316017, C1713,"$6,766.25 "
27811039,Synergy Cemented 16mm 71316016, C1713,"$6,766.25 "
27811040,Synergy Cemented 15mm 71316015, C1713,"$6,766.25 "
27811041,Synergy Cemented 14mm 71316014, C1713,"$6,766.25 "
27811042,Synergy Cemented 13mm 71316013, C1713,"$6,766.25 "
27811043,Synergy Cemented 12mm 71316012, C1713,"$6,766.25 "
27811044,Synergy Cemented 11mm 71316011, C1713,"$6,766.25 "
27811045,Synergy Cemented 10mm 71316010, C1713,"$6,766.25 "
27811046,Synergy Cemented 9mm 71316009, C1713,"$6,766.25 "
27811047,Synergy High NC 18hmm 71316118, C1713,"$9,504.00 "
27811048,Synergy High NC 17hmm 71316117, C1713,"$8,882.25 "
