IVNUM,IVDESC,IVCPTCD,IVPRICE1
 2200139,XR PELV/HPS INF/CHLD MIN 2V RT,73540RT,445.67
 2200140,XR ANKLE COMP MIN 3 VIEWS LT,73610LT,617.03
 2200141,XR ANKLE COMP MIN 3 VIEWS RT,73610RT,617.03
 2200142,XR OSCALCIS MIN 2 VIEWS,73650,339.07
 2200143,XR TOE(S) MIN 2 VIEWS LT,73660LT,339.07
 2200144,XR TOE(S) MIN 2 VIEWS RT,73660RT,339.07
 2200145,XR TOE(S) MIN 2 VIEWS-BIL,73660,506.9
 2200146,XR ABDOMEN SINGLE AP,74018,371.96
 2200147,XR X-RAY SERIES ABDOMEN,74022,629.37
 2200148,XR ABD COMP W/DEC &/OR ERCT,74020,632.02
 2200149,XR ESOPHAGUS,74220,358.35
 2200150,XR HIPS BIL MIN 2V W/PELVIS LT,73521LT,543.19
 2200151,XR HIPS BIL MIN 2V W/PELVIS RT,73521RT,543.19
 2200152,IMAGE BONE SURVEY AXIAL & APPENDICULAR,77075,550
 2200153,US RETROPERITONEAL COMP,76770,1496.88
 2200154,US CHEST,76604,1017.2
 2200155,US PREG UTERUS F/U OR REP,76816,1034.21
 2200156,FET PROFILE W/O NON ST TS,76819,437.73
 2200157,DUPLEX EXTRACRN ART,93882,1478.74
 2200158,DUPLEX EXT VEINS UNI,93971,1562.66
 2200159,US ABDOMEN COMPLETE,76700,1475.34
 2200160,DUP AOR IVC/ILIAC/VASC/BP,93978,2192.03
 2200161,EXTREMITY ANATOMIC LTM,76882,234.74
 2200162,LIMITED ECHO TRANSTHORACI,93308,1467.4
 2200163,US GUIDE VASCULAR ACCESS,76937,427.52
 2200164,ULTRASOUND PREG TRANSVAG,76817,771.12
 2200165,XR ABDOMEN LIMITED,76705,1109.06
 2200166,US RETROPERIT LTD (RENAL),76775,1261.01
 2200167,US RETROPERIT LTD (AORTA),76775,1261.01
 2200168,DUPLEX EXTRACRN ART BIL,93880,2261.2
 2200169,DUPLEX EXTRACRN ART,93882,1478.74
 2200170,EXTREMITY NON VASCULAR,76881,1426.58
 2200171,DUPLEX EXT VEINS COMP-BIL,93970,2292.95
 2200172,DUPLEX VENOUS LMT/UNILAT,93971,1562.66
 2200173,US SCROTUM AND CONTENTS,76870,1219.05
 2200174,US GUIDANCE NDL PLACEMENT,76942,2113.78
 2200175,PREG UTERUS COMP,76805,1645.44
 2200176,ULTRASOUND PREG <14WKS,76801,872.05
 2200177,US PELVIS (NON-OB) COMP,76856,1312.04
 2200178,US TRANSVAGINAL NON OB,76830,1288.23
 2200179,US PELVIS LTD OR F/U,76857,1028.54
 2200180,"EXTREMITY ARTERIAL, UNILA",93926,1850.69
 2200181,DUP SCAN LWR EXTREMITY,93925,2275.94
 2200182,SOFT TISSUE HEAD/NECK,76536,1069.37
 2200183,US PREG UTERUS LIMITED,76815,1021.74
 2200184,BREAST SONOGRAM,76645,1021.74
 2200185,DIAGNOSTIC ULTRASOUND-MIS,76999,1.08
 2200186,CT HEAD/BRAIN W/O CONTRAST,70450,2246.75
 2200187,CT HEAD/BRAIN W/CONTRAST,70460,2496.75
 2200188,CT HEAD/BRAIN W/O&W/CONTRAST,70470,3159.57
 2200189,CT ORBIT SELLA/POST FOSSA/EAR W/O CONTRA,70480,1851.08
 2200190,CT ORBIT/EAR/FOSSA W/CONTRAST,70481,2101.08
 2200191,CT ORBIT/EAR/FOSSA W/O CONTRAST,70482,1918.73
 2200192,CT MAXILLOFACIAL W/O CONTRAST,70486,2221.29
 2200193,CT MAXILLOFACIAL W/CONTRAST,70487,2471.29
 2200194,CT MAXILLOFACIAL W/O & W/CONTRAST,70488,2671.29
 2200195,CT SOFT TISSUE NECK W/O CONTRAST,70490,2375.16
 2200196,CT SOFT TISSUE NECK W/CONTRAST,70491,2625.16
 2200197,CT SFT TISSUE NCK W/O & W/CONTRAST,70492,2825.16
 2200198,CT ANGIOGRAPHY HEAD W/ CONTRAST/NON CONT,70496,5060.39
 2200199,CT ANGIOGRAPHY NECK W/& WO CONTRAST,70498,4439.12
 2200200,CT THORAX W/O CONTRAST,71250,2175.02
 2200201,CT THORAX W/CONTRAST,71260,2548.71
 2200202,CT THORAX W/O& W/ CONTRAST,71270,2748.71
 2200203,CT ANGIO CHEST W/& NON CONTRAST (AORTIC,71275,2902.72
 2200204,CT CERVICAL SPINE W/O CNTRAST,72125,2162.29
 2200205,CT CERVICAL SPINE W/ CONTRAST,72126,2412.29
 2200206,CT CERVICAL SPINE W/O&W/ CONTRAST,72127,2562.29
 2200207,CT THORACIC SPINE W/O CONTRAST,72128,2205.09
 2200208,CT THORACIC SPINE W/CONTRAST,72129,2455.09
 2200209,CT THORACIC SPINE W/ & W/O CONTRAST,72130,2655.09
 2200210,CT LUMBAR SPINE W/O CONTRAST,72131,2188.91
 2200211,CT LUMBAR SPINE W/ CONTRAST,72132,2436.48
 2200212,CT LUMBAR SPINE W/O & W/ CONTRAST,72133,2638.94
 2200213,CT ANGIOGRAPHY PELVIS W/ & W/O CONTRAST,72191,2416.56
 2200214,CT PELVIS W/O CONTRAST,72192,2197.01
 2200215,CT PELVIS W/ CONTRAST,72193,2701.42
 2200216,CT PELVIS W/ & W/O CONTRAST,72194,2951.42
 2200217,CT UPPER EXTREMITY W/O CONTRAST UNILAT L,73200LT,1948.26
 2200218,CT UPPER EXTREMITY W/O CONTRAST UNILAT R,73200RT,1948.26
 2200219,CT UPPER EXTR W/ CONTRAST UNILAT LT,73201LT,2198.26
 2200220,CT UPPER EXTR W/ CONTRAST UNILAT RT,73201RT,2198.26
 2200221,CT UPPER EXTREMITY W/ & W/O CONTRAST LT,73202LT,2398.62
 2200222,CT UPPER EXTREMITY W/ & W/O CONTRAST RT,73202RT,2398.62
 2200223,CT ANGIO UPPR EXR W/ & W/O CONTRAST,73206,2330.37
 2200224,CT ABDOMEN W/O CONTRAST,74150,2116.02
 2200225,CT ABDOMEN W/ CONTRAST,74160,2684.06
 2200226,CT ABDOMEN W/O & W/ CONTRAST,74170,2885.38
 2200227,CT ANGIO ABD&PELVIS W/ W/O CONTRAST,74174,3749.59
 2200228,CT ANGIO ABD W/ & W/O CONTRAST,74175,5619.18
 2200229,CT ABDOMEN & PLVS W/O CONTRAST,74176,3827.1
 2200230,CT ABDOMEN & PELVS W/ CONTRAST,74177,4034.19
 2200231,CT ABDN PELVS W/O CONTRAST 1/>BODY REGIO,74178,5670.08
 2200232,CT COLONOGRPHY DX IMAGE POSTPROCESS W/O,74261,2448.31
 2200233,CT COLONOGRPHY DX IMAG POST W/CONTRAST,74262,4044.98
 2200234,CT COLONOGRPHY SCREENING IMAGE,74263,3628.8
 2200235,CT ANGIO ABDL ARTERIES W/ CONTRAST & POS,75635,2702.57
 2200236,CT LIMITED FOLLOW-UP STUDY,76380,1106.79
 2200237,CT GUIDANCE FOR LOCALIZATION,77011,2807.79
 2200238,CT GUIDANCE NEEDLE BIOPSY,77012,2512.84
 2200239,CT GUIDANCE THERAPY GUIDE,77014,655.97
 2200240,CT BONE MINERL DENSITY AXIAL,77078,1024.01
 2200241,CT LOWER EXTREMITY W/O CONTRAST UNILAT L,73700LT,1960.99
 2200242,CT LOWER EXTREMITY W/O CONTRAST UNILAT R,73700RT,1960.99
 2200243,CT LOWER EXTREMITY W/ CONTRAST UNILAT LT,73701LT,2210.99
 2200244,CT LOWER EXTREMITY W/ CONTRAST UNILAT RT,73701RT,2210.99
 2200245,CT LOWER EXT W/O & W/  LT,73702LT,2410.99
 2200246,CT LOWER ETREM W/O & W/ CONTRAST RT,73702RT,2410.99
 2200247,CT ANGIO LOWR EXTR W/O W/CONTRAST LT,73706LT,1080.71
 2200248,CT ANGIO LOWR EXTR W/O W/CONTRAST RT,73706RT,1080.71
 2200249,CT HEART W/O DYE W/CA TEST,75571,2202.38
 2200250,CT HEART W/3D IMAGE,75572,2302.58
 2200251,CT HEART W/3D IMAGE CONGEN,75573,2302.05
 2200252,CT ANGIO HEART W/3D IMAGE,75574,2302.05
 2200253,CT GUIDE FOR TISSUE ABLATION,77013,1189.57
 2200254,CT 3D RNDR I&R MRI US/OTH X REQ POSTPCX,76376,944.63
 2200255,CT 3D RENDER W/INTRP POSTPROCESS,76377,979.78
 2200256,LDCT FOR LUNG CA SCREEN,G0297,273.3
 2200257,CT LOWER EXTREMITY W/O CONTRAST BILAT,73700,2410.99
 2200258,CT LOWER EXTREMITY W/ CONTRAST BILAT,73701,2660.99
 2200259,CT UPPER EXTREMITY W/O CONTRAST BILAT,73200,2298.26
 2200260,CT UPPER EXTR W/ CONTRAST BILAT,73201,2565.62
 2200261,CT SINUS COMPLETE W/O CONTRAST,70486,2221.29
 2250001,=>CANCEL RADIOLOGY ORDER<=,,0
 3000001,LIPASE,83690,115.67
 3000002,"BILIRUBIN, TOTAL",82247,58.97
 3000003,OSMOLALITY SERUM,83930,132.68
 3000004,ELECTROLYTE PANEL,80051,118.01
 3000005,OSMOLALITY URINE,83935,147.42
 3000006,"CRP, CARDIO HIGH SENSITIVITY",86141,155.36
 3000007,PROSTATIC ACID PHOSPHATAS,84066,125.88
 3000008,HEPATIC FUNCTION PANEL,80076,201.86
 3000009,COMPREHENSIVE METABOLIC PANEL,80053,281.24
 3000010,OBSTETRIC PANEL,80055,309.59
 3000011,"T3, TOTAL",84480,200.72
 3000012,"T4, TOTAL",84436,95.26
 3000013,BONE ALK PHOS,84075,142.89
 3000014,HEPATITIS PANEL ACUTE,80074,395.67
 3000015,BASIC METABOLIC PANEL,80048,212.06
 3000016,RENAL FUNCTION PANEL,80069,201.86
 3000017,"CULTURE, FUNGAL",87101,145.16
 3000018,C-REACTIVE PROTEIN,86140,75.98
 3000019,PSA MEDICARE SCREENING,G0103,131.55
 3000020,"CULTURE, EAR",87070,144.02
 3000021,"CULTURE, NASAL",87070,144.02
 3000022,"CULTURE, THROAT",87070,144.02
 3000023,PSA TOTAL,84153,212.06
 3000024,"CULTURE, URINE",87086,102.06
 3000025,"CULTURE, WOUND",87070,144.02
 3000026,DHT,82651,344.74
 3000027,ESTRONE,82679,298.25
 3000028,BLEEDING TIME,85002,77.12
 3000029,METHYLMALONIC ACID,83921,410.51
 3000031,ACETAMINOPHEN,80329,214.33
 3000032,PATERNITY DRAW EACH,99001,75.98
 3000034,VITAMIN B12,82607,204.12
 3000035,FERRITIN,82728,222.27
 3000036,PROGESTERONE,84144,224.54
 3000037,ESTRADIOL,82670,354.95
 3000038,LITHIUM,80178,122.48
 3000039,CKMB,82553,202.46
 3000040,CHLAMYDIA ONLY DNA PROBE,87491,241.55
 3000041,C-PEPTIDE,84681,273.3
 3000042,ANA,86038,176.91
 3000043,GONORRHEA ONLY DNA PROBE,87591,319.79
 3000044,"CULTURE, GENITAL",87070,144.02
 3000045,"CULTURE, SPUTUM",87070,144.02
 3000046,"CULTURE, STREP B",87081,83.92
 3000047,ACTH,82024,501.23
 3000048,ANCA,86021,326.6
 3000049,ANA,86038,570.41
 3000050,FOLIC ACID SERUM,82746,192.78
 3000051,HEPATITIS B CORE ANTIBODY,86704,161.03
 3000052,HEPATITIS B SURFACE ANTIBODY QUAL,86706,144.02
 3000053,C DIFF TOXINS A AND B,87324,144.02
 3000054,"CULTURE, VIRAL CYTOPATHIC ID",87252,273.3
 3000055,ROTAVIRUS,87425,151.96
 3000056,PROTEIN URINE RANDOM OR TIMED,84156,95.26
 3000057,LIPID PANEL,80061,184.85
 3000058,ADH,84588,418.45
 3000059,BNP,83880,362.88
 3000060,ARTERIAL PUNCTURE,36600,185.12
 3000061,D-DIMER,85379,173.51
 3000062,ENDOMYSIAL ANTIBODY,86255,204.12
 3000063,ALDOLASE,82085,161.03
 3000064,HEPATITIS C ANTIBODY,86803,181.44
 3000065,CYCLOSPORINE,80158,418.45
 3000066,"EBV, NUCLEAR ANTIGEN",86664,235.88
 3000067,ESTROGEN FRACTIONATED,82671,319.79
 3000069,ACE,82164,223.4
 3000070,H PYLORI,86677,202.99
 3000071,HEPATITIS C QUANT RNA,87522,46.5
 3000072,THYROID PEROXIDASE ANTIBODY,86376,196.19
 3000073,FIBRINOGEN,85384,115.67
 3000074,FLECANIDE,80299,291.44
 3000075,GIARDIA ANTIGEN,87329,165.57
 3000076,GLIADIN,83516,283.5
 3000077,HUMAN GROWTH HORMONE,83003,217.73
 3000078,ARSENIC,82175,527.31
 3000079,"H PYLORI IGG,IGA,IGM",86677,247.22
 3000080,HEPATITIS C QUANTITATIVE RNA,87522,781.33
 3000081,INSULIN,83525,144.02
 3000082,KEPPRA,80299,291.44
 3000083,LYMPOCYTE PANEL 5,86361,302.78
 3000084,"PSA, TOTAL",84153,250.62
 3000085,RENIN,84244,291.44
 3000086,RETICULIN,86255,204.12
 3000087,SHIGA TOXIN,87427,141.75
 3000088,"TESTOSTERONE, FREE",84402,305.05
 3000089,TOPIRAMATE,80201,289.17
 3000090,VANCOMYCIN,80202,314.68
 3000091,VITAMIN B1,84425,263.09
 3000092,VITAMIN B6,84207,378.76
 3000093,VITAMIN D 25 HYDROXY,82306,102.6
 3000094,INHIBIN A,86336,430.92
 3000095,IMMUNOASSAY QUANT NOS,83520,252.89
 3000096,"DRUG SCREEN, QUALITATIVE",80305,64.8
 3000097,SPECIMEN COLL-INSURANCE,99001,68.04
 3000098,T CELLS; TOTAL COUNT,86359,182.58
 3000099,"CD4 & CD8, ABSOLUTE COUNT",86360,257.42
 3000100,LYMPHOCYCLE SUBSET PANEL,,0
 3000101,"T3, FREE",84481,293.71
 3000102,"T4, FREE",84439,147.42
 3000103,CORTISOL TOTAL,82533,186.84
 3000104,ESTRIOL,82677,248.35
 3000105,LAMOTRIGINE,80175,159.66
 3000106,MYCOPHENOLIC ACID,80180,199.91
 3000107,PHENOBARBITAL,80184,235.88
 3000108,"PHENYTOIN, TOTAL",80185,192.78
 3000109,BEHAVIOR HEALTH DRUG SCREEN,80307,181.44
 3000111,ZONISAMIDE,80203,320.76
 3000112,HEROIN METABOLITE SCREEN,80356,190.95
 3000113,METHADONE SCREEN (NOT CONFIRMATION),80358,224.3
 3000115,ACETEST,82009,82.15
 3000116,"URINALYSIS, MANUAL W/O MICRO",81002,41.96
 3000117,CREATININE URINE,82570,88.46
 3000118,"URINALYSIS, MICROSCOPIC ONLY",81015,45.36
 3000119,"URINALYSIS, AUTO W/O MICRO",81003,54.38
 3000120,"URINE PREG TEST, VIS COL",81025,65.95
 3000121,SALICYLATE,80329,142.89
 3000122,"ALBUMIN, SERUM",82040,71.74
 3000123,ETHANOL BLOOD,80320,119.07
 3000124,LEGAL SPECIMEN COLLECTION,99001,75.98
 3000125,"EOSINOPHILS, NASAL SMEAR",89190,68.04
 3000126,IMMUNOGLOBULIN IGE ONLY,82785,174.64
 3000128,IMMUNOGLOBULIN IGA IGG IGM EACH,82784,140.62
 3000129,IMMUNIGLOBULIN M,82784,140.62
 3000131,METANEPHRINES FRAC URINE OR PLASMA,83835,340.2
 3000132,MICROALBUMIN,84156,80.52
 3000134,PTH INTACT CN TERMINAL,83970,528.45
 3000136,PREALBUMIN,84134,185.98
 3000137,PROLACTIN,84146,239.28
 3000138,PSA FREE,84154,290.31
 3000139,"TESTOSTERONE, TOTAL",84403,332.27
 3000140,THEOPHYLLINE,80198,212.06
 3000141,TRIGLYCERIDES,84478,63.51
 3000142,"T3, FREE",84481,293.71
 3000143,"VMA, URINE 24HR",84585,238.14
 3000144,VITAMIN E,84446,179.18
 3000145,VITAMIN D 1 25 DIHYDROXY,82652,332.27
 3000146,VITAMIN A,84590,212.06
 3000147,ZINC,84630,166.7
 3000148,LEAD,83655,168.97
 3000149,AMYLASE,82150,122.48
 3000150,VITAMIN C,82180,199.52
 3000151,"BILIRUBIN, NEONATAL",82247,58.97
 3000152,"BILIRUBIN, DIRECT",82248,58.97
 3000153,OCCULT BLOOD FIRST OR ONE SPECIMEN ONLY,82270,43.1
 3000154,CALCIUM TOTAL,82310,91.86
 3000155,CARBON DIOXIDE,82374,58.97
 3000156,CHLORIDE BLOOD,82435,58.97
 3000157,CHLORIDE URINE,82436,236.1
 3000158,CHOLESTEROL BLOOD,82465,58.97
 3000159,CK TOTAL,82550,94.13
 3000160,CREATININE BLOOD,82565,63.51
 3000161,CREATININE CLEARANCE,82575,192.05
 3000162,DIGOXIN,80162,208.25
 3000163,VALPROIC ACID,80164,177.02
 3000164,"DRUG SCREEN, DOT SELF PAY",99001,132.68
 3000165,"DRUG SCREEN, DOT/NDOT COLLECTION",99001,100.93
 3000166,IRON,83540,94.13
 3000167,IRON BINDING CAPACITY,83550,131.55
 3000168,FETAL FIBRONECTIN,82731,744.3
 3000169,BLOOD GAS PH ONLY,82800,108.76
 3000170,BLOOD GASES ARTERIAL,82803,315.84
 3000171,GLUCOSE BLOOD,82947,57.84
 3000172,FINGERSTICK GLUCOSE,82962,39.69
 3000173,GLUCOSE TOLERANCE 1 HR 50G,82950,66.91
 3000174,GLUCOSE TOLERANCE 3 HR 100G,82951,132.68
 3000175,GLUCOSE TOLERANCE 4TH AND 5TH SPECIMENS,82952,48.77
 3000176,GGT,82977,72.58
 3000177,ALDOSTERONE,82088,494.43
 3000178,"AMPHETAMINE CONFIRMATION, URINE",80324,157.63
 3000179,BARBITUATE CONFIRMATION,80345,153.09
 3000180,BENZODIAZEPINE CONFIRMATION,80346,170.1
 3000181,THC CONFIRMATION,82542,215.46
 3000182,COCAINE CONFIRMATION,80353,161.03
 3000183,PCP CONFIRMATION,83992,151.96
 3000184,OPIATES CONFIRMATION,80361,215.46
 3000185,STONE ANALYSIS,82360,161.03
 3000186,CARBAMAZEPINE,80156,202.99
 3000187,CARBON MONOXIDE,82375,433.85
 3000188,CEA,82378,234.86
 3000189,CATECHOLAMINES URINE,82382,201.86
 3000190,CATECHOLAMINES PLASMA,82383,331.13
 3000191,AMMONIA,82140,250.62
 3000192,DHEA S,82627,305.05
 3000193,ERYTHROPOIETIN,82668,300.51
 3000194,FSH,83001,226.8
 3000195,LH,83002,227.94
 3000196,GLYCATED HEMOGLOBIN,83036,134.95
 3000197,5 HIAA,83497,126.45
 3000198,HYDROXYPROGESTERONE,83498,102.6
 3000199,LDH,83615,72.58
 3000200,LDH ISOENZYMES,83625,130.41
 3000201,MYOGLOBIN,83874,179.18
 3000202,TROPONIN QUANTITATIVE,84484,162.17
 3000203,MAGNESIUM,83735,94.13
 3000204,MYELIN BASIC PROTEIN CSF,83873,207.9
 3000205,NEPHELOMETRY EACH ANALYTE,83883,137.57
 3000206,OLIGOCLONAL IMMUNE BANDS,83916,207.9
 3000207,PKU,84030,122.48
 3000208,"CULTURE, BLOOD",87040,146.29
 3000209,ALKALINE PHOSPHATASE,84075,58.97
 3000210,PHOSPHORUS,84100,85.05
 3000211,POTASSIUM SERUM,84132,63.51
 3000212,POTASSIUM URINE,84133,30.21
 3000213,PROTEIN,84155,58.97
 3000214,"SODIUM, SERUM",84295,58.97
 3000215,URINE VOLUME MEASUREMENT,81050,45.13
 3000216,"SODIUM, URINE",84300,30.21
 3000217,IGF-1,84305,211.36
 3000218,TSH,84443,201.86
 3000219,TSI,84445,437.73
 3000220,AST,84450,57.84
 3000221,ALT,84460,62.37
 3000222,THYROID BINDING RATIO (UPTAKE),84479,50.17
 3000223,"BUN (UREA NITROGEN), BLOOD",84520,57.84
 3000224,"URIC ACID, BLOOD",84550,83.92
 3000225,GENTAMICIN,80170,250.62
 3000226,HOMOCYSTEINE,83090,327.73
 3000227,"HCG, QUANTITATIVE",84702,222.27
 3000228,"HCG, QUAL URINE OR SERUM",84703,111.14
 3000229,HEMATOCRIT,85014,39.69
 3000230,HEMOGLOBIN,85018,39.69
 3000231,HEMOGRAM W/PLT,85027,58.97
 3000232,CBC W/AUTOMATED DIFF,85025,90.72
 3000233,"MANUAL DIFFERENTIAL, WBC",85007,100.93
 3000234,"RETIC COUNT, MANUAL",85044,58.97
 3000235,WBC COUNT,85048,40.83
 3000236,"PLATELET COUNT, AUTO",85049,54.44
 3000237,PT-PROTHROMBIN TIME,85610,63.51
 3000238,ESR,85651,55.57
 3000239,PTT,85730,88.46
 3000240,VENIPUNCTURE,36415,45.36
 3000241,COLD AGGLUTININ TITER,86157,115.67
 3000242,ANTISTREPTOLYSIN A,86060,56.16
 3000243,ASO TITER,86060,88.46
 3000244,"BB PHLEBOTOMY, THERAPEUTIC",99195,148.56
 3000245,DEOXYRIBONUCLEIC ACID ANTIBODY,86215,104.49
 3000246,"DNA, DOUBLE OR SINGLE STRANDED AB",86225,358.67
 3000247,ALPHA-FETOPROTEIN TUMOR MARKER,82105,240.41
 3000248,HEPATITIS B SURFACE ANTIGEN,87340,131.55
 3000249,MONONUCLEOSIS SCREEN,86308,73.71
 3000251,PSA TOTAL,84153,212.06
 3000252,RUBELLA ANTIBODY,86762,170.1
 3000253,INTRINSIC FACTOR ANTIBODIES,86340,136
 3000254,RHEUMATOID FACTOR,86430,77.12
 3000255,RPR,86592,73.71
 3000256,BARTONELLA  ANTIBODY,86611,261.84
 3000257,RICKETTSIA ANTIBODIES,86757,325.44
 3000258,"HLA TYPING, EACH ANTIGEN",86812,311.98
 3000259,HLA ANTIBODY TITER,86834,1026
 3000260,RSV RAPID,87807,137.22
 3000261,RUBEOLA MEASLES ANTIBODY,86765,185.98
 3000262,THRYOGLOBULIN ANTIBODY,86800,207.53
 3000263,VARICELLA ZOSTER ANTIBODY,86787,161.03
 3000264,"RAST, EACH ALLERGEN",86003,41.58
 3000265,CA125,86304,266.49
 3000266,CA15-3,86300,261.96
 3000267,CA19-9,86301,272.16
 3000268,COMPLETE C3,86160,199.59
 3000269,COMPLEMENT C4,86160,199.59
 3000270,COMPLEMENT TOTAL (50),86162,278.97
 3000271,CMV IGG AB,86644,176.91
 3000272,CMV IGM AB,86645,197.32
 3000273,"EPSTEIN BARR VIRUS, IGG ANTIBODY",86665,217.73
 3000274,"EPSTEIN BARR VIRUS, IGM ANTIBODY",86665,217.73
 3000275,TREPONEMA ANTIBODIES,86780,157.63
 3000276,HEPATITIS A TOTAL ANTIBODY,86708,158.76
 3000277,HEPATITIS A IGM ANTIBODY,86709,151.96
 3000278,HERPES SIMPLEX ANTIBODY TYPE 1,86695,178.04
 3000279,HERPES SIMPLEX ANTIBODY TYPE 2,86696,240.41
 3000280,"INFLUENZA A&B ANTIBODY, SERUM",86710,162.17
 3000282,INFLUENZA A&B RAPID SCREEN,87804,116.81
 3000284,"CRYSTAL ID, LIGHT MICROSCOPY",89060,146.29
 3000285,ORGANISM ID ANAEROBIC,87076,193.92
 3000286,"ORGAINSM ID PRESUMPTIVE, URINE",87088,86.19
 3000287,WET MOUNT,87210,54.44
 3000288,"CULTURE, CSF",87070,144.02
 3000289,"CULTURE, STOOL",87045,111.14
 3000290,"CULTURE, MISC",87070,144.02
 3000291,ORGANISM ID AEROBIC,87077,166.32
 3000292,"CULTURE, STREP A (FULL CULTURE)",87081,83.92
 3000293,"CULTURE, MYCOPLASMA",87109,248.16
 3000294,"CULTURE, VIRAL NON-CYTOPATHIC",87255,335.67
 3000295,ORGANISM ID IMMUNOLOGIC,87147,187.92
 3000296,OVA & PARASITES,87177,108.87
 3000297,CULTURE SUSCEPTIBILITIES,87186,94.13
 3000298,GRAM STAIN,87205,75.98
 3000299,WBC STOOL SMEAR,89055,113.4
 3000300,STREP RAPID SCREEN,87880,107.73
 3000301,ACID FAST STAIN,87206,88.46
 3000302,"ORGANISM ID, ANAEROBE",87076,94.13
 3000303,"CULTURE, ANAEROBE",87075,123.61
 3000304,"CRYPTOSPIRDIUM, EIA",87328,240.36
 3000306,HPV,87624,334.8
 3000307,HEPATITIS C GENOTYPE,87902,435
 3000308,PAP REVIEW BY PATHOLOGIST,88141,153.36
 3000309,"PAP, CYTOPATHOLOGY, MANUAL",88142,334.8
 3000310,"PAP, CYTOPATHOLOGY, AUTOMATED",88175,408.24
 3000311,"BIOPSY, PATHOLOGY LEVEL IV",88305,442.26
 3000312,"T3, REVERSE",84482,267.63
 3000313,"CELL COUNT W/O DIFF, BODY FLUID",89050,77.12
 3000314,"CELL COUNT W/DIFF, BODY FLUID",89051,96.39
 3000315,"SEMEN ANALYSIS, POST VASECTOMY",89321,127.01
 3000316,FECAL FAT,89125,181.44
 3000317,GLUCOSE REAGENT STRIP,82948,43.1
 3000318,CALCIUM IONIZED,82330,176.91
 3000320,CAPILLARY BLD COLLECTION,36416,43.1
 3000321,TACROLIMUS ASSAY,80197,254.53
 3000322,LACTATE,83605,137.22
 3000323,HIV 1&2 ANTIBODIES,86703,398.04
 3000325,"NICOTINE / OTHER ALKALOIDS, EACH",80323,195.05
 3000326,FACTOR V,81241,322.06
 3000327,"SS-A, SS-B, SM, RNP, EACH AB",86235,149.69
 3000328,CENTROMERE ANTIBODY,86038,136.08
 3000329,CANDIDA DNA DIR PROBE,87480,151.96
 3000330,GARDNER VAG DNA DIR PROBE,87510,151.96
 3000331,TRICHOMONAS DIRECT PROBE,87660,151.96
 3000332,BACTERIAL VAGINITIS PANEL,,0
 3000333,PROTEIN ELECTROPHORESIS SERUM,84165,128.15
 3000334,"IMMUNOFIXATION, SERUM",86334,293.71
 3000335,"LYME DISEASE, TOTAL ANTIBODY/REFLEX",86618,344.74
 3000336,QUANTIFERON,86480,595.35
 3000337,HEAVY METAL EACH QUANT,83018,153.09
 3000338,CD-57 NATURAL KILLER CELLS,88184,1114.73
 3000339,MUMPS ANTIBODIES,86735,185.98
 3000340,TOXOPLASMA ANTIBODIES,86777,153.09
 3000341,CARDIAC PANEL,,0
 3000342,QUAD PANEL,,0
 3000343,HISTOPLASMA ANTIBODY,86698,174.64
 3000344,LIPOPROTEIN BLOOD BY NMR,83704,138.35
 3000345,"APOLIPOPROTEIN, EACH",82172,138.35
 3000346,LIPOPROTEIN A,83695,138.35
 3000347,CARDIO IQ,,0
 3000348,GASTRIN,82941,106.6
 3000349,PSA FREE AND TOTAL,,0
 3000350,HEMOCHROMATOSIS (HFE GENE),81256,993.39
 3000351,QNATAL PANEL,81420,4524.66
 3000352,"CMV, DNA QUANT",87497,791.54
 3000353,HAPTOGLOBIN QUANTITATIVE,83010,92.99
 3000354,PROTEIN ELECTROPHORESIS URINE OR FLUIDS,84166,140.62
 3000355,CCP ANTIBODY,86200,204.12
 3000356,TRANSFERRIN,84466,87.32
 3000357,GONORRHEA AND CHLAMYDIA PROBE PANEL,,0
 3000358,CALCITONIN,82308,133.82
 3000359,FLUORESCENT ANTIBODY TITER,86256,199.59
 3000360,PROTEIN ELECTROPHORESIS URINE,,0
 3000361,MMR PANEL,,0
 3000362,HEMOGLOBIN CHROMOTOGRAPHY,83021,168.97
 3000363,RBC COUNT,85041,53.3
 3000364,HEMOGLOBIN ELECTROPHORESIS,,0
 3000365,HEPATITIS DO NOT USE,,0
 3000366,ALKALOIDS NOT OTHERWISE SPECIFIED,80323,180.31
 3000367,KOH SLIDE,87220,98.66
 3000368,RHEUMATOID ARTHRITIS PANEL,,0
 3000369,COPPER BLOOD OR URINE,82525,156.19
 3000370,CERULOPLASMIN,82390,37.8
 3000371,NUCLEIC ACID PROBE RNA DNA EACH ORGANISM,87798,818.64
 3000372,CELIAC DISEASE OANEL W/O GLIADIN,,0
 3000373,PATHO REVIEW OF PERIPHERAL SMEAR,85060,324
 3000374,C DIFF GDH ANTIGEN REFLEX TO TOXINS,87449,64.8
 3000375,C DIFFICILE GDH ANTIGEN PLUS TOXINS,,0
 3000376,RAST ALLERGY PANEL,,0
 3000377,MULTIPLE SCLEROSIS PANEL,,0
 3000378,ALDOSTERONE/PLASMA RENIN RATIO,,370.55
 3000379,HEROIN CONFIRMATION,,740.99
 3000380,HEPATITIS C FIBROSURE PANEL,,809.46
 3000381,SHIPPING FEE,,43.2
