Charge / Procedure Number,Billing Description,CDM Price
26100175,SCHEDULED PROC LEVEL 4,"4,611.60"
26100180,SCHEDULED PROC LEVEL 5,"5,737.50"
26100185,SCHEDULED PROC LEVEL 6,"6,750.00"
26100190,SCHEDULED PROC LEVEL 7,"8,437.50"
26100195,SCHEDULED PROC LEVEL 8,"10,800.00"
26100245,OP VISIT;EST-LEVEL 1,166.80
26100250,OP VISIT;EST-LEVEL 2,238.04
26100255,OP VISIT;EST-LEVEL 3,302.85
26100260,OP VISIT;EST-LEVEL 4,438.94
26100265,OP VISIT;EST-LEVEL 5,702.29
26100270,IMMUNIZATION ADMIN;ONE VACCINE,34.57
26100273,VFC-IMMUN ADMIN;ONE VAC-SL,27.44
26100275,IMMUNIZATION ADMIN;EA ADDL VAC,34.57
26100278,VFC-IMMUN ADMIN;EA ADDL-SL,27.44
26100280,ALLERGY INJ WO EXTRACT;SGL,190.20
26100285,"ALLERGY INJ, EXCL EXTR, =>2",190.20
26100310,TELEMED ORIG SITE FEE-GT95,157.95
26100315,TELEMEDICINE ORIG SITE-S&F,121.50
26100320,"BLADDER IRRIGATION, SIMPLE","1,194.33"
26100460,"TRIM DYSTROPHIC NAILS,ANY#",216.00
26101070,FETAL NON-STRESS TEST,834.85
26101100,"OXIMETRY, MULT DETERMINATION",244.05
26101115,"PREVENTIVE MED;EST, UNDER 1YR",404.13
26101116,PREV MED-25; UNDER 1YR,404.13
26101120,"PREVENTIVE MED;EST, 1-4 YR",442.48
26101121,PREV MED-25; 1-4 YR,442.48
26101125,"PREVENTIVE MED;EST, 5-11 YR",442.48
26101126,PREV MED-25; 5-11 YR,442.48
26101130,"PREVENTIVE MED;EST, 12-17 YR",501.47
26101131,PREV MED-25; 12-17 YR,501.47
26101135,"PREVENTIVE MED;EST, 18-39 YR",630.98
26101136,PREV MED-25; 18-39 YR,630.98
26101140,"PREVENTIVE MED;EST, 40-64 YR",689.36
26101141,PREV MED-25; 40-64 YR,689.36
26101145,"PREVENTIVE MED;EST, OVER 64 YR",782.90
26101146,PREV MED-25; OVER 64 YR,782.90
26101225,OP VISIT/PROC; LEVEL I,166.80
26101230,OP VISIT/PROC; LEVEL II,238.04
26101235,OP VISIT/PROC; LEVEL III,302.85
26101240,OP VISIT/PROC; LEVEL IV,438.94
26101245,OP VISIT/PROC; LEVEL V,702.29
26101270,INSERT NON-INDWELLING BLADDER,"1,074.88"
26101275,INSERT TEMP INDWELL CATH;SIMPL,"2,090.06"
26101311,IMMUN ADMIN NASAL/ORAL;1,34.57
26101316,IMMUN ADMIN NASAL/ORAL;EA ADDL,34.57
26101740,BLOOD DRAW IMPLANTED VAD,345.96
26101745,BLOOD DRAW PICC-NON-IMPLNT VAD,345.96
26101775,SMOKING/TOBACCO CESS;3-10M,116.85
26101780,SMOKING/TOBACCO CESS; +10M,233.70
26101805,CHG CYSTOSTOMY TUBE;SIMPLE,"1,513.59"
26101835,IV HYDRATION INITIAL 31M-1H,606.45
26101836,IV HYDRATION INITIAL 31M-1H-59,606.45
26101838,IV HYDRATION INITIAL 31M-1H-XU,606.45
26101840,IV HYDRATION EA ADDL HR,188.65
26101841,IV HYDRATION EA ADDL HR-59,188.65
26101843,IV HYDRATION EA ADDL HR-XU,188.65
26101845,IV DRUG INFUSION;1ST HR,606.45
26101846,IV DRUG INFUSION;1ST HR-59,606.45
26101847,IV DRUG INFUSION;1ST HR-KX,606.45
26101848,IV DRUG INFUSION;1ST HR-XU,606.45
26101850,IV DRUG INFUSION;EA ADDL HR,227.31
26101851,IV DRUG INFUSION;EA ADDL HR-59,227.31
26101853,IV DRUG INFUSION;EA ADDL HR-XU,227.31
26101855,IV SEQ NEW DRUG INFSN;1ST HR,337.99
26101856,IV SEQ NEW DRUG INFSN;1ST H-59,337.99
26101858,IV SEQ NEW DRUG INFSN;1ST H-XU,337.99
26101860,IV CONCURRENT DRUG INFUSION,196.51
26101861,IV CONCURRENT DRUG INFUSION-59,196.51
26101863,IV CONCURRENT DRUG INFUSION-XU,196.51
26101880,ADMIN INJ; IM SUBQ,124.62
26101881,ADMIN INJ; IM SUBQ-59,124.62
26101882,ADMIN INJ; IM SUBQ-KX,124.62
26101883,ADMIN INJ; IM SUBQ-XU,124.62
26101890,IV PUSH INIT,368.99
26101891,IV PUSH INIT-59,368.99
26101892,IV PUSH INIT-KX,368.99
26101893,IV PUSH INIT-XU,368.99
26101895,IV PUSH DIFF DRUG,314.55
26101896,IV PUSH DIFF DRUG-59,314.55
26101898,IV PUSH DIFF DRUG-XU,314.55
26101900,IV PUSH SAME DRUG,229.52
26101901,IV PUSH SAME DRUG-59,229.52
26101903,IV PUSH SAME DRUG-XU,229.52
26101910,INIT PM MEDICARE 1ST 12MO,782.90
26101911,INIT PM MEDICARE 1ST 12MO-25,782.90
26101915,PREV ECG 12 LEAD;TRACING ONLY,187.80
26101935,ED SERV CKD;INDIV SESSION/HR,"1,233.85"
26101940,ED SERV CKD;GROUP SESSION/HR,283.82
26101975,ANNUAL WELLNESS VISIT; INITIAL,"1,959.17"
26101980,ANNUAL WELLNESS VISIT; SUBSQ,"1,296.92"
26102090,WEIGHT MGMT CLASS PER SESSION,121.50
26102095,EXERCISE CLASS PER SESSION,121.50
26102100,NUTRITION CLASS PER SESSION,121.50
26102105,STRESS MGMT CLASS PER SESSION,121.50
26102110,DM MGMT-NON DSMT PROG-GROUP,54.00
26102115,DM MGMT-NON DSMT-NURSE VISIT,54.00
26102120,DM MGMT-NON DSMT-DIETITIAN,121.50
26102155,HOSP OP CLINIC VISIT,363.83
26102160,HOSP OP CLINIC VISIT-25,363.83
26102165,OP VISIT;LEVEL I MULT-27,166.80
26102170,OP VISIT;LEVEL II MULT-27,238.04
26102175,OP VISIT;LEVEL III MULT-27,302.85
26102180,OP VISIT;LEVEL IV MULT-27,438.94
26102185,OP VISIT;LEVEL V MULT-27,702.29
26102220,REM IMPACT CERUMEN IRR/LAV-LT,184.04
26102221,REM IMPACT CERUMEN IRR/LAV-RT,184.04
26102222,REM IMPACT CERUMEN IRR/LAV-50,276.06
26160,REMOVE TENDON SHEATH LESION,"3,762.95"
26200190,"OP BLOOD TRANS, UP TO 1 HR",717.64
26200195,"OP BLOOD TRANS, 0-2 HRS",956.86
26200200,"OP BLOOD TRANS, 0-4 HRS","1,076.46"
26200205,"OP BLOOD TRANS, 0-6 HRS","1,196.07"
26200210,"OP BLOOD TRANS, 0-8 HRS","1,744.77"
26200235,OP PROCEDURE LEVEL 1,729.00
26200240,OP PROCEDURE LEVEL 2,"1,404.00"
26200245,OP PROCEDURE LEVEL 3,"2,241.00"
26200250,OP PROCEDURE LEVEL 4,"4,611.85"
26200300,OP PROCEDURE LEVEL 5,"5,737.50"
26200305,OP PROCEDURE LEVEL 6,"6,750.00"
26200310,OP PROCEDURE LEVEL 7,"8,437.50"
26200315,OP PROCEDURE LEVEL 8,"10,800.00"
26201435,"OXIMETRY, MULT DETERMINATION",244.05
26201650,OBSERVATION PER HOUR,153.06
26201740,BLOOD DRAW IMPLANTED VAD,345.96
26201745,BLOOD DRAW PICC-NON-IMPLNT VAD,345.96
26201835,IV HYDRATION INITIAL 31M-1H,606.45
26201836,IV HYDRATION INITIAL 31M-1H-59,606.45
26201838,IV HYDRATION INITIAL 31M-1H-XU,606.45
26201840,IV HYDRATION EA ADDL HR,188.65
26201841,IV HYDRATION EA ADDL HR-59,188.65
26201843,IV HYDRATION EA ADDL HR-XU,188.65
26201845,IV DRUG INFUSION;1ST HR,606.45
26201846,IV DRUG INFUSION;1ST HR-59,606.45
26201847,IV DRUG INFUSION;1ST HR-KX,606.45
26201848,IV DRUG INFUSION;1ST HR-XU,606.45
26201850,IV DRUG INFUSION;EA ADDL HR,227.31
26201851,IV DRUG INFUSION;EA ADDL HR-59,227.31
26201853,IV DRUG INFUSION;EA ADDL HR-XU,227.31
26201855,IV SEQ NEW DRUG INFSN;1ST HR,337.99
26201856,IV SEQ NEW DRUG INFSN;1ST H-59,337.99
26201858,IV SEQ NEW DRUG INFSN;1ST H-XU,337.99
26201860,IV CONCURRENT DRUG INFUSION,196.51
26201861,IV CONCURRENT DRUG INFUSION-59,196.51
26201863,IV CONCURRENT DRUG INFUSION-XU,196.51
26201880,ADMIN INJ; IM SUBQ,124.62
26201881,ADMIN INJ; IM SUBQ-59,124.62
26201882,ADMIN INJ; IM SUBQ-KX,124.62
26201883,ADMIN INJ; IM SUBQ-XU,124.62
26201890,IV PUSH INIT,368.99
26201891,IV PUSH INIT-59,368.99
26201892,IV PUSH INIT-KX,368.99
26201893,IV PUSH INIT-XU,368.99
26201895,IV PUSH DIFF DRUG,314.55
26201896,IV PUSH DIFF DRUG-59,314.55
26201898,IV PUSH DIFF DRUG-XU,314.55
26201900,IV PUSH SAME DRUG,229.52
26201901,IV PUSH SAME DRUG-59,229.52
26201903,IV PUSH SAME DRUG-XU,229.52
26202240,MOD SED SAME PHYS;15M<5 YRS,81.00
26202245,MOD SED SAME PHYS;15M>5+ YRS,457.77
26202250,MOD SED SAME PHYS;EA ADD 15M,37.26
26350,REPAIR FINGER/HAND TENDON,"7,675.95"
26400110,CERV/VAG CA SCREEN;PELV&BREAST,315.36
26400111,CERV/VAG CA SCRN;PELV&BRST-25,315.36
26400115,PROSTATE CA SCRN;DIG RECTAL EX,98.55
26400460,"TRIM DYSTROPHIC NAILS,ANY#",71.28
26401030,INITIAL FOOT EXAM PTLOPS,484.87
26401035,FOLLOWUP EVAL OF FOOT PT LOP,240.46
26401040,ROUTINE FOOTCARE PT W LOPS,268.06
26401460,COLOREC CA SCRN; FLEX SIG,234.58
26401465,COLOREC SCRN;COLONSCPY HI RISK,802.22
26401466,COLOREC SCRN;COLONSCPY HI R-53,621.95
26401470,COLOREC SCRN;COLONSCPY,802.22
26401471,COLOREC SCRN;COLONSCPY-53,624.24
26401510,AUDIT/DAST BRIEF INTERV;15-30M,394.20
26401515,AUDIT/DAST INTERVENTION; 30+M,772.63
26401520,INIT PM MEDICARE 1ST 12MO,"1,419.12"
26401521,INIT PM MEDICARE 1ST 12MO-25,"1,419.12"
26401525,PREV ECG 12 LEAD;INTERP & REPT,94.61
26401695,ANNUAL ALCOHOL MISUSE SCRN 15M,106.43
26401700,BRIEF F2F COUNSEL ALC MIS 15M,268.06
26401705,ANNUAL DEPRSSN SCRN 15M,106.43
26401710,HI INTN F2F COUNSEL STD 30M,264.11
26401715,INTN F2F THERAPY CV RISK 15M,268.06
26401720,OBESITY F2F COUNSEL 15M,268.06
26402260,MOD SED SAME-GI ENDO;5+ 1ST15M,25.92
26402261,MOD SED SAME-GI ENDO;1ST15M-33,25.92
26402262,MOD SED SAME-GI ENDO;1ST15M-PT,25.92
26432,REPAIR FINGER TENDON,"3,485.41"
26600,TREAT METACARPAL FRACTURE,"1,671.40"
26605,TREAT METACARPAL FRACTURE,"2,172.82"
26641,TREAT THUMB DISLOCATION,"2,680.24"
26645,TREAT THUMB FRACTURE,"4,460.32"
26670,TREAT HAND DISLOCATION,"1,838.53"
26700,TREAT KNUCKLE DISLOCATION,"1,671.40"
26720,TREAT FINGER FRACTURE EACH,"1,253.56"
26725,TREAT FINGER FRACTURE EACH,"2,172.82"
26740,TREAT FINGER FRACTURE EACH,"1,848.02"
26742,TREAT FINGER FRACTURE EACH,"4,304.68"
26750,TREAT FINGER FRACTURE EACH,"1,253.56"
26755,TREAT FINGER FRACTURE EACH,"3,280.05"
26770,TREAT FINGER DISLOCATION,"2,876.50"
26775,TREAT FINGER DISLOCATION,"3,974.13"
26951,AMPUTATION OF FINGER/THUMB,"3,818.75"
27250,TREAT HIP DISLOCATION,"3,082.65"
27252,TREAT HIP DISLOCATION,"8,688.85"
27301,DRAIN THIGH/KNEE LESION,"4,472.94"
27372,REMOVAL OF FOREIGN BODY,"3,807.67"
27502,TREATMENT OF THIGH FRACTURE,"9,012.47"
27508,TREATMENT OF THIGH FRACTURE,"5,711.85"
27516,TREAT THIGH FX GROWTH PLATE,"5,366.28"
27517,TREAT THIGH FX GROWTH PLATE,"5,504.55"
27520,TREAT KNEECAP FRACTURE,"2,794.94"
27530,TREAT KNEE FRACTURE,"4,186.90"
27538,TREAT KNEE FRACTURE(S),"4,217.70"
27550,TREAT KNEE DISLOCATION,"1,998.95"
27560,TREAT KNEECAP DISLOCATION,"3,680.98"
27603,DRAIN LOWER LEG LESION,"3,370.74"
27613,BIOPSY LOWER LEG SOFT TISSUE,"2,982.24"
27750,TREATMENT OF TIBIA FRACTURE,"2,679.86"
27752,TREATMENT OF TIBIA FRACTURE,"4,126.37"
27760,CLTX MEDIAL ANKLE FX,"2,538.81"
27780,TREATMENT OF FIBULA FRACTURE,"1,939.38"
27781,TREATMENT OF FIBULA FRACTURE,"2,946.03"
27786,TREATMENT OF ANKLE FRACTURE,"3,388.00"
27788,TREATMENT OF ANKLE FRACTURE,"3,755.62"
27808,TREATMENT OF ANKLE FRACTURE,"2,538.81"
27810,TREATMENT OF ANKLE FRACTURE,"3,525.33"
27816,TREATMENT OF ANKLE FRACTURE,"2,280.19"
27824,TREAT LOWER LEG FRACTURE,"3,054.97"
27840,TREAT ANKLE DISLOCATION,"4,075.98"
28024,EXPLORATION OF TOE JOINT,"5,917.57"
28190,REMOVAL OF FOOT FOREIGN BODY,"3,172.51"
28192,REMOVAL OF FOOT FOREIGN BODY,"4,443.64"
28430,TREATMENT OF ANKLE FRACTURE,"2,670.74"
28450,TREAT MIDFOOT FRACTURE EACH,"2,314.62"
28470,TREAT METATARSAL FRACTURE,"2,136.59"
28490,TREAT BIG TOE FRACTURE,"1,201.82"
28510,TREATMENT OF TOE FRACTURE,"1,157.33"
28515,TREATMENT OF TOE FRACTURE,"1,619.95"
28630,TREAT TOE DISLOCATION,"1,628.45"
28660,TREAT TOE DISLOCATION,"1,004.72"
29065,APPLICATION OF LONG ARM CAST,753.95
29075,APPLICATION OF FOREARM CAST,582.60
29085,APPLY HAND/WRIST CAST,548.50
29086,APPLY FINGER CAST,409.10
29105,APPLY LONG ARM SPLINT,479.78
29125,APPLY FOREARM SPLINT,411.25
29126,APPLY FOREARM SPLINT,548.33
29130,APPLICATION OF FINGER SPLINT,274.15
29131,APPLICATION OF FINGER SPLINT,459.79
29280,STRAPPING OF HAND OR FINGER,196.88
29345,APPLICATION OF LONG LEG CAST,"1,106.37"
29405,APPLY SHORT LEG CAST,915.62
29425,APPLY SHORT LEG CAST,750.82
29505,APPLICATION LONG LEG SPLINT,763.03
29515,APPLICATION LOWER LEG SPLINT,495.97
29530,STRAPPING OF KNEE,343.68
29540,STRAPPING OF ANKLE AND/OR FT,247.26
29550,STRAPPING OF TOES,267.06
29580,APPLICATION OF PASTE BOOT,353.66
29700,REMOVAL/REVISION OF CAST,544.50
29705,REMOVAL/REVISION OF CAST,725.34
30300,REMOVE NASAL FOREIGN BODY,727.36
30600,REPAIR MOUTH/NOSE FISTULA,"5,084.15"
30801,ABLATE INF TURBINATE SUPERF,"2,288.95"
30901,CONTROL OF NOSEBLEED,636.66
30903,CONTROL OF NOSEBLEED,927.85
30905,CONTROL OF NOSEBLEED,"1,706.25"
30906,REPEAT CONTROL OF NOSEBLEED,"1,632.26"
31002,IRRIGATION SPHENOID SINUS,"1,418.63"
31231,NASAL ENDOSCOPY DX,"2,816.52"
31233,NASAL/SINUS ENDOSCOPY DX,"3,840.71"
31238,NASAL/SINUS ENDOSCOPY SURG,"2,687.50"
31500,INSERT EMERGENCY AIRWAY,"1,321.71"
31502,CHANGE OF WINDPIPE AIRWAY,897.46
31505,DIAGNOSTIC LARYNGOSCOPY,496.16
31511,REMOVE FOREIGN BODY LARYNX,"3,054.30"
31525,DX LARYNGOSCOPY EXCL NB,"1,507.54"
31530,LARYNGOSCOPY W/FB REMOVAL,"3,617.74"
31575,DIAGNOSTIC LARYNGOSCOPY,787.50
31622,DX BRONCHOSCOPE/WASH,"2,006.06"
32551,INSERTION OF CHEST TUBE,"2,006.27"
35206,REPAIR BLOOD VESSEL LESION,"13,238.15"
36000,PLACE NEEDLE IN VEIN,873.03
36140,INTRO NDL ICATH UPR/LXTR ART,"5,773.93"
36415,ROUTINE VENIPUNCTURE,68.82
36416,CAPILLARY BLOOD DRAW,65.38
36555,INSERT NON-TUNNEL CV CATH,"3,274.98"
36556,INSERT NON-TUNNEL CV CATH,"2,440.86"
36558,INSERT TUNNELED CV CATH,"7,192.55"
36569,INSERT PICC CATH,"2,584.59"
36600,WITHDRAWAL OF ARTERIAL BLOOD,359.48
36620,INSERTION CATHETER ARTERY,578.96
36680,INSERT NEEDLE BONE CAVITY,662.00
37195,THROMBOLYTIC THERAPY STROKE,"4,139.55"
40000012,STANDARD RM RATE-MED/SURG/GYN,"3,809.37"
40000013,STANDARD ROOM RATE-OB,"3,809.37"
40000014,STANDARD ROOM-PEDIATRIC 1,"3,809.37"
40000050,ISOLATION ROOM,"4,285.54"
40000051,"STD ROOM, INTERMEDIATE-PEDS","4,761.71"
40000052,"STD ROOM, INTERMEDIATE-M/S/G","4,761.71"
40000053,"STD ROOM, INTERMEDIATE-OB","4,761.71"
40000054,ISOLATION ROOM-INTERMEDIATE,"5,236.91"
40000075,MONITORED BED,"5,952.14"
40000145,SWING BED,"3,809.37"
40100015,NURSERY LEVEL 1,"1,350.00"
40100016,NURSERY LEVEL 2,"1,620.00"
40100017,NURSERY LEVEL 3,"2,430.00"
40100020,CIRCUMCISION CLAMP,"1,206.14"
40100025,"CIRCUMCISION,SURG;NEWBORN","3,064.08"
40800,DRAINAGE OF MOUTH LESION,902.99
40810,EXCISION OF MOUTH LESION,"1,389.20"
40812,EXCISE/REPAIR MOUTH LESION,"1,316.25"
41000001,LABOR LEVEL 1 (PER HR),153.06
41000002,LABOR LEVEL 2 (PER HR),191.32
41000003,LABOR LEVEL 3 (PER HR),239.14
41000005,LABOR LEVEL 4 (PER HR),298.93
41000015,OB CHECK,675.00
41100001,DELIVERY LEVEL 1,"6,715.49"
41100002,DELIVERY LEVEL 2,"7,252.73"
41100010,FIELD DELIVERY,"4,320.00"
41100015,VBAC DELIVERY LEVEL 1,"6,900.00"
41100020,VBAC DELIVERY LEVEL 2,"7,400.00"
41115,EXCISION OF TONGUE FOLD,"2,336.36"
41200003,FETAL NON STRESS TEST,834.85
41250,REPAIR TONGUE LACERATION,"2,466.76"
42000,DRAINAGE MOUTH ROOF LESION,954.39
42700,DRAINAGE OF TONSIL ABSCESS,"1,182.35"
42809,REMOVE PHARYNX FOREIGN BODY,"1,868.88"
43235,EGD DIAGNOSTIC BRUSH WASH,"3,279.13"
43239,EGD BIOPSY SINGLE/MULTIPLE,"2,554.41"
43752,NASAL/OROGASTRIC W/TUBE PLMT,669.71
43753,TX GASTRO INTUB W/ASP,374.13
43754,DX GASTR INTUB W/ASP SPEC,279.76
43760,CHANGE GASTROSTOMY TUBE,911.57
45005,DRAINAGE OF RECTAL ABSCESS,"2,221.74"
45200005,EGD;DIAGNOSTIC,"3,279.13"
45200045,COLONOSCOPY FLEX;DX,"3,068.81"
45200046,COLONOSCOPY FLEX;REM FB(S),"2,960.65"
45200047,COLONOSCOPY FLEX;BX(S),"3,375.68"
45200048,COLONOSCOPY FLEX;CNTRL BLEED,"3,291.48"
45200049,COLONOSCOPY FLEX;REM HOT BX(S),"4,347.48"
45200050,COLONOSCOPY FLEX;REM SNARE(S),"4,347.48"
45200068,COLONOSCOPY FLEX;BX(S)-52,"2,516.55"
45200069,COLONOSCOPY FLEX;CNTRL BLD-52,"2,516.55"
45200072,COLONOSCOPY FLEX;REM HOT BX-52,"2,516.55"
45200073,COLONOSCOPY FLEX;REM SNARE-52,"2,516.55"
45200074,COLONOSCOPY FLEX;REM FB(S)-52,"2,516.55"
45200705,COLONOSCOPY FLEX;SUBMUC INJ,"4,091.73"
45200706,COLONOSCOPY FLEX;SUBMUC INJ-52,"2,516.55"
45201135,COLOREC CA SCRN; FLEX SIG,"2,252.48"
45201140,COLOREC SCRN;COLONSCPY HI RISK,"3,068.81"
45201141,COLOREC SCRN;COLONSCPY HI R-74,"1,914.60"
45201145,COLOREC SCRN;COLONSCPY,"3,068.80"
45201146,COLOREC SCRN;COLONSCPY-74,"1,914.60"
45201300,COLONOSCOPY;W/BX SCRN->DX,"3,375.68"
45201301,COLONOSCOPY;W/BX SCRN->DX-33,"3,375.68"
45201310,COLONOSCOPY;HOT BX SCRN->DX,"4,347.48"
45201311,COLONOSCOPY;HOT BX SCRN->DX-33,"4,347.48"
45201315,COLONSCPY;SNARE SCRN->DX-PT,"4,347.48"
45201318,COLONSCPY;SNARE SCRN->DX-PT-33,"4,347.48"
45201515,EGD;INCOMPLETE-52,"2,012.47"
45201550,COLONOSCOPY;INCOMPLETE-74,"2,252.48"
45201635,COLONOSCOPY FLEX;ABLATE,"5,481.02"
45201636,COLONOSCOPY FLEX;ABLATE-52,"2,516.55"
45201660,UNLISTED PROC COLON,"5,561.88"
45201875,COLONOSCOPY FLEX;DX-PREV-33,"3,068.81"
45210034,COLONOSCOPY FLEX;REM FB(S)-59,"2,088.69"
45210035,COLONOSCOPY FLEX;BX(S)-59,"3,375.68"
45210036,COLONOSCOPY FLEX;CNTRL BLD-59,"3,291.48"
45210037,COLONOSCP FLEX;REM HOT BXS-59,"4,347.48"
45210038,COLONOSCOPY FLEX;REM SNARES-59,"4,347.48"
45210705,COLONOSCOPY FLEX;SUBMUC INJ-59,"4,091.73"
45210706,COLONOSCPY FLEX;SUBMUC INJ-2ND,"4,091.73"
45211270,COLONOSCOPY FLEX;DX-59,"3,068.81"
45211271,COLONOSCOPY FLEX;DX-2ND,"3,068.81"
45211291,EGD;DIAG-2ND,"3,279.13"
45211300,COLONOSCPY;W/BX SCRN->DX-PT59,"3,375.68"
45211301,COLONSCPY;W/BX SCRN->DX-PT-2ND,"3,375.68"
45211310,COLONSCP;HOT BX SCRN->DX-PT59,"4,347.48"
45211311,COLONSCP;HOT BX SCRN->DX-PT2ND,"4,347.48"
45211315,COLONSCPY;SNARE SCRN->DX-PT59,"4,347.48"
45211316,COLONSCPY;SNARE SCRN->DX-PT2ND,"4,347.48"
45211635,COLONOSCOPY FLEX;ABLATE-59,"5,481.02"
45211636,COLONOSCOPY FLEX;ABLATE-XU,"5,481.02"
45211637,COLONOSCOPY FLEX;ABLATE-2ND,"5,481.02"
45211660,UNLISTED PROC COLON-59,"2,780.94"
45211661,UNLISTED PROC COLON-XU,"2,780.94"
45211662,UNLISTED PROC COLON-2ND,"2,780.94"
45211931,COLONOSCOPY FLEX;REM FB(S)-2ND,"2,088.69"
45211932,COLONOSCOPY FLEX;BX(S)-2ND,"3,375.68"
45211933,COLONOSCOPY FLEX;CNTRL BLD-2ND,"3,291.48"
45211934,COLONOSCP FLEX;REM HOT BXS-2ND,"4,347.48"
45211935,COLONSCPY FLEX;REM SNARES-2ND,"4,347.48"
45330,DIAGNOSTIC SIGMOIDOSCOPY,"1,044.11"
45338,SIGMOIDOSCOPY W/TUMR REMOVE,"4,198.00"
45378,DIAGNOSTIC COLONOSCOPY,"3,068.81"
45380,COLONOSCOPY AND BIOPSY,"3,375.68"
45381,COLONOSCOPY SUBMUCOUS NJX,"4,091.73"
45382,COLONOSCOPY W/CONTROL BLEED,"3,291.48"
45384,COLONOSCOPY W/LESION REMOVAL,"4,347.48"
45385,COLONOSCOPY W/LESION REMOVAL,"4,347.48"
45900,REDUCTION OF RECTAL PROLAPSE,"1,050.02"
46040,INCISION OF RECTAL ABSCESS,"4,517.50"
46060,INCISION OF RECTAL ABSCESS,"7,590.33"
46083,INCISE EXTERNAL HEMORRHOID,"1,354.42"
46230,REMOVAL OF ANAL TAGS,"3,026.86"
46600,DIAGNOSTIC ANOSCOPY SPX,564.11
49020,DRAINAGE ABDOM ABSCESS OPEN,"10,751.58"
49460,FIX G/COLON TUBE W/DEVICE,"10,862.72"
50020,RENAL ABSCESS OPEN DRAIN,"13,088.74"
51102,DRAIN BL W/CATH INSERTION,"3,176.56"
51700,IRRIGATION OF BLADDER,"1,194.33"
51701,INSERT BLADDER CATHETER,"1,074.88"
51702,INSERT TEMP BLADDER CATH,"2,090.06"
51703,INSERT BLADDER CATH COMPLEX,"1,940.77"
51705,CHANGE OF BLADDER TUBE,"1,513.59"
51710,CHANGE OF BLADDER TUBE,"2,854.16"
51798,US URINE CAPACITY MEASURE,420.36
54100,BIOPSY OF PENIS,"1,179.54"
54150,CIRCUMCISION W/REGIONL BLOCK,"1,206.14"
54160,CIRCUMCISION NEONATE,"3,064.08"
54161,CIRCUM 28 DAYS OR OLDER,"3,809.37"
54220,TREATMENT OF PENIS LESION,"1,330.56"
54235,PENILE INJECTION,"1,007.61"
54450,PREPUTIAL STRETCHING,"1,048.83"
54700,DRAINAGE OF SCROTUM,"3,751.32"
56405,I & D OF VULVA/PERINEUM,"1,684.76"
56420,DRAINAGE OF GLAND ABSCESS,"1,853.24"
56501,DESTROY VULVA LESIONS SIM,802.69
56605,BIOPSY OF VULVA/PERINEUM,"1,305.69"
56606,BIOPSY OF VULVA/PERINEUM,758.15
56740,REMOVE VAGINA GLAND LESION,"4,380.38"
56820,EXAM OF VULVA W/SCOPE,"1,263.56"
57061,DESTROY VAG LESIONS SIMPLE,"2,897.16"
57135,REMOVE VAGINA LESION,"6,547.59"
57160,INSERT PESSARY/OTHER DEVICE,773.59
57420,EXAM OF VAGINA W/SCOPE,"1,188.80"
57421,EXAM/BIOPSY OF VAG W/SCOPE,"1,858.71"
57454,BX/CURETT OF CERVIX W/SCOPE,"2,703.94"
57455,BIOPSY OF CERVIX W/SCOPE,"1,186.67"
57456,ENDOCERV CURETTAGE W/SCOPE,"1,297.89"
57500,BIOPSY OF CERVIX,"1,458.85"
57505,ENDOCERVICAL CURETTAGE,777.50
57511,CRYOCAUTERY OF CERVIX,"1,580.44"
57720,REVISION OF CERVIX,"3,952.77"
58100,BIOPSY OF UTERUS LINING,956.29
58110,BX DONE W/COLPOSCOPY ADD-ON,539.45
58120,DILATION AND CURETTAGE,"2,697.24"
58300,INSERT INTRAUTERINE DEVICE,"1,111.37"
58301,REMOVE INTRAUTERINE DEVICE,889.09
59020,FETAL CONTRACT STRESS TEST,910.07
59025,FETAL NON-STRESS TEST,545.94
59130,TREAT ECTOPIC PREGNANCY,"8,486.09"
59160,D & C AFTER DELIVERY,"2,512.50"
59300,EPISIOTOMY OR VAGINAL REPAIR,"2,624.71"
59400,OBSTETRICAL CARE,"13,888.21"
59409,OBSTETRICAL CARE,"7,252.73"
59410,OBSTETRICAL CARE,"8,024.30"
59414,DELIVER PLACENTA,"1,574.64"
59426,ANTEPARTUM CARE ONLY,"5,863.91"
59430,CARE AFTER DELIVERY,771.57
59812,TREATMENT OF MISCARRIAGE,"2,796.72"
59820,CARE OF MISCARRIAGE,"3,251.19"
59855,ABORTION,"5,992.20"
60500485,ETONOGESTREL IMPLANT SYSTEM,"2,295.00"
60900016,GAUZE IMPREGNAT; TO 16 SQ. IN.,22.52
60900018,GAUZE IMPREGNAT; 17-48 SQ. IN.,25.27
60900020,GAUZE IMPREGNAT; 48 + SQ. IN.,38.16
60900028,HYDROCOLLOID DRSG: 16 SQ. IN.,55.02
60900030,HYDROCOLLOID DRSG:17-48 SQ IN,129.97
60900042,"GAUZE, NON-STER, TO 16 SQ. IN.",3.24
60900046,"SKIN SEALANT, PROTECTANT",40.50
60900054,HYDROCEL WOUND COVER TO 16IN2,51.06
60900058,WOUND SPECIALTY ABSORB PAD,20.97
60900090,FOAM DRSG <=16 SQ IN W/O BDR,63.18
60900092,FOAM DRG >16<=48 SQ IN W/O B,153.73
60900114,HYDROGEL DSG<=16 SQ IN,39.20
60900198,GAUZE STERILE PAD <=16IN2,3.24
60900204,COMPRESN STOCKNG BK 18-30 MMHG,297.00
