Department - Charge Category,Item Number - Charge ID,Description,Price
Pharmacy,00904-5922-61,digoxin 250 mcg (0.25 mg) Tab,8.45
Pharmacy,00039-0017-10,cefotaxime 500 mg Pow,35.5
Pharmacy,00409-3365-01,HYDROmorphone 2 mg/mL Sol,85
Pharmacy,51079-0878-01,acyclovir 800 mg Tab,17.8
Pharmacy,00085-1341-07,mometasone 220 mcg/inh AER,796.2
Pharmacy,390702,DT <7 YRS  390702,38
Pharmacy,68382-0024-10,atenolol 100 mg Tab,6
Pharmacy,00378-0182-10,propranolol 10 mg Tab,2.05
Pharmacy,00143-9927-01,ciprofloxacin 250 mg Tab,23
Pharmacy,60505-0247-01,mirtazapine 15 mg Tab,13.6
Pharmacy,57664-0370-88,oxyCODONE 10 mg Tab,3.15
Pharmacy,00409-7620-03,heparin flush 2 units/mL-NaCl 0.9% Sol,67.5
Pharmacy,51079-0923-20,carbidopa-levodopa 50 mg-200 mg Tab,8.75
Pharmacy,45802-0033-85,tolnaftate topical 1% Soln,23
Pharmacy,00338-0553-11,Sodium Chloride 0.9% Soln,70.4
Pharmacy,00574-4024-35,erythromycin ophthalmic 0.5% Oin,89.8
Pharmacy,61314-0355-02,tropicamide ophthalmic 1% Sol,238
Pharmacy,00187-0245-04,dihydroergotamine 94.45 Spray-Nasal,2266.8
Pharmacy,52959-0782-20,levofloxacin 750 mg Tab,109.8
Pharmacy,00378-0048-77,pioglitazone 15 mg Tab,35.05
Pharmacy,44206-0437-10,immune globulin intravenous 10% Sol,8007.5
Pharmacy,45802-0700-00,tacrolimus topical 0.1% Oin,1121.2
Pharmacy,51079-0774-20,paroxetine 20 mg Tab,13.65
Pharmacy,00409-4051-01,clindamycin 150 mg/mL Sol,52.3
Pharmacy,00054-3527-63,lithium 300 mg/5 mL Syr,1.8
Pharmacy,00186-1026-03,bupivacaine 0.75%-D8.25% preservative-free Sol,58.95
Pharmacy,63459-0396-02,bendamustine 90 mg/mL Sol,27824.4
Pharmacy,00699-3100-02,benzocaine topical 20% Spr,3.2
Pharmacy,10019-0045-02,famotidine 10 mg/mL Soln 2 mL,35.5
Pharmacy,68462-0110-60,topiramate 200 mg Tab,35.4
Pharmacy,00245-0144-01,amiodarone 100 mg Tab,83.6
Pharmacy,00093-7230-06,cilostazol 50 mg Tab,9.15
Pharmacy,00487-9601-30,budesonide 0.25 mg/2 mL Sus,29.75
Pharmacy,68682-0109-10,NIFEdipine 60 mg Tab,11.2
Pharmacy,63323-0342-25,cefoxitin 2 gm Injection,156.3
Pharmacy,00338-0049-02,Sodium Chloride 0.9% Soln,52.75
Pharmacy,00713-0503-06,hydrocortisone topical 25 mg Supp,5.35
Pharmacy,00781-1496-69,azithromycin 250 mg Tab,38.95
Pharmacy,00781-3010-95,ondansetron 2 mg/mL Sol,227.4
Pharmacy,00409-9093-32,fentanyl 50 mcg/mL Sol,85
Pharmacy,00781-3124-85,nafcillin 1 g Pow,95
Pharmacy,00904-6444-61,oxyCODONE 5 mg Tab,2.8
Pharmacy,10135-0516-01,bethanechol 10 mg Tab,1.05
Pharmacy,63323-0360-19,calcium gluconate 100 mg/mL Sol,116.6
Pharmacy,69536-0050-15,phenylephrine nasal 0.5% Spr,19
Pharmacy,AMBMED1258,PPD Inj 1mL,81
Pharmacy,50458-0396-60,galantamine 4 mg Tab,32.05
Pharmacy,00456-3210-63,memantine 10 mg Tab,36.95
Pharmacy,99999-9999-60,fentanyl-ropivacaine 2 mcg/mL-0.2% Soln-IV,137.6
Pharmacy,00904-5852-60,cetirizine 10 mg Tab,11.25
Pharmacy,00781-1635-01,isosorbide dinitrate 5 mg Tab,4.95
Pharmacy,00338-0519-03,"fat emulsion, intravenous 20% Emulsion",20
Pharmacy,64764-0119-07,colchicine 0.6 mg Tab,40.7
Pharmacy,45802-0046-35,gentamicin topical 0.1% Ointment,246.9
Pharmacy,63402-0306-30,lurasidone 60 mg Tab,244.7
Pharmacy,68094-0533-58,phenytoin 125 mg/5 mL Sus,6.3
Pharmacy,00527-1311-01,terbutaline 5 mg Tab,33.25
Pharmacy,57664-0242-88,carvedilol 3.125 mg Tab,10.6
Pharmacy,68084-0022-01,NIFEdipine 10 mg Cap,6.3
Pharmacy,11523-1159-01,oxymetazoline nasal 0.05% Spr,28.95
Pharmacy,16714-0642-02,cephalexin 500 mg Cap,6.9
Pharmacy,42023-0104-01,tuberculin purified protein derivative 5 tuberculin units/0.1 mL Sol,44.25
Pharmacy,50222-0260-06,calcipotriene topical 0.005% Cre,2510
Pharmacy,62584-0332-01,metFORMIN 850 mg Tab,6.05
Pharmacy,60505-0033-06,pentoxifylline 400 mg Tab,5.75
Pharmacy,00065-0644-35,tobramycin ophthalmic 0.3% Oin,1031.4
Pharmacy,00173-0720-20,fluticasone 220 mcg Aerosol,1743.1
Pharmacy,00409-4089-02,glucose 10% Soln,11.15
Pharmacy,00409-4091-01,manganese chloride 0.1 mg/mL Sol,39.8
Pharmacy,00904-5631-61,gabapentin 100 mg Cap,3.5
Pharmacy,AMBMED1061,Dextrose inj 25gm/50mL,20
Pharmacy,00641-6033-01,glycopyrrolate 0.2 mg/mL Soln-Inj,85
Pharmacy,00406-1170-01,naltrexone 50 mg Tab,21.4
Pharmacy,49884-0494-01,digoxin 250 mcg (0.25 mg) Tab,11.5
Pharmacy,51285-0523-02,disulfiram 250 mg Tab,45.25
Pharmacy,68850-0012-01,ethambutol 400 mg Tab,4.7
Pharmacy,68462-0104-30,fluconazole 200 mg Tab,72.05
Pharmacy,00409-3294-51,potassium acetate 2 mEq/mL Sol 50 mL,35.5
Pharmacy,00574-0823-01,caffeine citrate 20 mg/mL Sol,373
Pharmacy,00603-4654-02,montelukast 5 mg Tab,28.3
Pharmacy,50458-0255-01,haloperidol 5 mg/mL Sol,232.2
Pharmacy,59762-4538-09,medroxyPROGESTERone 150 mg/mL Sus,399.9
Pharmacy,10019-0163-05,phenylephrine 10 mg/mL Soln-Inj,68.35
Pharmacy,62856-0245-90,donepezil 5 mg Tab,92.1
Pharmacy,25021-0144-99,ampicillin-sulbactam 10 g-5 g Pow,566.6
Pharmacy,00941-0409-07,LVP solution Dextrose 1.5% with Electrolytes (Dianeal Low Calcium) Sol,209.7
Pharmacy,58160-0810-01,"diphtheria/tetanus/pertussis, acel (DTaP) 25 units-10 units-58 mcg/ Susp-Inj",117
Pharmacy,51079-0971-01,fluoxetine 20 mg Cap,13.35
Pharmacy,00472-0220-41,clotrimazole 1% Cream,60.05
Pharmacy,59310-0579-22,zzalbuterol 90 mcg/inh Aer,238.9
Pharmacy,00091-2489-23,verapamil 180 mg/24 hours Cap,20.9
Pharmacy,00054-3028-02,acetylcysteine 20% Soln,40.75
Pharmacy,00168-0277-40,clindamycin topical 2% Cre,553.9
Pharmacy,13668-0011-01,citalopram 40 mg Tab,13.9
Pharmacy,13668-0102-90,donepezil 5 mg Tab,38.95
Pharmacy,00009-0728-05,clindamycin 150 mg/mL Sol,270
Pharmacy,63323-0486-17,lidocaine 2% Sol,85
Pharmacy,00591-0407-01,lisinopril 10 mg Tab,4.95
Pharmacy,00000-0269-10,propofol 10 mg/mL Emulsion,50
Pharmacy,51079-0766-08,divalproex sodium 250 mg Tab,12.3
Pharmacy,51285-0146-19,levonorgestrel 1.5 mg Tab,195
Pharmacy,00406-0366-62,acetaminophen-HYDROcodone 325 mg-7.5 mg Tab,3.1
Pharmacy,00071-1014-68,pregabalin 75 mg Cap,40.95
Pharmacy,60505-0097-01,paroxetine 10 mg Tab,13.1
Pharmacy,AMBMED1049,clonazepam Tab 0.5mg,3.1
Pharmacy,00555-0791-02,amphetamine-dextroamphetamine 15 mg Cap-ER,30.7
Pharmacy,65862-0198-01,gabapentin 100 mg Cap,2.7
Pharmacy,00173-0682-20,albuterol CFC free 90 mcg/inh Aer,116.6
Pharmacy,50458-0590-50,risperiDONE 0.25 mg Tab,6.6
Pharmacy,66993-0896-30,acitretin 25 mg Cap,192.1
Pharmacy,00002-3229-30,atomoxetine 40 mg Cap,66.55
Pharmacy,25021-0213-50,PACLitaxel 6 mg/mL Sol,1107.5
Pharmacy,63323-0108-01,magnesium sulfate 10 mg/mL-D5% Sol,105.4
Pharmacy,55150-0121-50,piperacillin-tazobactam 4 g-0.5 g Pow,269
Pharmacy,00409-3299-05,sodium acetate 100  Soln,66.3
Pharmacy,00009-3382-01,clindamycin 900 mg/50 mL-D5% 900  Soln,71.3
Pharmacy,00904-5889-61,theophylline 300 mg Tab,3.45
Pharmacy,00169-1833-11,insulin regular 1000  Soln,751.6
Pharmacy,00338-0049-11,LVP solution Sodium Chloride 0.9% Sol,38.45
Pharmacy,68180-0118-07,levETIRAcetam 750 mg Tab,33.4
Pharmacy,00591-3592-60,dronabinol 5 mg Cap,61.35
Pharmacy,24208-0486-10,dorzolamide-timolol ophthalmic 2.23%-0.68% Sol,320.6
Pharmacy,00093-7386-98,venlafaxine 150 mg Cap,2.15
Pharmacy,00007-3236-11,fondaparinux 10  Soln,667.5
Pharmacy,42858-0301-01,HYDROmorphone 2 mg Tab,2.15
Pharmacy,00074-1151-70,heparin flush 10 units/mL Sol,85
Pharmacy,50383-0781-05,lidocaine topical 2% Gel,3.9
Pharmacy,00591-2464-01,desmopressin 0.1 mg Tab,26.45
Pharmacy,00187-0731-30,buPROPion 300 mg/24 hours Tab,322.4
Pharmacy,00378-1458-01,estradiol 2 mg Tab,2.75
Pharmacy,25021-0132-82,levofloxacin 500 mg/100 mL Sol,137
Pharmacy,65162-0033-11,acetaminophen-codeine 300 mg-30 mg Tab,4
Pharmacy,13668-0011-05,citalopram 40 mg Tab,13.25
Pharmacy,68084-0609-01,clopidogrel 75 mg Tab,34.1
Pharmacy,69452-0209-20,niMODipine 30 mg Cap,92.1
Pharmacy,99999-0064-20,magnesium sulfate 10 gm in D5 250 mL Soln-IV,72.8
Pharmacy,68462-0103-40,fluconazole 150 mg Tab,70.05
Pharmacy,63739-0888-10,PARoxetine 10 mg Tab,3.65
Pharmacy,10135-0579-01,terbutaline 2.5 mg Tab,68.65
Pharmacy,00186-0137-01,lidocaine 0.5% 0  Soln,85
Pharmacy,63739-0544-10,spironolactone 25 mg Tab,2.15
Pharmacy,57237-0139-01,torsemide 10 mg Tab,3.6
Pharmacy,00378-0144-91,tamoxifen 10 mg Tab,9.5
Pharmacy,00378-0473-01,divalproex sodium 500 mg Tab,20.4
Pharmacy,50458-0308-11,risperiDONE 50 mg/2 weeks PWD,3472.6
Pharmacy,00409-0009-01,leucovorin 500 mg Soln-Inj,102.6
Pharmacy,70594-0026-02,"bacitracin 50,000 unit(s) Powder-Inj",146
Pharmacy,00186-0110-01,lidocaine 1% Sol,85
Pharmacy,00378-0435-01,buPROPion 100 mg Tab,5.4
Pharmacy,00378-2457-01,lorazepam 1 mg Tab,4.45
Pharmacy,00603-5686-20,risperidone 2 mg Tab,38.1
Pharmacy,63323-0568-87,enoxaparin 40 mg/0.4 mL Sol,129.4
Pharmacy,65862-0006-05,citalopram 20 mg Tab,12.45
Pharmacy,00065-0275-10,brinzolamide ophthalmic 1% Sus,1456.3
Pharmacy,42937-0701-10,phenazopyridine 100 mg Tab,5.75
Pharmacy,00904-6344-40,metFORMIN 850 mg Tab,5.7
Pharmacy,50111-0917-01,torsemide 20 mg Tab,4.2
Pharmacy,60432-0608-16,promethazine 600  Syrup,110.2
Pharmacy,00409-9045-17,"bupivacaine-epinephrine 0.5%-1:200,000 preservative-free Sol",43.6
Pharmacy,71740-0112-30,potassium iodide 1 g/mL Sol,59
Pharmacy,59762-0155-01,atorvastatin 10 mg Tab,1.3
Pharmacy,58160-0823-11,"zoster vaccine, inactivated adjuvanted Pow",863
Pharmacy,00186-1035-01,bupivacaine 0.5% Sol,122.8
Pharmacy,60977-0112-02,lorazepam 2 mg/mL Sol,504.8
Pharmacy,63323-0165-30,dexamethasone 4 mg/mL Sol,35.5
Pharmacy,00039-0078-10,pentoxifylline 400 mg Tab,6.85
Pharmacy,00121-4776-10,megestrol 40 mg/mL Sus,22.65
Pharmacy,00781-3220-95,rocuronium 10 mg/mL Sol,196.4
Pharmacy,62756-0513-44,levetiracetam 100 mg/mL Sol,394.6
Pharmacy,00472-0163-15,nystatin topical 100000 units/g Cre,87.6
Pharmacy,00603-5769-21,sotalol 80 mg Tab,12.85
Pharmacy,57664-0273-08,clonazepam 0.5 mg Tab,3.75
Pharmacy,00000-2267-04,labetalol 5 mg/mL Soln-Inj,85
Pharmacy,57664-0104-88,bethanechol 10 mg Tab,6.7
Pharmacy,65597-0103-90,olmesartan 20 mg Tab,41.9
Pharmacy,00406-8330-01,morphine 30 mg Tab,15.9
Pharmacy,00013-1114-10,tranexamic acid 1000  Soln,428.8
Pharmacy,00713-0166-06,caffeine-ergotamine 100 mg-2 mg Supp,70.85
Pharmacy,00310-6100-90,saxagliptin 2.5 mg Tab,70.05
Pharmacy,70501-0092-00,coal tar topical 0.5% Sha,47.2
Pharmacy,29033-0003-05,sucralfate 1 g Tab,3.55
Pharmacy,00904-1453-61,metronidazole 250 mg Tab,2.9
Pharmacy,00093-7202-10,pravastatin 40 mg Tab,24
Pharmacy,49884-0581-94,rizatriptan 10 mg Tab,166.3
Pharmacy,52343-0031-99,gabapentin 300 mg Cap,6.65
Pharmacy,00054-0021-25,lithium 300 mg Tab-ER,2.35
Pharmacy,00555-0252-02,dipyridamole 25 mg Tab,5.35
Pharmacy,00378-0344-93,ondansetron 8 mg Tab,206.3
Pharmacy,00054-8175-25,dexamethasone 4 mg Tab,6.05
Pharmacy,55390-0251-01,mitomycin 5 mg REC Injection,589.5
Pharmacy,63323-0185-20,sterile water - Sol,101.9
Pharmacy,00517-3065-01,morrhuate sodium 1500  Soln,415.7
Pharmacy,55390-0070-01,vinorelbine 10 mg/mL Sol,1208.3
Pharmacy,55513-0546-10,filgrastim 480  Soln,2321
Pharmacy,10139-0905-02,cosyntropin 0.25 mg Pow,616.6
Pharmacy,00093-0264-30,fluocinonide topical 0.05% Oin,601.4
Pharmacy,51079-0848-20,digoxin 250 mcg (0.25 mg) Tab,2
Pharmacy,00054-3026-02,acetylcysteine 20% Sol,65.25
Pharmacy,50268-0060-15,acyclovir 200 mg Cap,12.8
Pharmacy,00143-1172-01,captopril 25 mg Tab,8.35
Pharmacy,00378-5305-05,zolpidem 5 mg Tab,23.1
Pharmacy,00206-8860-01,piperacillin-tazobactam 2 g-0.25 g/50 mL Soln,184
Pharmacy,68084-0843-01,carvedilol 3.125 mg Tab,9.75
Pharmacy,AMBMED1265,lorazepam Tab 1 mg,3.2
Pharmacy,00641-6060-10,midazolam 5 mg/mL Sol,91.7
Pharmacy,17478-0151-42,rifampin 600 mg Pow,969.3
Pharmacy,66993-0478-60,lamiVUDine 100 mg Tab,80.5
Pharmacy,00378-5211-93,omeprazole 10 mg Cap,18.5
Pharmacy,51079-0087-01,mirtazapine 30 mg Tab,14
Pharmacy,00069-0076-01,PACLitaxel 6 mg/mL Sol,383.5
Pharmacy,00409-9094-41,fentaNYL 50 mcg/mL Sol,212.2
Pharmacy,55289-0019-30,amoxicillin 250 mg Cap,4.6
Pharmacy,29033-0013-01,piroxicam 20 mg Cap,22.45
Pharmacy,53489-0120-05,doxycycline hyclate 100 mg Tab,30.75
Pharmacy,00430-0783-27,mesalamine 800 mg Tab,42.8
Pharmacy,00069-3140-19,azithromycin 200 mg/5 mL Pow,741.4
Pharmacy,00591-3331-19,buPROPion 150 mg/24 hours Tab,26.1
Pharmacy,60429-0121-30,venlafaxine 37.5 mg Cap,1.95
Pharmacy,72140-0031-47,"emollients, topical - Oin",91.7
Pharmacy,00228-3004-11,clonazepam 1 mg Tab,4.3
Pharmacy,00641-6117-10,ampicillin-sulbactam 2 g-1 g Pow,85.65
Pharmacy,00000-0590-10,docusate 10 mg/mL Soln-Oral,1.25
Pharmacy,00603-9171-54,griseofulvin microcrystalline 125 mg/5 mL Sus,2.6
Pharmacy,39822-1201-01,neomycin-polymyxin B sulfate topical 40 mg-200000 units/mL Sol,151.8
Pharmacy,00703-8510-23,enoxaparin 150 mg/mL Sol,284.1
Pharmacy,58160-0812-01,"diphtheria/pertussis,acel/tetanus/polio - Susp-Inj",392.8
Pharmacy,24208-0277-15,"sodium chloride, hypertonic, ophthalmic 5% Sol",96
Pharmacy,00378-1150-01,busPIRone 10 mg Tab,6.75
Pharmacy,00113-0873-05,nicotine 4 mg Loz,2.5
Pharmacy,00002-7190-01,olaratumab 10 mg/mL Sol,6472.5
Pharmacy,68084-0854-01,carvedilol 6.25 mg Tab,9.75
Pharmacy,63739-0670-10,lamoTRIgine 25 mg Tab,1.25
Pharmacy,00456-0672-99,flunisolide 250 mcg Aerosol,465.7
Pharmacy,65162-0361-10,folic acid 1 mg Tab,1.7
Pharmacy,68094-0599-59,nystatin 500000  Susp,10.6
Pharmacy,13811-0678-30,leflunomide 20 mg Tab,32.95
Pharmacy,00069-1520-68,amLODIPine 2.5 mg Tab,34.9
Pharmacy,67457-0397-99,raNITIdine 25 mg/mL Sol,157.9
Pharmacy,00409-1463-01,nalbuphine 10  Soln,18.6
Pharmacy,00173-0383-54,ranitidine 15 mg/mL Syr,3.9
Pharmacy,51079-0541-20,prochlorperazine 5 mg Tab,3.1
Pharmacy,00074-6624-90,levothyroxine 100 mcg (0.1 mg) Tab,5.95
Pharmacy,00597-0040-37,telmisartan 40 mg Tab,37.05
Pharmacy,00517-2900-25,sodium chloride 23.4% Sol,48.65
Pharmacy,51079-0982-20,lisinopril 10 mg Tab,4.75
Pharmacy,60505-0166-01,fluvoxamine 100 mg Tab,13.25
Pharmacy,17478-0762-06,dronabinol 5 mg Cap,61.3
Pharmacy,50242-0917-01,atezolizumab 1200 mg/20 mL Sol,63955.4
Pharmacy,68727-0200-02,fomepizole 1 g/mL Sol,11114.3
Pharmacy,51079-0686-20,simvastatin 10 mg Tab,13.95
Pharmacy,00056-0168-70,warfarin 4 mg Tab,13
Pharmacy,50111-0456-02,oxybutynin 5 mg Tab,3.9
Pharmacy,63323-0468-37,"bupivacaine-epinephrine 0.25%-1:200,000 preservat Soln-Inj",100.6
Pharmacy,53746-0178-01,metFORMIN 500 mg Tab,3.75
Pharmacy,68682-0998-98,dilTIAZem 300 mg/24 hours Cap,10.35
Pharmacy,00536-5895-88,nicotine 14 mg/24 hr Fil,10.75
Pharmacy,58914-0501-56,mesalamine 1000 mg Supp,176.2
Pharmacy,00904-6300-61,carvedilol 3.125 mg Tab,10.55
Pharmacy,50268-0597-15,NIFEdipine 30 mg Tab,6.6
Pharmacy,60429-0651-01,carbidopa-levodopa 25 mg-100 mg Tab,1.15
Pharmacy,60429-0197-01,verapamil 120 mg/12 hours ER Tab,1.9
Pharmacy,55390-0162-10,octreotide 500 mcg/mL 1 mL Inj Sol,230.3
Pharmacy,00517-0375-05,indigo carmine 8 mg/mL Soln-Inj,1044.7
Pharmacy,00115-1040-01,promethazine 12.5 mg Tab,2.45
Pharmacy,00574-0412-05,polyethylene glycol 3350 - Pow,203.8
Pharmacy,17478-0792-25,lidocaine ophthalmic 3.5% Gel,132.8
Pharmacy,43547-0349-09,PARoxetine 30 mg Tab,14.2
Pharmacy,00409-1283-05,HYDROmorphone 0.5 mg/0.5 mL Sol,85
Pharmacy,42865-0101-02,"pancrelipase 55,000 units-10,000 units-34,000 units Cap",10.95
Pharmacy,00093-0311-05,loperamide 2 mg Cap,6.7
Pharmacy,00173-0661-01,abacavir 300 mg Tab,51.3
Pharmacy,60505-3111-00,OLANZapine 5 mg Tab,66.1
Pharmacy,63323-0473-02,bupivacaine 0.75% Soln,58.95
Pharmacy,25021-0403-01,heparin 10000 units/mL Sol,97.4
Pharmacy,50383-0637-50,multivitamin with fluoride Liquid,1.2
Pharmacy,55513-0530-10,filgrastim 300  Soln,1859.6
Pharmacy,51672-5297-01,promethazine 25 mg Sup,88.6
Pharmacy,51079-0983-01,lisinopril 20 mg Tab,5.1
Pharmacy,68462-0347-37,oxyCODONE 20 mg/mL Con,61.7
Pharmacy,25021-0121-20,cefepime 1 g Pow,81.75
Pharmacy,04351-0797-10,"spacer, chamber - Device",27.1
Pharmacy,00641-0928-21,promethazine 25 mg/mL Sol,35.5
Pharmacy,59762-0158-02,atorvastatin 80 mg Tab,1.85
Pharmacy,71019-0175-13,lidocaine-sodium bicarbonate 1%-8.4% Soln-Inj,20.05
Pharmacy,64011-0247-02,HYDROXYprogesterone 250 mg/mL Sol,3170
Pharmacy,59011-0410-10,oxyCODONE 10 mg Tab,20.1
Pharmacy,00781-6136-94,penicillin G potassium 20000000 units Pow,1137.4
Pharmacy,52544-0275-36,levonorgestrel 0.75 mg Tab,91.4
Pharmacy,68462-0394-29,ethinyl estradiol-norethindrone 35 mcg-1 mg Tab,155.2
Pharmacy,00832-0511-00,bethanechol 10 mg Tab,10.05
Pharmacy,00378-6060-01,diltiazem 60 mg Cap-ER,15.9
Pharmacy,13811-0714-90,venlafaxine 150 mg Tab,37.7
Pharmacy,49281-0623-15,"influenza virus vaccine quadrivalent, inactivated quadrivalent Susp-Inj",324.7
Pharmacy,00000-0330-05,phenobarbital 20 mg /5 mL Soln-Oral,5.3
Pharmacy,17478-0902-10,eptifibatide 2 mg/mL Sol,1329.8
Pharmacy,10702-0056-01,oxycodone 10 mg Tab,3.15
Pharmacy,00126-0035-16,chlorhexidine gluconate 0.12 % Soln-Oral Top,43.8
Pharmacy,42865-0302-02,"pancrelipase 15,000 units-51,000 units-82,000 units Cap-DR",22.05
Pharmacy,00008-0844-01,pantoprazole 40 mg Granule,26.15
Pharmacy,00378-2512-78,capecitabine 500 mg Tab,195.4
Pharmacy,24208-0535-35,ganciclovir ophthalmic 0.15% Gel,1422.5
Pharmacy,52544-0977-01,multivitamin Vitamin B Complex with C and Folic Acid Tab,2.35
Pharmacy,76282-0239-10,amLODIPine 10 mg Tab,11.9
Pharmacy,55390-0132-10,cytarabine 500 mg REC Injection,109.4
Pharmacy,00472-0166-30,nystatin topical 100000 units/g Oin,131.3
Pharmacy,00641-6078-25,ondansetron 2 mg/mL Sol,85
Pharmacy,00052-0450-15,rocuronium 10 mg/mL Sol,240.3
Pharmacy,60429-0279-01,labetalol 300 mg Tab,4.25
Pharmacy,63323-0304-74,piperacillin-tazobactam 36 g-4.5 g Pow,1248.4
Pharmacy,63323-0490-89,lidocaine 4% Soln,116
Pharmacy,00409-7295-01,potassium phosphate 45  Soln,169.7
Pharmacy,00409-2122-02,enalapril 1.25 mg/mL Sol,87.8
Pharmacy,00703-9032-03,amikacin 250 mg/mL Sol,139.7
Pharmacy,00000-5002-04,phenytoin 125 mg / 5 mL Susp,3.9
Pharmacy,AMBMED1107,HCTZ Cap 12.5mg,1.7
Pharmacy,63323-0492-27,lidocaine 1% diluent 1 % Soln-Inj,12.25
Pharmacy,AMBMED1213,zolpidem Tab 10mg,17.9
Pharmacy,52343-0022-90,simvastatin 10 mg Tab,14.05
Pharmacy,24208-0615-77,acetic acid-aluminum acetate 2%-0.79% Soln,342
Pharmacy,00409-2347-33,DOBUTamine 2 mg/mL-D5% Sol,187.6
Pharmacy,65862-0209-01,minocycline 50 mg Cap,8.5
Pharmacy,63323-0507-25,meropenem 500 mg Pow,125.9
Pharmacy,00186-1088-39,metoprolol 25 mg Tab-ER,7.2
Pharmacy,57962-0140-09,ibrutinib 140 mg Cap,471.8
Pharmacy,65862-0051-90,simvastatin 10 mg Tab,14.1
Pharmacy,49348-0818-44,loratadine 10 mg Tab,1.85
Pharmacy,24338-0700-10,acetylcysteine 500 mg Tab,21.7
Pharmacy,00781-6139-54,amoxicillin-clavulanate 600 mg-42.9 mg/5 mL Pow,3.35
Pharmacy,68094-0750-62,diazePAM 5 mg/5 mL Sol,23
Pharmacy,00000-0170-10,sucralfate 1 gm / 10 mL Susp-Oral,8.95
Pharmacy,00093-2929-01,cyproheptadine 4 mg Tab,2.15
Pharmacy,00378-6380-01,verapamil 180 mg/24 hours Cap,10.1
Pharmacy,63304-0709-01,ciprofloxacin 250 mg Tab,23
Pharmacy,00378-1620-01,dicyclomine 20 mg Tab,1.8
Pharmacy,63739-0572-10,simvastatin 20 mg Tab,1.05
Pharmacy,00224-1801-84,psyllium 6 g Pow,1.9
Pharmacy,54162-0725-12,vitamin E 15 intl units/0.3 mL Sol,126.5
Pharmacy,00378-5613-12,levETIRAcetam 250 mg Tab,14.4
Pharmacy,52343-0119-50,levofloxacin 250 mg Tab,84.05
Pharmacy,51079-0542-20,prochlorperazine 10 mg Tab,4.9
Pharmacy,49348-0527-20,sodium biphosphate-sodium phosphate 7 g-19 g Ene,4.95
Pharmacy,00088-1208-76,dolasetron 40  Soln,97.7
Pharmacy,55513-0956-01,panitumumab 20 mg/mL Sol,33250
Pharmacy,00065-0260-25,travoprost 0.004% Soln,795.1
Pharmacy,00781-1407-97,hydroxychloroquine 200 mg Tab,20.45
Pharmacy,76282-0046-30,ARIPiprazole 10 mg Tab,160
Pharmacy,24477-0312-01,niCARdipine 20 mg / 200 mL Soln-IV,958.1
Pharmacy,63323-0485-57,lidocaine 1% Sol,105.3
Pharmacy,68382-0765-05,clarithromycin 250 mg/5 mL Pow,253.2
Pharmacy,00003-4215-11,saxagliptin 5 mg Tab,59.15
Pharmacy,55566-8401-01,degarelix 120 mg Pow,2184
Pharmacy,51079-0684-01,atenolol 50 mg Tab,4.5
Pharmacy,00093-5770-56,OLANZapine 10 mg Tab,2.1
Pharmacy,00703-5748-11,cisplatin 1 mg/mL Sol,460.5
Pharmacy,63323-0282-60,clindamycin 150 mg/mL Sol,274.5
Pharmacy,00000-3545-02,meperidine 10 mg/mL Soln-Oral,4
Pharmacy,00121-2316-40,acetaminophen-hydrocodone 325 mg-7.5 mg/15 mL Sol,24.4
Pharmacy,00228-2667-50,gabapentin 400 mg Cap,8
Pharmacy,00093-0810-01,nortriptyline 10 mg Cap,3.7
Pharmacy,63739-0208-10,predniSONE 10 mg Tab,2.15
Pharmacy,30713-0102-26,glycerin pediatric Supp,1.1
Pharmacy,00603-4212-21,lisinopril 20 mg Tab,5.35
Pharmacy,41616-0931-40,vecuronium 10 mg Pow,113.3
Pharmacy,55390-0358-03,caffeine 60  Liquid,120
Pharmacy,51672-4146-01,phenytoin 50 mg Tab,2.65
Pharmacy,62332-0096-31,lamoTRIgine 25 mg Tab,16
Pharmacy,00603-2406-28,baclofen 10 mg Tab,11.35
Pharmacy,55390-0311-10,ceftriaxone 1 g Pow,39.8
Pharmacy,00395-1005-92,gentian violet topical 2% Sol,77
Pharmacy,00944-2700-04,immune globulin intravenous 10% Sol,3910.4
Pharmacy,47781-0427-47,fentaNYL 75 mcg/hr Fil,281.8
Pharmacy,47781-0423-47,fentaNYL 12 mcg/hr Fil,101.6
Pharmacy,42291-0724-60,raNITIdine 150 mg Tab,7.7
Pharmacy,10019-0027-59,midazolam 5 mg/mL Soln-Inj,35.5
Pharmacy,00781-7241-55,fentaNYL 25 mcg/hr Fil,72.2
Pharmacy,51079-0753-20,sucralfate 1 g Tab,1.9
Pharmacy,63739-0444-10,ibuprofen 800 mg Tab,1.95
Pharmacy,00259-1610-01,incobotulinumtoxinA 100 units Pow,1630.8
Pharmacy,50458-0164-20,levofloxacin 500  Soln,382.1
Pharmacy,00430-3020-15,calcipotriene topical 0.005% Cream,1240.4
Pharmacy,00603-5780-28,sulfamethoxazole-trimethoprim 400 mg-80 mg Tab,3
Pharmacy,00603-0649-88,capsaicin topical 0.075% Cre,134.8
Pharmacy,00603-3079-32,cyclobenzaprine 10 mg Tab,5.5
Pharmacy,43598-0218-30,amoxicillin-clavulanate 250 mg-125 mg Tab,29.6
Pharmacy,52427-0439-90,lisinopril 5 mg Tab,76.35
Pharmacy,00002-4112-30,olanzapine 2.5 mg Tab,61.95
